ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
673,1892,1697140,6212,1697140
673,1892,1698140,6212,1698140
673,1892,1698950,6212,1698950
673,1892,1698950,6212,1698950
673,1892,1699180,6212,1699180
673,1892,1700180,6212,1700180
674,1900,1702180,6212,1702180
674,1900,1702990,6212,1702990
674,1900,1703990,6212,1703990
674,1900,1704460,6212,1704460
674,1900,1704460,6212,1704460
674,1900,1705460,6212,1705460
674,1900,1705460,6212,1705460
674,1900,1705780,6212,1705780
674,1900,1706590,6212,1706590
674,1900,1707400,6212,1707400
674,1900,1707990,6212,1707990
674,1900,1707990,6212,1707990
674,1900,1708220,6212,1708220
675,1908,1709030,6212,1709030
675,1908,1710030,6212,1710030
675,1908,1710030,6212,1710030
675,1908,1710840,6212,1710840
675,1908,1711840,6212,1711840
675,1908,1712650,6212,1712650
675,1908,1713650,6212,1713650
675,1908,1713650,6212,1713650
675,1908,1714460,6212,1714460
675,1908,1715010,6212,1715010
675,1908,1715010,6212,1715010
676,1916,1716010,6212,1716010
676,1916,1717010,6212,1717010
676,1916,1718010,6212,1718010
676,1916,1719010,6212,1719010
676,1916,1720010,6212,1720010
676,1916,1720480,6212,1720480
676,1916,1720800,6212,1720800
676,1916,1721800,6212,1721800
676,1916,1722800,6212,1722800
677,1924,1723800,6212,1723800
677,1924,1724800,6212,1724800
677,1924,1725610,6212,1725610
677,1924,1725610,6212,1725610
677,1924,1725610,6212,1725610
677,1924,1726420,6212,1726420
677,1924,1727420,6212,1727420
677,1924,1728420,6212,1728420
677,1924,1729420,6212,1729420
677,1924,1730420,6212,1730420
677,1924,1730890,6212,1730890
677,1924,1731120,6212,1731120
678,1932,1732120,6212,1732120
678,1932,1733120,6212,1733120
678,1932,1734120,6212,1734120
678,1932,1736120,6212,1736120
678,1932,1737120,6212,1737120
679,1940,1738120,6212,1738120
679,1940,1738120,6212,1738120
679,1940,1739120,6212,1739120
679,1940,1739930,6212,1739930
679,1940,1739930,6212,1739930
679,1940,1740740,6212,1740740
679,1940,1741740,6212,1741740
679,1940,1742060,6212,1742060
679,1940,1743060,6212,1743060
679,1940,1744060,6212,1744060
679,1940,1744380,6212,1744380
679,1940,1745380,6212,1745380
679,1940,1746380,6212,1746380
680,1948,1747380,6212,1747380
680,1948,1748380,6212,1748380
680,1948,1749190,6212,1749190
680,1948,1750190,6212,1750190
680,1948,1751190,6212,1751190
680,1948,1752190,6212,1752190
680,1948,1752190,6212,1752190
681,1956,1756190,6212,1756190
681,1956,1757000,6212,1757000
681,1956,1757810,6212,1757810
681,1956,1758810,6212,1758810
681,1956,1759810,6212,1759810
681,1956,1760810,6212,1760810
681,1956,1761130,6212,1761130
681,1956,1762130,6212,1762130
682,1964,1762940,6212,1762940
682,1964,1763940,6212,1763940
682,1964,1764940,6212,1764940
682,1964,1765410,6212,1765410
682,1964,1765570,6212,1765570
682,1964,1766380,6212,1766380
682,1964,1767380,6212,1767380
682,1964,1767850,6212,1767850
682,1964,1768440,6212,1768440
682,1964,1769250,6212,1769250
682,1964,1769250,6212,1769250
683,1972,1770250,6212,1770250
683,1972,1771250,6212,1771250
683,1972,1772250,6212,1772250
683,1972,1773250,6212,1773250
683,1972,1773720,6212,1773720
683,1972,1774530,6212,1774530
683,1972,1774530,6212,1774530
683,1972,1775530,6212,1775530
683,1972,1776000,6212,1776000
683,1972,1777000,6212,1777000
684,1980,1778000,6212,1778000
684,1980,1778650,6212,1778650
684,1980,1779650,6212,1779650
684,1980,1779880,6212,1779880
684,1980,1780880,6212,1780880
684,1980,1781690,6212,1781690
684,1980,1782690,6212,1782690
684,1980,1783160,6212,1783160
684,1980,1783160,6212,1783160
685,1988,1787160,6212,1787160
685,1988,1787750,6212,1787750
685,1988,1788750,6212,1788750
685,1988,1789400,6212,1789400
685,1988,1790400,6212,1790400
685,1988,1791400,6212,1791400
686,1996,1792400,6212,1792400
686,1996,1792870,6212,1792870
686,1996,1793340,6212,1793340
686,1996,1794340,6212,1794340
686,1996,1795340,6212,1795340
686,1996,1795340,6212,1795340
686,1996,1796340,6212,1796340
686,1996,1796570,6212,1796570
686,1996,1797220,6212,1797220
686,1996,1798220,6212,1798220
686,1996,1799030,6212,1799030
687,2004,1800030,6212,1800030
687,2004,1800350,6212,1800350
687,2004,1800820,6212,1800820
687,2004,1800820,6212,1800820
687,2004,1801290,6212,1801290
687,2004,1802290,6212,1802290
687,2004,1803290,6212,1803290
687,2004,1804290,6212,1804290
687,2004,1805290,6212,1805290
687,2004,1805290,6212,1805290
688,2012,1806290,6212,1806290
688,2012,1808290,6212,1808290
688,2012,1808520,6212,1808520
688,2012,1808520,6212,1808520
688,2012,1810520,6212,1810520
688,2012,1811520,6212,1811520
688,2012,1812330,6212,1812330
688,2012,1813330,6212,1813330
688,2012,1814330,6212,1814330
688,2012,1814650,6212,1814650
689,2020,1815650,6212,1815650
689,2020,1816650,6212,1816650
689,2020,1817650,6212,1817650
689,2020,1818460,6212,1818460
689,2020,1819460,6212,1819460
689,2020,1820460,6212,1820460
689,2020,1821460,6212,1821460
689,2020,1822270,6212,1822270
689,2020,1822270,6212,1822270
690,2028,1823270,6212,1823270
690,2028,1824080,6212,1824080
690,2028,1825080,6212,1825080
690,2028,1825080,6212,1825080
690,2028,1825670,6212,1825670
690,2028,1826670,6212,1826670
690,2028,1827670,6212,1827670
690,2028,1828670,6212,1828670
690,2028,1829480,6212,1829480
690,2028,1830480,6212,1830480
691,2036,1831480,6212,1831480
691,2036,1832480,6212,1832480
691,2036,1833480,6212,1833480
691,2036,1834480,6212,1834480
691,2036,1835480,6212,1835480
691,2036,1835950,6212,1835950
691,2036,1836170,6212,1836170
691,2036,1836980,6212,1836980
691,2036,1837980,6212,1837980
692,2044,1838980,6212,1838980
692,2044,1838980,6212,1838980
692,2044,1839980,6212,1839980
692,2044,1840210,6212,1840210
692,2044,1840760,6212,1840760
692,2044,1841080,6212,1841080
692,2044,1843080,6212,1843080
692,2044,1844080,6212,1844080
692,2044,1844550,6212,1844550
692,2044,1845550,6212,1845550
692,2044,1846550,6212,1846550
692,2044,1846550,6212,1846550
693,2052,1847550,6212,1847550
693,2052,1847780,6212,1847780
693,2052,1848780,6212,1848780
693,2052,1848780,6212,1848780
693,2052,1849780,6212,1849780
693,2052,1850780,6212,1850780
693,2052,1851780,6212,1851780
693,2052,1851780,6212,1851780
693,2052,1852590,6212,1852590
693,2052,1853590,6212,1853590
694,2060,1857590,6212,1857590
694,2060,1858590,6212,1858590
695,2068,1859590,6212,1859590
695,2068,1860590,6212,1860590
695,2068,1861400,6212,1861400
695,2068,1862400,6212,1862400
695,2068,1863400,6212,1863400
695,2068,1864400,6212,1864400
695,2068,1866400,6212,1866400
695,2068,1867400,6212,1867400
695,2068,1867400,6212,1867400
695,2068,1868210,6212,1868210
696,2076,1869210,6212,1869210
696,2076,1869680,6212,1869680
696,2076,1869840,6212,1869840
696,2076,1870840,6212,1870840
696,2076,1871840,6212,1871840
696,2076,1875840,6212,1875840
696,2076,1876840,6212,1876840
697,2084,1877310,6212,1877310
697,2084,1877780,6212,1877780
697,2084,1878590,6212,1878590
697,2084,1878590,6212,1878590
697,2084,1879060,6212,1879060
697,2084,1880060,6212,1880060
697,2084,1880870,6212,1880870
697,2084,1880870,6212,1880870
697,2084,1881870,6212,1881870
697,2084,1881870,6212,1881870
697,2084,1882340,6212,1882340
697,2084,1883340,6212,1883340
697,2084,1884340,6212,1884340
697,2084,1885340,6212,1885340
698,2092,1886340,6212,1886340
698,2092,1886810,6212,1886810
698,2092,1887810,6212,1887810
698,2092,1888280,6212,1888280
698,2092,1890280,6212,1890280
698,2092,1890600,6212,1890600
698,2092,1891410,6212,1891410
698,2092,1891880,6212,1891880
698,2092,1892350,6212,1892350
699,2100,1893160,6212,1893160
699,2100,1894160,6212,1894160
699,2100,1895160,6212,1895160
699,2100,1896160,6212,1896160
699,2100,1897160,6212,1897160
699,2100,1897810,6212,1897810
699,2100,1898810,6212,1898810
699,2100,1899810,6212,1899810
700,2108,1900810,6212,1900810
701,2116,1908810,6212,1908810
701,2116,1909130,6212,1909130
701,2116,1909780,6212,1909780
701,2116,1910780,6212,1910780
701,2116,1911150,6212,1911150
701,2116,1912150,6212,1912150
701,2116,1912960,6212,1912960
701,2116,1913960,6212,1913960
701,2116,1914280,6212,1914280
701,2116,1915280,6212,1915280
701,2116,1915930,6212,1915930
702,2124,1916930,6212,1916930
702,2124,1917740,6212,1917740
702,2124,1918740,6212,1918740
703,2132,1926740,6212,1926740
703,2132,1927740,6212,1927740
703,2132,1928210,6212,1928210
703,2132,1928210,6212,1928210
703,2132,1928210,6212,1928210
703,2132,1929210,6212,1929210
703,2132,1930020,6212,1930020
703,2132,1930490,6212,1930490
704,2140,1931490,6212,1931490
704,2140,1933490,6212,1933490
704,2140,1934490,6212,1934490
704,2140,1935490,6212,1935490
704,2140,1936490,6212,1936490
704,2140,1937490,6212,1937490
704,2140,1938490,6212,1938490
704,2140,1938810,6212,1938810
704,2140,1939620,6212,1939620
705,2148,1940270,6212,1940270
705,2148,1941270,6212,1941270
705,2148,1942270,6212,1942270
705,2148,1943270,6212,1943270
705,2148,1947270,6212,1947270
706,2156,1948080,6212,1948080
706,2156,1949080,6212,1949080
706,2156,1949400,6212,1949400
706,2156,1949720,6212,1949720
706,2156,1949720,6212,1949720
706,2156,1950040,6212,1950040
706,2156,1951040,6212,1951040
706,2156,1952040,6212,1952040
706,2156,1953040,6212,1953040
706,2156,1953040,6212,1953040
706,2156,1954040,6212,1954040
707,2164,1955040,6212,1955040
707,2164,1955040,6212,1955040
707,2164,1956040,6212,1956040
707,2164,1957040,6212,1957040
707,2164,1957850,6212,1957850
707,2164,1958850,6212,1958850
707,2164,1959850,6212,1959850
707,2164,1960850,6212,1960850
707,2164,1960850,6212,1960850
707,2164,1961850,6212,1961850
707,2164,1962070,6212,1962070
707,2164,1963070,6212,1963070
708,2172,1963540,6212,1963540
708,2172,1964540,6212,1964540
708,2172,1965540,6212,1965540
708,2172,1966350,6212,1966350
708,2172,1967350,6212,1967350
708,2172,1968350,6212,1968350
708,2172,1969350,6212,1969350
708,2172,1969810,6212,1969810
708,2172,1969810,6212,1969810
708,2172,1969810,6212,1969810
708,2172,1970810,6212,1970810
709,2180,1971810,6212,1971810
709,2180,1972280,6212,1972280
709,2180,1972600,6212,1972600
709,2180,1973600,6212,1973600
709,2180,1974600,6212,1974600
709,2180,1975410,6212,1975410
709,2180,1976410,6212,1976410
709,2180,1977220,6212,1977220
709,2180,1978220,6212,1978220
710,2188,1979030,6212,1979030
710,2188,1979840,6212,1979840
710,2188,1980650,6212,1980650
710,2188,1981650,6212,1981650
710,2188,1982650,6212,1982650
710,2188,1983650,6212,1983650
710,2188,1984120,6212,1984120
710,2188,1985120,6212,1985120
711,2196,1986120,6212,1986120
711,2196,1987120,6212,1987120
711,2196,1987590,6212,1987590
712,2204,1995590,6212,1995590
712,2204,1996240,6212,1996240
712,2204,1997240,6212,1997240
712,2204,1998050,6212,1998050
712,2204,1999050,6212,1999050
712,2204,2000050,6212,2000050
712,2204,2001050,6212,2001050
712,2204,2001050,6212,2001050
713,2212,2002050,6212,2002050
713,2212,2002860,6212,2002860
713,2212,2003330,6212,2003330
713,2212,2003560,6212,2003560
713,2212,2003780,6212,2003780
713,2212,2004590,6212,2004590
713,2212,2005590,6212,2005590
713,2212,2005910,6212,2005910
713,2212,2006910,6212,2006910
713,2212,2007140,6212,2007140
713,2212,2008140,6212,2008140
713,2212,2008610,6212,2008610
714,2220,2009070,6212,2009070
714,2220,2009880,6212,2009880
715,2228,2017880,6212,2017880
715,2228,2018880,6212,2018880
715,2228,2018880,6212,2018880
715,2228,2019880,6212,2019880
715,2228,2020690,6212,2020690
715,2228,2021690,6212,2021690
715,2228,2021690,6212,2021690
715,2228,2022340,6212,2022340
715,2228,2023340,6212,2023340
716,2236,2024150,6212,2024150
716,2236,2024620,6212,2024620
716,2236,2025620,6212,2025620
716,2236,2026620,6212,2026620
716,2236,2027620,6212,2027620
716,2236,2028430,6212,2028430
716,2236,2028430,6212,2028430
716,2236,2029430,6212,2029430
716,2236,2030240,6212,2030240
716,2236,2031240,6212,2031240
717,2244,2032240,6212,2032240
717,2244,2033240,6212,2033240
718,2252,2041240,6212,2041240
718,2252,2042240,6212,2042240
718,2252,2042560,6212,2042560
718,2252,2043560,6212,2043560
718,2252,2044560,6212,2044560
718,2252,2045560,6212,2045560
718,2252,2046370,6212,2046370
718,2252,2047370,6212,2047370
719,2260,2048370,6212,2048370
719,2260,2049370,6212,2049370
719,2260,2050370,6212,2050370
719,2260,2050690,6212,2050690
720,2268,2058690,6212,2058690
720,2268,2059500,6212,2059500
721,2276,2067500,6212,2067500
721,2276,2068500,6212,2068500
722,2284,2072500,6212,2072500
722,2284,2072500,6212,2072500
722,2284,2073500,6212,2073500
722,2284,2074500,6212,2074500
722,2284,2075310,6212,2075310
722,2284,2076310,6212,2076310
722,2284,2077120,6212,2077120
722,2284,2078120,6212,2078120
723,2292,2078930,6212,2078930
723,2292,2079740,6212,2079740
723,2292,2080740,6212,2080740
723,2292,2081740,6212,2081740
723,2292,2082740,6212,2082740
723,2292,2083550,6212,2083550
723,2292,2083870,6212,2083870
723,2292,2084870,6212,2084870
723,2292,2084870,6212,2084870
723,2292,2085870,6212,2085870
724,2300,2086870,6212,2086870
724,2300,2087870,6212,2087870
724,2300,2088870,6212,2088870
724,2300,2089100,6212,2089100
724,2300,2090100,6212,2090100
724,2300,2091100,6212,2091100
724,2300,2092100,6212,2092100
725,2308,2100100,6212,2100100
725,2308,2101100,6212,2101100
725,2308,2102100,6212,2102100
726,2316,2103100,6212,2103100
726,2316,2103100,6212,2103100
726,2316,2103100,6212,2103100
726,2316,2103910,6212,2103910
726,2316,2104910,6212,2104910
726,2316,2105560,6212,2105560
726,2316,2106560,6212,2106560
726,2316,2106560,6212,2106560
726,2316,2107560,6212,2107560
726,2316,2108370,6212,2108370
726,2316,2108370,6212,2108370
726,2316,2109370,6212,2109370
727,2324,2110370,6212,2110370
727,2324,2110740,6212,2110740
727,2324,2111330,6212,2111330
727,2324,2112330,6212,2112330
727,2324,2113330,6212,2113330
727,2324,2114330,6212,2114330
727,2324,2115330,6212,2115330
727,2324,2116140,6212,2116140
727,2324,2117140,6212,2117140
727,2324,2117140,6212,2117140
727,2324,2117460,6212,2117460
728,2332,2118460,6212,2118460
728,2332,2119270,6212,2119270
728,2332,2119590,6212,2119590
728,2332,2120400,6212,2120400
728,2332,2121400,6212,2121400
728,2332,2122400,6212,2122400
728,2332,2122860,6212,2122860
728,2332,2123670,6212,2123670
728,2332,2123990,6212,2123990
729,2340,2124990,6212,2124990
729,2340,2124990,6212,2124990
729,2340,2125990,6212,2125990
729,2340,2125990,6212,2125990
729,2340,2126990,6212,2126990
729,2340,2127640,6212,2127640
730,2348,2135640,6212,2135640
730,2348,2136640,6212,2136640
730,2348,2136960,6212,2136960
730,2348,2137280,6212,2137280
730,2348,2137750,6212,2137750
730,2348,2138400,6212,2138400
730,2348,2138720,6212,2138720
730,2348,2138720,6212,2138720
730,2348,2138720,6212,2138720
730,2348,2139720,6212,2139720
730,2348,2140190,6212,2140190
731,2356,2141000,6212,2141000
731,2356,2141000,6212,2141000
731,2356,2141470,6212,2141470
731,2356,2142280,6212,2142280
731,2356,2143280,6212,2143280
731,2356,2143750,6212,2143750
731,2356,2144220,6212,2144220
731,2356,2144220,6212,2144220
731,2356,2144540,6212,2144540
731,2356,2145350,6212,2145350
731,2356,2146350,6212,2146350
732,2364,2154350,6212,2154350
732,2364,2154830,6212,2154830
732,2364,2155640,6212,2155640
733,2372,2156640,6212,2156640
733,2372,2157450,6212,2157450
733,2372,2157450,6212,2157450
733,2372,2158450,6212,2158450
733,2372,2159450,6212,2159450
733,2372,2160260,6212,2160260
733,2372,2161260,6212,2161260
733,2372,2162260,6212,2162260
734,2380,2170260,6212,2170260
734,2380,2171260,6212,2171260
735,2388,2172260,6212,2172260
735,2388,2172720,6212,2172720
735,2388,2173190,6212,2173190
735,2388,2174190,6212,2174190
735,2388,2174660,6212,2174660
735,2388,2175130,6212,2175130
736,2396,2183130,6212,2183130
736,2396,2183130,6212,2183130
736,2396,2183600,6212,2183600
736,2396,2183600,6212,2183600
736,2396,2184190,6212,2184190
736,2396,2185190,6212,2185190
736,2396,2185660,6212,2185660
736,2396,2186660,6212,2186660
736,2396,2187660,6212,2187660
737,2404,2188660,6212,2188660
737,2404,2189470,6212,2189470
737,2404,2190470,6212,2190470
737,2404,2191470,6212,2191470
737,2404,2191790,6212,2191790
738,2412,2199790,6212,2199790
738,2412,2201790,6212,2201790
738,2412,2202600,6212,2202600
738,2412,2203070,6212,2203070
739,2420,2204070,6212,2204070
739,2420,2206070,6212,2206070
739,2420,2206300,6212,2206300
739,2420,2206300,6212,2206300
739,2420,2207300,6212,2207300
739,2420,2207300,6212,2207300
739,2420,2207300,6212,2207300
739,2420,2208110,6212,2208110
739,2420,2208580,6212,2208580
739,2420,2209580,6212,2209580
739,2420,2209740,6212,2209740
739,2420,2210290,6212,2210290
740,2428,2211290,6212,2211290
740,2428,2212290,6212,2212290
740,2428,2213290,6212,2213290
740,2428,2214290,6212,2214290
740,2428,2215100,6212,2215100
740,2428,2216100,6212,2216100
740,2428,2217100,6212,2217100
740,2428,2217100,6212,2217100
740,2428,2217570,6212,2217570
741,2436,2218380,6212,2218380
741,2436,2219380,6212,2219380
741,2436,2220380,6212,2220380
741,2436,2221190,6212,2221190
741,2436,2221650,6212,2221650
741,2436,2222650,6212,2222650
742,2444,2230650,6212,2230650
742,2444,2231300,6212,2231300
742,2444,2232300,6212,2232300
743,2452,2233300,6212,2233300
743,2452,2233770,6212,2233770
743,2452,2234770,6212,2234770
743,2452,2235770,6212,2235770
743,2452,2236770,6212,2236770
743,2452,2236770,6212,2236770
743,2452,2237140,6212,2237140
743,2452,2237950,6212,2237950
743,2452,2238500,6212,2238500
743,2452,2239500,6212,2239500
743,2452,2240310,6212,2240310
744,2460,2241310,6212,2241310
744,2460,2241780,6212,2241780
744,2460,2245780,6212,2245780
744,2460,2245780,6212,2245780
744,2460,2245780,6212,2245780
744,2460,2246590,6212,2246590
744,2460,2247590,6212,2247590
744,2460,2247590,6212,2247590
745,2468,2248400,6212,2248400
745,2468,2249210,6212,2249210
745,2468,2249210,6212,2249210
746,2476,2257210,6212,2257210
746,2476,2258210,6212,2258210
746,2476,2259210,6212,2259210
746,2476,2259210,6212,2259210
746,2476,2259760,6212,2259760
746,2476,2260760,6212,2260760
746,2476,2261760,6212,2261760
746,2476,2262760,6212,2262760
746,2476,2262920,6212,2262920
746,2476,2263920,6212,2263920
747,2484,2264730,6212,2264730
747,2484,2265540,6212,2265540
747,2484,2266540,6212,2266540
747,2484,2267540,6212,2267540
747,2484,2268540,6212,2268540
747,2484,2269540,6212,2269540
747,2484,2270350,6212,2270350
747,2484,2270570,6212,2270570
747,2484,2271040,6212,2271040
748,2492,2272040,6212,2272040
748,2492,2272850,6212,2272850
748,2492,2273850,6212,2273850
748,2492,2274850,6212,2274850
748,2492,2275850,6212,2275850
748,2492,2276850,6212,2276850
748,2492,2277850,6212,2277850
748,2492,2278170,6212,2278170
748,2492,2278170,6212,2278170
748,2492,2278980,6212,2278980
749,2500,2279980,6212,2279980
749,2500,2280980,6212,2280980
749,2500,2281570,6212,2281570
749,2500,2282380,6212,2282380
749,2500,2283380,6212,2283380
749,2500,2284190,6212,2284190
749,2500,2284190,6212,2284190
749,2500,2285000,6212,2285000
749,2500,2286000,6212,2286000
750,2508,2286810,6212,2286810
750,2508,2287810,6212,2287810
750,2508,2288810,6212,2288810
750,2508,2289620,6212,2289620
750,2508,2289840,6212,2289840
750,2508,2290060,6212,2290060
750,2508,2290650,6212,2290650
750,2508,2290650,6212,2290650
750,2508,2291460,6212,2291460
750,2508,2292460,6212,2292460
751,2516,2300460,6212,2300460
751,2516,2301050,6212,2301050
752,2524,2302050,6212,2302050
752,2524,2303050,6212,2303050
752,2524,2304050,6212,2304050
752,2524,2305050,6212,2305050
752,2524,2305700,6212,2305700
752,2524,2305700,6212,2305700
752,2524,2306700,6212,2306700
752,2524,2307700,6212,2307700
752,2524,2308170,6212,2308170
753,2532,2309170,6212,2309170
753,2532,2309640,6212,2309640
753,2532,2310640,6212,2310640
753,2532,2311640,6212,2311640
753,2532,2312640,6212,2312640
753,2532,2312960,6212,2312960
753,2532,2313960,6212,2313960
753,2532,2314190,6212,2314190
753,2532,2314660,6212,2314660
753,2532,2315660,6212,2315660
754,2540,2323660,6212,2323660
754,2540,2324660,6212,2324660
755,2548,2325660,6212,2325660
755,2548,2325820,6212,2325820
755,2548,2326820,6212,2326820
755,2548,2326820,6212,2326820
755,2548,2326820,6212,2326820
755,2548,2326820,6212,2326820
755,2548,2327820,6212,2327820
755,2548,2328470,6212,2328470
755,2548,2329280,6212,2329280
755,2548,2329750,6212,2329750
755,2548,2330750,6212,2330750
755,2548,2331750,6212,2331750
756,2556,2332750,6212,2332750
756,2556,2333750,6212,2333750
756,2556,2334400,6212,2334400
756,2556,2335210,6212,2335210
756,2556,2336210,6212,2336210
756,2556,2337210,6212,2337210
756,2556,2337760,6212,2337760
756,2556,2338570,6212,2338570
756,2556,2338570,6212,2338570
757,2564,2339380,6212,2339380
757,2564,2340380,6212,2340380
757,2564,2341190,6212,2341190
757,2564,2342190,6212,2342190
757,2564,2343000,6212,2343000
757,2564,2344000,6212,2344000
757,2564,2345000,6212,2345000
757,2564,2345220,6212,2345220
757,2564,2346220,6212,2346220
758,2572,2346810,6212,2346810
758,2572,2347810,6212,2347810
758,2572,2348810,6212,2348810
758,2572,2349810,6212,2349810
758,2572,2350810,6212,2350810
758,2572,2351810,6212,2351810
758,2572,2352620,6212,2352620
758,2572,2353620,6212,2353620
759,2580,2354620,6212,2354620
759,2580,2355620,6212,2355620
759,2580,2356430,6212,2356430
759,2580,2356750,6212,2356750
759,2580,2357750,6212,2357750
759,2580,2358750,6212,2358750
759,2580,2359750,6212,2359750
759,2580,2360220,6212,2360220
759,2580,2360870,6212,2360870
759,2580,2361190,6212,2361190
759,2580,2361190,6212,2361190
759,2580,2362190,6212,2362190
759,2580,2362190,6212,2362190
760,2588,2364190,6212,2364190
760,2588,2364190,6212,2364190
760,2588,2365190,6212,2365190
760,2588,2366000,6212,2366000
760,2588,2367000,6212,2367000
760,2588,2367470,6212,2367470
760,2588,2367470,6212,2367470
760,2588,2368470,6212,2368470
760,2588,2369470,6212,2369470
760,2588,2370470,6212,2370470
761,2596,2371280,6212,2371280
761,2596,2372280,6212,2372280
761,2596,2373090,6212,2373090
761,2596,2373560,6212,2373560
761,2596,2374110,6212,2374110
761,2596,2374110,6212,2374110
761,2596,2375110,6212,2375110
761,2596,2375110,6212,2375110
761,2596,2376110,6212,2376110
761,2596,2377110,6212,2377110
761,2596,2377920,6212,2377920
762,2604,2378390,6212,2378390
762,2604,2379390,6212,2379390
762,2604,2379390,6212,2379390
762,2604,2380390,6212,2380390
762,2604,2380860,6212,2380860
762,2604,2381860,6212,2381860
762,2604,2382860,6212,2382860
762,2604,2383320,6212,2383320
762,2604,2383790,6212,2383790
763,2612,2384260,6212,2384260
763,2612,2384490,6212,2384490
763,2612,2385040,6212,2385040
763,2612,2385510,6212,2385510
763,2612,2386100,6212,2386100
763,2612,2387100,6212,2387100
763,2612,2388100,6212,2388100
763,2612,2389100,6212,2389100
764,2620,2397100,6212,2397100
764,2620,2397100,6212,2397100
764,2620,2398100,6212,2398100
764,2620,2399100,6212,2399100
765,2628,2400100,6212,2400100
765,2628,2400100,6212,2400100
765,2628,2400570,6212,2400570
765,2628,2401040,6212,2401040
765,2628,2403040,6212,2403040
765,2628,2404040,6212,2404040
765,2628,2404850,6212,2404850
765,2628,2405850,6212,2405850
765,2628,2406660,6212,2406660
765,2628,2407130,6212,2407130
766,2636,2408130,6212,2408130
766,2636,2408130,6212,2408130
766,2636,2408130,6212,2408130
766,2636,2408450,6212,2408450
766,2636,2409260,6212,2409260
766,2636,2410070,6212,2410070
766,2636,2411070,6212,2411070
766,2636,2412070,6212,2412070
766,2636,2413070,6212,2413070
766,2636,2413880,6212,2413880
766,2636,2414880,6212,2414880
767,2644,2415880,6212,2415880
767,2644,2415880,6212,2415880
767,2644,2416880,6212,2416880
767,2644,2417880,6212,2417880
767,2644,2418690,6212,2418690
767,2644,2419500,6212,2419500
767,2644,2420500,6212,2420500
767,2644,2421500,6212,2421500
768,2652,2429500,6212,2429500
768,2652,2430500,6212,2430500
768,2652,2431150,6212,2431150
769,2660,2431960,6212,2431960
769,2660,2432770,6212,2432770
769,2660,2433770,6212,2433770
769,2660,2434770,6212,2434770
769,2660,2435770,6212,2435770
769,2660,2436580,6212,2436580
769,2660,2437580,6212,2437580
769,2660,2437580,6212,2437580
769,2660,2438390,6212,2438390
770,2668,2439390,6212,2439390
770,2668,2439620,6212,2439620
770,2668,2439940,6212,2439940
770,2668,2440100,6212,2440100
770,2668,2440750,6212,2440750
770,2668,2441750,6212,2441750
770,2668,2442750,6212,2442750
770,2668,2443750,6212,2443750
770,2668,2444220,6212,2444220
771,2676,2452220,6212,2452220
771,2676,2453220,6212,2453220
771,2676,2453220,6212,2453220
772,2684,2455220,6212,2455220
772,2684,2456220,6212,2456220
772,2684,2457030,6212,2457030
772,2684,2458030,6212,2458030
772,2684,2458030,6212,2458030
772,2684,2458030,6212,2458030
772,2684,2458840,6212,2458840
772,2684,2459110,6212,2459110
772,2684,2460110,6212,2460110
772,2684,2460110,6212,2460110
772,2684,2460660,6212,2460660
772,2684,2461660,6212,2461660
773,2692,2469660,6212,2469660
774,2700,2470660,6212,2470660
774,2700,2471660,6212,2471660
774,2700,2472130,6212,2472130
774,2700,2473130,6212,2473130
774,2700,2473600,6212,2473600
774,2700,2474600,6212,2474600
774,2700,2474600,6212,2474600
774,2700,2475600,6212,2475600
774,2700,2476060,6212,2476060
774,2700,2477060,6212,2477060
775,2708,2478060,6212,2478060
775,2708,2479060,6212,2479060
775,2708,2479870,6212,2479870
775,2708,2480870,6212,2480870
775,2708,2481870,6212,2481870
775,2708,2482520,6212,2482520
775,2708,2483520,6212,2483520
775,2708,2484520,6212,2484520
776,2716,2485520,6212,2485520
776,2716,2486330,6212,2486330
776,2716,2486560,6212,2486560
776,2716,2487370,6212,2487370
776,2716,2488370,6212,2488370
776,2716,2488370,6212,2488370
776,2716,2488370,6212,2488370
776,2716,2488370,6212,2488370
776,2716,2488600,6212,2488600
776,2716,2489600,6212,2489600
776,2716,2490600,6212,2490600
776,2716,2491600,6212,2491600
776,2716,2491970,6212,2491970
776,2716,2492970,6212,2492970
777,2724,2493970,6212,2493970
777,2724,2494780,6212,2494780
777,2724,2494780,6212,2494780
777,2724,2495780,6212,2495780
777,2724,2496250,6212,2496250
777,2724,2496250,6212,2496250
777,2724,2497060,6212,2497060
777,2724,2498060,6212,2498060
