ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
789186.45,15.77,2.7,390401.41,7.8
789020.17,15.77,2.7,390277.65,7.8
789308.85,15.78,2.71,390218.27,7.8
788263.7,15.78,2.71,389900.93,7.81
787965.32,15.77,2.71,389601.94,7.8
787987.77,15.78,2.71,389984.12,7.81
787987.77,15.78,2.71,389984.12,7.81
788021.12,15.78,2.72,390028.51,7.81
787854.84,15.78,2.72,389965.88,7.81
787480.78,15.77,2.71,389714.54,7.81
787325.39,15.77,2.71,389569.64,7.81
787325.39,15.77,2.71,389569.64,7.81
787159.11,15.77,2.71,389532.4,7.81
787796.98,15.79,2.72,389506.54,7.81
787234.35,15.78,2.72,389058.81,7.8
787078.97,15.78,2.72,388912.72,7.8
786912.69,15.78,2.72,388876.67,7.8
786711.67,15.78,2.71,388672.96,7.79
786883.64,15.78,2.72,388685.89,7.8
787153.21,15.79,2.73,389099.51,7.8
786997.82,15.79,2.73,388955.89,7.8
786831.54,15.79,2.72,388917.37,7.8
786676.16,15.79,2.73,388842.83,7.8
786509.88,15.79,2.72,388735.23,7.8
786354.49,15.79,2.72,388660.69,7.8
786188.22,15.79,2.72,388553.09,7.8
786030.48,15.79,2.72,387823.86,7.79
785953.34,15.79,2.73,387752.96,7.79
786257.32,15.8,2.74,387491.68,7.79
786542.98,15.81,2.74,387256.22,7.78
786387.59,15.81,2.74,387109.71,7.78
786011.75,15.8,2.74,386881.77,7.78
785845.47,15.8,2.74,386846.14,7.78
785845.47,15.8,2.74,386846.14,7.78
785690.08,15.8,2.74,386699.63,7.78
785690.08,15.8,2.74,386699.63,7.78
784962.51,15.79,2.73,385972.06,7.76
784796.23,15.79,2.73,385936.43,7.77
784276.97,15.78,2.72,385373.03,7.76
784121.58,15.78,2.72,385228.13,7.75
783076.42,15.79,2.72,384910.79,7.76
782031.27,15.79,2.73,384577.81,7.77
781864.99,15.79,2.73,384540.57,7.77
781709.6,15.79,2.73,384482.19,7.77
781979.17,15.8,2.73,384725.03,7.77
781979.17,15.8,2.73,384725.03,7.77
781771.82,15.79,2.73,384524.27,7.77
781616.43,15.8,2.73,384377.76,7.77
780571.27,15.8,2.74,384060.42,7.77
780412.54,15.8,2.73,383907.07,7.77
779993.69,15.79,2.73,383471.8,7.76
779827.42,15.79,2.73,383436.17,7.76
779827.42,15.79,2.73,383436.17,7.76
779827.42,15.79,2.73,383436.17,7.76
779672.03,15.79,2.73,383377.78,7.76
779833.11,15.79,2.73,383535.65,7.77
779677.72,15.8,2.73,383389.14,7.77
779700.18,15.8,2.73,383538.83,7.77
779544.79,15.8,2.73,383464.29,7.77
779567.25,15.8,2.74,383520.6,7.77
779411.86,15.8,2.74,383441.79,7.77
779114.5,15.8,2.73,383190.17,7.77
778948.23,15.8,2.73,383080.59,7.77
778792.84,15.8,2.73,382934.08,7.77
778626.57,15.8,2.73,382898.45,7.77
778471.18,15.8,2.73,382835.48,7.77
778304.9,15.8,2.73,382710.06,7.77
778530.71,15.8,2.74,382578.16,7.77
778210.71,15.8,2.73,382258.16,7.76
778044.43,15.8,2.73,382585.67,7.77
778077.77,15.8,2.74,382630.06,7.77
778100.23,15.8,2.74,382731.34,7.77
777944.84,15.8,2.74,382584.83,7.77
777778.57,15.8,2.74,382549.2,7.77
777778.57,15.8,2.74,382549.2,7.77
777811.91,15.81,2.74,382593.6,7.77
777645.63,15.81,2.74,382552.38,7.78
777678.98,15.81,2.74,382596.78,7.78
777840.06,15.81,2.75,382804.75,7.78
777684.67,15.81,2.75,382678.73,7.78
777308.83,15.81,2.74,382372.13,7.78
777331.28,15.81,2.75,382501.33,7.78
777173.54,15.81,2.75,381859.35,7.77
777406.52,15.82,2.75,382027.74,7.77
777251.14,15.82,2.75,381952.67,7.77
777273.59,15.82,2.76,382009.51,7.78
776228.43,15.83,2.76,381676.53,7.78
776098.78,15.83,2.76,381609.26,7.78
776816.34,15.84,2.78,381704.29,7.79
776483.11,15.84,2.78,381495.67,7.78
776300.5,15.84,2.78,380632.67,7.77
777740.44,15.88,2.81,381841.93,7.79
777988.98,15.88,2.82,382333.33,7.81
777988.98,15.88,2.82,382333.33,7.81
777880.25,15.88,2.82,382228.01,7.8
777750.6,15.88,2.82,382160.74,7.8
777750.6,15.88,2.82,382160.74,7.8
777452.6,15.88,2.81,381783.91,7.8
776975.43,15.87,2.81,381248.43,7.79
777692.98,15.89,2.82,381343.46,7.79
777563.33,15.89,2.83,381030.08,7.79
778232.63,15.91,2.84,381322.98,7.79
778386.91,15.91,2.85,382112.81,7.81
778386.91,15.91,2.85,382112.81,7.81
777867.64,15.91,2.84,381516.72,7.8
777843.39,15.91,2.84,381494.76,7.8
777843.39,15.91,2.84,381494.76,7.8
777415.21,15.9,2.84,381140.77,7.8
778617.61,15.93,2.87,381193.25,7.8
778617.61,15.93,2.87,381193.25,7.8
778201.52,15.92,2.86,380551.79,7.79
777904.17,15.92,2.86,380331.86,7.78
779201.1,15.95,2.88,380990.57,7.8
779166.09,15.95,2.89,380252.69,7.78
778677.53,15.94,2.88,379894.76,7.78
778653.29,15.95,2.88,379872.81,7.78
777850.24,15.93,2.87,379041.35,7.76
777345.82,15.93,2.86,378452.08,7.75
778653.52,15.95,2.89,380349.09,7.79
779452.97,15.97,2.91,380631.89,7.8
779323.32,15.97,2.91,380564.62,7.8
778705.73,15.97,2.91,380310.2,7.8
778509.72,15.97,2.91,380235.76,7.8
778218.53,15.97,2.9,379948.02,7.8
778035.92,15.97,2.91,379085.02,7.78
778489.83,15.98,2.92,378494.78,7.77
778349.83,15.98,2.91,378354.78,7.77
778349.83,15.98,2.91,378354.78,7.77
779222.15,16.0,2.93,379421.55,7.79
780662.09,16.03,2.97,380630.8,7.82
780901.25,16.04,2.98,381447.45,7.83
779856.1,16.04,2.98,381130.11,7.84
779856.1,16.04,2.98,381130.11,7.84
779618.31,16.05,2.98,380905.88,7.84
780237.66,16.06,3.0,380979.84,7.84
780634.9,16.07,3.01,380397.93,7.83
780652.96,16.07,3.01,380351.99,7.83
780523.31,16.07,3.01,380284.71,7.83
780294.77,16.07,3.01,380056.18,7.83
781339.68,16.1,3.03,380358.67,7.84
781661.1,16.1,3.04,380845.76,7.85
781174.36,16.1,3.03,380248.94,7.84
781044.7,16.1,3.03,380242.93,7.84
781949.57,16.12,3.06,380878.08,7.85
781814.47,16.12,3.06,380725.38,7.85
781814.47,16.12,3.06,380725.38,7.85
781653.64,16.12,3.06,380809.22,7.85
781825.6,16.13,3.06,380820.47,7.85
781659.33,16.13,3.06,380946.11,7.86
781659.33,16.13,3.06,380946.11,7.86
781921.93,16.13,3.07,382144.42,7.88
781624.58,16.13,3.06,381851.97,7.88
781778.85,16.13,3.07,382641.81,7.9
781165.81,16.12,3.06,382000.35,7.89
782368.21,16.15,3.09,382052.82,7.89
781750.62,16.15,3.09,381798.41,7.89
781470.73,16.15,3.09,381628.29,7.89
781335.63,16.15,3.09,381537.29,7.89
781610.64,16.16,3.09,381458.19,7.89
781407.27,16.16,3.09,380861.36,7.87
781031.43,16.15,3.09,380983.92,7.88
780356.53,16.14,3.07,380326.51,7.87
780356.53,16.14,3.07,380326.51,7.87
780008.46,16.13,3.07,379619.97,7.85
779315.31,16.12,3.06,378878.37,7.84
779315.31,16.12,3.06,378878.37,7.84
779595.76,16.13,3.07,378946.21,7.84
779429.49,16.13,3.07,379079.6,7.85
779294.39,16.13,3.07,378988.6,7.85
779065.86,16.13,3.07,378391.77,7.83
778448.26,16.13,3.07,377950.55,7.83
778668.62,16.14,3.07,377859.89,7.83
778513.23,16.14,3.07,378214.39,7.84
778674.31,16.14,3.08,378421.94,7.84
778298.47,16.14,3.07,378133.84,7.84
778163.37,16.14,3.07,378105.53,7.84
777946.74,16.14,3.07,378089.75,7.84
777680.88,16.14,3.07,377692.62,7.84
777339.69,16.13,3.07,377418.88,7.83
777339.69,16.13,3.07,377418.88,7.83
777339.69,16.13,3.07,377418.88,7.83
777393.32,16.13,3.07,377343.89,7.83
777232.49,16.13,3.07,377230.58,7.83
777077.1,16.13,3.07,377464.87,7.84
776910.83,16.13,3.07,377328.38,7.84
776938.73,16.14,3.07,376743.94,7.83
776938.73,16.14,3.07,376743.94,7.83
775893.57,16.14,3.08,376410.96,7.83
775893.57,16.14,3.08,376410.96,7.83
775893.57,16.14,3.08,376410.96,7.83
776594.05,16.16,3.1,377082.94,7.85
776464.4,16.16,3.1,377076.93,7.85
777181.95,16.18,3.12,377217.75,7.85
777052.3,16.18,3.12,377150.47,7.85
777769.85,16.2,3.13,377352.55,7.86
777562.5,16.2,3.13,377151.49,7.86
777458.78,16.2,3.13,377286.25,7.86
777458.78,16.2,3.13,377286.25,7.86
777323.69,16.2,3.13,377160.49,7.86
777323.69,16.2,3.13,377160.49,7.86
776845.69,16.19,3.12,376570.49,7.85
776845.69,16.19,3.12,376570.49,7.85
776845.69,16.19,3.12,376570.49,7.85
776845.69,16.19,3.12,376570.49,7.85
776497.62,16.18,3.12,376104.36,7.84
775854.29,16.18,3.12,374946.67,7.82
775714.25,16.18,3.12,375413.44,7.83
775485.4,16.18,3.12,375168.18,7.83
774792.25,16.17,3.11,374531.82,7.82
775041.29,16.18,3.11,374318.18,7.81
774911.63,16.18,3.11,374216.04,7.81
773866.48,16.18,3.12,373883.06,7.82
775055.46,16.21,3.15,374339.94,7.83
775055.46,16.21,3.15,374339.94,7.83
774518.66,16.2,3.14,373826.72,7.82
774886.0,16.21,3.15,374384.29,7.83
774191.58,16.2,3.14,373605.02,7.82
774022.48,16.2,3.13,373469.02,7.82
773404.89,16.2,3.14,373214.61,7.82
773269.79,16.2,3.14,373056.44,7.82
773108.96,16.2,3.14,372905.52,7.81
773496.56,16.21,3.15,373559.49,7.83
773650.84,16.22,3.15,374349.32,7.85
773131.57,16.21,3.15,373753.23,7.84
774333.97,16.24,3.17,373805.7,7.84
774041.58,16.23,3.17,373503.1,7.83
774350.55,16.24,3.18,373775.27,7.84
773350.55,16.22,3.16,372775.27,7.82
773210.5,16.23,3.16,372460.05,7.82
773064.95,16.22,3.16,373254.92,7.83
773434.1,16.23,3.17,373100.46,7.83
773323.99,16.23,3.17,372961.88,7.83
772278.83,16.24,3.17,372628.9,7.84
771982.9,16.24,3.17,372434.86,7.83
771827.52,16.24,3.17,372528.15,7.84
771184.19,16.24,3.17,371370.46,7.82
771017.92,16.24,3.17,371216.8,7.82
771045.81,16.24,3.18,370632.36,7.81
771045.81,16.24,3.18,370632.36,7.81
771045.81,16.24,3.18,370632.36,7.81
771404.7,16.25,3.19,370533.71,7.81
771770.06,16.26,3.2,371565.94,7.83
771770.06,16.26,3.2,371565.94,7.83
771770.06,16.26,3.2,371565.94,7.83
772070.81,16.27,3.21,371488.02,7.83
771585.33,16.26,3.2,370891.19,7.82
771613.23,16.27,3.2,370642.92,7.81
770568.08,16.27,3.21,370309.94,7.82
770213.02,16.27,3.2,371187.55,7.84
770813.54,16.28,3.22,371385.84,7.84
770683.88,16.28,3.22,371283.7,7.84
771872.87,16.31,3.24,371740.58,7.85
771848.62,16.31,3.25,371718.63,7.86
771528.62,16.31,3.24,371398.63,7.85
771324.92,16.3,3.24,371115.56,7.84
771324.92,16.3,3.24,371115.56,7.84
772705.84,16.34,3.27,371979.83,7.86
772570.74,16.34,3.27,371888.82,7.86
772409.91,16.34,3.27,371785.79,7.86
772690.36,16.34,3.28,372112.82,7.87
772172.37,16.34,3.27,371674.96,7.86
772006.09,16.34,3.27,371654.15,7.86
771870.99,16.34,3.27,371563.15,7.86
771495.15,16.33,3.27,371256.55,7.86
771495.15,16.33,3.27,371256.55,7.86
771334.32,16.33,3.27,371153.51,7.86
771027.14,16.33,3.26,371147.91,7.86
771031.67,16.33,3.26,371041.08,7.86
771065.01,16.33,3.27,371280.69,7.86
770898.74,16.33,3.27,371144.62,7.86
769853.58,16.34,3.27,370811.64,7.87
770154.32,16.34,3.28,370746.1,7.87
769993.49,16.34,3.28,370635.79,7.87
769838.1,16.34,3.28,370950.34,7.88
769542.17,16.34,3.28,370880.35,7.88
769542.17,16.34,3.28,370856.68,7.88
768497.02,16.35,3.29,370523.7,7.88
768131.18,16.34,3.28,370168.7,7.88
767964.9,16.34,3.28,370200.58,7.88
767809.51,16.34,3.28,370142.04,7.88
767643.24,16.34,3.28,370016.16,7.88
768969.11,16.38,3.31,370410.7,7.89
768969.11,16.38,3.31,370436.07,7.89
769004.74,16.38,3.32,370416.23,7.89
768850.34,16.38,3.32,370245.61,7.89
768884.67,16.38,3.32,370443.08,7.89
768730.27,16.38,3.32,370331.48,7.89
768595.18,16.38,3.32,370199.38,7.89
768434.34,16.39,3.32,370467.59,7.9
768467.69,16.39,3.32,370500.48,7.9
768301.41,16.39,3.32,370444.54,7.9
768337.04,16.39,3.33,370423.02,7.9
768182.64,16.39,3.33,370254.08,7.9
768028.25,16.39,3.33,370526.22,7.91
768028.25,16.39,3.33,370526.22,7.91
767708.25,16.39,3.32,370206.22,7.9
768080.74,16.4,3.33,370018.17,7.9
767945.64,16.4,3.33,369902.64,7.9
767784.81,16.4,3.33,370328.18,7.91
767629.42,16.4,3.33,370198.48,7.91
767520.69,16.4,3.33,370124.17,7.91
767406.99,16.4,3.33,370337.08,7.91
769041.63,16.43,3.37,369823.93,7.9
769041.63,16.43,3.37,369806.1,7.9
769041.63,16.43,3.37,369806.1,7.9
769077.26,16.44,3.37,369732.66,7.9
769111.59,16.44,3.38,369620.78,7.9
768957.19,16.44,3.38,369830.41,7.91
768802.8,16.44,3.38,369717.04,7.91
768667.7,16.44,3.38,369614.04,7.91
767622.54,16.45,3.38,369281.06,7.91
767461.71,16.45,3.38,369628.07,7.92
767461.71,16.45,3.38,369647.97,7.92
767495.05,16.45,3.39,369590.26,7.92
767277.69,16.45,3.38,369377.0,7.92
767111.42,16.45,3.38,369325.23,7.92
766952.69,16.45,3.38,369168.09,7.92
766988.32,16.45,3.39,369154.41,7.92
766618.85,16.44,3.38,368744.58,7.91
766464.45,16.44,3.38,368567.79,7.91
766464.45,16.44,3.38,368567.79,7.91
766498.78,16.45,3.38,368756.06,7.91
766498.78,16.45,3.38,368756.06,7.91
766533.12,16.45,3.39,368663.45,7.91
766833.86,16.46,3.39,368586.87,7.91
766861.76,16.46,3.4,368518.85,7.91
766861.76,16.46,3.4,368518.85,7.91
766706.37,16.46,3.4,369262.41,7.93
766572.13,16.46,3.4,368492.26,7.91
766405.86,16.46,3.4,369287.59,7.93
766194.25,16.46,3.39,368994.64,7.93
766229.88,16.46,3.4,368945.1,7.93
766075.49,16.46,3.4,368807.44,7.93
765921.09,16.46,3.4,369364.66,7.94
765766.69,16.46,3.4,368998.95,7.93
766138.21,16.47,3.41,368771.23,7.93
765977.38,16.47,3.41,369531.62,7.95
765886.08,16.47,3.41,369395.01,7.95
766002.45,16.48,3.41,369467.18,7.95
765574.89,16.48,3.42,369277.62,7.95
765439.79,16.48,3.42,369224.76,7.95
765278.96,16.48,3.42,369407.51,7.96
765123.57,16.48,3.42,369284.28,7.96
764813.99,16.48,3.41,369031.79,7.95
765083.56,16.49,3.42,369267.34,7.96
764924.82,16.48,3.42,369092.42,7.95
766294.21,16.52,3.45,368579.29,7.94
766329.84,16.52,3.46,368595.85,7.95
765954.0,16.51,3.45,368270.24,7.94
765799.6,16.51,3.45,368140.12,7.94
766081.05,16.52,3.46,368052.05,7.94
765705.21,16.52,3.45,368328.26,7.94
765739.54,16.52,3.45,368190.89,7.94
765604.44,16.52,3.45,368441.21,7.95
765770.96,16.53,3.46,368294.06,7.95
765715.17,16.53,3.46,368884.77,7.96
765750.8,16.53,3.47,368927.99,7.96
765508.85,16.53,3.47,368563.91,7.96
765215.07,16.53,3.46,368260.87,7.95
765249.41,16.53,3.46,368147.42,7.95
765095.01,16.53,3.46,368007.95,7.95
765376.45,16.54,3.47,368280.09,7.96
765241.35,16.54,3.47,368088.69,7.95
764875.51,16.53,3.47,368243.23,7.96
764714.68,16.53,3.47,368033.27,7.96
764559.29,16.53,3.47,367930.59,7.96
764393.02,16.53,3.47,368140.89,7.96
764428.65,16.54,3.47,368134.35,7.96
764274.25,16.54,3.47,367950.43,7.96
764274.25,16.54,3.47,367950.43,7.96
763229.09,16.54,3.48,367617.45,7.97
763074.7,16.54,3.48,367951.2,7.98
762920.3,16.54,3.48,367858.54,7.98
762785.2,16.54,3.48,367588.34,7.97
762645.15,16.54,3.48,368242.79,7.99
763107.54,16.55,3.49,367897.09,7.98
763057.54,16.55,3.49,367847.09,7.98
762938.78,16.56,3.49,367729.66,7.98
762842.68,16.56,3.5,368050.17,7.99
763106.66,16.57,3.5,368190.43,7.99
763141.0,16.57,3.51,368090.02,7.99
763141.0,16.57,3.51,368066.35,7.99
763005.9,16.57,3.51,367946.42,7.99
763280.91,16.58,3.52,368443.7,8.0
762905.07,16.57,3.51,368065.8,8.0
763185.52,16.58,3.52,367970.42,7.99
763019.25,16.58,3.52,368943.4,8.02
763019.25,16.58,3.52,368968.96,8.02
763054.88,16.59,3.52,368938.05,8.02
763054.88,16.59,3.52,368920.03,8.02
763227.83,16.59,3.53,368768.79,8.02
763262.16,16.59,3.53,369003.95,8.02
763107.77,16.6,3.53,368884.31,8.02
762735.93,16.59,3.52,368465.23,8.01
762600.83,16.59,3.53,368305.73,8.01
762440.0,16.59,3.53,368814.95,8.02
762473.35,16.59,3.53,368861.18,8.03
762307.07,16.59,3.53,368812.46,8.03
762531.43,16.6,3.54,368875.7,8.03
762531.43,16.6,3.54,368895.6,8.03
762377.03,16.6,3.54,368676.29,8.03
762377.03,16.6,3.54,368676.29,8.03
762603.82,16.61,3.54,368869.05,8.03
762893.49,16.62,3.55,368728.13,8.03
762893.49,16.62,3.55,368728.13,8.03
762758.39,16.62,3.55,368624.35,8.03
762786.29,16.62,3.56,369105.18,8.04
762630.9,16.62,3.56,369231.62,8.05
762653.36,16.62,3.56,369550.76,8.06
762877.72,16.63,3.57,369614.0,8.06
762723.32,16.63,3.57,369480.53,8.06
762568.92,16.63,3.57,369341.06,8.06
762414.53,16.63,3.57,369637.5,8.06
762040.46,16.63,3.56,369597.87,8.06
761905.36,16.63,3.56,369362.06,8.06
760860.21,16.63,3.57,369029.08,8.07
760888.11,16.64,3.57,368929.57,8.07
760732.72,16.64,3.57,369340.83,8.08
760566.44,16.64,3.57,369186.61,8.08
760602.07,16.64,3.58,369155.7,8.08
760636.41,16.65,3.58,369023.87,8.08
760917.85,16.65,3.59,369243.95,8.08
760763.45,16.65,3.59,369089.18,8.08
760628.35,16.65,3.59,368968.52,8.08
760467.52,16.65,3.59,369274.94,8.09
760312.13,16.65,3.59,369315.51,8.09
760145.86,16.65,3.59,369377.48,8.09
760181.49,16.66,3.59,369420.7,8.1
759884.14,16.65,3.59,369213.21,8.09
759729.74,16.65,3.59,369056.44,8.09
759764.07,16.66,3.59,368960.29,8.09
759609.67,16.66,3.59,369119.22,8.09
759474.57,16.66,3.59,369027.87,8.09
759474.57,16.66,3.59,369027.87,8.09
759694.93,16.67,3.6,368915.88,8.09
759728.27,16.67,3.6,369590.64,8.11
759728.27,16.67,3.6,369590.64,8.11
759352.43,16.66,3.6,369314.87,8.1
759061.32,16.66,3.59,369041.51,8.1
758770.13,16.65,3.59,368685.71,8.09
758603.85,16.65,3.59,368588.89,8.09
758603.85,16.65,3.59,368588.89,8.09
758176.29,16.66,3.59,368399.33,8.09
758229.92,16.66,3.6,368352.2,8.09
757888.73,16.66,3.59,368109.26,8.09
758146.28,16.66,3.6,368489.5,8.1
757990.89,16.66,3.6,368439.9,8.1
757824.61,16.66,3.6,368524.38,8.1
757860.24,16.67,3.6,368551.16,8.11
757705.85,16.67,3.6,368362.73,8.1
757987.29,16.68,3.61,368741.74,8.11
757832.89,16.68,3.61,368656.84,8.11
756787.74,16.68,3.62,368323.85,8.12
756652.64,16.68,3.62,367988.25,8.11
756276.8,16.68,3.61,369103.37,8.14
756276.8,16.68,3.61,369103.37,8.14
756276.8,16.68,3.61,369103.37,8.14
756276.8,16.68,3.61,369103.37,8.14
756326.03,16.68,3.62,369100.63,8.14
756037.66,16.68,3.61,368905.07,8.14
757035.92,16.7,3.64,369252.85,8.15
755990.77,16.71,3.64,368919.87,8.15
756026.4,16.71,3.65,368936.43,8.15
755717.6,16.71,3.65,368705.66,8.15
755153.83,16.71,3.65,368906.94,8.17
755189.46,16.72,3.65,368950.16,8.17
755189.46,16.72,3.65,368950.16,8.17
755035.06,16.72,3.65,368745.29,8.17
755069.39,16.72,3.66,368697.24,8.17
755069.39,16.72,3.66,368697.24,8.17
755350.83,16.73,3.67,368937.99,8.17
755350.83,16.73,3.67,368937.99,8.17
755215.74,16.73,3.67,368827.49,8.17
755243.63,16.73,3.67,368724.28,8.17
755243.63,16.73,3.67,368724.28,8.17
755099.66,16.73,3.67,369243.51,8.18
754954.67,16.73,3.67,369129.78,8.18
754835.9,16.74,3.67,369012.35,8.18
754847.96,16.74,3.68,369220.51,8.19
754693.57,16.74,3.68,369334.16,8.19
754975.01,16.75,3.68,369229.05,8.19
754975.01,16.75,3.68,369229.05,8.19
754839.91,16.75,3.69,369130.64,8.19
754839.91,16.75,3.69,369130.64,8.19
754612.67,16.75,3.68,369372.64,8.2
754640.57,16.75,3.69,369195.34,8.19
754673.91,16.75,3.69,369211.24,8.2
754888.82,16.76,3.7,369963.74,8.21
754888.82,16.76,3.7,369963.74,8.21
754666.95,16.76,3.69,369838.5,8.21
754891.31,16.76,3.7,369901.74,8.21
754736.91,16.76,3.7,369717.97,8.21
754736.91,16.76,3.7,369717.97,8.21
754771.25,16.77,3.7,369633.31,8.21
754616.85,16.77,3.7,369843.38,8.22
754670.48,16.77,3.71,369728.39,8.22
754509.65,16.77,3.71,369633.33,8.22
754509.65,16.77,3.71,369633.33,8.22
754542.99,16.78,3.71,369568.22,8.22
754795.1,16.78,3.72,370671.13,8.24
754795.1,16.78,3.72,370671.13,8.24
754830.73,16.79,3.72,370697.91,8.25
754676.33,16.79,3.72,370497.16,8.24
754521.93,16.79,3.73,370660.7,8.25
754367.53,16.79,3.73,370539.5,8.25
754232.43,16.79,3.73,370428.71,8.25
754507.44,16.8,3.73,370745.95,8.25
754216.26,16.79,3.73,370373.78,8.25
754060.87,16.79,3.73,370193.86,8.24
753894.59,16.79,3.73,370419.86,8.25
753930.22,16.8,3.73,370463.08,8.25
753775.82,16.8,3.73,370267.01,8.25
753810.16,16.8,3.74,370210.16,8.25
753810.16,16.8,3.74,370210.16,8.25
753810.16,16.8,3.74,370210.16,8.25
753844.49,16.81,3.74,370424.74,8.26
753709.39,16.81,3.74,370313.66,8.26
753548.56,16.81,3.74,370158.72,8.26
753393.17,16.81,3.74,370619.59,8.27
753226.9,16.81,3.74,370444.24,8.27
752851.06,16.8,3.74,370050.37,8.26
752650.04,16.8,3.73,369856.25,8.25
752685.67,16.8,3.74,369803.35,8.25
752531.27,16.8,3.74,369674.59,8.25
752376.87,16.8,3.74,369873.26,8.26
752087.37,16.8,3.74,370339.66,8.27
751947.33,16.8,3.74,370234.21,8.27
751982.96,16.81,3.74,370277.43,8.28
751982.96,16.81,3.74,370277.43,8.28
751852.31,16.81,3.74,369695.27,8.27
751829.24,16.81,3.75,369755.19,8.27
751829.24,16.81,3.75,369755.19,8.27
751863.57,16.82,3.75,369641.74,8.27
751709.18,16.82,3.75,369502.27,8.27
752081.67,16.83,3.76,369703.16,8.27
751946.57,16.83,3.76,369495.81,8.27
751785.74,16.83,3.76,369834.92,8.28
751595.55,16.82,3.76,369492.94,8.27
751440.17,16.82,3.76,370007.95,8.28
751273.89,16.82,3.76,369876.28,8.28
751309.52,16.83,3.76,369864.53,8.28
751155.12,16.83,3.76,369691.23,8.28
751189.46,16.83,3.77,369874.87,8.29
751035.06,16.83,3.77,369739.54,8.29
750899.96,16.83,3.77,369643.35,8.29
750739.13,16.83,3.77,369813.15,8.29
750739.13,16.83,3.77,369813.15,8.29
750311.57,16.84,3.77,369623.59,8.3
750344.91,16.84,3.78,369707.83,8.3
750367.36,16.85,3.78,369845.46,8.3
750232.27,16.85,3.78,369984.65,8.31
750071.43,16.85,3.78,369850.51,8.31
749926.44,16.85,3.78,369942.7,8.31
749629.73,16.84,3.78,369673.87,8.31
749453.06,16.84,3.78,369433.21,8.3
749677.43,16.85,3.79,369496.46,8.31
749523.03,16.85,3.79,369312.69,8.3
749368.63,16.85,3.79,369223.51,8.3
749650.07,16.86,3.79,369486.41,8.31
749491.34,16.86,3.79,369342.88,8.31
749544.97,16.86,3.8,369217.86,8.31
749384.14,16.86,3.8,369044.54,8.3
749029.09,16.85,3.79,369935.2,8.32
749244.49,16.86,3.8,369220.69,8.31
749256.56,16.86,3.8,369825.06,8.32
749256.56,16.86,3.8,369825.06,8.32
749292.19,16.87,3.8,369813.31,8.33
749137.79,16.87,3.81,369638.23,8.32
748983.39,16.87,3.81,369818.43,8.33
748828.99,16.87,3.81,369681.79,8.33
749129.74,16.88,3.81,369598.64,8.33
749157.64,16.88,3.82,369912.5,8.34
749157.64,16.88,3.82,369912.5,8.34
749002.25,16.88,3.82,369872.13,8.34
748626.41,16.88,3.81,369581.46,8.33
748460.13,16.88,3.81,369740.41,8.34
748495.76,16.88,3.82,369702.69,8.34
748668.72,16.89,3.82,369558.26,8.34
748514.32,16.89,3.82,369850.4,8.34
748306.97,16.88,3.82,369628.95,8.34
748152.57,16.88,3.82,369505.29,8.34
748206.2,16.89,3.82,370184.55,8.36
748045.37,16.89,3.82,369685.63,8.35
748336.22,16.9,3.83,369558.12,8.34
748336.22,16.9,3.83,369558.12,8.34
747908.65,16.9,3.84,369368.56,8.35
748113.17,16.91,3.84,370382.59,8.37
747978.07,16.91,3.85,370329.73,8.37
748144.6,16.92,3.85,370666.75,8.38
747989.21,16.92,3.85,370581.12,8.38
747822.93,16.92,3.85,370533.35,8.38
747858.56,16.92,3.86,370519.68,8.38
747486.38,16.91,3.85,370087.09,8.37
747767.82,16.92,3.86,369927.04,8.37
747613.42,16.92,3.86,370139.85,8.38
747459.02,16.92,3.86,369992.41,8.38
747459.02,16.92,3.86,369992.41,8.38
747323.92,16.92,3.86,369877.62,8.38
747116.57,16.92,3.86,369703.44,8.37
747283.09,16.93,3.86,370400.18,8.39
747138.1,16.93,3.86,370389.06,8.39
747150.16,16.93,3.87,370372.11,8.39
747185.79,16.94,3.87,370486.4,8.4
746888.44,16.93,3.87,370384.66,8.4
746513.86,16.92,3.86,369987.89,8.39
746513.86,16.92,3.86,369987.89,8.39
746795.31,16.93,3.87,369865.07,8.39
746640.91,16.93,3.87,369700.8,8.38
746486.51,16.93,3.87,370202.42,8.4
746351.41,16.93,3.87,370043.23,8.4
747311.53,16.96,3.89,371297.5,8.43
747311.53,16.96,3.89,371297.5,8.43
747347.16,16.96,3.9,371301.79,8.43
747038.36,16.96,3.9,371298.89,8.43
746835.97,16.96,3.9,371239.21,8.43
746835.97,16.96,3.9,371239.21,8.43
745487.52,16.94,3.87,370012.32,8.41
