ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu30-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cb9f-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
575177.35,22.11,9.04,365784.68,14.06
576178.29,22.15,9.09,366246.51,14.08
576402.65,22.17,9.1,366309.75,14.09
576684.1,22.18,9.12,366169.04,14.08
576308.26,22.17,9.11,366061.98,14.08
575263.1,22.2,9.13,365729.0,14.11
575108.7,22.2,9.14,365921.98,14.13
574954.3,22.2,9.14,365732.77,14.12
575346.09,22.22,9.16,366055.12,14.14
575027.8,22.21,9.15,365887.65,14.13
574707.8,22.2,9.14,365567.65,14.12
574707.8,22.2,9.14,365591.86,14.12
573662.65,22.23,9.17,365258.88,14.16
573501.81,22.23,9.17,365118.59,14.16
573503.08,22.23,9.17,365120.13,14.16
573503.08,22.23,9.17,365120.13,14.16
573503.08,22.23,9.17,365120.13,14.16
573536.43,22.24,9.18,365777.77,14.19
573370.15,22.25,9.18,365545.01,14.18
573251.38,22.26,9.19,365427.58,14.19
573096.99,22.26,9.2,365511.83,14.2
572942.59,22.26,9.2,365438.56,14.2
572730.72,22.26,9.19,365321.08,14.2
572730.72,22.26,9.19,365321.08,14.2
573039.68,22.27,9.21,365621.1,14.21
573067.58,22.28,9.22,365429.03,14.21
573100.92,22.29,9.22,365462.69,14.21
572934.65,22.29,9.23,365922.36,14.24
572970.28,22.3,9.24,365872.83,14.24
572596.21,22.29,9.23,365461.32,14.23
572441.82,22.29,9.23,365320.4,14.23
572287.42,22.3,9.23,365325.42,14.23
572568.86,22.31,9.25,365314.31,14.24
572193.02,22.3,9.24,365623.55,14.25
572385.28,22.31,9.25,365500.22,14.25
572413.17,22.32,9.26,365256.37,14.24
572085.82,22.31,9.25,365649.67,14.26
572090.83,22.31,9.25,365650.99,14.26
572092.1,22.31,9.25,365656.6,14.26
572125.44,22.32,9.26,365301.26,14.25
571959.17,22.32,9.26,365623.63,14.27
571994.8,22.33,9.27,365650.41,14.28
572437.02,22.35,9.29,365451.46,14.27
572122.54,22.34,9.28,365697.94,14.28
572156.88,22.35,9.29,365586.05,14.28
572002.48,22.36,9.29,365482.87,14.28
571867.38,22.36,9.29,365395.7,14.29
571547.38,22.35,9.28,365075.7,14.28
571547.38,22.35,9.28,365101.96,14.28
571386.55,22.35,9.29,365531.87,14.3
571667.0,22.37,9.3,365566.2,14.3
571500.73,22.37,9.3,365913.05,14.32
571500.73,22.37,9.3,365913.05,14.32
571536.36,22.38,9.31,365939.83,14.33
571536.36,22.38,9.31,365939.86,14.33
571160.52,22.37,9.3,365536.73,14.32
571006.12,22.37,9.31,365407.99,14.32
571270.1,22.39,9.32,365532.18,14.32
571304.43,22.39,9.33,365287.18,14.32
571169.33,22.4,9.33,365358.6,14.33
571169.33,22.4,9.33,365358.87,14.33
571444.34,22.41,9.35,365273.32,14.33
571288.95,22.42,9.35,366196.09,14.37
571311.41,22.42,9.36,366390.82,14.38
571347.04,22.43,9.37,366407.38,14.39
571192.64,22.44,9.37,366200.36,14.38
571365.6,22.45,9.38,366429.49,14.4
571211.2,22.45,9.39,366321.73,14.4
571076.1,22.46,9.39,366166.63,14.4
570648.54,22.47,9.41,366635.85,14.44
570648.54,22.47,9.41,366632.11,14.44
570676.44,22.48,9.42,367075.86,14.46
570521.05,22.49,9.42,366806.94,14.46
570354.77,22.49,9.42,366977.2,14.47
570408.41,22.5,9.43,366655.16,14.46
570268.36,22.5,9.44,366630.03,14.47
570303.99,22.51,9.45,366610.19,14.47
570149.59,22.51,9.45,366439.57,14.47
570433.74,22.53,9.46,366857.84,14.49
570279.34,22.53,9.47,367111.58,14.5
570279.34,22.53,9.47,367088.31,14.5
569903.5,22.52,9.46,366628.3,14.49
569749.1,22.52,9.46,366508.74,14.49
569614.0,22.53,9.46,366350.16,14.49
569308.17,22.53,9.47,366491.2,14.51
569131.51,22.54,9.47,366232.04,14.5
569602.98,22.56,9.49,366272.55,14.51
569227.14,22.55,9.48,366101.56,14.5
569072.74,22.55,9.49,366043.01,14.51
569053.25,22.56,9.49,365963.17,14.51
569054.52,22.56,9.49,365964.84,14.51
569088.86,22.57,9.5,366182.99,14.52
568934.46,22.57,9.5,366019.38,14.52
568799.36,22.57,9.51,366035.6,14.53
568800.63,22.57,9.51,366041.22,14.53
568723.68,22.58,9.51,366981.81,14.57
568564.95,22.57,9.51,366823.68,14.56
568614.0,22.58,9.52,366471.65,14.55
568880.67,22.6,9.53,366638.38,14.56
569105.04,22.61,9.55,366701.62,14.57
568950.64,22.62,9.55,366528.1,14.57
568796.24,22.62,9.55,366428.68,14.57
568641.84,22.62,9.56,366446.1,14.58
568641.84,22.62,9.56,366483.58,14.58
568950.81,22.64,9.57,366460.19,14.58
568576.74,22.63,9.56,366441.28,14.58
568576.74,22.63,9.56,366478.75,14.58
568415.91,22.63,9.57,366885.96,14.61
568415.91,22.63,9.57,366885.96,14.61
568696.37,22.65,9.58,366508.34,14.59
568399.01,22.64,9.57,366272.95,14.59
567353.86,22.67,9.6,365939.97,14.62
567376.31,22.68,9.61,366525.0,14.65
567600.67,22.69,9.63,366588.24,14.66
567446.27,22.69,9.63,366429.89,14.66
567291.88,22.7,9.63,366315.3,14.66
567137.48,22.7,9.64,366482.12,14.67
566841.55,22.71,9.64,366491.59,14.68
566686.16,22.71,9.65,366375.78,14.68
566708.62,22.72,9.65,366519.83,14.69
566342.77,22.71,9.64,366325.05,14.69
565297.62,22.74,9.67,366007.71,14.72
565521.98,22.76,9.69,366070.95,14.73
565556.31,22.76,9.7,365950.52,14.73
565590.64,22.77,9.71,365833.42,14.73
565436.25,22.78,9.71,365986.23,14.74
565436.25,22.78,9.71,365986.23,14.74
564391.09,22.81,9.74,365653.25,14.78
564102.71,22.8,9.73,365468.43,14.77
563967.61,22.8,9.74,365288.47,14.77
563970.15,22.8,9.74,365289.54,14.77
562924.99,22.83,9.77,364956.56,14.8
562924.99,22.83,9.77,364956.56,14.8
563208.23,22.85,9.79,364958.32,14.81
563380.19,22.86,9.8,365987.45,14.85
563213.92,22.87,9.8,366115.27,14.86
563438.28,22.88,9.82,366178.51,14.87
563438.28,22.88,9.82,366178.51,14.87
563438.28,22.88,9.82,366178.51,14.87
563064.22,22.87,9.81,365720.4,14.86
563237.17,22.88,9.82,365549.16,14.85
563518.61,22.9,9.84,365468.36,14.85
563364.22,22.9,9.84,365582.74,14.86
563229.12,22.91,9.84,365459.78,14.86
563395.64,22.92,9.86,366168.82,14.9
563395.64,22.92,9.86,366168.82,14.9
563173.5,22.91,9.85,365964.74,14.89
562807.66,22.9,9.84,366040.8,14.9
562807.66,22.9,9.84,366040.8,14.9
562510.3,22.89,9.83,365875.1,14.89
562543.64,22.9,9.84,365942.98,14.9
562384.91,22.9,9.83,365784.79,14.89
562654.48,22.91,9.85,366018.52,14.9
562278.64,22.9,9.84,365977.59,14.91
562314.27,22.91,9.85,365994.15,14.91
562595.71,22.93,9.86,365841.26,14.91
562768.67,22.94,9.88,366047.14,14.92
562614.27,22.94,9.88,365897.81,14.92
562614.27,22.94,9.88,365897.81,14.92
562614.27,22.94,9.88,365897.81,14.92
562479.17,22.95,9.88,366057.75,14.93
562318.34,22.95,9.89,366014.04,14.94
561890.78,22.97,9.91,365824.48,14.96
561892.05,22.97,9.91,365844.68,14.96
561892.05,22.97,9.91,365844.68,14.96
561925.39,22.98,9.92,365723.26,14.96
561759.11,22.98,9.92,366441.02,14.99
561759.11,22.98,9.92,366441.02,14.99
561624.02,22.99,9.92,366388.16,15.0
561248.17,22.98,9.91,365969.85,14.98
561276.07,22.98,9.92,366175.43,14.99
561120.69,22.99,9.92,366182.77,15.0
561143.14,23.0,9.93,366242.06,15.01
561614.61,23.02,9.95,366284.39,15.01
561460.22,23.02,9.96,366064.19,15.01
561633.17,23.04,9.97,366341.79,15.03
561667.5,23.04,9.98,366221.85,15.03
561667.5,23.04,9.98,366221.85,15.03
561721.14,23.05,9.99,366140.46,15.03
561345.29,23.04,9.98,366044.41,15.03
561184.46,23.05,9.98,366752.05,15.06
561184.46,23.05,9.98,366752.05,15.06
561217.81,23.06,9.99,366762.05,15.07
561217.81,23.06,9.99,366762.05,15.07
561051.53,23.06,9.99,366732.8,15.07
561087.16,23.07,10.0,366737.08,15.08
560042.0,23.1,10.04,366404.1,15.11
560076.34,23.11,10.05,366289.54,15.11
559921.94,23.11,10.05,366220.91,15.12
560185.92,23.13,10.07,366398.55,15.13
560050.82,23.13,10.07,366176.72,15.13
560325.83,23.15,10.09,366163.22,15.13
560170.44,23.15,10.09,367031.18,15.17
560004.17,23.16,10.09,367120.29,15.18
560004.17,23.16,10.09,367120.29,15.18
560005.44,23.16,10.09,367121.36,15.18
560041.07,23.17,10.1,367180.22,15.19
560041.07,23.17,10.1,367180.22,15.19
559882.34,23.16,10.1,367021.89,15.18
559727.94,23.17,10.1,366894.52,15.18
559573.54,23.17,10.1,366764.45,15.19
559573.54,23.17,10.1,366764.45,15.19
559607.87,23.18,10.11,366916.87,15.2
559472.77,23.18,10.12,366822.0,15.2
559693.13,23.2,10.13,366724.17,15.2
559395.78,23.19,10.12,366354.82,15.19
559240.39,23.19,10.13,366857.83,15.21
559074.12,23.19,10.13,366755.78,15.22
559074.12,23.19,10.13,366755.78,15.22
559109.75,23.2,10.14,366782.56,15.22
559282.7,23.22,10.15,366604.42,15.22
559128.3,23.22,10.16,366841.82,15.24
558973.91,23.22,10.16,366542.0,15.23
558838.81,23.23,10.16,366562.72,15.24
558472.97,23.22,10.15,366102.09,15.22
558747.98,23.23,10.17,366886.75,15.26
558602.98,23.24,10.17,366860.21,15.26
558483.2,23.24,10.18,366775.11,15.26
558518.83,23.25,10.19,366817.53,15.27
558364.43,23.26,10.19,366688.79,15.27
558210.03,23.26,10.2,366576.54,15.27
558055.63,23.26,10.2,366711.08,15.29
558356.38,23.28,10.22,366645.81,15.29
557980.54,23.27,10.2,366550.14,15.29
557819.7,23.27,10.21,366699.65,15.3
557853.05,23.28,10.22,366735.2,15.31
557686.77,23.28,10.22,366703.7,15.31
557911.13,23.3,10.24,366766.94,15.32
557756.74,23.3,10.24,366583.17,15.32
557602.34,23.31,10.24,366494.0,15.32
557883.78,23.32,10.26,366686.69,15.33
557937.41,23.33,10.27,366586.74,15.33
558157.77,23.35,10.28,366470.94,15.33
558191.11,23.36,10.29,367530.73,15.38
558024.84,23.36,10.3,367692.56,15.39
557817.48,23.35,10.29,367539.42,15.39
557441.64,23.34,10.28,367048.63,15.37
557445.38,23.34,10.28,367049.72,15.37
557481.01,23.36,10.29,367092.14,15.38
557172.22,23.36,10.3,366851.15,15.38
557017.82,23.37,10.3,366984.89,15.39
556882.72,23.37,10.3,366875.44,15.4
555837.57,23.4,10.34,366542.46,15.43
555540.21,23.39,10.33,366273.14,15.42
555379.38,23.4,10.33,366190.46,15.43
555659.83,23.41,10.35,366529.07,15.44
555493.56,23.42,10.35,366527.12,15.45
555529.19,23.43,10.36,366505.6,15.46
555374.79,23.43,10.37,366337.19,15.46
555374.79,23.43,10.37,366337.19,15.46
555374.79,23.43,10.37,366337.19,15.46
555220.39,23.44,10.37,366575.85,15.47
555220.39,23.44,10.37,366575.85,15.47
554882.02,23.42,10.36,366321.6,15.46
554727.62,23.43,10.36,366188.63,15.47
554351.78,23.42,10.35,365851.6,15.45
554216.68,23.42,10.36,365701.97,15.45
553789.11,23.44,10.38,365512.41,15.47
553628.28,23.45,10.38,365956.28,15.5
553628.28,23.45,10.38,365956.28,15.5
554001.04,23.47,10.41,366107.7,15.51
553703.69,23.46,10.4,365942.37,15.51
553407.76,23.47,10.4,366137.22,15.53
552903.34,23.46,10.39,365632.8,15.51
553194.18,23.47,10.41,365739.76,15.52
553194.18,23.47,10.41,365739.76,15.52
553017.51,23.48,10.41,365680.14,15.52
553017.51,23.48,10.41,365700.99,15.52
553053.14,23.49,10.42,365744.21,15.53
552898.75,23.49,10.43,365510.53,15.53
552744.35,23.49,10.43,365507.08,15.54
552589.95,23.5,10.43,365797.98,15.55
552214.11,23.49,10.42,365472.36,15.54
552214.11,23.49,10.42,365472.36,15.54
551168.95,23.52,10.46,365139.38,15.58
551415.04,23.54,10.47,364812.35,15.57
551690.05,23.55,10.49,365738.82,15.62
551545.06,23.56,10.49,364887.48,15.59
551258.42,23.55,10.49,365545.33,15.62
551021.36,23.55,10.49,365179.42,15.61
551056.99,23.56,10.5,365167.67,15.61
551229.95,23.58,10.51,365000.72,15.61
551075.55,23.58,10.52,365114.27,15.62
550921.15,23.58,10.52,364975.27,15.62
550623.8,23.57,10.51,365394.51,15.64
550488.7,23.58,10.51,365116.56,15.64
550088.62,23.57,10.5,364723.62,15.62
549927.79,23.57,10.5,364598.91,15.63
549927.79,23.57,10.5,364598.91,15.63
549772.4,23.57,10.51,364695.61,15.64
549606.12,23.58,10.51,364483.5,15.63
549830.48,23.59,10.53,364546.74,15.64
549676.09,23.6,10.53,364413.27,15.64
549676.09,23.6,10.53,364413.27,15.64
549521.69,23.6,10.54,364475.4,15.65
549811.35,23.62,10.55,364371.3,15.65
549676.26,23.62,10.56,364305.16,15.66
549676.26,23.62,10.56,364305.16,15.66
549515.42,23.62,10.56,364692.26,15.68
549515.42,23.62,10.56,364692.26,15.68
549174.24,23.61,10.55,364437.88,15.67
549207.58,23.62,10.56,364503.19,15.68
549230.03,23.63,10.57,364663.92,15.69
549265.66,23.64,10.58,364652.18,15.7
548220.51,23.68,10.62,364334.84,15.74
548066.11,23.68,10.62,364171.0,15.74
547724.92,23.67,10.61,364003.93,15.73
547759.25,23.68,10.62,364182.07,15.75
547604.86,23.69,10.62,364041.61,15.75
547604.86,23.69,10.62,364041.61,15.75
547177.29,23.71,10.64,364510.83,15.79
547042.19,23.71,10.65,364414.25,15.8
547070.09,23.72,10.66,364755.93,15.82
546024.94,23.76,10.7,364422.95,15.86
546024.94,23.76,10.7,364422.95,15.86
545869.55,23.76,10.7,364308.92,15.86
545869.55,23.76,10.7,364326.92,15.86
545441.98,23.79,10.72,364137.36,15.88
545275.71,23.79,10.73,364189.6,15.89
545171.79,23.8,10.73,364146.16,15.89
544797.72,23.78,10.72,364014.91,15.89
545133.66,23.8,10.74,363530.5,15.87
545434.4,23.82,10.76,363493.63,15.88
545418.13,23.82,10.76,364777.74,15.93
545257.3,23.83,10.76,364752.41,15.94
545317.05,23.84,10.78,364112.52,15.92
545172.06,23.84,10.78,364158.38,15.93
545020.83,23.85,10.78,364512.48,15.95
545020.83,23.85,10.78,364523.61,15.95
544429.34,23.83,10.77,363906.67,15.93
544464.97,23.84,10.78,363949.89,15.94
544746.42,23.86,10.8,363809.18,15.94
544746.42,23.86,10.8,363787.77,15.93
544780.75,23.87,10.81,363688.14,15.94
544626.35,23.88,10.81,363939.34,15.95
544373.67,23.87,10.8,363666.75,15.94
544238.57,23.87,10.81,363556.67,15.95
544011.32,23.87,10.8,363382.31,15.94
543850.49,23.87,10.8,363878.6,15.97
543851.76,23.87,10.8,363879.87,15.97
542806.6,23.91,10.84,363562.53,16.01
542839.95,23.92,10.85,363595.48,16.02
542862.4,23.93,10.86,363664.48,16.03
542898.03,23.94,10.87,363646.26,16.03
542791.84,23.94,10.87,363537.33,16.03
542637.44,23.94,10.87,363381.06,16.03
542483.04,23.94,10.88,363562.98,16.05
542483.04,23.94,10.88,363585.12,16.05
542483.04,23.94,10.88,363566.73,16.05
541437.89,23.98,10.92,363233.75,16.09
541283.49,23.98,10.92,363045.45,16.09
541337.12,24.0,10.93,363074.18,16.09
541176.29,24.0,10.93,362988.22,16.1
541020.9,24.0,10.94,363245.43,16.12
540854.63,24.01,10.94,363064.06,16.11
541326.1,24.03,10.97,363104.57,16.12
541326.1,24.03,10.97,363125.61,16.12
541360.43,24.04,10.98,363007.64,16.12
540994.59,24.03,10.97,363168.07,16.13
541028.92,24.04,10.98,363045.9,16.13
541063.26,24.05,10.99,362960.99,16.13
540928.16,24.06,10.99,362862.0,16.14
541294.22,24.08,11.01,363294.49,16.16
541138.83,24.08,11.02,363385.27,16.17
541161.28,24.09,11.02,363724.85,16.19
541196.91,24.1,11.04,363705.01,16.2
541042.52,24.11,11.04,363549.26,16.2
541076.85,24.12,11.05,363729.03,16.21
540922.45,24.12,11.06,363585.86,16.21
540425.56,24.1,11.04,363465.03,16.21
540726.3,24.12,11.06,363383.34,16.21
540565.47,24.13,11.06,363964.66,16.24
540410.09,24.13,11.07,363650.11,16.24
540432.54,24.14,11.08,363933.14,16.26
540468.17,24.15,11.09,363959.92,16.26
540313.77,24.16,11.09,363745.61,16.26
540159.38,24.16,11.1,363789.43,16.27
540004.98,24.16,11.1,364072.0,16.29
540197.23,24.18,11.12,364053.11,16.3
540057.19,24.18,11.12,363863.75,16.29
539949.12,24.18,11.12,364896.57,16.34
538903.96,24.22,11.16,364563.59,16.39
538987.84,24.24,11.17,363973.26,16.37
539023.47,24.25,11.19,364016.48,16.38
538869.07,24.25,11.19,363889.11,16.38
538725.1,24.25,11.19,363898.68,16.38
538459.49,24.25,11.18,363572.59,16.37
538305.09,24.25,11.18,363442.52,16.37
538150.69,24.25,11.19,363532.17,16.38
538015.6,24.26,11.19,363419.94,16.39
537875.55,24.26,11.2,363971.31,16.42
538137.39,24.28,11.22,363995.56,16.42
538013.47,24.29,11.22,363804.12,16.42
538049.1,24.3,11.23,363820.68,16.43
537894.7,24.3,11.24,363677.6,16.43
537614.33,24.29,11.23,363397.23,16.42
537305.54,24.3,11.24,363320.11,16.43
537697.33,24.32,11.26,363471.93,16.44
537698.6,24.32,11.26,363473.23,16.44
537537.77,24.33,11.26,363339.56,16.44
537382.38,24.33,11.27,363251.93,16.45
537216.1,24.33,11.27,363741.57,16.48
537057.37,24.33,11.26,363582.84,16.47
537093.0,24.34,11.28,363561.32,16.48
537127.34,24.35,11.29,363426.77,16.48
537127.34,24.35,11.29,363448.91,16.48
537161.67,24.36,11.3,363399.78,16.48
537007.27,24.37,11.3,363579.82,16.5
535962.11,24.41,11.34,363246.84,16.54
535643.82,24.4,11.33,362886.04,16.53
535508.72,24.4,11.34,362688.87,16.53
535783.73,24.42,11.36,363258.44,16.56
535817.08,24.43,11.37,363286.67,16.56
535650.8,24.43,11.37,363378.54,16.58
535686.43,24.45,11.38,363382.82,16.58
535532.03,24.45,11.39,363188.08,16.58
535310.16,24.44,11.38,362932.75,16.57
534934.32,24.43,11.37,362761.15,16.57
535198.3,24.45,11.39,363007.22,16.58
535198.3,24.45,11.39,362987.09,16.58
535232.63,24.46,11.4,362867.26,16.58
535097.53,24.47,11.4,362713.89,16.58
534957.49,24.47,11.41,363861.45,16.64
534819.56,24.47,11.4,363280.99,16.62
535195.27,24.49,11.42,363980.59,16.65
534150.12,24.53,11.46,363647.61,16.7
533948.33,24.53,11.47,363242.63,16.69
533582.77,24.52,11.46,362885.52,16.68
534036.78,24.55,11.48,362859.82,16.68
533882.39,24.55,11.49,362705.75,16.68
533594.01,24.54,11.48,362940.36,16.69
533439.61,24.55,11.48,362768.93,16.69
532833.89,24.56,11.5,362848.4,16.73
532667.62,24.57,11.5,362682.54,16.73
533139.09,24.59,11.53,362724.87,16.73
533312.05,24.61,11.54,362531.66,16.73
533157.65,24.61,11.55,362782.27,16.75
533003.25,24.62,11.55,362589.56,16.75
532868.15,24.62,11.56,362493.88,16.75
531823.0,24.67,11.6,362176.54,16.8
531525.64,24.66,11.59,362510.27,16.82
531364.81,24.66,11.59,362254.1,16.81
530988.97,24.65,11.58,362170.3,16.81
530921.67,24.66,11.59,362503.39,16.83
530856.04,24.66,11.6,362303.94,16.83
530891.67,24.67,11.61,362285.72,16.84
530737.27,24.68,11.61,362113.48,16.84
530737.27,24.68,11.61,362113.48,16.84
531179.49,24.7,11.64,362357.97,16.85
531179.49,24.7,11.64,362380.76,16.85
531025.1,24.71,11.64,362258.82,16.85
530890.0,24.71,11.65,362110.92,16.86
530729.17,24.72,11.65,362506.51,16.88
529684.01,24.76,11.69,362173.53,16.93
529528.62,24.76,11.7,362059.09,16.93
529362.35,24.77,11.7,362184.42,16.95
529397.98,24.78,11.72,362211.2,16.95
529239.25,24.78,11.71,362052.67,16.95
528934.49,24.77,11.7,361821.95,16.94
528780.1,24.77,11.71,361678.54,16.94
528814.43,24.78,11.72,361585.46,16.94
528660.03,24.79,11.72,361595.49,16.95
528960.77,24.81,11.74,362021.11,16.98
528962.04,24.81,11.74,362022.41,16.98
528962.04,24.81,11.74,362022.41,16.98
528801.21,24.81,11.75,361659.91,16.97
528446.15,24.8,11.73,361752.79,16.98
528522.8,24.81,11.75,362236.9,17.01
528782.05,24.83,11.76,362359.56,17.01
529253.52,24.86,11.79,362400.07,17.02
528877.68,24.84,11.78,362229.07,17.02
528877.68,24.84,11.78,362229.07,17.02
528723.28,24.85,11.78,362489.09,17.04
528757.61,24.86,11.8,362361.46,17.04
528791.94,24.87,11.81,362160.74,17.03
528464.87,24.86,11.8,361864.66,17.02
528329.78,24.87,11.8,362113.18,17.04
528168.94,24.87,11.81,361977.49,17.04
528013.56,24.87,11.81,361833.47,17.05
528374.17,24.89,11.83,362732.46,17.09
528055.88,24.89,11.82,362376.16,17.08
528280.24,24.91,11.84,362439.4,17.09
528561.68,24.92,11.86,362298.7,17.08
528407.29,24.93,11.86,362179.05,17.09
528252.89,24.93,11.87,362284.4,17.1
528117.79,24.94,11.87,362200.93,17.1
527956.96,24.94,11.88,362890.18,17.14
527811.96,24.95,11.88,362517.17,17.13
527660.74,24.95,11.89,362653.35,17.15
527696.37,24.97,11.9,362567.78,17.15
527541.97,24.97,11.91,362462.89,17.16
527387.57,24.97,11.91,362543.54,17.17
527560.53,24.99,11.93,362835.03,17.19
527338.65,24.98,11.92,362612.1,17.18
527639.4,25.0,11.94,362224.37,17.16
527432.04,25.0,11.93,363817.0,17.24
527432.04,25.0,11.93,363817.0,17.24
527432.04,25.0,11.93,363817.0,17.24
527432.04,25.0,11.93,363817.0,17.24
527179.36,24.99,11.92,363605.76,17.23
527228.6,25.0,11.94,363643.09,17.24
527264.23,25.02,11.95,363686.31,17.25
527264.23,25.02,11.95,363686.31,17.25
527349.42,25.03,11.97,362867.61,17.22
527349.42,25.03,11.97,362867.61,17.22
526786.26,25.02,11.95,362555.63,17.22
526631.86,25.02,11.96,362350.77,17.22
526477.47,25.03,11.96,362346.07,17.22
526511.8,25.04,11.97,362389.58,17.23
526812.54,25.06,11.99,362391.19,17.24
526651.71,25.06,12.0,362913.68,17.27
526651.71,25.06,12.0,362901.97,17.27
526506.71,25.07,12.0,362857.69,17.27
526391.68,25.07,12.01,362843.53,17.28
526195.47,25.07,12.0,362657.72,17.28
526419.84,25.09,12.02,362720.96,17.29
526701.28,25.11,12.04,362580.25,17.28
526325.44,25.09,12.03,362473.19,17.28
526171.04,25.1,12.03,362729.63,17.3
526016.64,25.1,12.04,362595.3,17.3
526070.27,25.11,12.05,362475.2,17.3
525909.44,25.12,12.05,362498.07,17.31
525764.45,25.12,12.06,362995.09,17.35
526094.4,25.14,12.08,363096.36,17.35
526094.4,25.14,12.08,363096.36,17.35
526130.03,25.16,12.09,363123.14,17.36
525975.63,25.16,12.1,362969.83,17.36
525666.83,25.17,12.11,362892.72,17.38
525531.74,25.18,12.11,362980.08,17.39
525184.05,25.17,12.1,362807.36,17.39
525467.28,25.19,12.12,362705.09,17.38
525467.28,25.19,12.12,362718.05,17.38
525467.28,25.19,12.12,362718.05,17.38
525240.58,25.18,12.11,362926.42,17.4
525273.92,25.19,12.13,363011.49,17.41
525296.38,25.2,12.14,363119.77,17.42
525079.02,25.19,12.13,362931.43,17.41
524033.86,25.24,12.18,362598.45,17.46
523875.13,25.23,12.17,362440.12,17.46
524346.6,25.26,12.2,362480.63,17.46
524192.2,25.27,12.2,362262.25,17.46
523826.36,25.25,12.19,362523.68,17.48
523860.69,25.27,12.2,362406.77,17.48
524142.14,25.29,12.22,362279.16,17.48
524195.77,25.3,12.23,362227.28,17.48
523829.93,25.29,12.22,362694.61,17.51
522784.77,25.33,12.27,362361.63,17.56
522623.94,25.34,12.27,362190.89,17.56
522510.49,25.34,12.28,361946.6,17.56
522491.01,25.35,12.29,362482.87,17.59
522907.83,25.38,12.32,362460.77,17.59
523208.95,25.4,12.34,362606.13,17.6
523054.55,25.41,12.34,362452.12,17.61
522900.16,25.41,12.35,362329.07,17.61
522282.56,25.43,12.37,363004.01,17.68
522506.92,25.45,12.39,363067.25,17.69
522352.53,25.46,12.39,362908.9,17.69
522386.86,25.47,12.4,362798.82,17.69
522021.33,25.46,12.39,362383.44,17.67
521866.94,25.46,12.4,362565.25,17.69
521731.84,25.47,12.4,362458.75,17.69
522006.85,25.49,12.42,362358.94,17.69
521851.46,25.49,12.43,362998.34,17.73
522103.56,25.51,12.45,363196.35,17.75
522466.55,25.54,12.47,363206.96,17.75
522312.15,25.54,12.48,363014.21,17.75
522315.96,25.54,12.48,363100.72,17.76
521940.12,25.53,12.46,363016.11,17.76
521785.72,25.53,12.47,363520.22,17.79
521820.05,25.55,12.48,363255.93,17.78
521684.95,25.55,12.49,363223.25,17.79
521626.06,25.56,12.5,364344.6,17.85
521626.06,25.56,12.5,364344.6,17.85
521626.06,25.56,12.5,364344.6,17.85
521657.06,25.57,12.51,363921.48,17.84
521547.06,25.57,12.5,363811.48,17.84
521284.31,25.57,12.5,363444.55,17.83
521319.94,25.58,12.52,363395.01,17.83
521165.54,25.59,12.52,363254.09,17.83
521011.14,25.59,12.53,363276.45,17.84
521292.58,25.61,12.55,363222.04,17.85
521296.53,25.61,12.55,363281.89,17.85
521104.07,25.61,12.54,363121.29,17.84
520753.96,25.59,12.53,363341.76,17.86
520456.03,25.58,12.52,363062.49,17.85
521587.17,25.65,12.59,365374.16,17.97
521622.8,25.67,12.6,365417.38,17.98
521425.9,25.67,12.6,364698.3,17.95
521598.86,25.68,12.62,364513.13,17.95
521108.01,25.67,12.61,363692.56,17.92
520062.86,25.72,12.66,363359.57,17.97
519908.46,25.72,12.66,363728.0,18.0
519754.06,25.73,12.67,363647.3,18.0
519650.14,25.74,12.67,363455.46,18.0
519995.92,25.76,12.7,364940.93,18.08
519995.92,25.76,12.7,364940.93,18.08
519995.92,25.76,12.7,364912.75,18.08
520437.84,25.79,12.72,365087.83,18.09
520473.47,25.8,12.74,365131.05,18.1
520784.75,25.82,12.76,365123.58,18.11
521066.19,25.84,12.78,364982.87,18.1
520911.79,25.85,12.79,364878.73,18.11
520535.95,25.84,12.77,365187.27,18.13
519829.22,25.81,12.75,364524.32,18.1
519863.55,25.83,12.76,364315.97,18.1
518818.4,25.88,12.81,363982.99,18.15
518872.03,25.89,12.83,363883.85,18.16
518872.03,25.89,12.83,363883.85,18.16
518899.93,25.9,12.84,363830.84,18.16
519180.38,25.92,12.86,364734.38,18.21
519014.11,25.93,12.86,364744.54,18.22
519049.74,25.94,12.88,364787.76,18.23
518895.34,25.95,12.88,364584.56,18.23
518556.96,25.94,12.87,364195.71,18.21
518181.12,25.92,12.86,363822.62,18.2
518026.72,25.93,12.86,363768.38,18.21
517872.32,25.93,12.87,363797.14,18.22
