ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
789345.76,29.81,16.21,491636.68,18.57
789238.11,29.81,16.21,491529.77,18.56
789102.15,29.81,16.22,491519.83,18.57
788757.37,29.8,16.21,491517.68,18.57
788621.41,29.81,16.21,491756.52,18.59
788331.73,29.8,16.21,491425.41,18.58
788195.77,29.81,16.21,491355.21,18.58
788059.81,29.81,16.22,491430.18,18.59
787923.85,29.82,16.22,491429.98,18.6
787787.89,29.83,16.23,491429.98,18.61
787651.93,29.83,16.24,491436.95,18.61
787920.76,29.85,16.25,491594.41,18.62
788192.79,29.87,16.27,491430.23,18.62
788199.84,29.87,16.27,491457.73,18.62
787855.05,29.86,16.26,492150.26,18.65
787855.05,29.86,16.26,492150.26,18.65
787719.09,29.86,16.27,491687.94,18.64
787721.37,29.86,16.27,491687.52,18.64
787721.37,29.86,16.27,491687.52,18.64
787969.47,29.88,16.29,492206.32,18.67
788171.45,29.9,16.3,492647.06,18.69
788035.5,29.9,16.31,492646.86,18.69
788304.32,29.92,16.32,492646.86,18.7
788356.01,29.93,16.33,492646.86,18.7
788220.05,29.94,16.34,492761.07,18.71
788271.74,29.95,16.35,492666.11,18.72
788135.78,29.95,16.36,492646.86,18.72
787999.82,29.96,16.36,493364.82,18.76
788051.52,29.97,16.37,493592.59,18.77
787854.14,29.97,16.37,493340.29,18.76
787854.14,29.97,16.37,493340.29,18.76
787718.18,29.97,16.38,493340.1,18.77
787582.22,29.98,16.38,493363.05,18.78
787633.91,29.99,16.39,493350.12,18.78
787817.62,30.0,16.41,493359.63,18.79
787869.31,30.02,16.42,493341.22,18.79
787869.31,30.02,16.42,493341.22,18.79
787869.31,30.02,16.42,493341.22,18.79
787869.31,30.02,16.42,493391.86,18.8
788138.14,30.03,16.43,494051.79,18.83
787793.35,30.02,16.43,493664.35,18.81
787503.68,30.02,16.42,494265.13,18.84
787503.68,30.02,16.42,494236.18,18.84
787444.71,30.03,16.43,494089.38,18.84
787308.75,30.03,16.44,494089.18,18.85
787095.8,30.03,16.44,493814.59,18.84
787095.8,30.03,16.44,493847.6,18.84
786959.84,30.04,16.44,493847.6,18.85
786959.84,30.04,16.44,493847.6,18.85
787228.66,30.06,16.46,493959.38,18.86
787228.66,30.06,16.46,493959.38,18.86
787228.66,30.06,16.46,493959.38,18.86
787092.71,30.06,16.47,493851.2,18.86
786956.75,30.07,16.47,494312.39,18.89
786759.37,30.07,16.47,494111.58,18.88
786811.06,30.08,16.48,493951.8,18.88
786870.22,30.09,16.49,493930.32,18.89
787259.55,30.11,16.51,495021.66,18.93
787123.59,30.11,16.52,495021.47,18.94
787175.29,30.12,16.53,495021.47,18.94
787039.33,30.13,16.53,495027.23,18.95
786903.37,30.14,16.54,495022.51,18.96
786767.41,30.14,16.55,495239.02,18.97
786631.45,30.15,16.55,495397.06,18.99
786502.95,30.16,16.56,495329.02,18.99
786258.99,30.15,16.56,495011.73,18.98
786258.99,30.15,16.56,495011.73,18.98
785171.31,30.2,16.61,495011.54,19.04
785466.24,30.22,16.62,495282.34,19.05
785090.23,30.21,16.61,494953.98,19.05
785141.92,30.22,16.63,494954.16,19.05
785193.61,30.23,16.64,494953.79,19.06
785057.65,30.24,16.64,494953.79,19.06
785329.69,30.26,16.66,494958.8,19.07
785598.51,30.27,16.68,494955.55,19.07
785462.55,30.28,16.68,494953.79,19.08
785326.59,30.28,16.69,495850.66,19.12
785378.29,30.3,16.7,496253.82,19.14
785242.33,30.3,16.71,496253.62,19.15
784897.54,30.29,16.7,495785.95,19.14
784897.54,30.29,16.7,495785.95,19.14
785166.37,30.31,16.71,495785.95,19.14
785030.41,30.32,16.72,495824.06,19.15
784894.45,30.32,16.73,495806.61,19.16
784946.14,30.34,16.74,495794.2,19.16
784810.18,30.34,16.75,495785.95,19.17
784674.22,30.35,16.75,495954.9,19.18
784725.91,30.36,16.76,496391.21,19.2
784589.95,30.37,16.77,496391.21,19.21
784641.64,30.38,16.78,496391.21,19.22
784505.68,30.38,16.79,496391.62,19.23
784369.72,30.39,16.79,496391.94,19.23
784369.72,30.39,16.79,496391.94,19.23
784553.44,30.41,16.81,496391.27,19.24
784737.15,30.42,16.82,496831.01,19.26
784737.15,30.42,16.82,496831.01,19.26
784392.37,30.41,16.82,496662.98,19.26
784102.69,30.41,16.81,496248.88,19.24
784154.38,30.42,16.82,496350.97,19.25
784338.1,30.43,16.84,497276.18,19.29
784185.14,30.43,16.83,497118.15,19.29
784026.73,30.42,16.83,496959.74,19.28
784303.19,30.44,16.84,496959.55,19.29
783215.52,30.49,16.9,496959.36,19.35
783079.56,30.5,16.9,496959.36,19.35
782943.6,30.5,16.91,496980.75,19.36
783127.31,30.52,16.92,496969.0,19.37
782991.35,30.53,16.93,496959.36,19.37
782648.93,30.52,16.92,497409.99,19.4
782578.89,30.53,16.93,497644.89,19.41
782440.87,30.53,16.94,497142.36,19.4
782428.7,30.54,16.95,497543.57,19.42
782292.74,30.55,16.95,497543.57,19.43
782344.43,30.56,16.97,497543.57,19.44
782396.12,30.57,16.98,497543.57,19.44
782447.82,30.59,16.99,497544.59,19.45
782631.53,30.6,17.0,497543.57,19.45
782683.22,30.61,17.02,497543.57,19.46
782547.26,30.62,17.02,498514.17,19.51
782730.97,30.63,17.04,498837.61,19.52
782782.67,30.65,17.05,498837.79,19.53
782566.22,30.64,17.04,498639.68,19.52
782617.91,30.65,17.06,498639.3,19.53
782669.6,30.66,17.07,498639.3,19.54
782533.64,30.67,17.07,498647.66,19.54
782533.64,30.67,17.07,498621.73,19.54
782585.34,30.68,17.09,498634.65,19.55
782769.05,30.7,17.1,498613.37,19.55
782479.38,30.69,17.09,498232.11,19.54
782343.42,30.7,17.1,499228.49,19.59
782612.24,30.71,17.12,499610.15,19.61
782322.57,30.7,17.11,499402.16,19.6
782186.61,30.71,17.12,499401.97,19.61
782187.37,30.71,17.12,499403.94,19.61
781842.58,30.7,17.11,498979.13,19.6
781842.58,30.7,17.11,498979.13,19.6
781894.27,30.72,17.12,498979.13,19.6
781758.31,30.72,17.13,498979.13,19.61
781758.31,30.72,17.13,498979.13,19.61
781622.35,30.73,17.13,499040.18,19.62
781486.4,30.74,17.14,498986.32,19.62
781350.44,30.74,17.15,498979.62,19.63
781214.48,30.75,17.15,498979.13,19.64
781266.17,30.76,17.16,499352.2,19.66
781534.99,30.78,17.18,499352.01,19.66
781190.21,30.77,17.17,499352.01,19.67
781241.9,30.78,17.18,499352.01,19.67
781084.25,30.78,17.18,499195.1,19.67
781088.94,30.78,17.18,499226.75,19.67
781140.64,30.79,17.19,499241.16,19.68
781145.58,30.79,17.19,499244.12,19.68
781145.58,30.79,17.19,499244.12,19.68
781197.27,30.8,17.2,499237.76,19.68
781380.98,30.82,17.22,499235.26,19.69
781616.75,30.83,17.24,499229.71,19.69
781616.75,30.83,17.24,499210.79,19.69
781327.08,30.82,17.23,498906.09,19.68
781191.12,30.83,17.24,500155.94,19.74
781191.12,30.83,17.24,500174.78,19.74
781055.16,30.84,17.24,499996.2,19.74
781323.99,30.85,17.26,499996.0,19.74
781188.03,30.86,17.27,499996.0,19.75
781052.07,30.87,17.27,499999.91,19.76
781103.76,30.88,17.28,500000.28,19.77
780967.8,30.89,17.29,499999.59,19.77
780831.84,30.89,17.3,500005.03,19.78
780883.53,30.91,17.31,500708.3,19.82
780747.57,30.91,17.32,500743.38,19.83
780799.26,30.92,17.33,500743.56,19.83
780663.3,30.93,17.34,500743.19,19.84
780318.52,30.92,17.33,500419.89,19.83
780182.56,30.93,17.33,500454.83,19.84
780046.6,30.94,17.34,500444.52,19.85
780315.42,30.95,17.36,500426.88,19.85
780179.46,30.96,17.36,501108.92,19.89
780179.46,30.96,17.36,501086.22,19.89
780451.5,30.98,17.38,500749.94,19.88
780451.5,30.98,17.38,500775.01,19.88
780315.54,30.99,17.39,501463.04,19.91
780367.23,31.0,17.4,501463.22,19.92
780231.27,31.0,17.41,501462.85,19.93
780414.98,31.02,17.42,501462.85,19.93
780466.68,31.03,17.44,501515.6,19.94
780129.31,31.02,17.43,501119.85,19.93
779993.35,31.03,17.43,501118.59,19.94
780045.04,31.04,17.45,501117.18,19.94
779909.08,31.05,17.45,501076.93,19.95
779773.12,31.06,17.46,501946.12,19.99
779824.82,31.07,17.47,501946.3,20.0
779876.51,31.08,17.48,501945.93,20.0
779676.84,31.08,17.48,501824.77,20.0
779387.16,31.07,17.47,501426.92,19.99
779570.88,31.08,17.49,501426.92,19.99
779434.92,31.09,17.49,501472.07,20.0
779434.92,31.09,17.49,501472.84,20.0
779711.38,31.11,17.51,501433.74,20.01
779575.42,31.11,17.52,501434.9,20.01
779576.93,31.11,17.52,501467.71,20.01
779628.63,31.13,17.53,501460.5,20.02
779812.34,31.14,17.55,503118.4,20.09
779469.92,31.13,17.54,502739.67,20.08
779333.96,31.14,17.55,502739.48,20.09
779198.0,31.15,17.55,502739.48,20.1
779474.46,31.16,17.57,502797.4,20.1
779526.15,31.18,17.58,502747.39,20.11
779183.73,31.17,17.57,502739.48,20.11
778984.06,31.16,17.57,502720.26,20.11
778848.1,31.17,17.58,503155.76,20.14
779116.92,31.19,17.59,503009.24,20.14
779116.92,31.19,17.59,503009.24,20.14
778838.06,31.18,17.59,502915.14,20.14
779128.52,31.21,17.61,503785.58,20.18
778992.56,31.21,17.62,503785.39,20.19
778992.56,31.21,17.62,503785.39,20.19
778556.61,31.21,17.61,503230.06,20.17
778825.43,31.22,17.63,503230.06,20.17
778877.12,31.24,17.64,503230.06,20.18
778532.34,31.23,17.63,503275.67,20.19
778808.8,31.24,17.65,503230.06,20.19
778466.38,31.24,17.64,503547.54,20.21
778330.42,31.24,17.65,503487.05,20.21
778332.77,31.24,17.65,503491.44,20.21
778604.8,31.26,17.67,503337.89,20.21
778501.8,31.27,17.67,504202.32,20.25
778365.84,31.28,17.68,504202.13,20.26
778525.25,31.29,17.7,504292.63,20.27
778389.29,31.3,17.7,504292.63,20.28
778253.33,31.31,17.71,504452.21,20.29
777963.66,31.3,17.7,504404.9,20.29
777963.66,31.3,17.7,504404.9,20.29
778015.35,31.31,17.71,504331.41,20.3
777879.39,31.32,17.72,504362.03,20.31
778063.1,31.33,17.74,504340.17,20.31
778122.26,31.35,17.75,505064.82,20.35
778383.62,31.36,17.77,505177.64,20.35
778567.33,31.38,17.78,505177.44,20.36
778431.37,31.38,17.79,505177.44,20.37
778295.41,31.39,17.8,505383.26,20.38
778159.45,31.4,17.8,505383.0,20.39
777821.36,31.39,17.8,505183.94,20.39
777873.06,31.4,17.81,505110.01,20.39
777737.1,31.41,17.82,505073.22,20.4
777788.79,31.42,17.83,505042.98,20.4
777652.83,31.43,17.83,505672.58,20.44
777836.54,31.45,17.85,505672.39,20.44
777700.58,31.45,17.86,505672.39,20.45
777564.62,31.46,17.86,505689.61,20.46
777748.34,31.48,17.88,505684.26,20.47
777748.34,31.48,17.88,505684.26,20.47
777458.66,31.47,17.87,505364.11,20.46
777458.66,31.47,17.87,505364.11,20.46
777727.49,31.49,17.89,505353.41,20.46
777727.49,31.49,17.89,505353.41,20.46
777445.27,31.48,17.88,505020.96,20.45
777155.19,31.47,17.87,504774.24,20.44
776991.21,31.47,17.87,504605.88,20.44
776855.25,31.47,17.88,505597.05,20.48
776719.29,31.48,17.89,505229.13,20.48
776955.06,31.5,17.9,505695.51,20.5
776955.9,31.5,17.9,505706.11,20.5
777007.59,31.51,17.92,505706.29,20.51
777007.59,31.51,17.92,505706.29,20.51
777007.59,31.51,17.92,505706.29,20.51
776871.63,31.52,17.92,505705.92,20.52
776923.33,31.53,17.93,505705.92,20.52
776787.37,31.54,17.94,505718.14,20.53
776787.37,31.54,17.94,505718.14,20.53
776651.41,31.55,17.95,505705.92,20.54
776835.12,31.56,17.97,505719.22,20.55
776886.81,31.57,17.98,505710.07,20.55
776938.5,31.59,17.99,506767.06,20.6
776802.54,31.59,18.0,506766.87,20.61
776510.87,31.59,17.99,506503.62,20.6
776374.91,31.59,18.0,506503.62,20.61
776238.95,31.6,18.0,506533.34,20.62
776290.64,31.61,18.02,506523.15,20.63
775945.86,31.6,18.01,506564.78,20.63
775997.55,31.62,18.02,506552.98,20.64
776258.73,31.63,18.04,506798.0,20.65
776310.43,31.65,18.05,507076.53,20.67
776174.47,31.65,18.06,507229.55,20.69
775884.79,31.65,18.05,506911.19,20.68
775884.79,31.65,18.05,506911.19,20.68
775547.65,31.64,18.04,506848.74,20.68
775783.42,31.66,18.06,506848.54,20.68
775647.46,31.66,18.07,506848.54,20.69
775366.0,31.66,18.06,506495.96,20.68
775634.83,31.67,18.08,506517.02,20.68
775634.83,31.67,18.08,506517.02,20.68
775498.87,31.68,18.08,506496.11,20.69
775154.08,31.67,18.08,506495.96,20.7
775337.8,31.69,18.09,506894.89,20.72
775201.84,31.7,18.1,506781.31,20.72
775133.6,31.71,18.11,506737.55,20.73
774998.51,31.71,18.12,507315.96,20.76
774998.51,31.71,18.12,507315.96,20.76
774862.55,31.72,18.12,507315.76,20.77
775131.38,31.74,18.14,507315.76,20.77
775131.38,31.74,18.14,507337.76,20.77
774995.42,31.75,18.15,507337.76,20.78
775047.11,31.76,18.16,507411.4,20.79
774911.15,31.77,18.17,507385.22,20.8
774651.53,31.76,18.16,507135.37,20.79
774306.75,31.75,18.15,507103.68,20.79
774590.5,31.77,18.17,508231.08,20.84
774590.5,31.77,18.17,508209.08,20.84
774400.83,31.76,18.17,507905.93,20.83
774445.06,31.78,18.18,507589.35,20.83
774499.91,31.78,18.19,507660.03,20.83
774146.77,31.78,18.18,507446.99,20.83
774415.6,31.8,18.2,507446.99,20.84
774279.64,31.81,18.21,507446.99,20.84
774001.64,31.8,18.2,507365.14,20.84
773666.86,31.79,18.19,507365.14,20.85
773935.68,31.81,18.21,507365.14,20.85
774119.39,31.82,18.23,507365.14,20.86
773983.43,31.83,18.23,507412.55,20.87
773638.65,31.82,18.23,507373.2,20.87
773502.69,31.83,18.23,507365.14,20.88
773554.38,31.84,18.25,507990.25,20.91
773418.42,31.85,18.25,507905.08,20.92
773418.42,31.85,18.25,507928.77,20.92
773282.46,31.86,18.26,507928.58,20.93
773146.5,31.87,18.27,507928.58,20.93
773198.19,31.88,18.28,507931.47,20.94
773062.23,31.89,18.29,507930.21,20.95
772862.56,31.88,18.28,507823.48,20.95
772726.6,31.89,18.29,507821.95,20.96
772590.64,31.9,18.3,508095.73,20.98
772590.64,31.9,18.3,508079.14,20.98
772454.68,31.9,18.31,507925.36,20.98
772454.68,31.9,18.31,507943.86,20.98
772455.44,31.9,18.31,507944.86,20.98
772507.13,31.92,18.32,508182.75,21.0
772371.17,31.92,18.33,508182.56,21.0
772371.17,31.92,18.33,508216.55,21.01
772235.21,31.93,18.34,508216.55,21.01
772470.98,31.95,18.35,508226.42,21.02
772335.02,31.96,18.36,508218.49,21.03
772518.73,31.97,18.38,508217.47,21.03
772787.56,31.99,18.39,508879.4,21.07
772442.77,31.98,18.39,508653.09,21.06
772268.04,31.98,18.38,508333.04,21.05
772501.2,32.0,18.4,509444.06,21.1
771985.62,31.99,18.4,508767.03,21.08
772169.33,32.01,18.41,508766.84,21.09
771979.66,32.0,18.41,508774.14,21.09
771843.7,32.01,18.42,508766.84,21.1
771707.74,32.02,18.42,508766.85,21.11
771707.74,32.02,18.42,508766.85,21.11
771435.82,32.03,18.44,508973.81,21.14
771487.51,32.05,18.45,508933.75,21.14
771487.51,32.05,18.45,508933.75,21.14
771539.2,32.06,18.46,509089.2,21.15
771403.24,32.07,18.47,509272.36,21.17
771267.28,32.08,18.48,509272.17,21.18
770179.6,32.14,18.54,509271.98,21.25
770043.64,32.15,18.55,509271.98,21.26
770315.68,32.16,18.57,509288.5,21.26
770584.5,32.18,18.59,509280.42,21.27
770302.77,32.17,18.58,508957.28,21.26
770166.81,32.18,18.59,508948.84,21.27
769830.65,32.17,18.58,508628.35,21.26
769882.34,32.19,18.59,509118.87,21.28
769746.38,32.19,18.6,509244.57,21.3
769798.07,32.21,18.61,509532.92,21.32
769798.07,32.21,18.61,509532.92,21.32
769662.11,32.21,18.62,509532.72,21.33
769713.81,32.23,18.63,509532.72,21.33
769369.02,32.22,18.62,509475.86,21.34
769233.06,32.23,18.63,509476.99,21.34
769097.1,32.23,18.64,509476.49,21.35
768961.14,32.24,18.65,509475.86,21.36
768825.18,32.25,18.65,509857.24,21.39
768696.69,32.26,18.66,509737.94,21.39
768553.26,32.27,18.67,509663.48,21.4
768366.68,32.26,18.67,509394.68,21.39
768366.68,32.26,18.67,509454.9,21.39
768230.72,32.27,18.67,509454.71,21.4
768499.54,32.29,18.69,509454.71,21.4
768363.58,32.29,18.7,509494.2,21.41
768166.2,32.29,18.69,509463.41,21.42
767078.53,32.35,18.76,509463.22,21.49
767354.99,32.37,18.78,509454.51,21.49
767406.68,32.38,18.79,509669.71,21.51
767270.72,32.39,18.8,509600.83,21.51
767322.41,32.41,18.81,509606.43,21.52
767186.45,32.41,18.82,510460.64,21.57
767191.15,32.41,18.82,510463.68,21.57
767055.19,32.42,18.83,510463.68,21.58
766858.57,32.42,18.82,510209.83,21.57
766910.27,32.43,18.84,510209.83,21.58
767179.09,32.45,18.85,510209.88,21.58
767230.78,32.46,18.87,510210.04,21.59
767094.82,32.47,18.87,510209.83,21.6
767097.17,32.47,18.87,510212.92,21.6
766899.79,32.47,18.87,510264.85,21.6
766899.79,32.47,18.87,510289.51,21.6
766899.79,32.47,18.87,510289.51,21.6
766763.83,32.47,18.88,510262.31,21.61
767032.66,32.49,18.9,510237.58,21.61
766687.87,32.48,18.89,510929.07,21.65
766956.7,32.5,18.91,511205.53,21.66
766820.74,32.51,18.91,511205.33,21.67
767092.77,32.53,18.93,511205.33,21.68
766956.81,32.54,18.94,511209.66,21.69
766820.85,32.55,18.95,511205.33,21.7
766820.85,32.55,18.95,511205.33,21.7
766684.89,32.55,18.96,511205.33,21.71
766736.58,32.57,18.97,511542.16,21.73
766515.17,32.56,18.96,511401.02,21.72
766170.39,32.55,18.96,511064.28,21.71
765978.2,32.55,18.95,510731.48,21.7
765978.2,32.55,18.95,510731.48,21.7
766029.89,32.56,18.97,510727.45,21.71
765893.93,32.57,18.97,511316.6,21.74
765757.97,32.58,18.98,511316.4,21.75
765757.97,32.58,18.98,511316.4,21.75
765622.01,32.59,18.99,511316.4,21.76
765857.78,32.6,19.01,511340.68,21.77
765663.83,32.6,19.0,511316.4,21.77
765847.54,32.62,19.02,511316.4,21.78
765847.54,32.62,19.02,511304.35,21.78
766116.37,32.63,19.04,511698.66,21.8
765771.58,32.63,19.03,511581.22,21.8
765613.93,32.62,19.02,511423.56,21.79
765614.69,32.62,19.02,511437.8,21.79
765478.73,32.63,19.03,511257.64,21.79
765865.47,32.66,19.06,512506.31,21.86
765729.51,32.67,19.07,512506.12,21.86
765593.55,32.68,19.08,512506.12,21.87
765157.44,32.67,19.07,511940.74,21.86
765021.48,32.68,19.08,512110.79,21.87
765418.29,32.7,19.1,512240.5,21.88
765282.33,32.7,19.11,512183.7,21.89
765157.56,32.7,19.11,512069.55,21.89
765789.72,32.74,19.15,513879.86,21.97
765789.72,32.74,19.15,513879.86,21.97
766058.54,32.76,19.17,513879.67,21.98
765713.76,32.75,19.16,513879.67,21.98
765982.58,32.77,19.18,513879.67,21.99
765982.58,32.77,19.18,513879.67,21.99
765673.26,32.77,19.17,513224.93,21.97
765328.48,32.76,19.17,513617.36,21.99
764981.24,32.76,19.16,513097.79,21.97
764845.28,32.77,19.17,513085.67,21.98
764709.32,32.78,19.18,513017.25,21.99
764783.41,32.79,19.19,512995.69,21.99
765165.28,32.81,19.22,514607.59,22.07
765651.54,32.85,19.25,514114.91,22.06
765515.58,32.86,19.26,514114.72,22.07
764939.52,32.84,19.25,513735.16,22.06
764619.52,32.83,19.24,513415.16,22.05
764483.56,32.84,19.25,513415.16,22.06
764347.6,32.85,19.25,513415.77,22.07
764347.6,32.85,19.25,513415.77,22.07
764347.6,32.85,19.25,513427.23,22.07
764211.64,32.86,19.26,513426.82,22.08
764075.68,32.87,19.27,513539.79,22.09
763744.2,32.86,19.26,513234.98,22.08
763744.2,32.86,19.26,513234.98,22.08
763744.2,32.86,19.26,513234.98,22.08
764016.24,32.88,19.28,513880.35,22.11
764292.53,32.9,19.3,513920.06,22.12
764182.68,32.91,19.31,514031.98,22.13
764234.37,32.92,19.32,514032.16,22.14
764098.41,32.93,19.33,514031.78,22.15
763857.47,32.92,19.33,513713.64,22.14
763857.47,32.92,19.33,513713.64,22.14
763721.51,32.93,19.33,513713.64,22.15
763990.33,32.95,19.35,513745.92,22.16
764174.04,32.97,19.37,513714.79,22.16
764174.04,32.97,19.37,513714.79,22.16
764038.08,32.97,19.38,513717.59,22.17
763708.23,32.97,19.37,513831.55,22.18
763302.82,32.96,19.36,513439.53,22.17
763125.94,32.95,19.36,514512.93,22.22
763494.71,32.98,19.39,514383.5,22.22
762918.65,32.97,19.37,513791.62,22.2
763253.18,32.99,19.39,513791.42,22.21
763117.22,33.0,19.4,513791.42,22.22
763168.91,33.01,19.41,513812.34,22.22
763220.6,33.02,19.43,513803.79,22.23
762957.51,33.02,19.42,513798.33,22.24
763226.34,33.04,19.44,513791.42,22.24
763278.03,33.05,19.46,514225.75,22.27
763278.03,33.05,19.46,514225.75,22.27
763162.04,33.05,19.45,513800.91,22.25
762162.04,33.02,19.42,512800.91,22.22
762026.08,33.03,19.43,513894.98,22.27
761890.12,33.04,19.44,513772.37,22.28
762158.95,33.06,19.46,513722.22,22.28
762022.99,33.06,19.47,513699.44,22.29
761887.03,33.07,19.48,516413.2,22.42
762738.42,33.12,19.53,516608.99,22.44
762738.42,33.12,19.53,516673.54,22.44
762738.42,33.12,19.53,516648.72,22.44
763162.75,33.16,19.56,516920.56,22.46
763026.79,33.17,19.57,516920.37,22.47
763026.79,33.17,19.57,516861.79,22.47
763124.67,33.18,19.58,516504.63,22.45
762988.71,33.18,19.59,516512.26,22.46
762990.23,33.18,19.59,516542.39,22.47
762999.62,33.18,19.59,516572.06,22.47
762863.66,33.19,19.6,516572.95,22.48
762727.7,33.2,19.61,516571.81,22.49
762619.52,33.21,19.61,516094.41,22.47
762483.56,33.22,19.62,516216.57,22.49
762347.6,33.23,19.63,516151.1,22.5
762616.42,33.24,19.65,516152.86,22.5
762304.6,33.24,19.64,516453.06,22.52
762323.33,33.25,19.65,516333.89,22.52
762187.37,33.26,19.66,516333.7,22.53
762051.41,33.27,19.67,516333.7,22.54
761915.45,33.28,19.68,516333.7,22.55
761779.49,33.28,19.69,516339.22,22.56
761779.49,33.28,19.69,516339.22,22.56
761643.53,33.29,19.7,516333.7,22.57
761507.57,33.3,19.71,516654.03,22.59
761404.57,33.31,19.72,516598.99,22.6
761406.92,33.31,19.72,516641.16,22.6
761425.65,33.32,19.73,516550.04,22.61
761153.73,33.34,19.75,516554.86,22.63
761153.73,33.34,19.75,516554.86,22.63
761153.73,33.34,19.75,516621.74,22.63
761017.77,33.35,19.75,516618.26,22.64
760881.81,33.36,19.76,516709.09,22.65
760745.85,33.37,19.77,516767.42,22.67
760929.56,33.38,19.79,517184.48,22.69
760879.56,33.38,19.79,517134.48,22.69
761163.49,33.4,19.81,517030.58,22.69
760944.7,33.4,19.8,516896.01,22.69
760946.21,33.4,19.8,516894.91,22.69
760802.78,33.4,19.81,517201.15,22.71
760854.48,33.42,19.82,517201.15,22.72
760512.05,33.41,19.81,516804.66,22.7
760515.09,33.41,19.81,516916.04,22.71
760379.13,33.42,19.82,516916.04,22.72
760430.82,33.43,19.84,516916.04,22.73
760294.86,33.44,19.85,516918.14,22.74
760563.68,33.46,19.87,516920.88,22.74
760615.38,33.48,19.88,516943.86,22.75
760667.07,33.49,19.89,517076.82,22.77
760469.69,33.49,19.89,517877.67,22.8
760653.4,33.5,19.91,518086.1,22.82
760517.44,33.51,19.92,518085.9,22.83
760381.48,33.52,19.92,518085.9,22.84
760650.31,33.54,19.94,518183.53,22.85
760514.35,33.55,19.95,518287.05,22.86
760566.04,33.56,19.97,518085.9,22.86
760801.81,33.58,19.99,518853.88,22.9
760801.81,33.58,19.99,518853.88,22.9
760481.96,33.57,19.98,519345.65,22.93
760733.79,33.6,20.0,519354.36,22.94
761010.25,33.62,20.02,519356.28,22.94
760855.03,33.62,20.02,519202.06,22.94
760512.6,33.61,20.01,519201.94,22.94
760014.53,33.6,20.0,518603.48,22.93
760198.25,33.62,20.02,518601.48,22.93
759110.57,33.69,20.09,518601.48,23.02
759379.39,33.71,20.11,518849.04,23.03
759431.08,33.72,20.13,518738.39,23.03
759141.41,33.71,20.12,518420.01,23.02
759377.18,33.73,20.14,518283.11,23.02
759560.89,33.75,20.16,519461.82,23.08
759231.04,33.74,20.15,519413.84,23.09
759902.57,33.78,20.18,520085.58,23.12
759766.61,33.79,20.19,520030.0,23.13
759483.3,33.79,20.19,520156.08,23.14
759347.34,33.8,20.2,520135.57,23.15
759211.38,33.81,20.21,521907.92,23.24
759105.29,33.82,20.22,522441.58,23.27
758969.33,33.83,20.23,522441.38,23.28
759940.58,33.88,20.28,522698.0,23.3
759940.58,33.88,20.28,522698.0,23.3
759804.62,33.89,20.29,522698.0,23.31
759804.62,33.89,20.29,522698.0,23.31
760073.44,33.9,20.31,523288.8,23.34
760231.87,33.92,20.33,522475.33,23.31
760046.44,33.93,20.33,521972.95,23.3
759910.48,33.94,20.34,521737.49,23.3
759492.52,33.93,20.33,521590.71,23.3
759356.56,33.94,20.34,521370.95,23.3
759286.52,33.95,20.36,522534.69,23.37
759336.15,33.97,20.37,522120.6,23.36
759022.36,33.96,20.36,521882.05,23.35
758910.44,33.97,20.37,521665.1,23.35
758774.48,33.98,20.38,521664.91,23.36
758774.48,33.98,20.38,521664.91,23.36
758774.48,33.98,20.38,521664.91,23.36
758334.15,33.97,20.37,521236.63,23.35
758198.19,33.98,20.38,521236.63,23.36
758467.01,33.99,20.4,521270.76,23.36
758122.23,33.99,20.39,521247.19,23.37
758173.92,34.0,20.41,521245.19,23.38
758225.61,34.02,20.42,521238.05,23.38
758089.65,34.02,20.43,521631.18,23.41
758089.65,34.02,20.43,521631.18,23.41
758358.47,34.04,20.45,521705.0,23.42
758358.47,34.04,20.45,521750.64,23.42
758222.51,34.05,20.46,522134.44,23.45
758086.55,34.06,20.47,522134.24,23.46
758138.25,34.08,20.48,522134.24,23.47
758002.29,34.09,20.49,522134.24,23.48
758053.98,34.1,20.51,522164.04,23.49
758105.67,34.12,20.52,522157.03,23.5
758157.36,34.13,20.53,522177.77,23.51
758157.36,34.13,20.53,522177.88,23.51
758157.36,34.13,20.53,522132.13,23.51
757812.58,34.12,20.53,521761.88,23.49
757676.62,34.13,20.54,521718.35,23.5
757540.66,34.14,20.55,522468.35,23.55
757540.66,34.14,20.55,522516.58,23.55
757404.7,34.15,20.55,522516.38,23.56
757456.39,34.17,20.57,522516.38,23.57
757320.43,34.17,20.58,522529.7,23.58
757320.43,34.17,20.58,522524.09,23.58
