ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
907281.55,17.67,4.08,299474.92,5.83
907333.24,17.68,4.08,299762.94,5.84
907197.28,17.68,4.08,299636.74,5.84
907061.32,17.68,4.08,299019.36,5.83
907061.32,17.68,4.08,300732.16,5.86
906953.67,17.68,4.08,300629.94,5.86
906883.63,17.68,4.08,300506.88,5.86
907084.48,17.68,4.09,301051.45,5.87
907353.3,17.69,4.1,301051.45,5.87
907217.34,17.69,4.1,301051.45,5.87
907093.31,17.69,4.1,300780.95,5.87
906808.65,17.69,4.09,300496.29,5.86
906860.35,17.69,4.1,300496.29,5.86
911202.82,17.78,4.18,306553.6,5.98
911066.86,17.78,4.18,307135.78,5.99
910874.67,17.77,4.18,306917.02,5.99
910761.11,17.78,4.18,306959.16,5.99
911076.41,17.78,4.19,307581.89,6.0
911076.41,17.78,4.19,307581.89,6.0
910731.63,17.78,4.18,307212.64,6.0
911336.05,17.79,4.2,307016.73,5.99
911604.87,17.8,4.2,307016.73,6.0
911656.56,17.8,4.21,307016.73,6.0
911520.61,17.81,4.21,307456.39,6.01
911384.65,17.81,4.21,307518.68,6.01
911271.09,17.81,4.21,306793.02,6.0
911010.37,17.8,4.21,306504.89,5.99
909922.7,17.81,4.21,306504.69,6.0
909577.91,17.8,4.21,306245.19,5.99
909516.63,17.81,4.21,307074.32,6.01
909516.63,17.81,4.21,307074.32,6.01
910065.72,17.82,4.22,307054.03,6.01
909827.63,17.82,4.22,306769.81,6.01
909827.63,17.82,4.22,306769.81,6.01
909691.67,17.82,4.22,306731.55,6.01
909570.65,17.82,4.22,306662.34,6.01
909457.09,17.82,4.23,306769.78,6.01
909299.44,17.82,4.22,306658.99,6.01
909970.96,17.83,4.24,307719.48,6.03
909487.99,17.83,4.23,307044.79,6.02
909344.56,17.83,4.23,307443.07,6.03
909079.15,17.82,4.23,307177.66,6.02
909148.87,17.83,4.23,306913.36,6.02
909167.6,17.83,4.24,306823.19,6.02
909219.29,17.84,4.24,306721.1,6.02
909488.12,17.84,4.25,306775.87,6.02
909359.63,17.84,4.25,307343.77,6.03
909249.77,17.84,4.25,307251.59,6.03
909136.21,17.85,4.25,306945.51,6.03
909451.77,17.85,4.26,307647.18,6.04
910070.55,17.87,4.27,307822.99,6.04
909694.54,17.86,4.27,307447.51,6.04
909129.92,17.85,4.26,306795.07,6.03
909398.75,17.86,4.27,306795.07,6.03
909450.44,17.87,4.27,306795.07,6.03
909502.13,17.87,4.27,306795.07,6.03
909553.82,17.87,4.28,307741.03,6.05
909605.52,17.88,4.28,307741.03,6.05
909469.56,17.88,4.28,307741.03,6.05
909333.6,17.88,4.28,308029.88,6.06
909569.37,17.89,4.29,308203.45,6.06
909621.06,17.89,4.29,307799.25,6.05
909551.02,17.89,4.3,307510.27,6.05
909866.7,17.9,4.31,308267.79,6.07
909405.53,17.9,4.3,307702.41,6.05
909060.74,17.89,4.29,307338.33,6.05
908947.18,17.89,4.3,307089.84,6.04
909603.04,17.91,4.31,308050.65,6.06
909489.48,17.91,4.31,307324.98,6.05
909832.98,17.92,4.32,308624.38,6.08
910375.8,17.93,4.33,308775.87,6.08
910375.8,17.93,4.33,308779.14,6.08
910239.84,17.93,4.33,308719.68,6.08
910239.84,17.93,4.33,308762.67,6.08
910299.58,17.93,4.34,314704.05,6.2
910582.98,17.94,4.34,314697.79,6.2
910582.98,17.94,4.34,314697.79,6.2
910447.02,17.94,4.34,314561.94,6.2
910202.05,17.94,4.34,313903.14,6.19
909920.33,17.93,4.34,313712.62,6.18
909972.02,17.94,4.34,314063.35,6.19
910306.55,17.95,4.35,314252.46,6.19
910358.24,17.95,4.35,314252.46,6.2
910222.28,17.95,4.35,314252.46,6.2
910086.32,17.95,4.35,314532.84,6.2
910086.32,17.95,4.35,314532.84,6.2
909950.36,17.95,4.36,314414.27,6.2
909836.81,17.95,4.36,314456.41,6.2
909573.72,17.95,4.35,314311.72,6.2
910400.03,17.97,4.37,314645.14,6.21
910668.86,17.98,4.38,314668.14,6.21
914547.83,18.05,4.46,316323.78,6.24
914213.05,18.05,4.45,316218.32,6.24
914143.01,18.05,4.45,317027.2,6.26
914433.47,18.06,4.46,316849.04,6.26
914319.91,18.06,4.46,316918.87,6.26
914019.37,18.06,4.46,316657.18,6.26
915589.09,18.09,4.5,317706.31,6.28
915589.09,18.09,4.5,317709.58,6.28
915475.53,18.09,4.5,317779.42,6.28
916560.99,18.12,4.52,318325.45,6.29
917115.25,18.13,4.53,318898.55,6.3
916027.57,18.14,4.54,318898.55,6.31
915891.61,18.14,4.54,318898.55,6.32
915891.61,18.14,4.54,318941.53,6.32
915755.65,18.14,4.54,319049.64,6.32
915179.59,18.13,4.53,318434.74,6.31
915043.63,18.13,4.53,318411.32,6.31
921955.95,18.27,4.67,326364.86,6.47
921798.3,18.27,4.67,326212.02,6.46
922067.13,18.27,4.68,326460.06,6.47
921627.24,18.27,4.67,325972.54,6.46
921513.68,18.27,4.67,325666.45,6.46
921168.9,18.26,4.67,325393.73,6.45
920168.9,18.25,4.65,324393.73,6.43
921217.01,18.27,4.67,325074.17,6.45
921029.98,18.27,4.67,325284.1,6.45
920894.02,18.27,4.67,325284.1,6.45
920894.02,18.27,4.67,325284.1,6.45
920512.65,18.26,4.67,324728.78,6.44
920564.35,18.27,4.67,324728.78,6.44
920428.39,18.27,4.67,325009.16,6.45
920292.43,18.27,4.67,324890.6,6.45
920178.87,18.27,4.68,324584.51,6.45
920788.63,18.29,4.69,325559.57,6.47
920652.67,18.29,4.69,325559.57,6.47
920832.15,18.29,4.7,325326.03,6.46
920292.63,18.29,4.69,324689.56,6.45
920156.67,18.29,4.69,324689.56,6.45
920156.67,18.29,4.69,324689.56,6.45
920020.71,18.29,4.69,324838.48,6.46
919884.75,18.29,4.69,324689.56,6.46
919748.79,18.29,4.69,324609.04,6.45
919748.79,18.29,4.69,324609.04,6.45
919800.48,18.29,4.7,324492.47,6.45
919991.66,18.3,4.7,325172.13,6.47
919848.23,18.3,4.7,324956.04,6.47
919899.93,18.3,4.71,324551.85,6.46
919849.93,18.3,4.71,324501.85,6.46
919779.89,18.31,4.71,324178.96,6.45
919980.74,18.31,4.72,324896.88,6.47
919857.46,18.31,4.72,324614.75,6.46
919721.5,18.31,4.72,324555.28,6.46
919773.19,18.32,4.72,324444.41,6.46
920049.49,18.33,4.73,324494.72,6.46
920314.05,18.33,4.74,325453.89,6.48
920365.75,18.34,4.74,325453.89,6.48
920028.38,18.33,4.74,325062.68,6.48
919738.71,18.33,4.73,324816.35,6.47
919602.75,18.33,4.73,324816.35,6.47
919466.79,18.33,4.73,325104.37,6.48
919330.83,18.33,4.73,324978.17,6.48
919622.06,18.34,4.74,325327.59,6.49
919717.27,18.34,4.75,324816.89,6.48
920116.54,18.35,4.76,325219.88,6.49
919506.99,18.35,4.75,324817.13,6.48
919393.43,18.35,4.75,324758.82,6.48
919110.37,18.34,4.75,324493.8,6.48
919205.57,18.35,4.75,323858.94,6.46
919268.34,18.35,4.76,323867.05,6.47
919055.39,18.35,4.75,324048.19,6.47
919055.39,18.35,4.75,324048.0,6.47
919331.85,18.36,4.76,323556.12,6.46
919349.87,18.36,4.77,323527.67,6.46
919983.95,18.38,4.78,325132.29,6.49
919983.95,18.38,4.78,325132.29,6.49
921325.01,18.41,4.81,326383.52,6.52
921325.01,18.41,4.81,328096.32,6.55
921262.61,18.41,4.81,327541.0,6.54
921061.03,18.41,4.81,327574.11,6.55
920787.71,18.4,4.81,326818.73,6.53
920847.45,18.41,4.81,327739.71,6.55
920899.14,18.41,4.81,327739.71,6.55
920950.83,18.41,4.82,327739.71,6.55
920814.87,18.41,4.82,328178.2,6.56
921083.7,18.42,4.83,328438.08,6.57
920947.74,18.42,4.83,328438.08,6.57
920790.08,18.42,4.82,328286.54,6.57
920841.78,18.42,4.83,328286.54,6.57
920496.99,18.42,4.82,327962.91,6.56
920680.71,18.42,4.83,328463.3,6.57
920544.75,18.43,4.83,328402.48,6.57
920843.61,18.43,4.84,329408.42,6.59
920843.61,18.43,4.84,329411.69,6.59
920793.61,18.43,4.84,329361.69,6.59
920527.67,18.43,4.83,329337.47,6.59
920634.46,18.43,4.84,328864.16,6.58
921321.24,18.45,4.85,328605.66,6.58
920940.91,18.45,4.85,328464.72,6.58
920903.83,18.45,4.85,328303.69,6.58
921653.67,18.47,4.87,329238.51,6.6
924666.41,18.53,4.93,333554.62,6.68
924666.41,18.53,4.93,333551.15,6.68
924695.87,18.53,4.93,333221.22,6.68
924119.81,18.52,4.92,332606.32,6.67
924391.85,18.53,4.93,331978.72,6.65
924443.54,18.53,4.94,331823.86,6.65
924340.54,18.53,4.94,332580.91,6.67
924179.04,18.53,4.94,332327.34,6.66
923889.37,18.53,4.93,332100.92,6.66
923731.72,18.53,4.93,331949.37,6.66
923731.72,18.53,4.93,333309.12,6.69
923515.91,18.52,4.93,333118.79,6.68
923402.35,18.53,4.93,332631.86,6.67
927341.07,18.6,5.01,338915.59,6.8
927741.47,18.61,5.02,339040.9,6.8
927836.49,18.62,5.02,339864.06,6.82
928170.5,18.63,5.03,340717.91,6.84
928495.8,18.64,5.04,340834.64,6.84
929162.47,18.65,5.06,340885.83,6.84
929453.7,18.66,5.07,340695.89,6.84
929317.49,18.66,5.06,340784.01,6.84
929201.96,18.66,5.07,340218.63,6.83
929018.9,18.66,5.06,340048.89,6.83
930380.04,18.69,5.09,341329.68,6.86
930266.48,18.69,5.1,341371.82,6.86
930361.69,18.7,5.1,340888.75,6.85
930225.73,18.7,5.1,340860.46,6.85
930155.69,18.7,5.1,340832.25,6.85
929972.62,18.7,5.1,340650.2,6.85
930613.16,18.71,5.12,341505.48,6.87
930666.65,18.72,5.12,341921.27,6.88
930465.32,18.72,5.12,341554.89,6.87
932715.17,18.76,5.17,341464.77,6.87
936085.0,18.83,5.24,342044.88,6.88
935949.04,18.83,5.24,342044.69,6.88
936225.5,18.84,5.24,342044.69,6.88
935893.08,18.84,5.24,342065.54,6.88
936128.85,18.84,5.25,342044.69,6.88
935992.89,18.84,5.25,342044.69,6.89
936269.35,18.85,5.25,342205.7,6.89
936321.04,18.85,5.26,342236.05,6.89
936321.04,18.85,5.26,342236.05,6.89
936556.81,18.86,5.27,342044.69,6.89
936420.85,18.86,5.27,343500.76,6.92
936078.43,18.86,5.26,343104.02,6.91
936347.26,18.86,5.27,343103.82,6.91
936398.95,18.87,5.27,343103.82,6.91
936262.99,18.87,5.27,343103.82,6.92
936127.03,18.87,5.28,343177.46,6.92
935991.07,18.87,5.28,343125.19,6.92
935699.34,18.87,5.27,342853.15,6.91
935751.03,18.87,5.28,342831.78,6.91
935566.95,18.87,5.27,342586.79,6.91
935450.97,18.87,5.27,343163.42,6.92
935785.5,18.88,5.28,343031.55,6.92
935649.54,18.88,5.28,343393.65,6.93
935386.45,18.87,5.28,343467.2,6.93
935655.28,18.88,5.28,343467.0,6.93
935838.99,18.89,5.29,343467.0,6.93
935703.03,18.89,5.29,343467.0,6.93
935754.72,18.89,5.3,343552.64,6.94
935618.76,18.89,5.3,343507.44,6.94
935482.8,18.89,5.3,343581.63,6.94
935346.84,18.89,5.3,344393.16,6.96
935346.84,18.89,5.3,344393.16,6.96
935045.02,18.89,5.29,343915.79,6.95
934876.1,18.89,5.29,344053.14,6.95
937479.71,18.94,5.35,344039.67,6.95
937343.75,18.95,5.35,344039.48,6.95
937134.95,18.94,5.35,343804.83,6.95
936947.62,18.94,5.34,343608.69,6.95
936811.66,18.94,5.34,343608.69,6.95
937083.7,18.95,5.35,343614.58,6.95
936947.74,18.95,5.35,343608.69,6.95
936999.43,18.95,5.36,343608.69,6.95
937051.12,18.96,5.36,343608.69,6.95
936915.16,18.96,5.36,344373.4,6.97
937098.87,18.96,5.37,344656.57,6.98
936809.2,18.96,5.36,344303.6,6.97
936673.24,18.96,5.37,344303.41,6.97
936537.28,18.96,5.37,344310.36,6.97
936588.97,18.97,5.37,344310.88,6.97
936772.69,18.97,5.38,344309.75,6.97
936636.73,18.97,5.38,344514.39,6.98
936500.77,18.97,5.38,344408.98,6.98
936500.77,18.97,5.38,344408.98,6.98
936500.77,18.97,5.38,344408.98,6.98
936372.28,18.98,5.38,344968.95,6.99
936228.85,18.98,5.38,344795.69,6.99
936228.85,18.98,5.38,344795.69,6.99
936228.85,18.98,5.38,344795.69,6.99
937798.69,19.01,5.42,344025.57,6.97
937662.73,19.01,5.42,344025.38,6.98
937526.77,19.01,5.42,344025.38,6.98
937390.81,19.02,5.42,344195.43,6.98
937659.64,19.02,5.43,344100.7,6.98
937711.33,19.03,5.43,344031.53,6.98
937947.1,19.03,5.44,344610.01,6.99
937602.32,19.03,5.43,344261.38,6.99
937473.82,19.03,5.43,344099.76,6.99
937473.82,19.03,5.43,344099.76,6.99
937658.29,19.04,5.44,345012.93,7.0
938719.8,19.06,5.47,344830.28,7.0
939781.3,19.09,5.49,344647.63,7.0
940652.81,19.11,5.51,344274.98,6.99
941714.32,19.13,5.54,344092.34,6.99
941578.36,19.13,5.54,344092.14,6.99
941850.4,19.14,5.55,344099.64,6.99
941714.44,19.14,5.55,344135.3,7.0
941578.48,19.14,5.55,344122.01,7.0
941847.3,19.15,5.55,344092.14,7.0
941512.52,19.15,5.55,345179.48,7.02
941312.84,19.14,5.55,344994.62,7.02
941242.8,19.15,5.55,344903.23,7.02
941242.8,19.15,5.55,344903.23,7.02
941564.39,19.16,5.56,344899.48,7.02
941428.43,19.16,5.56,344899.28,7.02
941480.12,19.16,5.56,344900.68,7.02
941222.85,19.16,5.56,344603.14,7.01
941494.88,19.16,5.57,344601.73,7.01
941302.69,19.16,5.57,344529.43,7.01
941086.89,19.16,5.56,344271.32,7.01
940950.93,19.16,5.56,344271.32,7.01
941134.64,19.17,5.57,344416.81,7.01
941134.64,19.17,5.57,344416.81,7.01
941186.33,19.17,5.57,344568.07,7.02
941238.02,19.17,5.58,344980.17,7.03
941102.06,19.18,5.58,345579.24,7.04
941628.1,19.19,5.59,344703.93,7.02
943791.71,19.24,5.64,345623.38,7.04
944619.28,19.26,5.66,346495.39,7.06
944888.1,19.26,5.67,346495.2,7.06
944543.32,19.26,5.66,346495.2,7.06
944595.01,19.26,5.67,346495.2,7.07
944459.05,19.26,5.67,346524.05,7.07
944323.09,19.26,5.67,346507.88,7.07
944374.78,19.27,5.67,346504.23,7.07
944651.24,19.28,5.68,346910.58,7.08
944515.28,19.28,5.68,346909.99,7.08
944379.32,19.28,5.68,347147.02,7.09
944243.36,19.28,5.68,347146.83,7.09
944107.4,19.28,5.69,347146.83,7.09
944159.09,19.29,5.69,347146.83,7.09
944342.81,19.29,5.7,347149.84,7.09
944394.5,19.3,5.7,347292.59,7.1
944666.54,19.3,5.71,347155.17,7.09
944324.11,19.3,5.7,347011.35,7.09
944188.15,19.3,5.7,347003.0,7.09
944188.15,19.3,5.7,347003.0,7.09
944052.19,19.3,5.71,348130.41,7.12
944578.23,19.31,5.72,347385.81,7.1
944442.27,19.32,5.72,347385.81,7.1
944711.1,19.32,5.73,347385.81,7.11
944575.14,19.32,5.73,347386.49,7.11
944230.35,19.32,5.72,347385.81,7.11
944499.18,19.33,5.73,347385.81,7.11
945326.75,19.35,5.75,346866.93,7.1
945326.75,19.35,5.75,346866.93,7.1
945037.07,19.34,5.75,346472.41,7.09
944901.11,19.34,5.75,346772.37,7.1
944765.15,19.34,5.75,346672.97,7.1
944435.3,19.34,5.74,346567.4,7.1
945100.21,19.36,5.76,347663.92,7.12
944964.25,19.36,5.76,347663.73,7.12
944828.29,19.36,5.76,347663.73,7.12
944201.38,19.35,5.75,346908.45,7.11
944470.21,19.36,5.76,346908.45,7.11
943926.37,19.36,5.77,347318.34,7.12
943926.37,19.36,5.77,347318.34,7.12
943790.41,19.36,5.77,347275.64,7.12
943654.45,19.36,5.77,347275.45,7.13
943654.45,19.36,5.77,347275.45,7.13
943926.49,19.37,5.78,347275.74,7.13
943790.53,19.37,5.78,347275.74,7.13
943445.74,19.37,5.77,346968.56,7.12
943309.78,19.37,5.77,346968.26,7.12
943361.47,19.37,5.78,347028.24,7.13
943413.16,19.38,5.78,347133.99,7.13
943681.99,19.38,5.79,347209.3,7.13
943733.68,19.39,5.79,347941.33,7.15
943597.72,19.39,5.79,347941.13,7.15
943597.72,19.39,5.79,347941.13,7.15
943461.76,19.39,5.8,347941.13,7.15
943461.76,19.39,5.8,347941.13,7.15
943461.76,19.39,5.8,347941.13,7.15
943325.8,19.39,5.8,347977.16,7.15
943325.8,19.39,5.8,348042.88,7.15
943189.84,19.39,5.8,348030.92,7.16
942845.06,19.39,5.79,348082.04,7.16
942555.38,19.38,5.79,347685.32,7.15
942419.42,19.39,5.79,347661.26,7.15
942283.46,19.39,5.79,347981.68,7.16
942559.76,19.39,5.8,348103.45,7.16
942603.98,19.4,5.8,348140.14,7.16
942468.02,19.4,5.8,348139.95,7.17
942124.0,19.39,5.8,347908.97,7.16
942175.69,19.4,5.8,347908.97,7.16
942039.73,19.4,5.8,347908.97,7.16
942091.42,19.4,5.81,347922.48,7.17
942143.11,19.41,5.81,347918.31,7.17
942007.15,19.41,5.81,347913.27,7.17
942058.84,19.41,5.82,347908.97,7.17
941922.88,19.41,5.82,348659.48,7.19
943896.49,19.46,5.86,347914.15,7.17
943760.53,19.46,5.86,347913.96,7.17
943944.24,19.47,5.87,347913.96,7.18
943808.28,19.47,5.87,347913.96,7.18
943672.32,19.47,5.87,348518.94,7.19
943941.15,19.48,5.88,348552.1,7.19
944228.12,19.49,5.89,348063.16,7.18
943933.26,19.48,5.88,347776.93,7.18
943694.57,19.48,5.88,349443.99,7.21
943694.57,19.48,5.88,349443.99,7.21
943558.61,19.48,5.88,349443.79,7.21
944188.18,19.49,5.9,349881.94,7.22
944052.22,19.49,5.9,349939.05,7.23
944052.22,19.49,5.9,349939.05,7.23
943916.26,19.5,5.9,349941.19,7.23
943780.3,19.5,5.9,349895.25,7.23
943624.99,19.49,5.9,349737.23,7.23
943354.81,19.49,5.9,349022.82,7.21
943218.85,19.49,5.9,349398.03,7.22
943097.83,19.5,5.9,349167.94,7.22
943788.02,19.51,5.92,350184.4,7.24
943788.02,19.51,5.92,350184.4,7.24
943870.97,19.51,5.92,350069.51,7.24
943735.01,19.52,5.92,350069.31,7.24
943599.05,19.52,5.92,350069.31,7.24
943650.75,19.52,5.93,350069.31,7.24
943514.79,19.52,5.93,350072.63,7.24
943514.79,19.52,5.93,350072.63,7.24
943566.48,19.53,5.93,350069.31,7.24
943430.52,19.53,5.93,350487.64,7.25
943482.21,19.53,5.94,350633.28,7.26
943482.21,19.53,5.94,350633.28,7.26
943204.21,19.53,5.93,350368.86,7.25
943204.21,19.53,5.93,350368.86,7.25
943473.04,19.54,5.94,350550.27,7.26
943656.75,19.54,5.95,350550.08,7.26
943520.79,19.54,5.95,350550.08,7.26
943792.83,19.55,5.96,350586.63,7.26
943593.15,19.55,5.95,350557.85,7.26
943593.15,19.55,5.95,350557.85,7.26
943406.57,19.55,5.95,350455.39,7.26
943185.16,19.54,5.95,350196.67,7.26
942840.37,19.54,5.94,350079.03,7.25
943109.2,19.54,5.95,350071.26,7.25
943109.2,19.54,5.95,350071.26,7.25
943160.89,19.55,5.95,350442.46,7.26
943396.66,19.56,5.96,350182.69,7.26
943051.88,19.55,5.95,350071.26,7.26
942859.69,19.55,5.95,349884.1,7.25
942859.69,19.55,5.95,349884.1,7.25
942911.38,19.55,5.96,351271.5,7.28
943180.2,19.56,5.96,351622.93,7.29
942860.2,19.55,5.96,351302.93,7.29
942860.2,19.55,5.96,351302.93,7.29
944620.05,19.59,6.0,350722.81,7.27
944348.13,19.6,6.0,350725.33,7.28
944355.42,19.6,6.0,350749.57,7.28
944219.46,19.6,6.0,350748.08,7.28
944219.46,19.6,6.0,350748.08,7.28
944271.16,19.6,6.01,350746.91,7.28
944271.16,19.6,6.01,350746.91,7.28
944135.2,19.6,6.01,350746.86,7.28
944135.2,19.6,6.01,350746.86,7.28
943999.24,19.6,6.01,351147.19,7.29
944003.93,19.6,6.01,351192.69,7.29
943788.13,19.6,6.0,350915.75,7.29
943659.63,19.6,6.01,350742.06,7.29
943324.15,19.6,6.0,350361.08,7.28
943324.15,19.6,6.0,350361.08,7.28
943180.72,19.6,6.0,350322.1,7.28
943449.55,19.61,6.01,350321.9,7.28
943129.55,19.6,6.0,350001.9,7.27
942993.59,19.6,6.01,350001.9,7.28
943045.28,19.61,6.01,350001.9,7.28
942847.9,19.6,6.01,350036.07,7.28
942711.94,19.6,6.01,350009.26,7.28
942575.98,19.61,6.01,350001.9,7.28
942852.44,19.61,6.02,350549.35,7.29
942904.13,19.62,6.02,350233.35,7.29
942768.17,19.62,6.02,351029.55,7.3
942632.21,19.62,6.02,351029.35,7.31
942683.9,19.62,6.03,351029.35,7.31
942547.95,19.63,6.03,351029.35,7.31
942599.64,19.63,6.03,351038.92,7.31
942463.68,19.63,6.04,351035.5,7.31
942515.37,19.64,6.04,351032.94,7.31
942379.41,19.64,6.04,351666.72,7.33
942431.1,19.64,6.05,351769.94,7.33
942088.68,19.64,6.04,351394.14,7.32
941952.72,19.64,6.04,351394.14,7.33
942213.91,19.64,6.05,351394.14,7.33
942449.68,19.65,6.06,351394.14,7.33
942313.72,19.65,6.06,351394.14,7.33
942177.76,19.65,6.06,351427.65,7.33
942177.76,19.65,6.06,351427.65,7.33
942041.8,19.66,6.06,351394.14,7.33
942041.8,19.66,6.06,351394.14,7.33
942225.51,19.66,6.07,352235.64,7.35
941878.36,19.66,6.06,351892.79,7.34
941878.36,19.66,6.06,351892.79,7.34
941742.4,19.66,6.06,352048.64,7.35
941742.4,19.66,6.06,352048.64,7.35
942268.44,19.67,6.08,351304.05,7.33
942132.48,19.67,6.08,351303.86,7.34
942960.05,19.69,6.1,350784.97,7.33
942824.09,19.7,6.1,350784.97,7.33
942688.13,19.7,6.1,350800.58,7.33
942552.17,19.7,6.1,350792.47,7.33
942416.21,19.7,6.1,350785.06,7.33
942280.25,19.7,6.1,350967.96,7.34
942280.25,19.7,6.1,350967.96,7.34
942144.29,19.7,6.11,350913.23,7.34
942413.11,19.71,6.11,351137.49,7.34
942123.44,19.71,6.11,350938.81,7.34
942649.48,19.72,6.12,350234.03,7.33
942513.52,19.72,6.12,350233.84,7.33
942697.23,19.73,6.13,350233.84,7.33
943334.8,19.74,6.15,349428.93,7.31
943334.8,19.74,6.15,349428.93,7.31
942247.12,19.75,6.16,349428.74,7.33
942298.81,19.76,6.16,349428.74,7.33
942162.85,19.76,6.16,349777.61,7.34
942026.89,19.76,6.17,349650.43,7.34
942026.89,19.76,6.17,349650.43,7.34
941692.11,19.76,6.16,349367.92,7.33
941571.09,19.76,6.16,350193.25,7.35
941916.32,19.77,6.17,350240.12,7.35
941916.32,19.77,6.17,350240.12,7.35
942185.14,19.78,6.18,350239.93,7.35
942185.14,19.78,6.18,350239.93,7.35
942355.73,19.78,6.19,350456.03,7.36
942219.77,19.78,6.19,350456.03,7.36
942083.81,19.78,6.19,350478.4,7.36
942135.5,19.79,6.19,350470.56,7.36
941891.17,19.79,6.19,350272.7,7.36
941891.17,19.79,6.19,350272.7,7.36
941942.87,19.79,6.19,350263.63,7.36
941942.87,19.79,6.19,350263.63,7.36
941806.91,19.79,6.2,350258.17,7.36
941649.25,19.79,6.19,350100.75,7.36
941700.95,19.79,6.2,350871.0,7.37
941884.66,19.8,6.2,351260.29,7.38
941748.7,19.8,6.2,351260.09,7.39
941748.7,19.8,6.2,351260.09,7.39
941612.74,19.8,6.21,351260.09,7.39
941664.43,19.81,6.21,351312.72,7.39
941528.47,19.81,6.21,351347.36,7.39
940528.47,19.79,6.19,350347.36,7.37
940392.51,19.79,6.2,350267.05,7.37
940444.2,19.8,6.2,350260.09,7.37
940679.97,19.8,6.21,351055.94,7.39
940390.3,19.8,6.2,350647.99,7.38
940254.34,19.8,6.2,350555.16,7.38
942227.95,19.85,6.25,350055.27,7.37
942091.99,19.85,6.25,350055.08,7.37
941956.03,19.85,6.25,350055.08,7.38
941846.03,19.85,6.25,350022.95,7.38
942029.74,19.85,6.26,350050.91,7.38
941893.78,19.86,6.26,350034.49,7.38
941559.0,19.85,6.25,349946.64,7.38
941827.82,19.86,6.26,349935.23,7.38
941691.86,19.86,6.26,350488.68,7.39
941743.55,19.86,6.27,350572.76,7.39
941607.59,19.86,6.27,350664.05,7.4
941262.81,19.86,6.26,350509.37,7.4
941262.81,19.86,6.26,350509.37,7.4
943776.41,19.91,6.32,350405.9,7.39
945536.26,19.95,6.36,349825.78,7.38
945400.3,19.96,6.36,349826.82,7.38
945669.13,19.96,6.37,349825.58,7.39
945379.45,19.96,6.36,349521.19,7.38
945431.14,19.96,6.37,349521.19,7.38
945482.84,19.97,6.37,349521.19,7.38
945346.88,19.97,6.37,349599.44,7.38
945210.92,19.97,6.37,349532.68,7.39
945074.96,19.97,6.38,349521.19,7.39
945346.99,19.98,6.38,350701.24,7.41
945873.03,19.99,6.4,349956.65,7.4
945591.3,19.99,6.39,349670.82,7.39
945591.3,19.99,6.39,349670.82,7.39
945246.52,19.98,6.39,349280.44,7.38
946074.09,20.01,6.41,348761.56,7.37
946125.78,20.01,6.41,348761.74,7.38
946361.55,20.02,6.42,348761.36,7.38
946079.82,20.01,6.42,348476.18,7.37
945943.86,20.01,6.42,348476.18,7.37
945807.9,20.02,6.42,348499.77,7.38
945671.94,20.02,6.42,348488.24,7.38
945535.98,20.02,6.42,348476.18,7.38
945264.06,20.02,6.43,349039.54,7.39
945128.1,20.02,6.43,349039.35,7.39
944840.1,20.02,6.42,348804.15,7.39
944891.79,20.02,6.43,348804.15,7.39
944943.49,20.03,6.43,348804.15,7.39
944807.53,20.03,6.43,348804.15,7.39
944859.22,20.03,6.44,348864.92,7.4
944723.26,20.03,6.44,348868.34,7.4
944587.3,20.04,6.44,348804.15,7.4
944451.34,20.04,6.44,349365.04,7.41
944315.38,20.04,6.44,349364.85,7.41
944179.42,20.04,6.44,349364.85,7.42
944363.13,20.05,6.45,349379.84,7.42
944363.13,20.05,6.45,349379.84,7.42
944414.82,20.05,6.46,349373.78,7.42
944278.86,20.05,6.46,349369.79,7.42
944330.56,20.06,6.46,349364.85,7.42
944514.27,20.06,6.47,350369.24,7.44
944565.96,20.07,6.47,350562.27,7.45
944617.65,20.07,6.48,350562.45,7.45
944894.11,20.08,6.48,350562.08,7.45
944894.11,20.08,6.48,350562.08,7.45
944758.16,20.08,6.49,350577.48,7.45
944468.48,20.08,6.48,350118.58,7.44
944178.81,20.07,6.48,350002.26,7.44
943836.39,20.07,6.47,349989.0,7.44
943888.08,20.07,6.48,349993.06,7.44
944156.9,20.08,6.48,349986.85,7.44
943812.12,20.07,6.48,350186.22,7.45
943812.12,20.07,6.48,350186.22,7.45
944080.94,20.08,6.49,350165.02,7.45
944080.94,20.08,6.49,350165.02,7.45
943952.45,20.08,6.49,350078.25,7.45
943664.06,20.08,6.48,350896.93,7.47
