ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
761839.54,16.68,3.06,293219.05,6.42
761703.33,16.68,3.06,293219.05,6.42
761924.65,16.69,3.07,293277.8,6.42
761924.65,16.69,3.07,293271.42,6.42
761793.35,16.69,3.07,293010.08,6.42
761840.38,16.69,3.07,293519.09,6.43
761552.36,16.69,3.07,293235.52,6.43
761608.16,16.69,3.07,292877.35,6.42
761616.76,16.7,3.08,292679.59,6.42
761668.69,16.7,3.08,292656.79,6.42
761371.16,16.7,3.08,292654.2,6.42
761423.1,16.7,3.08,292642.85,6.42
761475.03,16.7,3.08,292620.84,6.42
761526.96,16.71,3.09,293559.69,6.44
761526.96,16.71,3.09,293582.67,6.44
761390.75,16.71,3.09,293431.9,6.44
761112.74,16.7,3.08,293211.0,6.44
761334.06,16.71,3.09,293259.42,6.44
761197.85,16.71,3.09,293124.18,6.44
761254.69,16.72,3.1,293085.49,6.44
760976.67,16.71,3.09,292800.1,6.43
761023.7,16.71,3.09,293489.3,6.45
761075.63,16.72,3.1,293489.41,6.45
760939.43,16.72,3.1,293489.04,6.45
760803.22,16.72,3.1,293504.59,6.45
760505.7,16.72,3.09,293167.82,6.44
760727.02,16.72,3.1,293168.32,6.44
760439.49,16.72,3.1,293152.26,6.44
760491.42,16.72,3.1,293152.26,6.45
760491.42,16.72,3.1,293165.76,6.45
760333.29,16.72,3.1,293019.01,6.44
760175.15,16.72,3.1,292861.16,6.44
760443.28,16.72,3.1,293141.06,6.45
760307.07,16.72,3.1,293015.55,6.45
760359.0,16.73,3.11,293466.26,6.46
760222.8,16.73,3.11,293466.0,6.46
760174.95,16.73,3.11,293848.21,6.47
759908.47,16.72,3.1,293543.3,6.46
760129.79,16.73,3.11,293543.3,6.46
760021.65,16.73,3.11,293439.69,6.46
759885.44,16.73,3.11,293484.53,6.46
759749.24,16.73,3.11,293447.03,6.46
759451.71,16.72,3.1,293439.69,6.46
759451.71,16.72,3.1,293432.06,6.46
759503.64,16.73,3.11,293712.58,6.47
759503.64,16.73,3.11,293708.65,6.47
759724.96,16.74,3.11,293719.45,6.47
759724.96,16.74,3.11,293719.45,6.47
759437.24,16.73,3.11,293684.32,6.47
759706.68,16.74,3.12,293644.0,6.47
759490.65,16.73,3.11,293459.74,6.47
759243.44,16.73,3.11,293679.25,6.47
759464.76,16.74,3.12,293845.0,6.48
759315.18,16.73,3.11,293679.5,6.47
759178.97,16.74,3.11,293549.08,6.47
759447.1,16.74,3.12,293860.79,6.48
759250.71,16.74,3.12,293752.85,6.48
759124.43,16.74,3.12,294131.62,6.49
758968.49,16.74,3.12,293781.58,6.48
759020.43,16.75,3.12,293781.7,6.48
758884.22,16.75,3.13,293781.32,6.48
759105.54,16.75,3.13,293781.32,6.48
758969.34,16.75,3.13,293808.73,6.49
758833.13,16.75,3.13,293799.39,6.49
758696.93,16.75,3.13,294381.07,6.5
758748.86,16.76,3.14,294384.06,6.5
758800.79,16.76,3.14,294632.27,6.51
758728.91,16.76,3.14,294523.73,6.51
758950.23,16.77,3.15,294523.47,6.51
759122.04,16.78,3.15,294523.47,6.51
759173.97,16.78,3.16,294523.47,6.51
759037.77,16.78,3.16,294625.55,6.51
759089.7,16.78,3.16,294620.32,6.51
758874.05,16.78,3.16,294515.15,6.51
758737.85,16.78,3.16,294431.87,6.51
758601.64,16.78,3.16,295339.42,6.53
758465.44,16.78,3.16,295377.62,6.54
758517.37,16.79,3.17,295500.6,6.54
758569.3,16.79,3.17,295571.72,6.54
758741.11,16.8,3.18,295652.29,6.55
758463.1,16.79,3.17,295245.72,6.54
758463.1,16.79,3.17,295225.95,6.54
758515.03,16.8,3.18,295416.64,6.54
758378.82,16.8,3.18,295416.64,6.54
758081.3,16.79,3.17,295332.32,6.54
757945.09,16.79,3.17,295332.51,6.54
758200.15,16.8,3.18,295332.32,6.54
758252.08,16.8,3.18,295332.32,6.55
758304.01,16.81,3.19,295332.32,6.55
758304.01,16.81,3.19,295329.35,6.55
758304.01,16.81,3.19,295329.35,6.55
758304.01,16.81,3.19,295329.35,6.55
758355.94,16.81,3.19,295815.1,6.56
758077.93,16.81,3.19,295627.28,6.55
758129.86,16.81,3.19,296016.42,6.56
757993.66,16.81,3.19,296028.77,6.57
757993.66,16.81,3.19,296028.77,6.57
757857.45,16.81,3.19,296028.51,6.57
758112.51,16.82,3.2,296028.51,6.57
758112.51,16.82,3.2,296028.51,6.57
757851.24,16.82,3.2,296018.39,6.57
757903.18,16.82,3.2,296044.53,6.57
757903.18,16.82,3.2,296022.06,6.57
758124.5,16.83,3.21,296013.06,6.57
757863.24,16.82,3.2,295995.92,6.57
757915.17,16.83,3.21,295995.92,6.57
757778.96,16.83,3.21,296558.75,6.59
757830.9,16.83,3.21,296740.83,6.59
757830.9,16.83,3.21,296763.31,6.59
757830.9,16.83,3.21,296744.7,6.59
757694.69,16.83,3.21,296742.11,6.59
757746.62,16.84,3.22,296742.23,6.59
757597.04,16.83,3.21,296908.27,6.6
757648.97,16.84,3.22,296907.89,6.6
757700.9,16.84,3.22,296907.89,6.6
757700.9,16.84,3.22,296927.89,6.6
757564.7,16.84,3.22,296953.38,6.6
757616.63,16.85,3.23,296993.68,6.6
757938.27,16.86,3.24,297233.18,6.61
757766.07,16.85,3.23,297157.51,6.61
757987.39,16.86,3.24,297149.39,6.61
757689.86,16.86,3.24,296927.89,6.61
757553.66,16.86,3.24,298028.31,6.63
757338.01,16.85,3.23,297762.84,6.63
757338.01,16.85,3.23,297746.07,6.63
757559.33,16.86,3.24,297745.81,6.63
757261.81,16.85,3.23,297745.81,6.63
757261.81,16.85,3.23,297745.81,6.63
757125.6,16.85,3.23,297745.81,6.63
757346.92,16.86,3.24,297916.04,6.63
757398.85,16.87,3.25,297787.87,6.63
757101.33,16.86,3.24,297785.61,6.63
757153.26,16.87,3.24,297751.75,6.63
757026.86,16.87,3.25,298726.56,6.66
756890.65,16.87,3.25,298726.3,6.66
757111.97,16.87,3.25,298726.3,6.66
757159.0,16.88,3.26,298591.51,6.66
757159.0,16.88,3.26,298615.86,6.66
757017.9,16.88,3.26,298436.68,6.65
756909.76,16.88,3.26,298329.23,6.65
756961.69,16.88,3.26,298329.23,6.65
756825.49,16.88,3.26,298329.23,6.65
756877.42,16.89,3.26,298378.37,6.66
756877.42,16.89,3.26,298289.79,6.65
756877.42,16.89,3.26,298300.92,6.65
756589.89,16.88,3.26,298251.89,6.65
756483.62,16.88,3.26,298147.68,6.65
756483.62,16.88,3.26,298169.78,6.65
756535.55,16.88,3.26,298169.66,6.65
756587.48,16.89,3.27,298169.66,6.66
756587.48,16.89,3.27,298188.43,6.66
756815.55,16.89,3.27,299358.67,6.68
756679.34,16.89,3.27,299328.82,6.68
756731.28,16.9,3.28,299390.51,6.69
756598.94,16.9,3.28,298748.43,6.67
756607.53,16.9,3.28,298650.98,6.67
756538.43,16.9,3.28,298496.42,6.67
756323.26,16.9,3.28,298380.06,6.67
756323.26,16.9,3.28,298488.1,6.67
756187.06,16.9,3.28,298487.84,6.67
756408.38,16.91,3.29,298487.84,6.67
756276.04,16.91,3.29,297845.76,6.66
755978.52,16.9,3.28,297845.76,6.66
756199.84,16.91,3.29,298098.87,6.67
756043.56,16.91,3.29,297944.46,6.66
755746.04,16.9,3.28,297946.25,6.66
755916.49,16.91,3.29,298015.2,6.67
755968.42,16.91,3.29,297800.08,6.66
755968.42,16.91,3.29,297839.76,6.66
755832.22,16.91,3.29,297923.77,6.67
756070.09,16.92,3.3,298997.78,6.69
756131.95,16.92,3.3,298468.18,6.68
755995.75,16.92,3.3,298331.65,6.68
755871.11,16.92,3.3,297850.0,6.67
755734.9,16.92,3.3,297850.0,6.67
756003.03,16.93,3.31,297849.74,6.67
755688.69,16.93,3.31,297849.74,6.67
755688.69,16.93,3.31,297827.64,6.67
755910.02,16.93,3.31,297835.67,6.67
755612.49,16.93,3.31,297830.27,6.67
755440.64,16.93,3.31,298363.7,6.69
755492.58,16.93,3.31,298361.07,6.69
755713.9,16.94,3.32,298361.07,6.69
755713.9,16.94,3.32,298384.84,6.69
755713.9,16.94,3.32,298384.84,6.69
755968.95,16.95,3.33,298656.28,6.69
755671.43,16.94,3.32,298556.46,6.69
755535.22,16.94,3.32,298491.44,6.69
755535.22,16.94,3.32,298474.78,6.69
755587.15,16.95,3.33,299409.41,6.72
755587.15,16.95,3.33,299428.18,6.72
755411.92,16.94,3.32,298974.37,6.71
755275.71,16.94,3.32,299191.1,6.71
755275.71,16.94,3.32,299165.98,6.71
755327.65,16.95,3.33,299288.95,6.72
755379.58,16.95,3.33,299360.08,6.72
755379.58,16.95,3.33,299326.33,6.72
755243.37,16.95,3.33,299195.91,6.72
755415.18,16.96,3.34,299499.48,6.72
755470.99,16.96,3.34,299141.31,6.72
755470.99,16.96,3.34,299167.34,6.72
755692.31,16.97,3.35,299167.34,6.72
755700.9,16.97,3.35,298969.58,6.72
755700.9,16.97,3.35,299037.47,6.72
755700.9,16.97,3.35,298993.34,6.72
755752.83,16.98,3.36,298993.34,6.72
755455.31,16.97,3.35,298993.34,6.72
755676.63,16.98,3.36,298994.47,6.72
755379.1,16.98,3.35,298993.34,6.72
755600.42,16.98,3.36,298993.34,6.72
755652.35,16.99,3.37,298993.34,6.72
755652.35,16.99,3.37,299028.06,6.72
755824.16,16.99,3.37,299382.19,6.73
755687.96,16.99,3.37,299379.31,6.73
755551.75,16.99,3.37,300178.51,6.75
755415.55,17.0,3.37,300048.1,6.75
755118.02,16.99,3.37,299720.32,6.74
755169.95,16.99,3.37,299904.68,6.75
755033.75,17.0,3.37,299955.28,6.75
755085.68,17.0,3.38,299957.06,6.75
754767.76,16.99,3.37,299644.41,6.75
754989.08,17.0,3.38,299645.29,6.75
754691.55,17.0,3.37,299644.16,6.75
754555.35,17.0,3.38,299644.16,6.75
754555.35,17.0,3.38,299692.54,6.75
754607.28,17.0,3.38,299724.4,6.75
754471.07,17.0,3.38,299708.04,6.75
754334.87,17.0,3.38,299696.73,6.75
754056.85,17.0,3.38,299423.16,6.75
754278.17,17.0,3.38,299938.45,6.76
754146.87,17.0,3.38,299993.19,6.76
754010.66,17.01,3.38,299992.93,6.77
754057.7,17.01,3.39,299989.1,6.77
754277.97,17.02,3.4,299989.1,6.77
754329.9,17.02,3.4,300010.8,6.77
754193.7,17.02,3.4,299990.15,6.77
753915.68,17.02,3.4,299754.66,6.77
753967.62,17.02,3.4,300153.59,6.78
754019.55,17.03,3.4,300189.37,6.78
754274.6,17.03,3.41,300028.18,6.78
754058.58,17.03,3.41,299842.11,6.77
754110.51,17.03,3.41,300755.44,6.79
754162.44,17.04,3.42,300755.55,6.79
754162.44,17.04,3.42,300739.07,6.79
753984.19,17.03,3.41,300875.69,6.8
753686.67,17.03,3.41,300803.73,6.8
753686.67,17.03,3.41,300815.63,6.8
753550.46,17.03,3.41,300815.25,6.8
753414.26,17.03,3.41,300838.72,6.8
753466.19,17.04,3.41,300828.91,6.8
753204.93,17.03,3.41,300458.2,6.79
753068.72,17.03,3.41,300450.78,6.8
753068.72,17.03,3.41,300464.28,6.8
753289.0,17.04,3.42,300940.44,6.81
753289.0,17.04,3.42,300962.78,6.81
753022.52,17.03,3.41,300543.59,6.8
753243.84,17.04,3.42,300564.15,6.8
753243.84,17.04,3.42,300541.81,6.8
753044.74,17.04,3.42,301286.07,6.82
753216.55,17.04,3.42,301388.44,6.82
753268.49,17.05,3.43,301388.55,6.82
753496.55,17.06,3.43,301388.18,6.82
753668.36,17.06,3.44,301388.18,6.82
753720.3,17.07,3.45,301415.28,6.82
753772.23,17.07,3.45,301388.18,6.83
753772.23,17.07,3.45,301410.95,6.83
753824.16,17.07,3.45,301410.95,6.83
753529.89,17.07,3.45,302038.29,6.84
753784.94,17.08,3.46,302087.63,6.84
754006.26,17.08,3.46,302573.84,6.86
754006.26,17.08,3.46,302553.68,6.86
754058.2,17.09,3.47,302553.8,6.86
754110.13,17.09,3.47,302553.42,6.86
754110.13,17.09,3.47,302582.49,6.86
753832.11,17.09,3.47,302258.72,6.85
753554.1,17.08,3.46,302699.31,6.86
753606.03,17.09,3.47,302699.31,6.86
753606.03,17.09,3.47,302722.56,6.86
753308.5,17.08,3.46,302403.36,6.86
753172.3,17.08,3.46,302403.36,6.86
753036.09,17.08,3.46,302471.08,6.86
752899.89,17.08,3.46,302421.73,6.86
752763.68,17.09,3.47,303072.52,6.88
752983.96,17.09,3.47,303150.6,6.88
752767.93,17.09,3.47,302888.73,6.88
752631.73,17.09,3.47,302888.47,6.88
752495.52,17.09,3.47,302888.47,6.88
752547.45,17.09,3.47,302936.67,6.88
752768.77,17.1,3.48,302953.71,6.88
752471.25,17.1,3.48,303022.81,6.88
752363.11,17.09,3.47,302924.03,6.88
752187.88,17.09,3.47,302678.17,6.88
752239.81,17.1,3.48,302545.74,6.88
752470.93,17.1,3.48,302669.48,6.88
752642.74,17.11,3.49,302669.21,6.88
752506.54,17.11,3.49,302669.21,6.88
752506.54,17.11,3.49,302664.91,6.88
752348.4,17.11,3.49,302506.48,6.88
752348.4,17.11,3.49,302544.14,6.88
752348.4,17.11,3.49,302517.33,6.88
752348.4,17.11,3.49,302547.25,6.88
752348.4,17.11,3.49,302658.05,6.88
752212.19,17.11,3.49,302701.69,6.88
752075.99,17.11,3.49,302672.41,6.89
751892.48,17.11,3.49,304274.18,6.92
752113.8,17.11,3.49,304280.93,6.92
751847.32,17.11,3.49,304097.32,6.92
751549.79,17.1,3.48,304203.77,6.92
751413.59,17.1,3.48,304203.51,6.92
751634.91,17.11,3.49,304203.51,6.93
751690.71,17.12,3.5,303845.33,6.92
751534.44,17.11,3.49,303690.24,6.92
751356.76,17.11,3.49,303315.27,6.91
751093.44,17.11,3.49,304382.23,6.93
751093.44,17.11,3.49,304382.23,6.93
750877.42,17.1,3.48,304262.19,6.93
750579.89,17.1,3.48,304262.19,6.93
750443.69,17.1,3.48,304396.64,6.94
750307.48,17.1,3.48,304411.97,6.94
750479.29,17.11,3.49,304399.22,6.94
750526.32,17.11,3.49,303937.34,6.93
750390.12,17.11,3.49,303918.0,6.93
750216.8,17.11,3.49,305224.41,6.96
750090.53,17.11,3.49,304564.92,6.95
749934.59,17.11,3.49,304770.21,6.95
749798.39,17.11,3.49,304659.13,6.95
749662.18,17.11,3.49,304528.71,6.95
749662.18,17.11,3.49,304685.06,6.95
749525.97,17.11,3.49,304685.06,6.96
749602.67,17.12,3.5,304257.29,6.95
749466.47,17.12,3.5,304257.03,6.95
749330.26,17.12,3.5,304257.03,6.95
749379.48,17.12,3.5,304035.55,6.95
749647.61,17.13,3.51,304067.11,6.95
749459.31,17.13,3.51,304045.87,6.95
749459.31,17.13,3.51,304039.35,6.95
749642.82,17.13,3.51,304171.94,6.95
749642.82,17.13,3.51,304171.94,6.95
749376.34,17.13,3.51,303873.28,6.95
749428.27,17.13,3.51,303869.25,6.95
749683.33,17.14,3.52,304067.82,6.95
749855.14,17.15,3.53,304120.39,6.96
750076.46,17.16,3.54,304222.3,6.96
749940.26,17.16,3.54,305403.37,6.99
749992.19,17.16,3.54,305403.49,6.99
749884.05,17.16,3.54,305312.12,6.99
749747.84,17.16,3.54,305311.74,6.99
749611.64,17.16,3.54,305338.49,6.99
749475.43,17.16,3.54,305311.74,6.99
749339.23,17.16,3.54,305314.59,6.99
749391.16,17.17,3.55,305817.77,7.01
749611.44,17.17,3.55,305694.0,7.0
749663.37,17.18,3.56,306067.0,7.01
749365.84,17.17,3.55,305715.26,7.01
749417.78,17.18,3.56,305838.24,7.01
749281.57,17.18,3.56,305769.37,7.01
749333.5,17.18,3.56,305769.48,7.01
749333.5,17.18,3.56,305769.48,7.01
749385.44,17.19,3.57,305769.1,7.01
749129.55,17.18,3.56,305501.88,7.01
749350.87,17.19,3.57,305501.88,7.01
749214.66,17.19,3.57,305577.28,7.01
749078.46,17.19,3.57,305553.73,7.01
748780.93,17.19,3.57,305630.55,7.01
748842.66,17.19,3.57,306555.64,7.04
749052.34,17.2,3.58,306681.97,7.04
749159.27,17.2,3.58,306855.7,7.05
749023.07,17.2,3.58,306836.36,7.05
748886.86,17.2,3.58,306725.28,7.05
748750.66,17.2,3.58,306695.42,7.05
748614.45,17.21,3.58,306594.86,7.05
748253.77,17.2,3.58,306102.52,7.04
748117.56,17.2,3.58,305972.1,7.03
747981.36,17.2,3.58,305972.1,7.04
747714.87,17.2,3.58,305874.96,7.03
747766.81,17.2,3.58,305875.07,7.04
747766.81,17.2,3.58,305870.91,7.04
747994.87,17.21,3.59,305870.53,7.04
748046.81,17.21,3.59,305870.53,7.04
748046.81,17.21,3.59,305840.29,7.04
747910.6,17.21,3.59,305866.68,7.04
747774.39,17.21,3.59,305840.35,7.04
747774.39,17.21,3.59,305872.41,7.04
747480.12,17.21,3.59,305872.35,7.04
747532.05,17.21,3.59,306565.11,7.06
747400.75,17.21,3.59,306439.69,7.06
747221.12,17.21,3.59,306243.91,7.05
747062.98,17.21,3.59,306085.48,7.05
747062.98,17.21,3.59,306063.14,7.05
746921.88,17.21,3.59,306114.25,7.05
747136.45,17.22,3.6,306273.74,7.06
747136.45,17.22,3.6,306299.1,7.06
747000.25,17.22,3.6,306289.15,7.06
747000.25,17.22,3.6,306289.48,7.06
746699.47,17.21,3.59,306059.52,7.05
746563.26,17.21,3.59,306059.26,7.06
746427.06,17.21,3.59,306059.26,7.06
746109.13,17.21,3.59,305743.59,7.05
746378.57,17.22,3.59,305766.92,7.05
746430.5,17.22,3.6,305743.59,7.05
746279.82,17.22,3.6,305585.16,7.05
746331.75,17.22,3.6,305585.16,7.05
746383.68,17.23,3.6,305585.16,7.05
746247.47,17.23,3.61,306332.93,7.07
746299.41,17.23,3.61,306689.41,7.08
746299.41,17.23,3.61,306689.41,7.08
746241.55,17.23,3.61,306435.75,7.08
746105.35,17.23,3.61,306435.49,7.08
746105.35,17.23,3.61,306435.49,7.08
746157.28,17.24,3.62,306435.49,7.08
746378.6,17.24,3.62,306435.49,7.08
746430.53,17.25,3.63,306450.59,7.08
746133.0,17.24,3.62,306437.91,7.08
745996.8,17.24,3.62,306435.64,7.08
745996.8,17.24,3.62,306457.74,7.08
746048.73,17.25,3.63,306867.66,7.09
746220.54,17.25,3.63,307014.66,7.1
746441.86,17.26,3.64,307291.7,7.11
746613.67,17.27,3.65,307372.27,7.11
746669.48,17.27,3.65,307014.1,7.1
746490.02,17.27,3.65,307085.07,7.1
746192.49,17.26,3.64,307237.76,7.11
746364.81,17.27,3.65,307212.79,7.11
746228.61,17.27,3.65,307305.37,7.11
746092.4,17.27,3.65,307305.11,7.11
746144.34,17.28,3.66,307305.11,7.12
746008.13,17.28,3.66,307305.11,7.12
746236.2,17.28,3.66,307327.34,7.12
746040.26,17.28,3.66,307305.11,7.12
745882.12,17.28,3.66,307145.54,7.12
745745.92,17.28,3.66,307145.54,7.12
745917.73,17.29,3.67,307752.14,7.13
746139.05,17.29,3.67,307856.5,7.13
746310.86,17.3,3.68,308180.18,7.14
746024.08,17.29,3.67,308237.11,7.15
745887.87,17.3,3.67,308284.85,7.15
745751.67,17.3,3.68,308106.7,7.15
745803.6,17.3,3.68,308106.81,7.15
745855.53,17.31,3.68,308106.44,7.15
745719.32,17.31,3.69,308106.44,7.15
745771.26,17.31,3.69,308136.39,7.15
745823.19,17.31,3.69,308161.76,7.15
745875.12,17.32,3.7,308258.56,7.16
745875.12,17.32,3.7,308279.63,7.16
746103.19,17.33,3.71,308127.51,7.16
745966.98,17.33,3.71,309416.28,7.19
745672.71,17.32,3.7,309115.05,7.18
745394.69,17.32,3.7,308802.91,7.17
744305.05,17.32,3.7,308802.65,7.19
744305.05,17.32,3.7,308780.55,7.19
744305.05,17.32,3.7,308802.91,7.19
744168.85,17.33,3.7,308851.79,7.19
744340.66,17.33,3.71,308932.84,7.19
744396.46,17.34,3.72,308574.67,7.19
744617.78,17.34,3.72,308606.44,7.19
744320.25,17.34,3.72,308444.25,7.18
744184.05,17.34,3.72,308504.25,7.19
744192.64,17.34,3.72,308306.49,7.18
743914.63,17.34,3.72,308032.92,7.18
743778.42,17.34,3.72,308032.66,7.18
743590.4,17.33,3.71,307892.31,7.18
743347.16,17.33,3.71,307600.74,7.17
743575.22,17.34,3.72,307600.74,7.17
743627.15,17.34,3.72,307622.09,7.17
743679.09,17.35,3.73,307615.34,7.18
743731.02,17.35,3.73,307614.04,7.18
743782.95,17.36,3.74,307653.68,7.18
744038.01,17.36,3.74,308630.8,7.2
744089.94,17.37,3.75,309158.67,7.22
743795.67,17.36,3.74,308779.43,7.21
743847.6,17.37,3.75,308897.95,7.21
744019.41,17.37,3.75,309044.57,7.22
744255.44,17.38,3.76,309403.96,7.23
743944.17,17.38,3.76,309312.58,7.22
743807.97,17.38,3.76,309266.89,7.23
743884.67,17.38,3.76,308860.92,7.22
743748.46,17.38,3.76,308776.2,7.22
743920.27,17.39,3.77,308775.94,7.22
744141.59,17.4,3.78,308775.94,7.22
743863.58,17.39,3.77,308588.5,7.21
743919.38,17.4,3.78,308251.2,7.21
743731.36,17.39,3.77,308282.87,7.21
743595.16,17.39,3.77,308265.78,7.21
743458.95,17.39,3.77,308251.2,7.21
743458.95,17.39,3.77,308228.84,7.21
743513.82,17.4,3.78,308645.85,7.22
743565.76,17.4,3.78,308896.85,7.23
743617.69,17.41,3.79,308645.85,7.23
743283.88,17.4,3.78,308472.44,7.22
743335.81,17.41,3.79,309066.92,7.24
743387.75,17.41,3.79,309652.8,7.25
743090.22,17.41,3.79,309310.35,7.25
743142.15,17.41,3.79,309310.47,7.25
743005.95,17.41,3.79,309318.35,7.25
743057.88,17.42,3.8,309316.73,7.25
742921.67,17.42,3.8,309310.09,7.25
742785.47,17.42,3.8,309442.69,7.26
742837.4,17.42,3.8,309337.64,7.26
743105.53,17.43,3.81,310028.49,7.27
743092.46,17.43,3.81,309839.62,7.27
742831.2,17.43,3.81,310156.8,7.28
743099.32,17.43,3.81,310312.47,7.28
742990.16,17.43,3.81,310300.72,7.28
742853.95,17.43,3.81,310293.91,7.28
742905.88,17.44,3.82,310293.91,7.28
743133.95,17.44,3.82,310707.55,7.29
743133.95,17.44,3.82,310731.54,7.29
743133.95,17.44,3.82,310719.93,7.29
742918.78,17.44,3.82,310460.17,7.29
742624.51,17.44,3.82,310295.05,7.29
742849.3,17.44,3.82,309081.42,7.26
742849.3,17.44,3.82,309127.64,7.26
742901.23,17.45,3.83,309263.41,7.26
743222.88,17.46,3.83,309264.41,7.26
743156.29,17.46,3.83,309263.15,7.26
742895.03,17.45,3.83,309265.75,7.26
743073.6,17.46,3.84,310280.19,7.29
742937.4,17.46,3.84,310277.59,7.29
742937.4,17.46,3.84,310402.89,7.29
743205.53,17.46,3.84,310524.31,7.3
743017.22,17.46,3.84,310424.73,7.3
743285.35,17.47,3.85,310402.89,7.3
742845.24,17.46,3.84,309716.73,7.28
742845.24,17.46,3.84,309730.24,7.28
742709.03,17.46,3.84,310442.29,7.3
742582.63,17.47,3.84,310410.23,7.3
742754.44,17.47,3.85,310490.8,7.3
742595.8,17.47,3.85,309957.65,7.29
742651.6,17.47,3.85,310951.96,7.32
742472.06,17.47,3.85,310538.95,7.31
742643.87,17.48,3.86,310848.65,7.32
742815.68,17.49,3.87,310929.22,7.32
742679.48,17.49,3.87,311021.8,7.32
742679.48,17.49,3.87,311021.8,7.32
742679.48,17.49,3.87,310984.93,7.32
742401.46,17.48,3.86,310746.9,7.32
742453.39,17.49,3.87,310869.87,7.32
742505.32,17.49,3.87,310941.0,7.33
742677.14,17.5,3.88,310940.74,7.33
742898.46,17.51,3.89,310940.74,7.33
742950.39,17.51,3.89,310940.74,7.33
742950.39,17.51,3.89,310940.74,7.33
743002.32,17.52,3.9,310940.74,7.33
742719.98,17.51,3.89,310712.27,7.33
742531.96,17.51,3.89,310579.61,7.32
742395.76,17.51,3.89,310594.0,7.32
742447.69,17.51,3.89,310637.07,7.33
742311.48,17.51,3.89,311448.61,7.35
742363.42,17.52,3.9,311864.03,7.36
742065.89,17.51,3.89,311449.9,7.35
741929.68,17.51,3.89,311449.64,7.35
741929.68,17.51,3.89,311449.64,7.35
741981.62,17.52,3.9,311449.64,7.35
741703.6,17.51,3.89,311176.07,7.35
741924.92,17.52,3.9,311176.07,7.35
741788.72,17.52,3.9,311189.0,7.35
741788.72,17.52,3.9,311189.0,7.35
741840.65,17.53,3.91,311179.71,7.35
741892.58,17.53,3.91,311179.01,7.35
741738.17,17.53,3.91,311020.58,7.35
741790.1,17.53,3.91,311031.37,7.35
741790.1,17.53,3.91,311015.57,7.35
741961.91,17.54,3.92,312376.44,7.38
742013.84,17.54,3.92,312499.42,7.39
741877.64,17.54,3.92,312408.28,7.39
741580.11,17.54,3.92,312105.91,7.38
741443.91,17.54,3.92,312105.64,7.38
741255.89,17.54,3.92,312166.84,7.39
741307.82,17.54,3.92,312166.84,7.39
741171.62,17.54,3.92,312166.84,7.39
741223.55,17.55,3.93,312235.23,7.39
741087.34,17.55,3.93,312171.57,7.39
741308.66,17.55,3.93,312166.84,7.39
741360.6,17.56,3.94,312874.19,7.41
741224.39,17.56,3.94,312952.14,7.41
740926.86,17.56,3.93,312728.42,7.41
740978.8,17.56,3.94,312851.39,7.41
741200.12,17.57,3.95,312985.63,7.42
741067.78,17.57,3.95,312232.78,7.4
741076.38,17.57,3.95,312250.63,7.4
741128.31,17.58,3.96,312250.74,7.41
741180.24,17.58,3.96,312250.36,7.41
740912.71,17.58,3.96,312135.6,7.4
740634.7,17.57,3.95,311789.27,7.4
740498.49,17.57,3.95,311789.27,7.4
740362.29,17.57,3.95,311798.67,7.4
740226.08,17.57,3.95,311789.27,7.4
740454.15,17.58,3.96,312283.49,7.41
740159.88,17.58,3.96,312199.8,7.41
740216.71,17.58,3.96,312226.16,7.42
740439.87,17.59,3.97,312824.75,7.43
740303.67,17.59,3.97,312824.49,7.43
740167.46,17.59,3.97,312824.49,7.43
740219.4,17.59,3.97,312831.15,7.44
740083.19,17.6,3.98,312827.41,7.44
739946.99,17.6,3.98,312824.49,7.44
739810.78,17.6,3.98,313296.22,7.45
739810.78,17.6,3.98,313296.22,7.45
739662.54,17.6,3.97,313104.83,7.45
739662.54,17.6,3.97,313124.35,7.45
739931.97,17.6,3.98,312865.99,7.44
739983.91,17.61,3.99,313203.15,7.45
739847.7,17.61,3.99,313183.82,7.45
739600.49,17.61,3.98,313171.68,7.45
739772.3,17.61,3.99,313367.38,7.46
739824.23,17.62,4.0,313367.5,7.46
739876.16,17.62,4.0,313367.12,7.46
739739.96,17.62,4.0,313367.12,7.47
740009.4,17.63,4.01,313411.54,7.47
739762.18,17.63,4.01,313394.34,7.47
739604.05,17.62,4.0,313233.78,7.46
739388.02,17.62,4.0,313042.25,7.46
739251.81,17.62,4.0,313015.03,7.46
739303.75,17.62,4.0,313652.68,7.48
739525.07,17.63,4.01,313647.96,7.48
739577.0,17.64,4.02,314089.34,7.49
