ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
849737.25,13.83,0.21,189231.92,3.08
849601.05,13.83,0.21,189193.31,3.08
849652.98,13.83,0.21,189586.44,3.09
849355.45,13.83,0.21,189762.22,3.09
849219.25,13.83,0.21,189732.37,3.09
849391.06,13.83,0.21,189935.38,3.09
849446.86,13.84,0.22,189577.2,3.09
849168.84,13.83,0.21,189303.63,3.08
848991.16,13.83,0.21,188928.67,3.08
849043.1,13.83,0.21,188928.78,3.08
848924.37,13.83,0.21,188540.36,3.07
849152.44,13.84,0.22,188539.99,3.07
848956.5,13.84,0.21,188541.67,3.07
849177.82,13.84,0.22,188542.5,3.07
849219.31,13.84,0.22,187776.28,3.06
849391.12,13.85,0.23,187773.77,3.06
849254.91,13.85,0.23,188082.32,3.07
849066.9,13.84,0.22,187861.48,3.06
848930.69,13.84,0.22,187773.77,3.06
848642.97,13.84,0.22,188697.99,3.08
848506.76,13.84,0.22,188678.66,3.08
848370.56,13.84,0.22,188567.58,3.08
848370.56,13.84,0.22,188567.58,3.08
848687.3,13.85,0.23,188244.86,3.07
848734.33,13.85,0.23,188920.09,3.08
848786.26,13.85,0.23,188920.21,3.08
848838.19,13.85,0.23,188919.83,3.08
848701.99,13.85,0.23,188919.83,3.08
848635.4,13.85,0.23,188735.48,3.08
848856.72,13.86,0.24,188766.31,3.08
849028.53,13.86,0.24,188757.85,3.08
848647.27,13.86,0.24,188403.9,3.08
848349.74,13.85,0.23,188392.37,3.08
848401.68,13.86,0.24,188381.53,3.08
848629.74,13.86,0.24,189456.26,3.09
848629.74,13.86,0.24,189453.12,3.09
848629.74,13.86,0.24,189431.64,3.09
848493.54,13.86,0.24,189232.09,3.09
848545.47,13.86,0.24,189232.21,3.09
848409.26,13.86,0.24,189231.83,3.09
847911.33,13.86,0.24,188733.9,3.08
847633.31,13.85,0.23,188909.71,3.09
847633.31,13.85,0.23,188934.05,3.09
847550.66,13.85,0.23,188675.86,3.08
847414.45,13.85,0.23,188689.11,3.08
847466.38,13.86,0.24,188682.97,3.08
847466.38,13.86,0.24,188677.36,3.08
847687.71,13.86,0.24,188675.72,3.08
847551.5,13.86,0.24,188670.25,3.09
847603.43,13.86,0.24,189377.6,3.1
847655.36,13.87,0.25,189707.53,3.1
847655.36,13.87,0.25,189703.2,3.1
847655.36,13.87,0.25,189703.2,3.1
847655.36,13.87,0.25,189703.2,3.1
847519.16,13.87,0.25,189702.94,3.1
847382.95,13.87,0.25,189730.83,3.1
847434.89,13.87,0.25,189721.33,3.1
847137.36,13.86,0.24,189384.32,3.1
847137.36,13.86,0.24,189390.29,3.1
846855.74,13.86,0.24,189255.87,3.1
847077.07,13.87,0.24,189246.95,3.1
847077.07,13.87,0.24,189246.95,3.1
847129.0,13.87,0.25,189243.67,3.1
847057.12,13.87,0.25,189579.31,3.1
846920.91,13.87,0.25,189523.34,3.1
847141.19,13.87,0.25,189315.66,3.1
847193.12,13.88,0.25,190446.61,3.12
847245.05,13.88,0.26,190569.58,3.12
846978.57,13.87,0.25,190179.67,3.12
847199.89,13.88,0.26,190313.91,3.12
847063.69,13.88,0.26,190313.65,3.12
847063.69,13.88,0.26,190313.65,3.12
846914.1,13.88,0.26,190316.15,3.12
846698.46,13.87,0.25,190224.6,3.12
846562.25,13.87,0.25,190224.6,3.12
846426.05,13.87,0.25,190234.09,3.12
846477.98,13.88,0.26,190224.6,3.12
846649.79,13.88,0.26,190224.6,3.12
846513.58,13.88,0.26,190581.86,3.13
846377.38,13.88,0.26,190519.05,3.12
846429.31,13.88,0.26,190794.91,3.13
846650.63,13.89,0.27,190826.68,3.13
846462.61,13.89,0.27,190751.88,3.13
846514.55,13.89,0.27,190977.32,3.13
846566.48,13.89,0.27,191100.29,3.14
846618.41,13.89,0.27,191171.42,3.14
846468.83,13.89,0.27,191173.92,3.14
846332.62,13.89,0.27,191173.66,3.14
846600.75,13.9,0.28,191173.66,3.14
846652.68,13.9,0.28,191173.66,3.14
846464.38,13.9,0.28,191191.15,3.14
846516.31,13.9,0.28,191182.43,3.14
846688.12,13.91,0.28,191179.19,3.14
846740.05,13.91,0.29,191173.66,3.14
846740.05,13.91,0.29,191173.66,3.14
846791.98,13.91,0.29,191173.66,3.14
846683.84,13.91,0.29,191070.06,3.14
846405.83,13.91,0.28,192135.32,3.16
846660.88,13.91,0.29,192193.74,3.16
846660.88,13.91,0.29,192193.74,3.16
846712.82,13.91,0.29,192316.72,3.16
846764.75,13.92,0.3,192387.84,3.16
846816.68,13.92,0.3,192387.96,3.16
846868.61,13.92,0.3,192387.58,3.16
847040.42,13.93,0.31,192387.58,3.16
846824.4,13.92,0.3,192432.26,3.16
847045.72,13.93,0.31,192432.26,3.16
847097.65,13.93,0.31,192532.31,3.17
847149.58,13.93,0.31,192680.75,3.17
847013.38,13.93,0.31,192432.26,3.17
847013.38,13.93,0.31,192432.26,3.17
846838.14,13.93,0.31,192197.98,3.16
846838.14,13.93,0.31,192197.98,3.16
846650.13,13.93,0.31,193176.53,3.18
846578.24,13.93,0.31,192890.17,3.17
846630.18,13.93,0.31,193315.82,3.18
846682.11,13.93,0.31,193438.79,3.18
846903.43,13.94,0.32,193573.03,3.19
846615.9,13.93,0.31,193437.68,3.18
846479.7,13.93,0.31,193437.42,3.18
846535.5,13.94,0.32,193079.25,3.18
846756.82,13.94,0.32,193079.25,3.18
846765.41,13.94,0.32,192881.49,3.18
846607.28,13.94,0.32,192729.3,3.17
846659.21,13.94,0.32,192729.3,3.17
846711.14,13.95,0.33,192729.3,3.17
846882.95,13.95,0.33,192893.94,3.18
846585.43,13.95,0.33,192897.71,3.18
846813.49,13.95,0.33,192734.44,3.18
846519.22,13.95,0.33,193628.42,3.19
846519.22,13.95,0.33,193745.02,3.19
846571.15,13.95,0.33,193814.55,3.19
846434.95,13.95,0.33,193666.2,3.19
846656.27,13.96,0.34,193665.94,3.19
846708.2,13.96,0.34,193665.94,3.19
846928.48,13.96,0.34,193665.94,3.19
846640.95,13.96,0.34,193685.57,3.19
846692.88,13.96,0.34,193678.98,3.19
846914.2,13.97,0.35,193672.08,3.19
846616.68,13.96,0.34,193665.94,3.19
846788.49,13.97,0.35,194652.56,3.21
846840.42,13.97,0.35,194870.67,3.21
846704.22,13.97,0.35,194791.12,3.21
846756.15,13.97,0.35,194791.23,3.21
846756.15,13.97,0.35,194791.23,3.21
846619.94,13.97,0.35,194790.86,3.22
846619.94,13.97,0.35,194785.95,3.21
846619.94,13.97,0.35,194785.95,3.21
846483.74,13.97,0.35,194811.43,3.22
846535.67,13.98,0.36,194801.02,3.22
846587.6,13.98,0.36,194792.96,3.22
846451.4,13.98,0.36,194785.95,3.22
846503.33,13.98,0.36,195615.26,3.23
846367.12,13.98,0.36,195494.44,3.23
846419.06,13.98,0.36,195433.92,3.23
846470.99,13.99,0.37,195439.35,3.23
846334.78,13.99,0.37,195853.49,3.24
846386.71,13.99,0.37,195854.89,3.24
846108.7,13.99,0.37,195761.64,3.24
846160.63,13.99,0.37,195884.61,3.24
846160.63,13.99,0.37,195836.08,3.24
846212.56,13.99,0.37,195907.2,3.24
845946.08,13.99,0.37,195881.08,3.24
845809.87,13.99,0.37,195318.13,3.23
845861.81,13.99,0.37,195197.8,3.23
846102.86,14.0,0.38,195943.36,3.24
846274.67,14.0,0.38,195943.09,3.24
846058.65,14.0,0.38,195790.65,3.24
846090.84,14.0,0.38,195718.4,3.24
846090.84,14.0,0.38,195770.45,3.24
846090.84,14.0,0.38,195733.36,3.24
845954.64,14.0,0.38,195733.36,3.24
845698.99,14.0,0.38,195706.13,3.24
845750.93,14.0,0.38,195730.09,3.24
845750.93,14.0,0.38,195771.97,3.24
845922.74,14.0,0.38,195757.83,3.24
845644.72,14.0,0.38,195451.17,3.24
845350.92,14.0,0.37,195122.45,3.23
845402.85,14.0,0.38,195119.08,3.23
845454.78,14.0,0.38,195112.63,3.23
845176.77,14.0,0.38,195723.58,3.24
845176.77,14.0,0.38,195711.23,3.24
845040.56,14.0,0.38,195673.28,3.24
845212.37,14.0,0.38,196115.9,3.25
845433.69,14.01,0.39,196147.68,3.25
845485.63,14.01,0.39,196373.11,3.25
845537.56,14.01,0.39,196373.23,3.25
845259.54,14.01,0.39,196293.88,3.25
844981.53,14.0,0.38,195995.39,3.25
844845.32,14.0,0.38,195995.01,3.25
844557.79,14.0,0.38,195859.67,3.25
844825.92,14.01,0.39,195859.67,3.25
844629.53,14.0,0.38,195873.75,3.25
844681.46,14.01,0.39,195867.14,3.25
844545.26,14.01,0.39,195864.69,3.25
844409.05,14.01,0.39,196371.98,3.26
844460.98,14.01,0.39,196619.52,3.26
844324.78,14.01,0.39,196554.96,3.26
844376.71,14.01,0.39,196677.93,3.26
844428.64,14.01,0.39,196749.06,3.27
844292.44,14.01,0.39,196797.82,3.27
844292.44,14.01,0.39,196749.28,3.27
844292.44,14.01,0.39,196727.05,3.27
844513.76,14.02,0.4,196857.35,3.27
844216.23,14.02,0.4,196607.87,3.26
844388.04,14.02,0.4,196607.61,3.26
844439.98,14.02,0.4,196607.61,3.26
844491.91,14.03,0.4,196607.61,3.27
844543.84,14.03,0.41,196607.61,3.27
844543.84,14.03,0.41,196656.7,3.27
844389.43,14.03,0.41,196498.33,3.26
844389.43,14.03,0.41,196513.6,3.26
844610.75,14.03,0.41,196641.69,3.27
844474.54,14.03,0.41,196521.21,3.27
844338.34,14.03,0.41,197448.02,3.28
844150.32,14.03,0.41,196878.25,3.27
844202.25,14.03,0.41,197272.7,3.28
844003.16,14.03,0.41,197545.04,3.28
844003.16,14.03,0.41,197495.95,3.28
844003.16,14.03,0.41,197546.07,3.28
844055.09,14.03,0.41,197669.05,3.29
843918.89,14.03,0.41,197595.52,3.29
843970.82,14.03,0.41,197718.49,3.29
844022.75,14.04,0.42,197789.62,3.29
844074.68,14.04,0.42,197789.73,3.29
843938.48,14.04,0.42,197789.35,3.29
844159.8,14.04,0.42,197789.35,3.29
844023.59,14.04,0.42,197789.35,3.29
844023.59,14.04,0.42,197739.23,3.29
843874.01,14.04,0.42,197921.36,3.29
843874.01,14.04,0.42,197976.42,3.29
844195.65,14.05,0.43,197824.4,3.29
844100.17,14.05,0.43,198180.55,3.3
843942.03,14.05,0.42,198023.0,3.3
843805.82,14.05,0.42,198023.0,3.3
843662.45,14.04,0.42,197867.89,3.29
843662.45,14.04,0.42,197857.77,3.29
843662.45,14.04,0.42,197903.81,3.29
843714.39,14.05,0.43,197795.52,3.29
843969.44,14.05,0.43,198959.84,3.31
844190.76,14.06,0.44,199263.05,3.32
844445.82,14.06,0.44,198731.89,3.31
844710.68,14.07,0.45,199702.28,3.33
844757.71,14.07,0.45,199535.79,3.32
844804.74,14.07,0.45,199633.73,3.33
844860.54,14.08,0.46,199275.56,3.32
844682.86,14.08,0.46,198900.59,3.31
844734.79,14.08,0.46,198900.59,3.31
844906.6,14.08,0.46,198901.08,3.32
845126.88,14.09,0.47,198900.59,3.32
845126.88,14.09,0.47,198854.55,3.31
845178.81,14.09,0.47,198854.55,3.32
844891.29,14.09,0.47,198397.27,3.31
844943.22,14.09,0.47,198397.27,3.31
844943.22,14.09,0.47,198449.51,3.31
844995.15,14.09,0.47,199704.43,3.33
845166.96,14.1,0.48,200118.51,3.34
844922.49,14.09,0.47,200005.4,3.34
844747.26,14.09,0.47,199865.44,3.33
845002.31,14.1,0.48,199865.18,3.33
844847.7,14.09,0.47,199706.74,3.33
845075.77,14.1,0.48,199706.74,3.33
844771.5,14.1,0.48,199708.63,3.33
844635.29,14.1,0.48,199706.74,3.33
844635.29,14.1,0.48,199706.26,3.33
844460.06,14.09,0.47,199502.04,3.33
844460.06,14.09,0.47,199548.75,3.33
844681.38,14.1,0.48,199548.75,3.33
844733.31,14.1,0.48,199668.12,3.33
844785.24,14.1,0.48,199779.12,3.34
844487.72,14.1,0.48,199670.18,3.33
844487.72,14.1,0.48,199641.26,3.33
844715.78,14.1,0.48,199519.83,3.33
844421.51,14.1,0.48,200563.54,3.35
844143.5,14.1,0.48,200031.1,3.34
844364.82,14.1,0.48,200263.51,3.34
844536.63,14.11,0.49,200263.25,3.34
844400.42,14.11,0.49,200263.25,3.35
844264.22,14.11,0.49,200309.64,3.35
844436.03,14.11,0.49,200285.19,3.35
844138.5,14.11,0.49,199922.33,3.34
844366.57,14.11,0.49,199900.38,3.34
844538.38,14.12,0.5,200918.73,3.36
844253.91,14.11,0.49,200704.09,3.35
844300.94,14.12,0.49,200681.5,3.36
844159.83,14.12,0.49,201169.83,3.36
844331.64,14.12,0.5,201169.57,3.36
844552.97,14.12,0.5,201169.57,3.36
844552.97,14.12,0.5,201129.07,3.36
844416.76,14.12,0.5,201155.27,3.36
844150.28,14.12,0.5,201179.13,3.37
843842.75,14.12,0.5,201183.76,3.37
843894.68,14.12,0.5,201169.58,3.37
843946.62,14.12,0.5,201160.38,3.37
844167.94,14.13,0.51,201152.92,3.37
844167.94,14.13,0.51,201122.68,3.37
844167.94,14.13,0.51,201169.92,3.37
844219.87,14.13,0.51,201169.92,3.37
843922.34,14.13,0.51,202173.55,3.38
843922.34,14.13,0.51,202208.0,3.38
843764.2,14.12,0.5,202044.72,3.38
843816.14,14.13,0.51,202188.17,3.38
843987.95,14.13,0.51,202187.91,3.39
843855.61,14.13,0.51,201545.83,3.38
843676.07,14.13,0.51,201264.77,3.37
843897.39,14.14,0.51,201264.77,3.37
843599.86,14.13,0.51,201264.77,3.37
843599.86,14.13,0.51,201237.29,3.37
843651.8,14.13,0.51,201291.26,3.37
843703.73,14.14,0.52,201276.39,3.37
843703.73,14.14,0.52,201310.81,3.37
843567.52,14.14,0.52,201271.71,3.37
843619.45,14.14,0.52,201271.71,3.37
843411.12,14.14,0.52,201066.52,3.37
843632.45,14.14,0.52,202065.55,3.39
843684.38,14.14,0.52,202441.23,3.39
843496.36,14.14,0.52,202208.46,3.39
843198.84,14.14,0.52,201840.77,3.38
843062.63,14.14,0.52,201710.35,3.38
842906.35,14.14,0.52,201555.25,3.38
842770.15,14.14,0.52,201555.25,3.38
842941.96,14.14,0.52,201600.0,3.38
842997.76,14.14,0.52,201241.83,3.38
843209.48,14.15,0.53,201218.05,3.38
843261.41,14.15,0.53,201314.79,3.38
843482.73,14.16,0.54,201391.34,3.38
843482.73,14.16,0.54,201420.5,3.38
843534.67,14.16,0.54,201874.0,3.39
843398.46,14.16,0.54,201854.67,3.39
843110.93,14.15,0.53,201911.87,3.39
843339.0,14.16,0.54,202172.89,3.39
843339.0,14.16,0.54,202198.82,3.39
843044.73,14.16,0.54,201896.72,3.39
842908.52,14.16,0.54,201896.46,3.39
842908.52,14.16,0.54,201836.56,3.39
842960.46,14.16,0.54,201836.56,3.39
843012.39,14.16,0.54,201836.56,3.39
843184.2,14.17,0.55,201864.62,3.39
843047.99,14.17,0.55,201841.84,3.39
842911.79,14.17,0.55,201836.56,3.39
843133.11,14.17,0.55,202581.9,3.4
843185.04,14.17,0.55,202955.05,3.41
843236.97,14.18,0.56,202955.17,3.41
842939.45,14.17,0.55,202565.64,3.41
843160.77,14.18,0.56,202565.26,3.41
843024.56,14.18,0.56,202567.96,3.41
842736.55,14.17,0.55,202304.62,3.4
842600.34,14.17,0.55,202321.88,3.4
842464.14,14.17,0.55,202307.8,3.4
842327.93,14.17,0.55,202655.26,3.41
842191.72,14.17,0.55,202594.57,3.41
842243.66,14.18,0.56,202825.87,3.41
842243.66,14.18,0.56,202872.58,3.41
842415.47,14.18,0.56,202872.32,3.42
842587.28,14.19,0.57,202872.32,3.42
842587.28,14.19,0.57,202939.47,3.42
842807.56,14.19,0.57,202966.5,3.42
842655.01,14.19,0.57,202814.54,3.42
842397.47,14.19,0.56,202661.28,3.41
842261.26,14.19,0.56,202642.34,3.41
842125.06,14.19,0.56,203140.14,3.42
842176.99,14.19,0.57,203213.48,3.42
841879.46,14.18,0.56,203127.18,3.42
841931.4,14.19,0.57,203475.75,3.43
841795.19,14.19,0.57,203950.62,3.44
841847.12,14.19,0.57,204073.6,3.44
842068.44,14.19,0.57,204207.83,3.44
842068.44,14.19,0.57,204208.82,3.44
842120.38,14.2,0.58,204331.79,3.44
842120.38,14.2,0.58,204302.87,3.44
841822.85,14.19,0.57,204157.82,3.44
841994.66,14.2,0.58,204306.1,3.45
841944.66,14.2,0.58,204256.1,3.44
841944.66,14.2,0.58,204251.89,3.44
842165.98,14.2,0.58,204283.67,3.45
842061.57,14.2,0.58,204198.24,3.44
842061.57,14.2,0.58,204147.6,3.44
841929.23,14.2,0.58,203505.52,3.43
841661.96,14.2,0.58,203179.2,3.43
841670.56,14.2,0.58,203081.75,3.43
841383.03,14.2,0.58,202919.55,3.42
841434.96,14.2,0.58,203171.84,3.43
841434.96,14.2,0.58,203141.59,3.43
841246.95,14.2,0.58,203129.24,3.43
841246.95,14.2,0.58,203120.59,3.43
841110.74,14.2,0.58,203120.33,3.43
841332.06,14.2,0.58,203120.33,3.43
841034.54,14.2,0.58,203257.62,3.43
841086.47,14.2,0.58,203202.79,3.43
841306.74,14.2,0.58,203120.33,3.43
841528.07,14.21,0.59,203120.33,3.43
841391.86,14.21,0.59,204103.96,3.45
841216.63,14.21,0.59,203969.38,3.44
840898.7,14.2,0.58,203651.28,3.44
840762.5,14.2,0.58,203651.02,3.44
840626.29,14.2,0.58,203651.02,3.44
840490.09,14.2,0.58,203094.37,3.43
840542.02,14.21,0.59,203461.97,3.44
840542.02,14.21,0.59,203496.4,3.44
840405.81,14.21,0.59,203530.26,3.44
840108.29,14.2,0.58,203606.77,3.44
839830.27,14.2,0.58,203281.13,3.44
839694.07,14.2,0.58,203253.6,3.44
839449.15,14.19,0.57,202980.46,3.43
839704.21,14.2,0.58,202974.13,3.43
839704.21,14.2,0.58,203020.84,3.43
839925.53,14.21,0.58,203604.78,3.44
839737.51,14.2,0.58,203617.8,3.44
839439.99,14.2,0.58,203387.31,3.44
839439.99,14.2,0.58,203447.64,3.44
839496.82,14.2,0.58,203496.36,3.44
839496.82,14.2,0.58,203530.82,3.44
839308.8,14.2,0.58,203183.49,3.44
839530.12,14.2,0.58,203215.26,3.44
839232.6,14.2,0.58,203053.07,3.44
839279.63,14.2,0.58,203336.8,3.44
839143.42,14.2,0.58,203396.8,3.44
839195.36,14.21,0.59,203519.78,3.45
839247.29,14.21,0.59,203590.9,3.45
839247.29,14.21,0.59,203563.41,3.45
839247.29,14.21,0.59,203564.4,3.45
839059.27,14.21,0.59,203482.7,3.45
838923.07,14.21,0.59,203482.44,3.45
838786.86,14.21,0.59,203482.44,3.45
839008.18,14.21,0.59,203482.44,3.45
838710.66,14.21,0.59,203757.4,3.45
838574.45,14.21,0.59,203708.33,3.45
838438.24,14.21,0.59,203596.9,3.45
838302.04,14.21,0.59,203596.63,3.45
838533.16,14.21,0.59,204769.56,3.47
838754.48,14.22,0.6,204769.56,3.47
838754.48,14.22,0.6,204852.32,3.47
838833.37,14.22,0.6,204501.36,3.47
838697.17,14.22,0.6,204501.36,3.47
838712.34,14.22,0.6,204351.35,3.47
838576.13,14.22,0.6,204565.76,3.47
838747.95,14.23,0.61,204693.44,3.47
838450.42,14.22,0.6,204402.12,3.47
838272.17,14.22,0.6,204178.99,3.46
837994.16,14.22,0.6,203990.78,3.46
837727.67,14.21,0.59,203703.92,3.46
837779.61,14.22,0.6,203668.49,3.46
837831.54,14.22,0.6,203837.43,3.46
837538.91,14.22,0.59,203614.52,3.46
837789.07,14.22,0.6,204537.55,3.47
837652.86,14.22,0.6,204537.29,3.47
837824.67,14.23,0.6,204537.29,3.47
837824.67,14.23,0.6,204490.58,3.47
837688.47,14.23,0.61,204664.1,3.48
837552.26,14.23,0.61,204666.27,3.48
837416.06,14.23,0.61,204490.58,3.47
837098.73,14.22,0.6,204173.25,3.47
837353.78,14.23,0.61,204875.44,3.48
837353.78,14.23,0.61,204904.6,3.48
837405.72,14.23,0.61,205050.43,3.48
837144.45,14.23,0.61,204931.77,3.48
837365.77,14.23,0.61,205206.7,3.49
837068.25,14.23,0.61,204971.64,3.48
837240.06,14.23,0.61,205052.21,3.49
837103.85,14.23,0.61,205144.79,3.49
836967.65,14.23,0.61,205014.38,3.49
836831.44,14.23,0.61,205014.38,3.49
837051.72,14.24,0.62,205014.12,3.49
837223.53,14.24,0.62,205014.12,3.49
837444.85,14.25,0.63,205033.22,3.49
837308.65,14.25,0.63,205025.37,3.49
837030.63,14.24,0.62,204681.7,3.48
837030.63,14.24,0.62,204702.35,3.48
836894.43,14.24,0.62,204701.77,3.48
836894.43,14.24,0.62,204750.47,3.48
836894.43,14.24,0.62,204715.98,3.48
836758.22,14.24,0.62,205156.86,3.49
836622.01,14.24,0.62,205097.83,3.49
836485.81,14.24,0.62,205764.55,3.5
836485.81,14.24,0.62,205764.55,3.5
836537.74,14.25,0.63,205764.66,3.5
836589.67,14.25,0.63,205764.28,3.5
836453.47,14.25,0.63,205764.28,3.51
836155.94,14.24,0.62,205432.68,3.5
836207.87,14.25,0.63,205432.68,3.5
835993.71,14.24,0.62,205216.06,3.5
836165.52,14.25,0.63,205374.26,3.5
836165.52,14.25,0.63,205413.94,3.5
836029.32,14.25,0.63,205357.37,3.5
835741.3,14.25,0.62,205073.8,3.5
835793.23,14.25,0.63,205278.13,3.5
835845.16,14.25,0.63,205939.16,3.51
836016.97,14.26,0.63,206019.74,3.51
835755.71,14.25,0.63,205767.49,3.51
835927.52,14.26,0.64,206077.19,3.51
835791.32,14.26,0.64,206076.93,3.52
836012.64,14.26,0.64,206076.93,3.52
836064.57,14.26,0.64,206076.93,3.52
835886.32,14.26,0.64,205902.89,3.51
