ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5a66-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
618,1516,1186500,6212,1186500
618,1516,1187500,6212,1187500
618,1516,1188500,6212,1188500
618,1516,1189050,6212,1189050
619,1520,1190050,6212,1190050
619,1520,1190860,6212,1190860
619,1520,1191330,6212,1191330
619,1520,1191880,6212,1191880
620,1524,1192690,6212,1192690
620,1524,1193160,6212,1193160
620,1524,1193480,6212,1193480
620,1524,1194480,6212,1194480
620,1524,1195480,6212,1195480
620,1524,1196480,6212,1196480
621,1528,1196950,6212,1196950
621,1528,1197760,6212,1197760
621,1528,1198760,6212,1198760
621,1528,1199760,6212,1199760
622,1532,1200760,6212,1200760
622,1532,1201080,6212,1201080
622,1532,1201890,6212,1201890
622,1532,1202700,6212,1202700
622,1532,1203700,6212,1203700
623,1540,1203700,6212,1203700
624,1544,1204160,6212,1204160
624,1544,1205160,6212,1205160
624,1544,1205480,6212,1205480
624,1544,1205480,6212,1205480
625,1548,1206480,6212,1206480
625,1548,1206480,6212,1206480
625,1548,1207290,6212,1207290
625,1548,1207880,6212,1207880
625,1548,1208880,6212,1208880
625,1548,1208880,6212,1208880
626,1552,1209690,6212,1209690
626,1552,1210500,6212,1210500
626,1552,1211500,6212,1211500
626,1552,1211970,6212,1211970
627,1556,1212970,6212,1212970
627,1556,1213130,6212,1213130
627,1556,1213940,6212,1213940
627,1556,1214410,6212,1214410
627,1556,1215060,6212,1215060
627,1556,1216060,6212,1216060
628,1560,1216520,6212,1216520
629,1568,1216520,6212,1216520
629,1568,1216570,6212,1216570
629,1568,1217040,6212,1217040
629,1568,1217850,6212,1217850
629,1568,1218310,6212,1218310
629,1568,1219120,6212,1219120
630,1572,1220120,6212,1220120
630,1572,1221120,6212,1221120
630,1572,1221120,6212,1221120
630,1572,1221120,6212,1221120
630,1572,1221600,6212,1221600
630,1572,1222410,6212,1222410
631,1576,1222960,6212,1222960
631,1576,1223770,6212,1223770
631,1576,1224770,6212,1224770
631,1576,1225770,6212,1225770
631,1576,1226090,6212,1226090
631,1576,1226250,6212,1226250
631,1576,1226250,6212,1226250
631,1576,1226470,6212,1226470
632,1580,1227470,6212,1227470
632,1580,1227470,6212,1227470
632,1580,1227940,6212,1227940
633,1584,1228940,6212,1228940
633,1584,1229750,6212,1229750
633,1584,1229980,6212,1229980
633,1584,1230980,6212,1230980
634,1588,1231450,6212,1231450
634,1588,1231920,6212,1231920
634,1588,1232730,6212,1232730
634,1588,1232950,6212,1232950
634,1588,1233950,6212,1233950
635,1592,1234950,6212,1234950
635,1592,1235760,6212,1235760
636,1596,1236760,6212,1236760
636,1596,1237760,6212,1237760
636,1596,1237980,6212,1237980
636,1596,1238630,6212,1238630
636,1596,1239440,6212,1239440
636,1596,1240440,6212,1240440
636,1596,1240760,6212,1240760
636,1596,1241230,6212,1241230
637,1604,1242230,6212,1242230
637,1604,1242690,6212,1242690
637,1604,1243150,6212,1243150
637,1604,1243740,6212,1243740
637,1604,1244740,6212,1244740
637,1604,1245200,6212,1245200
637,1604,1246010,6212,1246010
637,1604,1246010,6212,1246010
637,1604,1246600,6212,1246600
637,1604,1247600,6212,1247600
637,1604,1248070,6212,1248070
638,1612,1248540,6212,1248540
638,1612,1249350,6212,1249350
638,1612,1250350,6212,1250350
638,1612,1251350,6212,1251350
638,1612,1252350,6212,1252350
638,1612,1252680,6212,1252680
638,1612,1253490,6212,1253490
638,1612,1253710,6212,1253710
638,1612,1253940,6212,1253940
638,1612,1254260,6212,1254260
638,1612,1255260,6212,1255260
638,1612,1255730,6212,1255730
639,1620,1256200,6212,1256200
639,1620,1256850,6212,1256850
639,1620,1257850,6212,1257850
639,1620,1258660,6212,1258660
639,1620,1259660,6212,1259660
639,1620,1260660,6212,1260660
639,1620,1261660,6212,1261660
639,1620,1261660,6212,1261660
639,1620,1262120,6212,1262120
639,1620,1263120,6212,1263120
639,1620,1263490,6212,1263490
640,1628,1264490,6212,1264490
640,1628,1264710,6212,1264710
640,1628,1264930,6212,1264930
640,1628,1265930,6212,1265930
640,1628,1266480,6212,1266480
640,1628,1267480,6212,1267480
640,1628,1268290,6212,1268290
640,1628,1269100,6212,1269100
640,1628,1270100,6212,1270100
640,1628,1270750,6212,1270750
640,1628,1271070,6212,1271070
641,1636,1272070,6212,1272070
641,1636,1273070,6212,1273070
641,1636,1273880,6212,1273880
641,1636,1274530,6212,1274530
641,1636,1275530,6212,1275530
641,1636,1276530,6212,1276530
641,1636,1276530,6212,1276530
641,1636,1276530,6212,1276530
641,1636,1277530,6212,1277530
641,1636,1278530,6212,1278530
641,1636,1278530,6212,1278530
641,1636,1278530,6212,1278530
641,1636,1279530,6212,1279530
642,1644,1280530,6212,1280530
642,1644,1281530,6212,1281530
642,1644,1282530,6212,1282530
642,1644,1283000,6212,1283000
642,1644,1283810,6212,1283810
642,1644,1284400,6212,1284400
642,1644,1284870,6212,1284870
642,1644,1285870,6212,1285870
642,1644,1285870,6212,1285870
642,1644,1286520,6212,1286520
642,1644,1287330,6212,1287330
642,1644,1288140,6212,1288140
642,1644,1289140,6212,1289140
642,1644,1289950,6212,1289950
643,1652,1290950,6212,1290950
643,1652,1291500,6212,1291500
643,1652,1292500,6212,1292500
643,1652,1293500,6212,1293500
643,1652,1293970,6212,1293970
643,1652,1294430,6212,1294430
643,1652,1294660,6212,1294660
643,1652,1295660,6212,1295660
643,1652,1295660,6212,1295660
643,1652,1296660,6212,1296660
644,1660,1297660,6212,1297660
644,1660,1298470,6212,1298470
644,1660,1298790,6212,1298790
644,1660,1299340,6212,1299340
644,1660,1299570,6212,1299570
644,1660,1299790,6212,1299790
644,1660,1300790,6212,1300790
644,1660,1301440,6212,1301440
644,1660,1301440,6212,1301440
644,1660,1302250,6212,1302250
644,1660,1303060,6212,1303060
644,1660,1304060,6212,1304060
644,1660,1304870,6212,1304870
644,1660,1305680,6212,1305680
644,1660,1306490,6212,1306490
645,1668,1306960,6212,1306960
645,1668,1307430,6212,1307430
645,1668,1308240,6212,1308240
645,1668,1309240,6212,1309240
645,1668,1310240,6212,1310240
645,1668,1311050,6212,1311050
645,1668,1311510,6212,1311510
645,1668,1312510,6212,1312510
645,1668,1313510,6212,1313510
646,1676,1314510,6212,1314510
646,1676,1315510,6212,1315510
646,1676,1316320,6212,1316320
646,1676,1316970,6212,1316970
646,1676,1317780,6212,1317780
646,1676,1318330,6212,1318330
646,1676,1318800,6212,1318800
646,1676,1319800,6212,1319800
646,1676,1319800,6212,1319800
646,1676,1320800,6212,1320800
646,1676,1321610,6212,1321610
647,1684,1322610,6212,1322610
647,1684,1323080,6212,1323080
647,1684,1324080,6212,1324080
647,1684,1324550,6212,1324550
647,1684,1325020,6212,1325020
647,1684,1325830,6212,1325830
647,1684,1325830,6212,1325830
647,1684,1326150,6212,1326150
647,1684,1327150,6212,1327150
647,1684,1328150,6212,1328150
647,1684,1328620,6212,1328620
647,1684,1329270,6212,1329270
648,1692,1330270,6212,1330270
648,1692,1331270,6212,1331270
648,1692,1332270,6212,1332270
648,1692,1332740,6212,1332740
648,1692,1336740,6212,1336740
648,1692,1336740,6212,1336740
648,1692,1337740,6212,1337740
649,1700,1338740,6212,1338740
649,1700,1338740,6212,1338740
649,1700,1339290,6212,1339290
649,1700,1340290,6212,1340290
649,1700,1340760,6212,1340760
649,1700,1341760,6212,1341760
649,1700,1342570,6212,1342570
649,1700,1343380,6212,1343380
649,1700,1343850,6212,1343850
649,1700,1344660,6212,1344660
650,1708,1345660,6212,1345660
650,1708,1345660,6212,1345660
650,1708,1346660,6212,1346660
650,1708,1346660,6212,1346660
650,1708,1346660,6212,1346660
650,1708,1347660,6212,1347660
650,1708,1347660,6212,1347660
650,1708,1348660,6212,1348660
650,1708,1349130,6212,1349130
650,1708,1349450,6212,1349450
650,1708,1350450,6212,1350450
650,1708,1351450,6212,1351450
650,1708,1351920,6212,1351920
650,1708,1352730,6212,1352730
651,1716,1353730,6212,1353730
651,1716,1354200,6212,1354200
651,1716,1355010,6212,1355010
651,1716,1356010,6212,1356010
651,1716,1356820,6212,1356820
651,1716,1357630,6212,1357630
651,1716,1358630,6212,1358630
651,1716,1359440,6212,1359440
651,1716,1360440,6212,1360440
651,1716,1361440,6212,1361440
652,1724,1362440,6212,1362440
652,1724,1363090,6212,1363090
652,1724,1364090,6212,1364090
652,1724,1365090,6212,1365090
652,1724,1365560,6212,1365560
652,1724,1366110,6212,1366110
652,1724,1366430,6212,1366430
652,1724,1366750,6212,1366750
652,1724,1366750,6212,1366750
653,1732,1367750,6212,1367750
653,1732,1368220,6212,1368220
653,1732,1369220,6212,1369220
653,1732,1369220,6212,1369220
653,1732,1370220,6212,1370220
653,1732,1371220,6212,1371220
653,1732,1371380,6212,1371380
653,1732,1372380,6212,1372380
653,1732,1373380,6212,1373380
653,1732,1374380,6212,1374380
653,1732,1374850,6212,1374850
653,1732,1374850,6212,1374850
653,1732,1375320,6212,1375320
654,1740,1376320,6212,1376320
654,1740,1377320,6212,1377320
654,1740,1378130,6212,1378130
654,1740,1379130,6212,1379130
654,1740,1379130,6212,1379130
654,1740,1379940,6212,1379940
654,1740,1380940,6212,1380940
654,1740,1381750,6212,1381750
654,1740,1381750,6212,1381750
654,1740,1382070,6212,1382070
654,1740,1382070,6212,1382070
654,1740,1382540,6212,1382540
655,1748,1383190,6212,1383190
655,1748,1384190,6212,1384190
655,1748,1384740,6212,1384740
655,1748,1384970,6212,1384970
655,1748,1384970,6212,1384970
655,1748,1385190,6212,1385190
655,1748,1385420,6212,1385420
655,1748,1385890,6212,1385890
655,1748,1386360,6212,1386360
655,1748,1386360,6212,1386360
655,1748,1387170,6212,1387170
655,1748,1387760,6212,1387760
655,1748,1388230,6212,1388230
655,1748,1388460,6212,1388460
655,1748,1388460,6212,1388460
655,1748,1389270,6212,1389270
655,1748,1389740,6212,1389740
655,1748,1390060,6212,1390060
655,1748,1390060,6212,1390060
655,1748,1390870,6212,1390870
656,1756,1392870,6212,1392870
656,1756,1392870,6212,1392870
656,1756,1393870,6212,1393870
656,1756,1393870,6212,1393870
656,1756,1394680,6212,1394680
656,1756,1394680,6212,1394680
656,1756,1395680,6212,1395680
656,1756,1395680,6212,1395680
656,1756,1396680,6212,1396680
656,1756,1396680,6212,1396680
656,1756,1396900,6212,1396900
656,1756,1397900,6212,1397900
656,1756,1398370,6212,1398370
656,1756,1398370,6212,1398370
656,1756,1399370,6212,1399370
657,1764,1399840,6212,1399840
657,1764,1400160,6212,1400160
657,1764,1401160,6212,1401160
657,1764,1401970,6212,1401970
657,1764,1402290,6212,1402290
657,1764,1403290,6212,1403290
657,1764,1404290,6212,1404290
657,1764,1404750,6212,1404750
657,1764,1405560,6212,1405560
657,1764,1406560,6212,1406560
658,1772,1407560,6212,1407560
658,1772,1408370,6212,1408370
658,1772,1409370,6212,1409370
658,1772,1410180,6212,1410180
658,1772,1411180,6212,1411180
658,1772,1411990,6212,1411990
658,1772,1412990,6212,1412990
658,1772,1413800,6212,1413800
658,1772,1414270,6212,1414270
659,1780,1415270,6212,1415270
659,1780,1415750,6212,1415750
659,1780,1416340,6212,1416340
659,1780,1417340,6212,1417340
659,1780,1418340,6212,1418340
659,1780,1418340,6212,1418340
659,1780,1419340,6212,1419340
659,1780,1419340,6212,1419340
659,1780,1419990,6212,1419990
659,1780,1420460,6212,1420460
659,1780,1420460,6212,1420460
659,1780,1421460,6212,1421460
659,1780,1421460,6212,1421460
659,1780,1422270,6212,1422270
660,1788,1423270,6212,1423270
660,1788,1424080,6212,1424080
660,1788,1425080,6212,1425080
660,1788,1426080,6212,1426080
660,1788,1427080,6212,1427080
660,1788,1428080,6212,1428080
660,1788,1429080,6212,1429080
660,1788,1429080,6212,1429080
660,1788,1430080,6212,1430080
660,1788,1430550,6212,1430550
660,1788,1430870,6212,1430870
660,1788,1431680,6212,1431680
661,1796,1432680,6212,1432680
661,1796,1433330,6212,1433330
661,1796,1434330,6212,1434330
661,1796,1434330,6212,1434330
662,1804,1442330,6212,1442330
662,1804,1443140,6212,1443140
662,1804,1444140,6212,1444140
662,1804,1445140,6212,1445140
662,1804,1445140,6212,1445140
662,1804,1445600,6212,1445600
662,1804,1446600,6212,1446600
662,1804,1447600,6212,1447600
662,1804,1447600,6212,1447600
663,1812,1448070,6212,1448070
663,1812,1448070,6212,1448070
663,1812,1448300,6212,1448300
663,1812,1449300,6212,1449300
663,1812,1450300,6212,1450300
663,1812,1451110,6212,1451110
663,1812,1451430,6212,1451430
663,1812,1451430,6212,1451430
663,1812,1452240,6212,1452240
663,1812,1452240,6212,1452240
663,1812,1453240,6212,1453240
663,1812,1453400,6212,1453400
663,1812,1454210,6212,1454210
663,1812,1454860,6212,1454860
664,1820,1455860,6212,1455860
664,1820,1455860,6212,1455860
664,1820,1456860,6212,1456860
664,1820,1457670,6212,1457670
664,1820,1458670,6212,1458670
664,1820,1459670,6212,1459670
664,1820,1460670,6212,1460670
664,1820,1461480,6212,1461480
664,1820,1462070,6212,1462070
664,1820,1462390,6212,1462390
664,1820,1463390,6212,1463390
664,1820,1464390,6212,1464390
665,1828,1465390,6212,1465390
665,1828,1466390,6212,1466390
665,1828,1466500,6212,1466500
665,1828,1467150,6212,1467150
665,1828,1468150,6212,1468150
665,1828,1468610,6212,1468610
665,1828,1469080,6212,1469080
665,1828,1470080,6212,1470080
665,1828,1470890,6212,1470890
665,1828,1471890,6212,1471890
665,1828,1472360,6212,1472360
665,1828,1472360,6212,1472360
665,1828,1472820,6212,1472820
665,1828,1473630,6212,1473630
666,1836,1474630,6212,1474630
666,1836,1475100,6212,1475100
666,1836,1475420,6212,1475420
666,1836,1476230,6212,1476230
666,1836,1477040,6212,1477040
666,1836,1478040,6212,1478040
666,1836,1479040,6212,1479040
666,1836,1480040,6212,1480040
666,1836,1480590,6212,1480590
666,1836,1481400,6212,1481400
666,1836,1481720,6212,1481720
666,1836,1481720,6212,1481720
666,1836,1482190,6212,1482190
666,1836,1483000,6212,1483000
667,1844,1483810,6212,1483810
667,1844,1484400,6212,1484400
667,1844,1484720,6212,1484720
667,1844,1485720,6212,1485720
667,1844,1486720,6212,1486720
667,1844,1487720,6212,1487720
667,1844,1488720,6212,1488720
667,1844,1490720,6212,1490720
668,1852,1491720,6212,1491720
668,1852,1492050,6212,1492050
668,1852,1492860,6212,1492860
668,1852,1493670,6212,1493670
668,1852,1494670,6212,1494670
668,1852,1495480,6212,1495480
668,1852,1496480,6212,1496480
668,1852,1497480,6212,1497480
668,1852,1498480,6212,1498480
669,1860,1499480,6212,1499480
669,1860,1500480,6212,1500480
669,1860,1501130,6212,1501130
669,1860,1501130,6212,1501130
669,1860,1501940,6212,1501940
669,1860,1502940,6212,1502940
669,1860,1503750,6212,1503750
669,1860,1504400,6212,1504400
669,1860,1505210,6212,1505210
670,1868,1506020,6212,1506020
670,1868,1506480,6212,1506480
670,1868,1506480,6212,1506480
670,1868,1507480,6212,1507480
670,1868,1507800,6212,1507800
670,1868,1508120,6212,1508120
670,1868,1508590,6212,1508590
670,1868,1509400,6212,1509400
670,1868,1509870,6212,1509870
670,1868,1510340,6212,1510340
670,1868,1510340,6212,1510340
670,1868,1510810,6212,1510810
670,1868,1510810,6212,1510810
670,1868,1511810,6212,1511810
670,1868,1512280,6212,1512280
671,1876,1513280,6212,1513280
671,1876,1514280,6212,1514280
671,1876,1514930,6212,1514930
671,1876,1515740,6212,1515740
671,1876,1516390,6212,1516390
671,1876,1517200,6212,1517200
671,1876,1518010,6212,1518010
671,1876,1518330,6212,1518330
671,1876,1519330,6212,1519330
672,1884,1520330,6212,1520330
672,1884,1521140,6212,1521140
672,1884,1521790,6212,1521790
672,1884,1522600,6212,1522600
672,1884,1523600,6212,1523600
672,1884,1523920,6212,1523920
672,1884,1524390,6212,1524390
672,1884,1525200,6212,1525200
672,1884,1526010,6212,1526010
672,1884,1526330,6212,1526330
672,1884,1527330,6212,1527330
673,1892,1528330,6212,1528330
673,1892,1529330,6212,1529330
673,1892,1530330,6212,1530330
673,1892,1531330,6212,1531330
673,1892,1531330,6212,1531330
673,1892,1532140,6212,1532140
673,1892,1532950,6212,1532950
673,1892,1532950,6212,1532950
673,1892,1533420,6212,1533420
673,1892,1534070,6212,1534070
673,1892,1535070,6212,1535070
674,1900,1535880,6212,1535880
674,1900,1535880,6212,1535880
674,1900,1536880,6212,1536880
674,1900,1537690,6212,1537690
674,1900,1538690,6212,1538690
674,1900,1538690,6212,1538690
674,1900,1538920,6212,1538920
674,1900,1538920,6212,1538920
674,1900,1539920,6212,1539920
674,1900,1540920,6212,1540920
674,1900,1541390,6212,1541390
674,1900,1541860,6212,1541860
674,1900,1542670,6212,1542670
674,1900,1542670,6212,1542670
675,1908,1543670,6212,1543670
675,1908,1544480,6212,1544480
675,1908,1545290,6212,1545290
675,1908,1546290,6212,1546290
675,1908,1546760,6212,1546760
675,1908,1547230,6212,1547230
675,1908,1548230,6212,1548230
675,1908,1549230,6212,1549230
675,1908,1550040,6212,1550040
676,1916,1550360,6212,1550360
676,1916,1551170,6212,1551170
676,1916,1552170,6212,1552170
676,1916,1553170,6212,1553170
676,1916,1553820,6212,1553820
676,1916,1554140,6212,1554140
676,1916,1554460,6212,1554460
676,1916,1555460,6212,1555460
676,1916,1555780,6212,1555780
676,1916,1556250,6212,1556250
676,1916,1557060,6212,1557060
676,1916,1557280,6212,1557280
677,1924,1558280,6212,1558280
677,1924,1559280,6212,1559280
677,1924,1559930,6212,1559930
677,1924,1560520,6212,1560520
677,1924,1561330,6212,1561330
677,1924,1562330,6212,1562330
677,1924,1563330,6212,1563330
677,1924,1564330,6212,1564330
677,1924,1564650,6212,1564650
678,1932,1565650,6212,1565650
678,1932,1566460,6212,1566460
678,1932,1566460,6212,1566460
678,1932,1567460,6212,1567460
678,1932,1567930,6212,1567930
678,1932,1568740,6212,1568740
678,1932,1569740,6212,1569740
678,1932,1570550,6212,1570550
678,1932,1570550,6212,1570550
678,1932,1571200,6212,1571200
678,1932,1571670,6212,1571670
679,1940,1572140,6212,1572140
679,1940,1576140,6212,1576140
679,1940,1577140,6212,1577140
679,1940,1577600,6212,1577600
679,1940,1578410,6212,1578410
679,1940,1579410,6212,1579410
679,1940,1579410,6212,1579410
679,1940,1579730,6212,1579730
680,1948,1580730,6212,1580730
680,1948,1581730,6212,1581730
680,1948,1582200,6212,1582200
680,1948,1583010,6212,1583010
680,1948,1584010,6212,1584010
680,1948,1585010,6212,1585010
680,1948,1585820,6212,1585820
680,1948,1586820,6212,1586820
680,1948,1586820,6212,1586820
680,1948,1586820,6212,1586820
681,1956,1587470,6212,1587470
681,1956,1587630,6212,1587630
681,1956,1588630,6212,1588630
681,1956,1588630,6212,1588630
681,1956,1589630,6212,1589630
681,1956,1590630,6212,1590630
681,1956,1592630,6212,1592630
681,1956,1593100,6212,1593100
681,1956,1593570,6212,1593570
681,1956,1594380,6212,1594380
682,1964,1595380,6212,1595380
682,1964,1596190,6212,1596190
682,1964,1596660,6212,1596660
682,1964,1597660,6212,1597660
682,1964,1598660,6212,1598660
682,1964,1599660,6212,1599660
682,1964,1600470,6212,1600470
682,1964,1600470,6212,1600470
682,1964,1600940,6212,1600940
682,1964,1601750,6212,1601750
682,1964,1601750,6212,1601750
682,1964,1602070,6212,1602070
682,1964,1602540,6212,1602540
683,1972,1603190,6212,1603190
683,1972,1603510,6212,1603510
683,1972,1604510,6212,1604510
683,1972,1604980,6212,1604980
683,1972,1604980,6212,1604980
683,1972,1604980,6212,1604980
683,1972,1605350,6212,1605350
683,1972,1606160,6212,1606160
683,1972,1606480,6212,1606480
683,1972,1607480,6212,1607480
683,1972,1607710,6212,1607710
683,1972,1608710,6212,1608710
683,1972,1609710,6212,1609710
683,1972,1610520,6212,1610520
684,1980,1611520,6212,1611520
684,1980,1612170,6212,1612170
684,1980,1612980,6212,1612980
684,1980,1613980,6212,1613980
684,1980,1614980,6212,1614980
684,1980,1615980,6212,1615980
684,1980,1616980,6212,1616980
684,1980,1617980,6212,1617980
685,1988,1618980,6212,1618980
685,1988,1619450,6212,1619450
685,1988,1619910,6212,1619910
685,1988,1620720,6212,1620720
685,1988,1621530,6212,1621530
685,1988,1622530,6212,1622530
685,1988,1622850,6212,1622850
685,1988,1623080,6212,1623080
685,1988,1623400,6212,1623400
685,1988,1623400,6212,1623400
685,1988,1623950,6212,1623950
685,1988,1624540,6212,1624540
685,1988,1624540,6212,1624540
685,1988,1624540,6212,1624540
685,1988,1625010,6212,1625010
685,1988,1625470,6212,1625470
686,1996,1626470,6212,1626470
686,1996,1627470,6212,1627470
686,1996,1628280,6212,1628280
686,1996,1629090,6212,1629090
686,1996,1630090,6212,1630090
686,1996,1630900,6212,1630900
686,1996,1631710,6212,1631710
686,1996,1632710,6212,1632710
686,1996,1632710,6212,1632710
686,1996,1632710,6212,1632710
687,2004,1633180,6212,1633180
687,2004,1633640,6212,1633640
687,2004,1634290,6212,1634290
687,2004,1634760,6212,1634760
687,2004,1635230,6212,1635230
687,2004,1635230,6212,1635230
687,2004,1636230,6212,1636230
687,2004,1637230,6212,1637230
687,2004,1638230,6212,1638230
687,2004,1639230,6212,1639230
687,2004,1640230,6212,1640230
688,2012,1641230,6212,1641230
688,2012,1642040,6212,1642040
688,2012,1643040,6212,1643040
688,2012,1643360,6212,1643360
688,2012,1644360,6212,1644360
688,2012,1645010,6212,1645010
688,2012,1646010,6212,1646010
688,2012,1646480,6212,1646480
688,2012,1647480,6212,1647480
688,2012,1647480,6212,1647480
688,2012,1647640,6212,1647640
689,2020,1648450,6212,1648450
689,2020,1649260,6212,1649260
689,2020,1650260,6212,1650260
689,2020,1651260,6212,1651260
689,2020,1651730,6212,1651730
689,2020,1651730,6212,1651730
689,2020,1652540,6212,1652540
689,2020,1652540,6212,1652540
689,2020,1653350,6212,1653350
689,2020,1653820,6212,1653820
689,2020,1654820,6212,1654820
690,2028,1655820,6212,1655820
690,2028,1656820,6212,1656820
690,2028,1657470,6212,1657470
690,2028,1657840,6212,1657840
690,2028,1658650,6212,1658650
690,2028,1659650,6212,1659650
690,2028,1660650,6212,1660650
690,2028,1661460,6212,1661460
690,2028,1661930,6212,1661930
690,2028,1662400,6212,1662400
690,2028,1662620,6212,1662620
690,2028,1662620,6212,1662620
690,2028,1663090,6212,1663090
691,2036,1664090,6212,1664090
691,2036,1665090,6212,1665090
691,2036,1666090,6212,1666090
691,2036,1666560,6212,1666560
691,2036,1667560,6212,1667560
691,2036,1668150,6212,1668150
691,2036,1669150,6212,1669150
691,2036,1669150,6212,1669150
691,2036,1669150,6212,1669150
691,2036,1669960,6212,1669960
691,2036,1669960,6212,1669960
692,2044,1670960,6212,1670960
692,2044,1670960,6212,1670960
692,2044,1671960,6212,1671960
692,2044,1672960,6212,1672960
692,2044,1673960,6212,1673960
692,2044,1674420,6212,1674420
692,2044,1675420,6212,1675420
692,2044,1676420,6212,1676420
692,2044,1677230,6212,1677230
692,2044,1678040,6212,1678040
693,2052,1678850,6212,1678850
693,2052,1679320,6212,1679320
693,2052,1679540,6212,1679540
693,2052,1679540,6212,1679540
693,2052,1680010,6212,1680010
693,2052,1680480,6212,1680480
693,2052,1680640,6212,1680640
693,2052,1681640,6212,1681640
693,2052,1682450,6212,1682450
693,2052,1682450,6212,1682450
693,2052,1682450,6212,1682450
693,2052,1682920,6212,1682920
693,2052,1683730,6212,1683730
693,2052,1684730,6212,1684730
693,2052,1685190,6212,1685190
694,2060,1686000,6212,1686000
694,2060,1686550,6212,1686550
694,2060,1687550,6212,1687550
694,2060,1687550,6212,1687550
694,2060,1688550,6212,1688550
694,2060,1689550,6212,1689550
694,2060,1690550,6212,1690550
694,2060,1690550,6212,1690550
694,2060,1691020,6212,1691020
694,2060,1691020,6212,1691020
694,2060,1691670,6212,1691670
694,2060,1691900,6212,1691900
694,2060,1692710,6212,1692710
695,2068,1693710,6212,1693710
695,2068,1693710,6212,1693710
695,2068,1694520,6212,1694520
695,2068,1695520,6212,1695520
695,2068,1696330,6212,1696330
695,2068,1697330,6212,1697330
695,2068,1698140,6212,1698140
695,2068,1698610,6212,1698610
695,2068,1699420,6212,1699420
696,2076,1700230,6212,1700230
696,2076,1700230,6212,1700230
696,2076,1701230,6212,1701230
696,2076,1701700,6212,1701700
696,2076,1702170,6212,1702170
696,2076,1702640,6212,1702640
696,2076,1703450,6212,1703450
696,2076,1703450,6212,1703450
696,2076,1703920,6212,1703920
696,2076,1704730,6212,1704730
696,2076,1705730,6212,1705730
696,2076,1706380,6212,1706380
696,2076,1706380,6212,1706380
697,2084,1707380,6212,1707380
697,2084,1708380,6212,1708380
697,2084,1709380,6212,1709380
697,2084,1709850,6212,1709850
697,2084,1710850,6212,1710850
697,2084,1711310,6212,1711310
697,2084,1711310,6212,1711310
697,2084,1712310,6212,1712310
697,2084,1713120,6212,1713120
697,2084,1714120,6212,1714120
698,2092,1714590,6212,1714590
698,2092,1715590,6212,1715590
698,2092,1716060,6212,1716060
698,2092,1717060,6212,1717060
698,2092,1717060,6212,1717060
698,2092,1717530,6212,1717530
698,2092,1718180,6212,1718180
698,2092,1719180,6212,1719180
698,2092,1720180,6212,1720180
698,2092,1720650,6212,1720650
699,2100,1721650,6212,1721650
699,2100,1722650,6212,1722650
699,2100,1723460,6212,1723460
700,2108,1731460,6212,1731460
700,2108,1732460,6212,1732460
700,2108,1733460,6212,1733460
700,2108,1734270,6212,1734270
700,2108,1735270,6212,1735270
700,2108,1735270,6212,1735270
700,2108,1736270,6212,1736270
700,2108,1736430,6212,1736430
701,2116,1737020,6212,1737020
701,2116,1738020,6212,1738020
701,2116,1738830,6212,1738830
701,2116,1739480,6212,1739480
701,2116,1740290,6212,1740290
701,2116,1741100,6212,1741100
701,2116,1741100,6212,1741100
701,2116,1741570,6212,1741570
701,2116,1742570,6212,1742570
701,2116,1743040,6212,1743040
702,2124,1743850,6212,1743850
702,2124,1744310,6212,1744310
702,2124,1745120,6212,1745120
702,2124,1746120,6212,1746120
702,2124,1746590,6212,1746590
702,2124,1747590,6212,1747590
702,2124,1747590,6212,1747590
702,2124,1748400,6212,1748400
702,2124,1749210,6212,1749210
702,2124,1749210,6212,1749210
702,2124,1749210,6212,1749210
702,2124,1750210,6212,1750210
703,2132,1750670,6212,1750670
703,2132,1751670,6212,1751670
703,2132,1752670,6212,1752670
703,2132,1753670,6212,1753670
703,2132,1754480,6212,1754480
703,2132,1754950,6212,1754950
703,2132,1754950,6212,1754950
703,2132,1755600,6212,1755600
703,2132,1756250,6212,1756250
703,2132,1756900,6212,1756900
704,2140,1757370,6212,1757370
704,2140,1758370,6212,1758370
704,2140,1758370,6212,1758370
704,2140,1759370,6212,1759370
704,2140,1759370,6212,1759370
704,2140,1759690,6212,1759690
704,2140,1760340,6212,1760340
704,2140,1760500,6212,1760500
704,2140,1760500,6212,1760500
704,2140,1761310,6212,1761310
704,2140,1762310,6212,1762310
704,2140,1763310,6212,1763310
704,2140,1763780,6212,1763780
704,2140,1764430,6212,1764430
