ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1266116.39,31.79,5.65,327656.14,8.23
1266116.39,31.79,5.65,327656.14,8.23
1265832.86,31.79,5.65,327628.17,8.23
1265832.86,31.79,5.65,327628.17,8.23
1265544.67,31.79,5.65,327630.68,8.23
1265256.48,31.79,5.65,327617.55,8.23
1265256.48,31.79,5.65,327617.55,8.23
1265212.25,31.8,5.66,327626.84,8.23
1264924.07,31.8,5.66,327620.77,8.24
1264692.31,31.8,5.66,330103.76,8.3
1264663.0,31.81,5.67,329981.43,8.3
1266242.21,31.86,5.72,330584.36,8.32
1266009.67,31.86,5.72,330588.82,8.32
1265933.42,31.86,5.72,330568.2,8.32
1265933.42,31.86,5.72,330518.64,8.32
1265668.86,31.87,5.73,330493.97,8.32
1265404.31,31.87,5.73,330477.34,8.32
1265328.06,31.87,5.73,330454.17,8.32
1265081.83,31.87,5.73,330451.01,8.33
1265260.3,31.88,5.74,330488.44,8.33
1265260.3,31.88,5.74,330550.06,8.33
1265260.3,31.88,5.74,330550.06,8.33
1264877.27,31.88,5.74,330522.28,8.33
1264612.72,31.88,5.74,330541.82,8.33
1264732.9,31.89,5.75,330530.21,8.33
1264732.9,31.89,5.75,330530.21,8.33
1264732.9,31.89,5.75,330530.21,8.33
1264655.49,31.89,5.75,331071.96,8.35
1264655.49,31.89,5.75,331071.96,8.35
1263931.28,31.88,5.74,330392.87,8.33
1264108.58,31.89,5.75,330656.51,8.34
1263998.82,31.89,5.75,330550.4,8.34
1264114.35,31.89,5.75,331174.36,8.36
1263853.28,31.9,5.76,331178.69,8.36
1263127.13,31.88,5.75,330499.03,8.34
1263127.13,31.88,5.75,330499.03,8.34
1262589.24,31.88,5.74,330084.85,8.33
1262589.24,31.88,5.74,330084.85,8.33
1262545.01,31.88,5.74,330094.14,8.34
1262298.14,31.89,5.75,330329.53,8.34
1262019.9,31.89,5.75,330301.6,8.35
1261741.65,31.89,5.75,330340.36,8.35
1261091.56,31.88,5.74,329592.6,8.33
1260813.31,31.88,5.74,329570.92,8.33
1260430.29,31.88,5.74,329754.38,8.34
1260492.73,31.88,5.74,329720.35,8.34
1259466.52,31.89,5.75,329694.89,8.35
1259466.52,31.89,5.75,329694.89,8.35
1259466.52,31.89,5.75,329694.89,8.35
1259644.98,31.9,5.76,329749.45,8.35
1259389.98,31.9,5.76,329757.75,8.35
1259115.22,31.9,5.76,329733.68,8.35
1258956.68,31.9,5.76,329576.2,8.35
1258956.68,31.9,5.76,329576.2,8.35
1258677.28,31.9,5.76,329709.67,8.36
1258677.28,31.9,5.76,329709.67,8.36
1258677.28,31.9,5.76,329709.67,8.36
1258397.87,31.9,5.76,329564.34,8.35
1258397.87,31.9,5.76,329564.34,8.35
1258118.47,31.9,5.76,329559.18,8.36
1258043.84,31.91,5.77,329774.0,8.36
1257670.81,31.9,5.76,329736.02,8.36
1257383.79,31.9,5.76,329701.1,8.36
1257383.79,31.9,5.76,329701.1,8.36
1257096.77,31.9,5.77,329728.56,8.37
1257096.77,31.9,5.77,329728.56,8.37
1256864.23,31.9,5.77,329733.02,8.37
1256787.98,31.91,5.77,329707.84,8.37
1256787.98,31.91,5.77,329707.84,8.37
1256500.95,31.91,5.77,329689.09,8.37
1256217.42,31.91,5.78,329671.87,8.37
1255929.23,31.91,5.78,329731.64,8.38
1255641.04,31.91,5.78,329728.92,8.38
1255641.04,31.91,5.78,329728.92,8.38
1255641.04,31.91,5.78,329728.92,8.38
1255352.86,31.91,5.78,329654.85,8.38
1255352.86,31.91,5.78,329654.85,8.38
1255352.86,31.91,5.78,329654.85,8.38
1255280.09,31.92,5.78,329651.48,8.38
1255457.4,31.93,5.79,330204.61,8.4
1255379.99,31.93,5.8,330490.73,8.41
1255115.43,31.93,5.8,330467.51,8.41
1254912.57,31.93,5.8,329982.89,8.4
1254529.55,31.92,5.79,329494.18,8.38
1254529.55,31.92,5.79,329494.18,8.38
1254706.85,31.93,5.8,330748.04,8.42
1254442.29,31.93,5.8,330802.35,8.42
1254442.29,31.93,5.8,330802.35,8.42
1254398.06,31.94,5.8,330811.64,8.42
1254133.5,31.94,5.81,330759.91,8.42
1254133.5,31.94,5.81,330759.91,8.42
1254133.5,31.94,5.81,330759.91,8.42
1253872.43,31.94,5.81,330838.32,8.43
1253872.43,31.94,5.81,330838.32,8.43
1253581.18,31.94,5.8,330832.8,8.43
1253581.18,31.94,5.8,330832.8,8.43
1253198.15,31.93,5.8,330364.08,8.42
1252932.43,31.93,5.8,330314.58,8.42
1252932.43,31.93,5.8,330314.58,8.42
1252666.71,31.93,5.8,330289.46,8.42
1252845.18,31.94,5.81,330263.25,8.42
1252845.18,31.94,5.81,330263.25,8.42
1252907.62,31.95,5.81,330311.24,8.42
1252641.9,31.95,5.82,330266.3,8.42
1252409.36,31.95,5.82,330256.49,8.43
1252144.81,31.95,5.82,330233.56,8.43
1251880.25,31.95,5.82,330257.31,8.43
1251615.69,31.96,5.82,330230.65,8.43
1251354.62,31.96,5.82,330942.12,8.45
1251354.62,31.96,5.82,330917.47,8.45
1251163.01,31.96,5.83,330558.52,8.44
1251163.01,31.96,5.83,330558.52,8.44
1251086.76,31.97,5.83,330541.23,8.45
1251014.0,31.97,5.84,330497.1,8.45
1250781.46,31.97,5.84,330487.29,8.45
1250827.81,31.98,5.85,330824.46,8.46
1250444.79,31.98,5.84,330818.04,8.46
1250444.79,31.98,5.84,330818.04,8.46
1250198.56,31.98,5.84,330820.65,8.46
1250121.15,31.98,5.85,331369.6,8.48
1250131.49,31.98,5.85,331371.23,8.48
1249924.27,31.98,5.85,331282.92,8.48
1249659.71,31.98,5.85,331259.42,8.48
1249395.16,31.98,5.85,331300.58,8.48
1249395.16,31.98,5.85,331300.58,8.48
1248743.25,31.97,5.84,330589.22,8.46
1248465.01,31.97,5.84,330560.5,8.47
1248242.8,31.98,5.84,332716.89,8.52
1249097.93,32.01,5.87,332986.3,8.53
1249020.52,32.01,5.88,333304.37,8.54
1249056.54,32.02,5.89,332806.94,8.53
1249233.85,32.03,5.9,333182.45,8.54
1249233.85,32.03,5.9,333182.45,8.54
1249001.31,32.03,5.9,333186.92,8.54
1249001.31,32.03,5.9,333186.92,8.54
1249009.99,32.03,5.9,333220.18,8.55
1249104.45,32.04,5.91,333219.6,8.55
1248826.21,32.04,5.91,333288.61,8.55
1248443.18,32.03,5.9,333400.54,8.55
1248164.94,32.04,5.9,333476.2,8.56
1247890.18,32.04,5.9,333318.02,8.56
1247593.18,32.03,5.9,332966.16,8.55
1247385.97,32.03,5.9,332938.59,8.55
1247106.56,32.03,5.9,333138.14,8.56
1246860.85,32.03,5.9,333039.01,8.56
1246864.24,32.03,5.9,333052.01,8.56
1246599.68,32.03,5.9,333017.75,8.56
1246335.12,32.03,5.9,333485.53,8.57
1246258.87,32.04,5.91,333528.62,8.57
1245945.77,32.04,5.91,333412.71,8.57
1245681.21,32.04,5.91,332933.42,8.56
1245420.14,32.04,5.91,333802.14,8.59
1245312.2,32.05,5.92,333850.36,8.59
1245312.2,32.05,5.92,333850.36,8.59
1245312.2,32.05,5.92,333850.36,8.59
1245079.66,32.05,5.92,333845.16,8.59
1245079.66,32.05,5.92,333845.16,8.59
1245079.66,32.05,5.92,333845.16,8.59
1244815.1,32.05,5.92,333817.63,8.6
1244851.26,32.06,5.93,333654.7,8.59
1244851.26,32.06,5.93,333654.7,8.59
1244851.26,32.06,5.93,333654.7,8.59
1244586.7,32.06,5.93,333723.11,8.6
1244586.7,32.06,5.93,333723.11,8.6
1244586.7,32.06,5.93,333723.11,8.6
1244510.45,32.07,5.94,333703.27,8.6
1244245.89,32.07,5.94,333638.94,8.6
1243984.82,32.07,5.94,333674.12,8.6
1244047.26,32.08,5.94,333662.69,8.6
1243750.26,32.07,5.94,333639.82,8.6
1243750.26,32.07,5.94,333639.82,8.6
1243750.26,32.07,5.94,333639.82,8.6
1243677.5,32.08,5.94,333778.94,8.61
1243684.4,32.08,5.94,333817.07,8.61
1243418.68,32.08,5.95,334030.07,8.62
1243422.06,32.08,5.95,334043.07,8.62
1243264.23,32.08,5.94,333892.93,8.61
1243384.69,32.09,5.95,334278.38,8.63
1243384.69,32.09,5.95,334278.38,8.63
1243635.66,32.1,5.96,334140.2,8.62
1243635.66,32.1,5.96,334140.2,8.62
1243558.25,32.1,5.97,334134.25,8.63
1243558.25,32.1,5.97,334134.25,8.63
1243400.21,32.1,5.97,333982.41,8.62
1243167.68,32.1,5.97,333977.03,8.62
1242809.56,32.1,5.96,335062.54,8.65
1242978.51,32.1,5.97,335086.05,8.65
1242713.95,32.11,5.97,335058.12,8.66
1242477.5,32.1,5.97,335198.91,8.66
1242212.95,32.1,5.97,335371.1,8.67
1242521.25,32.11,5.98,335374.25,8.67
1242521.25,32.11,5.98,335374.25,8.67
1242256.69,32.12,5.98,335211.58,8.67
1241995.62,32.12,5.98,335306.79,8.67
1241270.25,32.11,5.97,334536.75,8.65
1241194.0,32.11,5.98,334512.42,8.65
1241660.1,32.13,6.0,335479.85,8.68
1241427.57,32.13,6.0,335474.65,8.68
1241427.57,32.13,6.0,335474.65,8.68
1241351.32,32.14,6.01,335463.34,8.69
1241351.32,32.14,6.01,335463.34,8.69
1241086.76,32.14,6.01,335436.22,8.69
1241086.76,32.14,6.01,335436.22,8.69
1240840.53,32.14,6.01,335432.26,8.69
1240573.14,32.14,6.01,335333.53,8.69
1240450.75,32.14,6.01,335372.09,8.69
1240186.19,32.14,6.01,335369.56,8.69
1240186.19,32.14,6.01,335369.56,8.69
1240186.19,32.14,6.01,335369.56,8.69
1240109.94,32.15,6.02,335350.41,8.69
1239458.03,32.14,6.01,334688.12,8.68
1239523.96,32.15,6.01,334668.92,8.68
1239701.27,32.16,6.02,335263.79,8.7
1239332.22,32.15,6.02,334894.53,8.69
1239254.81,32.15,6.02,335270.65,8.7
1239254.81,32.15,6.02,335270.65,8.7
1238976.56,32.15,6.02,335243.51,8.7
1238899.15,32.16,6.03,335904.51,8.72
1238634.59,32.16,6.03,336203.09,8.73
1238590.36,32.17,6.03,336212.39,8.73
1238590.36,32.17,6.03,336212.39,8.73
1238514.11,32.17,6.04,336191.77,8.73
1238514.11,32.17,6.04,336191.77,8.73
1238253.04,32.17,6.04,335886.21,8.73
1237956.04,32.17,6.04,336016.17,8.73
1237690.32,32.17,6.04,336440.57,8.74
1237690.32,32.17,6.04,336440.57,8.74
1237690.32,32.17,6.04,336440.57,8.74
1237401.64,32.16,6.03,335989.01,8.73
1237325.39,32.17,6.04,335965.84,8.73
1237090.49,32.17,6.03,335938.38,8.73
1236812.25,32.17,6.04,336000.32,8.74
1236812.25,32.17,6.04,336000.32,8.74
1236990.71,32.18,6.04,336047.0,8.74
1236990.71,32.18,6.04,336047.0,8.74
1236803.88,32.18,6.05,335812.34,8.74
1236420.86,32.17,6.04,335787.56,8.74
1236142.61,32.17,6.04,335741.24,8.74
1235867.86,32.18,6.04,335735.15,8.74
1236049.81,32.18,6.05,335712.07,8.74
1235705.2,32.18,6.05,335506.85,8.74
1235322.18,32.18,6.05,335819.37,8.75
1235089.64,32.18,6.05,335819.65,8.75
1235150.92,32.19,6.06,335712.64,8.75
1235337.65,32.2,6.06,335619.21,8.75
1235110.11,32.19,6.06,336999.04,8.78
1234830.71,32.19,6.06,337266.19,8.79
1234559.43,32.19,6.06,337171.15,8.79
1234401.4,32.19,6.06,337020.31,8.79
1234113.86,32.19,6.06,336814.65,8.79
1233849.3,32.19,6.06,336781.63,8.79
1233849.3,32.19,6.06,336781.63,8.79
1233715.24,32.2,6.07,336612.37,8.78
1233901.15,32.21,6.08,336605.1,8.79
1233622.91,32.21,6.08,336902.56,8.8
1233358.35,32.21,6.08,336951.26,8.8
1233358.35,32.21,6.08,336951.26,8.8
1233093.79,32.21,6.08,336914.17,8.8
1232832.72,32.21,6.08,336894.02,8.8
1233011.19,32.22,6.09,336872.57,8.8
1232934.93,32.23,6.1,336914.1,8.81
1232934.93,32.23,6.1,336914.1,8.81
1232858.68,32.23,6.1,336888.0,8.81
1232858.68,32.23,6.1,336888.0,8.81
1232592.96,32.23,6.1,336965.52,8.81
1232592.96,32.23,6.1,336965.52,8.81
1232592.96,32.23,6.1,336965.52,8.81
1232406.13,32.24,6.11,337238.79,8.82
1232333.37,32.24,6.11,337224.03,8.82
1232062.1,32.24,6.11,337455.16,8.83
1232062.1,32.24,6.11,337455.16,8.83
1231717.49,32.24,6.11,337088.33,8.82
1231717.49,32.24,6.11,337088.33,8.82
1232447.12,32.27,6.14,338195.2,8.86
1234024.53,32.32,6.19,340396.65,8.92
1233947.11,32.32,6.19,340386.69,8.92
1233689.98,32.32,6.19,340150.82,8.91
1233457.44,32.32,6.19,340155.28,8.91
1233380.03,32.33,6.2,341447.34,8.95
1232997.0,32.32,6.19,340908.29,8.94
1233174.31,32.33,6.2,341465.89,8.95
1233174.31,32.33,6.2,341465.89,8.95
1233174.31,32.33,6.2,341465.89,8.95
1232928.09,32.33,6.2,341463.43,8.95
1232545.06,32.33,6.2,341598.55,8.96
1232280.5,32.33,6.2,341561.48,8.96
1232490.99,32.34,6.21,341565.99,8.96
1232226.43,32.34,6.21,341647.71,8.97
1231843.41,32.33,6.2,341618.34,8.97
1231843.41,32.33,6.2,341618.34,8.97
1231997.3,32.34,6.21,341672.02,8.97
1231732.74,32.34,6.21,341617.73,8.97
1231471.67,32.34,6.21,341615.6,8.97
1231205.95,32.35,6.22,341650.8,8.98
1231014.22,32.35,6.22,341703.35,8.98
1230725.53,32.34,6.22,341353.69,8.97
1230518.82,32.35,6.22,341206.32,8.97
1230518.82,32.35,6.22,341289.94,8.97
1230705.64,32.36,6.23,341245.33,8.97
1230768.08,32.36,6.23,341225.41,8.97
1230428.38,32.36,6.23,341087.64,8.97
1230355.61,32.37,6.24,341358.24,8.98
1230278.2,32.37,6.24,341301.48,8.98
1230278.2,32.37,6.24,341301.48,8.98
1229999.96,32.37,6.25,341272.84,8.98
1229922.54,32.38,6.25,341594.22,8.99
1229644.3,32.38,6.25,341864.76,9.0
1229366.06,32.38,6.25,341790.77,9.0
1229288.64,32.39,6.26,342677.46,9.03
1229437.36,32.4,6.27,342670.09,9.03
1229162.6,32.4,6.27,342591.57,9.03
1229047.69,32.4,6.27,343659.79,9.06
1228971.44,32.41,6.28,343636.97,9.06
1228738.9,32.41,6.28,343633.54,9.06
1228840.39,32.42,6.29,343216.95,9.06
1228575.83,32.42,6.29,343187.07,9.06
1228499.58,32.43,6.3,343226.14,9.06
1228253.36,32.43,6.3,343222.23,9.06
1227881.97,32.42,6.3,343417.54,9.07
1227617.42,32.42,6.3,343525.53,9.07
1227541.17,32.43,6.3,343506.93,9.07
1227541.17,32.43,6.3,343506.93,9.07
1226716.38,32.42,6.29,342713.26,9.06
1226726.71,32.42,6.29,342717.78,9.06
1226726.71,32.42,6.29,342717.78,9.06
1226462.15,32.42,6.29,342738.53,9.06
1226466.41,32.43,6.3,344729.86,9.11
1226188.17,32.43,6.3,344703.26,9.12
1226188.17,32.43,6.3,344703.26,9.12
1226429.49,32.44,6.32,343884.7,9.1
1226429.49,32.44,6.32,343884.7,9.1
1226319.72,32.44,6.31,343815.53,9.1
1226041.48,32.44,6.32,343930.12,9.1
1225763.23,32.44,6.32,343979.13,9.1
1225488.48,32.44,6.32,343922.41,9.11
1225488.48,32.44,6.32,343922.41,9.11
1225344.64,32.45,6.32,344796.14,9.13
1225526.59,32.46,6.33,344783.89,9.13
1225574.49,32.47,6.34,344477.32,9.13
1225574.49,32.47,6.34,344477.32,9.13
1225236.04,32.46,6.34,343939.57,9.11
1224853.02,32.46,6.33,343925.09,9.11
1225038.68,32.47,6.34,344322.06,9.13
1224741.68,32.46,6.34,344225.05,9.12
1224741.68,32.46,6.34,344225.05,9.12
1224741.68,32.46,6.34,344225.05,9.12
1224583.65,32.46,6.33,344072.19,9.12
1224583.65,32.46,6.33,344072.19,9.12
1224583.65,32.46,6.33,344072.19,9.12
1224506.23,32.46,6.34,344183.73,9.12
1224273.7,32.46,6.34,344173.92,9.13
1224009.14,32.47,6.34,344281.96,9.13
1224009.14,32.47,6.34,344281.96,9.13
1224009.14,32.47,6.34,344281.96,9.13
1223627.76,32.46,6.34,343778.56,9.12
1223363.2,32.46,6.34,343875.15,9.12
1223540.5,32.47,6.35,345521.27,9.17
1223540.5,32.47,6.35,345521.27,9.17
1223540.5,32.47,6.35,345521.27,9.17
1223285.5,32.47,6.35,345514.31,9.17
1223285.5,32.47,6.35,345514.31,9.17
1223285.5,32.47,6.35,345514.31,9.17
1223082.64,32.47,6.34,344971.43,9.16
1222818.08,32.47,6.35,344758.23,9.15
1222818.08,32.47,6.35,344758.23,9.15
1222773.85,32.48,6.35,344767.52,9.16
1222486.83,32.48,6.35,344746.35,9.16
1222251.94,32.47,6.35,344890.11,9.16
1222430.4,32.48,6.36,344865.13,9.16
1222169.33,32.48,6.36,345117.15,9.17
1222169.33,32.48,6.36,345117.15,9.17
1222169.33,32.48,6.36,345117.15,9.17
1222169.33,32.48,6.36,345117.15,9.17
1222169.33,32.48,6.36,345117.15,9.17
1222169.33,32.48,6.36,345117.15,9.17
1221786.31,32.48,6.35,345101.13,9.17
1221697.47,32.48,6.36,345167.1,9.18
1221697.47,32.48,6.36,345167.1,9.18
1221410.45,32.49,6.36,345196.7,9.18
1221334.2,32.49,6.37,345242.2,9.18
1221257.95,32.5,6.37,345208.93,9.19
1221257.95,32.5,6.37,345208.93,9.19
1220970.93,32.5,6.37,345189.86,9.19
1220228.64,32.49,6.36,344491.21,9.17
1220228.64,32.49,6.36,344491.21,9.17
1220172.22,32.49,6.37,344845.26,9.18
1219888.68,32.49,6.37,344826.23,9.19
1220070.63,32.5,6.38,344809.87,9.19
1220070.63,32.5,6.38,344809.87,9.19
1219835.74,32.5,6.38,344993.09,9.19
1219835.74,32.5,6.38,344993.09,9.19
1219835.74,32.5,6.38,344993.09,9.19
1219758.32,32.5,6.38,344896.95,9.19
1219927.27,32.51,6.39,345919.58,9.22
1219774.03,32.51,6.39,345156.92,9.2
1219485.84,32.51,6.39,345223.17,9.2
1219485.84,32.51,6.39,345223.17,9.2
1219197.66,32.51,6.39,345148.77,9.2
1218909.47,32.51,6.39,345141.42,9.21
1218751.64,32.51,6.39,345021.89,9.2
1218519.1,32.51,6.39,345023.98,9.21
1218519.1,32.51,6.39,345023.98,9.21
1218704.77,32.52,6.4,346370.01,9.24
1218799.23,32.53,6.41,346369.43,9.24
1218534.67,32.53,6.41,346341.01,9.25
1218534.67,32.53,6.41,346341.01,9.25
1218458.42,32.54,6.42,346316.85,9.25
1218382.17,32.54,6.42,346307.75,9.25
1218386.82,32.54,6.42,346461.92,9.25
1218122.26,32.54,6.42,346543.44,9.26
1217470.36,32.54,6.41,345832.44,9.24
1217205.8,32.54,6.42,345775.07,9.24
1216627.36,32.53,6.41,345219.58,9.23
1216366.29,32.53,6.41,345186.4,9.23
1216100.57,32.53,6.41,345466.79,9.24
1215719.19,32.53,6.41,345039.85,9.23
1215642.93,32.53,6.41,345083.85,9.23
1214917.56,32.52,6.4,344313.82,9.22
1214661.27,32.52,6.4,344068.52,9.21
1214386.12,32.52,6.4,344011.48,9.21
1214386.12,32.52,6.4,344011.48,9.21
1214089.13,32.52,6.4,343976.21,9.21
1213930.35,32.52,6.4,343817.71,9.21
1213697.82,32.52,6.4,343822.17,9.21
1213433.26,32.52,6.4,343792.98,9.21
1213435.12,32.52,6.4,343904.27,9.22
1213501.05,32.53,6.41,343892.46,9.22
1213538.75,32.53,6.41,345356.25,9.26
1213274.19,32.53,6.41,345344.15,9.26
1213451.5,32.54,6.42,345871.44,9.27
1213186.94,32.54,6.42,345931.13,9.28
1212925.87,32.54,6.42,345912.88,9.28
1212848.45,32.55,6.43,346236.59,9.29
1212582.73,32.55,6.43,346259.87,9.29
1212644.01,32.56,6.44,346738.44,9.31
1210559.57,32.57,6.45,346681.12,9.33
1210303.28,32.57,6.45,346852.29,9.33
1210057.05,32.58,6.45,346848.38,9.34
1210057.05,32.58,6.45,346848.38,9.34
1209781.91,32.58,6.46,346592.0,9.33
1211582.81,32.62,6.5,347676.29,9.36
1211304.57,32.63,6.51,347649.69,9.36
1211007.57,32.62,6.5,347845.25,9.37
1210729.33,32.62,6.5,347899.89,9.37
1210729.33,32.62,6.5,347899.89,9.37
1210451.08,32.62,6.5,347861.85,9.38
1210451.08,32.62,6.5,347861.85,9.38
1210451.08,32.62,6.5,347861.85,9.38
1210176.32,32.63,6.51,347837.71,9.38
1209896.92,32.63,6.51,348015.39,9.38
1209896.92,32.63,6.51,348015.39,9.38
1209896.92,32.63,6.51,348015.39,9.38
1209896.92,32.63,6.51,348015.39,9.38
1209617.51,32.63,6.51,347944.7,9.39
1209617.51,32.63,6.51,347944.7,9.39
1209617.51,32.63,6.51,347944.7,9.39
1209573.28,32.63,6.51,347953.99,9.39
1209573.28,32.63,6.51,347953.99,9.39
1209276.28,32.63,6.51,347430.35,9.37
1209200.03,32.63,6.51,347409.73,9.38
1208965.14,32.63,6.51,347443.8,9.38
1208888.89,32.63,6.52,347420.63,9.38
1208609.48,32.64,6.52,347296.56,9.38
1208376.95,32.64,6.52,347278.96,9.38
1208555.41,32.65,6.53,347325.64,9.38
1208290.85,32.65,6.53,347311.11,9.38
1207907.83,32.64,6.52,347279.44,9.39
1207907.83,32.64,6.52,347279.44,9.39
1207799.79,32.64,6.52,347177.94,9.38
1207799.79,32.64,6.52,347177.94,9.38
1207727.03,32.65,6.53,347163.51,9.38
1207649.62,32.65,6.53,347155.64,9.39
1207765.15,32.66,6.54,347152.59,9.39
1207413.05,32.66,6.54,346839.94,9.38
1207419.82,32.66,6.54,346841.55,9.38
1207155.27,32.66,6.54,346935.84,9.39
1207077.85,32.67,6.55,348469.23,9.43
1207077.85,32.67,6.55,348469.23,9.43
1206813.3,32.67,6.55,348367.44,9.43
1204549.12,32.68,6.56,348315.3,9.45
1204288.05,32.68,6.57,348449.67,9.46
1204243.82,32.68,6.57,348458.96,9.46
1204135.88,32.69,6.58,348855.41,9.47
1204135.88,32.69,6.58,348855.41,9.47
1204135.88,32.69,6.58,348855.41,9.47
1204198.32,32.7,6.58,348821.38,9.47
1204040.49,32.7,6.58,348670.56,9.47
1204218.96,32.7,6.59,348725.12,9.47
1203986.42,32.71,6.59,348727.2,9.47
1204048.86,32.71,6.6,348699.0,9.47
1204085.01,32.72,6.61,348830.16,9.48
1204085.01,32.72,6.61,348830.16,9.48
1203359.64,32.71,6.6,348150.5,9.46
1202976.62,32.71,6.59,348114.45,9.46
1202685.36,32.7,6.59,347665.19,9.45
1202420.81,32.7,6.59,347630.44,9.46
1202156.25,32.71,6.59,347684.82,9.46
1201891.69,32.71,6.59,347644.01,9.46
1201630.62,32.71,6.6,347622.82,9.46
1201333.62,32.7,6.59,348115.66,9.48
1201067.9,32.71,6.59,348326.15,9.49
1201133.83,32.71,6.6,348224.62,9.48
1201056.41,32.72,6.6,347945.48,9.48
1200790.69,32.72,6.61,347861.58,9.48
1200985.78,32.73,6.62,349346.31,9.52
1200985.78,32.73,6.62,349346.31,9.52
1200720.06,32.73,6.62,349202.68,9.52
1200670.06,32.73,6.62,349152.68,9.52
1200437.53,32.73,6.62,349143.65,9.52
1200172.97,32.73,6.62,349120.02,9.52
1200172.97,32.73,6.62,349120.02,9.52
1199908.41,32.74,6.62,349176.6,9.53
1199643.85,32.74,6.62,349148.03,9.53
1199382.78,32.74,6.63,349114.98,9.53
1199116.77,32.74,6.62,348541.4,9.52
1198851.05,32.74,6.62,348720.43,9.52
1198594.76,32.74,6.62,348573.82,9.52
1198563.54,32.74,6.63,348630.01,9.52
1198774.02,32.75,6.64,348634.97,9.53
1198498.88,32.75,6.64,348582.93,9.53
1198266.34,32.76,6.64,348573.9,9.53
1197804.68,32.75,6.64,348565.37,9.53
1197540.12,32.75,6.64,348641.21,9.54
1197157.09,32.75,6.63,348611.4,9.54
1196902.09,32.75,6.63,348613.26,9.54
1196902.09,32.75,6.63,348613.26,9.54
1196637.53,32.75,6.64,348598.53,9.54
1196372.98,32.75,6.64,348540.47,9.54
1196111.9,32.75,6.64,348821.41,9.55
1195813.66,32.75,6.63,348517.51,9.54
1195813.66,32.75,6.63,348517.51,9.54
1195547.94,32.75,6.64,348345.5,9.54
1195547.94,32.75,6.64,348345.5,9.54
1195492.16,32.76,6.64,348679.82,9.55
1195205.14,32.76,6.65,348652.64,9.56
1194918.11,32.76,6.65,348678.69,9.56
1194631.09,32.76,6.65,348658.15,9.56
1194347.55,32.76,6.65,348641.32,9.56
1194271.3,32.77,6.66,348634.46,9.57
1193983.12,32.77,6.66,348717.19,9.57
1193507.46,32.76,6.65,348222.6,9.56
1193569.9,32.77,6.66,348253.01,9.56
1193337.36,32.77,6.66,348257.47,9.56
1193337.36,32.77,6.66,348257.47,9.56
1193337.36,32.77,6.66,348257.47,9.56
1193040.36,32.77,6.66,348222.59,9.56
1193040.36,32.77,6.66,348222.59,9.56
1192964.11,32.77,6.66,348219.34,9.57
1192675.92,32.78,6.67,348128.75,9.57
1192387.74,32.78,6.67,348121.13,9.57
1192314.97,32.78,6.67,348292.91,9.58
1192050.42,32.78,6.67,348255.71,9.58
1192050.42,32.78,6.67,348255.71,9.58
1192325.54,32.79,6.68,348119.5,9.57
1192325.54,32.79,6.68,348119.5,9.57
1192325.54,32.79,6.68,348119.5,9.57
1192325.54,32.79,6.68,348119.5,9.57
1192060.98,32.8,6.69,348178.04,9.58
1191728.27,32.79,6.68,348139.4,9.58
1191463.71,32.79,6.68,348092.68,9.58
1191463.71,32.79,6.68,348092.68,9.58
1191202.64,32.79,6.68,348125.65,9.58
1191379.94,32.8,6.69,349239.12,9.62
1191114.22,32.81,6.7,349191.86,9.62
1190848.5,32.81,6.7,349174.92,9.62
1190582.78,32.81,6.7,349169.75,9.62
1190350.25,32.81,6.7,349159.94,9.62
1190085.69,32.81,6.7,349320.03,9.63
1189821.13,32.81,6.7,349231.22,9.63
1189743.72,32.82,6.71,349515.45,9.64
1189743.72,32.82,6.71,349515.45,9.64
1189838.18,32.83,6.72,349539.7,9.64
1189573.62,32.83,6.72,349559.05,9.65
1189312.55,32.83,6.72,349598.71,9.65
1189312.55,32.83,6.72,349598.71,9.65
1189154.51,32.83,6.72,349446.19,9.65
1188919.62,32.83,6.72,349160.83,9.64
1188919.62,32.83,6.72,349160.83,9.64
1188653.9,32.83,6.72,349413.0,9.65
1188653.9,32.83,6.72,349413.0,9.65
1188653.9,32.83,6.72,349413.0,9.65
1188425.23,32.83,6.72,349078.2,9.64
1188348.98,32.84,6.73,349055.34,9.64
1188527.45,32.84,6.73,349029.61,9.65
1188224.67,32.85,6.73,348934.46,9.65
1188287.11,32.85,6.74,348980.39,9.65
1188214.35,32.86,6.75,348951.96,9.65
1188214.35,32.86,6.75,348951.96,9.65
1187981.81,32.86,6.75,348942.34,9.65
