ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b3d0-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
764,2620,2288180,6212,2382850
764,2620,2288180,6212,2382850
764,2620,2289180,6212,2383850
764,2620,2289650,6212,2384320
764,2620,2289650,6212,2384320
764,2620,2290300,6212,2384970
764,2620,2291300,6212,2385970
765,2628,2292300,6212,2386970
765,2628,2293300,6212,2387970
765,2628,2294300,6212,2388970
765,2628,2295300,6212,2389970
765,2628,2296300,6212,2390970
765,2628,2296300,6212,2390970
765,2628,2297300,6212,2391970
765,2628,2297300,6212,2391970
765,2628,2298110,6212,2392780
765,2628,2298920,6212,2393590
766,2636,2299920,6212,2394590
766,2636,2300920,6212,2395590
766,2636,2301390,6212,2396060
766,2636,2301390,6212,2396280
767,2644,2302390,6212,2397280
767,2644,2303200,6212,2398090
767,2644,2303200,6212,2398090
767,2644,2303430,6212,2398320
767,2644,2304430,6212,2399320
767,2644,2305430,6212,2400320
767,2644,2305430,6212,2401320
767,2644,2306430,6212,2402320
767,2644,2307430,6212,2403320
767,2644,2308430,6212,2404320
767,2644,2309430,6212,2405320
767,2644,2310240,6212,2406130
767,2644,2311240,6212,2407130
767,2644,2311710,6212,2407600
767,2644,2311710,6212,2408070
768,2652,2312710,6212,2409070
768,2652,2312710,6212,2409070
768,2652,2312710,6212,2409070
769,2660,2313360,6212,2409720
769,2660,2314360,6212,2410720
769,2660,2314830,6212,2411190
769,2660,2315830,6212,2412190
769,2660,2316830,6212,2413190
769,2660,2317150,6212,2413510
769,2660,2317380,6212,2413740
769,2660,2318380,6212,2414740
769,2660,2319380,6212,2415740
769,2660,2319380,6212,2415740
769,2660,2320380,6212,2416740
769,2660,2321380,6212,2417740
769,2660,2322190,6212,2418550
769,2660,2323190,6212,2419550
769,2660,2324190,6212,2420550
769,2660,2325190,6212,2421550
769,2660,2326190,6212,2422550
769,2660,2326190,6212,2423100
769,2660,2326190,6212,2424100
770,2668,2327190,6212,2425100
770,2668,2327190,6212,2425570
770,2668,2327190,6212,2425570
770,2668,2328190,6212,2426570
770,2668,2329190,6212,2427570
770,2668,2329190,6212,2427570
770,2668,2329190,6212,2427800
770,2668,2330190,6212,2428800
770,2668,2330190,6212,2428800
770,2668,2330190,6212,2428800
770,2668,2331000,6212,2429610
770,2668,2332000,6212,2430610
770,2668,2333000,6212,2431610
770,2668,2333650,6212,2432260
770,2668,2333970,6212,2432580
770,2668,2333970,6212,2432580
770,2668,2333970,6212,2433230
770,2668,2334780,6212,2434040
770,2668,2334780,6212,2434040
770,2668,2335780,6212,2435040
770,2668,2335780,6212,2435040
770,2668,2335940,6212,2435200
770,2668,2336940,6212,2436200
770,2668,2336940,6212,2436200
770,2668,2337310,6212,2436570
770,2668,2337310,6212,2436570
770,2668,2338120,6212,2437380
770,2668,2338120,6212,2437380
770,2668,2338280,6212,2437540
771,2676,2339280,6212,2438540
771,2676,2339750,6212,2439010
771,2676,2340230,6212,2439490
771,2676,2341230,6212,2440490
771,2676,2341550,6212,2440810
771,2676,2342550,6212,2441810
772,2684,2342870,6212,2442130
772,2684,2342870,6212,2442940
772,2684,2343870,6212,2443940
772,2684,2344870,6212,2444940
772,2684,2345870,6212,2445940
772,2684,2346680,6212,2446750
772,2684,2347680,6212,2447750
773,2692,2348680,6212,2448750
773,2692,2348680,6212,2449560
773,2692,2349490,6212,2450370
773,2692,2349490,6212,2451180
773,2692,2350490,6212,2452180
773,2692,2350490,6212,2452770
774,2700,2351490,6212,2453770
774,2700,2352490,6212,2454770
774,2700,2352720,6212,2455000
774,2700,2353720,6212,2456000
774,2700,2353720,6212,2456000
774,2700,2353720,6212,2456000
774,2700,2354530,6212,2456810
774,2700,2355530,6212,2457810
774,2700,2356180,6212,2458460
774,2700,2356650,6212,2458930
774,2700,2357020,6212,2459300
774,2700,2357830,6212,2460110
774,2700,2357830,6212,2460430
774,2700,2358830,6212,2461430
774,2700,2359640,6212,2462240
774,2700,2360640,6212,2463240
775,2708,2361450,6212,2464050
775,2708,2361450,6212,2465050
775,2708,2362260,6212,2465860
775,2708,2362260,6212,2466180
775,2708,2363260,6212,2467180
775,2708,2363580,6212,2467500
775,2708,2364580,6212,2468500
775,2708,2364580,6212,2468500
775,2708,2364580,6212,2468500
775,2708,2364900,6212,2468820
775,2708,2365710,6212,2469630
775,2708,2366030,6212,2469950
775,2708,2367030,6212,2470950
775,2708,2367030,6212,2471950
775,2708,2367500,6212,2472420
775,2708,2367500,6212,2472420
775,2708,2368500,6212,2473420
775,2708,2368970,6212,2473890
775,2708,2369970,6212,2474890
775,2708,2370970,6212,2475890
775,2708,2371440,6212,2476360
775,2708,2372440,6212,2477360
775,2708,2372910,6212,2477830
776,2716,2373910,6212,2478830
776,2716,2374560,6212,2479480
776,2716,2375030,6212,2479950
776,2716,2375350,6212,2480270
776,2716,2376350,6212,2481270
776,2716,2377350,6212,2482270
776,2716,2377510,6212,2482430
776,2716,2378510,6212,2483430
776,2716,2379510,6212,2484430
776,2716,2379510,6212,2485430
776,2716,2380320,6212,2486240
777,2724,2380870,6212,2486790
778,2732,2381870,6212,2487790
778,2732,2382870,6212,2488790
778,2732,2382870,6212,2488790
778,2732,2383870,6212,2489790
778,2732,2384870,6212,2490790
778,2732,2385340,6212,2491260
778,2732,2386150,6212,2492070
778,2732,2386150,6212,2492540
778,2732,2386960,6212,2493350
778,2732,2386960,6212,2493350
778,2732,2387960,6212,2494350
778,2732,2387960,6212,2495000
778,2732,2387960,6212,2495810
778,2732,2388960,6212,2496810
778,2732,2389770,6212,2497620
778,2732,2390770,6212,2498620
778,2732,2390770,6212,2498940
778,2732,2391770,6212,2499940
778,2732,2391770,6212,2499940
778,2732,2392770,6212,2500940
778,2732,2393770,6212,2501940
778,2732,2394580,6212,2502750
778,2732,2394900,6212,2503070
779,2740,2395900,6212,2504070
779,2740,2396710,6212,2504880
779,2740,2397180,6212,2505350
779,2740,2397650,6212,2505820
779,2740,2397650,6212,2506290
779,2740,2397650,6212,2506290
780,2748,2398650,6212,2507290
780,2748,2399120,6212,2507760
780,2748,2400120,6212,2508760
781,2756,2400590,6212,2509230
781,2756,2401590,6212,2510230
781,2756,2402060,6212,2510700
781,2756,2402060,6212,2510700
781,2756,2402610,6212,2511250
781,2756,2403610,6212,2512250
781,2756,2404610,6212,2513250
781,2756,2405610,6212,2514250
781,2756,2406610,6212,2515250
781,2756,2406930,6212,2515570
781,2756,2407930,6212,2516570
781,2756,2407930,6212,2516570
781,2756,2408390,6212,2517030
781,2756,2409040,6212,2517680
781,2756,2410040,6212,2518680
781,2756,2410850,6212,2519490
781,2756,2411660,6212,2520300
781,2756,2411660,6212,2520300
781,2756,2412660,6212,2521300
781,2756,2413470,6212,2522110
781,2756,2414470,6212,2523110
781,2756,2415470,6212,2524110
781,2756,2416280,6212,2524920
782,2764,2416870,6212,2525510
782,2764,2417870,6212,2526510
782,2764,2418870,6212,2527510
782,2764,2419680,6212,2528320
783,2772,2420680,6212,2529320
783,2772,2421680,6212,2530320
783,2772,2422680,6212,2531320
783,2772,2423490,6212,2532130
784,2780,2424490,6212,2533130
784,2780,2424950,6212,2533590
784,2780,2425950,6212,2534590
784,2780,2426760,6212,2535400
784,2780,2426760,6212,2536210
784,2780,2427760,6212,2537210
784,2780,2427760,6212,2537210
784,2780,2427760,6212,2537210
784,2780,2428760,6212,2538210
784,2780,2429760,6212,2539210
784,2780,2430760,6212,2540210
784,2780,2430760,6212,2540680
784,2780,2431760,6212,2541680
784,2780,2431760,6212,2542680
784,2780,2431870,6212,2542790
784,2780,2432870,6212,2543790
784,2780,2433870,6212,2544790
784,2780,2434870,6212,2545790
784,2780,2434870,6212,2546790
784,2780,2435870,6212,2547790
784,2780,2436340,6212,2548260
784,2780,2437340,6212,2549260
784,2780,2437340,6212,2550070
784,2780,2437710,6212,2550440
784,2780,2438180,6212,2550910
784,2780,2438640,6212,2551370
784,2780,2438960,6212,2551690
784,2780,2438960,6212,2551690
784,2780,2438960,6212,2551690
784,2780,2439120,6212,2551850
784,2780,2439120,6212,2551850
784,2780,2439120,6212,2552850
784,2780,2439930,6212,2553660
785,2788,2440930,6212,2554660
785,2788,2441930,6212,2555660
785,2788,2441930,6212,2555660
785,2788,2441930,6212,2556660
785,2788,2442400,6212,2557130
785,2788,2443400,6212,2558130
785,2788,2443870,6212,2558600
785,2788,2443870,6212,2558600
785,2788,2443870,6212,2558600
786,2796,2444870,6212,2559600
786,2796,2444870,6212,2560070
786,2796,2444870,6212,2560070
786,2796,2445100,6212,2560300
786,2796,2446100,6212,2561300
786,2796,2446100,6212,2561300
787,2804,2446910,6212,2562110
787,2804,2447910,6212,2563110
787,2804,2448230,6212,2563430
787,2804,2448700,6212,2563900
787,2804,2449700,6212,2564900
787,2804,2449700,6212,2564900
787,2804,2449700,6212,2565900
787,2804,2449700,6212,2566450
787,2804,2449700,6212,2566450
787,2804,2449700,6212,2566450
787,2804,2450170,6212,2566920
787,2804,2451170,6212,2567920
787,2804,2451170,6212,2567920
787,2804,2452170,6212,2568920
787,2804,2452980,6212,2569730
787,2804,2453790,6212,2570540
787,2804,2453790,6212,2570540
787,2804,2454790,6212,2571540
787,2804,2455790,6212,2572540
787,2804,2455790,6212,2573010
787,2804,2456790,6212,2574010
787,2804,2457790,6212,2575010
787,2804,2458260,6212,2575480
787,2804,2458260,6212,2575480
787,2804,2458580,6212,2575800
787,2804,2458580,6212,2575800
787,2804,2458580,6212,2575800
787,2804,2459390,6212,2576610
787,2804,2459870,6212,2577090
787,2804,2460100,6212,2577320
787,2804,2461100,6212,2578320
787,2804,2461100,6212,2578320
787,2804,2462100,6212,2579320
787,2804,2463100,6212,2580320
787,2804,2463260,6212,2580480
788,2812,2464260,6212,2581480
788,2812,2464260,6212,2581480
788,2812,2464720,6212,2581940
789,2820,2465370,6212,2582590
789,2820,2466370,6212,2583590
789,2820,2466370,6212,2584050
789,2820,2467180,6212,2584860
789,2820,2467990,6212,2585670
789,2820,2467990,6212,2585670
789,2820,2468990,6212,2586670
789,2820,2469990,6212,2587670
789,2820,2470990,6212,2588670
789,2820,2471990,6212,2589670
789,2820,2472990,6212,2590670
789,2820,2473990,6212,2591670
789,2820,2474460,6212,2592140
789,2820,2475270,6212,2592950
789,2820,2476270,6212,2593950
789,2820,2477270,6212,2594950
789,2820,2478270,6212,2595950
789,2820,2478270,6212,2595950
789,2820,2478590,6212,2596270
789,2820,2478750,6212,2596430
790,2828,2479750,6212,2597430
790,2828,2480750,6212,2598430
790,2828,2480750,6212,2598430
790,2828,2481400,6212,2599080
790,2828,2481400,6212,2599080
790,2828,2482400,6212,2600080
790,2828,2482870,6212,2600550
790,2828,2483870,6212,2601550
790,2828,2484870,6212,2602550
790,2828,2485680,6212,2603360
790,2828,2486680,6212,2604360
790,2828,2487330,6212,2605010
791,2836,2495330,6212,2613010
791,2836,2496330,6212,2614010
792,2844,2497330,6212,2615010
792,2844,2497330,6212,2615010
792,2844,2498330,6212,2616010
792,2844,2498330,6212,2616010
792,2844,2499330,6212,2617010
792,2844,2499650,6212,2617330
792,2844,2500650,6212,2618330
792,2844,2500650,6212,2618330
792,2844,2501650,6212,2619330
792,2844,2501650,6212,2619330
792,2844,2501650,6212,2620330
792,2844,2502650,6212,2621330
792,2844,2503650,6212,2622330
792,2844,2503650,6212,2622330
792,2844,2503650,6212,2622330
792,2844,2503650,6212,2622330
792,2844,2504650,6212,2623330
792,2844,2504650,6212,2623330
792,2844,2504650,6212,2623330
793,2852,2505460,6212,2624140
793,2852,2505460,6212,2625140
793,2852,2505780,6212,2625460
793,2852,2506590,6212,2626270
793,2852,2506910,6212,2626590
793,2852,2507720,6212,2627400
793,2852,2508720,6212,2628400
794,2860,2509720,6212,2629400
794,2860,2510190,6212,2629870
794,2860,2511190,6212,2630870
794,2860,2511660,6212,2631340
794,2860,2511660,6212,2631340
794,2860,2511770,6212,2631450
794,2860,2511770,6212,2632450
794,2860,2512580,6212,2633260
794,2860,2513390,6212,2634070
794,2860,2513980,6212,2634660
794,2860,2514980,6212,2635660
794,2860,2514980,6212,2635660
794,2860,2515980,6212,2636660
794,2860,2516790,6212,2637470
794,2860,2516790,6212,2637470
794,2860,2517790,6212,2638470
795,2868,2525790,6212,2646470
795,2868,2526790,6212,2647470
796,2876,2527600,6212,2648280
796,2876,2528600,6212,2649280
796,2876,2528600,6212,2649280
796,2876,2528600,6212,2649280
796,2876,2529250,6212,2649930
796,2876,2529410,6212,2650090
796,2876,2529880,6212,2650560
797,2884,2530880,6212,2651560
797,2884,2531530,6212,2652210
797,2884,2532530,6212,2653210
797,2884,2532530,6212,2653210
797,2884,2533530,6212,2654210
797,2884,2534000,6212,2654680
797,2884,2534320,6212,2655000
797,2884,2535320,6212,2656000
797,2884,2536320,6212,2657000
797,2884,2537320,6212,2658000
797,2884,2538320,6212,2659000
797,2884,2538640,6212,2659320
797,2884,2539640,6212,2660320
797,2884,2540290,6212,2660970
797,2884,2541100,6212,2661780
797,2884,2542100,6212,2662780
797,2884,2542560,6212,2663240
797,2884,2542560,6212,2663240
797,2884,2543560,6212,2664240
797,2884,2543610,6212,2664290
798,2892,2544610,6212,2665290
798,2892,2545610,6212,2666290
798,2892,2545610,6212,2666760
798,2892,2546610,6212,2667760
798,2892,2547610,6212,2668760
798,2892,2548610,6212,2669760
798,2892,2548930,6212,2670080
798,2892,2549930,6212,2671080
798,2892,2550930,6212,2672080
798,2892,2551400,6212,2672550
799,2900,2551870,6212,2673020
799,2900,2552870,6212,2674020
800,2908,2553870,6212,2675020
800,2908,2554680,6212,2675830
800,2908,2555680,6212,2676830
800,2908,2556150,6212,2677300
801,2916,2557150,6212,2678300
801,2916,2557150,6212,2678530
801,2916,2558150,6212,2679530
801,2916,2559150,6212,2680530
801,2916,2560150,6212,2681530
801,2916,2560470,6212,2681850
801,2916,2560470,6212,2681850
801,2916,2561470,6212,2682850
801,2916,2561470,6212,2683850
801,2916,2562470,6212,2684850
801,2916,2563470,6212,2685850
801,2916,2564470,6212,2686850
801,2916,2565470,6212,2687850
801,2916,2566470,6212,2688850
801,2916,2567280,6212,2689660
801,2916,2568280,6212,2690660
801,2916,2569280,6212,2691660
801,2916,2569930,6212,2692310
802,2924,2570930,6212,2693310
802,2924,2570930,6212,2693780
802,2924,2570930,6212,2694250
802,2924,2571250,6212,2694570
802,2924,2571250,6212,2695570
802,2924,2572060,6212,2696380
802,2924,2573060,6212,2697380
802,2924,2574060,6212,2698380
802,2924,2574870,6212,2699190
802,2924,2575870,6212,2700190
802,2924,2575870,6212,2700660
802,2924,2576190,6212,2700980
802,2924,2576190,6212,2701980
802,2924,2576190,6212,2701980
802,2924,2576190,6212,2701980
802,2924,2577190,6212,2702980
802,2924,2577660,6212,2703450
802,2924,2578660,6212,2704450
802,2924,2578660,6212,2705450
802,2924,2579660,6212,2706450
802,2924,2580130,6212,2706920
802,2924,2581130,6212,2707920
802,2924,2582130,6212,2708920
802,2924,2583130,6212,2709920
803,2932,2584130,6212,2710920
803,2932,2585130,6212,2711920
803,2932,2586130,6212,2712920
803,2932,2586940,6212,2713730
803,2932,2586940,6212,2714190
804,2940,2587590,6212,2714840
804,2940,2588590,6212,2715840
804,2940,2589590,6212,2716840
804,2940,2589590,6212,2716840
804,2940,2589750,6212,2717000
804,2940,2590070,6212,2717320
804,2940,2590070,6212,2717320
804,2940,2591070,6212,2718320
804,2940,2591070,6212,2719320
804,2940,2591070,6212,2719690
804,2940,2592070,6212,2720690
804,2940,2592880,6212,2721500
804,2940,2593350,6212,2721970
804,2940,2594350,6212,2722970
804,2940,2595000,6212,2723620
804,2940,2595810,6212,2724430
804,2940,2595810,6212,2724900
805,2948,2596810,6212,2725900
805,2948,2597040,6212,2726130
805,2948,2597850,6212,2726940
805,2948,2598320,6212,2727410
805,2948,2599130,6212,2728220
805,2948,2599940,6212,2729030
806,2956,2600750,6212,2729840
806,2956,2601750,6212,2730840
806,2956,2601750,6212,2730840
806,2956,2601750,6212,2731490
806,2956,2602750,6212,2732490
806,2956,2603750,6212,2733490
806,2956,2604560,6212,2734300
806,2956,2605560,6212,2735300
806,2956,2606560,6212,2736300
806,2956,2607560,6212,2737300
806,2956,2607560,6212,2738300
806,2956,2608560,6212,2739300
806,2956,2608880,6212,2739620
807,2964,2609880,6212,2740620
807,2964,2610350,6212,2741090
807,2964,2611350,6212,2742090
807,2964,2612350,6212,2743090
807,2964,2612350,6212,2743900
808,2972,2613350,6212,2744900
808,2972,2613820,6212,2745370
808,2972,2614820,6212,2746370
808,2972,2615820,6212,2747370
808,2972,2616630,6212,2748180
808,2972,2617630,6212,2749180
808,2972,2618090,6212,2749640
808,2972,2618900,6212,2750450
808,2972,2619710,6212,2751260
808,2972,2620030,6212,2751580
808,2972,2621030,6212,2752580
808,2972,2621840,6212,2753390
809,2980,2622650,6212,2754200
809,2980,2623460,6212,2755010
809,2980,2624460,6212,2756010
809,2980,2624930,6212,2756480
809,2980,2625930,6212,2757480
809,2980,2625930,6212,2758290
809,2980,2625930,6212,2758760
809,2980,2626740,6212,2759570
809,2980,2626740,6212,2760380
809,2980,2627740,6212,2761380
809,2980,2627900,6212,2761540
809,2980,2628900,6212,2762540
809,2980,2629370,6212,2763010
809,2980,2630180,6212,2763820
809,2980,2631180,6212,2764820
809,2980,2631830,6212,2765470
809,2980,2632480,6212,2766120
809,2980,2632480,6212,2766930
809,2980,2632480,6212,2766930
809,2980,2632480,6212,2767930
809,2980,2633480,6212,2768930
809,2980,2634480,6212,2769930
810,2988,2635480,6212,2770930
810,2988,2635480,6212,2771740
810,2988,2635710,6212,2771970
810,2988,2636710,6212,2772970
810,2988,2637710,6212,2773970
810,2988,2638710,6212,2774970
811,2996,2639710,6212,2775970
811,2996,2640520,6212,2776780
811,2996,2640520,6212,2777100
811,2996,2641520,6212,2778100
812,3004,2642330,6212,2778910
812,3004,2643330,6212,2779910
812,3004,2644140,6212,2780720
812,3004,2644140,6212,2781720
812,3004,2644950,6212,2782530
812,3004,2644950,6212,2783340
812,3004,2645950,6212,2784340
812,3004,2646950,6212,2785340
812,3004,2647950,6212,2786340
812,3004,2648950,6212,2787340
812,3004,2649410,6212,2787800
812,3004,2649880,6212,2788270
812,3004,2650690,6212,2789080
812,3004,2651160,6212,2789550
812,3004,2651160,6212,2790010
812,3004,2651160,6212,2790010
812,3004,2651480,6212,2790330
812,3004,2651950,6212,2790800
812,3004,2652950,6212,2791800
812,3004,2653950,6212,2792800
812,3004,2653950,6212,2793270
812,3004,2654950,6212,2794270
812,3004,2655950,6212,2795270
812,3004,2655950,6212,2795270
812,3004,2656760,6212,2796080
812,3004,2657760,6212,2797080
812,3004,2657990,6212,2797310
812,3004,2658640,6212,2797960
813,3012,2659100,6212,2798420
813,3012,2659100,6212,2799420
813,3012,2660100,6212,2800420
814,3020,2661100,6212,2801420
814,3020,2662100,6212,2802420
814,3020,2662100,6212,2802420
814,3020,2662570,6212,2802890
814,3020,2663380,6212,2803700
814,3020,2663380,6212,2804700
814,3020,2664190,6212,2805510
815,3028,2665190,6212,2806510
815,3028,2665190,6212,2807510
815,3028,2665190,6212,2808510
815,3028,2665190,6212,2809320
815,3028,2666190,6212,2810320
815,3028,2666190,6212,2811130
815,3028,2667190,6212,2812130
815,3028,2668190,6212,2813130
815,3028,2668840,6212,2813780
815,3028,2668840,6212,2813780
815,3028,2669650,6212,2814590
815,3028,2670460,6212,2815400
815,3028,2670460,6212,2815400
815,3028,2670780,6212,2815720
815,3028,2671010,6212,2815950
815,3028,2671010,6212,2815950
815,3028,2672010,6212,2816950
815,3028,2672010,6212,2816950
815,3028,2673010,6212,2817950
815,3028,2673010,6212,2818950
815,3028,2673010,6212,2819950
815,3028,2673480,6212,2820420
815,3028,2674290,6212,2821230
815,3028,2674520,6212,2821460
815,3028,2674520,6212,2822110
815,3028,2675520,6212,2823110
815,3028,2676520,6212,2824110
815,3028,2676520,6212,2824920
815,3028,2676520,6212,2825730
815,3028,2677520,6212,2826730
816,3036,2678330,6212,2827540
816,3036,2678800,6212,2828010
816,3036,2678940,6212,2828150
816,3036,2678940,6212,2828960
816,3036,2679750,6212,2829770
816,3036,2680750,6212,2830770
816,3036,2681750,6212,2831770
816,3036,2682210,6212,2832230
816,3036,2683210,6212,2833230
816,3036,2684210,6212,2834230
816,3036,2684530,6212,2834550
816,3036,2685530,6212,2835550
816,3036,2686010,6212,2836030
817,3044,2687010,6212,2837030
817,3044,2688010,6212,2838030
817,3044,2689010,6212,2839030
817,3044,2690010,6212,2840030
817,3044,2690820,6212,2840840
817,3044,2691630,6212,2841650
817,3044,2692440,6212,2842460
817,3044,2693440,6212,2843460
817,3044,2693440,6212,2843460
817,3044,2693440,6212,2844460
817,3044,2693910,6212,2844930
817,3044,2694910,6212,2845930
817,3044,2695720,6212,2846740
818,3052,2696090,6212,2847110
819,3060,2697090,6212,2848110
819,3060,2697900,6212,2848920
819,3060,2697900,6212,2848920
819,3060,2697900,6212,2848920
819,3060,2697900,6212,2848920
819,3060,2698220,6212,2849240
819,3060,2698220,6212,2849240
819,3060,2699220,6212,2850240
819,3060,2699450,6212,2850470
819,3060,2699450,6212,2850940
819,3060,2700260,6212,2851750
819,3060,2701260,6212,2852750
819,3060,2702260,6212,2853750
819,3060,2702260,6212,2853750
819,3060,2702260,6212,2853750
819,3060,2702260,6212,2854400
819,3060,2702580,6212,2854720
819,3060,2703580,6212,2855720
819,3060,2704050,6212,2856190
819,3060,2704050,6212,2857190
819,3060,2704050,6212,2858190
819,3060,2704050,6212,2859190
819,3060,2704050,6212,2859190
819,3060,2704050,6212,2860190
819,3060,2705050,6212,2861190
819,3060,2705520,6212,2861660
819,3060,2705840,6212,2861980
819,3060,2706300,6212,2862440
819,3060,2706770,6212,2862910
819,3060,2707770,6212,2863910
819,3060,2708770,6212,2864910
820,3068,2709770,6212,2865910
820,3068,2710770,6212,2866910
820,3068,2711770,6212,2867910
820,3068,2712420,6212,2868560
820,3068,2712970,6212,2869110
820,3068,2712970,6212,2870110
820,3068,2713970,6212,2871110
821,3076,2714440,6212,2871580
821,3076,2715440,6212,2872580
821,3076,2715440,6212,2873580
821,3076,2715440,6212,2874580
821,3076,2716440,6212,2875580
821,3076,2716440,6212,2875810
821,3076,2717250,6212,2876620
821,3076,2717250,6212,2877620
821,3076,2718250,6212,2878620
821,3076,2719060,6212,2879430
821,3076,2720060,6212,2880430
822,3084,2721060,6212,2881430
822,3084,2722060,6212,2882430
822,3084,2723060,6212,2883430
822,3084,2724060,6212,2884430
822,3084,2725060,6212,2885430
822,3084,2725530,6212,2885900
822,3084,2726530,6212,2886900
822,3084,2727000,6212,2887370
822,3084,2727320,6212,2887690
822,3084,2728320,6212,2888690
822,3084,2728790,6212,2889160
822,3084,2729600,6212,2889970
822,3084,2730070,6212,2890440
822,3084,2730540,6212,2890910
822,3084,2731540,6212,2891910
822,3084,2732010,6212,2892380
822,3084,2732010,6212,2893380
822,3084,2732010,6212,2894380
822,3084,2732820,6212,2895190
822,3084,2733820,6212,2896190
822,3084,2734820,6212,2897190
822,3084,2734820,6212,2898190
822,3084,2735140,6212,2898510
822,3084,2735140,6212,2898510
822,3084,2735140,6212,2899510
823,3092,2736140,6212,2900510
823,3092,2737140,6212,2901510
824,3100,2737950,6212,2902320
824,3100,2738760,6212,2903130
824,3100,2739570,6212,2903940
824,3100,2740040,6212,2904410
824,3100,2741040,6212,2905410
824,3100,2742040,6212,2906410
824,3100,2742850,6212,2907220
824,3100,2743850,6212,2908220
824,3100,2743850,6212,2908220
824,3100,2743850,6212,2909220
824,3100,2744850,6212,2910220
824,3100,2744850,6212,2910870
824,3100,2745080,6212,2911100
824,3100,2746080,6212,2912100
824,3100,2746890,6212,2912910
824,3100,2747890,6212,2913910
824,3100,2747890,6212,2914380
824,3100,2748700,6212,2915190
824,3100,2749170,6212,2915660
824,3100,2749170,6212,2915660
825,3108,2749980,6212,2916470
826,3116,2750980,6212,2917470
826,3116,2750980,6212,2917950
826,3116,2751980,6212,2918950
826,3116,2752450,6212,2919420
827,3124,2760450,6212,2927420
827,3124,2761450,6212,2928420
827,3124,2761920,6212,2928890
827,3124,2761920,6212,2929890
827,3124,2762390,6212,2930360
827,3124,2763390,6212,2931360
827,3124,2763390,6212,2931360
827,3124,2763390,6212,2931360
827,3124,2763390,6212,2932360
827,3124,2763710,6212,2932680
827,3124,2764710,6212,2933680
827,3124,2765520,6212,2934490
827,3124,2766520,6212,2935490
827,3124,2767170,6212,2936140
827,3124,2767170,6212,2936610
827,3124,2767170,6212,2937420
827,3124,2768170,6212,2938420
827,3124,2769170,6212,2939420
827,3124,2769170,6212,2939420
827,3124,2769640,6212,2939890
827,3124,2770110,6212,2940360
827,3124,2770920,6212,2941170
828,3132,2771920,6212,2942170
828,3132,2772920,6212,2943170
828,3132,2773390,6212,2943640
828,3132,2774200,6212,2944450
828,3132,2774430,6212,2944680
828,3132,2775430,6212,2945680
828,3132,2776430,6212,2946680
828,3132,2777430,6212,2947680
828,3132,2778430,6212,2948680
828,3132,2779430,6212,2949680
828,3132,2779900,6212,2950150
828,3132,2779900,6212,2950620
828,3132,2780900,6212,2951620
829,3140,2781370,6212,2952090
829,3140,2781370,6212,2952090
830,3148,2782370,6212,2953090
830,3148,2783370,6212,2954090
830,3148,2783370,6212,2954090
830,3148,2784020,6212,2954740
830,3148,2784020,6212,2954740
830,3148,2784020,6212,2954740
830,3148,2784020,6212,2955210
830,3148,2784340,6212,2955530
830,3148,2784340,6212,2956530
830,3148,2784800,6212,2956990
830,3148,2784800,6212,2956990
830,3148,2785800,6212,2957990
830,3148,2785800,6212,2957990
830,3148,2785800,6212,2957990
830,3148,2785800,6212,2958800
830,3148,2786800,6212,2959800
830,3148,2787800,6212,2960800
830,3148,2788610,6212,2961610
830,3148,2789080,6212,2962080
830,3148,2790080,6212,2963080
830,3148,2791080,6212,2964080
830,3148,2791080,6212,2964080
830,3148,2792080,6212,2965080
830,3148,2792080,6212,2965080
830,3148,2792080,6212,2965890
831,3156,2793080,6212,2966890
831,3156,2794080,6212,2967890
831,3156,2795080,6212,2968890
831,3156,2795890,6212,2969700
831,3156,2796360,6212,2970170
831,3156,2797360,6212,2971170
831,3156,2797360,6212,2972170
831,3156,2797360,6212,2972170
831,3156,2798360,6212,2973170
831,3156,2798820,6212,2973630
831,3156,2799820,6212,2974630
831,3156,2800260,6212,2975070
831,3156,2801070,6212,2975880
831,3156,2802070,6212,2976880
831,3156,2803070,6212,2977880
832,3164,2804070,6212,2978880
832,3164,2804070,6212,2978880
832,3164,2804880,6212,2979690
833,3172,2805690,6212,2980500
833,3172,2805690,6212,2980970
833,3172,2806690,6212,2981970
833,3172,2806690,6212,2982970
833,3172,2807690,6212,2983970
833,3172,2808690,6212,2984970
833,3172,2809690,6212,2985970
833,3172,2810160,6212,2986440
833,3172,2811160,6212,2987440
833,3172,2812160,6212,2988440
833,3172,2812160,6212,2988440
833,3172,2812160,6212,2988910
