ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
807378.11,18.42,5.08,366913.66,8.37
807268.94,18.42,5.08,366131.39,8.35
807501.04,18.43,5.08,367163.87,8.38
807661.57,18.44,5.09,367201.68,8.38
807633.39,18.44,5.1,367185.78,8.38
807484.92,18.44,5.1,367074.13,8.38
807336.45,18.44,5.1,367259.76,8.39
807336.45,18.44,5.1,367259.76,8.39
807187.98,18.44,5.1,367138.75,8.39
807228.21,18.45,5.1,367059.49,8.39
806854.38,18.44,5.1,366589.47,8.38
806894.61,18.44,5.1,366513.95,8.38
806894.61,18.44,5.1,366513.95,8.38
806746.14,18.44,5.1,366404.21,8.38
806618.9,18.45,5.1,367214.09,8.4
806988.62,18.46,5.11,367103.47,8.4
806691.75,18.45,5.11,367002.96,8.4
806003.86,18.44,5.1,366258.59,8.38
806297.4,18.45,5.11,366355.47,8.38
805935.39,18.44,5.1,366278.85,8.38
805907.21,18.45,5.1,366265.47,8.38
805758.74,18.45,5.1,366161.96,8.38
806027.97,18.46,5.11,366257.06,8.39
805879.5,18.46,5.11,366396.41,8.39
805731.03,18.46,5.11,366337.4,8.39
805582.56,18.46,5.12,366228.28,8.39
805434.09,18.46,5.12,366259.53,8.39
805328.45,18.46,5.12,366448.22,8.4
805368.68,18.47,5.12,366539.17,8.4
805071.81,18.46,5.12,366231.64,8.4
805365.36,18.47,5.13,365967.08,8.39
805174.05,18.47,5.13,365675.03,8.39
804972.25,18.47,5.12,365351.29,8.38
805012.48,18.47,5.13,367168.76,8.42
804984.3,18.47,5.13,367194.32,8.43
804664.3,18.47,5.12,366874.32,8.42
804515.83,18.47,5.12,366725.37,8.42
804367.36,18.47,5.13,366886.96,8.42
804527.89,18.48,5.13,366934.46,8.43
804240.18,18.47,5.13,366239.13,8.41
804280.42,18.48,5.13,366160.23,8.41
803806.83,18.48,5.14,366032.85,8.42
804038.93,18.49,5.15,366088.24,8.42
803890.46,18.49,5.15,365951.81,8.42
803930.69,18.49,5.15,365881.48,8.42
803771.99,18.49,5.15,365727.87,8.41
803623.52,18.49,5.15,365684.65,8.41
803892.75,18.5,5.16,365589.86,8.41
803932.98,18.51,5.16,366403.08,8.43
803932.98,18.51,5.16,366403.08,8.43
803973.21,18.51,5.17,366794.64,8.44
803824.74,18.51,5.17,366828.98,8.45
803676.27,18.51,5.17,366908.96,8.45
803716.5,18.52,5.17,367358.91,8.46
803568.03,18.52,5.17,367168.27,8.46
803568.03,18.52,5.17,367286.98,8.46
803539.85,18.52,5.18,367250.32,8.46
803391.38,18.52,5.18,367159.42,8.46
803242.91,18.52,5.18,367297.39,8.47
803094.44,18.52,5.18,367182.44,8.47
802945.97,18.52,5.18,367118.22,8.47
802797.5,18.52,5.18,367300.52,8.48
802803.98,18.52,5.18,367302.01,8.48
802579.27,18.52,5.18,367503.0,8.48
802984.92,18.53,5.19,367526.34,8.48
802836.45,18.53,5.19,367310.06,8.48
802687.98,18.53,5.19,367295.02,8.48
802728.21,18.54,5.19,367219.35,8.48
802526.41,18.53,5.19,367208.33,8.48
802152.58,18.53,5.18,367136.86,8.48
801085.1,18.54,5.19,366919.09,8.49
801056.92,18.54,5.2,366917.8,8.49
801006.92,18.54,5.2,366867.8,8.49
800413.04,18.54,5.2,366699.92,8.5
800264.57,18.54,5.2,366598.31,8.5
800116.1,18.55,5.2,366707.53,8.5
800385.33,18.55,5.21,366852.75,8.5
800236.86,18.55,5.21,366771.2,8.5
799236.86,18.54,5.19,365771.2,8.48
799078.16,18.53,5.19,365656.08,8.48
798929.68,18.53,5.19,365568.6,8.48
798969.92,18.54,5.19,365484.75,8.48
799010.15,18.54,5.2,365390.75,8.48
798536.56,18.55,5.21,365326.93,8.49
798576.79,18.55,5.21,365981.98,8.5
798862.15,18.56,5.22,366098.33,8.51
799040.55,18.57,5.23,366738.58,8.52
799040.55,18.57,5.23,366738.58,8.52
798892.08,18.57,5.23,366713.59,8.52
799052.6,18.58,5.23,366751.4,8.53
799092.84,18.58,5.24,366672.15,8.53
798719.01,18.57,5.23,366832.31,8.53
798581.15,18.58,5.23,367038.58,8.54
798759.55,18.58,5.24,366948.4,8.54
798799.78,18.59,5.24,367060.91,8.54
798840.01,18.59,5.25,366989.67,8.54
798680.93,18.59,5.25,366753.33,8.54
798652.75,18.6,5.25,366737.42,8.54
798504.28,18.6,5.25,366638.2,8.54
798303.88,18.59,5.25,366304.35,8.53
798344.11,18.6,5.25,366254.34,8.53
798195.64,18.6,5.26,366587.43,8.54
798047.17,18.6,5.26,366557.85,8.54
798340.72,18.61,5.26,366523.13,8.54
798192.24,18.61,5.27,366358.56,8.54
797820.23,18.6,5.26,367571.01,8.57
797860.46,18.61,5.26,367799.55,8.58
797733.22,18.61,5.26,368210.23,8.59
797811.69,18.61,5.27,368027.12,8.59
798110.38,18.62,5.28,368040.49,8.59
798395.74,18.63,5.29,367934.91,8.59
798367.56,18.64,5.29,367927.66,8.59
798407.79,18.64,5.3,367903.4,8.59
798011.15,18.64,5.29,367434.24,8.58
797862.68,18.64,5.29,367332.57,8.58
797714.21,18.64,5.29,367765.1,8.59
797565.74,18.64,5.3,367637.4,8.59
797797.84,18.65,5.3,367751.73,8.6
797500.97,18.64,5.3,367334.12,8.59
797352.5,18.64,5.3,367152.1,8.58
798313.2,18.67,5.33,368702.71,8.62
798285.03,18.67,5.33,368717.67,8.62
798136.56,18.67,5.33,368622.9,8.62
797988.08,18.67,5.33,368560.12,8.63
796920.61,18.68,5.34,368342.34,8.64
796772.14,18.69,5.34,368614.6,8.64
796623.67,18.69,5.34,368362.31,8.64
796496.42,18.69,5.34,368403.17,8.64
796289.55,18.68,5.34,368036.27,8.64
796521.66,18.69,5.35,367949.01,8.63
796526.84,18.69,5.35,367980.42,8.64
796526.84,18.69,5.35,367980.42,8.64
796326.44,18.69,5.34,367928.74,8.63
796258.46,18.69,5.35,368176.57,8.64
795894.63,18.68,5.34,368312.01,8.65
796073.03,18.69,5.35,368186.36,8.64
796044.85,18.7,5.35,368149.7,8.65
796330.21,18.7,5.36,368071.33,8.65
796370.44,18.71,5.37,370349.04,8.7
796669.14,18.72,5.38,370352.37,8.7
796510.43,18.72,5.37,370237.26,8.7
796213.49,18.72,5.37,370152.0,8.7
796065.02,18.72,5.37,370258.71,8.71
796105.25,18.72,5.38,370180.97,8.71
796105.25,18.72,5.38,370180.97,8.71
795855.06,18.72,5.38,369797.13,8.7
795855.06,18.72,5.38,369797.13,8.7
795648.19,18.72,5.37,369573.83,8.69
795648.19,18.72,5.37,369573.83,8.69
795499.72,18.72,5.37,369441.57,8.69
795093.61,18.71,5.37,368659.3,8.68
794945.14,18.71,5.37,368567.29,8.68
795123.53,18.72,5.38,368678.82,8.68
794975.06,18.72,5.38,368879.64,8.69
795015.3,18.73,5.38,368801.41,8.69
795055.53,18.73,5.39,368746.97,8.69
794907.06,18.73,5.39,368599.06,8.69
794907.06,18.73,5.39,368599.06,8.69
794758.59,18.73,5.39,368534.27,8.69
794438.59,18.73,5.38,368214.27,8.68
794478.82,18.73,5.39,368153.43,8.68
794330.35,18.73,5.39,368101.75,8.68
794599.58,18.74,5.4,369734.24,8.72
794639.81,18.75,5.4,370038.73,8.73
794611.63,18.75,5.41,370022.83,8.73
794463.16,18.75,5.41,369911.17,8.73
794099.33,18.74,5.4,369367.24,8.72
794504.98,18.76,5.41,369389.48,8.72
794208.11,18.75,5.41,369261.15,8.72
793911.17,18.75,5.41,369270.94,8.72
793620.6,18.75,5.4,368848.09,8.71
793472.13,18.75,5.4,368971.3,8.72
793323.66,18.75,5.4,368876.4,8.72
793363.89,18.75,5.41,368799.44,8.72
793404.12,18.76,5.41,368725.26,8.72
793255.65,18.76,5.41,368657.85,8.72
792965.08,18.75,5.41,368488.45,8.71
792816.61,18.75,5.41,368676.71,8.72
792856.84,18.76,5.41,368789.37,8.73
792856.84,18.76,5.41,368789.37,8.73
792718.98,18.76,5.42,368612.29,8.72
792422.11,18.75,5.41,368028.65,8.71
792462.34,18.76,5.41,367906.24,8.71
792303.26,18.76,5.42,367843.95,8.71
792275.08,18.76,5.42,367858.9,8.71
792275.08,18.76,5.42,367858.9,8.71
792275.08,18.76,5.42,367858.9,8.71
792126.61,18.76,5.42,367775.46,8.71
792166.84,18.77,5.42,367748.67,8.71
792018.37,18.77,5.43,367674.56,8.71
791869.9,18.77,5.43,367789.07,8.72
791652.6,18.77,5.42,367573.36,8.71
791652.6,18.77,5.42,367573.36,8.71
791692.83,18.77,5.43,368780.4,8.74
791692.83,18.77,5.43,368780.4,8.74
791544.36,18.77,5.43,368726.41,8.74
791395.89,18.77,5.43,368674.57,8.75
790328.41,18.78,5.44,368456.79,8.76
790190.55,18.78,5.44,368604.94,8.76
789123.08,18.79,5.45,368387.17,8.77
789163.31,18.8,5.46,368798.0,8.79
789004.23,18.8,5.46,368565.99,8.78
788640.4,18.79,5.45,368099.43,8.77
788423.09,18.79,5.44,367731.04,8.76
788423.09,18.79,5.44,367731.04,8.76
788394.91,18.79,5.45,367711.94,8.76
788693.61,18.8,5.46,367715.27,8.77
788545.14,18.8,5.46,367618.96,8.77
788396.66,18.8,5.46,367719.08,8.77
788248.19,18.81,5.46,367642.56,8.77
788248.19,18.81,5.46,367642.56,8.77
788099.72,18.81,5.46,367585.86,8.77
788139.95,18.81,5.47,367508.11,8.77
787991.48,18.81,5.47,367585.1,8.78
787397.6,18.82,5.47,367441.18,8.78
787249.13,18.82,5.47,367320.7,8.78
787100.66,18.82,5.47,367304.97,8.78
787072.48,18.82,5.48,367312.5,8.78
786924.01,18.82,5.48,367206.19,8.78
786814.01,18.82,5.48,367096.19,8.78
786814.01,18.82,5.48,367096.19,8.78
786854.24,18.82,5.48,367038.99,8.78
786854.24,18.82,5.48,367038.99,8.78
786705.77,18.83,5.48,366995.17,8.78
786557.3,18.83,5.48,367070.51,8.79
786842.66,18.84,5.49,367200.45,8.79
786842.66,18.84,5.49,367200.45,8.79
787021.06,18.84,5.5,367115.81,8.79
787061.29,18.85,5.5,367041.49,8.79
787239.69,18.85,5.51,368653.38,8.83
787091.22,18.86,5.51,368585.37,8.83
786942.75,18.86,5.51,368533.7,8.83
786942.75,18.86,5.51,368533.7,8.83
786784.04,18.85,5.51,368379.32,8.83
786635.57,18.85,5.51,368525.75,8.83
786261.74,18.85,5.5,368091.82,8.82
786113.27,18.85,5.5,367914.55,8.82
786113.27,18.85,5.5,367914.55,8.82
786113.27,18.85,5.5,367914.55,8.82
786113.27,18.85,5.5,367914.55,8.82
786153.5,18.85,5.51,368244.87,8.83
786125.32,18.86,5.51,368228.97,8.83
786285.85,18.86,5.52,368266.78,8.84
786137.38,18.87,5.52,368155.12,8.83
785840.51,18.86,5.52,368151.76,8.84
785840.51,18.86,5.52,368151.76,8.84
785692.04,18.86,5.52,368306.5,8.84
785692.04,18.86,5.52,368306.5,8.84
785543.57,18.86,5.52,368288.52,8.84
785395.1,18.86,5.52,368112.37,8.84
785246.62,18.86,5.52,368446.2,8.85
785652.74,18.88,5.53,368764.6,8.86
784585.27,18.89,5.54,368546.82,8.87
784557.09,18.89,5.55,368517.68,8.87
784408.62,18.89,5.55,368419.26,8.87
784260.15,18.89,5.55,368522.57,8.88
783557.09,18.88,5.54,367819.51,8.86
783597.32,18.89,5.54,367740.25,8.86
783597.32,18.89,5.54,367740.25,8.86
783448.85,18.89,5.54,367618.4,8.86
783332.22,18.89,5.55,367733.61,8.87
783237.58,18.89,5.55,368453.79,8.89
782949.87,18.89,5.54,368022.52,8.88
782653.0,18.88,5.54,367966.83,8.88
782946.55,18.89,5.55,367879.51,8.88
782814.13,18.89,5.55,367169.1,8.86
782452.11,18.88,5.54,367293.8,8.86
782492.34,18.89,5.55,367201.16,8.86
782464.16,18.89,5.55,367193.9,8.87
782315.69,18.89,5.55,367073.6,8.87
782065.5,18.89,5.55,366876.95,8.86
782105.74,18.9,5.55,366813.62,8.86
781957.27,18.9,5.55,367127.18,8.87
781808.79,18.9,5.56,367004.22,8.87
781660.32,18.9,5.56,366768.51,8.87
781597.52,18.9,5.56,367673.81,8.89
781300.65,18.9,5.55,367247.38,8.88
781300.65,18.9,5.55,367317.42,8.88
781525.44,18.91,5.56,366974.42,8.88
781497.27,18.91,5.57,366999.98,8.88
781348.8,18.91,5.57,366890.98,8.88
781200.32,18.91,5.57,366831.82,8.88
781051.85,18.91,5.57,366861.48,8.88
780903.38,18.92,5.57,366944.58,8.89
780295.98,18.9,5.56,366337.17,8.88
780581.34,18.91,5.57,366818.72,8.89
780384.47,18.91,5.57,366744.29,8.89
780424.7,18.91,5.57,367057.6,8.9
780050.87,18.91,5.56,366382.01,8.88
780336.23,18.92,5.57,367710.28,8.91
780496.76,18.92,5.58,367748.1,8.92
780271.49,18.92,5.58,367462.73,8.91
780302.95,18.93,5.58,368412.38,8.94
780343.19,18.93,5.59,368333.12,8.94
780521.59,18.94,5.59,368242.94,8.93
780493.41,18.94,5.6,368235.69,8.94
780815.37,18.95,5.61,367922.07,8.93
780666.9,18.96,5.61,367830.55,8.93
779868.06,18.94,5.6,367006.58,8.91
779571.12,18.94,5.6,366823.77,8.91
779422.65,18.94,5.6,367005.9,8.92
779462.88,18.95,5.6,367118.41,8.92
779314.41,18.95,5.61,367022.04,8.92
779314.41,18.95,5.61,367022.04,8.92
779165.94,18.95,5.61,366885.57,8.92
779459.48,18.96,5.62,366801.65,8.92
779332.24,18.96,5.62,367476.05,8.94
779621.47,18.97,5.63,367408.15,8.94
779593.3,18.98,5.63,367371.49,8.94
779444.83,18.98,5.63,367299.22,8.94
779072.81,18.97,5.63,367244.46,8.94
778599.22,18.98,5.63,367173.61,8.95
778639.45,18.98,5.64,367847.53,8.97
778490.98,18.98,5.64,368169.36,8.98
778342.51,18.98,5.64,367945.41,8.97
778045.64,18.98,5.64,367271.48,8.96
779515.44,19.02,5.68,369803.68,9.02
779808.98,19.03,5.69,370878.39,9.05
779808.98,19.03,5.69,370878.39,9.05
779849.22,19.03,5.69,371175.33,9.06
780009.74,19.04,5.7,371213.15,9.06
779981.56,19.04,5.7,371238.71,9.06
779981.56,19.04,5.7,371238.71,9.06
780021.8,19.05,5.71,371159.45,9.06
780062.03,19.05,5.71,371083.93,9.06
779913.56,19.06,5.71,370974.93,9.06
779306.15,19.05,5.7,370300.13,9.05
779306.15,19.05,5.7,370300.13,9.05
779157.68,19.05,5.7,370421.77,9.05
778090.21,19.06,5.71,370214.04,9.07
777941.74,19.06,5.71,370121.37,9.07
777724.43,19.05,5.71,370050.25,9.07
777614.43,19.05,5.71,369940.25,9.06
777465.96,19.05,5.71,369828.04,9.06
777338.72,19.05,5.71,370343.87,9.08
777378.95,19.06,5.72,370314.64,9.08
777006.93,19.05,5.71,369886.95,9.07
776938.95,19.06,5.71,369672.95,9.07
776688.76,19.05,5.71,369320.0,9.06
776222.75,19.05,5.7,368395.58,9.04
776194.58,19.05,5.71,368421.14,9.04
775127.1,19.06,5.72,368203.37,9.06
774978.63,19.06,5.72,368054.42,9.05
774978.63,19.06,5.72,368054.42,9.05
773978.63,19.04,5.7,367054.42,9.03
773830.16,19.04,5.7,367309.12,9.04
773681.69,19.05,5.7,367221.35,9.04
773721.92,19.05,5.71,367327.36,9.04
773573.45,19.05,5.71,367826.67,9.06
773573.45,19.05,5.71,367826.67,9.06
773517.98,19.05,5.71,367785.09,9.06
773558.21,19.06,5.72,367855.42,9.06
774168.27,19.08,5.74,368136.37,9.07
774140.09,19.08,5.74,368135.08,9.07
774180.32,19.09,5.74,368536.68,9.09
774465.68,19.1,5.75,369161.47,9.1
774317.21,19.1,5.75,369036.57,9.1
774168.74,19.1,5.76,369162.76,9.11
774020.27,19.1,5.76,369093.01,9.11
773871.8,19.1,5.76,369019.15,9.11
773871.8,19.1,5.76,369019.15,9.11
773723.33,19.1,5.76,369048.35,9.11
773125.65,19.09,5.75,368233.85,9.09
773023.68,19.09,5.75,368439.72,9.1
772748.76,19.09,5.75,368641.28,9.11
772553.79,19.09,5.75,368332.05,9.1
772525.61,19.09,5.75,368347.0,9.1
772377.14,19.09,5.75,368216.92,9.1
772949.58,19.11,5.77,368189.22,9.1
772801.11,19.11,5.77,368363.82,9.11
772652.64,19.11,5.77,368213.68,9.11
772504.17,19.11,5.77,368160.41,9.11
772202.4,19.11,5.76,368286.85,9.11
772053.93,19.11,5.77,368549.31,9.12
772094.16,19.11,5.77,368461.9,9.12
771895.31,19.11,5.77,368327.37,9.12
771757.45,19.11,5.77,368062.96,9.11
772042.81,19.12,5.78,368234.6,9.12
772083.05,19.13,5.78,368145.06,9.12
772352.28,19.13,5.79,368035.44,9.12
772193.19,19.14,5.79,367963.55,9.12
772193.19,19.14,5.79,367963.55,9.12
772233.42,19.14,5.8,368563.59,9.13
772233.42,19.14,5.8,368563.59,9.13
772205.25,19.14,5.8,368578.55,9.14
771917.54,19.14,5.8,368002.49,9.12
771957.78,19.14,5.8,367949.34,9.12
771583.94,19.14,5.79,369021.95,9.15
771435.47,19.14,5.79,368938.5,9.15
771287.0,19.14,5.79,368864.39,9.15
771287.0,19.14,5.79,368864.39,9.15
771138.53,19.14,5.8,369029.55,9.16
770990.06,19.14,5.8,368964.73,9.16
771275.42,19.15,5.81,369243.07,9.17
771435.95,19.16,5.81,369280.88,9.17
771287.48,19.16,5.82,369217.14,9.17
771062.21,19.15,5.81,369085.35,9.17
771102.44,19.16,5.82,369006.1,9.17
770996.81,19.16,5.82,369192.29,9.18
770968.63,19.17,5.82,369217.86,9.18
770968.63,19.17,5.82,369217.86,9.18
770820.16,19.17,5.82,369134.74,9.18
771195.31,19.18,5.83,369208.76,9.18
771046.84,19.18,5.84,369123.72,9.18
770898.36,19.18,5.84,369326.84,9.19
770749.89,19.18,5.84,369099.77,9.19
770601.42,19.18,5.84,369151.9,9.19
770641.66,19.19,5.84,369079.33,9.19
770952.12,19.2,5.86,369695.22,9.21
770952.12,19.2,5.86,369695.22,9.21
770923.94,19.2,5.86,369710.18,9.21
770608.89,19.2,5.85,369650.25,9.21
770894.25,19.21,5.86,369597.2,9.21
770702.94,19.21,5.86,369299.23,9.2
770329.11,19.2,5.86,369736.98,9.22
770180.64,19.2,5.86,369613.09,9.21
770032.17,19.2,5.86,369755.55,9.22
770317.53,19.21,5.87,369677.0,9.22
770092.26,19.21,5.86,369410.61,9.21
770388.24,19.22,5.87,370922.48,9.25
770325.46,19.22,5.87,370450.11,9.24
770275.72,19.22,5.88,370714.37,9.25
770681.38,19.23,5.89,370737.71,9.25
770532.91,19.23,5.89,370652.61,9.25
769925.5,19.22,5.88,369933.36,9.24
769965.73,19.23,5.88,369857.69,9.24
769817.26,19.23,5.89,369850.89,9.24
769857.5,19.23,5.89,369774.31,9.24
769730.25,19.24,5.89,370473.89,9.26
770099.98,19.25,5.91,370359.26,9.26
769736.15,19.24,5.9,370494.61,9.26
770021.51,19.25,5.91,370417.5,9.26
769796.24,19.25,5.9,370340.47,9.26
769836.47,19.25,5.91,370506.19,9.27
769836.47,19.25,5.91,370506.19,9.27
769836.47,19.25,5.91,370506.19,9.27
769876.71,19.26,5.91,370539.64,9.27
769848.53,19.26,5.92,370522.65,9.27
769160.63,19.25,5.91,369778.29,9.25
769160.63,19.25,5.91,369778.29,9.25
769339.03,19.26,5.91,369544.99,9.25
769190.56,19.26,5.91,369434.41,9.25
769042.09,19.26,5.92,369599.85,9.26
768893.62,19.26,5.92,369471.12,9.25
768893.62,19.26,5.92,369471.12,9.25
768893.62,19.26,5.92,369471.12,9.25
768893.62,19.26,5.92,369471.12,9.25
768745.15,19.26,5.92,369390.63,9.26
768596.68,19.26,5.92,369374.27,9.26
768636.91,19.27,5.92,370873.31,9.3
768499.05,19.27,5.93,371076.21,9.3
768202.18,19.26,5.92,370722.92,9.3
768043.1,19.26,5.92,370489.94,9.29
768014.92,19.27,5.92,370482.68,9.29
767866.45,19.27,5.93,370391.16,9.29
767717.98,19.27,5.93,370615.75,9.3
767878.5,19.28,5.93,370653.56,9.31
767656.81,19.27,5.93,370501.09,9.3
767508.33,19.27,5.93,370369.81,9.3
767629.76,19.28,5.94,370902.91,9.32
767670.0,19.29,5.94,370823.65,9.32
767584.2,19.29,5.95,370760.08,9.32
767869.56,19.3,5.96,370672.61,9.32
767909.79,19.3,5.96,370785.27,9.32
766842.32,19.32,5.97,370577.54,9.33
766700.18,19.31,5.97,370504.69,9.33
767582.54,19.34,6.0,371356.96,9.36
767320.85,19.34,5.99,371413.49,9.36
766723.17,19.33,5.98,370815.81,9.35
766574.7,19.33,5.98,370714.15,9.35
766860.06,19.34,5.99,370649.25,9.35
766860.06,19.34,5.99,370649.25,9.35
766634.8,19.33,5.99,370586.23,9.34
767009.94,19.34,6.0,371128.38,9.36
766904.03,19.34,6.0,370626.37,9.35
766755.56,19.34,6.0,372712.86,9.4
766755.56,19.34,6.0,372712.86,9.4
767040.92,19.35,6.01,372657.38,9.4
767040.92,19.35,6.01,372702.32,9.4
767273.02,19.36,6.02,374719.52,9.46
769726.01,19.43,6.08,376309.57,9.5
769132.13,19.43,6.09,376162.64,9.5
769292.66,19.44,6.1,376200.46,9.51
769264.48,19.44,6.1,376199.17,9.51
769072.61,19.44,6.1,375569.1,9.49
769251.01,19.45,6.1,375456.87,9.49
769055.66,19.45,6.1,374661.33,9.47
769095.89,19.45,6.11,374604.12,9.48
768732.06,19.45,6.1,374654.38,9.48
768573.35,19.44,6.1,374530.84,9.47
768613.59,19.45,6.1,374643.35,9.48
768898.95,19.46,6.11,374570.04,9.48
768611.24,19.45,6.11,374220.19,9.47
768237.41,19.44,6.1,374154.68,9.47
768277.65,19.45,6.11,374778.7,9.49
768509.75,19.46,6.12,374569.95,9.48
768302.88,19.45,6.11,375329.97,9.5
768343.11,19.46,6.12,375552.41,9.51
768748.76,19.47,6.13,375575.75,9.51
768600.29,19.47,6.13,375493.6,9.51
768451.82,19.47,6.13,375434.44,9.51
768492.05,19.48,6.14,375358.77,9.51
768343.58,19.48,6.14,375467.22,9.52
768383.82,19.49,6.14,375390.63,9.52
768383.82,19.49,6.14,375390.63,9.52
768424.05,19.49,6.15,375511.2,9.52
768307.42,19.49,6.15,375514.46,9.53
769236.28,19.52,6.18,377109.85,9.57
768895.71,19.51,6.17,376812.73,9.56
768489.59,19.51,6.17,376030.46,9.55
768489.59,19.51,6.17,376030.46,9.55
768529.82,19.51,6.17,375956.79,9.55
768155.99,19.51,6.16,375903.59,9.55
768047.29,19.5,6.16,375799.97,9.54
768019.11,19.51,6.17,375807.5,9.55
767870.64,19.51,6.17,375713.75,9.55
767722.17,19.51,6.17,375657.38,9.55
767573.7,19.51,6.17,375716.02,9.55
767573.7,19.51,6.17,375671.08,9.55
767425.23,19.51,6.17,375587.06,9.55
767869.68,19.53,6.18,375558.48,9.55
767721.95,19.52,6.18,376098.75,9.56
767762.19,19.53,6.19,376347.87,9.57
767613.71,19.53,6.19,376329.31,9.57
767475.86,19.53,6.19,376537.15,9.58
767316.77,19.53,6.19,376298.07,9.58
767316.77,19.53,6.19,376347.58,9.58
767288.59,19.54,6.19,376334.3,9.58
767140.12,19.54,6.19,376244.34,9.58
766991.65,19.54,6.2,376204.98,9.58
766843.18,19.54,6.2,376408.69,9.59
766694.71,19.54,6.2,376284.84,9.59
766694.71,19.54,6.2,376286.04,9.59
766694.71,19.54,6.2,376287.64,9.59
766726.17,19.55,6.2,377266.06,9.62
766726.17,19.55,6.2,377342.86,9.62
766589.17,19.54,6.2,376534.67,9.6
766874.53,19.55,6.21,378235.24,9.64
767196.49,19.57,6.22,377900.62,9.64
767168.31,19.57,6.23,377863.96,9.64
767019.84,19.57,6.23,377773.06,9.64
767180.37,19.58,6.24,377810.88,9.64
767031.89,19.58,6.24,377991.23,9.65
766883.42,19.58,6.24,377987.35,9.65
766519.59,19.58,6.23,377631.77,9.64
766813.14,19.59,6.24,377498.66,9.64
766664.67,19.59,6.24,377337.47,9.64
766704.9,19.59,6.25,377304.0,9.64
766577.66,19.59,6.25,377887.52,9.66
766842.25,19.61,6.26,377757.89,9.66
766882.48,19.61,6.27,377866.56,9.66
766922.72,19.62,6.27,377746.87,9.66
766894.54,19.62,6.28,377722.24,9.66
766894.54,19.62,6.28,377722.24,9.66
766746.07,19.62,6.28,377619.31,9.66
766374.05,19.61,6.27,377598.9,9.66
766667.6,19.62,6.28,378090.89,9.68
766295.58,19.62,6.27,377659.13,9.67
766295.58,19.62,6.27,377659.13,9.67
766335.81,19.62,6.28,377718.33,9.67
766187.34,19.62,6.28,377993.4,9.68
766227.57,19.63,6.29,379086.07,9.71
766633.23,19.64,6.3,379109.41,9.71
766484.75,19.64,6.3,379032.88,9.71
766336.28,19.64,6.3,379043.43,9.72
766376.52,19.65,6.31,378967.76,9.72
766416.75,19.65,6.31,378891.17,9.72
766042.92,19.65,6.3,379036.59,9.72
765744.73,19.64,6.3,378696.97,9.71
765784.96,19.65,6.3,378602.4,9.71
766070.32,19.66,6.31,378531.9,9.71
766007.52,19.66,6.32,379133.85,9.73
765633.69,19.65,6.31,379386.95,9.74
765641.47,19.65,6.31,379388.47,9.74
765946.75,19.66,6.32,379175.11,9.73
766232.11,19.67,6.33,379067.41,9.73
766203.93,19.68,6.34,379038.26,9.74
765830.1,19.67,6.33,378972.63,9.73
765681.63,19.67,6.33,378874.21,9.73
765977.6,19.68,6.34,380096.11,9.77
765829.13,19.68,6.34,380763.05,9.79
765680.66,19.69,6.34,380702.34,9.79
765532.19,19.69,6.34,380173.7,9.78
765532.19,19.69,6.34,380173.7,9.78
765373.48,19.68,6.34,380020.08,9.77
765227.57,19.68,6.34,379738.25,9.77
765177.84,19.68,6.34,379764.48,9.77
765583.49,19.7,6.35,379786.72,9.77
765583.49,19.7,6.35,379786.72,9.77
765614.96,19.7,6.36,380725.52,9.8
765586.78,19.71,6.36,380688.86,9.8
766109.9,19.73,6.38,380582.25,9.8
765736.07,19.72,6.37,380470.89,9.8
765587.6,19.72,6.38,380380.0,9.8
765872.96,19.73,6.39,380545.39,9.8
765724.49,19.73,6.39,380729.66,9.81
765576.02,19.73,6.39,380595.04,9.81
765427.55,19.73,6.39,380517.35,9.81
765467.78,19.74,6.39,380431.79,9.81
765467.78,19.74,6.39,380431.79,9.81
765340.54,19.74,6.4,380494.19,9.81
765710.26,19.75,6.41,381142.61,9.83
765682.08,19.76,6.42,381168.17,9.84
765722.31,19.76,6.42,381092.26,9.84
765954.42,19.77,6.43,381200.23,9.84
765805.95,19.77,6.43,381065.74,9.84
765657.48,19.78,6.43,381196.37,9.85
765697.71,19.78,6.44,381245.39,9.85
765697.71,19.78,6.44,381245.39,9.85
765549.24,19.78,6.44,381151.55,9.85
765400.77,19.78,6.44,381068.65,9.85
765110.19,19.78,6.43,380832.82,9.84
765110.19,19.78,6.43,380832.82,9.84
765150.42,19.78,6.44,380815.79,9.85
765150.42,19.78,6.44,380815.79,9.85
765190.66,19.79,6.44,382278.76,9.89
