ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_228c-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
867554.34,14.1,0.76,345676.56,5.62
867405.87,14.1,0.76,345574.95,5.62
867257.4,14.1,0.76,345463.09,5.62
867135.18,14.1,0.76,345242.29,5.61
867012.96,14.1,0.76,345021.48,5.61
866930.38,14.1,0.76,344825.89,5.61
867592.25,14.11,0.77,344910.67,5.61
866524.78,14.11,0.77,344692.89,5.61
866376.3,14.11,0.77,344676.61,5.62
866986.36,14.13,0.78,344715.57,5.62
867299.48,14.13,0.79,344514.53,5.61
867584.84,14.14,0.8,344586.69,5.62
867436.37,14.14,0.8,344544.03,5.62
867476.6,14.14,0.8,344955.42,5.62
867182.3,14.14,0.8,344661.11,5.62
867033.82,14.14,0.79,344575.63,5.62
866439.94,14.14,0.79,344431.75,5.62
866291.47,14.14,0.79,344318.64,5.62
865779.66,14.13,0.79,343812.82,5.61
865631.19,14.13,0.79,343797.79,5.61
865863.29,14.14,0.79,343690.84,5.61
865863.29,14.14,0.79,343690.84,5.61
865714.82,14.14,0.79,343577.73,5.61
865340.99,14.13,0.79,343180.98,5.6
868481.75,14.18,0.84,346508.75,5.66
868191.18,14.18,0.84,346694.44,5.66
868566.32,14.19,0.84,347000.4,5.67
868417.85,14.19,0.84,346985.36,5.67
868269.38,14.19,0.84,346958.82,5.67
867954.33,14.18,0.84,346738.32,5.67
868239.69,14.19,0.84,346825.6,5.67
868239.69,14.19,0.84,346825.6,5.67
868091.22,14.19,0.84,346723.99,5.67
867388.16,14.18,0.83,345963.99,5.65
867014.33,14.17,0.83,345764.5,5.65
867624.39,14.18,0.84,345803.46,5.65
867979.9,14.19,0.85,346357.1,5.66
867979.9,14.19,0.85,346357.1,5.66
868020.13,14.19,0.85,346437.22,5.67
867675.06,14.19,0.85,346056.78,5.66
867960.42,14.2,0.85,346341.8,5.66
868000.65,14.2,0.85,346421.92,5.67
867852.18,14.2,0.85,346309.5,5.67
867892.41,14.2,0.86,346427.94,5.67
867743.94,14.2,0.86,346412.21,5.67
867784.17,14.2,0.86,346492.33,5.67
867784.17,14.2,0.86,346445.03,5.67
868053.4,14.21,0.86,346837.93,5.68
867904.93,14.21,0.86,346724.82,5.68
867756.46,14.21,0.86,346709.78,5.68
867756.46,14.21,0.86,346757.62,5.68
867756.46,14.21,0.86,346709.78,5.68
867607.99,14.21,0.86,346683.25,5.68
867459.52,14.21,0.86,346581.64,5.68
867483.19,14.21,0.87,346361.23,5.67
867334.72,14.21,0.87,346318.34,5.67
867334.72,14.21,0.87,346318.34,5.67
867186.24,14.21,0.87,346233.09,5.67
867037.77,14.21,0.87,346206.55,5.67
866889.3,14.21,0.87,346104.94,5.67
867202.42,14.22,0.87,345903.9,5.67
867053.95,14.22,0.87,345784.87,5.67
866905.48,14.22,0.87,345769.14,5.67
866296.64,14.21,0.86,345131.28,5.66
866148.17,14.21,0.86,345018.87,5.66
865954.1,14.21,0.86,344770.04,5.66
866132.5,14.21,0.87,344808.99,5.66
865984.03,14.21,0.87,344793.26,5.66
865835.56,14.21,0.87,344766.72,5.66
865835.56,14.21,0.87,344817.39,5.66
865687.09,14.21,0.87,344715.78,5.66
865538.62,14.21,0.87,344673.12,5.66
865538.62,14.21,0.87,344637.11,5.66
865538.62,14.21,0.87,344637.11,5.66
865313.35,14.21,0.86,344535.02,5.66
865353.58,14.21,0.87,344800.19,5.66
865638.94,14.21,0.87,344887.47,5.66
865490.47,14.21,0.87,344801.99,5.66
865342.0,14.21,0.87,344689.57,5.66
865193.53,14.21,0.87,344673.84,5.66
864896.59,14.21,0.87,344545.69,5.66
864748.12,14.21,0.87,344503.03,5.66
864599.65,14.21,0.87,344417.55,5.66
864005.76,14.21,0.87,344077.95,5.66
863631.93,14.21,0.87,343878.46,5.66
863917.29,14.21,0.87,344353.53,5.67
863768.82,14.21,0.87,344240.42,5.66
863768.82,14.21,0.87,344240.42,5.66
862701.34,14.22,0.87,344032.69,5.67
861998.29,14.21,0.86,343272.69,5.66
861849.82,14.21,0.86,343257.65,5.66
861701.34,14.21,0.86,343145.24,5.66
861552.87,14.21,0.86,343129.5,5.66
861404.4,14.21,0.86,343102.97,5.66
861444.63,14.21,0.87,343183.08,5.66
861296.16,14.21,0.86,343081.47,5.66
861147.69,14.21,0.86,342968.36,5.66
860988.99,14.21,0.86,342813.98,5.66
861258.22,14.21,0.87,343206.88,5.66
861109.75,14.21,0.87,343191.84,5.66
860961.28,14.21,0.87,343079.43,5.66
860812.81,14.21,0.87,343063.7,5.66
860664.34,14.21,0.87,342950.59,5.66
860515.87,14.21,0.87,342935.55,5.66
860367.39,14.21,0.87,342909.01,5.66
860218.92,14.21,0.87,342807.4,5.66
860339.22,14.21,0.87,342845.73,5.66
860190.75,14.21,0.87,342819.19,5.66
860042.27,14.21,0.87,342717.58,5.66
860082.51,14.22,0.87,342607.33,5.66
859934.04,14.22,0.87,342494.92,5.66
859785.56,14.22,0.87,342479.18,5.66
859411.73,14.21,0.87,342108.17,5.66
859697.09,14.22,0.87,342702.75,5.67
860010.21,14.22,0.88,342501.71,5.66
858942.73,14.22,0.88,342283.93,5.67
858794.26,14.22,0.88,342170.82,5.67
858091.21,14.22,0.87,341410.82,5.66
857942.73,14.22,0.87,341395.79,5.66
857719.1,14.21,0.87,341228.6,5.65
857759.33,14.21,0.87,341308.71,5.66
857610.86,14.21,0.87,341266.05,5.66
857610.86,14.21,0.87,341306.08,5.66
857462.39,14.21,0.87,341220.59,5.66
857462.39,14.21,0.87,341209.93,5.66
857775.51,14.22,0.88,340997.02,5.65
858088.62,14.23,0.89,340795.98,5.65
857385.56,14.22,0.88,340047.86,5.64
857237.09,14.22,0.88,340021.32,5.64
857237.09,14.22,0.88,340021.32,5.64
857088.62,14.22,0.88,339919.71,5.64
856940.15,14.22,0.88,339877.05,5.64
856980.38,14.22,0.88,339995.49,5.64
856980.38,14.22,0.88,339885.61,5.64
856831.91,14.22,0.88,339800.12,5.64
856683.44,14.22,0.88,339687.71,5.64
856534.97,14.22,0.88,339671.98,5.64
856161.14,14.22,0.87,339274.44,5.63
856161.14,14.22,0.87,341195.06,5.67
856012.67,14.22,0.87,341082.65,5.66
854945.19,14.22,0.87,340864.87,5.67
854796.72,14.22,0.87,340849.14,5.67
854648.25,14.22,0.87,340776.69,5.67
854697.2,14.22,0.88,340341.02,5.66
859012.59,14.29,0.95,345969.31,5.76
858715.72,14.29,0.94,345751.43,5.75
858567.25,14.29,0.94,345695.74,5.75
858418.78,14.29,0.94,345669.2,5.75
858270.31,14.29,0.94,345567.59,5.75
858121.84,14.29,0.94,345541.05,5.75
857963.13,14.29,0.94,345382.35,5.75
857260.08,14.28,0.93,344622.35,5.74
857390.46,14.28,0.94,344676.45,5.74
857241.99,14.28,0.94,344574.84,5.74
856174.51,14.28,0.94,344357.06,5.74
856026.04,14.28,0.94,344330.53,5.74
856026.04,14.28,0.94,344330.53,5.74
855877.57,14.28,0.94,344228.92,5.74
855917.8,14.28,0.94,344309.03,5.75
855958.04,14.29,0.94,344427.47,5.75
855958.04,14.29,0.94,344427.47,5.75
855809.57,14.29,0.94,344355.02,5.75
855661.09,14.29,0.94,344299.32,5.75
855663.82,14.29,0.94,344311.4,5.75
855933.06,14.29,0.95,344205.06,5.75
855784.58,14.29,0.95,344178.53,5.75
855636.11,14.29,0.95,344076.92,5.75
855487.64,14.29,0.95,344034.02,5.75
855487.64,14.29,0.95,344034.02,5.75
855339.17,14.29,0.95,343948.77,5.75
855199.42,14.29,0.95,343232.0,5.74
854949.23,14.29,0.95,342987.73,5.73
854800.76,14.29,0.95,342944.84,5.73
854652.29,14.29,0.95,342859.58,5.73
854965.4,14.3,0.95,342658.54,5.73
855258.95,14.3,0.96,343495.59,5.74
855572.06,14.31,0.97,343294.55,5.74
855572.06,14.31,0.97,343294.55,5.74
855200.05,14.31,0.96,342868.11,5.74
855200.05,14.31,0.96,342868.11,5.74
855240.28,14.31,0.96,342948.22,5.74
855240.28,14.31,0.96,342948.22,5.74
854952.58,14.3,0.96,342622.18,5.73
855237.94,14.31,0.97,342907.2,5.74
854534.88,14.3,0.96,342147.2,5.73
854534.88,14.3,0.96,342147.2,5.73
854244.31,14.3,0.95,341845.83,5.72
854293.26,14.3,0.96,341410.16,5.71
853590.2,14.29,0.95,340650.16,5.7
853691.31,14.29,0.95,340664.79,5.7
854301.36,14.31,0.96,340703.75,5.71
854524.01,14.31,0.97,340331.92,5.7
855185.88,14.32,0.98,340416.7,5.7
855185.88,14.32,0.98,340416.7,5.7
855037.41,14.32,0.98,340374.04,5.7
854663.58,14.32,0.98,340124.37,5.7
854663.58,14.32,0.98,340124.37,5.7
854504.87,14.32,0.97,339999.44,5.7
854356.4,14.32,0.97,339913.95,5.7
854641.76,14.32,0.98,340001.24,5.7
854493.29,14.32,0.98,339888.13,5.7
853981.48,14.32,0.97,339382.31,5.69
853833.01,14.32,0.97,339367.28,5.69
853833.01,14.32,0.97,339367.28,5.69
853833.01,14.32,0.97,339367.28,5.69
853684.54,14.32,0.97,339340.74,5.69
853071.95,14.31,0.96,338751.53,5.68
852923.48,14.31,0.96,338649.92,5.68
852923.48,14.31,0.96,338649.92,5.68
852549.65,14.3,0.96,338450.43,5.68
852549.65,14.3,0.96,338450.43,5.68
852818.88,14.31,0.97,338909.11,5.69
851751.41,14.31,0.97,338691.33,5.69
851463.7,14.31,0.96,338458.92,5.69
851315.23,14.31,0.96,338432.39,5.69
851156.66,14.3,0.96,338280.05,5.68
851008.19,14.3,0.96,338178.44,5.68
851293.55,14.31,0.97,338250.6,5.69
851333.79,14.31,0.97,338543.58,5.69
851646.9,14.32,0.98,338342.54,5.69
851359.2,14.32,0.97,338057.92,5.68
851591.3,14.32,0.98,337950.97,5.68
851631.53,14.32,0.98,338492.88,5.69
851809.93,14.33,0.98,338531.83,5.69
851106.88,14.32,0.98,337771.83,5.68
850743.04,14.31,0.97,337531.91,5.68
850594.57,14.31,0.97,337505.37,5.68
850888.12,14.32,0.98,338100.89,5.69
851066.52,14.32,0.98,338139.83,5.69
850918.05,14.32,0.98,338038.22,5.69
850546.03,14.32,0.98,337611.82,5.68
850778.13,14.32,0.98,338160.87,5.69
850956.53,14.33,0.99,338199.82,5.69
850665.96,14.32,0.98,337897.39,5.69
850665.96,14.32,0.98,337897.39,5.69
850951.32,14.33,0.99,338333.19,5.7
850802.85,14.33,0.99,338306.66,5.7
850654.38,14.33,0.99,338205.05,5.7
850694.61,14.33,0.99,338285.16,5.7
850873.01,14.34,0.99,338509.16,5.7
850724.54,14.34,0.99,338466.5,5.7
850576.07,14.34,0.99,338381.02,5.7
850427.59,14.34,0.99,338338.12,5.7
850268.69,14.34,0.99,338208.98,5.7
850120.21,14.34,0.99,338123.73,5.7
849971.74,14.33,0.99,338004.0,5.7
849823.27,14.33,0.99,337988.97,5.7
849823.27,14.33,0.99,337988.97,5.7
849674.8,14.33,0.99,337876.55,5.7
849526.33,14.33,0.99,337860.82,5.7
849219.46,14.33,0.99,337614.62,5.7
849070.99,14.33,0.99,337501.51,5.7
849111.22,14.33,0.99,337581.62,5.7
848962.75,14.33,0.99,337566.59,5.7
848814.28,14.33,0.99,337454.72,5.7
848705.58,14.33,0.99,337349.58,5.7
848331.75,14.33,0.98,337126.58,5.69
848183.27,14.33,0.98,337110.29,5.69
847115.8,14.33,0.98,336892.52,5.7
847294.2,14.33,0.99,337190.07,5.7
847956.07,14.34,1.0,337274.85,5.71
848287.89,14.35,1.01,337035.57,5.7
848139.41,14.35,1.01,336922.46,5.7
848801.29,14.37,1.02,337007.24,5.7
848652.82,14.37,1.02,336992.2,5.7
848141.0,14.36,1.02,336486.38,5.7
847844.13,14.35,1.01,336196.48,5.69
847695.66,14.35,1.01,336169.95,5.69
847695.66,14.35,1.01,336169.95,5.69
847547.19,14.35,1.01,336068.34,5.69
847035.38,14.35,1.0,335562.52,5.68
846886.91,14.35,1.0,335442.8,5.68
846927.14,14.35,1.01,335522.91,5.68
846205.38,14.34,1.0,334801.15,5.67
846245.61,14.34,1.0,334919.6,5.68
846530.97,14.35,1.01,334991.75,5.68
846571.2,14.35,1.01,335284.73,5.68
846422.73,14.35,1.01,335269.7,5.68
846735.85,14.36,1.02,335068.66,5.68
846587.38,14.36,1.02,335026.0,5.68
846438.91,14.36,1.02,334940.51,5.68
846290.44,14.36,1.02,334897.85,5.68
846141.96,14.36,1.02,334812.36,5.68
845438.91,14.35,1.01,334052.37,5.67
845290.44,14.35,1.01,334025.83,5.67
845083.57,14.35,1.0,333896.68,5.67
844935.09,14.35,1.0,333795.07,5.67
844935.09,14.35,1.0,333795.07,5.67
844935.09,14.35,1.0,333795.07,5.67
844935.09,14.35,1.0,333795.07,5.67
844786.62,14.35,1.0,333681.96,5.67
844826.86,14.35,1.01,333762.07,5.67
844678.39,14.35,1.01,333747.03,5.67
844718.62,14.35,1.01,333865.48,5.67
844570.15,14.35,1.01,333838.94,5.67
844421.68,14.35,1.01,333737.33,5.67
844273.2,14.35,1.01,333710.79,5.67
843909.37,14.35,1.0,333470.87,5.67
843909.37,14.35,1.0,333470.87,5.67
843612.5,14.34,1.0,333154.2,5.66
843464.03,14.34,1.0,333052.59,5.66
843696.13,14.35,1.0,332945.64,5.66
843736.37,14.35,1.01,333487.56,5.67
843587.9,14.35,1.01,333375.14,5.67
844419.51,14.36,1.02,333680.6,5.68
844271.04,14.36,1.02,333664.86,5.68
844122.57,14.36,1.02,333551.75,5.68
843974.1,14.36,1.02,333536.72,5.68
843834.34,14.36,1.02,332819.95,5.67
843584.15,14.36,1.02,332575.68,5.66
843435.68,14.36,1.02,332533.02,5.66
843435.68,14.36,1.02,332533.02,5.66
843287.21,14.36,1.02,332447.53,5.66
843138.74,14.36,1.02,332399.37,5.66
842637.19,14.36,1.01,331852.88,5.65
842267.19,14.35,1.01,331482.88,5.65
842108.48,14.35,1.0,331328.5,5.65
841960.01,14.35,1.0,331241.9,5.64
841811.54,14.35,1.0,331215.36,5.65
840811.54,14.33,0.99,330215.36,5.63
840609.74,14.33,0.99,329970.36,5.63
840609.74,14.33,0.99,329970.36,5.63
840289.74,14.33,0.98,329650.36,5.62
840141.27,14.33,0.98,329548.75,5.62
840001.52,14.33,0.98,328831.98,5.61
839751.33,14.32,0.98,328587.71,5.6
839602.85,14.32,0.98,328467.99,5.6
840264.17,14.34,0.99,328457.46,5.6
839670.28,14.34,0.99,328117.87,5.6
839521.81,14.34,0.99,328102.83,5.6
839373.34,14.34,0.99,327989.72,5.6
839392.09,14.34,0.99,328109.21,5.6
839624.19,14.34,1.0,328002.26,5.6
839909.55,14.35,1.01,328793.07,5.62
839761.08,14.35,1.01,328778.03,5.62
839612.61,14.35,1.01,328664.92,5.62
839464.14,14.35,1.01,328649.89,5.62
839315.66,14.35,1.01,328623.35,5.62
839018.79,14.34,1.0,328256.91,5.61
838870.32,14.34,1.0,328155.3,5.61
838910.56,14.35,1.0,328235.42,5.61
838708.75,14.34,1.0,328090.35,5.61
838560.28,14.34,1.0,327978.48,5.61
838600.52,14.35,1.0,328096.92,5.61
838226.68,14.34,1.0,327658.47,5.61
838512.04,14.35,1.0,327745.75,5.61
838363.57,14.35,1.0,327729.47,5.61
838363.57,14.35,1.0,327729.47,5.61
838215.1,14.35,1.0,327686.58,5.61
838393.5,14.35,1.01,328074.05,5.62
838019.67,14.35,1.0,327851.05,5.61
838059.9,14.35,1.01,327931.17,5.61
838059.9,14.35,1.01,327931.17,5.61
837911.43,14.35,1.01,327845.91,5.61
837762.96,14.35,1.01,327732.8,5.61
837614.49,14.35,1.01,327717.76,5.61
837466.02,14.35,1.01,327604.65,5.61
837466.02,14.35,1.01,327604.65,5.61
837317.55,14.35,1.01,327589.62,5.61
837602.91,14.35,1.01,327874.64,5.62
837454.44,14.35,1.01,327831.75,5.62
837494.67,14.36,1.01,327911.86,5.62
837494.67,14.36,1.01,327911.86,5.62
837346.2,14.36,1.01,327826.61,5.62
837386.43,14.36,1.02,327989.93,5.62
837386.43,14.36,1.02,327989.93,5.62
837237.96,14.36,1.02,327876.82,5.62
837089.49,14.36,1.02,327861.79,5.62
836941.02,14.36,1.02,327835.25,5.62
836792.55,14.36,1.02,327733.64,5.62
836418.71,14.35,1.01,327483.97,5.62
836270.24,14.35,1.01,327457.44,5.62
836555.6,14.36,1.02,327529.59,5.62
836407.13,14.36,1.02,327427.98,5.62
836407.13,14.36,1.02,327427.98,5.62
836116.56,14.36,1.01,327204.43,5.62
835968.09,14.36,1.01,327177.9,5.62
835819.62,14.36,1.01,327076.29,5.62
835671.15,14.36,1.01,326956.56,5.62
835522.68,14.36,1.01,326941.53,5.62
835562.91,14.36,1.02,327234.51,5.62
835189.08,14.35,1.01,326984.84,5.62
835520.89,14.36,1.02,326745.56,5.62
835806.25,14.37,1.02,326832.84,5.62
835657.78,14.37,1.02,326760.39,5.62
835509.31,14.37,1.02,326704.7,5.62
835360.84,14.37,1.02,326591.77,5.62
835212.37,14.37,1.02,326576.55,5.62
835063.9,14.37,1.02,326463.62,5.62
834690.07,14.36,1.02,326264.13,5.61
834983.61,14.37,1.02,326750.18,5.62
834835.14,14.37,1.02,326734.96,5.62
835148.26,14.38,1.03,326533.92,5.62
834426.5,14.37,1.02,325812.16,5.61
834278.03,14.37,1.02,325692.44,5.61
833906.01,14.36,1.02,325320.45,5.6
833906.01,14.36,1.02,325320.45,5.6
833757.54,14.36,1.02,325305.42,5.6
833609.07,14.36,1.02,325192.31,5.6
833609.07,14.36,1.02,325192.31,5.6
833649.3,14.36,1.02,325272.42,5.6
833500.83,14.36,1.02,325257.39,5.6
833541.06,14.37,1.02,325375.83,5.61
833581.3,14.37,1.02,325455.94,5.61
833432.82,14.37,1.02,325342.83,5.61
833284.35,14.37,1.02,325327.8,5.61
833135.88,14.37,1.02,325214.69,5.61
832987.41,14.37,1.02,325199.65,5.61
833027.64,14.37,1.03,325318.09,5.61
832879.17,14.37,1.03,325245.64,5.61
833057.57,14.38,1.03,325469.77,5.62
832909.1,14.38,1.03,325414.08,5.62
832206.04,14.37,1.02,324654.08,5.6
832057.57,14.37,1.02,324534.36,5.6
832326.8,14.37,1.03,324817.91,5.61
832178.33,14.37,1.03,324802.88,5.61
832476.29,14.38,1.04,324529.73,5.61
832179.41,14.37,1.03,324239.83,5.6
832464.78,14.38,1.04,324311.99,5.6
832777.89,14.39,1.05,324099.08,5.6
832629.42,14.39,1.05,323985.97,5.6
832629.42,14.39,1.05,323985.97,5.6
832332.55,14.38,1.04,323795.82,5.6
832372.78,14.39,1.04,324088.8,5.6
832372.78,14.39,1.04,324088.8,5.6
832224.31,14.39,1.04,324073.76,5.6
832402.71,14.39,1.05,324112.71,5.6
832442.94,14.39,1.05,324377.87,5.61
832483.18,14.4,1.05,324457.99,5.61
831415.7,14.4,1.06,324240.21,5.62
831267.23,14.4,1.06,324127.28,5.61
831118.76,14.4,1.05,324112.06,5.61
831118.76,14.4,1.05,324112.06,5.61
831158.99,14.4,1.06,324230.51,5.62
830958.59,14.4,1.05,324026.9,5.61
831190.69,14.4,1.06,323919.95,5.61
831503.81,14.41,1.07,323718.91,5.61
830815.91,14.4,1.06,323031.02,5.6
830442.08,14.4,1.05,322781.35,5.6
830293.61,14.4,1.05,322669.49,5.59
830293.61,14.4,1.05,322669.49,5.59
830578.97,14.4,1.06,323460.29,5.61
830430.5,14.4,1.06,323444.01,5.61
830282.03,14.4,1.06,323332.15,5.61
830322.26,14.41,1.06,323412.26,5.61
829948.43,14.4,1.06,322991.08,5.6
829988.66,14.4,1.06,323109.52,5.61
830274.02,14.41,1.07,323196.81,5.61
830125.55,14.41,1.07,323180.53,5.61
829828.68,14.4,1.06,322962.65,5.61
829828.68,14.4,1.06,322962.65,5.61
829868.92,14.41,1.06,323240.5,5.61
829720.44,14.41,1.06,323213.96,5.61
829571.97,14.41,1.06,323112.35,5.61
829571.97,14.41,1.06,323112.35,5.61
829841.21,14.41,1.07,323006.01,5.61
829881.44,14.42,1.07,323585.37,5.62
829178.38,14.41,1.06,322837.24,5.61
829029.91,14.41,1.06,322724.13,5.61
828881.44,14.41,1.06,322709.09,5.61
828732.97,14.41,1.06,322666.43,5.61
828584.5,14.41,1.06,322580.95,5.61
828624.73,14.41,1.07,322661.06,5.61
828664.96,14.41,1.07,322779.5,5.61
828516.49,14.41,1.07,322666.57,5.61
828368.02,14.41,1.07,322651.36,5.61
828219.55,14.41,1.07,322624.82,5.61
828071.08,14.41,1.07,322523.21,5.61
828111.31,14.41,1.07,322603.32,5.62
827737.48,14.41,1.07,322353.66,5.61
827589.01,14.41,1.07,322311.0,5.61
827440.54,14.41,1.06,322225.51,5.61
827440.54,14.41,1.06,322225.51,5.61
827440.54,14.41,1.06,322225.51,5.61
827480.77,14.41,1.07,322343.95,5.61
827370.77,14.41,1.07,322273.47,5.61
827411.0,14.41,1.07,322353.58,5.61
827724.12,14.42,1.08,322152.55,5.61
827764.35,14.42,1.08,322270.99,5.62
827615.88,14.42,1.08,322158.57,5.61
827656.11,14.43,1.08,322238.69,5.62
827696.34,14.43,1.08,322357.13,5.62
827405.77,14.42,1.08,322116.3,5.62
827257.3,14.42,1.08,322100.57,5.62
827108.83,14.42,1.08,321988.7,5.62
827149.06,14.43,1.08,322068.82,5.62
827418.29,14.43,1.09,322461.72,5.62
827418.29,14.43,1.09,322461.72,5.62
826715.23,14.42,1.08,321701.72,5.61
826566.76,14.42,1.08,321685.44,5.61
826418.29,14.42,1.08,321572.33,5.61
826121.35,14.42,1.08,321444.18,5.61
826121.35,14.42,1.08,321444.18,5.61
826414.9,14.43,1.09,321679.18,5.62
826266.42,14.43,1.09,321664.15,5.62
826266.42,14.43,1.09,321664.15,5.62
826117.95,14.43,1.09,321637.61,5.62
825969.48,14.43,1.09,321536.0,5.62
825969.48,14.43,1.09,321536.0,5.62
825821.01,14.43,1.09,321422.89,5.62
825821.01,14.43,1.09,321422.89,5.62
825533.31,14.42,1.08,321096.85,5.61
825384.84,14.42,1.08,321081.81,5.61
825384.84,14.42,1.08,321081.81,5.61
825236.37,14.42,1.08,320968.7,5.61
824168.89,14.43,1.08,320760.97,5.61
824020.42,14.43,1.08,320745.93,5.62
824198.82,14.43,1.09,321020.73,5.62
824050.35,14.43,1.09,320994.2,5.62
823901.88,14.43,1.09,320892.59,5.62
823942.11,14.43,1.09,320972.7,5.62
824552.17,14.45,1.1,321011.66,5.62
824180.15,14.44,1.1,320763.25,5.62
824493.27,14.45,1.11,320562.21,5.62
825103.32,14.46,1.12,320601.17,5.62
824954.85,14.46,1.12,320558.51,5.62
824995.09,14.46,1.12,320676.95,5.62
824292.03,14.46,1.11,319916.95,5.61
824292.03,14.46,1.11,319916.95,5.61
823588.97,14.45,1.1,319156.95,5.6
823440.5,14.45,1.1,319071.46,5.6
823489.45,14.45,1.1,318635.79,5.59
823340.98,14.45,1.1,318593.13,5.59
823279.49,14.45,1.11,318436.29,5.59
823319.73,14.45,1.11,318516.4,5.59
823498.12,14.46,1.11,318740.4,5.6
823349.65,14.46,1.11,318654.92,5.6
