ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
704074.29,49.52,35.9,586497.72,41.25
704246.1,49.55,35.93,586465.14,41.27
703958.58,49.55,35.93,587520.6,41.35
703690.36,49.54,35.92,587009.97,41.33
703690.36,49.54,35.92,587009.97,41.33
703737.39,49.57,35.95,586863.42,41.34
703638.06,49.6,35.98,587211.19,41.39
703422.89,49.59,35.97,586998.26,41.39
703594.7,49.63,36.01,586998.0,41.4
703646.63,49.66,36.04,586998.0,41.43
703510.43,49.69,36.07,587012.69,41.46
703232.41,49.68,36.06,586998.0,41.47
703096.21,49.7,36.08,587567.15,41.54
703148.14,49.73,36.11,587390.69,41.55
703051.4,49.76,36.14,587135.7,41.56
703741.71,49.83,36.21,588639.18,41.68
703963.03,49.86,36.24,588638.92,41.69
703681.43,49.87,36.25,588125.84,41.68
703383.9,49.87,36.24,588125.84,41.69
703435.83,49.9,36.28,588125.84,41.72
703757.47,49.93,36.31,588163.94,41.73
703621.27,49.95,36.33,588136.33,41.76
703283.42,49.95,36.33,588348.04,41.79
703147.22,49.98,36.36,588258.19,41.81
703199.15,50.01,36.39,588163.78,41.83
703427.21,50.04,36.42,588963.42,41.9
703427.21,50.04,36.42,588963.42,41.9
703291.01,50.07,36.45,588985.51,41.93
702652.16,50.05,36.43,588348.57,41.91
702357.89,50.04,36.42,588097.68,41.9
702409.82,50.08,36.46,588097.8,41.93
702461.76,50.11,36.49,588097.42,41.95
702513.69,50.14,36.52,588097.42,41.98
702741.75,50.17,36.55,588097.42,41.99
702793.69,50.21,36.59,588181.41,42.02
702657.48,50.23,36.61,588105.86,42.04
702661.21,50.23,36.61,588136.59,42.05
702713.14,50.27,36.65,589060.34,42.14
702576.93,50.29,36.67,588930.33,42.16
702428.69,50.29,36.67,589282.43,42.19
702292.48,50.32,36.7,589282.17,42.22
702292.48,50.32,36.7,589282.17,42.22
702547.54,50.36,36.74,589282.17,42.24
702599.47,50.39,36.77,589289.55,42.26
702651.4,50.42,36.8,589290.02,42.29
702703.34,50.46,36.84,589287.34,42.31
702924.66,50.49,36.87,589282.17,42.33
702976.59,50.52,36.9,590343.57,42.43
703028.52,50.56,36.94,590853.96,42.49
703080.45,50.59,36.97,590854.08,42.51
703252.26,50.63,37.0,590853.7,42.53
703116.06,50.65,37.03,590853.7,42.56
703167.99,50.69,37.06,590853.7,42.59
702906.73,50.68,37.06,590330.47,42.56
702748.59,50.67,37.05,590169.13,42.55
702800.52,50.71,37.09,590169.13,42.58
702664.32,50.73,37.11,590181.21,42.61
702664.32,50.73,37.11,590181.21,42.61
702485.03,50.73,37.11,590380.52,42.64
702485.03,50.73,37.11,590375.12,42.64
702348.82,50.76,37.14,590444.46,42.67
702570.14,50.79,37.17,591404.6,42.76
702371.05,50.79,37.17,591395.32,42.77
702234.84,50.82,37.2,591395.06,42.8
702234.84,50.82,37.2,591394.52,42.8
702456.16,50.85,37.23,591394.52,42.81
702319.96,50.88,37.26,591464.8,42.85
702319.96,50.88,37.26,591464.8,42.85
702319.96,50.88,37.26,591464.8,42.85
702371.89,50.91,37.29,591438.97,42.87
702423.82,50.95,37.33,591404.37,42.89
702287.62,50.97,37.35,591394.52,42.92
702339.55,51.01,37.39,592073.89,43.0
702203.34,51.03,37.41,592223.43,43.04
701905.82,51.03,37.41,591956.1,43.04
702127.14,51.06,37.44,591955.84,43.05
701849.12,51.06,37.43,591646.22,43.04
701901.06,51.09,37.47,591646.22,43.06
701751.47,51.09,37.47,591646.22,43.07
701972.79,51.12,37.5,591673.31,43.09
701836.59,51.15,37.53,591646.22,43.12
701700.38,51.18,37.56,591648.45,43.15
701752.31,51.21,37.59,592202.54,43.22
701616.11,51.24,37.62,591776.63,43.22
701479.9,51.27,37.65,592604.09,43.31
701487.06,51.27,37.65,592641.44,43.31
701538.99,51.3,37.68,592641.56,43.34
701759.27,51.34,37.72,592641.18,43.36
701623.06,51.37,37.75,592643.55,43.39
701423.97,51.37,37.75,592354.23,43.38
701645.29,51.4,37.78,592354.98,43.4
701817.1,51.44,37.82,592360.65,43.42
701869.03,51.47,37.85,592351.86,43.44
701732.83,51.5,37.88,593373.33,43.55
701596.62,51.53,37.91,593558.18,43.59
701648.55,51.56,37.94,593558.3,43.62
701512.35,51.59,37.97,593557.92,43.65
701564.28,51.63,38.0,593557.92,43.68
701376.26,51.62,38.0,593126.85,43.65
701240.06,51.65,38.03,593144.61,43.69
701291.99,51.68,38.06,593147.24,43.71
701343.92,51.72,38.1,593170.0,43.74
701046.4,51.71,38.09,593304.17,43.77
700868.15,51.71,38.09,593086.49,43.76
700731.94,51.74,38.12,593862.51,43.85
700595.74,51.77,38.15,593692.37,43.87
700050.92,51.88,38.26,593692.11,44.0
700278.98,51.91,38.29,594473.67,44.07
700278.98,51.91,38.29,594540.47,44.07
699961.42,51.9,38.28,594224.74,44.06
700013.35,51.94,38.32,594038.31,44.07
700273.31,51.98,38.36,593717.74,44.07
700137.1,52.01,38.39,593717.48,44.1
700308.91,52.04,38.42,593717.48,44.12
700355.94,52.08,38.46,594231.74,44.19
700576.22,52.12,38.5,594250.08,44.21
700440.01,52.15,38.53,594232.13,44.24
700303.81,52.18,38.55,594537.63,44.3
700525.13,52.21,38.59,594610.67,44.32
700577.06,52.25,38.63,594716.87,44.35
700401.83,52.24,38.62,594924.29,44.37
700401.83,52.24,38.62,595004.18,44.38
700453.76,52.28,38.66,595480.6,44.44
700156.23,52.27,38.65,595657.58,44.47
700377.55,52.31,38.69,595657.32,44.49
700241.35,52.34,38.72,595657.32,44.52
699953.82,52.33,38.71,595675.11,44.54
699953.82,52.33,38.71,595663.52,44.54
700005.76,52.37,38.75,595656.6,44.56
700057.69,52.4,38.78,595647.62,44.59
700229.5,52.44,38.82,595645.73,44.61
700121.36,52.44,38.82,595538.68,44.61
699985.16,52.47,38.85,596174.5,44.69
699848.95,52.5,38.88,596069.11,44.71
699900.88,52.53,38.91,596312.11,44.76
699952.81,52.57,38.95,596312.22,44.79
699816.61,52.6,38.98,596311.85,44.82
700037.93,52.63,39.01,596311.85,44.83
699740.4,52.63,39.01,596343.01,44.85
699604.2,52.66,39.04,596324.66,44.89
699776.01,52.7,39.08,596328.56,44.91
699827.94,52.73,39.11,596311.85,44.93
699827.94,52.73,39.11,596420.87,44.94
700049.26,52.77,39.15,597484.94,45.04
699771.25,52.76,39.14,597136.63,45.02
699478.62,52.76,39.14,596892.66,45.02
699796.25,52.8,39.18,597253.02,45.06
699848.19,52.84,39.22,597253.13,45.09
699711.98,52.87,39.25,597252.76,45.13
699575.78,52.9,39.28,597252.76,45.16
699439.57,52.93,39.31,597269.36,45.19
699444.94,52.93,39.31,597457.44,45.21
699308.74,52.96,39.34,597446.95,45.24
699172.53,52.99,39.37,597440.84,45.28
698856.05,52.98,39.36,597159.02,45.27
698578.25,52.97,39.35,596867.51,45.26
698630.18,53.0,39.38,597398.98,45.32
698682.11,53.04,39.42,597425.59,45.35
698682.11,53.04,39.42,597431.92,45.35
698545.91,53.07,39.45,597431.66,45.39
698551.4,53.07,39.45,597491.5,45.39
698772.72,53.11,39.49,597491.5,45.41
698475.19,53.1,39.48,597491.5,45.43
698743.32,53.14,39.52,597516.94,45.44
698546.93,53.14,39.52,597505.75,45.45
698546.93,53.14,39.52,597505.75,45.45
698410.72,53.17,39.55,597499.76,45.49
698274.52,53.2,39.58,598244.23,45.58
698552.45,53.24,39.62,598003.27,45.57
698614.31,53.27,39.65,597774.72,45.58
698646.51,53.31,39.69,598187.81,45.64
698698.44,53.35,39.72,598187.93,45.67
698698.44,53.35,39.72,598187.93,45.67
698492.27,53.34,39.72,598065.56,45.67
698544.2,53.38,39.76,598065.18,45.7
698175.65,53.38,39.76,598048.88,45.72
698443.78,53.41,39.79,598048.88,45.73
698495.71,53.45,39.83,598048.88,45.76
698547.64,53.49,39.87,598062.01,45.79
698411.44,53.52,39.9,598048.88,45.83
698097.1,53.52,39.9,598569.83,45.89
698097.1,53.52,39.9,598569.83,45.89
698365.23,53.55,39.93,598279.7,45.88
698168.84,53.55,39.93,598048.88,45.87
698168.84,53.55,39.93,598048.88,45.87
698220.77,53.59,39.97,599286.95,46.0
698272.7,53.63,40.01,599287.06,46.03
698064.12,53.62,40.0,599087.47,46.02
698067.85,53.62,40.0,599089.07,46.02
698119.78,53.66,40.04,599088.69,46.05
698127.23,53.66,40.04,599090.64,46.05
698348.55,53.7,40.08,599090.64,46.06
698400.48,53.73,40.11,599090.64,46.09
698400.48,53.73,40.11,598966.81,46.08
698452.42,53.77,40.15,598966.81,46.11
698316.21,53.8,40.18,599101.6,46.16
698180.01,53.83,40.21,598990.81,46.19
698030.42,53.84,40.21,600023.59,46.28
697894.22,53.87,40.25,599892.92,46.3
698108.79,53.9,40.28,599893.87,46.32
698280.6,53.94,40.32,599894.29,46.34
698144.4,53.97,40.35,599893.32,46.38
698316.21,54.01,40.39,599989.13,46.41
698180.0,54.05,40.43,599918.6,46.44
698043.8,54.08,40.46,599892.66,46.47
698043.8,54.08,40.46,599892.66,46.47
698043.8,54.08,40.46,600026.19,46.48
697753.02,54.07,40.45,601002.35,46.58
697809.85,54.11,40.49,600957.19,46.6
697621.83,54.11,40.49,600263.28,46.56
697621.83,54.11,40.49,600201.83,46.55
697631.34,54.11,40.49,600307.17,46.56
697678.37,54.15,40.53,600781.02,46.63
697933.43,54.19,40.57,600780.76,46.65
698188.49,54.23,40.61,600780.76,46.67
698052.28,54.26,40.64,600789.76,46.7
698104.21,54.3,40.68,600791.07,46.73
698276.02,54.34,40.72,600786.97,46.76
698497.34,54.38,40.76,600780.76,46.77
698361.14,54.41,40.79,602142.18,46.91
698083.12,54.4,40.78,602019.4,46.92
697895.11,54.4,40.78,601251.62,46.87
697947.04,54.44,40.82,601769.23,46.94
697998.97,54.48,40.85,601769.34,46.97
697701.44,54.47,40.85,602041.82,47.0
697701.44,54.47,40.85,602041.82,47.0
697753.38,54.51,40.89,602041.45,47.03
697753.38,54.51,40.89,602041.45,47.03
697753.38,54.51,40.89,602041.45,47.03
697805.31,54.55,40.93,602041.45,47.06
698026.63,54.59,40.97,602041.45,47.08
697890.42,54.62,41.0,602113.43,47.12
697754.22,54.65,41.03,602108.13,47.16
697618.01,54.68,41.06,602817.9,47.25
697669.95,54.72,41.1,603123.1,47.31
697890.22,54.76,41.14,603122.84,47.33
697942.16,54.8,41.18,603122.84,47.36
697994.09,54.84,41.22,603122.84,47.39
697994.09,54.84,41.22,603122.84,47.39
697857.88,54.87,41.25,603133.02,47.43
697909.81,54.91,41.29,603124.65,47.46
697909.81,54.91,41.29,603124.65,47.46
697799.81,54.91,41.29,603014.65,47.45
697799.81,54.91,41.29,603014.65,47.45
697851.75,54.95,41.33,603024.99,47.48
697715.54,54.98,41.36,603012.84,47.52
697729.36,54.98,41.36,602920.95,47.51
697733.08,54.98,41.36,602922.79,47.51
697517.8,54.98,41.36,602769.06,47.51
697368.21,54.98,41.36,602552.06,47.51
697420.15,55.02,41.4,603831.16,47.64
697283.94,55.05,41.43,603830.9,47.68
697505.26,55.09,41.47,603830.9,47.69
697207.74,55.09,41.47,603830.9,47.71
696891.25,55.08,41.46,603397.25,47.69
696891.25,55.08,41.46,603500.95,47.7
697112.57,55.12,41.5,603546.69,47.72
697118.16,55.12,41.5,603548.3,47.72
696963.75,55.11,41.49,603393.89,47.71
696827.54,55.15,41.53,603359.14,47.75
696691.34,55.18,41.56,603348.15,47.79
696393.81,55.18,41.56,603823.72,47.84
696267.41,55.21,41.59,603662.11,47.87
696488.73,55.25,41.63,603661.85,47.88
696384.51,55.24,41.62,603557.63,47.88
696248.31,55.28,41.66,603557.63,47.92
696112.1,55.31,41.69,603594.57,47.96
696062.1,55.31,41.69,603544.57,47.96
696109.13,55.35,41.73,603286.03,47.97
696109.13,55.35,41.73,603286.03,47.97
696037.25,55.35,41.73,603256.51,47.97
696258.57,55.39,41.77,603249.09,47.99
696122.37,55.42,41.8,603816.46,48.07
696345.53,55.46,41.84,604473.96,48.14
696219.13,55.5,41.88,604315.46,48.17
696449.34,55.54,41.92,605244.52,48.27
696313.13,55.57,41.95,605244.26,48.31
696444.19,55.61,41.98,605371.5,48.33
696307.98,55.64,42.02,605371.5,48.37
696112.04,55.64,42.02,605122.42,48.37
696112.04,55.64,42.02,605122.42,48.37
695975.84,55.67,42.05,605194.88,48.41
695975.84,55.67,42.05,605335.95,48.42
695839.63,55.71,42.09,605308.2,48.46
696060.95,55.75,42.12,605307.25,48.48
695731.87,55.76,42.13,604796.39,48.47
695952.15,55.8,42.18,605507.15,48.55
696004.08,55.84,42.22,605508.18,48.58
695721.46,55.84,42.22,604976.47,48.55
695580.35,55.87,42.25,605384.29,48.63
695632.28,55.91,42.29,605384.41,48.66
695496.08,55.95,42.33,605384.03,48.7
695359.87,55.98,42.36,605412.91,48.74
695581.19,56.02,42.4,605414.38,48.76
695283.67,56.02,42.4,605401.27,48.77
695147.46,56.05,42.43,605402.09,48.81
695378.59,56.09,42.47,606527.81,48.92
695378.59,56.09,42.47,606498.73,48.92
695425.62,56.13,42.51,606243.79,48.93
695284.51,56.16,42.54,605945.14,48.95
694990.71,56.16,42.54,605854.95,48.96
694812.46,56.16,42.54,605658.97,48.95
694812.46,56.16,42.54,605652.75,48.95
694864.39,56.2,42.58,605652.86,48.98
694708.02,56.19,42.57,605497.18,48.98
694929.34,56.23,42.61,605496.8,49.0
694879.34,56.23,42.61,605446.8,48.99
694611.82,56.23,42.61,605454.28,49.01
694663.75,56.27,42.65,605453.46,49.04
694835.56,56.31,42.69,605446.8,49.07
694887.49,56.36,42.74,605446.8,49.1
695115.56,56.4,42.77,605898.95,49.16
694979.35,56.43,42.81,606034.49,49.21
694685.08,56.43,42.81,605676.13,49.2
694548.88,56.46,42.84,606475.38,49.3
694558.19,56.46,42.84,606511.73,49.31
694508.19,56.46,42.84,606461.73,49.3
694560.12,56.5,42.88,606461.85,49.34
694612.05,56.54,42.92,606461.47,49.37
694475.85,56.58,42.96,606478.6,49.41
694481.22,56.58,42.96,606417.05,49.41
694345.01,56.61,42.99,606421.34,49.45
694396.95,56.66,43.04,606415.13,49.48
694448.88,56.7,43.08,606410.93,49.51
694312.67,56.73,43.11,606399.92,49.55
694545.42,56.77,43.15,607507.34,49.66
694392.77,56.77,43.15,607348.91,49.65
694211.96,56.77,43.15,607052.78,49.64
694075.75,56.81,43.18,607052.52,49.68
694075.75,56.81,43.18,607086.52,49.69
694075.75,56.81,43.18,607223.65,49.7
694127.68,56.85,43.23,607223.65,49.73
694179.62,56.89,43.27,607223.65,49.76
694449.05,56.93,43.31,607224.28,49.78
694271.25,56.92,43.3,607117.26,49.78
694135.05,56.96,43.34,607116.63,49.82
694026.91,56.96,43.34,607009.14,49.81
693789.6,56.96,43.34,607009.14,49.83
694044.66,57.0,43.38,607501.16,49.9
694096.59,57.05,43.43,607876.75,49.96
694317.91,57.09,43.47,608207.66,50.01
694369.84,57.13,43.51,608207.78,50.04
694369.84,57.13,43.51,608492.34,50.06
694541.65,57.17,43.55,608495.26,50.09
694244.13,57.17,43.55,608161.98,50.08
694296.06,57.21,43.59,608165.4,50.12
694517.38,57.25,43.63,608161.16,50.14
694689.19,57.3,43.68,608307.16,50.17
694552.98,57.34,43.72,608287.46,50.21
694416.78,57.37,43.75,608300.87,50.26
694155.52,57.37,43.74,607980.06,50.24
693862.89,57.36,43.74,609062.12,50.35
693721.79,57.4,43.78,608751.79,50.37
693943.11,57.44,43.82,608751.52,50.39
693645.58,57.44,43.82,608751.52,50.41
693697.51,57.48,43.86,608751.52,50.44
693697.51,57.48,43.86,608850.96,50.45
693781.05,57.49,43.87,609075.12,50.47
693832.98,57.53,43.91,609075.12,50.5
694054.31,57.57,43.95,609150.56,50.53
693918.1,57.61,43.99,609091.95,50.57
693970.03,57.65,44.03,609084.77,50.6
693833.83,57.69,44.07,609881.15,50.71
693536.3,57.69,44.06,609690.25,50.71
693400.1,57.72,44.1,609690.18,50.75
693621.42,57.76,44.14,609689.92,50.77
693673.35,57.81,44.19,609689.92,50.81
693893.63,57.85,44.23,609689.92,50.83
693596.1,57.85,44.23,609702.39,50.85
693459.89,57.89,44.27,609696.44,50.9
693323.69,57.92,44.3,610085.0,50.97
693187.48,57.96,44.34,609975.46,51.0
692971.46,57.95,44.33,609775.02,51.0
693197.68,58.0,44.38,609630.41,51.0
692932.01,58.0,44.38,610518.67,51.1
692947.18,58.04,44.42,610352.96,51.12
692999.12,58.08,44.46,610353.07,51.15
692862.91,58.12,44.5,610352.7,51.2
692862.91,58.12,44.5,610426.01,51.2
693090.98,58.16,44.54,610426.01,51.22
693090.98,58.16,44.54,610426.01,51.22
693142.91,58.2,44.58,610449.19,51.26
693314.72,58.25,44.63,610436.04,51.29
693048.24,58.24,44.62,610142.71,51.28
693220.05,58.29,44.67,610132.67,51.3
693271.98,58.33,44.71,610132.67,51.34
693323.91,58.38,44.76,611865.55,51.52
693165.77,58.37,44.75,611723.85,51.51
693337.59,58.42,44.8,611723.59,51.54
693059.57,58.41,44.79,611300.11,51.52
692765.3,58.41,44.79,610936.02,51.51
692765.3,58.41,44.79,611161.38,51.53
693020.35,58.46,44.84,611161.38,51.55
693072.29,58.5,44.88,611161.38,51.59
692936.08,58.54,44.92,611171.81,51.63
693156.36,58.59,44.97,611161.38,51.66
693020.15,58.63,45.01,611836.78,51.76
692883.95,58.66,45.04,611820.64,51.8
693112.01,58.71,45.09,612205.82,51.85
693112.01,58.71,45.09,612205.82,51.85
692975.81,58.74,45.12,612205.56,51.9
693027.74,58.79,45.17,612205.56,51.93
692733.47,58.79,45.17,612540.87,51.98
692597.26,58.83,45.21,612653.76,52.04
692769.07,58.87,45.25,612614.35,52.06
692989.35,58.92,45.3,612540.87,52.08
693210.67,58.96,45.34,612574.58,52.11
692922.95,58.96,45.34,613889.37,52.24
693478.82,59.03,45.41,613925.39,52.26
693787.66,59.08,45.46,614598.58,52.34
693806.23,59.09,45.47,614614.34,52.34
693806.23,59.09,45.47,614614.34,52.34
693670.02,59.12,45.5,614614.08,52.39
693482.45,59.12,45.5,614361.75,52.38
693346.25,59.16,45.54,614361.75,52.42
693346.25,59.16,45.54,614361.75,52.42
693518.06,59.21,45.59,614361.75,52.45
693365.7,59.21,45.59,614209.98,52.45
693229.5,59.24,45.62,614327.94,52.5
693281.43,59.29,45.67,614295.89,52.54
693502.75,59.33,45.71,614353.48,52.56
693502.75,59.33,45.71,614324.4,52.56
693205.22,59.33,45.71,614278.16,52.58
693257.16,59.38,45.76,615012.07,52.68
693065.97,59.37,45.75,614896.88,52.68
693287.29,59.42,45.8,615118.28,52.72
693459.1,59.47,45.84,615118.02,52.75
693271.08,59.46,45.84,614894.36,52.74
693134.88,59.5,45.88,614894.36,52.78
693355.15,59.55,45.93,614912.69,52.81
693407.09,59.6,45.97,614901.08,52.85
693109.56,59.59,45.97,614576.27,52.84
692973.35,59.63,46.01,614569.56,52.89
692815.22,59.63,46.01,614411.12,52.88
693036.54,59.67,46.05,615005.17,52.95
693088.47,59.72,46.1,615345.02,53.02
693140.4,59.76,46.14,615879.94,53.1
693004.2,59.8,46.18,615879.68,53.15
692686.27,59.79,46.17,615561.58,53.13
692550.07,59.83,46.21,615561.58,53.18
692413.86,59.87,46.25,615561.58,53.23
692465.8,59.92,46.3,615562.24,53.26
692187.78,59.91,46.29,615362.92,53.26
691909.76,59.9,46.28,614723.2,53.22
691909.76,59.9,46.28,614754.47,53.22
691773.56,59.94,46.32,614764.59,53.27
691507.07,59.94,46.32,614981.65,53.3
691357.49,59.94,46.32,614798.21,53.3
691231.09,59.98,46.36,615536.25,53.41
691278.12,60.03,46.41,615343.53,53.43
691499.44,60.07,46.45,615343.27,53.46
691499.44,60.07,46.45,615346.04,53.46
691201.91,60.07,46.45,615346.04,53.48
691465.14,60.11,46.49,615394.94,53.5
691150.81,60.11,46.49,615258.35,53.51
691322.62,60.16,46.54,615258.35,53.54
691592.06,60.21,46.58,615344.68,53.57
691643.99,60.25,46.63,615266.62,53.6
691396.78,60.26,46.64,615258.35,53.62
691260.57,60.3,46.68,615665.95,53.7
691124.36,60.34,46.72,615511.67,53.74
691176.3,60.38,46.76,615537.14,53.78
691397.62,60.43,46.81,616550.7,53.89
691239.48,60.42,46.8,616393.15,53.88
691291.41,60.47,46.85,616393.27,53.92
691343.34,60.52,46.9,616392.89,53.96
691055.82,60.52,46.9,616008.22,53.94
690919.61,60.56,46.94,616008.22,53.99
690971.55,60.61,46.99,616008.22,54.03
691023.48,60.65,47.03,616192.23,54.09
690887.27,60.69,47.07,616269.26,54.14
690939.2,60.74,47.12,616646.42,54.21
691159.48,60.79,47.17,617005.46,54.27
691211.41,60.84,47.22,617005.58,54.31
691263.35,60.89,47.27,617005.2,54.35
691315.28,60.94,47.32,617005.2,54.39
691179.07,60.98,47.36,617015.28,54.44
691042.87,61.02,47.4,617082.95,54.49
691264.19,61.07,47.45,617005.2,54.51
691316.12,61.11,47.49,617005.2,54.54
691179.91,61.16,47.54,617699.7,54.65
691231.85,61.2,47.58,617699.82,54.69
691283.78,61.25,47.63,617699.44,54.73
691005.76,61.25,47.63,617468.19,54.73
691011.35,61.25,47.63,617469.81,54.73
690713.82,61.25,47.62,617588.85,54.76
690713.82,61.25,47.62,617595.83,54.76
690577.62,61.29,47.67,617595.83,54.81
690577.62,61.29,47.67,617574.69,54.81
690629.55,61.34,47.72,617584.77,54.85
690363.07,61.33,47.71,617613.27,54.87
690363.07,61.33,47.71,617563.2,54.86
690584.39,61.38,47.75,617578.59,54.89
690756.2,61.43,47.81,617559.74,54.92
690765.51,61.43,47.81,617624.07,54.92
690772.96,61.43,47.81,617651.68,54.93
690722.96,61.43,47.81,617601.68,54.92
690728.26,61.43,47.81,617625.24,54.93
690450.24,61.42,47.8,617618.62,54.94
690502.17,61.47,47.85,618519.43,55.06
690365.97,61.51,47.89,618622.25,55.12
690068.44,61.51,47.89,618376.3,55.12
690068.44,61.51,47.89,618466.98,55.13
690289.76,61.56,47.93,618466.72,55.15
689992.24,61.55,47.93,618466.72,55.17
689856.03,61.6,47.98,618466.72,55.22
689856.03,61.6,47.98,618437.64,55.22
689907.96,61.65,48.03,618584.48,55.27
690129.28,61.69,48.07,618529.86,55.29
690129.28,61.69,48.07,618563.59,55.3
689993.08,61.74,48.11,618590.41,55.35
690045.01,61.78,48.16,618475.34,55.38
690096.94,61.83,48.21,618471.38,55.42
690268.75,61.89,48.27,619782.98,55.57
689990.74,61.88,48.26,619454.59,55.55
689992.6,61.88,48.26,619457.36,55.55
690044.53,61.93,48.31,619457.48,55.59
690216.34,61.98,48.36,619457.1,55.63
690080.14,62.02,48.4,619457.1,55.68
689782.61,62.02,48.4,619186.83,55.68
689646.41,62.07,48.45,619256.94,55.73
689646.41,62.07,48.45,619256.94,55.73
689867.73,62.11,48.49,619296.22,55.76
689919.66,62.16,48.54,619325.59,55.8
689919.66,62.16,48.54,619325.59,55.8
689741.64,62.16,48.54,619792.11,55.86
689592.06,62.16,48.54,619489.21,55.84
689818.28,62.21,48.59,619473.65,55.87
689172.14,62.19,48.57,618834.04,55.84
689031.03,62.23,48.61,619664.13,55.97
688959.15,62.24,48.62,619518.4,55.97
689180.47,62.28,48.66,619518.14,55.99
688882.94,62.28,48.66,619518.14,56.01
688746.74,62.33,48.71,619518.14,56.06
688968.06,62.37,48.75,619550.03,56.09
689019.99,62.43,48.8,619530.48,56.13
689071.92,62.48,48.86,619524.74,56.17
689326.98,62.53,48.91,619518.14,56.2
689190.77,62.57,48.95,620370.46,56.33
689054.57,62.62,49.0,620302.37,56.37
687964.92,62.98,49.36,620302.11,56.78
687828.72,63.02,49.4,620301.84,56.84
688000.53,63.08,49.46,620301.84,56.87
687703.0,63.08,49.46,620410.18,56.9
687923.28,63.13,49.51,620427.54,56.94
687787.08,63.18,49.56,620418.59,56.99
687787.08,63.18,49.56,620418.59,56.99
687787.08,63.18,49.56,620396.49,56.99
687650.87,63.22,49.6,620388.11,57.04
687514.67,63.27,49.65,620881.51,57.14
687566.6,63.32,49.7,620582.42,57.15
687430.39,63.37,49.74,621267.76,57.27
687169.13,63.36,49.74,620965.51,57.26
687221.06,63.41,49.79,620965.63,57.3
687084.86,63.46,49.84,620965.25,57.35
687136.79,63.51,49.89,620965.25,57.39
687136.79,63.51,49.89,620990.89,57.4
687308.6,63.56,49.94,621033.55,57.44
687098.74,63.56,49.94,620852.36,57.43
686820.72,63.55,49.93,620458.21,57.41
686872.66,63.6,49.98,620468.95,57.46
687093.98,63.65,50.03,620422.17,57.48
687145.91,63.7,50.08,620415.54,57.52
686848.38,63.71,50.08,620415.54,57.54
686900.31,63.76,50.14,621701.92,57.71
686764.11,63.8,50.18,621703.59,57.76
686816.04,63.86,50.24,621701.68,57.8
687037.36,63.91,50.29,621701.66,57.83
687089.29,63.96,50.34,621734.43,57.88
686953.09,64.01,50.39,621711.24,57.93
686953.09,64.01,50.39,621707.4,57.93
687005.02,64.06,50.44,621702.04,57.97
686707.5,64.06,50.44,621699.08,57.99
686759.43,64.11,50.49,622605.8,58.12
686759.43,64.11,50.49,622606.04,58.12
686931.24,64.17,50.55,622740.55,58.17
686983.17,64.22,50.6,622740.66,58.22
687035.1,64.27,50.65,622740.29,58.26
687256.42,64.32,50.7,622740.29,58.29
687100.15,64.32,50.7,622601.5,58.28
686812.62,64.32,50.7,622620.05,58.31
686864.55,64.37,50.75,622626.18,58.35
686916.49,64.43,50.81,622654.67,58.4
686965.92,64.43,50.81,622782.18,58.41
687187.24,64.48,50.86,622783.75,58.44
687051.04,64.53,50.91,622729.01,58.49
687051.04,64.53,50.91,622729.01,58.49
686914.83,64.58,50.96,623896.61,58.65
686636.81,64.57,50.95,623643.88,58.65
686500.61,64.62,51.0,623643.62,58.7
686322.36,64.61,50.99,623556.35,58.71
686322.36,64.61,50.99,623594.47,58.71
686186.16,64.66,51.04,623704.34,58.77
686114.27,64.67,51.05,623593.45,58.78
685898.63,64.66,51.04,623339.0,58.77
686166.76,64.71,51.09,623241.88,58.77
686218.69,64.76,51.14,623232.29,58.82
686082.49,64.81,51.19,623232.58,58.87
686082.49,64.81,51.19,623328.68,58.88
685886.09,64.82,51.2,624116.59,58.98
685789.36,64.87,51.25,624116.89,59.04
686315.57,64.95,51.33,624338.78,59.09
686315.57,64.95,51.33,624336.6,59.09
686311.94,64.97,51.35,624726.87,59.14
686175.74,65.01,51.39,624726.61,59.19
686419.26,65.05,51.43,624794.0,59.21
686283.05,65.1,51.48,624794.0,59.27
686504.38,65.15,51.53,624815.86,59.3
686368.17,65.2,51.58,624803.69,59.35
686420.1,65.25,51.63,624799.89,59.4
686122.58,65.25,51.63,624794.0,59.42
686444.22,65.3,51.68,625258.36,59.48
686272.01,65.31,51.69,625107.39,59.49
686540.14,65.36,51.74,625040.15,59.5
686583.48,65.36,51.74,626276.52,59.62
686684.96,65.42,51.8,626088.7,59.65
686906.28,65.47,51.85,626088.44,59.68
686770.07,65.52,51.9,626088.44,59.73
