ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
886485.19,16.88,3.26,200588.08,3.82
886187.67,16.87,3.25,200362.74,3.81
886408.99,16.88,3.26,200537.0,3.82
886337.1,16.88,3.26,200533.38,3.82
886558.43,16.88,3.26,200565.15,3.82
886422.22,16.88,3.26,200769.93,3.82
886272.64,16.88,3.26,200586.58,3.82
886500.7,16.89,3.27,200456.16,3.82
886206.43,16.88,3.26,200687.09,3.82
886258.36,16.89,3.27,200702.29,3.82
886430.17,16.89,3.27,200940.97,3.83
886482.1,16.9,3.28,200973.54,3.83
886164.0,16.89,3.27,200652.37,3.82
886419.06,16.9,3.28,200717.74,3.83
886640.38,16.9,3.28,201049.56,3.83
886504.18,16.9,3.28,200919.14,3.83
886367.97,16.9,3.28,200919.14,3.83
886419.9,16.91,3.29,201042.12,3.83
886122.38,16.9,3.28,200967.25,3.83
885986.17,16.9,3.28,200876.12,3.83
885849.97,16.9,3.28,200856.78,3.83
885713.76,16.91,3.28,200745.7,3.83
885498.12,16.9,3.28,200533.98,3.83
885669.93,16.91,3.29,200614.55,3.83
885669.93,16.91,3.29,200614.55,3.83
885533.72,16.91,3.29,200708.9,3.83
885533.72,16.91,3.29,200708.9,3.83
885533.72,16.91,3.29,200708.9,3.83
885585.65,16.91,3.29,200831.87,3.84
885585.65,16.91,3.29,200831.87,3.84
885449.45,16.91,3.29,200740.74,3.83
885501.38,16.92,3.3,200863.72,3.84
885240.12,16.91,3.29,200600.97,3.83
885495.17,16.92,3.3,200816.87,3.84
885750.23,16.93,3.3,200882.23,3.84
885802.16,16.93,3.31,201155.74,3.84
885665.96,16.93,3.31,201200.5,3.85
885717.89,16.93,3.31,201187.58,3.85
885717.89,16.93,3.31,201187.58,3.85
885939.21,16.94,3.32,201219.36,3.85
885991.14,16.94,3.32,201444.79,3.85
885713.13,16.94,3.32,201169.46,3.85
885765.06,16.94,3.32,201292.43,3.85
885816.99,16.95,3.32,201363.56,3.85
885816.99,16.95,3.32,201363.56,3.85
885868.92,16.95,3.33,201486.53,3.85
885732.72,16.95,3.33,201417.5,3.85
885784.65,16.95,3.33,201540.47,3.86
885648.44,16.95,3.33,201471.44,3.86
885360.92,16.95,3.33,201336.09,3.85
885224.71,16.95,3.33,201316.76,3.85
885224.71,16.95,3.33,201316.76,3.85
885088.51,16.95,3.33,201205.68,3.85
884810.49,16.95,3.33,201017.47,3.85
885038.56,16.95,3.33,201001.5,3.85
884722.08,16.95,3.33,200784.71,3.85
884585.87,16.95,3.33,201044.1,3.85
884585.87,16.95,3.33,201044.1,3.85
884449.66,16.95,3.33,200913.68,3.85
884501.6,16.95,3.33,201099.0,3.85
884553.53,16.96,3.34,201221.98,3.86
884553.53,16.96,3.34,201221.98,3.86
884605.46,16.96,3.34,201293.1,3.86
884447.52,16.96,3.34,201161.64,3.86
884499.45,16.96,3.34,201284.62,3.86
884363.25,16.96,3.34,201193.48,3.86
884068.97,16.96,3.34,200889.65,3.85
883932.77,16.96,3.34,200939.18,3.86
883984.7,16.96,3.34,200939.45,3.86
884206.02,16.97,3.35,200971.23,3.86
884257.95,16.97,3.35,201196.66,3.86
884257.95,16.97,3.35,201196.66,3.86
884309.89,16.98,3.35,201319.64,3.86
884199.89,16.97,3.35,201209.64,3.86
884420.16,16.98,3.36,201396.2,3.87
884283.96,16.98,3.36,201265.78,3.86
884147.75,16.98,3.36,201265.78,3.87
884199.69,16.98,3.36,201388.76,3.87
884063.48,16.99,3.36,201319.73,3.87
883765.95,16.98,3.36,201174.68,3.87
883629.75,16.98,3.36,201044.26,3.86
883493.54,16.98,3.36,201044.26,3.86
883493.54,16.98,3.36,201044.26,3.86
883357.34,16.98,3.36,200913.84,3.86
883221.13,16.98,3.36,200913.84,3.86
883442.45,16.99,3.37,200945.62,3.86
883442.45,16.99,3.37,200945.62,3.86
883144.93,16.99,3.36,200783.42,3.86
883399.98,16.99,3.37,201236.16,3.87
883451.92,17.0,3.37,201359.14,3.87
883503.85,17.0,3.38,201430.26,3.88
883192.59,16.99,3.37,201117.52,3.87
883056.38,16.99,3.37,201087.67,3.87
882920.18,17.0,3.38,200987.1,3.87
882972.11,17.0,3.38,201110.08,3.87
882835.9,17.0,3.38,201041.05,3.87
882887.83,17.0,3.38,201164.02,3.87
883142.89,17.01,3.39,201379.92,3.88
883194.82,17.01,3.39,201502.89,3.88
883422.89,17.02,3.4,201642.51,3.88
883474.82,17.02,3.4,201765.49,3.89
883180.55,17.02,3.4,201624.75,3.89
883401.87,17.03,3.4,201758.99,3.89
883265.66,17.03,3.41,201579.81,3.89
883129.46,17.03,3.41,201400.63,3.88
882831.93,17.02,3.4,201255.58,3.88
883003.74,17.03,3.41,201248.77,3.88
883175.56,17.03,3.41,201248.77,3.88
883039.35,17.03,3.41,201885.09,3.89
882903.14,17.03,3.41,201769.46,3.89
883124.47,17.04,3.42,201769.97,3.89
882826.94,17.04,3.42,201762.65,3.89
883082.0,17.04,3.42,202044.51,3.9
882945.79,17.04,3.42,202041.37,3.9
882945.79,17.04,3.42,202041.37,3.9
882997.72,17.05,3.43,202275.94,3.91
882861.52,17.05,3.43,202269.13,3.91
882741.64,17.05,3.43,202237.52,3.91
882747.01,17.05,3.43,202231.95,3.91
882968.33,17.05,3.43,202231.95,3.91
882968.33,17.05,3.43,202231.95,3.91
882776.81,17.05,3.43,202058.44,3.9
882479.28,17.04,3.42,202228.06,3.91
882343.07,17.05,3.42,202181.89,3.91
882343.07,17.05,3.42,202181.89,3.91
882395.01,17.05,3.43,202271.94,3.91
882616.33,17.05,3.43,202272.44,3.91
882836.6,17.06,3.44,202265.13,3.91
882888.54,17.06,3.44,202876.66,3.92
882716.27,17.06,3.44,202820.71,3.92
882888.08,17.07,3.45,203301.08,3.93
882590.55,17.06,3.44,202949.78,3.92
882811.87,17.07,3.45,202950.28,3.92
882863.81,17.07,3.45,202974.61,3.93
882727.6,17.07,3.45,203357.3,3.93
882779.53,17.08,3.46,203637.26,3.94
882779.53,17.08,3.46,203637.26,3.94
882831.47,17.08,3.46,203654.34,3.94
882553.45,17.08,3.46,203537.41,3.94
882265.92,17.07,3.45,203227.42,3.93
882317.86,17.08,3.46,203283.51,3.93
882539.18,17.08,3.46,203340.41,3.94
882402.97,17.08,3.46,203920.2,3.95
882454.9,17.09,3.47,203937.28,3.95
882454.9,17.09,3.47,203968.84,3.95
882454.9,17.09,3.47,203946.63,3.95
882506.83,17.09,3.47,204002.72,3.95
882240.35,17.09,3.47,203695.02,3.94
882021.36,17.08,3.46,203451.19,3.94
882073.29,17.09,3.47,203619.23,3.94
881937.08,17.09,3.47,203930.52,3.95
881800.88,17.09,3.47,203923.71,3.95
881503.35,17.08,3.46,203615.21,3.95
881555.29,17.09,3.47,203813.66,3.95
881555.29,17.09,3.47,203838.36,3.95
881776.61,17.09,3.47,203853.09,3.95
881640.4,17.09,3.47,204027.54,3.96
881640.4,17.09,3.47,204079.91,3.96
881568.52,17.09,3.47,204159.28,3.96
881432.31,17.09,3.47,204189.59,3.96
881604.12,17.1,3.48,204204.74,3.96
881825.45,17.11,3.48,204152.47,3.96
881689.24,17.11,3.49,204810.66,3.97
881391.71,17.1,3.48,204486.3,3.97
881203.7,17.1,3.48,204332.47,3.96
881425.02,17.1,3.48,204332.98,3.97
881137.49,17.1,3.48,204325.66,3.97
881001.29,17.1,3.48,204484.61,3.97
880865.08,17.1,3.48,204376.99,3.97
880917.01,17.11,3.48,204547.7,3.97
880968.95,17.11,3.49,204564.78,3.97
880832.74,17.11,3.49,204540.89,3.97
880617.1,17.11,3.49,204295.93,3.97
880669.03,17.11,3.49,204295.93,3.97
880720.96,17.11,3.49,204855.24,3.98
880584.76,17.11,3.49,204848.43,3.98
880409.52,17.11,3.49,204776.54,3.98
880234.29,17.11,3.49,204704.64,3.98
880098.08,17.11,3.49,204844.58,3.98
880366.21,17.12,3.5,204796.82,3.98
880278.69,17.12,3.5,205124.03,3.99
880330.63,17.12,3.5,205192.75,3.99
880194.42,17.12,3.5,205185.94,3.99
880415.74,17.13,3.51,205185.94,3.99
880467.67,17.13,3.51,205598.34,4.0
880467.67,17.13,3.51,205598.34,4.0
880519.61,17.13,3.51,205879.43,4.01
880571.54,17.14,3.52,205896.51,4.01
880623.47,17.14,3.52,205952.6,4.01
880346.65,17.14,3.52,205660.91,4.0
880398.59,17.14,3.52,205828.94,4.01
880262.38,17.14,3.52,206140.41,4.01
880200.02,17.14,3.52,206009.93,4.01
880063.81,17.14,3.52,206003.12,4.01
880284.09,17.15,3.53,206241.84,4.02
880505.41,17.15,3.53,206303.28,4.02
880725.69,17.16,3.54,206729.92,4.03
880459.21,17.16,3.53,206793.81,4.03
880511.14,17.16,3.54,206756.09,4.03
880374.93,17.16,3.54,206732.49,4.03
880426.87,17.16,3.54,206723.83,4.03
880129.34,17.16,3.54,206388.32,4.02
880181.27,17.16,3.54,206388.32,4.02
880401.55,17.17,3.55,206692.66,4.03
880135.07,17.17,3.54,206477.49,4.03
879998.86,17.17,3.55,206419.64,4.03
879862.66,17.17,3.55,206247.21,4.02
879726.45,17.17,3.55,207097.82,4.04
879732.74,17.17,3.55,207040.27,4.04
879784.68,17.17,3.55,207002.55,4.04
879836.61,17.17,3.55,206987.49,4.04
880008.42,17.18,3.56,206970.3,4.04
879872.21,17.18,3.56,207862.37,4.06
879924.15,17.18,3.56,207545.49,4.05
879976.08,17.19,3.57,207410.4,4.05
879859.61,17.19,3.57,207090.86,4.05
880177.99,17.2,3.58,208577.94,4.08
880041.79,17.2,3.58,208555.93,4.08
880093.72,17.2,3.58,208521.2,4.08
879826.53,17.2,3.58,208314.07,4.07
879690.33,17.2,3.58,208300.84,4.07
879945.38,17.21,3.58,209227.23,4.09
880173.45,17.21,3.59,208736.32,4.08
879989.46,17.21,3.59,208725.81,4.08
880633.92,17.23,3.6,210727.8,4.12
880855.24,17.23,3.61,210702.41,4.12
880730.35,17.23,3.61,210504.77,4.12
880432.83,17.23,3.6,210478.51,4.12
880296.62,17.23,3.61,210460.19,4.12
880298.48,17.23,3.61,210461.84,4.12
880298.48,17.23,3.61,210492.84,4.12
880377.12,17.23,3.61,209963.99,4.11
880240.91,17.23,3.61,212231.45,4.15
880242.78,17.23,3.61,212234.03,4.15
880242.78,17.23,3.61,212265.31,4.16
880530.51,17.24,3.62,211499.36,4.14
881361.82,17.26,3.64,211904.5,4.15
881225.61,17.26,3.64,211845.6,4.15
881162.0,17.26,3.64,212723.35,4.17
881145.5,17.26,3.64,212052.94,4.15
881366.82,17.27,3.65,212041.86,4.15
881116.86,17.26,3.64,211457.87,4.14
880819.34,17.26,3.64,213016.23,4.17
880707.64,17.26,3.64,213043.59,4.18
880707.64,17.26,3.64,213046.36,4.18
880814.0,17.27,3.65,212504.97,4.17
882393.88,17.3,3.68,213646.34,4.19
882897.1,17.31,3.69,214428.65,4.2
882760.89,17.31,3.69,214406.65,4.2
882812.82,17.32,3.7,214371.91,4.2
882546.34,17.31,3.69,214204.81,4.2
882598.27,17.32,3.7,214191.58,4.2
882462.07,17.32,3.7,214933.4,4.22
882698.09,17.32,3.7,215275.65,4.22
882499.0,17.32,3.7,214341.35,4.21
883441.46,17.34,3.72,216830.77,4.26
884426.97,17.36,3.74,217074.38,4.26
884290.76,17.36,3.74,217070.3,4.26
884290.76,17.36,3.74,217102.83,4.26
884154.56,17.36,3.74,217102.83,4.26
884375.88,17.37,3.75,217183.47,4.27
884078.35,17.36,3.74,217155.51,4.26
883863.19,17.36,3.74,217042.88,4.26
883687.95,17.36,3.74,216970.99,4.26
883908.23,17.36,3.74,216918.3,4.26
883641.75,17.36,3.74,217244.69,4.27
883863.07,17.37,3.74,217273.02,4.27
883915.0,17.37,3.75,217142.63,4.27
883915.0,17.37,3.75,217119.83,4.27
883765.41,17.37,3.75,216990.88,4.26
884038.44,17.37,3.75,218018.74,4.28
883990.22,17.38,3.76,217765.53,4.28
884042.15,17.38,3.76,217765.64,4.28
884094.08,17.38,3.76,217765.27,4.28
884146.02,17.39,3.77,217765.27,4.28
884197.95,17.39,3.77,217765.27,4.28
884419.27,17.4,3.78,217765.27,4.28
884012.05,17.39,3.77,217533.67,4.28
883714.53,17.39,3.77,217679.16,4.28
883578.32,17.39,3.77,217545.11,4.28
883630.25,17.39,3.77,217533.67,4.28
883851.57,17.4,3.78,218891.26,4.31
883715.37,17.4,3.78,218891.0,4.31
883428.45,17.39,3.77,218604.08,4.3
883600.27,17.4,3.78,218604.08,4.3
883464.06,17.4,3.78,218625.93,4.31
883166.53,17.4,3.78,218323.8,4.3
883421.59,17.4,3.78,218301.95,4.3
883642.91,17.41,3.79,218301.95,4.3
883345.39,17.4,3.78,218667.47,4.31
883067.37,17.4,3.78,218437.7,4.3
882756.11,17.4,3.77,218301.95,4.3
882756.11,17.4,3.77,218327.64,4.3
882619.9,17.4,3.78,218944.81,4.32
882676.74,17.4,3.78,218842.61,4.31
882723.77,17.4,3.78,218843.62,4.31
882945.09,17.41,3.79,218843.35,4.32
882745.99,17.41,3.79,218843.35,4.32
882974.06,17.41,3.79,218851.43,4.32
882679.79,17.41,3.79,218846.02,4.32
882731.72,17.41,3.79,218843.35,4.32
882735.44,17.41,3.79,218877.38,4.32
882955.72,17.42,3.8,218877.38,4.32
882819.52,17.42,3.8,219086.44,4.32
882683.31,17.42,3.8,218993.71,4.32
882855.12,17.43,3.81,218958.92,4.32
882907.05,17.43,3.81,220170.07,4.35
883135.12,17.44,3.82,220169.81,4.35
882998.92,17.44,3.82,220169.81,4.35
882862.71,17.44,3.82,220221.93,4.35
883034.52,17.44,3.82,220197.7,4.35
883086.45,17.45,3.83,220186.37,4.35
883086.45,17.45,3.83,220164.89,4.35
882950.25,17.45,3.83,220693.27,4.36
882814.04,17.45,3.83,220514.46,4.36
882814.04,17.45,3.83,220514.46,4.36
882536.03,17.44,3.82,220147.73,4.35
882219.54,17.44,3.82,219898.92,4.35
882271.48,17.44,3.82,220264.04,4.35
882135.27,17.44,3.82,220263.77,4.36
881947.25,17.44,3.82,220403.3,4.36
881878.15,17.44,3.82,220259.24,4.36
881662.98,17.44,3.82,220109.9,4.35
881834.79,17.44,3.82,220109.9,4.35
881698.59,17.44,3.82,220191.64,4.36
881698.59,17.44,3.82,220187.81,4.36
881562.38,17.44,3.82,220147.2,4.36
881562.38,17.44,3.82,220181.63,4.36
881562.38,17.44,3.82,220181.63,4.36
881426.18,17.44,3.82,220140.51,4.36
881426.18,17.44,3.82,220137.46,4.36
881329.44,17.45,3.83,221321.0,4.38
881385.24,17.45,3.83,220974.59,4.37
881461.97,17.45,3.83,220679.21,4.37
881588.49,17.46,3.84,221073.28,4.38
881452.28,17.46,3.84,221073.02,4.38
881673.6,17.46,3.84,221073.02,4.38
881725.53,17.47,3.85,221097.65,4.38
881589.33,17.47,3.85,221083.11,4.38
881291.8,17.46,3.84,221073.02,4.38
881343.74,17.47,3.85,221495.45,4.39
881565.06,17.47,3.85,221517.07,4.39
881621.89,17.48,3.86,221508.69,4.39
881347.58,17.47,3.85,221204.47,4.39
881641.11,17.48,3.86,222338.71,4.41
881488.84,17.48,3.86,222063.02,4.4
881352.64,17.48,3.86,222062.76,4.4
881404.57,17.48,3.86,222062.76,4.4
881268.37,17.48,3.86,222335.01,4.41
880951.51,17.48,3.86,222016.91,4.4
880815.31,17.48,3.86,221773.72,4.4
880867.24,17.48,3.86,222080.78,4.41
881188.88,17.49,3.87,221905.63,4.4
881122.29,17.49,3.87,221744.66,4.4
881174.23,17.49,3.87,222764.71,4.42
881226.16,17.5,3.88,222879.22,4.43
881226.16,17.5,3.88,222874.0,4.43
881447.48,17.5,3.88,222873.74,4.43
881499.41,17.51,3.89,222873.74,4.43
881363.21,17.51,3.89,222873.74,4.43
881363.21,17.51,3.89,222935.26,4.43
881065.68,17.5,3.88,222970.75,4.43
880929.47,17.5,3.88,222944.34,4.43
880981.41,17.51,3.89,222935.26,4.43
880845.2,17.51,3.89,223496.79,4.44
880728.73,17.51,3.89,223684.96,4.45
880572.79,17.51,3.89,223339.68,4.44
880624.72,17.51,3.89,223339.79,4.44
880628.45,17.52,3.89,223375.38,4.44
880367.19,17.51,3.89,223034.17,4.44
880635.31,17.52,3.9,223033.79,4.44
879545.67,17.52,3.9,223033.53,4.44
879458.15,17.52,3.9,223033.53,4.44
879321.95,17.52,3.9,223048.07,4.45
879323.81,17.52,3.9,223050.62,4.45
879495.62,17.53,3.91,223045.58,4.45
879359.42,17.53,3.91,223036.08,4.45
879411.35,17.53,3.91,223599.28,4.46
879411.35,17.53,3.91,223599.28,4.46
879133.33,17.53,3.91,223147.53,4.45
879133.33,17.53,3.91,223131.57,4.45
879305.14,17.54,3.91,223020.13,4.45
879560.2,17.54,3.92,224500.28,4.48
879287.79,17.54,3.92,224500.64,4.48
879459.6,17.55,3.93,224500.27,4.48
879680.92,17.56,3.94,224500.02,4.48
879821.67,17.56,3.94,224580.55,4.48
879873.6,17.56,3.94,224580.55,4.48
879595.58,17.56,3.94,224630.97,4.48
879647.52,17.56,3.94,224695.58,4.49
879699.45,17.57,3.95,224895.31,4.49
879699.45,17.57,3.95,224895.31,4.49
879401.92,17.56,3.94,224580.55,4.48
879623.24,17.57,3.95,225584.72,4.51
879335.72,17.56,3.94,225261.99,4.5
879387.65,17.57,3.95,225262.1,4.5
879387.65,17.57,3.95,225308.29,4.5
879439.58,17.57,3.95,225307.92,4.5
879491.51,17.58,3.95,225307.92,4.5
879712.84,17.58,3.96,225307.92,4.5
879712.84,17.58,3.96,225296.95,4.5
879425.31,17.58,3.96,225321.63,4.5
879646.63,17.58,3.96,225317.9,4.5
879648.49,17.58,3.96,225326.66,4.5
879700.42,17.59,3.97,225360.45,4.51
879700.42,17.59,3.97,225360.45,4.51
879628.54,17.59,3.97,225305.7,4.5
879628.54,17.59,3.97,225305.7,4.5
879492.34,17.59,3.97,226452.7,4.53
879492.34,17.59,3.97,226452.7,4.53
879760.47,17.59,3.97,226493.46,4.53
879760.47,17.59,3.97,226493.46,4.53
879564.07,17.59,3.97,226449.18,4.53
879785.39,17.6,3.98,226448.92,4.53
879487.87,17.59,3.97,226448.92,4.53
879491.59,17.59,3.97,226450.52,4.53
879663.4,17.6,3.98,226450.52,4.53
879385.39,17.59,3.97,226691.76,4.54
879606.71,17.6,3.98,226638.69,4.53
879470.5,17.6,3.98,226483.46,4.53
879291.21,17.6,3.98,227731.26,4.56
879343.14,17.6,3.98,227344.17,4.55
879651.14,17.61,3.99,228005.58,4.56
879772.62,17.62,4.0,227267.26,4.55
879768.99,17.62,4.0,227914.24,4.56
879300.05,17.61,3.99,227388.41,4.55
879471.86,17.62,4.0,227388.15,4.55
878941.02,17.61,3.99,226684.43,4.54
878992.96,17.61,3.99,226684.43,4.54
878856.75,17.61,3.99,226704.63,4.54
879084.82,17.62,4.0,226687.19,4.54
878948.61,17.62,4.0,226684.43,4.54
879000.54,17.62,4.0,226684.43,4.55
878864.34,17.63,4.0,227508.39,4.56
878916.27,17.63,4.01,227838.38,4.57
878622.0,17.62,4.0,227457.86,4.56
878485.79,17.63,4.01,227457.6,4.56
878537.73,17.63,4.01,227457.6,4.56
878759.05,17.64,4.02,227457.6,4.56
878471.52,17.63,4.01,227491.32,4.57
878523.45,17.64,4.01,227474.51,4.57
878523.45,17.64,4.01,227569.59,4.57
878387.25,17.64,4.02,227552.69,4.57
878387.25,17.64,4.02,227512.36,4.57
878439.18,17.64,4.02,228070.38,4.58
878660.5,17.65,4.03,228076.82,4.58
878660.5,17.65,4.03,228076.82,4.58
878524.3,17.65,4.03,228200.36,4.58
878524.3,17.65,4.03,228213.94,4.58
878696.11,17.65,4.03,228213.68,4.58
878748.04,17.66,4.04,228213.68,4.59
878799.97,17.66,4.04,228213.68,4.59
878663.76,17.66,4.04,228239.36,4.59
878527.56,17.66,4.04,228213.68,4.59
878230.03,17.66,4.04,228224.11,4.59
878281.97,17.66,4.04,228689.04,4.6
878103.95,17.66,4.04,228679.9,4.6
878103.95,17.66,4.04,228679.9,4.6
877967.74,17.66,4.04,228718.15,4.6
878189.06,17.67,4.05,228995.61,4.61
878241.0,17.67,4.05,228995.73,4.61
878292.93,17.67,4.05,228995.35,4.61
878156.72,17.67,4.05,228997.21,4.61
878328.53,17.68,4.06,228995.35,4.61
878583.59,17.69,4.07,228995.35,4.61
878583.59,17.69,4.07,228975.14,4.61
878447.39,17.69,4.07,229583.98,4.62
878339.25,17.69,4.07,229476.44,4.62
878041.72,17.68,4.06,229620.48,4.62
877905.52,17.68,4.06,229397.18,4.62
877911.1,17.68,4.06,229423.1,4.62
878132.42,17.69,4.07,229958.17,4.63
877834.9,17.69,4.06,230207.71,4.64
877698.69,17.69,4.07,230207.45,4.64
877698.69,17.69,4.07,230255.02,4.64
877750.63,17.69,4.07,230255.02,4.64
877750.63,17.69,4.07,230252.9,4.64
877978.69,17.7,4.08,230252.9,4.64
877842.49,17.7,4.08,230284.42,4.64
877706.28,17.7,4.08,230258.12,4.64
877412.01,17.69,4.07,230252.9,4.64
877133.99,17.69,4.07,229817.27,4.63
877196.46,17.69,4.07,230002.74,4.64
877417.78,17.7,4.08,230385.1,4.65
877417.78,17.7,4.08,230354.38,4.65
877281.57,17.7,4.08,230269.0,4.65
877003.78,17.69,4.07,230047.45,4.64
877035.98,17.7,4.08,230480.22,4.65
877087.91,17.7,4.08,230480.34,4.65
876951.71,17.7,4.08,230479.96,4.65
876951.71,17.7,4.08,230476.77,4.65
876815.5,17.7,4.08,230505.65,4.65
876537.48,17.7,4.08,230197.92,4.65
876401.28,17.7,4.08,230178.26,4.65
876265.07,17.7,4.08,230169.03,4.65
876486.39,17.71,4.09,230656.5,4.66
876198.87,17.7,4.08,230344.06,4.65
876250.8,17.71,4.08,230355.13,4.65
876302.73,17.71,4.09,230739.53,4.66
876097.09,17.71,4.09,230711.73,4.66
875960.88,17.71,4.09,230711.47,4.66
875824.68,17.71,4.09,230711.47,4.66
875876.61,17.71,4.09,230711.47,4.67
875928.54,17.72,4.1,230731.78,4.67
876196.67,17.72,4.1,230720.7,4.67
876000.28,17.72,4.1,230711.47,4.67
876221.6,17.73,4.11,230711.47,4.67
875924.07,17.72,4.1,231297.81,4.68
875976.0,17.73,4.11,231537.17,4.69
876027.94,17.73,4.11,231694.86,4.69
876079.87,17.73,4.11,231694.98,4.69
876131.8,17.74,4.12,231694.6,4.69
876141.11,17.74,4.12,231730.62,4.69
876193.05,17.74,4.12,231730.62,4.69
876244.98,17.75,4.13,231730.62,4.69
876108.77,17.75,4.13,231865.58,4.7
876280.58,17.75,4.13,231869.55,4.7
876092.57,17.75,4.13,231730.62,4.69
876144.5,17.75,4.13,232827.93,4.72
876196.43,17.76,4.14,232964.18,4.72
876424.5,17.76,4.14,232963.92,4.72
876476.43,17.77,4.15,232963.92,4.72
876340.22,17.77,4.15,232963.92,4.72
876392.16,17.77,4.15,232970.27,4.72
876444.09,17.78,4.16,232983.54,4.73
876139.82,17.77,4.15,233071.89,4.73
876139.82,17.77,4.15,233149.55,4.73
876361.14,17.78,4.16,233130.38,4.73
876063.61,17.77,4.15,233041.58,4.73
876115.54,17.78,4.16,233041.58,4.73
876336.86,17.78,4.16,234261.69,4.75
876388.8,17.79,4.17,234261.8,4.75
876560.61,17.79,4.17,234261.43,4.76
876612.54,17.8,4.18,234261.43,4.76
876476.33,17.8,4.18,234302.8,4.76
876178.81,17.79,4.17,234006.57,4.75
876042.6,17.8,4.17,233974.81,4.75
875906.4,17.8,4.18,233965.2,4.75
876127.72,17.8,4.18,234898.31,4.77
876179.65,17.81,4.19,235132.69,4.78
875901.63,17.8,4.18,234615.83,4.77
875765.43,17.8,4.18,234615.57,4.77
875817.36,17.81,4.19,234615.57,4.77
875681.16,17.81,4.19,234615.57,4.77
875852.97,17.81,4.19,234685.68,4.77
875555.44,17.81,4.19,234693.44,4.77
875607.37,17.81,4.19,234700.34,4.77
875471.17,17.81,4.19,234674.02,4.78
875692.49,17.82,4.2,234623.32,4.77
875692.49,17.82,4.2,234691.26,4.78
875744.42,17.82,4.2,235912.01,4.8
875608.21,17.82,4.2,235911.75,4.8
875660.15,17.83,4.21,235911.75,4.8
875831.96,17.83,4.21,235943.68,4.8
875553.94,17.83,4.21,235594.94,4.8
875256.42,17.83,4.21,235311.25,4.79
875511.47,17.83,4.21,235286.3,4.79
875511.47,17.83,4.21,235356.37,4.79
875732.79,17.84,4.22,235349.38,4.79
875435.27,17.83,4.21,235842.16,4.8
875487.2,17.84,4.22,235906.62,4.81
875659.01,17.84,4.22,236064.92,4.81
875710.94,17.85,4.23,236721.18,4.82
875762.87,17.85,4.23,236721.29,4.83
875984.19,17.86,4.24,236720.91,4.83
875989.78,17.86,4.24,236722.53,4.83
876041.71,17.86,4.24,236722.53,4.83
876041.71,17.86,4.24,236712.2,4.83
875885.44,17.86,4.24,236557.2,4.82
876057.25,17.87,4.25,236557.2,4.82
875921.04,17.87,4.25,236711.13,4.83
875784.84,17.87,4.25,236695.96,4.83
875487.31,17.86,4.24,236586.3,4.83
875539.25,17.87,4.25,236642.72,4.83
875591.18,17.87,4.25,237669.27,4.85
875812.5,17.88,4.26,237669.01,4.85
875864.43,17.88,4.26,237669.01,4.85
875916.36,17.89,4.27,237676.74,4.85
875638.35,17.88,4.26,237379.21,4.85
875858.62,17.89,4.27,237371.48,4.85
875580.61,17.88,4.26,237402.42,4.85
875283.08,17.88,4.26,237402.42,4.85
875095.07,17.88,4.26,237085.58,4.84
874958.86,17.88,4.26,237357.28,4.85
875180.18,17.88,4.26,237400.11,4.85
875232.11,17.89,4.27,237580.81,4.86
875284.04,17.89,4.27,238098.94,4.87
875455.86,17.9,4.28,238098.68,4.87
875507.79,17.9,4.28,238098.68,4.87
875210.26,17.9,4.28,238321.15,4.87
875074.06,17.9,4.28,238321.15,4.87
875295.38,17.9,4.28,238422.67,4.88
875159.17,17.9,4.28,238339.58,4.88
875022.97,17.91,4.29,238321.15,4.88
875028.55,17.91,4.29,238374.52,4.88
875080.49,17.91,4.29,239285.02,4.9
874787.86,17.91,4.29,239138.56,4.89
874787.86,17.91,4.29,239131.9,4.89
875003.24,17.91,4.29,239307.36,4.9
874741.98,17.91,4.29,239122.55,4.9
874605.77,17.91,4.29,239122.29,4.9
874833.84,17.92,4.29,239164.38,4.9
874833.84,17.92,4.29,239164.38,4.9
874885.77,17.92,4.3,239145.59,4.9
874591.5,17.91,4.29,239133.5,4.9
874455.29,17.92,4.3,239152.12,4.9
874550.01,17.92,4.3,239410.68,4.91
874601.94,17.92,4.3,239509.9,4.91
874611.45,17.92,4.3,239556.51,4.91
874842.57,17.93,4.31,240834.6,4.94
874716.3,17.93,4.31,240035.19,4.92
874708.47,17.93,4.31,240064.34,4.92
874929.79,17.94,4.32,240064.08,4.92
874672.29,17.94,4.31,240125.64,4.92
874672.29,17.94,4.31,240132.48,4.92
874536.09,17.94,4.32,240132.48,4.92
874238.56,17.93,4.31,240172.02,4.93
874290.49,17.94,4.32,240155.72,4.93
