ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_98fe-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-bellman_ratio
1586231.33,33.78,4.23,304279.18,6.48
1586407.96,33.79,4.24,304284.03,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586528.74,33.8,4.24,304254.78,6.48
1586418.85,33.8,4.25,304293.41,6.48
1586120.72,33.8,4.25,304266.55,6.48
1585824.92,33.8,4.25,304247.49,6.48
1585622.74,33.8,4.25,304324.26,6.49
1585323.83,33.8,4.25,304365.1,6.49
1586250.75,33.82,4.27,306220.4,6.53
1586092.51,33.82,4.26,306063.19,6.53
1586269.14,33.82,4.27,306067.48,6.53
1586605.74,33.83,4.28,306793.31,6.54
1586605.74,33.83,4.28,306793.31,6.54
1586605.74,33.83,4.28,306793.31,6.54
1586495.85,33.84,4.28,306771.8,6.54
1586197.72,33.84,4.28,306759.9,6.54
1586226.86,33.84,4.29,306824.86,6.55
1586226.86,33.84,4.29,306824.86,6.55
1585931.06,33.84,4.29,306758.86,6.55
1586039.13,33.85,4.29,307147.36,6.55
1586562.47,33.86,4.31,309537.63,6.61
1586238.91,33.86,4.31,309505.04,6.61
1585915.34,33.86,4.31,309530.91,6.61
1585915.34,33.86,4.31,309530.91,6.61
1585591.78,33.86,4.31,309511.79,6.61
1585270.54,33.87,4.31,309496.13,6.61
1585274.9,33.87,4.31,309500.24,6.61
1584950.56,33.87,4.31,309567.09,6.61
1584627.0,33.87,4.32,309492.05,6.61
1584627.0,33.87,4.32,309492.05,6.61
1584301.88,33.87,4.32,309486.69,6.62
1583909.23,33.86,4.31,308766.17,6.6
1583263.46,33.86,4.31,308137.54,6.59
1583448.48,33.86,4.31,308138.02,6.59
1582258.29,33.87,4.32,308166.62,6.6
1581959.39,33.87,4.32,308111.02,6.6
1581959.39,33.87,4.32,308514.46,6.6
1581997.44,33.87,4.32,308531.65,6.61
1581688.86,33.87,4.32,308888.37,6.62
1581796.44,33.88,4.33,308975.05,6.62
1581796.44,33.88,4.33,308975.05,6.62
1581947.18,33.88,4.33,308970.51,6.62
1581947.18,33.88,4.33,308970.51,6.62
1581947.18,33.88,4.33,308970.51,6.62
1581976.32,33.89,4.34,308949.98,6.62
1581678.19,33.89,4.34,309029.45,6.62
1581816.48,33.9,4.35,308944.43,6.62
1581520.67,33.9,4.35,309293.14,6.63
1581221.77,33.9,4.35,309224.46,6.63
1580835.36,33.89,4.34,309044.11,6.63
1580619.22,33.9,4.35,310089.16,6.65
1580351.05,33.9,4.35,310087.9,6.65
1580351.05,33.9,4.35,310087.9,6.65
1580420.89,33.9,4.35,309816.02,6.65
1579964.94,33.9,4.35,309723.97,6.64
1579666.81,33.9,4.35,309697.16,6.65
1579813.49,33.9,4.35,309969.73,6.65
1579813.49,33.9,4.35,309969.73,6.65
1579515.36,33.9,4.35,309752.89,6.65
1579515.36,33.9,4.35,309699.02,6.65
1579223.62,33.9,4.35,309398.31,6.64
1579116.05,33.9,4.35,310213.68,6.66
1578957.42,33.9,4.35,310055.84,6.66
1578846.75,33.91,4.36,309566.19,6.65
1578587.1,33.91,4.36,309406.77,6.65
1578629.87,33.91,4.36,310445.1,6.67
1578629.87,33.91,4.36,310445.1,6.67
1578361.69,33.91,4.36,310449.62,6.67
1578390.84,33.92,4.37,310421.14,6.67
1578092.71,33.92,4.37,310478.75,6.67
1577530.52,33.91,4.36,309889.79,6.66
1577232.39,33.91,4.36,309844.19,6.66
1577232.39,33.91,4.36,309844.19,6.66
1577232.39,33.91,4.36,309844.19,6.66
1577238.71,33.91,4.36,309864.61,6.66
1577241.81,33.91,4.36,310013.96,6.67
1576969.63,33.92,4.37,311294.3,6.69
1577671.6,33.94,4.38,311688.86,6.7
1577403.42,33.94,4.39,311691.19,6.71
1577105.3,33.94,4.39,311668.8,6.71
1576827.31,33.94,4.39,311671.13,6.71
1576529.18,33.94,4.39,311722.21,6.71
1576529.18,33.94,4.39,311722.21,6.71
1576529.18,33.94,4.39,311722.21,6.71
1576641.52,33.95,4.4,311630.41,6.71
1576343.39,33.95,4.4,311591.61,6.71
1573988.32,33.95,4.4,311541.07,6.72
1573692.52,33.96,4.4,311511.88,6.72
1573692.52,33.96,4.4,311511.88,6.72
1575060.63,33.98,4.43,314272.63,6.78
1575060.63,33.98,4.43,314272.63,6.78
1574752.69,33.99,4.44,314242.23,6.78
1574752.69,33.99,4.44,315197.24,6.8
1574448.62,33.99,4.44,315174.4,6.8
1574799.17,33.99,4.44,315561.16,6.81
1576261.01,34.03,4.48,318044.72,6.87
1575992.84,34.03,4.48,318043.79,6.87
1576398.79,34.05,4.5,317939.1,6.87
1576290.16,34.04,4.49,317831.34,6.86
1575992.03,34.04,4.49,317804.2,6.87
1576237.64,34.05,4.5,317884.74,6.87
1575939.51,34.05,4.5,317844.52,6.87
1575939.51,34.05,4.5,317844.52,6.87
1575294.51,34.05,4.5,317493.47,6.86
1575294.51,34.05,4.5,317493.47,6.86
1574998.71,34.05,4.5,317447.32,6.86
1574998.71,34.05,4.5,317447.32,6.86
1576395.52,34.08,4.53,320817.41,6.94
1575907.26,34.07,4.52,319559.12,6.91
1575639.08,34.07,4.52,319561.46,6.91
1575340.96,34.08,4.53,319531.59,6.91
1575666.53,34.08,4.53,319575.75,6.91
1575368.4,34.09,4.54,319544.87,6.91
1574889.4,34.08,4.53,319286.44,6.91
1574566.46,34.08,4.53,319266.3,6.91
1574715.46,34.08,4.53,320059.06,6.93
1574434.38,34.09,4.54,319800.45,6.92
1574434.38,34.09,4.54,319800.45,6.92
1574527.69,34.09,4.54,320725.57,6.94
1574527.69,34.09,4.54,320725.57,6.94
1574259.51,34.09,4.54,320718.41,6.95
1574259.51,34.09,4.54,320718.41,6.95
1574259.51,34.09,4.54,320718.41,6.95
1574269.56,34.1,4.55,320550.6,6.94
1574100.88,34.1,4.54,320571.79,6.94
1573355.02,34.09,4.54,319793.0,6.93
1573056.89,34.09,4.54,319772.09,6.93
1572758.77,34.09,4.54,319813.03,6.93
1572480.78,34.09,4.54,319817.55,6.93
1572480.78,34.09,4.54,319817.55,6.93
1572627.46,34.1,4.55,319829.06,6.93
1572331.65,34.1,4.55,319902.27,6.94
1572198.28,34.1,4.55,321454.38,6.97
1572198.28,34.1,4.55,321454.38,6.97
1572198.28,34.1,4.55,321454.38,6.97
1572515.11,34.12,4.57,321278.22,6.97
1572349.13,34.12,4.57,320643.27,6.96
1572534.16,34.13,4.58,320643.75,6.96
1572236.03,34.13,4.58,320617.22,6.96
1571937.9,34.13,4.58,320661.83,6.96
1571554.7,34.12,4.57,320634.82,6.96
1571256.58,34.12,4.57,320607.97,6.96
1571149.01,34.13,4.58,320607.46,6.96
1571149.01,34.13,4.58,320607.46,6.96
1570850.1,34.13,4.58,320979.83,6.97
1570867.92,34.13,4.58,321321.0,6.98
1570867.92,34.13,4.58,321321.0,6.98
1570812.13,34.13,4.58,321392.75,6.98
1570444.07,34.13,4.58,321042.73,6.98
1570444.07,34.13,4.58,321042.73,6.98
1570444.07,34.13,4.58,321042.73,6.98
1570136.13,34.13,4.58,321010.14,6.98
1569867.95,34.14,4.59,321014.66,6.98
1570014.63,34.14,4.59,320989.25,6.98
1569716.5,34.14,4.59,320980.31,6.98
1569716.5,34.14,4.59,320980.31,6.98
1569745.64,34.15,4.6,321014.64,6.98
1569360.84,34.14,4.59,320976.12,6.98
1569063.57,34.14,4.59,321519.92,7.0
1568767.77,34.14,4.59,321182.23,6.99
1568614.25,34.14,4.59,322227.75,7.01
1568306.31,34.15,4.6,322281.16,7.02
1568306.31,34.15,4.6,322281.16,7.02
1568793.31,34.16,4.61,322258.25,7.02
1568793.31,34.16,4.61,322258.25,7.02
1568485.37,34.16,4.61,322215.98,7.02
1568179.76,34.16,4.61,322195.93,7.02
1567668.4,34.16,4.61,321758.92,7.01
1567359.68,34.16,4.61,322101.86,7.02
1567085.57,34.16,4.61,321987.1,7.02
1566742.25,34.16,4.61,321745.36,7.01
1566918.88,34.17,4.62,321749.66,7.02
1566620.75,34.17,4.62,321719.28,7.02
1566384.0,34.16,4.61,321759.93,7.02
1566085.87,34.16,4.62,321737.08,7.02
1565787.74,34.17,4.62,321710.59,7.02
1565787.74,34.17,4.62,321710.59,7.02
1565936.74,34.17,4.62,322551.04,7.04
1565826.07,34.18,4.63,322049.39,7.03
1565826.07,34.18,4.63,322049.39,7.03
1565548.09,34.18,4.63,322053.91,7.03
1565548.09,34.18,4.63,322053.91,7.03
1565394.34,34.18,4.63,321812.64,7.03
1565623.0,34.18,4.63,323213.47,7.06
1565623.0,34.18,4.63,323213.47,7.06
1565262.27,34.18,4.63,322785.11,7.05
1564879.2,34.18,4.63,322469.35,7.04
1565016.06,34.19,4.64,322443.93,7.04
1564708.12,34.19,4.64,322508.33,7.05
1564333.32,34.18,4.63,322452.55,7.05
1564213.61,34.18,4.64,322430.24,7.05
1564213.61,34.18,4.64,322430.24,7.05
1563907.99,34.19,4.64,322652.96,7.05
1563599.28,34.19,4.64,322582.03,7.05
1563599.28,34.19,4.64,322582.03,7.05
1563299.21,34.19,4.64,322480.99,7.05
1562981.85,34.19,4.64,322670.34,7.06
1562981.85,34.19,4.64,322670.34,7.06
1562983.61,34.19,4.64,322674.29,7.06
1563160.24,34.19,4.65,322678.58,7.06
1563160.24,34.19,4.65,322678.58,7.06
1563050.35,34.2,4.65,322657.07,7.06
1562772.36,34.2,4.65,322656.14,7.06
1562474.23,34.2,4.65,322695.51,7.06
1562364.34,34.2,4.66,322664.48,7.06
1561979.54,34.2,4.65,322643.88,7.06
1561871.97,34.2,4.66,322639.23,7.07
1561573.07,34.2,4.66,323086.88,7.08
1561274.94,34.21,4.66,323111.86,7.08
1561274.94,34.21,4.66,323111.86,7.08
1560975.26,34.21,4.66,323248.17,7.08
1560975.26,34.21,4.66,323248.17,7.08
1560667.32,34.21,4.66,323223.65,7.08
1560359.38,34.21,4.66,323328.91,7.09
1560359.38,34.21,4.66,323328.91,7.09
1560595.17,34.22,4.67,323239.39,7.09
1560388.06,34.21,4.67,323437.89,7.09
1560082.44,34.21,4.67,323254.39,7.09
1559773.73,34.21,4.67,323209.23,7.09
1559465.79,34.22,4.67,323603.03,7.1
1559156.3,34.22,4.67,323494.09,7.1
1559156.3,34.22,4.67,323494.09,7.1
1559156.3,34.22,4.67,323492.0,7.1
1559332.93,34.22,4.68,323496.85,7.1
1559034.8,34.22,4.68,323468.8,7.1
1558736.67,34.23,4.68,323541.21,7.1
1558440.05,34.22,4.67,323285.68,7.1
1558141.92,34.22,4.68,323256.8,7.1
1557757.12,34.22,4.67,323201.13,7.1
1557649.55,34.22,4.67,323732.82,7.11
1557894.38,34.23,4.68,323427.01,7.11
1557894.38,34.23,4.68,323427.01,7.11
1557894.38,34.23,4.68,323427.01,7.11
1557912.2,34.23,4.68,323341.89,7.1
1557632.28,34.23,4.68,323349.38,7.11
1557354.29,34.23,4.69,323351.71,7.11
1557206.83,34.23,4.69,324189.2,7.13
1557206.83,34.23,4.69,324189.2,7.13
1557206.83,34.23,4.69,324189.2,7.13
1557206.83,34.23,4.69,324189.2,7.13
1556876.62,34.23,4.68,323838.26,7.12
1556876.62,34.23,4.68,323838.26,7.12
1556568.68,34.23,4.69,323815.86,7.12
1556568.68,34.23,4.69,323815.86,7.12
1556568.68,34.23,4.69,323815.86,7.12
1556448.97,34.24,4.69,323804.83,7.12
1556585.84,34.24,4.7,323894.26,7.13
1556280.22,34.24,4.7,323852.89,7.13
1556353.18,34.25,4.7,323799.54,7.13
1556061.51,34.24,4.7,324190.46,7.13
1556971.24,34.26,4.72,326101.94,7.18
1556971.24,34.26,4.72,326101.94,7.18
1556703.06,34.27,4.72,326098.65,7.18
1555988.09,34.26,4.71,325041.75,7.16
1555261.7,34.25,4.7,324591.4,7.15
1555382.49,34.26,4.71,324611.89,7.15
1555382.49,34.26,4.71,324596.68,7.15
1555084.36,34.26,4.71,324572.62,7.15
1554786.23,34.26,4.71,324558.85,7.15
1554786.23,34.26,4.71,324574.24,7.15
1554786.23,34.26,4.71,324563.72,7.15
1554909.35,34.27,4.72,324693.88,7.16
1554610.44,34.27,4.72,324732.25,7.16
1554332.46,34.27,4.72,324731.33,7.16
1554034.33,34.27,4.72,325380.42,7.18
1553847.46,34.27,4.72,324621.82,7.16
1553992.07,34.27,4.73,325647.21,7.18
1553684.13,34.27,4.73,325620.07,7.18
1553757.87,34.28,4.74,325666.21,7.19
1553449.93,34.28,4.74,325636.6,7.19
1553144.31,34.28,4.74,325613.08,7.19
1552835.6,34.28,4.74,325870.97,7.19
1552835.6,34.28,4.74,325870.97,7.19
1552527.66,34.28,4.74,325799.09,7.19
1552238.46,34.28,4.73,325386.06,7.19
1552238.46,34.28,4.73,325399.14,7.19
1552238.46,34.28,4.73,325399.14,7.19
1552238.74,34.28,4.73,325399.62,7.19
1552238.74,34.28,4.73,325655.39,7.19
1552295.42,34.28,4.74,325833.35,7.2
1552430.73,34.29,4.74,326076.89,7.2
1552162.56,34.29,4.74,326081.41,7.2
1552052.66,34.29,4.75,326064.26,7.2
1552052.66,34.29,4.75,326064.26,7.2
1551781.93,34.29,4.74,325926.16,7.2
1551781.93,34.29,4.74,325926.16,7.2
1551483.8,34.29,4.75,325959.46,7.2
1551185.67,34.29,4.75,325934.21,7.21
1551185.67,34.29,4.75,325934.21,7.21
1551185.67,34.29,4.75,325934.21,7.21
1550889.87,34.29,4.75,325909.54,7.21
1550590.96,34.29,4.75,326332.52,7.22
1550590.96,34.29,4.75,326332.52,7.22
1550328.86,34.29,4.75,326249.36,7.22
1549993.16,34.29,4.75,326075.91,7.21
1550143.9,34.3,4.76,326071.38,7.22
1550143.9,34.3,4.76,326071.38,7.22
1550143.9,34.3,4.76,326071.38,7.22
1549845.77,34.3,4.76,326093.67,7.22
1549845.77,34.3,4.76,326093.67,7.22
1549547.64,34.3,4.76,326070.43,7.22
1549249.52,34.31,4.76,326074.74,7.22
1549280.98,34.31,4.77,326373.57,7.23
1550331.47,34.33,4.79,329028.89,7.29
1549868.74,34.33,4.79,327919.4,7.26
1549149.54,34.32,4.78,327604.05,7.26
1549149.54,34.32,4.78,327604.05,7.26
1548626.33,34.32,4.77,327013.21,7.25
1548626.33,34.32,4.77,327013.21,7.25
1548358.16,34.32,4.77,327013.65,7.25
1548102.42,34.32,4.77,326750.94,7.24
1547804.29,34.32,4.77,326722.43,7.24
1547506.16,34.32,4.77,326749.99,7.25
1545151.09,34.33,4.78,326699.46,7.26
1544852.97,34.33,4.78,326668.55,7.26
1544884.43,34.33,4.79,326772.54,7.26
1544585.53,34.33,4.79,326679.38,7.26
1544585.53,34.33,4.79,326679.38,7.26
1544287.4,34.34,4.79,327036.04,7.27
1543987.72,34.34,4.79,326936.75,7.27
1543719.55,34.34,4.79,326939.08,7.27
1543719.55,34.34,4.79,326939.08,7.27
1543719.55,34.34,4.79,326939.08,7.27
1543719.55,34.34,4.79,326939.08,7.27
1543719.55,34.34,4.79,326939.08,7.27
1543421.42,34.34,4.79,326916.68,7.27
1543123.3,34.34,4.8,326904.93,7.27
1542810.57,34.34,4.79,326575.68,7.27
1542957.24,34.34,4.8,326717.99,7.27
1542661.44,34.34,4.8,326622.15,7.27
1542342.45,34.34,4.79,326303.75,7.26
1542370.82,34.34,4.8,326251.58,7.26
1542073.55,34.34,4.8,325994.26,7.26
1542073.55,34.34,4.8,325994.26,7.26
1542073.55,34.34,4.8,325994.26,7.26
1541787.26,34.34,4.79,326616.08,7.27
1541787.26,34.34,4.79,326616.08,7.27
1541571.12,34.34,4.79,326234.89,7.27
1541571.13,34.34,4.8,326875.14,7.28
1541491.19,34.35,4.8,326884.09,7.28
1541491.19,34.35,4.8,326860.92,7.28
1541193.06,34.35,4.8,326836.2,7.28
1541193.06,34.35,4.8,326836.2,7.28
1541193.06,34.35,4.8,326836.2,7.28
1541083.17,34.35,4.81,326821.58,7.29
1541083.17,34.35,4.81,326821.58,7.29
1541083.17,34.35,4.81,326821.58,7.29
1540785.04,34.35,4.81,326862.65,7.29
1540816.51,34.36,4.82,326836.81,7.29
1540517.6,34.36,4.82,327305.76,7.3
1540219.48,34.36,4.82,327323.23,7.3
1539919.8,34.36,4.82,327400.71,7.31
1540096.43,34.37,4.83,327405.0,7.31
1539798.3,34.37,4.83,327374.62,7.31
1539500.17,34.37,4.83,327428.92,7.31
1539202.05,34.37,4.83,327389.03,7.31
1539202.05,34.37,4.83,327389.03,7.31
1538906.24,34.37,4.83,327366.5,7.31
1538795.57,34.38,4.83,327611.26,7.32
1538497.45,34.38,4.83,327690.03,7.32
1538386.0,34.38,4.84,327955.27,7.33
1538306.06,34.39,4.84,327964.22,7.33
1538306.06,34.39,4.84,327964.22,7.33
1538306.06,34.39,4.84,327964.22,7.33
1538007.94,34.39,4.84,327936.2,7.33
1538037.08,34.39,4.85,327963.08,7.33
1537738.95,34.4,4.85,327941.21,7.34
1537738.95,34.4,4.85,327941.21,7.34
1537738.95,34.4,4.85,327941.21,7.34
1537441.68,34.39,4.85,327747.06,7.33
1537287.93,34.39,4.84,327804.26,7.33
1536992.13,34.39,4.85,327785.67,7.33
1536693.22,34.39,4.85,327779.61,7.34
1536583.33,34.4,4.85,328410.4,7.35
1536283.65,34.4,4.85,328367.05,7.35
1536203.71,34.4,4.86,328376.0,7.35
1536203.71,34.4,4.86,328376.0,7.35
1536203.71,34.4,4.86,328376.0,7.35
1536232.85,34.41,4.86,328346.21,7.35
1536233.64,34.41,4.86,328347.54,7.35
1536233.64,34.41,4.86,328324.5,7.35
1536380.31,34.41,4.87,328378.16,7.36
1536005.51,34.41,4.86,328333.17,7.36
1535686.67,34.4,4.86,328015.45,7.35
1535388.55,34.4,4.86,327995.58,7.35
1535388.55,34.4,4.86,327995.58,7.35
1535388.55,34.4,4.86,327995.58,7.35
1535537.55,34.41,4.87,328171.23,7.35
1535537.55,34.41,4.87,328171.23,7.35
1535565.91,34.42,4.87,328146.0,7.35
1535565.91,34.42,4.87,328146.0,7.35
1535267.78,34.42,4.87,329130.33,7.38
1534968.11,34.42,4.87,329139.61,7.38
1534888.17,34.42,4.88,329148.56,7.38
1534778.27,34.43,4.88,329129.01,7.38
1534778.27,34.43,4.88,329129.01,7.38
1534480.15,34.43,4.88,329109.22,7.38
1534172.88,34.42,4.88,328904.2,7.38
1533874.75,34.43,4.88,329024.64,7.38
1533578.95,34.43,4.88,328926.17,7.38
1533280.04,34.43,4.88,328983.93,7.39
1533280.04,34.43,4.88,328983.93,7.39
1532990.82,34.43,4.88,329448.55,7.4
1532682.24,34.43,4.88,329250.91,7.4
1532602.3,34.43,4.89,329259.86,7.4
1532304.17,34.44,4.89,329223.55,7.4
1532006.04,34.44,4.89,329279.06,7.4
1531848.08,34.43,4.89,329149.12,7.4
1531549.95,34.43,4.89,329121.15,7.4
1531442.38,34.44,4.89,329103.83,7.4
1531143.48,34.44,4.89,329170.3,7.4
1531144.26,34.44,4.89,329172.59,7.4
1530855.04,34.44,4.89,329676.15,7.42
1530546.46,34.44,4.9,329439.57,7.41
1530546.46,34.44,4.9,329439.57,7.41
1530278.29,34.44,4.9,329441.9,7.42
1530278.29,34.44,4.9,329441.9,7.42
1529981.02,34.44,4.89,329324.23,7.41
1529683.75,34.44,4.89,328876.42,7.4
1529385.62,34.44,4.89,328848.63,7.4
1529385.62,34.44,4.89,328848.63,7.4
1529440.41,34.44,4.89,329080.99,7.41
1529229.36,34.43,4.89,328898.74,7.41
1529312.91,34.44,4.89,328929.56,7.41
1529014.79,34.44,4.9,328906.3,7.41
1528718.98,34.44,4.9,328889.47,7.41
1528608.31,34.45,4.9,329133.72,7.42
1528637.45,34.45,4.91,329244.87,7.42
1528665.05,34.46,4.91,330112.3,7.44
1528585.11,34.46,4.92,330121.25,7.44
1528601.52,34.46,4.92,330101.7,7.44
1528601.52,34.46,4.92,330101.7,7.44
1528303.4,34.46,4.92,330073.68,7.44
1528450.07,34.47,4.92,330102.86,7.44
1528340.18,34.47,4.93,330084.22,7.45
1528340.18,34.47,4.93,330084.22,7.45
1528142.35,34.47,4.93,329874.83,7.44
1527846.54,34.47,4.93,329866.79,7.44
1527846.54,34.47,4.93,329866.79,7.44
1527735.87,34.48,4.93,329846.83,7.44
1527437.75,34.48,4.93,330582.65,7.46
1527437.75,34.48,4.93,330582.65,7.46
1527437.75,34.48,4.93,330582.65,7.46
1527437.75,34.48,4.93,330582.65,7.46
1527326.3,34.48,4.94,330690.6,7.47
1527326.3,34.48,4.94,330690.6,7.47
1527058.13,34.48,4.94,330695.12,7.47
1526760.0,34.48,4.94,330662.53,7.47
1526461.87,34.49,4.94,330737.67,7.47
1526163.75,34.49,4.94,330701.23,7.47
1525867.94,34.49,4.94,330653.62,7.47
1525569.04,34.49,4.94,330893.98,7.48
1525414.34,34.49,4.94,330740.73,7.48
1525304.44,34.49,4.94,330715.15,7.48
1525004.77,34.49,4.94,330655.38,7.48
1524629.96,34.49,4.94,330617.4,7.48
1524361.79,34.49,4.94,330617.84,7.48
1524361.79,34.49,4.94,330617.84,7.48
1524068.18,34.49,4.94,330625.07,7.48
1524151.73,34.5,4.95,330598.09,7.48
1523853.6,34.5,4.95,330629.13,7.48
1523743.71,34.5,4.95,330610.4,7.49
1523447.91,34.5,4.96,330590.49,7.49
1523447.91,34.5,4.96,330590.49,7.49
1523448.3,34.5,4.96,330591.19,7.49
1523187.43,34.5,4.95,330352.09,7.48
1523076.76,34.5,4.96,330349.94,7.48
1523076.76,34.5,4.96,330349.94,7.48
1522785.08,34.5,4.95,330589.82,7.49
1522785.08,34.5,4.95,330589.82,7.49
1523030.69,34.51,4.96,330637.31,7.49
1523037.76,34.51,4.96,330647.51,7.49
1523037.76,34.51,4.96,330647.51,7.49
1522702.07,34.5,4.96,330354.79,7.49
1522702.07,34.5,4.96,330354.79,7.49
1522402.39,34.5,4.96,331017.97,7.5
1522402.39,34.5,4.96,331017.97,7.5
1522402.39,34.5,4.96,331017.97,7.5
1522579.02,34.51,4.97,331022.82,7.5
1522579.02,34.51,4.97,331022.82,7.5
1522194.22,34.51,4.96,330993.87,7.5
1521896.09,34.51,4.96,331068.79,7.51
1521597.96,34.51,4.96,331052.63,7.51
1521744.64,34.52,4.97,331003.44,7.51
1521448.83,34.52,4.97,331136.47,7.51
1521167.75,34.52,4.97,332269.05,7.54
1520919.46,34.52,4.97,331614.09,7.53
1520606.53,34.52,4.97,331516.45,7.53
1520608.3,34.52,4.97,331537.89,7.53
1520608.3,34.52,4.97,331510.79,7.53
1520340.12,34.52,4.98,331513.12,7.53
1520369.26,34.53,4.98,331484.03,7.53
1520369.26,34.53,4.98,331484.03,7.53
1520071.14,34.53,4.98,331527.12,7.53
1519773.01,34.53,4.98,331499.43,7.53
1519778.49,34.53,4.98,331534.46,7.53
1519817.23,34.53,4.99,331722.19,7.54
1522592.45,34.59,5.05,335842.84,7.63
1522512.51,34.6,5.05,335851.79,7.63
1522667.58,34.61,5.06,335817.51,7.63
1522667.58,34.61,5.06,335817.51,7.63
1522344.02,34.61,5.06,335784.92,7.63
1522045.89,34.61,5.06,335828.92,7.64
1522045.89,34.61,5.06,335828.92,7.64
1521662.69,34.6,5.06,335796.27,7.64
1521666.22,34.6,5.06,335809.42,7.64
1521821.29,34.61,5.06,335790.84,7.64
1521713.72,34.61,5.07,335870.21,7.64
1521414.82,34.62,5.07,335811.85,7.64
1521031.62,34.61,5.06,335784.26,7.64
1520921.73,34.61,5.07,336545.01,7.66
1520622.05,34.62,5.07,336435.14,7.66
1520298.49,34.62,5.07,336459.61,7.66
1519974.93,34.62,5.07,336440.5,7.66
1519974.93,34.62,5.07,336440.5,7.66
1519653.69,34.62,5.07,336426.23,7.66
1519329.35,34.62,5.07,336484.7,7.67
1518682.45,34.61,5.06,335837.3,7.65
1518414.28,34.61,5.07,335841.82,7.65
1518090.72,34.61,5.07,335775.08,7.66
1518218.8,34.62,5.07,336204.86,7.67
1517920.67,34.62,5.07,336180.28,7.67
1517537.48,34.61,5.07,335815.2,7.66
1517855.05,34.62,5.08,335858.87,7.66
1517359.08,34.62,5.07,335824.33,7.66
1517060.96,34.62,5.07,335800.16,7.66
1516765.15,34.62,5.07,336494.03,7.68
1516865.57,34.63,5.08,336543.54,7.68
1516752.19,34.63,5.09,336039.36,7.67
1516407.94,34.63,5.09,336443.28,7.68
1514052.87,34.64,5.1,336392.75,7.7
1513972.93,34.64,5.1,336401.7,7.7
1513972.93,34.64,5.1,336401.7,7.7
1513674.81,34.64,5.1,336380.11,7.7
1513376.68,34.65,5.1,336361.64,7.7
1513266.78,34.65,5.11,336404.02,7.7
1513586.68,34.66,5.11,336361.24,7.7
1513287.78,34.66,5.12,336742.28,7.71
1513287.78,34.66,5.12,336742.28,7.71
1510932.71,34.67,5.13,336691.75,7.73
1510932.71,34.67,5.13,336691.75,7.73
1510822.82,34.67,5.13,336859.07,7.73
1510523.14,34.67,5.13,337116.78,7.74
1510198.49,34.67,5.13,337144.03,7.74
1510118.55,34.67,5.13,337152.98,7.74
1510118.55,34.67,5.13,337152.98,7.74
1510147.69,34.68,5.14,337123.19,7.74
1510147.69,34.68,5.14,337123.19,7.74
1509849.56,34.68,5.14,337190.08,7.75
1509551.44,34.68,5.14,337150.46,7.75
1509330.38,34.68,5.14,336865.88,7.74
1509034.58,34.68,5.14,336830.87,7.74
1508735.68,34.68,5.14,337306.85,7.75
1508890.75,34.69,5.15,337112.29,7.75
1508543.57,34.69,5.14,337618.78,7.76
1508212.79,34.69,5.14,337380.95,7.76
1507944.61,34.69,5.14,337377.87,7.76
1507705.41,34.68,5.14,337148.85,7.76
1507705.41,34.68,5.14,337172.02,7.76
1507705.41,34.68,5.14,337172.02,7.76
1507598.15,34.68,5.14,337065.56,7.75
1507598.15,34.68,5.14,337065.56,7.75
1507300.03,34.68,5.14,337040.58,7.76
1507001.9,34.68,5.14,337040.35,7.76
1506703.77,34.69,5.14,337100.77,7.76
1506852.77,34.69,5.15,337059.31,7.76
1506553.87,34.69,5.15,337029.54,7.76
1506443.97,34.7,5.15,337534.9,7.77
1506144.3,34.7,5.15,337547.73,7.78
1506064.36,34.7,5.16,337556.68,7.78
1506064.36,34.7,5.16,337556.68,7.78
1505766.23,34.7,5.16,337535.1,7.78
1505468.1,34.71,5.16,337516.63,7.78
1505167.69,34.7,5.16,337234.59,7.77
1505171.22,34.7,5.16,337247.74,7.78
1504873.09,34.7,5.16,337268.4,7.78
1504488.29,34.7,5.15,336984.33,7.77
1504488.29,34.7,5.15,336984.33,7.77
1504192.48,34.7,5.15,336958.65,7.77
1504081.82,34.7,5.16,336954.99,7.77
1504994.67,34.72,5.18,339101.4,7.82
1504483.67,34.72,5.18,338318.89,7.81
1504483.67,34.72,5.18,338318.89,7.81
1504488.97,34.72,5.18,338343.46,7.81
1504220.8,34.72,5.18,338347.98,7.81
