ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f495-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
696033.13,15.38,3.11,599528.13,13.25
695808.86,15.38,3.11,599412.08,13.25
694791.44,15.38,3.12,598600.68,13.25
694600.38,15.38,3.12,598425.79,13.25
694376.11,15.38,3.11,598239.38,13.25
694185.05,15.38,3.11,598098.25,13.25
693960.78,15.38,3.11,597878.09,13.25
693769.72,15.38,3.11,597614.26,13.24
693545.44,15.37,3.11,597512.64,13.24
693545.44,15.37,3.11,597512.64,13.24
693545.44,15.37,3.11,597512.64,13.24
693342.56,15.37,3.11,597298.56,13.24
692927.23,15.37,3.1,596933.1,13.24
692927.23,15.37,3.1,596933.1,13.24
692736.17,15.37,3.1,596748.41,13.24
692511.9,15.37,3.1,596571.81,13.24
692762.45,15.37,3.11,596558.28,13.24
692958.49,15.38,3.11,597070.94,13.25
691941.06,15.38,3.12,596259.53,13.26
691941.06,15.38,3.12,596259.53,13.26
691750.01,15.38,3.12,596120.91,13.26
691525.73,15.38,3.12,595898.24,13.25
691334.68,15.38,3.12,595713.55,13.25
691110.4,15.38,3.11,595536.95,13.25
690728.8,15.37,3.11,595090.34,13.24
690537.74,15.37,3.11,594915.45,13.24
690122.41,15.37,3.1,594554.15,13.24
689832.1,15.36,3.1,594330.35,13.24
689936.56,15.37,3.1,594467.55,13.24
689936.56,15.37,3.1,594467.55,13.24
689745.5,15.37,3.1,594207.89,13.24
689745.5,15.37,3.1,594207.89,13.24
689745.5,15.37,3.1,594207.89,13.24
689521.23,15.37,3.1,594106.26,13.24
689641.44,15.37,3.11,593655.35,13.23
689450.38,15.37,3.11,593480.46,13.23
689226.11,15.37,3.1,593294.06,13.23
690564.2,15.4,3.14,594226.05,13.25
690420.42,15.4,3.14,593737.95,13.25
690506.6,15.41,3.14,594301.69,13.26
690592.77,15.41,3.15,594865.44,13.28
690592.77,15.41,3.15,594865.44,13.28
691164.67,15.43,3.16,595058.22,13.28
691020.88,15.43,3.16,594888.03,13.28
690803.36,15.43,3.16,594697.5,13.28
691093.17,15.43,3.17,595030.28,13.29
690358.21,15.43,3.17,594382.29,13.29
690358.21,15.43,3.17,594382.29,13.29
691440.89,15.46,3.19,594631.71,13.29
691572.02,15.46,3.2,595183.11,13.31
691881.05,15.47,3.21,595671.33,13.32
691881.05,15.47,3.21,595671.33,13.32
692937.84,15.5,3.23,595627.4,13.32
693235.66,15.51,3.24,595691.31,13.33
694655.76,15.54,3.28,596664.86,13.35
694457.02,15.54,3.27,596471.26,13.35
693439.6,15.54,3.28,595659.85,13.35
693439.6,15.54,3.28,595659.85,13.35
693384.67,15.55,3.28,595452.03,13.35
693774.49,15.56,3.29,595567.5,13.35
694478.67,15.58,3.31,595744.11,13.36
694017.35,15.57,3.3,595282.79,13.35
694017.35,15.57,3.3,595282.79,13.35
694017.35,15.57,3.3,595282.79,13.35
693369.85,15.56,3.29,594656.77,13.34
693667.67,15.57,3.3,594720.68,13.35
693557.39,15.56,3.3,593760.38,13.32
693237.39,15.56,3.29,593440.38,13.32
693879.9,15.58,3.31,594850.61,13.35
693736.11,15.58,3.31,594680.43,13.35
693480.83,15.58,3.31,594172.62,13.35
693048.7,15.57,3.31,593376.24,13.33
694131.38,15.6,3.33,593625.67,13.34
694357.28,15.61,3.34,594101.63,13.35
694666.3,15.61,3.35,594589.85,13.37
694507.5,15.61,3.35,594434.0,13.36
694121.43,15.61,3.35,593613.11,13.35
693999.02,15.61,3.35,593330.45,13.35
694296.84,15.62,3.35,593394.35,13.35
694182.04,15.62,3.35,593190.1,13.35
694023.24,15.62,3.35,593063.62,13.34
695002.57,15.64,3.38,593310.1,13.35
694663.94,15.64,3.37,593379.96,13.36
694173.34,15.63,3.36,592767.17,13.35
694029.55,15.63,3.36,592596.98,13.34
694646.74,15.65,3.38,592620.86,13.35
694721.14,15.65,3.38,592757.43,13.35
694577.35,15.65,3.38,592510.83,13.35
694537.86,15.65,3.39,591902.46,13.34
694909.06,15.66,3.4,592264.89,13.35
694854.12,15.67,3.4,592057.07,13.35
695558.3,15.69,3.42,592233.68,13.36
695286.98,15.68,3.42,591962.35,13.35
695584.8,15.69,3.43,592026.26,13.35
695610.08,15.69,3.43,590972.46,13.33
695608.52,15.7,3.43,590948.09,13.33
695553.59,15.7,3.43,591393.61,13.35
695271.13,15.71,3.44,591010.0,13.35
695159.16,15.71,3.44,591147.29,13.36
695254.58,15.71,3.45,591999.99,13.38
695046.92,15.71,3.44,591746.23,13.37
695044.67,15.71,3.45,591555.84,13.37
695044.67,15.71,3.45,591555.84,13.37
694935.86,15.71,3.45,591768.94,13.38
694711.58,15.71,3.44,591514.91,13.38
694711.58,15.71,3.44,591514.91,13.38
695915.23,15.74,3.47,591838.49,13.38
695103.15,15.73,3.47,590345.96,13.36
695371.91,15.74,3.48,590361.51,13.37
695371.91,15.74,3.48,590361.51,13.37
695188.17,15.74,3.48,589970.67,13.36
695004.43,15.74,3.48,590379.99,13.37
694845.78,15.74,3.48,590062.62,13.37
694708.73,15.74,3.48,590461.2,13.38
694689.87,15.75,3.48,590011.33,13.37
694687.62,15.75,3.48,589783.99,13.37
694463.35,15.75,3.48,589913.29,13.38
694009.42,15.74,3.47,589357.42,13.37
694278.17,15.75,3.48,589424.32,13.37
694094.43,15.75,3.48,588920.44,13.36
694094.43,15.75,3.48,588920.44,13.36
694094.43,15.75,3.48,588920.44,13.36
693077.01,15.75,3.49,588109.03,13.37
693082.08,15.76,3.49,588599.31,13.38
692898.34,15.76,3.49,588267.85,13.38
692786.38,15.76,3.49,588049.32,13.37
692767.52,15.76,3.49,587936.95,13.37
692576.46,15.76,3.49,588305.18,13.39
692541.0,15.76,3.5,588283.33,13.39
692809.76,15.77,3.51,588251.88,13.39
692626.02,15.77,3.51,587877.03,13.38
692473.64,15.77,3.51,587808.74,13.39
692473.64,15.77,3.51,587808.74,13.39
692472.43,15.77,3.51,588301.74,13.4
692127.72,15.77,3.51,587710.79,13.39
691946.42,15.77,3.51,587976.29,13.4
691946.42,15.77,3.51,587976.29,13.4
692044.05,15.78,3.51,587983.64,13.4
692312.81,15.79,3.52,588088.87,13.41
692129.07,15.79,3.52,587759.62,13.41
691945.33,15.78,3.52,587477.69,13.4
691945.33,15.78,3.52,587477.69,13.4
692144.54,15.79,3.53,587929.98,13.41
692032.58,15.79,3.53,587683.71,13.41
691824.91,15.79,3.53,587411.44,13.41
691962.6,15.8,3.53,588048.44,13.42
692067.06,15.8,3.54,588153.31,13.43
692335.82,15.81,3.55,588258.54,13.43
692340.89,15.81,3.55,587987.29,13.43
692340.89,15.81,3.55,587987.29,13.43
692157.15,15.81,3.55,587658.97,13.43
692162.22,15.82,3.55,588089.16,13.44
692050.25,15.82,3.55,587783.97,13.43
691842.59,15.82,3.55,587544.25,13.43
691651.53,15.82,3.55,587906.99,13.44
690634.11,15.82,3.56,587095.58,13.45
690409.84,15.82,3.56,586888.93,13.45
690109.36,15.81,3.55,586597.21,13.44
690109.36,15.81,3.55,586597.21,13.44
689828.7,15.81,3.55,586244.42,13.44
690097.46,15.82,3.56,586243.84,13.44
689080.03,15.83,3.56,585432.44,13.45
688896.3,15.82,3.56,585084.34,13.44
688209.19,15.82,3.56,585129.28,13.45
688027.89,15.82,3.56,584896.14,13.45
687793.86,15.82,3.56,584621.61,13.45
687553.06,15.82,3.55,584079.97,13.44
686535.64,15.82,3.56,583268.56,13.44
686804.4,15.83,3.57,583373.8,13.45
686620.66,15.83,3.57,582862.27,13.44
686436.92,15.83,3.57,583310.68,13.45
686278.27,15.83,3.57,583054.88,13.45
685518.22,15.83,3.57,582457.16,13.45
686187.43,15.85,3.58,581805.38,13.44
686645.0,15.86,3.6,582138.4,13.45
686461.26,15.86,3.6,581677.73,13.44
686277.52,15.86,3.6,581318.56,13.44
686093.78,15.86,3.6,581693.7,13.45
685981.81,15.86,3.6,581410.58,13.44
685823.01,15.86,3.59,581245.74,13.44
684841.82,15.87,3.6,580506.46,13.45
684822.96,15.87,3.6,580292.2,13.45
685073.51,15.88,3.61,580898.53,13.46
685073.51,15.88,3.61,580898.53,13.46
684056.09,15.88,3.62,580087.13,13.47
684020.62,15.88,3.62,580243.29,13.47
684289.38,15.89,3.63,580348.53,13.48
684294.45,15.9,3.63,580077.28,13.48
683995.71,15.89,3.63,579863.84,13.47
683811.97,15.89,3.63,579535.52,13.47
683653.32,15.89,3.63,579954.94,13.48
683310.37,15.88,3.62,579572.76,13.47
682292.94,15.89,3.62,578761.35,13.48
682484.63,15.9,3.63,578552.84,13.48
682113.03,15.89,3.62,578145.48,13.47
681904.29,15.89,3.62,577898.92,13.46
681707.31,15.88,3.62,578538.02,13.48
681544.94,15.88,3.62,577962.72,13.47
681281.29,15.88,3.62,577925.57,13.47
680263.87,15.89,3.62,577114.17,13.48
681959.86,15.93,3.66,576954.84,13.48
682417.43,15.94,3.68,577104.96,13.48
682049.95,15.94,3.68,576963.72,13.49
682316.15,15.95,3.68,576641.93,13.48
681298.73,15.96,3.69,575830.53,13.49
681375.57,15.96,3.7,575665.3,13.48
681167.91,15.96,3.69,576063.16,13.5
681165.66,15.96,3.7,576101.53,13.5
681130.19,15.96,3.7,576255.78,13.51
681398.95,15.97,3.71,576271.32,13.51
681215.21,15.97,3.71,575918.41,13.5
680835.27,15.97,3.7,575814.66,13.5
680651.53,15.97,3.7,576182.49,13.52
680492.88,15.97,3.7,575823.74,13.51
680355.83,15.97,3.7,575595.68,13.51
680355.83,15.97,3.7,575595.68,13.51
680336.97,15.97,3.7,575970.73,13.52
680038.23,15.96,3.7,575685.27,13.51
679856.93,15.96,3.7,575358.09,13.51
678839.51,15.97,3.7,574546.68,13.52
678605.48,15.97,3.7,574432.56,13.52
679315.84,15.99,3.72,574535.29,13.52
679132.1,15.98,3.72,574030.09,13.51
678948.36,15.98,3.72,574531.82,13.53
678715.44,15.98,3.72,574207.19,13.52
679138.94,15.99,3.73,573925.4,13.51
679026.97,15.99,3.73,574546.69,13.53
678819.31,15.99,3.73,574060.89,13.52
678817.06,15.99,3.73,573846.43,13.52
678781.59,16.0,3.73,574827.94,13.55
679050.35,16.01,3.74,574875.91,13.55
678896.79,16.0,3.74,574469.64,13.54
678523.11,16.0,3.73,574335.91,13.54
678853.55,16.01,3.74,573881.58,13.53
678669.81,16.01,3.74,574368.56,13.55
677652.38,16.01,3.75,573557.15,13.55
677440.33,16.01,3.74,573254.34,13.55
677256.59,16.01,3.74,572928.44,13.54
677144.63,16.01,3.74,573350.77,13.55
676936.96,16.01,3.74,573078.8,13.55
675919.54,16.01,3.75,572267.4,13.56
676264.74,16.02,3.76,572122.99,13.56
676040.47,16.02,3.76,572713.16,13.57
676309.23,16.03,3.77,572780.07,13.58
676125.49,16.03,3.77,572422.68,13.57
675941.75,16.03,3.77,572731.39,13.58
675783.09,16.03,3.77,572237.84,13.57
674765.67,16.04,3.77,571426.43,13.58
674817.43,16.04,3.78,571361.56,13.58
674609.76,16.04,3.77,571635.59,13.59
674607.52,16.04,3.78,571570.36,13.59
674325.05,16.05,3.79,571186.75,13.6
674100.78,16.05,3.78,571050.55,13.6
673988.82,16.05,3.79,570877.81,13.6
673661.24,16.04,3.78,570491.88,13.59
673873.89,16.05,3.79,570822.38,13.6
673682.83,16.05,3.79,570629.75,13.6
673900.16,16.06,3.79,570933.18,13.6
673518.56,16.05,3.79,570719.66,13.6
673787.31,16.06,3.8,570614.53,13.6
672806.13,16.07,3.8,569875.25,13.61
671788.71,16.07,3.81,569063.84,13.62
671604.97,16.07,3.81,568724.12,13.61
671894.19,16.08,3.82,569430.61,13.63
671522.59,16.08,3.81,569744.66,13.64
671522.59,16.08,3.81,569744.66,13.64
671403.19,16.08,3.81,569210.41,13.63
671240.82,16.08,3.81,568768.33,13.62
671520.14,16.09,3.82,569918.05,13.65
672105.83,16.1,3.84,570001.01,13.66
672374.59,16.11,3.85,570000.43,13.66
671953.64,16.1,3.84,569525.55,13.65
671769.9,16.1,3.84,569177.46,13.64
671479.59,16.1,3.83,568884.62,13.64
671777.14,16.11,3.84,569421.77,13.65
671775.94,16.11,3.85,569129.52,13.65
671638.89,16.11,3.85,568796.88,13.64
671638.89,16.11,3.85,568796.88,13.64
671620.03,16.11,3.85,568670.14,13.64
671620.03,16.11,3.85,568670.14,13.64
670638.85,16.12,3.86,567930.85,13.65
670268.91,16.11,3.85,568472.62,13.67
670077.85,16.11,3.85,568166.85,13.66
669853.58,16.11,3.85,568098.79,13.66
670122.34,16.12,3.86,568067.35,13.67
669938.6,16.12,3.86,567653.94,13.66
670196.46,16.13,3.86,568215.74,13.68
670196.46,16.13,3.86,568215.74,13.68
670196.46,16.13,3.86,568215.74,13.68
670012.72,16.13,3.86,568069.17,13.68
669277.76,16.13,3.86,567663.99,13.68
669875.26,16.14,3.88,567701.97,13.68
669875.26,16.14,3.88,567701.97,13.68
669729.15,16.14,3.88,567280.35,13.67
669441.11,16.15,3.88,568835.22,13.72
669441.11,16.15,3.88,568835.22,13.72
669059.51,16.14,3.87,568518.62,13.71
668964.62,16.14,3.87,568239.19,13.71
669447.66,16.15,3.89,568526.76,13.72
669115.93,16.15,3.89,567841.88,13.71
669384.69,16.16,3.9,567947.11,13.71
668367.27,16.17,3.9,567135.71,13.72
668367.27,16.17,3.9,567135.71,13.72
668367.27,16.17,3.9,567135.71,13.72
667670.07,16.15,3.89,566369.81,13.7
667486.33,16.15,3.89,565858.28,13.69
667302.59,16.15,3.89,566248.89,13.71
667143.94,16.15,3.89,565998.71,13.7
667006.89,16.15,3.89,565714.2,13.7
666799.22,16.15,3.89,565986.7,13.71
666383.89,16.15,3.89,565453.18,13.7
666652.65,16.16,3.9,565501.14,13.71
666468.91,16.16,3.9,565117.76,13.7
666473.98,16.16,3.9,564958.84,13.7
666473.98,16.16,3.9,564958.84,13.7
666290.24,16.16,3.9,565347.71,13.71
666178.28,16.16,3.9,565127.28,13.71
665970.61,16.16,3.9,564827.96,13.71
665779.55,16.16,3.9,565052.23,13.72
664762.13,16.17,3.9,564240.83,13.72
664537.86,16.17,3.9,564002.27,13.72
664995.42,16.18,3.92,564152.39,13.73
664886.61,16.18,3.91,564048.49,13.73
664702.87,16.18,3.91,563677.51,13.72
664847.87,16.19,3.92,563425.42,13.72
664664.13,16.18,3.92,563872.4,13.73
664344.51,16.18,3.92,563324.3,13.72
663929.18,16.18,3.92,563604.66,13.74
663929.18,16.18,3.92,563604.66,13.74
664197.93,16.19,3.93,563525.81,13.74
664051.82,16.19,3.93,563197.44,13.73
663861.81,16.19,3.93,564149.86,13.76
663554.49,16.2,3.94,563414.51,13.76
662911.75,16.19,3.92,562793.26,13.74
663369.32,16.2,3.94,562943.37,13.75
663185.58,16.2,3.94,562627.24,13.75
663190.65,16.21,3.94,562310.53,13.74
663190.65,16.21,3.94,562310.53,13.74
663335.65,16.21,3.95,562809.98,13.76
663665.29,16.22,3.96,562626.23,13.75
663457.62,16.22,3.96,562264.21,13.75
663266.57,16.22,3.96,563080.12,13.77
663042.29,16.22,3.95,562990.33,13.77
662024.87,16.23,3.96,562178.93,13.78
662293.63,16.24,3.97,562245.84,13.78
661912.02,16.23,3.96,562001.68,13.78
661728.28,16.23,3.96,561697.8,13.78
661544.54,16.23,3.96,561959.49,13.79
661544.54,16.23,3.96,561959.49,13.79
661385.89,16.23,3.96,561715.53,13.78
661690.45,16.24,3.97,561482.09,13.78
661671.59,16.24,3.98,561354.62,13.78
661389.13,16.25,3.98,560971.01,13.78
661198.07,16.25,3.98,561503.47,13.8
660973.8,16.25,3.98,561324.21,13.8
661050.64,16.25,3.99,561167.62,13.8
660842.98,16.25,3.99,561370.04,13.8
660840.73,16.25,3.99,561344.8,13.81
660616.45,16.25,3.99,561227.42,13.81
660325.63,16.25,3.99,560181.97,13.79
660325.63,16.25,3.99,560181.97,13.79
660135.62,16.25,3.99,560960.71,13.81
659945.61,16.25,3.99,560433.21,13.8
659945.61,16.25,3.99,560433.21,13.8
659631.09,16.25,3.99,560672.49,13.81
659259.48,16.25,3.98,560346.42,13.81
659100.67,16.24,3.98,560203.33,13.8
659297.89,16.25,3.99,560009.73,13.8
659566.64,16.26,4.0,560076.63,13.81
659310.28,16.26,3.99,559764.74,13.8
659455.28,16.26,4.0,559348.7,13.79
659271.54,16.26,4.0,559836.85,13.81
659112.89,16.26,4.0,559497.98,13.81
659004.08,16.26,4.0,559388.75,13.8
658867.03,16.26,4.0,559089.49,13.8
658468.31,16.26,4.0,559325.91,13.81
658244.04,16.26,3.99,559098.42,13.81
657961.57,16.27,4.0,558714.81,13.81
658038.42,16.27,4.01,558558.22,13.81
657830.75,16.27,4.01,558827.07,13.82
657968.44,16.28,4.01,558730.04,13.82
658072.9,16.28,4.02,559152.36,13.84
658341.66,16.29,4.03,559219.27,13.84
658021.66,16.29,4.02,558899.27,13.83
657654.18,16.29,4.02,558832.2,13.84
657495.53,16.29,4.02,558600.07,13.84
657358.48,16.29,4.02,558404.93,13.83
657479.55,16.29,4.03,558749.78,13.85
657167.2,16.29,4.02,558451.21,13.84
657426.08,16.29,4.03,558165.48,13.83
657125.47,16.29,4.02,558538.52,13.84
656843.13,16.29,4.02,558142.39,13.84
656843.13,16.29,4.02,558142.39,13.84
657111.89,16.3,4.03,558209.3,13.84
656813.15,16.29,4.03,557890.66,13.84
656629.41,16.29,4.02,557533.27,13.83
656634.48,16.29,4.03,557329.41,13.83
656475.82,16.29,4.03,557345.54,13.83
656338.77,16.29,4.03,557289.91,13.83
656572.71,16.3,4.04,557779.74,13.85
656381.66,16.3,4.04,557625.5,13.85
656157.38,16.3,4.03,557548.21,13.85
655775.78,16.29,4.03,557260.78,13.84
655493.31,16.3,4.04,556877.17,13.85
655710.09,16.31,4.04,556734.18,13.85
655691.23,16.31,4.05,557140.11,13.86
655688.98,16.31,4.05,557132.63,13.86
655464.71,16.31,4.05,557045.5,13.86
656175.07,16.33,4.07,557151.07,13.87
655991.33,16.33,4.07,556815.69,13.86
655609.73,16.32,4.06,556604.31,13.86
655877.66,16.33,4.07,557273.54,13.88
655687.65,16.33,4.07,556975.32,13.87
655475.53,16.33,4.06,556799.94,13.87
655667.22,16.34,4.07,556430.91,13.86
655459.56,16.34,4.07,557253.64,13.89
655268.5,16.33,4.07,556844.67,13.88
655485.83,16.34,4.08,557093.23,13.89
655104.23,16.33,4.07,556958.03,13.89
655372.98,16.34,4.08,556928.29,13.89
655189.25,16.34,4.08,556513.17,13.88
655194.31,16.35,4.08,556984.77,13.9
655010.57,16.35,4.08,556725.55,13.89
655340.22,16.36,4.09,556525.17,13.89
654958.61,16.35,4.09,556832.43,13.9
654939.75,16.35,4.09,556539.05,13.9
654748.7,16.35,4.09,556292.96,13.89
654524.42,16.35,4.09,556584.2,13.9
654524.42,16.35,4.09,556584.2,13.9
654793.18,16.36,4.1,556651.11,13.91
654609.44,16.36,4.1,556347.22,13.9
654425.7,16.36,4.1,556078.25,13.9
654455.86,16.36,4.1,556491.88,13.91
654318.81,16.37,4.1,556273.6,13.91
654111.14,16.36,4.1,555986.01,13.91
653929.84,16.36,4.1,556248.17,13.92
653695.81,16.36,4.1,555957.52,13.92
652678.39,16.37,4.1,555146.12,13.92
652678.39,16.37,4.1,555146.12,13.92
652947.15,16.38,4.12,555161.66,13.93
653205.01,16.39,4.12,554776.13,13.92
653052.63,16.39,4.12,555379.9,13.94
653051.43,16.39,4.13,555056.2,13.93
652706.71,16.39,4.13,554565.96,13.93
652515.65,16.39,4.13,555118.95,13.94
652600.67,16.4,4.14,554868.5,13.94
652309.19,16.4,4.13,554634.36,13.94
651994.79,16.39,4.13,554332.7,13.94
651013.61,16.4,4.14,553593.41,13.95
651018.68,16.4,4.14,553539.18,13.95
651048.83,16.41,4.14,553857.2,13.96
650911.78,16.41,4.14,553386.19,13.95
650911.78,16.41,4.14,553386.19,13.95
650911.78,16.41,4.14,553386.19,13.95
650714.8,16.41,4.14,553997.46,13.97
650592.39,16.41,4.14,553489.16,13.96
650861.14,16.42,4.15,553410.3,13.96
650557.54,16.42,4.15,553332.59,13.96
650861.37,16.43,4.16,553814.95,13.98
651000.1,16.43,4.17,553372.1,13.97
649982.68,16.44,4.17,552560.7,13.98
649792.67,16.44,4.17,553410.11,14.0
649792.67,16.44,4.17,553410.11,14.0
650029.65,16.45,4.18,553116.51,14.0
650671.18,16.47,4.2,554699.31,14.04
650939.93,16.48,4.21,554630.63,14.04
651292.7,16.49,4.22,554489.97,14.04
651297.77,16.49,4.23,554141.47,14.03
651302.84,16.5,4.23,554628.18,14.05
651119.1,16.5,4.23,554504.2,14.05
651007.13,16.5,4.23,554127.66,14.04
650799.47,16.5,4.23,553949.58,14.04
650799.47,16.5,4.23,553949.58,14.04
650608.41,16.5,4.23,554367.19,14.06
650825.74,16.5,4.24,554460.96,14.06
651283.31,16.52,4.25,554611.07,14.07
651074.57,16.51,4.25,554353.41,14.06
650890.83,16.51,4.25,553982.42,14.05
650707.09,16.51,4.25,554215.84,14.06
650548.44,16.51,4.25,553921.0,14.06
650600.19,16.52,4.25,553679.25,14.06
649619.01,16.53,4.26,552939.97,14.07
649411.34,16.53,4.26,553332.9,14.08
649411.34,16.53,4.26,553332.9,14.08
648393.92,16.53,4.27,552521.5,14.09
648012.32,16.53,4.26,552246.76,14.08
647831.02,16.53,4.26,551965.86,14.08
647925.73,16.53,4.27,552278.09,14.09
648194.48,16.54,4.28,552383.33,14.1
648010.74,16.54,4.28,552041.11,14.09
648015.81,16.54,4.28,551783.76,14.09
647857.16,16.54,4.28,551809.32,14.09
647857.16,16.54,4.28,551809.32,14.09
647720.11,16.55,4.28,551979.78,14.1
647512.44,16.54,4.28,552097.33,14.11
647772.75,16.55,4.29,552109.54,14.11
647772.75,16.55,4.29,552109.54,14.11
647562.6,16.55,4.29,552083.58,14.11
648160.1,16.57,4.31,552121.56,14.11
647142.68,16.58,4.31,551310.16,14.12
646727.19,16.57,4.3,550931.76,14.11
646985.05,16.58,4.31,550502.69,14.11
646801.31,16.58,4.31,551085.97,14.12
646106.89,16.58,4.31,550448.35,14.12
645908.15,16.57,4.31,550257.13,14.12
645872.68,16.57,4.31,550687.51,14.13
645872.68,16.57,4.31,550687.51,14.13
645872.68,16.57,4.31,550687.51,14.13
646141.44,16.59,4.32,550792.74,14.14
645957.7,16.59,4.32,550244.11,14.13
645576.1,16.58,4.31,550027.27,14.12
645392.36,16.58,4.31,550488.62,14.14
645675.31,16.59,4.32,550254.04,14.14
645727.07,16.59,4.33,550043.67,14.13
645848.14,16.6,4.33,550609.52,14.15
645845.89,16.6,4.34,550573.29,14.15
645621.62,16.6,4.33,550597.02,14.16
645890.38,16.61,4.35,550567.29,14.16
645890.38,16.61,4.35,550567.29,14.16
646035.38,16.62,4.35,550173.55,14.15
645851.64,16.62,4.35,550709.45,14.17
645692.98,16.62,4.35,550429.9,14.17
645555.93,16.62,4.35,550275.72,14.16
645555.93,16.62,4.35,550275.72,14.16
645555.93,16.62,4.35,550275.72,14.16
645555.93,16.62,4.35,550275.72,14.16
645768.58,16.63,4.36,550777.59,14.18
644751.16,16.63,4.37,549966.18,14.19
644552.42,16.63,4.36,549753.91,14.18
644552.42,16.63,4.36,549753.91,14.18
644361.36,16.63,4.36,549467.1,14.18
644325.9,16.63,4.37,549598.56,14.19
644783.46,16.65,4.38,549748.67,14.19
644599.72,16.65,4.38,549237.46,14.18
644415.98,16.65,4.38,549656.18,14.2
644257.33,16.65,4.38,549351.16,14.19
644120.28,16.65,4.38,549058.36,14.19
643912.61,16.65,4.38,549415.5,14.2
643910.37,16.65,4.38,549292.29,14.2
643995.38,16.66,4.39,549090.05,14.2
643697.84,16.65,4.39,548786.97,14.2
643473.56,16.65,4.39,548625.65,14.2
643478.63,16.66,4.39,548333.55,14.19
643319.98,16.66,4.39,548792.8,14.21
643182.93,16.66,4.39,548543.87,14.21
642801.32,16.65,4.38,548373.09,14.2
642922.4,16.65,4.39,548069.83,14.2
643164.61,16.66,4.4,548871.55,14.22
642940.34,16.66,4.4,548702.27,14.22
643209.1,16.67,4.41,548512.64,14.22
642910.36,16.67,4.4,548323.01,14.21
642910.36,16.67,4.4,548323.01,14.21
642910.36,16.67,4.4,548323.01,14.21
642726.62,16.67,4.4,548075.67,14.21
642343.34,16.66,4.39,547792.22,14.21
642234.53,16.66,4.39,547685.82,14.2
642050.79,16.65,4.39,548135.05,14.22
641892.14,16.66,4.39,547908.56,14.22
641755.09,16.66,4.39,547592.64,14.21
641558.11,16.66,4.39,547559.48,14.21
641545.18,16.66,4.39,547755.19,14.22
641813.93,16.67,4.4,547650.06,14.22
641813.93,16.67,4.4,547650.06,14.22
642031.27,16.68,4.41,547770.97,14.23
641847.53,16.68,4.41,547431.25,14.22
641475.92,16.67,4.4,547124.91,14.22
641323.54,16.67,4.4,547659.05,14.24
641133.53,16.67,4.4,547046.05,14.22
641185.29,16.67,4.41,547271.45,14.23
640988.31,16.67,4.41,547055.0,14.23
639970.89,16.68,4.42,546243.6,14.24
639970.89,16.68,4.42,546243.6,14.24
640187.61,16.69,4.43,546880.12,14.26
640456.37,16.7,4.44,546879.54,14.26
640272.63,16.7,4.44,547086.78,14.27
639631.08,16.69,4.43,546343.61,14.26
639636.15,16.69,4.43,546068.75,14.25
639340.44,16.69,4.43,545918.71,14.26
639083.07,16.71,4.44,545510.07,14.26
638875.4,16.7,4.44,545152.6,14.25
638684.35,16.7,4.44,545313.56,14.26
638901.68,16.71,4.45,545475.56,14.27
638644.3,16.72,4.46,545066.92,14.27
638696.06,16.73,4.46,544935.36,14.27
638314.46,16.72,4.45,544624.94,14.27
638306.28,16.72,4.46,544648.95,14.27
637991.77,16.72,4.46,545172.16,14.29
637786.79,16.72,4.45,544923.1,14.28
637773.85,16.72,4.46,545434.57,14.3
637549.58,16.72,4.46,545182.06,14.3
637549.58,16.72,4.46,545182.06,14.3
638251.61,16.74,4.48,544833.63,14.29
637868.34,16.73,4.47,545517.33,14.31
637569.6,16.73,4.46,545204.32,14.3
637576.52,16.73,4.47,544766.75,14.29
637247.79,16.72,4.46,544435.63,14.29
637064.05,16.72,4.46,543962.03,14.28
637069.11,16.73,4.46,543650.65,14.27
636885.37,16.73,4.46,544005.93,14.29
636773.41,16.73,4.46,543782.5,14.28
636565.75,16.73,4.46,543477.91,14.28
636374.69,16.73,4.46,543737.47,14.29
636592.02,16.73,4.47,543885.73,14.3
637189.52,16.75,4.49,543923.71,14.3
637334.52,16.76,4.49,543483.64,14.29
637135.78,16.75,4.49,543238.66,14.29
636952.04,16.75,4.49,543790.65,14.3
636768.3,16.75,4.49,543436.07,14.3
636386.69,16.75,4.48,543135.9,14.29
636274.73,16.75,4.48,542843.74,14.29
635992.27,16.76,4.49,542335.57,14.29
636226.21,16.77,4.5,543114.0,14.31
636035.15,16.76,4.5,543008.54,14.31
635999.68,16.77,4.5,543077.84,14.32
635887.72,16.77,4.5,543029.66,14.32
635680.06,16.77,4.5,543172.1,14.33
635298.45,16.76,4.5,543039.94,14.33
