ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
1022,4684,3999270,6212,3999270
1022,4684,3999270,6212,3999270
1022,4684,3999270,6212,3999270
1022,4684,3999920,6212,3999920
1022,4684,4000730,6212,4000730
1022,4684,4000890,6212,4000890
1022,4684,4001360,6212,4001360
1022,4684,4002170,6212,4002170
1022,4684,4002980,6212,4002980
1022,4684,4003450,6212,4003450
1023,4692,4003920,6212,4003920
1023,4692,4004240,6212,4004240
1023,4692,4004710,6212,4004710
1023,4692,4005710,6212,4005710
1023,4692,4005940,6212,4005940
1023,4692,4006940,6212,4006940
1023,4692,4007750,6212,4007750
1023,4692,4008750,6212,4008750
1023,4692,4008910,6212,4008910
1023,4692,4009380,6212,4009380
1023,4692,4010380,6212,4010380
1023,4692,4010540,6212,4010540
1023,4692,4011540,6212,4011540
1023,4692,4012350,6212,4012350
1023,4692,4013160,6212,4013160
1023,4692,4013970,6212,4013970
1023,4692,4013970,6212,4013970
1023,4692,4013970,6212,4013970
1023,4692,4014080,6212,4014080
1023,4692,4016080,6212,4016080
1023,4692,4016080,6212,4016080
1023,4692,4016400,6212,4016400
1023,4692,4016620,6212,4016620
1023,4692,4017620,6212,4017620
1023,4692,4018430,6212,4018430
1024,4700,4019430,6212,4019430
1024,4700,4019750,6212,4019750
1024,4700,4020070,6212,4020070
1024,4700,4020880,6212,4020880
1025,4708,4021690,6212,4021690
1025,4708,4022240,6212,4022240
1025,4708,4023050,6212,4023050
1025,4708,4023520,6212,4023520
1025,4708,4024170,6212,4024170
1025,4708,4024170,6212,4024170
1025,4708,4024980,6212,4024980
1025,4708,4025450,6212,4025450
1025,4708,4026450,6212,4026450
1025,4708,4027260,6212,4027260
1025,4708,4027730,6212,4027730
1025,4708,4027730,6212,4027730
1025,4708,4027950,6212,4027950
1025,4708,4028420,6212,4028420
1025,4708,4029420,6212,4029420
1026,4716,4030010,6212,4030010
1026,4716,4030480,6212,4030480
1026,4716,4030850,6212,4030850
1026,4716,4031660,6212,4031660
1026,4716,4032660,6212,4032660
1026,4716,4032980,6212,4032980
1026,4716,4033450,6212,4033450
1026,4716,4033920,6212,4033920
1026,4716,4034920,6212,4034920
1026,4716,4035730,6212,4035730
1026,4716,4036100,6212,4036100
1026,4716,4036100,6212,4036100
1026,4716,4037100,6212,4037100
1026,4716,4037100,6212,4037100
1026,4716,4037650,6212,4037650
1026,4716,4038650,6212,4038650
1026,4716,4039650,6212,4039650
1026,4716,4040460,6212,4040460
1026,4716,4040920,6212,4040920
1027,4724,4041920,6212,4041920
1027,4724,4041920,6212,4041920
1027,4724,4042240,6212,4042240
1027,4724,4043240,6212,4043240
1027,4724,4043890,6212,4043890
1027,4724,4043890,6212,4043890
1028,4732,4044540,6212,4044540
1028,4732,4045350,6212,4045350
1028,4732,4045350,6212,4045350
1028,4732,4046350,6212,4046350
1028,4732,4046820,6212,4046820
1028,4732,4047820,6212,4047820
1028,4732,4047820,6212,4047820
1028,4732,4048050,6212,4048050
1028,4732,4048050,6212,4048050
1028,4732,4048860,6212,4048860
1028,4732,4049860,6212,4049860
1028,4732,4050860,6212,4050860
1028,4732,4051670,6212,4051670
1028,4732,4052140,6212,4052140
1028,4732,4052510,6212,4052510
1028,4732,4053510,6212,4053510
1028,4732,4053980,6212,4053980
1028,4732,4054450,6212,4054450
1028,4732,4055100,6212,4055100
1028,4732,4055650,6212,4055650
1028,4732,4056650,6212,4056650
1028,4732,4057120,6212,4057120
1029,4740,4057930,6212,4057930
1030,4748,4058930,6212,4058930
1030,4748,4059250,6212,4059250
1030,4748,4059720,6212,4059720
1030,4748,4059950,6212,4059950
1030,4748,4060420,6212,4060420
1030,4748,4060890,6212,4060890
1030,4748,4061890,6212,4061890
1030,4748,4062350,6212,4062350
1030,4748,4062940,6212,4062940
1030,4748,4063940,6212,4063940
1030,4748,4064750,6212,4064750
1030,4748,4065560,6212,4065560
1030,4748,4066020,6212,4066020
1030,4748,4067020,6212,4067020
1030,4748,4068020,6212,4068020
1030,4748,4069020,6212,4069020
1030,4748,4069020,6212,4069020
1030,4748,4070020,6212,4070020
1030,4748,4070490,6212,4070490
1030,4748,4070960,6212,4070960
1030,4748,4071960,6212,4071960
1030,4748,4072280,6212,4072280
1030,4748,4072440,6212,4072440
1030,4748,4072440,6212,4072440
1031,4756,4073440,6212,4073440
1032,4764,4074250,6212,4074250
1032,4764,4074250,6212,4074250
1032,4764,4074250,6212,4074250
1032,4764,4074720,6212,4074720
1032,4764,4075530,6212,4075530
1032,4764,4076340,6212,4076340
1032,4764,4077150,6212,4077150
1032,4764,4077620,6212,4077620
1032,4764,4078090,6212,4078090
1032,4764,4078090,6212,4078090
1032,4764,4079090,6212,4079090
1032,4764,4079090,6212,4079090
1032,4764,4079900,6212,4079900
1032,4764,4080900,6212,4080900
1032,4764,4080900,6212,4080900
1032,4764,4081370,6212,4081370
1032,4764,4081840,6212,4081840
1032,4764,4082840,6212,4082840
1032,4764,4083160,6212,4083160
1032,4764,4083970,6212,4083970
1032,4764,4084970,6212,4084970
1032,4764,4084970,6212,4084970
1033,4772,4085780,6212,4085780
1033,4772,4086780,6212,4086780
1033,4772,4087010,6212,4087010
1033,4772,4087480,6212,4087480
1033,4772,4087800,6212,4087800
1033,4772,4088610,6212,4088610
1033,4772,4089610,6212,4089610
1033,4772,4090260,6212,4090260
1033,4772,4091070,6212,4091070
1033,4772,4092070,6212,4092070
1033,4772,4092070,6212,4092070
1033,4772,4092880,6212,4092880
1033,4772,4093200,6212,4093200
1033,4772,4093750,6212,4093750
1033,4772,4094400,6212,4094400
1034,4780,4095210,6212,4095210
1034,4780,4095430,6212,4095430
1034,4780,4095430,6212,4095430
1034,4780,4095430,6212,4095430
1034,4780,4096240,6212,4096240
1034,4780,4096700,6212,4096700
1034,4780,4097170,6212,4097170
1034,4780,4097980,6212,4097980
1035,4788,4098980,6212,4098980
1035,4788,4099790,6212,4099790
1035,4788,4099790,6212,4099790
1035,4788,4100790,6212,4100790
1035,4788,4101260,6212,4101260
1035,4788,4101580,6212,4101580
1035,4788,4101580,6212,4101580
1035,4788,4101900,6212,4101900
1035,4788,4101900,6212,4101900
1035,4788,4102220,6212,4102220
1035,4788,4102590,6212,4102590
1035,4788,4103400,6212,4103400
1035,4788,4104400,6212,4104400
1035,4788,4104720,6212,4104720
1035,4788,4105310,6212,4105310
1036,4796,4106120,6212,4106120
1036,4796,4106340,6212,4106340
1036,4796,4106340,6212,4106340
1036,4796,4107150,6212,4107150
1036,4796,4107470,6212,4107470
1036,4796,4108020,6212,4108020
1036,4796,4108020,6212,4108020
1036,4796,4108830,6212,4108830
1036,4796,4108830,6212,4108830
1036,4796,4109480,6212,4109480
1036,4796,4109850,6212,4109850
1036,4796,4110010,6212,4110010
1036,4796,4110660,6212,4110660
1036,4796,4110820,6212,4110820
1036,4796,4111290,6212,4111290
1036,4796,4112290,6212,4112290
1036,4796,4113100,6212,4113100
1037,4804,4113570,6212,4113570
1037,4804,4114380,6212,4114380
1037,4804,4115380,6212,4115380
1037,4804,4116190,6212,4116190
1037,4804,4116660,6212,4116660
1037,4804,4116660,6212,4116660
1037,4804,4117120,6212,4117120
1037,4804,4117580,6212,4117580
1037,4804,4118580,6212,4118580
1037,4804,4118740,6212,4118740
1037,4804,4119210,6212,4119210
1037,4804,4120020,6212,4120020
1037,4804,4121020,6212,4121020
1037,4804,4121610,6212,4121610
1037,4804,4122080,6212,4122080
1037,4804,4122400,6212,4122400
1037,4804,4122870,6212,4122870
1038,4812,4123680,6212,4123680
1038,4812,4124490,6212,4124490
1038,4812,4125300,6212,4125300
1039,4820,4126300,6212,4126300
1039,4820,4126620,6212,4126620
1039,4820,4127090,6212,4127090
1039,4820,4127560,6212,4127560
1039,4820,4128560,6212,4128560
1039,4820,4129030,6212,4129030
1039,4820,4129500,6212,4129500
1039,4820,4130500,6212,4130500
1040,4828,4138500,6212,4138500
1040,4828,4139310,6212,4139310
1040,4828,4140310,6212,4140310
1040,4828,4140310,6212,4140310
1040,4828,4140780,6212,4140780
1040,4828,4141100,6212,4141100
1040,4828,4141330,6212,4141330
1040,4828,4141980,6212,4141980
1040,4828,4141980,6212,4141980
1040,4828,4142300,6212,4142300
1040,4828,4143300,6212,4143300
1040,4828,4143300,6212,4143300
1040,4828,4144300,6212,4144300
1040,4828,4144300,6212,4144300
1040,4828,4145300,6212,4145300
1041,4836,4146300,6212,4146300
1041,4836,4146410,6212,4146410
1042,4844,4147220,6212,4147220
1042,4844,4147690,6212,4147690
1042,4844,4148690,6212,4148690
1042,4844,4149500,6212,4149500
1042,4844,4150150,6212,4150150
1042,4844,4150150,6212,4150150
1042,4844,4150370,6212,4150370
1042,4844,4150690,6212,4150690
1042,4844,4151500,6212,4151500
1042,4844,4151500,6212,4151500
1042,4844,4151960,6212,4151960
1042,4844,4152960,6212,4152960
1042,4844,4153610,6212,4153610
1042,4844,4154080,6212,4154080
1042,4844,4154550,6212,4154550
1042,4844,4155360,6212,4155360
1042,4844,4155360,6212,4155360
1042,4844,4156360,6212,4156360
1042,4844,4156590,6212,4156590
1042,4844,4157590,6212,4157590
1042,4844,4158590,6212,4158590
1042,4844,4159590,6212,4159590
1043,4852,4159920,6212,4159920
1043,4852,4160380,6212,4160380
1043,4852,4160380,6212,4160380
1043,4852,4160840,6212,4160840
1043,4852,4161650,6212,4161650
1043,4852,4162460,6212,4162460
1043,4852,4162460,6212,4162460
1043,4852,4163270,6212,4163270
1043,4852,4163500,6212,4163500
1043,4852,4164310,6212,4164310
1044,4860,4165310,6212,4165310
1044,4860,4166310,6212,4166310
1044,4860,4167310,6212,4167310
1044,4860,4168120,6212,4168120
1044,4860,4168120,6212,4168120
1044,4860,4169120,6212,4169120
1044,4860,4169710,6212,4169710
1044,4860,4170030,6212,4170030
1045,4868,4170840,6212,4170840
1045,4868,4171840,6212,4171840
1045,4868,4172650,6212,4172650
1045,4868,4173120,6212,4173120
1045,4868,4174120,6212,4174120
1045,4868,4174120,6212,4174120
1045,4868,4174930,6212,4174930
1045,4868,4174930,6212,4174930
1045,4868,4174930,6212,4174930
1045,4868,4175250,6212,4175250
1045,4868,4175720,6212,4175720
1045,4868,4176530,6212,4176530
1045,4868,4177530,6212,4177530
1045,4868,4178000,6212,4178000
1045,4868,4178810,6212,4178810
1045,4868,4179810,6212,4179810
1045,4868,4180040,6212,4180040
1045,4868,4180850,6212,4180850
1046,4876,4181660,6212,4181660
1046,4876,4182470,6212,4182470
1046,4876,4182940,6212,4182940
1046,4876,4183260,6212,4183260
1046,4876,4184070,6212,4184070
1046,4876,4184070,6212,4184070
1046,4876,4185070,6212,4185070
1046,4876,4185880,6212,4185880
1046,4876,4186530,6212,4186530
1047,4884,4187530,6212,4187530
1047,4884,4188530,6212,4188530
1047,4884,4189180,6212,4189180
1047,4884,4190180,6212,4190180
1047,4884,4191180,6212,4191180
1047,4884,4191410,6212,4191410
1047,4884,4192410,6212,4192410
1047,4884,4193220,6212,4193220
1047,4884,4193220,6212,4193220
1048,4892,4193870,6212,4193870
1048,4892,4194680,6212,4194680
1048,4892,4195150,6212,4195150
1048,4892,4196150,6212,4196150
1048,4892,4196380,6212,4196380
1048,4892,4196380,6212,4196380
1048,4892,4196490,6212,4196490
1048,4892,4197490,6212,4197490
1048,4892,4197810,6212,4197810
1048,4892,4198620,6212,4198620
1048,4892,4199090,6212,4199090
1048,4892,4199740,6212,4199740
1048,4892,4200210,6212,4200210
1048,4892,4200530,6212,4200530
1048,4892,4201340,6212,4201340
1048,4892,4202150,6212,4202150
1048,4892,4202620,6212,4202620
1048,4892,4202940,6212,4202940
1049,4900,4203410,6212,4203410
1049,4900,4203410,6212,4203410
1049,4900,4203890,6212,4203890
1049,4900,4204700,6212,4204700
1049,4900,4205700,6212,4205700
1049,4900,4206510,6212,4206510
1049,4900,4207320,6212,4207320
1049,4900,4208130,6212,4208130
1049,4900,4208600,6212,4208600
1049,4900,4208600,6212,4208600
1049,4900,4209600,6212,4209600
1049,4900,4210410,6212,4210410
1049,4900,4211220,6212,4211220
1050,4908,4212220,6212,4212220
1050,4908,4213220,6212,4213220
1051,4916,4213870,6212,4213870
1051,4916,4214340,6212,4214340
1051,4916,4214570,6212,4214570
1051,4916,4215570,6212,4215570
1051,4916,4216380,6212,4216380
1051,4916,4216380,6212,4216380
1051,4916,4217380,6212,4217380
1051,4916,4218380,6212,4218380
1051,4916,4218850,6212,4218850
1051,4916,4219170,6212,4219170
1051,4916,4219980,6212,4219980
1051,4916,4219980,6212,4219980
1051,4916,4219980,6212,4219980
1051,4916,4220450,6212,4220450
1051,4916,4221450,6212,4221450
1051,4916,4221920,6212,4221920
1051,4916,4221920,6212,4221920
1052,4924,4222920,6212,4222920
1052,4924,4223240,6212,4223240
1052,4924,4223240,6212,4223240
1052,4924,4224240,6212,4224240
1052,4924,4224790,6212,4224790
1052,4924,4225790,6212,4225790
1052,4924,4225950,6212,4225950
1052,4924,4226950,6212,4226950
1052,4924,4227950,6212,4227950
1052,4924,4228760,6212,4228760
1052,4924,4228760,6212,4228760
1052,4924,4229570,6212,4229570
1053,4932,4230380,6212,4230380
1053,4932,4230380,6212,4230380
1053,4932,4231380,6212,4231380
1053,4932,4232190,6212,4232190
1053,4932,4232660,6212,4232660
1053,4932,4233470,6212,4233470
1053,4932,4233700,6212,4233700
1053,4932,4234700,6212,4234700
1053,4932,4235160,6212,4235160
1054,4940,4236160,6212,4236160
1054,4940,4236630,6212,4236630
1054,4940,4237100,6212,4237100
1054,4940,4237570,6212,4237570
1054,4940,4238220,6212,4238220
1054,4940,4238690,6212,4238690
1054,4940,4239060,6212,4239060
1055,4948,4239870,6212,4239870
1055,4948,4240520,6212,4240520
1055,4948,4240840,6212,4240840
1055,4948,4241310,6212,4241310
1055,4948,4241780,6212,4241780
1055,4948,4242590,6212,4242590
1055,4948,4243590,6212,4243590
1055,4948,4244590,6212,4244590
1055,4948,4245240,6212,4245240
1055,4948,4245470,6212,4245470
1055,4948,4246470,6212,4246470
1055,4948,4247470,6212,4247470
1055,4948,4247470,6212,4247470
1055,4948,4248470,6212,4248470
1055,4948,4248700,6212,4248700
1055,4948,4249020,6212,4249020
1055,4948,4249020,6212,4249020
1055,4948,4249490,6212,4249490
1055,4948,4250300,6212,4250300
1055,4948,4251110,6212,4251110
1056,4956,4251660,6212,4251660
1056,4956,4252660,6212,4252660
1056,4956,4252890,6212,4252890
1056,4956,4253890,6212,4253890
1056,4956,4254700,6212,4254700
1056,4956,4255020,6212,4255020
1057,4964,4256020,6212,4256020
1057,4964,4256670,6212,4256670
1057,4964,4256670,6212,4256670
1057,4964,4257670,6212,4257670
1057,4964,4257670,6212,4257670
1057,4964,4258020,6212,4258020
1057,4964,4259020,6212,4259020
1057,4964,4259490,6212,4259490
1057,4964,4260140,6212,4260140
1057,4964,4260950,6212,4260950
1057,4964,4261420,6212,4261420
1057,4964,4261420,6212,4261420
1057,4964,4262420,6212,4262420
1057,4964,4262420,6212,4262420
1057,4964,4263230,6212,4263230
1057,4964,4264040,6212,4264040
1057,4964,4264360,6212,4264360
1058,4972,4265170,6212,4265170
1058,4972,4265170,6212,4265170
1058,4972,4266170,6212,4266170
1058,4972,4267170,6212,4267170
1058,4972,4267400,6212,4267400
1058,4972,4268400,6212,4268400
1058,4972,4269210,6212,4269210
1058,4972,4269860,6212,4269860
1058,4972,4270670,6212,4270670
1058,4972,4271480,6212,4271480
1058,4972,4271640,6212,4271640
1058,4972,4272450,6212,4272450
1058,4972,4273260,6212,4273260
1058,4972,4273740,6212,4273740
1058,4972,4274110,6212,4274110
1058,4972,4274110,6212,4274110
1058,4972,4274110,6212,4274110
1058,4972,4275110,6212,4275110
1058,4972,4276110,6212,4276110
1059,4980,4276760,6212,4276760
1059,4980,4277570,6212,4277570
1059,4980,4278040,6212,4278040
1059,4980,4278690,6212,4278690
1059,4980,4279160,6212,4279160
1059,4980,4279270,6212,4279270
1059,4980,4279590,6212,4279590
1059,4980,4279910,6212,4279910
1059,4980,4280910,6212,4280910
1059,4980,4281910,6212,4281910
1059,4980,4282460,6212,4282460
1059,4980,4282780,6212,4282780
1059,4980,4282780,6212,4282780
1059,4980,4283590,6212,4283590
1060,4988,4284590,6212,4284590
1060,4988,4285060,6212,4285060
1061,4996,4285530,6212,4285530
1061,4996,4286120,6212,4286120
1061,4996,4286590,6212,4286590
1061,4996,4287140,6212,4287140
1061,4996,4287950,6212,4287950
1061,4996,4288760,6212,4288760
1061,4996,4289570,6212,4289570
1061,4996,4290570,6212,4290570
1061,4996,4291380,6212,4291380
1061,4996,4292190,6212,4292190
1061,4996,4292420,6212,4292420
1061,4996,4293420,6212,4293420
1061,4996,4293740,6212,4293740
1061,4996,4293970,6212,4293970
1061,4996,4293970,6212,4293970
1061,4996,4294440,6212,4294440
1062,5004,4294910,6212,4294910
1062,5004,4295230,6212,4295230
1062,5004,4296230,6212,4296230
1062,5004,4296690,6212,4296690
1062,5004,4296690,6212,4296690
1062,5004,4296920,6212,4296920
1062,5004,4297730,6212,4297730
1062,5004,4298540,6212,4298540
1062,5004,4299190,6212,4299190
1062,5004,4299660,6212,4299660
1062,5004,4299980,6212,4299980
1062,5004,4300350,6212,4300350
1062,5004,4300580,6212,4300580
1062,5004,4301580,6212,4301580
1062,5004,4302050,6212,4302050
1062,5004,4302520,6212,4302520
1062,5004,4302990,6212,4302990
1063,5012,4303800,6212,4303800
1063,5012,4304610,6212,4304610
1063,5012,4304610,6212,4304610
1063,5012,4305610,6212,4305610
1063,5012,4306610,6212,4306610
1063,5012,4306900,6212,4306900
1063,5012,4307900,6212,4307900
1064,5020,4308900,6212,4308900
1064,5020,4308900,6212,4308900
1064,5020,4309900,6212,4309900
1064,5020,4310370,6212,4310370
1064,5020,4310840,6212,4310840
1064,5020,4311310,6212,4311310
1064,5020,4311770,6212,4311770
1064,5020,4311770,6212,4311770
1064,5020,4312580,6212,4312580
1064,5020,4313580,6212,4313580
1064,5020,4314050,6212,4314050
1064,5020,4314520,6212,4314520
1064,5020,4314520,6212,4314520
1064,5020,4314870,6212,4314870
1064,5020,4315680,6212,4315680
1064,5020,4316150,6212,4316150
1064,5020,4317150,6212,4317150
1065,5028,4317960,6212,4317960
1065,5028,4318190,6212,4318190
1065,5028,4318190,6212,4318190
1065,5028,4318660,6212,4318660
1065,5028,4319660,6212,4319660
1065,5028,4320120,6212,4320120
1065,5028,4320590,6212,4320590
1065,5028,4320960,6212,4320960
1065,5028,4321770,6212,4321770
1065,5028,4322580,6212,4322580
1065,5028,4323390,6212,4323390
1065,5028,4323860,6212,4323860
1065,5028,4324670,6212,4324670
1065,5028,4325320,6212,4325320
1065,5028,4325480,6212,4325480
1065,5028,4325590,6212,4325590
1065,5028,4325590,6212,4325590
1065,5028,4326590,6212,4326590
1066,5036,4327400,6212,4327400
1066,5036,4328400,6212,4328400
1066,5036,4329210,6212,4329210
1066,5036,4330210,6212,4330210
1066,5036,4330680,6212,4330680
1067,5044,4331680,6212,4331680
1067,5044,4331910,6212,4331910
1067,5044,4332230,6212,4332230
1067,5044,4333230,6212,4333230
1067,5044,4333230,6212,4333230
1067,5044,4333700,6212,4333700
1067,5044,4334170,6212,4334170
1067,5044,4334980,6212,4334980
1067,5044,4335790,6212,4335790
1067,5044,4336110,6212,4336110
1067,5044,4336340,6212,4336340
1067,5044,4336450,6212,4336450
1067,5044,4337450,6212,4337450
1067,5044,4337450,6212,4337450
1067,5044,4338450,6212,4338450
1067,5044,4339450,6212,4339450
1067,5044,4340000,6212,4340000
1067,5044,4340810,6212,4340810
1068,5052,4341620,6212,4341620
1068,5052,4342210,6212,4342210
1068,5052,4343020,6212,4343020
1068,5052,4343490,6212,4343490
1068,5052,4344300,6212,4344300
1068,5052,4344770,6212,4344770
1068,5052,4345230,6212,4345230
1068,5052,4346040,6212,4346040
1068,5052,4346850,6212,4346850
1068,5052,4347320,6212,4347320
1069,5060,4347790,6212,4347790
1069,5060,4348600,6212,4348600
1069,5060,4349410,6212,4349410
1069,5060,4349410,6212,4349410
1069,5060,4349880,6212,4349880
1069,5060,4350200,6212,4350200
1069,5060,4351200,6212,4351200
1069,5060,4351670,6212,4351670
1069,5060,4351990,6212,4351990
1069,5060,4352800,6212,4352800
1069,5060,4353270,6212,4353270
1069,5060,4353500,6212,4353500
1069,5060,4353500,6212,4353500
1069,5060,4353820,6212,4353820
1069,5060,4354370,6212,4354370
1069,5060,4355180,6212,4355180
1069,5060,4355410,6212,4355410
1070,5068,4356220,6212,4356220
1070,5068,4356870,6212,4356870
1070,5068,4356870,6212,4356870
1070,5068,4357870,6212,4357870
1070,5068,4358870,6212,4358870
1070,5068,4359030,6212,4359030
1070,5068,4359840,6212,4359840
1070,5068,4360650,6212,4360650
1070,5068,4361460,6212,4361460
1071,5076,4362460,6212,4362460
1071,5076,4362930,6212,4362930
1072,5084,4366930,6212,4366930
1072,5084,4366930,6212,4366930
1072,5084,4366930,6212,4366930
1072,5084,4367930,6212,4367930
1072,5084,4368930,6212,4368930
1072,5084,4368930,6212,4368930
1072,5084,4369740,6212,4369740
1072,5084,4370740,6212,4370740
1072,5084,4371390,6212,4371390
1072,5084,4372390,6212,4372390
1072,5084,4372390,6212,4372390
1072,5084,4372850,6212,4372850
1072,5084,4372850,6212,4372850
1072,5084,4373320,6212,4373320
1072,5084,4373790,6212,4373790
1073,5092,4374260,6212,4374260
1073,5092,4375260,6212,4375260
1073,5092,4375730,6212,4375730
1073,5092,4375730,6212,4375730
1073,5092,4376200,6212,4376200
1073,5092,4376520,6212,4376520
1073,5092,4376990,6212,4376990
1073,5092,4377100,6212,4377100
1073,5092,4377570,6212,4377570
1073,5092,4378040,6212,4378040
1073,5092,4378850,6212,4378850
1073,5092,4378850,6212,4378850
1073,5092,4379850,6212,4379850
1073,5092,4380500,6212,4380500
1073,5092,4381310,6212,4381310
1073,5092,4381630,6212,4381630
1074,5100,4382630,6212,4382630
1075,5108,4383100,6212,4383100
1075,5108,4383910,6212,4383910
1075,5108,4384280,6212,4384280
1075,5108,4385090,6212,4385090
1075,5108,4386090,6212,4386090
1075,5108,4386740,6212,4386740
1075,5108,4386740,6212,4386740
1075,5108,4387210,6212,4387210
1075,5108,4388020,6212,4388020
1075,5108,4388830,6212,4388830
1075,5108,4389830,6212,4389830
1075,5108,4390830,6212,4390830
1075,5108,4391640,6212,4391640
1075,5108,4391990,6212,4391990
1075,5108,4392990,6212,4392990
1075,5108,4393800,6212,4393800
1075,5108,4394610,6212,4394610
1076,5116,4394840,6212,4394840
1076,5116,4394890,6212,4394890
1076,5116,4395890,6212,4395890
1076,5116,4396700,6212,4396700
1076,5116,4396700,6212,4396700
1076,5116,4396700,6212,4396700
1076,5116,4397700,6212,4397700
1076,5116,4398510,6212,4398510
1076,5116,4399320,6212,4399320
1076,5116,4400130,6212,4400130
1076,5116,4400360,6212,4400360
1076,5116,4401360,6212,4401360
1076,5116,4402360,6212,4402360
1077,5124,4403360,6212,4403360
1077,5124,4403830,6212,4403830
1077,5124,4404830,6212,4404830
1077,5124,4405480,6212,4405480
1077,5124,4405850,6212,4405850
1077,5124,4405850,6212,4405850
1077,5124,4406170,6212,4406170
1077,5124,4406170,6212,4406170
1077,5124,4406640,6212,4406640
1077,5124,4407450,6212,4407450
1077,5124,4407450,6212,4407450
1077,5124,4408450,6212,4408450
1077,5124,4409450,6212,4409450
1078,5132,4410260,6212,4410260
1078,5132,4410730,6212,4410730
1078,5132,4411200,6212,4411200
1078,5132,4411200,6212,4411200
1078,5132,4412010,6212,4412010
1078,5132,4413010,6212,4413010
1078,5132,4414010,6212,4414010
1078,5132,4415010,6212,4415010
1079,5140,4416010,6212,4416010
1079,5140,4416820,6212,4416820
1079,5140,4417290,6212,4417290
1079,5140,4417760,6212,4417760
1079,5140,4418230,6212,4418230
1079,5140,4419040,6212,4419040
1079,5140,4419410,6212,4419410
1079,5140,4420220,6212,4420220
1080,5148,4420690,6212,4420690
1080,5148,4421010,6212,4421010
1080,5148,4421170,6212,4421170
1080,5148,4421630,6212,4421630
1080,5148,4422440,6212,4422440
1080,5148,4422440,6212,4422440
1080,5148,4423440,6212,4423440
1080,5148,4423910,6212,4423910
1080,5148,4423910,6212,4423910
1080,5148,4424910,6212,4424910
1080,5148,4425910,6212,4425910
1080,5148,4426720,6212,4426720
1080,5148,4427190,6212,4427190
1080,5148,4428190,6212,4428190
1080,5148,4429190,6212,4429190
1080,5148,4429840,6212,4429840
1080,5148,4430650,6212,4430650
1080,5148,4431120,6212,4431120
1080,5148,4431120,6212,4431120
1080,5148,4431120,6212,4431120
1080,5148,4431440,6212,4431440
1081,5156,4431910,6212,4431910
1081,5156,4432230,6212,4432230
1081,5156,4432700,6212,4432700
1081,5156,4433250,6212,4433250
1081,5156,4433620,6212,4433620
1081,5156,4433620,6212,4433620
1081,5156,4434090,6212,4434090
1081,5156,4434900,6212,4434900
1081,5156,4435900,6212,4435900
1081,5156,4436900,6212,4436900
1081,5156,4436900,6212,4436900
1081,5156,4437710,6212,4437710
1081,5156,4438520,6212,4438520
1082,5164,4439520,6212,4439520
1082,5164,4439520,6212,4439520
1082,5164,4440330,6212,4440330
1082,5164,4440800,6212,4440800
1082,5164,4441800,6212,4441800
1082,5164,4442800,6212,4442800
1082,5164,4443270,6212,4443270
1082,5164,4444080,6212,4444080
1083,5172,4444890,6212,4444890
1083,5172,4445120,6212,4445120
1083,5172,4445930,6212,4445930
1083,5172,4446400,6212,4446400
1083,5172,4447050,6212,4447050
1083,5172,4447860,6212,4447860
1083,5172,4448860,6212,4448860
1083,5172,4449510,6212,4449510
1083,5172,4450060,6212,4450060
1083,5172,4450870,6212,4450870
1083,5172,4451870,6212,4451870
1084,5180,4452680,6212,4452680
1084,5180,4453490,6212,4453490
1084,5180,4454300,6212,4454300
1084,5180,4454890,6212,4454890
1084,5180,4455890,6212,4455890
1084,5180,4456440,6212,4456440
1084,5180,4456670,6212,4456670
1084,5180,4457480,6212,4457480
1084,5180,4457480,6212,4457480
1084,5180,4457480,6212,4457480
1084,5180,4458290,6212,4458290
1084,5180,4459290,6212,4459290
1084,5180,4460100,6212,4460100
1084,5180,4461100,6212,4461100
1085,5188,4461570,6212,4461570
1085,5188,4462380,6212,4462380
1085,5188,4462380,6212,4462380
1085,5188,4462540,6212,4462540
1085,5188,4463350,6212,4463350
1085,5188,4463900,6212,4463900
1085,5188,4464900,6212,4464900
1086,5196,4465900,6212,4465900
1086,5196,4466550,6212,4466550
1086,5196,4467020,6212,4467020
1086,5196,4467340,6212,4467340
1086,5196,4467340,6212,4467340
1086,5196,4468150,6212,4468150
1086,5196,4469150,6212,4469150
1086,5196,4469700,6212,4469700
1086,5196,4469700,6212,4469700
1086,5196,4470350,6212,4470350
1086,5196,4470670,6212,4470670
1086,5196,4470670,6212,4470670
1086,5196,4471670,6212,4471670
1087,5204,4472480,6212,4472480
1087,5204,4473480,6212,4473480
1087,5204,4474480,6212,4474480
