ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_899f-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
793,2852,2333070,6212,2333070
793,2852,2333070,6212,2333070
793,2852,2333720,6212,2333720
793,2852,2333950,6212,2333950
793,2852,2334950,6212,2334950
793,2852,2334950,6212,2334950
793,2852,2335760,6212,2335760
793,2852,2335760,6212,2335760
793,2852,2335920,6212,2335920
793,2852,2336380,6212,2336380
793,2852,2336380,6212,2336380
793,2852,2336850,6212,2336850
793,2852,2337850,6212,2337850
793,2852,2338850,6212,2338850
793,2852,2339850,6212,2339850
793,2852,2340080,6212,2340080
793,2852,2340890,6212,2340890
794,2860,2341350,6212,2341350
795,2868,2342350,6212,2342350
795,2868,2342820,6212,2342820
795,2868,2343820,6212,2343820
795,2868,2344630,6212,2344630
795,2868,2345630,6212,2345630
795,2868,2346100,6212,2346100
795,2868,2346910,6212,2346910
795,2868,2347560,6212,2347560
795,2868,2348560,6212,2348560
795,2868,2349560,6212,2349560
795,2868,2349560,6212,2349560
795,2868,2350560,6212,2350560
795,2868,2351210,6212,2351210
795,2868,2352210,6212,2352210
795,2868,2353020,6212,2353020
795,2868,2353480,6212,2353480
795,2868,2354480,6212,2354480
796,2876,2358480,6212,2358480
796,2876,2359130,6212,2359130
797,2884,2359780,6212,2359780
797,2884,2360250,6212,2360250
797,2884,2360720,6212,2360720
797,2884,2361720,6212,2361720
797,2884,2361720,6212,2361720
797,2884,2362040,6212,2362040
797,2884,2362850,6212,2362850
797,2884,2363320,6212,2363320
797,2884,2363910,6212,2363910
797,2884,2364370,6212,2364370
797,2884,2364740,6212,2364740
798,2892,2365740,6212,2365740
798,2892,2366740,6212,2366740
798,2892,2367740,6212,2367740
798,2892,2368210,6212,2368210
798,2892,2368320,6212,2368320
798,2892,2368790,6212,2368790
798,2892,2369110,6212,2369110
798,2892,2370110,6212,2370110
798,2892,2370920,6212,2370920
798,2892,2371380,6212,2371380
799,2900,2371850,6212,2371850
799,2900,2372320,6212,2372320
799,2900,2372790,6212,2372790
799,2900,2373790,6212,2373790
799,2900,2374110,6212,2374110
799,2900,2374570,6212,2374570
799,2900,2375380,6212,2375380
799,2900,2375850,6212,2375850
799,2900,2376320,6212,2376320
799,2900,2376640,6212,2376640
799,2900,2377100,6212,2377100
799,2900,2378100,6212,2378100
799,2900,2378910,6212,2378910
799,2900,2379720,6212,2379720
799,2900,2380190,6212,2380190
799,2900,2380420,6212,2380420
800,2908,2380890,6212,2380890
800,2908,2381050,6212,2381050
800,2908,2381700,6212,2381700
800,2908,2382020,6212,2382020
800,2908,2383020,6212,2383020
800,2908,2383180,6212,2383180
800,2908,2383990,6212,2383990
800,2908,2384800,6212,2384800
800,2908,2385020,6212,2385020
800,2908,2385830,6212,2385830
800,2908,2386640,6212,2386640
800,2908,2386960,6212,2386960
800,2908,2387960,6212,2387960
801,2916,2388960,6212,2388960
801,2916,2389190,6212,2389190
801,2916,2389660,6212,2389660
801,2916,2390120,6212,2390120
801,2916,2391120,6212,2391120
801,2916,2391580,6212,2391580
802,2924,2392040,6212,2392040
802,2924,2393040,6212,2393040
802,2924,2393630,6212,2393630
802,2924,2394440,6212,2394440
802,2924,2395250,6212,2395250
802,2924,2395710,6212,2395710
802,2924,2395710,6212,2395710
802,2924,2396710,6212,2396710
802,2924,2397520,6212,2397520
802,2924,2397840,6212,2397840
802,2924,2398490,6212,2398490
802,2924,2398810,6212,2398810
802,2924,2399810,6212,2399810
802,2924,2400280,6212,2400280
802,2924,2401280,6212,2401280
802,2924,2401930,6212,2401930
803,2932,2402520,6212,2402520
803,2932,2402990,6212,2402990
803,2932,2403640,6212,2403640
803,2932,2404110,6212,2404110
803,2932,2405110,6212,2405110
803,2932,2405580,6212,2405580
803,2932,2405580,6212,2405580
803,2932,2406390,6212,2406390
803,2932,2407200,6212,2407200
803,2932,2407570,6212,2407570
803,2932,2408160,6212,2408160
803,2932,2408710,6212,2408710
803,2932,2409520,6212,2409520
804,2940,2410330,6212,2410330
804,2940,2411330,6212,2411330
804,2940,2411330,6212,2411330
804,2940,2411330,6212,2411330
804,2940,2411800,6212,2411800
804,2940,2411800,6212,2411800
805,2948,2412800,6212,2412800
805,2948,2413800,6212,2413800
805,2948,2414800,6212,2414800
805,2948,2415350,6212,2415350
805,2948,2416350,6212,2416350
805,2948,2417350,6212,2417350
805,2948,2418160,6212,2418160
805,2948,2418160,6212,2418160
805,2948,2418480,6212,2418480
805,2948,2418950,6212,2418950
805,2948,2419410,6212,2419410
805,2948,2419960,6212,2419960
805,2948,2420280,6212,2420280
805,2948,2420600,6212,2420600
805,2948,2421600,6212,2421600
805,2948,2422600,6212,2422600
805,2948,2423410,6212,2423410
805,2948,2424060,6212,2424060
805,2948,2425060,6212,2425060
805,2948,2425060,6212,2425060
805,2948,2425530,6212,2425530
805,2948,2425760,6212,2425760
805,2948,2426080,6212,2426080
806,2956,2427080,6212,2427080
807,2964,2427550,6212,2427550
807,2964,2428200,6212,2428200
807,2964,2429010,6212,2429010
807,2964,2429010,6212,2429010
807,2964,2429010,6212,2429010
807,2964,2429330,6212,2429330
807,2964,2429980,6212,2429980
807,2964,2430630,6212,2430630
807,2964,2431630,6212,2431630
807,2964,2432440,6212,2432440
807,2964,2432760,6212,2432760
807,2964,2433230,6212,2433230
807,2964,2434230,6212,2434230
807,2964,2434230,6212,2434230
807,2964,2434880,6212,2434880
807,2964,2435350,6212,2435350
807,2964,2435670,6212,2435670
807,2964,2435670,6212,2435670
807,2964,2436670,6212,2436670
808,2972,2437140,6212,2437140
808,2972,2437950,6212,2437950
808,2972,2438270,6212,2438270
808,2972,2438270,6212,2438270
808,2972,2438740,6212,2438740
808,2972,2438740,6212,2438740
808,2972,2439060,6212,2439060
808,2972,2440060,6212,2440060
808,2972,2441060,6212,2441060
808,2972,2441530,6212,2441530
808,2972,2442340,6212,2442340
808,2972,2442810,6212,2442810
808,2972,2442970,6212,2442970
808,2972,2443970,6212,2443970
808,2972,2444290,6212,2444290
808,2972,2444610,6212,2444610
808,2972,2444610,6212,2444610
808,2972,2445420,6212,2445420
808,2972,2445740,6212,2445740
808,2972,2446210,6212,2446210
809,2980,2447210,6212,2447210
810,2988,2447860,6212,2447860
810,2988,2448860,6212,2448860
810,2988,2448860,6212,2448860
810,2988,2449860,6212,2449860
810,2988,2449860,6212,2449860
810,2988,2450860,6212,2450860
810,2988,2451080,6212,2451080
810,2988,2451550,6212,2451550
810,2988,2452100,6212,2452100
810,2988,2452750,6212,2452750
810,2988,2453750,6212,2453750
810,2988,2454560,6212,2454560
810,2988,2455030,6212,2455030
810,2988,2455840,6212,2455840
810,2988,2456840,6212,2456840
810,2988,2457840,6212,2457840
810,2988,2458430,6212,2458430
810,2988,2458750,6212,2458750
810,2988,2458750,6212,2458750
810,2988,2459560,6212,2459560
810,2988,2459910,6212,2459910
810,2988,2460910,6212,2460910
811,2996,2461720,6212,2461720
811,2996,2462720,6212,2462720
812,3004,2463720,6212,2463720
812,3004,2464530,6212,2464530
812,3004,2464850,6212,2464850
812,3004,2464850,6212,2464850
812,3004,2464850,6212,2464850
812,3004,2465500,6212,2465500
812,3004,2465970,6212,2465970
812,3004,2466780,6212,2466780
812,3004,2467250,6212,2467250
812,3004,2467250,6212,2467250
812,3004,2468060,6212,2468060
812,3004,2468710,6212,2468710
812,3004,2469520,6212,2469520
813,3012,2469990,6212,2469990
813,3012,2469990,6212,2469990
813,3012,2470990,6212,2470990
813,3012,2470990,6212,2470990
813,3012,2471990,6212,2471990
813,3012,2472800,6212,2472800
813,3012,2473270,6212,2473270
813,3012,2473740,6212,2473740
813,3012,2474740,6212,2474740
813,3012,2475290,6212,2475290
813,3012,2476100,6212,2476100
813,3012,2476100,6212,2476100
813,3012,2476910,6212,2476910
813,3012,2477380,6212,2477380
813,3012,2477380,6212,2477380
813,3012,2477850,6212,2477850
813,3012,2478850,6212,2478850
813,3012,2479170,6212,2479170
813,3012,2479980,6212,2479980
813,3012,2480980,6212,2480980
813,3012,2481450,6212,2481450
814,3020,2482260,6212,2482260
814,3020,2483260,6212,2483260
814,3020,2483260,6212,2483260
814,3020,2483420,6212,2483420
814,3020,2483580,6212,2483580
814,3020,2484050,6212,2484050
814,3020,2484860,6212,2484860
814,3020,2485330,6212,2485330
814,3020,2485800,6212,2485800
814,3020,2486610,6212,2486610
814,3020,2487610,6212,2487610
815,3028,2488610,6212,2488610
815,3028,2489610,6212,2489610
815,3028,2490420,6212,2490420
815,3028,2491420,6212,2491420
815,3028,2492420,6212,2492420
815,3028,2493230,6212,2493230
815,3028,2494230,6212,2494230
815,3028,2494230,6212,2494230
815,3028,2495230,6212,2495230
815,3028,2495880,6212,2495880
816,3036,2496530,6212,2496530
816,3036,2496750,6212,2496750
816,3036,2496750,6212,2496750
816,3036,2497560,6212,2497560
816,3036,2498370,6212,2498370
816,3036,2499370,6212,2499370
816,3036,2499920,6212,2499920
816,3036,2500240,6212,2500240
816,3036,2501050,6212,2501050
816,3036,2502050,6212,2502050
817,3044,2503050,6212,2503050
817,3044,2503050,6212,2503050
817,3044,2503050,6212,2503050
817,3044,2503050,6212,2503050
817,3044,2504050,6212,2504050
817,3044,2504520,6212,2504520
817,3044,2504520,6212,2504520
817,3044,2505330,6212,2505330
817,3044,2505330,6212,2505330
817,3044,2505330,6212,2505330
817,3044,2505920,6212,2505920
817,3044,2506920,6212,2506920
817,3044,2507510,6212,2507510
818,3052,2507980,6212,2507980
818,3052,2508440,6212,2508440
818,3052,2508760,6212,2508760
818,3052,2509080,6212,2509080
818,3052,2510080,6212,2510080
818,3052,2510080,6212,2510080
818,3052,2510080,6212,2510080
818,3052,2510550,6212,2510550
818,3052,2511550,6212,2511550
818,3052,2512360,6212,2512360
818,3052,2512360,6212,2512360
818,3052,2512830,6212,2512830
818,3052,2512830,6212,2512830
818,3052,2512830,6212,2512830
818,3052,2513640,6212,2513640
818,3052,2514640,6212,2514640
818,3052,2515230,6212,2515230
818,3052,2515230,6212,2515230
818,3052,2516230,6212,2516230
818,3052,2516700,6212,2516700
818,3052,2516700,6212,2516700
818,3052,2516700,6212,2516700
818,3052,2517510,6212,2517510
818,3052,2518320,6212,2518320
819,3060,2518970,6212,2518970
819,3060,2519410,6212,2519410
819,3060,2520220,6212,2520220
819,3060,2520770,6212,2520770
819,3060,2520770,6212,2520770
819,3060,2520770,6212,2520770
819,3060,2521240,6212,2521240
819,3060,2522240,6212,2522240
819,3060,2522560,6212,2522560
820,3068,2523560,6212,2523560
820,3068,2524210,6212,2524210
820,3068,2525210,6212,2525210
820,3068,2525440,6212,2525440
820,3068,2525900,6212,2525900
820,3068,2526370,6212,2526370
820,3068,2527020,6212,2527020
820,3068,2528020,6212,2528020
820,3068,2528480,6212,2528480
820,3068,2528950,6212,2528950
820,3068,2529320,6212,2529320
820,3068,2529780,6212,2529780
820,3068,2530100,6212,2530100
821,3076,2530570,6212,2530570
821,3076,2531040,6212,2531040
821,3076,2531850,6212,2531850
821,3076,2532500,6212,2532500
821,3076,2533500,6212,2533500
821,3076,2534090,6212,2534090
821,3076,2534560,6212,2534560
821,3076,2534560,6212,2534560
821,3076,2535030,6212,2535030
821,3076,2535400,6212,2535400
821,3076,2535870,6212,2535870
821,3076,2536680,6212,2536680
821,3076,2536680,6212,2536680
821,3076,2537680,6212,2537680
821,3076,2537910,6212,2537910
821,3076,2538910,6212,2538910
821,3076,2539380,6212,2539380
821,3076,2539850,6212,2539850
821,3076,2540850,6212,2540850
822,3084,2541660,6212,2541660
822,3084,2542130,6212,2542130
822,3084,2542130,6212,2542130
822,3084,2542940,6212,2542940
822,3084,2543260,6212,2543260
823,3092,2544260,6212,2544260
823,3092,2544910,6212,2544910
823,3092,2544910,6212,2544910
823,3092,2545720,6212,2545720
823,3092,2545720,6212,2545720
823,3092,2545720,6212,2545720
823,3092,2546040,6212,2546040
823,3092,2546360,6212,2546360
823,3092,2546360,6212,2546360
823,3092,2547170,6212,2547170
823,3092,2547980,6212,2547980
823,3092,2548200,6212,2548200
823,3092,2549010,6212,2549010
824,3100,2549820,6212,2549820
824,3100,2550290,6212,2550290
824,3100,2551100,6212,2551100
824,3100,2551330,6212,2551330
824,3100,2552140,6212,2552140
824,3100,2553140,6212,2553140
824,3100,2553190,6212,2553190
824,3100,2553660,6212,2553660
824,3100,2553980,6212,2553980
824,3100,2554980,6212,2554980
824,3100,2555790,6212,2555790
824,3100,2556020,6212,2556020
824,3100,2556830,6212,2556830
824,3100,2557830,6212,2557830
824,3100,2558830,6212,2558830
824,3100,2559300,6212,2559300
824,3100,2560110,6212,2560110
824,3100,2560580,6212,2560580
824,3100,2560900,6212,2560900
824,3100,2561900,6212,2561900
825,3108,2562710,6212,2562710
825,3108,2563180,6212,2563180
825,3108,2563180,6212,2563180
825,3108,2564180,6212,2564180
825,3108,2564180,6212,2564180
825,3108,2564990,6212,2564990
825,3108,2565450,6212,2565450
825,3108,2565450,6212,2565450
825,3108,2565450,6212,2565450
825,3108,2565610,6212,2565610
825,3108,2566420,6212,2566420
825,3108,2567420,6212,2567420
825,3108,2568070,6212,2568070
825,3108,2568720,6212,2568720
825,3108,2569530,6212,2569530
825,3108,2570000,6212,2570000
825,3108,2570000,6212,2570000
825,3108,2570810,6212,2570810
825,3108,2570810,6212,2570810
825,3108,2571040,6212,2571040
826,3116,2571850,6212,2571850
826,3116,2572850,6212,2572850
826,3116,2573660,6212,2573660
826,3116,2574310,6212,2574310
826,3116,2574310,6212,2574310
826,3116,2574630,6212,2574630
826,3116,2575440,6212,2575440
826,3116,2575440,6212,2575440
826,3116,2576090,6212,2576090
827,3124,2577090,6212,2577090
827,3124,2577900,6212,2577900
827,3124,2578220,6212,2578220
827,3124,2579220,6212,2579220
827,3124,2580220,6212,2580220
827,3124,2580690,6212,2580690
827,3124,2581690,6212,2581690
827,3124,2582690,6212,2582690
827,3124,2583500,6212,2583500
828,3132,2584310,6212,2584310
828,3132,2585310,6212,2585310
828,3132,2585860,6212,2585860
828,3132,2585860,6212,2585860
828,3132,2586860,6212,2586860
828,3132,2587180,6212,2587180
828,3132,2587830,6212,2587830
828,3132,2588300,6212,2588300
828,3132,2589110,6212,2589110
828,3132,2590110,6212,2590110
828,3132,2590430,6212,2590430
828,3132,2591080,6212,2591080
828,3132,2591890,6212,2591890
829,3140,2592890,6212,2592890
829,3140,2593360,6212,2593360
829,3140,2594170,6212,2594170
830,3148,2594820,6212,2594820
830,3148,2595050,6212,2595050
830,3148,2596050,6212,2596050
830,3148,2597050,6212,2597050
830,3148,2598050,6212,2598050
830,3148,2598280,6212,2598280
830,3148,2598870,6212,2598870
830,3148,2599680,6212,2599680
830,3148,2600490,6212,2600490
830,3148,2600960,6212,2600960
830,3148,2601430,6212,2601430
830,3148,2602240,6212,2602240
830,3148,2602710,6212,2602710
830,3148,2603180,6212,2603180
830,3148,2603180,6212,2603180
830,3148,2603730,6212,2603730
831,3156,2604540,6212,2604540
831,3156,2605540,6212,2605540
831,3156,2605540,6212,2605540
831,3156,2606350,6212,2606350
831,3156,2607160,6212,2607160
831,3156,2607630,6212,2607630
831,3156,2607630,6212,2607630
831,3156,2608440,6212,2608440
831,3156,2609440,6212,2609440
831,3156,2609440,6212,2609440
831,3156,2609910,6212,2609910
831,3156,2610910,6212,2610910
831,3156,2611380,6212,2611380
831,3156,2612190,6212,2612190
831,3156,2612840,6212,2612840
831,3156,2613300,6212,2613300
831,3156,2613760,6212,2613760
832,3164,2614570,6212,2614570
832,3164,2615380,6212,2615380
832,3164,2616190,6212,2616190
832,3164,2616190,6212,2616190
832,3164,2616350,6212,2616350
832,3164,2617160,6212,2617160
832,3164,2617480,6212,2617480
832,3164,2619480,6212,2619480
832,3164,2619700,6212,2619700
832,3164,2620700,6212,2620700
832,3164,2621170,6212,2621170
832,3164,2621980,6212,2621980
832,3164,2621980,6212,2621980
832,3164,2622300,6212,2622300
832,3164,2622620,6212,2622620
832,3164,2623090,6212,2623090
832,3164,2623090,6212,2623090
832,3164,2623560,6212,2623560
833,3172,2624560,6212,2624560
833,3172,2624780,6212,2624780
833,3172,2625780,6212,2625780
833,3172,2626240,6212,2626240
833,3172,2626350,6212,2626350
833,3172,2626810,6212,2626810
833,3172,2627040,6212,2627040
833,3172,2627510,6212,2627510
833,3172,2627510,6212,2627510
834,3180,2627990,6212,2627990
834,3180,2628800,6212,2628800
834,3180,2629610,6212,2629610
834,3180,2630420,6212,2630420
834,3180,2630740,6212,2630740
834,3180,2631200,6212,2631200
834,3180,2631520,6212,2631520
834,3180,2631990,6212,2631990
834,3180,2632800,6212,2632800
834,3180,2633800,6212,2633800
834,3180,2634610,6212,2634610
835,3188,2635420,6212,2635420
835,3188,2636230,6212,2636230
835,3188,2636230,6212,2636230
835,3188,2637040,6212,2637040
835,3188,2637040,6212,2637040
835,3188,2637510,6212,2637510
835,3188,2637510,6212,2637510
835,3188,2638320,6212,2638320
835,3188,2639130,6212,2639130
835,3188,2639940,6212,2639940
835,3188,2639940,6212,2639940
835,3188,2640750,6212,2640750
835,3188,2641070,6212,2641070
835,3188,2642070,6212,2642070
835,3188,2642070,6212,2642070
836,3196,2642880,6212,2642880
836,3196,2643880,6212,2643880
836,3196,2644350,6212,2644350
836,3196,2644820,6212,2644820
836,3196,2645280,6212,2645280
836,3196,2645600,6212,2645600
836,3196,2646600,6212,2646600
836,3196,2647600,6212,2647600
836,3196,2647600,6212,2647600
836,3196,2647920,6212,2647920
836,3196,2648570,6212,2648570
836,3196,2648570,6212,2648570
836,3196,2649220,6212,2649220
836,3196,2650030,6212,2650030
836,3196,2650840,6212,2650840
836,3196,2650840,6212,2650840
836,3196,2651310,6212,2651310
836,3196,2651780,6212,2651780
836,3196,2652780,6212,2652780
837,3204,2653240,6212,2653240
838,3212,2654240,6212,2654240
838,3212,2654560,6212,2654560
838,3212,2655560,6212,2655560
838,3212,2656370,6212,2656370
838,3212,2656840,6212,2656840
838,3212,2657840,6212,2657840
838,3212,2658840,6212,2658840
838,3212,2658840,6212,2658840
838,3212,2658840,6212,2658840
838,3212,2659650,6212,2659650
838,3212,2660120,6212,2660120
838,3212,2661120,6212,2661120
838,3212,2661340,6212,2661340
838,3212,2662150,6212,2662150
838,3212,2663150,6212,2663150
838,3212,2663610,6212,2663610
838,3212,2664610,6212,2664610
838,3212,2664830,6212,2664830
838,3212,2665640,6212,2665640
838,3212,2666110,6212,2666110
838,3212,2667110,6212,2667110
839,3220,2668110,6212,2668110
839,3220,2669110,6212,2669110
839,3220,2670110,6212,2670110
839,3220,2670920,6212,2670920
839,3220,2671390,6212,2671390
839,3220,2672390,6212,2672390
840,3228,2672860,6212,2672860
840,3228,2673860,6212,2673860
840,3228,2674670,6212,2674670
840,3228,2675140,6212,2675140
840,3228,2675950,6212,2675950
840,3228,2676950,6212,2676950
840,3228,2677950,6212,2677950
840,3228,2678540,6212,2678540
840,3228,2679540,6212,2679540
840,3228,2680350,6212,2680350
840,3228,2680820,6212,2680820
841,3236,2681820,6212,2681820
841,3236,2682280,6212,2682280
841,3236,2682510,6212,2682510
841,3236,2682980,6212,2682980
841,3236,2683450,6212,2683450
841,3236,2683910,6212,2683910
841,3236,2683910,6212,2683910
841,3236,2684230,6212,2684230
842,3244,2685040,6212,2685040
842,3244,2686040,6212,2686040
842,3244,2686510,6212,2686510
842,3244,2687510,6212,2687510
842,3244,2687510,6212,2687510
842,3244,2687980,6212,2687980
842,3244,2688450,6212,2688450
842,3244,2689260,6212,2689260
842,3244,2690260,6212,2690260
842,3244,2690730,6212,2690730
842,3244,2691730,6212,2691730
842,3244,2692540,6212,2692540
842,3244,2693350,6212,2693350
842,3244,2694000,6212,2694000
842,3244,2694460,6212,2694460
842,3244,2694780,6212,2694780
842,3244,2695590,6212,2695590
842,3244,2695590,6212,2695590
843,3252,2696050,6212,2696050
843,3252,2696860,6212,2696860
843,3252,2697670,6212,2697670
843,3252,2697900,6212,2697900
843,3252,2698900,6212,2698900
843,3252,2699900,6212,2699900
843,3252,2700710,6212,2700710
843,3252,2700710,6212,2700710
843,3252,2701710,6212,2701710
843,3252,2702150,6212,2702150
843,3252,2702380,6212,2702380
843,3252,2703190,6212,2703190
843,3252,2704000,6212,2704000
843,3252,2704470,6212,2704470
843,3252,2705280,6212,2705280
844,3260,2706280,6212,2706280
845,3268,2706740,6212,2706740
845,3268,2707210,6212,2707210
845,3268,2707210,6212,2707210
845,3268,2708020,6212,2708020
846,3276,2716020,6212,2716020
846,3276,2716490,6212,2716490
846,3276,2717490,6212,2717490
846,3276,2718490,6212,2718490
846,3276,2718960,6212,2718960
846,3276,2719430,6212,2719430
846,3276,2720080,6212,2720080
846,3276,2720890,6212,2720890
846,3276,2721480,6212,2721480
846,3276,2722290,6212,2722290
847,3284,2723100,6212,2723100
847,3284,2723910,6212,2723910
847,3284,2724460,6212,2724460
847,3284,2724680,6212,2724680
847,3284,2725680,6212,2725680
847,3284,2726680,6212,2726680
847,3284,2727000,6212,2727000
847,3284,2727000,6212,2727000
847,3284,2727000,6212,2727000
847,3284,2727810,6212,2727810
847,3284,2728810,6212,2728810
847,3284,2729460,6212,2729460
847,3284,2729930,6212,2729930
847,3284,2730740,6212,2730740
847,3284,2731210,6212,2731210
847,3284,2731530,6212,2731530
847,3284,2732530,6212,2732530
847,3284,2732530,6212,2732530
847,3284,2733000,6212,2733000
847,3284,2733810,6212,2733810
847,3284,2733810,6212,2733810
848,3292,2734620,6212,2734620
849,3300,2735620,6212,2735620
849,3300,2736430,6212,2736430
849,3300,2737080,6212,2737080
849,3300,2738080,6212,2738080
849,3300,2738300,6212,2738300
849,3300,2738950,6212,2738950
849,3300,2739760,6212,2739760
849,3300,2740760,6212,2740760
849,3300,2740980,6212,2740980
849,3300,2741790,6212,2741790
849,3300,2742260,6212,2742260
849,3300,2742490,6212,2742490
849,3300,2743490,6212,2743490
849,3300,2744300,6212,2744300
850,3308,2744950,6212,2744950
850,3308,2745950,6212,2745950
850,3308,2746420,6212,2746420
850,3308,2746890,6212,2746890
850,3308,2747890,6212,2747890
850,3308,2748360,6212,2748360
850,3308,2748820,6212,2748820
850,3308,2749630,6212,2749630
850,3308,2749790,6212,2749790
850,3308,2750600,6212,2750600
850,3308,2751410,6212,2751410
850,3308,2751880,6212,2751880
850,3308,2752350,6212,2752350
850,3308,2752350,6212,2752350
850,3308,2752670,6212,2752670
850,3308,2753480,6212,2753480
850,3308,2754480,6212,2754480
851,3316,2755290,6212,2755290
851,3316,2756290,6212,2756290
851,3316,2756940,6212,2756940
851,3316,2757410,6212,2757410
851,3316,2757730,6212,2757730
851,3316,2757730,6212,2757730
851,3316,2758540,6212,2758540
851,3316,2759540,6212,2759540
851,3316,2760350,6212,2760350
851,3316,2760940,6212,2760940
851,3316,2761410,6212,2761410
851,3316,2762220,6212,2762220
851,3316,2763030,6212,2763030
851,3316,2763350,6212,2763350
851,3316,2763350,6212,2763350
852,3324,2763900,6212,2763900
853,3332,2764900,6212,2764900
853,3332,2765550,6212,2765550
853,3332,2766360,6212,2766360
853,3332,2766360,6212,2766360
853,3332,2767360,6212,2767360
853,3332,2767520,6212,2767520
853,3332,2767990,6212,2767990
853,3332,2768150,6212,2768150
853,3332,2768960,6212,2768960
853,3332,2769960,6212,2769960
853,3332,2770960,6212,2770960
853,3332,2770960,6212,2770960
853,3332,2771960,6212,2771960
853,3332,2771960,6212,2771960
853,3332,2771960,6212,2771960
853,3332,2772770,6212,2772770
853,3332,2773770,6212,2773770
853,3332,2774240,6212,2774240
853,3332,2774240,6212,2774240
853,3332,2774560,6212,2774560
853,3332,2775370,6212,2775370
853,3332,2775370,6212,2775370
853,3332,2776370,6212,2776370
853,3332,2777180,6212,2777180
853,3332,2778180,6212,2778180
853,3332,2778340,6212,2778340
854,3340,2779340,6212,2779340
854,3340,2779810,6212,2779810
854,3340,2779810,6212,2779810
855,3348,2780620,6212,2780620
855,3348,2781620,6212,2781620
855,3348,2782430,6212,2782430
855,3348,2783430,6212,2783430
855,3348,2784430,6212,2784430
855,3348,2785430,6212,2785430
855,3348,2786430,6212,2786430
855,3348,2787430,6212,2787430
855,3348,2788240,6212,2788240
855,3348,2788240,6212,2788240
855,3348,2788560,6212,2788560
855,3348,2789560,6212,2789560
855,3348,2790030,6212,2790030
856,3356,2791030,6212,2791030
856,3356,2791840,6212,2791840
856,3356,2791840,6212,2791840
856,3356,2792160,6212,2792160
856,3356,2792970,6212,2792970
856,3356,2793780,6212,2793780
856,3356,2794100,6212,2794100
856,3356,2794330,6212,2794330
856,3356,2795140,6212,2795140
857,3364,2795610,6212,2795610
857,3364,2795610,6212,2795610
857,3364,2796080,6212,2796080
857,3364,2797080,6212,2797080
857,3364,2797890,6212,2797890
857,3364,2797890,6212,2797890
857,3364,2798540,6212,2798540
857,3364,2799350,6212,2799350
857,3364,2800160,6212,2800160
857,3364,2801160,6212,2801160
857,3364,2801160,6212,2801160
857,3364,2802160,6212,2802160
857,3364,2802480,6212,2802480
857,3364,2803480,6212,2803480
857,3364,2804130,6212,2804130
857,3364,2804480,6212,2804480
857,3364,2805290,6212,2805290
857,3364,2805760,6212,2805760
857,3364,2805990,6212,2805990
858,3372,2806540,6212,2806540
858,3372,2807540,6212,2807540
858,3372,2808350,6212,2808350
858,3372,2808940,6212,2808940
858,3372,2809940,6212,2809940
858,3372,2810750,6212,2810750
859,3380,2812750,6212,2812750
859,3380,2813210,6212,2813210
859,3380,2813210,6212,2813210
859,3380,2814210,6212,2814210
859,3380,2814680,6212,2814680
859,3380,2815000,6212,2815000
859,3380,2815000,6212,2815000
860,3388,2816000,6212,2816000
860,3388,2817000,6212,2817000
860,3388,2817810,6212,2817810
860,3388,2818620,6212,2818620
860,3388,2819620,6212,2819620
860,3388,2820430,6212,2820430
861,3396,2820900,6212,2820900
861,3396,2821710,6212,2821710
861,3396,2821710,6212,2821710
861,3396,2822520,6212,2822520
861,3396,2823520,6212,2823520
861,3396,2824520,6212,2824520
861,3396,2824990,6212,2824990
861,3396,2825800,6212,2825800
861,3396,2826030,6212,2826030
861,3396,2827030,6212,2827030
861,3396,2827840,6212,2827840
861,3396,2827840,6212,2827840
861,3396,2828840,6212,2828840
862,3404,2829840,6212,2829840
862,3404,2829840,6212,2829840
862,3404,2830000,6212,2830000
862,3404,2831000,6212,2831000
862,3404,2831470,6212,2831470
862,3404,2831790,6212,2831790
862,3404,2832790,6212,2832790
862,3404,2833110,6212,2833110
862,3404,2833700,6212,2833700
862,3404,2833700,6212,2833700
862,3404,2834350,6212,2834350
862,3404,2834820,6212,2834820
862,3404,2835820,6212,2835820
863,3412,2836290,6212,2836290
863,3412,2836290,6212,2836290
863,3412,2836760,6212,2836760
863,3412,2837570,6212,2837570
863,3412,2837570,6212,2837570
863,3412,2838380,6212,2838380
863,3412,2838930,6212,2838930
863,3412,2838930,6212,2838930
863,3412,2839580,6212,2839580
863,3412,2839900,6212,2839900
863,3412,2840710,6212,2840710
863,3412,2841180,6212,2841180
