ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu250-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1265-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
789,2820,2187380,6212,2187380
789,2820,2188190,6212,2188190
789,2820,2189000,6212,2189000
789,2820,2189000,6212,2189000
789,2820,2189460,6212,2189460
789,2820,2189460,6212,2189460
789,2820,2190460,6212,2190460
790,2828,2191270,6212,2191270
790,2828,2192080,6212,2192080
790,2828,2193080,6212,2193080
790,2828,2194080,6212,2194080
790,2828,2195080,6212,2195080
790,2828,2195550,6212,2195550
791,2836,2196550,6212,2196550
791,2836,2196550,6212,2196550
791,2836,2197550,6212,2197550
791,2836,2198200,6212,2198200
791,2836,2199200,6212,2199200
791,2836,2200200,6212,2200200
791,2836,2201200,6212,2201200
791,2836,2201670,6212,2201670
791,2836,2202670,6212,2202670
791,2836,2202670,6212,2202670
791,2836,2203670,6212,2203670
791,2836,2204140,6212,2204140
791,2836,2204140,6212,2204140
792,2844,2205140,6212,2205140
792,2844,2206140,6212,2206140
792,2844,2206950,6212,2206950
792,2844,2207950,6212,2207950
792,2844,2208320,6212,2208320
792,2844,2209320,6212,2209320
792,2844,2210130,6212,2210130
792,2844,2211130,6212,2211130
792,2844,2211130,6212,2211130
792,2844,2211780,6212,2211780
792,2844,2211780,6212,2211780
792,2844,2211780,6212,2211780
792,2844,2212780,6212,2212780
792,2844,2213780,6212,2213780
792,2844,2214100,6212,2214100
793,2852,2215100,6212,2215100
793,2852,2215100,6212,2215100
794,2860,2215750,6212,2215750
795,2868,2223750,6212,2223750
795,2868,2223750,6212,2223750
795,2868,2224560,6212,2224560
795,2868,2224880,6212,2224880
795,2868,2224880,6212,2224880
795,2868,2225880,6212,2225880
795,2868,2226100,6212,2226100
795,2868,2226100,6212,2226100
795,2868,2226750,6212,2226750
795,2868,2227750,6212,2227750
795,2868,2228750,6212,2228750
795,2868,2229750,6212,2229750
795,2868,2229980,6212,2229980
795,2868,2229980,6212,2229980
795,2868,2229980,6212,2229980
795,2868,2230980,6212,2230980
795,2868,2231980,6212,2231980
795,2868,2231980,6212,2231980
795,2868,2232790,6212,2232790
795,2868,2232790,6212,2232790
795,2868,2233790,6212,2233790
796,2876,2234790,6212,2234790
796,2876,2235260,6212,2235260
796,2876,2236260,6212,2236260
796,2876,2237260,6212,2237260
796,2876,2238070,6212,2238070
796,2876,2238070,6212,2238070
796,2876,2238540,6212,2238540
796,2876,2239350,6212,2239350
796,2876,2239350,6212,2239350
796,2876,2240160,6212,2240160
796,2876,2240160,6212,2240160
796,2876,2241160,6212,2241160
796,2876,2242160,6212,2242160
796,2876,2242160,6212,2242160
796,2876,2242160,6212,2242160
796,2876,2243160,6212,2243160
796,2876,2244160,6212,2244160
797,2884,2244970,6212,2244970
797,2884,2245440,6212,2245440
797,2884,2246440,6212,2246440
797,2884,2247250,6212,2247250
798,2892,2248250,6212,2248250
798,2892,2249250,6212,2249250
798,2892,2249250,6212,2249250
798,2892,2250060,6212,2250060
798,2892,2250870,6212,2250870
798,2892,2251330,6212,2251330
798,2892,2251330,6212,2251330
798,2892,2251330,6212,2251330
798,2892,2251330,6212,2251330
798,2892,2252330,6212,2252330
798,2892,2252330,6212,2252330
798,2892,2253330,6212,2253330
798,2892,2254330,6212,2254330
798,2892,2254800,6212,2254800
798,2892,2255610,6212,2255610
798,2892,2256610,6212,2256610
798,2892,2257420,6212,2257420
798,2892,2258420,6212,2258420
798,2892,2259420,6212,2259420
798,2892,2260420,6212,2260420
798,2892,2260650,6212,2260650
798,2892,2261110,6212,2261110
799,2900,2262110,6212,2262110
799,2900,2262110,6212,2262110
799,2900,2262330,6212,2262330
799,2900,2263330,6212,2263330
799,2900,2264330,6212,2264330
799,2900,2264330,6212,2264330
799,2900,2264800,6212,2264800
800,2908,2265350,6212,2265350
800,2908,2265350,6212,2265350
800,2908,2266160,6212,2266160
800,2908,2266810,6212,2266810
800,2908,2267810,6212,2267810
800,2908,2268180,6212,2268180
800,2908,2269180,6212,2269180
800,2908,2270180,6212,2270180
800,2908,2271180,6212,2271180
800,2908,2271650,6212,2271650
800,2908,2271650,6212,2271650
800,2908,2272120,6212,2272120
800,2908,2272930,6212,2272930
800,2908,2273930,6212,2273930
800,2908,2274930,6212,2274930
801,2916,2275930,6212,2275930
801,2916,2275930,6212,2275930
801,2916,2275930,6212,2275930
801,2916,2276930,6212,2276930
801,2916,2277740,6212,2277740
801,2916,2278210,6212,2278210
801,2916,2279210,6212,2279210
801,2916,2280210,6212,2280210
801,2916,2280860,6212,2280860
801,2916,2281860,6212,2281860
801,2916,2282860,6212,2282860
801,2916,2283180,6212,2283180
801,2916,2284180,6212,2284180
801,2916,2285180,6212,2285180
801,2916,2286180,6212,2286180
802,2924,2287180,6212,2287180
803,2932,2287990,6212,2287990
803,2932,2287990,6212,2287990
803,2932,2288640,6212,2288640
803,2932,2292640,6212,2292640
803,2932,2293450,6212,2293450
803,2932,2294260,6212,2294260
803,2932,2294260,6212,2294260
803,2932,2294910,6212,2294910
803,2932,2295720,6212,2295720
803,2932,2296720,6212,2296720
803,2932,2297530,6212,2297530
803,2932,2298000,6212,2298000
803,2932,2298470,6212,2298470
803,2932,2298470,6212,2298470
803,2932,2299470,6212,2299470
803,2932,2300470,6212,2300470
803,2932,2301470,6212,2301470
803,2932,2301700,6212,2301700
803,2932,2302700,6212,2302700
804,2940,2303510,6212,2303510
804,2940,2304320,6212,2304320
804,2940,2305130,6212,2305130
804,2940,2306130,6212,2306130
805,2948,2307130,6212,2307130
805,2948,2308130,6212,2308130
805,2948,2309130,6212,2309130
805,2948,2309130,6212,2309130
805,2948,2309130,6212,2309130
805,2948,2309130,6212,2309130
805,2948,2309940,6212,2309940
805,2948,2310940,6212,2310940
805,2948,2310940,6212,2310940
805,2948,2310940,6212,2310940
805,2948,2311940,6212,2311940
805,2948,2311940,6212,2311940
805,2948,2312940,6212,2312940
805,2948,2313750,6212,2313750
805,2948,2314220,6212,2314220
805,2948,2315220,6212,2315220
805,2948,2316220,6212,2316220
806,2956,2317220,6212,2317220
806,2956,2318030,6212,2318030
806,2956,2319030,6212,2319030
806,2956,2320030,6212,2320030
806,2956,2320350,6212,2320350
806,2956,2321350,6212,2321350
806,2956,2321350,6212,2321350
806,2956,2322160,6212,2322160
806,2956,2323160,6212,2323160
806,2956,2323810,6212,2323810
807,2964,2324270,6212,2324270
807,2964,2325270,6212,2325270
807,2964,2326270,6212,2326270
807,2964,2327270,6212,2327270
807,2964,2328270,6212,2328270
807,2964,2328270,6212,2328270
808,2972,2329270,6212,2329270
808,2972,2330080,6212,2330080
808,2972,2331080,6212,2331080
808,2972,2331550,6212,2331550
808,2972,2332200,6212,2332200
808,2972,2333010,6212,2333010
808,2972,2334010,6212,2334010
808,2972,2334330,6212,2334330
808,2972,2334650,6212,2334650
808,2972,2335020,6212,2335020
808,2972,2335250,6212,2335250
808,2972,2335720,6212,2335720
808,2972,2336190,6212,2336190
808,2972,2336190,6212,2336190
808,2972,2337000,6212,2337000
808,2972,2338000,6212,2338000
808,2972,2339000,6212,2339000
808,2972,2340000,6212,2340000
808,2972,2340590,6212,2340590
808,2972,2340820,6212,2340820
808,2972,2340980,6212,2340980
808,2972,2341980,6212,2341980
808,2972,2342980,6212,2342980
808,2972,2342980,6212,2342980
809,2980,2343980,6212,2343980
809,2980,2344450,6212,2344450
809,2980,2345450,6212,2345450
809,2980,2346450,6212,2346450
809,2980,2347450,6212,2347450
809,2980,2347820,6212,2347820
809,2980,2347820,6212,2347820
810,2988,2348290,6212,2348290
810,2988,2348290,6212,2348290
810,2988,2348290,6212,2348290
810,2988,2349290,6212,2349290
810,2988,2350290,6212,2350290
810,2988,2351290,6212,2351290
810,2988,2351290,6212,2351290
810,2988,2352290,6212,2352290
810,2988,2352290,6212,2352290
810,2988,2352660,6212,2352660
810,2988,2352660,6212,2352660
810,2988,2353470,6212,2353470
810,2988,2354280,6212,2354280
811,2996,2355280,6212,2355280
811,2996,2356280,6212,2356280
811,2996,2357280,6212,2357280
811,2996,2358280,6212,2358280
811,2996,2359280,6212,2359280
811,2996,2359280,6212,2359280
811,2996,2359600,6212,2359600
811,2996,2360600,6212,2360600
811,2996,2360920,6212,2360920
811,2996,2361730,6212,2361730
811,2996,2362730,6212,2362730
811,2996,2363200,6212,2363200
811,2996,2364200,6212,2364200
811,2996,2365010,6212,2365010
812,3004,2369010,6212,2369010
812,3004,2369480,6212,2369480
813,3012,2370480,6212,2370480
813,3012,2371480,6212,2371480
813,3012,2372480,6212,2372480
813,3012,2372480,6212,2372480
813,3012,2372950,6212,2372950
814,3020,2373760,6212,2373760
814,3020,2373760,6212,2373760
814,3020,2374310,6212,2374310
814,3020,2375310,6212,2375310
814,3020,2376310,6212,2376310
814,3020,2377310,6212,2377310
814,3020,2377310,6212,2377310
814,3020,2377530,6212,2377530
814,3020,2378340,6212,2378340
814,3020,2378990,6212,2378990
814,3020,2379990,6212,2379990
814,3020,2380990,6212,2380990
815,3028,2381990,6212,2381990
815,3028,2382800,6212,2382800
815,3028,2383800,6212,2383800
815,3028,2384120,6212,2384120
815,3028,2385120,6212,2385120
815,3028,2385230,6212,2385230
815,3028,2386230,6212,2386230
815,3028,2386230,6212,2386230
815,3028,2386450,6212,2386450
815,3028,2387450,6212,2387450
815,3028,2387450,6212,2387450
815,3028,2387920,6212,2387920
815,3028,2387920,6212,2387920
815,3028,2388920,6212,2388920
815,3028,2389390,6212,2389390
815,3028,2389390,6212,2389390
815,3028,2390390,6212,2390390
815,3028,2391390,6212,2391390
816,3036,2392390,6212,2392390
816,3036,2393390,6212,2393390
816,3036,2394200,6212,2394200
816,3036,2395200,6212,2395200
816,3036,2396010,6212,2396010
816,3036,2396330,6212,2396330
816,3036,2397330,6212,2397330
817,3044,2397980,6212,2397980
817,3044,2397980,6212,2397980
817,3044,2398980,6212,2398980
817,3044,2399980,6212,2399980
817,3044,2400980,6212,2400980
817,3044,2401300,6212,2401300
817,3044,2402300,6212,2402300
818,3052,2403300,6212,2403300
818,3052,2403300,6212,2403300
818,3052,2404110,6212,2404110
818,3052,2404920,6212,2404920
818,3052,2405150,6212,2405150
818,3052,2405960,6212,2405960
818,3052,2405960,6212,2405960
818,3052,2406420,6212,2406420
818,3052,2406420,6212,2406420
818,3052,2406890,6212,2406890
818,3052,2406890,6212,2406890
818,3052,2407890,6212,2407890
818,3052,2408890,6212,2408890
818,3052,2409700,6212,2409700
818,3052,2410700,6212,2410700
818,3052,2411700,6212,2411700
818,3052,2412700,6212,2412700
818,3052,2413020,6212,2413020
818,3052,2414020,6212,2414020
818,3052,2415020,6212,2415020
819,3060,2416020,6212,2416020
819,3060,2417020,6212,2417020
819,3060,2417020,6212,2417020
819,3060,2418020,6212,2418020
819,3060,2418830,6212,2418830
819,3060,2419830,6212,2419830
820,3068,2420640,6212,2420640
820,3068,2421450,6212,2421450
820,3068,2421820,6212,2421820
820,3068,2422290,6212,2422290
820,3068,2423290,6212,2423290
820,3068,2423760,6212,2423760
820,3068,2424760,6212,2424760
820,3068,2425230,6212,2425230
820,3068,2425700,6212,2425700
820,3068,2426510,6212,2426510
820,3068,2427510,6212,2427510
820,3068,2428510,6212,2428510
821,3076,2429510,6212,2429510
821,3076,2429510,6212,2429510
821,3076,2430320,6212,2430320
821,3076,2431320,6212,2431320
821,3076,2431970,6212,2431970
822,3084,2432520,6212,2432520
822,3084,2432520,6212,2432520
822,3084,2432990,6212,2432990
822,3084,2433640,6212,2433640
822,3084,2434290,6212,2434290
822,3084,2435290,6212,2435290
822,3084,2435290,6212,2435290
822,3084,2436290,6212,2436290
822,3084,2437290,6212,2437290
822,3084,2438290,6212,2438290
822,3084,2439290,6212,2439290
822,3084,2439520,6212,2439520
823,3092,2440520,6212,2440520
823,3092,2440840,6212,2440840
823,3092,2441840,6212,2441840
823,3092,2442840,6212,2442840
823,3092,2442840,6212,2442840
823,3092,2443840,6212,2443840
823,3092,2443840,6212,2443840
823,3092,2444840,6212,2444840
823,3092,2445490,6212,2445490
823,3092,2446490,6212,2446490
823,3092,2446960,6212,2446960
823,3092,2447430,6212,2447430
823,3092,2447430,6212,2447430
823,3092,2448430,6212,2448430
823,3092,2449240,6212,2449240
823,3092,2450240,6212,2450240
824,3100,2451240,6212,2451240
824,3100,2451240,6212,2451240
824,3100,2451240,6212,2451240
824,3100,2451240,6212,2451240
824,3100,2451470,6212,2451470
824,3100,2451470,6212,2451470
824,3100,2452470,6212,2452470
824,3100,2452470,6212,2452470
824,3100,2452790,6212,2452790
824,3100,2452790,6212,2452790
824,3100,2452790,6212,2452790
824,3100,2453440,6212,2453440
824,3100,2454440,6212,2454440
824,3100,2455440,6212,2455440
824,3100,2455900,6212,2455900
824,3100,2455900,6212,2455900
824,3100,2456900,6212,2456900
824,3100,2456900,6212,2456900
824,3100,2456900,6212,2456900
824,3100,2457900,6212,2457900
825,3108,2458220,6212,2458220
825,3108,2458870,6212,2458870
825,3108,2459240,6212,2459240
825,3108,2460240,6212,2460240
825,3108,2461240,6212,2461240
825,3108,2462240,6212,2462240
825,3108,2463050,6212,2463050
826,3116,2464050,6212,2464050
826,3116,2464860,6212,2464860
826,3116,2465860,6212,2465860
826,3116,2465860,6212,2465860
826,3116,2466860,6212,2466860
826,3116,2467860,6212,2467860
826,3116,2467860,6212,2467860
826,3116,2468860,6212,2468860
826,3116,2469860,6212,2469860
826,3116,2470860,6212,2470860
826,3116,2471330,6212,2471330
826,3116,2472140,6212,2472140
826,3116,2472950,6212,2472950
826,3116,2473420,6212,2473420
826,3116,2473880,6212,2473880
826,3116,2474880,6212,2474880
827,3124,2475880,6212,2475880
827,3124,2476690,6212,2476690
827,3124,2476690,6212,2476690
828,3132,2477500,6212,2477500
828,3132,2478500,6212,2478500
828,3132,2479310,6212,2479310
828,3132,2479780,6212,2479780
828,3132,2479780,6212,2479780
828,3132,2480100,6212,2480100
828,3132,2480260,6212,2480260
828,3132,2481260,6212,2481260
828,3132,2482070,6212,2482070
828,3132,2482070,6212,2482070
828,3132,2483070,6212,2483070
828,3132,2484070,6212,2484070
828,3132,2485070,6212,2485070
828,3132,2486070,6212,2486070
828,3132,2486440,6212,2486440
828,3132,2486920,6212,2486920
828,3132,2487920,6212,2487920
828,3132,2488390,6212,2488390
829,3140,2489390,6212,2489390
829,3140,2489860,6212,2489860
829,3140,2490860,6212,2490860
829,3140,2490860,6212,2490860
829,3140,2491670,6212,2491670
829,3140,2492670,6212,2492670
829,3140,2493670,6212,2493670
829,3140,2493670,6212,2493670
829,3140,2494480,6212,2494480
830,3148,2495290,6212,2495290
830,3148,2496290,6212,2496290
830,3148,2496290,6212,2496290
830,3148,2497290,6212,2497290
830,3148,2498290,6212,2498290
830,3148,2498610,6212,2498610
830,3148,2499420,6212,2499420
830,3148,2500420,6212,2500420
830,3148,2501230,6212,2501230
831,3156,2502230,6212,2502230
831,3156,2503230,6212,2503230
831,3156,2504230,6212,2504230
831,3156,2504880,6212,2504880
831,3156,2504880,6212,2504880
831,3156,2505880,6212,2505880
832,3164,2513880,6212,2513880
832,3164,2513880,6212,2513880
832,3164,2514690,6212,2514690
832,3164,2515690,6212,2515690
832,3164,2515690,6212,2515690
832,3164,2516690,6212,2516690
832,3164,2516690,6212,2516690
832,3164,2517690,6212,2517690
832,3164,2518690,6212,2518690
833,3172,2519690,6212,2519690
833,3172,2520240,6212,2520240
833,3172,2521240,6212,2521240
833,3172,2521240,6212,2521240
833,3172,2522240,6212,2522240
833,3172,2522240,6212,2522240
833,3172,2523240,6212,2523240
834,3180,2525240,6212,2525240
834,3180,2525710,6212,2525710
834,3180,2526180,6212,2526180
834,3180,2526180,6212,2526180
834,3180,2527180,6212,2527180
834,3180,2527180,6212,2527180
834,3180,2527990,6212,2527990
834,3180,2528990,6212,2528990
834,3180,2529990,6212,2529990
834,3180,2530310,6212,2530310
834,3180,2531310,6212,2531310
835,3188,2532120,6212,2532120
836,3196,2533120,6212,2533120
836,3196,2533120,6212,2533120
836,3196,2534120,6212,2534120
836,3196,2534120,6212,2534120
836,3196,2534590,6212,2534590
836,3196,2534910,6212,2534910
836,3196,2535130,6212,2535130
836,3196,2536130,6212,2536130
836,3196,2536500,6212,2536500
836,3196,2536500,6212,2536500
836,3196,2536500,6212,2536500
836,3196,2537500,6212,2537500
836,3196,2538500,6212,2538500
836,3196,2539500,6212,2539500
836,3196,2540500,6212,2540500
836,3196,2541310,6212,2541310
837,3204,2542310,6212,2542310
837,3204,2543310,6212,2543310
837,3204,2543310,6212,2543310
837,3204,2544310,6212,2544310
837,3204,2544310,6212,2544310
837,3204,2544900,6212,2544900
837,3204,2544900,6212,2544900
837,3204,2545710,6212,2545710
837,3204,2545710,6212,2545710
837,3204,2546710,6212,2546710
837,3204,2547360,6212,2547360
837,3204,2548360,6212,2548360
837,3204,2548680,6212,2548680
837,3204,2548680,6212,2548680
837,3204,2548680,6212,2548680
837,3204,2548680,6212,2548680
837,3204,2548680,6212,2548680
837,3204,2548680,6212,2548680
837,3204,2549680,6212,2549680
837,3204,2550680,6212,2550680
837,3204,2550680,6212,2550680
837,3204,2551680,6212,2551680
837,3204,2552150,6212,2552150
837,3204,2553150,6212,2553150
838,3212,2553960,6212,2553960
839,3220,2554960,6212,2554960
839,3220,2555960,6212,2555960
839,3220,2555960,6212,2555960
839,3220,2556770,6212,2556770
839,3220,2557770,6212,2557770
839,3220,2558770,6212,2558770
839,3220,2558770,6212,2558770
839,3220,2559770,6212,2559770
839,3220,2560240,6212,2560240
839,3220,2561240,6212,2561240
839,3220,2561710,6212,2561710
839,3220,2562710,6212,2562710
839,3220,2563710,6212,2563710
839,3220,2563710,6212,2563710
840,3228,2564710,6212,2564710
840,3228,2565710,6212,2565710
840,3228,2566710,6212,2566710
840,3228,2567710,6212,2567710
840,3228,2567710,6212,2567710
840,3228,2568710,6212,2568710
840,3228,2568710,6212,2568710
840,3228,2568870,6212,2568870
840,3228,2569680,6212,2569680
840,3228,2570680,6212,2570680
840,3228,2570680,6212,2570680
840,3228,2571000,6212,2571000
840,3228,2571000,6212,2571000
840,3228,2571470,6212,2571470
840,3228,2571790,6212,2571790
840,3228,2572790,6212,2572790
840,3228,2573790,6212,2573790
840,3228,2573790,6212,2573790
840,3228,2574600,6212,2574600
840,3228,2574920,6212,2574920
841,3236,2575920,6212,2575920
841,3236,2576920,6212,2576920
841,3236,2577920,6212,2577920
841,3236,2577920,6212,2577920
841,3236,2578390,6212,2578390
841,3236,2579390,6212,2579390
841,3236,2580040,6212,2580040
841,3236,2580040,6212,2580040
841,3236,2580040,6212,2580040
841,3236,2580040,6212,2580040
841,3236,2581040,6212,2581040
841,3236,2581040,6212,2581040
841,3236,2581040,6212,2581040
841,3236,2582040,6212,2582040
841,3236,2583040,6212,2583040
841,3236,2584040,6212,2584040
841,3236,2584360,6212,2584360
841,3236,2584830,6212,2584830
842,3244,2585830,6212,2585830
842,3244,2586830,6212,2586830
842,3244,2587300,6212,2587300
842,3244,2587300,6212,2587300
843,3252,2588110,6212,2588110
843,3252,2589110,6212,2589110
843,3252,2589110,6212,2589110
843,3252,2589920,6212,2589920
843,3252,2590920,6212,2590920
843,3252,2590920,6212,2590920
843,3252,2590920,6212,2590920
843,3252,2591730,6212,2591730
843,3252,2592540,6212,2592540
843,3252,2593540,6212,2593540
843,3252,2594010,6212,2594010
843,3252,2595010,6212,2595010
843,3252,2596010,6212,2596010
843,3252,2596240,6212,2596240
843,3252,2596470,6212,2596470
843,3252,2597470,6212,2597470
843,3252,2597470,6212,2597470
844,3260,2598470,6212,2598470
844,3260,2599470,6212,2599470
844,3260,2599940,6212,2599940
844,3260,2600750,6212,2600750
844,3260,2601750,6212,2601750
844,3260,2602750,6212,2602750
844,3260,2603750,6212,2603750
844,3260,2604210,6212,2604210
844,3260,2604210,6212,2604210
845,3268,2605210,6212,2605210
845,3268,2606210,6212,2606210
845,3268,2606210,6212,2606210
845,3268,2607020,6212,2607020
845,3268,2607020,6212,2607020
845,3268,2607020,6212,2607020
845,3268,2608020,6212,2608020
845,3268,2608020,6212,2608020
845,3268,2608020,6212,2608020
845,3268,2608480,6212,2608480
845,3268,2609480,6212,2609480
845,3268,2610480,6212,2610480
845,3268,2610480,6212,2610480
845,3268,2612480,6212,2612480
846,3276,2612710,6212,2612710
846,3276,2612710,6212,2612710
846,3276,2613710,6212,2613710
846,3276,2613710,6212,2613710
846,3276,2614520,6212,2614520
846,3276,2614520,6212,2614520
846,3276,2615520,6212,2615520
846,3276,2615520,6212,2615520
846,3276,2615520,6212,2615520
846,3276,2616520,6212,2616520
846,3276,2617170,6212,2617170
846,3276,2617170,6212,2617170
846,3276,2617980,6212,2617980
847,3284,2618980,6212,2618980
847,3284,2619440,6212,2619440
847,3284,2619440,6212,2619440
847,3284,2619910,6212,2619910
847,3284,2620380,6212,2620380
847,3284,2621190,6212,2621190
847,3284,2621510,6212,2621510
847,3284,2622510,6212,2622510
847,3284,2623510,6212,2623510
847,3284,2624320,6212,2624320
847,3284,2624320,6212,2624320
847,3284,2624790,6212,2624790
847,3284,2625790,6212,2625790
847,3284,2626790,6212,2626790
848,3292,2627440,6212,2627440
848,3292,2628440,6212,2628440
848,3292,2629440,6212,2629440
848,3292,2630440,6212,2630440
848,3292,2630440,6212,2630440
849,3300,2631440,6212,2631440
849,3300,2632440,6212,2632440
849,3300,2633440,6212,2633440
849,3300,2634440,6212,2634440
849,3300,2635440,6212,2635440
849,3300,2636440,6212,2636440
849,3300,2636440,6212,2636440
849,3300,2637250,6212,2637250
849,3300,2637710,6212,2637710
849,3300,2639710,6212,2639710
849,3300,2639710,6212,2639710
849,3300,2640030,6212,2640030
849,3300,2641030,6212,2641030
849,3300,2641680,6212,2641680
849,3300,2642490,6212,2642490
849,3300,2643490,6212,2643490
849,3300,2644300,6212,2644300
849,3300,2645110,6212,2645110
849,3300,2645110,6212,2645110
849,3300,2645110,6212,2645110
850,3308,2646110,6212,2646110
850,3308,2647110,6212,2647110
850,3308,2647920,6212,2647920
850,3308,2648390,6212,2648390
851,3316,2649200,6212,2649200
851,3316,2650010,6212,2650010
851,3316,2651010,6212,2651010
851,3316,2651820,6212,2651820
851,3316,2652280,6212,2652280
851,3316,2652280,6212,2652280
851,3316,2652280,6212,2652280
851,3316,2652280,6212,2652280
851,3316,2652600,6212,2652600
851,3316,2653600,6212,2653600
851,3316,2653600,6212,2653600
851,3316,2654070,6212,2654070
851,3316,2655070,6212,2655070
851,3316,2655540,6212,2655540
851,3316,2655540,6212,2655540
851,3316,2656010,6212,2656010
852,3324,2664010,6212,2664010
852,3324,2664820,6212,2664820
852,3324,2665140,6212,2665140
852,3324,2666140,6212,2666140
852,3324,2666140,6212,2666140
853,3332,2667140,6212,2667140
853,3332,2667950,6212,2667950
853,3332,2668950,6212,2668950
853,3332,2668950,6212,2668950
853,3332,2669760,6212,2669760
853,3332,2669760,6212,2669760
854,3340,2670410,6212,2670410
854,3340,2671220,6212,2671220
854,3340,2672030,6212,2672030
854,3340,2672030,6212,2672030
854,3340,2673030,6212,2673030
854,3340,2673030,6212,2673030
854,3340,2673030,6212,2673030
854,3340,2673140,6212,2673140
854,3340,2673690,6212,2673690
854,3340,2674690,6212,2674690
854,3340,2675690,6212,2675690
854,3340,2675690,6212,2675690
854,3340,2676690,6212,2676690
854,3340,2676690,6212,2676690
854,3340,2676920,6212,2676920
855,3348,2684920,6212,2684920
855,3348,2685920,6212,2685920
855,3348,2686920,6212,2686920
855,3348,2687920,6212,2687920
855,3348,2688150,6212,2688150
856,3356,2689150,6212,2689150
856,3356,2690150,6212,2690150
856,3356,2690150,6212,2690150
856,3356,2690150,6212,2690150
856,3356,2690150,6212,2690150
856,3356,2690620,6212,2690620
856,3356,2691620,6212,2691620
856,3356,2692620,6212,2692620
856,3356,2693620,6212,2693620
856,3356,2693620,6212,2693620
856,3356,2694620,6212,2694620
856,3356,2695620,6212,2695620
857,3364,2696620,6212,2696620
857,3364,2697620,6212,2697620
857,3364,2698620,6212,2698620
857,3364,2699620,6212,2699620
857,3364,2700620,6212,2700620
857,3364,2701620,6212,2701620
857,3364,2702620,6212,2702620
857,3364,2702780,6212,2702780
857,3364,2703250,6212,2703250
857,3364,2703250,6212,2703250
857,3364,2704250,6212,2704250
857,3364,2705250,6212,2705250
857,3364,2706250,6212,2706250
857,3364,2706840,6212,2706840
858,3372,2707840,6212,2707840
858,3372,2708210,6212,2708210
858,3372,2708210,6212,2708210
858,3372,2709210,6212,2709210
858,3372,2710210,6212,2710210
858,3372,2711210,6212,2711210
858,3372,2711860,6212,2711860
858,3372,2712860,6212,2712860
858,3372,2713860,6212,2713860
858,3372,2714090,6212,2714090
858,3372,2714410,6212,2714410
858,3372,2714410,6212,2714410
858,3372,2715410,6212,2715410
858,3372,2716410,6212,2716410
858,3372,2716410,6212,2716410
858,3372,2716410,6212,2716410
858,3372,2716960,6212,2716960
859,3380,2717960,6212,2717960
860,3388,2718770,6212,2718770
860,3388,2719770,6212,2719770
860,3388,2720420,6212,2720420
860,3388,2721420,6212,2721420
860,3388,2722420,6212,2722420
860,3388,2723230,6212,2723230
860,3388,2723700,6212,2723700
860,3388,2723700,6212,2723700
860,3388,2724170,6212,2724170
860,3388,2725170,6212,2725170
860,3388,2726170,6212,2726170
860,3388,2726330,6212,2726330
860,3388,2727330,6212,2727330
860,3388,2728330,6212,2728330
860,3388,2728330,6212,2728330
861,3396,2729330,6212,2729330
861,3396,2730330,6212,2730330
861,3396,2730490,6212,2730490
861,3396,2731300,6212,2731300
861,3396,2732300,6212,2732300
861,3396,2733300,6212,2733300
861,3396,2734300,6212,2734300
861,3396,2735300,6212,2735300
861,3396,2736110,6212,2736110
861,3396,2736580,6212,2736580
861,3396,2737580,6212,2737580
861,3396,2738050,6212,2738050
861,3396,2738050,6212,2738050
861,3396,2738520,6212,2738520
861,3396,2739520,6212,2739520
862,3404,2740520,6212,2740520
862,3404,2740750,6212,2740750
862,3404,2740750,6212,2740750
862,3404,2741750,6212,2741750
862,3404,2742750,6212,2742750
862,3404,2743210,6212,2743210
862,3404,2743210,6212,2743210
862,3404,2743210,6212,2743210
862,3404,2744210,6212,2744210
862,3404,2745210,6212,2745210
862,3404,2746210,6212,2746210
863,3412,2747020,6212,2747020
863,3412,2747480,6212,2747480
863,3412,2747480,6212,2747480
863,3412,2748480,6212,2748480
863,3412,2749480,6212,2749480
864,3420,2750480,6212,2750480
864,3420,2750800,6212,2750800
864,3420,2750800,6212,2750800
864,3420,2751800,6212,2751800
864,3420,2752120,6212,2752120
864,3420,2752670,6212,2752670
864,3420,2753220,6212,2753220
864,3420,2753220,6212,2753220
864,3420,2753220,6212,2753220
864,3420,2753380,6212,2753380
864,3420,2753750,6212,2753750
864,3420,2754750,6212,2754750
864,3420,2755750,6212,2755750
864,3420,2755750,6212,2755750
864,3420,2756070,6212,2756070
864,3420,2756070,6212,2756070
864,3420,2756880,6212,2756880
864,3420,2757350,6212,2757350
864,3420,2758350,6212,2758350
864,3420,2759000,6212,2759000
