ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_094e-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
706,2156,1954800,6212,1997200
706,2156,1955800,6212,1998200
706,2156,1956030,6212,1998430
706,2156,1957030,6212,1999430
706,2156,1957030,6212,2000430
706,2156,1957490,6212,2000890
706,2156,1957960,6212,2001360
706,2156,1958960,6212,2002360
706,2156,1959960,6212,2003360
706,2156,1960230,6212,2003630
706,2156,1960230,6212,2003630
706,2156,1961230,6212,2004630
706,2156,1961340,6212,2004740
706,2156,1961340,6212,2004740
707,2164,1962340,6212,2005740
707,2164,1963340,6212,2006740
707,2164,1964340,6212,2007740
707,2164,1964340,6212,2008210
707,2164,1965340,6212,2009210
707,2164,1966150,6212,2010020
707,2164,1967150,6212,2011020
707,2164,1967960,6212,2011830
707,2164,1968770,6212,2012640
707,2164,1969770,6212,2013640
707,2164,1970770,6212,2014640
707,2164,1971090,6212,2014960
707,2164,1971090,6212,2014960
707,2164,1972090,6212,2015960
707,2164,1972560,6212,2016430
707,2164,1973560,6212,2017430
708,2172,1974560,6212,2018430
708,2172,1975370,6212,2019240
708,2172,1975370,6212,2019240
708,2172,1976370,6212,2020240
708,2172,1977370,6212,2021240
708,2172,1977370,6212,2021240
708,2172,1978370,6212,2022240
708,2172,1979370,6212,2023240
708,2172,1980370,6212,2024240
708,2172,1980370,6212,2024240
708,2172,1981180,6212,2025050
709,2180,1982180,6212,2026050
709,2180,1983180,6212,2027050
709,2180,1984180,6212,2028050
709,2180,1985180,6212,2029050
709,2180,1985830,6212,2029700
709,2180,1986830,6212,2030700
709,2180,1987830,6212,2031700
710,2188,1988830,6212,2032700
710,2188,1989830,6212,2033700
710,2188,1989830,6212,2033700
710,2188,1990640,6212,2034510
710,2188,1991230,6212,2035100
710,2188,1992230,6212,2036100
710,2188,1993230,6212,2037100
710,2188,1994230,6212,2038100
710,2188,1994780,6212,2038650
710,2188,1995780,6212,2039650
711,2196,1996780,6212,2040650
711,2196,1997780,6212,2041650
711,2196,1997780,6212,2041650
711,2196,1998590,6212,2042460
711,2196,1999400,6212,2043270
711,2196,1999870,6212,2043740
711,2196,2000870,6212,2044740
711,2196,2001870,6212,2045740
711,2196,2002340,6212,2046210
711,2196,2002800,6212,2046670
712,2204,2003610,6212,2047480
712,2204,2004080,6212,2047950
712,2204,2004550,6212,2048420
712,2204,2005550,6212,2049420
712,2204,2006020,6212,2049890
712,2204,2007020,6212,2050890
712,2204,2007490,6212,2051360
712,2204,2007490,6212,2051360
712,2204,2008490,6212,2052360
712,2204,2008490,6212,2052360
712,2204,2009490,6212,2053360
713,2212,2010490,6212,2054360
713,2212,2011300,6212,2055170
713,2212,2012300,6212,2056170
713,2212,2012780,6212,2056650
713,2212,2013250,6212,2057120
713,2212,2013250,6212,2057120
713,2212,2014250,6212,2058120
713,2212,2014250,6212,2058120
713,2212,2018250,6212,2062120
713,2212,2018250,6212,2062120
714,2220,2018710,6212,2062580
714,2220,2018710,6212,2063580
714,2220,2019710,6212,2064580
714,2220,2020180,6212,2065050
714,2220,2020830,6212,2065700
714,2220,2021830,6212,2066700
714,2220,2022830,6212,2067700
714,2220,2023300,6212,2068170
714,2220,2024110,6212,2068980
714,2220,2024110,6212,2068980
714,2220,2024920,6212,2069790
714,2220,2024920,6212,2069790
714,2220,2025390,6212,2070260
715,2228,2026200,6212,2071070
715,2228,2027200,6212,2072070
715,2228,2028010,6212,2072880
715,2228,2028480,6212,2073350
715,2228,2028950,6212,2073820
715,2228,2029950,6212,2074820
715,2228,2030950,6212,2075820
715,2228,2031950,6212,2076820
715,2228,2032420,6212,2077290
715,2228,2032420,6212,2077290
715,2228,2032740,6212,2077610
715,2228,2033210,6212,2078080
716,2236,2033680,6212,2078550
716,2236,2034490,6212,2079360
716,2236,2034950,6212,2079820
716,2236,2035760,6212,2080630
716,2236,2036310,6212,2081180
716,2236,2037310,6212,2082180
716,2236,2038310,6212,2083180
716,2236,2039310,6212,2084180
716,2236,2039310,6212,2085180
716,2236,2040120,6212,2085990
716,2236,2040120,6212,2085990
716,2236,2040230,6212,2086100
717,2244,2040700,6212,2086570
717,2244,2041700,6212,2087570
717,2244,2042700,6212,2088570
717,2244,2043350,6212,2089220
717,2244,2044350,6212,2090220
717,2244,2044350,6212,2090220
717,2244,2044350,6212,2090220
717,2244,2044460,6212,2090330
717,2244,2045270,6212,2091140
717,2244,2045490,6212,2091360
717,2244,2046490,6212,2092360
717,2244,2046490,6212,2092360
717,2244,2046960,6212,2092830
717,2244,2047430,6212,2093300
718,2252,2048430,6212,2094300
718,2252,2049430,6212,2095300
718,2252,2050430,6212,2096300
718,2252,2051430,6212,2097300
718,2252,2052430,6212,2098300
718,2252,2053240,6212,2099110
718,2252,2054240,6212,2100110
718,2252,2055240,6212,2101110
718,2252,2055400,6212,2101270
719,2260,2055870,6212,2101740
719,2260,2056870,6212,2102740
719,2260,2056870,6212,2102740
719,2260,2057870,6212,2103740
719,2260,2057870,6212,2104390
719,2260,2057870,6212,2105200
719,2260,2058870,6212,2106200
719,2260,2058870,6212,2107200
719,2260,2059870,6212,2108200
719,2260,2060870,6212,2109200
719,2260,2061870,6212,2110200
719,2260,2062680,6212,2111010
719,2260,2063150,6212,2111480
720,2268,2063800,6212,2112130
720,2268,2064350,6212,2112680
720,2268,2064350,6212,2112910
720,2268,2065350,6212,2113910
720,2268,2066350,6212,2114910
721,2276,2074350,6212,2122910
721,2276,2075160,6212,2123720
721,2276,2076160,6212,2124720
721,2276,2077160,6212,2125720
721,2276,2077160,6212,2125720
721,2276,2078160,6212,2126720
722,2284,2079160,6212,2127720
722,2284,2080160,6212,2128720
722,2284,2080630,6212,2129190
722,2284,2081630,6212,2130190
722,2284,2081950,6212,2130510
722,2284,2082950,6212,2131510
722,2284,2083950,6212,2132510
722,2284,2084420,6212,2132980
722,2284,2085420,6212,2133980
722,2284,2086420,6212,2134980
723,2292,2087230,6212,2135790
723,2292,2088230,6212,2136790
723,2292,2089230,6212,2137790
723,2292,2089700,6212,2138260
723,2292,2089700,6212,2138260
723,2292,2090290,6212,2138850
723,2292,2091290,6212,2139850
723,2292,2091760,6212,2140320
723,2292,2091760,6212,2140320
723,2292,2092760,6212,2141320
723,2292,2093350,6212,2141910
724,2300,2094000,6212,2142560
724,2300,2094810,6212,2143370
724,2300,2094970,6212,2143530
724,2300,2094970,6212,2144180
724,2300,2094970,6212,2144180
724,2300,2095200,6212,2144410
724,2300,2096200,6212,2145410
724,2300,2096200,6212,2145410
724,2300,2096200,6212,2146410
724,2300,2096670,6212,2146880
724,2300,2097670,6212,2147880
724,2300,2098670,6212,2148880
724,2300,2099140,6212,2149350
724,2300,2099140,6212,2149670
724,2300,2099370,6212,2149900
724,2300,2099370,6212,2149900
724,2300,2099840,6212,2150370
724,2300,2099840,6212,2150370
724,2300,2100840,6212,2151370
724,2300,2101000,6212,2151530
725,2308,2102000,6212,2152530
725,2308,2102160,6212,2152690
725,2308,2102160,6212,2153340
725,2308,2103160,6212,2154340
725,2308,2103160,6212,2154340
725,2308,2103970,6212,2155150
725,2308,2104970,6212,2156150
725,2308,2105970,6212,2157150
725,2308,2106440,6212,2157620
725,2308,2107250,6212,2158430
725,2308,2108250,6212,2159430
726,2316,2109060,6212,2160240
727,2324,2110060,6212,2161240
727,2324,2111060,6212,2162240
727,2324,2112060,6212,2163240
727,2324,2113060,6212,2164240
727,2324,2113380,6212,2164560
727,2324,2114380,6212,2165560
727,2324,2114850,6212,2166030
727,2324,2115660,6212,2166840
727,2324,2115880,6212,2167060
727,2324,2116880,6212,2168060
727,2324,2116880,6212,2168060
727,2324,2117880,6212,2169060
727,2324,2118110,6212,2169290
727,2324,2118110,6212,2169290
727,2324,2119110,6212,2170290
727,2324,2119580,6212,2170760
727,2324,2119580,6212,2170760
727,2324,2120390,6212,2171570
727,2324,2120390,6212,2172570
727,2324,2121040,6212,2173220
727,2324,2121090,6212,2173270
727,2324,2122090,6212,2174270
727,2324,2122900,6212,2175080
727,2324,2123370,6212,2175550
727,2324,2124020,6212,2176200
727,2324,2124020,6212,2176200
728,2332,2125020,6212,2177200
728,2332,2125020,6212,2177200
728,2332,2126020,6212,2178200
728,2332,2127020,6212,2179200
728,2332,2127490,6212,2179670
728,2332,2128490,6212,2180670
728,2332,2129300,6212,2181480
728,2332,2130300,6212,2182480
728,2332,2131110,6212,2183290
728,2332,2132110,6212,2184290
729,2340,2133110,6212,2185290
729,2340,2133580,6212,2185760
729,2340,2133900,6212,2186080
729,2340,2134900,6212,2187080
729,2340,2135710,6212,2187890
729,2340,2136710,6212,2188890
729,2340,2137710,6212,2189890
729,2340,2138710,6212,2190890
729,2340,2138710,6212,2190890
730,2348,2139180,6212,2191360
730,2348,2140180,6212,2192360
730,2348,2141180,6212,2193360
730,2348,2141650,6212,2193830
730,2348,2141870,6212,2194050
730,2348,2142100,6212,2194280
730,2348,2143100,6212,2195280
730,2348,2143690,6212,2195870
730,2348,2144500,6212,2196680
730,2348,2145500,6212,2197680
730,2348,2145730,6212,2197910
731,2356,2146730,6212,2198910
731,2356,2147730,6212,2199910
731,2356,2148730,6212,2200910
731,2356,2149730,6212,2201910
731,2356,2149730,6212,2202910
731,2356,2149730,6212,2202910
731,2356,2150540,6212,2203720
731,2356,2151350,6212,2204530
731,2356,2152350,6212,2205530
731,2356,2152350,6212,2205530
731,2356,2153350,6212,2206530
731,2356,2153350,6212,2206530
732,2364,2154350,6212,2207530
732,2364,2154350,6212,2207530
732,2364,2155000,6212,2208180
732,2364,2155000,6212,2208180
732,2364,2156000,6212,2209180
732,2364,2156810,6212,2209990
732,2364,2157810,6212,2210990
732,2364,2158810,6212,2211990
732,2364,2159030,6212,2212210
732,2364,2160030,6212,2213210
732,2364,2161030,6212,2214210
733,2372,2162030,6212,2215210
733,2372,2163030,6212,2216210
733,2372,2163030,6212,2216210
733,2372,2163500,6212,2216680
733,2372,2164500,6212,2217680
733,2372,2164970,6212,2218150
733,2372,2165780,6212,2218960
733,2372,2166780,6212,2219960
733,2372,2166780,6212,2220960
733,2372,2167370,6212,2221550
733,2372,2168370,6212,2222550
734,2380,2169370,6212,2223550
734,2380,2170370,6212,2224550
734,2380,2171370,6212,2225550
734,2380,2172370,6212,2226550
734,2380,2172370,6212,2226550
734,2380,2173180,6212,2227360
735,2388,2174180,6212,2228360
735,2388,2174180,6212,2228360
735,2388,2175180,6212,2229360
735,2388,2176180,6212,2230360
735,2388,2176650,6212,2230830
735,2388,2177200,6212,2231380
735,2388,2178200,6212,2232380
735,2388,2179200,6212,2233380
735,2388,2180200,6212,2234380
735,2388,2180670,6212,2234850
735,2388,2181670,6212,2235850
735,2388,2182670,6212,2236850
736,2396,2183320,6212,2237500
736,2396,2183790,6212,2237970
736,2396,2183790,6212,2237970
736,2396,2184790,6212,2238970
736,2396,2185790,6212,2239970
736,2396,2186790,6212,2240970
736,2396,2187600,6212,2241780
736,2396,2187920,6212,2242100
736,2396,2188730,6212,2242910
736,2396,2188730,6212,2242910
736,2396,2189050,6212,2243230
736,2396,2190050,6212,2244230
736,2396,2190050,6212,2245230
736,2396,2190370,6212,2245550
737,2404,2190600,6212,2245780
737,2404,2190830,6212,2246010
737,2404,2191640,6212,2246820
737,2404,2192450,6212,2247630
737,2404,2193450,6212,2248630
737,2404,2193770,6212,2248950
737,2404,2194580,6212,2249760
737,2404,2195580,6212,2250760
737,2404,2196040,6212,2251220
737,2404,2197040,6212,2252220
737,2404,2197040,6212,2252220
738,2412,2198040,6212,2253220
738,2412,2198850,6212,2254030
738,2412,2199010,6212,2254190
738,2412,2200010,6212,2255190
738,2412,2200230,6212,2255410
738,2412,2201230,6212,2256410
738,2412,2201230,6212,2256410
738,2412,2201230,6212,2257410
738,2412,2201230,6212,2258060
738,2412,2202230,6212,2259060
738,2412,2202230,6212,2259060
738,2412,2203230,6212,2260060
738,2412,2204230,6212,2261060
738,2412,2205230,6212,2262060
738,2412,2205230,6212,2262060
739,2420,2205880,6212,2262710
739,2420,2206350,6212,2263180
739,2420,2207350,6212,2264180
739,2420,2208350,6212,2265180
739,2420,2208820,6212,2265650
739,2420,2209280,6212,2266110
739,2420,2209750,6212,2266580
739,2420,2210750,6212,2267580
739,2420,2211750,6212,2268580
740,2428,2212750,6212,2269580
740,2428,2213750,6212,2270580
740,2428,2213750,6212,2270580
740,2428,2214750,6212,2271580
740,2428,2214970,6212,2271800
740,2428,2214970,6212,2271800
740,2428,2215290,6212,2272120
740,2428,2216290,6212,2273120
740,2428,2216290,6212,2273120
740,2428,2216840,6212,2273670
740,2428,2217840,6212,2274670
740,2428,2218310,6212,2275140
741,2436,2219310,6212,2276140
741,2436,2220310,6212,2277140
741,2436,2221310,6212,2278140
741,2436,2221780,6212,2278610
741,2436,2222780,6212,2279610
741,2436,2223100,6212,2279930
741,2436,2224100,6212,2280930
741,2436,2224100,6212,2280930
741,2436,2225100,6212,2281930
741,2436,2225260,6212,2282090
741,2436,2225730,6212,2282560
742,2444,2226730,6212,2283560
742,2444,2226730,6212,2283560
742,2444,2226730,6212,2283560
742,2444,2227200,6212,2284030
742,2444,2228200,6212,2285030
742,2444,2228850,6212,2285680
742,2444,2229850,6212,2286680
742,2444,2230320,6212,2287150
742,2444,2231130,6212,2287960
742,2444,2232130,6212,2288960
742,2444,2232940,6212,2289770
742,2444,2233750,6212,2290580
743,2452,2234750,6212,2291580
743,2452,2235750,6212,2292580
743,2452,2236220,6212,2293050
743,2452,2237220,6212,2294050
743,2452,2238220,6212,2295050
743,2452,2238540,6212,2295370
743,2452,2238540,6212,2295370
743,2452,2239190,6212,2296020
743,2452,2240000,6212,2296830
743,2452,2240320,6212,2297150
744,2460,2241320,6212,2298150
744,2460,2242320,6212,2299150
744,2460,2243320,6212,2300150
744,2460,2244320,6212,2301150
744,2460,2244640,6212,2301470
744,2460,2244640,6212,2302470
744,2460,2244640,6212,2302470
744,2460,2245640,6212,2303470
744,2460,2245640,6212,2303470
744,2460,2246640,6212,2304470
744,2460,2247640,6212,2305470
744,2460,2248450,6212,2306280
745,2468,2249450,6212,2307280
745,2468,2250450,6212,2308280
745,2468,2250450,6212,2308280
745,2468,2250770,6212,2308600
745,2468,2251580,6212,2309410
745,2468,2252580,6212,2310410
745,2468,2253580,6212,2311410
745,2468,2254580,6212,2312410
745,2468,2255390,6212,2313220
745,2468,2255390,6212,2313220
746,2476,2256390,6212,2314220
746,2476,2256870,6212,2314700
746,2476,2257870,6212,2315700
746,2476,2258870,6212,2316700
746,2476,2259680,6212,2317510
746,2476,2260490,6212,2318320
746,2476,2261490,6212,2319320
747,2484,2262490,6212,2320320
747,2484,2263490,6212,2321320
747,2484,2264490,6212,2322320
747,2484,2265490,6212,2323320
747,2484,2266300,6212,2324130
747,2484,2266300,6212,2324130
747,2484,2267300,6212,2325130
747,2484,2268300,6212,2326130
747,2484,2269110,6212,2326940
747,2484,2270110,6212,2327940
747,2484,2270580,6212,2328410
747,2484,2270580,6212,2328410
748,2492,2271580,6212,2329410
748,2492,2272050,6212,2329880
748,2492,2273050,6212,2330880
748,2492,2273640,6212,2331470
748,2492,2273640,6212,2331470
748,2492,2274450,6212,2332280
748,2492,2275260,6212,2333090
748,2492,2275260,6212,2333090
748,2492,2275260,6212,2334090
748,2492,2275730,6212,2334560
748,2492,2275840,6212,2334670
748,2492,2276430,6212,2335260
748,2492,2277430,6212,2336260
749,2500,2278430,6212,2337260
749,2500,2278430,6212,2337260
749,2500,2279430,6212,2338260
749,2500,2280080,6212,2338910
749,2500,2280890,6212,2339720
749,2500,2281890,6212,2340720
749,2500,2282890,6212,2341720
749,2500,2283890,6212,2342720
749,2500,2284890,6212,2343720
750,2508,2285890,6212,2344720
750,2508,2286360,6212,2345190
750,2508,2287010,6212,2345840
751,2516,2291010,6212,2349840
751,2516,2291010,6212,2349840
751,2516,2291240,6212,2350070
751,2516,2291710,6212,2350540
751,2516,2292710,6212,2351540
751,2516,2292710,6212,2352540
751,2516,2292870,6212,2352700
751,2516,2293680,6212,2353510
751,2516,2294680,6212,2354510
751,2516,2294680,6212,2354980
751,2516,2295490,6212,2355790
751,2516,2296490,6212,2356790
751,2516,2296490,6212,2356790
751,2516,2297490,6212,2357790
752,2524,2298490,6212,2358790
752,2524,2298490,6212,2359250
752,2524,2299490,6212,2360250
752,2524,2299950,6212,2360710
752,2524,2300950,6212,2361710
752,2524,2300950,6212,2361710
752,2524,2301950,6212,2362710
752,2524,2302760,6212,2363520
752,2524,2302760,6212,2363520
752,2524,2303760,6212,2364520
752,2524,2304760,6212,2365520
752,2524,2305760,6212,2366520
752,2524,2306760,6212,2367520
752,2524,2307760,6212,2368520
752,2524,2307760,6212,2368520
753,2532,2308760,6212,2369520
753,2532,2308760,6212,2369520
753,2532,2308760,6212,2369520
753,2532,2309570,6212,2370330
753,2532,2310040,6212,2370800
753,2532,2310850,6212,2371610
753,2532,2311850,6212,2372610
753,2532,2312080,6212,2372840
753,2532,2312550,6212,2373310
753,2532,2312550,6212,2373310
753,2532,2312550,6212,2373780
753,2532,2313550,6212,2374780
753,2532,2314550,6212,2375780
753,2532,2315360,6212,2376590
754,2540,2316360,6212,2377590
754,2540,2317360,6212,2378590
754,2540,2318360,6212,2379590
754,2540,2319360,6212,2380590
754,2540,2319360,6212,2380590
754,2540,2319680,6212,2380910
754,2540,2320150,6212,2381380
754,2540,2320620,6212,2381850
754,2540,2321620,6212,2382850
754,2540,2321620,6212,2382850
754,2540,2322620,6212,2383850
754,2540,2323090,6212,2384320
754,2540,2323090,6212,2384320
755,2548,2323740,6212,2384970
755,2548,2324740,6212,2385970
755,2548,2325740,6212,2386970
755,2548,2326740,6212,2387970
755,2548,2327740,6212,2388970
755,2548,2328740,6212,2389970
755,2548,2329740,6212,2390970
755,2548,2329740,6212,2390970
756,2556,2330740,6212,2391970
756,2556,2330740,6212,2391970
756,2556,2331550,6212,2392780
756,2556,2332360,6212,2393590
756,2556,2333360,6212,2394590
756,2556,2334360,6212,2395590
756,2556,2334830,6212,2396060
756,2556,2335050,6212,2396280
756,2556,2336050,6212,2397280
756,2556,2336860,6212,2398090
756,2556,2336860,6212,2398090
756,2556,2336860,6212,2398320
756,2556,2337860,6212,2399320
757,2564,2338860,6212,2400320
757,2564,2339860,6212,2401320
757,2564,2340860,6212,2402320
757,2564,2341860,6212,2403320
757,2564,2342860,6212,2404320
757,2564,2343860,6212,2405320
757,2564,2343860,6212,2406130
757,2564,2344860,6212,2407130
757,2564,2344860,6212,2407600
757,2564,2345330,6212,2408070
758,2572,2346330,6212,2409070
758,2572,2346330,6212,2409070
758,2572,2346330,6212,2409070
758,2572,2346980,6212,2409720
758,2572,2347980,6212,2410720
758,2572,2348450,6212,2411190
758,2572,2349450,6212,2412190
758,2572,2350450,6212,2413190
758,2572,2350770,6212,2413510
758,2572,2351000,6212,2413740
758,2572,2352000,6212,2414740
758,2572,2353000,6212,2415740
758,2572,2353000,6212,2415740
759,2580,2354000,6212,2416740
759,2580,2355000,6212,2417740
759,2580,2355810,6212,2418550
759,2580,2356810,6212,2419550
759,2580,2357810,6212,2420550
759,2580,2358810,6212,2421550
759,2580,2359810,6212,2422550
759,2580,2360360,6212,2423100
760,2588,2361360,6212,2424100
760,2588,2362360,6212,2425100
760,2588,2362830,6212,2425570
760,2588,2362830,6212,2425570
760,2588,2363830,6212,2426570
760,2588,2364830,6212,2427570
760,2588,2364830,6212,2427570
760,2588,2365060,6212,2427800
760,2588,2366060,6212,2428800
760,2588,2366060,6212,2428800
760,2588,2366060,6212,2428800
760,2588,2366870,6212,2429610
760,2588,2367870,6212,2430610
761,2596,2368870,6212,2431610
761,2596,2369520,6212,2432260
761,2596,2369840,6212,2432580
761,2596,2369840,6212,2432580
761,2596,2370490,6212,2433230
761,2596,2371300,6212,2434040
761,2596,2371300,6212,2434040
761,2596,2372300,6212,2435040
761,2596,2372300,6212,2435040
761,2596,2372300,6212,2435200
761,2596,2373300,6212,2436200
761,2596,2373300,6212,2436200
761,2596,2373670,6212,2436570
761,2596,2373670,6212,2436570
761,2596,2374480,6212,2437380
761,2596,2374480,6212,2437380
761,2596,2374640,6212,2437540
762,2604,2375640,6212,2438540
762,2604,2376110,6212,2439010
762,2604,2376590,6212,2439490
762,2604,2377590,6212,2440490
762,2604,2377910,6212,2440810
763,2612,2378910,6212,2441810
763,2612,2379230,6212,2442130
763,2612,2379230,6212,2442940
763,2612,2380230,6212,2443940
763,2612,2380230,6212,2444940
763,2612,2381230,6212,2445940
763,2612,2382040,6212,2446750
763,2612,2383040,6212,2447750
763,2612,2384040,6212,2448750
763,2612,2384850,6212,2449560
763,2612,2384850,6212,2450370
763,2612,2385660,6212,2451180
763,2612,2386660,6212,2452180
763,2612,2386660,6212,2452770
763,2612,2387660,6212,2453770
763,2612,2388660,6212,2454770
763,2612,2388890,6212,2455000
763,2612,2389890,6212,2456000
763,2612,2389890,6212,2456000
763,2612,2389890,6212,2456000
764,2620,2390700,6212,2456810
764,2620,2391700,6212,2457810
764,2620,2392350,6212,2458460
764,2620,2392820,6212,2458930
764,2620,2393190,6212,2459300
764,2620,2394000,6212,2460110
764,2620,2394000,6212,2460430
764,2620,2395000,6212,2461430
764,2620,2395810,6212,2462240
764,2620,2396810,6212,2463240
765,2628,2397620,6212,2464050
765,2628,2398620,6212,2465050
765,2628,2399430,6212,2465860
765,2628,2399750,6212,2466180
765,2628,2400750,6212,2467180
765,2628,2401070,6212,2467500
765,2628,2402070,6212,2468500
765,2628,2402070,6212,2468500
765,2628,2402070,6212,2468500
765,2628,2402390,6212,2468820
765,2628,2403200,6212,2469630
765,2628,2403520,6212,2469950
765,2628,2404520,6212,2470950
766,2636,2405520,6212,2471950
766,2636,2405990,6212,2472420
766,2636,2405990,6212,2472420
766,2636,2406990,6212,2473420
766,2636,2406990,6212,2473890
766,2636,2407990,6212,2474890
766,2636,2408990,6212,2475890
766,2636,2409460,6212,2476360
766,2636,2410460,6212,2477360
766,2636,2410930,6212,2477830
766,2636,2411930,6212,2478830
767,2644,2412580,6212,2479480
767,2644,2413050,6212,2479950
767,2644,2413370,6212,2480270
767,2644,2414370,6212,2481270
767,2644,2415370,6212,2482270
767,2644,2415530,6212,2482430
767,2644,2416530,6212,2483430
767,2644,2417530,6212,2484430
767,2644,2418530,6212,2485430
767,2644,2419340,6212,2486240
768,2652,2419890,6212,2486790
768,2652,2420890,6212,2487790
768,2652,2421890,6212,2488790
768,2652,2421890,6212,2488790
768,2652,2422890,6212,2489790
768,2652,2423890,6212,2490790
768,2652,2424360,6212,2491260
768,2652,2425170,6212,2492070
768,2652,2425640,6212,2492540
768,2652,2426450,6212,2493350
768,2652,2426450,6212,2493350
769,2660,2427450,6212,2494350
769,2660,2428100,6212,2495000
769,2660,2428910,6212,2495810
769,2660,2429910,6212,2496810
769,2660,2430720,6212,2497620
769,2660,2431720,6212,2498620
769,2660,2432040,6212,2498940
769,2660,2433040,6212,2499940
769,2660,2433040,6212,2499940
769,2660,2433040,6212,2500940
769,2660,2434040,6212,2501940
770,2668,2434850,6212,2502750
770,2668,2435170,6212,2503070
770,2668,2436170,6212,2504070
770,2668,2436980,6212,2504880
770,2668,2437450,6212,2505350
770,2668,2437920,6212,2505820
770,2668,2438390,6212,2506290
770,2668,2438390,6212,2506290
770,2668,2439390,6212,2507290
770,2668,2439860,6212,2507760
770,2668,2440860,6212,2508760
770,2668,2441330,6212,2509230
770,2668,2442330,6212,2510230
771,2676,2442800,6212,2510700
771,2676,2442800,6212,2510700
771,2676,2442800,6212,2511250
771,2676,2443800,6212,2512250
771,2676,2444800,6212,2513250
771,2676,2445800,6212,2514250
771,2676,2446800,6212,2515250
771,2676,2447120,6212,2515570
771,2676,2448120,6212,2516570
771,2676,2448120,6212,2516570
771,2676,2448580,6212,2517030
771,2676,2449230,6212,2517680
772,2684,2450230,6212,2518680
772,2684,2451040,6212,2519490
772,2684,2451850,6212,2520300
772,2684,2451850,6212,2520300
772,2684,2452850,6212,2521300
772,2684,2453660,6212,2522110
772,2684,2454660,6212,2523110
772,2684,2455660,6212,2524110
772,2684,2456470,6212,2524920
772,2684,2457060,6212,2525510
773,2692,2458060,6212,2526510
773,2692,2459060,6212,2527510
773,2692,2459870,6212,2528320
773,2692,2460870,6212,2529320
773,2692,2461870,6212,2530320
773,2692,2462870,6212,2531320
773,2692,2463680,6212,2532130
773,2692,2464680,6212,2533130
774,2700,2465140,6212,2533590
774,2700,2466140,6212,2534590
774,2700,2466950,6212,2535400
774,2700,2467760,6212,2536210
774,2700,2468760,6212,2537210
774,2700,2468760,6212,2537210
774,2700,2468760,6212,2537210
774,2700,2469760,6212,2538210
774,2700,2470760,6212,2539210
774,2700,2471760,6212,2540210
774,2700,2472230,6212,2540680
774,2700,2473230,6212,2541680
774,2700,2474230,6212,2542680
774,2700,2474230,6212,2542790
774,2700,2475230,6212,2543790
774,2700,2476230,6212,2544790
774,2700,2477230,6212,2545790
774,2700,2478230,6212,2546790
774,2700,2478230,6212,2547790
774,2700,2478700,6212,2548260
775,2708,2479700,6212,2549260
775,2708,2480510,6212,2550070
775,2708,2480510,6212,2550440
775,2708,2480510,6212,2550910
775,2708,2480970,6212,2551370
775,2708,2481290,6212,2551690
775,2708,2481290,6212,2551690
775,2708,2481290,6212,2551690
775,2708,2481450,6212,2551850
775,2708,2481450,6212,2551850
775,2708,2482450,6212,2552850
775,2708,2482450,6212,2553660
775,2708,2483450,6212,2554660
775,2708,2484450,6212,2555660
775,2708,2484450,6212,2555660
775,2708,2484450,6212,2556660
775,2708,2484920,6212,2557130
775,2708,2485920,6212,2558130
776,2716,2486390,6212,2558600
776,2716,2486390,6212,2558600
776,2716,2486390,6212,2558600
776,2716,2487390,6212,2559600
776,2716,2487860,6212,2560070
776,2716,2487860,6212,2560070
776,2716,2488090,6212,2560300
776,2716,2489090,6212,2561300
776,2716,2489090,6212,2561300
776,2716,2489900,6212,2562110
776,2716,2490900,6212,2563110
776,2716,2490900,6212,2563430
776,2716,2491370,6212,2563900
776,2716,2492370,6212,2564900
776,2716,2492370,6212,2564900
776,2716,2493370,6212,2565900
776,2716,2493920,6212,2566450
776,2716,2493920,6212,2566450
776,2716,2493920,6212,2566450
777,2724,2494390,6212,2566920
777,2724,2494390,6212,2567920
777,2724,2494390,6212,2567920
777,2724,2495390,6212,2568920
777,2724,2496200,6212,2569730
777,2724,2496200,6212,2570540
777,2724,2496200,6212,2570540
777,2724,2497200,6212,2571540
777,2724,2498200,6212,2572540
777,2724,2498670,6212,2573010
777,2724,2499670,6212,2574010
777,2724,2500670,6212,2575010
777,2724,2501140,6212,2575480
777,2724,2501140,6212,2575480
777,2724,2501460,6212,2575800
777,2724,2501460,6212,2575800
777,2724,2501460,6212,2575800
778,2732,2502270,6212,2576610
778,2732,2502750,6212,2577090
778,2732,2502750,6212,2577320
778,2732,2503750,6212,2578320
778,2732,2503750,6212,2578320
778,2732,2504750,6212,2579320
778,2732,2505750,6212,2580320
778,2732,2505910,6212,2580480
778,2732,2505910,6212,2581480
