ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
980,4348,4017230,6212,4017230
980,4348,4018040,6212,4018040
980,4348,4019040,6212,4019040
980,4348,4019040,6212,4019040
980,4348,4019510,6212,4019510
980,4348,4020320,6212,4020320
981,4356,4021130,6212,4021130
981,4356,4022130,6212,4022130
981,4356,4023130,6212,4023130
981,4356,4024130,6212,4024130
981,4356,4024130,6212,4024130
981,4356,4025130,6212,4025130
981,4356,4026130,6212,4026130
981,4356,4026600,6212,4026600
981,4356,4027600,6212,4027600
982,4364,4028600,6212,4028600
982,4364,4029600,6212,4029600
982,4364,4029600,6212,4029600
982,4364,4030600,6212,4030600
982,4364,4031600,6212,4031600
982,4364,4031600,6212,4031600
982,4364,4032600,6212,4032600
982,4364,4032830,6212,4032830
982,4364,4033830,6212,4033830
982,4364,4034150,6212,4034150
982,4364,4034150,6212,4034150
982,4364,4034620,6212,4034620
982,4364,4034620,6212,4034620
982,4364,4035090,6212,4035090
983,4372,4035410,6212,4035410
983,4372,4036410,6212,4036410
983,4372,4037410,6212,4037410
983,4372,4037410,6212,4037410
983,4372,4038410,6212,4038410
983,4372,4038410,6212,4038410
983,4372,4039410,6212,4039410
983,4372,4040410,6212,4040410
983,4372,4040730,6212,4040730
983,4372,4041730,6212,4041730
983,4372,4041730,6212,4041730
983,4372,4041730,6212,4041730
983,4372,4042730,6212,4042730
983,4372,4043730,6212,4043730
984,4380,4044730,6212,4044730
984,4380,4045050,6212,4045050
984,4380,4045050,6212,4045050
984,4380,4045050,6212,4045050
984,4380,4046050,6212,4046050
984,4380,4047050,6212,4047050
984,4380,4047050,6212,4047050
984,4380,4047050,6212,4047050
984,4380,4048050,6212,4048050
984,4380,4049050,6212,4049050
984,4380,4050050,6212,4050050
984,4380,4050860,6212,4050860
985,4388,4051860,6212,4051860
985,4388,4052860,6212,4052860
985,4388,4053670,6212,4053670
985,4388,4053990,6212,4053990
985,4388,4054310,6212,4054310
985,4388,4055310,6212,4055310
985,4388,4057310,6212,4057310
985,4388,4057630,6212,4057630
985,4388,4058630,6212,4058630
986,4396,4059630,6212,4059630
986,4396,4060630,6212,4060630
986,4396,4060630,6212,4060630
986,4396,4060860,6212,4060860
986,4396,4061670,6212,4061670
986,4396,4062140,6212,4062140
986,4396,4062610,6212,4062610
986,4396,4063420,6212,4063420
986,4396,4064420,6212,4064420
986,4396,4065420,6212,4065420
986,4396,4066420,6212,4066420
987,4404,4068420,6212,4068420
987,4404,4068890,6212,4068890
987,4404,4069890,6212,4069890
987,4404,4069890,6212,4069890
987,4404,4070890,6212,4070890
987,4404,4071890,6212,4071890
987,4404,4072480,6212,4072480
987,4404,4072950,6212,4072950
988,4412,4073760,6212,4073760
988,4412,4073990,6212,4073990
988,4412,4074990,6212,4074990
988,4412,4075990,6212,4075990
988,4412,4076990,6212,4076990
988,4412,4077990,6212,4077990
988,4412,4078990,6212,4078990
988,4412,4079990,6212,4079990
988,4412,4080310,6212,4080310
988,4412,4080630,6212,4080630
988,4412,4081100,6212,4081100
988,4412,4082100,6212,4082100
988,4412,4082100,6212,4082100
988,4412,4082100,6212,4082100
989,4420,4083100,6212,4083100
989,4420,4083910,6212,4083910
989,4420,4085910,6212,4085910
989,4420,4086380,6212,4086380
989,4420,4087380,6212,4087380
989,4420,4088380,6212,4088380
989,4420,4089380,6212,4089380
990,4428,4090190,6212,4090190
990,4428,4090190,6212,4090190
990,4428,4091190,6212,4091190
990,4428,4092190,6212,4092190
990,4428,4093190,6212,4093190
990,4428,4094190,6212,4094190
990,4428,4094190,6212,4094190
990,4428,4095190,6212,4095190
990,4428,4095510,6212,4095510
990,4428,4096510,6212,4096510
990,4428,4097160,6212,4097160
991,4436,4098160,6212,4098160
991,4436,4099160,6212,4099160
991,4436,4100160,6212,4100160
992,4444,4104160,6212,4104160
992,4444,4104160,6212,4104160
992,4444,4105160,6212,4105160
992,4444,4106160,6212,4106160
992,4444,4107160,6212,4107160
992,4444,4108160,6212,4108160
992,4444,4109160,6212,4109160
992,4444,4110160,6212,4110160
992,4444,4110810,6212,4110810
993,4452,4111810,6212,4111810
993,4452,4112810,6212,4112810
993,4452,4113030,6212,4113030
993,4452,4113030,6212,4113030
993,4452,4113030,6212,4113030
993,4452,4114030,6212,4114030
993,4452,4115030,6212,4115030
993,4452,4115500,6212,4115500
993,4452,4116150,6212,4116150
993,4452,4117150,6212,4117150
993,4452,4117620,6212,4117620
993,4452,4117620,6212,4117620
994,4460,4118620,6212,4118620
994,4460,4119430,6212,4119430
994,4460,4119430,6212,4119430
994,4460,4119900,6212,4119900
994,4460,4119900,6212,4119900
994,4460,4120900,6212,4120900
994,4460,4121900,6212,4121900
994,4460,4122900,6212,4122900
994,4460,4123900,6212,4123900
994,4460,4124900,6212,4124900
995,4468,4125710,6212,4125710
995,4468,4126710,6212,4126710
995,4468,4127710,6212,4127710
995,4468,4128710,6212,4128710
995,4468,4129360,6212,4129360
995,4468,4130360,6212,4130360
995,4468,4131360,6212,4131360
995,4468,4131910,6212,4131910
996,4476,4132720,6212,4132720
996,4476,4133040,6212,4133040
996,4476,4133040,6212,4133040
996,4476,4133850,6212,4133850
996,4476,4134850,6212,4134850
996,4476,4135010,6212,4135010
996,4476,4135480,6212,4135480
996,4476,4135850,6212,4135850
996,4476,4136660,6212,4136660
996,4476,4137130,6212,4137130
996,4476,4138130,6212,4138130
996,4476,4138130,6212,4138130
996,4476,4138590,6212,4138590
996,4476,4139590,6212,4139590
997,4484,4140400,6212,4140400
997,4484,4141400,6212,4141400
997,4484,4142050,6212,4142050
997,4484,4143050,6212,4143050
997,4484,4144050,6212,4144050
997,4484,4144050,6212,4144050
998,4492,4152050,6212,4152050
998,4492,4152510,6212,4152510
998,4492,4152980,6212,4152980
998,4492,4152980,6212,4152980
998,4492,4153980,6212,4153980
998,4492,4154980,6212,4154980
999,4500,4155980,6212,4155980
999,4500,4156980,6212,4156980
999,4500,4157300,6212,4157300
999,4500,4158300,6212,4158300
999,4500,4159300,6212,4159300
999,4500,4160300,6212,4160300
999,4500,4161300,6212,4161300
999,4500,4161890,6212,4161890
999,4500,4162890,6212,4162890
1000,4508,4163890,6212,4163890
1000,4508,4163890,6212,4163890
1000,4508,4164370,6212,4164370
1000,4508,4164370,6212,4164370
1000,4508,4165370,6212,4165370
1000,4508,4166020,6212,4166020
1000,4508,4166490,6212,4166490
1000,4508,4166600,6212,4166600
1000,4508,4166600,6212,4166600
1000,4508,4167600,6212,4167600
1000,4508,4168600,6212,4168600
1000,4508,4169410,6212,4169410
1000,4508,4170410,6212,4170410
1001,4516,4171410,6212,4171410
1001,4516,4172410,6212,4172410
1001,4516,4173410,6212,4173410
1001,4516,4173460,6212,4173460
1001,4516,4174460,6212,4174460
1001,4516,4175460,6212,4175460
1001,4516,4176010,6212,4176010
1001,4516,4177010,6212,4177010
1001,4516,4177330,6212,4177330
1001,4516,4177800,6212,4177800
1001,4516,4177800,6212,4177800
1002,4524,4178800,6212,4178800
1002,4524,4179450,6212,4179450
1002,4524,4180450,6212,4180450
1002,4524,4181260,6212,4181260
1002,4524,4181720,6212,4181720
1002,4524,4182530,6212,4182530
1002,4524,4183530,6212,4183530
1002,4524,4184530,6212,4184530
1003,4532,4185530,6212,4185530
1003,4532,4185530,6212,4185530
1003,4532,4186530,6212,4186530
1003,4532,4187000,6212,4187000
1003,4532,4187000,6212,4187000
1003,4532,4187470,6212,4187470
1003,4532,4188280,6212,4188280
1004,4540,4196280,6212,4196280
1004,4540,4196930,6212,4196930
1004,4540,4197740,6212,4197740
1004,4540,4198740,6212,4198740
1004,4540,4199740,6212,4199740
1005,4548,4200740,6212,4200740
1005,4548,4201740,6212,4201740
1005,4548,4202390,6212,4202390
1005,4548,4202620,6212,4202620
1005,4548,4203620,6212,4203620
1005,4548,4204430,6212,4204430
1005,4548,4205430,6212,4205430
1006,4556,4213430,6212,4213430
1006,4556,4214430,6212,4214430
1006,4556,4214430,6212,4214430
1006,4556,4215430,6212,4215430
1006,4556,4215430,6212,4215430
1006,4556,4215430,6212,4215430
1007,4564,4216430,6212,4216430
1007,4564,4216650,6212,4216650
1007,4564,4217120,6212,4217120
1007,4564,4217120,6212,4217120
1007,4564,4217930,6212,4217930
1007,4564,4218930,6212,4218930
1007,4564,4219930,6212,4219930
1007,4564,4220580,6212,4220580
1007,4564,4221050,6212,4221050
1007,4564,4222050,6212,4222050
1007,4564,4222050,6212,4222050
1008,4572,4223050,6212,4223050
1008,4572,4223050,6212,4223050
1008,4572,4224050,6212,4224050
1008,4572,4224860,6212,4224860
1008,4572,4224860,6212,4224860
1008,4572,4225020,6212,4225020
1008,4572,4226020,6212,4226020
1008,4572,4226020,6212,4226020
1008,4572,4227020,6212,4227020
1008,4572,4228020,6212,4228020
1008,4572,4229020,6212,4229020
1008,4572,4229020,6212,4229020
1008,4572,4229340,6212,4229340
1008,4572,4229810,6212,4229810
1008,4572,4230810,6212,4230810
1009,4580,4231810,6212,4231810
1009,4580,4232270,6212,4232270
1009,4580,4232590,6212,4232590
1009,4580,4233400,6212,4233400
1009,4580,4233400,6212,4233400
1009,4580,4234400,6212,4234400
1009,4580,4234770,6212,4234770
1010,4588,4242770,6212,4242770
1010,4588,4243580,6212,4243580
1010,4588,4243580,6212,4243580
1010,4588,4243580,6212,4243580
1010,4588,4244580,6212,4244580
1010,4588,4245580,6212,4245580
1010,4588,4246390,6212,4246390
1010,4588,4246860,6212,4246860
1011,4596,4247860,6212,4247860
1011,4596,4248860,6212,4248860
1011,4596,4249180,6212,4249180
1011,4596,4249500,6212,4249500
1011,4596,4249820,6212,4249820
1011,4596,4250820,6212,4250820
1011,4596,4250820,6212,4250820
1011,4596,4251820,6212,4251820
1012,4604,4259820,6212,4259820
1012,4604,4260820,6212,4260820
1012,4604,4261820,6212,4261820
1012,4604,4262630,6212,4262630
1013,4612,4263630,6212,4263630
1013,4612,4264100,6212,4264100
1013,4612,4265100,6212,4265100
1013,4612,4265570,6212,4265570
1013,4612,4265800,6212,4265800
1013,4612,4266800,6212,4266800
1013,4612,4267450,6212,4267450
1014,4620,4275450,6212,4275450
1014,4620,4276450,6212,4276450
1014,4620,4277450,6212,4277450
1014,4620,4278450,6212,4278450
1015,4628,4279260,6212,4279260
1015,4628,4280260,6212,4280260
1015,4628,4281070,6212,4281070
1015,4628,4281880,6212,4281880
1015,4628,4282880,6212,4282880
1015,4628,4283530,6212,4283530
1015,4628,4284530,6212,4284530
1015,4628,4285530,6212,4285530
1016,4636,4286530,6212,4286530
1016,4636,4287340,6212,4287340
1016,4636,4288150,6212,4288150
1016,4636,4288150,6212,4288150
1017,4644,4296150,6212,4296150
1017,4644,4297150,6212,4297150
1017,4644,4298150,6212,4298150
1017,4644,4298700,6212,4298700
1017,4644,4299700,6212,4299700
1017,4644,4300700,6212,4300700
1018,4652,4301160,6212,4301160
1018,4652,4301630,6212,4301630
1018,4652,4302630,6212,4302630
1018,4652,4303090,6212,4303090
1018,4652,4303410,6212,4303410
1018,4652,4304410,6212,4304410
1018,4652,4304730,6212,4304730
1018,4652,4305730,6212,4305730
1018,4652,4306200,6212,4306200
1018,4652,4307200,6212,4307200
1018,4652,4307200,6212,4307200
1018,4652,4307670,6212,4307670
1018,4652,4308670,6212,4308670
1019,4660,4309670,6212,4309670
1019,4660,4310320,6212,4310320
1019,4660,4311130,6212,4311130
1019,4660,4311940,6212,4311940
1019,4660,4311940,6212,4311940
1019,4660,4312940,6212,4312940
1019,4660,4313940,6212,4313940
1020,4668,4321940,6212,4321940
1020,4668,4322750,6212,4322750
1020,4668,4322750,6212,4322750
1020,4668,4323560,6212,4323560
1021,4676,4324560,6212,4324560
1021,4676,4325370,6212,4325370
1021,4676,4326370,6212,4326370
1021,4676,4327180,6212,4327180
1021,4676,4327990,6212,4327990
1022,4684,4335990,6212,4335990
1022,4684,4336990,6212,4336990
1022,4684,4337990,6212,4337990
1022,4684,4338450,6212,4338450
1022,4684,4339450,6212,4339450
1022,4684,4339450,6212,4339450
1023,4692,4340450,6212,4340450
1023,4692,4341450,6212,4341450
1023,4692,4342450,6212,4342450
1023,4692,4343260,6212,4343260
1023,4692,4344260,6212,4344260
1023,4692,4344260,6212,4344260
1024,4700,4352260,6212,4352260
1024,4700,4353070,6212,4353070
1024,4700,4353070,6212,4353070
1024,4700,4354070,6212,4354070
1024,4700,4355070,6212,4355070
1025,4708,4356070,6212,4356070
1025,4708,4357070,6212,4357070
1025,4708,4358070,6212,4358070
1025,4708,4359070,6212,4359070
1025,4708,4360070,6212,4360070
1025,4708,4361070,6212,4361070
1025,4708,4362070,6212,4362070
1025,4708,4362070,6212,4362070
1025,4708,4362880,6212,4362880
1025,4708,4362880,6212,4362880
1026,4716,4366880,6212,4366880
1026,4716,4367350,6212,4367350
1026,4716,4368350,6212,4368350
1026,4716,4370350,6212,4370350
1026,4716,4370820,6212,4370820
1026,4716,4370820,6212,4370820
1027,4724,4371820,6212,4371820
1027,4724,4372820,6212,4372820
1027,4724,4373290,6212,4373290
1027,4724,4374100,6212,4374100
1027,4724,4374570,6212,4374570
1027,4724,4374570,6212,4374570
1027,4724,4375570,6212,4375570
1027,4724,4376040,6212,4376040
1027,4724,4377040,6212,4377040
1027,4724,4377510,6212,4377510
1027,4724,4377970,6212,4377970
1028,4732,4378440,6212,4378440
1028,4732,4378910,6212,4378910
1028,4732,4379230,6212,4379230
1028,4732,4379700,6212,4379700
1028,4732,4380250,6212,4380250
1028,4732,4381250,6212,4381250
1028,4732,4382250,6212,4382250
1028,4732,4382250,6212,4382250
1029,4740,4390250,6212,4390250
1029,4740,4391250,6212,4391250
1029,4740,4391720,6212,4391720
1029,4740,4392720,6212,4392720
1030,4748,4393720,6212,4393720
1030,4748,4394190,6212,4394190
1030,4748,4395190,6212,4395190
1031,4756,4403190,6212,4403190
1031,4756,4403510,6212,4403510
1031,4756,4404510,6212,4404510
1031,4756,4405510,6212,4405510
1031,4756,4405510,6212,4405510
1031,4756,4406510,6212,4406510
1031,4756,4406980,6212,4406980
1031,4756,4406980,6212,4406980
1031,4756,4407300,6212,4407300
1031,4756,4408300,6212,4408300
1031,4756,4409110,6212,4409110
1031,4756,4409340,6212,4409340
1032,4764,4410340,6212,4410340
1032,4764,4411340,6212,4411340
1032,4764,4412340,6212,4412340
1032,4764,4413150,6212,4413150
1032,4764,4414150,6212,4414150
1032,4764,4415150,6212,4415150
1032,4764,4415150,6212,4415150
1032,4764,4416150,6212,4416150
1032,4764,4416470,6212,4416470
1032,4764,4416740,6212,4416740
1032,4764,4417220,6212,4417220
1033,4772,4418220,6212,4418220
1033,4772,4418870,6212,4418870
1033,4772,4419870,6212,4419870
1033,4772,4420870,6212,4420870
1033,4772,4421340,6212,4421340
1033,4772,4422340,6212,4422340
1033,4772,4422990,6212,4422990
1033,4772,4422990,6212,4422990
1033,4772,4423990,6212,4423990
1034,4780,4424990,6212,4424990
1034,4780,4425640,6212,4425640
1034,4780,4426640,6212,4426640
1034,4780,4426640,6212,4426640
1034,4780,4427640,6212,4427640
1034,4780,4431640,6212,4431640
1035,4788,4432640,6212,4432640
1035,4788,4433640,6212,4433640
1035,4788,4434640,6212,4434640
1035,4788,4435450,6212,4435450
1035,4788,4436450,6212,4436450
1035,4788,4437450,6212,4437450
1035,4788,4438450,6212,4438450
1035,4788,4438920,6212,4438920
1035,4788,4438920,6212,4438920
1035,4788,4439920,6212,4439920
1036,4796,4440920,6212,4440920
1036,4796,4441920,6212,4441920
1036,4796,4442390,6212,4442390
1036,4796,4443390,6212,4443390
1036,4796,4444390,6212,4444390
1036,4796,4444860,6212,4444860
1036,4796,4445510,6212,4445510
1036,4796,4446510,6212,4446510
1037,4804,4447510,6212,4447510
1037,4804,4448510,6212,4448510
1037,4804,4449510,6212,4449510
1037,4804,4450510,6212,4450510
1037,4804,4450980,6212,4450980
1037,4804,4451450,6212,4451450
1037,4804,4452450,6212,4452450
1037,4804,4453450,6212,4453450
1037,4804,4454450,6212,4454450
1038,4812,4455450,6212,4455450
1038,4812,4455910,6212,4455910
1038,4812,4456280,6212,4456280
1038,4812,4456600,6212,4456600
1038,4812,4457600,6212,4457600
1038,4812,4458410,6212,4458410
1038,4812,4458730,6212,4458730
1038,4812,4459200,6212,4459200
1038,4812,4460200,6212,4460200
1038,4812,4460200,6212,4460200
1038,4812,4461200,6212,4461200
1038,4812,4461430,6212,4461430
1039,4820,4462430,6212,4462430
1039,4820,4463240,6212,4463240
1039,4820,4463240,6212,4463240
1039,4820,4463240,6212,4463240
1039,4820,4463720,6212,4463720
1039,4820,4464720,6212,4464720
1039,4820,4465720,6212,4465720
1039,4820,4466530,6212,4466530
1039,4820,4467000,6212,4467000
1039,4820,4468000,6212,4468000
1039,4820,4468810,6212,4468810
1039,4820,4469620,6212,4469620
1040,4828,4470620,6212,4470620
1040,4828,4471620,6212,4471620
1040,4828,4472620,6212,4472620
1040,4828,4473620,6212,4473620
1040,4828,4474090,6212,4474090
1040,4828,4474900,6212,4474900
1040,4828,4475900,6212,4475900
1040,4828,4476710,6212,4476710
1040,4828,4476710,6212,4476710
1041,4836,4478710,6212,4478710
1041,4836,4478940,6212,4478940
1041,4836,4479100,6212,4479100
1041,4836,4480100,6212,4480100
1041,4836,4480320,6212,4480320
1041,4836,4480870,6212,4480870
1041,4836,4481340,6212,4481340
1041,4836,4481810,6212,4481810
1041,4836,4482810,6212,4482810
1041,4836,4483030,6212,4483030
1041,4836,4484030,6212,4484030
1041,4836,4485030,6212,4485030
1041,4836,4485500,6212,4485500
1042,4844,4486500,6212,4486500
1042,4844,4486870,6212,4486870
1042,4844,4487680,6212,4487680
1042,4844,4488680,6212,4488680
1042,4844,4489150,6212,4489150
1042,4844,4489620,6212,4489620
1042,4844,4490620,6212,4490620
1042,4844,4491090,6212,4491090
1042,4844,4492090,6212,4492090
1042,4844,4493090,6212,4493090
1043,4852,4494090,6212,4494090
1043,4852,4495090,6212,4495090
1043,4852,4496090,6212,4496090
1043,4852,4497090,6212,4497090
1043,4852,4498090,6212,4498090
1043,4852,4499090,6212,4499090
1044,4860,4499560,6212,4499560
1044,4860,4500560,6212,4500560
1044,4860,4500720,6212,4500720
1044,4860,4501190,6212,4501190
1044,4860,4502190,6212,4502190
1045,4868,4506190,6212,4506190
1045,4868,4507000,6212,4507000
1045,4868,4508000,6212,4508000
1045,4868,4509000,6212,4509000
1045,4868,4510000,6212,4510000
1045,4868,4511000,6212,4511000
1046,4876,4511470,6212,4511470
1046,4876,4511940,6212,4511940
1046,4876,4512940,6212,4512940
1046,4876,4513940,6212,4513940
1046,4876,4514410,6212,4514410
1046,4876,4515410,6212,4515410
1046,4876,4516060,6212,4516060
1046,4876,4516290,6212,4516290
1047,4884,4517290,6212,4517290
1047,4884,4518290,6212,4518290
1047,4884,4519290,6212,4519290
1047,4884,4520290,6212,4520290
1047,4884,4520290,6212,4520290
1047,4884,4520400,6212,4520400
1047,4884,4521400,6212,4521400
1047,4884,4521400,6212,4521400
1047,4884,4522400,6212,4522400
1047,4884,4522870,6212,4522870
1047,4884,4523340,6212,4523340
1048,4892,4527340,6212,4527340
1048,4892,4528340,6212,4528340
1048,4892,4529150,6212,4529150
1048,4892,4530150,6212,4530150
1048,4892,4530150,6212,4530150
1049,4900,4538150,6212,4538150
1049,4900,4538150,6212,4538150
1050,4908,4539150,6212,4539150
1050,4908,4540150,6212,4540150
1050,4908,4540380,6212,4540380
1050,4908,4540850,6212,4540850
1050,4908,4541850,6212,4541850
1050,4908,4542070,6212,4542070
1050,4908,4542530,6212,4542530
1050,4908,4543530,6212,4543530
1050,4908,4543530,6212,4543530
1050,4908,4544530,6212,4544530
1050,4908,4545340,6212,4545340
1050,4908,4546340,6212,4546340
1050,4908,4546810,6212,4546810
1050,4908,4547620,6212,4547620
1051,4916,4547940,6212,4547940
1051,4916,4548410,6212,4548410
1051,4916,4549410,6212,4549410
1051,4916,4549730,6212,4549730
1051,4916,4550540,6212,4550540
1051,4916,4551540,6212,4551540
1051,4916,4551540,6212,4551540
1051,4916,4552130,6212,4552130
1051,4916,4552680,6212,4552680
1051,4916,4553330,6212,4553330
1051,4916,4554330,6212,4554330
1051,4916,4554330,6212,4554330
1051,4916,4555330,6212,4555330
1051,4916,4555330,6212,4555330
1052,4924,4556330,6212,4556330
1052,4924,4557330,6212,4557330
1052,4924,4558140,6212,4558140
1052,4924,4558460,6212,4558460
1052,4924,4559270,6212,4559270
1052,4924,4560270,6212,4560270
1052,4924,4561270,6212,4561270
1052,4924,4561740,6212,4561740
1052,4924,4561740,6212,4561740
1052,4924,4562740,6212,4562740
1053,4932,4563740,6212,4563740
1053,4932,4564550,6212,4564550
1053,4932,4564550,6212,4564550
1053,4932,4565550,6212,4565550
1053,4932,4566020,6212,4566020
1053,4932,4566340,6212,4566340
1053,4932,4567340,6212,4567340
1053,4932,4567340,6212,4567340
1053,4932,4568340,6212,4568340
1053,4932,4569340,6212,4569340
1053,4932,4569340,6212,4569340
1053,4932,4570340,6212,4570340
1053,4932,4570660,6212,4570660
1053,4932,4570660,6212,4570660
1053,4932,4570660,6212,4570660
1054,4940,4571660,6212,4571660
1054,4940,4572660,6212,4572660
1054,4940,4572980,6212,4572980
1054,4940,4573980,6212,4573980
1054,4940,4574980,6212,4574980
1054,4940,4575980,6212,4575980
1054,4940,4575980,6212,4575980
1054,4940,4576980,6212,4576980
1054,4940,4576980,6212,4576980
1054,4940,4577790,6212,4577790
1054,4940,4578790,6212,4578790
1054,4940,4578790,6212,4578790
1055,4948,4579790,6212,4579790
1055,4948,4580600,6212,4580600
1055,4948,4581600,6212,4581600
1055,4948,4581830,6212,4581830
1055,4948,4582830,6212,4582830
1055,4948,4583830,6212,4583830
1055,4948,4584150,6212,4584150
1055,4948,4586150,6212,4586150
1055,4948,4586150,6212,4586150
1055,4948,4586800,6212,4586800
1056,4956,4587450,6212,4587450
1056,4956,4588450,6212,4588450
1056,4956,4589450,6212,4589450
1056,4956,4589920,6212,4589920
1056,4956,4590390,6212,4590390
1056,4956,4590550,6212,4590550
1056,4956,4594550,6212,4594550
1057,4964,4595550,6212,4595550
1057,4964,4595550,6212,4595550
1057,4964,4596550,6212,4596550
1057,4964,4597550,6212,4597550
1057,4964,4598550,6212,4598550
1057,4964,4599550,6212,4599550
1057,4964,4600550,6212,4600550
1057,4964,4601550,6212,4601550
1057,4964,4601780,6212,4601780
1057,4964,4602780,6212,4602780
1057,4964,4602780,6212,4602780
1058,4972,4603780,6212,4603780
1058,4972,4604240,6212,4604240
1058,4972,4605240,6212,4605240
1058,4972,4605240,6212,4605240
1058,4972,4606240,6212,4606240
1058,4972,4606710,6212,4606710
1058,4972,4607710,6212,4607710
1058,4972,4608520,6212,4608520
1058,4972,4609170,6212,4609170
1058,4972,4609980,6212,4609980
1059,4980,4610790,6212,4610790
1059,4980,4611110,6212,4611110
1059,4980,4612110,6212,4612110
1059,4980,4613110,6212,4613110
1059,4980,4613920,6212,4613920
1059,4980,4614920,6212,4614920
1060,4988,4622920,6212,4622920
1060,4988,4623920,6212,4623920
1060,4988,4624920,6212,4624920
1060,4988,4625920,6212,4625920
1061,4996,4626730,6212,4626730
1061,4996,4627050,6212,4627050
1061,4996,4627860,6212,4627860
1061,4996,4627860,6212,4627860
1061,4996,4628450,6212,4628450
1061,4996,4629450,6212,4629450
1061,4996,4630100,6212,4630100
1061,4996,4632100,6212,4632100
1061,4996,4633100,6212,4633100
1062,5004,4633910,6212,4633910
1062,5004,4634380,6212,4634380
1062,5004,4635190,6212,4635190
1062,5004,4635420,6212,4635420
1062,5004,4635880,6212,4635880
1062,5004,4636880,6212,4636880
1062,5004,4637880,6212,4637880
1062,5004,4638250,6212,4638250
1062,5004,4638720,6212,4638720
1062,5004,4639180,6212,4639180
1062,5004,4640180,6212,4640180
1063,5012,4641180,6212,4641180
1063,5012,4641990,6212,4641990
1063,5012,4642990,6212,4642990
1063,5012,4643990,6212,4643990
1063,5012,4644990,6212,4644990
1063,5012,4645990,6212,4645990
1063,5012,4646990,6212,4646990
1064,5020,4647990,6212,4647990
1064,5020,4648150,6212,4648150
1064,5020,4648380,6212,4648380
1064,5020,4649380,6212,4649380
1064,5020,4650380,6212,4650380
1064,5020,4651190,6212,4651190
1064,5020,4652190,6212,4652190
1064,5020,4652740,6212,4652740
1064,5020,4652970,6212,4652970
1064,5020,4653970,6212,4653970
1064,5020,4654970,6212,4654970
1065,5028,4655970,6212,4655970
1065,5028,4656970,6212,4656970
1065,5028,4657620,6212,4657620
1065,5028,4658430,6212,4658430
1065,5028,4659430,6212,4659430
1065,5028,4660240,6212,4660240
1065,5028,4661240,6212,4661240
1065,5028,4662240,6212,4662240
1065,5028,4663240,6212,4663240
1066,5036,4664240,6212,4664240
1066,5036,4665050,6212,4665050
1066,5036,4666050,6212,4666050
1066,5036,4667050,6212,4667050
1066,5036,4667100,6212,4667100
1066,5036,4668100,6212,4668100
1066,5036,4669100,6212,4669100
1066,5036,4670100,6212,4670100
1066,5036,4670910,6212,4670910
1066,5036,4671380,6212,4671380
1066,5036,4671850,6212,4671850
1067,5044,4672850,6212,4672850
1067,5044,4673070,6212,4673070
1067,5044,4674070,6212,4674070
1067,5044,4674290,6212,4674290
1067,5044,4675100,6212,4675100
1067,5044,4679100,6212,4679100
1067,5044,4680100,6212,4680100
1068,5052,4680420,6212,4680420
1068,5052,4680420,6212,4680420
1068,5052,4682420,6212,4682420
1068,5052,4683420,6212,4683420
1068,5052,4683420,6212,4683420
1068,5052,4684230,6212,4684230
1068,5052,4685040,6212,4685040
1068,5052,4686040,6212,4686040
1068,5052,4687040,6212,4687040
1069,5060,4688040,6212,4688040
1069,5060,4688850,6212,4688850
1069,5060,4689850,6212,4689850
1069,5060,4690850,6212,4690850
1069,5060,4691850,6212,4691850
1069,5060,4692850,6212,4692850
1069,5060,4693320,6212,4693320
1069,5060,4694320,6212,4694320
1069,5060,4694870,6212,4694870
1069,5060,4694870,6212,4694870
1069,5060,4695340,6212,4695340
1070,5068,4696340,6212,4696340
1070,5068,4696500,6212,4696500
1070,5068,4697500,6212,4697500
1070,5068,4697500,6212,4697500
1070,5068,4698500,6212,4698500
1070,5068,4698500,6212,4698500
1070,5068,4699500,6212,4699500
1070,5068,4700500,6212,4700500
1070,5068,4701310,6212,4701310
1070,5068,4702310,6212,4702310
1070,5068,4703120,6212,4703120
1071,5076,4704120,6212,4704120
1071,5076,4705120,6212,4705120
1071,5076,4705340,6212,4705340
1071,5076,4706150,6212,4706150
1071,5076,4706960,6212,4706960
1071,5076,4707960,6212,4707960
1071,5076,4708440,6212,4708440
1071,5076,4709440,6212,4709440
1071,5076,4710440,6212,4710440
1071,5076,4710760,6212,4710760
1071,5076,4711080,6212,4711080
1072,5084,4712080,6212,4712080
1072,5084,4712550,6212,4712550
1072,5084,4713360,6212,4713360
1072,5084,4714360,6212,4714360
1072,5084,4715360,6212,4715360
1072,5084,4716170,6212,4716170
1072,5084,4716980,6212,4716980
