ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
700,2108,1890560,6212,1890560
700,2108,1891560,6212,1891560
700,2108,1891610,6212,1891610
700,2108,1895610,6212,1895610
700,2108,1896610,6212,1896610
701,2116,1897610,6212,1897610
701,2116,1898160,6212,1898160
701,2116,1899160,6212,1899160
701,2116,1900160,6212,1900160
701,2116,1900320,6212,1900320
701,2116,1901320,6212,1901320
701,2116,1902130,6212,1902130
701,2116,1902940,6212,1902940
702,2124,1906940,6212,1906940
702,2124,1907750,6212,1907750
702,2124,1908220,6212,1908220
702,2124,1908870,6212,1908870
702,2124,1908870,6212,1908870
702,2124,1909870,6212,1909870
702,2124,1910680,6212,1910680
702,2124,1911490,6212,1911490
702,2124,1911960,6212,1911960
703,2132,1912960,6212,1912960
703,2132,1913610,6212,1913610
703,2132,1914420,6212,1914420
703,2132,1915230,6212,1915230
703,2132,1916230,6212,1916230
703,2132,1917230,6212,1917230
703,2132,1918230,6212,1918230
703,2132,1918460,6212,1918460
703,2132,1919270,6212,1919270
704,2140,1920270,6212,1920270
704,2140,1921270,6212,1921270
704,2140,1921730,6212,1921730
704,2140,1922730,6212,1922730
704,2140,1923200,6212,1923200
704,2140,1924010,6212,1924010
704,2140,1925010,6212,1925010
704,2140,1926010,6212,1926010
704,2140,1926660,6212,1926660
705,2148,1927130,6212,1927130
705,2148,1928130,6212,1928130
705,2148,1928940,6212,1928940
705,2148,1929940,6212,1929940
705,2148,1930940,6212,1930940
705,2148,1931940,6212,1931940
705,2148,1932940,6212,1932940
705,2148,1933530,6212,1933530
705,2148,1933850,6212,1933850
706,2156,1934850,6212,1934850
706,2156,1935850,6212,1935850
706,2156,1936850,6212,1936850
706,2156,1937850,6212,1937850
706,2156,1938850,6212,1938850
707,2164,1946850,6212,1946850
707,2164,1947850,6212,1947850
707,2164,1948850,6212,1948850
708,2172,1949850,6212,1949850
708,2172,1950080,6212,1950080
708,2172,1950670,6212,1950670
708,2172,1950670,6212,1950670
708,2172,1950670,6212,1950670
708,2172,1950900,6212,1950900
708,2172,1951900,6212,1951900
708,2172,1952360,6212,1952360
708,2172,1953010,6212,1953010
708,2172,1954010,6212,1954010
708,2172,1954480,6212,1954480
708,2172,1955290,6212,1955290
708,2172,1955940,6212,1955940
708,2172,1956100,6212,1956100
709,2180,1958100,6212,1958100
709,2180,1959100,6212,1959100
709,2180,1959910,6212,1959910
709,2180,1959910,6212,1959910
709,2180,1960910,6212,1960910
709,2180,1960910,6212,1960910
709,2180,1961140,6212,1961140
709,2180,1961140,6212,1961140
709,2180,1962140,6212,1962140
709,2180,1963140,6212,1963140
709,2180,1964140,6212,1964140
709,2180,1964790,6212,1964790
710,2188,1965790,6212,1965790
710,2188,1966600,6212,1966600
710,2188,1967410,6212,1967410
710,2188,1968410,6212,1968410
710,2188,1968410,6212,1968410
710,2188,1969410,6212,1969410
710,2188,1969730,6212,1969730
710,2188,1970540,6212,1970540
710,2188,1971540,6212,1971540
710,2188,1972090,6212,1972090
711,2196,1972900,6212,1972900
711,2196,1973900,6212,1973900
711,2196,1974900,6212,1974900
711,2196,1975360,6212,1975360
711,2196,1975830,6212,1975830
711,2196,1976150,6212,1976150
711,2196,1978150,6212,1978150
711,2196,1978470,6212,1978470
711,2196,1979470,6212,1979470
711,2196,1980470,6212,1980470
712,2204,1981280,6212,1981280
712,2204,1982090,6212,1982090
712,2204,1983090,6212,1983090
712,2204,1983410,6212,1983410
712,2204,1984410,6212,1984410
712,2204,1985220,6212,1985220
712,2204,1985220,6212,1985220
712,2204,1986220,6212,1986220
712,2204,1986540,6212,1986540
712,2204,1987350,6212,1987350
712,2204,1988350,6212,1988350
713,2212,1989350,6212,1989350
713,2212,1989350,6212,1989350
713,2212,1989350,6212,1989350
713,2212,1990350,6212,1990350
713,2212,1991160,6212,1991160
713,2212,1992160,6212,1992160
713,2212,1993160,6212,1993160
713,2212,1993380,6212,1993380
713,2212,1993380,6212,1993380
713,2212,1994190,6212,1994190
713,2212,1994190,6212,1994190
713,2212,1995190,6212,1995190
713,2212,1996190,6212,1996190
714,2220,2004190,6212,2004190
715,2228,2005190,6212,2005190
716,2236,2013190,6212,2013190
716,2236,2014000,6212,2014000
716,2236,2015000,6212,2015000
716,2236,2015460,6212,2015460
716,2236,2015680,6212,2015680
716,2236,2015680,6212,2015680
716,2236,2016680,6212,2016680
716,2236,2017330,6212,2017330
716,2236,2018330,6212,2018330
716,2236,2019330,6212,2019330
717,2244,2020330,6212,2020330
717,2244,2020330,6212,2020330
717,2244,2021330,6212,2021330
717,2244,2022140,6212,2022140
717,2244,2023140,6212,2023140
718,2252,2027140,6212,2027140
718,2252,2028140,6212,2028140
718,2252,2029140,6212,2029140
718,2252,2030140,6212,2030140
718,2252,2031140,6212,2031140
718,2252,2031250,6212,2031250
718,2252,2031250,6212,2031250
718,2252,2032060,6212,2032060
718,2252,2032060,6212,2032060
718,2252,2033060,6212,2033060
718,2252,2034060,6212,2034060
718,2252,2034530,6212,2034530
718,2252,2034530,6212,2034530
719,2260,2035180,6212,2035180
719,2260,2035990,6212,2035990
719,2260,2036640,6212,2036640
719,2260,2037640,6212,2037640
719,2260,2038640,6212,2038640
719,2260,2038640,6212,2038640
719,2260,2038800,6212,2038800
719,2260,2039800,6212,2039800
719,2260,2040270,6212,2040270
719,2260,2041270,6212,2041270
719,2260,2041270,6212,2041270
719,2260,2041270,6212,2041270
719,2260,2041270,6212,2041270
720,2268,2042080,6212,2042080
720,2268,2043080,6212,2043080
720,2268,2043890,6212,2043890
720,2268,2044890,6212,2044890
720,2268,2045210,6212,2045210
720,2268,2045210,6212,2045210
720,2268,2046210,6212,2046210
720,2268,2046210,6212,2046210
720,2268,2047210,6212,2047210
720,2268,2048210,6212,2048210
721,2276,2049210,6212,2049210
721,2276,2050210,6212,2050210
722,2284,2058210,6212,2058210
722,2284,2059210,6212,2059210
722,2284,2060210,6212,2060210
722,2284,2061210,6212,2061210
722,2284,2062210,6212,2062210
722,2284,2063020,6212,2063020
722,2284,2063020,6212,2063020
723,2292,2064020,6212,2064020
723,2292,2065020,6212,2065020
723,2292,2066020,6212,2066020
723,2292,2066340,6212,2066340
723,2292,2066660,6212,2066660
723,2292,2067120,6212,2067120
723,2292,2068120,6212,2068120
723,2292,2068580,6212,2068580
723,2292,2069390,6212,2069390
723,2292,2070390,6212,2070390
723,2292,2071390,6212,2071390
723,2292,2072390,6212,2072390
724,2300,2073200,6212,2073200
724,2300,2074200,6212,2074200
724,2300,2075200,6212,2075200
724,2300,2076200,6212,2076200
724,2300,2077200,6212,2077200
724,2300,2077520,6212,2077520
724,2300,2077520,6212,2077520
724,2300,2078520,6212,2078520
724,2300,2079520,6212,2079520
725,2308,2080520,6212,2080520
725,2308,2081520,6212,2081520
725,2308,2082520,6212,2082520
725,2308,2083520,6212,2083520
725,2308,2084520,6212,2084520
725,2308,2084990,6212,2084990
725,2308,2085210,6212,2085210
725,2308,2086020,6212,2086020
725,2308,2086490,6212,2086490
726,2316,2086960,6212,2086960
726,2316,2087770,6212,2087770
726,2316,2088090,6212,2088090
726,2316,2089090,6212,2089090
726,2316,2089900,6212,2089900
726,2316,2090550,6212,2090550
726,2316,2091550,6212,2091550
726,2316,2092550,6212,2092550
726,2316,2093550,6212,2093550
726,2316,2094550,6212,2094550
727,2324,2096550,6212,2096550
727,2324,2097550,6212,2097550
727,2324,2098360,6212,2098360
727,2324,2099360,6212,2099360
727,2324,2099360,6212,2099360
727,2324,2100360,6212,2100360
727,2324,2100820,6212,2100820
727,2324,2101820,6212,2101820
728,2332,2102820,6212,2102820
728,2332,2103820,6212,2103820
728,2332,2104820,6212,2104820
728,2332,2105290,6212,2105290
728,2332,2109290,6212,2109290
728,2332,2110100,6212,2110100
729,2340,2111100,6212,2111100
729,2340,2112100,6212,2112100
729,2340,2112420,6212,2112420
729,2340,2113420,6212,2113420
729,2340,2113880,6212,2113880
729,2340,2113880,6212,2113880
729,2340,2114690,6212,2114690
729,2340,2115500,6212,2115500
729,2340,2116500,6212,2116500
729,2340,2116500,6212,2116500
730,2348,2117310,6212,2117310
730,2348,2118120,6212,2118120
730,2348,2119120,6212,2119120
730,2348,2120120,6212,2120120
730,2348,2120120,6212,2120120
730,2348,2121120,6212,2121120
731,2356,2129120,6212,2129120
731,2356,2130120,6212,2130120
731,2356,2130340,6212,2130340
731,2356,2130450,6212,2130450
731,2356,2131450,6212,2131450
731,2356,2132450,6212,2132450
732,2364,2133260,6212,2133260
732,2364,2133730,6212,2133730
732,2364,2134730,6212,2134730
732,2364,2135730,6212,2135730
732,2364,2136730,6212,2136730
732,2364,2137730,6212,2137730
733,2372,2145730,6212,2145730
733,2372,2146730,6212,2146730
733,2372,2146730,6212,2146730
733,2372,2147730,6212,2147730
733,2372,2148730,6212,2148730
734,2380,2149730,6212,2149730
734,2380,2150540,6212,2150540
734,2380,2151540,6212,2151540
734,2380,2151540,6212,2151540
734,2380,2152540,6212,2152540
734,2380,2153350,6212,2153350
734,2380,2154350,6212,2154350
734,2380,2155350,6212,2155350
734,2380,2156160,6212,2156160
734,2380,2156630,6212,2156630
735,2388,2157630,6212,2157630
735,2388,2158630,6212,2158630
735,2388,2159630,6212,2159630
735,2388,2160630,6212,2160630
735,2388,2160630,6212,2160630
735,2388,2161630,6212,2161630
735,2388,2162630,6212,2162630
735,2388,2163630,6212,2163630
735,2388,2164000,6212,2164000
736,2396,2165000,6212,2165000
736,2396,2166000,6212,2166000
736,2396,2167000,6212,2167000
736,2396,2167220,6212,2167220
736,2396,2168220,6212,2168220
736,2396,2169220,6212,2169220
736,2396,2170220,6212,2170220
736,2396,2170680,6212,2170680
736,2396,2171680,6212,2171680
737,2404,2172490,6212,2172490
737,2404,2172710,6212,2172710
737,2404,2173710,6212,2173710
737,2404,2174180,6212,2174180
737,2404,2174990,6212,2174990
737,2404,2175540,6212,2175540
737,2404,2176540,6212,2176540
737,2404,2176540,6212,2176540
737,2404,2177350,6212,2177350
737,2404,2177350,6212,2177350
737,2404,2178350,6212,2178350
737,2404,2178670,6212,2178670
737,2404,2179480,6212,2179480
738,2412,2179950,6212,2179950
738,2412,2180950,6212,2180950
738,2412,2181950,6212,2181950
738,2412,2181950,6212,2181950
738,2412,2182950,6212,2182950
738,2412,2183950,6212,2183950
738,2412,2184420,6212,2184420
738,2412,2185230,6212,2185230
738,2412,2186230,6212,2186230
738,2412,2186550,6212,2186550
739,2420,2187360,6212,2187360
739,2420,2188360,6212,2188360
739,2420,2189360,6212,2189360
739,2420,2189360,6212,2189360
739,2420,2190360,6212,2190360
739,2420,2190680,6212,2190680
739,2420,2191680,6212,2191680
739,2420,2192680,6212,2192680
739,2420,2193680,6212,2193680
740,2428,2194680,6212,2194680
740,2428,2195490,6212,2195490
740,2428,2196490,6212,2196490
740,2428,2196490,6212,2196490
740,2428,2197490,6212,2197490
740,2428,2197960,6212,2197960
740,2428,2198430,6212,2198430
740,2428,2199430,6212,2199430
740,2428,2199900,6212,2199900
741,2436,2200900,6212,2200900
741,2436,2201900,6212,2201900
741,2436,2202370,6212,2202370
741,2436,2202690,6212,2202690
741,2436,2203160,6212,2203160
741,2436,2203390,6212,2203390
741,2436,2204200,6212,2204200
741,2436,2204670,6212,2204670
741,2436,2205670,6212,2205670
741,2436,2206670,6212,2206670
741,2436,2207480,6212,2207480
742,2444,2208480,6212,2208480
742,2444,2209290,6212,2209290
742,2444,2210290,6212,2210290
742,2444,2211290,6212,2211290
742,2444,2211750,6212,2211750
742,2444,2212220,6212,2212220
742,2444,2212540,6212,2212540
742,2444,2213350,6212,2213350
742,2444,2213350,6212,2213350
742,2444,2213350,6212,2213350
742,2444,2214160,6212,2214160
742,2444,2215160,6212,2215160
743,2452,2216160,6212,2216160
743,2452,2216160,6212,2216160
743,2452,2216810,6212,2216810
743,2452,2217810,6212,2217810
743,2452,2218810,6212,2218810
743,2452,2219810,6212,2219810
743,2452,2219810,6212,2219810
743,2452,2219810,6212,2219810
743,2452,2219810,6212,2219810
743,2452,2220810,6212,2220810
743,2452,2221810,6212,2221810
743,2452,2222620,6212,2222620
744,2460,2223620,6212,2223620
744,2460,2223940,6212,2223940
744,2460,2224940,6212,2224940
744,2460,2225940,6212,2225940
744,2460,2226940,6212,2226940
744,2460,2227940,6212,2227940
744,2460,2228750,6212,2228750
744,2460,2228980,6212,2228980
744,2460,2229980,6212,2229980
745,2468,2230980,6212,2230980
745,2468,2231790,6212,2231790
745,2468,2232790,6212,2232790
745,2468,2233260,6212,2233260
745,2468,2234070,6212,2234070
746,2476,2242070,6212,2242070
746,2476,2242300,6212,2242300
746,2476,2243300,6212,2243300
746,2476,2243570,6212,2243570
746,2476,2244570,6212,2244570
746,2476,2245570,6212,2245570
747,2484,2246040,6212,2246040
747,2484,2246040,6212,2246040
747,2484,2246360,6212,2246360
747,2484,2246680,6212,2246680
747,2484,2246910,6212,2246910
747,2484,2247910,6212,2247910
747,2484,2247910,6212,2247910
747,2484,2248380,6212,2248380
747,2484,2248380,6212,2248380
747,2484,2248970,6212,2248970
747,2484,2249970,6212,2249970
748,2492,2253970,6212,2253970
748,2492,2254780,6212,2254780
748,2492,2255780,6212,2255780
748,2492,2256000,6212,2256000
748,2492,2256650,6212,2256650
748,2492,2257650,6212,2257650
748,2492,2258460,6212,2258460
748,2492,2258920,6212,2258920
748,2492,2259080,6212,2259080
749,2500,2259890,6212,2259890
749,2500,2260360,6212,2260360
749,2500,2260680,6212,2260680
749,2500,2261150,6212,2261150
749,2500,2261960,6212,2261960
749,2500,2262550,6212,2262550
749,2500,2262780,6212,2262780
749,2500,2263590,6212,2263590
749,2500,2264060,6212,2264060
749,2500,2265060,6212,2265060
749,2500,2266060,6212,2266060
750,2508,2266870,6212,2266870
750,2508,2267870,6212,2267870
750,2508,2268680,6212,2268680
750,2508,2268680,6212,2268680
750,2508,2269490,6212,2269490
750,2508,2270490,6212,2270490
750,2508,2271490,6212,2271490
750,2508,2271860,6212,2271860
750,2508,2272860,6212,2272860
750,2508,2272860,6212,2272860
750,2508,2273670,6212,2273670
751,2516,2274140,6212,2274140
751,2516,2274250,6212,2274250
751,2516,2275250,6212,2275250
751,2516,2276250,6212,2276250
751,2516,2277250,6212,2277250
751,2516,2278250,6212,2278250
751,2516,2278250,6212,2278250
751,2516,2279250,6212,2279250
751,2516,2279480,6212,2279480
751,2516,2279700,6212,2279700
751,2516,2280510,6212,2280510
751,2516,2281510,6212,2281510
752,2524,2282510,6212,2282510
752,2524,2283510,6212,2283510
752,2524,2283510,6212,2283510
752,2524,2284510,6212,2284510
752,2524,2285510,6212,2285510
752,2524,2286510,6212,2286510
752,2524,2287510,6212,2287510
752,2524,2288510,6212,2288510
752,2524,2288510,6212,2288510
752,2524,2288510,6212,2288510
753,2532,2289510,6212,2289510
753,2532,2289510,6212,2289510
753,2532,2289730,6212,2289730
753,2532,2290200,6212,2290200
753,2532,2291200,6212,2291200
753,2532,2292200,6212,2292200
753,2532,2293200,6212,2293200
753,2532,2294010,6212,2294010
753,2532,2295010,6212,2295010
753,2532,2296010,6212,2296010
754,2540,2296470,6212,2296470
754,2540,2296930,6212,2296930
754,2540,2297930,6212,2297930
754,2540,2298740,6212,2298740
754,2540,2299740,6212,2299740
754,2540,2300740,6212,2300740
754,2540,2301550,6212,2301550
754,2540,2302360,6212,2302360
754,2540,2303360,6212,2303360
754,2540,2303360,6212,2303360
755,2548,2304360,6212,2304360
755,2548,2304830,6212,2304830
755,2548,2305290,6212,2305290
755,2548,2305760,6212,2305760
755,2548,2305760,6212,2305760
755,2548,2306570,6212,2306570
755,2548,2307570,6212,2307570
755,2548,2308380,6212,2308380
755,2548,2308850,6212,2308850
755,2548,2309850,6212,2309850
756,2556,2310850,6212,2310850
756,2556,2311660,6212,2311660
756,2556,2312470,6212,2312470
756,2556,2312940,6212,2312940
756,2556,2313260,6212,2313260
756,2556,2314070,6212,2314070
756,2556,2314540,6212,2314540
756,2556,2315540,6212,2315540
756,2556,2316010,6212,2316010
756,2556,2316010,6212,2316010
756,2556,2317010,6212,2317010
756,2556,2317480,6212,2317480
757,2564,2318480,6212,2318480
757,2564,2318950,6212,2318950
757,2564,2319950,6212,2319950
757,2564,2320420,6212,2320420
757,2564,2321420,6212,2321420
757,2564,2322420,6212,2322420
757,2564,2323420,6212,2323420
757,2564,2323420,6212,2323420
757,2564,2323580,6212,2323580
757,2564,2323900,6212,2323900
757,2564,2324710,6212,2324710
757,2564,2325180,6212,2325180
757,2564,2325180,6212,2325180
758,2572,2326180,6212,2326180
758,2572,2327180,6212,2327180
758,2572,2328180,6212,2328180
758,2572,2328650,6212,2328650
758,2572,2329650,6212,2329650
758,2572,2330120,6212,2330120
758,2572,2331120,6212,2331120
758,2572,2332120,6212,2332120
759,2580,2333120,6212,2333120
759,2580,2333930,6212,2333930
759,2580,2333930,6212,2333930
759,2580,2334930,6212,2334930
759,2580,2335930,6212,2335930
759,2580,2336930,6212,2336930
759,2580,2337740,6212,2337740
759,2580,2338330,6212,2338330
759,2580,2339330,6212,2339330
759,2580,2340330,6212,2340330
759,2580,2341140,6212,2341140
759,2580,2341140,6212,2341140
760,2588,2342140,6212,2342140
760,2588,2343140,6212,2343140
760,2588,2343460,6212,2343460
760,2588,2343460,6212,2343460
760,2588,2344270,6212,2344270
760,2588,2344270,6212,2344270
760,2588,2345080,6212,2345080
760,2588,2345400,6212,2345400
760,2588,2346400,6212,2346400
760,2588,2347050,6212,2347050
760,2588,2348050,6212,2348050
760,2588,2348520,6212,2348520
760,2588,2348520,6212,2348520
761,2596,2349520,6212,2349520
761,2596,2349680,6212,2349680
761,2596,2350680,6212,2350680
761,2596,2351150,6212,2351150
761,2596,2351960,6212,2351960
761,2596,2351960,6212,2351960
761,2596,2352960,6212,2352960
761,2596,2353960,6212,2353960
761,2596,2354960,6212,2354960
761,2596,2355960,6212,2355960
762,2604,2356770,6212,2356770
762,2604,2357230,6212,2357230
762,2604,2358230,6212,2358230
762,2604,2359040,6212,2359040
762,2604,2359040,6212,2359040
762,2604,2359040,6212,2359040
762,2604,2359360,6212,2359360
762,2604,2360360,6212,2360360
762,2604,2361360,6212,2361360
762,2604,2362360,6212,2362360
762,2604,2362360,6212,2362360
762,2604,2363360,6212,2363360
762,2604,2364360,6212,2364360
763,2612,2365360,6212,2365360
763,2612,2366360,6212,2366360
763,2612,2366820,6212,2366820
764,2620,2370820,6212,2370820
764,2620,2371290,6212,2371290
764,2620,2372290,6212,2372290
764,2620,2373290,6212,2373290
765,2628,2381290,6212,2381290
765,2628,2382290,6212,2382290
765,2628,2382290,6212,2382290
765,2628,2383290,6212,2383290
765,2628,2384290,6212,2384290
765,2628,2385290,6212,2385290
766,2636,2386290,6212,2386290
766,2636,2387290,6212,2387290
766,2636,2387760,6212,2387760
766,2636,2388760,6212,2388760
766,2636,2389570,6212,2389570
766,2636,2390570,6212,2390570
766,2636,2391570,6212,2391570
766,2636,2392570,6212,2392570
767,2644,2393380,6212,2393380
767,2644,2394380,6212,2394380
767,2644,2395380,6212,2395380
767,2644,2396380,6212,2396380
767,2644,2396850,6212,2396850
767,2644,2397660,6212,2397660
768,2652,2405660,6212,2405660
768,2652,2406660,6212,2406660
768,2652,2407310,6212,2407310
768,2652,2407310,6212,2407310
768,2652,2408120,6212,2408120
769,2660,2409120,6212,2409120
769,2660,2409590,6212,2409590
769,2660,2409590,6212,2409590
769,2660,2410590,6212,2410590
769,2660,2411400,6212,2411400
769,2660,2413400,6212,2413400
769,2660,2414210,6212,2414210
769,2660,2415210,6212,2415210
770,2668,2416020,6212,2416020
770,2668,2416830,6212,2416830
770,2668,2417300,6212,2417300
770,2668,2418300,6212,2418300
770,2668,2419300,6212,2419300
770,2668,2419300,6212,2419300
770,2668,2419300,6212,2419300
770,2668,2420110,6212,2420110
770,2668,2421110,6212,2421110
770,2668,2421110,6212,2421110
770,2668,2421580,6212,2421580
770,2668,2422580,6212,2422580
770,2668,2422580,6212,2422580
770,2668,2422900,6212,2422900
771,2676,2423900,6212,2423900
771,2676,2424370,6212,2424370
771,2676,2424370,6212,2424370
771,2676,2425370,6212,2425370
771,2676,2426370,6212,2426370
771,2676,2427370,6212,2427370
771,2676,2428180,6212,2428180
771,2676,2429180,6212,2429180
771,2676,2429770,6212,2429770
771,2676,2430580,6212,2430580
772,2684,2431580,6212,2431580
772,2684,2432390,6212,2432390
772,2684,2432860,6212,2432860
772,2684,2432860,6212,2432860
772,2684,2433860,6212,2433860
772,2684,2434860,6212,2434860
772,2684,2435860,6212,2435860
772,2684,2436860,6212,2436860
772,2684,2437670,6212,2437670
772,2684,2438670,6212,2438670
773,2692,2439480,6212,2439480
773,2692,2439950,6212,2439950
773,2692,2440420,6212,2440420
773,2692,2441420,6212,2441420
773,2692,2441420,6212,2441420
773,2692,2442230,6212,2442230
773,2692,2442700,6212,2442700
773,2692,2443700,6212,2443700
773,2692,2445700,6212,2445700
774,2700,2446510,6212,2446510
774,2700,2446830,6212,2446830
774,2700,2447830,6212,2447830
774,2700,2448830,6212,2448830
774,2700,2449830,6212,2449830
774,2700,2450640,6212,2450640
774,2700,2451640,6212,2451640
774,2700,2451640,6212,2451640
774,2700,2452640,6212,2452640
774,2700,2453640,6212,2453640
775,2708,2454640,6212,2454640
775,2708,2454640,6212,2454640
775,2708,2455290,6212,2455290
775,2708,2455750,6212,2455750
775,2708,2456560,6212,2456560
775,2708,2457560,6212,2457560
775,2708,2457560,6212,2457560
775,2708,2458370,6212,2458370
775,2708,2458960,6212,2458960
775,2708,2459770,6212,2459770
775,2708,2460240,6212,2460240
775,2708,2460240,6212,2460240
776,2716,2460790,6212,2460790
776,2716,2461790,6212,2461790
776,2716,2462020,6212,2462020
776,2716,2463020,6212,2463020
776,2716,2464020,6212,2464020
776,2716,2464020,6212,2464020
776,2716,2464830,6212,2464830
776,2716,2465830,6212,2465830
776,2716,2466830,6212,2466830
776,2716,2466830,6212,2466830
776,2716,2466830,6212,2466830
777,2724,2467830,6212,2467830
777,2724,2468300,6212,2468300
777,2724,2468300,6212,2468300
777,2724,2469300,6212,2469300
777,2724,2469770,6212,2469770
777,2724,2470770,6212,2470770
777,2724,2471770,6212,2471770
777,2724,2472770,6212,2472770
777,2724,2473770,6212,2473770
777,2724,2474580,6212,2474580
777,2724,2475580,6212,2475580
778,2732,2476050,6212,2476050
778,2732,2476860,6212,2476860
778,2732,2477670,6212,2477670
778,2732,2478670,6212,2478670
778,2732,2479670,6212,2479670
778,2732,2480670,6212,2480670
778,2732,2481140,6212,2481140
778,2732,2481140,6212,2481140
778,2732,2482140,6212,2482140
778,2732,2482140,6212,2482140
779,2740,2490140,6212,2490140
779,2740,2491140,6212,2491140
780,2748,2492140,6212,2492140
780,2748,2492950,6212,2492950
780,2748,2493600,6212,2493600
780,2748,2493600,6212,2493600
780,2748,2494600,6212,2494600
780,2748,2495600,6212,2495600
780,2748,2496410,6212,2496410
780,2748,2497410,6212,2497410
780,2748,2498410,6212,2498410
780,2748,2498730,6212,2498730
781,2756,2499730,6212,2499730
781,2756,2499730,6212,2499730
781,2756,2500540,6212,2500540
781,2756,2501540,6212,2501540
781,2756,2502540,6212,2502540
781,2756,2503540,6212,2503540
781,2756,2503860,6212,2503860
781,2756,2504860,6212,2504860
781,2756,2504860,6212,2504860
781,2756,2504860,6212,2504860
781,2756,2505860,6212,2505860
781,2756,2506860,6212,2506860
782,2764,2507860,6212,2507860
782,2764,2508860,6212,2508860
782,2764,2509860,6212,2509860
782,2764,2510670,6212,2510670
782,2764,2511140,6212,2511140
782,2764,2512140,6212,2512140
782,2764,2513140,6212,2513140
783,2772,2514140,6212,2514140
783,2772,2514140,6212,2514140
783,2772,2514610,6212,2514610
784,2780,2518610,6212,2518610
784,2780,2519610,6212,2519610
784,2780,2520610,6212,2520610
784,2780,2521610,6212,2521610
784,2780,2521830,6212,2521830
784,2780,2522830,6212,2522830
784,2780,2523830,6212,2523830
785,2788,2524830,6212,2524830
785,2788,2524830,6212,2524830
785,2788,2524830,6212,2524830
785,2788,2525830,6212,2525830
785,2788,2526830,6212,2526830
785,2788,2526830,6212,2526830
785,2788,2527480,6212,2527480
785,2788,2528290,6212,2528290
785,2788,2528610,6212,2528610
785,2788,2529420,6212,2529420
785,2788,2530420,6212,2530420
785,2788,2530420,6212,2530420
785,2788,2530420,6212,2530420
785,2788,2531420,6212,2531420
785,2788,2532230,6212,2532230
785,2788,2532390,6212,2532390
785,2788,2533390,6212,2533390
785,2788,2534200,6212,2534200
785,2788,2534200,6212,2534200
785,2788,2535200,6212,2535200
786,2796,2536200,6212,2536200
786,2796,2537200,6212,2537200
786,2796,2538200,6212,2538200
786,2796,2539200,6212,2539200
786,2796,2539200,6212,2539200
786,2796,2539200,6212,2539200
786,2796,2540200,6212,2540200
786,2796,2541200,6212,2541200
786,2796,2541570,6212,2541570
786,2796,2542570,6212,2542570
786,2796,2542570,6212,2542570
787,2804,2543570,6212,2543570
787,2804,2544040,6212,2544040
787,2804,2545040,6212,2545040
787,2804,2546040,6212,2546040
787,2804,2547040,6212,2547040
787,2804,2548040,6212,2548040
787,2804,2548270,6212,2548270
787,2804,2549270,6212,2549270
787,2804,2550270,6212,2550270
788,2812,2551080,6212,2551080
788,2812,2552080,6212,2552080
788,2812,2553080,6212,2553080
788,2812,2554080,6212,2554080
788,2812,2554080,6212,2554080
788,2812,2554670,6212,2554670
788,2812,2554670,6212,2554670
788,2812,2555670,6212,2555670
788,2812,2556670,6212,2556670
788,2812,2557670,6212,2557670
789,2820,2558140,6212,2558140
789,2820,2558610,6212,2558610
789,2820,2559420,6212,2559420
789,2820,2560230,6212,2560230
789,2820,2561230,6212,2561230
789,2820,2562230,6212,2562230
789,2820,2562460,6212,2562460
789,2820,2563460,6212,2563460
789,2820,2564460,6212,2564460
789,2820,2565270,6212,2565270
790,2828,2565730,6212,2565730
790,2828,2565730,6212,2565730
790,2828,2566730,6212,2566730
790,2828,2566730,6212,2566730
790,2828,2567200,6212,2567200
790,2828,2567670,6212,2567670
790,2828,2568670,6212,2568670
790,2828,2569130,6212,2569130
790,2828,2569130,6212,2569130
790,2828,2569450,6212,2569450
790,2828,2570100,6212,2570100
790,2828,2571100,6212,2571100
790,2828,2572100,6212,2572100
790,2828,2573100,6212,2573100
791,2836,2574100,6212,2574100
791,2836,2575100,6212,2575100
791,2836,2575570,6212,2575570
791,2836,2576570,6212,2576570
791,2836,2577570,6212,2577570
791,2836,2577890,6212,2577890
791,2836,2577890,6212,2577890
791,2836,2578050,6212,2578050
791,2836,2578700,6212,2578700
791,2836,2579170,6212,2579170
791,2836,2579330,6212,2579330
791,2836,2580330,6212,2580330
792,2844,2581330,6212,2581330
792,2844,2582330,6212,2582330
792,2844,2583330,6212,2583330
792,2844,2583490,6212,2583490
792,2844,2583810,6212,2583810
792,2844,2584280,6212,2584280
792,2844,2585280,6212,2585280
792,2844,2586280,6212,2586280
792,2844,2587280,6212,2587280
792,2844,2588280,6212,2588280
