ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f412-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
762024.72,17.35,4.0,315523.59,7.18
761996.54,17.35,4.01,315513.13,7.18
761848.07,17.35,4.01,315396.91,7.18
761888.3,17.36,4.01,315522.32,7.19
761928.53,17.36,4.02,315445.73,7.19
761780.06,17.36,4.02,315360.96,7.19
761780.06,17.36,4.02,315419.57,7.19
761820.3,17.36,4.02,315915.59,7.2
761671.82,17.36,4.02,315445.56,7.19
761523.35,17.37,4.02,315933.15,7.2
761683.88,17.37,4.03,315970.97,7.21
761535.41,17.37,4.03,315808.45,7.2
761535.41,17.37,4.03,315764.27,7.2
761386.94,17.37,4.03,315907.48,7.21
761619.04,17.38,4.04,315788.56,7.21
761659.27,17.39,4.04,315728.18,7.21
761510.8,17.39,4.04,316297.21,7.22
761372.94,17.39,4.04,316250.94,7.22
761213.86,17.39,4.04,316328.03,7.23
761213.86,17.39,4.04,316328.03,7.23
761185.68,17.39,4.05,316326.74,7.23
761225.91,17.39,4.05,316252.25,7.23
760852.08,17.39,4.04,315857.6,7.22
760892.31,17.39,4.05,315796.5,7.22
760892.31,17.39,4.05,315796.5,7.22
760743.84,17.39,4.05,315886.44,7.22
760595.37,17.39,4.05,315808.67,7.22
760446.9,17.39,4.05,315751.39,7.22
760156.33,17.39,4.04,315562.82,7.22
760007.86,17.39,4.05,316028.96,7.23
760301.4,17.4,4.05,316191.05,7.24
759939.39,17.39,4.05,315984.18,7.23
759911.21,17.39,4.05,315970.81,7.23
759762.74,17.39,4.05,315867.29,7.23
760031.97,17.4,4.06,315994.9,7.24
759883.5,17.4,4.06,315913.2,7.24
759735.03,17.4,4.06,315855.32,7.24
759586.56,17.41,4.06,316319.22,7.25
759448.7,17.41,4.06,316257.56,7.25
759289.61,17.41,4.06,316152.78,7.25
759450.14,17.41,4.07,316190.59,7.25
759162.44,17.41,4.06,315934.22,7.24
759455.98,17.42,4.07,315801.12,7.24
759307.51,17.42,4.07,315920.66,7.25
759085.17,17.41,4.07,315696.5,7.24
759125.4,17.42,4.07,315619.24,7.24
758976.93,17.42,4.07,315555.26,7.24
758656.93,17.41,4.07,315235.26,7.23
758508.46,17.41,4.07,315634.28,7.25
758359.99,17.41,4.07,315603.02,7.25
758400.22,17.42,4.07,315935.61,7.26
758175.51,17.41,4.07,315918.31,7.26
758336.04,17.42,4.08,315956.12,7.26
757742.15,17.42,4.08,316100.56,7.27
757974.25,17.43,4.09,315834.9,7.26
757868.62,17.43,4.09,316518.56,7.28
757866.02,17.43,4.09,316454.4,7.28
757707.31,17.43,4.09,316295.97,7.28
757679.13,17.44,4.09,316303.5,7.28
757948.37,17.44,4.1,316175.18,7.28
757988.6,17.45,4.1,316307.17,7.28
757991.19,17.45,4.1,316308.91,7.28
758031.42,17.45,4.11,316236.33,7.28
757882.95,17.45,4.11,316143.53,7.28
757734.48,17.45,4.11,316550.9,7.29
757774.71,17.46,4.11,316791.78,7.3
757626.24,17.46,4.11,316890.62,7.3
757626.24,17.46,4.11,316890.62,7.3
757598.07,17.46,4.12,316853.96,7.3
757449.59,17.46,4.12,316763.06,7.3
757301.12,17.46,4.12,316898.05,7.31
757152.65,17.46,4.12,316788.34,7.31
757004.18,17.46,4.12,316720.44,7.31
756855.71,17.46,4.12,316902.61,7.31
756859.6,17.46,4.12,316903.87,7.31
756569.03,17.46,4.12,316605.8,7.31
756854.39,17.47,4.12,316675.59,7.31
756705.91,17.47,4.12,316823.68,7.31
756677.74,17.47,4.13,316849.25,7.32
756717.97,17.48,4.13,316773.82,7.32
756509.21,17.47,4.13,316559.04,7.31
756135.38,17.46,4.12,316171.39,7.3
755067.9,17.47,4.13,315953.61,7.31
754919.43,17.47,4.13,315863.74,7.31
754869.43,17.47,4.13,315813.74,7.31
754275.55,17.47,4.13,316059.11,7.32
754127.08,17.48,4.13,315909.99,7.32
754098.9,17.48,4.14,315917.52,7.32
754368.13,17.49,4.14,315789.2,7.32
754219.66,17.49,4.14,315914.44,7.32
753219.66,17.47,4.13,314914.44,7.3
753060.96,17.47,4.12,314755.53,7.3
752912.49,17.47,4.12,314673.11,7.3
752952.72,17.47,4.13,314624.37,7.3
752992.95,17.47,4.13,314575.86,7.3
752519.36,17.48,4.14,314539.0,7.31
752559.59,17.48,4.14,315405.54,7.33
752844.95,17.49,4.15,315795.93,7.34
753023.35,17.5,4.16,315721.21,7.34
753023.35,17.5,4.16,315721.21,7.34
752874.88,17.5,4.16,315650.34,7.34
752915.11,17.5,4.16,316179.62,7.35
752955.35,17.51,4.17,316302.94,7.36
752581.52,17.5,4.16,315861.84,7.35
752553.34,17.51,4.16,315844.85,7.35
752731.74,17.51,4.17,315739.54,7.35
752771.97,17.52,4.17,315884.16,7.35
752812.2,17.52,4.18,315804.74,7.35
752663.73,17.52,4.18,315706.97,7.35
752515.26,17.52,4.18,316397.91,7.37
752377.4,17.52,4.18,316375.42,7.37
752170.53,17.52,4.18,316135.68,7.36
752200.15,17.52,4.18,316174.47,7.37
752171.97,17.53,4.18,316167.22,7.37
752023.5,17.53,4.18,316075.7,7.37
752317.05,17.54,4.19,316241.11,7.37
752168.58,17.54,4.19,316099.12,7.37
751796.56,17.53,4.19,316017.9,7.37
751836.79,17.53,4.19,316456.38,7.38
751688.32,17.53,4.19,316144.82,7.37
751550.46,17.54,4.19,316040.51,7.37
751718.25,17.54,4.2,316548.3,7.39
752123.9,17.55,4.21,316570.53,7.39
751975.43,17.55,4.21,316441.81,7.39
752015.66,17.56,4.21,316416.53,7.39
751867.19,17.56,4.22,316587.22,7.39
751718.72,17.56,4.22,316408.65,7.39
751570.25,17.56,4.22,317333.36,7.41
751511.75,17.56,4.22,317271.09,7.41
751679.87,17.57,4.23,317407.13,7.42
751383.0,17.56,4.22,317103.55,7.41
751354.82,17.57,4.22,317129.12,7.41
751206.35,17.57,4.22,317004.78,7.41
751057.88,17.57,4.22,316960.96,7.41
750909.4,17.57,4.23,317298.28,7.42
750760.93,17.57,4.23,317052.69,7.42
749693.46,17.58,4.23,316834.92,7.43
749637.99,17.58,4.24,316916.8,7.43
749951.1,17.59,4.25,317449.53,7.45
749922.93,17.59,4.25,317475.09,7.45
749750.05,17.59,4.25,317228.43,7.44
749457.0,17.59,4.24,316856.9,7.44
749457.0,17.59,4.24,316856.9,7.44
749457.0,17.59,4.24,316856.9,7.44
749270.77,17.58,4.24,316696.95,7.43
749122.3,17.58,4.24,316613.83,7.43
749415.85,17.59,4.25,316536.91,7.43
749594.25,17.6,4.26,316753.43,7.44
749445.78,17.6,4.26,316693.05,7.44
749073.76,17.59,4.25,316630.35,7.44
749113.99,17.6,4.25,317276.24,7.45
749335.23,17.61,4.26,317322.13,7.46
749176.52,17.6,4.26,317163.84,7.45
748999.87,17.61,4.26,317206.59,7.46
748814.94,17.61,4.26,317282.85,7.46
748855.17,17.61,4.27,317202.87,7.46
748855.17,17.61,4.27,317202.87,7.46
748706.7,17.61,4.27,317110.52,7.46
748706.7,17.61,4.27,317110.24,7.46
748499.83,17.61,4.26,317028.97,7.46
748499.83,17.61,4.26,317028.97,7.46
748351.36,17.61,4.27,317118.64,7.46
748202.89,17.61,4.27,316997.92,7.46
748054.41,17.61,4.27,316958.66,7.46
748232.81,17.62,4.27,317451.52,7.47
748204.64,17.62,4.28,317477.08,7.48
748244.87,17.62,4.28,317401.66,7.48
748285.1,17.63,4.29,317323.73,7.48
748136.63,17.63,4.29,317409.61,7.48
748140.52,17.63,4.29,317410.72,7.48
747992.05,17.63,4.29,317342.29,7.48
747672.05,17.62,4.28,317022.29,7.47
747712.28,17.63,4.29,316974.66,7.47
747563.81,17.63,4.29,316940.65,7.47
747833.04,17.64,4.29,317889.26,7.5
747993.57,17.65,4.3,317927.08,7.5
747845.1,17.65,4.3,317789.79,7.5
747696.62,17.65,4.3,317899.09,7.5
747990.17,17.66,4.31,317805.74,7.5
747618.15,17.65,4.31,317735.54,7.5
747339.34,17.64,4.3,317430.75,7.49
747042.4,17.64,4.3,317767.12,7.51
746745.53,17.64,4.3,317445.51,7.5
746597.06,17.64,4.3,317131.38,7.49
746448.59,17.64,4.3,317300.9,7.5
746609.11,17.65,4.3,317338.71,7.5
746649.35,17.65,4.31,317259.46,7.5
746500.87,17.65,4.31,317164.02,7.5
746213.17,17.65,4.3,317058.23,7.5
746064.7,17.65,4.3,317155.89,7.5
746104.93,17.65,4.31,317087.6,7.5
746106.23,17.65,4.31,317118.46,7.5
745957.76,17.65,4.31,317047.98,7.5
745670.06,17.65,4.3,316675.39,7.49
745710.29,17.65,4.31,317459.57,7.51
745561.82,17.65,4.31,317348.36,7.51
745533.64,17.66,4.31,317363.32,7.52
745533.64,17.66,4.31,317377.7,7.52
745537.53,17.66,4.31,317385.11,7.52
745389.06,17.66,4.31,317301.67,7.52
745429.29,17.66,4.32,317230.41,7.52
745280.82,17.66,4.32,317326.93,7.52
745132.35,17.66,4.32,317233.35,7.52
744915.04,17.66,4.31,316975.93,7.51
744915.04,17.66,4.31,316975.93,7.51
744955.28,17.66,4.32,316930.74,7.51
744955.28,17.66,4.32,317027.83,7.52
744806.81,17.66,4.32,317472.5,7.53
744658.33,17.66,4.32,317348.42,7.53
743590.86,17.67,4.33,317130.64,7.54
743562.68,17.68,4.33,317113.66,7.54
742495.21,17.68,4.34,316895.88,7.55
742535.44,17.69,4.34,316813.39,7.55
742386.97,17.69,4.35,316916.16,7.55
742680.51,17.7,4.35,316824.8,7.55
742486.45,17.69,4.35,316793.91,7.55
742486.45,17.69,4.35,316750.52,7.55
742337.97,17.69,4.35,317194.69,7.56
742516.37,17.7,4.36,317098.42,7.56
742378.52,17.7,4.36,316758.58,7.55
742245.91,17.7,4.36,317647.88,7.58
742217.73,17.71,4.36,317662.84,7.58
742217.73,17.71,4.36,317662.84,7.58
742069.26,17.71,4.36,317579.4,7.58
742109.49,17.71,4.37,317508.14,7.58
741961.02,17.71,4.37,317607.47,7.58
741487.43,17.72,4.37,318177.78,7.6
741370.8,17.72,4.38,317998.48,7.6
741222.33,17.72,4.38,317893.17,7.6
741127.69,17.72,4.38,317473.41,7.59
740978.96,17.72,4.38,317650.47,7.6
740870.26,17.72,4.38,317542.45,7.6
740871.55,17.72,4.38,317543.78,7.6
740911.79,17.73,4.38,317508.34,7.6
740911.79,17.73,4.38,317508.34,7.6
740763.32,17.73,4.38,317965.74,7.61
740614.84,17.73,4.38,317836.06,7.61
740240.78,17.72,4.38,317418.98,7.6
740244.67,17.72,4.38,317462.56,7.6
740543.36,17.73,4.39,317465.89,7.6
740583.59,17.73,4.39,317388.14,7.6
740761.99,17.74,4.4,317504.29,7.6
740613.52,17.74,4.4,317405.02,7.6
740465.05,17.74,4.4,317303.27,7.6
740475.3,17.74,4.4,317366.87,7.6
740316.6,17.74,4.4,317209.26,7.6
740168.13,17.74,4.4,318257.89,7.63
740538.91,17.75,4.41,318597.91,7.64
740448.74,17.75,4.41,318570.76,7.64
740448.74,17.75,4.41,318570.76,7.64
740448.74,17.75,4.41,318570.76,7.64
740448.74,17.75,4.41,318570.76,7.64
740609.27,17.76,4.42,318608.58,7.64
740460.8,17.76,4.42,318471.29,7.64
740501.03,17.77,4.42,318433.88,7.64
740352.56,17.77,4.42,318481.2,7.64
740727.71,17.78,4.43,318414.96,7.64
740727.71,17.78,4.43,318414.96,7.64
740579.24,17.78,4.43,318854.22,7.65
740579.24,17.78,4.43,318854.22,7.65
740430.77,17.78,4.43,318941.24,7.66
740282.29,17.78,4.44,319277.29,7.67
740254.12,17.78,4.44,319263.92,7.67
740105.65,17.78,4.44,319149.73,7.67
739038.17,17.79,4.45,318931.96,7.68
738889.7,17.79,4.45,319544.99,7.69
738741.23,17.79,4.45,319080.08,7.69
738897.91,17.8,4.46,319742.5,7.7
739362.15,17.82,4.47,320479.06,7.72
739039.11,17.81,4.47,319780.24,7.71
739039.11,17.81,4.47,319780.24,7.71
739010.93,17.82,4.47,319805.8,7.71
738862.46,17.82,4.47,319671.31,7.71
738160.69,17.8,4.46,318922.81,7.69
737973.29,17.8,4.46,318617.97,7.69
737677.08,17.8,4.45,318417.29,7.68
737970.62,17.8,4.46,318561.06,7.69
737822.15,17.81,4.46,318439.69,7.68
737460.13,17.8,4.45,318371.22,7.68
737500.37,17.8,4.46,318510.43,7.69
737351.9,17.8,4.46,318492.54,7.69
737214.04,17.8,4.46,318819.25,7.7
737054.95,17.8,4.46,318570.29,7.7
737215.48,17.81,4.47,318608.1,7.7
737067.01,17.81,4.47,318494.51,7.7
736918.54,17.81,4.47,318430.55,7.7
736770.07,17.81,4.47,318511.27,7.7
736621.59,17.82,4.47,318457.55,7.7
736996.74,17.83,4.48,318395.66,7.7
736996.74,17.83,4.48,318395.66,7.7
736848.27,17.83,4.48,318985.82,7.72
736699.8,17.83,4.48,319062.96,7.72
736671.62,17.83,4.49,319061.67,7.72
736523.15,17.83,4.49,318979.52,7.72
736374.68,17.83,4.49,319138.86,7.73
736226.21,17.83,4.49,319147.17,7.73
736077.74,17.83,4.49,318894.5,7.73
735762.69,17.83,4.48,318571.97,7.72
736214.84,17.84,4.5,319558.73,7.74
736265.68,17.84,4.5,319286.36,7.74
736390.16,17.85,4.51,319361.73,7.74
736795.82,17.86,4.52,319385.07,7.74
736401.76,17.86,4.51,319230.16,7.74
736176.49,17.85,4.51,319110.19,7.74
736028.02,17.85,4.51,319265.77,7.74
736068.25,17.86,4.51,319175.72,7.74
736246.65,17.86,4.52,319078.8,7.74
736098.18,17.86,4.52,319855.62,7.76
735970.94,17.87,4.52,319855.58,7.76
736049.41,17.87,4.53,319838.31,7.77
735652.77,17.87,4.52,319720.53,7.77
735476.12,17.87,4.53,319750.36,7.77
735327.65,17.87,4.53,319648.54,7.77
735367.88,17.88,4.53,319581.19,7.77
735219.41,17.88,4.53,319648.04,7.77
735219.41,17.88,4.53,319648.04,7.77
735070.94,17.88,4.53,319572.87,7.77
735364.48,17.89,4.54,319528.76,7.77
735216.01,17.89,4.54,320138.59,7.79
735187.83,17.89,4.55,320153.54,7.79
735039.36,17.89,4.55,320011.03,7.79
734890.89,17.89,4.55,320213.76,7.8
734518.88,17.89,4.54,319814.1,7.79
733924.99,17.89,4.55,319725.37,7.79
733965.22,17.89,4.55,319702.25,7.79
733937.05,17.9,4.55,319673.11,7.8
733788.57,17.9,4.55,319574.69,7.79
734163.72,17.91,4.56,320215.92,7.81
734015.25,17.91,4.57,320427.11,7.82
733751.39,17.9,4.56,319747.36,7.8
733752.69,17.9,4.56,319771.18,7.8
733878.97,17.91,4.57,321753.51,7.85
733994.13,17.92,4.57,321205.29,7.84
734499.04,17.93,4.59,321108.29,7.84
734499.04,17.93,4.59,321115.9,7.84
734659.57,17.94,4.6,321153.71,7.84
734699.8,17.95,4.6,321074.45,7.84
734551.33,17.95,4.6,320979.01,7.84
734402.86,17.95,4.6,321068.65,7.85
734405.45,17.95,4.6,321069.86,7.85
734256.98,17.95,4.61,320982.38,7.85
733189.51,17.96,4.61,320774.64,7.86
733041.04,17.96,4.61,320727.38,7.86
732832.21,17.95,4.61,320513.21,7.85
732722.21,17.95,4.61,320403.21,7.85
732573.74,17.95,4.61,320852.12,7.86
732425.27,17.95,4.61,320708.05,7.86
732585.79,17.96,4.62,320745.87,7.86
732871.15,17.97,4.63,320653.32,7.86
732722.68,17.97,4.63,320576.29,7.86
732574.21,17.97,4.63,320716.63,7.87
732425.74,17.97,4.63,320602.24,7.87
732277.27,17.97,4.63,320539.49,7.87
731209.79,17.98,4.64,320321.71,7.88
731061.32,17.98,4.64,320856.51,7.89
731061.32,17.98,4.64,320856.51,7.89
730061.32,17.96,4.62,319856.51,7.87
729912.85,17.96,4.62,319792.16,7.87
729884.67,17.97,4.62,319790.88,7.87
729924.9,17.97,4.63,319716.38,7.87
729776.43,17.97,4.63,319812.56,7.88
729776.43,17.97,4.63,319812.56,7.88
729627.96,17.97,4.63,319649.0,7.87
729668.19,17.98,4.63,319649.6,7.88
729519.72,17.98,4.64,320066.97,7.89
729371.25,17.98,4.64,319904.17,7.89
729411.48,17.98,4.64,320085.33,7.89
729037.65,17.98,4.63,319813.95,7.89
729009.48,17.98,4.64,319765.96,7.89
728861.0,17.98,4.64,319872.32,7.89
728712.53,17.98,4.64,319769.65,7.89
728564.06,17.98,4.64,319695.73,7.89
728564.06,17.98,4.64,319753.68,7.89
728415.59,17.98,4.64,319988.39,7.9
728267.12,17.98,4.64,319789.95,7.9
728118.65,17.99,4.64,319708.02,7.9
728474.16,18.0,4.65,320185.48,7.91
728445.98,18.0,4.66,320274.15,7.91
728297.51,18.0,4.66,320174.59,7.91
728149.04,18.0,4.66,320072.27,7.91
728025.63,18.0,4.66,319881.8,7.91
727877.16,18.0,4.66,319860.69,7.91
727728.69,18.0,4.66,319987.06,7.92
727580.22,18.0,4.66,319960.8,7.92
727884.38,18.01,4.67,320368.94,7.93
727725.29,18.01,4.67,320190.02,7.92
727885.82,18.02,4.68,320227.83,7.93
727688.95,18.02,4.67,320022.73,7.92
727540.48,18.02,4.67,319885.44,7.92
727168.46,18.01,4.67,319542.66,7.91
727208.69,18.01,4.67,319505.26,7.91
727477.93,18.02,4.68,319614.81,7.92
727329.45,18.02,4.68,319543.03,7.92
727358.88,18.02,4.68,319612.14,7.92
727399.11,18.03,4.69,319565.92,7.92
727399.11,18.03,4.69,319565.92,7.92
727250.64,18.03,4.69,319523.84,7.92
726962.94,18.02,4.68,320254.2,7.94
727003.17,18.03,4.69,320366.72,7.94
727408.82,18.04,4.7,320390.06,7.95
727260.35,18.04,4.7,320299.1,7.95
727111.88,18.04,4.7,320421.46,7.95
727111.88,18.04,4.7,320421.46,7.95
726963.41,18.04,4.7,320361.07,7.95
726814.94,18.04,4.7,320374.03,7.95
726441.11,18.04,4.69,320307.09,7.95
726481.34,18.04,4.7,320859.82,7.97
726434.59,18.04,4.7,320631.07,7.96
726809.15,18.06,4.71,321051.03,7.98
726969.68,18.06,4.72,321088.85,7.98
726821.21,18.06,4.72,321001.17,7.98
726672.73,18.06,4.72,320911.29,7.98
726672.73,18.06,4.72,320911.29,7.98
726524.26,18.07,4.72,321040.82,7.98
726899.41,18.08,4.73,320930.8,7.98
726750.94,18.08,4.73,320876.41,7.98
726602.47,18.08,4.73,321523.02,8.0
726454.0,18.08,4.74,321442.61,8.0
726425.82,18.08,4.74,321457.56,8.0
726466.05,18.09,4.74,321385.39,8.0
726317.58,18.09,4.74,321302.87,8.0
726317.58,18.09,4.74,321292.74,8.0
726169.11,18.09,4.75,321328.27,8.0
726454.47,18.1,4.75,321289.05,8.0
726080.64,18.09,4.75,322107.13,8.03
726017.84,18.09,4.75,322052.68,8.03
726811.87,18.12,4.77,322439.15,8.04
726783.69,18.12,4.78,322425.87,8.04
726635.22,18.12,4.78,322311.59,8.04
726920.58,18.13,4.79,322518.9,8.04
726733.17,18.13,4.78,322441.18,8.04
726359.34,18.12,4.78,322315.09,8.04
726483.99,18.12,4.78,322640.64,8.05
726524.23,18.13,4.78,322565.95,8.05
726809.59,18.14,4.79,322526.04,8.05
726682.34,18.14,4.79,323603.5,8.08
726523.26,18.14,4.8,323074.02,8.07
726552.88,18.14,4.8,323169.3,8.07
726524.7,18.15,4.8,323162.05,8.07
726564.93,18.15,4.81,323086.9,8.07
726416.46,18.15,4.81,323209.46,8.08
726267.99,18.15,4.81,323135.41,8.08
725904.16,18.15,4.8,322944.19,8.07
726189.52,18.16,4.81,322955.49,8.07
725964.25,18.15,4.81,322816.59,8.07
726004.49,18.16,4.81,322799.26,8.07
726004.49,18.16,4.81,322837.43,8.07
726007.08,18.16,4.81,322838.63,8.07
726047.31,18.16,4.82,323675.73,8.1
725898.84,18.16,4.82,323498.87,8.09
725870.66,18.17,4.82,323506.4,8.1
725870.66,18.17,4.82,323490.71,8.1
726049.06,18.17,4.83,323380.79,8.09
725900.59,18.17,4.83,323489.48,8.1
725752.12,18.17,4.83,323410.65,8.1
725603.65,18.18,4.83,323329.75,8.1
725603.65,18.18,4.83,323329.75,8.1
725603.65,18.18,4.83,323352.17,8.1
725603.65,18.18,4.83,323431.9,8.1
725455.18,18.18,4.83,323738.56,8.11
725306.71,18.18,4.83,323686.32,8.11
725346.94,18.18,4.84,323819.6,8.12
725318.76,18.19,4.84,323845.16,8.12
725021.89,18.18,4.84,323610.72,8.11
724873.42,18.18,4.84,323586.07,8.12
724724.95,18.18,4.84,323474.41,8.12
724576.48,18.18,4.84,323429.33,8.12
724428.01,18.18,4.84,323412.49,8.12
724468.24,18.19,4.84,323859.82,8.13
724912.69,18.2,4.86,323731.35,8.13
724942.59,18.21,4.86,324327.38,8.14
724914.41,18.21,4.87,324342.33,8.15
724954.65,18.21,4.87,324270.16,8.15
724806.18,18.21,4.87,324187.64,8.15
725091.54,18.22,4.88,324313.41,8.15
725131.77,18.23,4.89,324215.36,8.15
724064.29,18.24,4.9,324007.63,8.16
723922.16,18.24,4.89,324248.81,8.17
723773.69,18.24,4.89,324163.74,8.17
723560.24,18.23,4.89,323921.65,8.16
723411.76,18.23,4.89,323685.04,8.16
723263.29,18.23,4.89,324328.86,8.18
723668.95,18.25,4.9,324352.2,8.18
723670.24,18.25,4.9,324372.08,8.18
723444.98,18.24,4.9,324252.1,8.18
723820.13,18.25,4.91,324430.21,8.18
723598.43,18.25,4.91,324164.5,8.18
723449.96,18.25,4.91,324029.17,8.17
723452.55,18.25,4.91,324075.8,8.18
723137.5,18.24,4.9,323993.37,8.17
723137.5,18.24,4.9,323993.37,8.17
723369.6,18.25,4.91,324645.21,8.19
723349.64,18.26,4.91,325247.1,8.21
722876.04,18.26,4.92,325210.25,8.22
722991.21,18.27,4.93,324420.33,8.2
723524.42,18.29,4.94,325895.02,8.24
723976.57,18.3,4.96,325784.62,8.24
723505.95,18.29,4.95,325949.53,8.24
723357.48,18.29,4.95,325783.19,8.24
723397.71,18.3,4.95,325733.94,8.24
723691.25,18.31,4.96,326470.76,8.26
723533.85,18.3,4.96,326313.35,8.25
723694.37,18.31,4.97,326351.17,8.26
723322.36,18.3,4.96,325944.09,8.25
723697.5,18.32,4.97,325839.4,8.25
723382.45,18.31,4.97,325784.74,8.25
723422.68,18.31,4.97,325914.65,8.25
723654.79,18.32,4.98,325809.73,8.25
723452.98,18.32,4.98,325882.56,8.25
723493.22,18.32,4.98,325810.47,8.25
723778.58,18.33,4.99,325755.71,8.25
723630.11,18.33,4.99,325725.94,8.25
723481.64,18.33,4.99,327067.33,8.29
723642.16,18.34,5.0,327105.15,8.29
723493.69,18.34,5.0,326967.86,8.29
723533.92,18.35,5.0,326930.45,8.29
723533.92,18.35,5.0,326926.2,8.29
723574.15,18.35,5.01,327028.25,8.29
723425.68,18.35,5.01,326906.25,8.29
723277.21,18.35,5.01,327609.05,8.31
723002.29,18.35,5.01,327234.18,8.31
722853.82,18.35,5.01,326753.33,8.3
722856.41,18.35,5.01,326754.53,8.3
722896.64,18.36,5.01,327152.88,8.31
723302.3,18.37,5.02,327175.12,8.31
723193.59,18.37,5.02,327072.67,8.31
723045.12,18.37,5.02,326957.7,8.31
722896.65,18.37,5.02,326915.81,8.31
722748.18,18.37,5.02,327026.59,8.31
722599.71,18.37,5.03,326930.43,8.31
722599.71,18.37,5.03,326969.69,8.31
722451.24,18.37,5.03,326909.95,8.31
722309.11,18.37,5.02,327247.57,8.32
722097.41,18.36,5.02,327233.12,8.32
722137.64,18.37,5.02,327198.4,8.32
721989.17,18.37,5.03,327139.79,8.32
721960.99,18.37,5.03,327132.53,8.33
721812.52,18.37,5.03,327030.86,8.32
721813.82,18.37,5.03,327032.01,8.32
721665.34,18.37,5.03,327146.05,8.33
721516.87,18.38,5.03,327073.97,8.33
721368.4,18.38,5.03,327011.77,8.33
721219.93,18.38,5.03,327356.48,8.34
721530.39,18.39,5.05,327507.2,8.35
721530.39,18.39,5.05,327507.2,8.35
721530.39,18.39,5.05,327507.2,8.35
721502.22,18.39,5.05,327470.54,8.35
721503.51,18.39,5.05,327472.65,8.35
721612.73,18.4,5.05,327640.71,8.35
721898.09,18.41,5.06,327557.78,8.35
721749.62,18.41,5.06,327780.69,8.36
721601.15,18.41,5.07,327712.8,8.36
721452.68,18.41,5.07,327653.8,8.36
721492.91,18.41,5.07,328450.93,8.38
721434.41,18.42,5.07,328432.24,8.38
721293.44,18.42,5.08,328179.6,8.38
721707.28,18.43,5.09,328285.28,8.38
721345.26,18.42,5.08,328159.17,8.38
721196.79,18.43,5.08,328053.24,8.38
721237.02,18.43,5.09,328206.3,8.39
721088.55,18.43,5.09,328094.74,8.39
720940.08,18.43,5.09,328382.32,8.4
720980.31,18.44,5.09,328193.56,8.39
721020.54,18.44,5.1,328721.31,8.41
720872.07,18.44,5.1,328574.32,8.41
720875.96,18.44,5.1,328611.82,8.41
720847.78,18.45,5.1,328626.78,8.41
721133.14,18.46,5.11,328537.75,8.41
720769.31,18.45,5.11,328675.85,8.41
721054.67,18.46,5.12,328583.13,8.41
721054.67,18.46,5.12,328660.76,8.41
721094.91,18.46,5.12,328594.15,8.41
720946.43,18.46,5.12,329430.11,8.44
720986.67,18.47,5.13,328644.44,8.42
720698.51,18.46,5.12,329888.24,8.45
721018.95,18.48,5.13,329691.06,8.45
720990.77,18.48,5.14,329706.02,8.45
720480.31,18.47,5.13,329186.62,8.44
720520.54,18.48,5.13,329114.45,8.44
720805.9,18.49,5.14,329039.9,8.44
720549.27,18.48,5.14,328747.81,8.43
720589.51,18.49,5.14,328866.06,8.44
720215.68,18.48,5.14,328795.44,8.44
720067.2,18.48,5.14,328713.53,8.44
720352.57,18.49,5.15,329185.23,8.45
720352.57,18.49,5.15,329212.36,8.45
720204.09,18.49,5.15,329305.79,8.45
719830.26,18.48,5.14,328766.46,8.44
719802.08,18.49,5.14,328737.31,8.44
720087.45,18.5,5.15,329613.86,8.47
719938.97,18.5,5.15,329515.45,8.47
720224.33,18.51,5.16,329917.77,8.48
720075.86,18.51,5.16,330101.84,8.48
720055.9,18.51,5.17,330119.83,8.49
719958.86,18.51,5.17,331066.03,8.51
719958.86,18.51,5.17,331116.6,8.52
719800.15,18.51,5.17,330963.24,8.51
719574.89,18.51,5.16,330697.73,8.51
719709.34,18.51,5.17,330198.93,8.49
719713.02,18.52,5.17,330055.47,8.49
719715.61,18.52,5.17,330056.71,8.49
719687.43,18.52,5.18,330071.67,8.49
719538.96,18.52,5.18,329929.16,8.49
719390.49,18.52,5.18,330109.75,8.5
719675.85,18.53,5.19,329992.39,8.5
719527.38,18.53,5.19,329898.11,8.5
719153.55,18.53,5.18,330699.7,8.52
719090.75,18.53,5.19,330670.21,8.52
719411.19,18.54,5.2,330680.23,8.52
719383.01,18.55,5.2,330746.94,8.53
718774.18,18.53,5.19,330188.39,8.51
718774.18,18.53,5.19,330164.67,8.51
718625.71,18.54,5.19,330062.23,8.51
718477.24,18.54,5.19,329973.85,8.51
718328.76,18.54,5.19,330282.08,8.52
717815.71,18.53,5.18,329690.78,8.51
718047.81,18.54,5.19,329422.67,8.5
717899.34,18.54,5.19,329955.3,8.52
