ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6b76-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1784176.74,29.12,0.59,214570.01,3.5
1783946.91,29.12,0.59,214594.7,3.5
1783559.31,29.12,0.59,214426.72,3.5
1783343.81,29.12,0.59,214431.98,3.5
1783314.73,29.12,0.59,214519.36,3.5
1783314.73,29.12,0.59,214519.36,3.5
1783314.73,29.12,0.59,214519.36,3.5
1783391.69,29.13,0.6,214327.11,3.5
1783391.69,29.13,0.6,214327.11,3.5
1783391.69,29.13,0.6,214327.11,3.5
1783391.69,29.13,0.6,214327.11,3.5
1783500.8,29.13,0.6,214323.08,3.5
1782943.99,29.13,0.6,213791.54,3.49
1782943.99,29.13,0.6,213791.54,3.49
1782726.95,29.13,0.6,214039.98,3.5
1782441.86,29.13,0.6,214015.59,3.5
1782712.1,29.14,0.61,213691.5,3.49
1782496.61,29.14,0.61,213696.76,3.49
1782228.43,29.14,0.61,213693.37,3.49
1782118.54,29.14,0.61,213667.75,3.49
1781820.41,29.14,0.61,213705.36,3.49
1781603.37,29.14,0.61,213631.3,3.49
1781603.37,29.14,0.61,213631.3,3.49
1782025.61,29.15,0.62,213752.99,3.5
1781727.48,29.15,0.62,213728.71,3.5
1781727.48,29.15,0.62,213728.71,3.5
1781333.85,29.15,0.62,213391.69,3.49
1781718.06,29.16,0.62,214696.25,3.51
1781424.45,29.16,0.62,214697.03,3.51
1781396.92,29.16,0.63,214793.16,3.52
1781367.84,29.16,0.63,214951.12,3.52
1781072.04,29.16,0.63,214928.66,3.52
1780961.37,29.16,0.63,215255.06,3.52
1780663.24,29.16,0.63,215257.08,3.53
1780808.37,29.17,0.64,215564.58,3.53
1780484.81,29.17,0.64,215538.97,3.53
1780161.24,29.17,0.64,215564.03,3.53
1780025.91,29.17,0.64,215548.55,3.53
1779704.67,29.17,0.64,215530.41,3.53
1779410.07,29.17,0.63,215247.18,3.53
1779504.65,29.17,0.64,215487.12,3.53
1779181.08,29.17,0.64,215572.86,3.53
1778855.97,29.17,0.64,215730.78,3.54
1778481.17,29.17,0.64,215527.47,3.53
1777936.95,29.16,0.63,214738.36,3.52
1777449.65,29.16,0.63,214208.31,3.51
1777234.16,29.16,0.63,214145.24,3.51
1777017.11,29.16,0.63,214139.5,3.51
1776727.91,29.16,0.62,213950.45,3.51
1776459.74,29.16,0.63,213935.96,3.51
1776174.49,29.15,0.62,213615.85,3.51
1775876.36,29.15,0.62,213602.16,3.51
1776183.71,29.16,0.63,213542.25,3.51
1776183.71,29.16,0.63,213542.25,3.51
1775885.58,29.16,0.63,213576.75,3.51
1775885.58,29.16,0.63,213576.75,3.51
1775587.45,29.16,0.63,213548.95,3.51
1775291.65,29.16,0.63,213531.42,3.51
1775180.98,29.16,0.63,213717.74,3.51
1774882.85,29.16,0.63,213716.76,3.51
1774882.85,29.16,0.63,213740.58,3.51
1774583.18,29.16,0.63,213710.25,3.51
1774268.09,29.16,0.63,213975.1,3.52
1774239.01,29.16,0.63,214078.14,3.52
1774330.68,29.17,0.64,213877.45,3.52
1774752.92,29.18,0.65,213999.14,3.52
1774754.68,29.18,0.65,214003.88,3.52
1774754.68,29.18,0.65,214003.88,3.52
1774535.05,29.18,0.64,213827.87,3.52
1774472.96,29.18,0.64,213822.39,3.52
1774194.58,29.17,0.64,213552.17,3.51
1773623.05,29.17,0.64,213029.06,3.5
1773407.56,29.17,0.64,212965.8,3.5
1773378.48,29.17,0.64,213143.72,3.51
1773378.48,29.17,0.64,213143.72,3.51
1773378.48,29.17,0.64,213143.72,3.51
1773455.43,29.18,0.64,212971.83,3.5
1772898.63,29.17,0.64,212419.92,3.5
1772902.16,29.17,0.64,212422.89,3.5
1772902.16,29.17,0.64,212422.89,3.5
1772414.87,29.17,0.64,211892.83,3.49
1772377.33,29.17,0.64,211804.64,3.49
1772161.84,29.17,0.64,211741.58,3.49
1771944.79,29.17,0.64,211735.83,3.49
1771268.87,29.17,0.63,211017.42,3.47
1771377.98,29.17,0.63,211013.4,3.47
1771160.94,29.17,0.63,211261.84,3.48
1770688.36,29.17,0.63,210876.8,3.47
1770688.36,29.17,0.63,210876.8,3.47
1770472.87,29.17,0.63,210813.28,3.47
1770255.83,29.17,0.63,210807.99,3.47
1770040.33,29.17,0.63,210744.93,3.47
1769653.36,29.17,0.63,210182.53,3.46
1769537.93,29.17,0.63,210174.37,3.46
1769752.83,29.18,0.63,210589.78,3.47
1769537.33,29.18,0.63,210526.27,3.47
1769165.39,29.17,0.63,210165.11,3.47
1768948.35,29.17,0.63,210159.82,3.47
1768732.86,29.18,0.63,210165.08,3.47
1768947.75,29.18,0.63,210443.44,3.47
1768732.26,29.18,0.63,210436.07,3.47
1768703.18,29.19,0.64,210536.07,3.47
1768215.89,29.18,0.63,210006.02,3.47
1767539.97,29.18,0.63,209287.61,3.45
1767539.97,29.18,0.63,209287.61,3.45
1767324.47,29.18,0.63,209292.86,3.46
1766952.53,29.17,0.62,209000.44,3.45
1766735.49,29.17,0.62,208926.38,3.45
1766951.93,29.18,0.63,208997.34,3.45
1766678.28,29.18,0.62,209090.24,3.45
1766461.24,29.18,0.62,208993.53,3.45
1765973.94,29.17,0.62,208463.47,3.44
1765486.65,29.17,0.62,207933.41,3.44
1765349.55,29.17,0.62,207753.81,3.43
1764862.25,29.17,0.61,207223.76,3.42
1765284.49,29.18,0.62,207345.45,3.43
1765312.4,29.18,0.62,207429.96,3.43
1765326.86,29.18,0.63,207423.08,3.43
1765342.36,29.18,0.63,207413.01,3.43
1765411.56,29.18,0.63,213186.47,3.52
1765503.23,29.19,0.63,212985.78,3.52
1764931.71,29.18,0.63,212462.68,3.51
1763699.95,29.18,0.63,212249.27,3.51
1763484.45,29.18,0.63,212297.87,3.51
1763267.41,29.18,0.63,212180.47,3.51
1763051.92,29.18,0.63,212117.21,3.51
1762834.87,29.18,0.63,212111.66,3.51
1762619.38,29.18,0.63,212048.4,3.51
1762834.27,29.19,0.63,212464.26,3.52
1762618.78,29.19,0.63,212400.75,3.52
1762401.74,29.19,0.63,212395.45,3.52
1762029.8,29.19,0.63,212034.05,3.51
1761814.3,29.19,0.63,212026.68,3.51
1761597.26,29.19,0.63,211965.24,3.51
1761109.97,29.19,0.62,211435.19,3.5
1761436.24,29.2,0.64,211517.52,3.51
1761889.3,29.21,0.65,211682.73,3.51
1761263.75,29.2,0.64,211111.79,3.5
1761340.7,29.21,0.65,210919.54,3.5
1761125.21,29.21,0.65,210924.8,3.5
1760857.04,29.21,0.65,210928.63,3.5
1760558.91,29.21,0.65,210895.34,3.5
1760713.98,29.21,0.65,210941.63,3.5
1760415.85,29.21,0.65,210904.8,3.5
1760415.85,29.21,0.65,210889.25,3.5
1760492.8,29.22,0.66,210717.37,3.5
1760197.0,29.22,0.66,212128.08,3.52
1760063.62,29.22,0.66,212238.18,3.52
1759769.02,29.22,0.66,211954.95,3.52
1759883.3,29.23,0.66,211402.65,3.51
1759429.5,29.22,0.66,211308.89,3.51
1759627.42,29.23,0.66,211641.35,3.52
1759481.5,29.23,0.66,211452.94,3.51
1762871.55,29.28,0.72,213230.87,3.54
1762672.78,29.28,0.72,213009.84,3.54
1762889.23,29.29,0.72,213080.8,3.54
1762673.03,29.29,0.72,212895.32,3.54
1762404.86,29.29,0.72,212895.01,3.54
1762294.97,29.29,0.72,212875.18,3.54
1761996.84,29.29,0.72,212862.66,3.54
1761886.95,29.29,0.73,212894.66,3.54
1761886.95,29.29,0.73,213028.76,3.54
1761515.01,29.29,0.72,212894.6,3.54
1761219.2,29.29,0.72,212850.44,3.54
1761065.68,29.29,0.72,214168.54,3.56
1761011.96,29.29,0.73,213672.56,3.55
1760516.03,29.29,0.72,213278.61,3.55
1760298.99,29.29,0.72,213333.0,3.55
1760515.43,29.3,0.73,213403.96,3.55
1760298.39,29.3,0.73,213616.61,3.56
1759741.58,29.29,0.72,213085.07,3.55
1759473.41,29.29,0.72,213081.64,3.55
1759101.47,29.29,0.72,212789.22,3.54
1759101.47,29.29,0.72,212808.35,3.54
1759073.94,29.29,0.72,212904.48,3.55
1758964.05,29.29,0.73,212879.39,3.55
1758964.05,29.29,0.73,212842.32,3.54
1758665.92,29.29,0.73,212895.81,3.55
1758367.79,29.29,0.73,212858.93,3.55
1758180.79,29.29,0.72,212657.17,3.54
1757586.08,29.29,0.72,213205.24,3.55
1757586.08,29.29,0.72,213245.17,3.55
1757029.28,29.29,0.72,212693.25,3.55
1757029.28,29.29,0.72,212697.99,3.55
1756740.06,29.29,0.72,212308.61,3.54
1756431.47,29.29,0.72,212296.39,3.54
1756402.39,29.29,0.72,212454.35,3.54
1756186.9,29.29,0.72,212391.09,3.54
1755969.85,29.29,0.72,212385.55,3.54
1755754.36,29.29,0.72,212322.03,3.54
1755648.47,29.3,0.72,211885.64,3.54
1755954.27,29.3,0.73,212402.69,3.54
1755766.77,29.3,0.73,212292.14,3.54
1755551.28,29.3,0.73,212228.64,3.54
1755334.24,29.31,0.73,212223.33,3.54
1755336.0,29.31,0.73,212225.64,3.54
1755412.96,29.31,0.74,212033.39,3.54
1754920.11,29.31,0.73,211541.05,3.53
1754920.11,29.31,0.73,211520.4,3.53
1754704.62,29.31,0.73,211456.88,3.53
1754272.08,29.31,0.73,211388.08,3.53
1754074.73,29.31,0.73,211180.01,3.53
1754289.62,29.31,0.73,211596.12,3.54
1753542.82,29.31,0.73,210874.57,3.52
1753515.29,29.31,0.73,210970.7,3.53
1753298.24,29.31,0.73,210989.22,3.53
1753289.59,29.32,0.73,210648.83,3.52
1752628.39,29.31,0.73,210075.43,3.51
1752600.86,29.31,0.73,210171.56,3.52
1752600.86,29.31,0.73,210144.88,3.51
1752571.78,29.32,0.73,210302.84,3.52
1752023.4,29.31,0.73,209762.62,3.51
1751799.21,29.31,0.72,209519.66,3.51
1751583.72,29.31,0.72,209456.59,3.5
1751598.18,29.31,0.73,209538.63,3.51
1751613.67,29.31,0.73,209530.99,3.51
1751828.57,29.32,0.73,209946.26,3.51
1751722.67,29.32,0.73,209509.87,3.51
1751722.67,29.32,0.73,209471.47,3.51
1751346.95,29.32,0.73,209182.03,3.5
1751204.98,29.32,0.73,209008.76,3.5
1751281.93,29.32,0.74,208816.51,3.5
1751066.44,29.32,0.74,208821.77,3.5
1751143.39,29.33,0.74,208649.89,3.49
1751143.39,29.33,0.74,208643.37,3.49
1751449.19,29.34,0.75,209091.65,3.5
1751134.1,29.33,0.75,208747.75,3.5
1750918.6,29.33,0.75,208740.38,3.5
1750924.8,29.33,0.75,211992.16,3.55
1751032.36,29.34,0.75,212244.05,3.56
1751004.83,29.34,0.75,212340.18,3.56
1748649.76,29.34,0.75,212287.63,3.56
1748432.72,29.34,0.75,212306.15,3.56
1748217.22,29.35,0.75,212298.79,3.56
1748145.18,29.35,0.76,213102.54,3.58
1748567.42,29.36,0.77,213224.22,3.58
1748350.37,29.36,0.77,213162.78,3.58
1749201.55,29.38,0.78,213226.72,3.58
1748454.74,29.37,0.78,212505.18,3.57
1748358.17,29.37,0.78,212993.43,3.58
1748286.12,29.38,0.79,213797.18,3.59
1748070.63,29.38,0.79,213789.81,3.59
1747853.58,29.38,0.79,213728.38,3.59
1747633.62,29.38,0.78,213550.63,3.59
1747335.23,29.38,0.78,213480.7,3.59
1747164.28,29.38,0.79,210683.2,3.54
1747029.85,29.38,0.79,210827.75,3.55
1747930.16,29.4,0.81,213702.03,3.59
1748069.48,29.4,0.81,214126.89,3.6
1747853.99,29.41,0.81,214063.38,3.6
1747585.82,29.41,0.81,214059.44,3.6
1747368.77,29.41,0.81,214054.15,3.6
1747070.65,29.41,0.81,214029.37,3.6
1747070.65,29.41,0.81,214029.37,3.6
1746773.84,29.4,0.81,213737.46,3.6
1746394.58,29.4,0.81,213367.05,3.59
1746423.72,29.4,0.81,213490.8,3.59
1746423.72,29.4,0.81,213490.8,3.59
1746125.6,29.4,0.81,213423.0,3.59
1745829.79,29.4,0.81,213372.72,3.59
1745584.47,29.4,0.81,212691.79,3.58
1745730.37,29.41,0.82,213666.08,3.6
1745484.92,29.41,0.82,213209.75,3.59
1745269.43,29.41,0.82,213146.68,3.59
1744975.99,29.41,0.82,213418.09,3.6
1744880.51,29.41,0.82,212856.98,3.59
1744663.47,29.41,0.82,212851.24,3.59
1742308.4,29.41,0.82,212798.68,3.59
1742280.87,29.42,0.82,212894.81,3.59
1742063.83,29.42,0.82,212891.32,3.6
1742023.81,29.42,0.83,213108.23,3.6
1742375.78,29.43,0.84,213188.11,3.6
1742452.73,29.44,0.84,213016.23,3.6
1742669.18,29.45,0.85,213087.19,3.6
1741927.09,29.44,0.84,212401.71,3.59
1741370.28,29.43,0.84,211849.8,3.58
1741477.84,29.44,0.84,212450.12,3.59
1741262.35,29.44,0.84,212455.38,3.59
1741354.02,29.45,0.85,212254.69,3.59
1741136.98,29.45,0.85,212180.62,3.59
1740375.45,29.44,0.84,211467.52,3.58
1740467.12,29.44,0.85,211266.83,3.57
1740251.63,29.45,0.85,211203.77,3.57
1739490.11,29.44,0.84,210490.66,3.56
1739273.06,29.44,0.84,210484.92,3.56
1738901.13,29.44,0.83,210066.05,3.56
1738685.63,29.44,0.83,210002.54,3.56
1738685.63,29.44,0.83,210002.54,3.56
1738468.59,29.44,0.83,209997.24,3.56
1738468.59,29.44,0.83,209997.24,3.56
1738459.94,29.44,0.84,209656.85,3.55
1738244.44,29.44,0.84,209593.34,3.55
1738244.44,29.44,0.84,209593.34,3.55
1737583.24,29.44,0.83,209019.94,3.54
1737402.25,29.44,0.83,208851.07,3.54
1737134.08,29.44,0.83,208854.9,3.54
1736835.95,29.44,0.83,208821.81,3.54
1736835.95,29.44,0.83,208821.81,3.54
1736835.95,29.44,0.83,208821.81,3.54
1736991.02,29.44,0.84,208901.96,3.54
1736692.89,29.44,0.84,208820.0,3.54
1736587.0,29.44,0.84,208383.61,3.53
1736587.0,29.44,0.84,208383.61,3.53
1736291.19,29.44,0.84,208533.75,3.54
1736096.3,29.44,0.84,208347.2,3.53
1735797.4,29.44,0.84,208214.22,3.53
1735687.51,29.44,0.84,208185.06,3.53
1735387.83,29.44,0.84,208797.68,3.54
1735014.64,29.44,0.84,208415.1,3.54
1734985.56,29.44,0.84,208593.27,3.54
1734798.06,29.44,0.84,208482.72,3.54
1735220.3,29.45,0.85,208604.4,3.54
1735004.81,29.46,0.85,208540.89,3.54
1734799.94,29.45,0.85,208395.21,3.54
1734514.86,29.45,0.85,207912.14,3.53
1734297.81,29.45,0.85,207906.84,3.53
1734082.32,29.46,0.85,207912.1,3.53
1733865.28,29.46,0.85,207838.04,3.53
1734051.85,29.46,0.85,207680.6,3.53
1734327.34,29.47,0.86,209118.74,3.55
1734120.11,29.47,0.86,208488.32,3.54
1734607.26,29.48,0.88,210003.48,3.57
1734391.77,29.49,0.88,210008.74,3.57
1734174.73,29.49,0.88,209934.67,3.57
1734502.89,29.49,0.88,209984.02,3.57
1734287.39,29.5,0.88,209976.66,3.57
1733735.3,29.49,0.88,209481.17,3.56
1733706.22,29.49,0.88,209581.18,3.57
1734036.37,29.51,0.89,209667.38,3.57
1733517.71,29.5,0.89,208886.86,3.55
1733302.22,29.5,0.89,208892.12,3.56
1733273.14,29.51,0.89,208979.5,3.56
1732944.48,29.5,0.89,208387.13,3.55
1732676.31,29.51,0.89,208383.18,3.55
1732822.99,29.51,0.89,208359.61,3.55
1732524.86,29.51,0.89,208407.33,3.55
1732524.86,29.51,0.89,208407.33,3.55
1732524.86,29.51,0.89,208407.33,3.55
1732226.73,29.51,0.89,208367.04,3.55
1732226.73,29.51,0.89,208367.04,3.55
1732011.24,29.51,0.89,208359.68,3.55
1732011.24,29.51,0.89,208348.15,3.55
1731903.67,29.51,0.9,208334.27,3.55
1731618.58,29.51,0.9,208385.86,3.55
1731464.83,29.51,0.9,208496.4,3.55
1731859.4,29.52,0.91,208691.1,3.56
1731748.74,29.53,0.91,208610.18,3.56
1731638.84,29.53,0.91,208689.87,3.56
1731638.84,29.53,0.91,208689.87,3.56
1731421.8,29.53,0.91,208628.43,3.56
1731641.87,29.54,0.92,209818.29,3.58
1731426.38,29.54,0.92,209755.02,3.58
1731209.33,29.54,0.92,209749.48,3.58
1731209.33,29.54,0.92,209749.48,3.58
1730890.1,29.53,0.91,209430.18,3.57
1730674.61,29.54,0.92,209422.82,3.57
1730457.56,29.54,0.92,209361.38,3.57
1730457.56,29.54,0.92,209361.38,3.57
1730242.07,29.54,0.92,209354.01,3.57
1730025.03,29.54,0.92,209292.57,3.57
1729626.69,29.54,0.91,209121.59,3.57
1729411.2,29.54,0.91,209058.15,3.57
1729411.2,29.54,0.91,209058.15,3.57
1729194.16,29.54,0.91,209052.78,3.57
1728925.98,29.54,0.91,209056.61,3.57
1728710.49,29.54,0.91,208993.55,3.57
1728369.07,29.54,0.91,208625.06,3.57
1728070.94,29.54,0.91,208591.74,3.57
1727772.81,29.54,0.91,208665.38,3.57
1727743.73,29.54,0.91,208843.09,3.57
1727633.84,29.54,0.92,208789.72,3.57
1727338.03,29.54,0.92,208761.06,3.57
1727338.03,29.54,0.92,208761.06,3.57
1727338.03,29.54,0.92,208761.06,3.57
1727039.13,29.54,0.92,209075.9,3.58
1726818.08,29.54,0.91,208939.64,3.57
1726519.95,29.54,0.91,208669.21,3.57
1726220.28,29.54,0.91,208797.78,3.57
1725654.26,29.54,0.91,208209.45,3.56
1725763.37,29.54,0.91,208205.42,3.56
1725763.37,29.54,0.91,208233.0,3.56
1725546.32,29.54,0.91,208481.44,3.57
1725330.83,29.54,0.91,208486.7,3.57
1725553.87,29.55,0.92,208844.6,3.58
1725526.34,29.55,0.92,208940.73,3.58
1725309.3,29.55,0.92,208937.24,3.58
1725024.21,29.55,0.92,208988.84,3.58
1725557.2,29.57,0.94,209399.16,3.59
1725341.71,29.57,0.94,209335.65,3.59
1725312.63,29.57,0.94,209513.81,3.59
1725312.63,29.57,0.94,209513.81,3.59
1725097.13,29.57,0.94,209450.3,3.59
1724880.09,29.58,0.94,209445.01,3.59
1724581.71,29.58,0.94,209374.88,3.59
1724211.62,29.57,0.93,209012.91,3.58
1723911.68,29.57,0.93,209007.56,3.59
1723618.07,29.57,0.93,209010.71,3.59
1723618.47,29.57,0.93,209027.13,3.59
1723333.38,29.57,0.94,209078.72,3.59
1723305.85,29.58,0.94,209174.85,3.59
1723100.98,29.57,0.93,208964.61,3.59
1722777.42,29.57,0.94,208940.81,3.59
1722453.86,29.57,0.94,208961.71,3.59
1722130.29,29.57,0.94,208942.23,3.59
1721809.05,29.57,0.94,208927.19,3.59
1721929.52,29.58,0.94,209042.02,3.59
1721661.34,29.58,0.94,209038.07,3.59
1721363.22,29.58,0.94,209012.47,3.59
1721065.09,29.58,0.94,209071.95,3.59
1720766.96,29.58,0.94,209022.57,3.59
1720661.07,29.58,0.94,208586.18,3.59
1720365.27,29.58,0.94,208566.63,3.59
1720066.36,29.58,0.94,208895.07,3.59
1719070.24,29.57,0.93,207882.65,3.58
1718916.49,29.57,0.93,207767.89,3.57
1718916.49,29.57,0.93,207767.89,3.57
1718986.72,29.57,0.94,207995.55,3.58
1718506.91,29.57,0.93,207613.85,3.57
1718289.87,29.57,0.93,207632.38,3.57
1717966.31,29.57,0.93,207625.64,3.57
1718184.93,29.57,0.94,208414.7,3.59
1717810.97,29.57,0.94,208127.3,3.58
1717810.97,29.57,0.94,208105.29,3.58
1718205.55,29.58,0.95,208299.98,3.59
1718099.66,29.59,0.95,207863.59,3.58
1717685.63,29.58,0.95,207422.76,3.57
1717685.63,29.58,0.95,207447.21,3.57
1717527.69,29.58,0.95,207290.64,3.57
1717780.64,29.59,0.95,207652.55,3.58
1717674.75,29.59,0.95,207216.16,3.57
1717796.77,29.59,0.96,207408.74,3.57
1717581.28,29.59,0.96,207414.0,3.57
1717552.2,29.6,0.96,207501.38,3.58
1717732.81,29.6,0.97,207888.8,3.58
1717790.05,29.61,0.97,208073.86,3.59
1717574.55,29.61,0.97,208066.49,3.59
1717357.51,29.61,0.97,208005.05,3.59
1717142.02,29.61,0.97,207997.69,3.59
1716930.96,29.61,0.97,207847.68,3.58
1716930.96,29.61,0.97,207847.68,3.58
1716713.92,29.61,0.97,207786.24,3.58
1714358.85,29.61,0.97,207733.69,3.59
1714143.36,29.61,0.97,207670.39,3.59
1714114.28,29.62,0.97,207848.68,3.59
1714114.28,29.62,0.97,207848.68,3.59
1713898.79,29.62,0.97,207785.16,3.59
1713681.74,29.62,0.97,207779.87,3.59
1714065.98,29.63,0.98,207720.54,3.59
1713595.96,29.62,0.98,207925.66,3.59
1713378.92,29.62,0.98,207828.07,3.59
1713163.43,29.62,0.98,207764.55,3.59
