ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_249f-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
635697.03,14.33,2.06,564925.8,12.73
635965.79,14.34,2.07,564894.36,12.74
635782.05,14.34,2.07,564519.5,12.73
635241.38,14.33,2.06,563937.41,12.72
635530.61,14.34,2.07,564581.88,12.74
634976.36,14.33,2.06,564027.63,12.72
634435.7,14.32,2.05,563434.63,12.71
634245.68,14.31,2.05,563472.74,12.72
633509.52,14.31,2.05,562839.16,12.71
633470.03,14.31,2.05,562119.88,12.7
633213.23,14.31,2.04,561874.46,12.7
633481.98,14.32,2.05,561873.88,12.7
633407.15,14.32,2.05,561738.88,12.7
633407.15,14.32,2.05,561738.88,12.7
633297.15,14.32,2.05,561628.88,12.7
633113.41,14.32,2.05,561184.6,12.69
633113.41,14.32,2.05,561227.11,12.69
633402.63,14.32,2.06,561982.61,12.71
632686.6,14.32,2.06,561082.5,12.7
632476.46,14.32,2.05,561343.78,12.71
632476.46,14.32,2.05,561343.78,12.71
632263.56,14.32,2.05,560658.09,12.7
632532.32,14.33,2.06,560657.51,12.7
632217.92,14.32,2.06,560266.28,12.69
632034.18,14.32,2.06,560509.19,12.7
632070.61,14.33,2.06,560201.86,12.7
632069.4,14.33,2.06,559964.15,12.69
631932.35,14.33,2.06,559746.27,12.69
631913.5,14.33,2.07,560264.58,12.71
631722.44,14.33,2.06,560076.18,12.7
631498.16,14.33,2.06,560024.3,12.71
631498.16,14.33,2.06,560024.3,12.71
631498.16,14.33,2.06,560024.3,12.71
630480.74,14.33,2.07,559212.9,12.71
630938.31,14.34,2.08,559363.01,12.72
630774.78,14.34,2.08,558409.92,12.7
630591.04,14.34,2.08,558093.8,12.69
630596.11,14.35,2.08,557777.08,12.69
630412.37,14.34,2.08,558205.31,12.7
630489.21,14.35,2.08,558014.16,12.7
630281.55,14.35,2.08,557666.9,12.69
630090.49,14.35,2.08,558199.29,12.71
629866.22,14.34,2.08,557964.12,12.71
629866.22,14.34,2.08,558017.39,12.71
629853.86,14.35,2.08,558300.29,12.72
629938.88,14.36,2.09,558098.05,12.72
629755.14,14.35,2.09,557794.34,12.71
629755.14,14.35,2.09,557794.34,12.71
629925.23,14.36,2.1,558371.47,12.73
629622.82,14.36,2.09,557951.74,12.72
629485.77,14.36,2.09,557717.72,12.72
629278.1,14.36,2.09,557291.57,12.71
629278.1,14.36,2.09,557291.57,12.71
629448.16,14.36,2.1,556567.72,12.7
629160.81,14.36,2.09,556624.65,12.7
628969.75,14.36,2.09,556950.46,12.71
629074.22,14.36,2.1,557014.91,12.72
629622.84,14.38,2.11,557008.39,12.72
629826.21,14.38,2.12,556714.47,12.71
629285.55,14.37,2.11,556121.47,12.7
629285.55,14.37,2.11,556121.47,12.7
629488.92,14.38,2.12,555827.55,12.7
628953.0,14.37,2.11,555297.14,12.69
629169.96,14.38,2.12,554964.47,12.68
628439.29,14.37,2.1,554181.47,12.67
628642.66,14.38,2.11,553876.64,12.67
627625.24,14.38,2.11,553065.23,12.67
627894.0,14.39,2.12,553170.46,12.68
627637.19,14.38,2.12,552895.92,12.67
627637.19,14.38,2.12,552895.92,12.67
627356.53,14.38,2.11,552573.83,12.66
627172.79,14.38,2.11,552119.93,12.66
626155.37,14.38,2.12,551308.52,12.66
626002.99,14.38,2.12,551182.61,12.66
625286.96,14.38,2.11,551151.4,12.67
625052.93,14.37,2.11,550845.79,12.67
625321.69,14.38,2.12,550912.7,12.67
624767.44,14.37,2.11,550358.45,12.66
623750.01,14.38,2.11,549547.04,12.67
623566.27,14.38,2.11,549243.16,12.66
623382.53,14.38,2.11,549522.42,12.67
623223.88,14.38,2.11,549226.18,12.67
623086.83,14.38,2.11,548975.29,12.67
622804.37,14.38,2.12,548467.12,12.67
622785.51,14.38,2.12,548348.69,12.67
622783.26,14.39,2.12,548753.84,12.68
622558.99,14.39,2.12,548511.76,12.67
622346.1,14.38,2.12,547826.07,12.66
622031.7,14.38,2.11,547434.84,12.66
621919.73,14.38,2.12,547724.71,12.66
621761.05,14.38,2.11,547566.03,12.66
620779.87,14.38,2.12,546826.74,12.67
620761.01,14.38,2.12,546563.62,12.66
621011.56,14.39,2.13,546408.43,12.66
621011.56,14.39,2.13,546408.43,12.66
619994.13,14.39,2.13,545597.03,12.67
619958.67,14.4,2.13,546234.77,12.68
620162.04,14.4,2.14,545940.84,12.68
619621.38,14.39,2.13,545347.84,12.67
619325.56,14.39,2.12,545100.38,12.66
619542.52,14.4,2.13,544767.7,12.66
619759.48,14.4,2.14,544435.03,12.65
619476.87,14.4,2.13,544092.88,12.65
618459.45,14.4,2.14,543281.47,12.65
619056.94,14.42,2.15,543319.45,12.65
619323.14,14.43,2.16,542890.99,12.65
619111.47,14.42,2.16,542675.77,12.64
618927.73,14.42,2.16,543294.91,12.66
618769.08,14.42,2.16,542869.4,12.65
618632.03,14.42,2.16,542585.57,12.65
617614.61,14.42,2.16,541774.16,12.65
617353.48,14.42,2.15,542469.89,12.67
616799.23,14.41,2.14,541915.64,12.66
616400.51,14.41,2.14,541580.42,12.66
616626.17,14.41,2.15,541692.99,12.66
615608.75,14.42,2.15,540881.58,12.67
615054.5,14.41,2.14,540327.33,12.66
615257.87,14.41,2.15,540033.41,12.65
614717.2,14.4,2.14,539440.41,12.64
614693.12,14.41,2.14,538934.49,12.63
614379.91,14.4,2.14,538553.48,12.63
614583.28,14.41,2.15,538259.56,12.62
614203.34,14.4,2.14,538045.2,12.62
614392.77,14.41,2.15,537685.0,12.61
614865.48,14.43,2.16,537608.08,12.61
615068.85,14.43,2.17,537314.16,12.61
615068.85,14.43,2.17,537314.16,12.61
614528.18,14.42,2.16,536721.16,12.6
614229.44,14.42,2.15,536401.35,12.59
614446.4,14.43,2.16,536068.67,12.59
613428.98,14.43,2.17,535257.27,12.59
613697.74,14.44,2.17,535362.5,12.6
613955.6,14.45,2.18,535012.65,12.59
613771.86,14.45,2.18,535359.69,12.6
613613.21,14.45,2.18,535074.08,12.6
613380.29,14.44,2.18,534729.47,12.59
613433.56,14.44,2.18,534782.74,12.59
613296.51,14.44,2.18,535285.34,12.61
612565.85,14.43,2.17,534502.34,12.59
612011.6,14.42,2.16,533948.09,12.58
611992.74,14.42,2.16,533612.2,12.58
611801.69,14.42,2.16,533304.17,12.57
611584.16,14.42,2.15,533089.01,12.57
611801.5,14.42,2.16,533791.43,12.58
611518.89,14.42,2.15,533453.4,12.58
611735.84,14.43,2.16,533120.73,12.57
610718.42,14.43,2.16,532309.32,12.58
610654.17,14.43,2.16,532245.07,12.58
610843.6,14.44,2.17,531884.87,12.57
611046.97,14.45,2.18,531580.04,12.57
611315.73,14.46,2.19,531579.46,12.57
610298.31,14.46,2.19,530768.06,12.57
610261.58,14.46,2.19,530731.33,12.57
609530.92,14.44,2.18,529959.24,12.56
609347.18,14.44,2.18,529587.71,12.55
609194.8,14.44,2.18,530129.96,12.57
609004.79,14.44,2.18,529674.67,12.56
608883.77,14.44,2.18,529534.69,12.56
607866.34,14.45,2.18,528723.29,12.57
607842.14,14.45,2.18,529152.06,12.58
607650.16,14.45,2.18,528673.96,12.57
607604.94,14.45,2.18,528680.82,12.57
607322.47,14.46,2.19,528297.21,12.58
607210.51,14.46,2.19,528124.47,12.57
607002.85,14.46,2.19,528265.59,12.58
607253.39,14.46,2.2,528271.54,12.58
607449.43,14.47,2.2,528743.05,12.59
607236.54,14.47,2.2,528057.36,12.58
606854.94,14.46,2.2,527614.71,12.57
607070.53,14.47,2.2,527753.48,12.58
607339.29,14.48,2.21,527648.35,12.58
606358.11,14.48,2.22,526909.06,12.58
605376.92,14.49,2.22,526169.77,12.59
605681.92,14.5,2.23,526237.58,12.6
605939.78,14.5,2.24,525835.85,12.59
605568.18,14.5,2.23,526363.64,12.6
605568.18,14.5,2.23,526363.64,12.6
605384.44,14.5,2.23,525964.4,12.59
605200.7,14.5,2.23,525679.13,12.59
605437.27,14.5,2.24,526010.77,12.6
605695.14,14.51,2.25,525696.44,12.59
605536.48,14.51,2.25,525352.02,12.59
605588.24,14.51,2.25,526013.41,12.61
605380.58,14.51,2.25,525735.46,12.6
605090.26,14.51,2.24,525494.48,12.6
604729.34,14.5,2.24,525068.02,12.59
604716.41,14.5,2.24,525782.3,12.61
604492.13,14.5,2.24,525553.16,12.61
604492.13,14.5,2.24,525553.16,12.61
604568.98,14.51,2.24,525903.94,12.62
604568.98,14.51,2.24,525903.94,12.62
603587.8,14.51,2.24,525164.66,12.62
603830.07,14.52,2.25,524908.18,12.62
603639.01,14.52,2.25,524748.16,12.62
603414.74,14.51,2.25,525265.19,12.63
603887.44,14.53,2.26,525188.26,12.64
603674.55,14.53,2.26,524502.57,12.62
603294.61,14.52,2.25,524090.07,12.61
603294.61,14.52,2.25,524129.33,12.61
603294.61,14.52,2.25,524129.33,12.61
602980.21,14.52,2.25,523738.1,12.61
602697.75,14.52,2.26,523354.49,12.61
602914.53,14.53,2.27,523211.5,12.61
602914.53,14.53,2.27,523191.6,12.61
602717.55,14.53,2.26,523729.74,12.62
602802.56,14.54,2.27,523479.29,12.62
602802.56,14.54,2.27,523479.29,12.62
603052.18,14.55,2.28,523453.15,12.63
602871.56,14.54,2.28,523473.38,12.63
602719.17,14.54,2.28,523819.85,12.64
602717.97,14.55,2.28,523532.19,12.64
602580.92,14.55,2.28,523329.3,12.63
601563.5,14.55,2.29,522517.89,12.64
601563.5,14.55,2.29,522517.89,12.64
601563.5,14.55,2.29,522517.89,12.64
601355.83,14.55,2.28,522644.94,12.65
601164.78,14.55,2.28,522262.04,12.64
600940.5,14.55,2.28,522288.74,12.64
601143.87,14.56,2.29,521983.91,12.64
601347.24,14.56,2.3,521679.07,12.63
601616.0,14.57,2.31,521647.63,12.64
601248.52,14.57,2.31,521173.13,12.63
600517.85,14.56,2.29,520401.04,12.62
600359.2,14.56,2.29,520852.02,12.63
599818.54,14.55,2.28,520269.93,12.62
599818.54,14.55,2.28,520269.93,12.62
599681.49,14.55,2.28,520055.12,12.62
599484.51,14.55,2.28,519781.84,12.61
599322.14,14.55,2.28,519875.78,12.62
599058.49,14.54,2.28,519513.49,12.61
598041.07,14.55,2.28,518702.09,12.62
598309.83,14.56,2.29,518659.83,12.62
598314.9,14.56,2.29,518340.99,12.61
598206.09,14.56,2.29,518231.13,12.61
597993.2,14.56,2.29,517545.44,12.6
598028.8,14.56,2.29,517504.21,12.6
597845.06,14.56,2.29,517899.14,12.61
597549.35,14.56,2.29,517379.34,12.6
597150.63,14.55,2.29,517496.38,12.61
597150.63,14.55,2.29,517496.38,12.61
597419.39,14.57,2.3,517417.52,12.61
597195.11,14.56,2.3,517163.85,12.61
597049.0,14.56,2.3,516835.48,12.61
596334.95,14.56,2.3,517050.13,12.62
596142.97,14.56,2.29,516590.69,12.62
596097.74,14.56,2.3,516619.93,12.62
596301.11,14.57,2.3,516326.0,12.62
595760.45,14.56,2.29,515733.0,12.6
595760.45,14.56,2.29,515733.0,12.6
596309.07,14.57,2.31,515726.48,12.6
597028.27,14.59,2.33,515937.35,12.61
596302.35,14.58,2.31,515216.95,12.6
595585.86,14.57,2.3,514459.16,12.58
595854.62,14.58,2.31,514458.58,12.58
594837.2,14.58,2.31,513647.17,12.59
594653.46,14.58,2.31,513275.64,12.58
594942.68,14.59,2.32,513916.2,12.6
594752.67,14.59,2.32,513584.72,12.6
594615.62,14.59,2.32,513180.53,12.59
594615.62,14.59,2.32,513180.53,12.59
594418.64,14.59,2.32,513779.84,12.61
594209.86,14.58,2.32,513880.61,12.61
594114.23,14.58,2.32,513202.49,12.6
593831.77,14.59,2.32,512818.88,12.6
593518.56,14.59,2.32,512702.74,12.6
593406.59,14.59,2.32,512869.7,12.61
593387.74,14.59,2.32,512624.59,12.6
593196.68,14.59,2.32,512395.88,12.6
593161.21,14.59,2.32,512650.46,12.61
593364.58,14.6,2.33,512345.63,12.6
592837.29,14.59,2.33,511268.7,12.58
592837.29,14.59,2.33,511268.7,12.58
593054.25,14.6,2.34,510936.03,12.58
593243.68,14.61,2.34,510575.83,12.57
593243.68,14.61,2.34,510575.83,12.57
593328.69,14.62,2.35,510373.59,12.58
592924.95,14.61,2.35,509976.55,12.57
592766.14,14.61,2.34,509825.72,12.56
592582.4,14.61,2.34,509522.01,12.56
592423.74,14.61,2.34,509928.3,12.57
592089.49,14.6,2.34,509594.04,12.57
592281.18,14.61,2.34,509386.23,12.56
592073.52,14.61,2.34,509084.28,12.56
591921.83,14.61,2.34,509543.35,12.57
591813.03,14.6,2.34,509433.37,12.57
591082.36,14.59,2.32,508661.28,12.55
591326.41,14.6,2.34,508032.56,12.55
591065.69,14.6,2.33,507703.18,12.54
590783.23,14.61,2.34,507319.57,12.54
590256.51,14.6,2.33,506792.84,12.53
590144.54,14.6,2.33,506620.1,12.53
590265.62,14.6,2.34,506648.67,12.53
590413.06,14.61,2.34,507286.68,12.55
590179.03,14.61,2.34,507022.53,12.55
589859.03,14.6,2.33,506702.53,12.54
590101.88,14.61,2.35,507270.85,12.56
590305.25,14.62,2.36,506976.92,12.56
590508.62,14.63,2.37,506683.0,12.55
591057.24,14.65,2.38,506676.48,12.56
590716.93,14.64,2.37,506384.17,12.55
591174.07,14.65,2.39,507915.42,12.59
591893.26,14.67,2.41,508126.29,12.6
592096.63,14.68,2.42,507832.36,12.59
592100.02,14.68,2.42,507901.98,12.59
592303.39,14.69,2.42,507597.14,12.59
592001.72,14.68,2.42,507295.48,12.58
592205.09,14.69,2.43,506990.64,12.58
591664.43,14.68,2.42,506397.64,12.57
591867.79,14.69,2.42,506092.81,12.56
592057.22,14.7,2.43,505732.61,12.55
592508.14,14.71,2.45,506961.87,12.59
592711.51,14.72,2.45,506667.95,12.58
592928.46,14.73,2.46,506335.28,12.58
593514.16,14.74,2.48,506427.39,12.58
593231.7,14.75,2.49,506043.78,12.58
593448.48,14.76,2.5,505900.8,12.58
592907.82,14.75,2.49,505307.8,12.57
592367.15,14.74,2.47,504714.8,12.56
592159.49,14.74,2.47,505065.92,12.57
592410.04,14.75,2.48,505072.33,12.57
592185.76,14.74,2.48,505084.93,12.58
591807.08,14.74,2.47,504825.06,12.57
591526.42,14.73,2.47,504502.97,12.56
591729.79,14.74,2.48,504209.04,12.56
591533.98,14.74,2.47,504017.58,12.56
592082.6,14.75,2.49,504011.06,12.56
591351.94,14.74,2.47,503238.97,12.54
590621.28,14.72,2.46,502466.88,12.53
590568.28,14.72,2.46,502357.84,12.52
591153.98,14.74,2.47,502449.96,12.53
591343.41,14.75,2.48,502089.76,12.52
590617.5,14.73,2.47,501369.36,12.51
590091.01,14.72,2.46,500801.56,12.5
590294.38,14.73,2.47,500507.64,12.49
590241.38,14.73,2.47,500398.6,12.49
590960.58,14.75,2.49,500609.47,12.5
590419.92,14.74,2.48,500016.47,12.48
590609.35,14.75,2.49,499656.27,12.48
590878.1,14.76,2.5,499587.6,12.48
590878.1,14.76,2.5,499615.31,12.48
590694.36,14.76,2.49,499239.13,12.47
590541.98,14.76,2.49,499780.06,12.49
590351.97,14.76,2.49,499466.94,12.49
589797.72,14.75,2.48,498912.69,12.48
589660.67,14.75,2.48,498633.06,12.47
589483.2,14.75,2.48,499044.99,12.48
589352.08,14.75,2.48,498611.24,12.48
589037.67,14.74,2.48,498318.32,12.47
588020.25,14.75,2.48,497506.92,12.48
588020.25,14.75,2.48,497506.92,12.48
588289.01,14.76,2.49,497522.47,12.48
588546.88,14.77,2.5,497136.94,12.47
588394.49,14.77,2.5,497771.46,12.49
587866.58,14.76,2.49,497243.54,12.48
587539.52,14.75,2.49,496751.87,12.47
587342.54,14.75,2.49,496509.21,12.47
587427.55,14.76,2.5,496258.76,12.47
587124.69,14.76,2.49,497011.5,12.49
586394.03,14.74,2.48,496228.5,12.48
585412.85,14.75,2.48,495489.22,12.48
584886.12,14.74,2.47,494962.49,12.47
584345.46,14.73,2.46,494369.49,12.46
584193.08,14.73,2.46,494719.92,12.47
584193.08,14.73,2.46,494719.92,12.47
584193.08,14.73,2.46,494719.92,12.47
584003.07,14.73,2.46,494087.78,12.46
583911.31,14.73,2.46,495320.27,12.49
584180.07,14.74,2.47,495241.42,12.49
584110.62,14.74,2.47,494595.49,12.48
584414.45,14.75,2.48,495077.24,12.49
584553.17,14.75,2.49,494634.54,12.49
583535.75,14.76,2.49,493823.13,12.49
583345.74,14.76,2.49,494672.29,12.51
583345.74,14.76,2.49,494672.29,12.51
583582.73,14.77,2.5,494379.41,12.51
584224.25,14.79,2.52,495962.2,12.55
584493.01,14.8,2.53,495893.53,12.55
584750.87,14.81,2.54,495549.72,12.55
584214.96,14.79,2.53,495019.32,12.54
583688.23,14.78,2.52,494492.6,12.52
583326.1,14.78,2.51,493663.71,12.51
583173.72,14.78,2.51,494298.59,12.53
582983.7,14.78,2.51,494084.06,12.52
582983.7,14.78,2.51,494084.06,12.52
582862.68,14.78,2.51,493702.64,12.52
582510.34,14.77,2.51,494945.89,12.55
581983.86,14.76,2.5,494378.1,12.54
582427.56,14.77,2.51,493689.82,12.52
581966.24,14.76,2.5,492887.03,12.5
582438.94,14.78,2.52,492810.1,12.51
582707.7,14.79,2.53,492809.53,12.51
582612.07,14.79,2.53,492292.29,12.5
581630.89,14.8,2.53,491553.0,12.51
581447.15,14.8,2.53,491204.9,12.5
581447.15,14.8,2.53,491204.9,12.5
580465.96,14.8,2.54,490465.62,12.51
580755.19,14.81,2.55,491041.41,12.52
580565.18,14.81,2.54,490801.08,12.52
580756.87,14.82,2.55,491540.28,12.54
580579.4,14.82,2.55,491323.41,12.54
580800.49,14.83,2.56,491170.84,12.54
580383.47,14.82,2.55,491056.97,12.54
580856.17,14.83,2.57,490980.05,12.54
580856.17,14.83,2.57,490980.05,12.54
580542.96,14.83,2.56,490821.48,12.54
580644.82,14.84,2.57,490177.91,12.52
581370.19,14.86,2.59,490406.59,12.53
581370.19,14.86,2.59,490406.59,12.53
581741.39,14.87,2.6,490443.59,12.54
582182.84,14.88,2.62,491427.14,12.56
581165.42,14.89,2.62,490615.73,12.57
580985.29,14.88,2.62,490402.7,12.56
581570.98,14.9,2.64,490494.82,12.57
581774.35,14.91,2.65,490189.98,12.56
581491.89,14.92,2.65,489806.37,12.57
581290.22,14.91,2.65,489601.31,12.56
580750.75,14.9,2.64,489119.9,12.55
580750.75,14.9,2.64,489119.9,12.55
580750.75,14.9,2.64,489119.9,12.55
580638.79,14.9,2.64,488947.16,12.55
580431.12,14.9,2.64,488894.8,12.55
580681.67,14.91,2.65,488909.36,12.55
579951.01,14.9,2.63,488137.27,12.54
579608.78,14.89,2.62,488340.9,12.54
579184.06,14.88,2.62,487850.38,12.53
579252.08,14.89,2.62,487818.02,12.54
579008.63,14.88,2.62,487211.64,12.52
579225.59,14.89,2.63,486878.97,12.52
579415.02,14.9,2.64,486518.77,12.51
579415.02,14.9,2.64,486518.77,12.51
580012.52,14.92,2.65,486556.75,12.51
579828.78,14.92,2.65,486192.37,12.51
579645.04,14.92,2.65,486034.21,12.51
579486.39,14.92,2.65,486590.43,12.53
579486.39,14.92,2.65,486590.43,12.53
579488.77,14.92,2.65,486591.45,12.53
579488.77,14.92,2.65,486591.45,12.53
579222.04,14.91,2.65,486324.72,12.52
578204.62,14.92,2.65,485513.32,12.53
578005.88,14.91,2.65,485655.37,12.53
578005.88,14.91,2.65,485655.37,12.53
577261.63,14.9,2.63,484911.12,12.51
577313.39,14.9,2.64,484556.49,12.51
577294.53,14.9,2.64,484271.8,12.5
577103.48,14.9,2.64,484635.49,12.51
576879.2,14.9,2.64,484392.81,12.51
577147.96,14.91,2.65,484392.23,12.52
576964.22,14.91,2.65,483947.95,12.51
576780.48,14.91,2.65,484405.64,12.52
576785.55,14.91,2.65,484163.34,12.52
576465.92,14.91,2.65,483767.59,12.51
576811.12,14.92,2.66,484341.25,12.53
576586.85,14.92,2.66,484274.47,12.53
576562.77,14.92,2.66,483768.55,12.52
576831.52,14.93,2.67,483767.97,12.52
576518.31,14.93,2.67,483386.97,12.52
576190.74,14.92,2.66,483055.8,12.51
576335.74,14.93,2.66,482632.91,12.5
575887.46,14.92,2.65,482194.39,12.49
575735.08,14.92,2.65,482880.77,12.51
575545.07,14.92,2.65,482192.98,12.5
575338.31,14.91,2.65,483532.98,12.53
575338.31,14.91,2.65,483532.98,12.53
575338.31,14.91,2.65,483532.98,12.53
575243.42,14.92,2.65,482623.69,12.51
576191.95,14.94,2.68,484009.1,12.55
576083.15,14.94,2.68,483900.29,12.55
575586.28,14.93,2.67,482906.94,12.53
575789.65,14.94,2.68,482613.02,12.52
576262.35,14.96,2.69,482536.09,12.52
576465.72,14.97,2.7,482231.26,12.52
575976.91,14.96,2.69,481771.97,12.51
576449.62,14.97,2.71,481695.04,12.51
576449.62,14.97,2.71,481732.13,12.51
577050.95,14.99,2.72,482564.11,12.54
577254.31,15.0,2.73,482259.28,12.53
577821.39,15.02,2.75,482186.63,12.53
578090.14,15.03,2.76,482061.74,12.53
577906.4,15.03,2.76,481849.26,12.53
577365.74,15.01,2.75,481256.26,12.51
577213.36,15.01,2.75,481686.07,12.53
576195.94,15.02,2.75,480874.66,12.53
576195.94,15.02,2.75,480874.66,12.53
576005.93,15.02,2.75,480650.31,12.53
575914.17,15.02,2.75,480423.26,12.53
575359.81,15.01,2.74,479958.99,12.52
575320.32,15.01,2.75,480821.28,12.55
574779.66,15.0,2.74,480239.19,12.53
574548.48,15.0,2.74,478897.11,12.5
574291.1,15.01,2.75,478488.48,12.51
574199.35,15.01,2.75,479717.22,12.54
573468.68,15.0,2.73,478945.13,12.53
574369.88,15.02,2.76,479160.4,12.53
574112.51,15.03,2.77,478751.76,12.54
573602.38,15.02,2.76,478138.97,12.52
573952.23,15.03,2.77,478291.01,12.53
573525.39,15.03,2.76,477725.82,12.52
573610.41,15.04,2.77,477523.58,12.52
574033.9,15.05,2.78,477850.6,12.53
573999.95,15.05,2.78,478761.62,12.55
573816.21,15.05,2.78,478473.64,12.55
573816.21,15.05,2.78,478473.64,12.55
573516.68,15.04,2.78,478632.24,12.55
573821.24,15.05,2.79,478436.98,12.55
573546.05,15.05,2.78,478159.02,12.54
573571.33,15.05,2.79,477575.36,12.53
573308.59,15.05,2.78,477853.96,12.54
573100.93,15.04,2.78,477377.65,12.53
573084.39,15.05,2.78,476780.74,12.52
572893.34,15.05,2.78,476520.56,12.51
572669.06,15.04,2.78,476828.73,12.53
572937.82,15.05,2.79,476786.47,12.53
572754.08,15.05,2.79,476391.76,12.52
573011.94,15.06,2.8,476939.1,12.54
573182.03,15.07,2.8,476652.13,12.53
573373.72,15.08,2.81,476376.95,12.53
573161.1,15.07,2.81,476141.31,12.52
572979.22,15.07,2.81,475467.06,12.51
572715.57,15.07,2.8,475229.32,12.5
572333.96,15.06,2.8,476241.34,12.53
572339.77,15.06,2.8,476616.21,12.54
572057.31,15.07,2.81,476108.05,12.54
572386.95,15.08,2.82,476504.39,12.56
572179.29,15.08,2.82,476206.71,12.55
572177.04,15.08,2.82,476060.79,12.55
571952.76,15.08,2.82,476438.36,12.56
571966.7,15.09,2.82,476177.01,12.56
571585.1,15.08,2.81,475769.66,12.55
571137.02,15.07,2.81,475211.9,12.54
571405.77,15.08,2.82,475259.87,12.54
570388.35,15.09,2.82,474448.46,12.55
570204.61,15.09,2.82,474046.46,12.54
570020.87,15.08,2.82,474362.73,12.55
569837.13,15.08,2.82,474051.34,12.55
569725.17,15.08,2.82,474118.65,12.55
569959.11,15.09,2.83,473949.29,12.55
570151.0,15.1,2.84,474405.87,12.56
569926.73,15.1,2.83,474257.03,12.56
569926.73,15.1,2.83,474279.27,12.56
570195.49,15.11,2.84,474174.14,12.57
570011.75,15.11,2.84,473834.42,12.56
569859.37,15.11,2.84,474423.48,12.58
569859.37,15.11,2.84,474423.48,12.58
569669.36,15.11,2.84,474009.97,12.57
569499.41,15.1,2.84,473805.88,12.57
569242.04,15.11,2.85,473397.25,12.57
569104.99,15.11,2.85,473110.2,12.56
568908.01,15.11,2.85,473531.15,12.58
569098.97,15.12,2.86,473059.69,12.57
568864.94,15.12,2.85,473244.59,12.58
568727.89,15.12,2.85,473096.87,12.58
567710.47,15.12,2.86,472285.47,12.58
567592.24,15.12,2.86,473070.08,12.61
567860.99,15.14,2.87,473040.35,12.61
566843.57,15.14,2.88,472228.94,12.61
566461.97,15.13,2.87,472004.96,12.61
566278.23,15.13,2.87,471659.4,12.6
566470.82,15.14,2.87,470972.81,12.59
566287.08,15.14,2.87,471375.46,12.6
566128.43,15.14,2.87,471088.96,12.6
565991.38,15.14,2.87,470791.74,12.59
565794.4,15.14,2.87,471106.75,12.6
565501.44,15.13,2.87,470812.8,12.6
565309.46,15.13,2.86,470387.81,12.59
565075.43,15.13,2.86,470242.74,12.59
564792.97,15.14,2.87,469859.13,12.59
564792.97,15.14,2.87,469859.13,12.59
564667.37,15.14,2.87,470087.21,12.6
564884.15,15.14,2.88,469944.22,12.6
565118.09,15.15,2.89,470487.66,12.61
564702.76,15.15,2.88,470443.01,12.62
564702.76,15.15,2.88,470443.01,12.62
564420.62,15.14,2.88,470145.6,12.61
564420.62,15.14,2.88,470145.6,12.61
564725.61,15.16,2.89,470319.03,12.62
564344.01,15.15,2.88,469884.05,12.61
564344.01,15.15,2.88,469884.05,12.61
564610.2,15.16,2.89,469370.87,12.6
564426.46,15.15,2.89,469837.43,12.62
564242.72,15.15,2.89,469531.4,12.61
564130.76,15.16,2.89,469300.52,12.61
563750.82,15.15,2.88,469524.38,12.62
563731.97,15.15,2.88,469309.43,12.61
563540.91,15.15,2.88,469099.38,12.61
562523.49,15.15,2.89,468287.98,12.62
562224.75,15.15,2.88,468029.36,12.61
562000.47,15.15,2.88,468157.42,12.62
562269.23,15.16,2.89,468052.29,12.62
562085.49,15.16,2.89,467715.86,12.61
561901.75,15.15,2.89,468205.82,12.63
561901.75,15.15,2.89,468208.08,12.63
561743.1,15.15,2.89,467896.21,12.62
561794.86,15.16,2.89,467653.58,12.62
560777.44,15.16,2.9,466842.18,12.62
560777.44,15.16,2.9,466842.18,12.62
560777.44,15.16,2.9,466842.18,12.62
559760.01,15.17,2.91,466030.77,12.63
559552.35,15.17,2.9,466333.66,12.64
559802.9,15.18,2.91,466279.91,12.64
559802.9,15.18,2.91,466279.91,12.64
559802.9,15.18,2.91,466279.91,12.64
559767.43,15.18,2.91,466402.73,12.65
560036.19,15.19,2.93,466334.06,12.65
559852.45,15.19,2.93,465959.29,12.64
558835.03,15.2,2.93,465147.88,12.65
558682.65,15.2,2.93,465675.53,12.67
557665.22,15.2,2.94,464864.12,12.67
557475.21,15.2,2.93,464427.03,12.66
557103.61,15.19,2.93,464131.56,12.66
556810.66,15.18,2.92,463832.12,12.65
556673.61,15.19,2.92,463628.66,12.65
556440.68,15.18,2.92,463540.24,12.65
556440.68,15.18,2.92,463540.24,12.65
556051.72,15.18,2.91,463614.0,12.65
555758.76,15.17,2.91,463311.09,12.65
