ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_540b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
700,2108,1922290,6212,1922290
701,2116,1930290,6212,1930290
701,2116,1930640,6212,1930640
701,2116,1931450,6212,1931450
701,2116,1933450,6212,1933450
701,2116,1933910,6212,1933910
702,2124,1941910,6212,1941910
703,2132,1942720,6212,1942720
703,2132,1943720,6212,1943720
703,2132,1944530,6212,1944530
703,2132,1945340,6212,1945340
703,2132,1946340,6212,1946340
703,2132,1947340,6212,1947340
703,2132,1947810,6212,1947810
703,2132,1948810,6212,1948810
703,2132,1949810,6212,1949810
704,2140,1950810,6212,1950810
704,2140,1950810,6212,1950810
704,2140,1951620,6212,1951620
704,2140,1951940,6212,1951940
704,2140,1952940,6212,1952940
705,2148,1960940,6212,1960940
705,2148,1961940,6212,1961940
705,2148,1962410,6212,1962410
705,2148,1963410,6212,1963410
705,2148,1964410,6212,1964410
705,2148,1964730,6212,1964730
705,2148,1964960,6212,1964960
706,2156,1965960,6212,1965960
706,2156,1966960,6212,1966960
706,2156,1967770,6212,1967770
706,2156,1968580,6212,1968580
706,2156,1969580,6212,1969580
706,2156,1969800,6212,1969800
706,2156,1970270,6212,1970270
706,2156,1970640,6212,1970640
706,2156,1971640,6212,1971640
707,2164,1979640,6212,1979640
707,2164,1979960,6212,1979960
707,2164,1980960,6212,1980960
708,2172,1981960,6212,1981960
708,2172,1982960,6212,1982960
709,2180,1990960,6212,1990960
709,2180,1991280,6212,1991280
709,2180,1992280,6212,1992280
709,2180,1993280,6212,1993280
709,2180,1994280,6212,1994280
709,2180,1995280,6212,1995280
709,2180,1996280,6212,1996280
710,2188,2004280,6212,2004280
710,2188,2005090,6212,2005090
711,2196,2006090,6212,2006090
711,2196,2006900,6212,2006900
711,2196,2010900,6212,2010900
711,2196,2011900,6212,2011900
711,2196,2012900,6212,2012900
712,2204,2013370,6212,2013370
712,2204,2013920,6212,2013920
712,2204,2014920,6212,2014920
712,2204,2015390,6212,2015390
712,2204,2015860,6212,2015860
712,2204,2016860,6212,2016860
713,2212,2024860,6212,2024860
714,2220,2032860,6212,2032860
714,2220,2033860,6212,2033860
714,2220,2034330,6212,2034330
714,2220,2034790,6212,2034790
714,2220,2034790,6212,2034790
715,2228,2035790,6212,2035790
715,2228,2036790,6212,2036790
715,2228,2037340,6212,2037340
715,2228,2037810,6212,2037810
715,2228,2038810,6212,2038810
715,2228,2039620,6212,2039620
715,2228,2040620,6212,2040620
715,2228,2040940,6212,2040940
715,2228,2041400,6212,2041400
715,2228,2042210,6212,2042210
716,2236,2043210,6212,2043210
716,2236,2043210,6212,2043210
716,2236,2044020,6212,2044020
716,2236,2044020,6212,2044020
717,2244,2052020,6212,2052020
717,2244,2052480,6212,2052480
717,2244,2053480,6212,2053480
717,2244,2054480,6212,2054480
717,2244,2055480,6212,2055480
717,2244,2056480,6212,2056480
717,2244,2056950,6212,2056950
717,2244,2056950,6212,2056950
717,2244,2056950,6212,2056950
717,2244,2057950,6212,2057950
718,2252,2061950,6212,2061950
718,2252,2062600,6212,2062600
718,2252,2062600,6212,2062600
718,2252,2063600,6212,2063600
718,2252,2065600,6212,2065600
718,2252,2065600,6212,2065600
719,2260,2066070,6212,2066070
719,2260,2067070,6212,2067070
719,2260,2068070,6212,2068070
719,2260,2068880,6212,2068880
719,2260,2069880,6212,2069880
720,2268,2077880,6212,2077880
720,2268,2077880,6212,2077880
720,2268,2077880,6212,2077880
720,2268,2078880,6212,2078880
720,2268,2079880,6212,2079880
720,2268,2080880,6212,2080880
720,2268,2081880,6212,2081880
721,2276,2082880,6212,2082880
721,2276,2083880,6212,2083880
721,2276,2085880,6212,2085880
721,2276,2086880,6212,2086880
721,2276,2087880,6212,2087880
721,2276,2088690,6212,2088690
721,2276,2088690,6212,2088690
721,2276,2089690,6212,2089690
722,2284,2090690,6212,2090690
722,2284,2091690,6212,2091690
722,2284,2092690,6212,2092690
723,2292,2100690,6212,2100690
723,2292,2101690,6212,2101690
723,2292,2102500,6212,2102500
723,2292,2102610,6212,2102610
723,2292,2103610,6212,2103610
723,2292,2104260,6212,2104260
723,2292,2105260,6212,2105260
724,2300,2107260,6212,2107260
724,2300,2109260,6212,2109260
724,2300,2109260,6212,2109260
724,2300,2110260,6212,2110260
724,2300,2111260,6212,2111260
725,2308,2112260,6212,2112260
725,2308,2116260,6212,2116260
725,2308,2117260,6212,2117260
725,2308,2118070,6212,2118070
725,2308,2119070,6212,2119070
725,2308,2119880,6212,2119880
725,2308,2119880,6212,2119880
726,2316,2120530,6212,2120530
726,2316,2121000,6212,2121000
726,2316,2122000,6212,2122000
726,2316,2123000,6212,2123000
726,2316,2124000,6212,2124000
727,2324,2132000,6212,2132000
727,2324,2133000,6212,2133000
727,2324,2133470,6212,2133470
727,2324,2134470,6212,2134470
727,2324,2135470,6212,2135470
727,2324,2135470,6212,2135470
728,2332,2136470,6212,2136470
728,2332,2136940,6212,2136940
728,2332,2137750,6212,2137750
728,2332,2141750,6212,2141750
728,2332,2142750,6212,2142750
728,2332,2143750,6212,2143750
729,2340,2144560,6212,2144560
729,2340,2145560,6212,2145560
729,2340,2146370,6212,2146370
729,2340,2147370,6212,2147370
729,2340,2149370,6212,2149370
729,2340,2149370,6212,2149370
729,2340,2150370,6212,2150370
729,2340,2151370,6212,2151370
729,2340,2151370,6212,2151370
730,2348,2153370,6212,2153370
730,2348,2153830,6212,2153830
730,2348,2153990,6212,2153990
730,2348,2154990,6212,2154990
730,2348,2155990,6212,2155990
730,2348,2156580,6212,2156580
730,2348,2157230,6212,2157230
730,2348,2158230,6212,2158230
731,2356,2159230,6212,2159230
731,2356,2159340,6212,2159340
731,2356,2160340,6212,2160340
731,2356,2162340,6212,2162340
731,2356,2163340,6212,2163340
732,2364,2167340,6212,2167340
732,2364,2168150,6212,2168150
732,2364,2169150,6212,2169150
732,2364,2169800,6212,2169800
732,2364,2170450,6212,2170450
732,2364,2171450,6212,2171450
732,2364,2171770,6212,2171770
732,2364,2173770,6212,2173770
733,2372,2174770,6212,2174770
733,2372,2175770,6212,2175770
733,2372,2176420,6212,2176420
733,2372,2176790,6212,2176790
733,2372,2177250,6212,2177250
733,2372,2177720,6212,2177720
733,2372,2178720,6212,2178720
733,2372,2178720,6212,2178720
733,2372,2179720,6212,2179720
733,2372,2180040,6212,2180040
733,2372,2181040,6212,2181040
733,2372,2181850,6212,2181850
734,2380,2182850,6212,2182850
734,2380,2183850,6212,2183850
734,2380,2184320,6212,2184320
734,2380,2185320,6212,2185320
734,2380,2186320,6212,2186320
734,2380,2186790,6212,2186790
735,2388,2190790,6212,2190790
735,2388,2191440,6212,2191440
735,2388,2192250,6212,2192250
735,2388,2193060,6212,2193060
735,2388,2194060,6212,2194060
735,2388,2194530,6212,2194530
735,2388,2195530,6212,2195530
735,2388,2196000,6212,2196000
735,2388,2196550,6212,2196550
736,2396,2197550,6212,2197550
736,2396,2197770,6212,2197770
736,2396,2198420,6212,2198420
736,2396,2199420,6212,2199420
736,2396,2200420,6212,2200420
736,2396,2200890,6212,2200890
736,2396,2201360,6212,2201360
736,2396,2202360,6212,2202360
736,2396,2203360,6212,2203360
736,2396,2204170,6212,2204170
737,2404,2205170,6212,2205170
737,2404,2205640,6212,2205640
737,2404,2206110,6212,2206110
737,2404,2206920,6212,2206920
737,2404,2207920,6212,2207920
737,2404,2208920,6212,2208920
737,2404,2208920,6212,2208920
737,2404,2209920,6212,2209920
737,2404,2210920,6212,2210920
737,2404,2211920,6212,2211920
738,2412,2212730,6212,2212730
738,2412,2213730,6212,2213730
738,2412,2214730,6212,2214730
738,2412,2215730,6212,2215730
738,2412,2216730,6212,2216730
739,2420,2224730,6212,2224730
739,2420,2224730,6212,2224730
739,2420,2225730,6212,2225730
739,2420,2226200,6212,2226200
739,2420,2227200,6212,2227200
740,2428,2228010,6212,2228010
740,2428,2230010,6212,2230010
740,2428,2231010,6212,2231010
740,2428,2233010,6212,2233010
740,2428,2233480,6212,2233480
740,2428,2234480,6212,2234480
741,2436,2242480,6212,2242480
742,2444,2243290,6212,2243290
742,2444,2244100,6212,2244100
742,2444,2245100,6212,2245100
742,2444,2245100,6212,2245100
742,2444,2245100,6212,2245100
742,2444,2246100,6212,2246100
742,2444,2247100,6212,2247100
742,2444,2248100,6212,2248100
742,2444,2249100,6212,2249100
742,2444,2249560,6212,2249560
742,2444,2250210,6212,2250210
743,2452,2258210,6212,2258210
744,2460,2259210,6212,2259210
744,2460,2259210,6212,2259210
744,2460,2259860,6212,2259860
744,2460,2260860,6212,2260860
744,2460,2261860,6212,2261860
744,2460,2262330,6212,2262330
744,2460,2263140,6212,2263140
744,2460,2263950,6212,2263950
744,2460,2264950,6212,2264950
744,2460,2265950,6212,2265950
745,2468,2266950,6212,2266950
745,2468,2266950,6212,2266950
745,2468,2267950,6212,2267950
745,2468,2268420,6212,2268420
745,2468,2269230,6212,2269230
745,2468,2269460,6212,2269460
745,2468,2270460,6212,2270460
745,2468,2271460,6212,2271460
745,2468,2272460,6212,2272460
745,2468,2273270,6212,2273270
746,2476,2281270,6212,2281270
747,2484,2282270,6212,2282270
747,2484,2282270,6212,2282270
748,2492,2290270,6212,2290270
748,2492,2290740,6212,2290740
748,2492,2291740,6212,2291740
748,2492,2292390,6212,2292390
748,2492,2293390,6212,2293390
748,2492,2294390,6212,2294390
748,2492,2295200,6212,2295200
748,2492,2296200,6212,2296200
748,2492,2296200,6212,2296200
748,2492,2297200,6212,2297200
749,2500,2298200,6212,2298200
749,2500,2298670,6212,2298670
749,2500,2298670,6212,2298670
749,2500,2299670,6212,2299670
749,2500,2300320,6212,2300320
750,2508,2308320,6212,2308320
750,2508,2308800,6212,2308800
750,2508,2309270,6212,2309270
750,2508,2310270,6212,2310270
751,2516,2314270,6212,2314270
751,2516,2314490,6212,2314490
751,2516,2315300,6212,2315300
751,2516,2315300,6212,2315300
751,2516,2315300,6212,2315300
751,2516,2316300,6212,2316300
751,2516,2317300,6212,2317300
751,2516,2317770,6212,2317770
751,2516,2318770,6212,2318770
751,2516,2319240,6212,2319240
751,2516,2320050,6212,2320050
751,2516,2320700,6212,2320700
752,2524,2321510,6212,2321510
752,2524,2322510,6212,2322510
752,2524,2323510,6212,2323510
752,2524,2323510,6212,2323510
752,2524,2324160,6212,2324160
752,2524,2325160,6212,2325160
752,2524,2326160,6212,2326160
752,2524,2327160,6212,2327160
752,2524,2327160,6212,2327160
752,2524,2327160,6212,2327160
752,2524,2327160,6212,2327160
752,2524,2327710,6212,2327710
753,2532,2335710,6212,2335710
753,2532,2335930,6212,2335930
753,2532,2335930,6212,2335930
754,2540,2336930,6212,2336930
754,2540,2337740,6212,2337740
754,2540,2338550,6212,2338550
754,2540,2339550,6212,2339550
754,2540,2340550,6212,2340550
754,2540,2341550,6212,2341550
754,2540,2342550,6212,2342550
754,2540,2343550,6212,2343550
755,2548,2344360,6212,2344360
755,2548,2346360,6212,2346360
755,2548,2346680,6212,2346680
755,2548,2347680,6212,2347680
755,2548,2348490,6212,2348490
755,2548,2349490,6212,2349490
755,2548,2350490,6212,2350490
755,2548,2350960,6212,2350960
756,2556,2351610,6212,2351610
756,2556,2352090,6212,2352090
756,2556,2353090,6212,2353090
756,2556,2354090,6212,2354090
756,2556,2354410,6212,2354410
756,2556,2354410,6212,2354410
756,2556,2354410,6212,2354410
756,2556,2355410,6212,2355410
756,2556,2355880,6212,2355880
756,2556,2355990,6212,2355990
756,2556,2356990,6212,2356990
757,2564,2357990,6212,2357990
757,2564,2358990,6212,2358990
757,2564,2359990,6212,2359990
757,2564,2360800,6212,2360800
757,2564,2361800,6212,2361800
757,2564,2361800,6212,2361800
757,2564,2362270,6212,2362270
757,2564,2363270,6212,2363270
757,2564,2363730,6212,2363730
757,2564,2364730,6212,2364730
758,2572,2365730,6212,2365730
758,2572,2366540,6212,2366540
758,2572,2367540,6212,2367540
759,2580,2375540,6212,2375540
759,2580,2375540,6212,2375540
759,2580,2376540,6212,2376540
759,2580,2377540,6212,2377540
759,2580,2378540,6212,2378540
759,2580,2379540,6212,2379540
759,2580,2380350,6212,2380350
760,2588,2382350,6212,2382350
760,2588,2386350,6212,2386350
761,2596,2387350,6212,2387350
761,2596,2388350,6212,2388350
761,2596,2388820,6212,2388820
762,2604,2392820,6212,2392820
762,2604,2393630,6212,2393630
762,2604,2394100,6212,2394100
762,2604,2394910,6212,2394910
762,2604,2396910,6212,2396910
762,2604,2397140,6212,2397140
762,2604,2397950,6212,2397950
762,2604,2398950,6212,2398950
762,2604,2398950,6212,2398950
762,2604,2399430,6212,2399430
763,2612,2399900,6212,2399900
763,2612,2400220,6212,2400220
763,2612,2401030,6212,2401030
763,2612,2401380,6212,2401380
763,2612,2402380,6212,2402380
763,2612,2403190,6212,2403190
763,2612,2404190,6212,2404190
763,2612,2405190,6212,2405190
763,2612,2406190,6212,2406190
763,2612,2407190,6212,2407190
763,2612,2407660,6212,2407660
764,2620,2408310,6212,2408310
764,2620,2408960,6212,2408960
764,2620,2409180,6212,2409180
764,2620,2410180,6212,2410180
764,2620,2411180,6212,2411180
764,2620,2411650,6212,2411650
764,2620,2412650,6212,2412650
765,2628,2416650,6212,2416650
765,2628,2417120,6212,2417120
765,2628,2418120,6212,2418120
765,2628,2418930,6212,2418930
765,2628,2419930,6212,2419930
765,2628,2420930,6212,2420930
765,2628,2421400,6212,2421400
765,2628,2422210,6212,2422210
766,2636,2423210,6212,2423210
767,2644,2431210,6212,2431210
767,2644,2432210,6212,2432210
767,2644,2433210,6212,2433210
767,2644,2434210,6212,2434210
767,2644,2435210,6212,2435210
767,2644,2435680,6212,2435680
767,2644,2436270,6212,2436270
767,2644,2437270,6212,2437270
767,2644,2437270,6212,2437270
767,2644,2438270,6212,2438270
768,2652,2439270,6212,2439270
768,2652,2440270,6212,2440270
768,2652,2440270,6212,2440270
768,2652,2441270,6212,2441270
768,2652,2441490,6212,2441490
769,2660,2445490,6212,2445490
769,2660,2446490,6212,2446490
769,2660,2447490,6212,2447490
769,2660,2448080,6212,2448080
769,2660,2449080,6212,2449080
769,2660,2450080,6212,2450080
770,2668,2458080,6212,2458080
770,2668,2459080,6212,2459080
770,2668,2460080,6212,2460080
771,2676,2468080,6212,2468080
771,2676,2468550,6212,2468550
771,2676,2469550,6212,2469550
772,2684,2470140,6212,2470140
772,2684,2471140,6212,2471140
772,2684,2472140,6212,2472140
772,2684,2473140,6212,2473140
772,2684,2474140,6212,2474140
772,2684,2474460,6212,2474460
772,2684,2475460,6212,2475460
772,2684,2476460,6212,2476460
773,2692,2480460,6212,2480460
773,2692,2480460,6212,2480460
773,2692,2481270,6212,2481270
773,2692,2481920,6212,2481920
773,2692,2482390,6212,2482390
774,2700,2484390,6212,2484390
774,2700,2484390,6212,2484390
774,2700,2484710,6212,2484710
774,2700,2484710,6212,2484710
774,2700,2485710,6212,2485710
774,2700,2486180,6212,2486180
774,2700,2486180,6212,2486180
774,2700,2486640,6212,2486640
774,2700,2487640,6212,2487640
774,2700,2488640,6212,2488640
774,2700,2489640,6212,2489640
774,2700,2490110,6212,2490110
774,2700,2490920,6212,2490920
775,2708,2491920,6212,2491920
776,2716,2499920,6212,2499920
776,2716,2500240,6212,2500240
776,2716,2501240,6212,2501240
776,2716,2502240,6212,2502240
776,2716,2503240,6212,2503240
776,2716,2504240,6212,2504240
776,2716,2504240,6212,2504240
777,2724,2505240,6212,2505240
777,2724,2506050,6212,2506050
778,2732,2514050,6212,2514050
778,2732,2514050,6212,2514050
778,2732,2514050,6212,2514050
779,2740,2522050,6212,2522050
779,2740,2523050,6212,2523050
779,2740,2523520,6212,2523520
779,2740,2523520,6212,2523520
779,2740,2523520,6212,2523520
779,2740,2524330,6212,2524330
779,2740,2525330,6212,2525330
779,2740,2526330,6212,2526330
780,2748,2534330,6212,2534330
780,2748,2535330,6212,2535330
781,2756,2543330,6212,2543330
781,2756,2544330,6212,2544330
781,2756,2544790,6212,2544790
781,2756,2545110,6212,2545110
781,2756,2546110,6212,2546110
781,2756,2546430,6212,2546430
781,2756,2546430,6212,2546430
782,2764,2548430,6212,2548430
782,2764,2548750,6212,2548750
782,2764,2549220,6212,2549220
782,2764,2550220,6212,2550220
782,2764,2550220,6212,2550220
782,2764,2550590,6212,2550590
782,2764,2551590,6212,2551590
782,2764,2551590,6212,2551590
782,2764,2552400,6212,2552400
782,2764,2552400,6212,2552400
782,2764,2553400,6212,2553400
782,2764,2554400,6212,2554400
782,2764,2554770,6212,2554770
783,2772,2555770,6212,2555770
784,2780,2563770,6212,2563770
784,2780,2563770,6212,2563770
784,2780,2563770,6212,2563770
784,2780,2564580,6212,2564580
784,2780,2564580,6212,2564580
784,2780,2565580,6212,2565580
784,2780,2566390,6212,2566390
784,2780,2567390,6212,2567390
784,2780,2567390,6212,2567390
784,2780,2568200,6212,2568200
784,2780,2568670,6212,2568670
785,2788,2576670,6212,2576670
785,2788,2577670,6212,2577670
786,2796,2578480,6212,2578480
786,2796,2579480,6212,2579480
786,2796,2580480,6212,2580480
786,2796,2581290,6212,2581290
786,2796,2581290,6212,2581290
787,2804,2589290,6212,2589290
788,2812,2597290,6212,2597290
788,2812,2599290,6212,2599290
788,2812,2600290,6212,2600290
788,2812,2601290,6212,2601290
789,2820,2609290,6212,2609290
789,2820,2610290,6212,2610290
790,2828,2611290,6212,2611290
790,2828,2612290,6212,2612290
790,2828,2612290,6212,2612290
790,2828,2613290,6212,2613290
790,2828,2613290,6212,2613290
790,2828,2614100,6212,2614100
790,2828,2615100,6212,2615100
790,2828,2615420,6212,2615420
790,2828,2616420,6212,2616420
791,2836,2624420,6212,2624420
791,2836,2625420,6212,2625420
791,2836,2625530,6212,2625530
791,2836,2626530,6212,2626530
792,2844,2627000,6212,2627000
792,2844,2627000,6212,2627000
792,2844,2627470,6212,2627470
792,2844,2627940,6212,2627940
792,2844,2628940,6212,2628940
792,2844,2629750,6212,2629750
792,2844,2630750,6212,2630750
792,2844,2631750,6212,2631750
792,2844,2632750,6212,2632750
792,2844,2633750,6212,2633750
793,2852,2634750,6212,2634750
793,2852,2635750,6212,2635750
793,2852,2636750,6212,2636750
793,2852,2637750,6212,2637750
793,2852,2637750,6212,2637750
793,2852,2638750,6212,2638750
794,2860,2642750,6212,2642750
794,2860,2643750,6212,2643750
794,2860,2643750,6212,2643750
794,2860,2643750,6212,2643750
794,2860,2644340,6212,2644340
794,2860,2645340,6212,2645340
794,2860,2646340,6212,2646340
795,2868,2647340,6212,2647340
795,2868,2648340,6212,2648340
795,2868,2649340,6212,2649340
795,2868,2649340,6212,2649340
795,2868,2650340,6212,2650340
795,2868,2651340,6212,2651340
795,2868,2652340,6212,2652340
795,2868,2653340,6212,2653340
796,2876,2661340,6212,2661340
796,2876,2662150,6212,2662150
797,2884,2663150,6212,2663150
797,2884,2663620,6212,2663620
797,2884,2664090,6212,2664090
797,2884,2664090,6212,2664090
797,2884,2664900,6212,2664900
797,2884,2665010,6212,2665010
797,2884,2666010,6212,2666010
797,2884,2667010,6212,2667010
797,2884,2668010,6212,2668010
797,2884,2669010,6212,2669010
797,2884,2669820,6212,2669820
798,2892,2677820,6212,2677820
798,2892,2678820,6212,2678820
799,2900,2679630,6212,2679630
799,2900,2681630,6212,2681630
799,2900,2682630,6212,2682630
799,2900,2683440,6212,2683440
799,2900,2684250,6212,2684250
799,2900,2685250,6212,2685250
800,2908,2693250,6212,2693250
801,2916,2701250,6212,2701250
801,2916,2702060,6212,2702060
802,2924,2703060,6212,2703060
802,2924,2703290,6212,2703290
802,2924,2704290,6212,2704290
802,2924,2705290,6212,2705290
802,2924,2706290,6212,2706290
802,2924,2706450,6212,2706450
802,2924,2707260,6212,2707260
802,2924,2707260,6212,2707260
802,2924,2707730,6212,2707730
802,2924,2708540,6212,2708540
802,2924,2709540,6212,2709540
803,2932,2710540,6212,2710540
803,2932,2711540,6212,2711540
803,2932,2712010,6212,2712010
803,2932,2713010,6212,2713010
803,2932,2714010,6212,2714010
803,2932,2715010,6212,2715010
803,2932,2715820,6212,2715820
803,2932,2716820,6212,2716820
803,2932,2716820,6212,2716820
803,2932,2716820,6212,2716820
803,2932,2717820,6212,2717820
803,2932,2718050,6212,2718050
803,2932,2718050,6212,2718050
804,2940,2718700,6212,2718700
804,2940,2719700,6212,2719700
804,2940,2720700,6212,2720700
804,2940,2721700,6212,2721700
804,2940,2722700,6212,2722700
804,2940,2722860,6212,2722860
804,2940,2723860,6212,2723860
804,2940,2724860,6212,2724860
805,2948,2726860,6212,2726860
805,2948,2727510,6212,2727510
805,2948,2728510,6212,2728510
805,2948,2728670,6212,2728670
805,2948,2729670,6212,2729670
805,2948,2730220,6212,2730220
805,2948,2731220,6212,2731220
805,2948,2732220,6212,2732220
805,2948,2732870,6212,2732870
806,2956,2733870,6212,2733870
806,2956,2734680,6212,2734680
806,2956,2735150,6212,2735150
806,2956,2735620,6212,2735620
806,2956,2735940,6212,2735940
806,2956,2736260,6212,2736260
806,2956,2737260,6212,2737260
806,2956,2737810,6212,2737810
806,2956,2738810,6212,2738810
806,2956,2739810,6212,2739810
807,2964,2747810,6212,2747810
807,2964,2748460,6212,2748460
808,2972,2749270,6212,2749270
808,2972,2749270,6212,2749270
808,2972,2750270,6212,2750270
808,2972,2750270,6212,2750270
808,2972,2751270,6212,2751270
808,2972,2755270,6212,2755270
808,2972,2755590,6212,2755590
809,2980,2763590,6212,2763590
809,2980,2764590,6212,2764590
810,2988,2765060,6212,2765060
810,2988,2766060,6212,2766060
810,2988,2768060,6212,2768060
810,2988,2770060,6212,2770060
810,2988,2771060,6212,2771060
810,2988,2771060,6212,2771060
811,2996,2775060,6212,2775060
811,2996,2776060,6212,2776060
811,2996,2776870,6212,2776870
811,2996,2777460,6212,2777460
812,3004,2785460,6212,2785460
812,3004,2785930,6212,2785930
812,3004,2786400,6212,2786400
812,3004,2787050,6212,2787050
812,3004,2787280,6212,2787280
813,3012,2788280,6212,2788280
813,3012,2789090,6212,2789090
813,3012,2790090,6212,2790090
813,3012,2791090,6212,2791090
813,3012,2791320,6212,2791320
813,3012,2792320,6212,2792320
813,3012,2793320,6212,2793320
813,3012,2794320,6212,2794320
813,3012,2795130,6212,2795130
814,3020,2796130,6212,2796130
814,3020,2797130,6212,2797130
814,3020,2797350,6212,2797350
814,3020,2798350,6212,2798350
814,3020,2799350,6212,2799350
814,3020,2800160,6212,2800160
814,3020,2801160,6212,2801160
814,3020,2801530,6212,2801530
814,3020,2801760,6212,2801760
815,3028,2805760,6212,2805760
815,3028,2806760,6212,2806760
815,3028,2807760,6212,2807760
815,3028,2807760,6212,2807760
815,3028,2808760,6212,2808760
815,3028,2809760,6212,2809760
815,3028,2810760,6212,2810760
815,3028,2811080,6212,2811080
816,3036,2812080,6212,2812080
816,3036,2812890,6212,2812890
816,3036,2813890,6212,2813890
816,3036,2814890,6212,2814890
816,3036,2815890,6212,2815890
816,3036,2816890,6212,2816890
816,3036,2817890,6212,2817890
816,3036,2817890,6212,2817890
816,3036,2817890,6212,2817890
816,3036,2818350,6212,2818350
816,3036,2818350,6212,2818350
816,3036,2819350,6212,2819350
817,3044,2819810,6212,2819810
817,3044,2820620,6212,2820620
817,3044,2821620,6212,2821620
817,3044,2822620,6212,2822620
817,3044,2822850,6212,2822850
817,3044,2823080,6212,2823080
817,3044,2823550,6212,2823550
817,3044,2824550,6212,2824550
817,3044,2825550,6212,2825550
817,3044,2826550,6212,2826550
818,3052,2827360,6212,2827360
818,3052,2828360,6212,2828360
818,3052,2829360,6212,2829360
818,3052,2830360,6212,2830360
818,3052,2831360,6212,2831360
818,3052,2833360,6212,2833360
818,3052,2833830,6212,2833830
818,3052,2834830,6212,2834830
819,3060,2835640,6212,2835640
819,3060,2836450,6212,2836450
819,3060,2836450,6212,2836450
819,3060,2836450,6212,2836450
819,3060,2836920,6212,2836920
819,3060,2837080,6212,2837080
819,3060,2838080,6212,2838080
820,3068,2846080,6212,2846080
820,3068,2847080,6212,2847080
821,3076,2855080,6212,2855080
821,3076,2856080,6212,2856080
821,3076,2856670,6212,2856670
821,3076,2856990,6212,2856990
821,3076,2856990,6212,2856990
822,3084,2864990,6212,2864990
822,3084,2865210,6212,2865210
823,3092,2873210,6212,2873210
823,3092,2874020,6212,2874020
824,3100,2874830,6212,2874830
824,3100,2876830,6212,2876830
824,3100,2877310,6212,2877310
824,3100,2878310,6212,2878310
824,3100,2879310,6212,2879310
824,3100,2879310,6212,2879310
824,3100,2879780,6212,2879780
824,3100,2880590,6212,2880590
824,3100,2881400,6212,2881400
824,3100,2881870,6212,2881870
825,3108,2889870,6212,2889870
826,3116,2890870,6212,2890870
826,3116,2890980,6212,2890980
826,3116,2891450,6212,2891450
826,3116,2892450,6212,2892450
826,3116,2893260,6212,2893260
826,3116,2893910,6212,2893910
826,3116,2894140,6212,2894140
826,3116,2894610,6212,2894610
826,3116,2894610,6212,2894610
826,3116,2895610,6212,2895610
826,3116,2895610,6212,2895610
826,3116,2896260,6212,2896260
826,3116,2897070,6212,2897070
826,3116,2897070,6212,2897070
827,3124,2898070,6212,2898070
827,3124,2899070,6212,2899070
827,3124,2899540,6212,2899540
827,3124,2900540,6212,2900540
827,3124,2901190,6212,2901190
827,3124,2902190,6212,2902190
827,3124,2902190,6212,2902190
827,3124,2903190,6212,2903190
827,3124,2904190,6212,2904190
828,3132,2905000,6212,2905000
828,3132,2906000,6212,2906000
828,3132,2907000,6212,2907000
828,3132,2907000,6212,2907000
828,3132,2907000,6212,2907000
828,3132,2908000,6212,2908000
828,3132,2909000,6212,2909000
828,3132,2910000,6212,2910000
828,3132,2911000,6212,2911000
828,3132,2911220,6212,2911220
828,3132,2912220,6212,2912220
829,3140,2913220,6212,2913220
829,3140,2913690,6212,2913690
829,3140,2914690,6212,2914690
829,3140,2914690,6212,2914690
830,3148,2922690,6212,2922690
830,3148,2923690,6212,2923690
830,3148,2924060,6212,2924060
830,3148,2925060,6212,2925060
831,3156,2933060,6212,2933060
831,3156,2933380,6212,2933380
831,3156,2933700,6212,2933700
831,3156,2934510,6212,2934510
831,3156,2935160,6212,2935160
831,3156,2936160,6212,2936160
832,3164,2936390,6212,2936390
832,3164,2936390,6212,2936390
832,3164,2936710,6212,2936710
832,3164,2936940,6212,2936940
832,3164,2937940,6212,2937940
832,3164,2938410,6212,2938410
832,3164,2938410,6212,2938410
832,3164,2939410,6212,2939410
832,3164,2940410,6212,2940410
832,3164,2941410,6212,2941410
832,3164,2941460,6212,2941460
832,3164,2942460,6212,2942460
832,3164,2943460,6212,2943460
833,3172,2944270,6212,2944270
833,3172,2945270,6212,2945270
833,3172,2946270,6212,2946270
833,3172,2948270,6212,2948270
833,3172,2948590,6212,2948590
833,3172,2948590,6212,2948590
834,3180,2956590,6212,2956590
834,3180,2957400,6212,2957400
834,3180,2958400,6212,2958400
834,3180,2959400,6212,2959400
835,3188,2960400,6212,2960400
835,3188,2961400,6212,2961400
835,3188,2962400,6212,2962400
835,3188,2963400,6212,2963400
