ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1285246.58,43.96,14.58,464167.28,15.88
1284947.67,43.96,14.58,464560.57,15.89
1284647.58,43.96,14.58,464411.76,15.89
1284647.58,43.96,14.58,464411.76,15.89
1284567.64,43.97,14.59,464420.71,15.9
1284252.55,43.96,14.58,464075.45,15.89
1284252.55,43.96,14.58,464075.45,15.89
1284141.88,43.97,14.59,464056.89,15.89
1284031.98,43.98,14.6,464256.77,15.9
1283733.86,43.99,14.6,464232.86,15.91
1283410.29,43.99,14.61,464428.66,15.92
1283086.73,43.99,14.61,464418.8,15.92
1282788.6,44.0,14.62,464398.45,15.93
1282788.6,44.0,14.62,464398.45,15.93
1282489.7,44.0,14.62,464665.26,15.94
1282191.57,44.01,14.63,464658.3,15.95
1281884.92,44.01,14.62,464445.68,15.94
1281884.92,44.01,14.62,464445.68,15.94
1282106.41,44.02,14.64,464386.88,15.94
1281782.08,44.02,14.64,464341.55,15.95
1281483.95,44.03,14.65,464371.28,15.95
1281175.23,44.03,14.65,464325.51,15.96
1281258.34,44.05,14.67,464201.37,15.96
1280962.54,44.06,14.68,464062.64,15.96
1280666.73,44.06,14.68,464041.33,15.96
1280370.93,44.07,14.69,464846.68,16.0
1280526.0,44.08,14.7,464928.31,16.0
1280230.19,44.08,14.7,464907.34,16.01
1280120.3,44.09,14.71,464883.64,16.01
1280120.3,44.09,14.71,464883.64,16.01
1280120.3,44.09,14.71,464858.92,16.01
1279824.5,44.1,14.72,464842.47,16.02
1279971.17,44.11,14.73,464807.6,16.02
1279744.32,44.12,14.74,465532.38,16.05
1279257.02,44.11,14.73,465002.32,16.03
1279146.35,44.12,14.74,464476.04,16.02
1278836.86,44.12,14.75,464406.01,16.02
1278538.74,44.13,14.75,464128.51,16.02
1278401.24,44.13,14.75,463997.33,16.02
1278547.91,44.14,14.76,464051.17,16.02
1278693.04,44.15,14.77,465008.28,16.06
1278693.04,44.15,14.77,465008.28,16.06
1278394.14,44.16,14.78,464958.79,16.06
1278394.14,44.16,14.78,464958.79,16.06
1278252.17,44.15,14.78,464617.19,16.05
1278252.17,44.15,14.78,464617.19,16.05
1278252.17,44.15,14.78,464617.19,16.05
1277954.04,44.16,14.78,464639.99,16.06
1277954.04,44.16,14.78,464624.88,16.06
1277653.97,44.16,14.79,464805.91,16.07
1278540.34,44.2,14.82,465422.19,16.09
1278593.87,44.2,14.82,465680.0,16.1
1278221.93,44.19,14.81,465387.58,16.09
1278027.04,44.19,14.81,465236.42,16.09
1278030.14,44.19,14.81,465170.59,16.08
1278030.14,44.19,14.81,465170.59,16.08
1278030.14,44.19,14.81,465170.59,16.08
1278030.14,44.19,14.81,465102.0,16.08
1277734.33,44.2,14.82,464921.83,16.08
1277622.89,44.21,14.82,465405.6,16.1
1277299.33,44.21,14.83,465424.78,16.11
1277187.88,44.22,14.84,465825.68,16.13
1276898.66,44.22,14.84,465525.38,16.12
1276898.66,44.22,14.84,465497.37,16.12
1276788.77,44.23,14.85,465466.41,16.13
1276788.77,44.23,14.85,465432.73,16.12
1276490.64,44.24,14.86,465399.38,16.13
1276490.64,44.24,14.86,465399.38,16.13
1276173.28,44.24,14.86,465739.15,16.15
1275875.15,44.25,14.87,465704.85,16.15
1276024.15,44.26,14.88,465690.45,16.15
1275959.41,44.26,14.89,465566.63,16.15
1276105.31,44.28,14.9,466076.88,16.17
1276134.45,44.29,14.91,466053.48,16.17
1276134.45,44.29,14.91,466053.48,16.17
1275838.65,44.29,14.91,465892.65,16.17
1275896.75,44.3,14.92,466261.19,16.19
1275598.62,44.3,14.92,466233.18,16.19
1275300.49,44.31,14.93,466290.44,16.2
1275300.49,44.31,14.93,466290.44,16.2
1274992.55,44.31,14.93,466195.91,16.2
1274694.43,44.31,14.94,466195.11,16.21
1274309.62,44.31,14.93,465791.37,16.2
1274202.05,44.32,14.94,465786.93,16.2
1273903.93,44.32,14.94,466259.77,16.22
1273603.83,44.32,14.94,465903.32,16.21
1273450.14,44.32,14.94,467743.81,16.28
1273152.01,44.32,14.94,467713.43,16.28
1273015.91,44.33,14.95,467761.66,16.29
1272717.78,44.34,14.96,467730.77,16.29
1273254.1,44.36,14.98,467492.95,16.29
1273290.13,44.36,14.98,467234.83,16.28
1272991.22,44.36,14.98,467213.25,16.28
1272667.66,44.37,14.99,467190.15,16.29
1272295.72,44.36,14.98,466897.73,16.28
1271834.89,44.36,14.98,466367.81,16.27
1271536.76,44.36,14.98,466331.6,16.27
1271237.09,44.37,14.99,467652.54,16.32
1270968.91,44.37,15.0,467645.38,16.33
1271117.91,44.39,15.01,468018.38,16.34
1271241.03,44.4,15.02,467673.63,16.33
1270942.9,44.41,15.03,467709.21,16.34
1270644.77,44.41,15.03,467741.13,16.35
1270644.77,44.41,15.03,467763.15,16.35
1270644.77,44.41,15.03,467763.15,16.35
1270746.2,44.43,15.05,469248.67,16.41
1272066.87,44.49,15.11,470993.28,16.47
1272066.87,44.49,15.11,470994.45,16.47
1271956.2,44.5,15.12,470043.95,16.44
1271846.31,44.51,15.13,470024.02,16.45
1271546.63,44.51,15.13,471008.68,16.49
1271171.83,44.51,15.13,471304.12,16.5
1271318.5,44.52,15.14,471339.55,16.51
1271020.37,44.53,15.15,471297.28,16.51
1270722.25,44.53,15.15,471256.02,16.51
1270815.19,44.55,15.17,471818.8,16.54
1271434.78,44.58,15.2,471905.57,16.54
1271434.78,44.58,15.2,471905.57,16.54
1271434.78,44.58,15.2,472266.52,16.56
1271136.65,44.58,15.2,472264.72,16.56
1271087.18,44.59,15.21,474044.89,16.63
1270251.81,44.58,15.2,473219.91,16.61
1270251.81,44.58,15.2,473219.91,16.61
1269956.0,44.58,15.2,473218.95,16.61
1270101.13,44.6,15.22,473413.99,16.62
1269876.94,44.59,15.21,473240.01,16.62
1269591.69,44.59,15.21,473030.43,16.61
1269292.79,44.59,15.21,472965.86,16.62
1268996.98,44.6,15.22,473134.92,16.63
1269143.66,44.61,15.23,474001.62,16.66
1268845.53,44.62,15.23,473965.05,16.67
1268872.26,44.62,15.24,474437.89,16.68
1268791.43,44.63,15.25,477195.69,16.79
1268495.63,44.64,15.25,477281.37,16.79
1268199.82,44.64,15.26,477635.83,16.81
1268228.96,44.65,15.27,477729.46,16.82
1268283.35,44.67,15.29,477646.51,16.82
1268430.02,44.68,15.3,477696.09,16.83
1268188.66,44.69,15.31,478519.92,16.86
1267890.53,44.69,15.31,478490.64,16.87
1268010.22,44.71,15.33,479433.04,16.9
1268010.22,44.71,15.33,479411.02,16.9
1267711.32,44.71,15.33,480003.29,16.93
1267711.32,44.71,15.33,480003.29,16.93
1267386.2,44.72,15.34,480337.33,16.95
1267532.88,44.73,15.35,480404.53,16.95
1267532.88,44.73,15.35,480404.53,16.95
1267160.94,44.72,15.34,480169.53,16.95
1268093.28,44.77,15.39,484624.73,17.11
1267749.19,44.77,15.38,484288.51,17.1
1267970.68,44.78,15.4,484287.48,17.1
1267674.88,44.79,15.4,484259.98,17.11
1267892.95,44.79,15.41,486432.21,17.19
1267342.17,44.79,15.41,485591.87,17.16
1267342.17,44.79,15.41,485591.87,17.16
1267046.36,44.79,15.41,486170.38,17.19
1266746.69,44.8,15.42,486379.66,17.2
1266746.69,44.8,15.42,486379.66,17.2
1266448.56,44.8,15.42,485999.4,17.19
1266597.56,44.82,15.43,486597.04,17.22
1265868.44,44.81,15.42,485851.22,17.2
1265596.26,44.81,15.43,486926.02,17.24
1265296.17,44.81,15.43,486690.74,17.24
1264983.48,44.8,15.42,487082.97,17.25
1264685.35,44.81,15.43,487048.63,17.26
1264831.25,44.82,15.44,487604.93,17.28
1264834.96,44.83,15.45,487628.95,17.28
1264536.83,44.84,15.46,487587.3,17.29
1264568.29,44.85,15.47,487565.51,17.29
1264318.58,44.86,15.48,487729.56,17.3
1263883.28,44.85,15.47,487460.38,17.3
1263603.06,44.85,15.47,487609.86,17.31
1263304.16,44.86,15.48,487514.49,17.31
1263006.03,44.86,15.48,487487.49,17.32
1262707.9,44.87,15.49,487542.91,17.32
1262172.54,44.86,15.48,487526.34,17.33
1261980.55,44.87,15.49,487275.95,17.33
1261721.16,44.88,15.5,487460.83,17.34
1261721.16,44.88,15.5,487460.83,17.34
1263564.09,44.96,15.58,488620.43,17.39
1263649.29,44.96,15.58,488762.49,17.39
1263351.16,44.97,15.59,488699.67,17.39
1263055.35,44.97,15.59,488666.29,17.4
1262641.39,44.97,15.59,488194.33,17.39
1262344.12,44.96,15.58,488068.25,17.38
1261825.46,44.96,15.58,487698.19,17.38
1261526.56,44.97,15.58,488483.51,17.41
1261228.43,44.97,15.59,488505.17,17.42
1261513.41,44.98,15.6,488586.33,17.42
1261513.41,44.98,15.6,488586.33,17.42
1261403.52,44.99,15.61,488746.19,17.43
1261403.52,44.99,15.61,488737.36,17.43
1261311.83,45.0,15.62,488471.33,17.43
1260865.15,45.0,15.61,487957.84,17.41
1260567.02,45.0,15.62,487935.3,17.42
1260567.02,45.0,15.62,487935.3,17.42
1260713.7,45.01,15.63,487640.03,17.41
1260890.33,45.03,15.65,487644.32,17.41
1260581.61,45.03,15.65,487369.09,17.41
1260581.61,45.03,15.65,487369.09,17.41
1261336.29,45.08,15.69,489854.63,17.51
1261336.29,45.08,15.69,489885.3,17.51
1261485.29,45.09,15.71,490115.21,17.52
1261485.29,45.09,15.71,490399.05,17.53
1261485.29,45.09,15.71,490399.05,17.53
1261631.97,45.1,15.72,490338.67,17.53
1261260.03,45.1,15.71,489972.84,17.52
1261179.2,45.11,15.73,491763.26,17.59
1258824.13,45.15,15.77,491712.73,17.64
1258509.04,45.15,15.77,491368.82,17.63
1258213.24,45.16,15.77,491353.44,17.63
1258213.24,45.16,15.77,491352.05,17.63
1257915.11,45.16,15.78,491319.65,17.64
1257915.11,45.16,15.78,491319.65,17.64
1257807.54,45.17,15.79,491306.06,17.64
1257509.41,45.18,15.79,491283.39,17.65
1257509.41,45.18,15.79,491270.0,17.65
1257185.85,45.18,15.8,491301.3,17.66
1257214.99,45.19,15.81,491257.65,17.66
1257214.99,45.19,15.81,491257.65,17.66
1256920.74,45.2,15.81,491165.89,17.66
1257168.67,45.21,15.83,491353.32,17.67
1257172.54,45.21,15.83,491831.84,17.69
1256874.41,45.22,15.83,491810.33,17.69
1256874.41,45.22,15.83,491788.32,17.69
1256764.52,45.23,15.84,491741.8,17.7
1256465.62,45.23,15.85,492118.88,17.72
1256790.41,45.25,15.86,492434.66,17.73
1256790.41,45.25,15.86,492435.9,17.73
1256937.09,45.26,15.88,492270.35,17.73
1257340.32,45.27,15.89,492669.3,17.74
1257657.89,45.29,15.91,492771.35,17.75
1258715.09,45.34,15.96,493580.82,17.78
1258416.96,45.35,15.97,494197.39,17.81
1258416.96,45.35,15.97,494149.73,17.81
1258081.27,45.35,15.96,493523.58,17.79
1258081.27,45.35,15.96,493523.58,17.79
1257783.14,45.35,15.97,493498.88,17.79
1257484.24,45.36,15.97,493404.51,17.8
1257186.11,45.36,15.98,493416.24,17.8
1257332.79,45.38,15.99,493445.48,17.81
1256838.81,45.37,15.99,493458.58,17.81
1256728.91,45.38,15.99,493429.38,17.82
1256728.91,45.38,15.99,493429.38,17.82
1256910.45,45.39,16.01,493284.74,17.81
1256612.32,45.4,16.01,494031.23,17.85
1256331.24,45.4,16.02,494147.96,17.86
1256219.79,45.41,16.03,494709.89,17.88
1256112.22,45.42,16.04,494690.81,17.89
1255979.22,45.43,16.05,494686.52,17.89
1255594.41,45.42,16.04,494369.06,17.89
1255486.84,45.43,16.05,494625.92,17.9
1255188.72,45.44,16.06,494873.2,17.92
1255343.78,45.45,16.07,494850.44,17.92
1255029.75,45.45,16.07,495772.48,17.95
1255029.75,45.45,16.07,495683.71,17.95
1255137.82,45.45,16.07,496390.96,17.98
1255284.49,45.47,16.08,496359.76,17.98
1254986.37,45.47,16.09,496329.8,17.98
1254690.56,45.48,16.1,497274.37,18.02
1254389.79,45.47,16.09,496896.06,18.01
1254145.43,45.48,16.1,497128.99,18.03
1254720.6,45.52,16.14,496990.7,18.03
1254610.7,45.53,16.15,497308.64,18.05
1254302.76,45.53,16.15,498757.31,18.11
1254003.86,45.54,16.16,499014.88,18.12
1254003.86,45.54,16.16,499686.23,18.15
1253704.96,45.55,16.16,499109.55,18.13
1253406.83,45.55,16.17,499139.22,18.14
1253108.7,45.56,16.18,499167.38,18.15
1252809.8,45.56,16.18,499134.47,18.15
1252809.8,45.56,16.18,499134.47,18.15
1252809.8,45.56,16.18,499134.47,18.15
1252437.86,45.56,16.17,498773.41,18.14
1252437.86,45.56,16.17,498773.41,18.14
1252327.97,45.57,16.18,498764.69,18.15
1252032.17,45.57,16.19,498745.69,18.15
1251734.04,45.58,16.2,498734.3,18.16
1251435.91,45.58,16.2,498707.32,18.17
1251063.97,45.58,16.19,498438.97,18.16
1251063.97,45.58,16.19,499019.32,18.18
1251219.56,45.59,16.21,498980.4,18.18
1250921.43,45.6,16.21,498840.71,18.18
1250810.76,45.61,16.22,498750.29,18.19
1250502.04,45.61,16.23,498499.42,18.18
1250502.04,45.61,16.23,498499.42,18.18
1250502.04,45.61,16.23,498477.4,18.18
1250192.55,45.62,16.23,498636.86,18.19
1250192.55,45.62,16.23,498673.19,18.2
1250192.55,45.62,16.23,498673.19,18.2
1250192.55,45.62,16.23,498673.19,18.2
1250192.55,45.62,16.23,498675.63,18.2
1250348.14,45.63,16.25,498717.87,18.2
1250238.24,45.64,16.26,498685.3,18.2
1250238.24,45.64,16.26,498685.3,18.2
1250462.96,45.65,16.27,500642.46,18.28
1250600.55,45.66,16.28,500333.27,18.27
1250304.74,45.67,16.29,501001.48,18.3
1249989.8,45.67,16.28,501002.76,18.3
1249989.8,45.67,16.28,500972.46,18.3
1250431.17,45.68,16.3,502882.6,18.37
1250431.17,45.68,16.3,502882.6,18.37
1250321.28,45.69,16.31,502876.95,18.38
1250566.89,45.71,16.32,502878.02,18.38
1250688.13,45.72,16.34,502870.83,18.38
1249497.17,45.74,16.36,502791.3,18.41
1249199.04,45.75,16.37,502971.8,18.42
1249225.77,45.75,16.37,504366.06,18.47
1248926.09,45.76,16.37,504440.34,18.48
1248926.09,45.76,16.37,504426.91,18.48
1248820.07,45.77,16.38,503564.35,18.45
1248820.07,45.77,16.38,503564.35,18.45
1249065.68,45.78,16.4,503606.12,18.46
1249173.75,45.78,16.4,504038.11,18.47
1249173.75,45.78,16.4,504038.11,18.47
1249015.12,45.78,16.4,503879.75,18.47
1249343.01,45.8,16.41,503848.91,18.47
1248792.23,45.79,16.41,503265.28,18.45
1248511.14,45.8,16.41,504026.65,18.49
1248514.07,45.81,16.43,504235.65,18.5
1248690.7,45.82,16.44,504240.5,18.5
1248690.7,45.82,16.44,504285.03,18.51
1248811.94,45.83,16.45,504286.97,18.51
1249870.65,45.88,16.5,505514.1,18.56
1249870.65,45.88,16.5,505514.1,18.56
1251208.81,45.94,16.56,505779.46,18.57
1250901.0,45.95,16.57,504970.01,18.55
1250901.0,45.95,16.57,504940.33,18.55
1250817.05,45.96,16.58,504138.83,18.52
1250707.16,45.97,16.59,504119.32,18.53
1250955.45,45.98,16.6,506843.94,18.63
1250583.51,45.97,16.59,506551.52,18.62
1250475.94,45.98,16.6,506527.22,18.63
1250475.94,45.98,16.6,506563.82,18.63
1250850.64,46.01,16.63,506702.37,18.64
1250552.51,46.02,16.63,506679.77,18.64
1250254.38,46.02,16.64,506652.34,18.65
1249955.48,46.03,16.65,506274.22,18.64
1249657.35,46.03,16.65,506247.96,18.65
1249657.35,46.03,16.65,506247.96,18.65
1249657.35,46.03,16.65,506247.96,18.65
1249905.69,46.06,16.68,506041.13,18.65
1249607.56,46.07,16.68,505999.59,18.65
1249284.0,46.07,16.69,506527.96,18.68
1249284.0,46.07,16.69,506527.96,18.68
1248784.56,46.07,16.69,505703.02,18.66
1249146.99,46.09,16.71,505775.53,18.66
1248851.18,46.1,16.71,506249.31,18.69
1248851.18,46.1,16.71,506249.31,18.69
1248854.89,46.11,16.73,507397.19,18.73
1248556.76,46.11,16.73,507375.28,18.74
1248556.76,46.11,16.73,507375.28,18.74
1248802.37,46.13,16.75,507359.75,18.74
1248506.57,46.13,16.75,507337.18,18.75
1248386.99,46.14,16.76,506686.24,18.73
1248429.66,46.14,16.76,506564.57,18.72
1248192.9,46.14,16.76,506530.04,18.72
1248057.57,46.15,16.77,506512.84,18.73
1247757.9,46.16,16.78,506385.24,18.73
1247494.53,46.16,16.78,505654.8,18.71
1247643.53,46.17,16.79,505629.94,18.71
1247347.73,46.18,16.8,505626.21,18.72
1247053.13,46.17,16.79,505342.99,18.71
1247208.19,46.19,16.81,505366.85,18.72
1247430.69,46.2,16.82,505425.54,18.72
1247577.37,46.21,16.83,505403.13,18.72
1247469.8,46.22,16.84,505390.03,18.73
1247171.67,46.23,16.85,505471.26,18.74
1247038.66,46.24,16.86,505506.17,18.74
1246740.54,46.25,16.87,505481.95,18.75
1246966.62,46.26,16.88,505073.42,18.74
1246670.81,46.27,16.89,505042.4,18.74
1246371.91,46.27,16.9,505030.84,18.75
1246654.57,46.29,16.91,504828.13,18.74
1246356.44,46.29,16.91,504803.41,18.75
1246032.1,46.3,16.92,504915.07,18.76
1246032.1,46.3,16.92,504915.07,18.76
1246032.1,46.3,16.92,504915.07,18.76
1245736.3,46.31,16.93,504896.1,18.77
1245808.35,46.31,16.93,506154.49,18.81
1245717.6,46.31,16.93,506188.5,18.82
1245483.64,46.32,16.94,506020.07,18.82
1245183.97,46.32,16.94,505968.16,18.82
1245074.07,46.33,16.95,505951.01,18.83
1244778.27,46.34,16.96,505981.11,18.84
1244668.38,46.35,16.97,505969.31,18.84
1245374.98,46.37,17.0,506518.28,18.86
1245374.98,46.37,17.0,506495.99,18.86
1245265.09,46.38,17.01,506446.81,18.86
1244966.96,46.39,17.01,506439.28,18.87
1244668.83,46.4,17.02,506418.37,18.88
1246978.71,46.5,17.12,507195.62,18.91
1246680.58,46.51,17.13,507190.72,18.92
1246166.84,46.5,17.12,506466.83,18.9
1246195.99,46.51,17.13,506474.39,18.9
1247083.7,46.55,17.17,506438.75,18.9
1246973.81,46.56,17.18,506482.11,18.91
1246973.81,46.56,17.18,506482.11,18.91
1246675.68,46.57,17.19,506474.84,18.92
1247227.4,46.6,17.23,508648.59,19.01
1246609.25,46.6,17.22,508146.92,18.99
1246640.71,46.61,17.23,508435.83,19.01
1246342.59,46.62,17.24,508404.57,19.02
1245828.85,46.61,17.23,508369.34,19.02
1245828.85,46.61,17.23,508369.34,19.02
1245530.72,46.61,17.24,508367.01,19.03
1245530.72,46.61,17.24,508367.01,19.03
1245231.82,46.62,17.24,508645.61,19.04
1245231.82,46.62,17.24,508624.26,19.04
1245231.82,46.62,17.24,508597.62,19.04
1245331.27,46.64,17.26,509995.24,19.1
1245358.86,46.65,17.28,511125.97,19.15
1245050.92,46.66,17.28,511099.16,19.15
1244787.65,46.67,17.29,510280.14,19.13
1244513.54,46.67,17.3,510439.56,19.14
1245205.84,46.71,17.33,510815.37,19.16
1245205.84,46.71,17.33,510880.09,19.16
1244496.3,46.7,17.33,510389.43,19.15
1244496.3,46.7,17.33,510389.43,19.15
1244273.09,46.7,17.32,510282.09,19.15
1243885.49,46.7,17.33,509901.51,19.14
1243577.68,46.71,17.33,509855.85,19.15
1243739.85,46.72,17.35,509843.78,19.15
1243886.52,46.74,17.36,510766.34,19.19
1243588.39,46.74,17.37,510741.02,19.2
1243588.39,46.74,17.37,510741.02,19.2
1243289.49,46.75,17.37,510678.39,19.2
1243289.49,46.75,17.37,511103.61,19.22
1243437.67,46.77,17.4,510916.38,19.22
1243141.86,46.78,17.4,510912.1,19.23
1242842.96,46.79,17.41,511465.0,19.25
1242700.99,46.78,17.41,511288.96,19.25
1242325.14,46.78,17.4,510724.04,19.23
1242325.14,46.78,17.4,510724.04,19.23
1242377.56,46.8,17.42,511332.65,19.26
1242054.0,46.8,17.43,511242.15,19.27
1241755.1,46.81,17.43,510953.0,19.26
1241456.97,46.82,17.44,510853.45,19.27
1241456.97,46.82,17.44,510877.91,19.27
1241158.84,46.82,17.45,510855.87,19.27
1240860.71,46.83,17.45,511664.31,19.31
1240899.45,46.83,17.45,514755.73,19.43
1240575.89,46.84,17.46,514731.24,19.43
1240276.98,46.84,17.47,515275.97,19.46
1239978.85,46.85,17.47,514990.56,19.46
1239978.85,46.85,17.47,514990.56,19.46
1239683.05,46.86,17.48,514947.98,19.46
1239388.02,46.86,17.49,514896.35,19.47
1239089.89,46.87,17.49,514871.63,19.48
1238981.66,46.87,17.49,514893.32,19.48
1238874.09,46.88,17.5,514880.53,19.48
1238392.81,46.87,17.49,514390.76,19.47
1238282.91,46.88,17.5,514364.04,19.47
1237987.11,46.89,17.51,514299.21,19.48
1238249.76,46.9,17.52,513623.33,19.46
1238541.9,46.92,17.54,514187.69,19.48
1238541.9,46.92,17.54,514187.69,19.48
1238432.0,46.93,17.55,514266.88,19.49
1238432.0,46.93,17.55,514266.88,19.49
1238432.0,46.93,17.55,514266.88,19.49
1238136.2,46.94,17.56,514025.92,19.49
1237838.07,46.94,17.56,514872.9,19.53
1237539.94,46.95,17.57,514848.31,19.53
1237539.94,46.95,17.57,514848.31,19.53
1237539.94,46.95,17.57,514870.59,19.53
1237539.94,46.95,17.57,514855.75,19.53
1237539.94,46.95,17.57,514855.75,19.53
1237338.53,46.95,17.57,514256.81,19.51
1237040.4,46.95,17.57,514272.1,19.52
1237040.4,46.95,17.57,514233.49,19.52
1237187.08,46.97,17.59,514222.57,19.52
1236891.28,46.97,17.59,514194.99,19.53
1237128.89,46.99,17.61,514619.98,19.55
1236830.76,46.99,17.62,514607.38,19.55
1236720.09,47.01,17.63,514581.29,19.56
1236720.09,47.01,17.63,514581.29,19.56
1236421.96,47.01,17.63,514711.71,19.57
1236336.88,47.03,17.65,517044.43,19.67
1236457.66,47.04,17.66,517150.37,19.67
1236159.54,47.05,17.67,516900.93,19.67
1236281.6,47.06,17.68,517127.38,19.69
1236100.45,47.07,17.69,516621.79,19.67
1235802.32,47.08,17.7,516590.86,19.68
1235830.69,47.09,17.71,516471.54,19.68
1235532.56,47.1,17.72,516475.83,19.69
1235087.81,47.1,17.72,515419.09,19.65
1234774.82,47.1,17.72,515371.94,19.66
1234774.82,47.1,17.72,515371.94,19.66
1234921.49,47.11,17.74,515408.29,19.66
1234921.49,47.11,17.74,515408.29,19.66
1234811.6,47.13,17.75,515378.34,19.67
1234551.95,47.13,17.76,515158.84,19.67
1234253.82,47.14,17.76,515132.97,19.67
1233955.69,47.15,17.77,515195.81,19.68
1233739.5,47.14,17.76,515010.32,19.68
1233440.59,47.15,17.77,515373.8,19.7
1233725.58,47.16,17.78,515362.63,19.7
1233971.19,47.18,17.8,515792.22,19.72
1234850.42,47.23,17.85,515787.09,19.73
1234971.21,47.24,17.87,515722.0,19.73
1235219.14,47.26,17.88,515779.06,19.73
1235219.14,47.26,17.88,515779.06,19.73
1234919.47,47.27,17.89,515934.29,19.75
1234919.47,47.27,17.89,515918.9,19.75
1234761.42,47.26,17.88,515764.63,19.74
1234607.67,47.26,17.88,515755.78,19.74
1234309.54,47.27,17.89,515771.07,19.75
1234011.41,47.27,17.9,516038.39,19.77
1233863.94,47.28,17.91,516024.84,19.77
1233561.28,47.28,17.9,515854.95,19.77
1233293.11,47.29,17.91,515856.61,19.78
1233182.44,47.3,17.92,515937.13,19.79
1232884.32,47.31,17.93,515943.85,19.8
1232884.32,47.31,17.93,515972.8,19.8
1233030.99,47.32,17.94,515951.05,19.8
1232732.86,47.33,17.95,515981.05,19.81
1232732.86,47.33,17.95,515981.05,19.81
1232437.06,47.33,17.95,515815.07,19.81
1232141.26,47.34,17.96,515875.43,19.82
1232141.26,47.34,17.96,516133.35,19.83
1232031.36,47.35,17.97,516112.26,19.84
1231917.08,47.36,17.98,515718.66,19.83
1232066.08,47.37,18.0,515850.88,19.84
1232310.91,47.39,18.01,516050.86,19.85
1232628.48,47.41,18.03,516802.76,19.88
1232285.17,47.41,18.03,516508.52,19.87
1231995.95,47.42,18.04,516391.14,19.88
1231714.86,47.43,18.05,516479.4,19.89
1231604.19,47.44,18.06,516355.1,19.89
1231306.07,47.44,18.06,516321.86,19.89
1231010.26,47.45,18.07,515470.05,19.87
1230875.45,47.46,18.08,516510.25,19.92
1230579.64,47.47,18.09,516499.86,19.92
1230647.34,47.48,18.1,517733.54,19.98
1230647.34,47.48,18.1,517733.54,19.98
1230647.34,47.48,18.1,517733.54,19.98
1230349.21,47.49,18.11,517826.43,19.99
1230053.41,47.5,18.12,517820.05,19.99
1230161.08,47.51,18.13,519479.71,20.06
1229862.95,47.52,18.14,519395.85,20.07
1229753.05,47.53,18.15,519297.27,20.07
1229454.93,47.54,18.16,519230.07,20.08
1229600.45,47.56,18.18,520491.87,20.13
1229343.2,47.57,18.19,521247.29,20.17
1229045.08,47.57,18.2,520948.06,20.17
1228746.95,47.58,18.2,521055.9,20.18
1228895.95,47.6,18.22,520987.03,20.18
1229140.78,47.61,18.23,521268.63,20.19
1229388.72,47.63,18.25,521338.66,20.2
1229898.32,47.66,18.28,521670.62,20.21
1229806.63,47.67,18.29,521016.58,20.19
1229507.73,47.67,18.3,520993.97,20.2
1229243.24,47.68,18.3,520401.09,20.18
1229243.24,47.68,18.3,520431.54,20.19
1228907.55,47.67,18.3,520716.63,20.2
1229160.65,47.69,18.31,520758.37,20.2
1230067.29,47.73,18.35,521722.03,20.24
1229923.24,47.72,18.35,522028.03,20.26
1229625.11,47.73,18.35,522033.66,20.26
1229656.58,47.74,18.37,522554.56,20.29
1231079.09,47.8,18.42,525835.25,20.42
1231224.99,47.81,18.44,526854.41,20.46
1230926.86,47.82,18.44,526879.88,20.47
1231648.12,47.85,18.47,529142.43,20.56
1234206.66,47.95,18.57,532911.48,20.7
1234206.66,47.95,18.57,532911.48,20.7
1233908.53,47.96,18.58,532898.05,20.71
1233821.5,47.95,18.58,532841.28,20.71
1233711.6,47.96,18.59,532909.88,20.72
1233601.71,47.98,18.6,532886.72,20.72
1233303.58,47.98,18.6,532859.58,20.73
1233303.58,47.98,18.6,532859.58,20.73
1232112.62,48.01,18.63,533137.08,20.77
1231831.52,48.02,18.64,532460.22,20.75
1231977.42,48.03,18.65,532942.56,20.78
1231977.42,48.03,18.65,532942.56,20.78
1231687.54,48.02,18.65,532614.69,20.77
1232012.33,48.04,18.66,532956.65,20.78
1231723.1,48.05,18.67,533653.98,20.82
1231723.1,48.05,18.67,533696.93,20.82
1232459.98,48.1,18.72,536534.09,20.94
1232164.18,48.1,18.73,537273.58,20.97
1231864.12,48.11,18.73,537223.87,20.98
1231482.41,48.1,18.73,538473.18,21.03
1231193.19,48.11,18.73,537977.21,21.02
1230869.63,48.12,18.74,537953.34,21.03
1230193.71,48.11,18.73,537234.92,21.01
1230193.71,48.11,18.73,537211.53,21.01
1230193.71,48.11,18.73,537150.41,21.01
1229870.15,48.12,18.74,537102.08,21.01
