ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_1522-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1445103.44,38.08,8.75,341353.79,9.0
1444805.32,38.09,8.75,341342.75,9.0
1444507.19,38.09,8.76,341203.66,9.0
1444507.19,38.09,8.76,341203.66,9.0
1444824.76,38.1,8.77,341181.55,9.0
1444148.84,38.09,8.76,340463.14,8.98
1444148.84,38.09,8.76,340620.52,8.98
1444148.84,38.09,8.76,340620.52,8.98
1444038.95,38.1,8.77,340682.05,8.99
1443730.23,38.1,8.77,340622.81,8.99
1443513.19,38.1,8.77,340617.52,8.99
1443534.84,38.11,8.78,340602.31,8.99
1443810.41,38.12,8.79,340606.16,8.99
1443810.41,38.12,8.79,340606.16,8.99
1443460.75,38.12,8.78,340230.09,8.98
1443350.85,38.12,8.79,340167.79,8.98
1443350.85,38.12,8.79,340167.79,8.98
1443052.73,38.13,8.79,340101.45,8.99
1443376.81,38.13,8.8,340383.03,8.99
1443237.61,38.13,8.8,340241.19,8.99
1442929.67,38.13,8.8,340222.05,8.99
1442929.67,38.13,8.8,340203.84,8.99
1443151.16,38.14,8.81,340173.61,8.99
1443486.05,38.15,8.82,340759.45,9.01
1442914.52,38.15,8.81,340236.35,8.99
1442914.52,38.15,8.81,340214.47,8.99
1443197.18,38.15,8.82,340274.21,9.0
1442980.14,38.16,8.82,340315.03,9.0
1442608.2,38.15,8.82,339894.97,8.99
1442814.95,38.16,8.83,340617.86,9.01
1442507.0,38.17,8.83,340577.27,9.01
1442240.09,38.16,8.82,340287.96,9.0
1441944.29,38.16,8.83,340274.43,9.01
1442192.22,38.17,8.84,340908.95,9.02
1442081.55,38.18,8.84,340868.61,9.02
1441781.87,38.18,8.84,340807.29,9.03
1441458.31,38.18,8.85,340901.98,9.03
1441160.18,38.19,8.85,340915.24,9.03
1441059.2,38.19,8.85,341745.94,9.06
1440790.12,38.19,8.86,342460.44,9.08
1440468.88,38.2,8.86,342442.28,9.08
1440358.99,38.2,8.86,343507.5,9.11
1439802.18,38.19,8.86,342955.58,9.1
1439692.29,38.2,8.86,342985.96,9.1
1439394.16,38.2,8.87,343031.1,9.1
1439056.46,38.2,8.86,342698.29,9.1
1438788.28,38.2,8.87,342695.32,9.1
1438572.79,38.21,8.87,342613.52,9.1
1438925.23,38.22,8.88,345685.16,9.18
1438629.42,38.22,8.88,345793.99,9.19
1438629.42,38.22,8.88,345925.31,9.19
1438629.42,38.22,8.88,346983.22,9.22
1438519.53,38.23,8.89,346957.49,9.22
1438302.48,38.23,8.89,346952.2,9.22
1438706.97,38.25,8.91,348057.47,9.25
1438853.64,38.26,8.92,348226.99,9.26
1438720.74,38.26,8.92,348142.5,9.26
1438610.84,38.26,8.92,348118.43,9.26
1438856.45,38.27,8.93,348151.74,9.26
1438639.41,38.28,8.93,348023.38,9.26
1438529.52,38.28,8.94,348066.27,9.26
1438261.34,38.28,8.94,348066.71,9.27
1438233.81,38.29,8.95,348162.84,9.27
1438056.8,38.3,8.95,348185.05,9.27
1437506.01,38.29,8.95,348166.7,9.27
1437274.8,38.29,8.94,348018.58,9.27
1436976.67,38.29,8.95,347948.42,9.27
1436752.48,38.29,8.94,347778.9,9.27
1436453.58,38.29,8.95,348232.74,9.28
1436458.22,38.29,8.95,348321.45,9.28
1436458.22,38.29,8.95,348321.45,9.28
1436212.66,38.29,8.94,348025.05,9.28
1436092.96,38.29,8.95,347992.73,9.28
1436338.57,38.3,8.96,348036.06,9.28
1436123.07,38.31,8.96,348027.58,9.28
1435824.94,38.31,8.96,348549.39,9.3
1435524.85,38.31,8.96,348177.44,9.29
1435547.29,38.31,8.96,348162.07,9.29
1435249.17,38.31,8.96,348148.89,9.29
1435395.84,38.32,8.97,348122.37,9.29
1435102.36,38.32,8.97,348154.91,9.3
1434885.32,38.32,8.97,348093.47,9.3
1435031.99,38.33,8.98,348828.54,9.32
1434733.87,38.33,8.98,348858.18,9.32
1434854.33,38.34,8.99,349028.72,9.33
1434558.53,38.35,9.0,349002.2,9.33
1434585.87,38.35,9.0,348993.98,9.33
1434732.55,38.36,9.01,348974.13,9.33
1434525.43,38.36,9.01,351517.78,9.4
1434227.3,38.36,9.01,351743.01,9.41
1435353.99,38.4,9.05,352337.72,9.43
1435636.65,38.41,9.06,352404.7,9.43
1435419.61,38.42,9.06,352818.8,9.44
1435121.48,38.42,9.07,352822.41,9.44
1435096.3,38.43,9.08,353338.53,9.46
1434988.73,38.43,9.08,353542.83,9.47
1434956.11,38.44,9.09,353216.21,9.46
1434648.17,38.44,9.09,354005.67,9.49
1434350.05,38.44,9.09,354039.71,9.49
1434350.05,38.44,9.09,354086.13,9.49
1434067.41,38.44,9.09,354068.72,9.49
1433811.71,38.45,9.1,354897.87,9.52
1433958.39,38.46,9.11,354874.87,9.52
1433848.5,38.46,9.11,354849.26,9.52
1433995.17,38.47,9.12,354913.16,9.52
1433885.28,38.48,9.13,354878.48,9.52
1433885.28,38.48,9.13,354983.57,9.53
1433654.81,38.48,9.13,354939.56,9.53
1433683.95,38.49,9.14,355465.28,9.54
1433574.05,38.49,9.14,355499.45,9.55
1433275.93,38.5,9.15,355469.07,9.55
1432788.63,38.49,9.14,354939.01,9.54
1432490.5,38.49,9.14,354902.01,9.54
1432738.44,38.5,9.15,355100.37,9.54
1432440.31,38.51,9.16,355054.52,9.54
1432967.26,38.52,9.17,355577.04,9.56
1432669.13,38.52,9.17,355695.95,9.56
1432345.56,38.52,9.17,355673.5,9.57
1432212.56,38.53,9.18,355662.07,9.57
1432458.17,38.54,9.19,355729.14,9.57
1432254.03,38.54,9.19,355624.22,9.57
1432144.14,38.55,9.2,355607.07,9.57
1431808.45,38.54,9.2,355583.13,9.57
1431929.69,38.55,9.2,355599.22,9.57
1432076.37,38.56,9.21,355573.05,9.57
1432076.37,38.56,9.21,355565.37,9.57
1431778.24,38.56,9.22,355880.27,9.59
1431993.13,38.57,9.23,356108.9,9.59
1431698.1,38.58,9.23,357000.05,9.62
1431383.01,38.57,9.22,356655.41,9.61
1431084.89,38.58,9.23,356630.97,9.61
1431230.79,38.58,9.23,357431.24,9.64
1431230.79,38.58,9.23,357431.24,9.64
1430976.49,38.58,9.23,357100.43,9.63
1430759.45,38.59,9.23,357095.14,9.63
1430461.32,38.59,9.24,357102.24,9.63
1430244.28,38.6,9.24,357066.71,9.64
1429948.47,38.6,9.24,357053.65,9.64
1430194.08,38.61,9.25,357100.37,9.64
1429925.91,38.61,9.25,357104.89,9.64
1429925.91,38.61,9.25,357798.72,9.66
1430205.7,38.62,9.27,361306.15,9.76
1429733.4,38.62,9.26,360801.05,9.75
1429516.36,38.62,9.26,361290.41,9.76
1428944.83,38.61,9.26,360767.3,9.75
1428837.26,38.62,9.26,360752.39,9.75
1428885.68,38.62,9.26,360965.29,9.76
1428587.55,38.62,9.26,360940.3,9.76
1428477.66,38.63,9.27,360913.71,9.76
1428179.53,38.63,9.27,360902.67,9.76
1427883.73,38.63,9.28,360877.15,9.76
1427773.83,38.64,9.28,360857.65,9.77
1427857.38,38.65,9.29,360912.81,9.77
1427559.26,38.65,9.29,360878.15,9.77
1427291.08,38.65,9.29,360870.8,9.77
1426781.44,38.65,9.29,360121.82,9.75
1426564.4,38.65,9.29,360186.16,9.76
1426266.27,38.66,9.29,360161.17,9.76
1425968.14,38.66,9.3,360128.59,9.76
1425884.2,38.66,9.3,361981.93,9.82
1425812.15,38.67,9.31,364433.05,9.88
1425969.55,38.68,9.32,364578.35,9.89
1425671.42,38.68,9.32,364641.24,9.89
1425560.75,38.69,9.33,364547.36,9.89
1425450.86,38.7,9.33,364530.2,9.9
1425152.73,38.7,9.34,364689.35,9.9
1425152.73,38.7,9.34,364690.54,9.9
1425152.73,38.7,9.34,366002.71,9.94
1424856.92,38.7,9.34,365882.8,9.94
1424561.12,38.7,9.34,365980.87,9.94
1424262.99,38.71,9.34,366035.46,9.95
1424408.89,38.71,9.35,366494.69,9.96
1424110.77,38.72,9.36,366535.05,9.96
1423812.64,38.72,9.36,366490.27,9.97
1424159.82,38.73,9.37,366521.82,9.97
1423861.7,38.73,9.37,366477.61,9.97
1423563.57,38.73,9.37,366588.29,9.97
1423265.44,38.74,9.38,366632.38,9.98
1422967.31,38.74,9.38,366591.22,9.98
1422643.75,38.74,9.38,366553.6,9.98
1422805.92,38.75,9.39,366541.53,9.98
1422507.79,38.75,9.39,366507.34,9.98
1422397.9,38.76,9.4,366496.01,9.99
1422593.95,38.77,9.41,366530.29,9.99
1422209.15,38.76,9.4,367461.59,10.02
1422703.79,38.78,9.42,369549.95,10.07
1422479.6,38.78,9.42,369458.73,10.07
1422479.6,38.78,9.42,369442.05,10.07
1422479.6,38.78,9.42,369406.13,10.07
1422321.37,38.77,9.41,369528.44,10.07
1422321.37,38.77,9.41,369573.71,10.08
1422022.47,38.78,9.42,369582.61,10.08
1421912.57,38.78,9.42,369583.97,10.08
1421614.45,38.79,9.43,369668.43,10.09
1421316.32,38.79,9.43,369641.83,10.09
1421316.32,38.79,9.43,369728.72,10.09
1421018.19,38.79,9.43,369792.25,10.09
1421164.87,38.8,9.44,369802.71,10.1
1420869.06,38.8,9.44,369776.81,10.1
1421045.69,38.81,9.45,369781.66,10.1
1421045.69,38.81,9.45,369752.72,10.1
1421045.69,38.81,9.45,369730.71,10.1
1421860.3,38.84,9.48,369204.43,10.09
1421995.61,38.85,9.49,369407.22,10.09
1421995.61,38.85,9.49,369332.52,10.09
1422313.19,38.86,9.5,369359.31,10.09
1422393.46,38.88,9.52,370691.48,10.13
1422393.46,38.88,9.52,370597.01,10.13
1422283.57,38.88,9.52,370591.09,10.13
1421958.45,38.88,9.53,370810.74,10.14
1421769.49,38.88,9.52,370685.37,10.14
1421384.69,38.88,9.52,370632.8,10.14
1421167.64,38.88,9.52,370922.43,10.15
1421167.64,38.88,9.52,370900.42,10.15
1420869.52,38.88,9.52,370927.34,10.15
1420720.89,38.89,9.52,370243.82,10.13
1420720.89,38.89,9.52,370222.79,10.13
1420720.89,38.89,9.52,370245.19,10.13
1420867.57,38.9,9.53,370219.66,10.13
1420569.44,38.9,9.54,370229.23,10.14
1420569.44,38.9,9.54,370229.23,10.14
1420352.4,38.9,9.54,370155.16,10.14
1420242.5,38.91,9.54,370453.15,10.15
1420132.61,38.91,9.55,370115.28,10.14
1420132.61,38.91,9.55,370067.56,10.14
1419834.48,38.92,9.55,370040.41,10.14
1419093.1,38.91,9.54,369270.57,10.12
1419269.73,38.92,9.55,369274.86,10.13
1418547.36,38.91,9.54,368515.45,10.11
1418249.23,38.91,9.55,368444.9,10.11
1417879.14,38.9,9.54,367940.33,10.1
1417879.14,38.9,9.54,367902.92,10.09
1418101.64,38.91,9.55,367938.14,10.1
1418101.64,38.91,9.55,367938.14,10.1
1418101.64,38.91,9.55,367922.93,10.1
1417991.74,38.92,9.56,367897.09,10.1
1417602.48,38.91,9.55,367516.95,10.09
1417448.73,38.91,9.55,367486.48,10.09
1417149.83,38.91,9.55,367175.68,10.08
1417149.83,38.91,9.55,367108.25,10.08
1416850.93,38.92,9.55,367073.68,10.08
1416552.8,38.92,9.56,367046.87,10.08
1416416.16,38.92,9.55,366914.51,10.08
1416120.36,38.92,9.56,366892.98,10.08
1416120.36,38.92,9.56,366992.23,10.09
1415773.27,38.92,9.55,366712.95,10.08
1415880.83,38.93,9.56,367022.02,10.09
1415582.7,38.93,9.56,366997.24,10.09
1415712.34,38.94,9.57,366993.99,10.09
1415632.4,38.94,9.58,367002.94,10.1
1415522.5,38.95,9.58,366985.69,10.1
1415522.5,38.95,9.58,366963.68,10.1
1415224.38,38.95,9.59,366933.75,10.1
1414973.25,38.95,9.59,365903.42,10.07
1414692.16,38.96,9.59,365994.18,10.08
1414394.03,38.96,9.6,365963.93,10.08
1414083.68,38.96,9.6,365835.21,10.08
1413785.56,38.97,9.6,365835.45,10.08
1413931.46,38.97,9.61,365816.99,10.08
1413902.38,38.98,9.61,366155.98,10.1
1413668.68,38.99,9.62,364858.68,10.06
1413370.55,38.99,9.62,364898.43,10.07
1413074.75,38.99,9.62,364856.44,10.07
1413074.75,38.99,9.62,364839.46,10.07
1413320.36,39.0,9.63,365509.78,10.09
1413183.92,39.0,9.63,365346.67,10.08
1412885.79,39.0,9.64,365321.57,10.08
1412587.66,39.0,9.64,365279.4,10.09
1412587.66,39.0,9.64,365420.37,10.09
1412616.8,39.01,9.65,365464.68,10.09
1412616.8,39.01,9.65,365464.68,10.09
1412318.68,39.02,9.65,365477.96,10.1
1412495.31,39.03,9.66,365482.25,10.1
1412197.18,39.03,9.66,365515.97,10.1
1411901.37,39.03,9.66,365480.58,10.1
1411790.7,39.04,9.67,365350.51,10.1
1411494.9,39.04,9.67,365331.15,10.1
1411520.7,39.05,9.68,365918.38,10.12
1409165.63,39.07,9.7,365867.84,10.14
1408948.59,39.07,9.7,365864.35,10.15
1409063.5,39.09,9.72,369478.34,10.25
1409063.5,39.09,9.72,369284.22,10.24
1408765.37,39.09,9.72,369330.23,10.25
1408765.37,39.09,9.72,369351.73,10.25
1408466.47,39.09,9.72,369308.28,10.25
1408712.08,39.1,9.73,369340.91,10.25
1408495.04,39.11,9.74,369480.3,10.26
1408495.04,39.11,9.74,370009.24,10.27
1408196.13,39.11,9.74,370241.17,10.28
1408196.13,39.11,9.74,370224.25,10.28
1407900.33,39.11,9.74,370204.97,10.28
1407602.2,39.11,9.74,370174.03,10.29
1407304.07,39.12,9.75,370206.53,10.29
1407304.07,39.12,9.75,370206.53,10.29
1407304.07,39.12,9.75,370415.22,10.3
1409745.21,39.18,9.81,375060.19,10.43
1409528.17,39.19,9.82,375054.9,10.43
1409542.63,39.19,9.82,375042.15,10.43
1409542.63,39.19,9.82,375042.15,10.43
1409035.01,39.18,9.81,374534.64,10.42
1409035.01,39.18,9.81,374534.64,10.42
1409280.62,39.2,9.82,374512.09,10.42
1409169.95,39.2,9.83,374451.94,10.42
1409417.88,39.21,9.84,374842.6,10.43
1409307.99,39.22,9.84,374825.31,10.43
1409015.02,39.22,9.84,374774.81,10.43
1408716.9,39.22,9.85,374798.81,10.44
1408344.96,39.22,9.84,374506.39,10.43
1408046.83,39.22,9.84,374494.65,10.43
1408193.51,39.23,9.85,374469.23,10.43
1408193.51,39.23,9.85,374568.8,10.43
1408510.74,39.24,9.86,374972.2,10.45
1408212.61,39.24,9.87,375016.34,10.45
1407726.69,39.24,9.86,374487.93,10.44
1407616.79,39.24,9.87,374478.85,10.44
1407700.34,39.25,9.88,374503.31,10.44
1407392.4,39.25,9.88,374469.33,10.44
1407392.4,39.25,9.88,374469.33,10.44
1407123.33,39.26,9.88,376096.25,10.49
1407013.43,39.26,9.89,376078.15,10.49
1407013.43,39.26,9.89,376056.13,10.49
1406715.31,39.27,9.89,376094.93,10.5
1404156.75,39.28,9.91,376047.11,10.52
1403907.04,39.29,9.92,376258.46,10.53
1403797.15,39.29,9.92,376258.26,10.53
1403501.34,39.29,9.93,376351.29,10.54
1403501.34,39.29,9.93,376373.57,10.54
1403501.34,39.29,9.93,376458.4,10.54
1403501.34,39.29,9.93,376458.4,10.54
1403343.38,39.29,9.92,376331.28,10.54
1403490.06,39.3,9.93,376339.18,10.54
1403185.86,39.3,9.93,376123.94,10.54
1403189.56,39.31,9.94,376103.85,10.54
1402868.33,39.31,9.94,376088.2,10.54
1402868.33,39.31,9.94,376088.2,10.54
1403632.17,39.35,9.97,375355.55,10.52
1403317.08,39.34,9.97,375104.44,10.52
1403140.01,39.34,9.97,375067.82,10.52
1402844.2,39.34,9.97,375222.75,10.52
1403329.58,39.37,10.0,374928.62,10.52
1403031.45,39.37,10.0,374903.45,10.52
1402710.21,39.37,10.0,374886.98,10.52
1402486.02,39.37,10.0,374644.41,10.52
1402268.98,39.37,10.0,374640.92,10.52
1402298.12,39.38,10.01,374667.03,10.52
1402190.55,39.39,10.01,375027.53,10.53
1401894.75,39.39,10.02,375017.01,10.54
1402049.82,39.4,10.03,374974.8,10.54
1402049.82,39.4,10.03,374932.25,10.54
1401832.77,39.41,10.03,374926.95,10.54
1401795.73,39.41,10.03,374962.77,10.54
1401490.11,39.41,10.03,376118.64,10.58
1401273.07,39.41,10.03,376137.16,10.58
1401422.07,39.42,10.04,376123.05,10.58
1401123.94,39.43,10.05,376094.38,10.58
1400906.89,39.43,10.05,376089.02,10.59
1400607.99,39.43,10.05,376072.18,10.59
1400883.56,39.44,10.06,376076.03,10.59
1400585.43,39.45,10.07,376048.15,10.59
1400289.62,39.45,10.07,376013.54,10.59
1400436.3,39.46,10.08,376011.19,10.59
1400582.97,39.47,10.09,376030.29,10.6
1400284.85,39.47,10.09,375969.72,10.6
1399986.72,39.47,10.09,376125.64,10.61
1399867.01,39.48,10.1,376079.99,10.61
1399568.88,39.48,10.1,376394.49,10.62
1399715.56,39.49,10.11,376671.06,10.63
1399415.88,39.49,10.11,377057.59,10.64
1399735.78,39.51,10.12,377223.96,10.65
1399467.61,39.51,10.13,377226.29,10.65
1399202.31,39.51,10.13,377133.71,10.65
1398904.18,39.52,10.13,377087.08,10.65
1399149.79,39.53,10.14,377059.22,10.65
1399149.79,39.53,10.14,377059.22,10.65
1398851.66,39.53,10.15,377026.35,10.65
1398528.1,39.53,10.15,377003.2,10.66
1398229.97,39.53,10.15,376958.21,10.66
1397931.84,39.54,10.16,376931.46,10.66
1397714.8,39.54,10.16,376803.08,10.66
1397497.75,39.55,10.16,376797.78,10.66
1397216.67,39.55,10.16,377221.78,10.68
1397106.77,39.56,10.17,377197.27,10.68
1396808.65,39.56,10.17,377167.27,10.68
1396510.52,39.56,10.18,377142.29,10.68
1396539.66,39.57,10.18,377114.81,10.69
1396216.1,39.57,10.19,377094.82,10.69
1395859.01,39.57,10.18,376805.54,10.68
1395543.92,39.56,10.18,376460.18,10.67
1395789.53,39.57,10.19,376460.81,10.67
1395465.97,39.58,10.19,376499.34,10.68
1395332.96,39.58,10.2,376486.57,10.68
1395034.83,39.58,10.2,376481.47,10.68
1394854.59,39.59,10.21,375901.11,10.67
1394744.69,39.6,10.21,375879.6,10.67
1394421.13,39.6,10.21,375856.68,10.67
1394049.19,39.59,10.21,375466.42,10.66
1393825.0,39.59,10.2,375214.53,10.66
1393526.88,39.59,10.21,375191.87,10.66
1393526.88,39.59,10.21,375143.6,10.66
1393526.88,39.59,10.21,375121.22,10.66
1393228.75,39.6,10.21,375130.99,10.66
1393377.75,39.6,10.22,375174.05,10.66
1392639.17,39.6,10.21,374395.49,10.64
1392340.27,39.6,10.21,374333.66,10.65
1392340.27,39.6,10.21,374333.66,10.65
1392486.95,39.61,10.22,374395.85,10.65
1392486.95,39.61,10.22,374395.85,10.65
1392188.82,39.61,10.23,374377.88,10.65
1393311.5,39.65,10.27,375869.67,10.7
1393015.7,39.66,10.27,376797.13,10.73
1392717.57,39.66,10.27,376686.14,10.73
1392717.57,39.66,10.27,376686.14,10.73
1392606.13,39.66,10.28,377295.04,10.75
1392763.52,39.67,10.29,377439.18,10.75
1392792.66,39.68,10.3,377436.62,10.75
1392792.66,39.68,10.3,377436.62,10.75
1392792.66,39.68,10.3,377436.62,10.75
1392795.76,39.68,10.3,377528.84,10.76
1392638.01,39.68,10.3,377399.83,10.75
1392883.62,39.69,10.31,377433.75,10.76
1392883.62,39.69,10.31,377420.41,10.75
1392585.49,39.69,10.31,377382.17,10.76
1392287.36,39.7,10.31,377598.6,10.77
1391989.34,39.69,10.31,377359.91,10.76
1391691.21,39.7,10.31,377323.4,10.76
1391183.59,39.69,10.3,376813.77,10.75
1391330.26,39.7,10.31,376788.36,10.75
1391032.13,39.7,10.32,376778.28,10.75
1390562.12,39.7,10.31,376182.04,10.74
1390454.55,39.7,10.31,376165.32,10.74
1390084.46,39.7,10.31,375719.01,10.73
1389776.52,39.7,10.31,375688.18,10.73
1389651.7,39.7,10.31,375664.35,10.73
1389482.89,39.7,10.31,376582.97,10.76
1389896.06,39.72,10.33,376432.09,10.76
1389466.99,39.72,10.33,375716.48,10.74
1389357.1,39.72,10.33,375696.79,10.74
1389247.2,39.73,10.34,376055.86,10.75
1388949.08,39.73,10.34,376049.54,10.76
1389576.99,39.75,10.36,378846.91,10.84
1389606.13,39.76,10.37,378817.11,10.84
1389308.0,39.76,10.37,379018.5,10.85
1389009.87,39.76,10.37,378929.03,10.85
1388453.07,39.76,10.37,378377.11,10.83
1388154.94,39.76,10.37,378426.41,10.84
1387859.14,39.76,10.37,378426.56,10.84
1387551.2,39.77,10.38,378408.82,10.84
1387253.07,39.77,10.38,378379.42,10.85
1386954.94,39.77,10.38,378266.73,10.85
1386668.96,39.77,10.38,377996.74,10.84
1386370.83,39.77,10.38,377954.21,10.84
1385998.89,39.76,10.37,377661.79,10.84
1385700.76,39.77,10.38,377643.75,10.84
1385419.68,39.77,10.38,378635.91,10.87
1385309.78,39.78,10.39,378682.73,10.87
1385001.84,39.78,10.39,378663.03,10.88
1384699.77,39.78,10.39,378473.49,10.87
1384430.69,39.78,10.39,378310.76,10.87
1384132.57,39.78,10.39,378561.13,10.88
1384022.67,39.79,10.4,378536.37,10.88
1383724.54,39.79,10.4,378516.58,10.88
1383879.61,39.8,10.41,378565.05,10.89
1383769.72,39.81,10.42,378550.94,10.89
1383662.15,39.81,10.42,378998.5,10.91
1383374.85,39.81,10.42,378720.18,10.9
1383076.72,39.81,10.42,379710.63,10.93
1382966.83,39.82,10.43,379689.66,10.93
1382856.93,39.82,10.43,379660.67,10.93
1382749.36,39.83,10.44,379625.97,10.94
1382451.23,39.83,10.44,379602.05,10.94
1382079.3,39.83,10.44,379241.04,10.93
1381781.17,39.83,10.44,379215.29,10.93
1381671.27,39.84,10.44,379195.79,10.93
1381356.18,39.83,10.44,378851.59,10.92
1381246.29,39.84,10.45,378822.78,10.93
1381136.4,39.85,10.45,378796.97,10.93
1381136.4,39.85,10.45,378796.97,10.93
1381449.01,39.86,10.46,378857.52,10.93
1381143.39,39.86,10.47,379602.21,10.95
1380771.46,39.85,10.46,379309.79,10.95
1380661.56,39.86,10.47,379280.93,10.95
1380363.43,39.86,10.47,378771.47,10.94
1380392.57,39.87,10.48,378747.13,10.94
1380421.72,39.88,10.49,378743.26,10.94
1380286.39,39.88,10.49,378723.09,10.94
1380286.39,39.88,10.49,378707.95,10.94
1379988.26,39.89,10.49,378661.22,10.94
1379689.36,39.89,10.5,378148.74,10.93
1379393.55,39.89,10.5,378095.58,10.93
1379393.55,39.89,10.5,378095.58,10.93
1379283.66,39.9,10.51,378087.28,10.94
1379603.56,39.91,10.52,378381.67,10.95
1379305.43,39.91,10.52,378237.11,10.95
1379007.3,39.92,10.52,378273.84,10.95
1379007.3,39.92,10.52,378273.84,10.95
1378712.27,39.92,10.53,379811.98,11.0
1378602.38,39.93,10.53,380076.93,11.01
1378847.99,39.94,10.54,380097.45,11.01
1378460.38,39.94,10.54,379718.91,11.0
1378340.67,39.94,10.55,379700.33,11.0
1378012.2,39.95,10.55,379582.99,11.0
1377902.31,39.95,10.56,379562.9,11.01
1377603.41,39.95,10.56,380129.7,11.02
1377493.51,39.96,10.57,380108.48,11.03
1376985.89,39.96,10.56,379604.48,11.01
1376716.81,39.96,10.57,381072.47,11.06
1376418.69,39.96,10.57,381051.57,11.06
1376905.48,39.99,10.59,383453.46,11.14
1376607.35,39.99,10.6,383870.21,11.15
1376239.8,39.99,10.59,383517.04,11.14
1376386.48,40.0,10.6,384129.14,11.16
1376276.58,40.0,10.61,384111.22,11.16
1376423.26,40.01,10.62,384133.3,11.17
1376577.55,40.02,10.63,385463.17,11.21
1376577.55,40.02,10.63,385558.49,11.21
1376825.48,40.03,10.64,385733.14,11.22
1376981.07,40.04,10.65,386454.11,11.24
1376712.89,40.05,10.65,386458.63,11.24
1376414.77,40.05,10.66,386424.11,11.24
1376561.44,40.06,10.67,386397.99,11.24
1376263.31,40.06,10.67,386372.83,11.25
1375965.19,40.06,10.67,386328.4,11.25
1375965.19,40.06,10.67,386328.4,11.25
1375853.74,40.07,10.68,386741.25,11.26
1375555.61,40.07,10.68,386911.11,11.27
1375353.69,40.07,10.68,386720.94,11.27
1374860.85,40.06,10.67,386332.22,11.26
1374500.78,40.06,10.66,386036.0,11.25
1374202.65,40.06,10.67,386019.3,11.25
1373904.52,40.06,10.67,386191.35,11.26
1373904.52,40.06,10.67,386191.35,11.26
1373904.52,40.06,10.67,386191.35,11.26
1373943.26,40.07,10.67,388707.0,11.34
1374089.93,40.08,10.68,388683.43,11.34
1373885.08,40.08,10.68,388383.55,11.33
1373586.18,40.08,10.69,388241.13,11.33
1373586.18,40.08,10.69,388241.13,11.33
1373305.09,40.09,10.69,388280.54,11.33
1373887.97,40.11,10.72,389007.94,11.36
1373606.89,40.12,10.72,388421.25,11.34
1373499.32,40.12,10.73,388406.94,11.35
1373201.19,40.13,10.73,388384.2,11.35
1373083.81,40.13,10.74,388515.11,11.36
1372785.68,40.14,10.74,388739.57,11.37
1372487.55,40.14,10.74,388866.37,11.37
1372515.92,40.15,10.75,389517.07,11.39
1372515.92,40.15,10.75,389517.07,11.39
1372406.02,40.15,10.76,389495.93,11.4
1371878.49,40.15,10.75,388896.82,11.38
1371878.49,40.15,10.75,388896.82,11.38
1371811.68,40.15,10.75,388834.9,11.38
1372132.36,40.16,10.77,390064.31,11.42
1372132.36,40.16,10.77,390064.31,11.42
1371811.12,40.16,10.77,390082.15,11.42
1371814.99,40.16,10.77,390334.48,11.43
1371519.19,40.17,10.77,390311.91,11.43
1371221.06,40.17,10.78,390339.69,11.44
1370922.93,40.17,10.78,389969.89,11.43
1370620.86,40.17,10.77,389613.73,11.42
1370513.29,40.18,10.78,389491.34,11.42
1370313.08,40.17,10.78,389352.44,11.41
1370342.22,40.18,10.79,389369.78,11.42
1370080.1,40.19,10.79,389336.31,11.42
1369781.97,40.19,10.79,389281.07,11.42
1369672.08,40.2,10.8,389271.11,11.42
1369562.19,40.2,10.81,388995.21,11.42
1369266.38,40.2,10.81,389743.01,11.44
1368709.58,40.2,10.8,389211.47,11.43
1368365.49,40.19,10.8,388948.36,11.42
1368293.19,40.19,10.8,388963.14,11.43
1368293.19,40.19,10.8,388963.14,11.43
1368183.29,40.2,10.8,388954.91,11.43
1368183.29,40.2,10.8,388954.91,11.43
1367885.17,40.2,10.81,388772.77,11.43
1368042.56,40.21,10.82,388797.94,11.43
1367761.47,40.22,10.82,389459.36,11.45
1367493.3,40.22,10.82,389456.07,11.45
1367744.07,40.23,10.83,389017.93,11.44
1367445.95,40.23,10.84,389051.51,11.45
1367583.45,40.24,10.85,389377.18,11.46
1367259.89,40.25,10.85,389348.22,11.46
1367000.5,40.25,10.85,389063.04,11.46
1366702.37,40.25,10.86,389039.57,11.46
1366403.47,40.26,10.86,389034.02,11.46
1366293.57,40.26,10.87,389014.05,11.46
1366183.68,40.27,10.87,389053.32,11.47
1366076.11,40.28,10.88,389037.81,11.47
1365803.93,40.28,10.88,389084.07,11.47
1365803.93,40.28,10.88,389073.35,11.47
1365505.81,40.28,10.89,389047.42,11.48
