ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
716,2236,1784710,6212,1784710
716,2236,1784710,6212,1784710
716,2236,1785360,6212,1785360
717,2244,1786360,6212,1786360
717,2244,1787360,6212,1787360
718,2252,1787910,6212,1787910
718,2252,1787910,6212,1787910
718,2252,1787910,6212,1787910
718,2252,1788910,6212,1788910
718,2252,1789910,6212,1789910
718,2252,1789910,6212,1789910
718,2252,1790380,6212,1790380
718,2252,1791190,6212,1791190
718,2252,1791560,6212,1791560
718,2252,1791880,6212,1791880
718,2252,1792880,6212,1792880
718,2252,1793880,6212,1793880
718,2252,1793880,6212,1793880
718,2252,1794880,6212,1794880
718,2252,1795880,6212,1795880
718,2252,1796350,6212,1796350
718,2252,1796350,6212,1796350
719,2260,1797350,6212,1797350
719,2260,1798350,6212,1798350
719,2260,1799350,6212,1799350
719,2260,1800350,6212,1800350
719,2260,1801350,6212,1801350
719,2260,1802160,6212,1802160
719,2260,1802630,6212,1802630
719,2260,1803630,6212,1803630
719,2260,1804630,6212,1804630
719,2260,1805630,6212,1805630
720,2268,1806630,6212,1806630
720,2268,1807630,6212,1807630
720,2268,1808630,6212,1808630
720,2268,1809100,6212,1809100
720,2268,1809910,6212,1809910
720,2268,1809910,6212,1809910
720,2268,1809910,6212,1809910
720,2268,1809910,6212,1809910
720,2268,1810380,6212,1810380
720,2268,1810380,6212,1810380
720,2268,1810850,6212,1810850
720,2268,1811850,6212,1811850
720,2268,1811850,6212,1811850
720,2268,1812850,6212,1812850
720,2268,1813170,6212,1813170
720,2268,1814170,6212,1814170
720,2268,1814490,6212,1814490
721,2276,1815490,6212,1815490
721,2276,1816490,6212,1816490
721,2276,1816490,6212,1816490
721,2276,1816490,6212,1816490
721,2276,1816490,6212,1816490
721,2276,1817490,6212,1817490
721,2276,1818490,6212,1818490
721,2276,1819490,6212,1819490
721,2276,1820490,6212,1820490
721,2276,1820490,6212,1820490
721,2276,1821490,6212,1821490
722,2284,1822490,6212,1822490
722,2284,1823490,6212,1823490
722,2284,1824040,6212,1824040
723,2292,1824690,6212,1824690
723,2292,1825160,6212,1825160
723,2292,1826160,6212,1826160
723,2292,1827160,6212,1827160
723,2292,1828160,6212,1828160
723,2292,1829160,6212,1829160
723,2292,1830160,6212,1830160
723,2292,1831160,6212,1831160
723,2292,1831970,6212,1831970
723,2292,1832970,6212,1832970
723,2292,1833970,6212,1833970
723,2292,1833970,6212,1833970
724,2300,1834970,6212,1834970
724,2300,1835970,6212,1835970
724,2300,1836970,6212,1836970
724,2300,1837970,6212,1837970
724,2300,1838970,6212,1838970
724,2300,1839130,6212,1839130
724,2300,1839590,6212,1839590
724,2300,1839590,6212,1839590
724,2300,1839590,6212,1839590
724,2300,1840060,6212,1840060
724,2300,1841060,6212,1841060
724,2300,1842060,6212,1842060
725,2308,1843060,6212,1843060
725,2308,1843870,6212,1843870
725,2308,1843870,6212,1843870
725,2308,1844870,6212,1844870
725,2308,1845870,6212,1845870
725,2308,1846030,6212,1846030
725,2308,1846840,6212,1846840
725,2308,1847310,6212,1847310
725,2308,1847310,6212,1847310
725,2308,1847630,6212,1847630
725,2308,1847950,6212,1847950
725,2308,1848950,6212,1848950
725,2308,1849760,6212,1849760
725,2308,1850570,6212,1850570
725,2308,1851570,6212,1851570
725,2308,1852570,6212,1852570
725,2308,1852570,6212,1852570
725,2308,1853570,6212,1853570
726,2316,1861570,6212,1861570
726,2316,1861570,6212,1861570
726,2316,1862570,6212,1862570
727,2324,1863380,6212,1863380
728,2332,1864380,6212,1864380
728,2332,1865190,6212,1865190
728,2332,1865660,6212,1865660
728,2332,1866120,6212,1866120
728,2332,1866120,6212,1866120
728,2332,1866120,6212,1866120
728,2332,1866120,6212,1866120
728,2332,1867120,6212,1867120
728,2332,1868120,6212,1868120
728,2332,1868600,6212,1868600
728,2332,1869600,6212,1869600
728,2332,1870410,6212,1870410
728,2332,1871410,6212,1871410
728,2332,1871880,6212,1871880
728,2332,1872880,6212,1872880
728,2332,1873690,6212,1873690
728,2332,1874160,6212,1874160
728,2332,1875160,6212,1875160
728,2332,1875160,6212,1875160
728,2332,1876160,6212,1876160
728,2332,1876630,6212,1876630
728,2332,1877440,6212,1877440
729,2340,1878440,6212,1878440
729,2340,1878910,6212,1878910
729,2340,1878910,6212,1878910
729,2340,1879910,6212,1879910
730,2348,1880380,6212,1880380
730,2348,1881380,6212,1881380
730,2348,1881850,6212,1881850
730,2348,1882850,6212,1882850
730,2348,1883320,6212,1883320
730,2348,1884320,6212,1884320
730,2348,1885320,6212,1885320
730,2348,1885550,6212,1885550
730,2348,1885870,6212,1885870
730,2348,1885870,6212,1885870
730,2348,1886870,6212,1886870
730,2348,1887680,6212,1887680
730,2348,1888000,6212,1888000
730,2348,1889000,6212,1889000
730,2348,1889470,6212,1889470
731,2356,1890470,6212,1890470
731,2356,1891470,6212,1891470
731,2356,1892470,6212,1892470
731,2356,1893470,6212,1893470
731,2356,1894470,6212,1894470
731,2356,1895470,6212,1895470
731,2356,1896470,6212,1896470
731,2356,1896470,6212,1896470
731,2356,1897470,6212,1897470
731,2356,1898280,6212,1898280
731,2356,1899280,6212,1899280
732,2364,1900280,6212,1900280
732,2364,1901280,6212,1901280
732,2364,1901600,6212,1901600
732,2364,1902600,6212,1902600
732,2364,1903410,6212,1903410
732,2364,1904220,6212,1904220
732,2364,1904220,6212,1904220
732,2364,1904680,6212,1904680
732,2364,1904680,6212,1904680
733,2372,1905490,6212,1905490
733,2372,1905810,6212,1905810
733,2372,1906620,6212,1906620
733,2372,1906940,6212,1906940
733,2372,1907750,6212,1907750
733,2372,1907750,6212,1907750
733,2372,1907970,6212,1907970
733,2372,1908780,6212,1908780
733,2372,1909780,6212,1909780
733,2372,1909780,6212,1909780
733,2372,1910010,6212,1910010
733,2372,1910820,6212,1910820
733,2372,1911290,6212,1911290
733,2372,1912290,6212,1912290
733,2372,1913290,6212,1913290
733,2372,1913290,6212,1913290
734,2380,1914290,6212,1914290
734,2380,1914940,6212,1914940
734,2380,1915940,6212,1915940
735,2388,1916490,6212,1916490
735,2388,1916650,6212,1916650
735,2388,1917460,6212,1917460
735,2388,1917920,6212,1917920
735,2388,1918390,6212,1918390
735,2388,1919390,6212,1919390
735,2388,1919390,6212,1919390
735,2388,1919390,6212,1919390
735,2388,1920390,6212,1920390
735,2388,1920390,6212,1920390
735,2388,1920860,6212,1920860
735,2388,1921860,6212,1921860
735,2388,1922860,6212,1922860
735,2388,1923860,6212,1923860
735,2388,1923860,6212,1923860
735,2388,1924860,6212,1924860
735,2388,1925860,6212,1925860
735,2388,1926410,6212,1926410
735,2388,1926410,6212,1926410
735,2388,1926410,6212,1926410
735,2388,1927410,6212,1927410
736,2396,1928410,6212,1928410
736,2396,1929410,6212,1929410
736,2396,1929730,6212,1929730
736,2396,1930540,6212,1930540
736,2396,1930540,6212,1930540
736,2396,1931540,6212,1931540
736,2396,1932540,6212,1932540
736,2396,1933190,6212,1933190
736,2396,1933190,6212,1933190
736,2396,1933840,6212,1933840
736,2396,1934160,6212,1934160
736,2396,1935160,6212,1935160
736,2396,1936160,6212,1936160
737,2404,1937160,6212,1937160
737,2404,1938160,6212,1938160
737,2404,1939160,6212,1939160
737,2404,1940160,6212,1940160
737,2404,1940480,6212,1940480
737,2404,1940480,6212,1940480
737,2404,1940480,6212,1940480
737,2404,1941480,6212,1941480
737,2404,1941940,6212,1941940
737,2404,1942940,6212,1942940
737,2404,1943170,6212,1943170
737,2404,1944170,6212,1944170
737,2404,1945170,6212,1945170
737,2404,1945640,6212,1945640
738,2412,1946640,6212,1946640
739,2420,1947450,6212,1947450
739,2420,1947820,6212,1947820
739,2420,1948050,6212,1948050
739,2420,1948510,6212,1948510
739,2420,1948830,6212,1948830
739,2420,1949830,6212,1949830
739,2420,1950830,6212,1950830
739,2420,1951830,6212,1951830
739,2420,1952830,6212,1952830
739,2420,1953830,6212,1953830
739,2420,1953830,6212,1953830
739,2420,1954640,6212,1954640
739,2420,1955450,6212,1955450
739,2420,1956450,6212,1956450
739,2420,1956610,6212,1956610
740,2428,1957610,6212,1957610
740,2428,1958610,6212,1958610
740,2428,1959610,6212,1959610
740,2428,1960610,6212,1960610
740,2428,1961610,6212,1961610
740,2428,1962080,6212,1962080
740,2428,1962730,6212,1962730
740,2428,1963730,6212,1963730
740,2428,1964380,6212,1964380
740,2428,1964930,6212,1964930
741,2436,1965480,6212,1965480
741,2436,1966480,6212,1966480
741,2436,1967290,6212,1967290
741,2436,1967290,6212,1967290
741,2436,1968100,6212,1968100
741,2436,1968420,6212,1968420
741,2436,1968880,6212,1968880
741,2436,1969530,6212,1969530
741,2436,1969530,6212,1969530
741,2436,1970530,6212,1970530
741,2436,1971530,6212,1971530
742,2444,1972530,6212,1972530
742,2444,1973530,6212,1973530
742,2444,1974530,6212,1974530
742,2444,1975530,6212,1975530
742,2444,1976530,6212,1976530
742,2444,1977530,6212,1977530
742,2444,1978530,6212,1978530
742,2444,1979530,6212,1979530
743,2452,1980530,6212,1980530
743,2452,1981530,6212,1981530
743,2452,1982340,6212,1982340
743,2452,1982340,6212,1982340
743,2452,1983150,6212,1983150
743,2452,1984150,6212,1984150
743,2452,1984620,6212,1984620
743,2452,1985620,6212,1985620
743,2452,1986620,6212,1986620
743,2452,1986620,6212,1986620
743,2452,1986620,6212,1986620
743,2452,1987620,6212,1987620
743,2452,1988620,6212,1988620
743,2452,1989210,6212,1989210
743,2452,1989530,6212,1989530
744,2460,1990530,6212,1990530
744,2460,1991530,6212,1991530
745,2468,1992340,6212,1992340
745,2468,1993340,6212,1993340
745,2468,1994340,6212,1994340
745,2468,1995340,6212,1995340
745,2468,1996340,6212,1996340
745,2468,1997340,6212,1997340
745,2468,1997810,6212,1997810
745,2468,1998280,6212,1998280
745,2468,1999280,6212,1999280
745,2468,2000280,6212,2000280
745,2468,2000280,6212,2000280
746,2476,2001280,6212,2001280
746,2476,2001280,6212,2001280
746,2476,2002280,6212,2002280
746,2476,2003280,6212,2003280
746,2476,2004090,6212,2004090
746,2476,2004900,6212,2004900
746,2476,2004900,6212,2004900
746,2476,2005710,6212,2005710
746,2476,2006710,6212,2006710
746,2476,2007710,6212,2007710
746,2476,2007710,6212,2007710
746,2476,2007930,6212,2007930
746,2476,2007930,6212,2007930
746,2476,2008930,6212,2008930
746,2476,2009930,6212,2009930
746,2476,2010930,6212,2010930
746,2476,2010930,6212,2010930
746,2476,2011400,6212,2011400
746,2476,2011770,6212,2011770
746,2476,2011770,6212,2011770
746,2476,2011770,6212,2011770
746,2476,2012770,6212,2012770
746,2476,2013580,6212,2013580
746,2476,2013580,6212,2013580
747,2484,2014580,6212,2014580
747,2484,2014900,6212,2014900
747,2484,2015900,6212,2015900
747,2484,2015900,6212,2015900
747,2484,2016550,6212,2016550
747,2484,2017550,6212,2017550
747,2484,2017550,6212,2017550
747,2484,2018020,6212,2018020
747,2484,2019020,6212,2019020
747,2484,2020020,6212,2020020
747,2484,2021020,6212,2021020
747,2484,2021340,6212,2021340
747,2484,2022340,6212,2022340
748,2492,2022800,6212,2022800
748,2492,2023800,6212,2023800
749,2500,2024800,6212,2024800
749,2500,2025610,6212,2025610
749,2500,2026610,6212,2026610
749,2500,2027080,6212,2027080
749,2500,2027890,6212,2027890
749,2500,2028890,6212,2028890
749,2500,2029700,6212,2029700
749,2500,2030510,6212,2030510
749,2500,2031510,6212,2031510
749,2500,2032510,6212,2032510
749,2500,2032980,6212,2032980
749,2500,2032980,6212,2032980
749,2500,2033450,6212,2033450
749,2500,2034450,6212,2034450
749,2500,2035450,6212,2035450
749,2500,2036450,6212,2036450
749,2500,2036450,6212,2036450
749,2500,2037260,6212,2037260
750,2508,2038260,6212,2038260
750,2508,2039260,6212,2039260
750,2508,2040260,6212,2040260
750,2508,2041260,6212,2041260
750,2508,2042260,6212,2042260
750,2508,2043260,6212,2043260
750,2508,2044260,6212,2044260
750,2508,2045070,6212,2045070
751,2516,2045880,6212,2045880
751,2516,2046040,6212,2046040
751,2516,2046500,6212,2046500
751,2516,2046720,6212,2046720
751,2516,2047720,6212,2047720
751,2516,2047720,6212,2047720
751,2516,2048530,6212,2048530
752,2524,2049530,6212,2049530
752,2524,2050530,6212,2050530
752,2524,2051530,6212,2051530
752,2524,2052530,6212,2052530
752,2524,2053530,6212,2053530
752,2524,2054530,6212,2054530
752,2524,2055180,6212,2055180
753,2532,2056180,6212,2056180
753,2532,2057180,6212,2057180
753,2532,2057650,6212,2057650
753,2532,2057650,6212,2057650
753,2532,2057650,6212,2057650
753,2532,2058650,6212,2058650
753,2532,2059650,6212,2059650
753,2532,2059650,6212,2059650
753,2532,2060650,6212,2060650
753,2532,2061460,6212,2061460
753,2532,2061690,6212,2061690
753,2532,2062690,6212,2062690
753,2532,2063690,6212,2063690
753,2532,2064500,6212,2064500
753,2532,2064500,6212,2064500
753,2532,2065310,6212,2065310
753,2532,2065790,6212,2065790
753,2532,2066790,6212,2066790
753,2532,2066950,6212,2066950
754,2540,2067600,6212,2067600
754,2540,2068600,6212,2068600
755,2548,2069600,6212,2069600
755,2548,2069600,6212,2069600
755,2548,2070250,6212,2070250
755,2548,2071250,6212,2071250
755,2548,2072250,6212,2072250
755,2548,2073250,6212,2073250
755,2548,2073720,6212,2073720
755,2548,2073720,6212,2073720
755,2548,2074190,6212,2074190
755,2548,2074420,6212,2074420
755,2548,2074420,6212,2074420
755,2548,2075420,6212,2075420
755,2548,2076420,6212,2076420
755,2548,2076420,6212,2076420
755,2548,2077420,6212,2077420
755,2548,2078420,6212,2078420
755,2548,2079230,6212,2079230
756,2556,2080230,6212,2080230
756,2556,2080550,6212,2080550
756,2556,2081550,6212,2081550
756,2556,2082360,6212,2082360
756,2556,2083360,6212,2083360
756,2556,2083360,6212,2083360
756,2556,2084360,6212,2084360
756,2556,2084360,6212,2084360
756,2556,2085360,6212,2085360
757,2564,2093360,6212,2093360
757,2564,2094360,6212,2094360
757,2564,2095360,6212,2095360
757,2564,2096360,6212,2096360
757,2564,2096830,6212,2096830
757,2564,2097480,6212,2097480
757,2564,2098480,6212,2098480
758,2572,2099480,6212,2099480
758,2572,2100480,6212,2100480
758,2572,2100800,6212,2100800
758,2572,2101800,6212,2101800
758,2572,2102800,6212,2102800
758,2572,2103150,6212,2103150
758,2572,2104150,6212,2104150
758,2572,2105150,6212,2105150
758,2572,2105370,6212,2105370
758,2572,2105840,6212,2105840
758,2572,2106160,6212,2106160
758,2572,2106160,6212,2106160
758,2572,2107160,6212,2107160
758,2572,2108160,6212,2108160
758,2572,2108480,6212,2108480
759,2580,2109480,6212,2109480
759,2580,2110480,6212,2110480
759,2580,2110480,6212,2110480
760,2588,2111290,6212,2111290
760,2588,2111290,6212,2111290
760,2588,2111290,6212,2111290
760,2588,2112290,6212,2112290
760,2588,2113290,6212,2113290
760,2588,2113290,6212,2113290
760,2588,2113610,6212,2113610
760,2588,2114610,6212,2114610
760,2588,2115610,6212,2115610
760,2588,2116080,6212,2116080
760,2588,2116080,6212,2116080
760,2588,2116080,6212,2116080
760,2588,2117080,6212,2117080
760,2588,2118080,6212,2118080
760,2588,2119080,6212,2119080
761,2596,2120080,6212,2120080
761,2596,2121080,6212,2121080
761,2596,2121540,6212,2121540
761,2596,2122540,6212,2122540
761,2596,2123540,6212,2123540
761,2596,2124540,6212,2124540
761,2596,2125540,6212,2125540
761,2596,2126540,6212,2126540
761,2596,2126540,6212,2126540
761,2596,2127190,6212,2127190
761,2596,2128190,6212,2128190
761,2596,2128190,6212,2128190
762,2604,2129190,6212,2129190
762,2604,2130190,6212,2130190
762,2604,2131190,6212,2131190
762,2604,2132190,6212,2132190
762,2604,2133190,6212,2133190
762,2604,2133660,6212,2133660
762,2604,2134660,6212,2134660
762,2604,2135470,6212,2135470
762,2604,2136470,6212,2136470
762,2604,2136470,6212,2136470
762,2604,2136470,6212,2136470
763,2612,2137470,6212,2137470
763,2612,2138470,6212,2138470
763,2612,2139470,6212,2139470
763,2612,2140470,6212,2140470
763,2612,2141470,6212,2141470
763,2612,2141790,6212,2141790
763,2612,2142250,6212,2142250
763,2612,2142720,6212,2142720
763,2612,2143270,6212,2143270
763,2612,2144270,6212,2144270
763,2612,2144270,6212,2144270
763,2612,2144270,6212,2144270
763,2612,2145270,6212,2145270
763,2612,2146270,6212,2146270
763,2612,2147270,6212,2147270
764,2620,2148270,6212,2148270
764,2620,2149080,6212,2149080
764,2620,2150080,6212,2150080
764,2620,2150080,6212,2150080
764,2620,2151080,6212,2151080
764,2620,2152080,6212,2152080
764,2620,2152080,6212,2152080
764,2620,2153080,6212,2153080
765,2628,2153890,6212,2153890
765,2628,2153890,6212,2153890
765,2628,2154360,6212,2154360
765,2628,2155360,6212,2155360
765,2628,2155360,6212,2155360
765,2628,2156360,6212,2156360
765,2628,2157170,6212,2157170
765,2628,2157490,6212,2157490
765,2628,2158490,6212,2158490
766,2636,2159490,6212,2159490
766,2636,2160490,6212,2160490
766,2636,2161490,6212,2161490
766,2636,2162300,6212,2162300
766,2636,2162950,6212,2162950
766,2636,2163270,6212,2163270
766,2636,2164270,6212,2164270
766,2636,2165270,6212,2165270
766,2636,2166270,6212,2166270
766,2636,2167270,6212,2167270
766,2636,2168270,6212,2168270
766,2636,2168920,6212,2168920
767,2644,2169920,6212,2169920
767,2644,2169920,6212,2169920
767,2644,2169920,6212,2169920
767,2644,2170390,6212,2170390
767,2644,2171040,6212,2171040
767,2644,2172040,6212,2172040
767,2644,2173040,6212,2173040
767,2644,2174040,6212,2174040
767,2644,2174360,6212,2174360
767,2644,2175170,6212,2175170
767,2644,2176170,6212,2176170
767,2644,2177170,6212,2177170
767,2644,2177170,6212,2177170
768,2652,2185170,6212,2185170
768,2652,2185400,6212,2185400
769,2660,2186210,6212,2186210
769,2660,2186530,6212,2186530
769,2660,2187530,6212,2187530
769,2660,2188530,6212,2188530
769,2660,2188530,6212,2188530
769,2660,2188530,6212,2188530
770,2668,2189530,6212,2189530
770,2668,2190530,6212,2190530
770,2668,2190850,6212,2190850
770,2668,2191850,6212,2191850
770,2668,2192850,6212,2192850
770,2668,2193660,6212,2193660
770,2668,2193660,6212,2193660
770,2668,2194660,6212,2194660
770,2668,2194660,6212,2194660
770,2668,2195130,6212,2195130
770,2668,2195940,6212,2195940
770,2668,2196530,6212,2196530
770,2668,2196530,6212,2196530
770,2668,2197000,6212,2197000
770,2668,2197000,6212,2197000
770,2668,2197470,6212,2197470
770,2668,2198470,6212,2198470
770,2668,2199280,6212,2199280
770,2668,2199280,6212,2199280
770,2668,2200280,6212,2200280
770,2668,2201280,6212,2201280
770,2668,2201280,6212,2201280
770,2668,2202090,6212,2202090
770,2668,2203090,6212,2203090
770,2668,2203320,6212,2203320
771,2676,2204320,6212,2204320
772,2684,2204910,6212,2204910
772,2684,2205910,6212,2205910
772,2684,2206720,6212,2206720
772,2684,2206720,6212,2206720
772,2684,2207720,6212,2207720
772,2684,2207720,6212,2207720
772,2684,2207720,6212,2207720
772,2684,2208720,6212,2208720
772,2684,2208720,6212,2208720
772,2684,2209530,6212,2209530
772,2684,2210340,6212,2210340
772,2684,2211340,6212,2211340
772,2684,2211560,6212,2211560
772,2684,2212370,6212,2212370
772,2684,2213180,6212,2213180
772,2684,2213180,6212,2213180
772,2684,2213990,6212,2213990
772,2684,2214990,6212,2214990
772,2684,2214990,6212,2214990
772,2684,2215990,6212,2215990
772,2684,2216800,6212,2216800
772,2684,2217800,6212,2217800
772,2684,2217800,6212,2217800
772,2684,2217800,6212,2217800
773,2692,2218800,6212,2218800
773,2692,2218800,6212,2218800
773,2692,2219800,6212,2219800
773,2692,2220800,6212,2220800
773,2692,2221800,6212,2221800
773,2692,2222800,6212,2222800
773,2692,2222800,6212,2222800
774,2700,2223610,6212,2223610
774,2700,2224420,6212,2224420
774,2700,2224420,6212,2224420
774,2700,2225230,6212,2225230
774,2700,2225230,6212,2225230
774,2700,2226230,6212,2226230
774,2700,2226230,6212,2226230
774,2700,2227230,6212,2227230
775,2708,2231230,6212,2231230
775,2708,2231550,6212,2231550
775,2708,2232550,6212,2232550
776,2716,2233550,6212,2233550
776,2716,2234550,6212,2234550
776,2716,2234550,6212,2234550
776,2716,2235550,6212,2235550
776,2716,2236550,6212,2236550
776,2716,2237550,6212,2237550
776,2716,2238020,6212,2238020
776,2716,2239020,6212,2239020
776,2716,2239340,6212,2239340
776,2716,2239990,6212,2239990
776,2716,2239990,6212,2239990
777,2724,2240990,6212,2240990
777,2724,2241990,6212,2241990
777,2724,2241990,6212,2241990
777,2724,2242800,6212,2242800
777,2724,2243800,6212,2243800
777,2724,2244800,6212,2244800
777,2724,2245030,6212,2245030
777,2724,2245030,6212,2245030
777,2724,2246030,6212,2246030
777,2724,2246030,6212,2246030
777,2724,2247030,6212,2247030
777,2724,2247030,6212,2247030
777,2724,2247500,6212,2247500
777,2724,2247970,6212,2247970
777,2724,2248970,6212,2248970
778,2732,2249780,6212,2249780
778,2732,2250250,6212,2250250
778,2732,2251250,6212,2251250
778,2732,2251250,6212,2251250
778,2732,2251470,6212,2251470
778,2732,2252470,6212,2252470
778,2732,2252470,6212,2252470
779,2740,2253470,6212,2253470
779,2740,2254470,6212,2254470
779,2740,2255470,6212,2255470
779,2740,2256280,6212,2256280
779,2740,2256930,6212,2256930
779,2740,2256930,6212,2256930
779,2740,2257200,6212,2257200
779,2740,2257520,6212,2257520
779,2740,2258330,6212,2258330
779,2740,2258800,6212,2258800
779,2740,2258800,6212,2258800
779,2740,2259610,6212,2259610
779,2740,2260420,6212,2260420
779,2740,2260890,6212,2260890
779,2740,2261890,6212,2261890
779,2740,2262890,6212,2262890
779,2740,2262890,6212,2262890
779,2740,2262890,6212,2262890
780,2748,2263700,6212,2263700
780,2748,2263700,6212,2263700
780,2748,2264700,6212,2264700
780,2748,2265700,6212,2265700
780,2748,2266700,6212,2266700
780,2748,2267700,6212,2267700
780,2748,2268170,6212,2268170
780,2748,2268980,6212,2268980
781,2756,2269980,6212,2269980
781,2756,2270210,6212,2270210
781,2756,2271210,6212,2271210
781,2756,2272210,6212,2272210
781,2756,2273020,6212,2273020
781,2756,2273830,6212,2273830
781,2756,2273830,6212,2273830
781,2756,2273830,6212,2273830
781,2756,2274300,6212,2274300
781,2756,2275300,6212,2275300
781,2756,2275300,6212,2275300
781,2756,2275300,6212,2275300
781,2756,2276300,6212,2276300
781,2756,2277300,6212,2277300
781,2756,2278300,6212,2278300
781,2756,2278620,6212,2278620
781,2756,2279620,6212,2279620
782,2764,2280620,6212,2280620
782,2764,2281620,6212,2281620
782,2764,2282270,6212,2282270
782,2764,2283270,6212,2283270
782,2764,2284270,6212,2284270
782,2764,2284740,6212,2284740
782,2764,2285210,6212,2285210
782,2764,2286210,6212,2286210
782,2764,2287210,6212,2287210
782,2764,2287210,6212,2287210
782,2764,2288020,6212,2288020
782,2764,2289020,6212,2289020
783,2772,2290020,6212,2290020
784,2780,2290830,6212,2290830
784,2780,2290830,6212,2290830
784,2780,2291830,6212,2291830
784,2780,2292830,6212,2292830
784,2780,2293150,6212,2293150
784,2780,2294150,6212,2294150
784,2780,2294370,6212,2294370
784,2780,2295180,6212,2295180
784,2780,2295990,6212,2295990
784,2780,2296990,6212,2296990
784,2780,2296990,6212,2296990
784,2780,2297990,6212,2297990
784,2780,2298800,6212,2298800
784,2780,2299800,6212,2299800
784,2780,2300270,6212,2300270
784,2780,2300430,6212,2300430
784,2780,2300430,6212,2300430
785,2788,2301430,6212,2301430
785,2788,2301900,6212,2301900
785,2788,2302130,6212,2302130
785,2788,2302940,6212,2302940
785,2788,2303940,6212,2303940
785,2788,2304940,6212,2304940
785,2788,2305160,6212,2305160
785,2788,2305160,6212,2305160
785,2788,2305160,6212,2305160
785,2788,2305630,6212,2305630
785,2788,2306630,6212,2306630
786,2796,2307440,6212,2307440
786,2796,2307440,6212,2307440
786,2796,2308250,6212,2308250
786,2796,2309250,6212,2309250
786,2796,2310250,6212,2310250
786,2796,2311250,6212,2311250
786,2796,2312250,6212,2312250
786,2796,2312250,6212,2312250
786,2796,2312900,6212,2312900
786,2796,2312900,6212,2312900
786,2796,2312900,6212,2312900
786,2796,2312900,6212,2312900
786,2796,2313220,6212,2313220
786,2796,2314220,6212,2314220
786,2796,2314220,6212,2314220
786,2796,2314690,6212,2314690
787,2804,2315690,6212,2315690
787,2804,2316160,6212,2316160
787,2804,2316160,6212,2316160
787,2804,2317160,6212,2317160
787,2804,2317630,6212,2317630
787,2804,2318630,6212,2318630
787,2804,2319440,6212,2319440
787,2804,2320250,6212,2320250
787,2804,2321250,6212,2321250
787,2804,2321900,6212,2321900
787,2804,2322900,6212,2322900
787,2804,2323900,6212,2323900
788,2812,2324710,6212,2324710
788,2812,2325180,6212,2325180
788,2812,2325770,6212,2325770
788,2812,2326770,6212,2326770
788,2812,2326770,6212,2326770
788,2812,2327770,6212,2327770
789,2820,2328770,6212,2328770
789,2820,2329770,6212,2329770
789,2820,2330770,6212,2330770
789,2820,2330770,6212,2330770
789,2820,2331770,6212,2331770
789,2820,2332770,6212,2332770
789,2820,2333580,6212,2333580
789,2820,2333580,6212,2333580
789,2820,2333810,6212,2333810
789,2820,2333810,6212,2333810
789,2820,2334280,6212,2334280
789,2820,2335280,6212,2335280
789,2820,2336280,6212,2336280
789,2820,2336750,6212,2336750
789,2820,2336800,6212,2336800
789,2820,2337800,6212,2337800
790,2828,2338800,6212,2338800
790,2828,2339450,6212,2339450
790,2828,2339820,6212,2339820
790,2828,2339820,6212,2339820
790,2828,2340630,6212,2340630
790,2828,2341100,6212,2341100
790,2828,2342100,6212,2342100
790,2828,2343100,6212,2343100
790,2828,2343100,6212,2343100
790,2828,2343100,6212,2343100
790,2828,2344100,6212,2344100
790,2828,2344750,6212,2344750
790,2828,2345750,6212,2345750
790,2828,2346750,6212,2346750
790,2828,2347120,6212,2347120
790,2828,2348120,6212,2348120
790,2828,2348440,6212,2348440
791,2836,2349250,6212,2349250
791,2836,2349250,6212,2349250
791,2836,2350250,6212,2350250
791,2836,2350720,6212,2350720
791,2836,2351370,6212,2351370
791,2836,2351370,6212,2351370
791,2836,2352180,6212,2352180
791,2836,2352650,6212,2352650
792,2844,2353650,6212,2353650
792,2844,2353880,6212,2353880
792,2844,2354200,6212,2354200
792,2844,2355010,6212,2355010
792,2844,2355820,6212,2355820
792,2844,2355820,6212,2355820
792,2844,2355820,6212,2355820
792,2844,2356630,6212,2356630
792,2844,2357630,6212,2357630
792,2844,2358630,6212,2358630
792,2844,2358900,6212,2358900
792,2844,2359900,6212,2359900
792,2844,2359900,6212,2359900
792,2844,2360900,6212,2360900
792,2844,2361370,6212,2361370
792,2844,2362370,6212,2362370
792,2844,2363370,6212,2363370
792,2844,2364370,6212,2364370
793,2852,2364960,6212,2364960
793,2852,2365430,6212,2365430
793,2852,2366430,6212,2366430
793,2852,2366750,6212,2366750
794,2860,2367750,6212,2367750
