ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9523-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
740,2428,2206860,6212,2436200
740,2428,2206860,6212,2436200
740,2428,2207230,6212,2436570
740,2428,2207230,6212,2436570
740,2428,2208040,6212,2437380
740,2428,2208040,6212,2437380
740,2428,2208200,6212,2437540
740,2428,2209200,6212,2438540
741,2436,2209670,6212,2439010
741,2436,2210150,6212,2439490
741,2436,2211150,6212,2440490
741,2436,2211470,6212,2440810
741,2436,2211470,6212,2441810
741,2436,2211790,6212,2442130
741,2436,2212600,6212,2442940
741,2436,2212600,6212,2443940
741,2436,2213600,6212,2444940
741,2436,2214600,6212,2445940
741,2436,2214600,6212,2446750
741,2436,2214600,6212,2447750
741,2436,2215600,6212,2448750
741,2436,2216410,6212,2449560
742,2444,2217220,6212,2450370
742,2444,2218030,6212,2451180
742,2444,2218030,6212,2452180
742,2444,2218620,6212,2452770
742,2444,2219620,6212,2453770
742,2444,2219620,6212,2454770
742,2444,2219850,6212,2455000
742,2444,2220850,6212,2456000
742,2444,2220850,6212,2456000
742,2444,2220850,6212,2456000
742,2444,2220850,6212,2456810
742,2444,2220850,6212,2457810
742,2444,2220850,6212,2458460
742,2444,2220850,6212,2458930
742,2444,2221220,6212,2459300
742,2444,2222030,6212,2460110
742,2444,2222350,6212,2460430
742,2444,2223350,6212,2461430
742,2444,2224160,6212,2462240
743,2452,2225160,6212,2463240
743,2452,2225970,6212,2464050
743,2452,2226970,6212,2465050
743,2452,2226970,6212,2465860
743,2452,2227290,6212,2466180
743,2452,2228290,6212,2467180
743,2452,2228290,6212,2467500
743,2452,2229290,6212,2468500
743,2452,2229290,6212,2468500
743,2452,2229290,6212,2468500
743,2452,2229610,6212,2468820
743,2452,2230420,6212,2469630
743,2452,2230740,6212,2469950
743,2452,2231740,6212,2470950
743,2452,2231740,6212,2471950
744,2460,2232210,6212,2472420
744,2460,2232210,6212,2472420
744,2460,2233210,6212,2473420
744,2460,2233210,6212,2473890
744,2460,2234210,6212,2474890
744,2460,2235210,6212,2475890
744,2460,2235680,6212,2476360
744,2460,2235680,6212,2477360
744,2460,2235680,6212,2477830
744,2460,2236680,6212,2478830
744,2460,2237330,6212,2479480
744,2460,2237330,6212,2479950
744,2460,2237650,6212,2480270
745,2468,2238650,6212,2481270
745,2468,2239650,6212,2482270
745,2468,2239810,6212,2482430
745,2468,2239810,6212,2483430
745,2468,2240810,6212,2484430
745,2468,2241810,6212,2485430
745,2468,2242620,6212,2486240
745,2468,2243170,6212,2486790
745,2468,2244170,6212,2487790
745,2468,2244170,6212,2488790
745,2468,2244170,6212,2488790
745,2468,2245170,6212,2489790
745,2468,2246170,6212,2490790
745,2468,2246640,6212,2491260
745,2468,2246640,6212,2492070
746,2476,2247110,6212,2492540
746,2476,2247920,6212,2493350
746,2476,2247920,6212,2493350
746,2476,2247920,6212,2494350
746,2476,2248570,6212,2495000
746,2476,2249380,6212,2495810
746,2476,2250380,6212,2496810
746,2476,2250380,6212,2497620
746,2476,2250380,6212,2498620
746,2476,2250700,6212,2498940
746,2476,2251700,6212,2499940
746,2476,2251700,6212,2499940
746,2476,2252700,6212,2500940
746,2476,2253700,6212,2501940
747,2484,2254510,6212,2502750
747,2484,2254830,6212,2503070
747,2484,2255830,6212,2504070
747,2484,2256640,6212,2504880
747,2484,2257110,6212,2505350
747,2484,2257110,6212,2505820
747,2484,2257110,6212,2506290
747,2484,2257110,6212,2506290
747,2484,2258110,6212,2507290
747,2484,2258580,6212,2507760
747,2484,2259580,6212,2508760
747,2484,2260050,6212,2509230
747,2484,2261050,6212,2510230
747,2484,2261050,6212,2510700
747,2484,2261050,6212,2510700
747,2484,2261050,6212,2511250
748,2492,2262050,6212,2512250
748,2492,2263050,6212,2513250
748,2492,2264050,6212,2514250
748,2492,2265050,6212,2515250
748,2492,2265370,6212,2515570
748,2492,2266370,6212,2516570
748,2492,2266370,6212,2516570
748,2492,2266830,6212,2517030
748,2492,2267480,6212,2517680
748,2492,2268480,6212,2518680
749,2500,2269290,6212,2519490
749,2500,2270100,6212,2520300
749,2500,2270100,6212,2520300
749,2500,2271100,6212,2521300
749,2500,2271910,6212,2522110
749,2500,2272910,6212,2523110
749,2500,2273910,6212,2524110
749,2500,2274720,6212,2524920
749,2500,2275310,6212,2525510
749,2500,2275310,6212,2526510
750,2508,2276310,6212,2527510
750,2508,2276310,6212,2528320
750,2508,2277310,6212,2529320
750,2508,2278310,6212,2530320
750,2508,2279310,6212,2531320
750,2508,2280120,6212,2532130
750,2508,2281120,6212,2533130
750,2508,2281580,6212,2533590
750,2508,2281580,6212,2534590
750,2508,2282390,6212,2535400
750,2508,2282390,6212,2536210
750,2508,2283390,6212,2537210
750,2508,2283390,6212,2537210
750,2508,2283390,6212,2537210
751,2516,2284390,6212,2538210
751,2516,2285390,6212,2539210
751,2516,2285390,6212,2540210
751,2516,2285860,6212,2540680
751,2516,2285860,6212,2541680
751,2516,2286860,6212,2542680
751,2516,2286970,6212,2542790
751,2516,2287970,6212,2543790
751,2516,2288970,6212,2544790
752,2524,2289970,6212,2545790
752,2524,2290970,6212,2546790
752,2524,2291970,6212,2547790
752,2524,2292440,6212,2548260
752,2524,2293440,6212,2549260
752,2524,2294250,6212,2550070
752,2524,2294620,6212,2550440
752,2524,2294620,6212,2550910
752,2524,2294620,6212,2551370
752,2524,2294940,6212,2551690
752,2524,2294940,6212,2551690
752,2524,2294940,6212,2551690
752,2524,2295100,6212,2551850
752,2524,2295100,6212,2551850
752,2524,2296100,6212,2552850
752,2524,2296100,6212,2553660
752,2524,2297100,6212,2554660
753,2532,2298100,6212,2555660
753,2532,2298100,6212,2555660
753,2532,2298100,6212,2556660
753,2532,2298570,6212,2557130
753,2532,2299570,6212,2558130
753,2532,2300040,6212,2558600
753,2532,2300040,6212,2558600
753,2532,2300040,6212,2558600
753,2532,2301040,6212,2559600
753,2532,2301510,6212,2560070
753,2532,2301510,6212,2560070
753,2532,2301510,6212,2560300
753,2532,2302510,6212,2561300
753,2532,2302510,6212,2561300
753,2532,2303320,6212,2562110
753,2532,2304320,6212,2563110
753,2532,2304320,6212,2563430
753,2532,2304320,6212,2563900
754,2540,2305320,6212,2564900
754,2540,2305320,6212,2564900
754,2540,2306320,6212,2565900
754,2540,2306870,6212,2566450
754,2540,2306870,6212,2566450
754,2540,2306870,6212,2566450
754,2540,2307340,6212,2566920
754,2540,2307340,6212,2567920
754,2540,2307340,6212,2567920
754,2540,2307340,6212,2568920
754,2540,2308150,6212,2569730
754,2540,2308150,6212,2570540
754,2540,2308150,6212,2570540
754,2540,2308150,6212,2571540
754,2540,2309150,6212,2572540
754,2540,2309620,6212,2573010
754,2540,2310620,6212,2574010
755,2548,2311620,6212,2575010
755,2548,2311620,6212,2575480
755,2548,2311620,6212,2575480
755,2548,2311620,6212,2575800
755,2548,2311620,6212,2575800
755,2548,2311620,6212,2575800
755,2548,2312430,6212,2576610
755,2548,2312910,6212,2577090
755,2548,2312910,6212,2577320
755,2548,2312910,6212,2578320
755,2548,2312910,6212,2578320
755,2548,2313910,6212,2579320
755,2548,2313910,6212,2580320
755,2548,2314070,6212,2580480
756,2556,2315070,6212,2581480
756,2556,2315070,6212,2581480
756,2556,2315530,6212,2581940
756,2556,2316180,6212,2582590
756,2556,2317180,6212,2583590
756,2556,2317640,6212,2584050
756,2556,2318450,6212,2584860
756,2556,2319260,6212,2585670
756,2556,2319260,6212,2585670
756,2556,2320260,6212,2586670
756,2556,2321260,6212,2587670
757,2564,2322260,6212,2588670
757,2564,2322260,6212,2589670
757,2564,2322260,6212,2590670
757,2564,2323260,6212,2591670
757,2564,2323730,6212,2592140
757,2564,2324540,6212,2592950
757,2564,2325540,6212,2593950
757,2564,2326540,6212,2594950
757,2564,2326540,6212,2595950
757,2564,2326540,6212,2595950
757,2564,2326860,6212,2596270
757,2564,2327020,6212,2596430
757,2564,2328020,6212,2597430
757,2564,2329020,6212,2598430
757,2564,2329020,6212,2598430
757,2564,2329670,6212,2599080
757,2564,2329670,6212,2599080
757,2564,2330670,6212,2600080
757,2564,2331140,6212,2600550
757,2564,2331140,6212,2601550
757,2564,2332140,6212,2602550
757,2564,2332950,6212,2603360
757,2564,2333950,6212,2604360
757,2564,2334600,6212,2605010
758,2572,2342600,6212,2613010
758,2572,2342600,6212,2614010
758,2572,2343600,6212,2615010
758,2572,2343600,6212,2615010
759,2580,2344600,6212,2616010
759,2580,2344600,6212,2616010
759,2580,2344600,6212,2617010
759,2580,2344920,6212,2617330
759,2580,2345920,6212,2618330
759,2580,2345920,6212,2618330
759,2580,2345920,6212,2619330
759,2580,2345920,6212,2619330
759,2580,2346920,6212,2620330
759,2580,2347920,6212,2621330
759,2580,2348920,6212,2622330
759,2580,2348920,6212,2622330
759,2580,2348920,6212,2622330
759,2580,2348920,6212,2622330
759,2580,2349920,6212,2623330
759,2580,2349920,6212,2623330
759,2580,2349920,6212,2623330
759,2580,2350730,6212,2624140
759,2580,2351730,6212,2625140
760,2588,2352050,6212,2625460
760,2588,2352860,6212,2626270
760,2588,2353180,6212,2626590
760,2588,2353990,6212,2627400
760,2588,2354990,6212,2628400
760,2588,2355990,6212,2629400
760,2588,2355990,6212,2629870
760,2588,2355990,6212,2630870
760,2588,2355990,6212,2631340
760,2588,2355990,6212,2631340
760,2588,2356100,6212,2631450
760,2588,2357100,6212,2632450
760,2588,2357910,6212,2633260
760,2588,2357910,6212,2634070
760,2588,2358500,6212,2634660
761,2596,2359500,6212,2635660
761,2596,2359500,6212,2635660
761,2596,2360500,6212,2636660
761,2596,2361310,6212,2637470
761,2596,2361310,6212,2637470
761,2596,2362310,6212,2638470
762,2604,2370310,6212,2646470
762,2604,2371310,6212,2647470
762,2604,2371310,6212,2648280
762,2604,2372310,6212,2649280
762,2604,2372310,6212,2649280
762,2604,2372310,6212,2649280
763,2612,2372960,6212,2649930
763,2612,2373120,6212,2650090
763,2612,2373590,6212,2650560
763,2612,2374590,6212,2651560
763,2612,2374590,6212,2652210
763,2612,2375590,6212,2653210
763,2612,2375590,6212,2653210
763,2612,2376590,6212,2654210
763,2612,2377060,6212,2654680
763,2612,2377380,6212,2655000
763,2612,2378380,6212,2656000
763,2612,2378380,6212,2657000
763,2612,2379380,6212,2658000
763,2612,2379380,6212,2659000
763,2612,2379380,6212,2659320
763,2612,2379380,6212,2660320
763,2612,2379380,6212,2660970
763,2612,2380190,6212,2661780
763,2612,2381190,6212,2662780
763,2612,2381650,6212,2663240
763,2612,2381650,6212,2663240
763,2612,2381650,6212,2664240
763,2612,2381700,6212,2664290
763,2612,2381700,6212,2665290
764,2620,2382700,6212,2666290
765,2628,2383170,6212,2666760
765,2628,2383170,6212,2667760
765,2628,2383170,6212,2668760
765,2628,2384170,6212,2669760
765,2628,2384490,6212,2670080
765,2628,2385490,6212,2671080
765,2628,2386490,6212,2672080
765,2628,2386960,6212,2672550
765,2628,2387430,6212,2673020
765,2628,2388430,6212,2674020
765,2628,2388430,6212,2675020
765,2628,2389240,6212,2675830
765,2628,2390240,6212,2676830
765,2628,2390240,6212,2677300
765,2628,2390240,6212,2678300
765,2628,2390470,6212,2678530
766,2636,2391470,6212,2679530
766,2636,2392470,6212,2680530
766,2636,2392470,6212,2681530
766,2636,2392790,6212,2681850
766,2636,2392790,6212,2681850
766,2636,2393790,6212,2682850
766,2636,2394790,6212,2683850
766,2636,2395790,6212,2684850
766,2636,2396790,6212,2685850
766,2636,2397790,6212,2686850
767,2644,2398790,6212,2687850
767,2644,2399790,6212,2688850
767,2644,2400600,6212,2689660
767,2644,2400600,6212,2690660
767,2644,2401600,6212,2691660
767,2644,2401600,6212,2692310
767,2644,2402600,6212,2693310
767,2644,2403070,6212,2693780
767,2644,2403540,6212,2694250
767,2644,2403860,6212,2694570
767,2644,2404860,6212,2695570
767,2644,2405670,6212,2696380
768,2652,2406670,6212,2697380
768,2652,2407670,6212,2698380
768,2652,2408480,6212,2699190
768,2652,2408480,6212,2700190
768,2652,2408950,6212,2700660
768,2652,2408950,6212,2700980
768,2652,2409950,6212,2701980
768,2652,2409950,6212,2701980
768,2652,2409950,6212,2701980
768,2652,2410950,6212,2702980
768,2652,2411420,6212,2703450
768,2652,2412420,6212,2704450
768,2652,2412420,6212,2705450
768,2652,2412420,6212,2706450
768,2652,2412890,6212,2706920
769,2660,2413890,6212,2707920
769,2660,2414890,6212,2708920
769,2660,2415890,6212,2709920
769,2660,2415890,6212,2710920
769,2660,2415890,6212,2711920
769,2660,2415890,6212,2712920
769,2660,2416700,6212,2713730
769,2660,2417160,6212,2714190
769,2660,2417810,6212,2714840
769,2660,2417810,6212,2715840
769,2660,2418810,6212,2716840
769,2660,2418810,6212,2716840
769,2660,2418970,6212,2717000
769,2660,2419290,6212,2717320
769,2660,2419290,6212,2717320
769,2660,2420290,6212,2718320
769,2660,2420290,6212,2719320
769,2660,2420290,6212,2719690
769,2660,2421290,6212,2720690
770,2668,2422100,6212,2721500
770,2668,2422570,6212,2721970
770,2668,2423570,6212,2722970
770,2668,2424220,6212,2723620
770,2668,2425030,6212,2724430
770,2668,2425030,6212,2724900
770,2668,2425030,6212,2725900
770,2668,2425260,6212,2726130
770,2668,2426070,6212,2726940
770,2668,2426540,6212,2727410
770,2668,2427350,6212,2728220
770,2668,2428160,6212,2729030
771,2676,2428970,6212,2729840
771,2676,2429970,6212,2730840
771,2676,2429970,6212,2730840
771,2676,2429970,6212,2731490
771,2676,2429970,6212,2732490
771,2676,2430970,6212,2733490
771,2676,2431780,6212,2734300
771,2676,2432780,6212,2735300
771,2676,2433780,6212,2736300
771,2676,2434780,6212,2737300
771,2676,2435780,6212,2738300
771,2676,2435780,6212,2739300
771,2676,2435780,6212,2739620
772,2684,2436780,6212,2740620
772,2684,2437250,6212,2741090
772,2684,2438250,6212,2742090
772,2684,2439250,6212,2743090
772,2684,2439250,6212,2743900
772,2684,2440250,6212,2744900
772,2684,2440250,6212,2745370
772,2684,2441250,6212,2746370
772,2684,2442250,6212,2747370
772,2684,2443060,6212,2748180
773,2692,2444060,6212,2749180
773,2692,2444060,6212,2749640
773,2692,2444870,6212,2750450
773,2692,2445680,6212,2751260
773,2692,2446000,6212,2751580
773,2692,2447000,6212,2752580
773,2692,2447810,6212,2753390
773,2692,2448620,6212,2754200
773,2692,2448620,6212,2755010
773,2692,2448620,6212,2756010
773,2692,2449090,6212,2756480
773,2692,2450090,6212,2757480
774,2700,2450900,6212,2758290
774,2700,2451370,6212,2758760
774,2700,2452180,6212,2759570
774,2700,2452990,6212,2760380
774,2700,2453990,6212,2761380
774,2700,2454150,6212,2761540
774,2700,2454150,6212,2762540
774,2700,2454620,6212,2763010
774,2700,2455430,6212,2763820
774,2700,2455430,6212,2764820
774,2700,2456080,6212,2765470
774,2700,2456730,6212,2766120
774,2700,2457540,6212,2766930
774,2700,2457540,6212,2766930
774,2700,2458540,6212,2767930
774,2700,2459540,6212,2768930
774,2700,2459540,6212,2769930
775,2708,2460540,6212,2770930
775,2708,2461350,6212,2771740
775,2708,2461580,6212,2771970
775,2708,2461580,6212,2772970
775,2708,2461580,6212,2773970
775,2708,2461580,6212,2774970
775,2708,2462580,6212,2775970
775,2708,2462580,6212,2776780
775,2708,2462900,6212,2777100
775,2708,2463900,6212,2778100
775,2708,2463900,6212,2778910
775,2708,2464900,6212,2779910
775,2708,2465710,6212,2780720
775,2708,2465710,6212,2781720
775,2708,2466520,6212,2782530
775,2708,2467330,6212,2783340
775,2708,2468330,6212,2784340
775,2708,2469330,6212,2785340
775,2708,2469330,6212,2786340
775,2708,2470330,6212,2787340
775,2708,2470790,6212,2787800
775,2708,2470790,6212,2788270
775,2708,2470790,6212,2789080
775,2708,2471260,6212,2789550
775,2708,2471720,6212,2790010
775,2708,2471720,6212,2790010
775,2708,2472040,6212,2790330
775,2708,2472040,6212,2790800
776,2716,2473040,6212,2791800
776,2716,2474040,6212,2792800
776,2716,2474040,6212,2793270
776,2716,2474040,6212,2794270
776,2716,2475040,6212,2795270
776,2716,2475040,6212,2795270
776,2716,2475850,6212,2796080
776,2716,2476850,6212,2797080
776,2716,2477080,6212,2797310
776,2716,2477730,6212,2797960
776,2716,2478190,6212,2798420
776,2716,2479190,6212,2799420
777,2724,2480190,6212,2800420
777,2724,2481190,6212,2801420
777,2724,2482190,6212,2802420
777,2724,2482190,6212,2802420
777,2724,2482660,6212,2802890
777,2724,2482660,6212,2803700
777,2724,2482660,6212,2804700
777,2724,2482660,6212,2805510
777,2724,2482660,6212,2806510
777,2724,2483660,6212,2807510
777,2724,2483660,6212,2808510
777,2724,2484470,6212,2809320
778,2732,2485470,6212,2810320
778,2732,2486280,6212,2811130
778,2732,2487280,6212,2812130
778,2732,2488280,6212,2813130
779,2740,2488930,6212,2813780
779,2740,2488930,6212,2813780
779,2740,2489740,6212,2814590
779,2740,2489740,6212,2815400
779,2740,2489740,6212,2815400
779,2740,2489740,6212,2815720
779,2740,2489970,6212,2815950
779,2740,2489970,6212,2815950
779,2740,2490970,6212,2816950
779,2740,2490970,6212,2816950
779,2740,2491970,6212,2817950
779,2740,2492970,6212,2818950
779,2740,2493970,6212,2819950
779,2740,2494440,6212,2820420
779,2740,2495250,6212,2821230
779,2740,2495480,6212,2821460
779,2740,2496130,6212,2822110
779,2740,2497130,6212,2823110
779,2740,2498130,6212,2824110
779,2740,2498940,6212,2824920
779,2740,2499750,6212,2825730
779,2740,2500750,6212,2826730
779,2740,2501560,6212,2827540
779,2740,2501560,6212,2828010
779,2740,2501700,6212,2828150
779,2740,2501700,6212,2828960
780,2748,2502510,6212,2829770
780,2748,2502510,6212,2830770
780,2748,2503510,6212,2831770
780,2748,2503970,6212,2832230
780,2748,2504970,6212,2833230
780,2748,2504970,6212,2834230
780,2748,2504970,6212,2834550
780,2748,2504970,6212,2835550
780,2748,2505450,6212,2836030
780,2748,2506450,6212,2837030
780,2748,2506450,6212,2838030
780,2748,2507450,6212,2839030
780,2748,2508450,6212,2840030
780,2748,2509260,6212,2840840
781,2756,2510070,6212,2841650
781,2756,2510880,6212,2842460
781,2756,2511880,6212,2843460
781,2756,2511880,6212,2843460
782,2764,2512880,6212,2844460
782,2764,2513350,6212,2844930
782,2764,2514350,6212,2845930
782,2764,2515160,6212,2846740
782,2764,2515160,6212,2847110
782,2764,2516160,6212,2848110
782,2764,2516970,6212,2848920
782,2764,2516970,6212,2848920
782,2764,2516970,6212,2848920
782,2764,2516970,6212,2848920
782,2764,2517290,6212,2849240
782,2764,2517290,6212,2849240
782,2764,2518290,6212,2850240
782,2764,2518520,6212,2850470
782,2764,2518520,6212,2850940
782,2764,2519330,6212,2851750
782,2764,2519330,6212,2852750
782,2764,2519330,6212,2853750
782,2764,2519330,6212,2853750
782,2764,2519330,6212,2853750
782,2764,2519980,6212,2854400
782,2764,2520300,6212,2854720
782,2764,2521300,6212,2855720
782,2764,2521300,6212,2856190
782,2764,2522300,6212,2857190
782,2764,2522300,6212,2858190
782,2764,2523300,6212,2859190
782,2764,2523300,6212,2859190
783,2772,2524300,6212,2860190
783,2772,2525300,6212,2861190
783,2772,2525300,6212,2861660
783,2772,2525620,6212,2861980
783,2772,2526080,6212,2862440
783,2772,2526080,6212,2862910
783,2772,2526080,6212,2863910
784,2780,2527080,6212,2864910
784,2780,2527080,6212,2865910
784,2780,2528080,6212,2866910
784,2780,2529080,6212,2867910
784,2780,2529730,6212,2868560
784,2780,2529730,6212,2869110
784,2780,2529730,6212,2870110
784,2780,2529730,6212,2871110
784,2780,2530200,6212,2871580
785,2788,2531200,6212,2872580
785,2788,2532200,6212,2873580
785,2788,2533200,6212,2874580
785,2788,2534200,6212,2875580
785,2788,2534200,6212,2875810
785,2788,2535010,6212,2876620
785,2788,2536010,6212,2877620
785,2788,2536010,6212,2878620
785,2788,2536820,6212,2879430
785,2788,2537820,6212,2880430
785,2788,2537820,6212,2881430
785,2788,2538820,6212,2882430
785,2788,2538820,6212,2883430
785,2788,2539820,6212,2884430
786,2796,2540820,6212,2885430
786,2796,2541290,6212,2885900
786,2796,2542290,6212,2886900
786,2796,2542760,6212,2887370
786,2796,2543080,6212,2887690
786,2796,2544080,6212,2888690
786,2796,2544550,6212,2889160
786,2796,2544550,6212,2889970
786,2796,2545020,6212,2890440
786,2796,2545020,6212,2890910
787,2804,2546020,6212,2891910
787,2804,2546490,6212,2892380
787,2804,2546490,6212,2893380
787,2804,2547490,6212,2894380
787,2804,2548300,6212,2895190
787,2804,2549300,6212,2896190
787,2804,2550300,6212,2897190
787,2804,2551300,6212,2898190
787,2804,2551300,6212,2898510
787,2804,2551300,6212,2898510
787,2804,2552300,6212,2899510
787,2804,2553300,6212,2900510
788,2812,2554300,6212,2901510
788,2812,2554300,6212,2902320
788,2812,2554300,6212,2903130
788,2812,2555110,6212,2903940
788,2812,2555580,6212,2904410
788,2812,2555580,6212,2905410
788,2812,2556580,6212,2906410
788,2812,2556580,6212,2907220
788,2812,2556580,6212,2908220
788,2812,2556580,6212,2908220
788,2812,2557580,6212,2909220
788,2812,2558580,6212,2910220
788,2812,2558580,6212,2910870
788,2812,2558580,6212,2911100
788,2812,2559580,6212,2912100
788,2812,2559580,6212,2912910
788,2812,2560580,6212,2913910
788,2812,2561050,6212,2914380
788,2812,2561860,6212,2915190
788,2812,2562330,6212,2915660
788,2812,2562330,6212,2915660
788,2812,2563140,6212,2916470
788,2812,2564140,6212,2917470
788,2812,2564620,6212,2917950
788,2812,2565620,6212,2918950
788,2812,2566090,6212,2919420
789,2820,2574090,6212,2927420
789,2820,2575090,6212,2928420
789,2820,2575560,6212,2928890
789,2820,2575560,6212,2929890
789,2820,2575560,6212,2930360
790,2828,2576560,6212,2931360
790,2828,2576560,6212,2931360
790,2828,2576560,6212,2931360
790,2828,2576560,6212,2932360
790,2828,2576880,6212,2932680
790,2828,2576880,6212,2933680
790,2828,2576880,6212,2934490
790,2828,2576880,6212,2935490
790,2828,2577530,6212,2936140
790,2828,2578000,6212,2936610
790,2828,2578810,6212,2937420
790,2828,2579810,6212,2938420
790,2828,2580810,6212,2939420
790,2828,2580810,6212,2939420
790,2828,2581280,6212,2939890
790,2828,2581750,6212,2940360
790,2828,2582560,6212,2941170
790,2828,2582560,6212,2942170
791,2836,2583560,6212,2943170
791,2836,2583560,6212,2943640
791,2836,2583560,6212,2944450
791,2836,2583790,6212,2944680
791,2836,2584790,6212,2945680
791,2836,2585790,6212,2946680
791,2836,2586790,6212,2947680
791,2836,2586790,6212,2948680
791,2836,2587790,6212,2949680
791,2836,2588260,6212,2950150
791,2836,2588730,6212,2950620
791,2836,2589730,6212,2951620
791,2836,2590200,6212,2952090
791,2836,2590200,6212,2952090
792,2844,2591200,6212,2953090
792,2844,2592200,6212,2954090
792,2844,2592200,6212,2954090
792,2844,2592850,6212,2954740
792,2844,2592850,6212,2954740
792,2844,2592850,6212,2954740
792,2844,2593320,6212,2955210
792,2844,2593640,6212,2955530
792,2844,2593640,6212,2956530
792,2844,2593640,6212,2956990
792,2844,2593640,6212,2956990
792,2844,2593640,6212,2957990
792,2844,2593640,6212,2957990
792,2844,2593640,6212,2957990
792,2844,2594450,6212,2958800
792,2844,2595450,6212,2959800
792,2844,2596450,6212,2960800
792,2844,2597260,6212,2961610
792,2844,2597260,6212,2962080
793,2852,2598260,6212,2963080
793,2852,2598260,6212,2964080
793,2852,2598260,6212,2964080
793,2852,2599260,6212,2965080
793,2852,2599260,6212,2965080
793,2852,2599260,6212,2965890
793,2852,2600260,6212,2966890
793,2852,2601260,6212,2967890
793,2852,2602260,6212,2968890
793,2852,2603070,6212,2969700
793,2852,2603070,6212,2970170
793,2852,2604070,6212,2971170
793,2852,2605070,6212,2972170
793,2852,2605070,6212,2972170
794,2860,2606070,6212,2973170
794,2860,2606530,6212,2973630
794,2860,2606530,6212,2974630
794,2860,2606970,6212,2975070
794,2860,2607780,6212,2975880
794,2860,2608780,6212,2976880
794,2860,2609780,6212,2977880
794,2860,2610780,6212,2978880
794,2860,2610780,6212,2978880
794,2860,2611590,6212,2979690
794,2860,2612400,6212,2980500
794,2860,2612870,6212,2980970
794,2860,2612870,6212,2981970
795,2868,2613870,6212,2982970
795,2868,2613870,6212,2983970
795,2868,2614870,6212,2984970
795,2868,2615870,6212,2985970
795,2868,2615870,6212,2986440
795,2868,2615870,6212,2987440
795,2868,2616870,6212,2988440
795,2868,2616870,6212,2988440
795,2868,2616870,6212,2988910
795,2868,2617870,6212,2989910
795,2868,2618870,6212,2990910
795,2868,2619100,6212,2991140
795,2868,2619100,6212,2992140
795,2868,2619570,6212,2992610
795,2868,2620570,6212,2993610
795,2868,2620570,6212,2994420
795,2868,2620570,6212,2995420
795,2868,2620570,6212,2995420
796,2876,2621570,6212,2996420
796,2876,2621570,6212,2996640
796,2876,2622570,6212,2997640
796,2876,2623380,6212,2998450
796,2876,2623380,6212,2998450
796,2876,2623380,6212,2999450
796,2876,2624380,6212,3000450
796,2876,2624380,6212,3001450
796,2876,2625380,6212,3002450
796,2876,2626380,6212,3003450
796,2876,2627190,6212,3004260
796,2876,2628190,6212,3005260
796,2876,2628190,6212,3005260
796,2876,2628560,6212,3005630
796,2876,2628790,6212,3005860
797,2884,2629790,6212,3006860
797,2884,2630600,6212,3007670
798,2892,2638600,6212,3015670
798,2892,2639410,6212,3016480
798,2892,2640410,6212,3017480
798,2892,2640410,6212,3018480
798,2892,2641410,6212,3019480
798,2892,2642410,6212,3020480
798,2892,2642410,6212,3021130
798,2892,2643410,6212,3022130
798,2892,2643730,6212,3022450
798,2892,2643730,6212,3023260
798,2892,2643730,6212,3024070
798,2892,2643730,6212,3025070
798,2892,2643730,6212,3026070
798,2892,2644730,6212,3027070
799,2900,2645730,6212,3028070
799,2900,2645730,6212,3029070
799,2900,2646730,6212,3030070
799,2900,2647730,6212,3031070
799,2900,2647730,6212,3031880
799,2900,2648540,6212,3032690
799,2900,2648540,6212,3033500
800,2908,2649540,6212,3034500
800,2908,2649540,6212,3034970
800,2908,2650540,6212,3035970
800,2908,2650540,6212,3035970
800,2908,2651350,6212,3036780
800,2908,2651350,6212,3037590
800,2908,2652350,6212,3038590
800,2908,2653160,6212,3039400
801,2916,2653630,6212,3039870
801,2916,2653790,6212,3040030
801,2916,2654790,6212,3041030
801,2916,2654790,6212,3041030
801,2916,2655790,6212,3042030
801,2916,2655790,6212,3042840
801,2916,2655790,6212,3043070
801,2916,2656260,6212,3043540
801,2916,2657260,6212,3044540
801,2916,2657260,6212,3044540
801,2916,2657260,6212,3044540
801,2916,2657260,6212,3044540
801,2916,2658260,6212,3045540
801,2916,2658260,6212,3046540
801,2916,2659260,6212,3047540
801,2916,2659260,6212,3048350
801,2916,2660070,6212,3049160
802,2924,2661070,6212,3050160
802,2924,2662070,6212,3051160
802,2924,2662620,6212,3051710
802,2924,2663620,6212,3052710
802,2924,2664620,6212,3053710
802,2924,2665620,6212,3054710
802,2924,2665620,6212,3055180
802,2924,2665620,6212,3055180
802,2924,2666430,6212,3055990
802,2924,2666750,6212,3056310
