ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673373.42,98.86,85.27,666543.69,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666383.98,97.86
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666356.88,97.85
673217.06,98.86,85.27,666259.57,97.84
673217.06,98.86,85.27,666259.57,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666102.64,97.84
673071.45,98.86,85.27,666154.29,97.85
672915.09,98.86,85.27,665999.08,97.85
672915.09,98.86,85.27,665999.08,97.85
672915.09,98.86,85.27,665999.08,97.85
672915.09,98.86,85.27,665999.08,97.85
672915.09,98.86,85.27,665959.32,97.84
672915.09,98.86,85.27,665959.32,97.84
672915.09,98.86,85.27,665959.32,97.84
672915.09,98.86,85.27,665959.32,97.84
672772.54,98.87,85.28,665802.38,97.84
672772.54,98.87,85.28,665802.38,97.84
672772.54,98.87,85.28,665802.38,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665775.28,97.84
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665890.22,97.85
672772.54,98.87,85.28,665941.86,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665904.4,97.86
672772.54,98.87,85.28,665946.04,97.86
672772.54,98.87,85.28,665946.04,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665789.11,97.86
672616.18,98.87,85.28,665911.87,97.88
672616.18,98.87,85.28,665911.87,97.88
672616.18,98.87,85.28,665911.87,97.88
672616.18,98.87,85.28,665874.4,97.88
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665844.45,97.87
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672616.18,98.87,85.28,665896.5,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672458.82,98.87,85.28,665738.73,97.88
672302.47,98.87,85.28,665589.47,97.88
672302.47,98.87,85.28,665589.47,97.88
672302.47,98.87,85.28,665589.47,97.88
672302.47,98.87,85.28,665589.47,97.88
672302.47,98.87,85.28,665620.74,97.88
672302.47,98.87,85.28,665620.74,97.88
672302.47,98.87,85.28,665620.74,97.88
672302.47,98.87,85.28,665620.74,97.88
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
672147.93,98.87,85.28,665473.28,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665316.9,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665358.51,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665336.58,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665362.22,97.89
671991.57,98.87,85.28,665318.95,97.89
671991.57,98.87,85.28,665318.95,97.89
671836.85,98.87,85.28,665161.17,97.89
671836.85,98.87,85.28,665161.17,97.89
671836.85,98.87,85.28,665161.17,97.89
671836.85,98.87,85.28,665161.17,97.89
671836.85,98.87,85.28,665161.17,97.89
671836.85,98.87,85.28,665204.93,97.89
671836.85,98.87,85.28,665204.93,97.89
671836.85,98.87,85.28,665204.93,97.89
671836.85,98.87,85.28,665204.93,97.89
671836.85,98.87,85.28,665204.93,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665197.98,97.89
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665154.23,97.88
671836.85,98.87,85.28,665204.57,97.89
671836.85,98.87,85.28,665204.57,97.89
671836.85,98.87,85.28,665204.57,97.89
671836.85,98.87,85.28,665204.57,97.89
671786.85,98.87,85.28,665154.57,97.89
671786.85,98.87,85.28,665154.57,97.89
671786.85,98.87,85.28,665154.57,97.89
671786.85,98.87,85.28,665154.57,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671633.5,98.87,85.28,664987.87,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664816.84,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671482.16,98.87,85.28,664805.73,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664655.74,97.89
671330.08,98.87,85.28,664556.94,97.87
671330.08,98.87,85.28,664556.94,97.87
671330.08,98.87,85.28,664556.94,97.87
671330.08,98.87,85.28,664556.94,97.87
671330.08,98.87,85.28,664556.94,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664519.26,97.87
671330.08,98.87,85.28,664625.64,97.88
671330.08,98.87,85.28,664625.64,97.88
671330.08,98.87,85.28,664668.44,97.89
671330.08,98.87,85.28,664668.44,97.89
671330.08,98.87,85.28,664668.44,97.89
671330.08,98.87,85.28,664668.44,97.89
671173.72,98.87,85.28,664548.23,97.89
671173.72,98.87,85.28,664548.23,97.89
671173.72,98.87,85.28,664548.23,97.89
671173.72,98.87,85.28,664548.23,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664536.81,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664528.75,97.89
671173.72,98.87,85.28,664466.19,97.88
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664405.31,97.87
671173.72,98.87,85.28,664519.08,97.89
671173.72,98.87,85.28,664519.08,97.89
671173.72,98.87,85.28,664519.08,97.89
671173.72,98.87,85.28,664473.77,97.88
671173.72,98.87,85.28,664548.03,97.89
671173.72,98.87,85.28,664548.03,97.89
671173.72,98.87,85.28,664548.03,97.89
671173.72,98.87,85.28,664579.63,97.9
671173.72,98.87,85.28,664579.63,97.9
671173.72,98.87,85.28,664655.75,97.91
671173.72,98.87,85.28,664655.75,97.91
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664697.66,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671173.72,98.87,85.28,664692.72,97.92
671026.93,98.87,85.28,664547.17,97.92
671026.93,98.87,85.28,664547.17,97.92
671026.93,98.87,85.28,664547.17,97.92
671026.93,98.87,85.28,664525.27,97.91
671026.93,98.87,85.28,664525.27,97.91
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664638.78,97.93
671026.93,98.87,85.28,664677.75,97.94
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664609.57,97.93
671026.93,98.87,85.28,664636.59,97.93
671026.93,98.87,85.28,664636.59,97.93
671026.93,98.87,85.28,664636.59,97.93
671026.93,98.87,85.28,664614.77,97.93
671026.93,98.87,85.28,664614.77,97.93
671026.93,98.87,85.28,664614.77,97.93
671026.93,98.87,85.28,664614.77,97.93
671026.93,98.87,85.28,664614.77,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664638.18,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664623.98,97.93
671026.93,98.87,85.28,664640.51,97.93
671026.93,98.87,85.28,664640.51,97.93
670873.96,98.87,85.28,664481.48,97.93
670873.96,98.87,85.28,664481.48,97.93
670873.96,98.87,85.28,664453.85,97.93
670873.96,98.87,85.28,664453.85,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664504.86,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.68,97.93
670873.96,98.87,85.28,664472.76,97.93
670873.96,98.87,85.28,664472.76,97.93
670873.96,98.87,85.28,664450.91,97.93
670873.96,98.87,85.28,664472.57,97.93
670873.96,98.87,85.28,664472.57,97.93
670873.96,98.87,85.28,664472.57,97.93
670873.96,98.87,85.28,664457.58,97.93
670873.96,98.87,85.28,664457.58,97.93
670873.96,98.87,85.28,664475.91,97.93
670873.96,98.87,85.28,664475.91,97.93
670873.96,98.87,85.28,664475.91,97.93
670873.96,98.87,85.28,664475.91,97.93
670721.89,98.87,85.28,664318.13,97.93
670721.89,98.87,85.28,664318.13,97.93
670721.89,98.87,85.28,664318.13,97.93
670721.89,98.87,85.28,664318.13,97.93
670721.89,98.87,85.28,664291.02,97.93
670721.89,98.87,85.28,664291.02,97.93
670721.89,98.87,85.28,664342.67,97.93
670721.89,98.87,85.28,664342.67,97.93
670721.89,98.87,85.28,664342.67,97.93
670721.89,98.87,85.28,664342.67,97.93
670721.89,98.87,85.28,664343.08,97.93
670721.89,98.87,85.28,664343.08,97.93
670721.89,98.87,85.28,664305.61,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
670721.89,98.87,85.28,664347.25,97.93
