ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_988f-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
772531.95,19.59,6.0,387902.79,9.84
772711.66,19.59,6.0,388228.26,9.84
772711.66,19.59,6.0,388228.26,9.84
772762.11,19.6,6.01,388354.87,9.85
772812.56,19.6,6.01,388429.13,9.85
772972.24,19.61,6.02,388428.7,9.86
772796.65,19.61,6.02,388260.29,9.85
772796.65,19.61,6.02,388260.29,9.85
772541.04,19.6,6.01,387994.81,9.85
772275.45,19.6,6.01,387994.81,9.85
772139.54,19.6,6.01,387994.81,9.85
772380.11,19.61,6.02,388238.52,9.86
772216.11,19.61,6.02,388008.38,9.85
772431.77,19.61,6.02,387994.81,9.85
772482.21,19.62,6.03,388437.82,9.87
772641.89,19.63,6.04,388427.01,9.87
772641.89,19.63,6.04,388450.28,9.87
772447.26,19.62,6.03,388319.68,9.87
772606.94,19.63,6.04,388413.09,9.87
772471.03,19.63,6.04,388432.07,9.87
772650.73,19.64,6.05,388423.2,9.87
772650.73,19.64,6.05,388422.8,9.87
772708.65,19.65,6.05,388217.04,9.87
772708.65,19.65,6.05,388217.04,9.87
772708.65,19.65,6.05,388167.07,9.87
772751.63,19.65,6.06,389344.2,9.9
772496.02,19.65,6.06,389205.76,9.9
772496.02,19.65,6.06,389197.96,9.9
772675.72,19.65,6.06,389578.35,9.91
772420.11,19.65,6.06,389317.96,9.9
772470.56,19.65,6.06,389317.91,9.91
772258.09,19.65,6.06,388955.93,9.9
772308.54,19.66,6.06,388955.56,9.9
772358.99,19.66,6.07,388955.56,9.9
772538.7,19.67,6.08,388955.56,9.9
772589.15,19.67,6.08,388955.56,9.9
772639.59,19.68,6.09,389395.88,9.92
772690.04,19.68,6.09,389839.45,9.93
772444.43,19.68,6.09,389504.79,9.92
772178.85,19.67,6.08,389380.72,9.92
772384.24,19.68,6.09,390342.14,9.95
772434.68,19.69,6.1,390342.14,9.95
772485.13,19.69,6.1,390342.14,9.95
772664.84,19.7,6.11,390342.14,9.95
772419.23,19.7,6.11,390342.14,9.95
772283.32,19.7,6.11,390369.94,9.96
772333.77,19.7,6.11,390424.02,9.96
772513.47,19.71,6.12,390393.24,9.96
772247.89,19.71,6.11,390163.54,9.96
772486.58,19.71,6.12,390112.44,9.96
772333.86,19.71,6.12,389955.51,9.95
772197.95,19.71,6.12,391217.66,9.99
771942.34,19.71,6.12,390956.06,9.98
772128.0,19.72,6.12,390955.63,9.98
772128.0,19.72,6.12,391009.25,9.98
772178.45,19.72,6.13,391009.25,9.99
772178.45,19.72,6.13,390998.23,9.99
772338.13,19.73,6.14,390998.23,9.99
772086.56,19.72,6.13,391052.34,9.99
772086.56,19.72,6.13,391074.16,9.99
772086.56,19.72,6.13,391052.34,9.99
772272.22,19.73,6.14,391010.43,9.99
772020.66,19.73,6.14,390998.23,9.99
772200.36,19.73,6.14,390998.23,9.99
772360.04,19.74,6.15,392358.87,10.03
772114.43,19.74,6.15,392038.92,10.02
772172.34,19.74,6.15,391899.18,10.02
772370.27,19.75,6.16,392622.28,10.04
772370.27,19.75,6.16,392644.36,10.04
772549.97,19.76,6.17,392644.33,10.04
772549.97,19.76,6.17,392622.25,10.04
772298.67,19.75,6.16,392347.65,10.04
772043.06,19.75,6.16,392347.26,10.04
771907.15,19.75,6.16,392361.13,10.04
772086.86,19.76,6.17,392353.4,10.04
772137.31,19.76,6.17,392370.2,10.04
772137.31,19.76,6.17,392393.72,10.04
772187.76,19.77,6.18,392384.29,10.05
771932.14,19.76,6.17,392840.66,10.06
771932.14,19.76,6.17,392824.23,10.06
771982.59,19.77,6.18,392815.59,10.06
771687.01,19.76,6.17,392481.62,10.05
771866.71,19.77,6.18,392103.24,10.04
771917.16,19.78,6.19,392721.02,10.06
771781.25,19.78,6.19,392720.6,10.06
771529.65,19.77,6.18,392957.73,10.07
771285.06,19.77,6.18,392658.46,10.06
771444.74,19.78,6.19,392658.46,10.07
771308.83,19.78,6.19,392681.7,10.07
771152.47,19.78,6.18,392603.2,10.07
771312.15,19.78,6.19,392580.47,10.07
771176.24,19.78,6.19,392579.96,10.07
771226.69,19.79,6.2,392579.96,10.07
771226.69,19.79,6.2,392598.63,10.07
771277.14,19.79,6.2,393586.62,10.1
771017.18,19.79,6.2,393279.0,10.09
771067.62,19.8,6.2,393437.42,10.1
771247.33,19.8,6.21,393437.39,10.1
771001.72,19.8,6.21,393436.99,10.1
769914.46,19.81,6.22,393436.99,10.12
769964.91,19.82,6.23,393436.99,10.13
769699.32,19.81,6.22,392999.23,10.12
769859.0,19.82,6.23,393053.34,10.12
770097.69,19.83,6.24,393007.87,10.12
770148.14,19.83,6.24,392999.23,10.12
770327.84,19.84,6.25,392999.23,10.12
770378.29,19.85,6.25,394251.53,10.16
770428.74,19.85,6.26,394693.49,10.17
770173.13,19.85,6.26,394424.71,10.16
770332.81,19.85,6.26,394518.12,10.17
770196.9,19.86,6.27,394569.33,10.17
770370.65,19.86,6.27,394509.41,10.17
770110.99,19.86,6.27,394660.92,10.18
769901.36,19.85,6.26,394428.47,10.17
769951.81,19.86,6.27,394414.3,10.17
770002.26,19.87,6.27,394540.91,10.18
769736.67,19.86,6.27,394454.71,10.18
769916.38,19.87,6.28,394511.69,10.18
769966.83,19.87,6.28,394511.64,10.18
770126.51,19.88,6.29,394511.27,10.18
770126.51,19.88,6.29,394481.31,10.18
770176.96,19.89,6.29,394481.31,10.19
769859.68,19.88,6.29,394163.24,10.18
769723.77,19.88,6.29,394283.94,10.18
769723.77,19.88,6.29,394314.76,10.18
769468.16,19.88,6.29,394225.04,10.18
769518.61,19.88,6.29,394313.22,10.19
769698.31,19.89,6.3,394296.17,10.19
769698.31,19.89,6.3,394265.35,10.19
769532.73,19.89,6.3,394227.13,10.19
769288.13,19.88,6.29,393951.83,10.18
769288.13,19.88,6.29,393985.83,10.18
769129.45,19.88,6.29,393794.01,10.18
768993.54,19.88,6.29,394778.26,10.21
768827.96,19.88,6.29,394616.32,10.2
769007.66,19.88,6.29,394816.86,10.21
768752.05,19.88,6.29,394482.45,10.2
768802.5,19.89,6.3,394604.67,10.21
768852.95,19.89,6.3,394678.52,10.21
768903.4,19.9,6.31,394678.48,10.21
769083.1,19.9,6.31,394678.1,10.21
768827.49,19.9,6.31,394678.1,10.22
768827.49,19.9,6.31,394652.21,10.21
769007.2,19.91,6.32,394652.21,10.22
769166.88,19.91,6.32,394880.98,10.22
768911.26,19.91,6.32,394771.45,10.22
768735.68,19.91,6.32,394826.97,10.22
768470.09,19.9,6.31,394707.73,10.22
768710.66,19.91,6.32,395523.23,10.24
768607.26,19.91,6.32,395414.19,10.24
768605.38,19.91,6.32,394676.6,10.22
768605.38,19.91,6.32,394670.62,10.22
768310.78,19.9,6.31,395469.47,10.24
768361.23,19.91,6.32,395296.86,10.24
768520.91,19.92,6.32,395390.27,10.25
768520.91,19.92,6.32,395419.8,10.25
768680.59,19.92,6.33,395675.12,10.26
768867.76,19.93,6.34,395589.76,10.25
768910.74,19.94,6.34,395668.67,10.26
769116.13,19.94,6.35,395754.16,10.26
768850.55,19.94,6.35,395579.62,10.26
768597.94,19.93,6.34,395739.7,10.26
768648.39,19.94,6.35,395924.82,10.27
768698.84,19.95,6.35,396051.43,10.28
768904.23,19.95,6.36,396195.42,10.28
768904.23,19.95,6.36,396146.8,10.28
769083.94,19.96,6.37,396146.38,10.28
769134.38,19.97,6.38,396146.38,10.28
769294.06,19.97,6.38,396146.38,10.29
769128.48,19.97,6.38,395984.89,10.28
769178.93,19.98,6.39,395984.89,10.28
768933.31,19.97,6.38,395993.1,10.29
768672.02,19.97,6.38,395835.84,10.28
768851.72,19.97,6.38,395857.78,10.28
768596.11,19.97,6.38,395937.58,10.29
768460.2,19.97,6.38,397140.88,10.32
768518.12,19.98,6.39,396959.99,10.32
768716.04,19.99,6.4,396939.45,10.32
768766.49,19.99,6.4,397066.06,10.33
768766.49,19.99,6.4,397122.93,10.33
768946.2,20.0,6.41,397179.91,10.33
768946.2,20.0,6.41,397175.35,10.33
769105.87,20.01,6.42,397179.14,10.33
769105.87,20.01,6.42,397162.03,10.33
768941.12,20.0,6.41,397102.63,10.33
768685.51,20.0,6.41,397012.91,10.33
768865.22,20.01,6.42,397008.7,10.33
768865.22,20.01,6.42,397056.14,10.33
768599.63,20.0,6.41,397033.1,10.33
768650.08,20.01,6.42,397033.1,10.33
768394.47,20.0,6.41,397044.94,10.34
768394.47,20.0,6.41,397010.35,10.33
768143.17,20.0,6.41,396725.85,10.33
768322.88,20.0,6.41,396719.03,10.33
768067.26,20.0,6.41,396918.17,10.34
768117.71,20.01,6.41,397006.53,10.34
768277.39,20.01,6.42,396833.45,10.34
768463.05,20.02,6.43,397106.34,10.35
768308.22,20.02,6.43,398213.12,10.38
768487.93,20.03,6.43,398204.26,10.38
768487.93,20.03,6.43,398170.16,10.38
768538.38,20.03,6.44,398129.85,10.38
768292.77,20.03,6.44,397991.4,10.37
768292.77,20.03,6.44,398026.09,10.38
768452.44,20.03,6.44,398385.31,10.39
768300.23,20.03,6.44,398227.53,10.38
768350.68,20.04,6.45,398227.48,10.38
768350.68,20.04,6.45,398209.63,10.38
768401.13,20.04,6.45,398209.25,10.39
768451.58,20.05,6.46,398209.25,10.39
768315.67,20.05,6.46,398209.25,10.39
768495.37,20.06,6.47,398279.58,10.39
768545.82,20.06,6.47,398361.75,10.4
768596.27,20.07,6.48,398561.32,10.41
768340.66,20.06,6.47,398480.8,10.41
768195.23,20.06,6.47,398356.05,10.4
768245.68,20.07,6.48,399098.4,10.42
768296.13,20.07,6.48,399098.35,10.43
768475.84,20.08,6.49,399097.98,10.43
768475.84,20.08,6.49,399207.41,10.43
768475.84,20.08,6.49,399240.38,10.43
768526.29,20.08,6.49,399240.38,10.43
768685.96,20.09,6.5,399240.38,10.44
768420.38,20.09,6.5,398740.87,10.42
768261.7,20.08,6.49,398742.39,10.42
768312.15,20.09,6.5,398746.56,10.43
768176.24,20.09,6.5,398741.93,10.43
768355.94,20.1,6.51,399705.82,10.46
768220.04,20.1,6.51,400009.04,10.47
767964.42,20.1,6.51,399800.87,10.46
768014.87,20.1,6.51,399800.82,10.46
767749.29,20.1,6.51,399758.32,10.46
767613.38,20.1,6.51,399773.56,10.47
767663.83,20.1,6.51,399767.76,10.47
767849.49,20.11,6.52,399758.93,10.47
767899.94,20.12,6.53,399757.94,10.47
767648.37,20.11,6.52,399951.17,10.48
767828.08,20.12,6.53,399956.83,10.48
767692.17,20.12,6.53,399838.94,10.48
767444.02,20.12,6.53,400827.48,10.51
767487.01,20.12,6.53,400644.07,10.5
767537.46,20.13,6.54,400770.68,10.51
767717.16,20.14,6.55,400827.66,10.51
767461.55,20.13,6.54,400737.95,10.51
767195.96,20.13,6.54,400478.73,10.51
767060.06,20.13,6.54,400478.31,10.51
766794.47,20.12,6.53,400222.59,10.5
766991.04,20.13,6.54,400222.59,10.5
767033.16,20.13,6.54,400225.83,10.5
766871.03,20.13,6.54,400222.61,10.51
766716.31,20.13,6.54,400068.73,10.5
766503.84,20.12,6.53,400068.7,10.5
766347.49,20.12,6.53,399919.45,10.5
766397.94,20.12,6.53,399959.99,10.5
766577.64,20.13,6.54,399919.45,10.5
766322.03,20.13,6.54,400006.49,10.51
766322.03,20.13,6.54,400002.97,10.51
766518.6,20.13,6.54,400627.89,10.52
766560.72,20.14,6.55,400155.69,10.51
766766.11,20.14,6.55,401431.45,10.55
767004.79,20.15,6.56,401491.4,10.55
767164.47,20.16,6.57,401990.98,10.56
767164.47,20.16,6.57,401966.45,10.56
767222.39,20.17,6.58,401801.43,10.56
767265.37,20.17,6.58,401808.81,10.56
767312.73,20.18,6.59,401467.11,10.56
767351.34,20.18,6.59,401257.99,10.55
767398.7,20.19,6.6,400916.29,10.55
767254.6,20.19,6.6,400533.5,10.54
767414.27,20.2,6.61,400533.08,10.54
767464.72,20.2,6.61,400533.08,10.54
767515.17,20.21,6.62,400533.08,10.55
767353.05,20.21,6.62,400381.02,10.54
767189.46,20.2,6.61,400175.37,10.54
766894.86,20.2,6.61,399779.94,10.53
766894.86,20.2,6.61,399779.94,10.53
767074.57,20.2,6.61,399779.94,10.53
766818.96,20.2,6.61,399888.49,10.53
766978.63,20.21,6.62,399979.75,10.54
767029.08,20.21,6.62,400013.91,10.54
767079.53,20.22,6.63,400255.71,10.55
766943.63,20.22,6.63,401206.31,10.58
766787.27,20.22,6.63,401054.48,10.57
766787.27,20.22,6.63,401054.48,10.57
766966.97,20.23,6.63,401047.64,10.58
766711.36,20.22,6.63,401037.93,10.58
766871.04,20.23,6.64,401037.93,10.58
767056.7,20.24,6.65,401488.33,10.59
767107.15,20.24,6.65,401818.72,10.6
766855.58,20.24,6.65,401512.71,10.6
767015.26,20.25,6.65,401512.29,10.6
767194.97,20.25,6.66,401512.29,10.6
766929.35,20.25,6.66,401528.78,10.6
767109.06,20.26,6.66,401533.24,10.6
767109.06,20.26,6.66,401533.24,10.6
767314.45,20.26,6.67,401512.29,10.6
767178.54,20.27,6.67,402025.51,10.62
767228.99,20.27,6.68,402042.81,10.62
767388.67,20.28,6.69,402030.85,10.62
767252.76,20.28,6.69,402044.43,10.63
766951.46,20.27,6.68,402853.54,10.65
766785.88,20.27,6.68,402752.14,10.65
766836.33,20.28,6.69,402818.02,10.65
766670.74,20.27,6.68,402361.37,10.64
766434.68,20.27,6.68,402096.01,10.63
766485.13,20.28,6.69,402097.62,10.64
766535.58,20.28,6.69,402091.82,10.64
766715.28,20.29,6.7,402091.65,10.64
766459.67,20.28,6.69,402083.24,10.64
766510.12,20.29,6.7,402335.73,10.65
766244.53,20.29,6.69,402341.81,10.65
765157.27,20.3,6.71,402341.39,10.67
765395.96,20.31,6.72,402201.38,10.67
765395.96,20.31,6.72,402201.38,10.67
765395.96,20.31,6.72,402175.49,10.67
765634.65,20.32,6.73,403372.12,10.7
765498.74,20.32,6.73,403292.38,10.71
765658.42,20.33,6.74,403291.96,10.71
765832.17,20.33,6.74,403291.96,10.71
765882.62,20.34,6.75,403303.48,10.71
765622.96,20.34,6.75,403291.96,10.71
765673.41,20.34,6.75,403295.78,10.71
765537.5,20.34,6.75,403291.96,10.72
765537.5,20.34,6.75,403319.68,10.72
765723.16,20.35,6.76,403746.95,10.73
765773.61,20.36,6.77,404039.72,10.74
765773.61,20.36,6.77,404039.72,10.74
765522.05,20.35,6.76,403912.67,10.74
765386.14,20.35,6.76,404287.85,10.75
765545.82,20.36,6.77,404287.42,10.75
765731.48,20.37,6.78,404287.42,10.75
765595.57,20.37,6.78,404287.42,10.76
765329.98,20.37,6.78,404156.16,10.75
765173.63,20.36,6.77,403987.53,10.75
765220.99,20.37,6.78,403645.83,10.74
764969.42,20.36,6.77,403645.83,10.75
765149.12,20.37,6.78,403812.45,10.75
765187.73,20.38,6.79,403603.33,10.75
765426.42,20.39,6.8,403446.07,10.75
765476.87,20.39,6.8,403436.71,10.75
765340.96,20.39,6.8,404550.01,10.78
765500.64,20.4,6.81,404978.4,10.79
765706.03,20.41,6.82,405063.9,10.8
765570.12,20.41,6.82,405173.82,10.8
765729.8,20.42,6.83,405173.39,10.8
765435.21,20.41,6.82,405022.63,10.8
765273.08,20.41,6.82,404749.26,10.8
765027.47,20.41,6.82,404404.33,10.79
764761.88,20.4,6.81,404117.35,10.78
764921.56,20.41,6.82,404117.35,10.78
764972.01,20.42,6.82,404146.72,10.79
765151.72,20.42,6.83,404134.74,10.79
764886.13,20.42,6.83,404040.19,10.79
764936.58,20.42,6.83,404029.23,10.79
764771.83,20.42,6.83,403838.59,10.78
764771.83,20.42,6.83,403940.19,10.79
764516.22,20.42,6.82,403933.76,10.79
764675.9,20.42,6.83,404975.2,10.82
764519.54,20.42,6.83,404827.23,10.81
764569.99,20.43,6.84,405165.39,10.82
764620.44,20.43,6.84,405479.39,10.83
764800.14,20.44,6.85,405478.96,10.84
764959.82,20.45,6.86,405478.96,10.84
764747.35,20.44,6.85,405378.8,10.84
764747.35,20.44,6.85,405378.8,10.84
764497.71,20.44,6.85,405054.69,10.83
764548.16,20.44,6.85,405054.69,10.83
764753.55,20.45,6.86,405091.9,10.83
764804.0,20.46,6.87,405113.83,10.84
764548.39,20.45,6.86,405060.54,10.84
764734.05,20.46,6.87,405616.2,10.85
764482.48,20.46,6.87,405447.67,10.85
764532.93,20.46,6.87,405737.94,10.86
764532.93,20.46,6.87,405739.65,10.86
764583.38,20.47,6.88,406205.66,10.87
764447.47,20.47,6.88,406205.24,10.88
764627.18,20.48,6.89,406205.24,10.88
764381.56,20.47,6.88,406236.47,10.88
764381.56,20.47,6.88,406251.03,10.88
764174.67,20.47,6.88,406042.93,10.88
763909.08,20.46,6.87,405505.56,10.86
763643.5,20.46,6.87,405527.14,10.86
763693.95,20.46,6.87,405511.65,10.87
763932.63,20.47,6.88,405495.91,10.87
763796.73,20.48,6.89,405705.38,10.88
763976.43,20.48,6.89,405731.5,10.88
763976.43,20.48,6.89,405731.5,10.88
763840.52,20.48,6.89,405579.51,10.88
763840.52,20.48,6.89,405662.85,10.88
763840.52,20.48,6.89,405662.85,10.88
763890.97,20.49,6.9,406760.87,10.91
763941.42,20.5,6.91,406887.48,10.92
763675.84,20.49,6.9,406602.23,10.91
763675.84,20.49,6.9,406602.7,10.91
763410.25,20.49,6.9,406694.87,10.91
763158.95,20.48,6.89,406344.5,10.91
763158.95,20.48,6.89,406344.5,10.91
762915.91,20.48,6.89,406061.95,10.9
763095.61,20.48,6.89,406118.93,10.9
762959.71,20.49,6.9,406170.86,10.91
763010.16,20.49,6.9,406149.53,10.91
762874.25,20.49,6.9,405590.98,10.9
762618.64,20.49,6.9,405501.26,10.89
762618.64,20.49,6.9,405501.26,10.89
762813.27,20.5,6.91,406634.4,10.93
762860.63,20.5,6.91,406249.61,10.92
763040.34,20.51,6.92,406249.58,10.92
762904.43,20.51,6.92,406249.19,10.92
762768.52,20.51,6.92,406301.18,10.93
762928.2,20.52,6.93,406281.34,10.93
762672.59,20.52,6.93,406249.19,10.93
762536.68,20.52,6.93,406376.46,10.94
762630.58,20.52,6.93,406180.32,10.93
762630.58,20.52,6.93,406180.32,10.93
762336.96,20.52,6.93,405891.18,10.93
762496.64,20.53,6.94,405890.76,10.93
762547.09,20.54,6.94,406748.68,10.95
762597.54,20.54,6.95,406585.87,10.95
762347.66,20.54,6.95,406326.8,10.95
762347.66,20.54,6.95,406326.8,10.95
762398.11,20.54,6.95,406368.32,10.95
762577.82,20.55,6.96,406368.32,10.95
762628.27,20.56,6.96,406368.32,10.95
762429.02,20.55,6.96,406178.15,10.95
762173.41,20.55,6.96,406281.09,10.95
762353.11,20.55,6.96,406210.09,10.95
762403.56,20.56,6.97,406209.96,10.95
762403.56,20.56,6.97,406209.96,10.95
762608.95,20.57,6.98,406178.15,10.96
762473.05,20.57,6.98,407677.01,11.0
762316.69,20.57,6.98,407520.6,10.99
762316.69,20.57,6.98,407520.6,10.99
762367.14,20.57,6.98,407613.84,11.0
762572.53,20.58,6.99,407699.33,11.0
762326.92,20.58,6.99,407219.05,10.99
762506.62,20.59,6.99,407418.26,11.0
762506.62,20.59,6.99,407418.26,11.0
762557.07,20.59,7.0,407418.21,11.0
762607.52,20.6,7.01,407417.84,11.0
762341.93,20.59,7.0,407154.48,11.0
762076.35,20.59,7.0,407132.68,11.0
761820.73,20.58,6.99,407102.39,11.0
761871.18,20.59,7.0,407102.39,11.0
761710.39,20.58,6.99,406909.71,11.0
761890.1,20.59,7.0,406909.71,11.0
761644.49,20.59,7.0,406909.71,11.0
761694.93,20.59,7.0,406909.71,11.0
761745.38,20.6,7.01,406909.71,11.0
761925.09,20.61,7.02,407857.08,11.03
761760.34,20.6,7.01,407667.7,11.03
761810.79,20.61,7.02,408123.68,11.04
761674.88,20.61,7.02,408123.26,11.04
761429.27,20.61,7.02,407801.4,11.04
761429.27,20.61,7.02,407888.03,11.04
761293.36,20.61,7.02,407888.03,11.04
761509.02,20.62,7.03,407895.59,11.04
761314.39,20.62,7.02,407895.52,11.05
761314.39,20.62,7.02,407978.8,11.05
761178.48,20.62,7.03,407971.31,11.05
761042.57,20.62,7.03,408364.03,11.06
761281.26,20.63,7.04,408176.69,11.06
761128.86,20.63,7.03,408034.79,11.06
760992.95,20.63,7.04,408600.51,11.08
761043.4,20.63,7.04,408553.97,11.08
761093.85,20.64,7.05,408553.92,11.08
761144.3,20.64,7.05,408553.55,11.08
761144.3,20.64,7.05,408631.14,11.08
760899.71,20.64,7.05,408343.34,11.08
760763.8,20.64,7.05,408345.22,11.08
760943.5,20.65,7.06,408344.57,11.08
760993.95,20.66,7.06,408345.42,11.08
761153.63,20.66,7.07,408348.14,11.09
761313.31,20.67,7.08,409385.01,11.12
761363.76,20.68,7.09,409875.25,11.13
761098.17,20.67,7.08,409400.34,11.12
761098.17,20.67,7.08,409373.23,11.12
760842.56,20.67,7.08,409211.37,11.12
760666.97,20.66,7.07,409277.63,11.12
760666.97,20.66,7.07,409325.36,11.12
760717.42,20.67,7.08,409451.97,11.13
760581.52,20.67,7.08,409360.4,11.13
760445.97,20.67,7.08,409230.28,11.12
760296.39,20.67,7.08,409072.5,11.12
760346.84,20.67,7.08,409199.12,11.13
760526.54,20.68,7.09,409256.1,11.13
760576.99,20.69,7.09,409256.05,11.13
760576.99,20.69,7.09,409208.32,11.13
760782.38,20.69,7.1,409207.94,11.13
760526.77,20.69,7.1,409118.23,11.13
760765.46,20.7,7.11,409125.81,11.13
760815.91,20.71,7.12,409139.53,11.13
760815.91,20.71,7.12,409193.04,11.14
760866.36,20.71,7.12,409241.29,11.14
761046.06,20.72,7.13,409171.74,11.14
761046.06,20.72,7.13,409169.87,11.14
760794.76,20.71,7.12,409169.87,11.14
760632.64,20.71,7.12,409570.14,11.15
760632.64,20.71,7.12,409540.18,11.15
760683.09,20.72,7.13,409940.28,11.16
760573.45,20.72,7.13,409466.63,11.15
760623.9,20.72,7.13,410580.99,11.19
760783.58,20.73,7.14,410580.56,11.19
760834.02,20.74,7.15,410580.56,11.19
760884.47,20.74,7.15,410580.56,11.19
760618.89,20.74,7.15,410580.56,11.19
760301.01,20.73,7.14,410262.5,11.19
760145.65,20.73,7.14,410115.78,11.18
760325.36,20.73,7.14,410155.11,11.18
760375.81,20.74,7.15,410143.14,11.19
760163.34,20.74,7.14,409758.22,11.18
759907.72,20.73,7.14,409735.77,11.18
759958.17,20.74,7.15,409740.04,11.18
760137.88,20.74,7.15,410712.39,11.21
759979.2,20.74,7.15,410354.79,11.2
760158.9,20.75,7.16,410518.01,11.21
760397.59,20.76,7.17,410577.97,11.21
760248.52,20.76,7.17,410454.08,11.21
760248.52,20.76,7.17,410486.77,11.21
760112.61,20.76,7.17,410659.61,11.21
759868.02,20.75,7.16,410409.51,11.21
759868.02,20.75,7.16,410391.46,11.21
759918.47,20.76,7.17,410518.08,11.21
759662.86,20.75,7.16,410797.54,11.22
759713.31,20.76,7.17,410871.79,11.23
759760.67,20.77,7.18,410530.08,11.22
759940.37,20.77,7.18,410530.05,11.22
760167.22,20.78,7.19,410474.79,11.22
760405.9,20.79,7.2,410474.4,11.22
760456.35,20.8,7.21,410474.4,11.23
760506.8,20.81,7.21,410514.69,11.23
760557.25,20.81,7.22,410548.54,11.23
760301.64,20.81,7.22,410528.21,11.23
760352.09,20.81,7.22,410612.08,11.24
760511.77,20.82,7.23,411787.12,11.27
760511.77,20.82,7.23,411807.69,11.27
760355.41,20.82,7.23,411670.96,11.27
760405.86,20.82,7.23,411993.39,11.28
760161.27,20.82,7.23,411748.59,11.28
760211.71,20.82,7.23,411714.4,11.28
760036.13,20.82,7.23,411487.37,11.27
760036.13,20.82,7.23,411487.37,11.27
760215.83,20.83,7.24,411522.89,11.28
759972.24,20.82,7.23,411323.15,11.27
759716.63,20.82,7.23,411212.75,11.27
759908.18,20.83,7.24,412166.19,11.3
759958.62,20.83,7.24,412292.8,11.3
760118.3,20.84,7.25,412401.53,11.31
760323.69,20.85,7.26,412401.11,11.31
760449.78,20.86,7.27,412321.33,11.31
760449.78,20.86,7.27,412321.33,11.31
760313.87,20.86,7.27,412321.33,11.31
760138.28,20.86,7.26,412238.28,11.31
759836.99,20.85,7.26,412245.07,11.31
759888.08,20.85,7.26,412212.68,11.31
759938.53,20.86,7.27,412211.17,11.31
759988.97,20.86,7.27,412205.89,11.32
760039.42,20.87,7.28,412205.89,11.32
759932.06,20.87,7.28,412098.94,11.32
760111.77,20.88,7.29,412098.94,11.32
760111.77,20.88,7.29,412077.13,11.32
760162.22,20.88,7.29,412873.06,11.34
760212.67,20.89,7.3,413270.79,11.36
760263.12,20.89,7.3,413397.4,11.36
760127.21,20.9,7.31,413305.83,11.36
760177.66,20.9,7.31,413305.78,11.36
759922.05,20.9,7.31,413081.56,11.36
759972.5,20.9,7.31,413081.19,11.36
759845.6,20.9,7.31,412898.67,11.36
760005.28,20.91,7.32,412898.67,11.36
759869.38,20.91,7.32,412967.65,11.36
760043.13,20.92,7.33,412898.67,11.36
759793.47,20.92,7.32,412898.67,11.37
759979.13,20.92,7.33,413328.98,11.38
759737.56,20.92,7.33,413063.15,11.37
759601.65,20.92,7.33,412898.67,11.37
759601.65,20.92,7.33,412920.75,11.37
759652.1,20.93,7.34,413908.3,11.4
759652.1,20.93,7.34,413886.22,11.4
759702.55,20.93,7.34,414012.83,11.41
759882.26,20.94,7.35,414069.81,11.41
759882.26,20.94,7.35,414093.43,11.41
759932.71,20.95,7.36,414093.38,11.41
759932.71,20.95,7.36,414244.75,11.42
759983.16,20.95,7.36,414244.37,11.42
760033.6,20.96,7.37,414244.37,11.42
759777.99,20.95,7.36,414154.66,11.42
759957.7,20.96,7.37,414154.66,11.42
759692.11,20.96,7.37,413819.96,11.42
759436.5,20.95,7.36,413904.49,11.42
759436.5,20.95,7.36,413854.67,11.42
759486.95,20.96,7.37,413910.24,11.42
759671.67,20.97,7.37,412883.18,11.39
759751.2,20.97,7.38,413591.81,11.42
759932.63,20.98,7.39,413534.75,11.42
759983.08,20.98,7.39,413696.51,11.42
760033.53,20.99,7.4,414050.53,11.44
760213.23,21.0,7.41,414189.74,11.44
760103.59,21.0,7.41,414787.84,11.46
760154.04,21.0,7.41,414914.45,11.46
760333.75,21.01,7.42,414971.43,11.47
760384.2,21.02,7.43,414971.38,11.47
760434.64,21.02,7.43,414971.0,11.47
760594.32,21.03,7.44,414971.0,11.47
760455.99,21.03,7.44,414814.07,11.47
760694.68,21.04,7.45,414874.99,11.47
760429.09,21.03,7.44,414815.34,11.47
760588.77,21.04,7.45,414814.07,11.48
760452.86,21.04,7.45,414897.98,11.48
760208.27,21.04,7.45,415421.65,11.5
760053.92,21.03,7.44,415289.09,11.49
759798.31,21.03,7.44,415199.37,11.49
759978.01,21.04,7.45,415209.84,11.49
759732.4,21.03,7.44,414821.54,11.48
759782.85,21.04,7.45,415449.63,11.5
759833.3,21.05,7.46,415449.58,11.51
759992.98,21.05,7.46,415456.7,11.51
760043.42,21.06,7.47,415464.39,11.51
