ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
263,1284,1091600,6212,1091600
263,1284,1092410,6212,1092410
263,1284,1092410,6212,1092410
263,1284,1092880,6212,1092880
263,1284,1093350,6212,1093350
263,1284,1093820,6212,1093820
264,1292,1094630,6212,1094630
264,1292,1095440,6212,1095440
264,1292,1095440,6212,1095440
264,1292,1095910,6212,1095910
264,1292,1096380,6212,1096380
264,1292,1097030,6212,1097030
264,1292,1097350,6212,1097350
264,1292,1097820,6212,1097820
264,1292,1098290,6212,1098290
264,1292,1098760,6212,1098760
264,1292,1099080,6212,1099080
264,1292,1099080,6212,1099080
264,1292,1099890,6212,1099890
264,1292,1100700,6212,1100700
265,1300,1101510,6212,1101510
265,1300,1101740,6212,1101740
265,1300,1102210,6212,1102210
265,1300,1103020,6212,1103020
265,1300,1103830,6212,1103830
265,1300,1104640,6212,1104640
265,1300,1104960,6212,1104960
265,1300,1104960,6212,1104960
265,1300,1104960,6212,1104960
265,1300,1105420,6212,1105420
265,1300,1105580,6212,1105580
265,1300,1106050,6212,1106050
265,1300,1106050,6212,1106050
265,1300,1106700,6212,1106700
265,1300,1107020,6212,1107020
265,1300,1107340,6212,1107340
265,1300,1107810,6212,1107810
266,1302,1108130,6212,1108130
266,1302,1108940,6212,1108940
267,1310,1109750,6212,1109750
267,1310,1110220,6212,1110220
267,1310,1110690,6212,1110690
267,1310,1111500,6212,1111500
267,1310,1112310,6212,1112310
267,1310,1112770,6212,1112770
267,1310,1113420,6212,1113420
267,1310,1113420,6212,1113420
267,1310,1114230,6212,1114230
267,1310,1115040,6212,1115040
267,1310,1115040,6212,1115040
267,1310,1115850,6212,1115850
268,1318,1116660,6212,1116660
268,1318,1117470,6212,1117470
268,1318,1118280,6212,1118280
268,1318,1118510,6212,1118510
268,1318,1119320,6212,1119320
268,1318,1119320,6212,1119320
268,1318,1119320,6212,1119320
268,1318,1119790,6212,1119790
268,1318,1120260,6212,1120260
268,1318,1120730,6212,1120730
268,1318,1121540,6212,1121540
268,1318,1122350,6212,1122350
269,1322,1123160,6212,1123160
269,1322,1123630,6212,1123630
269,1322,1124440,6212,1124440
269,1322,1124910,6212,1124910
270,1330,1125720,6212,1125720
270,1330,1126530,6212,1126530
270,1330,1126760,6212,1126760
270,1330,1127570,6212,1127570
270,1330,1127900,6212,1127900
270,1330,1128130,6212,1128130
270,1330,1128450,6212,1128450
270,1330,1128820,6212,1128820
270,1330,1129290,6212,1129290
270,1330,1129760,6212,1129760
270,1330,1129990,6212,1129990
270,1330,1130460,6212,1130460
270,1330,1131110,6212,1131110
270,1330,1131430,6212,1131430
270,1330,1131750,6212,1131750
270,1330,1132560,6212,1132560
270,1330,1132560,6212,1132560
271,1338,1133370,6212,1133370
271,1338,1134020,6212,1134020
271,1338,1134020,6212,1134020
271,1338,1134020,6212,1134020
271,1338,1134250,6212,1134250
271,1338,1134720,6212,1134720
271,1338,1135530,6212,1135530
271,1338,1136340,6212,1136340
271,1338,1136990,6212,1136990
271,1338,1137640,6212,1137640
271,1338,1138190,6212,1138190
271,1338,1139000,6212,1139000
272,1346,1139810,6212,1139810
272,1346,1140620,6212,1140620
272,1346,1140620,6212,1140620
272,1346,1140620,6212,1140620
272,1346,1141170,6212,1141170
272,1346,1141400,6212,1141400
272,1346,1142210,6212,1142210
272,1346,1142440,6212,1142440
272,1346,1143250,6212,1143250
272,1346,1143250,6212,1143250
272,1346,1143840,6212,1143840
272,1346,1144650,6212,1144650
272,1346,1145460,6212,1145460
273,1354,1145930,6212,1145930
273,1354,1146090,6212,1146090
273,1354,1146560,6212,1146560
273,1354,1147210,6212,1147210
273,1354,1147680,6212,1147680
273,1354,1148150,6212,1148150
273,1354,1148480,6212,1148480
273,1354,1148800,6212,1148800
273,1354,1149270,6212,1149270
273,1354,1150080,6212,1150080
273,1354,1150240,6212,1150240
273,1354,1150240,6212,1150240
273,1354,1151050,6212,1151050
273,1354,1151520,6212,1151520
273,1354,1151840,6212,1151840
273,1354,1152070,6212,1152070
273,1354,1152880,6212,1152880
273,1354,1153530,6212,1153530
273,1354,1153530,6212,1153530
273,1354,1153900,6212,1153900
273,1354,1153900,6212,1153900
274,1356,1154370,6212,1154370
274,1356,1154600,6212,1154600
274,1356,1155410,6212,1155410
275,1364,1156220,6212,1156220
275,1364,1156570,6212,1156570
275,1364,1157040,6212,1157040
275,1364,1157360,6212,1157360
275,1364,1157680,6212,1157680
275,1364,1158490,6212,1158490
275,1364,1159300,6212,1159300
275,1364,1160110,6212,1160110
275,1364,1160340,6212,1160340
275,1364,1160570,6212,1160570
275,1364,1161380,6212,1161380
275,1364,1161380,6212,1161380
275,1364,1162190,6212,1162190
276,1372,1162660,6212,1162660
276,1372,1162980,6212,1162980
276,1372,1163450,6212,1163450
276,1372,1163910,6212,1163910
276,1372,1164720,6212,1164720
276,1372,1165180,6212,1165180
276,1372,1165500,6212,1165500
276,1372,1165500,6212,1165500
276,1372,1165500,6212,1165500
276,1372,1165970,6212,1165970
276,1372,1165970,6212,1165970
276,1372,1166780,6212,1166780
276,1372,1166780,6212,1166780
276,1372,1167250,6212,1167250
276,1372,1168060,6212,1168060
276,1372,1168870,6212,1168870
277,1380,1169340,6212,1169340
277,1380,1169810,6212,1169810
277,1380,1170620,6212,1170620
277,1380,1171080,6212,1171080
277,1380,1171540,6212,1171540
277,1380,1171860,6212,1171860
277,1380,1172330,6212,1172330
277,1380,1172800,6212,1172800
277,1380,1172800,6212,1172800
277,1380,1173610,6212,1173610
277,1380,1173660,6212,1173660
277,1380,1174120,6212,1174120
277,1380,1174710,6212,1174710
277,1380,1175520,6212,1175520
277,1380,1175520,6212,1175520
277,1380,1175520,6212,1175520
278,1384,1176330,6212,1176330
278,1384,1177140,6212,1177140
278,1384,1177370,6212,1177370
278,1384,1177480,6212,1177480
278,1384,1177850,6212,1177850
278,1384,1178660,6212,1178660
278,1384,1178980,6212,1178980
278,1384,1178980,6212,1178980
279,1392,1179450,6212,1179450
279,1392,1179820,6212,1179820
279,1392,1180370,6212,1180370
279,1392,1180370,6212,1180370
279,1392,1180840,6212,1180840
279,1392,1180840,6212,1180840
279,1392,1181310,6212,1181310
279,1392,1182120,6212,1182120
279,1392,1182590,6212,1182590
279,1392,1183400,6212,1183400
279,1392,1183400,6212,1183400
279,1392,1184210,6212,1184210
279,1392,1184860,6212,1184860
280,1400,1185510,6212,1185510
280,1400,1185830,6212,1185830
280,1400,1186380,6212,1186380
280,1400,1186610,6212,1186610
280,1400,1186840,6212,1186840
280,1400,1187210,6212,1187210
280,1400,1187210,6212,1187210
280,1400,1187680,6212,1187680
280,1400,1188490,6212,1188490
280,1400,1188960,6212,1188960
280,1400,1189280,6212,1189280
280,1400,1190090,6212,1190090
280,1400,1190090,6212,1190090
280,1400,1190560,6212,1190560
280,1400,1190880,6212,1190880
280,1400,1191350,6212,1191350
280,1400,1191820,6212,1191820
280,1400,1191820,6212,1191820
280,1400,1191980,6212,1191980
280,1400,1192450,6212,1192450
280,1400,1193260,6212,1193260
281,1402,1193730,6212,1193730
281,1402,1193950,6212,1193950
281,1402,1194760,6212,1194760
281,1402,1194760,6212,1194760
282,1404,1195310,6212,1195310
282,1404,1196120,6212,1196120
283,1406,1196710,6212,1196710
283,1406,1197520,6212,1197520
283,1406,1197990,6212,1197990
284,1414,1198460,6212,1198460
284,1414,1199270,6212,1199270
284,1414,1199270,6212,1199270
284,1414,1200080,6212,1200080
284,1414,1200550,6212,1200550
284,1414,1201360,6212,1201360
284,1414,1201830,6212,1201830
284,1414,1202150,6212,1202150
284,1414,1202470,6212,1202470
284,1414,1203060,6212,1203060
284,1414,1203530,6212,1203530
284,1414,1203990,6212,1203990
284,1414,1204100,6212,1204100
284,1414,1204570,6212,1204570
284,1414,1204940,6212,1204940
284,1414,1205590,6212,1205590
284,1414,1205590,6212,1205590
285,1422,1206060,6212,1206060
285,1422,1206380,6212,1206380
285,1422,1206700,6212,1206700
285,1422,1207510,6212,1207510
285,1422,1207730,6212,1207730
285,1422,1208050,6212,1208050
285,1422,1208520,6212,1208520
285,1422,1208990,6212,1208990
285,1422,1208990,6212,1208990
285,1422,1209800,6212,1209800
285,1422,1210270,6212,1210270
285,1422,1210740,6212,1210740
285,1422,1211290,6212,1211290
285,1422,1211760,6212,1211760
286,1424,1212230,6212,1212230
286,1424,1213040,6212,1213040
286,1424,1213200,6212,1213200
286,1424,1214010,6212,1214010
286,1424,1214010,6212,1214010
286,1424,1214480,6212,1214480
287,1426,1215290,6212,1215290
287,1426,1215290,6212,1215290
287,1426,1215290,6212,1215290
287,1426,1215610,6212,1215610
287,1426,1216070,6212,1216070
288,1434,1216880,6212,1216880
288,1434,1217690,6212,1217690
288,1434,1218340,6212,1218340
288,1434,1218990,6212,1218990
288,1434,1219800,6212,1219800
288,1434,1219800,6212,1219800
288,1434,1219960,6212,1219960
288,1434,1220430,6212,1220430
288,1434,1221240,6212,1221240
288,1434,1221560,6212,1221560
288,1434,1222040,6212,1222040
288,1434,1222040,6212,1222040
288,1434,1222410,6212,1222410
288,1434,1222410,6212,1222410
288,1434,1222780,6212,1222780
288,1434,1223010,6212,1223010
288,1434,1223820,6212,1223820
288,1434,1223820,6212,1223820
289,1442,1224630,6212,1224630
289,1442,1224950,6212,1224950
289,1442,1225420,6212,1225420
289,1442,1225890,6212,1225890
289,1442,1226700,6212,1226700
289,1442,1227510,6212,1227510
289,1442,1228320,6212,1228320
289,1442,1228790,6212,1228790
289,1442,1229600,6212,1229600
289,1442,1230070,6212,1230070
289,1442,1230880,6212,1230880
290,1450,1231690,6212,1231690
290,1450,1232500,6212,1232500
290,1450,1232970,6212,1232970
290,1450,1233200,6212,1233200
290,1450,1233850,6212,1233850
290,1450,1234660,6212,1234660
290,1450,1235120,6212,1235120
290,1450,1235590,6212,1235590
290,1450,1236400,6212,1236400
290,1450,1236870,6212,1236870
290,1450,1236870,6212,1236870
290,1450,1237330,6212,1237330
290,1450,1237650,6212,1237650
291,1458,1238120,6212,1238120
291,1458,1238580,6212,1238580
291,1458,1239050,6212,1239050
291,1458,1239520,6212,1239520
291,1458,1240330,6212,1240330
291,1458,1240330,6212,1240330
291,1458,1241140,6212,1241140
291,1458,1241950,6212,1241950
291,1458,1241950,6212,1241950
291,1458,1242420,6212,1242420
291,1458,1243230,6212,1243230
291,1458,1243880,6212,1243880
292,1460,1244690,6212,1244690
292,1460,1244690,6212,1244690
292,1460,1244690,6212,1244690
292,1460,1245500,6212,1245500
292,1460,1245730,6212,1245730
292,1460,1246200,6212,1246200
293,1462,1246670,6212,1246670
293,1462,1247220,6212,1247220
294,1470,1248030,6212,1248030
294,1470,1248510,6212,1248510
294,1470,1248970,6212,1248970
294,1470,1249780,6212,1249780
294,1470,1250010,6212,1250010
294,1470,1250480,6212,1250480
294,1470,1251130,6212,1251130
294,1470,1251600,6212,1251600
294,1470,1252410,6212,1252410
294,1470,1253060,6212,1253060
294,1470,1253870,6212,1253870
294,1470,1254190,6212,1254190
294,1470,1254510,6212,1254510
294,1470,1254510,6212,1254510
294,1470,1254980,6212,1254980
294,1470,1255300,6212,1255300
295,1472,1255770,6212,1255770
295,1472,1256420,6212,1256420
296,1480,1257230,6212,1257230
296,1480,1258040,6212,1258040
296,1480,1258850,6212,1258850
296,1480,1259320,6212,1259320
296,1480,1259640,6212,1259640
296,1480,1259870,6212,1259870
296,1480,1260680,6212,1260680
296,1480,1261490,6212,1261490
296,1480,1261960,6212,1261960
296,1480,1262430,6212,1262430
296,1480,1263240,6212,1263240
297,1488,1264050,6212,1264050
297,1488,1264280,6212,1264280
297,1488,1265090,6212,1265090
297,1488,1265740,6212,1265740
297,1488,1266210,6212,1266210
297,1488,1267020,6212,1267020
297,1488,1267490,6212,1267490
297,1488,1268300,6212,1268300
297,1488,1268770,6212,1268770
297,1488,1269090,6212,1269090
297,1488,1269090,6212,1269090
297,1488,1269560,6212,1269560
297,1488,1269880,6212,1269880
297,1488,1270690,6212,1270690
298,1496,1271010,6212,1271010
298,1496,1271480,6212,1271480
298,1496,1272290,6212,1272290
298,1496,1272940,6212,1272940
298,1496,1273170,6212,1273170
298,1496,1273980,6212,1273980
298,1496,1274450,6212,1274450
298,1496,1275260,6212,1275260
298,1496,1276070,6212,1276070
298,1496,1276880,6212,1276880
298,1496,1277200,6212,1277200
299,1500,1278010,6212,1278010
299,1500,1278230,6212,1278230
299,1500,1278550,6212,1278550
299,1500,1278920,6212,1278920
299,1500,1279390,6212,1279390
299,1500,1279390,6212,1279390
299,1500,1280200,6212,1280200
299,1500,1280520,6212,1280520
300,1502,1281330,6212,1281330
300,1502,1281490,6212,1281490
301,1504,1281960,6212,1281960
301,1504,1282430,6212,1282430
301,1504,1283240,6212,1283240
301,1504,1283710,6212,1283710
301,1504,1284180,6212,1284180
301,1504,1284340,6212,1284340
302,1506,1285150,6212,1285150
303,1508,1285800,6212,1285800
303,1508,1286390,6212,1286390
303,1508,1286740,6212,1286740
303,1508,1287550,6212,1287550
303,1508,1288100,6212,1288100
303,1508,1288910,6212,1288910
304,1516,1289380,6212,1289380
304,1516,1289380,6212,1289380
304,1516,1289970,6212,1289970
304,1516,1289970,6212,1289970
304,1516,1290440,6212,1290440
304,1516,1290910,6212,1290910
304,1516,1291230,6212,1291230
304,1516,1291700,6212,1291700
304,1516,1292510,6212,1292510
304,1516,1293320,6212,1293320
304,1516,1293320,6212,1293320
304,1516,1293640,6212,1293640
304,1516,1294110,6212,1294110
304,1516,1294110,6212,1294110
304,1516,1294760,6212,1294760
304,1516,1295230,6212,1295230
304,1516,1295550,6212,1295550
305,1518,1295870,6212,1295870
305,1518,1296340,6212,1296340
305,1518,1296810,6212,1296810
305,1518,1297140,6212,1297140
306,1526,1297580,6212,1297580
306,1526,1298390,6212,1298390
306,1526,1299200,6212,1299200
306,1526,1299670,6212,1299670
306,1526,1299990,6212,1299990
306,1526,1300540,6212,1300540
306,1526,1301010,6212,1301010
306,1526,1301170,6212,1301170
306,1526,1301170,6212,1301170
306,1526,1301640,6212,1301640
306,1526,1301960,6212,1301960
306,1526,1302550,6212,1302550
306,1526,1303360,6212,1303360
306,1526,1303360,6212,1303360
306,1526,1303590,6212,1303590
306,1526,1303820,6212,1303820
306,1526,1304140,6212,1304140
306,1526,1304370,6212,1304370
307,1528,1304840,6212,1304840
307,1528,1304840,6212,1304840
307,1528,1305650,6212,1305650
307,1528,1305970,6212,1305970
307,1528,1306440,6212,1306440
308,1536,1307250,6212,1307250
308,1536,1308060,6212,1308060
308,1536,1308650,6212,1308650
308,1536,1309460,6212,1309460
308,1536,1310270,6212,1310270
308,1536,1310740,6212,1310740
308,1536,1311210,6212,1311210
308,1536,1311530,6212,1311530
308,1536,1311760,6212,1311760
308,1536,1312350,6212,1312350
308,1536,1312820,6212,1312820
308,1536,1313050,6212,1313050
309,1544,1313860,6212,1313860
309,1544,1314670,6212,1314670
309,1544,1315480,6212,1315480
309,1544,1316290,6212,1316290
309,1544,1316290,6212,1316290
309,1544,1317100,6212,1317100
309,1544,1317910,6212,1317910
309,1544,1318230,6212,1318230
309,1544,1318230,6212,1318230
309,1544,1318700,6212,1318700
309,1544,1319510,6212,1319510
309,1544,1320320,6212,1320320
309,1544,1320480,6212,1320480
310,1546,1320950,6212,1320950
310,1546,1321420,6212,1321420
311,1548,1322230,6212,1322230
311,1548,1322880,6212,1322880
311,1548,1323200,6212,1323200
311,1548,1323750,6212,1323750
311,1548,1323750,6212,1323750
312,1550,1324560,6212,1324560
312,1550,1324910,6212,1324910
312,1550,1325380,6212,1325380
312,1550,1325850,6212,1325850
313,1558,1326660,6212,1326660
313,1558,1326980,6212,1326980
313,1558,1327450,6212,1327450
313,1558,1327920,6212,1327920
313,1558,1328240,6212,1328240
313,1558,1328710,6212,1328710
313,1558,1329180,6212,1329180
313,1558,1329650,6212,1329650
313,1558,1330120,6212,1330120
313,1558,1330930,6212,1330930
313,1558,1330930,6212,1330930
313,1558,1331740,6212,1331740
314,1566,1332210,6212,1332210
314,1566,1332680,6212,1332680
314,1566,1333150,6212,1333150
314,1566,1333370,6212,1333370
314,1566,1334180,6212,1334180
314,1566,1334500,6212,1334500
315,1568,1334730,6212,1334730
315,1568,1335540,6212,1335540
315,1568,1335590,6212,1335590
315,1568,1336060,6212,1336060
315,1568,1336530,6212,1336530
315,1568,1337000,6212,1337000
315,1568,1337000,6212,1337000
315,1568,1337810,6212,1337810
315,1568,1337810,6212,1337810
315,1568,1338620,6212,1338620
315,1568,1338620,6212,1338620
315,1568,1339090,6212,1339090
316,1570,1339740,6212,1339740
316,1570,1340220,6212,1340220
316,1570,1340680,6212,1340680
316,1570,1341150,6212,1341150
316,1570,1341960,6212,1341960
317,1578,1342610,6212,1342610
317,1578,1342930,6212,1342930
317,1578,1343740,6212,1343740
317,1578,1344210,6212,1344210
317,1578,1345020,6212,1345020
317,1578,1345340,6212,1345340
317,1578,1345810,6212,1345810
317,1578,1346620,6212,1346620
317,1578,1346850,6212,1346850
317,1578,1347320,6212,1347320
317,1578,1347790,6212,1347790
317,1578,1348260,6212,1348260
317,1578,1348720,6212,1348720
317,1578,1349190,6212,1349190
317,1578,1350000,6212,1350000
317,1578,1350230,6212,1350230
318,1586,1350550,6212,1350550
318,1586,1350870,6212,1350870
318,1586,1351680,6212,1351680
318,1586,1352490,6212,1352490
318,1586,1353140,6212,1353140
318,1586,1353610,6212,1353610
318,1586,1353930,6212,1353930
318,1586,1354580,6212,1354580
318,1586,1355390,6212,1355390
318,1586,1356200,6212,1356200
319,1588,1357010,6212,1357010
319,1588,1357010,6212,1357010
319,1588,1357480,6212,1357480
319,1588,1357950,6212,1357950
319,1588,1358270,6212,1358270
319,1588,1358740,6212,1358740
320,1596,1359210,6212,1359210
320,1596,1359440,6212,1359440
320,1596,1359670,6212,1359670
320,1596,1359670,6212,1359670
320,1596,1359670,6212,1359670
320,1596,1359670,6212,1359670
320,1596,1360140,6212,1360140
320,1596,1360950,6212,1360950
320,1596,1361420,6212,1361420
320,1596,1361890,6212,1361890
320,1596,1361890,6212,1361890
320,1596,1362540,6212,1362540
320,1596,1363350,6212,1363350
320,1596,1363350,6212,1363350
320,1596,1363820,6212,1363820
320,1596,1364630,6212,1364630
320,1596,1364630,6212,1364630
320,1596,1365440,6212,1365440
321,1604,1366250,6212,1366250
321,1604,1366570,6212,1366570
321,1604,1366940,6212,1366940
321,1604,1367490,6212,1367490
321,1604,1367490,6212,1367490
321,1604,1367490,6212,1367490
321,1604,1367950,6212,1367950
321,1604,1368420,6212,1368420
321,1604,1368890,6212,1368890
321,1604,1369700,6212,1369700
321,1604,1370170,6212,1370170
321,1604,1370170,6212,1370170
321,1604,1370390,6212,1370390
321,1604,1371200,6212,1371200
321,1604,1371750,6212,1371750
321,1604,1372220,6212,1372220
321,1604,1372690,6212,1372690
321,1604,1373010,6212,1373010
322,1606,1373480,6212,1373480
322,1606,1374290,6212,1374290
322,1606,1374290,6212,1374290
323,1614,1375100,6212,1375100
323,1614,1375910,6212,1375910
323,1614,1375910,6212,1375910
323,1614,1376720,6212,1376720
323,1614,1376950,6212,1376950
323,1614,1377420,6212,1377420
323,1614,1377880,6212,1377880
323,1614,1378350,6212,1378350
323,1614,1379160,6212,1379160
323,1614,1379810,6212,1379810
323,1614,1380130,6212,1380130
323,1614,1380940,6212,1380940
323,1614,1380940,6212,1380940
323,1614,1381410,6212,1381410
323,1614,1381880,6212,1381880
324,1616,1382690,6212,1382690
324,1616,1383160,6212,1383160
324,1616,1383630,6212,1383630
324,1616,1383630,6212,1383630
324,1616,1383630,6212,1383630
325,1624,1384280,6212,1384280
325,1624,1385090,6212,1385090
325,1624,1385090,6212,1385090
325,1624,1385560,6212,1385560
325,1624,1385880,6212,1385880
325,1624,1385880,6212,1385880
325,1624,1386430,6212,1386430
325,1624,1386750,6212,1386750
325,1624,1387560,6212,1387560
325,1624,1388370,6212,1388370
325,1624,1389180,6212,1389180
325,1624,1389500,6212,1389500
325,1624,1390310,6212,1390310
325,1624,1390310,6212,1390310
326,1632,1390900,6212,1390900
326,1632,1391710,6212,1391710
326,1632,1391930,6212,1391930
326,1632,1392740,6212,1392740
326,1632,1393210,6212,1393210
326,1632,1393530,6212,1393530
326,1632,1393760,6212,1393760
326,1632,1394570,6212,1394570
326,1632,1395220,6212,1395220
326,1632,1395220,6212,1395220
326,1632,1395450,6212,1395450
326,1632,1396260,6212,1396260
326,1632,1396630,6212,1396630
327,1634,1397440,6212,1397440
328,1636,1398090,6212,1398090
328,1636,1398320,6212,1398320
328,1636,1398790,6212,1398790
328,1636,1399250,6212,1399250
328,1636,1399250,6212,1399250
329,1644,1399900,6212,1399900
329,1644,1400710,6212,1400710
329,1644,1401520,6212,1401520
329,1644,1402330,6212,1402330
329,1644,1403140,6212,1403140
329,1644,1403140,6212,1403140
329,1644,1403140,6212,1403140
329,1644,1403950,6212,1403950
329,1644,1404760,6212,1404760
329,1644,1405080,6212,1405080
329,1644,1405080,6212,1405080
329,1644,1405890,6212,1405890
329,1644,1405890,6212,1405890
329,1644,1406700,6212,1406700
329,1644,1406930,6212,1406930
329,1644,1406930,6212,1406930
330,1652,1407740,6212,1407740
330,1652,1408550,6212,1408550
330,1652,1408550,6212,1408550
330,1652,1409020,6212,1409020
330,1652,1409830,6212,1409830
330,1652,1410640,6212,1410640
330,1652,1410640,6212,1410640
330,1652,1411230,6212,1411230
330,1652,1411820,6212,1411820
330,1652,1411820,6212,1411820
330,1652,1411820,6212,1411820
330,1652,1412630,6212,1412630
330,1652,1413100,6212,1413100
330,1652,1413420,6212,1413420
330,1652,1413890,6212,1413890
331,1660,1414700,6212,1414700
331,1660,1415510,6212,1415510
331,1660,1415510,6212,1415510
331,1660,1415980,6212,1415980
331,1660,1416790,6212,1416790
331,1660,1417600,6212,1417600
331,1660,1418410,6212,1418410
331,1660,1418570,6212,1418570
331,1660,1419380,6212,1419380
331,1660,1419750,6212,1419750
331,1660,1420070,6212,1420070
331,1660,1420880,6212,1420880
332,1662,1421690,6212,1421690
332,1662,1422500,6212,1422500
333,1670,1422970,6212,1422970
333,1670,1422970,6212,1422970
333,1670,1423780,6212,1423780
333,1670,1424010,6212,1424010
333,1670,1424480,6212,1424480
333,1670,1425290,6212,1425290
333,1670,1425520,6212,1425520
333,1670,1425680,6212,1425680
333,1670,1426490,6212,1426490
333,1670,1427300,6212,1427300
333,1670,1428110,6212,1428110
333,1670,1428700,6212,1428700
334,1678,1429510,6212,1429510
334,1678,1429670,6212,1429670
334,1678,1429780,6212,1429780
334,1678,1430430,6212,1430430
334,1678,1431020,6212,1431020
334,1678,1431830,6212,1431830
334,1678,1432290,6212,1432290
334,1678,1432760,6212,1432760
334,1678,1432760,6212,1432760
334,1678,1433570,6212,1433570
334,1678,1434380,6212,1434380
334,1678,1434380,6212,1434380
334,1678,1435190,6212,1435190
334,1678,1435660,6212,1435660
335,1680,1436470,6212,1436470
335,1680,1437020,6212,1437020
336,1688,1437490,6212,1437490
336,1688,1437490,6212,1437490
336,1688,1438300,6212,1438300
336,1688,1438300,6212,1438300
336,1688,1438530,6212,1438530
336,1688,1439340,6212,1439340
336,1688,1439340,6212,1439340
336,1688,1439570,6212,1439570
336,1688,1440380,6212,1440380
336,1688,1440700,6212,1440700
336,1688,1440930,6212,1440930
336,1688,1441480,6212,1441480
336,1688,1441850,6212,1441850
336,1688,1442080,6212,1442080
336,1688,1442080,6212,1442080
336,1688,1442240,6212,1442240
336,1688,1442890,6212,1442890
336,1688,1443700,6212,1443700
336,1688,1444250,6212,1444250
336,1688,1444250,6212,1444250
337,1696,1444720,6212,1444720
337,1696,1445530,6212,1445530
337,1696,1445530,6212,1445530
337,1696,1445690,6212,1445690
337,1696,1446500,6212,1446500
337,1696,1446970,6212,1446970
337,1696,1446970,6212,1446970
337,1696,1447290,6212,1447290
337,1696,1448100,6212,1448100
337,1696,1448560,6212,1448560
337,1696,1449370,6212,1449370
337,1696,1450180,6212,1450180
337,1696,1450830,6212,1450830
338,1704,1451480,6212,1451480
338,1704,1451950,6212,1451950
338,1704,1452060,6212,1452060
338,1704,1452870,6212,1452870
338,1704,1453100,6212,1453100
338,1704,1453910,6212,1453910
338,1704,1454560,6212,1454560
338,1704,1455370,6212,1455370
338,1704,1455960,6212,1455960
338,1704,1456190,6212,1456190
338,1704,1456670,6212,1456670
338,1704,1457140,6212,1457140
338,1704,1457140,6212,1457140
338,1704,1457610,6212,1457610
338,1704,1457610,6212,1457610
338,1704,1457610,6212,1457610
338,1704,1457610,6212,1457610
338,1704,1457610,6212,1457610
338,1704,1458080,6212,1458080
339,1712,1458550,6212,1458550
339,1712,1458780,6212,1458780
339,1712,1459430,6212,1459430
339,1712,1459980,6212,1459980
339,1712,1460790,6212,1460790
339,1712,1461020,6212,1461020
339,1712,1461490,6212,1461490
339,1712,1461960,6212,1461960
339,1712,1462610,6212,1462610
339,1712,1462770,6212,1462770
339,1712,1463420,6212,1463420
339,1712,1463420,6212,1463420
339,1712,1463650,6212,1463650
340,1714,1464120,6212,1464120
340,1714,1464170,6212,1464170
340,1714,1464980,6212,1464980
340,1714,1465300,6212,1465300
340,1714,1466110,6212,1466110
340,1714,1466430,6212,1466430
340,1714,1466900,6212,1466900
340,1714,1467360,6212,1467360
340,1714,1467680,6212,1467680
341,1722,1468330,6212,1468330
341,1722,1468800,6212,1468800
341,1722,1468800,6212,1468800
341,1722,1469270,6212,1469270
341,1722,1469740,6212,1469740
341,1722,1470550,6212,1470550
341,1722,1471360,6212,1471360
341,1722,1472170,6212,1472170
341,1722,1472630,6212,1472630
341,1722,1473100,6212,1473100
341,1722,1473100,6212,1473100
341,1722,1473420,6212,1473420
341,1722,1473420,6212,1473420
341,1722,1474230,6212,1474230
342,1730,1475040,6212,1475040
342,1730,1475200,6212,1475200
342,1730,1476010,6212,1476010
342,1730,1476660,6212,1476660
342,1730,1477310,6212,1477310
342,1730,1477680,6212,1477680
342,1730,1478490,6212,1478490
342,1730,1478960,6212,1478960
342,1730,1479610,6212,1479610
342,1730,1480070,6212,1480070
342,1730,1480540,6212,1480540
342,1730,1481350,6212,1481350
343,1732,1482160,6212,1482160
343,1732,1482630,6212,1482630
343,1732,1483100,6212,1483100
344,1734,1483560,6212,1483560
344,1734,1484370,6212,1484370
345,1742,1484920,6212,1484920
345,1742,1484920,6212,1484920
345,1742,1485390,6212,1485390
345,1742,1486200,6212,1486200
345,1742,1487010,6212,1487010
345,1742,1487560,6212,1487560
345,1742,1487880,6212,1487880
345,1742,1488110,6212,1488110
345,1742,1488570,6212,1488570
345,1742,1489380,6212,1489380
345,1742,1490190,6212,1490190
345,1742,1490510,6212,1490510
345,1742,1491320,6212,1491320
345,1742,1491640,6212,1491640
346,1750,1492450,6212,1492450
346,1750,1492920,6212,1492920
346,1750,1493730,6212,1493730
346,1750,1494540,6212,1494540
