ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_11a2-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
809849.19,20.15,7.17,484491.69,12.06
809904.04,20.16,7.17,484507.71,12.06
809646.67,20.15,7.17,484379.54,12.06
809701.51,20.16,7.17,484379.54,12.06
809756.35,20.16,7.18,485706.53,12.09
809811.19,20.17,7.19,485834.13,12.1
809581.09,20.16,7.18,485590.32,12.09
809635.93,20.17,7.19,485626.42,12.1
809794.81,20.18,7.19,485625.91,12.1
809710.21,20.18,7.19,485625.33,12.1
809867.75,20.18,7.2,485625.33,12.1
809580.39,20.18,7.19,485693.09,12.1
809635.23,20.18,7.2,485658.35,12.11
809507.23,20.18,7.2,485502.84,12.1
809740.56,20.19,7.21,485478.42,12.1
809795.4,20.19,7.21,485469.83,12.11
809795.4,20.19,7.21,485439.97,12.11
809795.4,20.19,7.21,485473.12,12.11
809955.68,20.2,7.22,486149.6,12.12
810010.53,20.21,7.22,486404.85,12.13
809858.11,20.2,7.22,485824.63,12.12
809772.11,20.2,7.22,486834.19,12.15
809932.39,20.21,7.23,486878.43,12.15
809702.28,20.21,7.22,486591.61,12.14
809861.16,20.21,7.23,486502.01,12.14
809776.56,20.21,7.23,486501.73,12.14
809776.56,20.21,7.23,486492.03,12.14
809831.4,20.22,7.23,486765.09,12.15
809886.25,20.22,7.24,486884.76,12.16
809886.25,20.22,7.24,486854.9,12.16
809941.09,20.23,7.25,486904.53,12.16
810099.96,20.23,7.25,486904.01,12.16
810015.37,20.23,7.25,486903.44,12.16
810175.65,20.24,7.26,486903.44,12.16
810230.49,20.25,7.26,486903.44,12.17
810285.33,20.25,7.27,486973.65,12.17
810055.23,20.25,7.27,486961.1,12.17
810288.56,20.26,7.27,486903.44,12.17
810448.84,20.26,7.28,487697.99,12.19
810503.68,20.27,7.29,487921.89,12.2
810558.53,20.27,7.29,488350.07,12.21
810338.42,20.27,7.29,488018.35,12.21
810105.26,20.27,7.28,488124.77,12.21
810264.14,20.27,7.29,488124.25,12.21
810318.98,20.28,7.3,488123.68,12.21
810373.82,20.28,7.3,488123.68,12.22
810428.67,20.29,7.31,488123.68,12.22
810344.07,20.29,7.31,488236.06,12.22
810501.61,20.3,7.31,488230.81,12.23
810373.61,20.29,7.31,488075.3,12.22
810428.46,20.3,7.32,488200.98,12.23
810483.3,20.3,7.32,488496.83,12.24
810643.58,20.31,7.33,488819.96,12.25
810413.47,20.31,7.33,489455.81,12.26
810468.32,20.31,7.33,489455.26,12.27
810628.6,20.32,7.34,489454.72,12.27
810398.49,20.32,7.33,489454.72,12.27
810556.04,20.32,7.34,489454.72,12.27
810556.04,20.32,7.34,489431.26,12.27
810610.88,20.33,7.35,489667.52,12.28
810771.16,20.34,7.35,489683.14,12.28
810928.7,20.34,7.36,489772.9,12.29
810721.33,20.34,7.36,489573.7,12.28
810954.67,20.35,7.37,490800.48,12.31
810724.56,20.34,7.36,490645.79,12.31
810884.84,20.35,7.37,490861.78,12.32
810697.02,20.35,7.37,490668.41,12.32
810697.02,20.35,7.37,490703.29,12.32
810857.3,20.35,7.37,490682.29,12.32
810627.19,20.35,7.37,490570.14,12.32
810497.68,20.35,7.37,490533.79,12.32
810552.53,20.36,7.37,490174.7,12.31
810607.37,20.36,7.38,489958.17,12.31
810662.21,20.37,7.38,490127.7,12.31
810822.49,20.37,7.39,490134.07,12.32
810877.33,20.38,7.4,490352.35,12.32
810877.33,20.38,7.4,490302.9,12.32
811034.88,20.39,7.4,490302.36,12.32
810777.51,20.38,7.4,490301.81,12.32
810691.51,20.38,7.4,490260.35,12.32
810746.35,20.39,7.4,490260.35,12.33
810746.35,20.39,7.4,490271.72,12.33
810906.63,20.39,7.41,490271.72,12.33
810961.47,20.4,7.42,490338.77,12.33
811016.32,20.4,7.42,490366.42,12.34
810861.65,20.4,7.42,490210.91,12.33
810916.49,20.41,7.42,490319.4,12.34
810696.39,20.4,7.42,490116.21,12.33
810856.67,20.41,7.43,491128.41,12.36
810856.67,20.41,7.43,491129.52,12.36
811014.21,20.42,7.43,491364.68,12.37
811014.21,20.42,7.43,491362.33,12.37
811014.21,20.42,7.43,491370.37,12.37
810794.11,20.41,7.43,491061.69,12.36
810848.95,20.42,7.44,491189.28,12.37
811009.23,20.42,7.44,491239.91,12.37
811009.23,20.42,7.44,491220.32,12.37
810779.12,20.42,7.44,491078.49,12.37
810521.75,20.42,7.43,491092.67,12.37
810521.75,20.42,7.43,491092.67,12.37
810679.3,20.42,7.44,491091.58,12.37
810839.58,20.43,7.45,491091.58,12.37
810894.42,20.44,7.45,491128.63,12.38
810727.05,20.43,7.45,491091.58,12.38
810496.95,20.43,7.45,491091.58,12.38
810657.23,20.44,7.45,491091.58,12.38
810657.23,20.44,7.45,491091.58,12.38
810712.07,20.44,7.46,491690.28,12.4
810626.07,20.44,7.46,491451.84,12.39
810786.35,20.45,7.47,491387.27,12.39
810466.35,20.44,7.46,491067.27,12.39
810453.09,20.44,7.46,492400.7,12.42
810607.89,20.45,7.47,492441.19,12.42
810662.74,20.45,7.47,492307.02,12.42
810717.58,20.46,7.48,492426.68,12.43
810568.81,20.46,7.47,492271.18,12.42
810568.81,20.46,7.47,492255.44,12.42
810623.65,20.46,7.48,492305.06,12.43
810399.02,20.46,7.48,491987.73,12.42
810556.56,20.47,7.48,492063.2,12.42
810714.11,20.47,7.49,492391.95,12.43
810915.16,20.48,7.5,492390.86,12.44
810915.16,20.48,7.5,492394.89,12.44
811080.91,20.49,7.51,492394.89,12.44
811135.75,20.49,7.51,492394.89,12.44
811190.6,20.5,7.52,492428.0,12.44
811245.44,20.5,7.52,492475.8,12.45
811402.98,20.51,7.53,492522.29,12.45
811177.4,20.51,7.53,492394.89,12.45
811232.25,20.51,7.53,492394.89,12.45
811232.25,20.51,7.53,492350.78,12.45
811287.09,20.52,7.54,494006.89,12.5
811447.37,20.53,7.54,494013.26,12.5
811217.26,20.52,7.54,493873.75,12.49
811217.26,20.52,7.54,493880.04,12.49
811383.02,20.53,7.55,494179.38,12.5
811540.56,20.54,7.55,494178.84,12.51
811314.98,20.53,7.55,493938.65,12.5
811475.26,20.54,7.56,493938.1,12.5
811475.26,20.54,7.56,493893.5,12.5
811184.39,20.54,7.55,493374.06,12.49
811341.93,20.54,7.56,493374.06,12.49
811396.77,20.55,7.57,493579.49,12.5
811139.4,20.54,7.56,493233.95,12.49
810882.04,20.54,7.56,493031.28,12.49
810651.93,20.53,7.55,493164.97,12.49
810466.98,20.53,7.55,493036.87,12.49
810209.61,20.53,7.54,492818.09,12.49
810367.16,20.53,7.55,492828.24,12.49
810156.42,20.53,7.55,492754.55,12.49
810211.26,20.54,7.55,492639.51,12.49
810266.11,20.54,7.56,492518.13,12.49
810320.95,20.55,7.56,494189.9,12.53
810375.79,20.55,7.57,494189.9,12.53
810118.42,20.55,7.56,493812.33,12.52
810173.26,20.55,7.57,493812.33,12.53
810173.26,20.55,7.57,493812.44,12.53
810406.6,20.56,7.58,493812.44,12.53
810461.44,20.57,7.58,493812.44,12.53
810516.28,20.57,7.59,494086.94,12.54
810516.28,20.57,7.59,494051.78,12.54
810676.56,20.58,7.6,494012.85,12.54
810834.11,20.59,7.6,494136.52,12.55
810888.95,20.59,7.61,494729.28,12.56
810658.84,20.59,7.61,495457.58,12.58
810401.47,20.58,7.6,495030.22,12.57
810559.02,20.59,7.61,495105.69,12.58
810391.65,20.59,7.61,495121.51,12.58
810134.28,20.58,7.6,494770.75,12.57
810134.28,20.58,7.6,494580.0,12.57
810189.12,20.59,7.61,494220.91,12.56
810349.4,20.6,7.61,494308.88,12.56
810092.04,20.59,7.61,494274.97,12.56
810146.88,20.6,7.61,494058.44,12.56
809916.77,20.59,7.61,493814.92,12.56
809971.61,20.6,7.62,493814.36,12.56
809866.95,20.6,7.61,493708.86,12.56
809716.04,20.59,7.61,493386.41,12.55
809716.04,20.59,7.61,493338.78,12.55
809770.88,20.6,7.62,493338.25,12.55
809825.72,20.61,7.62,493338.25,12.55
809825.72,20.61,7.62,493571.67,12.56
810018.63,20.61,7.63,493571.67,12.56
810073.47,20.62,7.64,493732.95,12.57
809871.23,20.61,7.63,493762.47,12.57
809704.0,20.61,7.63,493714.33,12.57
809864.28,20.62,7.64,493673.68,12.57
809919.12,20.62,7.64,493826.4,12.58
809699.02,20.62,7.64,494830.18,12.6
809699.02,20.62,7.64,494796.69,12.6
809856.56,20.63,7.65,494963.98,12.61
809911.4,20.63,7.65,494604.89,12.6
809744.04,20.63,7.65,494303.33,12.59
809945.09,20.64,7.66,494191.92,12.59
809945.09,20.64,7.66,494241.93,12.59
809999.93,20.65,7.66,493882.83,12.59
810160.21,20.65,7.67,493861.84,12.59
810160.21,20.65,7.67,493811.82,12.59
809940.11,20.65,7.67,493702.57,12.59
809699.23,20.64,7.66,493497.58,12.58
809699.23,20.64,7.66,493550.35,12.58
809856.77,20.65,7.67,493831.61,12.59
809911.61,20.66,7.67,493615.08,12.59
810071.89,20.66,7.68,493614.55,12.59
809851.79,20.66,7.68,493613.99,12.59
809594.42,20.66,7.67,493359.0,12.59
809795.47,20.66,7.68,493378.05,12.59
809961.23,20.67,7.69,493360.93,12.59
810016.07,20.68,7.69,493359.0,12.59
810070.91,20.68,7.7,493359.0,12.6
810228.46,20.69,7.71,493359.0,12.6
810105.51,20.69,7.7,493203.49,12.59
809879.93,20.68,7.7,494094.85,12.62
810113.26,20.69,7.71,493995.07,12.62
810168.11,20.7,7.72,494503.7,12.63
810222.95,20.7,7.72,494503.15,12.64
810277.79,20.71,7.73,494502.61,12.64
810332.63,20.72,7.73,494502.61,12.64
810492.91,20.72,7.74,494502.61,12.64
810235.54,20.72,7.73,494691.8,12.65
810235.54,20.72,7.73,494699.55,12.65
810393.09,20.72,7.74,494699.55,12.65
810172.98,20.72,7.74,494968.01,12.66
810172.98,20.72,7.74,494955.24,12.66
810227.82,20.73,7.74,495202.8,12.67
810388.11,20.73,7.75,495216.76,12.67
810442.95,20.74,7.76,495812.53,12.69
810497.79,20.75,7.76,495940.12,12.69
810399.3,20.74,7.76,495834.81,12.69
810253.09,20.74,7.76,495459.35,12.68
810410.63,20.75,7.77,495522.49,12.69
810153.26,20.74,7.76,495162.64,12.68
810208.11,20.75,7.77,495208.95,12.68
810040.74,20.75,7.76,495113.37,12.68
810198.28,20.75,7.77,495094.28,12.68
809968.18,20.75,7.77,495409.19,12.69
809813.51,20.75,7.76,495253.69,12.69
809813.51,20.75,7.76,495240.96,12.69
809973.79,20.75,7.77,495185.72,12.69
809716.42,20.75,7.77,495619.46,12.7
809771.26,20.75,7.77,495829.09,12.71
809826.11,20.76,7.78,495956.68,12.71
809880.95,20.77,7.78,495992.78,12.72
809880.95,20.77,7.78,496014.61,12.72
809647.79,20.76,7.78,495837.93,12.71
809327.79,20.75,7.77,495517.93,12.71
809241.79,20.75,7.77,495480.33,12.71
809087.12,20.75,7.77,495324.82,12.7
809246.0,20.76,7.77,495324.3,12.7
809300.84,20.76,7.78,495323.73,12.71
809216.25,20.76,7.78,495323.73,12.71
809271.09,20.77,7.79,495323.73,12.71
809271.09,20.77,7.79,495283.36,12.71
809325.93,20.77,7.79,495395.74,12.72
809523.02,20.78,7.8,495304.95,12.71
809371.05,20.78,7.8,495283.36,12.72
809531.33,20.79,7.8,495847.12,12.73
809301.23,20.78,7.8,495757.71,12.73
809494.14,20.79,7.81,495283.36,12.72
809548.98,20.8,7.81,496839.17,12.76
809266.25,20.79,7.81,496394.17,12.75
809426.53,20.8,7.82,496393.64,12.75
809426.53,20.8,7.82,496372.87,12.75
809196.42,20.8,7.81,496372.31,12.76
809355.3,20.8,7.82,496372.31,12.76
809410.14,20.81,7.82,496372.31,12.76
809151.44,20.8,7.82,496614.46,12.77
808831.44,20.8,7.81,496294.46,12.76
808990.32,20.8,7.82,496123.26,12.76
808997.19,20.8,7.82,496052.31,12.76
809052.04,20.81,7.83,496917.93,12.78
809209.58,20.82,7.84,497053.59,12.79
809367.12,20.83,7.84,497053.05,12.79
809527.4,20.83,7.85,497052.5,12.79
809297.3,20.83,7.85,497052.5,12.79
809158.63,20.83,7.84,496896.99,12.79
809213.47,20.83,7.85,496880.21,12.79
809085.47,20.83,7.85,496724.71,12.79
809085.47,20.83,7.85,496745.81,12.79
809245.75,20.84,7.85,496947.32,12.8
809245.75,20.84,7.85,496926.21,12.79
809015.65,20.83,7.85,496885.86,12.8
809208.56,20.84,7.86,497635.4,12.82
809208.56,20.84,7.86,497657.91,12.82
809263.4,20.85,7.86,497569.53,12.82
809263.4,20.85,7.86,497571.69,12.82
809096.04,20.84,7.86,497498.91,12.82
808938.53,20.84,7.86,497211.79,12.81
789299.61,20.34,8.06,506885.26,13.06
789366.81,20.34,8.06,506959.72,13.07
789104.56,20.34,8.06,506654.02,13.06
788906.49,20.34,8.06,506448.37,13.05
788906.49,20.34,8.06,506448.37,13.05
789090.53,20.34,8.06,506429.16,13.06
789318.74,20.35,8.07,506544.08,13.06
789086.28,20.35,8.07,506927.45,13.07
789348.74,20.36,8.08,506999.51,13.08
789532.77,20.37,8.08,507140.87,13.08
789715.75,20.37,8.09,507140.18,13.08
789782.95,20.38,8.1,507140.18,13.09
789850.14,20.39,8.1,507140.18,13.09
790078.35,20.39,8.11,507140.18,13.09
789802.95,20.39,8.11,506851.02,13.08
789566.11,20.39,8.1,506863.03,13.09
789633.3,20.39,8.11,507261.81,13.1
789817.33,20.4,8.12,507219.67,13.1
789884.53,20.4,8.12,507597.81,13.11
789951.72,20.41,8.13,508232.7,13.13
790018.91,20.42,8.14,508232.7,13.13
790201.89,20.42,8.14,508232.7,13.14
789955.05,20.42,8.14,508161.03,13.14
790217.51,20.43,8.15,508161.03,13.14
790401.54,20.44,8.16,508203.17,13.14
790584.53,20.45,8.17,508194.92,13.14
790329.26,20.44,8.16,507935.9,13.14
790143.47,20.44,8.16,508119.14,13.14
789882.46,20.43,8.15,507857.9,13.14
789949.65,20.44,8.16,507932.54,13.14
789673.86,20.43,8.15,507824.0,13.14
789427.02,20.43,8.15,508643.86,13.16
789611.05,20.44,8.16,508679.77,13.17
789364.21,20.43,8.15,508484.42,13.16
789548.25,20.44,8.16,508672.43,13.17
789731.23,20.45,8.17,508892.99,13.18
789484.39,20.44,8.16,509354.99,13.19
789551.58,20.45,8.17,509390.1,13.19
789734.56,20.46,8.18,509389.41,13.2
789801.75,20.46,8.18,509389.41,13.2
789868.95,20.47,8.19,509389.41,13.2
789868.95,20.47,8.19,509389.41,13.2
789936.14,20.48,8.2,509389.41,13.2
790003.33,20.48,8.2,509389.41,13.21
790187.37,20.49,8.21,509971.72,13.22
790254.56,20.5,8.21,510370.78,13.24
790007.72,20.49,8.21,510205.02,13.23
790007.72,20.49,8.21,510205.02,13.23
790270.18,20.5,8.22,510716.74,13.25
790100.28,20.5,8.22,510509.61,13.24
789914.49,20.49,8.21,510270.72,13.24
789981.68,20.5,8.22,510392.97,13.25
789981.68,20.5,8.22,510392.97,13.25
790048.88,20.51,8.23,510417.12,13.25
789773.09,20.5,8.22,510147.85,13.24
789957.12,20.51,8.23,510147.59,13.24
789957.12,20.51,8.23,510147.59,13.24
789771.33,20.51,8.22,510333.7,13.25
789771.33,20.51,8.22,510333.7,13.25
789954.32,20.51,8.23,510333.26,13.25
789954.32,20.51,8.23,510333.26,13.25
789707.47,20.51,8.23,510333.26,13.25
789537.58,20.51,8.23,510128.89,13.25
789721.61,20.51,8.23,510299.67,13.26
789721.61,20.51,8.23,510299.67,13.26
789506.25,20.51,8.23,510145.28,13.25
789506.25,20.51,8.23,510145.28,13.25
789506.25,20.51,8.23,510145.28,13.25
789573.44,20.52,8.23,510106.22,13.25
789326.6,20.51,8.23,510172.07,13.26
789393.79,20.52,8.24,510131.42,13.26
789460.98,20.52,8.24,510024.69,13.26
789528.18,20.53,8.25,510060.56,13.26
789528.18,20.53,8.25,510060.56,13.26
789418.18,20.53,8.25,509950.56,13.26
789485.37,20.53,8.25,511239.72,13.3
789485.37,20.53,8.25,511239.72,13.3
789552.56,20.54,8.26,511004.8,13.29
789619.75,20.55,8.26,510874.31,13.29
789686.95,20.55,8.27,510976.89,13.3
789754.14,20.56,8.28,511089.04,13.3
789821.33,20.56,8.28,510746.49,13.3
790005.37,20.57,8.29,510801.35,13.3
789758.53,20.57,8.29,510926.92,13.31
789825.72,20.57,8.29,510705.9,13.3
790015.54,20.58,8.3,510498.02,13.3
790082.74,20.59,8.31,510651.71,13.31
790149.93,20.59,8.31,512178.29,13.35
789964.14,20.59,8.31,511993.06,13.34
789721.51,20.59,8.3,512148.97,13.35
789905.54,20.59,8.31,512148.71,13.35
790088.53,20.6,8.32,512148.28,13.35
790155.72,20.61,8.33,511733.92,13.35
790222.91,20.61,8.33,510424.84,13.31
790222.91,20.61,8.33,510424.84,13.31
789986.07,20.61,8.33,510424.84,13.32
790053.26,20.62,8.33,510480.71,13.32
789777.47,20.61,8.33,510476.49,13.32
789844.67,20.62,8.34,510478.75,13.32
789911.86,20.62,8.34,510522.54,13.33
790095.89,20.63,8.35,510499.89,13.33
789879.05,20.63,8.35,511211.31,13.35
789946.25,20.63,8.35,511445.11,13.36
790013.44,20.64,8.36,511564.84,13.36
790193.65,20.64,8.36,511564.15,13.37
789980.63,20.64,8.36,511564.15,13.37
790163.61,20.65,8.37,511581.41,13.37
790346.6,20.66,8.38,511571.59,13.37
790530.63,20.67,8.39,511572.08,13.37
790283.79,20.66,8.38,511564.15,13.38
790350.98,20.67,8.39,511564.15,13.38
790418.18,20.67,8.39,512744.16,13.41
790418.18,20.67,8.39,512744.16,13.41
790485.37,20.68,8.4,512929.14,13.42
790325.37,20.68,8.4,512769.14,13.42
790509.4,20.68,8.4,512974.78,13.42
790287.12,20.68,8.4,512749.13,13.42
790354.32,20.69,8.41,512748.44,13.42
790354.32,20.69,8.41,512748.44,13.42
790354.32,20.69,8.41,512748.44,13.42
790421.51,20.69,8.41,512748.44,13.42
790255.37,20.69,8.41,512653.46,13.42
790322.56,20.7,8.42,512653.46,13.43
790389.75,20.7,8.42,512653.46,13.43
790174.39,20.7,8.42,512474.39,13.42
790358.42,20.71,8.43,512672.83,13.43
790425.61,20.71,8.43,512897.9,13.44
790278.77,20.71,8.43,512474.39,13.43
790345.96,20.72,8.44,512474.39,13.43
790345.96,20.72,8.44,512474.39,13.43
790526.18,20.72,8.44,514110.37,13.48
790593.37,20.73,8.45,514110.09,13.48
790593.37,20.73,8.45,514110.09,13.48
790660.56,20.74,8.45,514109.68,13.48
790727.75,20.74,8.46,514109.68,13.49
790794.95,20.75,8.47,514109.68,13.49
790862.14,20.75,8.47,514109.68,13.49
790929.33,20.76,8.48,514109.68,13.49
790756.32,20.76,8.48,513903.7,13.49
790984.53,20.77,8.49,515308.43,13.53
790984.53,20.77,8.49,515308.43,13.53
791168.56,20.78,8.49,515414.35,13.53
791235.75,20.78,8.5,515414.07,13.54
790988.91,20.78,8.5,515084.09,13.53
790988.91,20.78,8.5,515084.09,13.53
791056.11,20.78,8.5,515083.68,13.53
790795.09,20.78,8.5,515193.01,13.54
790862.28,20.78,8.5,515193.01,13.54
790929.47,20.79,8.51,515193.01,13.54
791119.3,20.8,8.52,515193.01,13.54
791186.49,20.8,8.52,515812.92,13.56
791043.86,20.8,8.52,515462.52,13.56
791043.86,20.8,8.52,515462.52,13.56
791111.05,20.81,8.53,515858.74,13.57
791295.09,20.82,8.54,516032.31,13.58
791523.3,20.83,8.54,515524.21,13.56
791590.49,20.83,8.55,515400.73,13.56
791343.65,20.83,8.55,515931.43,13.58
791571.86,20.84,8.56,516850.66,13.61
791310.84,20.83,8.55,516460.08,13.6
791378.04,20.84,8.56,516384.12,13.6
791445.23,20.84,8.56,516383.84,13.6
791284.21,20.84,8.56,516312.05,13.6
791284.21,20.84,8.56,516312.05,13.6
791474.04,20.85,8.57,516311.64,13.6
791231.4,20.85,8.56,516311.64,13.6
791298.6,20.85,8.57,516311.64,13.61
791365.79,20.86,8.58,516413.21,13.61
791549.82,20.87,8.58,516365.06,13.61
791549.82,20.87,8.58,516365.06,13.61
791549.82,20.87,8.58,516365.06,13.61
791617.02,20.87,8.59,516444.74,13.62
791684.21,20.88,8.6,516649.21,13.62
791437.37,20.87,8.59,516311.64,13.62
791621.4,20.88,8.6,517712.14,13.66
791374.56,20.88,8.6,517451.64,13.65
791637.02,20.89,8.61,517523.7,13.65
791820.0,20.9,8.61,517804.71,13.66
791564.74,20.89,8.61,517648.98,13.66
791288.95,20.89,8.6,517378.04,13.66
791356.14,20.89,8.61,517500.3,13.66
791356.14,20.89,8.61,517500.3,13.66
791356.14,20.89,8.61,517500.3,13.66
791576.46,20.9,8.62,517475.01,13.66
791643.65,20.9,8.62,517474.73,13.66
791581.58,20.91,8.62,517608.66,13.67
791648.77,20.91,8.63,517608.25,13.67
791832.81,20.92,8.64,517608.25,13.67
792015.79,20.93,8.65,517608.25,13.68
792015.79,20.93,8.65,517608.25,13.68
792015.79,20.93,8.65,517608.25,13.68
792198.77,20.94,8.66,517832.33,13.69
791951.93,20.93,8.65,517713.89,13.68
792135.96,20.94,8.66,517743.14,13.69
792203.16,20.95,8.67,517924.97,13.69
791992.11,20.94,8.66,517720.47,13.69
791755.26,20.94,8.66,518857.57,13.72
791822.46,20.94,8.66,518899.73,13.73
792006.49,20.95,8.67,518899.47,13.73
792073.68,20.96,8.68,518899.03,13.73
791826.84,20.95,8.67,518899.03,13.73
791826.84,20.95,8.67,518899.03,13.73
791894.04,20.96,8.68,518899.03,13.73
792077.02,20.97,8.69,519032.07,13.74
792266.84,20.98,8.7,518937.9,13.74
792024.21,20.97,8.69,518899.03,13.74
792224.14,20.98,8.7,519581.35,13.76
791948.35,20.97,8.69,519088.02,13.75
791705.61,20.97,8.69,518714.82,13.74
791889.65,20.98,8.7,518757.49,13.74
792117.86,20.99,8.71,520005.53,13.78
792185.05,20.99,8.71,519662.98,13.77
792252.25,21.0,8.72,519441.96,13.77
792252.25,21.0,8.72,519441.96,13.77
792319.44,21.01,8.73,519207.05,13.77
792502.42,21.02,8.73,519191.62,13.77
792265.58,21.01,8.73,518892.4,13.76
792332.77,21.02,8.74,518585.28,13.76
792522.6,21.03,8.74,518547.85,13.76
792589.79,21.03,8.75,518975.83,13.77
792347.16,21.03,8.75,518863.59,13.77
792531.19,21.04,8.75,519164.33,13.78
792355.4,21.03,8.75,519211.69,13.78
792179.61,21.03,8.75,519070.06,13.78
791932.77,21.02,8.74,518815.4,13.77
792116.81,21.03,8.75,518815.14,13.78
791869.96,21.03,8.75,518814.7,13.78
792132.42,21.04,8.76,518814.7,13.78
792132.42,21.04,8.76,518814.7,13.78
791821.4,21.03,8.75,518485.72,13.77
792005.44,21.04,8.76,518571.02,13.78
792233.65,21.05,8.77,518498.32,13.78
791986.81,21.04,8.76,518485.72,13.78
791711.02,21.04,8.76,518304.53,13.77
791973.47,21.05,8.77,519075.71,13.8
792040.67,21.06,8.77,519312.38,13.81
792224.7,21.06,8.78,519308.25,13.81
791987.86,21.06,8.78,518408.35,13.78
791987.86,21.06,8.78,518408.35,13.78
792171.89,21.07,8.79,520313.56,13.84
792400.11,21.08,8.8,520398.77,13.84
792239.09,21.07,8.79,520473.85,13.84
792037.05,21.07,8.79,520223.71,13.84
792221.09,21.08,8.8,520310.48,13.84
792404.07,21.09,8.81,520309.79,13.85
792404.07,21.09,8.81,520309.79,13.85
792157.23,21.08,8.8,520079.14,13.84
792224.42,21.09,8.81,520079.14,13.84
792064.42,21.08,8.8,519919.14,13.84
791878.07,21.08,8.8,519580.24,13.83
791945.26,21.09,8.81,519580.24,13.84
791945.26,21.09,8.81,519580.24,13.84
792012.46,21.1,8.81,519580.24,13.84
791826.67,21.09,8.81,519686.81,13.84
791893.86,21.1,8.82,519797.04,13.85
791961.05,21.1,8.82,520040.78,13.86
792141.26,21.11,8.83,519775.8,13.85
792141.26,21.11,8.83,519775.8,13.85
792053.61,21.11,8.83,520963.29,13.89
792120.81,21.12,8.84,521034.47,13.89
792304.84,21.12,8.84,521034.21,13.89
792567.3,21.14,8.85,521033.78,13.89
792330.46,21.13,8.85,521033.78,13.9
792513.44,21.14,8.86,521108.86,13.9
792208.18,21.13,8.85,521041.97,13.9
792275.37,21.14,8.86,521033.78,13.9
792342.56,21.15,8.87,521033.78,13.91
792525.54,21.16,8.87,522095.81,13.94
792592.74,21.16,8.88,521721.45,13.93
792406.95,21.16,8.88,522317.78,13.95
792221.16,21.15,8.87,521892.89,13.94
792288.35,21.16,8.88,522183.78,13.95
792516.56,21.17,8.89,521982.91,13.94
792356.56,21.17,8.89,521822.91,13.94
792423.75,21.17,8.89,521869.73,13.94
792423.75,21.17,8.89,521869.73,13.94
792607.79,21.18,8.9,521757.13,13.94
792674.98,21.19,8.91,522801.17,13.97
792674.98,21.19,8.91,522801.17,13.97
792413.96,21.18,8.9,522376.47,13.96
792167.12,21.18,8.9,522287.13,13.96
792234.32,21.18,8.9,522286.85,13.97
792418.35,21.19,8.91,522286.44,13.97
792258.35,21.19,8.91,522126.44,13.96
792258.35,21.19,8.91,522126.44,13.96
792325.54,21.19,8.91,522126.44,13.97
792392.74,21.2,8.92,522126.44,13.97
792575.72,21.21,8.93,522429.86,13.98
792328.88,21.21,8.93,522341.46,13.98
792008.88,21.2,8.92,522021.46,13.97
792192.91,21.21,8.93,521960.26,13.97
792375.89,21.22,8.93,522120.14,13.98
792558.88,21.22,8.94,523723.39,14.02
792312.04,21.22,8.94,523467.23,14.02
792496.07,21.23,8.95,523444.71,14.02
792220.28,21.22,8.94,522939.85,14.01
791973.44,21.22,8.94,522806.85,14.01
792157.47,21.23,8.94,523104.23,14.02
791910.63,21.22,8.94,522848.78,14.01
791647.12,21.22,8.94,522768.5,14.01
924203.07,24.77,8.4,521126.43,13.97
924373.59,24.78,8.4,521110.36,13.97
924130.73,24.78,8.4,521108.92,13.97
924269.83,24.78,8.41,521108.92,13.97
924290.77,24.79,8.41,521444.72,13.99
924412.37,24.8,8.42,521441.91,13.99
924433.31,24.8,8.43,521360.69,13.99
924433.31,24.8,8.43,521338.21,13.99
924190.45,24.8,8.42,521279.54,13.99
924030.0,24.8,8.42,521089.99,13.98
924030.0,24.8,8.42,521052.53,13.98
924050.94,24.8,8.43,522328.37,14.02
924190.03,24.81,8.43,522426.49,14.02
923945.75,24.81,8.43,522292.02,14.02
923843.17,24.8,8.43,522039.99,14.02
923793.41,24.8,8.43,522059.43,14.02
923638.71,24.8,8.43,521905.56,14.01
923790.07,24.81,8.43,521824.73,14.01
923682.68,24.81,8.43,521718.98,14.01
923821.78,24.81,8.44,522209.07,14.03
923842.72,24.82,8.44,522325.85,14.03
923842.72,24.82,8.44,522391.76,14.04
923529.86,24.81,8.44,522058.51,14.03
923287.0,24.81,8.43,521812.65,14.02
923426.1,24.82,8.44,521845.52,14.03
923547.7,24.83,8.45,521840.93,14.03
923718.22,24.83,8.46,521833.85,14.03
