ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
1024,4700,3886630,6212,3886630
1024,4700,3886630,6212,3886630
1024,4700,3887440,6212,3887440
1024,4700,3887760,6212,3887760
1025,4708,3888760,6212,3888760
1025,4708,3889570,6212,3889570
1025,4708,3889800,6212,3889800
1025,4708,3890270,6212,3890270
1025,4708,3891080,6212,3891080
1025,4708,3891550,6212,3891550
1025,4708,3891550,6212,3891550
1025,4708,3892360,6212,3892360
1025,4708,3893010,6212,3893010
1025,4708,3893330,6212,3893330
1025,4708,3893800,6212,3893800
1025,4708,3894270,6212,3894270
1026,4716,3895080,6212,3895080
1026,4716,3895080,6212,3895080
1026,4716,3895400,6212,3895400
1026,4716,3896400,6212,3896400
1026,4716,3897050,6212,3897050
1026,4716,3897860,6212,3897860
1026,4716,3898510,6212,3898510
1026,4716,3898980,6212,3898980
1026,4716,3899790,6212,3899790
1026,4716,3900260,6212,3900260
1026,4716,3901260,6212,3901260
1026,4716,3901260,6212,3901260
1026,4716,3901260,6212,3901260
1027,4724,3901580,6212,3901580
1027,4724,3902050,6212,3902050
1027,4724,3902050,6212,3902050
1027,4724,3902700,6212,3902700
1027,4724,3903510,6212,3903510
1027,4724,3903980,6212,3903980
1027,4724,3904980,6212,3904980
1027,4724,3904980,6212,3904980
1027,4724,3905790,6212,3905790
1027,4724,3905790,6212,3905790
1027,4724,3906260,6212,3906260
1027,4724,3907070,6212,3907070
1027,4724,3907620,6212,3907620
1028,4732,3908620,6212,3908620
1028,4732,3909430,6212,3909430
1028,4732,3909430,6212,3909430
1028,4732,3909900,6212,3909900
1028,4732,3910710,6212,3910710
1028,4732,3910940,6212,3910940
1028,4732,3911410,6212,3911410
1028,4732,3912220,6212,3912220
1028,4732,3912690,6212,3912690
1028,4732,3913160,6212,3913160
1028,4732,3913160,6212,3913160
1028,4732,3913390,6212,3913390
1028,4732,3914200,6212,3914200
1028,4732,3914360,6212,3914360
1028,4732,3914820,6212,3914820
1028,4732,3915290,6212,3915290
1029,4740,3915760,6212,3915760
1029,4740,3916570,6212,3916570
1029,4740,3916890,6212,3916890
1029,4740,3917210,6212,3917210
1029,4740,3918210,6212,3918210
1029,4740,3918680,6212,3918680
1029,4740,3918680,6212,3918680
1029,4740,3919000,6212,3919000
1030,4748,3919470,6212,3919470
1030,4748,3920020,6212,3920020
1030,4748,3920670,6212,3920670
1030,4748,3921670,6212,3921670
1030,4748,3922480,6212,3922480
1030,4748,3923130,6212,3923130
1030,4748,3923780,6212,3923780
1030,4748,3924590,6212,3924590
1030,4748,3925060,6212,3925060
1030,4748,3925380,6212,3925380
1030,4748,3926030,6212,3926030
1031,4756,3927030,6212,3927030
1031,4756,3927500,6212,3927500
1031,4756,3927500,6212,3927500
1031,4756,3927500,6212,3927500
1031,4756,3928500,6212,3928500
1031,4756,3928970,6212,3928970
1031,4756,3929340,6212,3929340
1031,4756,3929810,6212,3929810
1031,4756,3930130,6212,3930130
1031,4756,3931130,6212,3931130
1031,4756,3932130,6212,3932130
1032,4764,3933130,6212,3933130
1032,4764,3933680,6212,3933680
1032,4764,3934680,6212,3934680
1032,4764,3935150,6212,3935150
1032,4764,3935620,6212,3935620
1032,4764,3935620,6212,3935620
1032,4764,3936270,6212,3936270
1032,4764,3936270,6212,3936270
1032,4764,3937080,6212,3937080
1032,4764,3937890,6212,3937890
1032,4764,3937890,6212,3937890
1033,4772,3938890,6212,3938890
1033,4772,3939890,6212,3939890
1033,4772,3940700,6212,3940700
1033,4772,3941170,6212,3941170
1033,4772,3941490,6212,3941490
1033,4772,3941490,6212,3941490
1033,4772,3942300,6212,3942300
1033,4772,3943110,6212,3943110
1033,4772,3944110,6212,3944110
1033,4772,3945110,6212,3945110
1034,4780,3945430,6212,3945430
1034,4780,3946080,6212,3946080
1034,4780,3946890,6212,3946890
1034,4780,3947210,6212,3947210
1034,4780,3948020,6212,3948020
1034,4780,3948490,6212,3948490
1034,4780,3948810,6212,3948810
1034,4780,3949130,6212,3949130
1034,4780,3949780,6212,3949780
1034,4780,3950590,6212,3950590
1034,4780,3951400,6212,3951400
1035,4788,3951950,6212,3951950
1035,4788,3952320,6212,3952320
1035,4788,3952320,6212,3952320
1035,4788,3952790,6212,3952790
1035,4788,3953020,6212,3953020
1035,4788,3953020,6212,3953020
1035,4788,3954020,6212,3954020
1035,4788,3955020,6212,3955020
1035,4788,3955340,6212,3955340
1035,4788,3956150,6212,3956150
1035,4788,3956960,6212,3956960
1035,4788,3957770,6212,3957770
1035,4788,3958230,6212,3958230
1035,4788,3958690,6212,3958690
1035,4788,3958920,6212,3958920
1035,4788,3958920,6212,3958920
1035,4788,3958920,6212,3958920
1036,4796,3959570,6212,3959570
1036,4796,3960380,6212,3960380
1036,4796,3961030,6212,3961030
1036,4796,3961840,6212,3961840
1036,4796,3962070,6212,3962070
1036,4796,3962390,6212,3962390
1036,4796,3962390,6212,3962390
1036,4796,3963200,6212,3963200
1036,4796,3963670,6212,3963670
1036,4796,3964670,6212,3964670
1036,4796,3965130,6212,3965130
1036,4796,3965130,6212,3965130
1037,4804,3965940,6212,3965940
1037,4804,3966750,6212,3966750
1037,4804,3967220,6212,3967220
1037,4804,3967220,6212,3967220
1037,4804,3968030,6212,3968030
1037,4804,3968840,6212,3968840
1037,4804,3969300,6212,3969300
1037,4804,3970300,6212,3970300
1037,4804,3970770,6212,3970770
1037,4804,3971580,6212,3971580
1037,4804,3971900,6212,3971900
1038,4812,3972130,6212,3972130
1038,4812,3972680,6212,3972680
1038,4812,3973490,6212,3973490
1038,4812,3974300,6212,3974300
1038,4812,3974460,6212,3974460
1038,4812,3975110,6212,3975110
1038,4812,3975920,6212,3975920
1038,4812,3976730,6212,3976730
1038,4812,3977050,6212,3977050
1038,4812,3977370,6212,3977370
1038,4812,3978180,6212,3978180
1038,4812,3978650,6212,3978650
1039,4820,3979300,6212,3979300
1039,4820,3979950,6212,3979950
1039,4820,3980950,6212,3980950
1039,4820,3981540,6212,3981540
1039,4820,3981860,6212,3981860
1039,4820,3982330,6212,3982330
1039,4820,3982330,6212,3982330
1039,4820,3982330,6212,3982330
1039,4820,3983140,6212,3983140
1039,4820,3983950,6212,3983950
1039,4820,3984180,6212,3984180
1039,4820,3984410,6212,3984410
1039,4820,3985220,6212,3985220
1039,4820,3985690,6212,3985690
1039,4820,3985690,6212,3985690
1040,4828,3986500,6212,3986500
1040,4828,3987310,6212,3987310
1040,4828,3987630,6212,3987630
1040,4828,3988630,6212,3988630
1040,4828,3989630,6212,3989630
1040,4828,3990440,6212,3990440
1040,4828,3991250,6212,3991250
1040,4828,3991720,6212,3991720
1040,4828,3991720,6212,3991720
1040,4828,3992190,6212,3992190
1040,4828,3992660,6212,3992660
1040,4828,3992980,6212,3992980
1040,4828,3992980,6212,3992980
1041,4836,3993790,6212,3993790
1041,4836,3994260,6212,3994260
1041,4836,3994260,6212,3994260
1041,4836,3995260,6212,3995260
1041,4836,3995730,6212,3995730
1041,4836,3996380,6212,3996380
1041,4836,3997380,6212,3997380
1041,4836,3997700,6212,3997700
1041,4836,3998700,6212,3998700
1041,4836,3998930,6212,3998930
1041,4836,3999740,6212,3999740
1041,4836,4000210,6212,4000210
1042,4844,4000680,6212,4000680
1042,4844,4001330,6212,4001330
1042,4844,4002140,6212,4002140
1042,4844,4002610,6212,4002610
1042,4844,4003420,6212,4003420
1042,4844,4003880,6212,4003880
1042,4844,4004350,6212,4004350
1042,4844,4004820,6212,4004820
1042,4844,4005630,6212,4005630
1042,4844,4005630,6212,4005630
1042,4844,4006000,6212,4006000
1042,4844,4006810,6212,4006810
1043,4852,4007460,6212,4007460
1043,4852,4007460,6212,4007460
1043,4852,4008270,6212,4008270
1043,4852,4009080,6212,4009080
1043,4852,4009550,6212,4009550
1043,4852,4010200,6212,4010200
1043,4852,4010200,6212,4010200
1043,4852,4011200,6212,4011200
1043,4852,4011200,6212,4011200
1043,4852,4011520,6212,4011520
1043,4852,4012330,6212,4012330
1043,4852,4013140,6212,4013140
1043,4852,4013610,6212,4013610
1044,4860,4014260,6212,4014260
1044,4860,4015070,6212,4015070
1044,4860,4015540,6212,4015540
1044,4860,4016350,6212,4016350
1044,4860,4017000,6212,4017000
1044,4860,4017550,6212,4017550
1044,4860,4017550,6212,4017550
1044,4860,4018550,6212,4018550
1044,4860,4018870,6212,4018870
1044,4860,4019680,6212,4019680
1044,4860,4020150,6212,4020150
1044,4860,4020150,6212,4020150
1045,4868,4020960,6212,4020960
1045,4868,4021420,6212,4021420
1045,4868,4022230,6212,4022230
1045,4868,4022550,6212,4022550
1045,4868,4023360,6212,4023360
1045,4868,4023360,6212,4023360
1045,4868,4024360,6212,4024360
1045,4868,4025170,6212,4025170
1045,4868,4025170,6212,4025170
1045,4868,4025980,6212,4025980
1045,4868,4026790,6212,4026790
1046,4876,4027600,6212,4027600
1046,4876,4027600,6212,4027600
1046,4876,4028410,6212,4028410
1046,4876,4029220,6212,4029220
1046,4876,4030030,6212,4030030
1046,4876,4030840,6212,4030840
1046,4876,4031650,6212,4031650
1046,4876,4031650,6212,4031650
1046,4876,4032650,6212,4032650
1046,4876,4033120,6212,4033120
1047,4884,4033930,6212,4033930
1047,4884,4034150,6212,4034150
1047,4884,4034370,6212,4034370
1047,4884,4035180,6212,4035180
1047,4884,4036180,6212,4036180
1047,4884,4036830,6212,4036830
1047,4884,4037300,6212,4037300
1047,4884,4037770,6212,4037770
1047,4884,4038580,6212,4038580
1047,4884,4038580,6212,4038580
1047,4884,4038810,6212,4038810
1047,4884,4039280,6212,4039280
1047,4884,4039870,6212,4039870
1048,4892,4040420,6212,4040420
1048,4892,4041230,6212,4041230
1048,4892,4041230,6212,4041230
1048,4892,4042040,6212,4042040
1048,4892,4042040,6212,4042040
1048,4892,4042690,6212,4042690
1048,4892,4043160,6212,4043160
1048,4892,4043970,6212,4043970
1048,4892,4043970,6212,4043970
1048,4892,4044440,6212,4044440
1048,4892,4044760,6212,4044760
1048,4892,4044760,6212,4044760
1048,4892,4045230,6212,4045230
1048,4892,4046040,6212,4046040
1048,4892,4046200,6212,4046200
1048,4892,4046660,6212,4046660
1048,4892,4047120,6212,4047120
1049,4900,4048120,6212,4048120
1049,4900,4048590,6212,4048590
1049,4900,4049400,6212,4049400
1049,4900,4049720,6212,4049720
1049,4900,4049880,6212,4049880
1049,4900,4049880,6212,4049880
1049,4900,4050690,6212,4050690
1049,4900,4051010,6212,4051010
1049,4900,4051380,6212,4051380
1049,4900,4051850,6212,4051850
1049,4900,4052070,6212,4052070
1049,4900,4052550,6212,4052550
1049,4900,4053020,6212,4053020
1049,4900,4053250,6212,4053250
1049,4900,4054250,6212,4054250
1049,4900,4054250,6212,4054250
1049,4900,4055060,6212,4055060
1049,4900,4055530,6212,4055530
1050,4908,4055850,6212,4055850
1050,4908,4056660,6212,4056660
1050,4908,4057660,6212,4057660
1050,4908,4058470,6212,4058470
1050,4908,4058940,6212,4058940
1050,4908,4059750,6212,4059750
1050,4908,4060400,6212,4060400
1050,4908,4061210,6212,4061210
1050,4908,4062020,6212,4062020
1051,4916,4062490,6212,4062490
1051,4916,4063300,6212,4063300
1051,4916,4064110,6212,4064110
1051,4916,4065110,6212,4065110
1051,4916,4065760,6212,4065760
1051,4916,4065760,6212,4065760
1051,4916,4066130,6212,4066130
1051,4916,4067130,6212,4067130
1051,4916,4067940,6212,4067940
1051,4916,4068590,6212,4068590
1052,4924,4069060,6212,4069060
1052,4924,4069710,6212,4069710
1052,4924,4070520,6212,4070520
1052,4924,4071330,6212,4071330
1052,4924,4072330,6212,4072330
1052,4924,4072800,6212,4072800
1052,4924,4073270,6212,4073270
1052,4924,4073740,6212,4073740
1052,4924,4074060,6212,4074060
1052,4924,4074870,6212,4074870
1052,4924,4075340,6212,4075340
1053,4932,4075990,6212,4075990
1053,4932,4076990,6212,4076990
1053,4932,4077990,6212,4077990
1053,4932,4077990,6212,4077990
1053,4932,4078990,6212,4078990
1053,4932,4079320,6212,4079320
1053,4932,4079790,6212,4079790
1053,4932,4080380,6212,4080380
1053,4932,4080840,6212,4080840
1053,4932,4081070,6212,4081070
1053,4932,4081290,6212,4081290
1053,4932,4081610,6212,4081610
1053,4932,4081930,6212,4081930
1053,4932,4081930,6212,4081930
1053,4932,4082400,6212,4082400
1053,4932,4083400,6212,4083400
1053,4932,4084210,6212,4084210
1054,4940,4084680,6212,4084680
1054,4940,4085150,6212,4085150
1054,4940,4085610,6212,4085610
1054,4940,4086420,6212,4086420
1054,4940,4086740,6212,4086740
1054,4940,4086900,6212,4086900
1054,4940,4087710,6212,4087710
1054,4940,4088520,6212,4088520
1054,4940,4089070,6212,4089070
1054,4940,4089880,6212,4089880
1054,4940,4089880,6212,4089880
1054,4940,4090430,6212,4090430
1055,4948,4091430,6212,4091430
1055,4948,4092240,6212,4092240
1055,4948,4092710,6212,4092710
1055,4948,4092710,6212,4092710
1055,4948,4093180,6212,4093180
1055,4948,4093640,6212,4093640
1055,4948,4093970,6212,4093970
1055,4948,4093970,6212,4093970
1055,4948,4094970,6212,4094970
1055,4948,4095780,6212,4095780
1055,4948,4096590,6212,4096590
1055,4948,4097400,6212,4097400
1055,4948,4098210,6212,4098210
1056,4956,4099020,6212,4099020
1056,4956,4099670,6212,4099670
1056,4956,4100320,6212,4100320
1056,4956,4100640,6212,4100640
1056,4956,4101110,6212,4101110
1056,4956,4101580,6212,4101580
1056,4956,4102230,6212,4102230
1056,4956,4103230,6212,4103230
1056,4956,4103700,6212,4103700
1056,4956,4104170,6212,4104170
1057,4964,4104980,6212,4104980
1058,4972,4105350,6212,4105350
1058,4972,4105820,6212,4105820
1058,4972,4105820,6212,4105820
1058,4972,4106290,6212,4106290
1058,4972,4106760,6212,4106760
1058,4972,4107760,6212,4107760
1058,4972,4107920,6212,4107920
1058,4972,4108390,6212,4108390
1058,4972,4108390,6212,4108390
1058,4972,4108390,6212,4108390
1058,4972,4109040,6212,4109040
1058,4972,4109690,6212,4109690
1059,4980,4110160,6212,4110160
1059,4980,4110710,6212,4110710
1059,4980,4111030,6212,4111030
1059,4980,4111500,6212,4111500
1059,4980,4111610,6212,4111610
1059,4980,4111610,6212,4111610
1059,4980,4111610,6212,4111610
1059,4980,4112420,6212,4112420
1059,4980,4112740,6212,4112740
1059,4980,4113390,6212,4113390
1059,4980,4113860,6212,4113860
1059,4980,4114320,6212,4114320
1059,4980,4115320,6212,4115320
1059,4980,4116130,6212,4116130
1059,4980,4116940,6212,4116940
1059,4980,4116940,6212,4116940
1060,4988,4117590,6212,4117590
1060,4988,4118400,6212,4118400
1060,4988,4118870,6212,4118870
1060,4988,4119100,6212,4119100
1060,4988,4119570,6212,4119570
1060,4988,4120220,6212,4120220
1060,4988,4121030,6212,4121030
1060,4988,4121840,6212,4121840
1060,4988,4122840,6212,4122840
1060,4988,4123650,6212,4123650
1060,4988,4124120,6212,4124120
1060,4988,4124670,6212,4124670
1060,4988,4125480,6212,4125480
1060,4988,4125480,6212,4125480
1060,4988,4126130,6212,4126130
1060,4988,4126450,6212,4126450
1060,4988,4126910,6212,4126910
1060,4988,4127720,6212,4127720
1060,4988,4128370,6212,4128370
1060,4988,4129180,6212,4129180
1060,4988,4129500,6212,4129500
1060,4988,4130310,6212,4130310
1061,4996,4130780,6212,4130780
1061,4996,4131590,6212,4131590
1061,4996,4132400,6212,4132400
1061,4996,4133210,6212,4133210
1061,4996,4133210,6212,4133210
1061,4996,4134210,6212,4134210
1061,4996,4134210,6212,4134210
1061,4996,4135210,6212,4135210
1061,4996,4136020,6212,4136020
1061,4996,4136020,6212,4136020
1061,4996,4136340,6212,4136340
1061,4996,4137150,6212,4137150
1061,4996,4137620,6212,4137620
1061,4996,4137620,6212,4137620
1062,5004,4138430,6212,4138430
1062,5004,4139240,6212,4139240
1062,5004,4139710,6212,4139710
1062,5004,4140360,6212,4140360
1062,5004,4140830,6212,4140830
1062,5004,4141060,6212,4141060
1062,5004,4141520,6212,4141520
1062,5004,4142520,6212,4142520
1062,5004,4143330,6212,4143330
1062,5004,4144140,6212,4144140
1062,5004,4144370,6212,4144370
1063,5012,4145370,6212,4145370
1063,5012,4146020,6212,4146020
1063,5012,4146830,6212,4146830
1063,5012,4147060,6212,4147060
1063,5012,4148060,6212,4148060
1063,5012,4149060,6212,4149060
1063,5012,4149870,6212,4149870
1063,5012,4150340,6212,4150340
1063,5012,4150660,6212,4150660
1063,5012,4151310,6212,4151310
1064,5020,4151960,6212,4151960
1064,5020,4152770,6212,4152770
1064,5020,4153240,6212,4153240
1064,5020,4154050,6212,4154050
1064,5020,4154370,6212,4154370
1064,5020,4155370,6212,4155370
1064,5020,4156180,6212,4156180
1064,5020,4156990,6212,4156990
1064,5020,4157460,6212,4157460
1064,5020,4157930,6212,4157930
1064,5020,4158740,6212,4158740
1065,5028,4159110,6212,4159110
1066,5036,4159920,6212,4159920
1066,5036,4160390,6212,4160390
1066,5036,4160850,6212,4160850
1066,5036,4161320,6212,4161320
1066,5036,4161970,6212,4161970
1066,5036,4162780,6212,4162780
1066,5036,4163100,6212,4163100
1066,5036,4163910,6212,4163910
1066,5036,4164720,6212,4164720
1066,5036,4165190,6212,4165190
1066,5036,4165190,6212,4165190
1066,5036,4166190,6212,4166190
1067,5044,4166660,6212,4166660
1067,5044,4167130,6212,4167130
1067,5044,4167940,6212,4167940
1067,5044,4168750,6212,4168750
1067,5044,4169220,6212,4169220
1067,5044,4170220,6212,4170220
1067,5044,4170690,6212,4170690
1067,5044,4170690,6212,4170690
1067,5044,4171160,6212,4171160
1067,5044,4171160,6212,4171160
1067,5044,4171160,6212,4171160
1067,5044,4171810,6212,4171810
1067,5044,4172620,6212,4172620
1067,5044,4173170,6212,4173170
1067,5044,4173980,6212,4173980
1067,5044,4174980,6212,4174980
1067,5044,4175450,6212,4175450
1067,5044,4176450,6212,4176450
1067,5044,4176920,6212,4176920
1067,5044,4177150,6212,4177150
1067,5044,4177960,6212,4177960
1067,5044,4178770,6212,4178770
1067,5044,4179580,6212,4179580
1068,5052,4180390,6212,4180390
1068,5052,4181200,6212,4181200
1068,5052,4181670,6212,4181670
1068,5052,4181990,6212,4181990
1068,5052,4181990,6212,4181990
1068,5052,4182800,6212,4182800
1068,5052,4183610,6212,4183610
1068,5052,4184260,6212,4184260
1068,5052,4184730,6212,4184730
1068,5052,4184730,6212,4184730
1068,5052,4185540,6212,4185540
1068,5052,4186020,6212,4186020
1068,5052,4186830,6212,4186830
1069,5060,4187420,6212,4187420
1069,5060,4187890,6212,4187890
1069,5060,4187890,6212,4187890
1069,5060,4188160,6212,4188160
1069,5060,4188530,6212,4188530
1069,5060,4188750,6212,4188750
1069,5060,4189750,6212,4189750
1069,5060,4190220,6212,4190220
1069,5060,4191030,6212,4191030
1069,5060,4191840,6212,4191840
1069,5060,4192310,6212,4192310
1069,5060,4192900,6212,4192900
1069,5060,4192900,6212,4192900
1069,5060,4193450,6212,4193450
1069,5060,4194100,6212,4194100
1070,5068,4194910,6212,4194910
1070,5068,4194910,6212,4194910
1070,5068,4195280,6212,4195280
1070,5068,4195280,6212,4195280
1070,5068,4196090,6212,4196090
1070,5068,4196900,6212,4196900
1070,5068,4197130,6212,4197130
1070,5068,4197130,6212,4197130
1070,5068,4198130,6212,4198130
1070,5068,4198130,6212,4198130
1070,5068,4199130,6212,4199130
1070,5068,4199940,6212,4199940
1070,5068,4199940,6212,4199940
1070,5068,4199940,6212,4199940
1070,5068,4200750,6212,4200750
1070,5068,4201220,6212,4201220
1071,5076,4202030,6212,4202030
1071,5076,4202840,6212,4202840
1071,5076,4203650,6212,4203650
1071,5076,4204120,6212,4204120
1071,5076,4204710,6212,4204710
1071,5076,4205710,6212,4205710
1071,5076,4205930,6212,4205930
1071,5076,4205930,6212,4205930
1072,5084,4213930,6212,4213930
1072,5084,4214400,6212,4214400
1072,5084,4214870,6212,4214870
1072,5084,4215330,6212,4215330
1072,5084,4216140,6212,4216140
1072,5084,4216610,6212,4216610
1073,5092,4217080,6212,4217080
1073,5092,4217890,6212,4217890
1073,5092,4218700,6212,4218700
1073,5092,4218700,6212,4218700
1073,5092,4219170,6212,4219170
1073,5092,4219980,6212,4219980
1073,5092,4220450,6212,4220450
1073,5092,4220920,6212,4220920
1073,5092,4221390,6212,4221390
1073,5092,4221850,6212,4221850
1073,5092,4222320,6212,4222320
1073,5092,4222970,6212,4222970
1073,5092,4223430,6212,4223430
1074,5100,4224080,6212,4224080
1074,5100,4224890,6212,4224890
1074,5100,4224890,6212,4224890
1074,5100,4225700,6212,4225700
1074,5100,4226510,6212,4226510
1074,5100,4227320,6212,4227320
1074,5100,4227640,6212,4227640
1074,5100,4228110,6212,4228110
1074,5100,4229110,6212,4229110
1074,5100,4230110,6212,4230110
1074,5100,4230110,6212,4230110
1074,5100,4230110,6212,4230110
1075,5108,4230920,6212,4230920
1075,5108,4231730,6212,4231730
1075,5108,4232380,6212,4232380
1075,5108,4233190,6212,4233190
1075,5108,4234000,6212,4234000
1075,5108,4234470,6212,4234470
1075,5108,4235470,6212,4235470
1075,5108,4235470,6212,4235470
1075,5108,4236280,6212,4236280
1075,5108,4237280,6212,4237280
1075,5108,4237600,6212,4237600
1076,5116,4238070,6212,4238070
1076,5116,4238540,6212,4238540
1076,5116,4239350,6212,4239350
1076,5116,4239820,6212,4239820
1076,5116,4240630,6212,4240630
1076,5116,4241630,6212,4241630
1076,5116,4241630,6212,4241630
1076,5116,4242440,6212,4242440
1076,5116,4242600,6212,4242600
1076,5116,4243410,6212,4243410
1076,5116,4244220,6212,4244220
1077,5124,4245030,6212,4245030
1077,5124,4245840,6212,4245840
1077,5124,4246650,6212,4246650
1077,5124,4247650,6212,4247650
1077,5124,4248460,6212,4248460
1077,5124,4249270,6212,4249270
1077,5124,4249270,6212,4249270
1077,5124,4249730,6212,4249730
1077,5124,4249730,6212,4249730
1077,5124,4250730,6212,4250730
1077,5124,4251200,6212,4251200
1077,5124,4251420,6212,4251420
1077,5124,4251890,6212,4251890
1078,5132,4252890,6212,4252890
1078,5132,4253700,6212,4253700
1078,5132,4254170,6212,4254170
1078,5132,4254400,6212,4254400
1078,5132,4255210,6212,4255210
1078,5132,4255680,6212,4255680
1078,5132,4255840,6212,4255840
1078,5132,4255840,6212,4255840
1078,5132,4256650,6212,4256650
1078,5132,4257460,6212,4257460
1078,5132,4258110,6212,4258110
1078,5132,4258110,6212,4258110
1078,5132,4258660,6212,4258660
1079,5140,4259660,6212,4259660
1079,5140,4260130,6212,4260130
1079,5140,4260780,6212,4260780
1079,5140,4261590,6212,4261590
1079,5140,4262400,6212,4262400
1079,5140,4263400,6212,4263400
1079,5140,4263870,6212,4263870
1079,5140,4264190,6212,4264190
1079,5140,4265190,6212,4265190
1079,5140,4265660,6212,4265660
1080,5148,4265980,6212,4265980
1081,5156,4266980,6212,4266980
1081,5156,4267790,6212,4267790
1081,5156,4268790,6212,4268790
1081,5156,4269440,6212,4269440
1081,5156,4270440,6212,4270440
1081,5156,4271250,6212,4271250
1081,5156,4272060,6212,4272060
1081,5156,4272380,6212,4272380
1081,5156,4273190,6212,4273190
1082,5164,4274000,6212,4274000
1082,5164,4274000,6212,4274000
1082,5164,4274000,6212,4274000
1082,5164,4274810,6212,4274810
1082,5164,4274810,6212,4274810
1082,5164,4274810,6212,4274810
1082,5164,4274810,6212,4274810
1082,5164,4275280,6212,4275280
1082,5164,4275750,6212,4275750
1082,5164,4276560,6212,4276560
1082,5164,4276880,6212,4276880
1082,5164,4277350,6212,4277350
1082,5164,4277350,6212,4277350
1082,5164,4277820,6212,4277820
1082,5164,4278820,6212,4278820
1082,5164,4279630,6212,4279630
1082,5164,4280220,6212,4280220
1083,5172,4281220,6212,4281220
1083,5172,4282030,6212,4282030
1083,5172,4282350,6212,4282350
1083,5172,4282940,6212,4282940
1083,5172,4283530,6212,4283530
1083,5172,4283760,6212,4283760
1083,5172,4284570,6212,4284570
1083,5172,4285380,6212,4285380
1083,5172,4285710,6212,4285710
1083,5172,4286030,6212,4286030
1083,5172,4286500,6212,4286500
1083,5172,4287500,6212,4287500
1084,5180,4288310,6212,4288310
1084,5180,4288900,6212,4288900
1084,5180,4289900,6212,4289900
1084,5180,4290130,6212,4290130
1084,5180,4290130,6212,4290130
1084,5180,4290450,6212,4290450
1084,5180,4291450,6212,4291450
1084,5180,4291770,6212,4291770
1084,5180,4292240,6212,4292240
1084,5180,4292890,6212,4292890
1084,5180,4293360,6212,4293360
1084,5180,4293360,6212,4293360
1084,5180,4293590,6212,4293590
1084,5180,4294400,6212,4294400
1084,5180,4295210,6212,4295210
1085,5188,4296210,6212,4296210
1085,5188,4297020,6212,4297020
1085,5188,4297570,6212,4297570
1085,5188,4298040,6212,4298040
1085,5188,4298270,6212,4298270
1085,5188,4298270,6212,4298270
1085,5188,4298820,6212,4298820
1085,5188,4298820,6212,4298820
1085,5188,4298820,6212,4298820
1085,5188,4299050,6212,4299050
1085,5188,4299050,6212,4299050
1085,5188,4299860,6212,4299860
1085,5188,4300670,6212,4300670
1085,5188,4300890,6212,4300890
1085,5188,4301700,6212,4301700
1085,5188,4301700,6212,4301700
1085,5188,4302020,6212,4302020
1085,5188,4302490,6212,4302490
1085,5188,4302650,6212,4302650
1085,5188,4303460,6212,4303460
1085,5188,4304270,6212,4304270
1085,5188,4304380,6212,4304380
1085,5188,4304850,6212,4304850
1085,5188,4305440,6212,4305440
1085,5188,4305760,6212,4305760
1085,5188,4306570,6212,4306570
1085,5188,4307040,6212,4307040
1085,5188,4307850,6212,4307850
1085,5188,4308310,6212,4308310
1085,5188,4308780,6212,4308780
1086,5196,4309590,6212,4309590
1086,5196,4310050,6212,4310050
1086,5196,4310860,6212,4310860
1086,5196,4311090,6212,4311090
1086,5196,4311680,6212,4311680
1086,5196,4311910,6212,4311910
1086,5196,4312720,6212,4312720
1086,5196,4312720,6212,4312720
1086,5196,4313190,6212,4313190
1086,5196,4313660,6212,4313660
1086,5196,4314470,6212,4314470
1086,5196,4315120,6212,4315120
1086,5196,4315490,6212,4315490
1087,5204,4316300,6212,4316300
1087,5204,4316770,6212,4316770
1087,5204,4317240,6212,4317240
1087,5204,4318240,6212,4318240
1087,5204,4318240,6212,4318240
1087,5204,4318710,6212,4318710
1087,5204,4319520,6212,4319520
1087,5204,4320330,6212,4320330
1087,5204,4321330,6212,4321330
1087,5204,4321330,6212,4321330
1088,5212,4321800,6212,4321800
1088,5212,4322610,6212,4322610
1088,5212,4323420,6212,4323420
1088,5212,4323890,6212,4323890
1088,5212,4324700,6212,4324700
1088,5212,4325290,6212,4325290
1088,5212,4325940,6212,4325940
1088,5212,4326590,6212,4326590
1088,5212,4326750,6212,4326750
1088,5212,4327750,6212,4327750
1088,5212,4328220,6212,4328220
1088,5212,4328540,6212,4328540
1088,5212,4329010,6212,4329010
1089,5220,4329600,6212,4329600
1089,5220,4330600,6212,4330600
1089,5220,4330600,6212,4330600
1089,5220,4331410,6212,4331410
