ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d18b-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
704,2140,1668130,6212,1668130
704,2140,1668780,6212,1668780
704,2140,1669590,6212,1669590
704,2140,1669910,6212,1669910
704,2140,1670230,6212,1670230
704,2140,1670230,6212,1670230
704,2140,1670450,6212,1670450
704,2140,1671450,6212,1671450
704,2140,1671450,6212,1671450
704,2140,1671920,6212,1671920
704,2140,1672390,6212,1672390
704,2140,1673200,6212,1673200
704,2140,1674010,6212,1674010
704,2140,1674480,6212,1674480
704,2140,1674480,6212,1674480
704,2140,1674850,6212,1674850
704,2140,1675170,6212,1675170
704,2140,1675980,6212,1675980
704,2140,1676790,6212,1676790
704,2140,1676950,6212,1676950
705,2148,1677410,6212,1677410
705,2148,1678220,6212,1678220
705,2148,1678690,6212,1678690
705,2148,1679340,6212,1679340
705,2148,1679810,6212,1679810
705,2148,1680280,6212,1680280
705,2148,1681280,6212,1681280
705,2148,1681750,6212,1681750
705,2148,1682560,6212,1682560
705,2148,1683370,6212,1683370
705,2148,1683840,6212,1683840
706,2156,1684650,6212,1684650
706,2156,1685110,6212,1685110
706,2156,1685430,6212,1685430
706,2156,1686240,6212,1686240
706,2156,1686710,6212,1686710
706,2156,1687710,6212,1687710
706,2156,1688520,6212,1688520
706,2156,1689170,6212,1689170
706,2156,1690170,6212,1690170
706,2156,1690820,6212,1690820
707,2164,1691630,6212,1691630
707,2164,1692440,6212,1692440
707,2164,1692440,6212,1692440
707,2164,1693250,6212,1693250
707,2164,1694060,6212,1694060
707,2164,1694710,6212,1694710
707,2164,1695030,6212,1695030
707,2164,1695840,6212,1695840
707,2164,1695840,6212,1695840
707,2164,1695840,6212,1695840
707,2164,1696840,6212,1696840
707,2164,1697060,6212,1697060
707,2164,1697530,6212,1697530
707,2164,1697850,6212,1697850
708,2172,1698660,6212,1698660
708,2172,1699120,6212,1699120
708,2172,1699930,6212,1699930
708,2172,1700250,6212,1700250
708,2172,1701250,6212,1701250
708,2172,1702060,6212,1702060
708,2172,1702380,6212,1702380
708,2172,1702850,6212,1702850
708,2172,1703660,6212,1703660
708,2172,1703890,6212,1703890
708,2172,1704480,6212,1704480
708,2172,1704700,6212,1704700
708,2172,1705290,6212,1705290
708,2172,1705520,6212,1705520
709,2180,1705990,6212,1705990
709,2180,1706800,6212,1706800
709,2180,1707120,6212,1707120
709,2180,1707930,6212,1707930
709,2180,1708400,6212,1708400
709,2180,1708630,6212,1708630
709,2180,1709100,6212,1709100
709,2180,1709570,6212,1709570
709,2180,1710220,6212,1710220
709,2180,1711030,6212,1711030
709,2180,1711500,6212,1711500
709,2180,1711970,6212,1711970
710,2188,1712440,6212,1712440
710,2188,1712900,6212,1712900
710,2188,1713900,6212,1713900
710,2188,1713900,6212,1713900
710,2188,1714710,6212,1714710
710,2188,1715300,6212,1715300
710,2188,1715770,6212,1715770
710,2188,1716580,6212,1716580
710,2188,1717390,6212,1717390
710,2188,1717860,6212,1717860
710,2188,1718670,6212,1718670
710,2188,1719140,6212,1719140
711,2196,1720140,6212,1720140
711,2196,1720790,6212,1720790
711,2196,1721440,6212,1721440
711,2196,1722440,6212,1722440
711,2196,1723090,6212,1723090
711,2196,1723560,6212,1723560
711,2196,1723880,6212,1723880
711,2196,1724690,6212,1724690
711,2196,1725500,6212,1725500
711,2196,1725970,6212,1725970
712,2204,1726620,6212,1726620
712,2204,1727090,6212,1727090
712,2204,1727900,6212,1727900
712,2204,1727900,6212,1727900
712,2204,1727900,6212,1727900
712,2204,1728360,6212,1728360
712,2204,1729170,6212,1729170
712,2204,1729630,6212,1729630
712,2204,1729630,6212,1729630
712,2204,1729950,6212,1729950
712,2204,1730760,6212,1730760
712,2204,1731570,6212,1731570
712,2204,1732040,6212,1732040
712,2204,1732850,6212,1732850
713,2212,1733310,6212,1733310
713,2212,1733310,6212,1733310
713,2212,1733630,6212,1733630
713,2212,1734440,6212,1734440
714,2220,1734810,6212,1734810
714,2220,1735810,6212,1735810
714,2220,1735810,6212,1735810
714,2220,1736280,6212,1736280
714,2220,1737090,6212,1737090
714,2220,1737460,6212,1737460
714,2220,1738270,6212,1738270
714,2220,1739080,6212,1739080
714,2220,1739890,6212,1739890
714,2220,1740480,6212,1740480
714,2220,1741290,6212,1741290
715,2228,1742100,6212,1742100
715,2228,1742100,6212,1742100
715,2228,1742100,6212,1742100
715,2228,1742570,6212,1742570
715,2228,1742890,6212,1742890
715,2228,1743700,6212,1743700
715,2228,1744020,6212,1744020
715,2228,1744490,6212,1744490
715,2228,1744950,6212,1744950
715,2228,1744950,6212,1744950
715,2228,1745180,6212,1745180
715,2228,1745990,6212,1745990
715,2228,1746800,6212,1746800
715,2228,1747800,6212,1747800
715,2228,1748270,6212,1748270
716,2236,1749270,6212,1749270
716,2236,1750080,6212,1750080
716,2236,1750730,6212,1750730
716,2236,1751730,6212,1751730
716,2236,1751730,6212,1751730
716,2236,1752200,6212,1752200
716,2236,1752520,6212,1752520
716,2236,1753330,6212,1753330
716,2236,1754330,6212,1754330
716,2236,1754330,6212,1754330
716,2236,1754650,6212,1754650
716,2236,1755460,6212,1755460
716,2236,1756050,6212,1756050
717,2244,1756520,6212,1756520
717,2244,1756520,6212,1756520
717,2244,1757110,6212,1757110
717,2244,1757340,6212,1757340
717,2244,1757800,6212,1757800
717,2244,1758610,6212,1758610
717,2244,1759080,6212,1759080
717,2244,1759310,6212,1759310
717,2244,1759790,6212,1759790
717,2244,1760790,6212,1760790
717,2244,1761110,6212,1761110
717,2244,1762110,6212,1762110
717,2244,1762430,6212,1762430
717,2244,1762900,6212,1762900
717,2244,1763220,6212,1763220
717,2244,1763690,6212,1763690
717,2244,1764500,6212,1764500
717,2244,1765310,6212,1765310
717,2244,1766120,6212,1766120
717,2244,1766770,6212,1766770
717,2244,1767580,6212,1767580
717,2244,1767800,6212,1767800
717,2244,1768260,6212,1768260
717,2244,1768580,6212,1768580
717,2244,1769390,6212,1769390
718,2252,1770390,6212,1770390
718,2252,1770860,6212,1770860
718,2252,1771670,6212,1771670
718,2252,1772130,6212,1772130
718,2252,1772780,6212,1772780
718,2252,1773010,6212,1773010
718,2252,1774010,6212,1774010
718,2252,1775010,6212,1775010
718,2252,1775820,6212,1775820
718,2252,1776470,6212,1776470
719,2260,1777280,6212,1777280
719,2260,1778090,6212,1778090
719,2260,1778090,6212,1778090
719,2260,1778900,6212,1778900
719,2260,1778900,6212,1778900
719,2260,1779270,6212,1779270
719,2260,1780080,6212,1780080
719,2260,1781080,6212,1781080
719,2260,1781400,6212,1781400
719,2260,1782050,6212,1782050
719,2260,1782370,6212,1782370
719,2260,1783020,6212,1783020
719,2260,1783830,6212,1783830
720,2268,1784640,6212,1784640
720,2268,1785450,6212,1785450
720,2268,1785920,6212,1785920
720,2268,1786510,6212,1786510
720,2268,1786730,6212,1786730
720,2268,1787380,6212,1787380
720,2268,1788190,6212,1788190
720,2268,1788840,6212,1788840
720,2268,1789310,6212,1789310
720,2268,1790120,6212,1790120
721,2276,1791120,6212,1791120
721,2276,1792120,6212,1792120
721,2276,1792590,6212,1792590
721,2276,1792960,6212,1792960
721,2276,1793120,6212,1793120
721,2276,1793930,6212,1793930
721,2276,1794740,6212,1794740
721,2276,1795390,6212,1795390
721,2276,1795390,6212,1795390
721,2276,1795760,6212,1795760
721,2276,1796760,6212,1796760
721,2276,1797570,6212,1797570
721,2276,1797570,6212,1797570
722,2284,1798040,6212,1798040
722,2284,1798510,6212,1798510
722,2284,1798980,6212,1798980
722,2284,1799980,6212,1799980
722,2284,1800450,6212,1800450
722,2284,1801040,6212,1801040
722,2284,1801850,6212,1801850
722,2284,1802080,6212,1802080
722,2284,1802890,6212,1802890
722,2284,1803700,6212,1803700
722,2284,1804170,6212,1804170
722,2284,1804640,6212,1804640
722,2284,1804640,6212,1804640
722,2284,1804960,6212,1804960
723,2292,1805770,6212,1805770
723,2292,1806240,6212,1806240
723,2292,1806830,6212,1806830
723,2292,1806830,6212,1806830
723,2292,1807150,6212,1807150
723,2292,1807960,6212,1807960
723,2292,1807960,6212,1807960
723,2292,1808190,6212,1808190
723,2292,1809190,6212,1809190
723,2292,1810000,6212,1810000
723,2292,1810810,6212,1810810
723,2292,1811620,6212,1811620
724,2300,1812620,6212,1812620
724,2300,1813430,6212,1813430
724,2300,1813660,6212,1813660
724,2300,1814310,6212,1814310
724,2300,1814780,6212,1814780
724,2300,1815780,6212,1815780
724,2300,1816250,6212,1816250
724,2300,1816570,6212,1816570
724,2300,1817040,6212,1817040
724,2300,1818040,6212,1818040
724,2300,1818850,6212,1818850
724,2300,1819170,6212,1819170
725,2308,1820170,6212,1820170
725,2308,1820630,6212,1820630
725,2308,1821440,6212,1821440
725,2308,1822250,6212,1822250
725,2308,1822900,6212,1822900
725,2308,1823710,6212,1823710
725,2308,1824030,6212,1824030
725,2308,1824350,6212,1824350
725,2308,1824820,6212,1824820
725,2308,1824820,6212,1824820
725,2308,1825630,6212,1825630
725,2308,1825630,6212,1825630
725,2308,1825950,6212,1825950
725,2308,1826600,6212,1826600
725,2308,1826920,6212,1826920
726,2316,1827570,6212,1827570
726,2316,1828380,6212,1828380
726,2316,1828850,6212,1828850
726,2316,1829170,6212,1829170
726,2316,1829820,6212,1829820
726,2316,1830820,6212,1830820
726,2316,1831410,6212,1831410
726,2316,1832220,6212,1832220
726,2316,1833030,6212,1833030
727,2324,1833680,6212,1833680
727,2324,1834490,6212,1834490
727,2324,1835300,6212,1835300
727,2324,1835760,6212,1835760
727,2324,1836230,6212,1836230
727,2324,1836700,6212,1836700
727,2324,1837510,6212,1837510
727,2324,1837980,6212,1837980
727,2324,1838790,6212,1838790
727,2324,1839110,6212,1839110
727,2324,1839920,6212,1839920
727,2324,1840390,6212,1840390
727,2324,1840390,6212,1840390
728,2332,1841200,6212,1841200
728,2332,1841660,6212,1841660
728,2332,1842470,6212,1842470
728,2332,1843280,6212,1843280
728,2332,1844090,6212,1844090
728,2332,1844900,6212,1844900
728,2332,1845900,6212,1845900
728,2332,1845900,6212,1845900
728,2332,1846710,6212,1846710
728,2332,1846710,6212,1846710
728,2332,1847030,6212,1847030
728,2332,1847250,6212,1847250
728,2332,1847620,6212,1847620
728,2332,1847620,6212,1847620
728,2332,1847940,6212,1847940
729,2340,1848750,6212,1848750
730,2348,1848980,6212,1848980
730,2348,1849440,6212,1849440
730,2348,1849660,6212,1849660
730,2348,1849770,6212,1849770
730,2348,1850580,6212,1850580
730,2348,1851390,6212,1851390
730,2348,1851860,6212,1851860
730,2348,1852330,6212,1852330
730,2348,1852800,6212,1852800
730,2348,1853270,6212,1853270
730,2348,1853860,6212,1853860
730,2348,1854670,6212,1854670
730,2348,1854670,6212,1854670
730,2348,1855320,6212,1855320
730,2348,1856130,6212,1856130
730,2348,1856590,6212,1856590
730,2348,1857060,6212,1857060
730,2348,1857870,6212,1857870
730,2348,1858680,6212,1858680
730,2348,1859000,6212,1859000
730,2348,1859810,6212,1859810
730,2348,1859810,6212,1859810
730,2348,1859810,6212,1859810
730,2348,1860620,6212,1860620
730,2348,1860670,6212,1860670
730,2348,1861480,6212,1861480
731,2356,1862130,6212,1862130
731,2356,1862940,6212,1862940
731,2356,1862940,6212,1862940
731,2356,1862940,6212,1862940
731,2356,1863590,6212,1863590
731,2356,1864050,6212,1864050
731,2356,1864860,6212,1864860
731,2356,1865860,6212,1865860
731,2356,1866670,6212,1866670
731,2356,1867480,6212,1867480
731,2356,1867710,6212,1867710
732,2364,1868260,6212,1868260
732,2364,1868810,6212,1868810
732,2364,1868810,6212,1868810
732,2364,1869130,6212,1869130
732,2364,1869940,6212,1869940
732,2364,1870750,6212,1870750
732,2364,1871400,6212,1871400
732,2364,1871400,6212,1871400
732,2364,1871400,6212,1871400
732,2364,1872400,6212,1872400
732,2364,1872400,6212,1872400
732,2364,1872870,6212,1872870
732,2364,1873330,6212,1873330
732,2364,1873330,6212,1873330
732,2364,1873800,6212,1873800
732,2364,1873800,6212,1873800
733,2372,1874390,6212,1874390
733,2372,1875200,6212,1875200
733,2372,1876010,6212,1876010
733,2372,1877010,6212,1877010
733,2372,1877330,6212,1877330
733,2372,1878330,6212,1878330
733,2372,1878330,6212,1878330
733,2372,1878650,6212,1878650
733,2372,1879650,6212,1879650
733,2372,1880460,6212,1880460
733,2372,1880780,6212,1880780
733,2372,1881430,6212,1881430
734,2380,1882430,6212,1882430
734,2380,1883430,6212,1883430
734,2380,1884430,6212,1884430
734,2380,1884430,6212,1884430
734,2380,1884890,6212,1884890
734,2380,1885210,6212,1885210
734,2380,1885680,6212,1885680
734,2380,1885680,6212,1885680
734,2380,1886490,6212,1886490
734,2380,1886960,6212,1886960
734,2380,1887280,6212,1887280
734,2380,1887330,6212,1887330
734,2380,1887980,6212,1887980
734,2380,1888790,6212,1888790
735,2388,1889600,6212,1889600
735,2388,1889600,6212,1889600
735,2388,1890070,6212,1890070
735,2388,1890880,6212,1890880
735,2388,1891690,6212,1891690
735,2388,1892340,6212,1892340
735,2388,1892570,6212,1892570
735,2388,1893040,6212,1893040
735,2388,1893510,6212,1893510
735,2388,1894320,6212,1894320
735,2388,1894540,6212,1894540
735,2388,1895190,6212,1895190
735,2388,1895840,6212,1895840
736,2396,1896310,6212,1896310
736,2396,1896310,6212,1896310
736,2396,1897310,6212,1897310
736,2396,1897630,6212,1897630
736,2396,1898090,6212,1898090
736,2396,1898740,6212,1898740
736,2396,1899060,6212,1899060
736,2396,1899380,6212,1899380
736,2396,1899700,6212,1899700
736,2396,1899860,6212,1899860
736,2396,1900090,6212,1900090
736,2396,1900560,6212,1900560
736,2396,1901150,6212,1901150
736,2396,1901150,6212,1901150
736,2396,1901620,6212,1901620
736,2396,1902430,6212,1902430
736,2396,1903240,6212,1903240
737,2404,1903790,6212,1903790
737,2404,1904110,6212,1904110
737,2404,1905110,6212,1905110
737,2404,1905920,6212,1905920
737,2404,1905920,6212,1905920
737,2404,1906390,6212,1906390
737,2404,1906710,6212,1906710
737,2404,1907080,6212,1907080
737,2404,1907400,6212,1907400
737,2404,1908210,6212,1908210
737,2404,1908680,6212,1908680
737,2404,1909490,6212,1909490
737,2404,1909810,6212,1909810
737,2404,1910040,6212,1910040
738,2412,1910510,6212,1910510
738,2412,1911510,6212,1911510
738,2412,1912320,6212,1912320
738,2412,1912320,6212,1912320
738,2412,1912320,6212,1912320
738,2412,1912550,6212,1912550
738,2412,1913020,6212,1913020
738,2412,1914020,6212,1914020
738,2412,1914610,6212,1914610
738,2412,1915080,6212,1915080
738,2412,1915890,6212,1915890
738,2412,1916700,6212,1916700
739,2420,1917700,6212,1917700
740,2428,1918170,6212,1918170
740,2428,1918980,6212,1918980
740,2428,1919300,6212,1919300
740,2428,1919620,6212,1919620
740,2428,1920090,6212,1920090
740,2428,1920900,6212,1920900
740,2428,1921130,6212,1921130
740,2428,1921450,6212,1921450
740,2428,1921450,6212,1921450
740,2428,1921770,6212,1921770
740,2428,1922580,6212,1922580
740,2428,1923050,6212,1923050
740,2428,1923520,6212,1923520
740,2428,1924520,6212,1924520
740,2428,1924990,6212,1924990
740,2428,1924990,6212,1924990
740,2428,1925800,6212,1925800
740,2428,1926610,6212,1926610
740,2428,1927080,6212,1927080
740,2428,1927540,6212,1927540
740,2428,1928350,6212,1928350
740,2428,1929160,6212,1929160
740,2428,1929810,6212,1929810
740,2428,1930620,6212,1930620
740,2428,1930620,6212,1930620
741,2436,1931430,6212,1931430
741,2436,1932240,6212,1932240
741,2436,1932710,6212,1932710
741,2436,1933170,6212,1933170
741,2436,1933170,6212,1933170
741,2436,1933640,6212,1933640
741,2436,1934290,6212,1934290
741,2436,1934760,6212,1934760
741,2436,1935410,6212,1935410
741,2436,1935880,6212,1935880
741,2436,1936100,6212,1936100
742,2444,1936750,6212,1936750
742,2444,1937220,6212,1937220
742,2444,1937540,6212,1937540
742,2444,1937540,6212,1937540
742,2444,1938020,6212,1938020
742,2444,1938830,6212,1938830
742,2444,1939290,6212,1939290
742,2444,1939840,6212,1939840
742,2444,1940840,6212,1940840
742,2444,1941650,6212,1941650
742,2444,1942460,6212,1942460
742,2444,1942460,6212,1942460
742,2444,1942690,6212,1942690
742,2444,1943690,6212,1943690
743,2452,1944160,6212,1944160
743,2452,1944380,6212,1944380
743,2452,1945190,6212,1945190
743,2452,1946190,6212,1946190
743,2452,1947000,6212,1947000
743,2452,1947320,6212,1947320
743,2452,1947640,6212,1947640
743,2452,1948110,6212,1948110
743,2452,1948700,6212,1948700
743,2452,1949700,6212,1949700
743,2452,1950510,6212,1950510
743,2452,1950980,6212,1950980
744,2460,1951790,6212,1951790
744,2460,1952260,6212,1952260
744,2460,1953260,6212,1953260
744,2460,1953910,6212,1953910
744,2460,1954720,6212,1954720
744,2460,1955190,6212,1955190
744,2460,1955510,6212,1955510
744,2460,1956320,6212,1956320
744,2460,1957130,6212,1957130
744,2460,1957940,6212,1957940
745,2468,1958410,6212,1958410
745,2468,1959060,6212,1959060
745,2468,1959870,6212,1959870
745,2468,1960680,6212,1960680
745,2468,1961150,6212,1961150
745,2468,1961960,6212,1961960
745,2468,1961960,6212,1961960
745,2468,1962430,6212,1962430
745,2468,1963240,6212,1963240
745,2468,1964240,6212,1964240
745,2468,1964610,6212,1964610
746,2476,1965080,6212,1965080
746,2476,1965400,6212,1965400
746,2476,1966400,6212,1966400
746,2476,1967210,6212,1967210
746,2476,1968020,6212,1968020
746,2476,1968490,6212,1968490
746,2476,1969300,6212,1969300
746,2476,1969950,6212,1969950
746,2476,1970500,6212,1970500
746,2476,1970970,6212,1970970
746,2476,1971440,6212,1971440
747,2484,1972250,6212,1972250
747,2484,1973250,6212,1973250
747,2484,1974060,6212,1974060
747,2484,1974870,6212,1974870
747,2484,1975680,6212,1975680
747,2484,1976000,6212,1976000
747,2484,1976470,6212,1976470
747,2484,1976470,6212,1976470
747,2484,1977280,6212,1977280
747,2484,1978090,6212,1978090
747,2484,1978090,6212,1978090
747,2484,1978410,6212,1978410
748,2492,1979410,6212,1979410
748,2492,1980220,6212,1980220
748,2492,1980690,6212,1980690
748,2492,1980920,6212,1980920
748,2492,1980920,6212,1980920
748,2492,1981380,6212,1981380
748,2492,1981610,6212,1981610
748,2492,1982420,6212,1982420
748,2492,1982740,6212,1982740
748,2492,1983550,6212,1983550
748,2492,1984200,6212,1984200
748,2492,1984670,6212,1984670
748,2492,1985140,6212,1985140
748,2492,1986140,6212,1986140
749,2500,1986610,6212,1986610
749,2500,1986610,6212,1986610
749,2500,1987420,6212,1987420
749,2500,1988230,6212,1988230
749,2500,1989230,6212,1989230
749,2500,1990040,6212,1990040
749,2500,1990510,6212,1990510
749,2500,1991100,6212,1991100
749,2500,1992100,6212,1992100
749,2500,1992910,6212,1992910
750,2508,1993380,6212,1993380
751,2516,2001380,6212,2001380
751,2516,2002190,6212,2002190
751,2516,2002410,6212,2002410
751,2516,2003220,6212,2003220
751,2516,2003870,6212,2003870
751,2516,2004680,6212,2004680
751,2516,2005490,6212,2005490
751,2516,2005720,6212,2005720
751,2516,2006530,6212,2006530
751,2516,2007530,6212,2007530
752,2524,2008340,6212,2008340
752,2524,2008810,6212,2008810
752,2524,2009280,6212,2009280
752,2524,2009280,6212,2009280
752,2524,2009750,6212,2009750
752,2524,2010750,6212,2010750
752,2524,2010970,6212,2010970
752,2524,2011430,6212,2011430
752,2524,2012240,6212,2012240
752,2524,2012710,6212,2012710
752,2524,2013260,6212,2013260
752,2524,2014070,6212,2014070
752,2524,2014070,6212,2014070
752,2524,2014880,6212,2014880
753,2532,2015690,6212,2015690
753,2532,2016160,6212,2016160
753,2532,2016380,6212,2016380
753,2532,2016850,6212,2016850
753,2532,2017660,6212,2017660
753,2532,2018310,6212,2018310
753,2532,2018780,6212,2018780
753,2532,2019250,6212,2019250
753,2532,2019570,6212,2019570
753,2532,2020040,6212,2020040
753,2532,2020510,6212,2020510
753,2532,2020510,6212,2020510
753,2532,2021320,6212,2021320
753,2532,2021320,6212,2021320
754,2540,2021870,6212,2021870
754,2540,2022030,6212,2022030
754,2540,2023030,6212,2023030
754,2540,2023500,6212,2023500
754,2540,2024500,6212,2024500
754,2540,2024820,6212,2024820
754,2540,2025820,6212,2025820
754,2540,2025820,6212,2025820
754,2540,2026630,6212,2026630
754,2540,2027100,6212,2027100
754,2540,2027570,6212,2027570
754,2540,2028380,6212,2028380
755,2548,2029190,6212,2029190
755,2548,2029660,6212,2029660
755,2548,2030130,6212,2030130
755,2548,2030940,6212,2030940
755,2548,2030940,6212,2030940
755,2548,2030940,6212,2030940
755,2548,2031410,6212,2031410
755,2548,2031630,6212,2031630
755,2548,2032090,6212,2032090
755,2548,2032560,6212,2032560
755,2548,2033210,6212,2033210
755,2548,2033210,6212,2033210
755,2548,2034210,6212,2034210
755,2548,2034210,6212,2034210
756,2556,2034760,6212,2034760
756,2556,2035230,6212,2035230
756,2556,2035690,6212,2035690
756,2556,2036010,6212,2036010
756,2556,2036820,6212,2036820
756,2556,2036820,6212,2036820
756,2556,2037290,6212,2037290
756,2556,2038100,6212,2038100
756,2556,2038910,6212,2038910
756,2556,2039380,6212,2039380
756,2556,2039850,6212,2039850
756,2556,2040850,6212,2040850
757,2564,2041850,6212,2041850
757,2564,2041850,6212,2041850
757,2564,2042310,6212,2042310
757,2564,2043120,6212,2043120
757,2564,2043930,6212,2043930
757,2564,2044480,6212,2044480
757,2564,2044480,6212,2044480
757,2564,2044710,6212,2044710
757,2564,2044710,6212,2044710
757,2564,2045180,6212,2045180
757,2564,2045340,6212,2045340
757,2564,2045810,6212,2045810
757,2564,2046280,6212,2046280
757,2564,2046750,6212,2046750
757,2564,2047220,6212,2047220
757,2564,2047870,6212,2047870
758,2572,2048680,6212,2048680
758,2572,2049140,6212,2049140
758,2572,2049140,6212,2049140
758,2572,2050140,6212,2050140
758,2572,2050610,6212,2050610
758,2572,2051080,6212,2051080
758,2572,2051080,6212,2051080
758,2572,2051080,6212,2051080
758,2572,2051240,6212,2051240
758,2572,2052050,6212,2052050
758,2572,2052050,6212,2052050
758,2572,2052050,6212,2052050
758,2572,2052860,6212,2052860
758,2572,2053670,6212,2053670
758,2572,2053670,6212,2053670
758,2572,2053990,6212,2053990
758,2572,2054990,6212,2054990
758,2572,2055460,6212,2055460
759,2580,2055930,6212,2055930
759,2580,2056740,6212,2056740
759,2580,2057740,6212,2057740
759,2580,2058550,6212,2058550
759,2580,2059020,6212,2059020
759,2580,2060020,6212,2060020
759,2580,2060480,6212,2060480
759,2580,2061130,6212,2061130
759,2580,2061450,6212,2061450
759,2580,2062260,6212,2062260
760,2588,2063260,6212,2063260
760,2588,2063580,6212,2063580
760,2588,2064040,6212,2064040
760,2588,2064690,6212,2064690
760,2588,2065340,6212,2065340
760,2588,2065660,6212,2065660
760,2588,2065660,6212,2065660
760,2588,2065660,6212,2065660
760,2588,2065890,6212,2065890
760,2588,2066440,6212,2066440
760,2588,2067250,6212,2067250
760,2588,2067250,6212,2067250
761,2596,2067570,6212,2067570
761,2596,2067890,6212,2067890
761,2596,2068210,6212,2068210
761,2596,2069020,6212,2069020
761,2596,2069490,6212,2069490
761,2596,2070300,6212,2070300
761,2596,2071300,6212,2071300
761,2596,2072110,6212,2072110
761,2596,2072920,6212,2072920
761,2596,2073390,6212,2073390
761,2596,2073860,6212,2073860
761,2596,2074330,6212,2074330
761,2596,2074800,6212,2074800
762,2604,2075610,6212,2075610
762,2604,2076420,6212,2076420
762,2604,2076740,6212,2076740
762,2604,2077220,6212,2077220
762,2604,2077220,6212,2077220
762,2604,2078030,6212,2078030
762,2604,2078500,6212,2078500
762,2604,2078970,6212,2078970
762,2604,2079780,6212,2079780
762,2604,2079780,6212,2079780
762,2604,2080780,6212,2080780
762,2604,2081590,6212,2081590
762,2604,2082060,6212,2082060
763,2612,2082870,6212,2082870
763,2612,2083340,6212,2083340
763,2612,2083340,6212,2083340
763,2612,2083810,6212,2083810
763,2612,2084250,6212,2084250
763,2612,2084360,6212,2084360
763,2612,2084580,6212,2084580
763,2612,2084580,6212,2084580
763,2612,2084580,6212,2084580
763,2612,2084580,6212,2084580
764,2620,2085390,6212,2085390
764,2620,2086200,6212,2086200
764,2620,2086670,6212,2086670
764,2620,2086670,6212,2086670
764,2620,2086900,6212,2086900
764,2620,2086900,6212,2086900
764,2620,2087710,6212,2087710
764,2620,2088300,6212,2088300
764,2620,2088300,6212,2088300
764,2620,2088770,6212,2088770
764,2620,2089770,6212,2089770
764,2620,2090090,6212,2090090
764,2620,2090310,6212,2090310
765,2628,2090780,6212,2090780
765,2628,2091330,6212,2091330
765,2628,2092140,6212,2092140
765,2628,2093140,6212,2093140
765,2628,2093460,6212,2093460
765,2628,2094460,6212,2094460
765,2628,2095270,6212,2095270
765,2628,2095740,6212,2095740
765,2628,2096550,6212,2096550
765,2628,2097360,6212,2097360
765,2628,2097840,6212,2097840
766,2636,2098310,6212,2098310
766,2636,2098780,6212,2098780
766,2636,2098780,6212,2098780
766,2636,2099100,6212,2099100
766,2636,2099560,6212,2099560
766,2636,2100030,6212,2100030
766,2636,2100490,6212,2100490
766,2636,2101140,6212,2101140
766,2636,2101950,6212,2101950
766,2636,2102420,6212,2102420
766,2636,2102740,6212,2102740
766,2636,2103550,6212,2103550
766,2636,2104200,6212,2104200
767,2644,2105010,6212,2105010
767,2644,2105240,6212,2105240
767,2644,2105240,6212,2105240
767,2644,2105890,6212,2105890
767,2644,2106540,6212,2106540
767,2644,2106760,6212,2106760
767,2644,2106990,6212,2106990
767,2644,2107460,6212,2107460
767,2644,2107930,6212,2107930
767,2644,2108250,6212,2108250
767,2644,2108570,6212,2108570
767,2644,2109570,6212,2109570
767,2644,2109730,6212,2109730
767,2644,2110050,6212,2110050
767,2644,2110860,6212,2110860
767,2644,2111670,6212,2111670
768,2652,2112130,6212,2112130
768,2652,2112600,6212,2112600
768,2652,2112920,6212,2112920
768,2652,2113730,6212,2113730
768,2652,2114050,6212,2114050
768,2652,2114860,6212,2114860
768,2652,2115080,6212,2115080
768,2652,2115550,6212,2115550
768,2652,2115900,6212,2115900
768,2652,2116220,6212,2116220
768,2652,2116690,6212,2116690
768,2652,2117500,6212,2117500
768,2652,2118310,6212,2118310
769,2660,2118960,6212,2118960
769,2660,2119960,6212,2119960
769,2660,2120280,6212,2120280
769,2660,2120750,6212,2120750
769,2660,2121220,6212,2121220
769,2660,2121690,6212,2121690
769,2660,2122500,6212,2122500
769,2660,2122820,6212,2122820
769,2660,2123300,6212,2123300
769,2660,2123530,6212,2123530
770,2668,2124530,6212,2124530
770,2668,2125000,6212,2125000
770,2668,2125470,6212,2125470
770,2668,2125790,6212,2125790
770,2668,2126600,6212,2126600
770,2668,2127070,6212,2127070
770,2668,2127390,6212,2127390
770,2668,2127860,6212,2127860
770,2668,2128330,6212,2128330
770,2668,2128550,6212,2128550
770,2668,2129360,6212,2129360
770,2668,2129830,6212,2129830
770,2668,2130640,6212,2130640
770,2668,2131450,6212,2131450
771,2676,2132100,6212,2132100
