ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
861,4370,4110970,6212,4110970
861,4370,4111970,6212,4111970
861,4370,4112970,6212,4112970
861,4370,4113970,6212,4113970
861,4370,4114970,6212,4114970
861,4370,4115970,6212,4115970
861,4370,4116440,6212,4116440
861,4370,4117440,6212,4117440
862,4372,4118090,6212,4118090
862,4372,4118680,6212,4118680
862,4372,4119150,6212,4119150
863,4380,4120150,6212,4120150
864,4384,4120960,6212,4120960
864,4384,4121960,6212,4121960
864,4384,4122960,6212,4122960
864,4384,4123960,6212,4123960
864,4384,4124770,6212,4124770
864,4384,4125770,6212,4125770
864,4384,4125770,6212,4125770
864,4384,4126770,6212,4126770
865,4392,4134770,6212,4134770
866,4400,4135770,6212,4135770
866,4400,4135770,6212,4135770
866,4400,4136770,6212,4136770
866,4400,4137770,6212,4137770
866,4400,4138040,6212,4138040
866,4400,4139040,6212,4139040
866,4400,4139040,6212,4139040
866,4400,4139040,6212,4139040
866,4400,4140040,6212,4140040
866,4400,4140040,6212,4140040
866,4400,4141040,6212,4141040
866,4400,4142040,6212,4142040
866,4400,4143040,6212,4143040
867,4408,4144040,6212,4144040
867,4408,4145040,6212,4145040
867,4408,4146040,6212,4146040
867,4408,4147040,6212,4147040
867,4408,4148040,6212,4148040
867,4408,4148370,6212,4148370
867,4408,4149370,6212,4149370
868,4410,4150370,6212,4150370
868,4410,4151370,6212,4151370
868,4410,4152180,6212,4152180
868,4410,4153180,6212,4153180
869,4412,4153650,6212,4153650
869,4412,4153650,6212,4153650
869,4412,4154650,6212,4154650
870,4420,4155650,6212,4155650
870,4420,4155650,6212,4155650
870,4420,4156120,6212,4156120
870,4420,4156590,6212,4156590
870,4420,4156590,6212,4156590
870,4420,4157060,6212,4157060
870,4420,4157870,6212,4157870
870,4420,4158340,6212,4158340
870,4420,4158810,6212,4158810
870,4420,4159810,6212,4159810
870,4420,4160620,6212,4160620
870,4420,4160620,6212,4160620
870,4420,4161090,6212,4161090
870,4420,4162090,6212,4162090
870,4420,4162410,6212,4162410
871,4422,4163410,6212,4163410
871,4422,4163880,6212,4163880
871,4422,4164880,6212,4164880
872,4430,4165350,6212,4165350
872,4430,4166350,6212,4166350
872,4430,4166820,6212,4166820
872,4430,4167050,6212,4167050
872,4430,4168050,6212,4168050
872,4430,4168050,6212,4168050
872,4430,4169050,6212,4169050
872,4430,4170050,6212,4170050
873,4438,4171050,6212,4171050
873,4438,4171640,6212,4171640
873,4438,4172640,6212,4172640
873,4438,4172960,6212,4172960
873,4438,4173770,6212,4173770
873,4438,4174770,6212,4174770
873,4438,4175240,6212,4175240
873,4438,4176240,6212,4176240
873,4438,4177240,6212,4177240
873,4438,4177240,6212,4177240
873,4438,4177710,6212,4177710
873,4438,4178180,6212,4178180
873,4438,4178180,6212,4178180
873,4438,4178990,6212,4178990
873,4438,4179800,6212,4179800
873,4438,4180270,6212,4180270
873,4438,4180270,6212,4180270
874,4446,4181270,6212,4181270
874,4446,4181270,6212,4181270
874,4446,4181740,6212,4181740
874,4446,4182740,6212,4182740
874,4446,4182740,6212,4182740
874,4446,4182740,6212,4182740
874,4446,4183550,6212,4183550
874,4446,4184200,6212,4184200
874,4446,4185200,6212,4185200
874,4446,4186200,6212,4186200
874,4446,4186670,6212,4186670
874,4446,4187670,6212,4187670
874,4446,4188670,6212,4188670
874,4446,4188670,6212,4188670
874,4446,4189140,6212,4189140
874,4446,4189950,6212,4189950
874,4446,4190950,6212,4190950
874,4446,4190950,6212,4190950
875,4450,4191950,6212,4191950
875,4450,4192950,6212,4192950
876,4458,4193950,6212,4193950
876,4458,4193950,6212,4193950
876,4458,4194950,6212,4194950
876,4458,4195950,6212,4195950
876,4458,4196270,6212,4196270
876,4458,4197270,6212,4197270
876,4458,4197270,6212,4197270
876,4458,4198270,6212,4198270
876,4458,4199080,6212,4199080
876,4458,4199080,6212,4199080
876,4458,4200080,6212,4200080
876,4458,4200540,6212,4200540
877,4460,4201540,6212,4201540
877,4460,4202540,6212,4202540
878,4468,4203540,6212,4203540
878,4468,4203540,6212,4203540
878,4468,4203540,6212,4203540
878,4468,4204540,6212,4204540
878,4468,4205190,6212,4205190
878,4468,4206190,6212,4206190
878,4468,4207190,6212,4207190
878,4468,4207660,6212,4207660
878,4468,4208660,6212,4208660
878,4468,4209470,6212,4209470
878,4468,4210120,6212,4210120
878,4468,4210340,6212,4210340
878,4468,4211340,6212,4211340
879,4476,4212340,6212,4212340
879,4476,4213340,6212,4213340
879,4476,4213500,6212,4213500
879,4476,4214500,6212,4214500
879,4476,4215150,6212,4215150
879,4476,4215150,6212,4215150
879,4476,4215960,6212,4215960
879,4476,4216430,6212,4216430
879,4476,4217430,6212,4217430
879,4476,4218430,6212,4218430
879,4476,4219430,6212,4219430
880,4484,4220430,6212,4220430
880,4484,4220750,6212,4220750
880,4484,4221750,6212,4221750
880,4484,4222560,6212,4222560
880,4484,4223560,6212,4223560
880,4484,4224560,6212,4224560
880,4484,4225560,6212,4225560
881,4492,4226030,6212,4226030
881,4492,4227030,6212,4227030
881,4492,4228030,6212,4228030
881,4492,4228250,6212,4228250
881,4492,4228720,6212,4228720
881,4492,4229190,6212,4229190
881,4492,4229650,6212,4229650
881,4492,4229650,6212,4229650
882,4494,4230650,6212,4230650
882,4494,4231650,6212,4231650
882,4494,4231650,6212,4231650
882,4494,4232200,6212,4232200
882,4494,4232850,6212,4232850
882,4494,4233660,6212,4233660
883,4502,4234660,6212,4234660
884,4506,4235120,6212,4235120
884,4506,4236120,6212,4236120
884,4506,4237120,6212,4237120
884,4506,4237280,6212,4237280
884,4506,4237280,6212,4237280
884,4506,4238090,6212,4238090
884,4506,4239090,6212,4239090
884,4506,4239550,6212,4239550
884,4506,4240360,6212,4240360
884,4506,4241360,6212,4241360
884,4506,4242360,6212,4242360
885,4508,4243170,6212,4243170
885,4508,4244170,6212,4244170
885,4508,4244490,6212,4244490
886,4516,4245490,6212,4245490
887,4518,4246490,6212,4246490
887,4518,4247140,6212,4247140
887,4518,4248140,6212,4248140
887,4518,4249140,6212,4249140
887,4518,4250140,6212,4250140
887,4518,4250460,6212,4250460
887,4518,4250930,6212,4250930
887,4518,4251740,6212,4251740
887,4518,4252550,6212,4252550
887,4518,4253360,6212,4253360
887,4518,4254170,6212,4254170
887,4518,4254170,6212,4254170
887,4518,4254400,6212,4254400
887,4518,4255400,6212,4255400
887,4518,4255870,6212,4255870
887,4518,4255870,6212,4255870
887,4518,4256870,6212,4256870
888,4526,4257870,6212,4257870
888,4526,4258520,6212,4258520
888,4526,4258840,6212,4258840
888,4526,4259650,6212,4259650
888,4526,4260650,6212,4260650
888,4526,4260650,6212,4260650
888,4526,4261650,6212,4261650
888,4526,4262460,6212,4262460
888,4526,4263460,6212,4263460
888,4526,4264460,6212,4264460
888,4526,4264460,6212,4264460
889,4528,4265460,6212,4265460
889,4528,4266460,6212,4266460
890,4536,4267460,6212,4267460
890,4536,4268460,6212,4268460
890,4536,4268780,6212,4268780
890,4536,4269590,6212,4269590
890,4536,4269910,6212,4269910
890,4536,4270910,6212,4270910
890,4536,4271910,6212,4271910
890,4536,4272720,6212,4272720
890,4536,4273190,6212,4273190
891,4544,4274190,6212,4274190
891,4544,4275190,6212,4275190
891,4544,4275510,6212,4275510
891,4544,4276510,6212,4276510
891,4544,4276980,6212,4276980
891,4544,4277980,6212,4277980
891,4544,4278980,6212,4278980
891,4544,4279980,6212,4279980
891,4544,4279980,6212,4279980
891,4544,4280980,6212,4280980
892,4546,4281980,6212,4281980
892,4546,4282450,6212,4282450
892,4546,4283450,6212,4283450
893,4554,4284100,6212,4284100
893,4554,4284910,6212,4284910
893,4554,4285910,6212,4285910
893,4554,4285910,6212,4285910
893,4554,4285910,6212,4285910
893,4554,4286910,6212,4286910
893,4554,4287720,6212,4287720
893,4554,4288530,6212,4288530
893,4554,4288850,6212,4288850
893,4554,4289850,6212,4289850
893,4554,4289850,6212,4289850
893,4554,4290310,6212,4290310
893,4554,4290310,6212,4290310
893,4554,4291310,6212,4291310
894,4556,4291780,6212,4291780
894,4556,4292590,6212,4292590
895,4558,4293590,6212,4293590
895,4558,4294400,6212,4294400
896,4566,4295400,6212,4295400
896,4566,4296400,6212,4296400
896,4566,4296400,6212,4296400
896,4566,4297400,6212,4297400
896,4566,4298400,6212,4298400
896,4566,4298400,6212,4298400
896,4566,4299400,6212,4299400
896,4566,4300400,6212,4300400
896,4566,4301400,6212,4301400
896,4566,4301400,6212,4301400
896,4566,4301400,6212,4301400
896,4566,4302400,6212,4302400
896,4566,4303400,6212,4303400
896,4566,4303400,6212,4303400
897,4574,4304400,6212,4304400
897,4574,4305050,6212,4305050
897,4574,4306050,6212,4306050
897,4574,4307050,6212,4307050
897,4574,4308050,6212,4308050
897,4574,4309050,6212,4309050
897,4574,4309050,6212,4309050
897,4574,4310050,6212,4310050
897,4574,4311050,6212,4311050
898,4576,4312050,6212,4312050
898,4576,4312860,6212,4312860
898,4576,4312860,6212,4312860
899,4584,4313860,6212,4313860
899,4584,4314670,6212,4314670
899,4584,4315670,6212,4315670
899,4584,4316670,6212,4316670
899,4584,4317670,6212,4317670
899,4584,4318670,6212,4318670
899,4584,4318990,6212,4318990
899,4584,4319990,6212,4319990
899,4584,4320800,6212,4320800
900,4588,4321800,6212,4321800
900,4588,4322800,6212,4322800
901,4596,4323800,6212,4323800
901,4596,4324800,6212,4324800
901,4596,4325800,6212,4325800
901,4596,4326800,6212,4326800
901,4596,4327120,6212,4327120
902,4604,4335120,6212,4335120
902,4604,4335590,6212,4335590
902,4604,4335810,6212,4335810
902,4604,4336810,6212,4336810
903,4612,4344810,6212,4344810
904,4614,4345810,6212,4345810
905,4622,4353810,6212,4353810
905,4622,4354810,6212,4354810
906,4630,4355810,6212,4355810
906,4630,4356130,6212,4356130
906,4630,4357130,6212,4357130
906,4630,4357130,6212,4357130
906,4630,4358130,6212,4358130
906,4630,4358600,6212,4358600
906,4630,4359070,6212,4359070
906,4630,4359540,6212,4359540
907,4632,4360350,6212,4360350
907,4632,4361350,6212,4361350
907,4632,4362350,6212,4362350
907,4632,4362830,6212,4362830
907,4632,4363640,6212,4363640
908,4640,4364640,6212,4364640
908,4640,4365640,6212,4365640
908,4640,4366640,6212,4366640
908,4640,4367450,6212,4367450
908,4640,4368450,6212,4368450
908,4640,4369100,6212,4369100
908,4640,4369750,6212,4369750
908,4640,4370750,6212,4370750
908,4640,4371750,6212,4371750
908,4640,4372750,6212,4372750
908,4640,4373750,6212,4373750
909,4642,4374220,6212,4374220
909,4642,4375220,6212,4375220
910,4644,4376220,6212,4376220
910,4644,4377030,6212,4377030
910,4644,4377030,6212,4377030
910,4644,4377350,6212,4377350
910,4644,4377670,6212,4377670
911,4646,4378260,6212,4378260
911,4646,4378480,6212,4378480
911,4646,4379480,6212,4379480
911,4646,4379710,6212,4379710
912,4650,4380710,6212,4380710
912,4650,4381710,6212,4381710
912,4650,4381710,6212,4381710
912,4650,4382710,6212,4382710
912,4650,4383710,6212,4383710
913,4658,4384710,6212,4384710
913,4658,4385710,6212,4385710
913,4658,4386520,6212,4386520
913,4658,4387520,6212,4387520
913,4658,4388520,6212,4388520
913,4658,4388850,6212,4388850
913,4658,4389660,6212,4389660
913,4658,4390470,6212,4390470
914,4666,4391470,6212,4391470
914,4666,4391470,6212,4391470
914,4666,4392470,6212,4392470
914,4666,4392940,6212,4392940
914,4666,4393750,6212,4393750
914,4666,4394220,6212,4394220
914,4666,4395220,6212,4395220
914,4666,4395540,6212,4395540
914,4666,4396350,6212,4396350
914,4666,4397160,6212,4397160
914,4666,4397320,6212,4397320
914,4666,4398320,6212,4398320
915,4674,4398970,6212,4398970
915,4674,4399200,6212,4399200
915,4674,4399520,6212,4399520
915,4674,4400520,6212,4400520
915,4674,4400750,6212,4400750
915,4674,4401560,6212,4401560
915,4674,4402560,6212,4402560
915,4674,4403560,6212,4403560
915,4674,4404030,6212,4404030
915,4674,4405030,6212,4405030
915,4674,4405500,6212,4405500
916,4676,4406500,6212,4406500
916,4676,4406500,6212,4406500
916,4676,4407500,6212,4407500
917,4684,4415500,6212,4415500
918,4692,4416500,6212,4416500
918,4692,4416500,6212,4416500
918,4692,4416960,6212,4416960
918,4692,4417430,6212,4417430
918,4692,4418430,6212,4418430
918,4692,4418650,6212,4418650
918,4692,4419650,6212,4419650
918,4692,4419650,6212,4419650
918,4692,4420460,6212,4420460
918,4692,4420460,6212,4420460
918,4692,4421460,6212,4421460
918,4692,4422270,6212,4422270
918,4692,4423270,6212,4423270
919,4700,4424270,6212,4424270
920,4702,4425270,6212,4425270
920,4702,4425270,6212,4425270
920,4702,4426270,6212,4426270
920,4702,4426590,6212,4426590
920,4702,4427060,6212,4427060
920,4702,4428060,6212,4428060
920,4702,4429060,6212,4429060
920,4702,4430060,6212,4430060
921,4704,4431060,6212,4431060
921,4704,4431380,6212,4431380
922,4706,4432190,6212,4432190
922,4706,4433190,6212,4433190
922,4706,4433660,6212,4433660
922,4706,4434660,6212,4434660
922,4706,4435470,6212,4435470
922,4706,4436280,6212,4436280
922,4706,4436280,6212,4436280
923,4708,4437280,6212,4437280
923,4708,4437280,6212,4437280
923,4708,4438280,6212,4438280
924,4716,4439280,6212,4439280
924,4716,4440090,6212,4440090
924,4716,4441090,6212,4441090
924,4716,4441090,6212,4441090
924,4716,4441310,6212,4441310
924,4716,4442310,6212,4442310
924,4716,4442630,6212,4442630
924,4716,4443630,6212,4443630
924,4716,4444630,6212,4444630
925,4724,4445630,6212,4445630
925,4724,4445950,6212,4445950
925,4724,4446950,6212,4446950
925,4724,4447950,6212,4447950
925,4724,4448950,6212,4448950
925,4724,4449320,6212,4449320
925,4724,4449910,6212,4449910
925,4724,4450910,6212,4450910
925,4724,4451370,6212,4451370
925,4724,4451370,6212,4451370
926,4732,4452370,6212,4452370
926,4732,4453180,6212,4453180
926,4732,4454180,6212,4454180
926,4732,4455180,6212,4455180
926,4732,4455500,6212,4455500
926,4732,4455500,6212,4455500
926,4732,4456500,6212,4456500
926,4732,4457310,6212,4457310
926,4732,4457770,6212,4457770
926,4732,4458230,6212,4458230
926,4732,4458880,6212,4458880
926,4732,4459880,6212,4459880
926,4732,4460350,6212,4460350
927,4740,4461350,6212,4461350
927,4740,4461350,6212,4461350
927,4740,4461350,6212,4461350
927,4740,4462350,6212,4462350
927,4740,4462350,6212,4462350
927,4740,4463350,6212,4463350
927,4740,4464350,6212,4464350
927,4740,4464350,6212,4464350
927,4740,4464350,6212,4464350
927,4740,4465350,6212,4465350
927,4740,4466350,6212,4466350
927,4740,4467160,6212,4467160
927,4740,4468160,6212,4468160
928,4742,4469160,6212,4469160
928,4742,4469630,6212,4469630
928,4742,4470440,6212,4470440
928,4742,4471440,6212,4471440
928,4742,4472440,6212,4472440
929,4744,4473440,6212,4473440
929,4744,4473600,6212,4473600
929,4744,4474600,6212,4474600
930,4746,4475600,6212,4475600
930,4746,4476600,6212,4476600
930,4746,4476600,6212,4476600
931,4754,4477600,6212,4477600
931,4754,4477820,6212,4477820
931,4754,4478140,6212,4478140
931,4754,4478950,6212,4478950
931,4754,4479950,6212,4479950
931,4754,4480760,6212,4480760
931,4754,4481760,6212,4481760
931,4754,4481760,6212,4481760
931,4754,4482230,6212,4482230
931,4754,4482230,6212,4482230
931,4754,4483040,6212,4483040
931,4754,4483040,6212,4483040
931,4754,4484040,6212,4484040
931,4754,4484040,6212,4484040
932,4756,4484850,6212,4484850
932,4756,4485850,6212,4485850
933,4758,4486850,6212,4486850
933,4758,4487320,6212,4487320
933,4758,4488320,6212,4488320
934,4760,4489320,6212,4489320
934,4760,4489320,6212,4489320
934,4760,4490320,6212,4490320
934,4760,4490320,6212,4490320
935,4768,4491320,6212,4491320
935,4768,4492320,6212,4492320
935,4768,4493320,6212,4493320
935,4768,4493970,6212,4493970
936,4770,4494780,6212,4494780
936,4770,4495780,6212,4495780
936,4770,4495780,6212,4495780
936,4770,4496250,6212,4496250
936,4770,4497060,6212,4497060
936,4770,4498060,6212,4498060
936,4770,4498060,6212,4498060
936,4770,4498060,6212,4498060
936,4770,4499060,6212,4499060
937,4778,4499870,6212,4499870
937,4778,4500870,6212,4500870
937,4778,4501870,6212,4501870
937,4778,4502870,6212,4502870
937,4778,4503870,6212,4503870
937,4778,4504680,6212,4504680
938,4786,4512680,6212,4512680
938,4786,4513680,6212,4513680
938,4786,4514680,6212,4514680
939,4788,4515680,6212,4515680
939,4788,4516490,6212,4516490
940,4792,4517490,6212,4517490
941,4794,4518490,6212,4518490
942,4796,4519300,6212,4519300
942,4796,4519300,6212,4519300
942,4796,4519300,6212,4519300
942,4796,4519850,6212,4519850
942,4796,4519850,6212,4519850
942,4796,4520850,6212,4520850
942,4796,4520960,6212,4520960
942,4796,4521960,6212,4521960
942,4796,4522960,6212,4522960
942,4796,4523960,6212,4523960
942,4796,4523960,6212,4523960
942,4796,4524770,6212,4524770
942,4796,4525360,6212,4525360
943,4804,4526360,6212,4526360
943,4804,4527010,6212,4527010
943,4804,4528010,6212,4528010
943,4804,4529010,6212,4529010
943,4804,4530010,6212,4530010
944,4806,4531010,6212,4531010
944,4806,4532010,6212,4532010
945,4807,4533010,6212,4533010
945,4807,4533820,6212,4533820
946,4815,4534820,6212,4534820
946,4815,4535820,6212,4535820
946,4815,4536470,6212,4536470
946,4815,4536470,6212,4536470
946,4815,4537470,6212,4537470
946,4815,4538020,6212,4538020
947,4817,4539020,6212,4539020
947,4817,4540020,6212,4540020
948,4819,4540670,6212,4540670
948,4819,4541480,6212,4541480
948,4819,4542480,6212,4542480
948,4819,4542480,6212,4542480
948,4819,4543480,6212,4543480
948,4819,4544480,6212,4544480
949,4821,4544950,6212,4544950
949,4821,4545600,6212,4545600
949,4821,4546410,6212,4546410
949,4821,4547410,6212,4547410
949,4821,4547880,6212,4547880
949,4821,4547880,6212,4547880
950,4823,4548530,6212,4548530
950,4823,4549530,6212,4549530
950,4823,4549530,6212,4549530
951,4831,4550530,6212,4550530
951,4831,4551340,6212,4551340
951,4831,4552150,6212,4552150
951,4831,4552470,6212,4552470
951,4831,4553470,6212,4553470
951,4831,4554280,6212,4554280
951,4831,4555280,6212,4555280
951,4831,4555280,6212,4555280
951,4831,4556280,6212,4556280
951,4831,4557280,6212,4557280
952,4839,4558280,6212,4558280
952,4839,4558740,6212,4558740
952,4839,4559740,6212,4559740
953,4841,4560740,6212,4560740
953,4841,4561290,6212,4561290
953,4841,4561940,6212,4561940
953,4841,4562260,6212,4562260
953,4841,4563260,6212,4563260
953,4841,4563260,6212,4563260
953,4841,4563260,6212,4563260
953,4841,4564260,6212,4564260
953,4841,4565260,6212,4565260
953,4841,4566260,6212,4566260
954,4849,4567260,6212,4567260
954,4849,4567260,6212,4567260
954,4849,4567730,6212,4567730
954,4849,4568050,6212,4568050
954,4849,4568700,6212,4568700
954,4849,4569700,6212,4569700
954,4849,4570700,6212,4570700
954,4849,4571170,6212,4571170
955,4857,4579170,6212,4579170
955,4857,4579170,6212,4579170
955,4857,4580170,6212,4580170
956,4865,4581170,6212,4581170
956,4865,4581490,6212,4581490
956,4865,4582490,6212,4582490
957,4867,4583300,6212,4583300
957,4867,4584300,6212,4584300
957,4867,4584300,6212,4584300
957,4867,4584300,6212,4584300
957,4867,4584300,6212,4584300
957,4867,4585300,6212,4585300
957,4867,4585300,6212,4585300
957,4867,4586300,6212,4586300
957,4867,4587300,6212,4587300
957,4867,4587770,6212,4587770
957,4867,4587770,6212,4587770
957,4867,4587770,6212,4587770
957,4867,4588580,6212,4588580
957,4867,4588580,6212,4588580
957,4867,4589580,6212,4589580
957,4867,4590580,6212,4590580
957,4867,4591050,6212,4591050
957,4867,4592050,6212,4592050
958,4869,4593050,6212,4593050
958,4869,4594050,6212,4594050
958,4869,4594320,6212,4594320
959,4871,4595130,6212,4595130
959,4871,4595130,6212,4595130
959,4871,4596130,6212,4596130
960,4873,4597130,6212,4597130
960,4873,4598130,6212,4598130
961,4881,4599130,6212,4599130
961,4881,4600130,6212,4600130
961,4881,4600600,6212,4600600
961,4881,4601410,6212,4601410
961,4881,4601410,6212,4601410
961,4881,4602220,6212,4602220
961,4881,4603220,6212,4603220
961,4881,4603220,6212,4603220
961,4881,4604220,6212,4604220
961,4881,4605030,6212,4605030
961,4881,4606030,6212,4606030
962,4889,4607030,6212,4607030
962,4889,4608030,6212,4608030
962,4889,4609030,6212,4609030
962,4889,4609840,6212,4609840
962,4889,4610650,6212,4610650
962,4889,4611460,6212,4611460
962,4889,4612460,6212,4612460
962,4889,4612460,6212,4612460
962,4889,4612460,6212,4612460
962,4889,4613460,6212,4613460
962,4889,4613460,6212,4613460
963,4897,4614460,6212,4614460
963,4897,4614690,6212,4614690
963,4897,4615690,6212,4615690
963,4897,4616280,6212,4616280
963,4897,4616930,6212,4616930
963,4897,4617930,6212,4617930
963,4897,4618390,6212,4618390
963,4897,4619200,6212,4619200
963,4897,4620200,6212,4620200
964,4899,4621200,6212,4621200
964,4899,4622200,6212,4622200
965,4907,4623200,6212,4623200
965,4907,4623430,6212,4623430
965,4907,4624240,6212,4624240
965,4907,4624470,6212,4624470
965,4907,4625470,6212,4625470
965,4907,4625470,6212,4625470
965,4907,4625470,6212,4625470
965,4907,4626470,6212,4626470
965,4907,4626470,6212,4626470
965,4907,4627280,6212,4627280
965,4907,4628280,6212,4628280
965,4907,4629280,6212,4629280
965,4907,4629600,6212,4629600
965,4907,4630600,6212,4630600
966,4909,4631600,6212,4631600
966,4909,4632600,6212,4632600
967,4911,4633600,6212,4633600
967,4911,4634600,6212,4634600
968,4913,4635600,6212,4635600
968,4913,4636410,6212,4636410
969,4921,4637410,6212,4637410
969,4921,4638220,6212,4638220
969,4921,4638380,6212,4638380
969,4921,4639380,6212,4639380
969,4921,4639850,6212,4639850
969,4921,4640850,6212,4640850
969,4921,4641850,6212,4641850
969,4921,4642850,6212,4642850
969,4921,4643850,6212,4643850
969,4921,4644320,6212,4644320
969,4921,4644800,6212,4644800
970,4929,4645800,6212,4645800
970,4929,4646800,6212,4646800
970,4929,4647800,6212,4647800
970,4929,4648120,6212,4648120
970,4929,4649120,6212,4649120
970,4929,4649580,6212,4649580
970,4929,4649580,6212,4649580
970,4929,4649580,6212,4649580
970,4929,4650580,6212,4650580
970,4929,4651580,6212,4651580
970,4929,4652050,6212,4652050
970,4929,4653050,6212,4653050
971,4931,4653860,6212,4653860
971,4931,4653860,6212,4653860
971,4931,4654860,6212,4654860
972,4933,4655860,6212,4655860
972,4933,4656860,6212,4656860
973,4935,4657510,6212,4657510
973,4935,4658510,6212,4658510
973,4935,4658510,6212,4658510
974,4943,4659510,6212,4659510
974,4943,4660510,6212,4660510
974,4943,4661510,6212,4661510
974,4943,4662510,6212,4662510
975,4951,4663510,6212,4663510
975,4951,4663510,6212,4663510
975,4951,4664510,6212,4664510
975,4951,4665510,6212,4665510
975,4951,4666160,6212,4666160
975,4951,4666160,6212,4666160
976,4959,4666810,6212,4666810
976,4959,4667620,6212,4667620
976,4959,4668430,6212,4668430
976,4959,4669430,6212,4669430
976,4959,4669430,6212,4669430
976,4959,4669750,6212,4669750
976,4959,4670750,6212,4670750
976,4959,4671750,6212,4671750
976,4959,4671750,6212,4671750
976,4959,4672400,6212,4672400
976,4959,4673400,6212,4673400
976,4959,4673400,6212,4673400
976,4959,4673400,6212,4673400
976,4959,4674400,6212,4674400
976,4959,4675050,6212,4675050
976,4959,4676050,6212,4676050
976,4959,4677050,6212,4677050
977,4967,4678050,6212,4678050
977,4967,4678520,6212,4678520
977,4967,4678890,6212,4678890
977,4967,4679890,6212,4679890
977,4967,4680890,6212,4680890
977,4967,4681360,6212,4681360
977,4967,4681360,6212,4681360
977,4967,4681830,6212,4681830
977,4967,4682830,6212,4682830
977,4967,4683830,6212,4683830
977,4967,4684480,6212,4684480
978,4975,4685290,6212,4685290
978,4975,4685290,6212,4685290
978,4975,4685290,6212,4685290
978,4975,4686290,6212,4686290
978,4975,4687290,6212,4687290
978,4975,4688290,6212,4688290
978,4975,4688290,6212,4688290
979,4983,4696290,6212,4696290
979,4983,4697290,6212,4697290
979,4983,4698290,6212,4698290
979,4983,4698290,6212,4698290
979,4983,4698290,6212,4698290
979,4983,4698290,6212,4698290
979,4983,4699290,6212,4699290
979,4983,4700290,6212,4700290
979,4983,4700290,6212,4700290
979,4983,4700760,6212,4700760
979,4983,4701080,6212,4701080
980,4991,4702080,6212,4702080
980,4991,4703080,6212,4703080
980,4991,4703890,6212,4703890
980,4991,4704360,6212,4704360
981,4999,4712360,6212,4712360
981,4999,4713360,6212,4713360
981,4999,4713360,6212,4713360
981,4999,4714360,6212,4714360
981,4999,4714830,6212,4714830
982,5007,4715830,6212,4715830
982,5007,4716640,6212,4716640
982,5007,4717640,6212,4717640
982,5007,4718640,6212,4718640
982,5007,4719640,6212,4719640
982,5007,4720640,6212,4720640
982,5007,4720640,6212,4720640
983,5009,4721640,6212,4721640
983,5009,4722640,6212,4722640
983,5009,4723640,6212,4723640
984,5017,4724640,6212,4724640
984,5017,4724640,6212,4724640
984,5017,4725450,6212,4725450
984,5017,4726260,6212,4726260
984,5017,4727260,6212,4727260
984,5017,4728260,6212,4728260
984,5017,4728730,6212,4728730
984,5017,4729730,6212,4729730
984,5017,4730200,6212,4730200
984,5017,4731200,6212,4731200
984,5017,4731430,6212,4731430
984,5017,4732430,6212,4732430
985,5025,4733080,6212,4733080
985,5025,4734080,6212,4734080
985,5025,4734890,6212,4734890
985,5025,4735890,6212,4735890
985,5025,4736360,6212,4736360
985,5025,4737360,6212,4737360
985,5025,4738360,6212,4738360
985,5025,4738680,6212,4738680
986,5027,4739680,6212,4739680
986,5027,4740150,6212,4740150
986,5027,4740620,6212,4740620
986,5027,4741620,6212,4741620
987,5035,4742620,6212,4742620
987,5035,4743620,6212,4743620
987,5035,4744620,6212,4744620
987,5035,4745620,6212,4745620
987,5035,4745620,6212,4745620
987,5035,4746620,6212,4746620
987,5035,4747620,6212,4747620
987,5035,4747620,6212,4747620
988,5037,4748620,6212,4748620
988,5037,4749090,6212,4749090
988,5037,4750090,6212,4750090
988,5037,4751090,6212,4751090
988,5037,4751900,6212,4751900
988,5037,4752370,6212,4752370
988,5037,4753370,6212,4753370
988,5037,4753370,6212,4753370
988,5037,4753690,6212,4753690
988,5037,4754010,6212,4754010
989,5045,4755010,6212,4755010
989,5045,4755820,6212,4755820
989,5045,4756820,6212,4756820
989,5045,4757050,6212,4757050
989,5045,4758050,6212,4758050
989,5045,4758520,6212,4758520
990,5053,4759520,6212,4759520
990,5053,4760520,6212,4760520
990,5053,4760680,6212,4760680
990,5053,4761680,6212,4761680
990,5053,4762680,6212,4762680
990,5053,4763680,6212,4763680
990,5053,4764680,6212,4764680
990,5053,4765680,6212,4765680
990,5053,4766680,6212,4766680
990,5053,4767490,6212,4767490
990,5053,4767810,6212,4767810
990,5053,4768280,6212,4768280
990,5053,4769280,6212,4769280
