ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_01d8-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_01d8-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_01d8-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_01d8-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_01d8-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
1154278.28,19.46,0.64,294767.33,4.97
1152594.07,19.46,0.64,294619.65,4.97
1152582.74,19.46,0.64,294572.7,4.97
1152372.21,19.46,0.64,294530.08,4.97
1152571.51,19.47,0.64,294861.12,4.98
1152360.98,19.47,0.64,294748.51,4.98
1152143.44,19.47,0.64,294731.5,4.98
1152232.67,19.47,0.65,295522.21,4.99
1152025.65,19.47,0.65,294795.0,4.98
1151909.05,19.47,0.65,294753.07,4.98
1152022.74,19.47,0.65,294770.53,4.98
1151805.19,19.47,0.65,294902.22,4.99
1151594.67,19.47,0.65,294833.11,4.99
1151377.12,19.47,0.65,294772.6,4.99
1151170.11,19.47,0.65,294116.92,4.97
1150864.84,19.47,0.65,293814.79,4.97
1150661.33,19.47,0.65,293668.42,4.97
1150454.32,19.47,0.65,293012.73,4.96
1150149.05,19.47,0.65,292710.61,4.95
1150390.0,19.47,0.65,292607.33,4.95
1150179.47,19.47,0.65,292518.83,4.95
1150179.47,19.47,0.65,292518.83,4.95
1149975.96,19.47,0.65,294777.27,4.99
1149975.96,19.47,0.65,294755.98,4.99
1149772.46,19.47,0.65,294618.61,4.99
1149568.95,19.47,0.65,294952.74,5.0
1149568.95,19.47,0.65,294974.03,5.0
1149361.93,19.47,0.65,294318.34,4.99
1149157.72,19.47,0.65,294114.11,4.98
1148957.72,19.47,0.65,294608.48,4.99
1148740.18,19.47,0.65,294567.36,4.99
1148740.18,19.47,0.65,294546.07,4.99
1148740.18,19.47,0.65,294569.03,4.99
1148418.35,19.47,0.65,292535.62,4.96
1148113.09,19.46,0.65,292233.49,4.95
1148105.26,19.47,0.65,292401.62,4.96
1148105.26,19.47,0.65,292385.99,4.96
1147901.75,19.47,0.65,292359.37,4.96
1147705.23,19.46,0.65,292157.18,4.95
1147498.21,19.46,0.65,291429.97,4.94
1147381.61,19.46,0.65,291388.04,4.94
1147206.18,19.46,0.65,291349.99,4.94
1147446.6,19.47,0.65,291315.68,4.94
1147435.26,19.47,0.66,291525.14,4.95
1147416.91,19.47,0.66,291677.27,4.95
1147523.58,19.48,0.66,292361.95,4.96
1147320.07,19.48,0.66,292182.05,4.96
1147099.75,19.48,0.66,291966.86,4.96
1146917.3,19.48,0.66,291881.76,4.96
1146713.79,19.48,0.66,291797.77,4.96
1146510.28,19.48,0.66,294095.91,5.0
1146334.84,19.48,0.66,294044.81,5.0
1145953.89,19.47,0.65,293599.34,4.99
1146185.96,19.48,0.66,293641.81,4.99
1145968.42,19.48,0.66,293915.79,5.0
1145757.89,19.48,0.66,293846.68,4.99
1145540.35,19.48,0.66,293786.17,4.99
1145336.84,19.48,0.66,293711.89,4.99
1145050.0,19.47,0.65,293422.79,4.99
1144846.49,19.47,0.65,293325.29,4.99
1144845.68,19.47,0.66,293623.89,4.99
1144851.89,19.48,0.66,293715.83,5.0
1144634.35,19.48,0.66,293507.66,4.99
1144427.33,19.48,0.66,292851.97,4.98
1144122.07,19.47,0.66,292549.85,4.98
1144121.26,19.48,0.66,292848.45,4.99
1144092.39,19.48,0.66,292828.37,4.99
1143888.88,19.48,0.66,292718.88,4.98
1143506.28,19.47,0.66,292332.81,4.98
1143299.26,19.47,0.66,291605.6,4.97
1143299.26,19.47,0.66,291605.6,4.97
1143299.26,19.47,0.66,291622.93,4.97
1142994.0,19.47,0.66,291392.33,4.96
1142994.0,19.47,0.66,291392.33,4.96
1142790.49,19.47,0.66,291294.84,4.96
1142790.49,19.47,0.66,291259.24,4.96
1142772.14,19.47,0.66,290836.03,4.96
1142596.7,19.47,0.66,290816.65,4.96
1142392.49,19.47,0.66,290614.93,4.95
1142088.56,19.47,0.66,290270.33,4.95
1142070.21,19.47,0.66,289847.12,4.94
1141953.61,19.47,0.66,289689.86,4.94
1141953.61,19.47,0.66,289651.6,4.94
1141750.11,19.47,0.66,289542.11,4.94
1141425.89,19.47,0.65,289263.34,4.93
1141215.37,19.47,0.65,289154.8,4.93
1141032.91,19.47,0.65,289051.02,4.93
1141032.91,19.47,0.65,288983.62,4.93
1140712.91,19.46,0.65,288663.62,4.93
1140495.37,19.46,0.65,288642.54,4.93
1140319.93,19.46,0.65,288533.42,4.92
1140319.93,19.46,0.65,288606.96,4.93
1140116.42,19.46,0.65,288537.96,4.93
1139909.4,19.46,0.65,287882.27,4.92
1139792.81,19.46,0.65,287768.81,4.91
1139589.3,19.46,0.65,287584.37,4.91
1139589.3,19.46,0.65,287604.38,4.91
1139385.79,19.46,0.65,288779.25,4.93
1139182.28,19.46,0.65,288708.69,4.93
1138975.26,19.46,0.65,288053.01,4.92
1139200.0,19.47,0.66,288280.88,4.93
1138996.49,19.47,0.66,288144.45,4.93
1138785.96,19.47,0.66,288120.5,4.93
1138767.61,19.47,0.66,287697.29,4.92
1138651.02,19.47,0.66,287540.03,4.92
1138433.47,19.47,0.66,287434.35,4.92
1138433.47,19.47,0.66,287418.94,4.92
1138433.47,19.47,0.66,287418.94,4.92
1138222.95,19.47,0.66,287394.99,4.92
1138018.74,19.47,0.66,287250.46,4.91
1137815.23,19.47,0.66,286630.81,4.9
1137699.44,19.47,0.66,286646.35,4.91
1137688.11,19.47,0.66,286595.38,4.91
1137794.77,19.48,0.66,286768.49,4.91
1137794.77,19.48,0.66,286846.21,4.91
1137587.75,19.48,0.66,286190.53,4.9
1137282.49,19.47,0.66,285888.4,4.9
1137522.91,19.48,0.67,285854.09,4.9
1137511.58,19.48,0.67,285798.18,4.89
1137294.04,19.48,0.67,286155.65,4.9
1137083.51,19.48,0.67,286131.7,4.9
1136936.14,19.48,0.67,286055.2,4.9
1136732.63,19.48,0.67,286456.28,4.91
1136721.3,19.48,0.67,286440.83,4.91
1136721.3,19.48,0.67,286386.8,4.91
1136517.79,19.48,0.67,286738.9,4.92
1136310.77,19.48,0.67,286083.22,4.91
1136005.51,19.48,0.67,285781.1,4.9
1135624.56,19.48,0.67,285398.31,4.89
1135407.02,19.48,0.67,285292.64,4.89
1135200.0,19.48,0.67,284636.95,4.88
1135200.0,19.48,0.67,284694.5,4.88
1134894.74,19.47,0.67,284392.37,4.88
1134883.4,19.48,0.67,284484.87,4.88
1134679.19,19.47,0.67,284326.09,4.88
1134479.19,19.47,0.67,284297.04,4.88
1134272.18,19.47,0.67,283641.36,4.87
1134093.23,19.47,0.67,283274.12,4.86
1133787.96,19.47,0.66,282971.99,4.86
1134514.84,19.49,0.68,283293.83,4.87
1134318.35,19.49,0.68,283206.99,4.87
1134114.84,19.49,0.68,283935.03,4.88
1133932.39,19.49,0.68,283920.99,4.88
1133756.95,19.49,0.68,283811.87,4.88
1133237.79,19.48,0.67,283252.22,4.87
1133055.33,19.48,0.67,283238.19,4.87
1132876.39,19.48,0.67,283192.52,4.87
1132578.14,19.48,0.67,282662.21,4.86
1132378.21,19.48,0.67,282432.53,4.86
1132378.21,19.48,0.67,282432.53,4.86
1132199.26,19.48,0.67,282397.48,4.86
1132180.91,19.48,0.67,283028.54,4.87
1131966.88,19.48,0.67,282803.52,4.87
1131791.44,19.48,0.67,282911.01,4.87
1132152.98,19.49,0.68,283233.41,4.88
1131981.05,19.49,0.68,283272.2,4.88
1131981.05,19.49,0.68,283272.2,4.88
1131805.61,19.49,0.68,283252.82,4.88
1131790.77,19.49,0.68,283039.05,4.87
1131376.77,19.48,0.67,282718.11,4.87
1131376.77,19.48,0.67,282718.11,4.87
1131220.77,19.48,0.67,282580.11,4.87
1131582.32,19.49,0.68,283030.01,4.87
1131581.51,19.49,0.68,283498.07,4.88
1131246.04,19.49,0.68,283125.66,4.88
1131028.49,19.49,0.68,282927.35,4.87
1131027.68,19.49,0.68,283227.73,4.88
1131254.6,19.5,0.69,283386.02,4.88
1130880.14,19.49,0.68,283087.28,4.88
1130704.7,19.49,0.68,283049.23,4.88
1130522.25,19.49,0.68,282964.12,4.88
1130346.81,19.49,0.68,282926.07,4.88
1130129.89,19.49,0.68,282737.72,4.88
1130129.89,19.49,0.68,282737.72,4.88
1129947.44,19.49,0.68,282652.61,4.88
1128263.23,19.49,0.68,282504.93,4.88
1128059.72,19.49,0.68,281814.95,4.87
1128044.88,19.49,0.68,281600.73,4.87
1128044.88,19.49,0.68,281617.86,4.87
1127841.37,19.49,0.68,281679.9,4.87
1127665.93,19.49,0.68,281660.52,4.87
