ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_b34c-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
646527.61,10.49,0.27,174114.57,2.83
646467.83,10.49,0.27,173935.38,2.82
646467.83,10.49,0.27,173935.38,2.82
645993.65,10.49,0.26,173252.63,2.81
645891.43,10.49,0.26,173252.63,2.81
645376.05,10.48,0.26,172710.63,2.8
645273.83,10.48,0.26,172829.96,2.81
645171.61,10.48,0.26,172710.63,2.81
645528.11,10.49,0.26,173612.83,2.82
645222.76,10.48,0.26,173017.96,2.81
645120.54,10.48,0.26,173018.09,2.81
645120.54,10.48,0.26,173018.09,2.81
644969.67,10.48,0.26,172587.34,2.8
644475.47,10.47,0.25,172147.46,2.8
644373.25,10.47,0.25,172147.14,2.8
644699.2,10.48,0.26,172147.14,2.8
644479.51,10.48,0.25,172290.25,2.8
644479.51,10.48,0.25,172290.25,2.8
644805.46,10.48,0.26,172191.7,2.8
644703.24,10.48,0.26,172171.67,2.8
644802.76,10.49,0.26,171714.46,2.79
645012.51,10.49,0.27,172335.11,2.8
644678.06,10.49,0.26,173820.86,2.83
644392.26,10.48,0.26,173520.77,2.82
644290.04,10.48,0.26,173520.59,2.82
644187.82,10.48,0.26,173520.59,2.82
644085.59,10.48,0.26,173542.84,2.82
644160.76,10.48,0.26,172926.99,2.81
644058.54,10.48,0.26,172915.59,2.81
644058.54,10.48,0.26,172915.59,2.81
643956.32,10.48,0.26,172916.3,2.82
643956.32,10.48,0.26,172916.3,2.82
644282.27,10.49,0.27,173462.83,2.82
644225.4,10.49,0.27,173499.18,2.83
644448.69,10.5,0.27,173566.14,2.83
644346.47,10.5,0.27,173697.22,2.83
644244.25,10.5,0.27,173697.22,2.83
644353.53,10.5,0.28,173329.64,2.82
644205.96,10.5,0.28,173448.1,2.83
644247.01,10.5,0.28,173389.38,2.83
644144.78,10.5,0.28,173389.38,2.83
644042.56,10.5,0.28,173463.19,2.83
644042.56,10.5,0.28,173463.19,2.83
643940.34,10.5,0.28,173446.24,2.83
643838.12,10.5,0.28,173477.03,2.83
643735.9,10.5,0.28,173477.39,2.83
643689.87,10.5,0.28,172133.72,2.81
643587.65,10.5,0.28,172133.16,2.81
643485.43,10.5,0.28,172339.21,2.81
643405.69,10.5,0.28,172331.31,2.81
643303.47,10.5,0.28,172345.24,2.81
643303.47,10.5,0.28,172345.24,2.81
643201.25,10.5,0.28,172360.57,2.81
643099.03,10.5,0.28,172367.35,2.81
642730.86,10.5,0.28,172079.83,2.81
642954.14,10.5,0.28,172271.09,2.81
643310.65,10.51,0.29,173161.31,2.83
643208.43,10.51,0.29,173161.68,2.83
642912.92,10.5,0.28,172901.95,2.83
642988.09,10.51,0.28,171700.38,2.81
642885.87,10.51,0.28,171802.42,2.81
642783.64,10.51,0.29,171745.5,2.81
643109.59,10.51,0.29,171708.5,2.81
643007.37,10.51,0.29,173017.03,2.83
642905.15,10.51,0.29,172925.34,2.83
642825.81,10.51,0.29,173109.26,2.83
642678.23,10.51,0.29,172845.6,2.83
642519.6,10.51,0.29,172686.97,2.82
642287.51,10.51,0.29,172618.93,2.82
642185.28,10.51,0.29,172618.93,2.82
642116.78,10.51,0.29,172671.79,2.83
642116.78,10.51,0.29,172671.79,2.83
642121.01,10.51,0.29,172674.27,2.83
642018.79,10.51,0.29,172582.58,2.82
641916.57,10.51,0.29,172582.58,2.83
642242.52,10.51,0.29,172695.43,2.83
642140.29,10.51,0.29,172864.88,2.83
642249.58,10.52,0.3,172521.61,2.83
642169.92,10.52,0.3,172420.91,2.82
642114.39,10.52,0.3,171486.52,2.81
641831.6,10.52,0.29,171214.96,2.81
641729.38,10.52,0.29,171214.78,2.81
641627.16,10.52,0.29,171214.78,2.81
641627.16,10.52,0.29,171214.78,2.81
641258.99,10.51,0.29,170900.78,2.8
641156.77,10.51,0.29,170947.99,2.8
641054.55,10.51,0.29,170903.07,2.8
640952.33,10.51,0.29,171232.0,2.81
640863.22,10.51,0.29,170541.76,2.8
640845.8,10.51,0.29,170528.9,2.8
640743.58,10.51,0.29,170529.27,2.8
640989.34,10.52,0.29,170525.8,2.8
640887.12,10.52,0.29,170525.24,2.8
640784.9,10.52,0.29,170731.29,2.8
640682.68,10.52,0.29,170676.88,2.8
641008.63,10.52,0.3,170790.93,2.8
640906.4,10.52,0.3,170699.24,2.8
640861.18,10.52,0.3,169912.46,2.79
640565.67,10.52,0.3,169652.73,2.79
640476.56,10.52,0.3,169854.17,2.79
640270.52,10.52,0.3,169504.75,2.78
640270.52,10.52,0.3,169504.75,2.78
640270.52,10.52,0.3,169504.75,2.78
640168.3,10.52,0.3,169504.75,2.79
640109.02,10.52,0.3,169775.54,2.79
640005.78,10.52,0.3,171010.87,2.81
640331.73,10.52,0.3,171121.71,2.81
640188.57,10.52,0.3,170873.18,2.81
640086.35,10.52,0.3,171104.8,2.81
640161.52,10.53,0.3,170515.53,2.8
639941.83,10.52,0.3,170264.64,2.8
639941.83,10.52,0.3,170264.64,2.8
640218.45,10.53,0.31,170264.45,2.8
640544.4,10.53,0.31,170264.45,2.8
640186.23,10.53,0.31,170264.45,2.8
640084.01,10.53,0.31,170292.46,2.8
640193.3,10.53,0.31,169917.75,2.8
640234.34,10.54,0.31,170179.83,2.8
640132.12,10.54,0.31,170167.72,2.8
640082.12,10.53,0.31,170117.72,2.8
639979.9,10.53,0.31,170127.41,2.8
639691.06,10.53,0.31,170442.11,2.81
640025.09,10.54,0.31,170235.41,2.8
639749.55,10.53,0.31,170266.81,2.8
639972.84,10.54,0.32,170266.63,2.8
639871.29,10.54,0.32,170660.86,2.81
639650.08,10.53,0.31,170500.56,2.81
639456.48,10.53,0.31,170171.34,2.8
639354.25,10.53,0.31,170171.34,2.8
639252.03,10.53,0.31,170194.75,2.8
639252.03,10.53,0.31,170194.75,2.8
639252.03,10.53,0.31,170194.75,2.8
639149.81,10.53,0.31,170184.29,2.8
639236.22,10.54,0.31,170171.34,2.8
639134.0,10.54,0.31,170642.48,2.81
639031.78,10.54,0.31,170686.11,2.81
638929.56,10.54,0.31,170664.38,2.81
638827.33,10.54,0.31,170664.19,2.81
638913.74,10.54,0.32,170664.19,2.82
638811.52,10.54,0.32,170664.19,2.82
638709.3,10.54,0.32,170691.04,2.82
638709.3,10.54,0.32,170691.04,2.82
638607.08,10.54,0.32,170686.69,2.82
638504.86,10.54,0.32,170664.19,2.82
638413.87,10.54,0.32,171034.29,2.82
638489.04,10.54,0.32,171026.75,2.82
638575.45,10.54,0.32,171026.57,2.82
638661.85,10.55,0.33,171026.57,2.82
638661.85,10.55,0.33,171026.57,2.82
638987.8,10.55,0.33,171026.57,2.82
638987.8,10.55,0.33,171026.57,2.82
638832.07,10.55,0.33,170871.26,2.82
638729.84,10.55,0.33,170879.87,2.82
638729.84,10.55,0.33,170879.87,2.82
638627.62,10.55,0.33,170874.51,2.82
638714.03,10.55,0.33,170871.26,2.82
638800.44,10.56,0.34,170871.26,2.82
638698.22,10.56,0.34,172044.83,2.84
638595.99,10.56,0.34,172044.93,2.84
638493.77,10.56,0.34,172044.65,2.84
638288.26,10.55,0.33,171860.45,2.84
638186.04,10.55,0.33,171880.98,2.84
638083.82,10.55,0.33,171863.88,2.84
637981.6,10.55,0.33,171860.45,2.84
637981.6,10.55,0.33,171860.45,2.84
637879.38,10.55,0.33,171983.02,2.85
637511.21,10.55,0.33,171589.7,2.84
637408.99,10.55,0.33,171467.14,2.84
637495.4,10.55,0.33,171654.72,2.84
637393.18,10.55,0.33,171654.55,2.84
637290.95,10.55,0.33,171654.54,2.84
637188.73,10.55,0.33,171742.85,2.84
637188.73,10.55,0.33,171742.85,2.84
637086.51,10.55,0.33,171741.85,2.84
636984.29,10.55,0.33,171665.82,2.84
636882.07,10.55,0.33,171711.8,2.85
637216.1,10.56,0.34,172133.19,2.85
636896.1,10.55,0.33,171813.19,2.85
636633.68,10.55,0.33,171649.66,2.84
636427.63,10.55,0.33,171404.54,2.84
636325.41,10.55,0.33,171404.63,2.84
636223.19,10.55,0.33,171404.35,2.84
636635.38,10.56,0.33,171431.58,2.84
636533.16,10.56,0.33,171422.08,2.84
636430.94,10.56,0.33,171404.35,2.84
636006.52,10.55,0.33,171522.52,2.85
635904.3,10.55,0.33,171460.94,2.84
635923.82,10.55,0.33,173406.47,2.88
636010.22,10.55,0.33,173349.88,2.88
636490.5,10.56,0.34,174250.7,2.89
636490.5,10.56,0.34,174250.7,2.89
636388.28,10.56,0.34,174250.51,2.89
636286.06,10.56,0.34,174250.51,2.89
636183.84,10.56,0.34,174250.51,2.89
636081.62,10.56,0.34,174334.98,2.9
636168.02,10.57,0.34,174270.22,2.89
636065.8,10.57,0.34,174313.22,2.9
635974.82,10.57,0.34,174651.08,2.9
635866.19,10.56,0.34,174542.46,2.9
635574.91,10.56,0.34,174161.96,2.89
635461.45,10.56,0.34,173950.01,2.89
635787.39,10.57,0.34,174062.86,2.89
635873.8,10.57,0.35,174366.39,2.9
635505.63,10.56,0.34,174103.72,2.89
635403.41,10.56,0.34,174095.2,2.89
635301.19,10.56,0.34,174012.03,2.89
635524.48,10.57,0.35,174011.85,2.89
635524.48,10.57,0.35,174011.85,2.89
635524.48,10.57,0.35,174011.85,2.89
635422.25,10.57,0.35,174011.85,2.89
635748.2,10.58,0.35,174011.85,2.89
635645.98,10.58,0.35,174151.38,2.9
635543.76,10.58,0.35,174145.38,2.9
635441.54,10.58,0.35,174012.52,2.9
635527.95,10.58,0.36,174871.85,2.91
635527.95,10.58,0.36,174871.85,2.91
635614.35,10.58,0.36,175134.84,2.92
635512.13,10.58,0.36,175134.66,2.92
635598.54,10.58,0.36,175134.66,2.92
635496.32,10.58,0.36,175136.98,2.92
635394.1,10.58,0.36,175136.74,2.92
635394.1,10.58,0.36,175136.74,2.92
635291.87,10.58,0.36,175134.74,2.92
635378.28,10.59,0.37,175410.15,2.92
635276.06,10.59,0.37,175467.29,2.92
635173.84,10.59,0.37,175473.07,2.92
634878.33,10.58,0.36,175040.29,2.92
634776.11,10.58,0.36,174948.6,2.92
634556.42,10.58,0.36,174876.62,2.92
634833.04,10.59,0.36,175255.94,2.92
634833.04,10.59,0.36,175255.94,2.92
634674.42,10.58,0.36,175093.65,2.92
635000.36,10.59,0.37,175093.65,2.92
634632.19,10.58,0.36,175093.65,2.92
634529.97,10.58,0.36,175093.65,2.92
634427.75,10.58,0.36,175093.77,2.92
634427.75,10.58,0.36,175093.77,2.92
634527.27,10.59,0.37,174694.93,2.91
634322.6,10.59,0.36,174392.05,2.91
634220.37,10.59,0.36,174391.93,2.91
634118.15,10.59,0.36,174391.93,2.91
634118.15,10.59,0.36,174391.93,2.91
634015.93,10.59,0.36,174511.33,2.91
634102.34,10.59,0.37,174638.94,2.92
634325.63,10.59,0.37,174888.61,2.92
634223.41,10.59,0.37,174793.17,2.92
634223.41,10.59,0.37,174793.17,2.92
634309.81,10.6,0.37,174980.44,2.92
634207.59,10.6,0.37,174889.79,2.92
634105.37,10.6,0.37,174888.76,2.92
634191.78,10.6,0.38,175002.6,2.92
634089.55,10.6,0.38,174983.57,2.93
634449.22,10.61,0.38,175316.33,2.93
634347.0,10.61,0.38,175307.81,2.93
634244.78,10.61,0.38,175224.64,2.93
634040.34,10.61,0.38,175228.72,2.93
633949.93,10.61,0.38,174592.57,2.92
633847.71,10.61,0.38,174588.75,2.92
633626.5,10.6,0.38,174417.04,2.92
633524.28,10.6,0.38,174442.19,2.92
633235.44,10.6,0.38,174152.86,2.91
632939.93,10.59,0.37,173932.44,2.91
632837.71,10.59,0.37,173936.5,2.91
633114.33,10.6,0.38,173906.84,2.91
633012.11,10.6,0.38,174380.18,2.92
632909.88,10.6,0.38,174278.72,2.92
632909.88,10.6,0.38,174278.72,2.92
632621.04,10.6,0.37,173996.84,2.91
632621.04,10.6,0.37,173996.84,2.91
632707.45,10.6,0.38,173996.65,2.91
632605.23,10.6,0.38,173996.65,2.92
632931.18,10.61,0.38,173996.65,2.92
632794.22,10.6,0.38,174006.96,2.92
633206.41,10.61,0.39,173996.65,2.92
633026.8,10.61,0.39,173996.65,2.92
633113.21,10.61,0.39,174170.96,2.92
633336.5,10.62,0.39,174114.28,2.92
633234.28,10.62,0.39,173996.65,2.92
633132.06,10.62,0.39,175347.02,2.94
633029.84,10.62,0.39,175338.5,2.94
632927.61,10.62,0.39,175255.33,2.94
632825.39,10.62,0.39,175262.11,2.94
633151.34,10.62,0.4,175537.63,2.95
633049.12,10.62,0.4,175537.77,2.95
632680.95,10.62,0.4,175223.77,2.94
632578.73,10.62,0.4,175223.45,2.94
632578.73,10.62,0.4,175223.45,2.94
632904.68,10.62,0.4,175230.08,2.94
632802.46,10.62,0.4,175229.72,2.94
632700.24,10.62,0.4,175226.51,2.94
632598.02,10.62,0.4,175617.94,2.95
632495.79,10.62,0.4,175440.79,2.95
632582.2,10.63,0.41,175752.14,2.95
632287.39,10.62,0.4,175438.48,2.95
632373.8,10.63,0.4,175438.29,2.95
632271.58,10.63,0.4,175438.29,2.95
631453.81,10.63,0.4,175438.1,2.95
631085.64,10.62,0.4,175157.59,2.95
630983.42,10.62,0.4,175157.59,2.95
630881.2,10.62,0.4,175200.97,2.95
630722.71,10.62,0.4,175063.95,2.95
630620.49,10.62,0.4,175026.11,2.95
630518.27,10.62,0.4,175566.71,2.96
630741.56,10.62,0.4,175566.53,2.96
630650.58,10.62,0.4,175255.01,2.95
630537.12,10.62,0.4,175208.99,2.95
630434.9,10.62,0.4,175208.99,2.95
630332.68,10.62,0.4,175208.99,2.95
630230.45,10.62,0.4,175224.7,2.95
630128.23,10.62,0.4,175218.12,2.95
630026.01,10.62,0.4,175208.99,2.95
629923.79,10.62,0.4,175582.05,2.96
629821.57,10.62,0.4,175519.29,2.96
629907.98,10.63,0.41,175519.1,2.96
629805.76,10.63,0.41,175519.1,2.96
629703.53,10.63,0.41,175526.24,2.96
629789.94,10.63,0.41,175520.22,2.96
629789.94,10.63,0.41,175520.22,2.96
630115.89,10.64,0.41,175519.1,2.96
630013.67,10.64,0.41,175889.8,2.97
629911.45,10.64,0.41,175969.26,2.97
629809.23,10.64,0.41,176161.24,2.98
629707.01,10.64,0.41,176168.02,2.98
629604.78,10.64,0.41,176069.55,2.97
629502.56,10.64,0.41,176069.64,2.98
629400.34,10.64,0.42,176069.36,2.98
629400.34,10.64,0.42,176069.36,2.98
629032.17,10.63,0.41,175864.15,2.97
629032.17,10.63,0.41,175864.15,2.97
628929.95,10.63,0.41,175864.15,2.97
628708.74,10.63,0.41,175546.86,2.97
628606.52,10.63,0.41,175552.95,2.97
628606.52,10.63,0.41,175552.95,2.97
628504.3,10.63,0.41,175703.65,2.97
628308.79,10.63,0.4,175602.94,2.97
628206.57,10.63,0.4,175506.69,2.97
628551.84,10.63,0.41,175991.94,2.98
628627.0,10.64,0.41,176069.7,2.98
628524.78,10.64,0.41,176061.18,2.98
628611.19,10.64,0.42,176147.21,2.98
628244.94,10.63,0.41,175781.78,2.98
628155.83,10.63,0.41,175185.45,2.97
628138.41,10.63,0.41,175075.45,2.96
628036.19,10.63,0.41,174983.76,2.96
628036.19,10.63,0.41,174983.76,2.96
628036.19,10.63,0.41,174983.76,2.96
627933.97,10.63,0.41,174983.76,2.96
627831.75,10.63,0.41,174892.07,2.96
627729.53,10.63,0.41,174892.07,2.96
627627.31,10.63,0.41,174861.52,2.96
627850.59,10.64,0.42,175122.92,2.97
627748.37,10.64,0.42,175123.05,2.97
627646.15,10.64,0.42,175122.73,2.97
627543.93,10.64,0.42,175137.11,2.97
627877.96,10.65,0.42,175126.45,2.97
627775.74,10.65,0.42,175122.73,2.97
627673.52,10.65,0.42,175436.61,2.98
627571.3,10.65,0.42,175493.18,2.98
627571.3,10.65,0.42,175493.18,2.98
627469.07,10.65,0.42,175584.51,2.98
627102.83,10.64,0.42,175192.73,2.97
627000.6,10.64,0.42,175145.73,2.97
626898.38,10.64,0.42,175131.17,2.97
626602.88,10.64,0.41,174850.86,2.97
626928.82,10.64,0.42,175372.3,2.98
626560.65,10.64,0.42,175375.7,2.98
626955.0,10.65,0.42,174985.15,2.97
627075.12,10.65,0.43,176617.96,3.0
627146.02,10.65,0.43,177226.37,3.01
627043.8,10.65,0.43,177226.47,3.01
627043.8,10.65,0.43,177226.47,3.01
626941.57,10.65,0.43,177226.19,3.01
627027.98,10.65,0.43,177226.19,3.01
627027.98,10.65,0.43,177226.19,3.01
627353.93,10.66,0.44,177233.8,3.01
627251.71,10.66,0.44,177226.24,3.01
627149.49,10.66,0.44,177467.19,3.02
627047.27,10.66,0.44,177709.99,3.02
626679.1,10.66,0.43,177423.26,3.02
626483.59,10.65,0.43,177230.73,3.01
626381.37,10.65,0.43,177263.45,3.01
626279.15,10.65,0.43,177263.59,3.02
626279.15,10.65,0.43,177263.59,3.02
626279.15,10.65,0.43,177263.59,3.02
626176.93,10.65,0.43,177263.27,3.02
626074.7,10.65,0.43,177263.27,3.02
625972.48,10.65,0.43,177366.14,3.02
625870.26,10.65,0.43,177379.12,3.02
625956.67,10.66,0.43,177264.13,3.02
626290.7,10.66,0.44,177851.45,3.03
626188.47,10.66,0.44,177814.92,3.03
626188.47,10.66,0.44,177814.92,3.03
626086.25,10.66,0.44,177723.23,3.03
625950.7,10.66,0.44,177665.47,3.03
626227.32,10.67,0.44,178044.81,3.03
626227.32,10.67,0.44,178044.81,3.03
626313.72,10.67,0.45,178044.62,3.03
626211.5,10.67,0.45,178044.62,3.03
626211.5,10.67,0.45,178044.62,3.03
626109.28,10.67,0.45,178069.52,3.03
626007.06,10.67,0.45,178080.94,3.04
626106.58,10.67,0.45,177682.1,3.03
626347.62,10.68,0.46,177847.09,3.03
626245.39,10.68,0.46,177898.04,3.03
626143.17,10.68,0.46,177828.23,3.03
626366.46,10.68,0.46,178325.55,3.04
626264.24,10.68,0.46,178273.25,3.04
626106.99,10.68,0.46,178116.72,3.04
625807.67,10.68,0.45,177812.83,3.03
625705.45,10.68,0.45,177804.31,3.03
625603.23,10.68,0.45,177721.14,3.03
625603.23,10.68,0.45,177721.14,3.03
625501.0,10.68,0.45,177720.96,3.03
625501.0,10.68,0.45,177698.2,3.03
625342.38,10.67,0.45,177539.35,3.03
625183.75,10.67,0.45,177395.11,3.03
625283.27,10.67,0.45,176996.27,3.02
625078.59,10.67,0.45,176693.38,3.02
625178.11,10.68,0.45,176294.54,3.01
624973.44,10.67,0.45,175991.66,3.01
624871.22,10.67,0.45,175991.66,3.01
624769.0,10.67,0.45,175991.66,3.01
624855.4,10.68,0.46,176086.51,3.01
624753.18,10.68,0.46,175991.66,3.01
624357.47,10.67,0.45,175573.78,3.0
624255.25,10.67,0.45,175573.78,3.0
624153.03,10.67,0.45,175574.15,3.0
624239.43,10.67,0.45,176046.42,3.01
624137.21,10.67,0.45,175936.49,3.01
624034.99,10.67,0.45,175935.93,3.01
624360.94,10.68,0.46,175935.93,3.01
624258.72,10.68,0.46,176053.94,3.01
624345.12,10.68,0.46,175970.05,3.01
624242.9,10.68,0.46,176010.99,3.01
624151.92,10.68,0.46,176629.33,3.02
624151.92,10.68,0.46,176629.33,3.02
624096.61,10.69,0.46,176596.59,3.02
623994.39,10.69,0.46,176504.9,3.02
623994.39,10.69,0.46,176504.9,3.02
623892.17,10.69,0.46,176504.9,3.02
623789.95,10.69,0.46,176504.71,3.02
623687.72,10.69,0.46,176504.71,3.02
623585.5,10.69,0.46,176650.88,3.03
623483.28,10.69,0.46,176536.94,3.03
623293.07,10.68,0.46,176344.1,3.02
623224.56,10.68,0.46,177570.89,3.04
623111.1,10.68,0.46,176878.23,3.03
623008.88,10.68,0.46,176869.71,3.03
622906.66,10.68,0.46,176786.54,3.03
622906.66,10.68,0.46,176786.54,3.03
622804.44,10.68,0.46,176694.85,3.03
622725.1,10.68,0.46,176212.26,3.02
622577.52,10.68,0.46,176128.5,3.02
622475.3,10.68,0.46,176128.5,3.02
622366.67,10.68,0.46,176020.18,3.02
622453.08,10.68,0.46,176134.02,3.02
622350.86,10.69,0.46,176097.7,3.02
622248.64,10.69,0.46,176097.51,3.02
622146.42,10.69,0.46,176097.51,3.02
622146.42,10.69,0.46,176097.51,3.02
622044.19,10.69,0.46,176225.75,3.03
622130.6,10.69,0.47,176138.09,3.03
622456.55,10.69,0.47,176122.24,3.03
622542.96,10.7,0.48,176097.51,3.03
622766.24,10.7,0.48,177210.46,3.05
622664.02,10.7,0.48,177250.05,3.05
622561.8,10.7,0.48,177250.19,3.05
622236.86,10.7,0.48,176939.53,3.04
622323.26,10.7,0.48,176939.21,3.04
622221.04,10.7,0.48,176939.21,3.04
622307.45,10.7,0.48,176953.5,3.04
622307.45,10.7,0.48,176926.97,3.04
622205.23,10.7,0.48,176921.68,3.04
622205.23,10.7,0.48,176986.79,3.04
622103.01,10.7,0.48,176979.34,3.05
622000.78,10.7,0.48,177445.0,3.05
621898.56,10.7,0.48,177339.51,3.05
621796.34,10.7,0.48,177319.83,3.05
621600.83,10.7,0.48,177176.16,3.05
621259.9,10.7,0.47,176813.62,3.04
621346.31,10.7,0.48,176907.06,3.05
621244.09,10.7,0.48,176876.5,3.05
621141.87,10.7,0.48,176815.37,3.05
621228.27,10.7,0.48,176815.18,3.05
621314.68,10.71,0.48,176815.18,3.05
621212.46,10.71,0.48,176815.18,3.05
621110.24,10.71,0.48,176831.35,3.05
621110.24,10.71,0.48,176831.35,3.05
621008.01,10.71,0.48,176822.94,3.05
620905.79,10.71,0.48,176815.18,3.05
620615.79,10.7,0.48,176525.18,3.04
620941.74,10.71,0.49,177265.52,3.06
620839.52,10.71,0.49,177223.47,3.06
620939.04,10.71,0.49,176824.63,3.05
620921.62,10.71,0.49,176702.54,3.05
621008.03,10.72,0.49,176702.54,3.05
620958.03,10.71,0.49,176652.54,3.05
620589.86,10.71,0.49,176393.09,3.04
620915.8,10.72,0.49,176393.09,3.04
620813.58,10.72,0.49,176393.09,3.04
620899.99,10.72,0.5,176401.88,3.05
620680.3,10.72,0.49,176393.09,3.05
621160.58,10.72,0.5,176509.98,3.05
621058.36,10.72,0.5,176406.76,3.05
620693.01,10.72,0.5,177042.18,3.06
620590.78,10.72,0.5,177085.25,3.06
620590.78,10.72,0.5,177085.25,3.06
620488.56,10.72,0.5,177132.97,3.06
620386.34,10.72,0.5,177139.75,3.06
620704.21,10.73,0.5,177465.74,3.07
620803.73,10.73,0.51,177066.91,3.06
620599.06,10.73,0.51,176764.02,3.06
620685.46,10.73,0.51,176763.83,3.06
620583.24,10.73,0.51,176763.83,3.06
620203.15,10.72,0.5,176379.37,3.05
620100.93,10.72,0.5,176397.71,3.05
619998.71,10.72,0.5,176386.61,3.05
619896.49,10.72,0.5,176382.64,3.05
619794.27,10.72,0.5,176654.63,3.06
619794.27,10.72,0.5,176641.69,3.06
619692.04,10.73,0.5,176616.69,3.06
619589.82,10.73,0.5,176542.93,3.06
619915.77,10.73,0.51,176543.82,3.06
619915.77,10.73,0.51,176557.78,3.06
619540.6,10.73,0.51,178055.34,3.08
619438.38,10.73,0.51,178046.82,3.08
619438.38,10.73,0.51,178045.68,3.08
