ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
903230.28,21.8,8.2,264790.6,6.39
903282.98,21.8,8.2,264826.99,6.39
903282.98,21.8,8.2,264826.7,6.39
903335.68,21.81,8.21,264826.7,6.39
903335.68,21.81,8.21,264942.32,6.4
903631.7,21.82,8.22,264950.98,6.4
903684.4,21.82,8.23,264938.78,6.4
903548.43,21.83,8.23,264945.01,6.4
903601.13,21.83,8.23,264948.35,6.4
903897.15,21.84,8.24,264981.21,6.4
903585.05,21.84,8.24,264969.88,6.4
903449.07,21.84,8.24,265102.57,6.41
903313.1,21.84,8.24,265103.45,6.41
903177.12,21.84,8.24,265103.14,6.41
903573.06,21.85,8.26,265683.6,6.43
903573.06,21.85,8.26,265683.37,6.43
903970.34,21.86,8.27,265516.3,6.42
904266.36,21.87,8.28,265520.65,6.42
903894.37,21.87,8.27,265331.15,6.42
903947.07,21.87,8.28,265517.97,6.42
904251.24,21.88,8.29,265517.97,6.43
904303.94,21.89,8.29,265517.97,6.43
904585.05,21.9,8.3,265502.42,6.43
904449.07,21.9,8.3,265406.68,6.43
903843.87,21.89,8.29,264686.4,6.41
903707.89,21.89,8.3,264686.1,6.41
903571.92,21.9,8.3,264664.28,6.41
903624.62,21.9,8.3,265037.96,6.42
903624.62,21.9,8.3,265037.96,6.42
904046.52,21.91,8.31,265038.52,6.42
904342.54,21.92,8.32,265528.59,6.44
904206.57,21.92,8.33,265528.59,6.44
904070.59,21.93,8.33,265583.79,6.44
904612.83,21.94,8.34,268662.64,6.52
904970.03,21.96,8.36,268469.14,6.51
904970.03,21.96,8.36,268389.83,6.51
904970.03,21.96,8.36,268389.83,6.51
905446.79,21.97,8.37,269362.58,6.54
905499.49,21.97,8.38,269362.27,6.54
905960.72,21.99,8.39,269326.06,6.54
905824.74,21.99,8.39,269326.06,6.54
905868.01,21.99,8.39,270885.4,6.58
906164.03,22.0,8.4,271147.27,6.58
905866.02,21.99,8.4,271011.21,6.58
906172.36,22.01,8.41,271045.66,6.58
906036.38,22.01,8.41,271041.59,6.58
905900.4,22.01,8.41,271041.59,6.59
905764.42,22.01,8.42,271041.13,6.59
905628.45,22.01,8.42,271049.9,6.59
905681.15,22.02,8.42,271049.9,6.59
905545.17,22.02,8.42,271046.47,6.59
905409.19,22.02,8.43,271454.4,6.6
905250.51,22.02,8.42,271402.49,6.6
905546.53,22.03,8.43,272239.9,6.62
905410.56,22.03,8.44,272239.9,6.63
905410.56,22.03,8.44,272239.65,6.63
905274.58,22.04,8.44,272120.31,6.62
905465.03,22.04,8.45,272120.31,6.62
905517.73,22.05,8.45,272120.31,6.63
905381.76,22.05,8.45,272145.25,6.63
905245.78,22.05,8.46,272145.25,6.63
905109.8,22.06,8.46,272229.02,6.63
904973.82,22.06,8.46,272834.67,6.65
904837.85,22.06,8.46,272889.74,6.65
904890.55,22.07,8.47,272889.74,6.65
905150.8,22.07,8.48,273066.19,6.66
905341.25,22.08,8.48,273053.27,6.66
905622.36,22.09,8.49,273057.2,6.66
906075.93,22.1,8.51,273068.26,6.66
905939.95,22.11,8.51,273443.66,6.67
905803.98,22.11,8.51,273442.58,6.67
904716.16,22.13,8.53,273442.27,6.69
904768.86,22.13,8.53,273439.91,6.69
904632.88,22.13,8.54,273439.91,6.69
904496.9,22.13,8.54,273413.77,6.69
904496.9,22.13,8.54,273539.82,6.69
904360.93,22.14,8.54,273539.82,6.7
904224.95,22.14,8.54,273539.51,6.7
904088.97,22.14,8.54,273463.25,6.7
904384.99,22.15,8.55,273462.78,6.7
904249.01,22.15,8.56,273469.01,6.7
904633.68,22.16,8.57,273922.0,6.71
904497.7,22.17,8.57,273898.78,6.71
904361.72,22.17,8.57,273898.81,6.71
904657.74,22.18,8.58,274017.8,6.72
904521.77,22.18,8.58,274017.49,6.72
904385.79,22.18,8.58,274017.18,6.72
904438.49,22.19,8.59,274017.18,6.72
904302.51,22.19,8.59,274033.02,6.72
904166.53,22.19,8.59,274011.1,6.73
904462.56,22.2,8.6,274056.47,6.73
904462.56,22.2,8.6,274054.66,6.73
904706.59,22.21,8.61,274054.66,6.73
904570.61,22.21,8.62,274534.66,6.74
904198.62,22.21,8.61,274148.04,6.73
904198.62,22.21,8.61,275398.21,6.76
904062.64,22.21,8.61,275398.21,6.77
903632.0,22.2,8.6,275039.86,6.76
903822.45,22.21,8.61,275149.74,6.76
903875.15,22.22,8.62,274909.19,6.76
903786.09,22.21,8.62,274815.67,6.75
903976.55,22.22,8.62,274815.67,6.76
903976.55,22.22,8.62,274815.67,6.76
903837.65,22.22,8.62,274681.91,6.75
903701.68,22.22,8.62,274726.57,6.76
903701.68,22.22,8.62,274641.03,6.75
903565.7,22.22,8.63,274640.65,6.76
903861.72,22.23,8.64,274750.84,6.76
903725.74,22.24,8.64,274973.37,6.77
903589.77,22.24,8.64,274973.34,6.77
903885.79,22.25,8.65,275065.77,6.77
904270.45,22.26,8.66,275065.77,6.77
904724.02,22.27,8.67,275852.77,6.79
904724.02,22.27,8.67,275889.2,6.79
905020.04,22.28,8.68,276023.87,6.8
905020.04,22.28,8.68,276095.17,6.8
904884.06,22.28,8.69,276095.17,6.8
905274.63,22.29,8.7,276133.48,6.8
905138.65,22.3,8.7,276193.98,6.8
905290.05,22.3,8.7,276659.9,6.82
905480.5,22.31,8.71,277514.5,6.84
905344.53,22.31,8.71,277514.18,6.84
905344.53,22.31,8.71,277534.47,6.84
905397.23,22.32,8.72,276504.45,6.82
905326.15,22.32,8.72,280467.44,6.92
905190.17,22.32,8.73,280459.6,6.92
905486.19,22.33,8.74,280465.07,6.92
905538.89,22.34,8.74,280649.73,6.92
905402.92,22.34,8.74,282163.81,6.96
905410.42,22.35,8.75,282110.72,6.96
905263.63,22.35,8.75,281541.72,6.95
905127.65,22.35,8.75,281537.6,6.95
904991.67,22.35,8.75,281537.29,6.95
904931.41,22.36,8.76,281800.26,6.96
905316.07,22.37,8.77,282286.24,6.97
905180.09,22.37,8.77,282280.7,6.98
905476.12,22.38,8.78,282280.7,6.98
905528.82,22.39,8.79,282281.02,6.98
906000.86,22.4,8.8,283643.97,7.01
905864.88,22.4,8.8,283690.9,7.02
905864.88,22.4,8.8,283690.9,7.02
905728.9,22.4,8.8,283806.12,7.02
905688.02,22.4,8.81,283664.09,7.02
905818.98,22.41,8.81,286174.48,7.08
905683.0,22.41,8.81,286313.66,7.08
905979.02,22.42,8.82,286313.36,7.08
905979.02,22.42,8.82,286212.18,7.08
905452.57,22.41,8.81,285660.11,7.07
905316.59,22.41,8.81,285660.11,7.07
905507.04,22.42,8.82,285635.83,7.07
905966.56,22.43,8.83,285708.36,7.07
905830.58,22.43,8.84,285708.36,7.08
905883.28,22.44,8.84,285708.36,7.08
906179.3,22.45,8.85,285708.35,7.08
906866.17,22.47,8.87,285812.81,7.08
906866.17,22.47,8.87,285812.81,7.08
906730.2,22.47,8.88,285839.97,7.08
906732.84,22.47,8.88,285851.67,7.08
906596.86,22.48,8.88,285851.67,7.09
906460.88,22.48,8.88,286102.79,7.09
906756.9,22.49,8.89,286102.79,7.1
906620.93,22.49,8.89,286102.79,7.1
906673.63,22.5,8.9,286102.79,7.1
906537.65,22.5,8.9,286064.14,7.1
906590.35,22.5,8.91,286019.71,7.1
906454.38,22.51,8.91,286005.23,7.1
906318.4,22.51,8.91,285995.98,7.1
905946.4,22.5,8.9,285995.69,7.1
906331.06,22.51,8.91,286349.87,7.11
906195.08,22.51,8.92,286349.01,7.11
906247.79,22.52,8.92,286196.8,7.11
906111.81,22.52,8.92,286111.26,7.11
905975.83,22.52,8.93,286103.93,7.11
905839.85,22.53,8.93,286092.7,7.11
905839.85,22.53,8.93,286164.55,7.12
906135.87,22.54,8.94,287143.61,7.14
906010.71,22.54,8.94,287208.12,7.15
905955.27,22.54,8.95,287344.71,7.15
905583.27,22.54,8.94,287099.9,7.15
906044.49,22.55,8.95,287276.82,7.15
906498.06,22.56,8.96,287595.69,7.16
906362.09,22.56,8.97,287585.8,7.16
906606.12,22.57,8.98,287585.8,7.16
906469.55,22.58,8.98,286928.58,7.15
906333.58,22.58,8.98,286960.1,7.15
906787.15,22.59,8.99,287026.31,7.15
906651.17,22.59,8.99,288141.83,7.18
906536.82,22.6,9.0,287955.29,7.18
906400.85,22.6,9.0,288845.22,7.2
905703.45,22.59,8.99,288089.79,7.18
905567.47,22.59,8.99,287971.97,7.18
905567.47,22.59,8.99,287971.59,7.18
905620.17,22.59,9.0,287971.59,7.18
905672.87,22.6,9.0,287969.69,7.19
905536.9,22.6,9.0,288145.97,7.19
906994.75,22.64,9.04,289130.76,7.22
906858.77,22.64,9.04,289126.69,7.22
906858.77,22.64,9.04,289126.68,7.22
906722.8,22.64,9.05,289106.89,7.22
906722.8,22.64,9.05,289130.33,7.22
906232.16,22.63,9.04,288706.76,7.21
906232.16,22.63,9.04,288744.3,7.21
906096.18,22.64,9.04,288744.3,7.21
906148.88,22.64,9.04,288764.85,7.22
906012.9,22.64,9.05,288764.85,7.22
905876.93,22.65,9.05,288009.32,7.2
905746.19,22.64,9.05,288002.97,7.2
905741.16,22.65,9.05,288075.75,7.2
905605.19,22.65,9.05,288164.02,7.21
905469.21,22.65,9.06,288241.34,7.21
905333.23,22.66,9.06,288364.14,7.22
905333.23,22.66,9.06,288655.96,7.22
905629.25,22.67,9.07,288655.96,7.22
905493.28,22.67,9.07,288655.96,7.23
905789.3,22.68,9.08,288643.56,7.23
905842.0,22.69,9.09,288754.64,7.23
905706.02,22.69,9.09,288693.14,7.23
905570.04,22.69,9.09,288686.23,7.23
905814.08,22.7,9.1,289064.3,7.24
905678.1,22.7,9.1,288989.74,7.24
905542.12,22.7,9.11,289003.79,7.25
905406.15,22.71,9.11,290416.19,7.28
905270.17,22.71,9.11,290469.38,7.29
905134.19,22.71,9.11,290522.0,7.29
905134.19,22.71,9.11,290522.0,7.29
905340.25,22.72,9.12,289826.75,7.27
905204.28,22.72,9.13,289826.75,7.28
905204.28,22.72,9.13,289775.96,7.27
905068.3,22.73,9.13,289775.96,7.28
904932.32,22.73,9.13,289775.96,7.28
905228.34,22.74,9.14,290245.75,7.29
904837.71,22.73,9.13,290289.84,7.29
904701.73,22.73,9.14,290294.02,7.29
904565.75,22.74,9.14,290294.02,7.3
904429.77,22.74,9.14,290259.64,7.3
904725.79,22.75,9.15,290259.13,7.3
904589.82,22.75,9.15,290259.13,7.3
904453.84,22.75,9.15,290235.2,7.3
904644.29,22.76,9.16,290230.79,7.3
904940.31,22.77,9.17,290324.16,7.31
905340.39,22.78,9.18,290609.61,7.31
906952.83,22.83,9.23,293828.48,7.4
906816.85,22.83,9.23,293827.54,7.4
906680.87,22.83,9.23,293919.41,7.4
906733.58,22.84,9.24,293919.41,7.4
907118.24,22.85,9.25,293920.13,7.4
907170.94,22.86,9.26,293913.53,7.41
907170.94,22.86,9.26,294450.4,7.42
907555.6,22.87,9.27,294450.4,7.42
907419.62,22.87,9.27,294450.4,7.42
907283.65,22.87,9.27,294450.4,7.42
907092.64,22.87,9.27,294475.23,7.42
907546.21,22.88,9.28,294611.37,7.43
907339.78,22.88,9.28,294428.98,7.42
907403.29,22.88,9.29,294748.93,7.43
907456.0,22.89,9.29,294748.93,7.43
907320.02,22.89,9.29,294740.84,7.44
907023.59,22.89,9.29,294492.0,7.43
907097.92,22.89,9.3,294255.72,7.43
906961.95,22.9,9.3,294879.68,7.44
907266.12,22.91,9.31,294879.68,7.44
907060.2,22.91,9.31,295057.1,7.45
907060.2,22.91,9.31,295057.1,7.45
906924.23,22.91,9.31,295057.1,7.45
906976.93,22.92,9.32,295057.1,7.45
906818.25,22.91,9.31,294917.74,7.45
906682.27,22.91,9.32,294917.74,7.45
907143.5,22.93,9.33,294966.59,7.46
907007.52,22.93,9.33,294881.05,7.45
907007.52,22.93,9.33,294801.74,7.45
906871.54,22.93,9.33,295239.81,7.47
907558.42,22.95,9.36,295344.27,7.47
907422.44,22.96,9.36,295123.01,7.47
907422.44,22.96,9.36,295123.01,7.47
907286.46,22.96,9.36,295123.01,7.47
907150.48,22.96,9.36,295206.21,7.47
907014.51,22.96,9.37,295149.59,7.47
907014.51,22.96,9.37,295427.39,7.48
907204.96,22.97,9.37,295427.39,7.48
907500.98,22.98,9.38,295461.79,7.48
907365.0,22.98,9.39,295370.1,7.48
907229.03,22.99,9.39,295370.1,7.48
906933.08,22.98,9.38,295004.43,7.48
907761.07,23.01,9.41,294978.64,7.48
908057.1,23.02,9.42,294924.07,7.48
907921.12,23.02,9.42,294923.76,7.48
907785.14,23.02,9.42,294923.76,7.48
907649.16,23.02,9.42,294923.92,7.48
907513.19,23.03,9.43,294923.55,7.48
907513.19,23.03,9.43,294848.03,7.48
907465.16,23.03,9.43,295665.97,7.5
907926.38,23.04,9.44,296179.14,7.52
907926.38,23.04,9.44,296179.14,7.52
908311.04,23.05,9.46,296217.53,7.52
908175.07,23.06,9.46,295280.18,7.5
908175.07,23.06,9.46,295274.52,7.5
908456.18,23.07,9.47,295347.73,7.5
908320.2,23.07,9.47,295345.66,7.5
908616.22,23.08,9.48,295352.6,7.5
908480.24,23.08,9.48,295281.05,7.5
908344.26,23.08,9.49,295228.53,7.5
908208.29,23.09,9.49,295279.6,7.51
908504.31,23.1,9.5,295279.6,7.51
908368.33,23.1,9.5,295184.54,7.51
908752.99,23.11,9.51,295375.38,7.51
908617.02,23.11,9.52,295468.73,7.52
908617.02,23.11,9.52,297035.14,7.56
908481.04,23.12,9.52,297034.83,7.56
908871.6,23.13,9.53,297580.21,7.57
909167.62,23.14,9.54,297580.35,7.57
909031.65,23.14,9.54,297510.94,7.57
909031.65,23.14,9.54,297510.94,7.57
909031.65,23.14,9.54,298285.42,7.59
909327.67,23.15,9.55,298283.77,7.59
911223.83,23.2,9.61,298742.0,7.61
911501.59,23.22,9.62,298828.13,7.61
911365.61,23.22,9.62,298828.14,7.61
911661.63,23.23,9.63,299102.53,7.62
911714.33,23.23,9.64,299213.61,7.63
911578.35,23.24,9.64,299213.3,7.63
911620.24,23.24,9.64,298132.56,7.6
911672.94,23.25,9.65,298267.86,7.61
911536.96,23.25,9.65,298267.86,7.61
911400.99,23.25,9.66,298274.09,7.61
911697.01,23.26,9.67,298577.4,7.62
911561.03,23.27,9.67,300471.22,7.67
911425.05,23.27,9.67,300469.84,7.67
911809.71,23.28,9.68,300469.84,7.67
911896.24,23.28,9.68,301622.16,7.7
912086.7,23.29,9.69,301622.16,7.7
912139.4,23.3,9.7,301969.16,7.71
912036.7,23.3,9.7,301776.88,7.71
911431.5,23.29,9.69,301056.59,7.69
911382.83,23.29,9.69,300488.04,7.68
911246.85,23.29,9.7,300487.26,7.68
911110.87,23.3,9.7,300487.26,7.68
911495.53,23.31,9.71,300531.23,7.69
911359.56,23.31,9.71,300531.23,7.69
911359.56,23.31,9.71,300531.23,7.69
911223.58,23.31,9.72,300974.96,7.7
911223.58,23.31,9.72,300905.54,7.7
911087.6,23.32,9.72,301455.32,7.71
910951.63,23.32,9.72,301567.21,7.72
911004.33,23.32,9.73,301447.22,7.72
910868.35,23.33,9.73,301441.82,7.72
910732.37,23.33,9.73,301511.07,7.72
910732.37,23.33,9.73,301644.44,7.73
910532.05,23.33,9.73,304036.14,7.79
910584.75,23.33,9.74,304036.85,7.79
911344.21,23.36,9.76,305902.51,7.84
911208.24,23.36,9.76,305882.61,7.84
911072.26,23.36,9.77,305890.88,7.84
911124.96,23.37,9.77,305902.78,7.85
912011.95,23.39,9.79,306735.35,7.87
911875.98,23.39,9.8,307280.5,7.88
912089.9,23.4,9.81,307428.06,7.89
911953.93,23.41,9.81,307598.49,7.89
911817.95,23.41,9.81,308229.93,7.91
911870.65,23.41,9.82,308529.4,7.92
911923.35,23.42,9.82,308529.39,7.92
911787.37,23.42,9.83,308529.39,7.93
911651.4,23.43,9.83,308529.39,7.93
911515.42,23.43,9.83,308944.47,7.94
911379.44,23.43,9.83,308936.91,7.94
911243.47,23.43,9.84,309131.4,7.95
911296.17,23.44,9.84,309131.4,7.95
911296.17,23.44,9.84,309054.6,7.95
911181.82,23.44,9.84,309022.11,7.95
911045.84,23.45,9.85,309022.11,7.95
911098.55,23.45,9.85,309022.11,7.95
910995.02,23.45,9.86,310356.82,7.99
911291.04,23.47,9.87,310450.34,7.99
911291.04,23.47,9.87,310443.89,7.99
911155.06,23.47,9.87,310444.56,8.0
912796.41,23.51,9.92,310595.85,8.0
912660.43,23.52,9.92,310595.85,8.0
912229.79,23.51,9.91,311350.88,8.02
912229.79,23.51,9.91,311208.5,8.02
912282.49,23.51,9.92,311209.55,8.02
911869.22,23.51,9.91,310667.06,8.01
911869.22,23.51,9.91,310547.47,8.01
911733.24,23.51,9.91,310547.47,8.01
912029.26,23.52,9.92,310657.66,8.01
912451.17,23.53,9.94,310678.92,8.01
912695.2,23.54,9.95,311054.85,8.02
912559.22,23.55,9.95,311054.32,8.03
912435.87,23.55,9.95,310438.45,8.01
912435.87,23.55,9.95,310482.57,8.01
912299.89,23.55,9.95,310475.58,8.01
912490.34,23.56,9.96,310685.23,8.02
912543.04,23.57,9.97,310796.31,8.03
912407.06,23.57,9.97,310796.31,8.03
912283.71,23.57,9.97,310180.45,8.01
912147.73,23.57,9.98,310180.45,8.02
912011.75,23.58,9.98,310180.14,8.02
911875.77,23.58,9.98,310218.05,8.02
912171.8,23.59,9.99,310237.55,8.02
912362.25,23.6,10.0,311682.16,8.06
911818.34,23.61,10.01,312006.46,8.08
911818.34,23.61,10.01,312028.8,8.08
912271.91,23.62,10.02,312028.8,8.08
912567.93,23.63,10.03,312026.48,8.08
912486.03,23.64,10.04,312247.07,8.09
912350.06,23.64,10.04,312246.76,8.09
912525.97,23.64,10.05,312388.26,8.09
912578.67,23.65,10.05,312388.26,8.1
912442.69,23.65,10.06,312412.28,8.1
912738.71,23.66,10.07,312412.28,8.1
912791.41,23.67,10.07,312391.36,8.1
912655.44,23.67,10.08,312312.05,8.1
912655.44,23.67,10.08,312122.55,8.1
912519.46,23.68,10.08,312103.04,8.1
911985.78,23.67,10.07,311511.15,8.08
912300.77,23.68,10.08,312279.02,8.11
912164.79,23.68,10.08,312372.3,8.11
912468.96,23.69,10.09,312198.68,8.11
912332.98,23.7,10.1,312234.41,8.11
912332.98,23.7,10.1,312234.41,8.11
912197.01,23.7,10.1,312233.94,8.11
911780.48,23.69,10.09,311841.24,8.1
911780.48,23.69,10.09,311949.19,8.11
911644.51,23.69,10.1,311949.19,8.11
911508.53,23.7,10.1,311949.19,8.11
911372.55,23.7,10.1,311949.19,8.11
911236.57,23.7,10.1,311949.19,8.11
911100.6,23.71,10.11,311949.19,8.12
911100.6,23.71,10.11,311954.41,8.12
910964.62,23.71,10.11,311954.67,8.12
910964.62,23.71,10.11,311954.67,8.12
910964.62,23.71,10.11,311954.67,8.12
911017.32,23.71,10.12,311987.66,8.12
911313.34,23.72,10.13,312168.31,8.13
911366.04,23.73,10.13,312168.31,8.13
911230.07,23.73,10.14,312168.31,8.13
911683.64,23.75,10.15,312769.5,8.15
911979.66,23.76,10.16,312807.96,8.15
911979.66,23.76,10.16,312804.03,8.15
912275.68,23.77,10.17,312836.89,8.15
912139.7,23.77,10.17,312839.91,8.15
912036.17,23.77,10.18,313573.65,8.17
912088.87,23.78,10.18,313569.18,8.18
912040.2,23.79,10.19,313788.3,8.18
911904.22,23.79,10.19,313781.97,8.19
911768.24,23.79,10.19,313781.66,8.19
911632.27,23.79,10.2,313781.66,8.19
911932.04,23.8,10.2,316499.86,8.26
912316.7,23.81,10.22,316564.99,8.26
912612.72,23.82,10.23,317732.42,8.29
912908.74,23.83,10.24,317510.25,8.29
912772.76,23.84,10.24,317510.25,8.29
912772.76,23.84,10.24,317825.02,8.3
912636.78,23.84,10.24,318200.42,8.31
912932.81,23.85,10.25,318985.18,8.33
912932.81,23.85,10.25,318985.18,8.33
913619.68,23.87,10.28,319089.63,8.34
913483.7,23.88,10.28,318934.22,8.34
913358.54,23.88,10.28,319009.38,8.34
913222.56,23.88,10.28,319007.76,8.34
912617.36,23.87,10.27,318287.48,8.33
912481.38,23.87,10.28,318280.41,8.33
912345.41,23.88,10.28,318278.03,8.33
912345.41,23.88,10.28,318278.03,8.33
912209.43,23.88,10.28,318314.14,8.33
912209.43,23.88,10.28,318314.14,8.33
912343.72,23.89,10.29,317726.01,8.32
912396.43,23.89,10.3,317726.01,8.32
912260.45,23.9,10.3,317882.61,8.33
912124.47,23.9,10.3,317882.61,8.33
911752.47,23.89,10.3,317752.93,8.33
912388.31,23.91,10.31,321554.13,8.43
912252.33,23.91,10.32,321635.05,8.43
912305.03,23.92,10.32,321622.9,8.43
912305.03,23.92,10.32,321645.04,8.43
913091.55,23.94,10.34,321782.9,8.44
912955.58,23.95,10.35,321722.13,8.44
912819.6,23.95,10.35,321721.38,8.44
912683.62,23.95,10.35,321703.07,8.44
912502.45,23.95,10.35,321552.02,8.44
912366.47,23.95,10.36,321435.49,8.44
912230.49,23.96,10.36,321390.57,8.44
912094.52,23.96,10.36,322166.65,8.46
912147.22,23.97,10.37,322112.72,8.46
912011.24,23.97,10.37,322109.92,8.47
912307.26,23.98,10.38,322579.68,8.48
912603.28,23.99,10.39,322449.83,8.48
912467.3,23.99,10.4,322449.83,8.48
912867.0,24.0,10.41,323247.17,8.5
912867.0,24.0,10.41,323217.99,8.5
913057.45,24.01,10.42,323117.17,8.5
912921.47,24.02,10.42,323230.6,8.5
913217.49,24.03,10.43,323294.11,8.51
913081.51,24.03,10.43,323295.39,8.51
912945.54,24.03,10.43,323065.58,8.5
913330.2,24.04,10.45,323074.21,8.51
913783.77,24.06,10.46,323073.84,8.51
913647.79,24.06,10.46,323258.82,8.51
913511.81,24.06,10.47,323342.06,8.52
913511.81,24.06,10.47,323350.0,8.52
913375.84,24.07,10.47,323446.87,8.52
913239.86,24.07,10.47,323722.7,8.53
913292.56,24.08,10.48,323722.7,8.53
913156.58,24.08,10.48,323747.95,8.54
913020.61,24.08,10.48,323304.87,8.53
912884.63,24.08,10.49,323105.35,8.52
912748.65,24.09,10.49,323095.33,8.53
913029.76,24.1,10.5,322993.95,8.52
912893.78,24.1,10.5,322993.92,8.53
912757.81,24.1,10.51,323017.64,8.53
912589.2,24.1,10.5,322966.13,8.53
912589.2,24.1,10.5,322874.39,8.53
912453.23,24.1,10.51,323035.65,8.53
912317.25,24.11,10.51,323074.31,8.54
912317.25,24.11,10.51,323074.03,8.54
912770.82,24.12,10.52,323130.78,8.54
912634.84,24.12,10.53,323130.47,8.54
912634.84,24.12,10.53,323130.47,8.54
912634.84,24.12,10.53,323051.16,8.54
912687.54,24.13,10.53,323051.16,8.54
912551.57,24.13,10.53,323048.73,8.54
912415.59,24.14,10.54,323824.75,8.57
912606.04,24.14,10.55,323824.44,8.57
912990.7,24.16,10.56,324415.45,8.58
912990.7,24.16,10.56,324414.98,8.58
913181.15,24.17,10.57,324385.6,8.58
913233.86,24.17,10.57,324372.87,8.59
913233.86,24.17,10.57,324679.5,8.59
913097.88,24.18,10.58,324679.5,8.6
913097.88,24.18,10.58,324696.12,8.6
913488.44,24.19,10.59,324704.65,8.6
913352.46,24.19,10.59,324833.73,8.6
913352.46,24.19,10.59,324674.5,8.6
913718.07,24.2,10.6,324659.76,8.6
913718.07,24.2,10.6,324591.21,8.6
913770.77,24.21,10.61,324726.51,8.6
915436.49,24.25,10.65,327887.83,8.69
915332.61,24.25,10.65,327677.08,8.68
915196.63,24.25,10.66,327677.08,8.68
915492.65,24.26,10.67,327967.6,8.69
915780.52,24.28,10.68,327982.28,8.69
915644.54,24.28,10.68,328028.28,8.7
916029.2,24.29,10.69,328511.72,8.71
915893.23,24.29,10.7,328566.01,8.71
915596.8,24.29,10.69,328219.95,8.71
915649.5,24.29,10.7,327917.76,8.7
915513.52,24.3,10.7,327947.94,8.7
915377.54,24.3,10.7,327947.94,8.71
915241.57,24.3,10.7,327962.78,8.71
915294.27,24.31,10.71,327962.41,8.71
915158.29,24.31,10.71,327867.59,8.71
916450.59,24.35,10.75,327976.65,8.72
916503.29,24.36,10.76,328070.08,8.72
916555.99,24.37,10.77,328070.08,8.72
916064.05,24.36,10.76,327578.13,8.71
915928.07,24.36,10.76,327584.81,8.71
915466.49,24.35,10.75,327114.09,8.7
917603.44,24.42,10.82,326217.34,8.68
920024.77,24.49,10.89,329434.69,8.77
920478.34,24.5,10.9,329498.74,8.77
920342.36,24.5,10.91,329498.74,8.77
920342.36,24.5,10.91,329498.48,8.77
920342.36,24.5,10.91,329498.48,8.77
920395.06,24.51,10.91,329497.99,8.77
920259.08,24.51,10.92,329497.99,8.78
920449.54,24.52,10.92,329666.73,8.78
920151.53,24.52,10.92,329456.62,8.78
920517.13,24.53,10.93,329846.21,8.79
920569.84,24.54,10.94,329881.6,8.79
920954.5,24.55,10.95,330724.53,8.82
920840.15,24.55,10.95,330592.61,8.81
920892.85,24.56,10.96,330592.61,8.82
920756.88,24.56,10.96,330563.67,8.82
920809.58,24.57,10.97,330567.99,8.82
920673.6,24.57,10.97,330567.99,8.82
920726.3,24.58,10.98,330524.09,8.82
921110.96,24.59,10.99,330530.42,8.82
920974.99,24.59,11.0,330530.16,8.83
921359.65,24.61,11.01,330527.76,8.83
921223.67,24.61,11.01,331030.34,8.84
921223.67,24.61,11.01,331295.8,8.85
921223.67,24.61,11.01,331337.63,8.85
921000.21,24.6,11.01,331148.14,8.85
921052.91,24.61,11.01,331148.14,8.85
921437.57,24.62,11.03,331148.13,8.85
921301.6,24.63,11.03,331148.13,8.85
921165.62,24.63,11.03,331144.11,8.85
921461.64,24.64,11.04,331143.64,8.86
921461.64,24.64,11.04,331143.64,8.86
921325.66,24.64,11.05,331101.13,8.86
921621.68,24.65,11.06,331087.48,8.86
921485.71,24.66,11.06,331087.48,8.86
921349.73,24.66,11.06,331055.89,8.86
921037.63,24.66,11.06,331118.92,8.86
920901.65,24.66,11.06,331119.35,8.87
921197.67,24.67,11.07,331035.0,8.87
921061.7,24.67,11.07,331035.0,8.87
921252.15,24.68,11.08,331006.22,8.87
920880.15,24.67,11.08,330718.93,8.86
920702.2,24.67,11.07,330603.66,8.86
920566.22,24.68,11.08,330547.04,8.86
920430.24,24.68,11.08,330547.04,8.86
920341.18,24.68,11.08,330449.45,8.86
920205.2,24.68,11.08,330444.88,8.86
920069.23,24.68,11.09,330616.03,8.87
919933.25,24.69,11.09,330616.03,8.87
919985.95,24.69,11.09,330720.91,8.88
920267.06,24.7,11.11,330829.44,8.88
920131.08,24.71,11.11,330815.64,8.88
919995.11,24.71,11.11,330815.64,8.89
919995.11,24.71,11.11,330810.1,8.89
919859.13,24.71,11.11,330810.1,8.89
919723.15,24.72,11.12,330906.47,8.89
920019.17,24.73,11.13,331124.96,8.9
919971.95,24.73,11.13,330989.41,8.9
920267.97,24.74,11.14,331420.4,8.91
920320.67,24.75,11.15,331420.4,8.91
920320.67,24.75,11.15,331420.4,8.91
920184.7,24.75,11.15,331420.4,8.91
920375.15,24.76,11.16,331410.84,8.92
