ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
916023.48,32.58,18.98,495186.46,17.61
916023.48,32.58,18.98,495139.7,17.61
915887.5,32.59,18.99,495147.45,17.62
915751.52,32.6,19.0,495264.37,17.63
915647.97,32.59,19.0,495094.17,17.62
915943.99,32.61,19.01,495640.99,17.65
915943.99,32.61,19.01,495640.88,17.65
915808.01,32.62,19.02,495643.73,17.65
915808.01,32.62,19.02,495619.93,17.65
915715.3,32.63,19.03,495541.03,17.66
915715.3,32.63,19.03,495614.61,17.66
915574.84,32.62,19.03,495267.46,17.65
915870.87,32.64,19.04,495632.89,17.66
915675.11,32.63,19.04,495442.66,17.66
915675.11,32.63,19.04,495487.24,17.66
915539.13,32.64,19.04,495504.39,17.67
915591.83,32.65,19.05,496318.4,17.7
915591.83,32.65,19.05,496374.49,17.7
915455.86,32.66,19.06,496331.72,17.71
915508.56,32.67,19.07,496591.52,17.72
915372.58,32.68,19.08,496628.29,17.73
915425.28,32.69,19.09,496630.78,17.73
915289.3,32.7,19.1,496638.42,17.74
915289.3,32.7,19.1,497117.3,17.76
915342.01,32.71,19.11,498062.25,17.8
915342.01,32.71,19.11,498085.05,17.8
915206.03,32.71,19.12,497905.34,17.8
915070.05,32.72,19.12,497905.34,17.8
914934.07,32.73,19.13,497972.8,17.81
914808.91,32.73,19.14,497866.27,17.82
914510.91,32.73,19.13,497499.21,17.81
914792.02,32.75,19.15,497275.68,17.8
914479.92,32.74,19.14,497321.16,17.81
914670.37,32.75,19.16,497320.69,17.81
913582.55,32.81,19.21,497320.38,17.86
913446.57,32.82,19.22,497695.46,17.88
913446.57,32.82,19.22,497744.13,17.88
913310.6,32.82,19.23,497470.27,17.88
913174.62,32.83,19.23,498306.12,17.92
913742.87,32.86,19.27,498618.06,17.93
913470.77,32.86,19.27,499378.43,17.97
913334.79,32.87,19.27,500068.65,18.0
913630.81,32.89,19.29,500813.94,18.03
913683.51,32.9,19.3,500446.35,18.02
913547.53,32.91,19.31,500446.04,18.03
913549.3,32.91,19.31,502226.71,18.09
913407.6,32.91,19.31,502330.99,18.1
913371.54,32.92,19.32,503230.58,18.14
913435.06,32.93,19.33,503000.57,18.13
913299.08,32.94,19.34,502858.34,18.14
913195.53,32.94,19.34,502849.8,18.14
913195.53,32.94,19.34,502849.8,18.14
913059.55,32.94,19.35,503537.8,18.17
913845.5,32.99,19.39,504009.32,18.19
914141.52,33.0,19.4,504260.95,18.2
914281.91,33.02,19.42,503522.55,18.18
914145.93,33.02,19.43,503545.86,18.19
914574.98,33.05,19.45,503774.72,18.21
914439.0,33.06,19.46,503774.72,18.21
914068.85,33.05,19.45,503431.89,18.2
914339.14,33.07,19.47,503791.12,18.22
914203.17,33.07,19.48,503790.94,18.23
914067.19,33.08,19.48,503824.82,18.23
914067.19,33.08,19.48,505066.89,18.28
914067.19,33.08,19.48,505089.67,18.28
913931.21,33.09,19.49,505089.67,18.29
913795.24,33.09,19.5,505089.76,18.29
913795.24,33.09,19.5,507894.5,18.39
913847.94,33.11,19.51,507710.74,18.39
913900.64,33.12,19.52,507774.41,18.4
913764.66,33.12,19.53,507774.41,18.41
913404.51,33.12,19.52,507413.82,18.4
913700.53,33.13,19.54,507552.26,18.41
913564.56,33.14,19.54,507551.89,18.41
913428.58,33.15,19.55,507712.87,18.42
913481.28,33.16,19.56,508205.71,18.45
913777.3,33.18,19.58,508471.38,18.46
913777.3,33.18,19.58,508493.79,18.46
913777.3,33.18,19.58,508493.79,18.46
913728.63,33.19,19.59,508401.98,18.46
913781.33,33.2,19.6,508398.98,18.47
913645.35,33.2,19.61,508428.21,18.48
913699.43,33.21,19.61,508727.77,18.49
913563.46,33.21,19.62,508722.62,18.5
913859.48,33.23,19.63,508932.63,18.51
913572.39,33.22,19.63,508792.24,18.5
913348.93,33.22,19.62,507951.22,18.47
913212.95,33.23,19.63,507884.75,18.48
913076.98,33.23,19.64,507874.89,18.49
912748.63,33.23,19.63,507350.82,18.47
912612.65,33.23,19.64,508357.81,18.51
912612.65,33.23,19.64,508355.96,18.51
912476.68,33.24,19.64,508617.22,18.53
912340.7,33.25,19.65,508633.0,18.54
912204.72,33.26,19.66,509024.57,18.56
912395.17,33.27,19.67,509010.54,18.56
912259.2,33.28,19.68,509010.41,18.57
912555.22,33.29,19.7,509032.84,18.57
912419.24,33.3,19.7,509051.86,18.58
912283.26,33.31,19.71,508935.02,18.58
912579.28,33.33,19.73,509067.55,18.59
912579.28,33.33,19.73,509037.83,18.59
912443.31,33.33,19.74,509025.83,18.6
913862.0,33.38,19.79,511760.41,18.7
913846.29,33.4,19.8,512263.84,18.72
913474.29,33.39,19.79,511883.19,18.71
913359.95,33.4,19.8,511951.62,18.72
913655.97,33.41,19.82,511951.62,18.72
913519.99,33.42,19.82,512161.64,18.74
913816.01,33.44,19.84,512195.53,18.74
914181.62,33.45,19.86,512942.82,18.77
914045.64,33.46,19.86,513037.1,18.78
914045.64,33.46,19.86,513058.06,18.78
914098.34,33.47,19.88,513056.97,18.79
913962.37,33.48,19.88,512957.21,18.79
913826.39,33.49,19.89,513177.0,18.81
913865.02,33.5,19.9,515255.94,18.89
913729.04,33.51,19.91,516176.98,18.93
913593.06,33.52,19.92,515921.22,18.93
913222.92,33.51,19.91,515737.09,18.92
913086.94,33.52,19.92,515743.14,18.93
912950.96,33.52,19.93,516150.28,18.95
912578.96,33.52,19.92,515751.61,18.94
912874.98,33.53,19.93,515768.36,18.95
912739.01,33.54,19.94,516196.23,18.97
913035.03,33.56,19.96,517376.57,19.01
913225.48,33.57,19.97,517585.45,19.03
913089.5,33.58,19.98,518857.62,19.08
913279.95,33.59,20.0,519500.78,19.11
913143.98,33.6,20.0,519550.73,19.12
913196.68,33.61,20.02,519399.64,19.12
912824.68,33.61,20.01,519398.94,19.12
912219.48,33.6,20.0,518678.66,19.1
912083.5,33.6,20.01,518706.71,19.11
912970.65,33.65,20.05,520565.0,19.19
913023.36,33.66,20.06,520565.0,19.19
914482.02,33.73,20.13,520617.6,19.2
914421.76,33.74,20.14,520880.57,19.22
914285.78,33.74,20.15,520891.35,19.22
914149.8,33.75,20.15,521433.95,19.25
914149.8,33.75,20.15,521704.71,19.26
914013.83,33.76,20.16,521718.2,19.27
913877.85,33.77,20.17,521718.85,19.28
914121.89,33.78,20.18,522121.78,19.3
913834.8,33.78,20.18,521845.76,19.29
913698.82,33.78,20.19,521756.42,19.29
913309.49,33.78,20.18,521332.54,19.28
913173.51,33.79,20.19,521355.44,19.29
913084.45,33.79,20.19,522144.78,19.32
912960.79,33.8,20.2,522807.1,19.35
913013.49,33.81,20.21,522992.72,19.37
913013.49,33.81,20.21,523157.33,19.37
913066.19,33.82,20.22,523158.43,19.38
913347.3,33.84,20.24,523240.07,19.38
913211.32,33.84,20.25,523060.42,19.39
913075.34,33.85,20.25,523056.13,19.39
913371.36,33.87,20.27,523822.96,19.42
913667.39,33.89,20.29,523830.03,19.43
913531.41,33.89,20.3,523606.95,19.43
913531.41,33.89,20.3,523606.95,19.43
913427.88,33.9,20.3,523671.8,19.44
913427.88,33.9,20.3,523671.8,19.44
914103.65,33.93,20.34,524121.81,19.46
914103.65,33.93,20.34,524120.6,19.46
913967.67,33.94,20.34,524069.94,19.46
913595.68,33.93,20.33,523825.38,19.46
913223.68,33.92,20.33,523340.37,19.44
913087.7,33.93,20.33,523340.37,19.45
913087.7,33.93,20.33,523340.37,19.45
913647.56,33.96,20.36,524583.04,19.5
913511.59,33.97,20.37,525190.11,19.53
913511.59,33.97,20.37,525190.11,19.53
913375.61,33.97,20.38,525176.79,19.53
913375.61,33.97,20.38,525110.05,19.53
913361.61,33.98,20.39,524362.71,19.51
913225.63,33.99,20.39,526062.2,19.58
913225.63,33.99,20.39,526046.82,19.58
913122.1,34.0,20.4,525433.18,19.56
913312.56,34.02,20.42,525497.77,19.57
913365.26,34.03,20.43,525457.22,19.58
913229.28,34.04,20.44,525457.22,19.58
913613.94,34.05,20.46,525502.47,19.59
914480.61,34.09,20.49,526635.68,19.63
914821.99,34.11,20.51,526922.69,19.65
914821.99,34.11,20.51,526758.42,19.64
914874.69,34.12,20.53,527236.36,19.67
914738.72,34.13,20.53,527226.61,19.67
915199.94,34.15,20.55,527462.55,19.68
915210.76,34.15,20.55,527135.54,19.67
915506.78,34.17,20.57,527135.54,19.67
916412.55,34.2,20.61,528007.29,19.71
916272.1,34.2,20.6,527827.6,19.7
916136.12,34.21,20.61,527830.96,19.71
916000.14,34.22,20.62,528149.01,19.73
916000.14,34.22,20.62,528235.38,19.73
915895.46,34.22,20.62,531198.58,19.85
915948.16,34.23,20.63,531501.33,19.86
915812.19,34.24,20.64,531614.32,19.87
915676.21,34.25,20.65,531967.27,19.9
915540.23,34.25,20.66,531954.43,19.9
915836.25,34.27,20.67,531954.43,19.91
916026.7,34.29,20.69,531944.37,19.91
915530.16,34.28,20.68,531429.63,19.9
915437.84,34.29,20.69,532174.29,19.93
915733.86,34.3,20.71,532628.74,19.95
915597.88,34.31,20.71,532628.74,19.96
915636.51,34.33,20.73,532599.74,19.97
915700.03,34.34,20.74,532530.57,19.97
915774.75,34.35,20.75,532245.06,19.97
916034.12,34.37,20.77,532183.57,19.97
916330.14,34.39,20.79,532226.36,19.97
915836.87,34.38,20.78,531646.44,19.96
915700.9,34.39,20.79,531596.73,19.96
916005.07,34.41,20.81,532570.62,20.0
916301.09,34.42,20.83,534410.11,20.08
916301.09,34.42,20.83,534349.86,20.07
916327.57,34.43,20.83,534280.87,20.07
916623.59,34.44,20.84,534555.26,20.09
916487.61,34.45,20.85,534568.28,20.09
916351.64,34.46,20.86,534558.57,20.1
916039.54,34.45,20.85,534201.9,20.09
915903.56,34.46,20.86,534201.9,20.1
915767.58,34.47,20.87,534197.43,20.11
915809.47,34.48,20.88,534154.18,20.11
915705.94,34.49,20.89,534326.95,20.12
915569.96,34.5,20.9,534212.4,20.13
916908.75,34.55,20.95,535391.15,20.17
916772.77,34.56,20.96,535559.52,20.19
916636.79,34.56,20.97,535620.48,20.2
916501.46,34.57,20.97,535986.9,20.22
916376.3,34.58,20.98,536837.1,20.26
916240.32,34.59,20.99,536837.1,20.27
916430.77,34.6,21.01,537782.79,20.31
916726.79,34.62,21.02,538515.09,20.34
916590.82,34.63,21.03,538509.87,20.34
916643.52,34.64,21.04,539391.62,20.38
916507.54,34.65,21.05,539391.62,20.39
916413.7,34.66,21.06,539368.71,20.4
918816.76,34.76,21.16,542249.71,20.52
918518.75,34.76,21.16,542226.98,20.52
918518.75,34.76,21.16,542226.98,20.52
918814.77,34.77,21.18,542842.34,20.55
918678.8,34.78,21.19,543359.14,20.57
918731.5,34.8,21.2,543332.91,20.58
918595.52,34.8,21.21,543218.79,20.58
918459.54,34.81,21.21,543374.04,20.6
918459.54,34.81,21.21,543346.91,20.59
918323.57,34.82,21.22,543299.69,20.6
918323.57,34.82,21.22,543299.69,20.6
918323.57,34.82,21.22,543307.49,20.6
918187.59,34.83,21.23,543363.99,20.61
918187.59,34.83,21.23,543488.19,20.62
917875.49,34.82,21.22,543366.77,20.61
917928.19,34.83,21.24,543366.77,20.62
917980.89,34.85,21.25,543379.93,20.63
917736.3,34.84,21.25,543648.94,20.64
917529.87,34.84,21.24,543864.57,20.65
917437.16,34.85,21.25,543276.15,20.64
917741.33,34.87,21.27,543474.42,20.65
917741.33,34.87,21.27,543475.93,20.65
917609.13,34.86,21.26,543487.23,20.65
917905.15,34.88,21.28,544081.83,20.67
917957.86,34.89,21.29,544088.66,20.68
917661.43,34.89,21.29,544981.89,20.72
917957.45,34.9,21.31,545658.73,20.75
917413.54,34.94,21.34,545991.39,20.79
917299.19,34.94,21.35,547694.7,20.86
917355.16,34.95,21.35,547705.2,20.86
917219.18,34.95,21.36,547719.65,20.87
917219.18,34.95,21.36,547695.06,20.87
917228.23,34.97,21.37,547864.36,20.89
917280.93,34.98,21.38,547864.36,20.89
917188.81,34.98,21.38,551090.07,21.02
917188.81,34.98,21.38,551115.7,21.02
916681.41,34.97,21.37,550528.33,21.0
917071.98,34.99,21.39,550559.67,21.0
917533.2,35.01,21.41,550340.23,21.0
917585.91,35.02,21.42,550326.16,21.0
917449.93,35.03,21.43,550334.98,21.01
917640.38,35.05,21.45,550473.08,21.02
917936.4,35.06,21.47,550341.62,21.02
919718.22,35.13,21.53,552788.61,21.12
919348.07,35.12,21.53,552491.89,21.11
919035.98,35.12,21.52,552235.6,21.1
918900.0,35.13,21.53,552642.33,21.13
919090.45,35.14,21.54,552621.4,21.13
918954.47,35.15,21.55,552621.4,21.14
918954.47,35.15,21.55,552612.66,21.14
919700.44,35.19,21.59,552150.77,21.13
919753.14,35.2,21.6,552137.73,21.13
920937.64,35.25,21.65,554366.6,21.22
920625.54,35.24,21.64,554373.18,21.22
920225.53,35.24,21.64,553738.61,21.2
920225.53,35.24,21.64,553738.61,21.2
920089.55,35.25,21.65,553710.62,21.21
919953.57,35.25,21.66,553739.18,21.22
919817.6,35.26,21.67,554085.51,21.24
919289.2,35.26,21.66,553400.3,21.22
919153.22,35.26,21.67,553400.3,21.23
919153.22,35.26,21.67,553346.95,21.23
919017.24,35.27,21.68,553367.04,21.24
918881.26,35.28,21.68,553367.04,21.25
918745.29,35.29,21.69,553628.11,21.27
918609.31,35.3,21.7,553770.85,21.28
918609.31,35.3,21.7,553754.04,21.28
918473.33,35.31,21.71,553764.56,21.29
918857.99,35.33,21.73,553764.09,21.29
918722.02,35.33,21.74,553763.93,21.3
918586.04,35.34,21.74,553749.81,21.31
918776.49,35.36,21.76,553692.55,21.31
918640.51,35.37,21.77,553575.91,21.31
918640.51,35.37,21.77,553563.04,21.31
918455.63,35.36,21.77,553672.08,21.32
918319.65,35.37,21.77,553583.51,21.32
918372.36,35.39,21.79,553603.49,21.33
918372.36,35.39,21.79,553560.11,21.33
918757.02,35.4,21.81,553544.43,21.33
918798.9,35.42,21.82,553550.17,21.34
918678.59,35.43,21.83,553450.53,21.34
918731.29,35.44,21.84,553435.2,21.35
919027.31,35.46,21.86,553428.1,21.35
918634.82,35.46,21.86,552270.45,21.32
918411.37,35.45,21.85,552097.51,21.31
918107.98,35.45,21.85,552263.89,21.32
918492.64,35.47,21.87,552501.27,21.33
918309.04,35.46,21.87,552870.01,21.35
918361.74,35.48,21.88,552877.08,21.36
918225.76,35.49,21.89,552874.34,21.37
918278.46,35.5,21.9,552886.81,21.37
918142.49,35.51,21.91,552879.94,21.38
917984.65,35.51,21.91,552451.35,21.37
918775.1,35.55,21.95,552768.23,21.39
918639.12,35.56,21.96,552770.0,21.4
919029.69,35.58,21.98,553178.19,21.42
918915.34,35.59,21.99,554581.2,21.48
918779.37,35.6,22.0,554591.34,21.49
918779.37,35.6,22.0,554657.93,21.49
918714.8,35.61,22.01,554664.67,21.5
918578.82,35.62,22.02,554629.66,21.5
918611.27,35.62,22.02,554489.65,21.5
919034.29,35.64,22.04,555133.6,21.53
918898.31,35.64,22.05,555782.9,21.56
919179.54,35.67,22.07,556374.79,21.59
919232.24,35.68,22.08,556909.0,21.62
919096.26,35.69,22.09,556936.49,21.63
919049.04,35.7,22.1,557515.62,21.66
919223.65,35.71,22.11,560571.64,21.78
919223.65,35.71,22.11,560596.9,21.78
919276.35,35.72,22.12,560588.72,21.78
919140.37,35.73,22.13,560814.62,21.8
919004.39,35.74,22.14,561557.41,21.84
918868.41,35.75,22.15,561557.13,21.85
919204.1,35.77,22.18,561688.1,21.86
919394.55,35.79,22.19,561685.62,21.86
919574.19,35.81,22.21,562520.75,21.9
919870.21,35.82,22.23,562518.99,21.91
919922.91,35.84,22.24,563433.23,21.95
919932.89,35.85,22.25,563514.97,21.96
919796.92,35.86,22.26,563041.63,21.95
919892.88,35.87,22.27,562942.94,21.95
919756.91,35.88,22.28,562942.94,21.96
919947.36,35.9,22.3,564178.32,22.02
919811.38,35.91,22.31,564168.42,22.02
921803.53,35.99,22.4,564773.23,22.05
921803.53,35.99,22.4,564740.58,22.05
921967.32,36.01,22.42,566751.48,22.14
922792.33,36.06,22.46,566704.63,22.15
922719.0,36.07,22.47,566600.41,22.15
922719.0,36.07,22.47,566600.41,22.15
922719.0,36.07,22.47,566649.08,22.15
922834.7,36.09,22.49,566765.27,22.16
923025.15,36.11,22.51,566787.21,22.17
922889.18,36.12,22.52,566760.3,22.18
922753.2,36.12,22.53,566755.75,22.19
922617.22,36.13,22.54,567645.23,22.23
922898.33,36.15,22.55,569094.98,22.29
922898.33,36.15,22.55,569065.25,22.29
922762.35,36.16,22.56,569314.23,22.31
924919.93,36.26,22.66,569795.53,22.34
925307.16,36.28,22.68,571470.05,22.41
925171.19,36.29,22.69,571463.29,22.41
925035.21,36.3,22.7,571663.29,22.43
925331.23,36.32,22.72,572130.85,22.45
924961.08,36.31,22.71,571946.22,22.45
924825.1,36.32,22.72,571889.99,22.46
924877.8,36.33,22.73,571889.99,22.46
924763.46,36.34,22.74,571990.45,22.48
924763.46,36.34,22.74,571931.27,22.48
924627.48,36.35,22.75,571923.56,22.48
924491.51,36.36,22.76,571893.88,22.49
924355.53,36.37,22.77,572033.17,22.51
924809.1,36.39,22.79,572033.17,22.51
925090.21,36.41,22.81,572043.85,22.51
924954.23,36.42,22.82,572616.7,22.54
924818.25,36.43,22.83,572589.15,22.55
924693.09,36.43,22.84,573079.56,22.58
924557.11,36.44,22.85,573116.74,22.59
924421.14,36.45,22.86,573049.21,22.6
924552.09,36.46,22.86,576022.68,22.71
924416.12,36.47,22.87,575991.68,22.72
925853.95,36.54,22.94,575878.88,22.73
925853.95,36.54,22.94,575874.32,22.73
925717.97,36.55,22.95,577013.13,22.78
925592.81,36.56,22.96,577571.82,22.81
925456.83,36.57,22.97,578206.76,22.85
925320.85,36.57,22.98,578034.4,22.85
925184.88,36.58,22.99,578034.4,22.86
925058.95,36.59,23.0,577873.77,22.86
924944.61,36.6,23.01,577819.85,22.87
924976.99,36.61,23.01,577854.12,22.87
924620.67,36.6,23.01,577255.52,22.85
924832.76,36.62,23.02,578805.09,22.92
924885.46,36.64,23.04,578795.64,22.93
924506.53,36.64,23.04,578578.73,22.93
924891.19,36.65,23.06,579673.92,22.97
925344.76,36.68,23.08,579677.86,22.98
925208.79,36.69,23.09,579655.22,22.98
925261.49,36.7,23.1,579655.22,22.99
925125.51,36.71,23.11,579652.88,23.0
925178.21,36.72,23.12,580480.71,23.04
924480.81,36.71,23.11,579725.29,23.02
924344.84,36.72,23.12,579565.56,23.02
924208.86,36.73,23.13,579851.95,23.04
924504.88,36.75,23.15,580772.62,23.08
924504.88,36.75,23.15,580764.43,23.08
924604.8,36.75,23.15,580410.72,23.07
924604.8,36.75,23.15,580410.72,23.07
925011.1,36.77,23.17,580710.95,23.08
924875.12,36.78,23.18,580700.43,23.09
924928.08,36.78,23.18,580674.07,23.09
925224.1,36.8,23.2,580664.18,23.1
925088.12,36.81,23.21,580664.18,23.11
925465.13,36.83,23.23,580866.51,23.12
925528.99,36.85,23.25,581094.42,23.13
925603.71,36.86,23.26,580658.71,23.12
925656.42,36.88,23.28,581310.16,23.16
925520.44,36.89,23.29,581345.17,23.17
925406.09,36.9,23.3,581191.99,23.17
925026.27,36.89,23.29,580709.71,23.16
924890.29,36.9,23.3,580709.24,23.17
925186.32,36.92,23.32,580755.34,23.17
925082.79,36.93,23.33,581003.29,23.19
924946.81,36.94,23.34,580634.6,23.19
925224.57,36.96,23.36,580817.49,23.2
925088.59,36.97,23.37,580810.57,23.21
925334.16,36.99,23.39,580032.44,23.19
925386.87,37.01,23.41,579868.44,23.19
925682.89,37.02,23.43,580539.54,23.22
925384.88,37.02,23.42,580642.0,23.23
925384.88,37.02,23.42,580642.0,23.23
925437.58,37.03,23.44,580652.57,23.24
925301.6,37.04,23.44,580574.34,23.24
925165.63,37.05,23.45,580569.9,23.25
925355.94,37.07,23.48,581369.14,23.29
925839.19,37.1,23.5,582063.65,23.32
925703.21,37.11,23.51,582122.27,23.33
925551.67,37.1,23.5,582011.53,23.33
925569.44,37.11,23.51,581913.4,23.33
925433.47,37.12,23.52,581991.04,23.34
925670.92,37.14,23.54,582133.53,23.35
926055.59,37.16,23.56,582150.01,23.36
926055.59,37.16,23.56,582148.94,23.36
926393.73,37.18,23.59,581956.7,23.36
926393.73,37.18,23.59,581956.7,23.36
926304.67,37.18,23.59,582143.12,23.37
926758.24,37.2,23.61,582817.08,23.4
926622.26,37.21,23.62,582719.48,23.4
926486.28,37.22,23.63,582709.14,23.41
925994.33,37.22,23.62,582217.19,23.4
927072.2,37.27,23.67,583303.1,23.45
927001.12,37.28,23.68,583804.6,23.48
927053.82,37.29,23.69,584287.17,23.5
927537.14,37.33,23.73,584611.49,23.53
931857.25,37.5,23.9,589168.26,23.71
932153.27,37.52,23.92,589158.05,23.71
932017.29,37.53,23.93,589120.88,23.72
932069.99,37.54,23.95,589419.06,23.74
932097.85,37.56,23.96,589707.57,23.76
931961.87,37.57,23.97,589675.25,23.77
931961.87,37.57,23.97,590087.06,23.79
932014.57,37.58,23.99,590292.94,23.8
932067.27,37.6,24.0,590199.76,23.81
931695.27,37.59,23.99,590180.43,23.81
932079.94,37.61,24.01,590333.6,23.82
931873.51,37.61,24.01,590130.64,23.81
931737.53,37.62,24.02,590043.59,23.82
931601.55,37.63,24.03,590061.92,23.83
931465.57,37.64,24.04,590078.98,23.84
931518.28,37.65,24.05,590113.47,23.85
931698.28,37.67,24.07,590120.71,23.86
931562.3,37.68,24.08,590093.65,23.87
931615.0,37.7,24.1,589591.86,23.86
931479.02,37.71,24.11,589651.35,23.87
931800.43,37.73,24.13,589782.92,23.88
931800.43,37.73,24.13,589782.92,23.88
931708.11,37.74,24.14,589695.09,23.89
931572.13,37.75,24.15,589687.48,23.9
931536.07,37.76,24.17,589685.08,23.91
931737.34,37.78,24.18,589755.04,23.91
932255.97,37.82,24.22,588889.08,23.89
932308.67,37.83,24.24,588667.22,23.89
933521.26,37.9,24.3,590286.74,23.96
933385.28,37.91,24.31,590360.59,23.98
933869.45,37.94,24.35,590492.24,23.99
933733.47,37.95,24.35,590577.07,24.0
933608.31,37.96,24.37,590671.23,24.02
933265.61,37.96,24.36,590280.99,24.01
933189.87,37.96,24.36,589953.98,24.0
933574.53,37.98,24.38,589930.69,24.0
933262.43,37.97,24.38,589774.96,24.0
932862.42,37.97,24.37,589153.99,23.98
932715.63,37.98,24.38,588977.19,23.98
932768.33,37.99,24.4,588912.03,23.99
932768.33,37.99,24.4,589585.07,24.02
933064.35,38.01,24.42,591016.69,24.08
932757.92,38.01,24.41,592107.56,24.13
932757.92,38.01,24.41,592046.61,24.12
933219.15,38.03,24.43,592046.61,24.13
933083.17,38.04,24.44,591913.57,24.13
933273.62,38.06,24.46,591905.1,24.14
933273.62,38.06,24.46,591977.17,24.14
932977.68,38.05,24.45,592044.02,24.15
932841.7,38.06,24.46,592482.26,24.17
935627.51,38.17,24.58,595964.93,24.32
935627.51,38.17,24.58,595987.71,24.32
935491.53,38.18,24.59,595968.77,24.33
935355.55,38.19,24.6,595968.4,24.34
935246.88,38.19,24.59,595877.88,24.33
935299.58,38.21,24.61,595782.86,24.34
934799.57,38.2,24.6,595480.4,24.33
934663.6,38.21,24.61,595534.47,24.35
934627.54,38.22,24.63,595475.07,24.35
934083.63,38.26,24.67,595472.03,24.39
934136.33,38.28,24.68,595401.24,24.4
934432.36,38.3,24.7,595465.76,24.41
934060.36,38.29,24.69,595220.34,24.4
934455.83,38.31,24.71,595675.07,24.42
934917.06,38.33,24.74,595692.61,24.42
934781.08,38.34,24.75,595786.67,24.44
934781.08,38.34,24.75,595762.19,24.44
934645.11,38.35,24.76,595747.1,24.45
934509.13,38.36,24.77,596496.91,24.49
934383.97,38.37,24.78,596498.33,24.5
934011.97,38.37,24.77,596285.11,24.49
933875.99,38.38,24.78,596271.68,24.5
933740.01,38.39,24.79,596271.68,24.51
933604.04,38.4,24.8,596287.02,24.52
933604.04,38.4,24.8,596504.59,24.53
933604.04,38.4,24.8,596474.29,24.53
933468.06,38.41,24.81,596696.27,24.55
933468.06,38.41,24.81,596696.27,24.55
934760.36,38.48,24.88,596514.59,24.55
934813.06,38.49,24.89,596637.13,24.57
934813.06,38.49,24.89,596645.86,24.57
934437.07,38.49,24.89,595608.31,24.53
934301.1,38.5,24.9,595735.27,24.55
934165.12,38.51,24.91,595905.7,24.57
934165.12,38.51,24.91,595946.86,24.57
933783.36,38.51,24.91,595760.67,24.57
933836.06,38.52,24.93,595749.44,24.58
933689.26,38.53,24.94,596004.76,24.6
933689.26,38.53,24.94,596004.76,24.6
933553.29,38.54,24.95,595996.04,24.61
933417.31,38.56,24.96,596280.2,24.63
933281.33,38.57,24.97,596275.86,24.64
933145.36,38.58,24.98,596262.32,24.65
933009.38,38.59,24.99,596225.84,24.66
933062.08,38.6,25.0,596201.27,24.67
932926.1,38.61,25.01,596115.73,24.67
933230.27,38.63,25.03,596351.14,24.69
933614.94,38.65,25.05,596450.94,24.69
933478.96,38.66,25.07,596739.09,24.72
933478.96,38.66,25.07,596818.19,24.72
933332.16,38.67,25.08,595950.16,24.69
933196.19,38.68,25.09,595865.86,24.7
933196.19,38.68,25.09,595883.99,24.7
933657.41,38.71,25.11,595894.07,24.7
933521.44,38.72,25.12,596183.94,24.73
933521.44,38.72,25.12,596207.22,24.73
933516.41,38.73,25.13,595876.38,24.72
933812.43,38.75,25.15,596425.23,24.75
933865.14,38.77,25.17,596415.49,24.76
933865.14,38.77,25.17,596478.3,24.76
933729.16,38.78,25.18,597230.77,24.8
934025.18,38.8,25.2,597692.75,24.83
933888.12,38.79,25.2,597547.74,24.82
933773.77,38.81,25.21,599008.34,24.89
933826.47,38.82,25.22,599056.42,24.9
934207.88,38.85,25.25,599562.0,24.93
933862.36,38.84,25.24,599099.96,24.92
935532.37,38.91,25.31,600110.99,24.96
935396.39,38.92,25.32,600302.56,24.98
936857.15,39.0,25.4,601934.09,25.06
936710.36,39.01,25.41,601948.46,25.07
937472.57,39.06,25.46,602191.84,25.09
937652.2,39.07,25.48,602519.42,25.11
937516.22,39.08,25.49,602490.64,25.12
938439.74,39.14,25.54,602780.59,25.14
938893.31,39.16,25.56,602743.97,25.14
938893.31,39.16,25.56,602721.8,25.14
938426.1,39.15,25.56,602227.84,25.13
938290.12,39.16,25.57,601924.75,25.12
938164.96,39.17,25.58,601885.51,25.13
938028.99,39.19,25.59,601885.42,25.14
937893.01,39.2,25.6,601541.67,25.14
937757.03,39.21,25.61,601474.69,25.15
937809.73,39.22,25.62,601510.8,25.16
937673.76,39.23,25.64,601513.06,25.17
937537.78,39.24,25.65,601513.06,25.18
937401.8,39.25,25.66,602076.36,25.21
937765.44,39.29,25.69,605532.63,25.37
937765.44,39.29,25.69,605463.21,25.36
937765.44,39.29,25.69,605210.78,25.35
937629.46,39.3,25.7,605203.97,25.36
937629.46,39.3,25.7,605203.97,25.36
937493.48,39.31,25.71,605203.97,25.38
937546.18,39.32,25.73,605271.08,25.39
937598.89,39.34,25.74,605271.08,25.4
