ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0ac0-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1145,5916,2141320,6212,2141320
1145,5916,2141910,6212,2141910
1145,5916,2142560,6212,2142560
1145,5916,2143370,6212,2143370
1145,5916,2143530,6212,2143530
1145,5916,2144180,6212,2144180
1145,5916,2144180,6212,2144180
1145,5916,2144410,6212,2144410
1145,5916,2145410,6212,2145410
1145,5916,2145410,6212,2145410
1145,5916,2146410,6212,2146410
1146,5918,2146880,6212,2146880
1146,5918,2147880,6212,2147880
1146,5918,2148880,6212,2148880
1146,5918,2149350,6212,2149350
1146,5918,2149670,6212,2149670
1146,5918,2149900,6212,2149900
1146,5918,2149900,6212,2149900
1146,5918,2150370,6212,2150370
1146,5918,2150370,6212,2150370
1146,5918,2151370,6212,2151370
1146,5918,2151530,6212,2151530
1146,5918,2152530,6212,2152530
1146,5918,2152690,6212,2152690
1146,5918,2153340,6212,2153340
1147,5926,2154340,6212,2154340
1147,5926,2154340,6212,2154340
1147,5926,2155150,6212,2155150
1147,5926,2156150,6212,2156150
1147,5926,2157150,6212,2157150
1147,5926,2157620,6212,2157620
1147,5926,2158430,6212,2158430
1147,5926,2159430,6212,2159430
1147,5926,2160240,6212,2160240
1147,5926,2161240,6212,2161240
1147,5926,2162240,6212,2162240
1148,5934,2163240,6212,2163240
1148,5934,2164240,6212,2164240
1148,5934,2164560,6212,2164560
1148,5934,2165560,6212,2165560
1148,5934,2166030,6212,2166030
1148,5934,2166840,6212,2166840
1148,5934,2167060,6212,2167060
1148,5934,2168060,6212,2168060
1148,5934,2168060,6212,2168060
1148,5934,2169060,6212,2169060
1148,5934,2169290,6212,2169290
1148,5934,2169290,6212,2169290
1148,5934,2170290,6212,2170290
1148,5934,2170760,6212,2170760
1148,5934,2170760,6212,2170760
1148,5934,2171570,6212,2171570
1148,5934,2172570,6212,2172570
1148,5934,2173220,6212,2173220
1148,5934,2173270,6212,2173270
1148,5934,2174270,6212,2174270
1148,5934,2175080,6212,2175080
1148,5934,2175550,6212,2175550
1149,5936,2176200,6212,2176200
1149,5936,2176200,6212,2176200
1149,5936,2177200,6212,2177200
1149,5936,2177200,6212,2177200
1149,5936,2178200,6212,2178200
1149,5936,2179200,6212,2179200
1149,5936,2179670,6212,2179670
1149,5936,2180670,6212,2180670
1149,5936,2181480,6212,2181480
1149,5936,2182480,6212,2182480
1149,5936,2183290,6212,2183290
1149,5936,2184290,6212,2184290
1149,5936,2185290,6212,2185290
1149,5936,2185760,6212,2185760
1149,5936,2186080,6212,2186080
1149,5936,2187080,6212,2187080
1149,5936,2187890,6212,2187890
1149,5936,2188890,6212,2188890
1149,5936,2189890,6212,2189890
1149,5936,2190890,6212,2190890
1149,5936,2190890,6212,2190890
1149,5936,2191360,6212,2191360
1149,5936,2192360,6212,2192360
1149,5936,2193360,6212,2193360
1149,5936,2193830,6212,2193830
1149,5936,2194050,6212,2194050
1149,5936,2194280,6212,2194280
1150,5938,2195280,6212,2195280
1150,5938,2195870,6212,2195870
1150,5938,2196680,6212,2196680
1150,5938,2197680,6212,2197680
1150,5938,2197910,6212,2197910
1150,5938,2198910,6212,2198910
1150,5938,2199910,6212,2199910
1150,5938,2200910,6212,2200910
1150,5938,2201910,6212,2201910
1150,5938,2202910,6212,2202910
1150,5938,2202910,6212,2202910
1150,5938,2203720,6212,2203720
1150,5938,2204530,6212,2204530
1150,5938,2205530,6212,2205530
1150,5938,2205530,6212,2205530
1150,5938,2206530,6212,2206530
1150,5938,2206530,6212,2206530
1150,5938,2207530,6212,2207530
1150,5938,2207530,6212,2207530
1150,5938,2208180,6212,2208180
1150,5938,2208180,6212,2208180
1150,5938,2209180,6212,2209180
1150,5938,2209990,6212,2209990
1150,5938,2210990,6212,2210990
1150,5938,2211990,6212,2211990
1150,5938,2212210,6212,2212210
1151,5942,2213210,6212,2213210
1151,5942,2214210,6212,2214210
1151,5942,2215210,6212,2215210
1151,5942,2216210,6212,2216210
1151,5942,2216210,6212,2216210
1151,5942,2216680,6212,2216680
1151,5942,2217680,6212,2217680
1151,5942,2218150,6212,2218150
1152,5944,2218960,6212,2218960
1152,5944,2219960,6212,2219960
1152,5944,2220960,6212,2220960
1152,5944,2221550,6212,2221550
1152,5944,2222550,6212,2222550
1152,5944,2223550,6212,2223550
1152,5944,2224550,6212,2224550
1152,5944,2225550,6212,2225550
1152,5944,2226550,6212,2226550
1152,5944,2226550,6212,2226550
1152,5944,2227360,6212,2227360
1152,5944,2228360,6212,2228360
1152,5944,2228360,6212,2228360
1152,5944,2229360,6212,2229360
1152,5944,2230360,6212,2230360
1152,5944,2230830,6212,2230830
1152,5944,2231380,6212,2231380
1152,5944,2232380,6212,2232380
1152,5944,2233380,6212,2233380
1152,5944,2234380,6212,2234380
1152,5944,2234850,6212,2234850
1152,5944,2235850,6212,2235850
1152,5944,2236850,6212,2236850
1152,5944,2237500,6212,2237500
1152,5944,2237970,6212,2237970
1152,5944,2237970,6212,2237970
1152,5944,2238970,6212,2238970
1152,5944,2239970,6212,2239970
1152,5944,2240970,6212,2240970
1152,5944,2241780,6212,2241780
1152,5944,2242100,6212,2242100
1152,5944,2242910,6212,2242910
1152,5944,2242910,6212,2242910
1152,5944,2243230,6212,2243230
1152,5944,2244230,6212,2244230
1152,5944,2245230,6212,2245230
1152,5944,2245550,6212,2245550
1152,5944,2245780,6212,2245780
1152,5944,2246010,6212,2246010
1152,5944,2246820,6212,2246820
1152,5944,2247630,6212,2247630
1152,5944,2248630,6212,2248630
1152,5944,2248950,6212,2248950
1152,5944,2249760,6212,2249760
1152,5944,2250760,6212,2250760
1152,5944,2251220,6212,2251220
1152,5944,2252220,6212,2252220
1152,5944,2252220,6212,2252220
1152,5944,2253220,6212,2253220
1152,5944,2254030,6212,2254030
1152,5944,2254190,6212,2254190
1152,5944,2255190,6212,2255190
1152,5944,2255410,6212,2255410
1152,5944,2256410,6212,2256410
1153,5946,2256410,6212,2256410
1153,5946,2257410,6212,2257410
1154,5948,2258060,6212,2258060
1154,5948,2259060,6212,2259060
1154,5948,2259060,6212,2259060
1154,5948,2260060,6212,2260060
1154,5948,2261060,6212,2261060
1154,5948,2262060,6212,2262060
1154,5948,2262060,6212,2262060
1154,5948,2262710,6212,2262710
1154,5948,2263180,6212,2263180
1154,5948,2264180,6212,2264180
1154,5948,2265180,6212,2265180
1154,5948,2265650,6212,2265650
1154,5948,2266110,6212,2266110
1154,5948,2266580,6212,2266580
1155,5956,2267580,6212,2267580
1155,5956,2268580,6212,2268580
1156,5964,2269580,6212,2269580
1156,5964,2270580,6212,2270580
1156,5964,2270580,6212,2270580
1156,5964,2271580,6212,2271580
1156,5964,2271800,6212,2271800
1156,5964,2271800,6212,2271800
1156,5964,2272120,6212,2272120
1156,5964,2273120,6212,2273120
1156,5964,2273120,6212,2273120
1156,5964,2273670,6212,2273670
1156,5964,2274670,6212,2274670
1156,5964,2275140,6212,2275140
1156,5964,2276140,6212,2276140
1156,5964,2277140,6212,2277140
1156,5964,2278140,6212,2278140
1156,5964,2278610,6212,2278610
1156,5964,2279610,6212,2279610
1156,5964,2279930,6212,2279930
1156,5964,2280930,6212,2280930
1156,5964,2280930,6212,2280930
1157,5972,2281930,6212,2281930
1157,5972,2282090,6212,2282090
1157,5972,2282560,6212,2282560
1157,5972,2283560,6212,2283560
1157,5972,2283560,6212,2283560
1157,5972,2283560,6212,2283560
1157,5972,2284030,6212,2284030
1157,5972,2285030,6212,2285030
1157,5972,2285680,6212,2285680
1157,5972,2286680,6212,2286680
1157,5972,2287150,6212,2287150
1158,5974,2287960,6212,2287960
1159,5982,2288960,6212,2288960
1159,5982,2289770,6212,2289770
1159,5982,2290580,6212,2290580
1159,5982,2291580,6212,2291580
1160,5984,2292580,6212,2292580
1160,5984,2293050,6212,2293050
1160,5984,2294050,6212,2294050
1160,5984,2295050,6212,2295050
1160,5984,2295370,6212,2295370
1160,5984,2295370,6212,2295370
1160,5984,2296020,6212,2296020
1160,5984,2296830,6212,2296830
1160,5984,2297150,6212,2297150
1161,5985,2298150,6212,2298150
1161,5985,2299150,6212,2299150
1161,5985,2300150,6212,2300150
1161,5985,2301150,6212,2301150
1161,5985,2301470,6212,2301470
1161,5985,2302470,6212,2302470
1161,5985,2302470,6212,2302470
1161,5985,2303470,6212,2303470
1161,5985,2303470,6212,2303470
1161,5985,2304470,6212,2304470
1161,5985,2305470,6212,2305470
1161,5985,2306280,6212,2306280
1161,5985,2307280,6212,2307280
1161,5985,2308280,6212,2308280
1161,5985,2308280,6212,2308280
1161,5985,2308600,6212,2308600
1161,5985,2309410,6212,2309410
1161,5985,2310410,6212,2310410
1161,5985,2311410,6212,2311410
1161,5985,2312410,6212,2312410
1161,5985,2313220,6212,2313220
1161,5985,2313220,6212,2313220
1161,5985,2314220,6212,2314220
1161,5985,2314700,6212,2314700
1161,5985,2315700,6212,2315700
1161,5985,2316700,6212,2316700
1161,5985,2317510,6212,2317510
1161,5985,2318320,6212,2318320
1161,5985,2319320,6212,2319320
1161,5985,2320320,6212,2320320
1161,5985,2321320,6212,2321320
1161,5985,2322320,6212,2322320
1161,5985,2323320,6212,2323320
1161,5985,2324130,6212,2324130
1161,5985,2324130,6212,2324130
1161,5985,2325130,6212,2325130
1161,5985,2326130,6212,2326130
1161,5985,2326940,6212,2326940
1161,5985,2327940,6212,2327940
1161,5985,2328410,6212,2328410
1161,5985,2328410,6212,2328410
1161,5985,2329410,6212,2329410
1161,5985,2329880,6212,2329880
1161,5985,2330880,6212,2330880
1161,5985,2331470,6212,2331470
1161,5985,2331470,6212,2331470
1161,5985,2332280,6212,2332280
1161,5985,2333090,6212,2333090
1161,5985,2333090,6212,2333090
1161,5985,2334090,6212,2334090
1162,5987,2334560,6212,2334560
1162,5987,2334670,6212,2334670
1162,5987,2335260,6212,2335260
1162,5987,2336260,6212,2336260
1163,5989,2337260,6212,2337260
1163,5989,2337260,6212,2337260
1163,5989,2338260,6212,2338260
1163,5989,2338910,6212,2338910
1164,5991,2339720,6212,2339720
1164,5991,2340720,6212,2340720
1165,5993,2341720,6212,2341720
1166,5997,2342720,6212,2342720
1167,6005,2343720,6212,2343720
1167,6005,2344720,6212,2344720
1167,6005,2345190,6212,2345190
1167,6005,2345840,6212,2345840
1167,6005,2349840,6212,2349840
1167,6005,2349840,6212,2349840
1167,6005,2350070,6212,2350070
1167,6005,2350540,6212,2350540
1167,6005,2351540,6212,2351540
1168,6013,2352540,6212,2352540
1169,6015,2352700,6212,2352700
1169,6015,2353510,6212,2353510
1169,6015,2354510,6212,2354510
1169,6015,2354980,6212,2354980
1169,6015,2355790,6212,2355790
1170,6017,2356790,6212,2356790
1170,6017,2356790,6212,2356790
1170,6017,2357790,6212,2357790
1170,6017,2358790,6212,2358790
1170,6017,2359250,6212,2359250
1170,6017,2360250,6212,2360250
1170,6017,2360710,6212,2360710
1170,6017,2361710,6212,2361710
1170,6017,2361710,6212,2361710
1170,6017,2362710,6212,2362710
1171,6018,2363520,6212,2363520
1171,6018,2363520,6212,2363520
1171,6018,2364520,6212,2364520
1171,6018,2365520,6212,2365520
1171,6018,2366520,6212,2366520
1171,6018,2367520,6212,2367520
1171,6018,2368520,6212,2368520
1172,6026,2368520,6212,2368520
1172,6026,2369520,6212,2369520
1172,6026,2369520,6212,2369520
1172,6026,2369520,6212,2369520
1172,6026,2370330,6212,2370330
1172,6026,2370800,6212,2370800
1172,6026,2371610,6212,2371610
1172,6026,2372610,6212,2372610
1172,6026,2372840,6212,2372840
1172,6026,2373310,6212,2373310
1172,6026,2373310,6212,2373310
1172,6026,2373780,6212,2373780
1172,6026,2374780,6212,2374780
1172,6026,2375780,6212,2375780
1172,6026,2376590,6212,2376590
1172,6026,2377590,6212,2377590
1172,6026,2378590,6212,2378590
1173,6034,2379590,6212,2379590
1173,6034,2380590,6212,2380590
1173,6034,2380590,6212,2380590
1173,6034,2380910,6212,2380910
1173,6034,2381380,6212,2381380
1173,6034,2381850,6212,2381850
1173,6034,2382850,6212,2382850
1173,6034,2382850,6212,2382850
1173,6034,2383850,6212,2383850
1173,6034,2384320,6212,2384320
1173,6034,2384320,6212,2384320
1174,6036,2384970,6212,2384970
1174,6036,2385970,6212,2385970
1174,6036,2386970,6212,2386970
1174,6036,2387970,6212,2387970
1175,6037,2388970,6212,2388970
1175,6037,2389970,6212,2389970
1175,6037,2390970,6212,2390970
1175,6037,2390970,6212,2390970
1175,6037,2391970,6212,2391970
1175,6037,2391970,6212,2391970
1175,6037,2392780,6212,2392780
1175,6037,2393590,6212,2393590
1175,6037,2394590,6212,2394590
1175,6037,2395590,6212,2395590
1175,6037,2396060,6212,2396060
1175,6037,2396280,6212,2396280
1175,6037,2397280,6212,2397280
1175,6037,2398090,6212,2398090
1175,6037,2398090,6212,2398090
1175,6037,2398320,6212,2398320
1175,6037,2399320,6212,2399320
1175,6037,2400320,6212,2400320
1175,6037,2401320,6212,2401320
1175,6037,2402320,6212,2402320
1175,6037,2403320,6212,2403320
1175,6037,2404320,6212,2404320
1175,6037,2405320,6212,2405320
1175,6037,2406130,6212,2406130
1175,6037,2407130,6212,2407130
1175,6037,2407600,6212,2407600
1175,6037,2408070,6212,2408070
1175,6037,2409070,6212,2409070
1175,6037,2409070,6212,2409070
1175,6037,2409070,6212,2409070
1175,6037,2409720,6212,2409720
1175,6037,2410720,6212,2410720
1175,6037,2411190,6212,2411190
1175,6037,2412190,6212,2412190
1175,6037,2413190,6212,2413190
1175,6037,2413510,6212,2413510
1175,6037,2413740,6212,2413740
1175,6037,2414740,6212,2414740
1175,6037,2415740,6212,2415740
1175,6037,2415740,6212,2415740
1175,6037,2416740,6212,2416740
1175,6037,2417740,6212,2417740
1175,6037,2418550,6212,2418550
1175,6037,2419550,6212,2419550
1175,6037,2420550,6212,2420550
1175,6037,2421550,6212,2421550
1175,6037,2422550,6212,2422550
1175,6037,2423100,6212,2423100
1175,6037,2424100,6212,2424100
1175,6037,2425100,6212,2425100
1175,6037,2425570,6212,2425570
1175,6037,2425570,6212,2425570
1175,6037,2426570,6212,2426570
1175,6037,2427570,6212,2427570
1176,6045,2427570,6212,2427570
1177,6047,2427800,6212,2427800
1178,6055,2428800,6212,2428800
1178,6055,2428800,6212,2428800
1179,6057,2428800,6212,2428800
1179,6057,2429610,6212,2429610
1179,6057,2430610,6212,2430610
1179,6057,2431610,6212,2431610
1180,6065,2432260,6212,2432260
1180,6065,2432580,6212,2432580
1180,6065,2432580,6212,2432580
1180,6065,2433230,6212,2433230
1180,6065,2434040,6212,2434040
1180,6065,2434040,6212,2434040
1180,6065,2435040,6212,2435040
1180,6065,2435040,6212,2435040
1180,6065,2435200,6212,2435200
1180,6065,2436200,6212,2436200
1180,6065,2436200,6212,2436200
1180,6065,2436570,6212,2436570
1180,6065,2436570,6212,2436570
1180,6065,2437380,6212,2437380
1180,6065,2437380,6212,2437380
1180,6065,2437540,6212,2437540
1180,6065,2438540,6212,2438540
1180,6065,2439010,6212,2439010
1180,6065,2439490,6212,2439490
1180,6065,2440490,6212,2440490
1180,6065,2440810,6212,2440810
1180,6065,2441810,6212,2441810
1180,6065,2442130,6212,2442130
1180,6065,2442940,6212,2442940
1180,6065,2443940,6212,2443940
1180,6065,2444940,6212,2444940
1180,6065,2445940,6212,2445940
1180,6065,2446750,6212,2446750
1180,6065,2447750,6212,2447750
1180,6065,2448750,6212,2448750
1180,6065,2449560,6212,2449560
1180,6065,2450370,6212,2450370
1180,6065,2451180,6212,2451180
1180,6065,2452180,6212,2452180
1180,6065,2452770,6212,2452770
1180,6065,2453770,6212,2453770
1180,6065,2454770,6212,2454770
1180,6065,2455000,6212,2455000
1180,6065,2456000,6212,2456000
1180,6065,2456000,6212,2456000
1180,6065,2456000,6212,2456000
1180,6065,2456810,6212,2456810
1180,6065,2457810,6212,2457810
1180,6065,2458460,6212,2458460
1180,6065,2458930,6212,2458930
1180,6065,2459300,6212,2459300
1180,6065,2460110,6212,2460110
1180,6065,2460430,6212,2460430
1180,6065,2461430,6212,2461430
1180,6065,2462240,6212,2462240
1180,6065,2463240,6212,2463240
1180,6065,2464050,6212,2464050
1180,6065,2465050,6212,2465050
1180,6065,2465860,6212,2465860
1180,6065,2466180,6212,2466180
1180,6065,2467180,6212,2467180
1180,6065,2467500,6212,2467500
1180,6065,2468500,6212,2468500
1180,6065,2468500,6212,2468500
1180,6065,2468500,6212,2468500
1180,6065,2468820,6212,2468820
1180,6065,2469630,6212,2469630
1180,6065,2469950,6212,2469950
1180,6065,2470950,6212,2470950
1180,6065,2471950,6212,2471950
1180,6065,2472420,6212,2472420
1180,6065,2472420,6212,2472420
1180,6065,2473420,6212,2473420
1180,6065,2473890,6212,2473890
1180,6065,2474890,6212,2474890
1180,6065,2475890,6212,2475890
1180,6065,2476360,6212,2476360
1180,6065,2477360,6212,2477360
1180,6065,2477830,6212,2477830
1180,6065,2478830,6212,2478830
1180,6065,2479480,6212,2479480
1180,6065,2479950,6212,2479950
1180,6065,2480270,6212,2480270
1180,6065,2481270,6212,2481270
1180,6065,2482270,6212,2482270
1180,6065,2482430,6212,2482430
1180,6065,2483430,6212,2483430
1180,6065,2484430,6212,2484430
1180,6065,2485430,6212,2485430
1180,6065,2486240,6212,2486240
1180,6065,2486790,6212,2486790
1180,6065,2487790,6212,2487790
1180,6065,2488790,6212,2488790
1180,6065,2488790,6212,2488790
1180,6065,2489790,6212,2489790
1180,6065,2490790,6212,2490790
1180,6065,2491260,6212,2491260
1180,6065,2492070,6212,2492070
1180,6065,2492540,6212,2492540
1180,6065,2493350,6212,2493350
1180,6065,2493350,6212,2493350
1180,6065,2494350,6212,2494350
1180,6065,2495000,6212,2495000
1180,6065,2495810,6212,2495810
1180,6065,2496810,6212,2496810
1180,6065,2497620,6212,2497620
1180,6065,2498620,6212,2498620
1180,6065,2498940,6212,2498940
1180,6065,2499940,6212,2499940
1180,6065,2499940,6212,2499940
1180,6065,2500940,6212,2500940
1180,6065,2501940,6212,2501940
1180,6065,2502750,6212,2502750
1180,6065,2503070,6212,2503070
1180,6065,2504070,6212,2504070
1180,6065,2504880,6212,2504880
1181,6066,2505350,6212,2505350
1181,6066,2505820,6212,2505820
1182,6068,2506290,6212,2506290
1182,6068,2506290,6212,2506290
1182,6068,2507290,6212,2507290
1182,6068,2507760,6212,2507760
1182,6068,2508760,6212,2508760
1182,6068,2509230,6212,2509230
1182,6068,2510230,6212,2510230
1182,6068,2510700,6212,2510700
1182,6068,2510700,6212,2510700
1182,6068,2511250,6212,2511250
1182,6068,2512250,6212,2512250
1182,6068,2513250,6212,2513250
1182,6068,2514250,6212,2514250
1182,6068,2515250,6212,2515250
1182,6068,2515570,6212,2515570
1182,6068,2516570,6212,2516570
1182,6068,2516570,6212,2516570
1182,6068,2517030,6212,2517030
1182,6068,2517680,6212,2517680
1182,6068,2518680,6212,2518680
1182,6068,2519490,6212,2519490
1182,6068,2520300,6212,2520300
1182,6068,2520300,6212,2520300
1182,6068,2521300,6212,2521300
1182,6068,2522110,6212,2522110
1182,6068,2523110,6212,2523110
1182,6068,2524110,6212,2524110
1182,6068,2524920,6212,2524920
1182,6068,2525510,6212,2525510
1182,6068,2526510,6212,2526510
1182,6068,2527510,6212,2527510
1182,6068,2528320,6212,2528320
1182,6068,2529320,6212,2529320
1182,6068,2530320,6212,2530320
1182,6068,2531320,6212,2531320
1182,6068,2532130,6212,2532130
1182,6068,2533130,6212,2533130
1182,6068,2533590,6212,2533590
1182,6068,2534590,6212,2534590
1182,6068,2535400,6212,2535400
1182,6068,2536210,6212,2536210
1182,6068,2537210,6212,2537210
1182,6068,2537210,6212,2537210
1182,6068,2537210,6212,2537210
1182,6068,2538210,6212,2538210
1182,6068,2539210,6212,2539210
1182,6068,2540210,6212,2540210
1182,6068,2540680,6212,2540680
1182,6068,2541680,6212,2541680
1182,6068,2542680,6212,2542680
1182,6068,2542790,6212,2542790
1182,6068,2543790,6212,2543790
1182,6068,2544790,6212,2544790
1182,6068,2545790,6212,2545790
1182,6068,2546790,6212,2546790
1182,6068,2547790,6212,2547790
1182,6068,2548260,6212,2548260
1182,6068,2549260,6212,2549260
1182,6068,2550070,6212,2550070
1182,6068,2550440,6212,2550440
1182,6068,2550910,6212,2550910
1182,6068,2551370,6212,2551370
1182,6068,2551690,6212,2551690
1182,6068,2551690,6212,2551690
1182,6068,2551690,6212,2551690
1182,6068,2551850,6212,2551850
1182,6068,2551850,6212,2551850
1182,6068,2552850,6212,2552850
1182,6068,2553660,6212,2553660
1182,6068,2554660,6212,2554660
1182,6068,2555660,6212,2555660
1182,6068,2555660,6212,2555660
1182,6068,2556660,6212,2556660
1183,6076,2557130,6212,2557130
1183,6076,2558130,6212,2558130
1183,6076,2558600,6212,2558600
1183,6076,2558600,6212,2558600
1183,6076,2558600,6212,2558600
1183,6076,2559600,6212,2559600
1183,6076,2560070,6212,2560070
1183,6076,2560070,6212,2560070
1183,6076,2560300,6212,2560300
1183,6076,2561300,6212,2561300
1183,6076,2561300,6212,2561300
1183,6076,2562110,6212,2562110
1183,6076,2563110,6212,2563110
1183,6076,2563430,6212,2563430
1183,6076,2563900,6212,2563900
1183,6076,2564900,6212,2564900
1183,6076,2564900,6212,2564900
1184,6084,2565900,6212,2565900
1184,6084,2566450,6212,2566450
1185,6088,2566450,6212,2566450
1185,6088,2566450,6212,2566450
1185,6088,2566920,6212,2566920
1185,6088,2567920,6212,2567920
1185,6088,2567920,6212,2567920
1185,6088,2568920,6212,2568920
1185,6088,2569730,6212,2569730
1185,6088,2570540,6212,2570540
1185,6088,2570540,6212,2570540
1185,6088,2571540,6212,2571540
1185,6088,2572540,6212,2572540
1185,6088,2573010,6212,2573010
1185,6088,2574010,6212,2574010
1185,6088,2575010,6212,2575010
1185,6088,2575480,6212,2575480
1185,6088,2575480,6212,2575480
1185,6088,2575800,6212,2575800
1185,6088,2575800,6212,2575800
1185,6088,2575800,6212,2575800
1185,6088,2576610,6212,2576610
1185,6088,2577090,6212,2577090
1185,6088,2577320,6212,2577320
1185,6088,2578320,6212,2578320
1185,6088,2578320,6212,2578320
1185,6088,2579320,6212,2579320
1185,6088,2580320,6212,2580320
1185,6088,2580480,6212,2580480
1185,6088,2581480,6212,2581480
1185,6088,2581480,6212,2581480
1185,6088,2581940,6212,2581940
1185,6088,2582590,6212,2582590
1185,6088,2583590,6212,2583590
1185,6088,2584050,6212,2584050
1185,6088,2584860,6212,2584860
1185,6088,2585670,6212,2585670
1185,6088,2585670,6212,2585670
1185,6088,2586670,6212,2586670
1185,6088,2587670,6212,2587670
1185,6088,2588670,6212,2588670
1185,6088,2589670,6212,2589670
1186,6090,2590670,6212,2590670
1186,6090,2591670,6212,2591670
1186,6090,2592140,6212,2592140
1186,6090,2592950,6212,2592950
1186,6090,2593950,6212,2593950
1186,6090,2594950,6212,2594950
1186,6090,2595950,6212,2595950
1186,6090,2595950,6212,2595950
1186,6090,2596270,6212,2596270
1186,6090,2596430,6212,2596430
1186,6090,2597430,6212,2597430
1186,6090,2598430,6212,2598430
1186,6090,2598430,6212,2598430
1186,6090,2599080,6212,2599080
1186,6090,2599080,6212,2599080
1186,6090,2600080,6212,2600080
1186,6090,2600550,6212,2600550
1186,6090,2601550,6212,2601550
1186,6090,2602550,6212,2602550
1187,6092,2603360,6212,2603360
1187,6092,2604360,6212,2604360
1187,6092,2605010,6212,2605010
1188,6100,2613010,6212,2613010
1188,6100,2614010,6212,2614010
1188,6100,2615010,6212,2615010
1188,6100,2615010,6212,2615010
1188,6100,2616010,6212,2616010
1188,6100,2616010,6212,2616010
1188,6100,2617010,6212,2617010
1188,6100,2617330,6212,2617330
1188,6100,2618330,6212,2618330
1189,6108,2618330,6212,2618330
1189,6108,2619330,6212,2619330
1189,6108,2619330,6212,2619330
1189,6108,2620330,6212,2620330
1189,6108,2621330,6212,2621330
1189,6108,2622330,6212,2622330
1189,6108,2622330,6212,2622330
1189,6108,2622330,6212,2622330
1189,6108,2622330,6212,2622330
1189,6108,2623330,6212,2623330
1189,6108,2623330,6212,2623330
1189,6108,2623330,6212,2623330
1189,6108,2624140,6212,2624140
1189,6108,2625140,6212,2625140
1189,6108,2625460,6212,2625460
1190,6110,2626270,6212,2626270
1190,6110,2626590,6212,2626590
1191,6112,2627400,6212,2627400
1191,6112,2628400,6212,2628400
1191,6112,2629400,6212,2629400
1191,6112,2629870,6212,2629870
1191,6112,2630870,6212,2630870
1191,6112,2631340,6212,2631340
1191,6112,2631340,6212,2631340
1191,6112,2631450,6212,2631450
1191,6112,2632450,6212,2632450
1191,6112,2633260,6212,2633260
1191,6112,2634070,6212,2634070
1191,6112,2634660,6212,2634660
1191,6112,2635660,6212,2635660
1191,6112,2635660,6212,2635660
1191,6112,2636660,6212,2636660
1191,6112,2637470,6212,2637470
1191,6112,2637470,6212,2637470
1191,6112,2638470,6212,2638470
1192,6120,2646470,6212,2646470
1192,6120,2647470,6212,2647470
1192,6120,2648280,6212,2648280
1192,6120,2649280,6212,2649280
1192,6120,2649280,6212,2649280
1192,6120,2649280,6212,2649280
1192,6120,2649930,6212,2649930
1193,6122,2650090,6212,2650090
1193,6122,2650560,6212,2650560
1193,6122,2651560,6212,2651560
1193,6122,2652210,6212,2652210
1193,6122,2653210,6212,2653210
1193,6122,2653210,6212,2653210
1193,6122,2654210,6212,2654210
1193,6122,2654680,6212,2654680
1193,6122,2655000,6212,2655000
1193,6122,2656000,6212,2656000
1193,6122,2657000,6212,2657000
1193,6122,2658000,6212,2658000
1193,6122,2659000,6212,2659000
1193,6122,2659320,6212,2659320
1193,6122,2660320,6212,2660320
1193,6122,2660970,6212,2660970
1193,6122,2661780,6212,2661780
1193,6122,2662780,6212,2662780
1193,6122,2663240,6212,2663240
1193,6122,2663240,6212,2663240
1193,6122,2664240,6212,2664240
1193,6122,2664290,6212,2664290
1193,6122,2665290,6212,2665290
1193,6122,2666290,6212,2666290
1193,6122,2666760,6212,2666760
1193,6122,2667760,6212,2667760
1193,6122,2668760,6212,2668760
1193,6122,2669760,6212,2669760
1193,6122,2670080,6212,2670080
1193,6122,2671080,6212,2671080
1193,6122,2672080,6212,2672080
1194,6124,2672550,6212,2672550
1194,6124,2673020,6212,2673020
1194,6124,2674020,6212,2674020
1194,6124,2675020,6212,2675020
1194,6124,2675830,6212,2675830
1194,6124,2676830,6212,2676830
1194,6124,2677300,6212,2677300
1194,6124,2678300,6212,2678300
1194,6124,2678530,6212,2678530
1194,6124,2679530,6212,2679530
1194,6124,2680530,6212,2680530
1194,6124,2681530,6212,2681530
1194,6124,2681850,6212,2681850
1194,6124,2681850,6212,2681850
1194,6124,2682850,6212,2682850
1194,6124,2683850,6212,2683850
1194,6124,2684850,6212,2684850
1194,6124,2685850,6212,2685850
1194,6124,2686850,6212,2686850
1194,6124,2687850,6212,2687850
1194,6124,2688850,6212,2688850
1194,6124,2689660,6212,2689660
1194,6124,2690660,6212,2690660
1194,6124,2691660,6212,2691660
1194,6124,2692310,6212,2692310
1194,6124,2693310,6212,2693310
1194,6124,2693780,6212,2693780
