ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
743,2452,2147880,6212,2147880
743,2452,2148880,6212,2148880
743,2452,2149350,6212,2149350
743,2452,2149670,6212,2149670
743,2452,2149900,6212,2149900
743,2452,2149900,6212,2149900
743,2452,2150370,6212,2150370
743,2452,2150370,6212,2150370
743,2452,2151370,6212,2151370
743,2452,2151530,6212,2151530
743,2452,2152530,6212,2152530
743,2452,2152690,6212,2152690
743,2452,2153340,6212,2153340
744,2460,2154340,6212,2154340
744,2460,2154340,6212,2154340
744,2460,2155150,6212,2155150
744,2460,2156150,6212,2156150
744,2460,2157150,6212,2157150
744,2460,2157620,6212,2157620
744,2460,2158430,6212,2158430
744,2460,2159430,6212,2159430
744,2460,2160240,6212,2160240
745,2468,2161240,6212,2161240
745,2468,2162240,6212,2162240
745,2468,2163240,6212,2163240
745,2468,2164240,6212,2164240
745,2468,2164560,6212,2164560
745,2468,2165560,6212,2165560
745,2468,2166030,6212,2166030
745,2468,2166840,6212,2166840
745,2468,2167060,6212,2167060
745,2468,2168060,6212,2168060
745,2468,2168060,6212,2168060
745,2468,2169060,6212,2169060
745,2468,2169290,6212,2169290
745,2468,2169290,6212,2169290
746,2476,2170290,6212,2170290
746,2476,2170760,6212,2170760
746,2476,2170760,6212,2170760
746,2476,2171570,6212,2171570
746,2476,2172570,6212,2172570
746,2476,2173220,6212,2173220
746,2476,2173270,6212,2173270
746,2476,2174270,6212,2174270
746,2476,2175080,6212,2175080
746,2476,2175550,6212,2175550
746,2476,2176200,6212,2176200
746,2476,2176200,6212,2176200
747,2484,2177200,6212,2177200
747,2484,2177200,6212,2177200
747,2484,2178200,6212,2178200
747,2484,2179200,6212,2179200
747,2484,2179670,6212,2179670
747,2484,2180670,6212,2180670
747,2484,2181480,6212,2181480
747,2484,2182480,6212,2182480
747,2484,2183290,6212,2183290
748,2492,2184290,6212,2184290
748,2492,2185290,6212,2185290
748,2492,2185760,6212,2185760
748,2492,2186080,6212,2186080
748,2492,2187080,6212,2187080
748,2492,2187890,6212,2187890
748,2492,2188890,6212,2188890
748,2492,2189890,6212,2189890
748,2492,2190890,6212,2190890
748,2492,2190890,6212,2190890
749,2500,2191360,6212,2191360
749,2500,2192360,6212,2192360
749,2500,2193360,6212,2193360
749,2500,2193830,6212,2193830
749,2500,2194050,6212,2194050
749,2500,2194280,6212,2194280
749,2500,2195280,6212,2195280
749,2500,2195870,6212,2195870
749,2500,2196680,6212,2196680
749,2500,2197680,6212,2197680
749,2500,2197910,6212,2197910
750,2508,2198910,6212,2198910
750,2508,2199910,6212,2199910
750,2508,2200910,6212,2200910
750,2508,2201910,6212,2201910
750,2508,2202910,6212,2202910
750,2508,2202910,6212,2202910
750,2508,2203720,6212,2203720
750,2508,2204530,6212,2204530
750,2508,2205530,6212,2205530
750,2508,2205530,6212,2205530
751,2516,2206530,6212,2206530
751,2516,2206530,6212,2206530
751,2516,2207530,6212,2207530
751,2516,2207530,6212,2207530
751,2516,2208180,6212,2208180
751,2516,2208180,6212,2208180
751,2516,2209180,6212,2209180
751,2516,2209990,6212,2209990
751,2516,2210990,6212,2210990
751,2516,2211990,6212,2211990
751,2516,2212210,6212,2212210
751,2516,2213210,6212,2213210
752,2524,2214210,6212,2214210
752,2524,2215210,6212,2215210
752,2524,2216210,6212,2216210
752,2524,2216210,6212,2216210
752,2524,2216680,6212,2216680
752,2524,2217680,6212,2217680
753,2532,2218150,6212,2218150
753,2532,2218960,6212,2218960
753,2532,2219960,6212,2219960
753,2532,2220960,6212,2220960
753,2532,2221550,6212,2221550
753,2532,2222550,6212,2222550
753,2532,2223550,6212,2223550
753,2532,2224550,6212,2224550
754,2540,2225550,6212,2225550
754,2540,2226550,6212,2226550
754,2540,2226550,6212,2226550
754,2540,2227360,6212,2227360
754,2540,2228360,6212,2228360
754,2540,2228360,6212,2228360
754,2540,2229360,6212,2229360
754,2540,2230360,6212,2230360
754,2540,2230830,6212,2230830
754,2540,2231380,6212,2231380
755,2548,2232380,6212,2232380
755,2548,2233380,6212,2233380
755,2548,2234380,6212,2234380
755,2548,2234850,6212,2234850
755,2548,2235850,6212,2235850
755,2548,2236850,6212,2236850
755,2548,2237500,6212,2237500
755,2548,2237970,6212,2237970
755,2548,2237970,6212,2237970
756,2556,2238970,6212,2238970
756,2556,2239970,6212,2239970
756,2556,2240970,6212,2240970
756,2556,2241780,6212,2241780
756,2556,2242100,6212,2242100
756,2556,2242910,6212,2242910
756,2556,2242910,6212,2242910
756,2556,2243230,6212,2243230
756,2556,2244230,6212,2244230
756,2556,2245230,6212,2245230
756,2556,2245550,6212,2245550
756,2556,2245780,6212,2245780
756,2556,2246010,6212,2246010
756,2556,2246820,6212,2246820
756,2556,2247630,6212,2247630
757,2564,2248630,6212,2248630
757,2564,2248950,6212,2248950
757,2564,2249760,6212,2249760
757,2564,2250760,6212,2250760
757,2564,2251220,6212,2251220
757,2564,2252220,6212,2252220
757,2564,2252220,6212,2252220
757,2564,2253220,6212,2253220
757,2564,2254030,6212,2254030
757,2564,2254190,6212,2254190
757,2564,2255190,6212,2255190
758,2572,2255410,6212,2255410
758,2572,2256410,6212,2256410
758,2572,2256410,6212,2256410
758,2572,2257410,6212,2257410
758,2572,2258060,6212,2258060
758,2572,2259060,6212,2259060
758,2572,2259060,6212,2259060
758,2572,2260060,6212,2260060
758,2572,2261060,6212,2261060
758,2572,2262060,6212,2262060
758,2572,2262060,6212,2262060
758,2572,2262710,6212,2262710
759,2580,2263180,6212,2263180
759,2580,2264180,6212,2264180
759,2580,2265180,6212,2265180
759,2580,2265650,6212,2265650
759,2580,2266110,6212,2266110
759,2580,2266580,6212,2266580
759,2580,2267580,6212,2267580
759,2580,2268580,6212,2268580
760,2588,2269580,6212,2269580
760,2588,2270580,6212,2270580
760,2588,2270580,6212,2270580
760,2588,2271580,6212,2271580
760,2588,2271800,6212,2271800
760,2588,2271800,6212,2271800
760,2588,2272120,6212,2272120
760,2588,2273120,6212,2273120
760,2588,2273120,6212,2273120
760,2588,2273670,6212,2273670
760,2588,2274670,6212,2274670
760,2588,2275140,6212,2275140
760,2588,2276140,6212,2276140
760,2588,2277140,6212,2277140
761,2596,2278140,6212,2278140
761,2596,2278610,6212,2278610
761,2596,2279610,6212,2279610
761,2596,2279930,6212,2279930
761,2596,2280930,6212,2280930
761,2596,2280930,6212,2280930
761,2596,2281930,6212,2281930
761,2596,2282090,6212,2282090
761,2596,2282560,6212,2282560
762,2604,2283560,6212,2283560
762,2604,2283560,6212,2283560
762,2604,2283560,6212,2283560
762,2604,2284030,6212,2284030
762,2604,2285030,6212,2285030
762,2604,2285680,6212,2285680
762,2604,2286680,6212,2286680
762,2604,2287150,6212,2287150
762,2604,2287960,6212,2287960
762,2604,2288960,6212,2288960
762,2604,2289770,6212,2289770
763,2612,2290580,6212,2290580
763,2612,2291580,6212,2291580
763,2612,2292580,6212,2292580
763,2612,2293050,6212,2293050
763,2612,2294050,6212,2294050
763,2612,2295050,6212,2295050
763,2612,2295370,6212,2295370
763,2612,2295370,6212,2295370
763,2612,2296020,6212,2296020
763,2612,2296830,6212,2296830
764,2620,2297150,6212,2297150
764,2620,2298150,6212,2298150
764,2620,2299150,6212,2299150
764,2620,2300150,6212,2300150
764,2620,2301150,6212,2301150
764,2620,2301470,6212,2301470
764,2620,2302470,6212,2302470
764,2620,2302470,6212,2302470
764,2620,2303470,6212,2303470
764,2620,2303470,6212,2303470
765,2628,2304470,6212,2304470
765,2628,2305470,6212,2305470
765,2628,2306280,6212,2306280
765,2628,2307280,6212,2307280
765,2628,2308280,6212,2308280
765,2628,2308280,6212,2308280
765,2628,2308600,6212,2308600
765,2628,2309410,6212,2309410
765,2628,2310410,6212,2310410
766,2636,2311410,6212,2311410
766,2636,2312410,6212,2312410
766,2636,2313220,6212,2313220
766,2636,2313220,6212,2313220
766,2636,2314220,6212,2314220
766,2636,2314700,6212,2314700
766,2636,2315700,6212,2315700
766,2636,2316700,6212,2316700
766,2636,2317510,6212,2317510
767,2644,2318320,6212,2318320
767,2644,2319320,6212,2319320
767,2644,2320320,6212,2320320
767,2644,2321320,6212,2321320
767,2644,2322320,6212,2322320
767,2644,2323320,6212,2323320
767,2644,2324130,6212,2324130
767,2644,2324130,6212,2324130
767,2644,2325130,6212,2325130
768,2652,2326130,6212,2326130
768,2652,2326940,6212,2326940
768,2652,2327940,6212,2327940
768,2652,2328410,6212,2328410
768,2652,2328410,6212,2328410
768,2652,2329410,6212,2329410
768,2652,2329880,6212,2329880
768,2652,2330880,6212,2330880
768,2652,2331470,6212,2331470
768,2652,2331470,6212,2331470
768,2652,2332280,6212,2332280
768,2652,2333090,6212,2333090
768,2652,2333090,6212,2333090
769,2660,2334090,6212,2334090
769,2660,2334560,6212,2334560
769,2660,2334670,6212,2334670
769,2660,2335260,6212,2335260
769,2660,2336260,6212,2336260
769,2660,2337260,6212,2337260
769,2660,2337260,6212,2337260
769,2660,2338260,6212,2338260
769,2660,2338910,6212,2338910
769,2660,2339720,6212,2339720
769,2660,2340720,6212,2340720
770,2668,2341720,6212,2341720
770,2668,2342720,6212,2342720
770,2668,2343720,6212,2343720
770,2668,2344720,6212,2344720
770,2668,2345190,6212,2345190
770,2668,2345840,6212,2345840
771,2676,2349840,6212,2349840
771,2676,2349840,6212,2349840
771,2676,2350070,6212,2350070
771,2676,2350540,6212,2350540
771,2676,2351540,6212,2351540
771,2676,2352540,6212,2352540
771,2676,2352700,6212,2352700
771,2676,2353510,6212,2353510
771,2676,2354510,6212,2354510
772,2684,2354980,6212,2354980
772,2684,2355790,6212,2355790
772,2684,2356790,6212,2356790
772,2684,2356790,6212,2356790
772,2684,2357790,6212,2357790
772,2684,2358790,6212,2358790
772,2684,2359250,6212,2359250
772,2684,2360250,6212,2360250
772,2684,2360710,6212,2360710
772,2684,2361710,6212,2361710
772,2684,2361710,6212,2361710
772,2684,2362710,6212,2362710
772,2684,2363520,6212,2363520
772,2684,2363520,6212,2363520
773,2692,2364520,6212,2364520
773,2692,2365520,6212,2365520
773,2692,2366520,6212,2366520
773,2692,2367520,6212,2367520
773,2692,2368520,6212,2368520
773,2692,2368520,6212,2368520
773,2692,2369520,6212,2369520
773,2692,2369520,6212,2369520
773,2692,2369520,6212,2369520
773,2692,2370330,6212,2370330
773,2692,2370800,6212,2370800
774,2700,2371610,6212,2371610
774,2700,2372610,6212,2372610
774,2700,2372840,6212,2372840
774,2700,2373310,6212,2373310
774,2700,2373310,6212,2373310
774,2700,2373780,6212,2373780
774,2700,2374780,6212,2374780
774,2700,2375780,6212,2375780
774,2700,2376590,6212,2376590
774,2700,2377590,6212,2377590
774,2700,2378590,6212,2378590
775,2708,2379590,6212,2379590
775,2708,2380590,6212,2380590
775,2708,2380590,6212,2380590
775,2708,2380910,6212,2380910
775,2708,2381380,6212,2381380
775,2708,2381850,6212,2381850
775,2708,2382850,6212,2382850
775,2708,2382850,6212,2382850
775,2708,2383850,6212,2383850
776,2716,2384320,6212,2384320
776,2716,2384320,6212,2384320
776,2716,2384970,6212,2384970
776,2716,2385970,6212,2385970
776,2716,2386970,6212,2386970
776,2716,2387970,6212,2387970
776,2716,2388970,6212,2388970
776,2716,2389970,6212,2389970
777,2724,2390970,6212,2390970
777,2724,2390970,6212,2390970
777,2724,2391970,6212,2391970
777,2724,2391970,6212,2391970
777,2724,2392780,6212,2392780
777,2724,2393590,6212,2393590
777,2724,2394590,6212,2394590
777,2724,2395590,6212,2395590
777,2724,2396060,6212,2396060
777,2724,2396280,6212,2396280
777,2724,2397280,6212,2397280
777,2724,2398090,6212,2398090
777,2724,2398090,6212,2398090
777,2724,2398320,6212,2398320
778,2732,2399320,6212,2399320
778,2732,2400320,6212,2400320
778,2732,2401320,6212,2401320
778,2732,2402320,6212,2402320
778,2732,2403320,6212,2403320
778,2732,2404320,6212,2404320
778,2732,2405320,6212,2405320
778,2732,2406130,6212,2406130
778,2732,2407130,6212,2407130
779,2740,2407600,6212,2407600
779,2740,2408070,6212,2408070
779,2740,2409070,6212,2409070
779,2740,2409070,6212,2409070
779,2740,2409070,6212,2409070
779,2740,2409720,6212,2409720
779,2740,2410720,6212,2410720
779,2740,2411190,6212,2411190
779,2740,2412190,6212,2412190
779,2740,2413190,6212,2413190
779,2740,2413510,6212,2413510
779,2740,2413740,6212,2413740
779,2740,2414740,6212,2414740
780,2748,2415740,6212,2415740
780,2748,2415740,6212,2415740
780,2748,2416740,6212,2416740
780,2748,2417740,6212,2417740
780,2748,2418550,6212,2418550
780,2748,2419550,6212,2419550
780,2748,2420550,6212,2420550
780,2748,2421550,6212,2421550
781,2756,2422550,6212,2422550
781,2756,2423100,6212,2423100
781,2756,2424100,6212,2424100
781,2756,2425100,6212,2425100
781,2756,2425570,6212,2425570
781,2756,2425570,6212,2425570
781,2756,2426570,6212,2426570
781,2756,2427570,6212,2427570
781,2756,2427570,6212,2427570
781,2756,2427800,6212,2427800
781,2756,2428800,6212,2428800
781,2756,2428800,6212,2428800
781,2756,2428800,6212,2428800
781,2756,2429610,6212,2429610
782,2764,2430610,6212,2430610
782,2764,2431610,6212,2431610
782,2764,2432260,6212,2432260
782,2764,2432580,6212,2432580
782,2764,2432580,6212,2432580
782,2764,2433230,6212,2433230
782,2764,2434040,6212,2434040
782,2764,2434040,6212,2434040
782,2764,2435040,6212,2435040
782,2764,2435040,6212,2435040
782,2764,2435200,6212,2435200
782,2764,2436200,6212,2436200
782,2764,2436200,6212,2436200
782,2764,2436570,6212,2436570
782,2764,2436570,6212,2436570
782,2764,2437380,6212,2437380
782,2764,2437380,6212,2437380
782,2764,2437540,6212,2437540
783,2772,2438540,6212,2438540
783,2772,2439010,6212,2439010
783,2772,2439490,6212,2439490
783,2772,2440490,6212,2440490
783,2772,2440810,6212,2440810
783,2772,2441810,6212,2441810
783,2772,2442130,6212,2442130
783,2772,2442940,6212,2442940
783,2772,2443940,6212,2443940
783,2772,2444940,6212,2444940
784,2780,2445940,6212,2445940
784,2780,2446750,6212,2446750
784,2780,2447750,6212,2447750
784,2780,2448750,6212,2448750
784,2780,2449560,6212,2449560
784,2780,2450370,6212,2450370
784,2780,2451180,6212,2451180
784,2780,2452180,6212,2452180
784,2780,2452770,6212,2452770
785,2788,2453770,6212,2453770
785,2788,2454770,6212,2454770
785,2788,2455000,6212,2455000
785,2788,2456000,6212,2456000
785,2788,2456000,6212,2456000
785,2788,2456000,6212,2456000
785,2788,2456810,6212,2456810
785,2788,2457810,6212,2457810
785,2788,2458460,6212,2458460
785,2788,2458930,6212,2458930
785,2788,2459300,6212,2459300
785,2788,2460110,6212,2460110
785,2788,2460430,6212,2460430
786,2796,2461430,6212,2461430
786,2796,2462240,6212,2462240
786,2796,2463240,6212,2463240
786,2796,2464050,6212,2464050
786,2796,2465050,6212,2465050
786,2796,2465860,6212,2465860
786,2796,2466180,6212,2466180
786,2796,2467180,6212,2467180
786,2796,2467500,6212,2467500
787,2804,2468500,6212,2468500
787,2804,2468500,6212,2468500
787,2804,2468500,6212,2468500
787,2804,2468820,6212,2468820
787,2804,2469630,6212,2469630
787,2804,2469950,6212,2469950
787,2804,2470950,6212,2470950
787,2804,2471950,6212,2471950
787,2804,2472420,6212,2472420
787,2804,2472420,6212,2472420
787,2804,2473420,6212,2473420
788,2812,2473890,6212,2473890
788,2812,2474890,6212,2474890
788,2812,2475890,6212,2475890
788,2812,2476360,6212,2476360
788,2812,2477360,6212,2477360
788,2812,2477830,6212,2477830
788,2812,2478830,6212,2478830
788,2812,2479480,6212,2479480
788,2812,2479950,6212,2479950
788,2812,2480270,6212,2480270
788,2812,2481270,6212,2481270
789,2820,2482270,6212,2482270
789,2820,2482430,6212,2482430
789,2820,2483430,6212,2483430
789,2820,2484430,6212,2484430
789,2820,2485430,6212,2485430
789,2820,2486240,6212,2486240
789,2820,2486790,6212,2486790
789,2820,2487790,6212,2487790
789,2820,2488790,6212,2488790
789,2820,2488790,6212,2488790
790,2828,2489790,6212,2489790
790,2828,2490790,6212,2490790
790,2828,2491260,6212,2491260
790,2828,2492070,6212,2492070
790,2828,2492540,6212,2492540
790,2828,2493350,6212,2493350
790,2828,2493350,6212,2493350
790,2828,2494350,6212,2494350
790,2828,2495000,6212,2495000
790,2828,2495810,6212,2495810
791,2836,2496810,6212,2496810
791,2836,2497620,6212,2497620
791,2836,2498620,6212,2498620
791,2836,2498940,6212,2498940
791,2836,2499940,6212,2499940
791,2836,2499940,6212,2499940
791,2836,2500940,6212,2500940
791,2836,2501940,6212,2501940
791,2836,2502750,6212,2502750
791,2836,2503070,6212,2503070
791,2836,2504070,6212,2504070
792,2844,2504880,6212,2504880
792,2844,2505350,6212,2505350
792,2844,2505820,6212,2505820
792,2844,2506290,6212,2506290
792,2844,2506290,6212,2506290
792,2844,2507290,6212,2507290
792,2844,2507760,6212,2507760
792,2844,2508760,6212,2508760
792,2844,2509230,6212,2509230
792,2844,2510230,6212,2510230
793,2852,2510700,6212,2510700
793,2852,2510700,6212,2510700
793,2852,2511250,6212,2511250
793,2852,2512250,6212,2512250
793,2852,2513250,6212,2513250
793,2852,2514250,6212,2514250
793,2852,2515250,6212,2515250
793,2852,2515570,6212,2515570
793,2852,2516570,6212,2516570
793,2852,2516570,6212,2516570
793,2852,2517030,6212,2517030
794,2860,2517680,6212,2517680
794,2860,2518680,6212,2518680
794,2860,2519490,6212,2519490
794,2860,2520300,6212,2520300
794,2860,2520300,6212,2520300
794,2860,2521300,6212,2521300
794,2860,2522110,6212,2522110
794,2860,2523110,6212,2523110
794,2860,2524110,6212,2524110
794,2860,2524920,6212,2524920
795,2868,2525510,6212,2525510
795,2868,2526510,6212,2526510
795,2868,2527510,6212,2527510
795,2868,2528320,6212,2528320
795,2868,2529320,6212,2529320
795,2868,2530320,6212,2530320
795,2868,2531320,6212,2531320
795,2868,2532130,6212,2532130
796,2876,2533130,6212,2533130
796,2876,2533590,6212,2533590
796,2876,2534590,6212,2534590
796,2876,2535400,6212,2535400
796,2876,2536210,6212,2536210
796,2876,2537210,6212,2537210
796,2876,2537210,6212,2537210
796,2876,2537210,6212,2537210
796,2876,2538210,6212,2538210
797,2884,2539210,6212,2539210
797,2884,2540210,6212,2540210
797,2884,2540680,6212,2540680
797,2884,2541680,6212,2541680
797,2884,2542680,6212,2542680
797,2884,2542790,6212,2542790
797,2884,2543790,6212,2543790
797,2884,2544790,6212,2544790
797,2884,2545790,6212,2545790
798,2892,2546790,6212,2546790
798,2892,2547790,6212,2547790
798,2892,2548260,6212,2548260
798,2892,2549260,6212,2549260
798,2892,2550070,6212,2550070
798,2892,2550440,6212,2550440
798,2892,2550910,6212,2550910
798,2892,2551370,6212,2551370
798,2892,2551690,6212,2551690
798,2892,2551690,6212,2551690
798,2892,2551690,6212,2551690
798,2892,2551850,6212,2551850
798,2892,2551850,6212,2551850
799,2900,2552850,6212,2552850
799,2900,2553660,6212,2553660
799,2900,2554660,6212,2554660
799,2900,2555660,6212,2555660
799,2900,2555660,6212,2555660
799,2900,2556660,6212,2556660
799,2900,2557130,6212,2557130
800,2908,2558130,6212,2558130
800,2908,2558600,6212,2558600
800,2908,2558600,6212,2558600
800,2908,2558600,6212,2558600
800,2908,2559600,6212,2559600
800,2908,2560070,6212,2560070
800,2908,2560070,6212,2560070
800,2908,2560300,6212,2560300
800,2908,2561300,6212,2561300
800,2908,2561300,6212,2561300
800,2908,2562110,6212,2562110
800,2908,2563110,6212,2563110
800,2908,2563430,6212,2563430
800,2908,2563900,6212,2563900
800,2908,2564900,6212,2564900
800,2908,2564900,6212,2564900
801,2916,2565900,6212,2565900
801,2916,2566450,6212,2566450
801,2916,2566450,6212,2566450
801,2916,2566450,6212,2566450
801,2916,2566920,6212,2566920
801,2916,2567920,6212,2567920
801,2916,2567920,6212,2567920
801,2916,2568920,6212,2568920
801,2916,2569730,6212,2569730
801,2916,2570540,6212,2570540
801,2916,2570540,6212,2570540
801,2916,2571540,6212,2571540
801,2916,2572540,6212,2572540
801,2916,2573010,6212,2573010
802,2924,2574010,6212,2574010
802,2924,2575010,6212,2575010
802,2924,2575480,6212,2575480
802,2924,2575480,6212,2575480
802,2924,2575800,6212,2575800
802,2924,2575800,6212,2575800
802,2924,2575800,6212,2575800
802,2924,2576610,6212,2576610
802,2924,2577090,6212,2577090
802,2924,2577320,6212,2577320
802,2924,2578320,6212,2578320
802,2924,2578320,6212,2578320
802,2924,2579320,6212,2579320
802,2924,2580320,6212,2580320
802,2924,2580480,6212,2580480
803,2932,2581480,6212,2581480
803,2932,2581480,6212,2581480
803,2932,2581940,6212,2581940
803,2932,2582590,6212,2582590
803,2932,2583590,6212,2583590
803,2932,2584050,6212,2584050
803,2932,2584860,6212,2584860
803,2932,2585670,6212,2585670
803,2932,2585670,6212,2585670
804,2940,2586670,6212,2586670
804,2940,2587670,6212,2587670
804,2940,2588670,6212,2588670
804,2940,2589670,6212,2589670
804,2940,2590670,6212,2590670
804,2940,2591670,6212,2591670
804,2940,2592140,6212,2592140
804,2940,2592950,6212,2592950
804,2940,2593950,6212,2593950
804,2940,2594950,6212,2594950
805,2948,2595950,6212,2595950
805,2948,2595950,6212,2595950
805,2948,2596270,6212,2596270
805,2948,2596430,6212,2596430
805,2948,2597430,6212,2597430
805,2948,2598430,6212,2598430
805,2948,2598430,6212,2598430
805,2948,2599080,6212,2599080
805,2948,2599080,6212,2599080
805,2948,2600080,6212,2600080
805,2948,2600550,6212,2600550
805,2948,2601550,6212,2601550
805,2948,2602550,6212,2602550
806,2956,2603360,6212,2603360
806,2956,2604360,6212,2604360
806,2956,2605010,6212,2605010
807,2964,2613010,6212,2613010
807,2964,2614010,6212,2614010
807,2964,2615010,6212,2615010
807,2964,2615010,6212,2615010
807,2964,2616010,6212,2616010
807,2964,2616010,6212,2616010
807,2964,2617010,6212,2617010
807,2964,2617330,6212,2617330
807,2964,2618330,6212,2618330
807,2964,2618330,6212,2618330
808,2972,2619330,6212,2619330
808,2972,2619330,6212,2619330
808,2972,2620330,6212,2620330
808,2972,2621330,6212,2621330
808,2972,2622330,6212,2622330
808,2972,2622330,6212,2622330
808,2972,2622330,6212,2622330
808,2972,2622330,6212,2622330
808,2972,2623330,6212,2623330
808,2972,2623330,6212,2623330
808,2972,2623330,6212,2623330
808,2972,2624140,6212,2624140
809,2980,2625140,6212,2625140
809,2980,2625460,6212,2625460
809,2980,2626270,6212,2626270
809,2980,2626590,6212,2626590
809,2980,2627400,6212,2627400
809,2980,2628400,6212,2628400
809,2980,2629400,6212,2629400
809,2980,2629870,6212,2629870
809,2980,2630870,6212,2630870
809,2980,2631340,6212,2631340
809,2980,2631340,6212,2631340
809,2980,2631450,6212,2631450
810,2988,2632450,6212,2632450
810,2988,2633260,6212,2633260
810,2988,2634070,6212,2634070
811,2996,2634660,6212,2634660
811,2996,2635660,6212,2635660
811,2996,2635660,6212,2635660
811,2996,2636660,6212,2636660
811,2996,2637470,6212,2637470
811,2996,2637470,6212,2637470
811,2996,2638470,6212,2638470
812,3004,2646470,6212,2646470
812,3004,2647470,6212,2647470
812,3004,2648280,6212,2648280
812,3004,2649280,6212,2649280
812,3004,2649280,6212,2649280
812,3004,2649280,6212,2649280
812,3004,2649930,6212,2649930
812,3004,2650090,6212,2650090
812,3004,2650560,6212,2650560
812,3004,2651560,6212,2651560
812,3004,2652210,6212,2652210
812,3004,2653210,6212,2653210
812,3004,2653210,6212,2653210
812,3004,2654210,6212,2654210
812,3004,2654680,6212,2654680
812,3004,2655000,6212,2655000
812,3004,2656000,6212,2656000
813,3012,2657000,6212,2657000
813,3012,2658000,6212,2658000
813,3012,2659000,6212,2659000
813,3012,2659320,6212,2659320
813,3012,2660320,6212,2660320
813,3012,2660970,6212,2660970
813,3012,2661780,6212,2661780
813,3012,2662780,6212,2662780
813,3012,2663240,6212,2663240
813,3012,2663240,6212,2663240
813,3012,2664240,6212,2664240
813,3012,2664290,6212,2664290
814,3020,2665290,6212,2665290
814,3020,2666290,6212,2666290
814,3020,2666760,6212,2666760
814,3020,2667760,6212,2667760
814,3020,2668760,6212,2668760
814,3020,2669760,6212,2669760
814,3020,2670080,6212,2670080
814,3020,2671080,6212,2671080
814,3020,2672080,6212,2672080
814,3020,2672550,6212,2672550
815,3028,2673020,6212,2673020
815,3028,2674020,6212,2674020
815,3028,2675020,6212,2675020
815,3028,2675830,6212,2675830
815,3028,2676830,6212,2676830
815,3028,2677300,6212,2677300
815,3028,2678300,6212,2678300
815,3028,2678530,6212,2678530
815,3028,2679530,6212,2679530
815,3028,2680530,6212,2680530
816,3036,2681530,6212,2681530
816,3036,2681850,6212,2681850
816,3036,2681850,6212,2681850
816,3036,2682850,6212,2682850
816,3036,2683850,6212,2683850
816,3036,2684850,6212,2684850
816,3036,2685850,6212,2685850
816,3036,2686850,6212,2686850
816,3036,2687850,6212,2687850
817,3044,2688850,6212,2688850
817,3044,2689660,6212,2689660
817,3044,2690660,6212,2690660
817,3044,2691660,6212,2691660
817,3044,2692310,6212,2692310
817,3044,2693310,6212,2693310
817,3044,2693780,6212,2693780
817,3044,2694250,6212,2694250
817,3044,2694570,6212,2694570
817,3044,2695570,6212,2695570
817,3044,2696380,6212,2696380
818,3052,2697380,6212,2697380
818,3052,2698380,6212,2698380
818,3052,2699190,6212,2699190
818,3052,2700190,6212,2700190
818,3052,2700660,6212,2700660
818,3052,2700980,6212,2700980
818,3052,2701980,6212,2701980
818,3052,2701980,6212,2701980
818,3052,2701980,6212,2701980
818,3052,2702980,6212,2702980
818,3052,2703450,6212,2703450
819,3060,2704450,6212,2704450
819,3060,2705450,6212,2705450
819,3060,2706450,6212,2706450
819,3060,2706920,6212,2706920
819,3060,2707920,6212,2707920
819,3060,2708920,6212,2708920
819,3060,2709920,6212,2709920
819,3060,2710920,6212,2710920
819,3060,2711920,6212,2711920
820,3068,2712920,6212,2712920
820,3068,2713730,6212,2713730
820,3068,2714190,6212,2714190
820,3068,2714840,6212,2714840
820,3068,2715840,6212,2715840
820,3068,2716840,6212,2716840
820,3068,2716840,6212,2716840
820,3068,2717000,6212,2717000
820,3068,2717320,6212,2717320
820,3068,2717320,6212,2717320
820,3068,2718320,6212,2718320
820,3068,2719320,6212,2719320
820,3068,2719690,6212,2719690
821,3076,2720690,6212,2720690
821,3076,2721500,6212,2721500
821,3076,2721970,6212,2721970
821,3076,2722970,6212,2722970
821,3076,2723620,6212,2723620
821,3076,2724430,6212,2724430
821,3076,2724900,6212,2724900
821,3076,2725900,6212,2725900
821,3076,2726130,6212,2726130
821,3076,2726940,6212,2726940
822,3084,2727410,6212,2727410
822,3084,2728220,6212,2728220
822,3084,2729030,6212,2729030
822,3084,2729840,6212,2729840
822,3084,2730840,6212,2730840
822,3084,2730840,6212,2730840
822,3084,2731490,6212,2731490
822,3084,2732490,6212,2732490
822,3084,2733490,6212,2733490
823,3092,2734300,6212,2734300
823,3092,2735300,6212,2735300
823,3092,2736300,6212,2736300
823,3092,2737300,6212,2737300
823,3092,2738300,6212,2738300
