ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
842697.22,18.57,4.97,258007.41,5.69
842639.53,18.57,4.98,259191.8,5.71
842797.45,18.58,4.98,259223.85,5.71
842661.48,18.58,4.98,259223.53,5.72
842525.5,18.58,4.98,259223.53,5.72
842578.2,18.59,4.99,259237.79,5.72
842442.22,18.59,4.99,259223.53,5.72
842186.46,18.58,4.98,258921.18,5.71
842571.12,18.59,4.99,258921.18,5.71
842435.15,18.59,5.0,259132.41,5.72
842299.17,18.59,5.0,259275.0,5.72
842163.19,18.6,5.0,259468.99,5.73
842027.21,18.6,5.0,259469.15,5.73
841536.58,18.59,4.99,259137.55,5.72
841832.6,18.6,5.0,259137.08,5.72
841696.62,18.6,5.0,259267.47,5.73
841560.64,18.6,5.0,259316.59,5.73
841613.34,18.6,5.01,259153.19,5.73
841477.37,18.6,5.01,259266.88,5.73
841429.34,18.61,5.01,260139.94,5.75
841420.57,18.61,5.01,259972.56,5.75
841032.09,18.6,5.01,259585.97,5.74
840896.12,18.61,5.01,259586.13,5.74
840760.14,18.61,5.01,259585.66,5.74
841056.16,18.61,5.02,259639.46,5.75
840920.18,18.62,5.02,259654.38,5.75
840972.88,18.62,5.02,259604.24,5.75
841025.58,18.62,5.03,259585.66,5.75
840889.61,18.63,5.03,259585.66,5.75
840889.61,18.63,5.03,259566.22,5.75
840753.63,18.63,5.03,260391.49,5.77
840806.33,18.63,5.03,260391.49,5.77
840670.35,18.63,5.04,260391.49,5.77
840670.35,18.63,5.04,260413.19,5.77
840534.38,18.63,5.04,260413.46,5.77
840398.4,18.64,5.04,260413.19,5.77
840262.42,18.64,5.04,260413.19,5.78
839890.42,18.63,5.03,260014.38,5.77
839754.45,18.63,5.03,260169.33,5.77
839807.15,18.64,5.04,260014.38,5.77
839997.6,18.64,5.04,260707.55,5.79
840293.62,18.65,5.05,260707.24,5.79
839997.19,18.65,5.05,260365.46,5.78
839861.21,18.65,5.05,260365.46,5.78
839725.24,18.65,5.05,260422.49,5.78
839589.26,18.65,5.05,260406.74,5.78
839589.26,18.65,5.05,260460.09,5.79
839217.26,18.64,5.04,260418.81,5.79
839217.26,18.64,5.04,260380.77,5.78
839081.28,18.64,5.05,261288.14,5.81
839111.93,18.65,5.05,261074.92,5.8
839097.93,18.65,5.05,260645.87,5.79
838863.35,18.65,5.05,260630.77,5.79
838727.37,18.65,5.05,260630.93,5.8
838591.4,18.65,5.06,260630.46,5.8
838887.42,18.66,5.06,260630.46,5.8
838751.44,18.66,5.06,260643.31,5.8
838527.98,18.66,5.06,260636.33,5.8
838392.0,18.66,5.06,260862.19,5.81
838256.03,18.66,5.06,260878.0,5.81
838256.03,18.66,5.06,260920.18,5.81
838595.7,18.67,5.07,260813.57,5.81
838604.75,18.67,5.08,261525.71,5.82
838604.75,18.67,5.08,261525.71,5.82
838468.77,18.68,5.08,261525.87,5.83
838099.56,18.67,5.07,261132.8,5.82
838553.13,18.68,5.08,261132.33,5.82
838255.12,18.68,5.08,261161.49,5.82
838255.12,18.68,5.08,261161.49,5.82
838119.14,18.68,5.08,261135.76,5.82
838423.31,18.69,5.09,261132.33,5.82
838053.16,18.68,5.08,261309.12,5.82
837917.19,18.68,5.08,261256.96,5.82
838221.36,18.69,5.09,261889.64,5.84
838274.06,18.69,5.1,261836.93,5.84
838337.03,18.69,5.1,261498.09,5.83
838203.44,18.7,5.1,262214.68,5.85
838067.47,18.7,5.1,262214.84,5.85
837931.49,18.7,5.1,262214.37,5.85
837795.51,18.7,5.1,262214.37,5.85
837659.54,18.7,5.1,262263.96,5.85
837662.18,18.7,5.1,262277.5,5.86
837662.18,18.7,5.1,262227.91,5.85
837958.2,18.71,5.11,262242.99,5.86
837990.65,18.71,5.11,264085.84,5.9
838032.53,18.71,5.12,263417.96,5.88
838476.85,18.73,5.13,263400.86,5.88
838340.88,18.73,5.13,263400.55,5.88
837858.87,18.72,5.12,263122.1,5.88
838154.89,18.73,5.13,263122.1,5.88
838207.59,18.74,5.14,263162.24,5.88
838071.61,18.74,5.14,263156.2,5.88
837935.64,18.74,5.14,263129.06,5.88
838126.09,18.74,5.15,263973.49,5.9
838000.93,18.75,5.15,263762.15,5.9
838595.29,18.76,5.16,264963.12,5.93
838459.31,18.76,5.16,264963.27,5.93
838323.33,18.76,5.16,264962.8,5.93
838187.36,18.76,5.16,265008.58,5.93
837911.63,18.76,5.16,264706.23,5.93
837625.05,18.75,5.16,264401.74,5.92
837006.79,18.74,5.15,263630.72,5.9
836870.81,18.74,5.15,263585.53,5.9
836734.83,18.75,5.15,263599.1,5.91
836598.86,18.75,5.15,263874.71,5.91
836651.56,18.75,5.15,263841.93,5.91
836695.21,18.75,5.15,263695.88,5.91
837011.73,18.76,5.16,264287.29,5.92
836875.75,18.76,5.16,264286.98,5.93
836739.77,18.76,5.17,264286.98,5.93
836454.95,18.76,5.16,263984.63,5.92
836318.97,18.76,5.16,263984.63,5.92
836614.99,18.77,5.17,263985.09,5.92
836667.69,18.77,5.18,263984.63,5.92
836444.23,18.77,5.17,264309.18,5.93
836444.23,18.77,5.17,264395.35,5.93
836444.23,18.77,5.17,264395.35,5.93
836476.68,18.77,5.17,264176.45,5.93
836484.15,18.77,5.18,264372.6,5.93
836834.09,18.79,5.19,265209.21,5.95
836229.08,18.78,5.18,264574.63,5.94
836229.08,18.78,5.18,264574.63,5.94
836281.78,18.78,5.18,264574.69,5.94
836281.78,18.78,5.18,264574.69,5.94
836577.8,18.79,5.19,264574.32,5.94
836577.8,18.79,5.19,264574.32,5.94
836441.83,18.79,5.19,264574.32,5.94
836305.85,18.79,5.19,264762.27,5.95
836305.85,18.79,5.19,264762.27,5.95
836358.55,18.8,5.2,264627.74,5.95
835986.55,18.79,5.19,264599.4,5.95
835850.58,18.79,5.19,264665.43,5.95
836105.43,18.8,5.2,265522.95,5.97
835848.25,18.79,5.2,265074.88,5.96
835848.25,18.79,5.2,265074.88,5.96
835668.62,18.8,5.2,265103.04,5.96
835532.64,18.8,5.2,265102.72,5.96
835396.67,18.8,5.2,265102.72,5.97
835260.69,18.8,5.2,265106.41,5.97
835541.8,18.81,5.21,265102.72,5.97
835541.8,18.81,5.21,265102.72,5.97
835405.82,18.81,5.21,265102.72,5.97
835269.84,18.81,5.21,265399.06,5.98
835272.49,18.81,5.21,265400.34,5.98
835294.12,18.81,5.21,265994.32,5.99
835641.54,18.82,5.22,266311.28,6.0
835505.57,18.82,5.22,266310.97,6.0
835347.47,18.82,5.22,266003.69,5.99
835211.49,18.82,5.23,266003.69,6.0
835672.72,18.83,5.24,266043.61,6.0
835373.96,18.83,5.23,266011.12,6.0
835237.98,18.83,5.23,266003.69,6.0
835482.02,18.84,5.24,266320.44,6.01
835346.04,18.84,5.24,266251.93,6.01
835210.07,18.84,5.24,266068.29,6.0
835074.09,18.84,5.24,266700.45,6.02
834938.11,18.84,5.25,266700.14,6.02
834802.13,18.85,5.25,266700.14,6.02
834503.68,18.84,5.24,266342.95,6.01
834503.68,18.84,5.24,266342.95,6.01
834747.72,18.85,5.25,266355.62,6.01
834751.52,18.85,5.25,266408.17,6.02
834751.52,18.85,5.25,266408.17,6.02
834751.52,18.85,5.25,266408.17,6.02
835047.54,18.86,5.26,266395.55,6.02
834911.56,18.86,5.26,266395.5,6.02
834964.27,18.86,5.26,266395.5,6.02
834985.9,18.86,5.27,268203.3,6.06
835578.4,18.88,5.28,268306.13,6.06
835442.43,18.88,5.28,268306.29,6.06
835306.45,18.88,5.28,268305.82,6.06
835170.47,18.88,5.28,268306.28,6.07
835093.69,18.88,5.29,268205.65,6.06
835146.39,18.89,5.29,268205.24,6.07
835010.41,18.89,5.29,268232.95,6.07
834874.44,18.89,5.29,268286.97,6.07
834782.11,18.89,5.3,268671.17,6.08
834602.48,18.89,5.3,268393.87,6.08
834466.5,18.89,5.3,268393.87,6.08
834747.61,18.9,5.31,268393.87,6.08
834800.32,18.91,5.31,268393.87,6.08
834800.32,18.91,5.31,268393.87,6.08
834664.34,18.91,5.31,268393.87,6.08
834664.34,18.91,5.31,268393.87,6.08
834528.36,18.91,5.31,268393.87,6.08
834392.38,18.91,5.31,268708.13,6.09
834582.84,18.92,5.32,268880.6,6.1
834582.84,18.92,5.32,268393.87,6.08
834446.86,18.92,5.32,269341.52,6.11
834310.88,18.92,5.32,269341.21,6.11
834368.69,18.92,5.32,269383.56,6.11
834421.39,18.93,5.33,269383.56,6.11
834421.39,18.93,5.33,269383.56,6.11
834285.41,18.93,5.33,269383.56,6.11
834670.07,18.94,5.34,269389.06,6.11
834534.09,18.94,5.34,269404.96,6.11
834398.12,18.94,5.34,269404.3,6.12
833310.3,18.95,5.35,269403.99,6.13
833174.32,18.95,5.35,269890.09,6.14
832683.68,18.94,5.35,269509.47,6.13
832547.7,18.94,5.35,269599.59,6.13
832547.7,18.94,5.35,269586.11,6.13
832411.73,18.95,5.35,269585.8,6.14
832275.75,18.95,5.35,269585.8,6.14
832139.77,18.95,5.35,269610.74,6.14
832003.79,18.95,5.35,269591.75,6.14
832005.12,18.95,5.35,269608.89,6.14
832057.82,18.95,5.36,269602.94,6.14
831921.84,18.96,5.36,269844.24,6.15
831785.86,18.96,5.36,269846.87,6.15
831649.89,18.96,5.36,269772.87,6.15
831326.07,18.95,5.35,269440.75,6.14
831622.09,18.96,5.36,269440.44,6.14
831486.12,18.96,5.36,269440.44,6.14
831166.12,18.96,5.36,269120.44,6.14
831356.57,18.96,5.37,269161.02,6.14
831060.14,18.96,5.36,269128.2,6.14
830924.16,18.96,5.36,269120.44,6.14
830788.18,18.96,5.36,270119.1,6.16
830515.07,18.96,5.36,269292.72,6.15
830898.4,18.97,5.37,270664.28,6.18
831638.25,18.99,5.39,270840.44,6.18
831882.29,19.0,5.4,270840.13,6.18
831934.99,19.0,5.4,270840.13,6.19
831934.99,19.0,5.4,270840.13,6.19
831799.01,19.0,5.4,270845.53,6.19
831663.04,19.0,5.4,270846.25,6.19
831527.06,19.0,5.41,270840.37,6.19
831579.76,19.01,5.41,270840.19,6.19
831443.78,19.01,5.41,271578.28,6.21
831307.8,19.01,5.41,271538.97,6.21
831171.83,19.01,5.41,271538.66,6.21
831362.28,19.02,5.42,271538.66,6.21
831226.3,19.02,5.42,271668.22,6.22
831090.32,19.02,5.42,271667.29,6.22
830954.35,19.02,5.43,271548.84,6.22
831250.37,19.03,5.43,272207.38,6.23
831114.39,19.03,5.44,271949.04,6.23
830978.41,19.03,5.44,272193.5,6.23
830842.44,19.04,5.44,272193.19,6.24
830842.44,19.04,5.44,272193.19,6.24
830706.46,19.04,5.44,272193.19,6.24
830759.16,19.04,5.44,272198.02,6.24
830623.18,19.04,5.45,272195.72,6.24
830675.88,19.05,5.45,272197.9,6.24
830728.59,19.05,5.45,272193.19,6.24
830728.59,19.05,5.45,272251.93,6.24
830592.61,19.05,5.46,272857.69,6.26
830456.63,19.06,5.46,272783.11,6.26
830647.08,19.06,5.46,272782.8,6.26
830511.11,19.06,5.47,272782.8,6.26
830563.81,19.07,5.47,272782.8,6.26
830215.38,19.06,5.46,272537.95,6.26
829925.37,19.06,5.46,272200.75,6.25
829718.94,19.05,5.46,272260.44,6.25
829582.96,19.05,5.46,272269.16,6.25
829446.98,19.06,5.46,272200.75,6.25
829499.68,19.06,5.46,272687.69,6.27
829374.52,19.06,5.46,272608.91,6.27
829416.41,19.07,5.47,272817.89,6.27
829416.41,19.07,5.47,272817.89,6.27
829280.43,19.07,5.47,272817.58,6.27
829470.88,19.08,5.48,272817.58,6.27
829473.53,19.08,5.48,272867.21,6.28
829477.49,19.08,5.48,272940.07,6.28
829773.51,19.08,5.49,272957.4,6.28
829411.51,19.08,5.48,272940.07,6.28
829091.51,19.07,5.47,272620.07,6.27
828955.53,19.07,5.48,272620.07,6.27
829008.24,19.08,5.48,272680.68,6.28
828872.26,19.08,5.48,273016.17,6.28
829168.28,19.09,5.49,273258.09,6.29
829032.3,19.09,5.49,273436.83,6.3
829222.75,19.1,5.5,273436.52,6.3
829086.78,19.1,5.5,273436.52,6.3
828950.8,19.1,5.5,273494.17,6.3
828814.82,19.1,5.5,273450.6,6.3
828867.52,19.11,5.51,273446.64,6.3
828920.23,19.11,5.51,273436.54,6.3
828784.25,19.11,5.51,274132.08,6.32
828648.27,19.11,5.51,274116.74,6.32
828341.84,19.11,5.51,274026.86,6.32
828205.86,19.11,5.51,274026.55,6.32
828069.89,19.11,5.51,274026.55,6.32
827933.91,19.11,5.51,274282.24,6.33
827933.91,19.11,5.51,274314.94,6.33
827797.93,19.11,5.51,274059.75,6.33
827661.95,19.11,5.52,274171.27,6.33
827736.29,19.12,5.52,274714.49,6.35
828017.51,19.13,5.53,274714.92,6.35
827881.54,19.13,5.53,274715.08,6.35
827724.18,19.13,5.53,274556.19,6.34
827588.2,19.13,5.53,274555.72,6.35
827202.07,19.12,5.53,274278.93,6.34
827066.09,19.12,5.53,274549.23,6.35
827066.09,19.12,5.53,274495.17,6.35
826930.11,19.13,5.53,274266.94,6.34
826794.14,19.13,5.53,274974.62,6.36
826824.78,19.13,5.53,274730.46,6.36
827181.21,19.15,5.55,275049.45,6.37
827181.21,19.15,5.55,275049.45,6.37
826957.75,19.14,5.54,274774.4,6.36
826661.32,19.14,5.54,274460.88,6.35
825866.32,19.12,5.52,273636.3,6.34
825866.32,19.12,5.52,273636.3,6.34
825870.28,19.12,5.52,273696.49,6.34
826331.51,19.13,5.54,273696.18,6.34
825922.98,19.13,5.53,273698.65,6.34
825787.0,19.13,5.53,273700.4,6.34
825651.03,19.13,5.53,273696.18,6.34
825703.73,19.13,5.54,273696.72,6.34
825894.18,19.14,5.54,273702.06,6.34
826084.63,19.15,5.55,273696.18,6.34
826137.33,19.15,5.56,274873.59,6.37
826386.5,19.16,5.56,275278.9,6.38
826052.46,19.16,5.56,274966.18,6.38
825916.48,19.16,5.56,274965.87,6.38
826212.5,19.17,5.57,274965.87,6.38
826265.21,19.17,5.57,274965.87,6.38
826265.21,19.17,5.57,275007.92,6.38
826124.75,19.17,5.57,275020.38,6.38
825988.77,19.17,5.57,275014.18,6.38
825988.77,19.17,5.57,275175.59,6.39
826041.47,19.18,5.58,275145.34,6.39
826105.34,19.18,5.58,276889.32,6.43
826817.73,19.2,5.6,276986.05,6.43
827121.9,19.21,5.61,276985.74,6.43
826658.81,19.2,5.6,276397.61,6.42
826711.52,19.21,5.61,276399.78,6.42
826764.22,19.21,5.61,276398.28,6.42
826628.24,19.21,5.62,276397.61,6.42
826492.26,19.21,5.62,276397.61,6.43
826356.29,19.22,5.62,276832.41,6.44
826220.31,19.22,5.62,276752.52,6.44
826084.33,19.22,5.62,277056.75,6.45
825948.35,19.22,5.62,277056.44,6.45
825792.32,19.22,5.62,276900.4,6.44
825845.02,19.22,5.62,276900.4,6.44
825709.04,19.22,5.62,276900.4,6.45
825348.89,19.22,5.62,276698.32,6.44
825212.91,19.22,5.62,276711.04,6.44
825076.94,19.22,5.62,276720.09,6.45
824940.96,19.22,5.62,276713.93,6.45
825184.99,19.23,5.63,276698.32,6.45
825049.02,19.23,5.63,277263.88,6.46
825101.72,19.23,5.64,277263.95,6.46
824965.74,19.24,5.64,277263.57,6.47
824764.48,19.23,5.63,277015.13,6.46
824764.48,19.23,5.63,277033.84,6.46
825149.14,19.24,5.65,277033.84,6.46
825201.84,19.25,5.65,277045.38,6.46
825065.86,19.25,5.65,277042.06,6.46
824880.98,19.25,5.65,277033.84,6.46
825246.59,19.26,5.66,277505.17,6.48
824950.83,19.25,5.65,277039.32,6.46
824953.4,19.25,5.65,277092.2,6.47
824953.4,19.25,5.65,277090.59,6.47
824610.71,19.25,5.65,277085.1,6.47
824610.71,19.25,5.65,277052.21,6.47
824474.73,19.25,5.65,277769.49,6.48
824338.75,19.25,5.65,277628.08,6.48
824202.77,19.25,5.65,277627.77,6.48
824498.8,19.26,5.66,277627.77,6.48
824362.82,19.26,5.66,277640.68,6.49
823990.82,19.25,5.66,277635.51,6.49
823854.84,19.25,5.66,277627.8,6.49
823718.87,19.26,5.66,277983.13,6.5
824014.89,19.26,5.67,277990.57,6.5
823966.86,19.27,5.67,277871.0,6.5
823830.88,19.27,5.67,277871.16,6.5
823633.43,19.27,5.67,278167.96,6.51
823497.46,19.27,5.67,278167.49,6.51
823497.46,19.27,5.67,278167.49,6.51
823500.1,19.27,5.67,278203.32,6.51
823364.12,19.27,5.67,278203.32,6.51
823554.57,19.28,5.68,278395.78,6.52
823418.6,19.28,5.68,278517.32,6.52
823304.25,19.28,5.68,278316.5,6.52
823829.24,19.3,5.7,279377.9,6.54
823829.24,19.3,5.7,279377.9,6.54
823829.24,19.3,5.7,279377.9,6.54
823829.24,19.3,5.7,279377.9,6.54
823224.24,19.29,5.69,278743.32,6.53
822835.76,19.28,5.68,278333.29,6.52
822888.46,19.29,5.69,278333.36,6.52
822752.48,19.29,5.69,278332.98,6.52
822616.5,19.29,5.69,278334.43,6.53
822860.54,19.3,5.7,278355.07,6.53
823156.56,19.31,5.71,278344.28,6.53
823156.56,19.31,5.71,278344.38,6.53
822794.56,19.3,5.7,278333.08,6.53
822847.26,19.31,5.71,278847.22,6.54
822711.29,19.31,5.71,278767.86,6.54
823007.31,19.32,5.72,279328.95,6.56
823060.01,19.32,5.72,279329.02,6.56
822924.03,19.32,5.72,279328.64,6.56
822788.05,19.32,5.73,279328.64,6.56
822652.08,19.32,5.73,279399.57,6.56
822280.08,19.32,5.72,279294.46,6.56
822144.1,19.32,5.72,279288.87,6.56
822008.12,19.32,5.72,279223.54,6.56
822115.26,19.33,5.73,279861.81,6.58
821990.1,19.33,5.73,280250.62,6.59
821843.31,19.33,5.73,280037.01,6.59
822147.48,19.34,5.74,280036.7,6.59
822011.5,19.34,5.74,280036.7,6.59
821641.35,19.33,5.74,280058.24,6.59
821440.09,19.33,5.73,279803.72,6.58
821630.54,19.34,5.74,279789.9,6.58
821494.56,19.34,5.74,279783.17,6.59
821358.59,19.34,5.74,280578.89,6.61
821570.67,19.35,5.75,280723.01,6.61
821645.39,19.35,5.75,279940.93,6.59
821472.25,19.35,5.76,280726.67,6.61
820384.43,19.36,5.77,280726.36,6.63
820437.14,19.37,5.77,280726.43,6.63
820627.59,19.38,5.78,280726.05,6.63
820491.61,19.38,5.78,280726.05,6.63
820355.63,19.38,5.78,280802.71,6.63
820408.34,19.38,5.79,280754.61,6.63
820201.91,19.38,5.78,280746.05,6.63
820065.93,19.38,5.78,280726.05,6.63
820118.63,19.39,5.79,281507.77,6.65
819030.81,19.4,5.8,281507.46,6.67
818894.83,19.4,5.8,281372.37,6.67
818947.54,19.4,5.81,281372.43,6.67
818811.56,19.41,5.81,281372.06,6.67
819107.58,19.41,5.82,281372.06,6.67
819160.28,19.42,5.82,281387.76,6.67
819212.98,19.42,5.83,281374.17,6.67
819403.43,19.43,5.83,281372.06,6.67
819267.46,19.43,5.84,281372.06,6.67
819131.48,19.43,5.84,282696.83,6.71
818995.5,19.44,5.84,282696.52,6.71
818807.47,19.43,5.83,282482.03,6.7
818671.5,19.43,5.84,282482.02,6.71
818535.52,19.44,5.84,282505.42,6.71
818173.52,19.43,5.83,282006.32,6.7
818469.54,19.44,5.84,281999.16,6.7
818333.57,19.44,5.84,281982.93,6.7
818197.59,19.44,5.84,282618.81,6.72
817951.16,19.44,5.84,282511.78,6.71
817955.05,19.44,5.84,282565.53,6.71
817862.73,19.44,5.84,282566.5,6.72
817754.19,19.44,5.84,282457.96,6.71
818672.56,19.46,5.86,283351.11,6.73
818536.58,19.46,5.86,283350.8,6.74
818400.61,19.46,5.86,283350.8,6.74
818264.63,19.46,5.87,283362.35,6.74
818560.65,19.47,5.87,283352.34,6.74
818424.67,19.47,5.88,283350.8,6.74
818477.37,19.48,5.88,283350.8,6.74
818341.4,19.48,5.88,283835.15,6.76
818394.1,19.48,5.89,284116.33,6.76
818446.8,19.49,5.89,284116.4,6.77
818310.82,19.49,5.89,284116.02,6.77
818174.84,19.49,5.89,284116.02,6.77
817951.39,19.49,5.89,283856.16,6.76
817951.39,19.49,5.89,283869.64,6.76
817815.41,19.49,5.89,283884.92,6.77
818111.43,19.5,5.9,283903.3,6.77
817975.45,19.5,5.9,283871.22,6.77
817883.13,19.5,5.91,284739.92,6.79
817892.18,19.51,5.91,284683.82,6.79
817892.18,19.51,5.91,284767.02,6.79
817756.2,19.51,5.91,284766.71,6.79
817620.22,19.51,5.91,284766.71,6.8
817620.22,19.51,5.91,284766.71,6.8
817484.24,19.51,5.91,284766.71,6.8
817348.27,19.51,5.92,284766.71,6.8
817212.29,19.51,5.92,284766.71,6.8
817212.29,19.51,5.92,284766.71,6.8
817264.99,19.52,5.92,284781.72,6.8
817129.01,19.52,5.92,284766.71,6.8
816993.04,19.52,5.92,284954.05,6.81
816857.06,19.52,5.93,284953.74,6.81
816721.08,19.53,5.93,284953.74,6.81
816911.53,19.53,5.93,285015.44,6.81
816775.56,19.53,5.94,284989.37,6.82
816639.58,19.54,5.94,285772.59,6.84
816703.45,19.54,5.94,286265.84,6.85
817255.22,19.56,5.96,286303.74,6.85
817255.22,19.56,5.96,286303.74,6.85
817307.92,19.56,5.97,286303.8,6.85
817551.95,19.57,5.98,286303.43,6.85
817415.98,19.57,5.98,286308.83,6.86
817280.0,19.58,5.98,286303.48,6.86
817144.02,19.58,5.98,286303.43,6.86
817425.13,19.59,5.99,286975.29,6.88
817289.16,19.59,5.99,286851.63,6.88
817153.18,19.59,5.99,287173.06,6.88
817017.2,19.59,5.99,287172.75,6.89
817017.2,19.59,5.99,287172.75,6.89
817069.9,19.6,6.0,287172.75,6.89
817122.6,19.6,6.0,287172.75,6.89
816750.61,19.59,6.0,286795.51,6.88
816614.63,19.6,6.0,286811.58,6.88
816478.65,19.6,6.0,286808.65,6.88
816774.67,19.61,6.01,286795.51,6.88
816412.67,19.6,6.0,287404.61,6.9
816465.37,19.61,6.01,287442.04,6.9
816761.4,19.61,6.02,287633.76,6.91
816389.4,19.61,6.01,287494.17,6.9
816253.42,19.61,6.01,287494.32,6.91
816549.44,19.62,6.02,287493.85,6.91
816413.46,19.62,6.02,287550.88,6.91
816041.47,19.61,6.02,287540.61,6.91
816045.43,19.61,6.02,287541.96,6.91
815909.45,19.61,6.02,287495.21,6.91
815909.45,19.61,6.02,287495.21,6.91
816037.32,19.62,6.02,289595.72,6.96
816955.55,19.65,6.05,289379.78,6.96
817008.25,19.65,6.06,289379.85,6.96
816872.27,19.66,6.06,289379.47,6.96
817160.14,19.67,6.07,289384.48,6.96
816786.3,19.66,6.06,289381.14,6.96
816786.3,19.66,6.06,289420.6,6.97
816650.32,19.66,6.06,289418.93,6.97
816650.32,19.66,6.06,289369.09,6.97
816106.41,19.67,6.07,289606.58,6.98
816106.41,19.67,6.07,289659.23,6.98
816410.58,19.68,6.08,289658.91,6.98
816274.6,19.68,6.08,289658.91,6.98
816138.63,19.68,6.08,289671.77,6.98
815768.48,19.67,6.07,289659.0,6.98
815958.93,19.68,6.08,289660.39,6.99
815822.95,19.68,6.08,289882.75,6.99
815686.98,19.68,6.08,289865.42,6.99
815983.0,19.69,6.09,289731.73,6.99
816035.7,19.7,6.1,290689.43,7.02
816035.7,19.7,6.1,290690.27,7.02
816088.4,19.7,6.1,290690.33,7.02
816088.4,19.7,6.1,290678.19,7.02
815716.4,19.7,6.1,290256.59,7.01
815769.1,19.7,6.1,290256.22,7.01
815633.13,19.7,6.1,290256.22,7.01
815685.83,19.71,6.11,290256.22,7.01
815981.85,19.72,6.12,290258.33,7.01
815609.85,19.71,6.11,290256.22,7.01
815473.87,19.71,6.11,290256.22,7.02
815337.89,19.71,6.11,290979.5,7.03
815201.92,19.71,6.12,290842.78,7.03
815497.94,19.72,6.13,290842.47,7.03
815505.91,19.72,6.13,291005.19,7.04
815242.16,19.72,6.12,290702.83,7.03
814870.16,19.71,6.11,290702.83,7.03
815166.18,19.72,6.12,290775.25,7.03
815218.88,19.73,6.13,290729.72,7.03
814856.89,19.72,6.12,290702.83,7.04
814909.59,19.72,6.13,290702.83,7.04
815190.7,19.73,6.14,290971.69,7.04
815054.72,19.74,6.14,290892.78,7.04
814918.74,19.74,6.14,290776.02,7.04
814782.76,19.74,6.14,291633.01,7.07
814646.79,19.74,6.14,291633.01,7.07
814699.49,19.75,6.15,291633.01,7.07
814724.38,19.75,6.15,291694.09,7.07
814615.7,19.74,6.15,291586.8,7.07
814911.72,19.75,6.16,291586.8,7.07
814775.75,19.75,6.16,291586.8,7.07
814639.77,19.76,6.16,291586.8,7.07
814830.22,19.76,6.17,291894.17,7.08
814694.24,19.77,6.17,291986.36,7.08
814729.8,19.77,6.17,292016.19,7.08
814729.8,19.77,6.17,292016.19,7.08
814623.76,19.76,6.17,291910.57,7.08
814676.46,19.77,6.17,292626.87,7.1
814480.03,19.77,6.17,292217.29,7.09
814344.06,19.77,6.17,292216.98,7.09
814344.06,19.77,6.17,292216.98,7.09
813972.06,19.76,6.16,292073.21,7.09
814268.08,19.77,6.17,292073.21,7.09
814132.1,19.77,6.17,292113.72,7.09
813996.12,19.77,6.18,292073.36,7.09
813860.15,19.77,6.18,292073.21,7.1
813724.17,19.78,6.18,292450.9,7.11
813588.19,19.78,6.18,292358.18,7.11
813640.89,19.78,6.18,292589.06,7.11
813504.92,19.78,6.19,292588.75,7.12
813368.94,19.79,6.19,292588.75,7.12
813210.26,19.78,6.18,292430.28,7.11
812838.26,19.78,6.18,292162.69,7.11
812702.28,19.78,6.18,292261.92,7.11
812702.28,19.78,6.18,292303.68,7.11
812566.31,19.78,6.18,292279.46,7.11
812756.76,19.79,6.19,292204.45,7.11
812809.46,19.79,6.19,292299.3,7.12
812717.13,19.79,6.2,292954.18,7.14
812537.51,19.79,6.2,292695.22,7.13
812401.53,19.8,6.2,292695.38,7.13
812265.55,19.8,6.2,292694.91,7.13
812129.57,19.8,6.2,292694.91,7.14
812182.28,19.8,6.21,292715.86,7.14
812478.3,19.81,6.22,292704.05,7.14
812668.75,19.82,6.22,292694.91,7.14
812949.86,19.83,6.23,293865.68,7.17
812743.43,19.83,6.23,293683.8,7.16
812607.45,19.83,6.23,293862.58,7.17
812471.47,19.83,6.23,293862.73,7.17
811383.66,19.84,6.24,293862.42,7.19
811436.36,19.85,6.25,293861.95,7.19
811300.38,19.85,6.25,293862.27,7.19
811164.4,19.85,6.25,293861.95,7.19
811168.37,19.85,6.25,293863.63,7.19
811032.39,19.85,6.25,294220.19,7.2
810896.41,19.85,6.26,294180.9,7.2
810804.09,19.86,6.26,293975.45,7.2
810432.09,19.85,6.25,293495.54,7.19
810252.46,19.85,6.25,293572.4,7.19
809956.03,19.84,6.25,293411.61,7.19
809820.05,19.85,6.25,293411.31,7.19
809684.07,19.85,6.25,293411.3,7.19
809980.1,19.86,6.26,293455.91,7.19
809844.12,19.86,6.26,293426.75,7.2
809708.14,19.86,6.26,293411.3,7.2
809760.84,19.87,6.27,293411.3,7.2
809624.86,19.87,6.27,294050.63,7.22
809488.89,19.87,6.27,293996.81,7.22
