ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7fa7-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
657428.8,43.51,29.91,521390.27,34.51
657292.83,43.53,29.93,521389.96,34.53
657156.85,43.55,29.95,521389.95,34.55
657209.55,43.58,29.98,521389.95,34.57
657505.57,43.61,30.01,521464.46,34.59
656417.75,43.77,30.17,521464.14,34.77
656281.78,43.79,30.19,521437.43,34.79
656281.78,43.79,30.19,521401.21,34.79
656167.43,43.81,30.22,522549.91,34.89
656651.47,43.86,30.26,523104.95,34.94
656515.49,43.88,30.28,523104.64,34.96
656236.49,43.88,30.29,522371.34,34.93
655557.19,43.87,30.27,521829.33,34.92
655421.21,43.89,30.29,521829.33,34.94
655285.23,43.91,30.31,521967.18,34.98
655149.26,43.93,30.33,521925.24,35.0
655149.26,43.93,30.33,521925.24,35.0
655045.73,43.95,30.35,521973.81,35.02
655969.24,44.04,30.45,523522.41,35.15
655833.26,44.06,30.47,523522.1,35.17
655697.29,44.08,30.49,523522.1,35.2
655697.29,44.08,30.49,523522.1,35.2
655219.47,44.08,30.48,522762.73,35.17
654713.39,44.07,30.47,522209.02,35.15
654577.42,44.09,30.49,522463.38,35.19
654441.44,44.11,30.51,522214.24,35.2
654769.91,44.14,30.55,522421.39,35.22
654801.33,44.18,30.58,522626.34,35.26
655957.53,44.27,30.67,524269.02,35.38
655821.55,44.29,30.69,524268.71,35.4
655615.12,44.28,30.68,524120.14,35.4
655479.14,44.3,30.7,524120.14,35.42
655669.6,44.33,30.74,524121.36,35.44
655533.62,44.36,30.76,524201.78,35.47
655586.32,44.38,30.79,524140.93,35.48
655450.34,44.4,30.81,524120.14,35.51
655746.36,44.44,30.84,524998.81,35.58
655610.39,44.46,30.86,525062.64,35.61
655474.41,44.48,30.88,525062.8,35.63
655177.98,44.47,30.87,524666.81,35.61
655042.0,44.49,30.89,524666.34,35.64
654670.01,44.48,30.88,524397.88,35.63
654966.03,44.51,30.92,524471.88,35.64
654830.05,44.53,30.94,524407.81,35.66
654694.07,44.56,30.96,524405.54,35.69
654558.09,44.58,30.98,524397.88,35.71
654422.12,44.6,31.0,524796.83,35.76
654286.14,44.62,31.02,524777.6,35.79
654286.14,44.62,31.02,524777.6,35.79
654150.16,44.64,31.04,524777.29,35.81
654014.18,44.66,31.06,524777.29,35.84
654014.18,44.66,31.06,524777.29,35.84
653878.21,44.68,31.09,524788.15,35.86
653506.21,44.67,31.07,524468.43,35.85
653370.23,44.69,31.1,524991.34,35.91
653234.25,44.71,31.12,524675.15,35.91
653286.96,44.74,31.14,524546.62,35.93
653626.63,44.78,31.18,525323.27,35.99
653447.0,44.8,31.2,525043.07,36.0
653447.0,44.8,31.2,525043.07,36.0
653223.54,44.79,31.2,524856.44,35.99
653608.2,44.83,31.23,524856.44,36.0
653472.23,44.85,31.25,524856.13,36.02
653524.93,44.88,31.28,524856.13,36.04
653388.95,44.9,31.3,525043.67,36.08
653842.52,44.94,31.34,524871.22,36.07
653706.54,44.96,31.36,524856.13,36.1
653408.53,44.95,31.36,526343.94,36.21
653472.4,44.99,31.39,526423.08,36.24
653575.42,45.03,31.43,525677.11,36.22
653420.84,45.02,31.42,525522.53,36.21
652855.81,45.01,31.42,525191.55,36.21
652719.83,45.04,31.44,525191.55,36.24
652583.85,45.06,31.46,525191.56,36.26
652447.88,45.08,31.48,525191.55,36.29
652311.9,45.1,31.5,525191.55,36.31
652175.92,45.12,31.53,525340.63,36.35
652228.62,45.15,31.55,525541.66,36.38
652043.74,45.15,31.55,525191.55,36.37
652339.76,45.18,31.59,526136.37,36.44
652203.78,45.21,31.61,526136.06,36.47
652067.81,45.23,31.63,526136.06,36.49
651931.83,45.25,31.65,526313.45,36.53
651795.85,45.27,31.67,526167.4,36.55
651795.85,45.27,31.67,526167.4,36.55
651590.1,45.27,31.67,525799.83,36.53
651454.12,45.29,31.69,525799.33,36.55
651339.77,45.31,31.71,526496.99,36.63
651728.13,45.37,31.77,526450.44,36.65
651592.16,45.39,31.79,526450.13,36.67
651368.7,45.39,31.79,526392.89,36.68
651096.75,45.39,31.79,526120.94,36.67
651392.77,45.42,31.82,526120.94,36.69
651256.79,45.44,31.85,526137.58,36.71
651120.82,45.47,31.87,526127.26,36.74
650748.82,45.45,31.86,526120.94,36.75
650612.84,45.48,31.88,526368.32,36.79
650997.5,45.51,31.92,526242.42,36.79
652223.4,45.6,32.0,528031.82,36.92
651884.91,45.61,32.01,527860.94,36.93
651748.93,45.63,32.03,527860.63,36.96
651612.95,45.65,32.06,527860.63,36.98
651476.98,45.68,32.08,527871.97,37.01
651773.0,45.71,32.11,527861.72,37.02
652054.11,45.75,32.15,528093.81,37.05
651918.13,45.77,32.17,528107.72,37.08
651970.83,45.8,32.2,528327.95,37.11
652161.28,45.84,32.24,528949.65,37.18
652025.31,45.86,32.26,528949.33,37.2
651828.88,45.85,32.25,529070.06,37.22
651828.88,45.85,32.25,529070.06,37.22
651828.88,45.85,32.25,529070.06,37.22
651828.88,45.85,32.25,529024.08,37.21
651692.9,45.87,32.28,529024.08,37.24
651692.9,45.87,32.28,529024.08,37.24
651692.9,45.87,32.28,529024.08,37.24
651556.92,45.9,32.3,529025.74,37.27
651420.95,45.92,32.32,529024.09,37.29
650877.04,46.01,32.41,529024.08,37.4
650741.06,46.03,32.44,529023.77,37.42
650403.29,46.03,32.43,528644.04,37.41
650456.0,46.06,32.46,528644.04,37.43
650320.02,46.08,32.48,528644.04,37.46
650184.04,46.1,32.5,528810.76,37.5
650048.06,46.12,32.53,528870.86,37.53
649933.72,46.15,32.55,528749.5,37.54
650240.05,46.2,32.61,529546.27,37.63
650242.63,46.2,32.61,529547.4,37.63
650242.63,46.2,32.61,529547.4,37.63
649642.7,46.19,32.6,528833.84,37.6
649506.73,46.22,32.62,528833.53,37.63
649559.43,46.25,32.65,528833.53,37.65
649559.43,46.25,32.65,528833.53,37.65
649423.45,46.27,32.67,528833.53,37.68
649287.47,46.29,32.7,528862.23,37.71
649340.18,46.32,32.73,528847.61,37.73
649340.18,46.32,32.73,528847.61,37.73
649204.2,46.35,32.75,528838.26,37.75
649256.9,46.38,32.78,528843.99,37.78
649641.56,46.42,32.82,529911.77,37.86
649505.58,46.44,32.84,529911.46,37.89
649369.61,46.46,32.87,529913.26,37.92
649422.31,46.49,32.9,529912.14,37.94
649110.21,46.49,32.89,529564.21,37.93
648974.23,46.51,32.91,529587.79,37.95
649218.27,46.55,32.95,529568.56,37.97
649514.29,46.59,32.99,529563.53,37.98
649566.99,46.62,33.02,530513.92,38.07
649431.01,46.64,33.04,530713.46,38.11
649059.01,46.63,33.03,530267.53,38.09
648923.04,46.65,33.05,530267.53,38.12
648787.06,46.68,33.08,530267.21,38.15
648628.38,46.67,33.07,530109.44,38.14
648492.4,46.69,33.1,530109.44,38.17
648545.1,46.73,33.13,530113.8,38.19
648409.13,46.75,33.15,530115.48,38.22
648409.13,46.75,33.15,530170.33,38.22
648461.83,46.78,33.18,530164.29,38.25
648757.85,46.82,33.22,530164.29,38.26
648467.84,46.81,33.21,529986.67,38.26
648520.54,46.84,33.24,530829.86,38.34
648380.08,46.84,33.24,530427.2,38.32
648244.1,46.86,33.26,530759.07,38.37
648108.13,46.88,33.29,530759.07,38.4
648492.79,46.92,33.33,530759.07,38.4
648545.49,46.95,33.36,530759.07,38.43
648409.51,46.98,33.38,530781.44,38.46
648462.21,47.01,33.41,530848.69,38.48
648326.23,47.03,33.44,530759.07,38.5
648326.23,47.03,33.44,530804.45,38.51
647835.6,47.02,33.42,531256.22,38.56
648289.17,47.06,33.46,531547.46,38.59
648153.19,47.09,33.49,531547.62,38.61
648017.21,47.11,33.51,531547.15,38.64
647881.23,47.13,33.54,531547.15,38.67
647881.23,47.13,33.54,531547.15,38.67
647933.94,47.17,33.57,531605.45,38.7
647797.96,47.19,33.59,531547.81,38.72
647797.96,47.19,33.59,531546.68,38.72
647661.98,47.21,33.62,531627.8,38.76
647569.65,47.24,33.64,532012.0,38.81
647578.7,47.27,33.67,531923.32,38.83
647432.36,47.27,33.67,532012.88,38.84
647676.39,47.31,33.71,532012.57,38.86
647540.42,47.33,33.73,532012.57,38.89
647404.44,47.36,33.76,532061.81,38.92
647268.46,47.38,33.78,532063.99,38.95
647132.49,47.41,33.81,532127.89,38.98
646887.89,47.4,33.8,531897.37,38.97
647078.35,47.44,33.84,531885.12,38.99
646986.02,47.46,33.87,532740.34,39.08
646859.95,47.49,33.89,532542.05,39.1
646859.95,47.49,33.89,532542.05,39.1
646912.65,47.52,33.92,532542.12,39.12
646912.65,47.52,33.92,532542.12,39.12
646965.35,47.55,33.96,532541.74,39.14
646829.37,47.58,33.98,532541.74,39.17
646882.08,47.61,34.01,532556.04,39.2
646746.1,47.64,34.04,532552.27,39.23
646610.12,47.66,34.06,532545.09,39.25
646474.14,47.69,34.09,532565.13,39.28
646338.17,47.71,34.11,533098.86,39.35
646722.83,47.75,34.15,533098.55,39.36
646586.85,47.78,34.18,533098.55,39.39
646450.87,47.8,34.2,533134.74,39.42
646314.9,47.83,34.23,533126.69,39.45
646178.92,47.85,34.25,533098.55,39.48
645957.38,47.84,34.25,532963.98,39.48
645843.03,47.87,34.27,534200.88,39.6
646349.9,47.94,34.35,534252.9,39.63
646349.9,47.94,34.35,534257.43,39.63
646388.81,47.96,34.36,534328.51,39.64
646632.84,48.0,34.4,534328.19,39.66
646823.3,48.03,34.44,534328.19,39.68
646687.32,48.06,34.46,534346.82,39.71
646551.34,48.09,34.49,534328.81,39.74
646551.34,48.09,34.49,534316.13,39.74
646415.36,48.11,34.51,534315.51,39.77
646279.39,48.14,34.54,534315.51,39.8
645939.37,48.13,34.53,534582.61,39.83
645642.94,48.11,34.52,534329.57,39.82
645506.97,48.14,34.54,534315.51,39.85
645811.14,48.18,34.58,534836.2,39.9
645675.16,48.21,34.61,534835.89,39.93
645539.18,48.23,34.63,534835.89,39.96
645403.21,48.26,34.66,534837.62,39.99
645455.91,48.29,34.69,534837.17,40.01
645319.93,48.32,34.72,534844.16,40.04
645183.95,48.34,34.74,534835.89,40.07
645236.65,48.38,34.78,535313.25,40.13
645100.68,48.4,34.8,535200.37,40.16
644964.7,48.43,34.83,535200.07,40.19
644828.72,48.45,34.86,535200.06,40.22
644881.42,48.49,34.89,535200.06,40.24
644934.13,48.52,34.92,535212.43,40.27
644798.15,48.55,34.95,535214.14,40.3
644799.47,48.55,34.95,535215.88,40.3
644660.58,48.55,34.95,535027.0,40.29
644956.6,48.59,34.99,535012.92,40.3
644820.62,48.61,35.01,535666.68,40.38
644820.62,48.61,35.01,535655.85,40.38
644684.64,48.64,35.04,535669.83,40.41
644548.67,48.66,35.07,535669.52,40.44
644412.69,48.69,35.09,535669.52,40.47
644276.71,48.72,35.12,535699.98,40.51
644557.82,48.76,35.16,535672.61,40.52
644334.36,48.75,35.16,535591.37,40.53
644387.07,48.79,35.19,535588.39,40.55
644278.39,48.78,35.19,535479.71,40.55
644468.84,48.82,35.22,536029.91,40.61
644332.86,48.85,35.25,536120.23,40.64
644196.88,48.88,35.28,536373.61,40.69
644060.91,48.9,35.3,536373.3,40.73
644113.61,48.94,35.34,536373.3,40.75
643779.77,48.92,35.33,536083.79,40.74
644075.79,48.96,35.37,536083.79,40.75
643703.79,48.95,35.36,536101.59,40.77
643567.81,48.98,35.38,536093.97,40.8
643431.83,49.01,35.41,536083.79,40.83
643295.86,49.03,35.44,536576.42,40.9
643203.53,49.07,35.47,536434.46,40.92
643207.56,49.07,35.47,536453.23,40.92
643027.93,49.09,35.49,536350.83,40.95
643080.64,49.12,35.53,536350.89,40.97
643361.75,49.17,35.57,536350.52,40.99
643361.75,49.17,35.57,536350.52,40.99
643225.77,49.19,35.6,536355.57,41.02
643229.73,49.19,35.6,536357.74,41.02
643093.75,49.22,35.62,536352.69,41.05
643146.46,49.25,35.66,536352.69,41.08
643442.48,49.3,35.7,536930.88,41.14
643070.48,49.28,35.69,536529.56,41.12
642934.5,49.31,35.71,536423.26,41.14
642798.52,49.34,35.74,537208.35,41.23
642662.55,49.37,35.77,537208.51,41.27
642526.57,49.39,35.8,537208.04,41.3
642390.59,49.42,35.82,537208.04,41.33
642443.29,49.46,35.86,537374.76,41.37
642307.32,49.48,35.89,537279.91,41.39
642603.34,49.53,35.93,537208.04,41.4
642478.18,49.55,35.96,537874.36,41.49
642331.38,49.58,35.98,537806.49,41.51
642195.41,49.61,36.01,537806.65,41.54
642059.43,49.64,36.04,537806.18,41.58
642062.07,49.64,36.04,537808.88,41.58
642114.77,49.67,36.07,537808.88,41.6
641978.79,49.7,36.1,537849.88,41.64
641842.82,49.73,36.13,537878.42,41.67
641842.82,49.73,36.13,537878.42,41.67
641706.84,49.76,36.16,537838.06,41.7
641570.86,49.78,36.19,538132.75,41.76
641200.19,49.77,36.18,537784.3,41.75
641044.15,49.77,36.17,537625.42,41.74
641096.85,49.8,36.2,537657.94,41.77
640885.59,49.79,36.2,537486.14,41.76
640938.29,49.83,36.23,537486.2,41.79
641234.31,49.87,36.27,537485.83,41.8
641234.31,49.87,36.27,537485.83,41.8
641098.34,49.9,36.3,537511.31,41.84
640962.36,49.93,36.33,537519.64,41.87
640826.38,49.96,36.36,537629.01,41.91
640690.41,49.98,36.39,538420.17,42.01
640494.3,49.99,36.39,538749.98,42.05
640621.27,50.04,36.44,538174.57,42.03
640046.45,50.03,36.43,537734.09,42.03
639910.48,50.06,36.46,537734.25,42.07
640206.5,50.1,36.5,537733.78,42.08
640070.52,50.13,36.53,537775.07,42.12
640123.22,50.17,36.57,537750.15,42.14
639751.22,50.15,36.56,537746.34,42.16
640047.24,50.2,36.6,537733.97,42.17
639911.27,50.22,36.63,538336.4,42.25
639612.91,50.21,36.62,538031.9,42.24
639240.91,50.2,36.61,537737.65,42.23
639192.88,50.24,36.64,537629.68,42.26
638970.28,50.26,36.66,537739.28,42.3
638683.19,50.25,36.65,537409.21,42.28
638547.22,50.28,36.68,537409.37,42.32
638440.0,50.28,36.68,537300.49,42.31
638304.02,50.3,36.71,537300.02,42.34
638168.04,50.33,36.74,537327.04,42.38
638552.7,50.38,36.78,537307.16,42.39
638552.7,50.38,36.78,537364.58,42.39
638105.33,50.37,36.77,539622.65,42.59
638057.04,50.4,36.81,538639.7,42.55
638154.68,50.44,36.85,537816.42,42.51
638018.71,50.47,36.87,537816.11,42.55
638018.71,50.47,36.87,537827.88,42.55
638367.18,50.54,36.94,538281.38,42.62
638367.18,50.54,36.94,538281.38,42.62
638231.21,50.57,36.97,538281.38,42.65
638095.23,50.6,37.0,538361.93,42.69
637959.25,50.63,37.03,538346.38,42.72
637855.72,50.66,37.06,538499.35,42.77
637855.72,50.66,37.06,538499.35,42.77
639800.35,50.81,37.22,541105.96,42.98
640096.37,50.86,37.26,541105.65,42.99
639960.4,50.89,37.29,541105.65,43.03
639707.15,50.88,37.28,541136.43,43.04
639551.11,50.87,37.28,540977.55,43.03
639415.13,50.9,37.31,540962.54,43.07
639279.16,50.93,37.34,540974.66,43.1
639143.18,50.96,37.37,540946.76,43.13
638538.17,50.95,37.35,540386.86,43.12
638153.16,50.96,37.36,539562.28,43.09
640746.48,51.17,37.57,542742.28,43.34
640610.5,51.2,37.6,542741.97,43.37
640906.53,51.24,37.64,542741.97,43.39
640959.23,51.28,37.68,542743.35,43.42
641240.34,51.32,37.72,542763.1,43.44
641293.04,51.36,37.76,542741.97,43.47
641157.06,51.39,37.79,542741.97,43.5
641021.08,51.42,37.82,543863.79,43.63
641023.73,51.42,37.82,543880.1,43.63
640887.75,51.45,37.85,543983.93,43.67
640751.77,51.48,37.88,543983.62,43.71
640615.79,51.51,37.91,543983.62,43.74
640668.5,51.55,37.95,543983.62,43.77
640532.52,51.58,37.98,544006.14,43.81
640585.22,51.62,38.02,543995.8,43.83
640203.22,51.61,38.01,543626.51,43.82
640003.39,51.6,38.0,543396.55,43.81
639867.41,51.63,38.03,543406.1,43.85
640057.86,51.67,38.07,544091.47,43.93
639921.88,51.7,38.11,544024.47,43.96
639785.91,51.73,38.14,544024.16,43.99
639649.93,51.77,38.17,544024.16,44.03
639513.95,51.8,38.2,544040.16,44.06
639377.97,51.83,38.23,544038.24,44.1
639242.0,51.86,38.26,544024.16,44.13
639035.57,51.85,38.25,543882.14,44.13
639226.02,51.89,38.3,544397.18,44.2
639278.72,51.93,38.33,544399.59,44.22
638993.11,51.92,38.32,543940.89,44.2
638993.11,51.92,38.32,543926.8,44.2
638846.31,51.95,38.35,544086.52,44.25
639142.34,52.0,38.4,544086.21,44.26
639006.36,52.03,38.43,544086.21,44.3
638870.38,52.06,38.46,544140.01,44.34
638870.38,52.06,38.46,544138.45,44.34
638498.38,52.05,38.45,544118.97,44.36
638362.41,52.08,38.48,544187.66,44.4
638362.41,52.08,38.48,544216.15,44.4
638658.43,52.12,38.53,544113.14,44.41
638544.08,52.16,38.56,545298.35,44.54
638544.08,52.16,38.56,545298.35,44.54
638810.14,52.2,38.61,544499.86,44.5
638698.46,52.24,38.64,545049.27,44.58
638698.46,52.24,38.64,545034.6,44.58
638562.48,52.27,38.67,545034.29,44.61
638752.93,52.31,38.72,545034.29,44.64
638805.64,52.35,38.75,545057.42,44.67
638669.66,52.38,38.79,545037.6,44.7
638533.68,52.42,38.82,545041.86,44.74
638397.7,52.45,38.85,545335.86,44.8
638701.88,52.49,38.89,545369.86,44.82
638754.58,52.53,38.93,545896.77,44.9
638618.6,52.56,38.97,545896.46,44.93
638482.62,52.6,39.0,545896.46,44.97
638346.65,52.63,39.03,546166.76,45.03
638210.67,52.66,39.06,545919.14,45.05
638074.69,52.69,39.09,546023.79,45.09
638127.39,52.73,39.13,546476.54,45.16
638154.37,52.73,39.14,546830.54,45.19
637984.41,52.73,39.13,546664.4,45.18
638276.33,52.78,39.18,546258.87,45.17
638129.54,52.81,39.21,546703.27,45.24
638129.54,52.81,39.21,546725.75,45.25
637993.56,52.84,39.24,546725.44,45.28
637857.59,52.88,39.28,546725.44,45.32
637721.61,52.91,39.31,546765.02,45.36
637912.06,52.95,39.35,546762.52,45.39
637776.08,52.98,39.39,546850.54,45.43
637727.41,53.02,39.43,547945.2,45.56
637780.75,53.06,39.47,547551.59,45.56
637745.51,53.1,39.5,547388.89,45.57
637745.51,53.1,39.5,547388.89,45.57
637609.53,53.13,39.53,547389.05,45.61
637905.55,53.18,39.58,547388.58,45.63
637769.58,53.21,39.61,547388.58,45.67
637397.58,53.2,39.6,547641.91,45.71
637588.03,53.24,39.65,547629.92,45.73
637452.05,53.28,39.68,547522.07,45.76
638193.75,53.38,39.79,549384.28,45.95
637832.83,53.37,39.78,548977.81,45.94
637696.85,53.41,39.81,548977.97,45.98
637421.1,53.42,39.82,548318.22,45.95
637285.12,53.45,39.86,548317.75,45.99
637581.14,53.5,39.9,548317.75,46.01
637087.87,53.49,39.9,547725.92,45.99
637087.87,53.49,39.9,547725.92,45.99
637140.57,53.54,39.94,547801.62,46.03
637193.28,53.58,39.98,547763.88,46.06
637193.28,53.58,39.98,547763.88,46.06
636821.28,53.57,39.97,547725.92,46.07
636825.38,53.57,39.97,547744.08,46.07
636878.08,53.61,40.01,547744.08,46.1
636930.78,53.65,40.05,548613.8,46.21
636983.48,53.69,40.09,548736.28,46.25
637036.19,53.73,40.13,548736.34,46.28
636900.21,53.76,40.17,548735.96,46.32
636764.23,53.8,40.2,548735.96,46.36
636628.25,53.83,40.23,548738.5,46.4
636680.96,53.87,40.28,548740.68,46.43
636544.98,53.91,40.31,548753.43,46.47
636597.68,53.95,40.35,548805.75,46.51
636461.7,53.98,40.39,549297.24,46.59
636325.72,54.02,40.42,549296.93,46.63
636189.75,54.05,40.45,549296.93,46.67
636485.77,54.1,40.5,549349.27,46.69
635397.95,54.38,40.78,549348.96,47.01
635025.95,54.37,40.77,549302.97,47.03
634889.97,54.4,40.8,549302.83,47.07
634779.97,54.4,40.8,549192.83,47.06
634644.0,54.43,40.83,549448.37,47.12
634969.8,54.48,40.88,550525.39,47.24
635084.18,54.53,40.93,550158.86,47.24
634948.2,54.56,40.97,550158.55,47.28
634755.89,54.59,41.0,549869.7,47.29
634619.92,54.63,41.03,549869.7,47.33
634810.37,54.68,41.08,549870.54,47.36
634674.39,54.71,41.11,550955.76,47.5
634727.09,54.76,41.16,550435.27,47.48
634790.96,54.81,41.21,550288.67,47.51
635884.05,54.92,41.33,551949.7,47.67
635488.25,54.91,41.31,551586.3,47.66
635352.27,54.95,41.35,551585.99,47.7
635404.97,54.99,41.39,551585.99,47.74
635268.99,55.03,41.43,551600.24,47.78
635133.02,55.06,41.47,551586.3,47.82
634997.04,55.1,41.5,551586.01,47.86
635301.21,55.15,41.55,551914.66,47.91
635165.23,55.18,41.59,552016.18,47.96
635167.88,55.18,41.59,552060.59,47.96
635167.88,55.18,41.59,552071.37,47.96
635031.9,55.22,41.62,552280.61,48.02
634895.92,55.26,41.66,552280.61,48.07
634610.15,55.25,41.65,551981.67,48.05
634662.86,55.29,41.69,551981.67,48.09
634526.88,55.33,41.73,551981.67,48.13
634579.58,55.37,41.77,551981.67,48.16
634283.15,55.36,41.76,551727.1,48.15
634283.15,55.36,41.76,551727.1,48.15
634147.17,55.4,41.8,551738.24,48.2
633767.02,55.39,41.79,551346.8,48.18
633631.05,55.42,41.82,551335.67,48.22
633631.05,55.42,41.82,551310.24,48.22
633935.22,55.47,41.87,551310.24,48.24
633799.24,55.51,41.91,552109.45,48.35
633663.26,55.55,41.95,552109.61,48.4
633527.29,55.58,41.98,552109.14,48.44
633717.74,55.63,42.03,552116.48,48.47
633581.76,55.67,42.07,552170.4,48.51
633445.78,55.7,42.11,552137.05,48.55
633287.11,55.7,42.1,551978.37,48.55
633531.14,55.75,42.15,552560.51,48.62
634630.13,55.85,42.25,554310.53,48.78
634494.15,55.88,42.28,554310.22,48.82
634358.17,55.92,42.32,554310.22,48.86
634135.27,55.92,42.32,554021.93,48.85
633802.9,55.93,42.33,553212.12,48.82
633197.89,55.91,42.32,552801.86,48.81
633061.91,55.95,42.35,552805.35,48.86
632764.88,55.94,42.34,552531.23,48.85
632628.91,55.98,42.38,552527.74,48.89
632492.93,56.01,42.42,552528.05,48.93
632877.59,56.06,42.47,552769.03,48.97
632741.61,56.1,42.5,552862.12,49.02
632605.63,56.14,42.54,552955.91,49.07
632555.63,56.14,42.54,552905.91,49.07
632419.66,56.18,42.58,552905.6,49.11
632283.68,56.21,42.62,552905.6,49.16
632147.7,56.25,42.65,553020.91,49.21
632011.73,56.29,42.69,553032.13,49.26
631908.2,56.33,42.73,554198.5,49.4
631906.39,56.38,42.78,553745.79,49.41
631892.4,56.42,42.82,553316.72,49.4
631733.72,56.41,42.82,553158.04,49.4
631686.49,56.45,42.85,553115.23,49.43
631374.4,56.45,42.85,552894.12,49.43
631427.1,56.49,42.89,552894.18,49.47
631291.12,56.53,42.93,552893.8,49.51
631291.12,56.53,42.93,552974.16,49.52
631155.14,56.57,42.97,552994.15,49.56
631156.46,56.57,42.97,552996.15,49.56
631020.49,56.61,43.01,552983.19,49.61
631316.51,56.66,43.06,552978.24,49.63
631316.51,56.66,43.06,552979.47,49.63
631316.51,56.66,43.06,552996.08,49.63
630944.51,56.65,43.05,553017.11,49.65
630808.53,56.69,43.09,553308.93,49.72
630808.53,56.69,43.09,553308.93,49.72
631174.14,56.74,43.14,552994.0,49.71
630973.81,56.74,43.14,553630.88,49.78
631847.9,56.82,43.22,554554.0,49.87
632301.47,56.87,43.27,554553.69,49.88
632165.49,56.91,43.31,554553.69,49.92
632029.51,56.95,43.35,554593.02,49.97
632029.51,56.95,43.35,554589.49,49.97
631731.51,56.94,43.35,554568.4,49.99
631595.53,56.98,43.39,554550.17,50.03
631459.55,57.02,43.42,555847.72,50.19
631523.42,57.08,43.48,555891.79,50.24
632060.08,57.18,43.58,555850.17,50.29
631924.1,57.22,43.62,555849.85,50.33
632168.14,57.27,43.67,555852.4,50.36
632220.84,57.32,43.72,555850.63,50.39
632220.84,57.32,43.72,555850.63,50.39
632084.86,57.36,43.76,555849.85,50.44
631948.88,57.4,43.8,555894.7,50.49
631812.91,57.44,43.84,555854.53,50.53
631676.93,57.48,43.88,555849.85,50.58
631540.95,57.52,43.92,556418.12,50.68
631404.98,57.56,43.96,556418.28,50.72
631709.15,57.61,44.01,556417.81,50.74
631761.85,57.66,44.06,556417.81,50.78
631761.85,57.66,44.06,556417.81,50.78
631761.85,57.66,44.06,556417.81,50.78
631625.87,57.7,44.1,556430.12,50.83
631489.89,57.74,44.14,556425.64,50.87
631353.92,57.78,44.18,556417.81,50.92
631353.92,57.78,44.18,556417.81,50.92
631081.96,57.86,44.26,557048.63,51.07
630945.99,57.9,44.3,557048.79,51.12
630655.97,57.89,44.29,556730.96,51.1
630285.82,57.88,44.28,556332.68,51.09
630149.85,57.92,44.32,556332.21,51.14
630013.87,57.96,44.36,556332.21,51.18
630309.89,58.02,44.42,556465.05,51.22
629937.89,58.01,44.41,556504.66,51.24
629801.91,58.05,44.45,556332.21,51.28
629801.91,58.05,44.45,556359.83,51.28
629665.94,58.09,44.49,556639.99,51.35
629540.78,58.13,44.53,556550.75,51.39
629393.98,58.17,44.57,556419.83,51.43
629258.0,58.21,44.61,556419.52,51.47
628986.05,58.29,44.7,556425.87,51.57
628850.07,58.34,44.74,556424.96,51.62
628850.07,58.34,44.74,556424.96,51.62
628714.09,58.38,44.78,556422.18,51.66
629098.76,58.43,44.83,556419.52,51.68
629151.46,58.48,44.88,556907.0,51.76
628839.36,58.48,44.88,556682.42,51.77
629135.38,58.53,44.93,557051.1,51.82
629138.02,58.53,44.93,557052.22,51.82
629002.04,58.57,44.97,557052.38,51.87
628866.07,58.61,45.01,557051.91,51.92
628494.07,58.6,45.01,556875.58,51.93
628790.09,58.66,45.06,556875.58,51.95
628654.11,58.7,45.1,557094.15,52.02
628518.14,58.74,45.14,557021.27,52.06
628518.14,58.74,45.14,557046.92,52.06
628570.84,58.79,45.19,556902.81,52.09
630398.2,58.96,45.36,559621.22,52.34
630642.24,59.02,45.42,559621.22,52.37
630506.26,59.06,45.46,559621.22,52.42
630810.44,59.11,45.52,559621.22,52.44
630674.46,59.16,45.56,559621.22,52.49
630538.48,59.2,45.6,559621.22,52.54
630591.18,59.25,45.65,559621.22,52.58
630301.17,59.24,45.64,559853.05,52.62
629931.02,59.23,45.63,559621.22,52.62
629795.04,59.27,45.68,559621.22,52.67
629659.07,59.32,45.72,559963.79,52.75
629523.09,59.36,45.76,559963.48,52.8
629575.79,59.41,45.81,559963.48,52.84
629628.49,59.46,45.86,559963.48,52.88
628540.67,59.81,46.21,559963.17,53.28
628925.33,59.86,46.27,559973.92,53.3
628978.04,59.92,46.32,559964.95,53.34
628665.94,59.91,46.32,559964.18,53.37
628961.96,59.97,46.37,559963.17,53.39
628961.96,59.97,46.37,559932.09,53.39
628589.96,59.96,46.36,560569.79,53.47
628453.98,60.0,46.41,560624.48,53.53
628318.0,60.05,46.45,560683.4,53.58
628614.03,60.1,46.51,560683.09,53.61
628242.03,60.09,46.5,560683.09,53.63
