ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
984,4380,4009880,6212,4391470
984,4380,4009880,6212,4391470
984,4380,4010880,6212,4392470
984,4380,4011350,6212,4392940
984,4380,4012160,6212,4393750
984,4380,4012160,6212,4394220
984,4380,4013160,6212,4395220
984,4380,4013160,6212,4395540
984,4380,4013970,6212,4396350
984,4380,4014780,6212,4397160
984,4380,4014940,6212,4397320
984,4380,4014940,6212,4398320
984,4380,4014940,6212,4398970
984,4380,4015170,6212,4399200
984,4380,4015170,6212,4399520
984,4380,4016170,6212,4400520
984,4380,4016400,6212,4400750
984,4380,4017210,6212,4401560
984,4380,4018210,6212,4402560
984,4380,4019210,6212,4403560
984,4380,4019680,6212,4404030
984,4380,4020680,6212,4405030
984,4380,4021150,6212,4405500
985,4388,4022150,6212,4406500
985,4388,4022150,6212,4406500
985,4388,4023150,6212,4407500
986,4396,4031150,6212,4415500
986,4396,4032150,6212,4416500
986,4396,4032150,6212,4416500
986,4396,4032610,6212,4416960
986,4396,4033080,6212,4417430
986,4396,4034080,6212,4418430
986,4396,4034300,6212,4418650
986,4396,4035300,6212,4419650
986,4396,4035300,6212,4419650
986,4396,4036110,6212,4420460
986,4396,4036110,6212,4420460
986,4396,4036110,6212,4421460
987,4404,4036920,6212,4422270
987,4404,4037920,6212,4423270
987,4404,4037920,6212,4424270
987,4404,4038920,6212,4425270
987,4404,4038920,6212,4425270
987,4404,4039920,6212,4426270
987,4404,4040240,6212,4426590
987,4404,4040710,6212,4427060
987,4404,4041710,6212,4428060
987,4404,4041710,6212,4429060
987,4404,4042710,6212,4430060
987,4404,4043710,6212,4431060
987,4404,4044030,6212,4431380
988,4412,4044840,6212,4432190
988,4412,4045840,6212,4433190
988,4412,4046310,6212,4433660
988,4412,4047310,6212,4434660
988,4412,4047310,6212,4435470
988,4412,4048120,6212,4436280
988,4412,4048120,6212,4436280
989,4420,4049120,6212,4437280
989,4420,4049120,6212,4437280
989,4420,4049120,6212,4438280
989,4420,4049120,6212,4439280
989,4420,4049930,6212,4440090
989,4420,4049930,6212,4441090
989,4420,4049930,6212,4441090
989,4420,4049930,6212,4441310
989,4420,4050930,6212,4442310
989,4420,4051250,6212,4442630
989,4420,4052250,6212,4443630
989,4420,4053250,6212,4444630
989,4420,4054250,6212,4445630
989,4420,4054570,6212,4445950
990,4428,4055570,6212,4446950
990,4428,4055570,6212,4447950
990,4428,4056570,6212,4448950
990,4428,4056940,6212,4449320
990,4428,4057530,6212,4449910
990,4428,4058530,6212,4450910
990,4428,4058990,6212,4451370
990,4428,4058990,6212,4451370
990,4428,4059990,6212,4452370
990,4428,4060800,6212,4453180
990,4428,4061800,6212,4454180
990,4428,4062800,6212,4455180
990,4428,4063120,6212,4455500
990,4428,4063120,6212,4455500
990,4428,4063120,6212,4456500
990,4428,4063930,6212,4457310
990,4428,4064390,6212,4457770
990,4428,4064850,6212,4458230
990,4428,4064850,6212,4458880
990,4428,4064850,6212,4459880
990,4428,4065320,6212,4460350
990,4428,4066320,6212,4461350
990,4428,4066320,6212,4461350
990,4428,4066320,6212,4461350
990,4428,4067320,6212,4462350
990,4428,4067320,6212,4462350
991,4436,4068320,6212,4463350
991,4436,4069320,6212,4464350
991,4436,4069320,6212,4464350
991,4436,4069320,6212,4464350
991,4436,4070320,6212,4465350
991,4436,4070320,6212,4466350
991,4436,4071130,6212,4467160
991,4436,4072130,6212,4468160
991,4436,4073130,6212,4469160
991,4436,4073130,6212,4469630
991,4436,4073940,6212,4470440
991,4436,4074940,6212,4471440
991,4436,4075940,6212,4472440
992,4444,4076940,6212,4473440
992,4444,4077100,6212,4473600
992,4444,4077100,6212,4474600
992,4444,4078100,6212,4475600
992,4444,4079100,6212,4476600
992,4444,4079100,6212,4476600
992,4444,4079100,6212,4477600
992,4444,4079320,6212,4477820
992,4444,4079640,6212,4478140
992,4444,4079640,6212,4478950
992,4444,4079640,6212,4479950
992,4444,4079640,6212,4480760
992,4444,4080640,6212,4481760
992,4444,4080640,6212,4481760
992,4444,4080640,6212,4482230
992,4444,4080640,6212,4482230
992,4444,4080640,6212,4483040
992,4444,4080640,6212,4483040
992,4444,4080640,6212,4484040
992,4444,4080640,6212,4484040
992,4444,4081450,6212,4484850
992,4444,4082450,6212,4485850
992,4444,4083450,6212,4486850
993,4452,4083920,6212,4487320
993,4452,4084920,6212,4488320
993,4452,4085920,6212,4489320
993,4452,4085920,6212,4489320
993,4452,4085920,6212,4490320
993,4452,4085920,6212,4490320
993,4452,4086920,6212,4491320
993,4452,4086920,6212,4492320
993,4452,4087920,6212,4493320
993,4452,4088570,6212,4493970
993,4452,4088570,6212,4494780
994,4460,4089570,6212,4495780
994,4460,4089570,6212,4495780
994,4460,4090040,6212,4496250
994,4460,4090850,6212,4497060
994,4460,4091850,6212,4498060
994,4460,4091850,6212,4498060
994,4460,4091850,6212,4498060
994,4460,4091850,6212,4499060
994,4460,4092660,6212,4499870
994,4460,4093660,6212,4500870
994,4460,4093660,6212,4501870
994,4460,4093660,6212,4502870
994,4460,4094660,6212,4503870
994,4460,4095470,6212,4504680
995,4468,4103470,6212,4512680
995,4468,4104470,6212,4513680
995,4468,4105470,6212,4514680
996,4476,4106470,6212,4515680
996,4476,4107280,6212,4516490
996,4476,4108280,6212,4517490
996,4476,4109280,6212,4518490
996,4476,4110090,6212,4519300
996,4476,4110090,6212,4519300
996,4476,4110090,6212,4519300
996,4476,4110640,6212,4519850
996,4476,4110640,6212,4519850
996,4476,4111640,6212,4520850
996,4476,4111750,6212,4520960
996,4476,4112750,6212,4521960
996,4476,4113750,6212,4522960
997,4484,4114750,6212,4523960
997,4484,4114750,6212,4523960
997,4484,4115560,6212,4524770
997,4484,4116150,6212,4525360
997,4484,4117150,6212,4526360
997,4484,4117800,6212,4527010
997,4484,4118800,6212,4528010
997,4484,4119800,6212,4529010
997,4484,4120800,6212,4530010
998,4492,4121800,6212,4531010
998,4492,4122800,6212,4532010
998,4492,4123800,6212,4533010
998,4492,4124610,6212,4533820
998,4492,4125610,6212,4534820
998,4492,4126610,6212,4535820
998,4492,4126610,6212,4536470
998,4492,4126610,6212,4536470
998,4492,4127610,6212,4537470
998,4492,4128160,6212,4538020
999,4500,4129160,6212,4539020
999,4500,4130160,6212,4540020
999,4500,4130810,6212,4540670
999,4500,4130810,6212,4541480
999,4500,4131810,6212,4542480
999,4500,4131810,6212,4542480
999,4500,4132810,6212,4543480
999,4500,4133810,6212,4544480
999,4500,4134280,6212,4544950
999,4500,4134930,6212,4545600
999,4500,4135740,6212,4546410
1000,4508,4136740,6212,4547410
1000,4508,4137210,6212,4547880
1000,4508,4137210,6212,4547880
1000,4508,4137860,6212,4548530
1000,4508,4138860,6212,4549530
1000,4508,4138860,6212,4549530
1000,4508,4139860,6212,4550530
1000,4508,4140670,6212,4551340
1000,4508,4140670,6212,4552150
1000,4508,4140990,6212,4552470
1000,4508,4140990,6212,4553470
1000,4508,4141800,6212,4554280
1000,4508,4142800,6212,4555280
1000,4508,4142800,6212,4555280
1001,4516,4143800,6212,4556280
1001,4516,4144800,6212,4557280
1001,4516,4145800,6212,4558280
1001,4516,4146260,6212,4558740
1001,4516,4147260,6212,4559740
1001,4516,4148260,6212,4560740
1001,4516,4148810,6212,4561290
1001,4516,4149460,6212,4561940
1001,4516,4149460,6212,4562260
1001,4516,4150460,6212,4563260
1001,4516,4150460,6212,4563260
1001,4516,4150460,6212,4563260
1002,4524,4151460,6212,4564260
1002,4524,4152460,6212,4565260
1002,4524,4153460,6212,4566260
1002,4524,4154460,6212,4567260
1002,4524,4154460,6212,4567260
1002,4524,4154930,6212,4567730
1002,4524,4155250,6212,4568050
1002,4524,4155250,6212,4568700
1002,4524,4155250,6212,4569700
1002,4524,4155250,6212,4570700
1002,4524,4155720,6212,4571170
1003,4532,4163720,6212,4579170
1003,4532,4163720,6212,4579170
1003,4532,4164720,6212,4580170
1003,4532,4165720,6212,4581170
1003,4532,4166040,6212,4581490
1003,4532,4167040,6212,4582490
1004,4540,4167850,6212,4583300
1004,4540,4168850,6212,4584300
1004,4540,4168850,6212,4584300
1004,4540,4168850,6212,4584300
1004,4540,4168850,6212,4584300
1004,4540,4169850,6212,4585300
1004,4540,4169850,6212,4585300
1004,4540,4170850,6212,4586300
1004,4540,4170850,6212,4587300
1004,4540,4170850,6212,4587770
1004,4540,4170850,6212,4587770
1004,4540,4170850,6212,4587770
1004,4540,4171660,6212,4588580
1004,4540,4171660,6212,4588580
1004,4540,4172660,6212,4589580
1004,4540,4173660,6212,4590580
1004,4540,4174130,6212,4591050
1005,4548,4175130,6212,4592050
1005,4548,4175130,6212,4593050
1005,4548,4176130,6212,4594050
1005,4548,4176400,6212,4594320
1005,4548,4177210,6212,4595130
1005,4548,4177210,6212,4595130
1005,4548,4178210,6212,4596130
1005,4548,4178210,6212,4597130
1005,4548,4179210,6212,4598130
1005,4548,4180210,6212,4599130
1005,4548,4181210,6212,4600130
1005,4548,4181210,6212,4600600
1005,4548,4182020,6212,4601410
1005,4548,4182020,6212,4601410
1006,4556,4182830,6212,4602220
1006,4556,4183830,6212,4603220
1006,4556,4183830,6212,4603220
1006,4556,4184830,6212,4604220
1006,4556,4185640,6212,4605030
1006,4556,4186640,6212,4606030
1006,4556,4187640,6212,4607030
1006,4556,4188640,6212,4608030
1006,4556,4189640,6212,4609030
1007,4564,4190450,6212,4609840
1007,4564,4190450,6212,4610650
1007,4564,4191260,6212,4611460
1007,4564,4192260,6212,4612460
1007,4564,4192260,6212,4612460
1007,4564,4192260,6212,4612460
1007,4564,4193260,6212,4613460
1007,4564,4193260,6212,4613460
1007,4564,4194260,6212,4614460
1007,4564,4194490,6212,4614690
1007,4564,4195490,6212,4615690
1007,4564,4196080,6212,4616280
1007,4564,4196730,6212,4616930
1008,4572,4197730,6212,4617930
1008,4572,4198190,6212,4618390
1008,4572,4199000,6212,4619200
1008,4572,4200000,6212,4620200
1008,4572,4201000,6212,4621200
1008,4572,4201000,6212,4622200
1008,4572,4202000,6212,4623200
1008,4572,4202230,6212,4623430
1008,4572,4202230,6212,4624240
1008,4572,4202460,6212,4624470
1008,4572,4203460,6212,4625470
1008,4572,4203460,6212,4625470
1008,4572,4203460,6212,4625470
1008,4572,4204460,6212,4626470
1008,4572,4204460,6212,4626470
1008,4572,4205270,6212,4627280
1009,4580,4206270,6212,4628280
1009,4580,4206270,6212,4629280
1009,4580,4206590,6212,4629600
1009,4580,4207590,6212,4630600
1009,4580,4207590,6212,4631600
1009,4580,4208590,6212,4632600
1009,4580,4208590,6212,4633600
1009,4580,4209590,6212,4634600
1009,4580,4210590,6212,4635600
1009,4580,4210590,6212,4636410
1009,4580,4211590,6212,4637410
1009,4580,4212400,6212,4638220
1009,4580,4212560,6212,4638380
1009,4580,4212560,6212,4639380
1009,4580,4213030,6212,4639850
1009,4580,4214030,6212,4640850
1009,4580,4214030,6212,4641850
1010,4588,4215030,6212,4642850
1010,4588,4216030,6212,4643850
1010,4588,4216500,6212,4644320
1010,4588,4216500,6212,4644800
1010,4588,4217500,6212,4645800
1010,4588,4218500,6212,4646800
1010,4588,4219500,6212,4647800
1010,4588,4219820,6212,4648120
1010,4588,4220820,6212,4649120
1010,4588,4220820,6212,4649580
1010,4588,4220820,6212,4649580
1010,4588,4220820,6212,4649580
1010,4588,4221820,6212,4650580
1010,4588,4221820,6212,4651580
1010,4588,4222290,6212,4652050
1011,4596,4223290,6212,4653050
1011,4596,4224100,6212,4653860
1011,4596,4224100,6212,4653860
1011,4596,4225100,6212,4654860
1011,4596,4226100,6212,4655860
1011,4596,4227100,6212,4656860
1011,4596,4227100,6212,4657510
1011,4596,4228100,6212,4658510
1011,4596,4228100,6212,4658510
1011,4596,4229100,6212,4659510
1011,4596,4229100,6212,4660510
1011,4596,4230100,6212,4661510
1012,4604,4231100,6212,4662510
1012,4604,4232100,6212,4663510
1012,4604,4232100,6212,4663510
1012,4604,4233100,6212,4664510
1012,4604,4234100,6212,4665510
1012,4604,4234750,6212,4666160
1012,4604,4234750,6212,4666160
1012,4604,4235400,6212,4666810
1012,4604,4235400,6212,4667620
1012,4604,4236210,6212,4668430
1012,4604,4237210,6212,4669430
1012,4604,4237210,6212,4669430
1012,4604,4237530,6212,4669750
1012,4604,4237530,6212,4670750
1013,4612,4238530,6212,4671750
1013,4612,4238530,6212,4671750
1013,4612,4239180,6212,4672400
1013,4612,4240180,6212,4673400
1013,4612,4240180,6212,4673400
1013,4612,4240180,6212,4673400
1013,4612,4241180,6212,4674400
1013,4612,4241830,6212,4675050
1013,4612,4242830,6212,4676050
1013,4612,4243830,6212,4677050
1013,4612,4244830,6212,4678050
1014,4620,4245300,6212,4678520
1014,4620,4245670,6212,4678890
1014,4620,4246670,6212,4679890
1014,4620,4247670,6212,4680890
1014,4620,4248140,6212,4681360
1014,4620,4248140,6212,4681360
1014,4620,4248610,6212,4681830
1014,4620,4249610,6212,4682830
1014,4620,4250610,6212,4683830
1014,4620,4251260,6212,4684480
1014,4620,4252070,6212,4685290
1014,4620,4252070,6212,4685290
1014,4620,4252070,6212,4685290
1015,4628,4253070,6212,4686290
1015,4628,4254070,6212,4687290
1015,4628,4254070,6212,4688290
1015,4628,4254070,6212,4688290
1016,4636,4262070,6212,4696290
1016,4636,4263070,6212,4697290
1016,4636,4264070,6212,4698290
1016,4636,4264070,6212,4698290
1016,4636,4264070,6212,4698290
1016,4636,4264070,6212,4698290
1016,4636,4264070,6212,4699290
1016,4636,4265070,6212,4700290
1016,4636,4265070,6212,4700290
1016,4636,4265540,6212,4700760
1016,4636,4265860,6212,4701080
1016,4636,4266860,6212,4702080
1016,4636,4267860,6212,4703080
1016,4636,4268670,6212,4703890
1017,4644,4269140,6212,4704360
1018,4652,4277140,6212,4712360
1018,4652,4277140,6212,4713360
1018,4652,4277140,6212,4713360
1018,4652,4278140,6212,4714360
1018,4652,4278140,6212,4714830
1018,4652,4278140,6212,4715830
1018,4652,4278950,6212,4716640
1018,4652,4278950,6212,4717640
1018,4652,4279950,6212,4718640
1018,4652,4280950,6212,4719640
1018,4652,4281950,6212,4720640
1018,4652,4281950,6212,4720640
1018,4652,4282950,6212,4721640
1019,4660,4283950,6212,4722640
1019,4660,4284950,6212,4723640
1019,4660,4285950,6212,4724640
1019,4660,4285950,6212,4724640
1019,4660,4286760,6212,4725450
1019,4660,4287570,6212,4726260
1019,4660,4288570,6212,4727260
1019,4660,4289570,6212,4728260
1019,4660,4290040,6212,4728730
1019,4660,4290040,6212,4729730
1020,4668,4290510,6212,4730200
1020,4668,4291510,6212,4731200
1020,4668,4291740,6212,4731430
1020,4668,4292740,6212,4732430
1020,4668,4292740,6212,4733080
1020,4668,4293740,6212,4734080
1020,4668,4294550,6212,4734890
1020,4668,4294550,6212,4735890
1020,4668,4295020,6212,4736360
1020,4668,4295020,6212,4737360
1020,4668,4296020,6212,4738360
1020,4668,4296340,6212,4738680
1020,4668,4296340,6212,4739680
1020,4668,4296810,6212,4740150
1020,4668,4297280,6212,4740620
1020,4668,4298280,6212,4741620
1020,4668,4299280,6212,4742620
1021,4676,4300280,6212,4743620
1021,4676,4301280,6212,4744620
1021,4676,4302280,6212,4745620
1021,4676,4302280,6212,4745620
1021,4676,4303280,6212,4746620
1021,4676,4304280,6212,4747620
1021,4676,4304280,6212,4747620
1021,4676,4305280,6212,4748620
1021,4676,4305750,6212,4749090
1021,4676,4306750,6212,4750090
1021,4676,4307750,6212,4751090
1022,4684,4308560,6212,4751900
1022,4684,4308560,6212,4752370
1022,4684,4309560,6212,4753370
1022,4684,4309560,6212,4753370
1022,4684,4309880,6212,4753690
1022,4684,4310200,6212,4754010
1022,4684,4311200,6212,4755010
1022,4684,4311200,6212,4755820
1022,4684,4311200,6212,4756820
1022,4684,4311430,6212,4757050
1022,4684,4312430,6212,4758050
1022,4684,4312900,6212,4758520
1022,4684,4313900,6212,4759520
1022,4684,4314900,6212,4760520
1022,4684,4315060,6212,4760680
1022,4684,4316060,6212,4761680
1023,4692,4317060,6212,4762680
1023,4692,4317060,6212,4763680
1023,4692,4318060,6212,4764680
1023,4692,4319060,6212,4765680
1023,4692,4320060,6212,4766680
1023,4692,4320870,6212,4767490
1023,4692,4321190,6212,4767810
1023,4692,4321190,6212,4768280
1023,4692,4322190,6212,4769280
1023,4692,4323190,6212,4770280
1023,4692,4324190,6212,4771280
1024,4700,4325190,6212,4772280
1024,4700,4325190,6212,4772280
1024,4700,4325190,6212,4772510
1024,4700,4326190,6212,4773510
1024,4700,4326190,6212,4774510
1024,4700,4327190,6212,4775510
1024,4700,4327190,6212,4776510
1024,4700,4327510,6212,4776830
1024,4700,4327510,6212,4777420
1024,4700,4327980,6212,4777890
1024,4700,4327980,6212,4778890
1025,4708,4328980,6212,4779890
1025,4708,4329450,6212,4780360
1025,4708,4330450,6212,4781360
1025,4708,4330770,6212,4781680
1025,4708,4330770,6212,4781680
1025,4708,4330770,6212,4782680
1025,4708,4331770,6212,4783680
1025,4708,4332770,6212,4784680
1025,4708,4333770,6212,4785680
1025,4708,4334240,6212,4786150
1025,4708,4334790,6212,4786700
1025,4708,4334790,6212,4787700
1025,4708,4334790,6212,4788510
1025,4708,4334790,6212,4789160
1025,4708,4334790,6212,4790160
1025,4708,4335010,6212,4790380
1025,4708,4335010,6212,4790380
1025,4708,4335010,6212,4790380
1025,4708,4335010,6212,4790380
1025,4708,4336010,6212,4791380
1025,4708,4336010,6212,4791380
1025,4708,4336010,6212,4791380
1025,4708,4337010,6212,4792380
1025,4708,4338010,6212,4793380
1026,4716,4342010,6212,4797380
1026,4716,4342010,6212,4798380
1026,4716,4342480,6212,4798850
1026,4716,4343290,6212,4799660
1026,4716,4344290,6212,4800660
1026,4716,4345290,6212,4801660
1026,4716,4346290,6212,4802660
1026,4716,4347290,6212,4803660
1027,4724,4348290,6212,4804660
1027,4724,4348290,6212,4804660
1027,4724,4348290,6212,4804660
1027,4724,4349290,6212,4805660
1027,4724,4350290,6212,4806660
1027,4724,4351100,6212,4807470
1027,4724,4351100,6212,4807470
1027,4724,4352100,6212,4808470
1027,4724,4353100,6212,4809470
1027,4724,4353910,6212,4810280
1027,4724,4353910,6212,4810280
1027,4724,4354910,6212,4811280
1028,4732,4355720,6212,4812090
1028,4732,4356040,6212,4812410
1028,4732,4357040,6212,4813410
1028,4732,4358040,6212,4814410
1028,4732,4358850,6212,4815220
1028,4732,4358850,6212,4815690
1028,4732,4359850,6212,4816690
1028,4732,4359850,6212,4817280
1028,4732,4360320,6212,4817750
1028,4732,4361130,6212,4818560
1028,4732,4362130,6212,4819560
1028,4732,4362130,6212,4820030
1028,4732,4362130,6212,4821030
1029,4740,4363130,6212,4822030
1029,4740,4363290,6212,4822190
1029,4740,4364290,6212,4823190
1029,4740,4365100,6212,4824000
1029,4740,4366100,6212,4825000
1029,4740,4366100,6212,4825000
1029,4740,4366910,6212,4825810
1029,4740,4367380,6212,4826280
1029,4740,4367700,6212,4826600
1029,4740,4368510,6212,4827410
1029,4740,4368740,6212,4827640
1029,4740,4369740,6212,4828640
1030,4748,4370740,6212,4829640
1030,4748,4371060,6212,4829960
1030,4748,4371870,6212,4830770
1030,4748,4372870,6212,4831770
1030,4748,4373680,6212,4832580
1030,4748,4374680,6212,4833580
1030,4748,4374680,6212,4833580
1030,4748,4375330,6212,4834230
1030,4748,4375560,6212,4834460
1030,4748,4376560,6212,4835460
1031,4756,4377560,6212,4836460
1031,4756,4378560,6212,4837460
1031,4756,4378560,6212,4837460
1031,4756,4379370,6212,4838270
1031,4756,4380370,6212,4839270
1031,4756,4380370,6212,4839270
1031,4756,4381370,6212,4840270
1031,4756,4382370,6212,4841270
1031,4756,4383180,6212,4842080
1031,4756,4383400,6212,4842300
1031,4756,4383990,6212,4842890
1032,4764,4384990,6212,4843890
1032,4764,4384990,6212,4844890
1032,4764,4385990,6212,4845890
1032,4764,4386990,6212,4846890
1032,4764,4386990,6212,4847240
1032,4764,4387640,6212,4847890
1032,4764,4388640,6212,4848890
1032,4764,4389640,6212,4849890
1032,4764,4389640,6212,4849890
1032,4764,4389640,6212,4850700
1032,4764,4389640,6212,4850700
1032,4764,4390450,6212,4851510
1032,4764,4391450,6212,4852510
1033,4772,4392260,6212,4853320
1033,4772,4393260,6212,4854320
1033,4772,4393260,6212,4855320
1033,4772,4394260,6212,4856320
1033,4772,4394260,6212,4857320
1033,4772,4394580,6212,4857640
1033,4772,4395580,6212,4858640
1033,4772,4395580,6212,4859640
1033,4772,4396580,6212,4860640
1033,4772,4397580,6212,4861640
1033,4772,4397580,6212,4861870
1033,4772,4398580,6212,4862870
1034,4780,4399580,6212,4863870
1034,4780,4399580,6212,4863870
1034,4780,4399900,6212,4864190
1034,4780,4400490,6212,4864780
1034,4780,4401140,6212,4865430
1034,4780,4402140,6212,4866430
1034,4780,4403140,6212,4867430
1034,4780,4403140,6212,4867430
1034,4780,4404140,6212,4868430
1034,4780,4405140,6212,4869430
1034,4780,4405140,6212,4869800
1034,4780,4405460,6212,4870120
1034,4780,4406460,6212,4871120
1035,4788,4406920,6212,4871580
1035,4788,4406920,6212,4872580
1035,4788,4407920,6212,4873580
1035,4788,4408920,6212,4874580
1035,4788,4408920,6212,4875390
1035,4788,4409920,6212,4876390
1035,4788,4410920,6212,4877390
1035,4788,4411730,6212,4878200
1035,4788,4412730,6212,4879200
1035,4788,4412730,6212,4880200
1035,4788,4413730,6212,4881200
1036,4796,4414540,6212,4882010
1036,4796,4415350,6212,4882820
1036,4796,4416350,6212,4883820
1036,4796,4416350,6212,4883820
1036,4796,4416580,6212,4884050
1036,4796,4417050,6212,4884520
1036,4796,4418050,6212,4885520
1036,4796,4418050,6212,4885520
1036,4796,4419050,6212,4886520
1036,4796,4420050,6212,4887520
1036,4796,4421050,6212,4888520
1036,4796,4422050,6212,4889520
1037,4804,4422600,6212,4890070
1037,4804,4422920,6212,4890390
1037,4804,4423730,6212,4891200
1037,4804,4423840,6212,4891310
1037,4804,4424490,6212,4891960
1037,4804,4425490,6212,4892960
1037,4804,4426490,6212,4893960
1037,4804,4427490,6212,4894960
1037,4804,4428300,6212,4895770
1037,4804,4428670,6212,4896140
1037,4804,4428670,6212,4896610
1037,4804,4429140,6212,4897080
1038,4812,4430140,6212,4898080
1038,4812,4431140,6212,4899080
1038,4812,4432140,6212,4900080
1038,4812,4433140,6212,4901080
1038,4812,4433140,6212,4901080
1038,4812,4434140,6212,4902080
1038,4812,4434950,6212,4902890
1038,4812,4435500,6212,4903440
1038,4812,4435500,6212,4903440
1038,4812,4436500,6212,4904440
1038,4812,4436500,6212,4904440
1039,4820,4437500,6212,4905440
1039,4820,4438310,6212,4906250
1039,4820,4438780,6212,4906720
1039,4820,4438780,6212,4907190
1039,4820,4439780,6212,4908190
1039,4820,4440780,6212,4909190
1039,4820,4441780,6212,4910190
1039,4820,4442780,6212,4911190
1039,4820,4443780,6212,4912190
1039,4820,4444590,6212,4913000
1040,4828,4445590,6212,4914000
1040,4828,4446060,6212,4914470
1040,4828,4447060,6212,4915470
1040,4828,4447060,6212,4916470
1040,4828,4448060,6212,4917470
1040,4828,4449060,6212,4918470
1040,4828,4449060,6212,4918470
1040,4828,4449870,6212,4919280
1040,4828,4449870,6212,4920280
1040,4828,4450870,6212,4921280
1040,4828,4450870,6212,4921280
1040,4828,4450870,6212,4922280
1040,4828,4451870,6212,4923280
1040,4828,4452340,6212,4923750
1040,4828,4452500,6212,4923910
1041,4836,4453310,6212,4924720
1041,4836,4453530,6212,4924940
1041,4836,4453530,6212,4925750
1041,4836,4454000,6212,4926220
1041,4836,4454000,6212,4926220
1041,4836,4455000,6212,4927220
1041,4836,4456000,6212,4928220
1041,4836,4457000,6212,4929220
1041,4836,4458000,6212,4930220
1041,4836,4458470,6212,4930690
1041,4836,4459470,6212,4931690
1041,4836,4460470,6212,4932690
1042,4844,4461470,6212,4933690
1042,4844,4461470,6212,4934160
1042,4844,4462470,6212,4935160
1042,4844,4463280,6212,4935970
1042,4844,4463750,6212,4936440
1042,4844,4464220,6212,4936910
1042,4844,4465220,6212,4937910
1042,4844,4465540,6212,4938230
1042,4844,4466010,6212,4938700
1042,4844,4467010,6212,4939700
1042,4844,4467010,6212,4940700
1042,4844,4467330,6212,4941020
1042,4844,4467330,6212,4942020
1042,4844,4467440,6212,4942130
1042,4844,4468440,6212,4943130
1043,4852,4469440,6212,4944130
1043,4852,4469760,6212,4944450
1043,4852,4469760,6212,4944450
1043,4852,4470410,6212,4945100
1043,4852,4471410,6212,4946100
1043,4852,4472220,6212,4946910
1043,4852,4473220,6212,4947910
1043,4852,4473220,6212,4947910
1043,4852,4474220,6212,4948910
1043,4852,4474220,6212,4948910
1043,4852,4475220,6212,4949910
1043,4852,4476220,6212,4950910
1044,4860,4477220,6212,4951910
1044,4860,4477220,6212,4952910
1044,4860,4477220,6212,4952910
1044,4860,4477220,6212,4952910
1044,4860,4477690,6212,4953380
1044,4860,4478690,6212,4954380
1044,4860,4479040,6212,4954730
1044,4860,4479200,6212,4954890
1044,4860,4480200,6212,4955890
1044,4860,4481200,6212,4956890
1044,4860,4482200,6212,4957890
1044,4860,4483010,6212,4958700
1044,4860,4484010,6212,4959700
1044,4860,4484010,6212,4959700
1045,4868,4485010,6212,4960700
1045,4868,4485480,6212,4961170
1045,4868,4486290,6212,4961980
1045,4868,4486840,6212,4962530
1045,4868,4487650,6212,4963340
1045,4868,4488650,6212,4964340
1045,4868,4489650,6212,4965340
1045,4868,4489650,6212,4965340
1045,4868,4490650,6212,4966340
1046,4876,4491650,6212,4967340
1046,4876,4492650,6212,4968340
1046,4876,4493460,6212,4969150
1046,4876,4494460,6212,4970150
1046,4876,4495270,6212,4970960
1046,4876,4495750,6212,4971440
1046,4876,4495980,6212,4971670
1046,4876,4496980,6212,4972670
1046,4876,4497630,6212,4973320
1046,4876,4498630,6212,4974320
1047,4884,4499630,6212,4975320
1047,4884,4500630,6212,4976320
1047,4884,4501630,6212,4977320
1047,4884,4502630,6212,4978320
1047,4884,4503630,6212,4979320
1047,4884,4503860,6212,4979550
1047,4884,4504510,6212,4980200
1047,4884,4505320,6212,4981010
1047,4884,4505640,6212,4981330
1047,4884,4505640,6212,4981330
1047,4884,4506640,6212,4982330
1048,4892,4507110,6212,4982800
1048,4892,4508110,6212,4983800
1048,4892,4509110,6212,4984800
1048,4892,4509110,6212,4984800
1048,4892,4509110,6212,4985270
1048,4892,4510110,6212,4986270
1048,4892,4510110,6212,4986270
1048,4892,4510580,6212,4986740
1048,4892,4511580,6212,4987740
1048,4892,4511580,6212,4987740
1048,4892,4512170,6212,4988330
1048,4892,4513170,6212,4989330
1048,4892,4513170,6212,4989330
1048,4892,4514170,6212,4990330
1049,4900,4514820,6212,4990980
1049,4900,4515630,6212,4991790
1049,4900,4516630,6212,4992790
1049,4900,4517630,6212,4993790
1049,4900,4517630,6212,4994790
1049,4900,4518090,6212,4995250
1049,4900,4518900,6212,4996060
