ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a7bf-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
746,2476,2206920,6212,2265650
746,2476,2207380,6212,2266110
746,2476,2207380,6212,2266580
746,2476,2208380,6212,2267580
746,2476,2209380,6212,2268580
746,2476,2210380,6212,2269580
747,2484,2211380,6212,2270580
747,2484,2211380,6212,2270580
747,2484,2212380,6212,2271580
747,2484,2212600,6212,2271800
747,2484,2212600,6212,2271800
747,2484,2212920,6212,2272120
747,2484,2212920,6212,2273120
747,2484,2212920,6212,2273120
747,2484,2213470,6212,2273670
747,2484,2213470,6212,2274670
747,2484,2213940,6212,2275140
748,2492,2214940,6212,2276140
748,2492,2215940,6212,2277140
748,2492,2216940,6212,2278140
748,2492,2217410,6212,2278610
748,2492,2218410,6212,2279610
748,2492,2218730,6212,2279930
748,2492,2219730,6212,2280930
748,2492,2219730,6212,2280930
748,2492,2220730,6212,2281930
748,2492,2220890,6212,2282090
748,2492,2221360,6212,2282560
748,2492,2222360,6212,2283560
748,2492,2222360,6212,2283560
748,2492,2222360,6212,2283560
748,2492,2222360,6212,2284030
748,2492,2223360,6212,2285030
748,2492,2224010,6212,2285680
748,2492,2225010,6212,2286680
748,2492,2225010,6212,2287150
748,2492,2225820,6212,2287960
748,2492,2225820,6212,2288960
748,2492,2226630,6212,2289770
749,2500,2227440,6212,2290580
749,2500,2228440,6212,2291580
749,2500,2229440,6212,2292580
749,2500,2229910,6212,2293050
749,2500,2230910,6212,2294050
749,2500,2231910,6212,2295050
749,2500,2231910,6212,2295370
749,2500,2231910,6212,2295370
749,2500,2232560,6212,2296020
749,2500,2233370,6212,2296830
750,2508,2233690,6212,2297150
750,2508,2234690,6212,2298150
751,2516,2235690,6212,2299150
751,2516,2236690,6212,2300150
752,2524,2237690,6212,2301150
752,2524,2238010,6212,2301470
752,2524,2239010,6212,2302470
752,2524,2239010,6212,2302470
752,2524,2240010,6212,2303470
752,2524,2240010,6212,2303470
752,2524,2241010,6212,2304470
752,2524,2242010,6212,2305470
752,2524,2242820,6212,2306280
752,2524,2243820,6212,2307280
752,2524,2244820,6212,2308280
752,2524,2244820,6212,2308280
752,2524,2245140,6212,2308600
752,2524,2245140,6212,2309410
752,2524,2246140,6212,2310410
752,2524,2247140,6212,2311410
752,2524,2248140,6212,2312410
752,2524,2248950,6212,2313220
752,2524,2248950,6212,2313220
752,2524,2249950,6212,2314220
752,2524,2249950,6212,2314700
752,2524,2250950,6212,2315700
752,2524,2251950,6212,2316700
752,2524,2251950,6212,2317510
752,2524,2252760,6212,2318320
752,2524,2253760,6212,2319320
753,2532,2254760,6212,2320320
753,2532,2255760,6212,2321320
753,2532,2256760,6212,2322320
753,2532,2257760,6212,2323320
753,2532,2258570,6212,2324130
753,2532,2258570,6212,2324130
753,2532,2259570,6212,2325130
753,2532,2260570,6212,2326130
753,2532,2261380,6212,2326940
753,2532,2262380,6212,2327940
753,2532,2262850,6212,2328410
753,2532,2262850,6212,2328410
753,2532,2262850,6212,2329410
754,2540,2263320,6212,2329880
754,2540,2264320,6212,2330880
754,2540,2264910,6212,2331470
754,2540,2264910,6212,2331470
754,2540,2264910,6212,2332280
754,2540,2265720,6212,2333090
754,2540,2265720,6212,2333090
754,2540,2266720,6212,2334090
754,2540,2267190,6212,2334560
754,2540,2267300,6212,2334670
754,2540,2267890,6212,2335260
754,2540,2268890,6212,2336260
754,2540,2269890,6212,2337260
754,2540,2269890,6212,2337260
755,2548,2270890,6212,2338260
755,2548,2270890,6212,2338910
755,2548,2271700,6212,2339720
755,2548,2272700,6212,2340720
756,2556,2273700,6212,2341720
756,2556,2274700,6212,2342720
756,2556,2275700,6212,2343720
756,2556,2276700,6212,2344720
756,2556,2277170,6212,2345190
756,2556,2277820,6212,2345840
756,2556,2281820,6212,2349840
756,2556,2281820,6212,2349840
756,2556,2281820,6212,2350070
756,2556,2282290,6212,2350540
757,2564,2283290,6212,2351540
757,2564,2284290,6212,2352540
757,2564,2284450,6212,2352700
757,2564,2284450,6212,2353510
757,2564,2285450,6212,2354510
757,2564,2285450,6212,2354980
757,2564,2285450,6212,2355790
757,2564,2286450,6212,2356790
757,2564,2286450,6212,2356790
757,2564,2287450,6212,2357790
757,2564,2288450,6212,2358790
757,2564,2288910,6212,2359250
757,2564,2289910,6212,2360250
757,2564,2289910,6212,2360710
757,2564,2290910,6212,2361710
757,2564,2290910,6212,2361710
758,2572,2291910,6212,2362710
758,2572,2292720,6212,2363520
758,2572,2292720,6212,2363520
758,2572,2293720,6212,2364520
758,2572,2294720,6212,2365520
758,2572,2295720,6212,2366520
758,2572,2296720,6212,2367520
758,2572,2296720,6212,2368520
758,2572,2296720,6212,2368520
758,2572,2297720,6212,2369520
758,2572,2297720,6212,2369520
758,2572,2297720,6212,2369520
758,2572,2298530,6212,2370330
758,2572,2299000,6212,2370800
758,2572,2299810,6212,2371610
758,2572,2300810,6212,2372610
758,2572,2301040,6212,2372840
759,2580,2301510,6212,2373310
759,2580,2301510,6212,2373310
759,2580,2301980,6212,2373780
759,2580,2302980,6212,2374780
759,2580,2302980,6212,2375780
759,2580,2303790,6212,2376590
759,2580,2304790,6212,2377590
759,2580,2304790,6212,2378590
759,2580,2304790,6212,2379590
759,2580,2305790,6212,2380590
759,2580,2305790,6212,2380590
759,2580,2306110,6212,2380910
759,2580,2306110,6212,2381380
759,2580,2306580,6212,2381850
759,2580,2307580,6212,2382850
759,2580,2307580,6212,2382850
759,2580,2308580,6212,2383850
759,2580,2309050,6212,2384320
759,2580,2309050,6212,2384320
760,2588,2309700,6212,2384970
760,2588,2310700,6212,2385970
760,2588,2311700,6212,2386970
760,2588,2312700,6212,2387970
760,2588,2313700,6212,2388970
760,2588,2314700,6212,2389970
760,2588,2315700,6212,2390970
760,2588,2315700,6212,2390970
761,2596,2316700,6212,2391970
761,2596,2316700,6212,2391970
761,2596,2317510,6212,2392780
761,2596,2318320,6212,2393590
761,2596,2319320,6212,2394590
761,2596,2320320,6212,2395590
761,2596,2320790,6212,2396060
761,2596,2320790,6212,2396280
762,2604,2321790,6212,2397280
762,2604,2322600,6212,2398090
762,2604,2322600,6212,2398090
762,2604,2322830,6212,2398320
762,2604,2323830,6212,2399320
762,2604,2324830,6212,2400320
762,2604,2324830,6212,2401320
762,2604,2325830,6212,2402320
762,2604,2326830,6212,2403320
762,2604,2327830,6212,2404320
763,2612,2328830,6212,2405320
763,2612,2329640,6212,2406130
763,2612,2330640,6212,2407130
763,2612,2331110,6212,2407600
763,2612,2331110,6212,2408070
763,2612,2332110,6212,2409070
763,2612,2332110,6212,2409070
763,2612,2332110,6212,2409070
763,2612,2332760,6212,2409720
763,2612,2333760,6212,2410720
763,2612,2334230,6212,2411190
763,2612,2335230,6212,2412190
763,2612,2336230,6212,2413190
763,2612,2336550,6212,2413510
763,2612,2336780,6212,2413740
763,2612,2337780,6212,2414740
763,2612,2338780,6212,2415740
763,2612,2338780,6212,2415740
764,2620,2339780,6212,2416740
764,2620,2340780,6212,2417740
764,2620,2341590,6212,2418550
764,2620,2342590,6212,2419550
764,2620,2343590,6212,2420550
764,2620,2344590,6212,2421550
764,2620,2345590,6212,2422550
764,2620,2345590,6212,2423100
764,2620,2345590,6212,2424100
764,2620,2346590,6212,2425100
764,2620,2346590,6212,2425570
764,2620,2346590,6212,2425570
765,2628,2347590,6212,2426570
765,2628,2348590,6212,2427570
765,2628,2348590,6212,2427570
765,2628,2348590,6212,2427800
765,2628,2349590,6212,2428800
765,2628,2349590,6212,2428800
765,2628,2349590,6212,2428800
765,2628,2350400,6212,2429610
765,2628,2351400,6212,2430610
765,2628,2352400,6212,2431610
765,2628,2353050,6212,2432260
765,2628,2353370,6212,2432580
765,2628,2353370,6212,2432580
765,2628,2353370,6212,2433230
765,2628,2354180,6212,2434040
765,2628,2354180,6212,2434040
765,2628,2355180,6212,2435040
765,2628,2355180,6212,2435040
765,2628,2355340,6212,2435200
766,2636,2356340,6212,2436200
766,2636,2356340,6212,2436200
766,2636,2356710,6212,2436570
766,2636,2356710,6212,2436570
766,2636,2357520,6212,2437380
766,2636,2357520,6212,2437380
766,2636,2357680,6212,2437540
766,2636,2358680,6212,2438540
766,2636,2359150,6212,2439010
766,2636,2359630,6212,2439490
766,2636,2360630,6212,2440490
766,2636,2360950,6212,2440810
766,2636,2361950,6212,2441810
766,2636,2362270,6212,2442130
766,2636,2362270,6212,2442940
767,2644,2363270,6212,2443940
767,2644,2364270,6212,2444940
767,2644,2365270,6212,2445940
767,2644,2366080,6212,2446750
767,2644,2367080,6212,2447750
767,2644,2368080,6212,2448750
767,2644,2368080,6212,2449560
767,2644,2368890,6212,2450370
767,2644,2368890,6212,2451180
767,2644,2369890,6212,2452180
767,2644,2369890,6212,2452770
768,2652,2370890,6212,2453770
768,2652,2371890,6212,2454770
768,2652,2372120,6212,2455000
768,2652,2373120,6212,2456000
768,2652,2373120,6212,2456000
768,2652,2373120,6212,2456000
768,2652,2373930,6212,2456810
768,2652,2374930,6212,2457810
768,2652,2375580,6212,2458460
768,2652,2376050,6212,2458930
768,2652,2376420,6212,2459300
768,2652,2377230,6212,2460110
768,2652,2377230,6212,2460430
768,2652,2378230,6212,2461430
769,2660,2379040,6212,2462240
769,2660,2380040,6212,2463240
769,2660,2380850,6212,2464050
769,2660,2380850,6212,2465050
769,2660,2381660,6212,2465860
769,2660,2381660,6212,2466180
769,2660,2382660,6212,2467180
769,2660,2382980,6212,2467500
769,2660,2383980,6212,2468500
769,2660,2383980,6212,2468500
769,2660,2383980,6212,2468500
769,2660,2384300,6212,2468820
769,2660,2385110,6212,2469630
769,2660,2385430,6212,2469950
770,2668,2386430,6212,2470950
770,2668,2386430,6212,2471950
770,2668,2386900,6212,2472420
770,2668,2386900,6212,2472420
770,2668,2387900,6212,2473420
770,2668,2388370,6212,2473890
771,2676,2389370,6212,2474890
771,2676,2390370,6212,2475890
771,2676,2390840,6212,2476360
771,2676,2391840,6212,2477360
771,2676,2392310,6212,2477830
771,2676,2393310,6212,2478830
771,2676,2393960,6212,2479480
771,2676,2394430,6212,2479950
771,2676,2394750,6212,2480270
771,2676,2395750,6212,2481270
771,2676,2396750,6212,2482270
771,2676,2396910,6212,2482430
772,2684,2397910,6212,2483430
772,2684,2398910,6212,2484430
772,2684,2398910,6212,2485430
772,2684,2399720,6212,2486240
772,2684,2400270,6212,2486790
773,2692,2401270,6212,2487790
773,2692,2402270,6212,2488790
773,2692,2402270,6212,2488790
773,2692,2403270,6212,2489790
773,2692,2404270,6212,2490790
773,2692,2404740,6212,2491260
773,2692,2405550,6212,2492070
773,2692,2405550,6212,2492540
773,2692,2406360,6212,2493350
773,2692,2406360,6212,2493350
773,2692,2407360,6212,2494350
773,2692,2407360,6212,2495000
773,2692,2407360,6212,2495810
773,2692,2408360,6212,2496810
773,2692,2409170,6212,2497620
773,2692,2410170,6212,2498620
773,2692,2410170,6212,2498940
773,2692,2411170,6212,2499940
773,2692,2411170,6212,2499940
773,2692,2412170,6212,2500940
774,2700,2413170,6212,2501940
774,2700,2413980,6212,2502750
774,2700,2414300,6212,2503070
774,2700,2415300,6212,2504070
774,2700,2416110,6212,2504880
774,2700,2416580,6212,2505350
774,2700,2417050,6212,2505820
774,2700,2417050,6212,2506290
774,2700,2417050,6212,2506290
775,2708,2418050,6212,2507290
775,2708,2418520,6212,2507760
775,2708,2419520,6212,2508760
775,2708,2419990,6212,2509230
775,2708,2420990,6212,2510230
775,2708,2421460,6212,2510700
775,2708,2421460,6212,2510700
775,2708,2422010,6212,2511250
775,2708,2423010,6212,2512250
775,2708,2424010,6212,2513250
775,2708,2425010,6212,2514250
775,2708,2426010,6212,2515250
775,2708,2426330,6212,2515570
775,2708,2426330,6212,2516570
775,2708,2426330,6212,2516570
775,2708,2426790,6212,2517030
775,2708,2427440,6212,2517680
776,2716,2428440,6212,2518680
776,2716,2429250,6212,2519490
776,2716,2430060,6212,2520300
776,2716,2430060,6212,2520300
776,2716,2431060,6212,2521300
776,2716,2431870,6212,2522110
776,2716,2432870,6212,2523110
776,2716,2433870,6212,2524110
776,2716,2434680,6212,2524920
777,2724,2435270,6212,2525510
777,2724,2436270,6212,2526510
777,2724,2437270,6212,2527510
777,2724,2438080,6212,2528320
777,2724,2439080,6212,2529320
777,2724,2440080,6212,2530320
777,2724,2441080,6212,2531320
777,2724,2441890,6212,2532130
778,2732,2442890,6212,2533130
778,2732,2443350,6212,2533590
778,2732,2444350,6212,2534590
778,2732,2445160,6212,2535400
778,2732,2445160,6212,2536210
778,2732,2446160,6212,2537210
778,2732,2446160,6212,2537210
778,2732,2446160,6212,2537210
778,2732,2447160,6212,2538210
778,2732,2448160,6212,2539210
778,2732,2449160,6212,2540210
778,2732,2449160,6212,2540680
779,2740,2450160,6212,2541680
779,2740,2450160,6212,2542680
779,2740,2450270,6212,2542790
779,2740,2451270,6212,2543790
779,2740,2452270,6212,2544790
779,2740,2453270,6212,2545790
779,2740,2453270,6212,2546790
779,2740,2454270,6212,2547790
779,2740,2454740,6212,2548260
779,2740,2455740,6212,2549260
779,2740,2455740,6212,2550070
779,2740,2456110,6212,2550440
779,2740,2456580,6212,2550910
779,2740,2457040,6212,2551370
779,2740,2457360,6212,2551690
779,2740,2457360,6212,2551690
779,2740,2457360,6212,2551690
779,2740,2457520,6212,2551850
779,2740,2457520,6212,2551850
779,2740,2457520,6212,2552850
779,2740,2458330,6212,2553660
780,2748,2459330,6212,2554660
780,2748,2460330,6212,2555660
780,2748,2460330,6212,2555660
780,2748,2460330,6212,2556660
780,2748,2460800,6212,2557130
780,2748,2461800,6212,2558130
780,2748,2462270,6212,2558600
780,2748,2462270,6212,2558600
780,2748,2462270,6212,2558600
781,2756,2463270,6212,2559600
781,2756,2463270,6212,2560070
781,2756,2463270,6212,2560070
781,2756,2463500,6212,2560300
781,2756,2464500,6212,2561300
781,2756,2464500,6212,2561300
781,2756,2465310,6212,2562110
781,2756,2466310,6212,2563110
781,2756,2466630,6212,2563430
781,2756,2467100,6212,2563900
781,2756,2468100,6212,2564900
781,2756,2468100,6212,2564900
781,2756,2468100,6212,2565900
781,2756,2468100,6212,2566450
781,2756,2468100,6212,2566450
781,2756,2468100,6212,2566450
781,2756,2468570,6212,2566920
781,2756,2469570,6212,2567920
781,2756,2469570,6212,2567920
781,2756,2470570,6212,2568920
781,2756,2471380,6212,2569730
781,2756,2472190,6212,2570540
781,2756,2472190,6212,2570540
781,2756,2473190,6212,2571540
782,2764,2474190,6212,2572540
782,2764,2474190,6212,2573010
782,2764,2475190,6212,2574010
782,2764,2476190,6212,2575010
782,2764,2476660,6212,2575480
782,2764,2476660,6212,2575480
782,2764,2476980,6212,2575800
782,2764,2476980,6212,2575800
782,2764,2476980,6212,2575800
782,2764,2477790,6212,2576610
782,2764,2478270,6212,2577090
782,2764,2478500,6212,2577320
782,2764,2479500,6212,2578320
782,2764,2479500,6212,2578320
782,2764,2480500,6212,2579320
783,2772,2481500,6212,2580320
783,2772,2481660,6212,2580480
783,2772,2482660,6212,2581480
783,2772,2482660,6212,2581480
783,2772,2483120,6212,2581940
783,2772,2483770,6212,2582590
783,2772,2484770,6212,2583590
783,2772,2484770,6212,2584050
783,2772,2485580,6212,2584860
783,2772,2486390,6212,2585670
783,2772,2486390,6212,2585670
783,2772,2487390,6212,2586670
784,2780,2488390,6212,2587670
784,2780,2489390,6212,2588670
784,2780,2490390,6212,2589670
784,2780,2491390,6212,2590670
784,2780,2492390,6212,2591670
784,2780,2492860,6212,2592140
784,2780,2493670,6212,2592950
784,2780,2494670,6212,2593950
784,2780,2495670,6212,2594950
785,2788,2496670,6212,2595950
785,2788,2496670,6212,2595950
785,2788,2496990,6212,2596270
785,2788,2497150,6212,2596430
785,2788,2498150,6212,2597430
785,2788,2499150,6212,2598430
785,2788,2499150,6212,2598430
785,2788,2499800,6212,2599080
785,2788,2499800,6212,2599080
785,2788,2500800,6212,2600080
785,2788,2501270,6212,2600550
785,2788,2502270,6212,2601550
785,2788,2503270,6212,2602550
786,2796,2504080,6212,2603360
786,2796,2505080,6212,2604360
786,2796,2505730,6212,2605010
787,2804,2513730,6212,2613010
787,2804,2514730,6212,2614010
788,2812,2515730,6212,2615010
788,2812,2515730,6212,2615010
788,2812,2516730,6212,2616010
788,2812,2516730,6212,2616010
788,2812,2517730,6212,2617010
788,2812,2518050,6212,2617330
788,2812,2519050,6212,2618330
788,2812,2519050,6212,2618330
788,2812,2520050,6212,2619330
788,2812,2520050,6212,2619330
788,2812,2520050,6212,2620330
788,2812,2521050,6212,2621330
788,2812,2522050,6212,2622330
788,2812,2522050,6212,2622330
788,2812,2522050,6212,2622330
788,2812,2522050,6212,2622330
788,2812,2523050,6212,2623330
788,2812,2523050,6212,2623330
788,2812,2523050,6212,2623330
788,2812,2523860,6212,2624140
788,2812,2523860,6212,2625140
788,2812,2524180,6212,2625460
788,2812,2524990,6212,2626270
788,2812,2525310,6212,2626590
788,2812,2526120,6212,2627400
788,2812,2527120,6212,2628400
789,2820,2528120,6212,2629400
789,2820,2528590,6212,2629870
789,2820,2529590,6212,2630870
789,2820,2530060,6212,2631340
789,2820,2530060,6212,2631340
789,2820,2530170,6212,2631450
789,2820,2530170,6212,2632450
789,2820,2530980,6212,2633260
789,2820,2531790,6212,2634070
789,2820,2532380,6212,2634660
790,2828,2533380,6212,2635660
790,2828,2533380,6212,2635660
790,2828,2534380,6212,2636660
790,2828,2535190,6212,2637470
790,2828,2535190,6212,2637470
790,2828,2536190,6212,2638470
791,2836,2544190,6212,2646470
791,2836,2545190,6212,2647470
791,2836,2546000,6212,2648280
791,2836,2547000,6212,2649280
791,2836,2547000,6212,2649280
791,2836,2547000,6212,2649280
791,2836,2547650,6212,2649930
791,2836,2547810,6212,2650090
791,2836,2548280,6212,2650560
791,2836,2549280,6212,2651560
792,2844,2549930,6212,2652210
792,2844,2550930,6212,2653210
792,2844,2550930,6212,2653210
792,2844,2551930,6212,2654210
792,2844,2552400,6212,2654680
792,2844,2552720,6212,2655000
792,2844,2553720,6212,2656000
792,2844,2554720,6212,2657000
792,2844,2555720,6212,2658000
792,2844,2556720,6212,2659000
792,2844,2557040,6212,2659320
792,2844,2558040,6212,2660320
793,2852,2558690,6212,2660970
793,2852,2559500,6212,2661780
793,2852,2560500,6212,2662780
793,2852,2560960,6212,2663240
793,2852,2560960,6212,2663240
793,2852,2561960,6212,2664240
793,2852,2562010,6212,2664290
793,2852,2563010,6212,2665290
793,2852,2564010,6212,2666290
793,2852,2564010,6212,2666760
793,2852,2565010,6212,2667760
794,2860,2566010,6212,2668760
794,2860,2567010,6212,2669760
794,2860,2567330,6212,2670080
794,2860,2568330,6212,2671080
794,2860,2569330,6212,2672080
794,2860,2569800,6212,2672550
794,2860,2570270,6212,2673020
794,2860,2571270,6212,2674020
794,2860,2572270,6212,2675020
794,2860,2573080,6212,2675830
795,2868,2574080,6212,2676830
795,2868,2574550,6212,2677300
796,2876,2575550,6212,2678300
796,2876,2575550,6212,2678530
796,2876,2576550,6212,2679530
796,2876,2577550,6212,2680530
796,2876,2578550,6212,2681530
796,2876,2578870,6212,2681850
796,2876,2578870,6212,2681850
796,2876,2579870,6212,2682850
796,2876,2579870,6212,2683850
796,2876,2580870,6212,2684850
796,2876,2581870,6212,2685850
796,2876,2582870,6212,2686850
796,2876,2583870,6212,2687850
796,2876,2584870,6212,2688850
796,2876,2585680,6212,2689660
796,2876,2586680,6212,2690660
796,2876,2587680,6212,2691660
796,2876,2588330,6212,2692310
797,2884,2589330,6212,2693310
797,2884,2589330,6212,2693780
797,2884,2589330,6212,2694250
797,2884,2589650,6212,2694570
797,2884,2589650,6212,2695570
797,2884,2590460,6212,2696380
797,2884,2591460,6212,2697380
797,2884,2592460,6212,2698380
797,2884,2593270,6212,2699190
797,2884,2594270,6212,2700190
797,2884,2594270,6212,2700660
797,2884,2594590,6212,2700980
797,2884,2594590,6212,2701980
797,2884,2594590,6212,2701980
797,2884,2594590,6212,2701980
797,2884,2595590,6212,2702980
797,2884,2596060,6212,2703450
798,2892,2597060,6212,2704450
798,2892,2597060,6212,2705450
798,2892,2598060,6212,2706450
798,2892,2598530,6212,2706920
798,2892,2599530,6212,2707920
798,2892,2600530,6212,2708920
798,2892,2601530,6212,2709920
798,2892,2602530,6212,2710920
798,2892,2603530,6212,2711920
798,2892,2604530,6212,2712920
799,2900,2605340,6212,2713730
799,2900,2605340,6212,2714190
799,2900,2605990,6212,2714840
799,2900,2606990,6212,2715840
799,2900,2607990,6212,2716840
799,2900,2607990,6212,2716840
799,2900,2608150,6212,2717000
799,2900,2608470,6212,2717320
799,2900,2608470,6212,2717320
799,2900,2609470,6212,2718320
799,2900,2609470,6212,2719320
799,2900,2609470,6212,2719690
799,2900,2610470,6212,2720690
799,2900,2611280,6212,2721500
799,2900,2611750,6212,2721970
800,2908,2612750,6212,2722970
800,2908,2613400,6212,2723620
800,2908,2614210,6212,2724430
800,2908,2614210,6212,2724900
800,2908,2615210,6212,2725900
800,2908,2615440,6212,2726130
800,2908,2616250,6212,2726940
800,2908,2616720,6212,2727410
800,2908,2617530,6212,2728220
800,2908,2618340,6212,2729030
800,2908,2619150,6212,2729840
801,2916,2620150,6212,2730840
801,2916,2620150,6212,2730840
801,2916,2620150,6212,2731490
801,2916,2621150,6212,2732490
801,2916,2622150,6212,2733490
801,2916,2622960,6212,2734300
801,2916,2623960,6212,2735300
801,2916,2624960,6212,2736300
801,2916,2625960,6212,2737300
801,2916,2625960,6212,2738300
801,2916,2626960,6212,2739300
801,2916,2627280,6212,2739620
802,2924,2628280,6212,2740620
802,2924,2628750,6212,2741090
802,2924,2629750,6212,2742090
802,2924,2630750,6212,2743090
802,2924,2630750,6212,2743900
803,2932,2631750,6212,2744900
803,2932,2632220,6212,2745370
803,2932,2633220,6212,2746370
803,2932,2634220,6212,2747370
803,2932,2635030,6212,2748180
803,2932,2636030,6212,2749180
803,2932,2636490,6212,2749640
803,2932,2637300,6212,2750450
803,2932,2638110,6212,2751260
803,2932,2638430,6212,2751580
803,2932,2639430,6212,2752580
803,2932,2640240,6212,2753390
803,2932,2641050,6212,2754200
804,2940,2641860,6212,2755010
804,2940,2642860,6212,2756010
804,2940,2643330,6212,2756480
804,2940,2644330,6212,2757480
804,2940,2644330,6212,2758290
804,2940,2644330,6212,2758760
804,2940,2645140,6212,2759570
804,2940,2645140,6212,2760380
804,2940,2646140,6212,2761380
804,2940,2646300,6212,2761540
804,2940,2647300,6212,2762540
804,2940,2647770,6212,2763010
804,2940,2648580,6212,2763820
805,2948,2649580,6212,2764820
805,2948,2650230,6212,2765470
805,2948,2650880,6212,2766120
805,2948,2650880,6212,2766930
805,2948,2650880,6212,2766930
805,2948,2650880,6212,2767930
805,2948,2650880,6212,2768930
805,2948,2651880,6212,2769930
805,2948,2652880,6212,2770930
805,2948,2652880,6212,2771740
805,2948,2653110,6212,2771970
805,2948,2654110,6212,2772970
805,2948,2655110,6212,2773970
806,2956,2656110,6212,2774970
806,2956,2656110,6212,2775970
806,2956,2656920,6212,2776780
806,2956,2656920,6212,2777100
806,2956,2657920,6212,2778100
806,2956,2658730,6212,2778910
806,2956,2659730,6212,2779910
806,2956,2660540,6212,2780720
806,2956,2660540,6212,2781720
806,2956,2661350,6212,2782530
806,2956,2661350,6212,2783340
806,2956,2662350,6212,2784340
806,2956,2662350,6212,2785340
806,2956,2662350,6212,2786340
806,2956,2663350,6212,2787340
807,2964,2663810,6212,2787800
807,2964,2664280,6212,2788270
807,2964,2665090,6212,2789080
807,2964,2665560,6212,2789550
807,2964,2665560,6212,2790010
807,2964,2665560,6212,2790010
807,2964,2665880,6212,2790330
807,2964,2666350,6212,2790800
807,2964,2667350,6212,2791800
807,2964,2668350,6212,2792800
807,2964,2668350,6212,2793270
807,2964,2669350,6212,2794270
807,2964,2670350,6212,2795270
807,2964,2670350,6212,2795270
807,2964,2671160,6212,2796080
808,2972,2672160,6212,2797080
808,2972,2672390,6212,2797310
808,2972,2673040,6212,2797960
808,2972,2673500,6212,2798420
808,2972,2673500,6212,2799420
808,2972,2674500,6212,2800420
808,2972,2675500,6212,2801420
808,2972,2676500,6212,2802420
808,2972,2676500,6212,2802420
808,2972,2676970,6212,2802890
808,2972,2677780,6212,2803700
808,2972,2677780,6212,2804700
808,2972,2678590,6212,2805510
809,2980,2679590,6212,2806510
809,2980,2679590,6212,2807510
809,2980,2679590,6212,2808510
809,2980,2679590,6212,2809320
809,2980,2680590,6212,2810320
809,2980,2680590,6212,2811130
809,2980,2681590,6212,2812130
810,2988,2682590,6212,2813130
810,2988,2683240,6212,2813780
810,2988,2683240,6212,2813780
810,2988,2684050,6212,2814590
810,2988,2684860,6212,2815400
810,2988,2684860,6212,2815400
810,2988,2685180,6212,2815720
810,2988,2685410,6212,2815950
810,2988,2685410,6212,2815950
810,2988,2686410,6212,2816950
810,2988,2686410,6212,2816950
810,2988,2687410,6212,2817950
810,2988,2687410,6212,2818950
810,2988,2687410,6212,2819950
810,2988,2687880,6212,2820420
810,2988,2688690,6212,2821230
810,2988,2688920,6212,2821460
810,2988,2688920,6212,2822110
810,2988,2689920,6212,2823110
810,2988,2690920,6212,2824110
810,2988,2690920,6212,2824920
810,2988,2690920,6212,2825730
810,2988,2691920,6212,2826730
810,2988,2692730,6212,2827540
810,2988,2693200,6212,2828010
810,2988,2693340,6212,2828150
810,2988,2693340,6212,2828960
811,2996,2694150,6212,2829770
811,2996,2695150,6212,2830770
811,2996,2696150,6212,2831770
811,2996,2696610,6212,2832230
811,2996,2697610,6212,2833230
811,2996,2698610,6212,2834230
811,2996,2698930,6212,2834550
811,2996,2699930,6212,2835550
811,2996,2700410,6212,2836030
812,3004,2701410,6212,2837030
812,3004,2702410,6212,2838030
812,3004,2703410,6212,2839030
812,3004,2704410,6212,2840030
812,3004,2705220,6212,2840840
812,3004,2706030,6212,2841650
812,3004,2706840,6212,2842460
812,3004,2707840,6212,2843460
812,3004,2707840,6212,2843460
812,3004,2707840,6212,2844460
812,3004,2708310,6212,2844930
813,3012,2709310,6212,2845930
813,3012,2710120,6212,2846740
813,3012,2710490,6212,2847110
813,3012,2710490,6212,2848110
813,3012,2711300,6212,2848920
813,3012,2711300,6212,2848920
813,3012,2711300,6212,2848920
813,3012,2711300,6212,2848920
813,3012,2711620,6212,2849240
813,3012,2711620,6212,2849240
813,3012,2712620,6212,2850240
813,3012,2712850,6212,2850470
813,3012,2712850,6212,2850940
813,3012,2713660,6212,2851750
813,3012,2714660,6212,2852750
813,3012,2714660,6212,2853750
813,3012,2714660,6212,2853750
813,3012,2714660,6212,2853750
813,3012,2714660,6212,2854400
813,3012,2714980,6212,2854720
813,3012,2715980,6212,2855720
814,3020,2716450,6212,2856190
814,3020,2716450,6212,2857190
814,3020,2716450,6212,2858190
814,3020,2716450,6212,2859190
814,3020,2716450,6212,2859190
814,3020,2716450,6212,2860190
814,3020,2717450,6212,2861190
814,3020,2717920,6212,2861660
