ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
879714.42,14.16,1.47,588033.72,9.47
879082.93,14.16,1.46,587294.56,9.46
878981.44,14.16,1.46,587085.4,9.45
878787.93,14.15,1.46,586899.9,9.45
878606.44,14.15,1.46,586610.74,9.45
878437.45,14.15,1.46,586496.42,9.45
878243.94,14.15,1.46,586339.41,9.45
877612.45,14.14,1.45,585600.25,9.44
877612.45,14.14,1.45,585378.89,9.43
877443.46,14.14,1.45,585248.36,9.43
877688.48,14.15,1.46,585478.82,9.44
877056.99,14.14,1.45,584869.57,9.43
876888.0,14.14,1.45,584755.25,9.43
876256.5,14.13,1.44,584016.09,9.42
875951.22,14.13,1.44,583604.18,9.42
875951.22,14.13,1.44,583604.18,9.42
875508.49,14.13,1.43,583053.78,9.41
875349.73,14.12,1.43,582895.01,9.41
874718.24,14.12,1.42,582155.85,9.39
874067.27,14.11,1.42,581741.64,9.39
873821.34,14.11,1.42,581388.03,9.39
873627.83,14.11,1.42,581231.03,9.39
873468.94,14.11,1.42,581317.67,9.39
873026.21,14.11,1.41,580767.27,9.38
872822.61,14.1,1.41,580487.07,9.38
872822.61,14.1,1.41,580487.07,9.38
872653.62,14.1,1.41,580372.76,9.38
872210.89,14.1,1.41,579822.36,9.37
872017.38,14.1,1.41,579665.35,9.37
871385.89,14.09,1.4,579056.1,9.36
871216.9,14.09,1.4,578941.78,9.36
870838.38,14.08,1.39,578630.53,9.36
870395.66,14.08,1.39,578080.13,9.35
870294.17,14.08,1.39,577870.97,9.35
870048.23,14.08,1.38,577654.04,9.35
869854.72,14.08,1.38,577497.03,9.34
869559.17,14.07,1.38,577194.7,9.34
869828.7,14.08,1.38,577225.76,9.34
869197.21,14.07,1.38,576486.59,9.33
869003.7,14.07,1.38,576555.47,9.33
868834.71,14.07,1.38,576469.64,9.33
868834.71,14.07,1.38,576469.64,9.33
868539.15,14.06,1.37,576174.08,9.33
867378.57,14.06,1.37,575519.11,9.33
866747.08,14.05,1.36,574779.94,9.32
866553.57,14.05,1.36,574594.45,9.32
865538.19,14.06,1.36,574332.33,9.33
865369.2,14.06,1.36,574131.93,9.33
865369.2,14.06,1.36,574131.93,9.33
864990.68,14.05,1.36,573820.67,9.32
864359.19,14.04,1.35,573081.51,9.31
864359.19,14.04,1.35,573081.51,9.31
863343.8,14.04,1.35,572598.04,9.31
862712.31,14.04,1.34,571858.87,9.3
862518.8,14.04,1.34,571789.36,9.3
862518.8,14.04,1.34,571789.36,9.3
862076.08,14.03,1.34,571238.96,9.3
861444.59,14.02,1.33,570499.8,9.29
861714.12,14.03,1.33,570530.85,9.29
861082.63,14.02,1.33,569791.69,9.28
860889.12,14.02,1.33,569928.48,9.28
860526.62,14.02,1.32,569657.15,9.28
860296.73,14.01,1.32,569399.97,9.28
860296.73,14.01,1.32,569399.97,9.28
860127.74,14.01,1.32,569198.16,9.27
860465.48,14.02,1.33,569674.15,9.28
859928.22,14.01,1.32,568918.67,9.27
859793.13,14.01,1.32,568845.75,9.27
859470.51,14.01,1.32,568482.23,9.27
859301.52,14.01,1.32,568367.91,9.27
859301.52,14.01,1.32,568367.91,9.27
859546.54,14.01,1.32,568582.16,9.27
859184.04,14.01,1.32,568310.83,9.27
858168.65,14.01,1.32,567852.87,9.27
858168.65,14.01,1.32,567852.87,9.27
857999.66,14.01,1.32,567648.13,9.27
857806.15,14.01,1.32,567581.55,9.27
857965.16,14.02,1.32,567556.16,9.27
857771.65,14.02,1.32,567632.62,9.28
857930.66,14.02,1.33,567607.23,9.28
857930.66,14.02,1.33,567607.23,9.28
857737.15,14.02,1.33,567683.69,9.28
857568.16,14.02,1.33,567481.88,9.28
857360.16,14.02,1.32,567279.48,9.27
856832.61,14.01,1.32,566751.93,9.27
856836.46,14.01,1.32,566565.17,9.26
856836.46,14.01,1.32,566565.17,9.26
856642.95,14.01,1.32,566495.65,9.26
856473.96,14.01,1.32,566291.67,9.26
856473.96,14.01,1.32,566291.67,9.26
855458.58,14.01,1.32,565808.2,9.27
855458.58,14.01,1.32,565808.2,9.27
855080.05,14.01,1.31,565496.95,9.26
854886.54,14.0,1.31,565429.6,9.26
854886.54,14.0,1.31,565429.6,9.26
854235.58,14.0,1.31,565015.39,9.26
854576.72,14.01,1.32,564865.79,9.26
853958.07,14.0,1.31,564219.53,9.25
853784.51,14.0,1.31,563568.21,9.24
853497.73,14.0,1.31,563202.39,9.24
853304.22,14.0,1.31,563600.22,9.25
853319.43,14.0,1.31,563127.37,9.24
853319.43,14.0,1.31,563127.37,9.24
853032.65,14.0,1.31,562771.85,9.23
852863.66,14.0,1.3,562641.32,9.23
852670.15,14.0,1.3,562500.53,9.23
852501.16,14.0,1.3,562298.72,9.23
852307.65,13.99,1.3,562229.2,9.23
852134.1,13.99,1.3,561577.88,9.22
851847.32,13.99,1.3,561212.06,9.22
851496.15,13.99,1.29,560831.17,9.21
851327.16,13.99,1.29,560716.85,9.21
851133.65,13.99,1.29,560559.84,9.21
851133.65,13.99,1.29,560559.84,9.21
850964.66,13.99,1.29,560355.1,9.21
850791.1,13.98,1.29,559618.86,9.2
850504.32,13.98,1.29,559337.97,9.2
849488.93,13.98,1.29,558854.5,9.2
849295.42,13.98,1.29,558787.91,9.2
847993.5,13.98,1.29,557832.42,9.2
847819.94,13.98,1.29,557096.18,9.19
847521.94,13.98,1.28,556803.78,9.18
847352.95,13.97,1.28,556718.12,9.18
847448.19,13.98,1.29,556826.73,9.18
846739.05,13.98,1.28,555545.2,9.17
846376.55,13.97,1.28,555273.88,9.17
846621.56,13.98,1.29,555475.8,9.17
846243.04,13.97,1.28,555148.21,9.17
846039.86,13.97,1.28,554937.54,9.16
845870.87,13.97,1.28,554823.22,9.16
845677.36,13.97,1.28,554666.22,9.16
845217.03,13.97,1.27,553649.08,9.15
845048.04,13.97,1.27,553444.34,9.15
845063.25,13.97,1.28,552971.49,9.14
845063.25,13.97,1.28,552971.49,9.14
844777.7,13.97,1.27,552617.2,9.14
845022.71,13.97,1.28,552991.11,9.14
844853.72,13.97,1.28,552789.3,9.14
844623.84,13.97,1.28,552534.84,9.14
844430.33,13.97,1.27,552465.32,9.14
844680.62,13.97,1.28,552301.65,9.14
844550.57,13.97,1.28,551352.89,9.12
844550.57,13.97,1.28,551352.89,9.12
844357.06,13.97,1.28,551663.5,9.13
844188.07,13.97,1.28,551549.19,9.13
844433.08,13.98,1.28,551763.43,9.13
844264.09,13.98,1.28,551558.69,9.13
843248.71,13.98,1.28,551075.22,9.13
842870.18,13.97,1.28,550763.97,9.13
842676.67,13.97,1.28,550697.38,9.13
842507.68,13.97,1.28,550495.57,9.13
842314.17,13.97,1.28,550426.06,9.13
842334.55,13.97,1.28,550753.79,9.14
842165.56,13.97,1.28,550549.05,9.13
842421.19,13.98,1.28,550681.46,9.14
842666.21,13.98,1.29,551054.05,9.14
842497.22,13.98,1.29,550852.24,9.14
842512.43,13.98,1.29,550379.38,9.13
842133.9,13.98,1.29,550000.21,9.13
841847.12,13.98,1.28,549644.7,9.12
841653.61,13.98,1.28,549575.18,9.13
841480.06,13.97,1.28,548838.94,9.11
841191.59,13.97,1.28,548543.36,9.11
841191.59,13.97,1.28,548543.36,9.11
841286.82,13.98,1.29,548651.97,9.12
840947.55,13.97,1.28,548313.7,9.11
840778.56,13.97,1.28,548381.79,9.11
840575.38,13.97,1.28,548171.11,9.11
840381.87,13.97,1.28,547984.4,9.11
840651.4,13.97,1.28,548013.95,9.11
840602.63,13.97,1.28,547965.19,9.11
840602.63,13.97,1.28,547965.19,9.11
840597.89,13.98,1.28,548168.66,9.11
840428.9,13.97,1.28,547964.68,9.11
840428.9,13.97,1.28,547964.68,9.11
840235.39,13.97,1.28,547897.33,9.11
840066.4,13.97,1.28,547766.8,9.11
839687.88,13.97,1.28,547506.6,9.11
839494.37,13.97,1.27,547365.8,9.11
839763.9,13.97,1.28,547396.86,9.11
839605.26,13.97,1.28,547264.88,9.11
839431.71,13.97,1.28,546528.63,9.1
839431.71,13.97,1.28,546528.63,9.1
838416.32,13.97,1.28,546045.16,9.1
838129.54,13.97,1.28,545764.27,9.1
837936.03,13.97,1.28,545854.55,9.1
838186.32,13.97,1.28,545690.88,9.1
837992.81,13.97,1.28,546001.49,9.1
837823.82,13.97,1.28,545887.17,9.1
837630.31,13.97,1.28,545730.16,9.1
837818.81,13.98,1.28,545874.7,9.11
837649.82,13.98,1.28,545760.38,9.11
837456.31,13.97,1.28,545603.37,9.1
837287.32,13.97,1.28,545517.54,9.1
837093.81,13.97,1.28,545332.05,9.1
836804.53,13.97,1.28,545043.78,9.1
836635.54,13.97,1.28,544929.46,9.1
836442.03,13.97,1.28,544772.46,9.1
836306.94,13.97,1.28,544403.02,9.09
836137.95,13.97,1.27,544288.7,9.09
835849.49,13.97,1.27,543993.12,9.09
836008.49,13.97,1.28,544291.79,9.1
836003.75,13.97,1.28,544356.24,9.1
835795.75,13.97,1.28,544177.61,9.1
835930.24,13.97,1.28,544343.0,9.1
835761.25,13.97,1.28,544228.68,9.1
835631.2,13.97,1.28,544272.84,9.1
835262.68,13.97,1.28,543950.18,9.1
835262.68,13.97,1.28,543950.18,9.1
835094.29,13.97,1.28,543347.92,9.09
834818.69,13.97,1.27,542993.93,9.08
834813.95,13.97,1.28,543001.57,9.09
834644.96,13.97,1.27,542915.74,9.09
834451.45,13.97,1.27,542730.24,9.08
834153.45,13.96,1.27,542437.85,9.08
833861.44,13.96,1.27,542197.88,9.08
833572.98,13.96,1.27,541902.29,9.07
833572.98,13.96,1.27,541902.29,9.07
833403.99,13.96,1.26,541973.09,9.08
833210.48,13.96,1.26,541783.67,9.07
833041.49,13.96,1.26,541669.35,9.07
832847.98,13.95,1.26,541512.34,9.07
833006.98,13.96,1.27,541486.95,9.07
831991.6,13.96,1.27,541003.48,9.08
831798.09,13.96,1.27,541079.94,9.08
831629.1,13.96,1.27,540965.63,9.08
831435.59,13.96,1.27,540808.62,9.08
831435.59,13.96,1.27,540808.62,9.08
831450.8,13.96,1.27,540335.77,9.07
831281.81,13.96,1.27,540131.03,9.07
831281.81,13.96,1.27,540131.03,9.07
831183.8,13.96,1.27,539955.83,9.07
830990.29,13.96,1.27,539889.24,9.07
831178.79,13.96,1.27,540033.77,9.07
831009.8,13.96,1.27,539947.94,9.07
830816.29,13.96,1.27,539762.45,9.07
830647.3,13.96,1.27,539648.13,9.07
830892.31,13.97,1.27,539862.38,9.08
831051.32,13.97,1.28,539836.99,9.08
831046.58,13.97,1.28,540099.29,9.08
830873.02,13.97,1.28,539363.05,9.07
830704.03,13.97,1.28,539158.31,9.07
830417.25,13.97,1.28,538877.42,9.07
829401.87,13.97,1.28,538393.94,9.07
829208.36,13.97,1.28,538327.36,9.07
829039.37,13.97,1.28,538125.55,9.07
828845.86,13.97,1.28,538056.03,9.07
828861.06,13.97,1.28,537583.18,9.06
828692.07,13.97,1.28,537378.44,9.06
828313.55,13.97,1.27,537067.19,9.06
828028.0,13.96,1.27,536712.9,9.05
828028.0,13.96,1.27,536712.9,9.05
827834.5,13.96,1.27,536646.32,9.05
827665.5,13.96,1.27,536532.0,9.05
827472.0,13.96,1.27,536374.99,9.05
827472.0,13.96,1.27,536374.99,9.05
827472.0,13.96,1.27,536374.99,9.05
827422.0,13.96,1.27,536324.99,9.05
827248.44,13.96,1.27,535673.67,9.04
827079.45,13.96,1.27,535588.03,9.04
826781.45,13.95,1.26,535295.63,9.03
826494.67,13.95,1.26,534929.81,9.03
826301.16,13.95,1.26,534744.13,9.03
826132.17,13.95,1.26,534629.82,9.03
826132.17,13.95,1.26,534629.82,9.03
826147.38,13.95,1.26,534156.96,9.02
826147.38,13.95,1.26,534156.96,9.02
825988.74,13.95,1.26,534024.98,9.02
825795.23,13.95,1.26,533867.97,9.02
825795.23,13.95,1.26,533867.97,9.02
825697.22,13.95,1.26,533692.77,9.02
825697.22,13.95,1.26,533692.77,9.02
824681.84,13.95,1.26,533209.3,9.02
824014.05,13.95,1.26,532603.83,9.02
823840.49,13.95,1.26,531867.59,9.01
823840.49,13.95,1.26,531867.59,9.01
823903.71,13.95,1.26,531936.7,9.01
823541.21,13.95,1.26,531665.37,9.01
823541.21,13.95,1.26,531665.37,9.01
823560.99,13.95,1.26,531658.99,9.01
823367.48,13.95,1.26,531558.7,9.01
823367.48,13.95,1.26,531558.7,9.01
823198.49,13.95,1.26,531359.21,9.01
823198.49,13.95,1.26,531359.21,9.01
823004.98,13.95,1.26,531287.37,9.01
823163.99,13.95,1.26,531261.98,9.01
822970.48,13.95,1.26,531339.62,9.01
822801.49,13.95,1.26,531209.09,9.01
822607.98,13.95,1.26,531068.29,9.01
822309.98,13.95,1.26,530750.7,9.0
822579.51,13.95,1.26,530781.76,9.0
822714.0,13.96,1.27,531095.8,9.01
822506.0,13.95,1.26,530892.23,9.01
822127.48,13.95,1.26,530656.71,9.0
821958.49,13.95,1.26,530542.4,9.0
821307.53,13.95,1.25,530128.19,9.0
821322.73,13.95,1.26,529655.34,9.0
821534.36,13.95,1.26,529788.13,9.0
821074.02,13.95,1.26,528770.99,8.98
820880.51,13.95,1.26,528613.98,8.98
820518.01,13.95,1.26,528342.66,8.98
820661.28,13.95,1.26,528048.99,8.98
820757.68,13.96,1.26,528025.52,8.98
820777.45,13.96,1.27,528019.14,8.98
820583.94,13.96,1.26,527918.85,8.98
820853.48,13.96,1.27,527948.4,8.98
820659.97,13.96,1.27,528086.69,8.98
820281.44,13.96,1.26,527707.52,8.98
820112.45,13.96,1.26,527593.2,8.98
819461.49,13.95,1.26,527179.0,8.98
819174.32,13.95,1.26,526901.92,8.97
818980.81,13.95,1.26,526744.91,8.97
818782.81,13.95,1.25,526554.01,8.97
818613.82,13.95,1.25,526423.47,8.97
818613.82,13.95,1.25,526423.47,8.97
818440.26,13.95,1.25,525772.16,8.96
818440.26,13.95,1.25,525772.16,8.96
818153.49,13.94,1.25,525406.34,8.95
818398.5,13.95,1.26,525636.8,8.96
818229.51,13.95,1.26,525505.29,8.96
817850.99,13.94,1.25,525194.04,8.95
817657.48,13.94,1.25,525054.22,8.95
817657.48,13.94,1.25,525054.22,8.95
817488.49,13.94,1.25,524939.9,8.95
817294.98,13.94,1.25,524782.89,8.95
817556.24,13.95,1.25,524945.24,8.95
817264.23,13.94,1.25,524705.27,8.95
816248.84,13.94,1.25,524221.8,8.95
815233.46,13.94,1.25,523763.83,8.96
815039.95,13.94,1.25,523694.41,8.96
814870.96,13.94,1.25,523489.67,8.96
814870.96,13.94,1.25,523489.67,8.96
814677.45,13.94,1.25,523423.09,8.96
813662.06,13.94,1.25,522939.62,8.96
812646.68,13.95,1.25,522481.65,8.97
812477.69,13.95,1.25,522276.91,8.96
812097.44,13.94,1.25,521962.66,8.96
811903.93,13.94,1.25,521896.08,8.96
811903.93,13.94,1.25,521896.08,8.96
812173.46,13.94,1.25,521927.13,8.96
812173.46,13.94,1.25,521927.13,8.96
812173.46,13.94,1.25,521927.13,8.96
812173.46,13.94,1.25,521927.13,8.96
811979.95,13.94,1.25,521996.01,8.96
811810.96,13.94,1.25,521794.2,8.96
811617.45,13.94,1.25,521724.68,8.96
811448.46,13.94,1.25,521519.94,8.96
811254.95,13.94,1.25,521453.36,8.96
811447.85,13.95,1.25,521458.55,8.96
811069.33,13.94,1.25,521147.3,8.96
811069.33,13.94,1.25,521147.3,8.96
810900.34,13.94,1.25,521016.76,8.96
811145.35,13.95,1.25,521247.23,8.96
810766.83,13.94,1.25,520935.97,8.96
811036.36,13.95,1.25,520965.52,8.96
810842.85,13.94,1.25,521103.94,8.96
810464.33,13.94,1.25,520724.65,8.96
810295.34,13.94,1.25,520519.91,8.95
808993.42,13.94,1.24,519564.42,8.95
809008.63,13.94,1.25,519091.57,8.94
808815.12,13.94,1.24,519024.98,8.94
808633.58,13.93,1.24,518191.3,8.93
808348.04,13.93,1.24,517837.02,8.93
808174.48,13.93,1.24,517100.77,8.91
808470.03,13.94,1.25,517442.39,8.92
808301.04,13.94,1.24,517311.86,8.92
808107.53,13.94,1.24,517171.06,8.92
807938.54,13.94,1.24,516966.33,8.92
806923.16,13.94,1.24,516508.36,8.92
806923.16,13.94,1.24,516508.36,8.92
806560.83,13.93,1.24,516105.85,8.91
806425.73,13.93,1.24,515950.76,8.91
806560.22,13.94,1.24,516206.57,8.92
806575.43,13.94,1.25,515733.72,8.91
806406.44,13.94,1.25,515554.89,8.91
806119.66,13.94,1.24,515195.15,8.91
805995.62,13.94,1.24,514983.37,8.9
806003.14,13.94,1.25,514708.65,8.9
805878.02,13.94,1.25,515566.64,8.92
805897.79,13.94,1.25,516007.94,8.93
805704.28,13.94,1.25,515806.82,8.92
805510.78,13.94,1.25,515715.73,8.92
805341.78,13.94,1.25,515510.99,8.92
805148.28,13.94,1.24,515444.4,8.92
805163.48,13.94,1.25,514971.55,8.92
805407.94,13.94,1.25,515147.27,8.92
805427.72,13.95,1.25,515140.88,8.92
804125.79,13.94,1.25,514185.39,8.92
804370.81,13.95,1.26,514424.8,8.92
804240.76,13.95,1.26,513558.21,8.91
804071.77,13.95,1.26,513443.9,8.91
803878.26,13.95,1.26,513286.89,8.91
803580.26,13.94,1.25,512994.49,8.9
803580.26,13.94,1.25,512994.49,8.9
803580.26,13.94,1.25,512994.49,8.9
803611.81,13.95,1.25,513335.3,8.91
803513.8,13.95,1.25,513112.17,8.91
803145.28,13.94,1.25,512861.73,8.9
802979.89,13.94,1.25,512128.64,8.89
803249.43,13.95,1.25,512159.69,8.89
803088.37,13.95,1.25,511809.82,8.89
802941.95,13.94,1.25,511915.75,8.89
802941.95,13.94,1.25,511915.75,8.89
802748.44,13.94,1.25,511781.49,8.89
802600.0,13.94,1.25,511920.91,8.89
802554.51,13.94,1.25,511767.48,8.89
802824.05,13.95,1.26,511798.53,8.89
802958.54,13.95,1.26,512112.57,8.9
802789.55,13.95,1.26,511907.84,8.9
802812.93,13.96,1.26,511303.61,8.89
802812.93,13.96,1.26,511303.61,8.89
802619.42,13.95,1.26,511237.02,8.89
802250.9,13.95,1.26,511012.15,8.89
802258.41,13.95,1.26,510683.05,8.88
802288.28,13.95,1.26,510509.96,8.88
802273.45,13.96,1.26,511092.82,8.89
802104.46,13.95,1.26,511006.99,8.89
801882.35,13.95,1.26,510802.94,8.89
800866.97,13.95,1.26,510319.47,8.89
801092.74,13.96,1.27,510496.14,8.9
801092.74,13.96,1.27,510496.14,8.9
800923.75,13.96,1.27,510381.82,8.89
800923.75,13.96,1.27,510381.82,8.89
800730.24,13.96,1.26,510224.81,8.89
800730.24,13.96,1.26,510224.81,8.89
800561.25,13.96,1.26,510023.0,8.89
800561.25,13.96,1.26,510023.0,8.89
800556.5,13.96,1.27,510139.04,8.89
800576.28,13.96,1.27,510132.65,8.9
800382.77,13.96,1.27,510032.36,8.9
800213.78,13.96,1.27,509918.04,8.9
800020.27,13.96,1.27,509761.04,8.89
800020.27,13.96,1.27,509761.04,8.89
800179.28,13.96,1.27,509735.65,8.89
800179.28,13.96,1.27,509735.65,8.89
800005.72,13.96,1.27,508999.41,8.88
800220.21,13.97,1.27,509234.04,8.89
800026.7,13.97,1.27,509310.65,8.89
799857.71,13.97,1.27,509108.84,8.89
799852.97,13.97,1.28,509224.87,8.89
799683.98,13.97,1.27,509110.55,8.89
799033.02,13.97,1.27,508696.35,8.89
798839.51,13.96,1.27,508539.34,8.89
798839.51,13.96,1.27,508539.34,8.89
797824.12,13.97,1.27,508055.87,8.89
797655.13,13.97,1.27,507851.13,8.89
796987.34,13.96,1.27,507245.66,8.89
797232.36,13.97,1.28,507618.46,8.89
797063.37,13.97,1.28,507504.14,8.89
796869.86,13.97,1.28,507347.13,8.89
796700.87,13.97,1.27,507145.32,8.89
796502.87,13.96,1.27,506953.77,8.89
796309.36,13.96,1.27,506884.26,8.89
796140.37,13.96,1.27,506798.43,8.89
796135.63,13.96,1.27,506798.48,8.89
795966.64,13.96,1.27,506596.3,8.89
795773.13,13.96,1.27,506527.16,8.89
795599.57,13.96,1.27,505875.84,8.88
795312.79,13.96,1.27,505510.02,8.87
795143.8,13.96,1.27,505379.49,8.87
794941.96,13.96,1.26,505230.89,8.87
794937.21,13.96,1.27,505254.75,8.87
794956.99,13.96,1.27,505248.36,8.87
794952.25,13.96,1.27,505312.72,8.88
794284.46,13.96,1.27,504707.26,8.87
794115.47,13.96,1.27,504503.28,8.87
793817.47,13.96,1.26,504210.73,8.86
793438.95,13.95,1.26,503831.35,8.86
793692.23,13.96,1.26,504212.63,8.87
793523.24,13.96,1.26,504126.8,8.87
792507.86,13.96,1.26,503643.33,8.87
792314.35,13.96,1.26,503457.83,8.87
792145.36,13.96,1.26,503326.33,8.87
791951.85,13.95,1.26,503186.51,8.87
791967.06,13.96,1.26,502713.66,8.86
791967.06,13.96,1.26,502713.66,8.86
791680.28,13.95,1.26,502353.91,8.85
791479.01,13.95,1.26,502138.38,8.85
791310.02,13.95,1.26,501933.65,8.85
790947.52,13.95,1.26,501662.32,8.85
790580.72,13.94,1.25,501293.69,8.84
790387.21,13.94,1.25,501227.11,8.84
790218.22,13.94,1.25,501112.79,8.84
790024.71,13.94,1.25,500955.78,8.84
790302.52,13.95,1.26,500862.94,8.84
790109.01,13.95,1.25,501133.81,8.85
789935.45,13.95,1.25,500482.49,8.84
789558.65,13.94,1.25,500103.14,8.83
789460.64,13.94,1.25,499921.86,8.83
789291.65,13.94,1.25,499807.54,8.83
789118.09,13.94,1.25,499156.23,8.82
789181.31,13.94,1.25,499140.41,8.82
788987.81,13.94,1.25,498983.4,8.82
788818.81,13.94,1.25,498783.91,8.82
788625.31,13.94,1.25,498712.08,8.82
788640.51,13.94,1.25,498239.22,8.81
788354.97,13.94,1.25,497884.94,8.8
788624.5,13.95,1.25,497915.99,8.8
788245.98,13.94,1.25,497684.19,8.8
788471.75,13.95,1.25,498089.84,8.81
788302.76,13.94,1.25,497888.03,8.81
788109.25,13.94,1.25,497818.52,8.81
788109.25,13.94,1.25,497818.52,8.81
788317.7,13.95,1.26,497112.36,8.8
788058.91,13.95,1.25,497211.38,8.8
788058.91,13.95,1.25,497211.38,8.8
787738.91,13.94,1.25,496891.38,8.79
787738.91,13.94,1.25,496891.38,8.79
788008.44,13.95,1.26,496920.93,8.8
787814.94,13.95,1.25,496991.31,8.8
787436.41,13.94,1.25,496680.05,8.79
787451.62,13.94,1.25,496207.2,8.79
787451.62,13.94,1.25,496207.2,8.79
787164.84,13.94,1.25,495851.68,8.78
787434.37,13.95,1.25,495882.74,8.78
787449.58,13.95,1.26,495409.89,8.78
787162.81,13.95,1.25,495054.37,8.77
786969.3,13.95,1.25,495191.16,8.78
786680.02,13.94,1.25,494904.93,8.77
786301.49,13.94,1.24,494525.76,8.76
785286.11,13.94,1.25,494042.29,8.77
785117.12,13.94,1.24,493927.97,8.77
784923.61,13.94,1.24,493770.97,8.77
784764.65,13.93,1.24,493632.31,8.76
784595.66,13.93,1.24,493430.5,8.76
784840.67,13.94,1.25,493800.16,8.77
784840.67,13.94,1.25,493800.16,8.77
784671.68,13.94,1.25,493669.63,8.77
784686.89,13.94,1.25,493196.77,8.76
784401.34,13.94,1.25,492842.49,8.76
784207.83,13.94,1.24,492701.7,8.76
783977.95,13.93,1.24,492444.51,8.75
783808.96,13.93,1.24,492239.77,8.75
783615.45,13.93,1.24,492173.18,8.75
783446.46,13.93,1.24,491968.44,8.75
782795.5,13.93,1.24,491554.24,8.75
782795.5,13.93,1.24,491554.24,8.75
782601.99,13.93,1.24,491487.65,8.75
781586.6,13.93,1.24,491004.18,8.75
781586.6,13.93,1.24,491004.18,8.75
780877.47,13.93,1.24,489722.65,8.73
780708.48,13.93,1.24,489592.12,8.73
780514.97,13.93,1.23,489451.32,8.73
780341.41,13.93,1.23,488800.01,8.72
780172.42,13.93,1.23,488595.27,8.72
780074.41,13.93,1.23,488413.99,8.72
779423.44,13.92,1.23,487999.78,8.72
779438.65,13.93,1.23,487526.93,8.71
779153.11,13.92,1.23,487172.65,8.71
779490.85,13.93,1.24,487651.56,8.72
779321.86,13.93,1.24,487446.82,8.71
779128.35,13.93,1.24,487380.24,8.71
778959.36,13.93,1.24,487294.41,8.71
778785.8,13.93,1.24,486643.09,8.7
778499.02,13.93,1.23,486277.27,8.7
778305.51,13.92,1.23,486091.78,8.7
778136.52,13.92,1.23,486005.95,8.7
777943.01,13.92,1.23,485820.45,8.69
777943.01,13.92,1.23,485820.45,8.69
777774.02,13.92,1.23,485620.96,8.69
777580.51,13.92,1.23,485549.13,8.69
777595.72,13.92,1.23,485076.27,8.69
777426.73,13.92,1.23,484990.44,8.69
777141.19,13.92,1.23,484636.16,8.68
777141.19,13.92,1.23,484636.16,8.68
777141.19,13.92,1.23,484636.16,8.68
776947.68,13.92,1.23,484450.66,8.68
776627.68,13.91,1.22,484130.66,8.67
776627.68,13.91,1.22,484130.66,8.67
776642.88,13.92,1.22,483657.81,8.67
776413.47,13.91,1.22,483374.8,8.66
776127.93,13.91,1.22,483020.52,8.66
775958.94,13.91,1.22,482824.6,8.66
775958.94,13.91,1.22,482824.6,8.66
776093.43,13.91,1.22,483075.66,8.66
775924.44,13.91,1.22,482961.34,8.66
775730.93,13.91,1.22,482804.34,8.66
775557.37,13.91,1.22,482068.09,8.65
775270.59,13.91,1.22,481787.2,8.64
775101.6,13.91,1.22,481656.67,8.64
774908.09,13.91,1.22,481515.87,8.64
774908.09,13.91,1.22,481515.87,8.64
774739.1,13.91,1.22,481316.39,8.64
774565.54,13.91,1.21,480665.07,8.63
774278.76,13.9,1.21,480299.25,8.63
774085.25,13.9,1.21,480227.41,8.63
774085.25,13.9,1.21,480227.41,8.63
773069.87,13.91,1.21,479769.45,8.63
772900.88,13.9,1.21,479564.71,8.63
772707.37,13.9,1.21,479498.12,8.63
772866.38,13.91,1.22,479472.73,8.63
772568.38,13.9,1.21,479177.67,8.62
772583.59,13.91,1.21,478704.82,8.62
772298.04,13.9,1.21,478350.53,8.61
772543.06,13.91,1.22,478721.02,8.62
772374.07,13.91,1.22,478520.28,8.62
772180.56,13.91,1.22,478451.09,8.62
772015.17,13.91,1.21,477718.0,8.61
771846.18,13.91,1.21,477587.46,8.6
771846.18,13.91,1.21,477587.46,8.6
772034.68,13.91,1.22,477824.69,8.61
771865.69,13.91,1.22,477710.38,8.61
771672.18,13.91,1.22,477553.37,8.61
771503.19,13.91,1.22,477353.88,8.61
771309.68,13.91,1.22,477282.04,8.61
771468.69,13.91,1.22,477256.66,8.61
771275.18,13.91,1.22,477333.26,8.61
771114.12,13.91,1.22,476983.38,8.61
770965.69,13.91,1.22,477123.82,8.61
770965.69,13.91,1.22,477123.82,8.61
770731.43,13.91,1.22,476784.83,8.6
770362.91,13.9,1.21,476559.96,8.6
770193.92,13.9,1.21,476355.22,8.6
770000.41,13.9,1.21,476288.63,8.6
770269.94,13.91,1.22,476319.69,8.6
