ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_46cb-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
705,2148,2083890,6212,2083890
705,2148,2084890,6212,2084890
706,2156,2085890,6212,2085890
706,2156,2086360,6212,2086360
706,2156,2087360,6212,2087360
706,2156,2088010,6212,2088010
706,2156,2089010,6212,2089010
706,2156,2089010,6212,2089010
706,2156,2089010,6212,2089010
706,2156,2090010,6212,2090010
706,2156,2090330,6212,2090330
706,2156,2091330,6212,2091330
706,2156,2091980,6212,2091980
706,2156,2092790,6212,2092790
707,2164,2093790,6212,2093790
707,2164,2095790,6212,2095790
707,2164,2096110,6212,2096110
707,2164,2096660,6212,2096660
707,2164,2097660,6212,2097660
707,2164,2098660,6212,2098660
707,2164,2099660,6212,2099660
707,2164,2100660,6212,2100660
707,2164,2100880,6212,2100880
707,2164,2101100,6212,2101100
707,2164,2101100,6212,2101100
708,2172,2102100,6212,2102100
708,2172,2102420,6212,2102420
708,2172,2102420,6212,2102420
708,2172,2103420,6212,2103420
708,2172,2103420,6212,2103420
708,2172,2104420,6212,2104420
708,2172,2105230,6212,2105230
708,2172,2106230,6212,2106230
708,2172,2106230,6212,2106230
708,2172,2107230,6212,2107230
708,2172,2108230,6212,2108230
708,2172,2109230,6212,2109230
708,2172,2109450,6212,2109450
709,2180,2109920,6212,2109920
709,2180,2110920,6212,2110920
709,2180,2111920,6212,2111920
709,2180,2112920,6212,2112920
709,2180,2113730,6212,2113730
709,2180,2114730,6212,2114730
709,2180,2115730,6212,2115730
709,2180,2115960,6212,2115960
709,2180,2116280,6212,2116280
709,2180,2117090,6212,2117090
710,2188,2118090,6212,2118090
710,2188,2118410,6212,2118410
710,2188,2118640,6212,2118640
710,2188,2119640,6212,2119640
710,2188,2120190,6212,2120190
710,2188,2121190,6212,2121190
710,2188,2122190,6212,2122190
710,2188,2122190,6212,2122190
710,2188,2123190,6212,2123190
710,2188,2124190,6212,2124190
710,2188,2125190,6212,2125190
710,2188,2125190,6212,2125190
711,2196,2126190,6212,2126190
711,2196,2127190,6212,2127190
711,2196,2128190,6212,2128190
711,2196,2129000,6212,2129000
711,2196,2130000,6212,2130000
711,2196,2131000,6212,2131000
711,2196,2132000,6212,2132000
712,2204,2140000,6212,2140000
712,2204,2141000,6212,2141000
713,2212,2141590,6212,2141590
713,2212,2141700,6212,2141700
713,2212,2141700,6212,2141700
713,2212,2142700,6212,2142700
713,2212,2143700,6212,2143700
713,2212,2144700,6212,2144700
713,2212,2145020,6212,2145020
713,2212,2145340,6212,2145340
713,2212,2146340,6212,2146340
714,2220,2150340,6212,2150340
714,2220,2151340,6212,2151340
714,2220,2151660,6212,2151660
715,2228,2159660,6212,2159660
715,2228,2160660,6212,2160660
715,2228,2161660,6212,2161660
715,2228,2162660,6212,2162660
715,2228,2164660,6212,2164660
716,2236,2172660,6212,2172660
717,2244,2173660,6212,2173660
717,2244,2177660,6212,2177660
717,2244,2177660,6212,2177660
717,2244,2178470,6212,2178470
717,2244,2178940,6212,2178940
718,2252,2186940,6212,2186940
718,2252,2186940,6212,2186940
718,2252,2187590,6212,2187590
718,2252,2188400,6212,2188400
719,2260,2190400,6212,2190400
719,2260,2191400,6212,2191400
719,2260,2191720,6212,2191720
719,2260,2192720,6212,2192720
719,2260,2193530,6212,2193530
719,2260,2193530,6212,2193530
719,2260,2194340,6212,2194340
719,2260,2195340,6212,2195340
719,2260,2196340,6212,2196340
720,2268,2197340,6212,2197340
720,2268,2198340,6212,2198340
720,2268,2199340,6212,2199340
720,2268,2200150,6212,2200150
720,2268,2201150,6212,2201150
720,2268,2203150,6212,2203150
721,2276,2204150,6212,2204150
721,2276,2204620,6212,2204620
722,2284,2212620,6212,2212620
722,2284,2212850,6212,2212850
722,2284,2213660,6212,2213660
722,2284,2213660,6212,2213660
722,2284,2214130,6212,2214130
722,2284,2215130,6212,2215130
722,2284,2215290,6212,2215290
722,2284,2216290,6212,2216290
722,2284,2217100,6212,2217100
723,2292,2225100,6212,2225100
723,2292,2225100,6212,2225100
723,2292,2226100,6212,2226100
723,2292,2227100,6212,2227100
724,2300,2227910,6212,2227910
724,2300,2228560,6212,2228560
724,2300,2229370,6212,2229370
724,2300,2231370,6212,2231370
724,2300,2232370,6212,2232370
724,2300,2232690,6212,2232690
724,2300,2233340,6212,2233340
724,2300,2234340,6212,2234340
725,2308,2238340,6212,2238340
725,2308,2239340,6212,2239340
725,2308,2240340,6212,2240340
725,2308,2241340,6212,2241340
725,2308,2242340,6212,2242340
726,2316,2243340,6212,2243340
726,2316,2244340,6212,2244340
726,2316,2245340,6212,2245340
727,2324,2253340,6212,2253340
728,2332,2261340,6212,2261340
728,2332,2262340,6212,2262340
728,2332,2263150,6212,2263150
728,2332,2264150,6212,2264150
728,2332,2265150,6212,2265150
728,2332,2266150,6212,2266150
729,2340,2267150,6212,2267150
729,2340,2267150,6212,2267150
729,2340,2267620,6212,2267620
729,2340,2268620,6212,2268620
730,2348,2276620,6212,2276620
730,2348,2277620,6212,2277620
730,2348,2277620,6212,2277620
731,2356,2285620,6212,2285620
731,2356,2286430,6212,2286430
731,2356,2287430,6212,2287430
731,2356,2288430,6212,2288430
732,2364,2296430,6212,2296430
733,2372,2304430,6212,2304430
733,2372,2304430,6212,2304430
733,2372,2305430,6212,2305430
733,2372,2306430,6212,2306430
733,2372,2306590,6212,2306590
734,2380,2307590,6212,2307590
734,2380,2309590,6212,2309590
734,2380,2309810,6212,2309810
734,2380,2310810,6212,2310810
734,2380,2311460,6212,2311460
734,2380,2312460,6212,2312460
734,2380,2313460,6212,2313460
734,2380,2313930,6212,2313930
734,2380,2314390,6212,2314390
735,2388,2315390,6212,2315390
735,2388,2315710,6212,2315710
735,2388,2316520,6212,2316520
736,2396,2324520,6212,2324520
736,2396,2325520,6212,2325520
736,2396,2325520,6212,2325520
736,2396,2326520,6212,2326520
736,2396,2327520,6212,2327520
736,2396,2327990,6212,2327990
737,2404,2335990,6212,2335990
737,2404,2336800,6212,2336800
737,2404,2337800,6212,2337800
738,2412,2338800,6212,2338800
738,2412,2339800,6212,2339800
738,2412,2340610,6212,2340610
738,2412,2340960,6212,2340960
738,2412,2341960,6212,2341960
738,2412,2341960,6212,2341960
738,2412,2342960,6212,2342960
738,2412,2343430,6212,2343430
738,2412,2344240,6212,2344240
738,2412,2344240,6212,2344240
738,2412,2345240,6212,2345240
739,2420,2346050,6212,2346050
739,2420,2347050,6212,2347050
739,2420,2348050,6212,2348050
739,2420,2348860,6212,2348860
739,2420,2349860,6212,2349860
739,2420,2350090,6212,2350090
739,2420,2351090,6212,2351090
739,2420,2352090,6212,2352090
739,2420,2353090,6212,2353090
739,2420,2353090,6212,2353090
739,2420,2353090,6212,2353090
740,2428,2354090,6212,2354090
740,2428,2354360,6212,2354360
740,2428,2355360,6212,2355360
740,2428,2355360,6212,2355360
740,2428,2356170,6212,2356170
740,2428,2357170,6212,2357170
740,2428,2358170,6212,2358170
740,2428,2358400,6212,2358400
740,2428,2359400,6212,2359400
740,2428,2360400,6212,2360400
740,2428,2361400,6212,2361400
741,2436,2362400,6212,2362400
741,2436,2363400,6212,2363400
741,2436,2364210,6212,2364210
741,2436,2365210,6212,2365210
741,2436,2366020,6212,2366020
741,2436,2367020,6212,2367020
741,2436,2367020,6212,2367020
741,2436,2367490,6212,2367490
741,2436,2368300,6212,2368300
742,2444,2369110,6212,2369110
742,2444,2369480,6212,2369480
742,2444,2369480,6212,2369480
742,2444,2370480,6212,2370480
742,2444,2371480,6212,2371480
742,2444,2372480,6212,2372480
742,2444,2372480,6212,2372480
742,2444,2373480,6212,2373480
742,2444,2373950,6212,2373950
742,2444,2373950,6212,2373950
742,2444,2374760,6212,2374760
743,2452,2378760,6212,2378760
743,2452,2379760,6212,2379760
744,2460,2387760,6212,2387760
744,2460,2387990,6212,2387990
744,2460,2388990,6212,2388990
744,2460,2389990,6212,2389990
744,2460,2390990,6212,2390990
744,2460,2390990,6212,2390990
744,2460,2391990,6212,2391990
745,2468,2392990,6212,2392990
745,2468,2393990,6212,2393990
745,2468,2394800,6212,2394800
745,2468,2395030,6212,2395030
745,2468,2395030,6212,2395030
745,2468,2395260,6212,2395260
745,2468,2395730,6212,2395730
745,2468,2396200,6212,2396200
745,2468,2397200,6212,2397200
746,2476,2398200,6212,2398200
746,2476,2398670,6212,2398670
746,2476,2398670,6212,2398670
746,2476,2399670,6212,2399670
746,2476,2401670,6212,2401670
746,2476,2402670,6212,2402670
747,2484,2410670,6212,2410670
747,2484,2411480,6212,2411480
747,2484,2412480,6212,2412480
747,2484,2413480,6212,2413480
748,2492,2414480,6212,2414480
748,2492,2415290,6212,2415290
748,2492,2416290,6212,2416290
748,2492,2417100,6212,2417100
748,2492,2417570,6212,2417570
748,2492,2418040,6212,2418040
748,2492,2419040,6212,2419040
748,2492,2419500,6212,2419500
748,2492,2419500,6212,2419500
748,2492,2420150,6212,2420150
749,2500,2420800,6212,2420800
749,2500,2420800,6212,2420800
749,2500,2422800,6212,2422800
749,2500,2423260,6212,2423260
749,2500,2424260,6212,2424260
749,2500,2425260,6212,2425260
749,2500,2425910,6212,2425910
749,2500,2426720,6212,2426720
749,2500,2426950,6212,2426950
749,2500,2427950,6212,2427950
749,2500,2427950,6212,2427950
749,2500,2427950,6212,2427950
750,2508,2428420,6212,2428420
750,2508,2429070,6212,2429070
750,2508,2430070,6212,2430070
750,2508,2430540,6212,2430540
750,2508,2430540,6212,2430540
750,2508,2431010,6212,2431010
750,2508,2431660,6212,2431660
750,2508,2432660,6212,2432660
750,2508,2433470,6212,2433470
750,2508,2434470,6212,2434470
751,2516,2442470,6212,2442470
751,2516,2442790,6212,2442790
752,2524,2443790,6212,2443790
752,2524,2444790,6212,2444790
752,2524,2445020,6212,2445020
752,2524,2445240,6212,2445240
752,2524,2445560,6212,2445560
752,2524,2446370,6212,2446370
752,2524,2450370,6212,2450370
752,2524,2450370,6212,2450370
753,2532,2451370,6212,2451370
753,2532,2452370,6212,2452370
753,2532,2453370,6212,2453370
753,2532,2454370,6212,2454370
753,2532,2455180,6212,2455180
753,2532,2455500,6212,2455500
753,2532,2456150,6212,2456150
753,2532,2457150,6212,2457150
753,2532,2457960,6212,2457960
754,2540,2459960,6212,2459960
754,2540,2460430,6212,2460430
754,2540,2460800,6212,2460800
754,2540,2461030,6212,2461030
754,2540,2462030,6212,2462030
754,2540,2463030,6212,2463030
754,2540,2465030,6212,2465030
754,2540,2466030,6212,2466030
754,2540,2466840,6212,2466840
755,2548,2467160,6212,2467160
755,2548,2468160,6212,2468160
755,2548,2469160,6212,2469160
755,2548,2469160,6212,2469160
755,2548,2469970,6212,2469970
755,2548,2470970,6212,2470970
755,2548,2471200,6212,2471200
755,2548,2472200,6212,2472200
755,2548,2473200,6212,2473200
755,2548,2474200,6212,2474200
756,2556,2474520,6212,2474520
756,2556,2475520,6212,2475520
756,2556,2476330,6212,2476330
756,2556,2477330,6212,2477330
756,2556,2477650,6212,2477650
757,2564,2485650,6212,2485650
757,2564,2486650,6212,2486650
757,2564,2487650,6212,2487650
757,2564,2488460,6212,2488460
757,2564,2488690,6212,2488690
757,2564,2489010,6212,2489010
757,2564,2490010,6212,2490010
757,2564,2490010,6212,2490010
758,2572,2490820,6212,2490820
758,2572,2491820,6212,2491820
758,2572,2492820,6212,2492820
758,2572,2493140,6212,2493140
758,2572,2493140,6212,2493140
758,2572,2494140,6212,2494140
758,2572,2495140,6212,2495140
758,2572,2496140,6212,2496140
758,2572,2497140,6212,2497140
758,2572,2497610,6212,2497610
759,2580,2498080,6212,2498080
760,2588,2506080,6212,2506080
761,2596,2514080,6212,2514080
761,2596,2515080,6212,2515080
761,2596,2516080,6212,2516080
761,2596,2517080,6212,2517080
761,2596,2518080,6212,2518080
761,2596,2519080,6212,2519080
762,2604,2520080,6212,2520080
762,2604,2520080,6212,2520080
762,2604,2520730,6212,2520730
762,2604,2521730,6212,2521730
762,2604,2522730,6212,2522730
762,2604,2523730,6212,2523730
762,2604,2524730,6212,2524730
762,2604,2525200,6212,2525200
762,2604,2526200,6212,2526200
763,2612,2527200,6212,2527200
763,2612,2527200,6212,2527200
763,2612,2528200,6212,2528200
763,2612,2529200,6212,2529200
763,2612,2529670,6212,2529670
763,2612,2529830,6212,2529830
763,2612,2530830,6212,2530830
763,2612,2531640,6212,2531640
763,2612,2532450,6212,2532450
764,2620,2540450,6212,2540450
764,2620,2541450,6212,2541450
764,2620,2542450,6212,2542450
764,2620,2543260,6212,2543260
764,2620,2544070,6212,2544070
765,2628,2552070,6212,2552070
766,2636,2553070,6212,2553070
766,2636,2554070,6212,2554070
766,2636,2558070,6212,2558070
766,2636,2559070,6212,2559070
766,2636,2559070,6212,2559070
766,2636,2559300,6212,2559300
766,2636,2560300,6212,2560300
767,2644,2562300,6212,2562300
767,2644,2562770,6212,2562770
767,2644,2563580,6212,2563580
767,2644,2564050,6212,2564050
767,2644,2565050,6212,2565050
767,2644,2566050,6212,2566050
767,2644,2566600,6212,2566600
767,2644,2567410,6212,2567410
768,2652,2568410,6212,2568410
768,2652,2568410,6212,2568410
768,2652,2568410,6212,2568410
768,2652,2569410,6212,2569410
768,2652,2570220,6212,2570220
768,2652,2571030,6212,2571030
768,2652,2572030,6212,2572030
768,2652,2573030,6212,2573030
768,2652,2573030,6212,2573030
768,2652,2573500,6212,2573500
768,2652,2573730,6212,2573730
768,2652,2574540,6212,2574540
769,2660,2575190,6212,2575190
769,2660,2576000,6212,2576000
769,2660,2576000,6212,2576000
769,2660,2576810,6212,2576810
769,2660,2577810,6212,2577810
769,2660,2577810,6212,2577810
769,2660,2578810,6212,2578810
769,2660,2579280,6212,2579280
769,2660,2579280,6212,2579280
769,2660,2580090,6212,2580090
769,2660,2580900,6212,2580900
769,2660,2581710,6212,2581710
770,2668,2582180,6212,2582180
770,2668,2582340,6212,2582340
770,2668,2583340,6212,2583340
770,2668,2584340,6212,2584340
771,2676,2592340,6212,2592340
771,2676,2593150,6212,2593150
771,2676,2593370,6212,2593370
771,2676,2594370,6212,2594370
771,2676,2594370,6212,2594370
771,2676,2595370,6212,2595370
771,2676,2596370,6212,2596370
771,2676,2596840,6212,2596840
771,2676,2597650,6212,2597650
772,2684,2598650,6212,2598650
772,2684,2599110,6212,2599110
772,2684,2600110,6212,2600110
772,2684,2600110,6212,2600110
772,2684,2600920,6212,2600920
772,2684,2601470,6212,2601470
772,2684,2601790,6212,2601790
772,2684,2602790,6212,2602790
772,2684,2603600,6212,2603600
772,2684,2603600,6212,2603600
772,2684,2603820,6212,2603820
772,2684,2604820,6212,2604820
773,2692,2605630,6212,2605630
773,2692,2606280,6212,2606280
773,2692,2607280,6212,2607280
773,2692,2608090,6212,2608090
773,2692,2608900,6212,2608900
773,2692,2609710,6212,2609710
773,2692,2609710,6212,2609710
773,2692,2610710,6212,2610710
773,2692,2611710,6212,2611710
774,2700,2612520,6212,2612520
774,2700,2613520,6212,2613520
774,2700,2613990,6212,2613990
774,2700,2614800,6212,2614800
774,2700,2614800,6212,2614800
774,2700,2615800,6212,2615800
774,2700,2615800,6212,2615800
774,2700,2617800,6212,2617800
774,2700,2618270,6212,2618270
774,2700,2618270,6212,2618270
775,2708,2620270,6212,2620270
775,2708,2620740,6212,2620740
775,2708,2620900,6212,2620900
775,2708,2621220,6212,2621220
775,2708,2622220,6212,2622220
776,2716,2630220,6212,2630220
776,2716,2630440,6212,2630440
776,2716,2630670,6212,2630670
776,2716,2630670,6212,2630670
776,2716,2631670,6212,2631670
776,2716,2631670,6212,2631670
776,2716,2631990,6212,2631990
776,2716,2631990,6212,2631990
776,2716,2632800,6212,2632800
776,2716,2632800,6212,2632800
776,2716,2633800,6212,2633800
776,2716,2634800,6212,2634800
776,2716,2634800,6212,2634800
777,2724,2642800,6212,2642800
777,2724,2642800,6212,2642800
778,2732,2643800,6212,2643800
778,2732,2644800,6212,2644800
778,2732,2645800,6212,2645800
778,2732,2646800,6212,2646800
778,2732,2647270,6212,2647270
778,2732,2647270,6212,2647270
778,2732,2648080,6212,2648080
778,2732,2648240,6212,2648240
778,2732,2649240,6212,2649240
778,2732,2649710,6212,2649710
778,2732,2650710,6212,2650710
779,2740,2651710,6212,2651710
779,2740,2655710,6212,2655710
779,2740,2656710,6212,2656710
779,2740,2657180,6212,2657180
779,2740,2658180,6212,2658180
779,2740,2658180,6212,2658180
779,2740,2658400,6212,2658400
779,2740,2658870,6212,2658870
780,2748,2659870,6212,2659870
780,2748,2660460,6212,2660460
780,2748,2661460,6212,2661460
780,2748,2662270,6212,2662270
780,2748,2663270,6212,2663270
780,2748,2663590,6212,2663590
780,2748,2664590,6212,2664590
780,2748,2665060,6212,2665060
780,2748,2665870,6212,2665870
781,2756,2666870,6212,2666870
781,2756,2667330,6212,2667330
781,2756,2668330,6212,2668330
781,2756,2669140,6212,2669140
781,2756,2669300,6212,2669300
781,2756,2670300,6212,2670300
781,2756,2671300,6212,2671300
781,2756,2671300,6212,2671300
781,2756,2672300,6212,2672300
782,2764,2673300,6212,2673300
782,2764,2674110,6212,2674110
782,2764,2675110,6212,2675110
782,2764,2676110,6212,2676110
782,2764,2676430,6212,2676430
782,2764,2677240,6212,2677240
782,2764,2677240,6212,2677240
782,2764,2678240,6212,2678240
782,2764,2679240,6212,2679240
782,2764,2680050,6212,2680050
782,2764,2681050,6212,2681050
782,2764,2681520,6212,2681520
783,2772,2682520,6212,2682520
783,2772,2683330,6212,2683330
783,2772,2684330,6212,2684330
783,2772,2685330,6212,2685330
784,2780,2689330,6212,2689330
784,2780,2689800,6212,2689800
784,2780,2690800,6212,2690800
784,2780,2691610,6212,2691610
784,2780,2692610,6212,2692610
784,2780,2693420,6212,2693420
784,2780,2694420,6212,2694420
784,2780,2694890,6212,2694890
784,2780,2695700,6212,2695700
784,2780,2696700,6212,2696700
785,2788,2697700,6212,2697700
785,2788,2697700,6212,2697700
785,2788,2698700,6212,2698700
785,2788,2699700,6212,2699700
785,2788,2699700,6212,2699700
785,2788,2700700,6212,2700700
785,2788,2701170,6212,2701170
785,2788,2701980,6212,2701980
786,2796,2709980,6212,2709980
786,2796,2709980,6212,2709980
787,2804,2717980,6212,2717980
787,2804,2718450,6212,2718450
788,2812,2722450,6212,2722450
788,2812,2723450,6212,2723450
788,2812,2724450,6212,2724450
788,2812,2725260,6212,2725260
788,2812,2725480,6212,2725480
788,2812,2727480,6212,2727480
789,2820,2731480,6212,2731480
789,2820,2732480,6212,2732480
789,2820,2732480,6212,2732480
789,2820,2733290,6212,2733290
789,2820,2734290,6212,2734290
789,2820,2736290,6212,2736290
790,2828,2737290,6212,2737290
790,2828,2737760,6212,2737760
790,2828,2738760,6212,2738760
790,2828,2738760,6212,2738760
790,2828,2738760,6212,2738760
790,2828,2738760,6212,2738760
790,2828,2739410,6212,2739410
790,2828,2740410,6212,2740410
790,2828,2740780,6212,2740780
790,2828,2741780,6212,2741780
790,2828,2742780,6212,2742780
790,2828,2743780,6212,2743780
791,2836,2744780,6212,2744780
791,2836,2745780,6212,2745780
791,2836,2745780,6212,2745780
791,2836,2746780,6212,2746780
791,2836,2747780,6212,2747780
792,2844,2755780,6212,2755780
792,2844,2756780,6212,2756780
792,2844,2757250,6212,2757250
792,2844,2757900,6212,2757900
792,2844,2758900,6212,2758900
793,2852,2759710,6212,2759710
793,2852,2759710,6212,2759710
793,2852,2760710,6212,2760710
793,2852,2761710,6212,2761710
793,2852,2762710,6212,2762710
793,2852,2763710,6212,2763710
793,2852,2763710,6212,2763710
793,2852,2764520,6212,2764520
793,2852,2765520,6212,2765520
793,2852,2765520,6212,2765520
793,2852,2766520,6212,2766520
794,2860,2767520,6212,2767520
794,2860,2768330,6212,2768330
794,2860,2769330,6212,2769330
794,2860,2770330,6212,2770330
794,2860,2771330,6212,2771330
794,2860,2772330,6212,2772330
794,2860,2773330,6212,2773330
794,2860,2773650,6212,2773650
794,2860,2774110,6212,2774110
795,2868,2774920,6212,2774920
796,2876,2782920,6212,2782920
796,2876,2782920,6212,2782920
796,2876,2783390,6212,2783390
796,2876,2784390,6212,2784390
796,2876,2785200,6212,2785200
796,2876,2785430,6212,2785430
796,2876,2786430,6212,2786430
796,2876,2787430,6212,2787430
796,2876,2788430,6212,2788430
796,2876,2789430,6212,2789430
796,2876,2789660,6212,2789660
796,2876,2789660,6212,2789660
797,2884,2790660,6212,2790660
797,2884,2791310,6212,2791310
797,2884,2792310,6212,2792310
797,2884,2792310,6212,2792310
797,2884,2793120,6212,2793120
797,2884,2793590,6212,2793590
797,2884,2794400,6212,2794400
797,2884,2794950,6212,2794950
797,2884,2795950,6212,2795950
797,2884,2796420,6212,2796420
798,2892,2797420,6212,2797420
798,2892,2801420,6212,2801420
798,2892,2802420,6212,2802420
798,2892,2802420,6212,2802420
798,2892,2802890,6212,2802890
798,2892,2803890,6212,2803890
798,2892,2804890,6212,2804890
798,2892,2805210,6212,2805210
799,2900,2806210,6212,2806210
799,2900,2807020,6212,2807020
799,2900,2808020,6212,2808020
799,2900,2808020,6212,2808020
799,2900,2808490,6212,2808490
799,2900,2809300,6212,2809300
799,2900,2810300,6212,2810300
799,2900,2811300,6212,2811300
799,2900,2812300,6212,2812300
800,2908,2813110,6212,2813110
800,2908,2814110,6212,2814110
800,2908,2818110,6212,2818110
800,2908,2819110,6212,2819110
800,2908,2820110,6212,2820110
801,2916,2821110,6212,2821110
801,2916,2822110,6212,2822110
801,2916,2822920,6212,2822920
801,2916,2823920,6212,2823920
801,2916,2823920,6212,2823920
801,2916,2824570,6212,2824570
801,2916,2825570,6212,2825570
801,2916,2826380,6212,2826380
801,2916,2827380,6212,2827380
801,2916,2827750,6212,2827750
802,2924,2828750,6212,2828750
802,2924,2829400,6212,2829400
802,2924,2829720,6212,2829720
802,2924,2830720,6212,2830720
802,2924,2831530,6212,2831530
802,2924,2832340,6212,2832340
802,2924,2833150,6212,2833150
802,2924,2834150,6212,2834150
802,2924,2835150,6212,2835150
803,2932,2836150,6212,2836150
803,2932,2836150,6212,2836150
803,2932,2837150,6212,2837150
803,2932,2838150,6212,2838150
803,2932,2839150,6212,2839150
804,2940,2847150,6212,2847150
804,2940,2848150,6212,2848150
804,2940,2849150,6212,2849150
805,2948,2850150,6212,2850150
805,2948,2850150,6212,2850150
805,2948,2851150,6212,2851150
806,2956,2859150,6212,2859150
806,2956,2860150,6212,2860150
806,2956,2861150,6212,2861150
806,2956,2861150,6212,2861150
806,2956,2862150,6212,2862150
806,2956,2862370,6212,2862370
806,2956,2863370,6212,2863370
806,2956,2863840,6212,2863840
806,2956,2864840,6212,2864840
806,2956,2865300,6212,2865300
806,2956,2865620,6212,2865620
806,2956,2866080,6212,2866080
806,2956,2866890,6212,2866890
807,2964,2867700,6212,2867700
808,2972,2875700,6212,2875700
808,2972,2875700,6212,2875700
808,2972,2876700,6212,2876700
808,2972,2877510,6212,2877510
808,2972,2878510,6212,2878510
808,2972,2879510,6212,2879510
808,2972,2880510,6212,2880510
808,2972,2881510,6212,2881510
808,2972,2882510,6212,2882510
809,2980,2883510,6212,2883510
809,2980,2884510,6212,2884510
809,2980,2885510,6212,2885510
809,2980,2886510,6212,2886510
809,2980,2886980,6212,2886980
810,2988,2890980,6212,2890980
810,2988,2891980,6212,2891980
810,2988,2892980,6212,2892980
810,2988,2892980,6212,2892980
811,2996,2900980,6212,2900980
811,2996,2901980,6212,2901980
811,2996,2902980,6212,2902980
811,2996,2903440,6212,2903440
811,2996,2904440,6212,2904440
811,2996,2905440,6212,2905440
812,3004,2913440,6212,2913440
812,3004,2914440,6212,2914440
813,3012,2922440,6212,2922440
814,3020,2923440,6212,2923440
814,3020,2924440,6212,2924440
814,3020,2925440,6212,2925440
814,3020,2926440,6212,2926440
814,3020,2927250,6212,2927250
814,3020,2927720,6212,2927720
814,3020,2928720,6212,2928720
814,3020,2929720,6212,2929720
814,3020,2930200,6212,2930200
815,3028,2931200,6212,2931200
815,3028,2932200,6212,2932200
815,3028,2932670,6212,2932670
815,3028,2933480,6212,2933480
815,3028,2933480,6212,2933480
815,3028,2933800,6212,2933800
816,3036,2941800,6212,2941800
816,3036,2942270,6212,2942270
816,3036,2942590,6212,2942590
816,3036,2943050,6212,2943050
816,3036,2944050,6212,2944050
816,3036,2944050,6212,2944050
816,3036,2944050,6212,2944050
816,3036,2945050,6212,2945050
816,3036,2945050,6212,2945050
816,3036,2945400,6212,2945400
817,3044,2946210,6212,2946210
817,3044,2950210,6212,2950210
817,3044,2951210,6212,2951210
817,3044,2952020,6212,2952020
817,3044,2952020,6212,2952020
818,3052,2953020,6212,2953020
818,3052,2954020,6212,2954020
818,3052,2958020,6212,2958020
818,3052,2958830,6212,2958830
818,3052,2960830,6212,2960830
818,3052,2961150,6212,2961150
819,3060,2962150,6212,2962150
819,3060,2963150,6212,2963150
819,3060,2963150,6212,2963150
819,3060,2964150,6212,2964150
819,3060,2964620,6212,2964620
819,3060,2965430,6212,2965430
819,3060,2966430,6212,2966430
819,3060,2967430,6212,2967430
819,3060,2968430,6212,2968430
820,3068,2976430,6212,2976430
821,3076,2977430,6212,2977430
821,3076,2978430,6212,2978430
821,3076,2978900,6212,2978900
821,3076,2978900,6212,2978900
821,3076,2979900,6212,2979900
821,3076,2980900,6212,2980900
821,3076,2981900,6212,2981900
821,3076,2983900,6212,2983900
822,3084,2984900,6212,2984900
822,3084,2985710,6212,2985710
822,3084,2986180,6212,2986180
822,3084,2987180,6212,2987180
822,3084,2991180,6212,2991180
822,3084,2991730,6212,2991730
822,3084,2991730,6212,2991730
823,3092,2992730,6212,2992730
823,3092,2993540,6212,2993540
823,3092,2993540,6212,2993540
823,3092,2993540,6212,2993540
824,3100,3001540,6212,3001540
824,3100,3002190,6212,3002190
824,3100,3003190,6212,3003190
824,3100,3004190,6212,3004190
824,3100,3005190,6212,3005190
824,3100,3005300,6212,3005300
824,3100,3006300,6212,3006300
824,3100,3007300,6212,3007300
824,3100,3007300,6212,3007300
825,3108,3009300,6212,3009300
825,3108,3010300,6212,3010300
825,3108,3011300,6212,3011300
825,3108,3011770,6212,3011770
825,3108,3011770,6212,3011770
825,3108,3011880,6212,3011880
825,3108,3011880,6212,3011880
825,3108,3012880,6212,3012880
825,3108,3013880,6212,3013880
825,3108,3014100,6212,3014100
826,3116,3015100,6212,3015100
826,3116,3015470,6212,3015470
826,3116,3016470,6212,3016470
826,3116,3017470,6212,3017470
826,3116,3017470,6212,3017470
826,3116,3018280,6212,3018280
826,3116,3019280,6212,3019280
826,3116,3019600,6212,3019600
826,3116,3019760,6212,3019760
826,3116,3020760,6212,3020760
826,3116,3021760,6212,3021760
826,3116,3022760,6212,3022760
827,3124,3023760,6212,3023760
827,3124,3024080,6212,3024080
827,3124,3024890,6212,3024890
827,3124,3025050,6212,3025050
827,3124,3026050,6212,3026050
827,3124,3027050,6212,3027050
827,3124,3027280,6212,3027280
827,3124,3028280,6212,3028280
