ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a23e-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a23e-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a23e-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a23e-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a23e-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-arrived_gpu_milli
89,206,182610,6212,182610
90,208,183610,6212,183610
90,208,183610,6212,183610
90,208,184610,6212,184610
91,210,185610,6212,185610
91,210,186420,6212,186420
91,210,186420,6212,186420
92,212,187420,6212,187420
92,212,188420,6212,188420
93,214,189420,6212,189420
93,214,189890,6212,189890
93,214,189890,6212,189890
93,214,190890,6212,190890
93,214,198890,6212,198890
94,216,199890,6212,199890
94,216,200890,6212,200890
95,218,201700,6212,201700
95,218,201700,6212,201700
95,218,202020,6212,202020
95,218,203020,6212,203020
96,220,204020,6212,204020
96,220,205020,6212,205020
97,222,206020,6212,206020
97,222,206180,6212,206180
98,224,207180,6212,207180
98,224,207770,6212,207770
98,224,208770,6212,208770
99,232,216770,6212,216770
100,234,217770,6212,217770
100,234,217770,6212,217770
100,234,218770,6212,218770
101,238,219580,6212,219580
101,238,220390,6212,220390
101,238,220390,6212,220390
102,240,221390,6212,221390
102,240,222390,6212,222390
102,240,222390,6212,222390
102,240,222940,6212,222940
102,240,223940,6212,223940
103,242,224940,6212,224940
104,244,225940,6212,225940
104,244,225940,6212,225940
104,244,226940,6212,226940
105,246,227940,6212,227940
105,246,228940,6212,228940
105,246,229940,6212,229940
106,248,230940,6212,230940
106,248,231940,6212,231940
107,250,232400,6212,232400
107,250,233400,6212,233400
107,250,233400,6212,233400
107,250,233870,6212,233870
107,250,233870,6212,233870
108,252,234680,6212,234680
108,252,234680,6212,234680
108,252,235000,6212,235000
108,252,235470,6212,235470
109,254,236470,6212,236470
109,254,236470,6212,236470
109,254,236790,6212,236790
109,254,237600,6212,237600
110,256,238600,6212,238600
110,256,239250,6212,239250
111,258,240250,6212,240250
111,258,241250,6212,241250
112,260,241900,6212,241900
112,260,241900,6212,241900
112,260,242900,6212,242900
112,260,243370,6212,243370
112,260,243370,6212,243370
112,260,243530,6212,243530
113,262,244530,6212,244530
113,262,245000,6212,245000
114,264,246000,6212,246000
114,264,246810,6212,246810
115,266,247810,6212,247810
115,266,247810,6212,247810
115,266,247810,6212,247810
115,266,248810,6212,248810
116,268,249810,6212,249810
116,268,250810,6212,250810
116,268,250810,6212,250810
116,268,251280,6212,251280
116,268,251280,6212,251280
117,270,251830,6212,251830
118,278,259830,6212,259830
118,278,260150,6212,260150
118,278,261150,6212,261150
118,278,261310,6212,261310
119,280,262310,6212,262310
119,280,262780,6212,262780
120,282,263590,6212,263590
120,282,264590,6212,264590
120,282,264910,6212,264910
121,284,265500,6212,265500
121,284,266310,6212,266310
122,286,266960,6212,266960
123,288,267960,6212,267960
123,288,268420,6212,268420
123,288,269420,6212,269420
123,288,269880,6212,269880
124,292,270530,6212,270530
124,292,271530,6212,271530
124,292,272000,6212,272000
125,294,272590,6212,272590
125,294,273240,6212,273240
125,294,273560,6212,273560
125,294,273560,6212,273560
125,294,274030,6212,274030
125,294,275030,6212,275030
126,296,276030,6212,276030
127,298,276840,6212,276840
127,298,277490,6212,277490
127,298,278490,6212,278490
128,300,279490,6212,279490
129,302,280490,6212,280490
129,302,280650,6212,280650
129,302,281650,6212,281650
129,302,282650,6212,282650
130,304,283650,6212,283650
130,304,283650,6212,283650
130,304,284650,6212,284650
131,306,285650,6212,285650
131,306,285980,6212,285980
131,306,286980,6212,286980
132,308,287790,6212,287790
132,308,288790,6212,288790
133,310,289790,6212,289790
133,310,289900,6212,289900
133,310,290370,6212,290370
134,314,291370,6212,291370
135,322,299370,6212,299370
135,322,300020,6212,300020
135,322,300670,6212,300670
135,322,301670,6212,301670
136,324,302670,6212,302670
136,324,303320,6212,303320
137,326,304320,6212,304320
138,328,305130,6212,305130
138,328,305450,6212,305450
138,328,306450,6212,306450
138,328,306450,6212,306450
138,328,307450,6212,307450
139,330,308260,6212,308260
139,330,309260,6212,309260
140,332,310070,6212,310070
140,332,311070,6212,311070
141,334,311880,6212,311880
141,334,312350,6212,312350
141,334,313160,6212,313160
142,336,314160,6212,314160
142,336,315160,6212,315160
143,338,316160,6212,316160
143,338,317160,6212,317160
144,340,318160,6212,318160
144,340,319160,6212,319160
145,342,320160,6212,320160
145,342,321160,6212,321160
145,342,321390,6212,321390
146,344,322390,6212,322390
146,344,322390,6212,322390
146,344,322390,6212,322390
146,344,322390,6212,322390
146,344,323390,6212,323390
147,346,324200,6212,324200
147,346,325200,6212,325200
148,348,326010,6212,326010
148,348,327010,6212,327010
149,350,328010,6212,328010
149,350,329010,6212,329010
150,352,329470,6212,329470
150,352,329470,6212,329470
150,352,329790,6212,329790
150,352,330790,6212,330790
151,354,331380,6212,331380
151,354,332190,6212,332190
152,356,333190,6212,333190
152,356,333660,6212,333660
152,356,334660,6212,334660
153,358,335660,6212,335660
154,360,336660,6212,336660
154,360,337660,6212,337660
155,362,338660,6212,338660
155,362,339660,6212,339660
155,362,339660,6212,339660
155,362,340660,6212,340660
156,364,341660,6212,341660
156,364,342470,6212,342470
156,364,342840,6212,342840
156,364,343000,6212,343000
157,366,344000,6212,344000
157,366,345000,6212,345000
157,366,346000,6212,346000
157,366,346230,6212,346230
157,366,346230,6212,346230
157,366,346550,6212,346550
158,368,347550,6212,347550
158,368,348550,6212,348550
159,370,349550,6212,349550
159,370,350550,6212,350550
160,372,351010,6212,351010
161,376,355010,6212,355010
161,376,356010,6212,356010
162,384,357010,6212,357010
162,384,357480,6212,357480
162,384,358070,6212,358070
162,384,358540,6212,358540
162,384,359540,6212,359540
162,384,360540,6212,360540
163,386,361540,6212,361540
163,386,362540,6212,362540
163,386,362860,6212,362860
164,388,363860,6212,363860
164,388,364670,6212,364670
164,388,364900,6212,364900
164,388,365900,6212,365900
164,388,366710,6212,366710
164,388,367180,6212,367180
165,392,367650,6212,367650
165,392,368650,6212,368650
165,392,368650,6212,368650
165,392,369650,6212,369650
165,392,370300,6212,370300
166,394,370770,6212,370770
167,396,371580,6212,371580
167,396,371580,6212,371580
167,396,372580,6212,372580
167,396,373580,6212,373580
168,398,374580,6212,374580
168,398,375580,6212,375580
168,398,375580,6212,375580
169,400,376580,6212,376580
169,400,377050,6212,377050
169,400,378050,6212,378050
169,400,378860,6212,378860
169,400,378860,6212,378860
169,400,379860,6212,379860
169,400,380670,6212,380670
169,400,380670,6212,380670
170,402,381670,6212,381670
170,402,382670,6212,382670
171,404,383670,6212,383670
171,404,384670,6212,384670
172,406,385140,6212,385140
172,406,386140,6212,386140
172,406,386610,6212,386610
173,408,387610,6212,387610
173,408,387610,6212,387610
173,408,387930,6212,387930
173,408,388930,6212,388930
174,410,389930,6212,389930
174,410,390930,6212,390930
175,412,391930,6212,391930
175,412,392740,6212,392740
176,414,393210,6212,393210
176,414,394210,6212,394210
176,414,394680,6212,394680
177,416,395680,6212,395680
177,416,396680,6212,396680
178,418,397680,6212,397680
178,418,398680,6212,398680
179,420,399680,6212,399680
179,420,400150,6212,400150
179,420,400610,6212,400610
180,422,401610,6212,401610
180,422,402610,6212,402610
181,424,403610,6212,403610
181,424,404610,6212,404610
182,426,405080,6212,405080
182,426,405080,6212,405080
182,426,406080,6212,406080
183,428,407080,6212,407080
183,428,407080,6212,407080
184,430,407890,6212,407890
184,430,408890,6212,408890
184,430,409700,6212,409700
185,432,410510,6212,410510
186,434,411510,6212,411510
186,434,412510,6212,412510
186,434,413510,6212,413510
187,436,414510,6212,414510
187,436,415320,6212,415320
188,438,416320,6212,416320
188,438,416970,6212,416970
189,440,417970,6212,417970
189,440,418970,6212,418970
190,444,419970,6212,419970
191,446,420520,6212,420520
191,446,421520,6212,421520
192,448,422520,6212,422520
192,448,422840,6212,422840
192,448,423310,6212,423310
192,448,424310,6212,424310
193,450,425310,6212,425310
193,450,425310,6212,425310
193,450,425630,6212,425630
193,450,426440,6212,426440
194,458,426440,6212,426440
195,460,427440,6212,427440
195,460,428090,6212,428090
196,462,428900,6212,428900
196,462,429710,6212,429710
196,462,437710,6212,437710
197,464,438710,6212,438710
197,464,439710,6212,439710
198,472,439710,6212,439710
199,474,440520,6212,440520
199,474,440750,6212,440750
199,474,441340,6212,441340
200,476,442340,6212,442340
200,476,443340,6212,443340
200,476,443810,6212,443810
201,478,444810,6212,444810
201,478,444810,6212,444810
201,478,445280,6212,445280
201,478,446280,6212,446280
202,480,447280,6212,447280
202,480,448090,6212,448090
203,484,448560,6212,448560
203,484,449370,6212,449370
203,484,449840,6212,449840
204,486,450840,6212,450840
204,486,451160,6212,451160
204,486,451160,6212,451160
204,486,451970,6212,451970
205,488,452970,6212,452970
205,488,453970,6212,453970
205,488,453970,6212,453970
206,490,454520,6212,454520
207,492,455330,6212,455330
207,492,456330,6212,456330
207,492,457330,6212,457330
208,494,458330,6212,458330
208,494,459330,6212,459330
209,498,460330,6212,460330
209,498,461140,6212,461140
209,498,461950,6212,461950
209,498,462950,6212,462950
210,500,463950,6212,463950
210,500,464950,6212,464950
211,502,465950,6212,465950
211,502,466760,6212,466760
211,502,467230,6212,467230
212,504,468230,6212,468230
212,504,469230,6212,469230
212,504,469230,6212,469230
212,504,469230,6212,469230
213,506,470040,6212,470040
213,506,470150,6212,470150
213,506,470960,6212,470960
214,510,471960,6212,471960
215,514,472770,6212,472770
215,514,473770,6212,473770
215,514,474580,6212,474580
215,514,475390,6212,475390
215,514,475710,6212,475710
216,516,476710,6212,476710
216,516,477710,6212,477710
217,518,478520,6212,478520
217,518,479070,6212,479070
217,518,479070,6212,479070
217,518,480070,6212,480070
218,520,481070,6212,481070
218,520,482070,6212,482070
218,520,484070,6212,484070
218,520,484070,6212,484070
219,522,484530,6212,484530
219,522,485530,6212,485530
219,522,485530,6212,485530
220,524,486530,6212,486530
220,524,487530,6212,487530
220,524,487530,6212,487530
221,526,488530,6212,488530
221,526,488530,6212,488530
221,526,488850,6212,488850
221,526,489850,6212,489850
222,534,489850,6212,489850
223,536,490850,6212,490850
224,544,498850,6212,498850
224,544,499850,6212,499850
225,546,500500,6212,500500
225,546,501500,6212,501500
226,548,502500,6212,502500
227,550,503310,6212,503310
227,550,504310,6212,504310
227,550,504780,6212,504780
227,550,505780,6212,505780
228,552,506780,6212,506780
228,552,507780,6212,507780
229,554,508590,6212,508590
229,554,509590,6212,509590
229,554,509590,6212,509590
229,554,510590,6212,510590
230,556,511590,6212,511590
230,556,512400,6212,512400
230,556,513400,6212,513400
230,556,514210,6212,514210
231,558,515020,6212,515020
231,558,515670,6212,515670
232,560,516670,6212,516670
232,560,517480,6212,517480
233,562,518480,6212,518480
233,562,518940,6212,518940
234,570,518940,6212,518940
235,572,519940,6212,519940
235,572,520490,6212,520490
235,572,520490,6212,520490
235,572,520490,6212,520490
236,574,521300,6212,521300
236,574,521770,6212,521770
236,574,522770,6212,522770
237,576,523580,6212,523580
237,576,524050,6212,524050
237,576,524050,6212,524050
238,580,525050,6212,525050
239,582,525860,6212,525860
239,582,526330,6212,526330
239,582,526800,6212,526800
239,582,527120,6212,527120
239,582,527440,6212,527440
239,582,527440,6212,527440
240,584,528440,6212,528440
240,584,528760,6212,528760
240,584,529570,6212,529570
241,586,530570,6212,530570
241,586,531040,6212,531040
241,586,531040,6212,531040
242,588,533040,6212,533040
242,588,533590,6212,533590
243,590,534240,6212,534240
243,590,535240,6212,535240
244,592,535710,6212,535710
244,592,536710,6212,536710
244,592,536710,6212,536710
244,592,536710,6212,536710
244,592,536710,6212,536710
244,592,536940,6212,536940
244,592,537260,6212,537260
245,594,538260,6212,538260
246,602,538260,6212,538260
246,602,546260,6212,546260
246,602,546580,6212,546580
246,602,546580,6212,546580
246,602,546900,6212,546900
246,602,547710,6212,547710
246,602,547710,6212,547710
246,602,547940,6212,547940
246,602,548940,6212,548940
247,604,549410,6212,549410
247,604,550410,6212,550410
248,606,551410,6212,551410
248,606,552060,6212,552060
248,606,553060,6212,553060
248,606,561060,6212,561060
248,606,561060,6212,561060
248,606,562060,6212,562060
248,606,562060,6212,562060
249,608,562870,6212,562870
249,608,563870,6212,563870
249,608,564090,6212,564090
250,610,565090,6212,565090
250,610,565090,6212,565090
250,610,566090,6212,566090
251,612,567090,6212,567090
251,612,567900,6212,567900
251,612,568370,6212,568370
252,614,569020,6212,569020
252,614,569020,6212,569020
252,614,570020,6212,570020
253,618,570490,6212,570490
253,618,570810,6212,570810
253,618,570810,6212,570810
254,620,571810,6212,571810
254,620,572810,6212,572810
254,620,573810,6212,573810
254,620,574810,6212,574810
254,620,575810,6212,575810
255,624,576810,6212,576810
255,624,577810,6212,577810
255,624,578810,6212,578810
255,624,579620,6212,579620
256,626,580620,6212,580620
256,626,581430,6212,581430
256,626,581900,6212,581900
256,626,581900,6212,581900
257,630,582710,6212,582710
258,632,583710,6212,583710
258,632,583760,6212,583760
258,632,584760,6212,584760
258,632,585570,6212,585570
258,632,585890,6212,585890
258,632,586700,6212,586700
258,632,587350,6212,587350
259,634,588350,6212,588350
259,634,589350,6212,589350
260,636,590350,6212,590350
260,636,591350,6212,591350
261,638,592350,6212,592350
261,638,592350,6212,592350
261,638,593350,6212,593350
262,640,594160,6212,594160
262,640,594970,6212,594970
262,640,594970,6212,594970
262,640,594970,6212,594970
263,642,595970,6212,595970
263,642,596780,6212,596780
264,644,597780,6212,597780
264,644,598780,6212,598780
265,646,599250,6212,599250
265,646,600250,6212,600250
266,648,601250,6212,601250
266,648,601250,6212,601250
266,648,601720,6212,601720
266,648,602530,6212,602530
266,648,602760,6212,602760
266,648,602760,6212,602760
267,650,603570,6212,603570
267,650,604380,6212,604380
268,654,605380,6212,605380
268,654,606380,6212,606380
268,654,607380,6212,607380
268,654,608380,6212,608380
269,656,608840,6212,608840
269,656,609840,6212,609840
269,656,609840,6212,609840
269,656,617840,6212,617840
269,656,618300,6212,618300
270,658,618760,6212,618760
270,658,619230,6212,619230
270,658,619460,6212,619460
270,658,619460,6212,619460
270,658,619460,6212,619460
270,658,619830,6212,619830
271,660,620830,6212,620830
271,660,621480,6212,621480
272,662,622480,6212,622480
273,664,623480,6212,623480
273,664,624480,6212,624480
273,664,624950,6212,624950
274,666,625950,6212,625950
274,666,626420,6212,626420
274,666,627420,6212,627420
275,668,628230,6212,628230
275,668,628550,6212,628550
275,668,629550,6212,629550
276,670,630550,6212,630550
276,670,630550,6212,630550
276,670,631200,6212,631200
277,672,632200,6212,632200
277,672,632670,6212,632670
278,680,633670,6212,633670
279,682,634670,6212,634670
279,682,635670,6212,635670
280,684,636670,6212,636670
280,684,637670,6212,637670
280,684,638480,6212,638480
281,686,639480,6212,639480
282,688,640290,6212,640290
282,688,641290,6212,641290
283,690,642100,6212,642100
283,690,642100,6212,642100
283,690,643100,6212,643100
283,690,644100,6212,644100
283,690,644570,6212,644570
284,692,645040,6212,645040
284,692,646040,6212,646040
284,692,646360,6212,646360
285,694,647170,6212,647170
286,702,647170,6212,647170
286,702,647980,6212,647980
286,702,648980,6212,648980
287,704,649980,6212,649980
288,706,650980,6212,650980
288,706,650980,6212,650980
288,706,651570,6212,651570
288,706,652380,6212,652380
288,706,652850,6212,652850
289,708,653320,6212,653320
289,708,653320,6212,653320
289,708,653790,6212,653790
289,708,654790,6212,654790
290,712,655790,6212,655790
290,712,656790,6212,656790
290,712,657600,6212,657600
290,712,658070,6212,658070
290,712,658070,6212,658070
291,714,658620,6212,658620
291,714,659090,6212,659090
291,714,660090,6212,660090
291,714,660410,6212,660410
292,716,661410,6212,661410
292,716,662410,6212,662410
293,718,663410,6212,663410
293,718,664220,6212,664220
294,720,665220,6212,665220
294,720,666220,6212,666220
294,720,666220,6212,666220
294,720,666540,6212,666540
295,722,667540,6212,667540
295,722,668130,6212,668130
296,724,669130,6212,669130
296,724,670130,6212,670130
296,724,670450,6212,670450
297,726,671450,6212,671450
297,726,672450,6212,672450
298,728,672920,6212,672920
298,728,673920,6212,673920
298,728,673920,6212,673920
299,730,674730,6212,674730
299,730,675200,6212,675200
299,730,675200,6212,675200
299,730,676200,6212,676200
300,732,676670,6212,676670
300,732,677130,6212,677130
300,732,678130,6212,678130
301,734,679130,6212,679130
301,734,680130,6212,680130
301,734,680130,6212,680130
302,742,681130,6212,681130
302,742,682130,6212,682130
302,742,683130,6212,683130
303,750,683130,6212,683130
303,750,684130,6212,684130
304,752,685130,6212,685130
304,752,693130,6212,693130
304,752,693130,6212,693130
304,752,694130,6212,694130
305,754,694780,6212,694780
305,754,695780,6212,695780
306,756,696590,6212,696590
306,756,697590,6212,697590
306,756,697910,6212,697910
306,756,697910,6212,697910
307,758,698720,6212,698720
307,758,699720,6212,699720
307,758,699720,6212,699720
308,760,700720,6212,700720
308,760,701530,6212,701530
309,762,702180,6212,702180
309,762,702990,6212,702990
310,764,703990,6212,703990
310,764,704990,6212,704990
311,766,705990,6212,705990
311,766,705990,6212,705990
311,766,706310,6212,706310
311,766,706780,6212,706780
312,768,707590,6212,707590
312,768,708400,6212,708400
312,768,708870,6212,708870
313,770,709340,6212,709340
313,770,709340,6212,709340
313,770,709810,6212,709810
313,770,710810,6212,710810
314,772,711810,6212,711810
314,772,712810,6212,712810
315,774,713810,6212,713810
315,774,713810,6212,713810
315,774,713810,6212,713810
315,774,714810,6212,714810
316,778,715810,6212,715810
317,780,716810,6212,716810
318,782,717810,6212,717810
318,782,718620,6212,718620
318,782,719620,6212,719620
319,784,720620,6212,720620
319,784,721620,6212,721620
320,788,722620,6212,722620
320,788,723430,6212,723430
321,790,724430,6212,724430
321,790,725430,6212,725430
321,790,726430,6212,726430
321,790,727240,6212,727240
322,798,727240,6212,727240
322,798,728240,6212,728240
323,800,729240,6212,729240
323,800,729710,6212,729710
324,804,730300,6212,730300
324,804,731300,6212,731300
324,804,731300,6212,731300
324,804,732300,6212,732300
324,804,733300,6212,733300
324,804,734300,6212,734300
324,804,734300,6212,734300
324,804,735110,6212,735110
324,804,735110,6212,735110
324,804,735110,6212,735110
324,804,735110,6212,735110
324,804,735570,6212,735570
325,806,736570,6212,736570
325,806,737570,6212,737570
325,806,737790,6212,737790
326,808,738260,6212,738260
326,808,738260,6212,738260
326,808,738730,6212,738730
326,808,739730,6212,739730
326,808,739730,6212,739730
327,810,740730,6212,740730
327,810,741730,6212,741730
327,810,741730,6212,741730
328,812,742730,6212,742730
328,812,742840,6212,742840
328,812,743840,6212,743840
329,814,744840,6212,744840
329,814,744840,6212,744840
329,814,745840,6212,745840
330,818,746310,6212,746310
330,818,746310,6212,746310
330,818,747310,6212,747310
330,818,748120,6212,748120
331,826,748120,6212,748120
331,826,748930,6212,748930
332,828,749930,6212,749930
332,828,750930,6212,750930
332,828,750930,6212,750930
332,828,751400,6212,751400
333,830,752400,6212,752400
333,830,752400,6212,752400
334,838,752400,6212,752400
334,838,753400,6212,753400
335,840,753870,6212,753870
335,840,754870,6212,754870
335,840,755190,6212,755190
336,842,756000,6212,756000
336,842,757000,6212,757000
336,842,757000,6212,757000
337,844,758000,6212,758000
337,844,758650,6212,758650
338,846,759460,6212,759460
338,846,760460,6212,760460
338,846,760570,6212,760570
339,848,761570,6212,761570
339,848,761570,6212,761570
339,848,761570,6212,761570
339,848,762570,6212,762570
340,850,763380,6212,763380
340,850,764380,6212,764380
340,850,764850,6212,764850
340,850,764850,6212,764850
341,852,765320,6212,765320
341,852,766320,6212,766320
342,854,766970,6212,766970
342,854,766970,6212,766970
342,854,767320,6212,767320
342,854,767790,6212,767790
342,854,768340,6212,768340
343,858,769340,6212,769340
343,858,770340,6212,770340
343,858,771340,6212,771340
343,858,771670,6212,771670
343,858,772670,6212,772670
344,860,773480,6212,773480
344,860,773950,6212,773950
344,860,774270,6212,774270
344,860,774740,6212,774740
345,862,775740,6212,775740
345,862,776740,6212,776740
346,864,777390,6212,777390
346,864,778390,6212,778390
347,866,779390,6212,779390
347,866,780390,6212,780390
348,868,781390,6212,781390
348,868,782390,6212,782390
349,870,783390,6212,783390
350,872,784390,6212,784390
350,872,785390,6212,785390
350,872,786390,6212,786390
351,874,787390,6212,787390
351,874,788390,6212,788390
352,878,789390,6212,789390
353,880,790200,6212,790200
353,880,791200,6212,791200
353,880,792200,6212,792200
354,884,793200,6212,793200
354,884,793520,6212,793520
355,886,793840,6212,793840
355,886,794840,6212,794840
356,888,795840,6212,795840
356,888,796840,6212,796840
357,890,797840,6212,797840
357,890,797840,6212,797840
357,890,798650,6212,798650
357,890,799460,6212,799460
357,890,800460,6212,800460
358,892,801460,6212,801460
359,894,802270,6212,802270
359,894,803270,6212,803270
359,894,804270,6212,804270
360,896,805080,6212,805080
360,896,805890,6212,805890
361,904,805890,6212,805890
362,912,813890,6212,813890
363,914,814890,6212,814890
363,914,815540,6212,815540
363,914,816540,6212,816540
364,916,817350,6212,817350
364,916,818350,6212,818350
365,918,818820,6212,818820
365,918,819820,6212,819820
365,918,819820,6212,819820
365,918,819820,6212,819820
366,920,820820,6212,820820
366,920,821050,6212,821050
366,920,821050,6212,821050
366,920,822050,6212,822050
367,922,823050,6212,823050
367,922,823050,6212,823050
367,922,824050,6212,824050
368,924,824700,6212,824700
