ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_806c-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
659,1780,1509000,6212,1509000
659,1780,1509000,6212,1509000
659,1780,1509000,6212,1509000
659,1780,1510000,6212,1510000
659,1780,1510320,6212,1510320
659,1780,1510640,6212,1510640
659,1780,1511110,6212,1511110
659,1780,1512110,6212,1512110
659,1780,1512920,6212,1512920
660,1788,1513390,6212,1513390
660,1788,1513390,6212,1513390
660,1788,1514200,6212,1514200
660,1788,1515010,6212,1515010
660,1788,1515820,6212,1515820
660,1788,1516140,6212,1516140
660,1788,1517140,6212,1517140
660,1788,1517140,6212,1517140
660,1788,1518140,6212,1518140
660,1788,1518140,6212,1518140
660,1788,1518610,6212,1518610
660,1788,1519420,6212,1519420
660,1788,1519890,6212,1519890
660,1788,1519890,6212,1519890
661,1796,1520120,6212,1520120
661,1796,1520340,6212,1520340
661,1796,1521340,6212,1521340
661,1796,1521810,6212,1521810
661,1796,1522460,6212,1522460
661,1796,1523460,6212,1523460
661,1796,1523780,6212,1523780
661,1796,1524590,6212,1524590
661,1796,1524810,6212,1524810
661,1796,1525130,6212,1525130
661,1796,1525360,6212,1525360
661,1796,1526170,6212,1526170
661,1796,1526400,6212,1526400
661,1796,1526620,6212,1526620
661,1796,1526940,6212,1526940
661,1796,1527260,6212,1527260
661,1796,1527580,6212,1527580
662,1804,1528130,6212,1528130
662,1804,1529130,6212,1529130
662,1804,1529600,6212,1529600
662,1804,1530070,6212,1530070
662,1804,1530070,6212,1530070
662,1804,1530620,6212,1530620
662,1804,1531430,6212,1531430
662,1804,1531750,6212,1531750
662,1804,1532220,6212,1532220
662,1804,1532690,6212,1532690
662,1804,1533690,6212,1533690
662,1804,1534690,6212,1534690
662,1804,1534690,6212,1534690
663,1812,1535160,6212,1535160
663,1812,1535480,6212,1535480
663,1812,1535480,6212,1535480
663,1812,1535710,6212,1535710
663,1812,1536170,6212,1536170
663,1812,1536980,6212,1536980
663,1812,1537450,6212,1537450
663,1812,1537450,6212,1537450
663,1812,1537450,6212,1537450
663,1812,1538260,6212,1538260
663,1812,1539070,6212,1539070
663,1812,1539390,6212,1539390
663,1812,1539860,6212,1539860
663,1812,1540860,6212,1540860
663,1812,1541670,6212,1541670
664,1820,1542140,6212,1542140
664,1820,1542610,6212,1542610
664,1820,1543610,6212,1543610
664,1820,1544080,6212,1544080
664,1820,1544730,6212,1544730
664,1820,1545540,6212,1545540
664,1820,1546540,6212,1546540
664,1820,1547350,6212,1547350
664,1820,1548350,6212,1548350
665,1828,1548820,6212,1548820
665,1828,1549630,6212,1549630
665,1828,1549950,6212,1549950
665,1828,1549950,6212,1549950
665,1828,1550500,6212,1550500
665,1828,1551500,6212,1551500
665,1828,1552310,6212,1552310
665,1828,1553120,6212,1553120
665,1828,1553590,6212,1553590
665,1828,1553750,6212,1553750
665,1828,1554220,6212,1554220
665,1828,1555220,6212,1555220
666,1836,1556220,6212,1556220
666,1836,1557030,6212,1557030
666,1836,1557840,6212,1557840
666,1836,1558310,6212,1558310
666,1836,1559310,6212,1559310
666,1836,1560120,6212,1560120
666,1836,1561120,6212,1561120
666,1836,1561930,6212,1561930
666,1836,1562400,6212,1562400
667,1844,1562870,6212,1562870
667,1844,1563190,6212,1563190
667,1844,1564190,6212,1564190
667,1844,1564660,6212,1564660
667,1844,1565660,6212,1565660
667,1844,1566660,6212,1566660
667,1844,1567660,6212,1567660
667,1844,1568130,6212,1568130
667,1844,1568130,6212,1568130
667,1844,1568450,6212,1568450
668,1852,1569450,6212,1569450
668,1852,1570450,6212,1570450
668,1852,1570610,6212,1570610
668,1852,1571420,6212,1571420
668,1852,1572420,6212,1572420
668,1852,1572880,6212,1572880
668,1852,1573350,6212,1573350
668,1852,1573820,6212,1573820
668,1852,1574290,6212,1574290
668,1852,1575290,6212,1575290
668,1852,1576100,6212,1576100
669,1860,1577100,6212,1577100
669,1860,1577560,6212,1577560
669,1860,1578560,6212,1578560
669,1860,1579210,6212,1579210
669,1860,1580020,6212,1580020
669,1860,1580830,6212,1580830
669,1860,1581300,6212,1581300
669,1860,1581300,6212,1581300
669,1860,1581850,6212,1581850
669,1860,1582320,6212,1582320
669,1860,1582550,6212,1582550
669,1860,1583020,6212,1583020
670,1868,1584020,6212,1584020
670,1868,1584830,6212,1584830
671,1876,1592830,6212,1592830
671,1876,1593640,6212,1593640
671,1876,1594640,6212,1594640
671,1876,1595640,6212,1595640
671,1876,1595750,6212,1595750
671,1876,1596750,6212,1596750
671,1876,1597070,6212,1597070
671,1876,1597540,6212,1597540
671,1876,1598350,6212,1598350
672,1884,1599160,6212,1599160
672,1884,1600160,6212,1600160
672,1884,1600750,6212,1600750
672,1884,1600750,6212,1600750
672,1884,1601220,6212,1601220
672,1884,1601220,6212,1601220
672,1884,1601870,6212,1601870
672,1884,1602100,6212,1602100
672,1884,1603100,6212,1603100
672,1884,1603570,6212,1603570
672,1884,1604570,6212,1604570
672,1884,1605570,6212,1605570
672,1884,1605570,6212,1605570
673,1892,1606120,6212,1606120
673,1892,1607120,6212,1607120
673,1892,1607120,6212,1607120
673,1892,1608120,6212,1608120
673,1892,1608930,6212,1608930
673,1892,1609580,6212,1609580
673,1892,1610050,6212,1610050
673,1892,1611050,6212,1611050
673,1892,1611420,6212,1611420
673,1892,1612230,6212,1612230
673,1892,1613230,6212,1613230
674,1900,1614230,6212,1614230
674,1900,1614460,6212,1614460
674,1900,1615270,6212,1615270
674,1900,1616080,6212,1616080
674,1900,1616890,6212,1616890
674,1900,1617890,6212,1617890
674,1900,1618360,6212,1618360
674,1900,1618360,6212,1618360
674,1900,1619170,6212,1619170
674,1900,1620170,6212,1620170
675,1908,1620820,6212,1620820
675,1908,1621820,6212,1621820
675,1908,1621820,6212,1621820
675,1908,1622290,6212,1622290
675,1908,1623290,6212,1623290
675,1908,1623400,6212,1623400
675,1908,1623450,6212,1623450
675,1908,1624260,6212,1624260
675,1908,1624260,6212,1624260
675,1908,1628260,6212,1628260
676,1916,1629260,6212,1629260
676,1916,1630070,6212,1630070
676,1916,1630880,6212,1630880
676,1916,1631350,6212,1631350
676,1916,1632160,6212,1632160
676,1916,1632970,6212,1632970
676,1916,1633780,6212,1633780
676,1916,1634430,6212,1634430
677,1924,1635430,6212,1635430
677,1924,1639430,6212,1639430
677,1924,1640430,6212,1640430
677,1924,1641240,6212,1641240
677,1924,1642240,6212,1642240
678,1932,1642890,6212,1642890
678,1932,1643540,6212,1643540
678,1932,1644540,6212,1644540
678,1932,1644650,6212,1644650
678,1932,1644970,6212,1644970
678,1932,1644970,6212,1644970
678,1932,1645290,6212,1645290
678,1932,1646290,6212,1646290
678,1932,1646760,6212,1646760
678,1932,1646760,6212,1646760
678,1932,1647760,6212,1647760
678,1932,1648570,6212,1648570
678,1932,1648900,6212,1648900
678,1932,1649710,6212,1649710
678,1932,1650520,6212,1650520
679,1940,1651330,6212,1651330
679,1940,1651800,6212,1651800
679,1940,1652610,6212,1652610
679,1940,1653420,6212,1653420
679,1940,1654230,6212,1654230
679,1940,1654230,6212,1654230
679,1940,1655230,6212,1655230
679,1940,1655550,6212,1655550
679,1940,1656020,6212,1656020
679,1940,1657020,6212,1657020
679,1940,1657830,6212,1657830
679,1940,1658150,6212,1658150
680,1948,1658960,6212,1658960
680,1948,1659770,6212,1659770
680,1948,1660770,6212,1660770
680,1948,1661770,6212,1661770
680,1948,1662240,6212,1662240
680,1948,1662710,6212,1662710
680,1948,1663170,6212,1663170
680,1948,1663980,6212,1663980
680,1948,1663980,6212,1663980
680,1948,1664140,6212,1664140
680,1948,1664300,6212,1664300
680,1948,1664620,6212,1664620
680,1948,1665620,6212,1665620
681,1956,1666430,6212,1666430
681,1956,1667430,6212,1667430
681,1956,1667700,6212,1667700
681,1956,1668020,6212,1668020
681,1956,1668490,6212,1668490
681,1956,1668600,6212,1668600
681,1956,1669600,6212,1669600
681,1956,1670600,6212,1670600
681,1956,1671070,6212,1671070
681,1956,1671070,6212,1671070
681,1956,1671880,6212,1671880
681,1956,1671880,6212,1671880
681,1956,1672350,6212,1672350
681,1956,1672350,6212,1672350
681,1956,1672820,6212,1672820
681,1956,1673190,6212,1673190
681,1956,1673410,6212,1673410
682,1964,1673880,6212,1673880
682,1964,1674350,6212,1674350
682,1964,1674670,6212,1674670
682,1964,1675670,6212,1675670
682,1964,1675990,6212,1675990
682,1964,1676460,6212,1676460
682,1964,1677460,6212,1677460
682,1964,1678460,6212,1678460
682,1964,1679270,6212,1679270
682,1964,1680270,6212,1680270
682,1964,1680740,6212,1680740
683,1972,1681740,6212,1681740
683,1972,1682740,6212,1682740
683,1972,1683740,6212,1683740
683,1972,1684550,6212,1684550
683,1972,1685360,6212,1685360
683,1972,1685590,6212,1685590
683,1972,1686060,6212,1686060
683,1972,1686710,6212,1686710
683,1972,1687520,6212,1687520
684,1980,1688520,6212,1688520
684,1980,1689330,6212,1689330
684,1980,1689560,6212,1689560
684,1980,1690560,6212,1690560
684,1980,1691560,6212,1691560
684,1980,1692560,6212,1692560
684,1980,1693370,6212,1693370
684,1980,1694180,6212,1694180
684,1980,1694830,6212,1694830
684,1980,1695150,6212,1695150
684,1980,1695150,6212,1695150
685,1988,1695960,6212,1695960
685,1988,1696960,6212,1696960
685,1988,1697430,6212,1697430
685,1988,1698430,6212,1698430
685,1988,1698980,6212,1698980
685,1988,1699790,6212,1699790
685,1988,1700600,6212,1700600
685,1988,1700600,6212,1700600
685,1988,1700600,6212,1700600
685,1988,1700600,6212,1700600
685,1988,1701410,6212,1701410
685,1988,1701730,6212,1701730
685,1988,1702540,6212,1702540
686,1996,1703540,6212,1703540
686,1996,1703540,6212,1703540
686,1996,1704540,6212,1704540
686,1996,1705090,6212,1705090
686,1996,1705090,6212,1705090
686,1996,1705410,6212,1705410
686,1996,1706220,6212,1706220
686,1996,1706220,6212,1706220
686,1996,1706690,6212,1706690
686,1996,1707010,6212,1707010
686,1996,1707820,6212,1707820
686,1996,1708820,6212,1708820
686,1996,1709630,6212,1709630
686,1996,1709630,6212,1709630
686,1996,1709630,6212,1709630
687,2004,1710630,6212,1710630
687,2004,1711440,6212,1711440
687,2004,1711760,6212,1711760
687,2004,1712570,6212,1712570
687,2004,1713380,6212,1713380
687,2004,1713380,6212,1713380
687,2004,1714380,6212,1714380
687,2004,1715190,6212,1715190
687,2004,1715420,6212,1715420
687,2004,1715890,6212,1715890
687,2004,1716360,6212,1716360
687,2004,1716830,6212,1716830
688,2012,1717830,6212,1717830
688,2012,1718060,6212,1718060
688,2012,1718060,6212,1718060
688,2012,1718530,6212,1718530
688,2012,1719000,6212,1719000
688,2012,1719000,6212,1719000
688,2012,1720000,6212,1720000
688,2012,1720470,6212,1720470
688,2012,1721280,6212,1721280
688,2012,1721750,6212,1721750
688,2012,1722560,6212,1722560
688,2012,1723560,6212,1723560
688,2012,1724560,6212,1724560
689,2020,1725030,6212,1725030
689,2020,1725840,6212,1725840
689,2020,1725840,6212,1725840
689,2020,1726840,6212,1726840
689,2020,1726950,6212,1726950
689,2020,1727760,6212,1727760
689,2020,1728760,6212,1728760
689,2020,1729570,6212,1729570
689,2020,1729570,6212,1729570
689,2020,1729570,6212,1729570
689,2020,1730030,6212,1730030
689,2020,1730140,6212,1730140
689,2020,1730140,6212,1730140
689,2020,1730950,6212,1730950
689,2020,1731760,6212,1731760
689,2020,1731760,6212,1731760
690,2028,1732220,6212,1732220
690,2028,1733220,6212,1733220
690,2028,1734030,6212,1734030
690,2028,1735030,6212,1735030
690,2028,1735840,6212,1735840
690,2028,1736070,6212,1736070
690,2028,1736300,6212,1736300
690,2028,1736300,6212,1736300
690,2028,1737300,6212,1737300
690,2028,1737770,6212,1737770
690,2028,1738770,6212,1738770
690,2028,1739240,6212,1739240
691,2036,1739710,6212,1739710
691,2036,1739870,6212,1739870
691,2036,1740340,6212,1740340
691,2036,1740990,6212,1740990
691,2036,1741800,6212,1741800
691,2036,1741800,6212,1741800
691,2036,1742800,6212,1742800
691,2036,1743260,6212,1743260
691,2036,1744070,6212,1744070
691,2036,1745070,6212,1745070
691,2036,1745390,6212,1745390
691,2036,1746390,6212,1746390
691,2036,1746710,6212,1746710
692,2044,1747300,6212,1747300
692,2044,1747300,6212,1747300
692,2044,1747770,6212,1747770
692,2044,1748240,6212,1748240
692,2044,1749240,6212,1749240
692,2044,1750050,6212,1750050
692,2044,1750520,6212,1750520
692,2044,1750520,6212,1750520
692,2044,1750520,6212,1750520
692,2044,1751070,6212,1751070
692,2044,1751540,6212,1751540
692,2044,1752540,6212,1752540
692,2044,1752540,6212,1752540
692,2044,1753350,6212,1753350
692,2044,1753350,6212,1753350
692,2044,1753580,6212,1753580
693,2052,1754580,6212,1754580
693,2052,1754580,6212,1754580
693,2052,1755390,6212,1755390
693,2052,1756200,6212,1756200
693,2052,1756200,6212,1756200
693,2052,1757200,6212,1757200
693,2052,1757850,6212,1757850
693,2052,1758660,6212,1758660
693,2052,1758660,6212,1758660
693,2052,1759130,6212,1759130
693,2052,1759940,6212,1759940
693,2052,1759940,6212,1759940
693,2052,1759940,6212,1759940
694,2060,1760750,6212,1760750
694,2060,1761220,6212,1761220
694,2060,1761690,6212,1761690
694,2060,1762160,6212,1762160
694,2060,1762630,6212,1762630
694,2060,1763440,6212,1763440
694,2060,1763440,6212,1763440
694,2060,1764090,6212,1764090
694,2060,1765090,6212,1765090
694,2060,1766090,6212,1766090
694,2060,1767090,6212,1767090
694,2060,1767560,6212,1767560
695,2068,1768370,6212,1768370
695,2068,1769370,6212,1769370
695,2068,1770180,6212,1770180
695,2068,1770500,6212,1770500
695,2068,1770970,6212,1770970
695,2068,1771440,6212,1771440
695,2068,1772440,6212,1772440
695,2068,1772440,6212,1772440
695,2068,1773250,6212,1773250
695,2068,1774250,6212,1774250
695,2068,1775250,6212,1775250
696,2076,1775570,6212,1775570
696,2076,1776040,6212,1776040
696,2076,1777040,6212,1777040
696,2076,1778040,6212,1778040
696,2076,1778850,6212,1778850
696,2076,1779440,6212,1779440
696,2076,1780250,6212,1780250
696,2076,1781250,6212,1781250
696,2076,1781570,6212,1781570
696,2076,1782380,6212,1782380
697,2084,1783190,6212,1783190
697,2084,1783740,6212,1783740
697,2084,1783960,6212,1783960
697,2084,1784770,6212,1784770
697,2084,1785580,6212,1785580
697,2084,1785580,6212,1785580
697,2084,1785810,6212,1785810
697,2084,1786280,6212,1786280
697,2084,1786280,6212,1786280
697,2084,1787280,6212,1787280
697,2084,1788280,6212,1788280
697,2084,1789090,6212,1789090
697,2084,1789410,6212,1789410
698,2092,1790410,6212,1790410
698,2092,1790410,6212,1790410
698,2092,1791000,6212,1791000
698,2092,1791000,6212,1791000
698,2092,1791320,6212,1791320
698,2092,1791790,6212,1791790
698,2092,1791790,6212,1791790
698,2092,1792160,6212,1792160
698,2092,1792810,6212,1792810
698,2092,1793620,6212,1793620
698,2092,1794080,6212,1794080
698,2092,1794730,6212,1794730
698,2092,1795540,6212,1795540
698,2092,1796350,6212,1796350
698,2092,1796350,6212,1796350
699,2100,1797160,6212,1797160
699,2100,1797630,6212,1797630
699,2100,1798180,6212,1798180
699,2100,1798650,6212,1798650
699,2100,1798650,6212,1798650
699,2100,1799460,6212,1799460
699,2100,1800270,6212,1800270
699,2100,1800270,6212,1800270
699,2100,1800590,6212,1800590
699,2100,1800910,6212,1800910
699,2100,1801720,6212,1801720
699,2100,1801720,6212,1801720
699,2100,1802190,6212,1802190
699,2100,1803190,6212,1803190
699,2100,1804190,6212,1804190
700,2108,1805190,6212,1805190
700,2108,1806190,6212,1806190
700,2108,1806780,6212,1806780
700,2108,1807000,6212,1807000
700,2108,1808000,6212,1808000
700,2108,1809000,6212,1809000
700,2108,1809810,6212,1809810
700,2108,1810280,6212,1810280
700,2108,1810750,6212,1810750
700,2108,1810860,6212,1810860
700,2108,1811090,6212,1811090
700,2108,1811900,6212,1811900
701,2116,1812370,6212,1812370
701,2116,1813020,6212,1813020
701,2116,1814020,6212,1814020
701,2116,1814020,6212,1814020
701,2116,1814180,6212,1814180
701,2116,1814180,6212,1814180
701,2116,1814180,6212,1814180
701,2116,1814180,6212,1814180
701,2116,1814180,6212,1814180
701,2116,1815180,6212,1815180
701,2116,1816180,6212,1816180
701,2116,1816650,6212,1816650
701,2116,1817120,6212,1817120
701,2116,1817440,6212,1817440
701,2116,1817910,6212,1817910
702,2124,1818910,6212,1818910
702,2124,1819380,6212,1819380
702,2124,1820190,6212,1820190
702,2124,1820350,6212,1820350
702,2124,1821350,6212,1821350
702,2124,1821670,6212,1821670
702,2124,1821670,6212,1821670
702,2124,1821890,6212,1821890
702,2124,1822360,6212,1822360
702,2124,1823360,6212,1823360
702,2124,1824360,6212,1824360
702,2124,1825010,6212,1825010
702,2124,1825820,6212,1825820
703,2132,1826820,6212,1826820
703,2132,1827050,6212,1827050
703,2132,1828050,6212,1828050
703,2132,1829050,6212,1829050
703,2132,1830050,6212,1830050
703,2132,1831050,6212,1831050
703,2132,1831050,6212,1831050
703,2132,1832050,6212,1832050
703,2132,1832860,6212,1832860
703,2132,1833860,6212,1833860
704,2140,1834860,6212,1834860
704,2140,1835670,6212,1835670
704,2140,1835990,6212,1835990
704,2140,1836450,6212,1836450
704,2140,1836450,6212,1836450
704,2140,1837040,6212,1837040
704,2140,1837040,6212,1837040
704,2140,1837360,6212,1837360
704,2140,1838170,6212,1838170
704,2140,1838720,6212,1838720
704,2140,1839370,6212,1839370
704,2140,1839840,6212,1839840
705,2148,1840840,6212,1840840
705,2148,1841650,6212,1841650
705,2148,1841760,6212,1841760
705,2148,1842760,6212,1842760
705,2148,1843760,6212,1843760
705,2148,1844760,6212,1844760
705,2148,1845760,6212,1845760
705,2148,1846570,6212,1846570
705,2148,1847160,6212,1847160
706,2156,1847970,6212,1847970
706,2156,1848440,6212,1848440
706,2156,1849250,6212,1849250
706,2156,1850250,6212,1850250
706,2156,1851060,6212,1851060
706,2156,1851060,6212,1851060
706,2156,1851870,6212,1851870
706,2156,1852190,6212,1852190
706,2156,1852660,6212,1852660
706,2156,1853660,6212,1853660
706,2156,1854660,6212,1854660
706,2156,1855130,6212,1855130
707,2164,1855940,6212,1855940
707,2164,1856420,6212,1856420
707,2164,1856890,6212,1856890
707,2164,1857890,6212,1857890
707,2164,1858890,6212,1858890
707,2164,1859890,6212,1859890
707,2164,1860890,6212,1860890
707,2164,1861700,6212,1861700
707,2164,1862700,6212,1862700
708,2172,1863700,6212,1863700
708,2172,1864020,6212,1864020
708,2172,1864830,6212,1864830
708,2172,1864830,6212,1864830
708,2172,1865290,6212,1865290
708,2172,1866100,6212,1866100
708,2172,1866100,6212,1866100
708,2172,1867100,6212,1867100
708,2172,1868100,6212,1868100
708,2172,1868100,6212,1868100
708,2172,1868570,6212,1868570
708,2172,1869380,6212,1869380
708,2172,1870380,6212,1870380
708,2172,1870600,6212,1870600
708,2172,1870760,6212,1870760
708,2172,1870760,6212,1870760
709,2180,1871760,6212,1871760
709,2180,1872240,6212,1872240
709,2180,1872240,6212,1872240
709,2180,1873240,6212,1873240
709,2180,1873240,6212,1873240
709,2180,1873710,6212,1873710
709,2180,1874710,6212,1874710
709,2180,1875710,6212,1875710
709,2180,1876030,6212,1876030
709,2180,1876400,6212,1876400
709,2180,1877210,6212,1877210
709,2180,1877370,6212,1877370
709,2180,1878180,6212,1878180
710,2188,1878990,6212,1878990
710,2188,1879990,6212,1879990
710,2188,1880800,6212,1880800
710,2188,1880800,6212,1880800
710,2188,1881030,6212,1881030
710,2188,1882030,6212,1882030
710,2188,1882030,6212,1882030
710,2188,1882840,6212,1882840
710,2188,1883310,6212,1883310
710,2188,1884120,6212,1884120
710,2188,1884590,6212,1884590
710,2188,1885590,6212,1885590
710,2188,1885590,6212,1885590
711,2196,1886400,6212,1886400
711,2196,1887050,6212,1887050
711,2196,1887520,6212,1887520
711,2196,1888170,6212,1888170
711,2196,1888980,6212,1888980
711,2196,1889210,6212,1889210
711,2196,1889680,6212,1889680
711,2196,1890330,6212,1890330
711,2196,1891330,6212,1891330
711,2196,1892330,6212,1892330
712,2204,1893140,6212,1893140
712,2204,1894140,6212,1894140
712,2204,1894600,6212,1894600
712,2204,1894970,6212,1894970
712,2204,1895130,6212,1895130
712,2204,1896130,6212,1896130
712,2204,1896780,6212,1896780
712,2204,1897250,6212,1897250
712,2204,1897900,6212,1897900
712,2204,1898370,6212,1898370
712,2204,1899370,6212,1899370
713,2212,1900370,6212,1900370
713,2212,1901180,6212,1901180
713,2212,1901990,6212,1901990
713,2212,1902990,6212,1902990
713,2212,1903800,6212,1903800
713,2212,1904610,6212,1904610
713,2212,1905420,6212,1905420
713,2212,1905420,6212,1905420
713,2212,1905880,6212,1905880
714,2220,1906880,6212,1906880
714,2220,1907350,6212,1907350
714,2220,1907670,6212,1907670
715,2228,1915670,6212,1915670
715,2228,1915670,6212,1915670
715,2228,1915670,6212,1915670
715,2228,1916670,6212,1916670
715,2228,1917320,6212,1917320
715,2228,1918130,6212,1918130
715,2228,1918600,6212,1918600
715,2228,1919070,6212,1919070
715,2228,1920070,6212,1920070
715,2228,1920880,6212,1920880
715,2228,1921200,6212,1921200
715,2228,1922200,6212,1922200
715,2228,1922430,6212,1922430
716,2236,1922750,6212,1922750
716,2236,1923210,6212,1923210
716,2236,1924020,6212,1924020
716,2236,1924830,6212,1924830
716,2236,1925640,6212,1925640
716,2236,1926450,6212,1926450
716,2236,1927000,6212,1927000
716,2236,1927810,6212,1927810
716,2236,1928280,6212,1928280
717,2244,1929090,6212,1929090
717,2244,1929740,6212,1929740
717,2244,1930210,6212,1930210
717,2244,1930580,6212,1930580
717,2244,1931580,6212,1931580
717,2244,1932390,6212,1932390
717,2244,1933390,6212,1933390
717,2244,1934040,6212,1934040
717,2244,1934510,6212,1934510
717,2244,1934830,6212,1934830
717,2244,1935640,6212,1935640
717,2244,1935870,6212,1935870
718,2252,1936870,6212,1936870
718,2252,1937870,6212,1937870
718,2252,1937870,6212,1937870
718,2252,1938680,6212,1938680
718,2252,1939490,6212,1939490
718,2252,1940300,6212,1940300
718,2252,1940760,6212,1940760
718,2252,1941570,6212,1941570
718,2252,1942380,6212,1942380
718,2252,1942850,6212,1942850
719,2260,1943660,6212,1943660
719,2260,1944660,6212,1944660
719,2260,1945470,6212,1945470
719,2260,1946470,6212,1946470
719,2260,1947470,6212,1947470
719,2260,1948280,6212,1948280
719,2260,1948600,6212,1948600
719,2260,1948830,6212,1948830
719,2260,1949150,6212,1949150
719,2260,1949470,6212,1949470
719,2260,1949840,6212,1949840
720,2268,1950840,6212,1950840
720,2268,1951650,6212,1951650
720,2268,1952110,6212,1952110
720,2268,1952110,6212,1952110
720,2268,1952110,6212,1952110
720,2268,1952340,6212,1952340
720,2268,1952810,6212,1952810
720,2268,1953130,6212,1953130
720,2268,1953130,6212,1953130
720,2268,1953940,6212,1953940
720,2268,1954170,6212,1954170
720,2268,1954490,6212,1954490
720,2268,1954810,6212,1954810
720,2268,1955130,6212,1955130
720,2268,1956130,6212,1956130
720,2268,1956130,6212,1956130
720,2268,1956450,6212,1956450
720,2268,1956910,6212,1956910
720,2268,1957230,6212,1957230
721,2276,1958230,6212,1958230
721,2276,1958230,6212,1958230
721,2276,1959230,6212,1959230
721,2276,1960230,6212,1960230
721,2276,1960880,6212,1960880
721,2276,1961340,6212,1961340
721,2276,1962150,6212,1962150
721,2276,1963150,6212,1963150
721,2276,1963800,6212,1963800
721,2276,1964450,6212,1964450
722,2284,1965450,6212,1965450
722,2284,1965450,6212,1965450
722,2284,1965450,6212,1965450
722,2284,1965770,6212,1965770
722,2284,1966580,6212,1966580
722,2284,1967390,6212,1967390
722,2284,1968040,6212,1968040
722,2284,1968510,6212,1968510
722,2284,1969320,6212,1969320
722,2284,1969320,6212,1969320
722,2284,1970130,6212,1970130
722,2284,1970450,6212,1970450
722,2284,1970680,6212,1970680
722,2284,1971680,6212,1971680
723,2292,1972490,6212,1972490
723,2292,1973490,6212,1973490
723,2292,1974300,6212,1974300
723,2292,1974770,6212,1974770
723,2292,1975770,6212,1975770
723,2292,1975770,6212,1975770
723,2292,1976580,6212,1976580
723,2292,1976900,6212,1976900
723,2292,1977370,6212,1977370
723,2292,1978370,6212,1978370
723,2292,1978370,6212,1978370
723,2292,1979180,6212,1979180
724,2300,1979990,6212,1979990
724,2300,1980150,6212,1980150
724,2300,1980960,6212,1980960
724,2300,1980960,6212,1980960
724,2300,1981610,6212,1981610
724,2300,1982420,6212,1982420
724,2300,1983420,6212,1983420
724,2300,1983890,6212,1983890
724,2300,1984890,6212,1984890
724,2300,1985120,6212,1985120
724,2300,1985930,6212,1985930
724,2300,1986930,6212,1986930
725,2308,1987740,6212,1987740
725,2308,1988740,6212,1988740
725,2308,1989210,6212,1989210
725,2308,1990020,6212,1990020
725,2308,1991020,6212,1991020
725,2308,1991490,6212,1991490
725,2308,1992300,6212,1992300
725,2308,1992770,6212,1992770
725,2308,1993770,6212,1993770
726,2316,1994580,6212,1994580
726,2316,1995390,6212,1995390
726,2316,1996200,6212,1996200
726,2316,1996640,6212,1996640
726,2316,1996960,6212,1996960
726,2316,1997960,6212,1997960
726,2316,1998960,6212,1998960
726,2316,1999960,6212,1999960
726,2316,2000420,6212,2000420
726,2316,2000890,6212,2000890
727,2324,2001700,6212,2001700
727,2324,2002160,6212,2002160
727,2324,2003160,6212,2003160
727,2324,2004160,6212,2004160
727,2324,2004970,6212,2004970
727,2324,2005970,6212,2005970
727,2324,2006970,6212,2006970
727,2324,2007970,6212,2007970
727,2324,2007970,6212,2007970
727,2324,2008290,6212,2008290
727,2324,2008290,6212,2008290
727,2324,2008660,6212,2008660
728,2332,2009470,6212,2009470
728,2332,2010470,6212,2010470
728,2332,2010940,6212,2010940
728,2332,2011590,6212,2011590
728,2332,2012400,6212,2012400
728,2332,2013210,6212,2013210
728,2332,2014210,6212,2014210
728,2332,2014580,6212,2014580
728,2332,2015050,6212,2015050
728,2332,2015210,6212,2015210
728,2332,2015430,6212,2015430
729,2340,2016430,6212,2016430
729,2340,2017240,6212,2017240
729,2340,2017710,6212,2017710
729,2340,2018520,6212,2018520
729,2340,2019170,6212,2019170
729,2340,2019400,6212,2019400
729,2340,2020400,6212,2020400
729,2340,2021400,6212,2021400
729,2340,2021720,6212,2021720
729,2340,2022530,6212,2022530
729,2340,2022850,6212,2022850
729,2340,2023320,6212,2023320
730,2348,2024130,6212,2024130
730,2348,2024600,6212,2024600
730,2348,2024600,6212,2024600
730,2348,2025410,6212,2025410
730,2348,2026410,6212,2026410
730,2348,2026960,6212,2026960
730,2348,2026960,6212,2026960
730,2348,2027960,6212,2027960
730,2348,2028770,6212,2028770
730,2348,2029770,6212,2029770
730,2348,2030770,6212,2030770
731,2356,2031240,6212,2031240
731,2356,2032240,6212,2032240
731,2356,2033240,6212,2033240
731,2356,2033700,6212,2033700
731,2356,2034350,6212,2034350
731,2356,2035160,6212,2035160
731,2356,2035480,6212,2035480
731,2356,2036480,6212,2036480
731,2356,2036480,6212,2036480
