ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
1236812.2,27.24,6.74,410887.22,9.05
1236432.79,27.23,6.73,410505.11,9.04
1236227.82,27.23,6.73,411476.38,9.06
1236022.84,27.23,6.74,411473.06,9.07
1235820.73,27.23,6.73,411282.16,9.06
1235804.53,27.23,6.74,411263.95,9.06
1235806.97,27.23,6.74,411313.49,9.06
1236041.4,27.24,6.74,411310.66,9.07
1235836.43,27.24,6.75,411664.61,9.08
1235457.02,27.24,6.74,411672.06,9.08
1235634.33,27.25,6.75,411310.66,9.07
1235634.33,27.25,6.75,411310.66,9.07
1235888.75,27.25,6.76,412891.25,9.11
1235756.15,27.26,6.76,412770.37,9.1
1235551.17,27.26,6.76,412770.59,9.11
1235660.59,27.26,6.77,412651.48,9.11
1235663.03,27.26,6.77,412669.44,9.11
1235458.05,27.27,6.77,412646.28,9.11
1235441.86,27.27,6.77,412727.32,9.11
1235441.86,27.27,6.77,412727.32,9.11
1235187.92,27.27,6.77,412650.41,9.11
1234982.94,27.27,6.77,412588.22,9.11
1234966.74,27.27,6.78,412731.88,9.11
1234749.28,27.27,6.77,412432.36,9.11
1234486.0,27.27,6.77,412128.67,9.1
1234281.03,27.27,6.77,412136.83,9.1
1234281.03,27.27,6.77,412136.83,9.1
1234525.46,27.28,6.78,412126.93,9.11
1234525.46,27.28,6.78,412126.93,9.11
1234310.48,27.28,6.78,412793.48,9.12
1234105.51,27.28,6.78,412796.88,9.12
1233726.1,27.27,6.78,412388.85,9.12
1233521.12,27.27,6.78,412381.24,9.12
1233316.15,27.28,6.78,412482.76,9.12
1233316.15,27.28,6.78,412482.76,9.12
1233439.38,27.28,6.78,412391.79,9.12
1233665.52,27.29,6.79,412813.61,9.13
1233665.52,27.29,6.79,412813.61,9.13
1233665.52,27.29,6.79,412813.61,9.13
1233460.55,27.29,6.79,412361.6,9.12
1233460.55,27.29,6.79,412361.6,9.12
1233091.14,27.29,6.79,411972.98,9.12
1233214.38,27.29,6.8,413047.14,9.14
1233009.4,27.29,6.8,413033.29,9.14
1232804.43,27.3,6.8,413021.21,9.14
1232599.45,27.3,6.8,413029.09,9.15
1232599.45,27.3,6.8,413029.09,9.15
1232440.67,27.29,6.8,412872.25,9.14
1232235.7,27.3,6.8,412940.03,9.15
1232235.7,27.3,6.8,412940.03,9.15
1232235.7,27.3,6.8,412940.03,9.15
1232030.72,27.3,6.8,412870.74,9.15
1232153.96,27.3,6.81,412852.08,9.15
1231945.75,27.3,6.8,412703.05,9.15
1231945.75,27.3,6.8,412703.05,9.15
1231586.42,27.3,6.8,412311.25,9.14
1231381.44,27.3,6.8,412731.39,9.15
1231381.44,27.3,6.8,412731.39,9.15
1231381.44,27.3,6.8,412731.39,9.15
1231176.47,27.3,6.8,412567.17,9.15
1230971.49,27.3,6.8,412636.81,9.15
1230862.71,27.3,6.8,412528.74,9.15
1231105.44,27.31,6.81,412980.08,9.16
1231089.24,27.31,6.81,412686.07,9.16
1230881.03,27.31,6.81,412480.51,9.15
1230881.03,27.31,6.81,412480.51,9.15
1230864.83,27.31,6.82,412192.72,9.15
1230848.63,27.32,6.82,412098.09,9.15
1230673.65,27.32,6.82,414347.4,9.2
1230411.47,27.32,6.82,414081.57,9.19
1230662.1,27.33,6.83,414089.54,9.2
1230662.1,27.33,6.83,414089.54,9.2
1230503.32,27.32,6.83,413936.39,9.19
1230503.32,27.32,6.83,413936.39,9.19
1230455.34,27.33,6.83,413051.01,9.17
1230250.37,27.33,6.83,413051.23,9.18
1230045.39,27.33,6.83,413026.63,9.18
1230279.82,27.34,6.84,413325.07,9.19
1230279.82,27.34,6.84,413325.07,9.19
1230279.82,27.34,6.84,413325.07,9.19
1230279.82,27.34,6.84,413422.58,9.19
1229870.23,27.34,6.84,413524.37,9.19
1229665.26,27.34,6.84,413897.29,9.2
1229649.06,27.34,6.84,413606.74,9.2
1229444.08,27.34,6.85,413412.4,9.19
1229249.11,27.34,6.85,414025.3,9.21
1229222.91,27.35,6.85,414031.53,9.21
1229017.93,27.35,6.85,414034.93,9.21
1228812.96,27.35,6.85,414033.42,9.22
1228607.98,27.35,6.86,414022.28,9.22
1228403.01,27.36,6.86,414086.75,9.22
1228526.24,27.36,6.86,414237.24,9.23
1228510.05,27.37,6.87,414116.24,9.22
1228305.07,27.37,6.87,414007.16,9.22
1228100.1,27.37,6.87,414515.79,9.24
1228806.11,27.39,6.89,413867.95,9.23
1229322.12,27.41,6.91,413030.11,9.21
1229322.12,27.41,6.91,413030.11,9.21
1229117.14,27.41,6.91,413009.34,9.21
1229117.14,27.41,6.91,413009.34,9.21
1229100.94,27.41,6.92,413005.74,9.21
1228895.97,27.42,6.92,413042.93,9.21
1228516.56,27.41,6.91,412658.06,9.21
1228311.59,27.41,6.91,412638.22,9.21
1228546.02,27.42,6.92,412620.87,9.21
1228341.04,27.42,6.92,413320.74,9.23
1228341.04,27.42,6.92,413320.74,9.23
1228146.06,27.42,6.93,413287.65,9.23
1227847.85,27.42,6.92,412964.61,9.22
1227632.88,27.42,6.92,412809.32,9.22
1227427.9,27.42,6.92,412786.7,9.22
1227411.71,27.43,6.93,412784.95,9.22
1227206.73,27.43,6.93,412784.95,9.23
1226924.72,27.42,6.93,412481.26,9.22
1226719.74,27.42,6.93,412529.72,9.22
1226340.34,27.42,6.92,412266.63,9.22
1226746.38,27.43,6.93,412230.17,9.22
1226541.41,27.43,6.93,412218.17,9.22
1226232.3,27.43,6.93,412656.49,9.23
1226560.01,27.44,6.94,412516.18,9.23
1226543.82,27.44,6.94,413010.55,9.24
1228056.4,27.48,6.98,412409.24,9.23
1228056.4,27.48,6.98,412409.24,9.23
1227851.42,27.48,6.98,412405.92,9.23
1227646.45,27.48,6.99,412384.87,9.23
1227441.47,27.48,6.99,412698.77,9.24
1227441.47,27.48,6.99,412698.77,9.24
1227425.27,27.49,6.99,412530.59,9.24
1227425.27,27.49,6.99,412530.59,9.24
1227220.3,27.49,6.99,412405.09,9.24
1226998.38,27.49,6.99,412606.92,9.24
1226793.4,27.49,6.99,413237.93,9.26
1226793.4,27.49,6.99,413237.93,9.26
1227017.31,27.5,7.0,413388.03,9.26
1227017.31,27.5,7.0,413388.03,9.26
1226812.33,27.5,7.0,413403.55,9.27
1226607.35,27.5,7.01,413381.81,9.27
1226283.32,27.5,7.0,413035.2,9.26
1225649.47,27.49,6.99,412422.64,9.25
1225649.47,27.49,6.99,412422.64,9.25
1225444.49,27.49,6.99,412890.86,9.26
1225428.29,27.5,7.0,412697.66,9.26
1225662.72,27.5,7.01,412676.65,9.26
1225477.75,27.51,7.01,413641.3,9.28
1225345.14,27.51,7.01,413391.74,9.28
1225261.05,27.51,7.02,413166.96,9.28
1225495.49,27.52,7.02,413159.43,9.28
1225290.51,27.52,7.03,413142.79,9.28
1225290.51,27.52,7.03,413142.79,9.28
1225274.31,27.53,7.03,413177.46,9.28
1225274.31,27.53,7.03,413177.46,9.28
1225274.31,27.53,7.03,413177.46,9.28
1225258.12,27.53,7.03,413161.48,9.28
1225053.14,27.53,7.04,413142.6,9.29
1224848.16,27.54,7.04,413407.36,9.29
1224643.19,27.54,7.04,413552.77,9.3
1224820.49,27.54,7.05,413966.4,9.31
1224528.21,27.54,7.04,414033.63,9.31
1224272.98,27.54,7.04,413860.13,9.31
1222633.17,27.55,7.05,413835.76,9.32
1224291.48,27.59,7.09,415494.07,9.36
1223912.08,27.58,7.09,415085.0,9.35
1223707.1,27.59,7.09,415064.23,9.36
1223502.13,27.59,7.09,415060.63,9.36
1223502.13,27.59,7.09,415060.63,9.36
1223736.56,27.6,7.1,415085.05,9.36
1223720.36,27.6,7.1,415076.83,9.36
1223515.38,27.6,7.1,415071.95,9.36
1223310.41,27.6,7.11,415060.63,9.37
1223105.43,27.6,7.11,415588.53,9.38
1222726.03,27.6,7.1,415287.2,9.37
1222521.05,27.6,7.1,415308.47,9.38
1222521.05,27.6,7.1,415308.47,9.38
1222316.08,27.6,7.1,415311.87,9.38
1222111.1,27.6,7.11,415354.62,9.38
1222111.1,27.6,7.11,415354.62,9.38
1222234.34,27.61,7.11,415308.26,9.38
1222029.36,27.61,7.11,415299.89,9.38
1221824.38,27.61,7.12,415729.42,9.4
1222038.98,27.62,7.12,415423.52,9.39
1222038.98,27.62,7.12,415423.52,9.39
1222038.98,27.62,7.12,415423.52,9.39
1221834.01,27.62,7.13,416183.94,9.41
1221629.03,27.63,7.13,416000.1,9.41
1221629.03,27.63,7.13,416000.1,9.41
1221863.46,27.63,7.14,415982.34,9.41
1221847.27,27.64,7.14,415977.05,9.41
1221507.69,27.63,7.14,415673.02,9.4
1221209.48,27.63,7.13,415371.04,9.4
1221004.5,27.63,7.13,415409.27,9.4
1220799.53,27.63,7.13,415369.72,9.4
1220799.53,27.63,7.13,415369.72,9.4
1220594.55,27.63,7.14,415491.12,9.41
1220389.58,27.63,7.14,415499.57,9.41
1220010.17,27.63,7.13,415369.72,9.41
1220010.17,27.63,7.13,415369.72,9.41
1219805.2,27.63,7.13,415756.77,9.42
1219600.22,27.63,7.13,415580.62,9.42
1219395.24,27.63,7.14,415577.3,9.42
1219190.27,27.64,7.14,415576.62,9.42
1218985.29,27.64,7.14,415556.25,9.42
1218969.1,27.64,7.14,415605.49,9.42
1219203.53,27.65,7.15,415556.25,9.42
1218998.55,27.65,7.15,415556.25,9.43
1218793.58,27.65,7.16,416137.11,9.44
1218588.6,27.66,7.16,416166.29,9.44
1218383.62,27.66,7.16,416162.96,9.45
1218178.65,27.66,7.16,416162.29,9.45
1217973.67,27.66,7.16,416258.51,9.45
1217594.27,27.65,7.16,415887.52,9.45
1217578.07,27.66,7.16,415831.99,9.45
1217578.07,27.66,7.16,415831.99,9.45
1217578.07,27.66,7.16,415831.99,9.45
1217578.07,27.66,7.16,415831.99,9.45
1217812.5,27.67,7.17,415792.01,9.45
1217812.5,27.67,7.17,415792.01,9.45
1217433.09,27.66,7.16,415770.93,9.45
1217412.86,27.67,7.17,417285.43,9.48
1217412.86,27.67,7.17,417285.43,9.48
1217819.39,27.68,7.19,417020.93,9.48
1218147.1,27.69,7.19,416998.06,9.48
1217942.12,27.69,7.2,417088.16,9.48
1217747.03,27.69,7.19,416997.03,9.48
1217542.05,27.69,7.2,416996.56,9.48
1217337.08,27.7,7.2,418151.1,9.51
1217337.08,27.7,7.2,418151.1,9.51
1217337.08,27.7,7.2,418151.1,9.51
1217337.08,27.7,7.2,418151.1,9.51
1217162.1,27.7,7.2,418332.09,9.52
1218539.58,27.73,7.24,419356.56,9.54
1218334.61,27.74,7.24,419353.23,9.55
1218129.63,27.74,7.24,419332.51,9.55
1218129.63,27.74,7.24,419332.51,9.55
1217924.66,27.74,7.24,419375.58,9.55
1217719.68,27.74,7.24,419365.34,9.55
1217514.71,27.74,7.25,419347.96,9.56
1217729.31,27.75,7.25,419769.6,9.57
1217852.54,27.76,7.26,419797.81,9.57
1218086.97,27.77,7.27,420235.37,9.58
1217882.0,27.77,7.27,420214.6,9.58
1217677.02,27.77,7.27,420211.0,9.58
1217472.04,27.77,7.27,420236.06,9.59
1217267.07,27.77,7.28,420218.45,9.59
1217062.09,27.78,7.28,420221.72,9.59
1216857.12,27.78,7.28,420485.8,9.6
1216840.92,27.78,7.28,420458.28,9.6
1216635.95,27.78,7.29,420395.68,9.6
1216430.97,27.78,7.29,420392.36,9.6
1216430.97,27.78,7.29,420392.36,9.6
1216225.99,27.79,7.29,420391.69,9.6
1216021.02,27.79,7.29,420386.43,9.61
1215816.04,27.79,7.29,420394.12,9.61
1215611.07,27.79,7.29,420403.13,9.61
1215406.09,27.79,7.3,420923.91,9.63
1215247.31,27.79,7.29,420765.32,9.62
1214877.91,27.79,7.29,420707.24,9.62
1214877.91,27.79,7.29,420707.24,9.62
1214877.91,27.79,7.29,420707.24,9.62
1215189.35,27.8,7.3,420872.82,9.63
1214984.38,27.8,7.3,420873.05,9.63
1214761.69,27.8,7.3,420667.7,9.63
1214556.71,27.8,7.3,420643.1,9.63
1214540.52,27.8,7.31,420761.73,9.63
1214540.52,27.8,7.31,420761.73,9.63
1214335.54,27.81,7.31,420669.28,9.63
1214130.57,27.81,7.31,420655.63,9.63
1213974.23,27.81,7.31,420496.66,9.63
1213958.03,27.81,7.31,420959.37,9.64
1214192.46,27.82,7.32,420946.32,9.64
1214192.46,27.82,7.32,420946.32,9.64
1213894.25,27.81,7.32,420593.48,9.64
1213604.68,27.81,7.31,420331.22,9.63
1213399.7,27.81,7.31,420706.88,9.64
1213585.77,27.82,7.32,422057.3,9.68
1214102.28,27.84,7.34,421409.46,9.66
1214618.29,27.86,7.36,420571.62,9.65
1214614.36,27.86,7.36,421732.04,9.67
1214614.36,27.86,7.36,421732.04,9.67
1214409.39,27.86,7.37,421728.81,9.68
1212769.58,27.88,7.38,421704.44,9.69
1212769.58,27.88,7.38,421704.44,9.69
1212564.61,27.88,7.38,421704.44,9.7
1213081.12,27.9,7.4,421056.6,9.68
1212876.14,27.9,7.4,421399.36,9.69
1212859.94,27.9,7.4,421228.81,9.69
1212482.98,27.9,7.4,420830.96,9.68
1212725.7,27.91,7.41,420658.75,9.68
1212725.7,27.91,7.41,420658.75,9.68
1212725.7,27.91,7.41,420658.75,9.68
1212725.7,27.91,7.41,420658.75,9.68
1212520.73,27.91,7.41,421465.65,9.7
1212325.75,27.91,7.41,421397.92,9.7
1211986.26,27.9,7.41,421270.31,9.7
1211723.08,27.9,7.41,420907.14,9.69
1213121.39,27.94,7.44,420299.26,9.68
1212916.41,27.94,7.45,420278.49,9.68
1213150.84,27.95,7.45,420274.89,9.68
1212945.87,27.95,7.46,420370.63,9.69
1212929.67,27.96,7.46,420328.08,9.69
1212550.26,27.95,7.46,420295.58,9.69
1212345.29,27.95,7.46,420290.48,9.69
1212345.29,27.95,7.46,420290.48,9.69
1212140.31,27.96,7.46,420904.29,9.71
1212384.74,27.96,7.47,420912.16,9.71
1212358.55,27.97,7.47,420933.6,9.71
1212153.57,27.97,7.47,420933.82,9.71
1211774.16,27.97,7.47,420774.07,9.71
1211774.16,27.97,7.47,420774.07,9.71
1211569.19,27.97,7.47,420749.47,9.71
1211803.62,27.98,7.48,420831.63,9.72
1211598.64,27.98,7.48,420803.1,9.72
1211219.24,27.97,7.47,420749.47,9.72
1211044.26,27.97,7.48,422110.14,9.75
1211433.43,27.99,7.49,422425.11,9.76
1211929.33,28.0,7.51,422339.47,9.76
1213251.92,28.04,7.54,421548.16,9.74
1213650.13,28.05,7.55,421537.24,9.74
1213466.51,28.05,7.55,421524.28,9.74
1213466.51,28.05,7.55,421524.28,9.74
1213261.54,28.05,7.55,421523.79,9.75
1213245.34,28.06,7.56,421659.61,9.75
1212955.77,28.05,7.55,421539.88,9.75
1212750.79,28.05,7.56,421523.79,9.75
1212985.22,28.06,7.56,422572.61,9.78
1212800.24,28.06,7.57,422510.02,9.78
1213005.41,28.08,7.58,422584.33,9.78
1212422.03,28.07,7.57,422350.9,9.78
1212217.05,28.07,7.57,422351.13,9.78
1212012.08,28.07,7.57,422326.53,9.78
1211807.1,28.07,7.58,422574.4,9.79
1211602.12,28.08,7.58,422611.55,9.79
1211602.12,28.08,7.58,422611.55,9.79
1211397.15,28.08,7.58,422332.7,9.79
1211380.95,28.08,7.58,422908.89,9.8
1211175.98,28.08,7.59,422559.45,9.8
1210971.0,28.09,7.59,422515.31,9.8
1210766.03,28.09,7.59,422515.53,9.8
1210486.11,28.08,7.59,422218.42,9.8
1210281.13,28.08,7.59,422225.1,9.8
1210264.94,28.09,7.59,422209.52,9.8
1210248.74,28.09,7.6,422299.93,9.8
1210248.74,28.09,7.6,422386.57,9.81
1210491.46,28.1,7.61,422294.48,9.8
1210491.46,28.1,7.61,422293.32,9.8
1210475.26,28.11,7.61,422279.31,9.81
1210186.56,28.1,7.61,421976.48,9.8
1210170.36,28.11,7.61,422919.31,9.82
1209940.12,28.11,7.61,422511.78,9.81
1209923.92,28.11,7.61,422893.15,9.83
1209923.92,28.11,7.61,422893.15,9.83
1209706.46,28.11,7.61,422916.96,9.83
1210993.36,28.14,7.64,422302.38,9.81
1210788.38,28.14,7.65,422280.23,9.82
1210788.38,28.14,7.65,422280.23,9.82
1211186.59,28.15,7.66,422278.0,9.82
1211170.4,28.16,7.66,422304.32,9.82
1210859.39,28.15,7.66,422285.06,9.82
1210654.41,28.16,7.66,422294.89,9.82
1210449.44,28.16,7.66,422488.89,9.83
1210449.44,28.16,7.66,422488.89,9.83
1210244.46,28.16,7.66,422446.47,9.83
1210367.7,28.17,7.67,422379.19,9.83
1210162.72,28.17,7.67,423090.93,9.85
1210377.32,28.18,7.68,423067.8,9.85
1210219.89,28.18,7.68,422910.37,9.85
1210203.7,28.18,7.68,422909.13,9.85
1210446.42,28.19,7.69,422925.64,9.85
1210068.72,28.18,7.69,422912.09,9.85
1209863.74,28.18,7.69,422952.88,9.85
1209863.74,28.18,7.69,422952.88,9.85
1209863.74,28.18,7.69,422952.88,9.85
1209658.77,28.19,7.69,422934.57,9.85
1209658.77,28.19,7.69,422934.57,9.85
1209893.2,28.2,7.7,422909.13,9.86
1209688.22,28.2,7.7,423870.94,9.88
1209483.25,28.2,7.7,423980.98,9.88
1209278.27,28.2,7.7,423980.98,9.89
1209278.27,28.2,7.7,423980.98,9.89
1209073.3,28.2,7.7,423980.98,9.89
1208868.32,28.2,7.71,423981.36,9.89
1209082.92,28.21,7.72,423980.98,9.89
1209082.92,28.21,7.72,423980.98,9.89
1209082.92,28.21,7.72,423980.98,9.89
1208877.95,28.21,7.72,423980.98,9.9
1208672.97,28.22,7.72,424142.48,9.9
1208467.99,28.22,7.72,424039.0,9.9
1208169.78,28.21,7.72,423677.31,9.89
1208153.59,28.22,7.72,424084.83,9.91
1208153.59,28.22,7.72,424084.83,9.91
1207948.61,28.22,7.72,424066.08,9.91
1207743.64,28.22,7.72,424060.46,9.91
1207866.87,28.23,7.73,424170.73,9.91
1207866.87,28.23,7.73,424170.73,9.91
1207990.11,28.24,7.74,424103.53,9.91
1207691.9,28.23,7.73,424060.46,9.91
1207486.92,28.23,7.74,425602.23,9.95
1207444.54,28.24,7.74,425592.13,9.95
1207239.57,28.24,7.74,425591.65,9.96
1207277.66,28.25,7.75,424902.66,9.94
1207072.68,28.25,7.75,424872.59,9.94
1206867.71,28.25,7.75,426303.9,9.98
1206668.53,28.25,7.75,426312.53,9.98
1206668.53,28.25,7.75,426312.53,9.98
1206668.53,28.25,7.75,426312.53,9.98
1206503.55,28.25,7.75,426292.8,9.98
1206134.15,28.25,7.75,425831.23,9.97
1207106.17,28.28,7.78,426138.59,9.98
1206904.06,28.27,7.77,426074.95,9.98
1206491.49,28.27,7.77,426088.54,9.98
1206286.51,28.27,7.77,426104.05,9.99
1206520.94,28.28,7.78,426083.91,9.99
1205811.27,28.27,7.77,425292.6,9.97
1205318.58,28.26,7.77,424533.26,9.95
1204979.0,28.26,7.76,424327.92,9.95
1204831.78,28.26,7.76,424498.93,9.96
1205074.5,28.26,7.77,424329.05,9.95
1204844.26,28.26,7.76,424308.17,9.95
1204639.28,28.26,7.77,425238.58,9.98
1204434.31,28.27,7.77,425042.3,9.97
1204345.75,28.27,7.77,424680.67,9.97
1204140.77,28.27,7.77,424677.44,9.97
1204624.77,28.29,7.79,425824.94,10.0
1204624.77,28.29,7.79,425824.94,10.0
1204078.1,28.28,7.78,425230.9,9.99
1204061.9,28.29,7.79,425230.9,9.99
1203856.93,28.29,7.79,425428.79,10.0
1203700.59,28.29,7.79,425272.46,9.99
1203495.62,28.29,7.79,425363.29,10.0
1203290.64,28.29,7.79,425081.12,9.99
1203085.66,28.29,7.79,425544.2,10.01
1202890.69,28.29,7.8,425423.22,10.01
1202675.71,28.3,7.8,425234.84,10.0
1202910.14,28.3,7.81,425217.08,10.01
1203033.38,28.31,7.81,425210.47,10.01
1202828.4,28.31,7.82,425324.1,10.01
1202951.64,28.32,7.82,425234.14,10.01
1203166.24,28.33,7.83,425210.47,10.01
1203380.84,28.34,7.84,426229.99,10.04
1203175.86,28.34,7.84,426435.58,10.04
1203159.67,28.34,7.85,426894.35,10.06
1203159.67,28.34,7.85,426894.35,10.06
1203143.47,28.35,7.85,426876.47,10.06
1202845.26,28.35,7.85,427063.27,10.06
1202475.85,28.34,7.84,426497.21,10.05
1202599.09,28.35,7.85,426492.59,10.05
1202599.09,28.35,7.85,426492.59,10.05
1202394.11,28.35,7.85,426545.3,10.06
1202189.14,28.35,7.85,426504.65,10.06
1201984.16,28.35,7.85,426490.71,10.06
1201799.18,28.35,7.86,427772.2,10.09
1202392.24,28.38,7.88,428030.71,10.1
1202187.27,28.38,7.88,428014.6,10.1
1201187.27,28.36,7.86,427014.6,10.08
1200982.29,28.36,7.86,427006.49,10.08
1200777.32,28.36,7.87,427071.19,10.09
1200572.34,28.37,7.87,427028.88,10.09
1200367.37,28.37,7.87,427171.32,10.1
1200182.39,28.37,7.87,427869.99,10.11
1200186.55,28.38,7.88,427457.71,10.11
1200186.55,28.38,7.88,427457.71,10.11
1200130.0,28.38,7.88,427343.55,10.11
1199925.02,28.38,7.88,427321.4,10.11
1200159.45,28.39,7.89,427319.17,10.11
1199954.48,28.39,7.89,427421.67,10.11
1199749.5,28.39,7.9,427351.79,10.11
1199749.5,28.39,7.9,427351.79,10.11
1199749.5,28.39,7.9,427351.79,10.11
1199544.52,28.4,7.9,427319.17,10.12
1199339.55,28.4,7.9,427846.98,10.13
1199516.85,28.41,7.91,427423.58,10.12
1199218.64,28.4,7.9,427311.41,10.12
1199013.67,28.4,7.91,428051.14,10.14
1198808.69,28.4,7.91,428029.89,10.14
1198792.49,28.41,7.91,428027.8,10.14
1198587.52,28.41,7.91,428026.77,10.15
1198382.54,28.41,7.92,428052.08,10.15
1198177.57,28.42,7.92,428041.55,10.15
1197177.57,28.4,7.9,427041.55,10.13
1196972.59,28.4,7.9,427026.77,10.13
1196593.19,28.39,7.9,426603.3,10.12
1196827.62,28.4,7.91,427153.9,10.14
1196622.64,28.4,7.91,427235.1,10.14
1196417.66,28.41,7.91,427235.32,10.14
1196417.66,28.41,7.91,427235.32,10.14
1196212.69,28.41,7.91,427218.36,10.15
1196215.13,28.41,7.91,427237.63,10.15
1196010.16,28.41,7.91,427568.42,10.16
1195805.18,28.41,7.92,427245.92,10.15
1195788.98,28.42,7.92,427250.67,10.15
1195772.79,28.42,7.93,427230.0,10.15
1195772.79,28.42,7.93,427230.0,10.15
1195756.59,28.43,7.93,427935.94,10.17
1195551.61,28.43,7.93,427795.15,10.17
1195346.64,28.43,7.93,427791.83,10.18
1195346.64,28.43,7.93,427791.83,10.18
1195129.18,28.43,7.93,427560.73,10.17
1195129.18,28.43,7.93,427560.73,10.17
1194924.2,28.43,7.93,427564.56,10.17
1194719.23,28.43,7.93,427539.68,10.17
1194514.25,28.43,7.94,427631.81,10.18
1194514.25,28.43,7.94,427631.81,10.18
1194134.85,28.43,7.93,427239.05,10.17
1193799.13,28.42,7.92,426846.43,10.16
1193799.13,28.42,7.92,426846.43,10.16
1193799.13,28.42,7.92,426846.43,10.16
1193594.15,28.42,7.93,426766.55,10.16
1193577.96,28.43,7.93,426754.3,10.16
1193577.96,28.43,7.93,426754.3,10.16
1193372.98,28.43,7.93,427053.21,10.17
1193080.7,28.43,7.93,426782.56,10.17
1192875.72,28.43,7.93,426633.48,10.17
1192875.72,28.43,7.93,426633.48,10.17
1192998.96,28.44,7.94,426617.29,10.17
1192793.98,28.44,7.94,426612.47,10.17
1192793.98,28.44,7.94,426612.47,10.17
1193028.41,28.45,7.95,426764.87,10.18
1192823.44,28.45,7.95,426755.5,10.18
1192618.46,28.45,7.95,426609.11,10.18
1192413.49,28.45,7.95,427566.5,10.2
1192115.28,28.45,7.95,427016.73,10.19
1191991.6,28.45,7.95,426890.06,10.19
1191969.77,28.45,7.96,427447.43,10.2
1191764.8,28.46,7.96,427450.83,10.21
1191559.82,28.46,7.96,427426.2,10.21
1191114.75,28.45,7.95,426876.02,10.2
1190909.77,28.45,7.96,426887.99,10.2
1191144.2,28.46,7.97,427337.56,10.21
1191128.0,28.47,7.97,427189.6,10.21
1190923.03,28.47,7.97,427125.65,10.21
1190906.83,28.47,7.98,427029.76,10.21
1190890.64,28.48,7.98,427869.95,10.23
1190685.66,28.48,7.98,427873.35,10.24
1190480.68,28.48,7.99,427871.84,10.24
1190101.28,28.48,7.98,427433.82,10.23
1190103.72,28.48,7.98,427434.86,10.23
1190338.15,28.49,7.99,427408.6,10.23
1190133.18,28.49,7.99,427882.15,10.24
1189928.2,28.49,7.99,427530.31,10.24
1189723.22,28.49,8.0,428411.55,10.26
1189723.22,28.49,8.0,428411.55,10.26
1189717.03,28.5,8.0,428096.48,10.25
1189502.05,28.5,8.0,428057.14,10.26
1189297.08,28.5,8.0,428060.54,10.26
1189092.1,28.5,8.01,428059.03,10.26
1188887.13,28.51,8.01,428219.78,10.27
1188682.15,28.51,8.01,428077.53,10.27
1188477.17,28.51,8.01,428033.7,10.27
1188292.2,28.51,8.01,428829.53,10.29
1188266.0,28.52,8.02,428427.54,10.28
1188239.8,28.52,8.02,428360.34,10.28
1188081.03,28.52,8.02,428217.81,10.28
1187711.62,28.51,8.02,427817.89,10.27
1187499.44,28.51,8.01,427664.73,10.27
1187294.46,28.51,8.01,427643.41,10.27
1187294.46,28.51,8.01,427643.41,10.27
1187278.27,28.52,8.02,427640.49,10.27
1187073.29,28.52,8.02,427640.36,10.27
1186868.32,28.52,8.02,427723.09,10.28
1186663.34,28.52,8.02,427645.76,10.28
1186458.37,28.52,8.03,427766.11,10.28
1186334.69,28.53,8.03,428231.66,10.3
1186048.41,28.53,8.03,427829.14,10.29
1186171.65,28.54,8.04,427812.94,10.29
1185966.67,28.54,8.04,427824.54,10.29
1185761.7,28.54,8.04,427870.73,10.3
1185996.13,28.55,8.05,427833.39,10.3
1185996.13,28.55,8.05,427833.39,10.3
1185996.13,28.55,8.05,427833.39,10.3
1185791.15,28.55,8.05,427804.77,10.3
1185586.18,28.55,8.05,428367.67,10.32
1185586.18,28.55,8.05,428400.61,10.32
1185381.2,28.55,8.06,428387.85,10.32
1185365.01,28.56,8.06,428564.33,10.33
1185156.79,28.56,8.06,428587.79,10.33
1184951.82,28.56,8.06,428566.54,10.33
1184746.84,28.56,8.06,428565.15,10.33
1184730.65,28.56,8.07,428563.42,10.33
1184730.65,28.56,8.07,428563.42,10.33
1184714.45,28.57,8.07,428591.21,10.34
1184325.04,28.56,8.07,428200.01,10.33
1184120.07,28.57,8.07,428185.21,10.33
1183961.29,28.56,8.07,428027.01,10.33
1184084.52,28.57,8.07,428645.46,10.34
1183879.55,28.57,8.08,428579.99,10.34
1183674.57,28.57,8.08,428726.62,10.35
1183674.57,28.57,8.08,428726.62,10.35
1183797.81,28.58,8.08,428726.62,10.35
1183592.83,28.58,8.09,428726.62,10.35
1183387.86,28.59,8.09,428729.27,10.36
1183182.88,28.59,8.09,428726.62,10.36
