ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f5b4-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
959905.12,34.24,13.74,488020.87,17.41
959700.14,34.25,13.75,487894.27,17.41
959705.03,34.25,13.75,487899.35,17.41
959500.05,34.25,13.75,487877.33,17.42
959295.07,34.26,13.76,488788.7,17.45
959295.07,34.26,13.76,488788.7,17.45
959100.1,34.26,13.76,488626.24,17.45
959100.1,34.26,13.76,488626.24,17.45
959073.9,34.27,13.77,488594.86,17.46
958868.93,34.27,13.78,488572.72,17.46
958573.72,34.27,13.77,488410.86,17.46
958557.52,34.28,13.78,488408.63,17.47
958557.52,34.28,13.78,488408.63,17.47
958352.54,34.28,13.78,488472.75,17.47
958052.55,34.28,13.78,488167.09,17.46
957847.58,34.28,13.78,488147.69,17.47
957831.38,34.29,13.79,488115.15,17.47
957672.6,34.29,13.79,487956.88,17.47
957467.63,34.29,13.79,487944.69,17.48
957865.84,34.31,13.81,488759.99,17.51
957660.86,34.31,13.82,488876.92,17.52
957644.66,34.32,13.83,488859.05,17.52
957439.69,34.33,13.83,488855.29,17.53
957128.68,34.32,13.82,488513.13,17.52
956923.71,34.33,13.83,488563.11,17.53
956923.71,34.33,13.83,488568.37,17.53
957158.14,34.34,13.84,488645.49,17.53
956953.16,34.35,13.85,488529.14,17.53
956748.19,34.35,13.85,488850.65,17.55
956748.19,34.35,13.85,488850.65,17.55
956368.78,34.34,13.85,488637.95,17.55
956163.8,34.35,13.85,488584.4,17.55
956163.8,34.35,13.85,488584.4,17.55
955958.83,34.35,13.86,488761.35,17.56
955958.83,34.35,13.86,488761.35,17.56
955958.83,34.35,13.86,488761.35,17.56
956173.43,34.37,13.87,488738.22,17.57
955968.45,34.37,13.88,488736.98,17.57
956202.88,34.39,13.89,488771.4,17.58
955997.91,34.39,13.89,488736.98,17.58
955792.93,34.4,13.9,488736.98,17.59
955587.96,34.4,13.9,489265.6,17.61
955392.98,34.41,13.91,489158.53,17.62
955409.24,34.41,13.92,489940.06,17.65
955643.67,34.43,13.93,489932.52,17.65
955438.7,34.43,13.94,489915.68,17.66
955438.7,34.43,13.94,489947.07,17.66
955020.69,34.43,13.93,489413.17,17.64
955143.92,34.44,13.94,489620.36,17.65
954938.95,34.45,13.95,489531.69,17.66
954733.97,34.45,13.95,489626.54,17.67
954384.56,34.44,13.95,491356.27,17.73
954960.92,34.48,13.98,491328.61,17.74
954755.95,34.48,13.98,491328.84,17.74
954755.95,34.48,13.98,491307.9,17.74
954450.4,34.48,13.98,490790.33,17.73
953746.45,34.47,13.97,489992.45,17.71
953746.45,34.47,13.97,489992.45,17.71
953541.48,34.47,13.98,489967.85,17.71
953541.48,34.47,13.98,489936.3,17.71
953775.91,34.49,13.99,490115.88,17.72
953780.73,34.49,13.99,490153.11,17.72
953575.75,34.49,14.0,490339.53,17.74
953283.54,34.49,13.99,490050.36,17.73
953283.54,34.49,13.99,490078.86,17.73
952904.14,34.48,13.98,489950.18,17.73
952729.16,34.48,13.99,489911.74,17.73
953815.83,34.53,14.03,491968.05,17.81
953610.85,34.53,14.04,491964.72,17.82
953612.07,34.54,14.04,491965.94,17.82
953407.1,34.54,14.04,491969.78,17.82
953202.12,34.55,14.05,492074.94,17.83
953530.53,34.56,14.07,491939.75,17.83
953530.53,34.56,14.07,492037.26,17.84
953764.96,34.58,14.08,492033.45,17.84
953764.96,34.58,14.08,492033.45,17.84
953559.98,34.58,14.08,491907.22,17.84
953543.79,34.59,14.09,491991.97,17.85
953379.16,34.6,14.1,492179.49,17.86
953322.62,34.61,14.11,492565.05,17.88
953322.62,34.61,14.11,492565.05,17.88
953322.62,34.61,14.11,492565.05,17.88
952502.71,34.63,14.13,492560.92,17.91
952297.74,34.63,14.13,492540.83,17.91
952092.76,34.64,14.14,492793.74,17.93
951928.14,34.64,14.15,492636.02,17.93
952014.02,34.66,14.16,492874.85,17.94
951809.05,34.66,14.16,492873.0,17.95
951604.07,34.67,14.17,492871.62,17.95
951399.09,34.67,14.17,492954.61,17.96
951633.52,34.69,14.19,492901.51,17.97
951617.33,34.7,14.2,492892.35,17.97
951617.33,34.7,14.2,492892.35,17.97
951412.35,34.7,14.2,493370.13,17.99
951217.38,34.71,14.21,493268.71,18.0
951026.88,34.71,14.21,493545.23,18.01
950821.9,34.72,14.22,493545.46,18.02
950541.47,34.71,14.21,493426.58,18.02
950525.27,34.72,14.22,493420.8,18.02
950525.27,34.72,14.22,493420.8,18.02
950759.7,34.74,14.24,493603.85,18.03
950554.73,34.74,14.24,493588.57,18.04
950538.53,34.75,14.25,493471.47,18.04
950661.77,34.76,14.27,493401.99,18.04
950259.1,34.75,14.26,492978.38,18.03
950054.13,34.76,14.26,494165.3,18.08
949849.15,34.76,14.27,494004.27,18.08
949644.18,34.77,14.27,493982.95,18.09
949439.2,34.78,14.28,493979.9,18.09
949616.5,34.79,14.29,493994.64,18.1
949411.53,34.79,14.3,493994.52,18.1
949206.55,34.8,14.3,493980.84,18.11
949155.61,34.81,14.31,495516.77,18.17
949429.85,34.83,14.34,495122.71,18.17
949050.44,34.83,14.33,494866.67,18.16
948429.94,34.81,14.32,494323.86,18.14
948224.96,34.82,14.32,494301.0,18.15
948224.96,34.82,14.32,494297.67,18.15
948224.96,34.82,14.32,494297.67,18.15
948019.99,34.82,14.33,494321.83,18.16
947815.01,34.83,14.33,494331.51,18.16
947610.04,34.83,14.34,494316.42,18.17
947405.06,34.84,14.34,494328.0,18.18
947103.85,34.83,14.33,494023.82,18.17
946898.88,34.84,14.34,494270.0,18.18
946898.88,34.84,14.34,494239.29,18.18
946703.9,34.84,14.35,494066.05,18.18
946488.93,34.85,14.35,493961.28,18.19
946283.95,34.85,14.36,493964.68,18.19
946078.97,34.86,14.36,493963.17,18.2
946062.78,34.87,14.37,493936.91,18.2
945857.8,34.87,14.38,494039.41,18.22
945652.83,34.88,14.38,493942.15,18.22
945447.85,34.88,14.39,494050.3,18.23
945431.65,34.89,14.4,494438.99,18.25
945431.65,34.89,14.4,494470.38,18.25
945431.65,34.89,14.4,494438.99,18.25
945219.47,34.89,14.39,494307.87,18.25
945014.5,34.89,14.4,494133.06,18.25
945014.5,34.89,14.4,494169.06,18.25
944809.52,34.9,14.4,494172.46,18.25
944809.52,34.9,14.4,494168.3,18.25
944611.31,34.9,14.4,493943.48,18.25
944406.34,34.9,14.4,493917.44,18.25
944201.36,34.91,14.41,493915.71,18.26
943996.38,34.91,14.41,493997.68,18.27
944324.09,34.93,14.43,493936.33,18.27
944119.12,34.93,14.44,493915.71,18.28
943914.14,34.94,14.44,494453.09,18.3
943709.17,34.94,14.45,494458.8,18.31
943504.19,34.95,14.45,494462.2,18.32
943506.63,34.95,14.45,494464.07,18.32
943506.63,34.95,14.45,494464.07,18.32
943507.86,34.95,14.45,494465.29,18.32
943491.66,34.96,14.46,494483.37,18.32
943286.68,34.96,14.47,494466.19,18.33
943286.68,34.96,14.47,494466.19,18.33
942784.0,34.95,14.46,493953.1,18.31
942579.02,34.96,14.46,493948.94,18.32
942579.02,34.96,14.46,493961.56,18.32
942702.26,34.97,14.48,493937.04,18.32
942497.28,34.98,14.48,494661.64,18.36
942332.66,34.98,14.49,494723.37,18.37
942567.09,35.0,14.5,494715.83,18.37
942410.9,35.0,14.5,494270.06,18.35
942534.13,35.01,14.51,494253.22,18.36
942329.16,35.02,14.52,494433.47,18.37
942452.39,35.03,14.53,494342.19,18.37
942575.63,35.04,14.54,494253.22,18.37
942226.22,35.03,14.54,496785.93,18.47
942227.44,35.03,14.54,496787.15,18.47
942803.8,35.07,14.57,496895.98,18.48
942598.82,35.07,14.58,496877.87,18.49
942393.85,35.08,14.58,496871.6,18.5
942188.87,35.09,14.59,497280.52,18.52
942190.09,35.09,14.59,497288.84,18.52
941985.12,35.09,14.59,496962.28,18.51
941671.29,35.09,14.59,496128.74,18.49
941466.31,35.1,14.6,496211.36,18.5
941466.31,35.1,14.6,496211.36,18.5
941415.37,35.11,14.61,497159.29,18.54
941415.37,35.11,14.61,497159.29,18.54
940894.47,35.1,14.6,496761.32,18.53
940894.47,35.1,14.6,496761.32,18.53
940894.47,35.1,14.6,496761.32,18.53
940627.83,35.1,14.6,496025.42,18.51
940519.27,35.11,14.61,495830.08,18.51
940753.7,35.12,14.62,495812.32,18.51
940753.7,35.12,14.62,495812.32,18.51
940968.3,35.14,14.64,495805.71,18.51
940763.32,35.14,14.65,495850.71,18.52
940558.35,35.15,14.65,495809.44,18.53
940558.35,35.15,14.65,495809.44,18.53
940558.35,35.15,14.65,495809.44,18.53
940353.37,35.15,14.66,495805.71,18.54
940355.81,35.15,14.66,495806.75,18.54
940355.81,35.15,14.66,495806.75,18.54
940150.84,35.16,14.66,496387.34,18.56
940134.64,35.17,14.67,496472.53,18.57
940134.64,35.17,14.67,496472.53,18.57
939929.66,35.17,14.68,496601.28,18.58
939724.69,35.18,14.68,496580.04,18.59
939519.71,35.19,14.69,496578.64,18.6
939314.74,35.19,14.69,496576.91,18.6
939437.97,35.2,14.71,496584.26,18.61
939437.97,35.2,14.71,496584.26,18.61
939233.0,35.21,14.71,496576.98,18.62
939233.0,35.21,14.71,496576.98,18.62
939028.02,35.22,14.72,496842.59,18.63
938823.05,35.22,14.72,496801.42,18.64
938618.07,35.23,14.73,496905.35,18.65
938795.37,35.24,14.74,496882.22,18.65
938795.37,35.24,14.74,496882.22,18.65
938425.97,35.23,14.74,496766.02,18.65
938220.99,35.24,14.74,496764.79,18.66
938016.02,35.24,14.75,496801.24,18.67
937811.04,35.25,14.75,496789.59,18.67
937606.07,35.26,14.76,496765.06,18.68
937401.09,35.26,14.76,497059.93,18.7
937196.11,35.27,14.77,496974.21,18.7
937196.11,35.27,14.77,496974.21,18.7
937179.92,35.28,14.78,497201.24,18.72
937179.92,35.28,14.78,497232.03,18.72
936974.94,35.28,14.78,497210.71,18.72
936974.94,35.28,14.78,497179.91,18.72
936974.94,35.28,14.78,497179.91,18.72
936803.75,35.28,14.78,497029.9,18.72
936926.99,35.29,14.79,497026.85,18.72
936910.79,35.3,14.8,497057.4,18.73
936705.82,35.31,14.81,497028.57,18.73
936829.05,35.32,14.82,497026.85,18.74
936829.05,35.32,14.82,497062.1,18.74
936624.08,35.33,14.83,497572.72,18.77
936419.1,35.33,14.83,497575.63,18.77
936214.12,35.34,14.84,497921.13,18.79
936009.15,35.34,14.85,497921.13,18.8
935804.17,35.35,14.85,497921.13,18.81
935599.2,35.35,14.86,497921.13,18.82
935583.0,35.37,14.87,497922.56,18.82
935378.03,35.37,14.87,497921.14,18.83
935361.83,35.38,14.88,497921.13,18.83
935156.85,35.39,14.89,498320.25,18.86
935156.85,35.39,14.89,498323.95,18.86
934951.88,35.39,14.89,498224.5,18.86
934793.1,35.39,14.89,498065.91,18.86
934494.89,35.38,14.88,497767.47,18.85
932855.08,35.43,14.93,497743.1,18.9
933089.51,35.44,14.94,497725.34,18.91
933073.32,35.45,14.95,497720.05,18.91
933057.12,35.46,14.96,497718.73,18.92
933057.12,35.46,14.96,497718.73,18.92
932852.14,35.47,14.97,497765.17,18.93
932852.14,35.47,14.97,497765.17,18.93
932975.38,35.48,14.98,497740.1,18.93
932595.97,35.47,14.98,497718.73,18.93
932391.0,35.48,14.98,498388.65,18.96
932374.8,35.49,14.99,498456.68,18.97
932374.8,35.49,14.99,498456.68,18.97
932169.83,35.5,15.0,498490.74,18.98
931964.85,35.5,15.0,498494.14,18.99
931948.65,35.51,15.01,498469.1,18.99
931948.65,35.51,15.01,498469.1,18.99
932183.08,35.53,15.03,498466.36,19.0
931974.87,35.52,15.02,498127.26,18.99
931769.9,35.53,15.03,498158.36,18.99
931769.9,35.53,15.03,498158.36,18.99
931564.92,35.53,15.04,498251.93,19.01
931548.72,35.54,15.05,498221.17,19.01
931532.53,35.55,15.06,498355.47,19.02
931516.33,35.56,15.07,498932.34,19.05
931311.35,35.57,15.07,498947.85,19.06
931295.16,35.58,15.08,498907.97,19.06
931090.18,35.59,15.09,498934.41,19.07
930885.21,35.59,15.09,499121.94,19.08
930680.23,35.6,15.1,498913.13,19.08
930475.26,35.6,15.11,499537.76,19.11
930699.85,35.62,15.12,499014.55,19.1
930699.85,35.62,15.12,499014.55,19.1
930673.66,35.63,15.13,499707.06,19.13
930468.68,35.64,15.14,499690.95,19.14
930468.68,35.64,15.14,499691.82,19.14
930263.71,35.64,15.14,499686.06,19.14
930478.31,35.66,15.16,499738.65,19.15
930462.11,35.67,15.17,499697.64,19.15
930082.7,35.66,15.16,499704.22,19.16
930317.13,35.67,15.18,499690.15,19.16
930317.13,35.67,15.18,499693.38,19.16
930112.16,35.68,15.18,500349.44,19.19
929907.18,35.69,15.19,500418.28,19.2
929910.85,35.69,15.19,500422.48,19.2
929894.65,35.7,15.2,500688.78,19.22
930071.95,35.71,15.21,500665.64,19.22
930071.95,35.71,15.21,500667.76,19.22
929866.98,35.72,15.22,500666.53,19.23
929869.42,35.72,15.22,500669.06,19.23
929490.01,35.71,15.21,500540.41,19.23
929732.74,35.73,15.23,500574.83,19.23
929527.76,35.73,15.23,500545.08,19.24
929322.78,35.74,15.24,500540.41,19.25
929322.78,35.74,15.24,500540.41,19.25
928955.09,35.73,15.23,500713.11,19.26
928750.11,35.74,15.24,500549.31,19.26
928750.11,35.74,15.24,500549.31,19.26
928927.42,35.75,15.25,501328.98,19.29
928107.51,35.77,15.28,501333.14,19.32
927899.3,35.77,15.27,501242.08,19.32
927694.33,35.77,15.28,501279.09,19.33
927489.35,35.78,15.28,501260.69,19.34
927284.38,35.79,15.29,501485.16,19.35
927407.61,35.8,15.3,501480.57,19.36
927407.61,35.8,15.3,501480.57,19.36
927530.85,35.81,15.32,501928.26,19.38
927325.87,35.82,15.32,501928.26,19.39
927449.11,35.83,15.34,501928.26,19.39
927244.13,35.84,15.34,501929.85,19.4
927035.92,35.83,15.34,501906.46,19.4
926830.94,35.84,15.34,501904.88,19.41
926625.97,35.85,15.35,501904.88,19.42
926625.97,35.85,15.35,501904.88,19.42
926625.97,35.85,15.35,501904.88,19.42
926216.02,35.86,15.36,502230.96,19.44
926216.02,35.86,15.36,502230.96,19.44
926011.04,35.86,15.37,502194.16,19.45
925806.07,35.87,15.37,502190.83,19.46
926040.5,35.89,15.39,502190.37,19.46
925700.92,35.88,15.38,501798.85,19.45
925495.95,35.88,15.39,501943.89,19.46
925498.39,35.88,15.39,501945.09,19.46
925170.18,35.88,15.38,501597.81,19.45
924790.77,35.87,15.37,501494.61,19.45
923150.97,35.92,15.42,501470.23,19.51
922945.99,35.92,15.42,501407.82,19.52
922948.43,35.92,15.42,501409.13,19.52
923191.15,35.94,15.44,502270.46,19.55
922982.94,35.93,15.44,502101.18,19.55
922966.75,35.94,15.45,501647.42,19.54
922950.55,35.95,15.46,501598.05,19.54
922745.57,35.96,15.46,501905.36,19.56
922729.38,35.97,15.47,501887.49,19.57
922729.38,35.97,15.47,501887.49,19.57
922729.38,35.97,15.47,501887.49,19.57
922713.18,35.98,15.48,501882.05,19.57
922508.2,35.99,15.49,501880.99,19.58
922631.44,36.0,15.5,501902.55,19.58
922426.46,36.01,15.51,501880.99,19.59
922221.49,36.01,15.52,502405.22,19.62
922221.49,36.01,15.52,502386.8,19.62
922016.51,36.02,15.52,502454.17,19.63
921811.54,36.03,15.53,502437.63,19.64
921795.34,36.04,15.54,502419.76,19.64
921590.37,36.04,15.55,502416.1,19.65
921590.37,36.04,15.55,502348.41,19.65
921590.37,36.04,15.55,502307.07,19.64
921574.17,36.05,15.56,502304.23,19.65
921574.17,36.05,15.56,502354.96,19.65
921557.97,36.06,15.57,502391.64,19.66
921259.76,36.06,15.56,502224.51,19.66
921054.79,36.06,15.57,502188.23,19.66
920849.81,36.07,15.57,502187.83,19.67
920644.83,36.08,15.58,502771.54,19.7
920768.07,36.09,15.59,502957.39,19.71
920563.09,36.1,15.6,502954.07,19.72
920358.12,36.1,15.6,502934.75,19.73
919990.42,36.09,15.6,502788.2,19.73
919792.21,36.09,15.59,502587.79,19.72
919776.01,36.1,15.6,502586.06,19.73
919759.82,36.11,15.61,502613.85,19.73
919554.84,36.12,15.62,502600.69,19.74
919256.63,36.11,15.61,502422.59,19.74
919256.63,36.11,15.61,502422.59,19.74
919051.65,36.12,15.62,502412.92,19.74
919055.32,36.12,15.62,502508.33,19.75
919055.32,36.12,15.62,502508.33,19.75
919055.32,36.12,15.62,502508.33,19.75
918850.34,36.12,15.62,502950.99,19.77
918973.58,36.14,15.64,503119.2,19.78
918768.6,36.14,15.64,503098.43,19.79
918563.63,36.15,15.65,503095.5,19.8
918798.06,36.16,15.67,503190.57,19.81
918781.86,36.18,15.68,503148.03,19.81
918781.86,36.18,15.68,503148.03,19.81
918576.88,36.18,15.68,503112.77,19.82
918368.67,36.18,15.68,502990.98,19.81
918163.7,36.18,15.69,502992.31,19.82
917871.42,36.18,15.68,502828.66,19.82
917855.22,36.19,15.69,503557.08,19.85
917839.03,36.2,15.7,503755.55,19.87
917634.05,36.2,15.71,503743.46,19.87
917634.05,36.2,15.71,503743.98,19.87
917429.07,36.21,15.71,503751.87,19.88
917049.67,36.2,15.7,503337.17,19.87
917049.67,36.2,15.7,503370.62,19.87
916844.69,36.21,15.71,503365.58,19.88
916844.69,36.21,15.71,503365.58,19.88
917079.12,36.22,15.73,503416.55,19.88
916874.15,36.23,15.73,503352.38,19.89
916875.37,36.23,15.73,503353.99,19.89
916670.39,36.24,15.74,503504.17,19.9
916670.39,36.24,15.74,503484.52,19.9
916505.77,36.24,15.75,504070.56,19.93
916449.22,36.25,15.76,503980.95,19.94
916071.04,36.25,15.75,503582.41,19.92
916071.04,36.25,15.75,503582.41,19.92
916248.34,36.26,15.76,503579.18,19.93
916248.34,36.26,15.76,503604.28,19.93
916425.64,36.28,15.78,503608.35,19.94
916220.67,36.28,15.79,503607.51,19.94
916204.47,36.29,15.8,503604.28,19.95
916204.47,36.29,15.8,503604.33,19.95
915999.5,36.3,15.8,503604.33,19.96
915983.3,36.31,15.81,504201.19,19.99
915825.74,36.31,15.81,504042.22,19.98
915536.17,36.3,15.8,503682.76,19.97
915536.17,36.3,15.8,503708.05,19.97
915331.19,36.31,15.81,503670.45,19.98
915331.19,36.31,15.81,503670.45,19.98
915331.19,36.31,15.81,503670.45,19.98
915126.21,36.31,15.82,503984.08,20.0
915360.65,36.33,15.83,503966.32,20.0
915071.07,36.32,15.82,503648.8,19.99
914866.09,36.33,15.83,503642.19,20.0
914849.9,36.34,15.84,503695.87,20.01
914849.9,36.34,15.84,503695.87,20.01
914470.49,36.33,15.83,503680.02,20.01
914470.49,36.33,15.83,503680.02,20.01
914265.52,36.34,15.84,503642.19,20.02
914265.52,36.34,15.84,503642.19,20.02
914060.54,36.34,15.85,503656.73,20.03
913875.56,36.35,15.85,504576.14,20.07
914079.47,36.37,15.88,504387.79,20.07
914079.47,36.37,15.88,504387.79,20.07
914079.47,36.37,15.88,504387.79,20.07
913874.49,36.38,15.88,504387.79,20.08
914108.92,36.4,15.9,504387.79,20.08
913475.07,36.38,15.89,503890.59,20.07
913095.66,36.38,15.88,503890.59,20.07
913079.47,36.39,15.89,503893.33,20.08
913063.27,36.4,15.9,503892.21,20.09
913047.07,36.41,15.91,503892.51,20.09
913047.07,36.41,15.91,503892.51,20.09
913047.07,36.41,15.91,503891.52,20.09
913049.51,36.41,15.91,503915.17,20.09
913226.82,36.43,15.93,504305.51,20.12
913021.84,36.43,15.93,504317.94,20.12
913021.84,36.43,15.93,504283.99,20.12
912021.84,36.41,15.91,503283.99,20.09
912005.65,36.42,15.92,503807.46,20.12
911989.45,36.43,15.93,503789.59,20.12
911784.47,36.44,15.94,503784.88,20.13
911625.69,36.43,15.93,503626.68,20.13
911860.12,36.45,15.95,503624.89,20.13
911843.93,36.46,15.96,503627.73,20.14
911638.95,36.46,15.97,503626.03,20.14
911259.55,36.46,15.96,503626.16,20.15
911054.57,36.46,15.97,504325.38,20.18
911079.93,36.48,15.98,504486.98,20.2
911079.93,36.48,15.98,504521.56,20.2
910647.06,36.48,15.98,504099.47,20.19
910647.06,36.48,15.98,504064.89,20.19
910630.87,36.49,15.99,504047.02,20.2
910865.3,36.5,16.01,504041.84,20.2
911079.9,36.52,16.02,504062.29,20.21
911079.9,36.52,16.02,504102.07,20.21
911063.7,36.53,16.03,504085.02,20.21
910858.72,36.54,16.04,504096.17,20.22
910842.53,36.55,16.05,504091.04,20.23
910637.55,36.56,16.06,505270.36,20.28
910432.57,36.56,16.06,505421.17,20.3
910433.8,36.56,16.06,505432.56,20.3
910557.03,36.58,16.08,505416.37,20.3
910540.83,36.59,16.09,505410.07,20.31
910524.64,36.6,16.1,505408.19,20.32
910319.66,36.61,16.11,505471.47,20.33
909950.26,36.6,16.1,504983.43,20.31
910192.98,36.61,16.12,504933.34,20.31
909815.28,36.61,16.11,504920.15,20.31
909815.28,36.61,16.11,504901.11,20.31
909815.28,36.61,16.11,504901.11,20.31
909610.3,36.61,16.11,505499.76,20.35
909405.33,36.62,16.12,505299.15,20.35
909406.68,36.62,16.12,505322.8,20.35
909621.28,36.64,16.14,506127.66,20.38
909301.28,36.63,16.13,505807.66,20.37
909424.51,36.64,16.14,505791.47,20.38
909424.51,36.64,16.14,505791.47,20.38
909408.32,36.65,16.16,505785.18,20.39
909203.34,36.66,16.16,505783.29,20.39
909437.77,36.68,16.18,505789.6,20.4
909139.56,36.67,16.17,505365.57,20.38
909139.56,36.67,16.17,505365.57,20.38
908934.59,36.68,16.18,505361.26,20.39
908729.61,36.68,16.18,505932.09,20.42
908524.63,36.69,16.19,505801.05,20.43
908508.44,36.7,16.2,506214.91,20.45
908303.46,36.71,16.21,506202.83,20.46
908098.49,36.71,16.22,506210.71,20.47
907719.08,36.7,16.21,506115.78,20.47
907514.1,36.71,16.21,506170.08,20.48
907104.15,36.72,16.23,506198.97,20.49
906899.18,36.73,16.23,506205.37,20.5
906899.18,36.73,16.23,506205.37,20.5
906600.97,36.72,16.23,505861.73,20.49
906600.97,36.72,16.23,505861.73,20.49
906442.19,36.72,16.22,505702.95,20.49
906442.19,36.72,16.22,505702.95,20.49
906425.99,36.73,16.23,505601.93,20.49
906221.02,36.74,16.24,505780.81,20.5
905928.74,36.73,16.23,505377.13,20.49
905723.76,36.74,16.24,505377.35,20.5
905518.78,36.74,16.25,505374.2,20.51
905520.01,36.74,16.25,505414.37,20.51
905520.01,36.74,16.25,505414.37,20.51
905315.03,36.75,16.25,506128.76,20.55
905022.75,36.74,16.25,505966.86,20.54
905257.18,36.76,16.26,505952.63,20.54
905257.18,36.76,16.26,505952.63,20.54
905173.26,36.77,16.27,505940.45,20.55
905001.26,36.78,16.28,506848.54,20.6
905335.58,36.8,16.3,506654.54,20.59
904777.55,36.79,16.29,506092.34,20.58
904572.57,36.8,16.3,506070.5,20.59
904367.6,36.8,16.31,506067.97,20.6
904602.03,36.82,16.32,506241.05,20.61
903892.35,36.81,16.31,505449.74,20.58
903687.38,36.81,16.32,505369.5,20.59
903367.38,36.81,16.31,505049.5,20.58
903351.18,36.82,16.32,504962.65,20.58
903146.2,36.82,16.33,505709.45,20.62
902951.23,36.83,16.33,505679.4,20.63
902747.79,36.83,16.33,505738.77,20.63
902532.82,36.83,16.33,505504.96,20.63
902327.84,36.84,16.34,505501.63,20.64
902122.87,36.85,16.35,505482.32,20.65
901917.89,36.85,16.35,505480.59,20.65
901712.91,36.86,16.36,505502.33,20.66
901507.94,36.87,16.37,505490.26,20.67
901302.96,36.87,16.38,505480.59,20.68
901099.53,36.87,16.37,505172.58,20.67
900720.12,36.86,16.36,504932.03,20.66
900720.12,36.86,16.36,504932.03,20.66
900843.36,36.87,16.38,505324.18,20.68
900638.38,36.88,16.38,505238.08,20.69
900433.4,36.89,16.39,505238.31,20.7
900228.43,36.89,16.4,505244.98,20.71
900443.03,36.91,16.41,505317.6,20.71
900238.05,36.92,16.42,505260.04,20.72
900033.08,36.92,16.43,505213.71,20.73
900267.51,36.94,16.44,506226.21,20.77
900251.31,36.95,16.46,506013.51,20.77
900046.33,36.96,16.46,506287.96,20.79
900030.14,36.97,16.47,506270.09,20.8
899821.93,36.97,16.47,506084.04,20.79
899002.02,36.99,16.5,506093.61,20.83
898797.05,37.0,16.5,506135.91,20.84
898747.05,37.0,16.5,506085.91,20.83
898542.07,37.01,16.51,506303.54,20.85
898542.07,37.01,16.51,506297.02,20.85
898665.31,37.02,16.52,506445.98,20.86
898457.1,37.02,16.52,506323.8,20.86
898263.6,37.01,16.51,506390.57,20.86
898058.62,37.02,16.52,506371.82,20.87
897679.22,37.01,16.51,505950.24,20.86
897269.26,37.02,16.53,506013.56,20.88
897392.5,37.04,16.54,505977.26,20.88
897392.5,37.04,16.54,505977.26,20.88
897187.52,37.05,16.55,505944.62,20.89
896982.55,37.05,16.55,506293.74,20.91
897216.98,37.07,16.57,506375.6,20.92
897200.78,37.08,16.58,506671.24,20.94
896995.81,37.09,16.59,506649.99,20.95
896616.4,37.08,16.58,506499.58,20.95
896600.2,37.09,16.59,506497.48,20.95
896600.2,37.09,16.59,506497.48,20.95
896584.01,37.1,16.6,506496.46,20.96
896818.44,37.12,16.62,506511.04,20.96
896613.46,37.13,16.63,506496.46,20.97
896408.49,37.13,16.64,506496.46,20.98
896203.51,37.14,16.64,507093.64,21.01
895824.1,37.13,16.63,506788.99,21.01
895484.53,37.12,16.63,506654.24,21.0
895484.53,37.12,16.63,506654.24,21.0
895186.32,37.12,16.62,506326.5,20.99
894981.34,37.12,16.63,506466.72,21.01
894776.37,37.13,16.63,506445.95,21.02
894574.25,37.12,16.63,506359.44,21.01
894808.68,37.14,16.64,506356.86,21.02
894792.49,37.15,16.66,506389.64,21.03
894587.51,37.16,16.66,506357.12,21.03
894208.1,37.15,16.65,506355.84,21.04
894191.91,37.16,16.67,506558.92,21.05
894426.34,37.18,16.68,506523.11,21.06
894221.36,37.19,16.69,506537.13,21.07
894016.39,37.19,16.7,507252.52,21.1
893811.41,37.2,16.7,507255.92,21.11
893606.43,37.21,16.71,507253.03,21.12
893401.46,37.22,16.72,507228.15,21.13
893401.46,37.22,16.72,507228.15,21.13
893196.48,37.22,16.72,507271.22,21.14
892991.51,37.23,16.73,507228.49,21.15
892614.54,37.22,16.72,506831.81,21.13
892409.57,37.23,16.73,506832.21,21.14
892204.59,37.23,16.74,506996.07,21.16
891999.62,37.24,16.74,506831.47,21.16
892122.85,37.26,16.76,506815.28,21.17
892106.66,37.27,16.77,506808.99,21.17
892090.46,37.28,16.78,506807.1,21.18
891885.48,37.29,16.79,506835.21,21.19
891885.48,37.29,16.79,506835.21,21.19
890885.48,37.26,16.76,505835.21,21.16
890677.27,37.26,16.76,505807.1,21.16
890472.3,37.26,16.77,505915.25,21.17
890456.1,37.28,16.78,505887.76,21.18
890251.12,37.28,16.79,505954.1,21.19
889961.55,37.28,16.78,505680.4,21.18
889945.35,37.29,16.79,506227.36,21.21
889740.38,37.29,16.8,506227.36,21.22
889535.4,37.3,16.8,506227.36,21.23
