ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-bellman_ratio
672334.8,16.46,6.24,282243.64,6.91
672232.58,16.46,6.24,282246.36,6.91
672130.36,16.46,6.24,282247.22,6.91
672028.14,16.46,6.24,282243.64,6.91
671925.92,16.47,6.24,282359.97,6.92
671823.69,16.47,6.24,282244.95,6.92
671823.69,16.47,6.24,282244.95,6.92
672149.64,16.48,6.25,282684.94,6.93
671791.47,16.47,6.25,282313.64,6.92
671791.47,16.47,6.25,282313.64,6.92
671689.25,16.47,6.25,282313.64,6.92
671393.74,16.47,6.24,282008.68,6.92
671617.03,16.47,6.25,282016.0,6.92
671514.81,16.48,6.25,282008.98,6.92
671840.76,16.48,6.26,282008.95,6.92
671738.54,16.49,6.26,282181.37,6.93
671527.33,16.48,6.26,281965.71,6.92
671750.62,16.49,6.27,281941.63,6.92
671455.11,16.48,6.26,281573.41,6.91
671352.89,16.49,6.26,282495.42,6.94
671250.66,16.49,6.27,282359.52,6.94
671148.44,16.49,6.27,282359.52,6.94
670780.27,16.48,6.26,282163.83,6.93
670866.68,16.49,6.27,282163.83,6.93
670764.46,16.49,6.27,282202.27,6.94
670662.24,16.49,6.27,282183.21,6.94
670560.02,16.49,6.27,282190.01,6.94
670885.97,16.5,6.28,282667.0,6.95
670540.27,16.5,6.27,282651.67,6.95
670674.47,16.5,6.28,282593.99,6.95
670572.25,16.5,6.28,282593.99,6.96
670470.03,16.51,6.28,282611.9,6.96
670110.28,16.5,6.28,282431.74,6.95
670008.06,16.5,6.28,282432.29,6.96
670094.47,16.51,6.29,282419.88,6.96
670180.88,16.51,6.29,282413.83,6.96
670593.07,16.52,6.3,282857.28,6.97
670490.85,16.53,6.3,282749.5,6.97
670388.63,16.53,6.31,283137.71,6.98
670082.7,16.52,6.3,283002.65,6.98
669980.47,16.52,6.3,283002.65,6.98
669980.47,16.52,6.3,283030.59,6.98
669870.47,16.52,6.3,282920.62,6.98
669956.88,16.53,6.3,282920.62,6.98
669854.66,16.53,6.31,282920.62,6.98
669941.07,16.53,6.31,282927.21,6.98
669838.85,16.54,6.31,282924.1,6.98
669021.08,16.55,6.33,282924.1,7.0
668918.86,16.55,6.33,282920.62,7.0
669005.26,16.55,6.33,282920.62,7.0
668903.04,16.56,6.33,283483.93,7.02
668800.82,16.56,6.34,283483.93,7.02
669126.77,16.57,6.35,283483.93,7.02
669024.55,16.57,6.35,283483.93,7.02
669024.55,16.57,6.35,283483.93,7.02
668922.33,16.57,6.35,283650.79,7.03
668820.11,16.57,6.35,283537.31,7.03
668717.88,16.57,6.35,283693.96,7.03
668615.66,16.58,6.35,283933.15,7.04
668892.28,16.59,6.36,284177.33,7.05
668790.06,16.59,6.36,284177.33,7.05
668687.84,16.59,6.37,284177.33,7.05
669001.42,16.6,6.38,284184.57,7.05
669001.42,16.6,6.38,284184.57,7.05
669087.83,16.6,6.38,284178.53,7.05
668985.61,16.61,6.38,284180.47,7.05
669072.01,16.61,6.39,284177.33,7.06
669072.01,16.61,6.39,284177.33,7.06
669295.3,16.62,6.4,285250.57,7.08
669193.08,16.62,6.4,285290.55,7.09
669090.86,16.62,6.4,285290.55,7.09
669314.15,16.63,6.41,285290.55,7.09
669211.93,16.63,6.41,285648.66,7.1
669109.7,16.63,6.41,285632.3,7.1
668907.57,16.63,6.41,285391.28,7.1
669221.15,16.64,6.42,285158.34,7.09
669141.4,16.64,6.42,286352.42,7.12
669027.94,16.64,6.42,285860.98,7.11
668922.19,16.64,6.42,285796.44,7.11
668819.97,16.65,6.42,285796.44,7.11
668424.77,16.64,6.42,285362.17,7.1
668322.55,16.64,6.42,285362.17,7.1
668073.67,16.63,6.41,285124.15,7.1
667971.45,16.64,6.41,285124.15,7.1
667613.28,16.63,6.41,284886.28,7.1
667511.06,16.63,6.41,284886.28,7.1
667837.01,16.64,6.42,284886.28,7.1
667734.79,16.64,6.42,285073.57,7.11
667366.62,16.64,6.41,284917.82,7.1
667264.4,16.64,6.42,284886.28,7.1
667487.68,16.65,6.42,285274.33,7.11
667385.46,16.65,6.42,285274.33,7.12
667283.24,16.65,6.43,285274.33,7.12
667181.02,16.65,6.43,285274.33,7.12
666181.02,16.63,6.41,284274.33,7.1
666267.43,16.63,6.41,284274.42,7.1
666353.83,16.64,6.42,284274.33,7.1
666251.61,16.64,6.42,284274.33,7.1
666149.39,16.64,6.42,284709.65,7.11
666235.8,16.65,6.43,284822.96,7.12
666133.58,16.65,6.43,284822.96,7.12
666031.36,16.65,6.43,284822.96,7.12
666031.36,16.65,6.43,284822.96,7.12
665825.85,16.65,6.43,284517.63,7.11
666151.8,16.66,6.44,284554.84,7.12
666238.2,16.66,6.44,284529.83,7.12
666324.61,16.67,6.45,284517.97,7.12
666222.39,16.67,6.45,284874.16,7.13
666120.17,16.67,6.45,284526.22,7.12
666017.94,16.67,6.45,285185.83,7.14
665915.72,16.68,6.45,285185.83,7.14
665813.5,16.68,6.46,285185.83,7.14
665711.28,16.68,6.46,285185.83,7.15
665415.77,16.67,6.45,284887.78,7.14
665415.77,16.67,6.45,284887.78,7.14
665047.6,16.67,6.44,284658.41,7.13
664945.38,16.67,6.45,284677.56,7.14
665031.79,16.67,6.45,284769.76,7.14
664929.57,16.67,6.45,284670.85,7.14
664838.59,16.68,6.45,285016.33,7.15
664913.75,16.68,6.46,285020.75,7.15
665000.16,16.69,6.47,285020.75,7.15
665086.57,16.69,6.47,285020.75,7.15
664747.72,16.69,6.46,284675.23,7.15
664834.13,16.69,6.47,284675.23,7.15
664731.91,16.69,6.47,284682.25,7.15
664731.91,16.69,6.47,284682.25,7.15
664629.69,16.69,6.47,284675.23,7.15
664527.47,16.7,6.47,284681.34,7.15
664425.25,16.7,6.48,284697.45,7.15
664648.53,16.71,6.48,285566.25,7.18
664542.65,16.7,6.48,285457.4,7.18
664440.43,16.71,6.48,285457.4,7.18
664171.41,16.7,6.48,285190.49,7.17
664069.19,16.7,6.48,285190.49,7.17
663966.97,16.7,6.48,285190.49,7.17
663966.97,16.7,6.48,285186.79,7.17
663864.75,16.71,6.48,285277.09,7.18
663762.53,16.71,6.48,285291.49,7.18
664076.11,16.72,6.49,285186.79,7.18
663973.89,16.72,6.5,285698.43,7.19
663871.67,16.72,6.5,285594.95,7.19
663769.45,16.72,6.5,285594.95,7.19
663667.23,16.72,6.5,285594.95,7.2
663565.01,16.73,6.5,285594.95,7.2
663462.78,16.73,6.5,285594.95,7.2
663788.73,16.74,6.51,285594.95,7.2
663875.14,16.74,6.52,285594.95,7.2
663772.92,16.74,6.52,286084.99,7.22
663859.32,16.75,6.53,286376.18,7.23
663491.15,16.74,6.52,285986.79,7.22
663491.15,16.74,6.52,285986.79,7.22
663388.93,16.74,6.52,285986.79,7.22
663702.51,16.75,6.53,285986.79,7.22
664028.46,16.76,6.54,286001.4,7.22
663926.24,16.77,6.54,285998.79,7.22
664012.65,16.77,6.55,285994.47,7.22
663644.48,16.76,6.54,285986.79,7.22
663970.43,16.77,6.55,286992.65,7.25
663970.43,16.77,6.55,286992.65,7.25
663959.59,16.78,6.56,287186.67,7.26
663800.96,16.78,6.55,287027.82,7.25
664274.76,16.79,6.57,287587.94,7.27
663938.96,16.78,6.56,287357.06,7.26
664215.58,16.79,6.57,287357.06,7.26
664301.98,16.8,6.58,287357.06,7.27
664199.76,16.8,6.58,287357.41,7.27
664286.17,16.8,6.58,287357.2,7.27
664183.95,16.81,6.58,287358.97,7.27
664183.95,16.81,6.58,287358.97,7.27
664081.73,16.81,6.59,287373.45,7.27
664407.68,16.82,6.6,288371.55,7.3
664305.45,16.82,6.6,288528.34,7.31
664391.86,16.83,6.6,288528.34,7.31
664289.64,16.83,6.61,288528.34,7.31
664187.42,16.83,6.61,288528.34,7.31
664085.2,16.83,6.61,288580.41,7.31
663267.43,16.84,6.62,288580.41,7.33
663165.21,16.85,6.62,288588.42,7.33
663062.99,16.85,6.63,288635.02,7.33
663006.12,16.85,6.63,288967.9,7.34
662637.95,16.84,6.62,288519.46,7.33
662535.73,16.84,6.62,288519.46,7.34
662240.22,16.84,6.62,288179.95,7.33
662548.33,16.85,6.63,288347.21,7.33
662446.11,16.85,6.63,288347.21,7.33
662772.06,16.86,6.64,288395.2,7.34
662669.84,16.86,6.64,288351.4,7.34
662756.24,16.87,6.65,288347.21,7.34
662654.02,16.87,6.65,288704.54,7.35
662551.8,16.87,6.65,288755.05,7.35
662638.21,16.88,6.65,289096.54,7.36
662535.99,16.88,6.66,289096.54,7.36
662250.18,16.87,6.65,288818.38,7.36
661855.87,16.86,6.64,288461.58,7.35
661942.28,16.87,6.65,288461.58,7.35
661840.06,16.87,6.65,288461.58,7.35
661926.47,16.88,6.66,288497.54,7.36
661587.62,16.87,6.65,288253.41,7.35
661460.37,16.87,6.65,288183.67,7.35
661460.37,16.87,6.65,288183.67,7.35
661358.15,16.87,6.65,288212.73,7.35
661255.93,16.87,6.65,288208.91,7.35
661581.88,16.88,6.66,288161.39,7.35
661858.5,16.89,6.67,289338.61,7.38
661756.28,16.89,6.67,289338.61,7.39
661467.44,16.89,6.67,288907.83,7.38
661365.21,16.89,6.67,288907.83,7.38
661262.99,16.89,6.67,288930.28,7.38
661160.77,16.89,6.67,288911.21,7.38
661058.55,16.89,6.67,288908.08,7.38
660956.33,16.9,6.67,288908.19,7.39
660865.35,16.9,6.68,289099.89,7.39
660660.91,16.9,6.68,289109.58,7.4
660736.07,16.91,6.68,289092.16,7.4
660736.07,16.91,6.68,289090.97,7.4
660367.9,16.9,6.68,288859.19,7.39
660454.31,16.91,6.68,288851.49,7.39
660540.72,16.91,6.69,288850.96,7.4
660438.49,16.91,6.69,288850.39,7.4
660336.27,16.91,6.69,288849.5,7.4
660662.22,16.92,6.7,289522.89,7.42
659844.45,16.94,6.72,289522.89,7.43
659742.23,16.94,6.72,289517.69,7.43
659640.01,16.94,6.72,289517.69,7.44
659537.79,16.94,6.72,289517.69,7.44
659435.57,16.95,6.72,289517.69,7.44
659333.35,16.95,6.73,289549.19,7.44
658965.18,16.94,6.72,289319.82,7.44
659377.37,16.95,6.73,289293.39,7.44
659377.37,16.95,6.73,289277.26,7.44
659463.78,16.96,6.74,289272.2,7.44
659284.17,16.95,6.73,289651.77,7.45
659181.95,16.96,6.73,289552.32,7.45
659079.73,16.96,6.74,289743.24,7.45
658977.51,16.96,6.74,289743.24,7.46
659254.13,16.97,6.75,289743.24,7.46
659477.42,16.98,6.76,289746.81,7.46
659375.2,16.98,6.76,289743.32,7.46
659272.98,16.98,6.76,289743.24,7.46
659170.75,16.98,6.76,290302.08,7.48
659257.16,16.99,6.77,290497.43,7.49
659257.16,16.99,6.77,290497.43,7.49
659343.57,16.99,6.77,290680.07,7.49
659343.57,16.99,6.77,290705.54,7.49
659241.35,17.0,6.77,290705.54,7.49
659139.12,17.0,6.78,290705.54,7.5
659225.53,17.0,6.78,290713.12,7.5
659226.9,17.0,6.78,290714.31,7.5
659124.68,17.01,6.78,290713.39,7.5
659450.63,17.02,6.79,290708.13,7.5
659348.41,17.02,6.8,290710.69,7.5
659246.19,17.02,6.8,291237.98,7.52
658951.38,17.01,6.79,290995.11,7.51
658849.16,17.02,6.79,290992.55,7.52
658746.94,17.02,6.79,290992.55,7.52
658746.94,17.02,6.79,290992.55,7.52
658833.34,17.02,6.8,290992.55,7.52
658919.75,17.03,6.81,290996.97,7.52
658817.53,17.03,6.81,290994.1,7.52
657817.53,17.01,6.79,289994.1,7.5
657449.36,17.0,6.78,289713.61,7.49
657775.31,17.01,6.79,289712.2,7.49
657673.09,17.01,6.79,290131.71,7.51
657377.58,17.01,6.79,289983.43,7.5
657009.41,17.0,6.78,289705.31,7.5
656804.97,17.0,6.78,289999.88,7.51
656702.75,17.01,6.78,289999.88,7.51
656600.53,17.01,6.78,289999.88,7.51
656600.53,17.01,6.78,289999.88,7.51
656498.3,17.01,6.79,290049.76,7.51
656396.08,17.01,6.79,290000.45,7.52
656722.03,17.02,6.8,290035.02,7.52
656722.03,17.02,6.8,290035.02,7.52
656998.65,17.03,6.81,290661.06,7.53
656896.43,17.03,6.81,290555.23,7.53
656794.21,17.03,6.81,290690.1,7.54
656691.99,17.04,6.81,290702.74,7.54
656333.82,17.03,6.81,290469.66,7.54
656420.23,17.03,6.81,290461.85,7.54
656506.63,17.04,6.82,290460.41,7.54
656404.41,17.04,6.82,290459.48,7.54
656404.41,17.04,6.82,290459.48,7.54
656302.19,17.04,6.82,290492.07,7.54
656199.97,17.05,6.82,290464.38,7.55
655911.13,17.04,6.82,290135.42,7.54
655911.13,17.04,6.82,290135.42,7.54
656134.42,17.05,6.83,290128.07,7.54
656032.19,17.05,6.83,290828.33,7.56
656032.19,17.05,6.83,290828.33,7.56
655929.97,17.05,6.83,290828.33,7.56
655827.75,17.05,6.83,290828.33,7.56
655725.53,17.06,6.83,290845.52,7.56
655623.31,17.06,6.84,290828.33,7.57
655846.6,17.07,6.84,290828.5,7.57
656180.62,17.08,6.85,291383.71,7.58
655814.38,17.07,6.85,291045.05,7.58
655518.87,17.06,6.84,290721.66,7.57
655898.72,17.08,6.86,291310.5,7.58
655796.5,17.08,6.86,291310.5,7.59
655694.28,17.08,6.86,291310.5,7.59
655301.98,17.07,6.85,291098.83,7.58
655303.36,17.07,6.85,291105.13,7.58
655526.64,17.08,6.86,291112.93,7.59
655424.42,17.08,6.86,291501.72,7.6
655322.2,17.09,6.86,291235.84,7.59
655408.61,17.09,6.87,291124.88,7.59
655317.63,17.09,6.87,291748.94,7.61
655204.17,17.1,6.87,291607.34,7.61
655204.17,17.1,6.87,291607.34,7.61
655101.94,17.1,6.88,291607.34,7.61
654999.72,17.1,6.88,291607.34,7.61
655223.01,17.11,6.89,291655.4,7.62
655120.79,17.11,6.89,291667.67,7.62
655018.57,17.11,6.89,291719.53,7.62
654938.83,17.11,6.89,292440.53,7.64
655523.39,17.13,6.91,292745.43,7.65
655421.17,17.14,6.91,292745.43,7.65
655318.95,17.14,6.92,292745.43,7.66
654318.95,17.12,6.89,291745.43,7.63
654216.73,17.12,6.9,291746.12,7.63
653619.73,17.11,6.88,291148.03,7.62
653706.14,17.11,6.89,291147.34,7.62
653603.92,17.11,6.89,291147.35,7.62
653383.0,17.11,6.89,290926.17,7.62
653383.0,17.11,6.89,290926.17,7.62
653383.0,17.11,6.89,290926.17,7.62
653085.5,17.1,6.88,290622.28,7.61
653090.91,17.1,6.88,290641.9,7.61
653090.91,17.1,6.88,290641.9,7.61
653408.78,17.11,6.89,290871.75,7.62
653495.19,17.12,6.9,291111.0,7.63
653392.97,17.12,6.9,291276.96,7.63
653392.97,17.12,6.9,291257.76,7.63
653616.26,17.13,6.91,291257.76,7.63
653514.04,17.13,6.91,291257.76,7.64
653600.44,17.14,6.91,291257.76,7.64
653498.22,17.14,6.92,291271.13,7.64
653339.59,17.14,6.91,291113.8,7.64
653232.34,17.13,6.91,291006.55,7.63
653235.08,17.13,6.91,291029.12,7.63
653321.49,17.14,6.92,291015.75,7.63
653219.27,17.14,6.92,291438.83,7.65
653013.76,17.14,6.91,291245.46,7.64
652911.54,17.14,6.92,291358.99,7.65
652809.32,17.14,6.92,291426.68,7.65
652707.1,17.14,6.92,291426.68,7.65
652337.01,17.13,6.91,291217.58,7.65
652234.79,17.14,6.91,291217.58,7.65
652132.56,17.14,6.92,291349.86,7.66
652458.51,17.15,6.93,291365.73,7.66
652356.29,17.15,6.93,291217.58,7.66
652276.55,17.15,6.93,292284.32,7.69
652385.83,17.16,6.94,291970.5,7.68
651568.07,17.17,6.95,291970.5,7.7
651478.64,17.18,6.95,291878.24,7.7
651565.04,17.18,6.96,291878.24,7.7
651462.82,17.18,6.96,291878.24,7.7
651788.77,17.19,6.97,291878.24,7.7
651430.6,17.19,6.97,291899.93,7.7
651328.38,17.19,6.97,291885.09,7.7
651226.16,17.19,6.97,291879.05,7.71
651123.94,17.19,6.97,292252.0,7.72
650688.99,17.18,6.96,291831.34,7.71
650586.77,17.19,6.96,291564.45,7.7
650291.26,17.18,6.96,291366.54,7.7
650377.67,17.19,6.96,291673.31,7.71
650275.45,17.19,6.96,291673.31,7.71
650275.45,17.19,6.96,291673.31,7.71
650173.23,17.19,6.97,291677.46,7.71
650071.01,17.19,6.97,291761.98,7.72
649968.79,17.19,6.97,291698.17,7.72
650002.64,17.2,6.98,291924.58,7.72
649713.79,17.19,6.97,291627.44,7.72
651021.89,17.23,7.01,293679.31,7.77
651021.89,17.23,7.01,293697.71,7.77
650975.05,17.23,7.01,293255.78,7.76
650655.05,17.22,7.0,292935.78,7.75
650552.83,17.22,7.0,292935.78,7.76
650552.83,17.22,7.0,292935.78,7.76
650965.02,17.24,7.01,292935.78,7.76
650785.42,17.23,7.01,292939.23,7.76
650683.2,17.23,7.01,292935.82,7.76
651009.14,17.25,7.02,292936.21,7.76
651232.43,17.25,7.03,293377.48,7.77
651130.21,17.26,7.03,293055.73,7.77
651027.99,17.26,7.04,293005.3,7.77
650925.77,17.26,7.04,293005.3,7.77
650823.55,17.26,7.04,294085.31,7.8
650823.55,17.26,7.04,294103.71,7.8
650823.55,17.26,7.04,294103.71,7.8
650439.56,17.26,7.03,293562.5,7.79
650525.96,17.26,7.04,293562.5,7.79
650612.37,17.27,7.05,293562.5,7.79
650612.37,17.27,7.05,293562.5,7.79
650510.15,17.27,7.05,293582.09,7.79
650510.15,17.27,7.05,293582.09,7.79
650407.93,17.27,7.05,293580.24,7.8
650820.12,17.28,7.06,293562.5,7.8
650514.19,17.28,7.06,294116.31,7.81
650411.97,17.28,7.06,294198.71,7.82
650309.75,17.28,7.06,294117.45,7.82
650623.33,17.29,7.07,294117.45,7.82
650521.11,17.29,7.07,294117.45,7.82
650607.51,17.3,7.08,294120.62,7.82
650505.29,17.3,7.08,294122.84,7.82
650403.07,17.3,7.08,294117.45,7.82
650300.85,17.31,7.08,294847.64,7.85
650387.26,17.31,7.09,294861.19,7.85
650473.66,17.32,7.1,294984.87,7.85
650371.44,17.32,7.1,294984.87,7.86
650269.22,17.32,7.1,294984.87,7.86
650167.0,17.32,7.1,295033.59,7.86
650064.78,17.33,7.1,295297.91,7.87
649962.56,17.33,7.11,295075.63,7.87
649860.34,17.33,7.11,295408.58,7.88
650185.16,17.34,7.12,295042.69,7.87
650071.7,17.34,7.12,295412.83,7.88
650158.1,17.35,7.13,295412.83,7.88
650381.39,17.36,7.14,295412.83,7.88
650113.39,17.35,7.13,295038.66,7.87
650011.17,17.35,7.13,295038.66,7.88
649908.95,17.36,7.13,295121.61,7.88
649806.73,17.36,7.14,295126.69,7.88
649704.51,17.36,7.14,295111.39,7.88
648886.74,17.37,7.15,295111.39,7.9
649223.93,17.39,7.16,296150.16,7.93
649300.5,17.39,7.17,296167.23,7.93
649198.28,17.39,7.17,296167.23,7.93
649096.06,17.39,7.17,296167.23,7.94
648563.72,17.38,7.16,295638.66,7.92
648461.5,17.39,7.16,295638.66,7.93
648359.28,17.39,7.17,295736.67,7.93
648257.06,17.39,7.17,295649.72,7.93
648154.84,17.39,7.17,295839.88,7.94
648480.79,17.4,7.18,295965.18,7.94
648480.79,17.4,7.18,295965.18,7.94
648567.19,17.41,7.19,296176.59,7.95
648567.19,17.41,7.19,296176.59,7.95
648464.97,17.41,7.19,296176.59,7.95
648778.55,17.42,7.2,296176.59,7.95
648676.33,17.42,7.2,296178.12,7.96
648574.11,17.43,7.2,296181.67,7.96
648238.31,17.42,7.2,295962.45,7.95
648136.09,17.42,7.2,295957.36,7.95
648136.09,17.42,7.2,295957.36,7.95
648222.49,17.43,7.2,296456.22,7.97
647936.69,17.42,7.2,296158.26,7.96
647834.47,17.42,7.2,296038.16,7.96
647635.81,17.42,7.2,296195.06,7.97
647533.59,17.42,7.2,296033.91,7.96
646533.59,17.4,7.18,295033.91,7.94
646431.37,17.4,7.18,295033.91,7.94
646431.37,17.4,7.18,295033.91,7.94
646329.15,17.4,7.18,295033.91,7.94
646226.93,17.4,7.18,295033.91,7.95
646124.71,17.41,7.18,295065.41,7.95
646211.12,17.41,7.19,295039.66,7.95
645842.95,17.4,7.18,294749.93,7.94
645740.73,17.41,7.18,294750.41,7.94
645638.5,17.41,7.19,294778.25,7.95
645724.91,17.41,7.19,295121.07,7.96
645622.69,17.42,7.19,295121.07,7.96
645520.47,17.42,7.2,295121.07,7.96
645743.76,17.43,7.2,295323.49,7.97
645830.16,17.43,7.21,295180.55,7.97
645830.16,17.43,7.21,295165.6,7.97
645727.94,17.43,7.21,295115.39,7.97
645625.72,17.44,7.21,295658.39,7.98
645712.13,17.44,7.22,295756.78,7.99
645609.91,17.44,7.22,295809.68,7.99
645507.68,17.45,7.22,295809.68,8.0
645833.63,17.46,7.24,295809.68,8.0
645731.41,17.46,7.24,295809.68,8.0
645817.82,17.47,7.24,295817.52,8.0
645715.6,17.47,7.25,295813.36,8.0
645613.38,17.47,7.25,295810.02,8.0
645511.15,17.47,7.25,296397.09,8.02
645408.93,17.47,7.25,296386.65,8.02
645113.43,17.47,7.25,296059.96,8.02
645011.2,17.47,7.25,296059.96,8.02
644193.44,17.48,7.26,296059.96,8.04
644091.21,17.49,7.26,296059.96,8.04
643988.99,17.49,7.27,296059.96,8.04
644075.4,17.5,7.27,296107.3,8.04
644161.81,17.5,7.28,296089.83,8.04
643942.12,17.5,7.27,295911.61,8.04
644255.7,17.51,7.29,295881.74,8.04
644153.48,17.51,7.29,296635.0,8.06
643867.68,17.5,7.28,296165.89,8.05
643954.08,17.51,7.29,296505.13,8.06
643954.08,17.51,7.29,296521.32,8.06
643851.86,17.51,7.29,296521.32,8.06
644177.81,17.52,7.3,296521.32,8.07
644075.59,17.52,7.3,296559.09,8.07
644162.0,17.53,7.31,296526.37,8.07
644248.4,17.54,7.32,296522.27,8.07
644146.18,17.54,7.32,296574.65,8.08
644380.71,17.55,7.33,297706.1,8.11
644457.28,17.55,7.33,297836.45,8.11
644087.71,17.55,7.32,297416.09,8.1
643678.82,17.56,7.33,297418.52,8.11
643576.6,17.56,7.33,297416.1,8.11
643474.38,17.56,7.34,297567.32,8.12
643182.99,17.55,7.33,297332.55,8.11
643595.18,17.57,7.34,297432.55,8.12
643415.58,17.56,7.34,297181.32,8.11
643313.36,17.56,7.34,297517.72,8.12
643399.76,17.57,7.35,297517.72,8.12
643297.54,17.57,7.35,297517.72,8.13
643195.32,17.57,7.35,297517.72,8.13
643195.32,17.57,7.35,297517.72,8.13
643093.1,17.58,7.35,297525.27,8.13
642990.88,17.58,7.36,297517.72,8.13
642888.66,17.58,7.36,297788.21,8.14
642786.44,17.58,7.36,297553.11,8.14
642872.84,17.59,7.37,297873.01,8.15
642872.84,17.59,7.37,297873.01,8.15
642770.62,17.59,7.37,297873.01,8.15
642566.18,17.59,7.37,297908.49,8.16
642463.96,17.6,7.37,297884.32,8.16
642361.74,17.6,7.38,297874.15,8.16
642687.69,17.61,7.39,298336.98,8.17
642341.99,17.6,7.38,298403.49,8.18
643115.07,17.63,7.41,298933.01,8.19
643338.36,17.64,7.42,298933.01,8.2
643236.14,17.64,7.42,298933.01,8.2
643322.55,17.65,7.42,299004.44,8.2
643656.57,17.66,7.44,298941.21,8.2
643554.35,17.66,7.44,298933.29,8.2
643640.76,17.67,7.44,299566.78,8.22
643274.51,17.66,7.44,299111.94,8.21
643183.53,17.66,7.44,299004.78,8.21
643073.44,17.66,7.44,299716.9,8.23
643159.85,17.67,7.45,299716.9,8.23
643057.63,17.67,7.45,299716.9,8.24
642955.4,17.67,7.45,299809.99,8.24
642955.4,17.67,7.45,299809.99,8.24
642853.18,17.67,7.45,299749.53,8.24
642750.96,17.68,7.45,299727.98,8.24
642648.74,17.68,7.46,300223.27,8.26
642648.74,17.68,7.46,300223.27,8.26
642591.88,17.68,7.46,299903.4,8.25
642632.93,17.69,7.47,300074.33,8.26
642530.71,17.69,7.47,300074.33,8.26
642428.48,17.69,7.47,300074.33,8.26
642754.43,17.7,7.48,300132.74,8.27
643068.01,17.71,7.49,300079.09,8.27
642965.79,17.72,7.49,300077.24,8.27
642597.62,17.71,7.49,300718.13,8.29
642517.88,17.71,7.49,300745.14,8.29
642874.79,17.72,7.5,300246.03,8.28
642945.25,17.73,7.51,301330.79,8.31
642843.03,17.73,7.51,301330.79,8.31
642740.81,17.73,7.51,301330.79,8.31
642638.59,17.73,7.51,301330.79,8.32
642433.78,17.73,7.51,301124.39,8.31
642433.78,17.73,7.51,301124.39,8.31
641883.69,17.72,7.5,300447.92,8.29
642209.63,17.73,7.51,300563.71,8.3
642107.41,17.73,7.51,300447.92,8.3
642027.67,17.73,7.51,301453.31,8.33
642386.47,17.75,7.53,301275.97,8.32
642284.25,17.75,7.53,301275.97,8.33
641988.11,17.74,7.52,300972.08,8.32
641988.11,17.74,7.52,300972.08,8.32
641988.11,17.74,7.52,300972.08,8.32
641885.89,17.75,7.52,300972.08,8.32
641783.67,17.75,7.53,300988.21,8.32
642006.96,17.76,7.54,300983.78,8.33
641789.81,17.75,7.53,300797.87,8.32
641604.29,17.75,7.53,300891.89,8.32
641930.24,17.76,7.54,302071.07,8.36
641451.87,17.75,7.53,301499.0,8.34
641349.65,17.75,7.53,300766.06,8.33
641351.26,17.76,7.54,301463.32,8.35
641461.51,17.76,7.54,301400.72,8.35
641787.46,17.78,7.55,301400.72,8.35
641422.43,17.77,7.55,300996.31,8.34
641054.26,17.76,7.54,300996.31,8.34
641054.26,17.76,7.54,300996.31,8.34
640952.04,17.76,7.54,300996.31,8.34
641038.44,17.77,7.55,300996.44,8.34
640936.22,17.77,7.55,300996.31,8.35
640834.0,17.77,7.55,300996.31,8.35
640920.41,17.78,7.56,300996.31,8.35
640818.19,17.78,7.56,301490.1,8.37
640904.59,17.79,7.57,301557.36,8.37
640802.37,17.79,7.57,301557.36,8.37
640888.78,17.8,7.58,301557.36,8.37
641214.73,17.81,7.59,301557.36,8.38
641112.5,17.81,7.59,301557.36,8.38
641010.28,17.81,7.59,301557.36,8.38
640908.06,17.82,7.59,301558.69,8.38
640805.84,17.82,7.6,301606.61,8.39
640703.62,17.82,7.6,302198.8,8.4
640601.4,17.82,7.6,302198.8,8.41
640326.45,17.82,7.59,301940.62,8.4
640006.45,17.81,7.59,301620.62,8.39
639879.2,17.81,7.58,301456.03,8.39
639965.61,17.81,7.59,301456.03,8.39
639863.39,17.81,7.59,301456.03,8.39
639761.17,17.82,7.59,301480.02,8.4
639658.94,17.82,7.6,301482.68,8.4
640139.22,17.83,7.61,301845.12,8.41
640139.22,17.83,7.61,301845.12,8.41
639676.72,17.82,7.6,301797.3,8.41
639763.13,17.83,7.61,301966.55,8.42
639660.91,17.83,7.61,301915.62,8.42
639986.86,17.84,7.62,301915.62,8.42
639884.64,17.85,7.62,301915.62,8.42
639747.68,17.84,7.62,301918.89,8.42
639645.45,17.84,7.62,301919.97,8.42
639731.86,17.85,7.63,301915.62,8.42
639629.64,17.85,7.63,302241.97,8.44
639527.42,17.86,7.63,302158.33,8.44
639613.83,17.86,7.64,301963.73,8.43
