ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_901b-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-arrived_gpu_milli
712,2204,1928960,6212,1928960
712,2204,1929960,6212,1929960
712,2204,1930960,6212,1930960
712,2204,1931430,6212,1931430
712,2204,1932430,6212,1932430
712,2204,1932590,6212,1932590
713,2212,1933060,6212,1933060
713,2212,1933530,6212,1933530
713,2212,1934530,6212,1934530
713,2212,1935530,6212,1935530
713,2212,1936340,6212,1936340
713,2212,1937340,6212,1937340
713,2212,1938150,6212,1938150
713,2212,1939150,6212,1939150
713,2212,1939620,6212,1939620
713,2212,1940620,6212,1940620
714,2220,1941430,6212,1941430
714,2220,1942240,6212,1942240
714,2220,1943050,6212,1943050
714,2220,1944050,6212,1944050
714,2220,1945050,6212,1945050
714,2220,1946050,6212,1946050
714,2220,1947050,6212,1947050
714,2220,1947600,6212,1947600
715,2228,1948600,6212,1948600
715,2228,1949410,6212,1949410
715,2228,1949410,6212,1949410
715,2228,1949730,6212,1949730
715,2228,1950200,6212,1950200
715,2228,1951010,6212,1951010
715,2228,1952010,6212,1952010
715,2228,1952820,6212,1952820
715,2228,1953820,6212,1953820
715,2228,1954820,6212,1954820
715,2228,1955290,6212,1955290
716,2236,1956100,6212,1956100
716,2236,1956100,6212,1956100
716,2236,1956910,6212,1956910
716,2236,1957910,6212,1957910
716,2236,1958910,6212,1958910
716,2236,1959380,6212,1959380
716,2236,1959850,6212,1959850
716,2236,1960660,6212,1960660
716,2236,1961310,6212,1961310
716,2236,1961770,6212,1961770
717,2244,1962770,6212,1962770
717,2244,1963770,6212,1963770
717,2244,1964580,6212,1964580
717,2244,1965580,6212,1965580
717,2244,1966580,6212,1966580
717,2244,1966580,6212,1966580
717,2244,1967580,6212,1967580
717,2244,1968580,6212,1968580
717,2244,1969580,6212,1969580
718,2252,1970580,6212,1970580
718,2252,1971580,6212,1971580
718,2252,1972050,6212,1972050
718,2252,1973050,6212,1973050
718,2252,1973860,6212,1973860
718,2252,1974860,6212,1974860
718,2252,1975860,6212,1975860
718,2252,1975860,6212,1975860
718,2252,1976670,6212,1976670
718,2252,1977670,6212,1977670
719,2260,1978670,6212,1978670
719,2260,1979480,6212,1979480
719,2260,1979950,6212,1979950
719,2260,1980950,6212,1980950
719,2260,1981950,6212,1981950
719,2260,1982760,6212,1982760
719,2260,1983570,6212,1983570
719,2260,1984570,6212,1984570
720,2268,1985570,6212,1985570
720,2268,1986570,6212,1986570
720,2268,1986570,6212,1986570
720,2268,1987220,6212,1987220
720,2268,1988220,6212,1988220
720,2268,1988220,6212,1988220
720,2268,1988220,6212,1988220
720,2268,1989220,6212,1989220
720,2268,1990220,6212,1990220
720,2268,1990680,6212,1990680
720,2268,1991680,6212,1991680
720,2268,1992680,6212,1992680
721,2276,1993680,6212,1993680
721,2276,1994680,6212,1994680
721,2276,1995680,6212,1995680
721,2276,1996680,6212,1996680
721,2276,1997680,6212,1997680
721,2276,1998150,6212,1998150
721,2276,1999150,6212,1999150
721,2276,1999800,6212,1999800
722,2284,2000270,6212,2000270
722,2284,2000920,6212,2000920
722,2284,2001920,6212,2001920
722,2284,2002730,6212,2002730
722,2284,2003730,6212,2003730
722,2284,2004200,6212,2004200
722,2284,2004850,6212,2004850
722,2284,2005320,6212,2005320
723,2292,2006320,6212,2006320
723,2292,2007320,6212,2007320
723,2292,2008130,6212,2008130
723,2292,2008600,6212,2008600
723,2292,2009070,6212,2009070
723,2292,2009070,6212,2009070
723,2292,2010070,6212,2010070
723,2292,2010880,6212,2010880
723,2292,2011200,6212,2011200
723,2292,2012010,6212,2012010
723,2292,2012820,6212,2012820
723,2292,2013630,6212,2013630
724,2300,2014630,6212,2014630
724,2300,2014860,6212,2014860
724,2300,2015670,6212,2015670
724,2300,2015670,6212,2015670
724,2300,2016670,6212,2016670
724,2300,2017670,6212,2017670
725,2308,2018670,6212,2018670
725,2308,2019670,6212,2019670
725,2308,2020670,6212,2020670
725,2308,2021670,6212,2021670
725,2308,2022670,6212,2022670
725,2308,2023670,6212,2023670
726,2316,2024670,6212,2024670
726,2316,2025670,6212,2025670
726,2316,2026670,6212,2026670
726,2316,2027670,6212,2027670
726,2316,2028480,6212,2028480
726,2316,2029480,6212,2029480
726,2316,2029480,6212,2029480
726,2316,2030480,6212,2030480
726,2316,2031480,6212,2031480
726,2316,2032480,6212,2032480
726,2316,2033290,6212,2033290
727,2324,2034290,6212,2034290
727,2324,2035290,6212,2035290
727,2324,2036100,6212,2036100
727,2324,2037100,6212,2037100
727,2324,2037910,6212,2037910
727,2324,2038910,6212,2038910
727,2324,2039910,6212,2039910
727,2324,2040910,6212,2040910
727,2324,2041910,6212,2041910
728,2332,2042910,6212,2042910
728,2332,2042910,6212,2042910
728,2332,2043910,6212,2043910
728,2332,2044910,6212,2044910
728,2332,2045910,6212,2045910
728,2332,2046720,6212,2046720
728,2332,2047530,6212,2047530
728,2332,2047990,6212,2047990
728,2332,2048640,6212,2048640
729,2340,2049640,6212,2049640
729,2340,2049800,6212,2049800
729,2340,2049800,6212,2049800
729,2340,2050800,6212,2050800
729,2340,2050960,6212,2050960
729,2340,2051960,6212,2051960
729,2340,2052960,6212,2052960
729,2340,2053960,6212,2053960
729,2340,2054770,6212,2054770
729,2340,2055770,6212,2055770
729,2340,2056770,6212,2056770
730,2348,2057770,6212,2057770
730,2348,2058770,6212,2058770
730,2348,2059580,6212,2059580
730,2348,2060580,6212,2060580
730,2348,2061390,6212,2061390
730,2348,2061860,6212,2061860
730,2348,2062860,6212,2062860
730,2348,2063860,6212,2063860
730,2348,2064180,6212,2064180
730,2348,2064650,6212,2064650
731,2356,2065650,6212,2065650
731,2356,2066460,6212,2066460
731,2356,2067460,6212,2067460
731,2356,2068270,6212,2068270
731,2356,2068270,6212,2068270
731,2356,2069270,6212,2069270
731,2356,2070080,6212,2070080
731,2356,2070550,6212,2070550
731,2356,2071200,6212,2071200
731,2356,2071670,6212,2071670
732,2364,2072670,6212,2072670
732,2364,2073670,6212,2073670
732,2364,2074670,6212,2074670
732,2364,2075140,6212,2075140
732,2364,2075950,6212,2075950
732,2364,2076760,6212,2076760
732,2364,2077230,6212,2077230
732,2364,2077550,6212,2077550
732,2364,2078550,6212,2078550
732,2364,2079550,6212,2079550
732,2364,2079770,6212,2079770
733,2372,2080770,6212,2080770
733,2372,2081420,6212,2081420
733,2372,2082420,6212,2082420
733,2372,2082420,6212,2082420
733,2372,2083420,6212,2083420
733,2372,2084420,6212,2084420
733,2372,2084650,6212,2084650
733,2372,2085460,6212,2085460
733,2372,2085930,6212,2085930
733,2372,2086400,6212,2086400
734,2380,2087400,6212,2087400
734,2380,2088400,6212,2088400
734,2380,2088720,6212,2088720
734,2380,2089720,6212,2089720
734,2380,2090720,6212,2090720
734,2380,2091530,6212,2091530
734,2380,2091850,6212,2091850
734,2380,2092850,6212,2092850
734,2380,2093850,6212,2093850
734,2380,2094080,6212,2094080
734,2380,2094400,6212,2094400
735,2388,2095400,6212,2095400
735,2388,2095400,6212,2095400
735,2388,2096400,6212,2096400
735,2388,2097400,6212,2097400
735,2388,2098050,6212,2098050
735,2388,2098370,6212,2098370
735,2388,2099370,6212,2099370
735,2388,2100370,6212,2100370
735,2388,2101370,6212,2101370
736,2396,2101830,6212,2101830
736,2396,2102830,6212,2102830
736,2396,2103480,6212,2103480
736,2396,2104480,6212,2104480
736,2396,2105480,6212,2105480
736,2396,2106290,6212,2106290
737,2404,2114290,6212,2114290
737,2404,2115290,6212,2115290
737,2404,2116290,6212,2116290
737,2404,2116660,6212,2116660
737,2404,2117660,6212,2117660
737,2404,2118250,6212,2118250
737,2404,2118250,6212,2118250
738,2412,2119060,6212,2119060
738,2412,2120060,6212,2120060
738,2412,2121060,6212,2121060
738,2412,2121870,6212,2121870
738,2412,2122680,6212,2122680
738,2412,2123680,6212,2123680
738,2412,2124490,6212,2124490
738,2412,2125140,6212,2125140
739,2420,2126140,6212,2126140
739,2420,2126140,6212,2126140
739,2420,2126140,6212,2126140
739,2420,2126140,6212,2126140
739,2420,2127140,6212,2127140
739,2420,2128140,6212,2128140
739,2420,2129140,6212,2129140
739,2420,2130140,6212,2130140
739,2420,2131140,6212,2131140
739,2420,2132140,6212,2132140
739,2420,2132140,6212,2132140
739,2420,2132610,6212,2132610
739,2420,2133070,6212,2133070
739,2420,2133070,6212,2133070
740,2428,2134070,6212,2134070
740,2428,2134390,6212,2134390
740,2428,2135040,6212,2135040
740,2428,2136040,6212,2136040
740,2428,2136510,6212,2136510
740,2428,2137510,6212,2137510
740,2428,2137730,6212,2137730
740,2428,2138380,6212,2138380
740,2428,2138700,6212,2138700
740,2428,2139700,6212,2139700
740,2428,2140700,6212,2140700
741,2436,2141700,6212,2141700
741,2436,2142170,6212,2142170
741,2436,2142980,6212,2142980
741,2436,2143980,6212,2143980
741,2436,2144980,6212,2144980
741,2436,2145980,6212,2145980
741,2436,2146450,6212,2146450
741,2436,2146920,6212,2146920
741,2436,2147920,6212,2147920
742,2444,2148920,6212,2148920
742,2444,2149920,6212,2149920
742,2444,2150920,6212,2150920
742,2444,2151920,6212,2151920
742,2444,2152730,6212,2152730
742,2444,2153540,6212,2153540
742,2444,2153860,6212,2153860
742,2444,2154860,6212,2154860
742,2444,2155860,6212,2155860
742,2444,2156330,6212,2156330
743,2452,2157330,6212,2157330
743,2452,2157330,6212,2157330
743,2452,2157440,6212,2157440
743,2452,2158250,6212,2158250
743,2452,2159250,6212,2159250
743,2452,2160060,6212,2160060
743,2452,2161060,6212,2161060
744,2460,2169060,6212,2169060
744,2460,2170060,6212,2170060
744,2460,2170870,6212,2170870
744,2460,2171870,6212,2171870
745,2468,2172870,6212,2172870
745,2468,2173340,6212,2173340
745,2468,2174340,6212,2174340
745,2468,2174340,6212,2174340
745,2468,2175340,6212,2175340
745,2468,2176340,6212,2176340
745,2468,2177340,6212,2177340
745,2468,2178340,6212,2178340
745,2468,2178930,6212,2178930
746,2476,2179930,6212,2179930
746,2476,2180930,6212,2180930
746,2476,2181480,6212,2181480
746,2476,2181480,6212,2181480
746,2476,2182290,6212,2182290
746,2476,2183290,6212,2183290
746,2476,2184100,6212,2184100
746,2476,2184100,6212,2184100
746,2476,2184750,6212,2184750
746,2476,2185750,6212,2185750
747,2484,2186750,6212,2186750
747,2484,2187400,6212,2187400
747,2484,2188400,6212,2188400
747,2484,2189400,6212,2189400
747,2484,2189630,6212,2189630
747,2484,2190180,6212,2190180
747,2484,2191180,6212,2191180
747,2484,2192180,6212,2192180
747,2484,2193180,6212,2193180
748,2492,2194180,6212,2194180
748,2492,2194640,6212,2194640
748,2492,2195640,6212,2195640
748,2492,2195910,6212,2195910
748,2492,2196910,6212,2196910
748,2492,2197370,6212,2197370
748,2492,2198370,6212,2198370
748,2492,2198840,6212,2198840
748,2492,2199840,6212,2199840
748,2492,2200310,6212,2200310
748,2492,2201310,6212,2201310
748,2492,2201960,6212,2201960
749,2500,2202960,6212,2202960
749,2500,2203960,6212,2203960
749,2500,2204960,6212,2204960
749,2500,2205960,6212,2205960
749,2500,2206770,6212,2206770
749,2500,2207580,6212,2207580
749,2500,2208580,6212,2208580
749,2500,2209580,6212,2209580
749,2500,2210390,6212,2210390
750,2508,2211390,6212,2211390
750,2508,2212390,6212,2212390
750,2508,2212390,6212,2212390
750,2508,2212620,6212,2212620
750,2508,2213090,6212,2213090
750,2508,2213900,6212,2213900
750,2508,2214710,6212,2214710
750,2508,2215710,6212,2215710
750,2508,2216710,6212,2216710
750,2508,2217710,6212,2217710
751,2516,2218710,6212,2218710
751,2516,2219710,6212,2219710
751,2516,2220710,6212,2220710
751,2516,2221030,6212,2221030
751,2516,2221030,6212,2221030
751,2516,2221500,6212,2221500
751,2516,2222500,6212,2222500
751,2516,2223310,6212,2223310
751,2516,2224310,6212,2224310
751,2516,2225310,6212,2225310
751,2516,2226120,6212,2226120
752,2524,2226930,6212,2226930
752,2524,2227740,6212,2227740
752,2524,2228110,6212,2228110
752,2524,2228920,6212,2228920
752,2524,2229920,6212,2229920
752,2524,2229920,6212,2229920
752,2524,2230920,6212,2230920
752,2524,2231920,6212,2231920
752,2524,2232920,6212,2232920
752,2524,2233570,6212,2233570
752,2524,2233680,6212,2233680
753,2532,2234680,6212,2234680
753,2532,2235000,6212,2235000
753,2532,2236000,6212,2236000
753,2532,2237000,6212,2237000
753,2532,2237000,6212,2237000
753,2532,2238000,6212,2238000
753,2532,2239000,6212,2239000
753,2532,2239550,6212,2239550
753,2532,2240550,6212,2240550
753,2532,2241550,6212,2241550
754,2540,2242550,6212,2242550
754,2540,2243550,6212,2243550
754,2540,2244550,6212,2244550
754,2540,2245550,6212,2245550
754,2540,2246020,6212,2246020
754,2540,2246830,6212,2246830
754,2540,2247830,6212,2247830
754,2540,2248640,6212,2248640
754,2540,2249110,6212,2249110
754,2540,2249110,6212,2249110
755,2548,2250110,6212,2250110
755,2548,2250660,6212,2250660
755,2548,2251130,6212,2251130
755,2548,2252130,6212,2252130
755,2548,2252940,6212,2252940
755,2548,2253410,6212,2253410
755,2548,2253880,6212,2253880
755,2548,2253880,6212,2253880
755,2548,2254880,6212,2254880
755,2548,2255040,6212,2255040
755,2548,2255510,6212,2255510
755,2548,2255880,6212,2255880
756,2556,2256470,6212,2256470
756,2556,2257280,6212,2257280
756,2556,2258280,6212,2258280
756,2556,2259090,6212,2259090
756,2556,2260090,6212,2260090
756,2556,2260090,6212,2260090
756,2556,2261090,6212,2261090
756,2556,2261560,6212,2261560
756,2556,2262560,6212,2262560
757,2564,2263370,6212,2263370
757,2564,2264370,6212,2264370
757,2564,2265370,6212,2265370
757,2564,2266370,6212,2266370
758,2572,2274370,6212,2274370
758,2572,2275370,6212,2275370
758,2572,2276370,6212,2276370
758,2572,2277370,6212,2277370
758,2572,2277840,6212,2277840
759,2580,2278840,6212,2278840
759,2580,2279160,6212,2279160
759,2580,2279630,6212,2279630
759,2580,2280630,6212,2280630
759,2580,2281100,6212,2281100
759,2580,2282100,6212,2282100
759,2580,2282910,6212,2282910
759,2580,2283910,6212,2283910
759,2580,2284910,6212,2284910
759,2580,2285720,6212,2285720
760,2588,2286720,6212,2286720
760,2588,2287040,6212,2287040
760,2588,2287510,6212,2287510
760,2588,2288320,6212,2288320
760,2588,2289320,6212,2289320
760,2588,2290130,6212,2290130
760,2588,2290500,6212,2290500
760,2588,2290720,6212,2290720
760,2588,2290720,6212,2290720
760,2588,2291720,6212,2291720
760,2588,2292720,6212,2292720
760,2588,2293190,6212,2293190
760,2588,2293780,6212,2293780
761,2596,2294780,6212,2294780
761,2596,2295100,6212,2295100
761,2596,2296100,6212,2296100
761,2596,2297100,6212,2297100
761,2596,2298100,6212,2298100
761,2596,2299100,6212,2299100
761,2596,2300100,6212,2300100
761,2596,2301100,6212,2301100
762,2604,2303100,6212,2303100
762,2604,2303910,6212,2303910
762,2604,2303910,6212,2303910
762,2604,2304380,6212,2304380
762,2604,2305190,6212,2305190
762,2604,2306000,6212,2306000
762,2604,2307000,6212,2307000
762,2604,2308000,6212,2308000
762,2604,2308470,6212,2308470
763,2612,2316470,6212,2316470
763,2612,2317470,6212,2317470
764,2620,2318470,6212,2318470
764,2620,2319470,6212,2319470
764,2620,2320470,6212,2320470
764,2620,2321470,6212,2321470
764,2620,2321940,6212,2321940
764,2620,2322260,6212,2322260
764,2620,2322260,6212,2322260
764,2620,2323070,6212,2323070
764,2620,2323390,6212,2323390
764,2620,2324390,6212,2324390
764,2620,2325390,6212,2325390
765,2628,2326390,6212,2326390
765,2628,2326980,6212,2326980
765,2628,2327630,6212,2327630
765,2628,2328630,6212,2328630
765,2628,2329630,6212,2329630
765,2628,2330630,6212,2330630
765,2628,2331440,6212,2331440
765,2628,2331440,6212,2331440
765,2628,2332250,6212,2332250
765,2628,2332250,6212,2332250
766,2636,2333250,6212,2333250
766,2636,2334250,6212,2334250
766,2636,2335060,6212,2335060
766,2636,2335060,6212,2335060
766,2636,2336060,6212,2336060
766,2636,2336530,6212,2336530
766,2636,2337530,6212,2337530
766,2636,2338530,6212,2338530
766,2636,2338850,6212,2338850
766,2636,2339850,6212,2339850
767,2644,2340850,6212,2340850
767,2644,2340850,6212,2340850
767,2644,2341660,6212,2341660
767,2644,2342470,6212,2342470
767,2644,2343470,6212,2343470
767,2644,2344470,6212,2344470
767,2644,2344940,6212,2344940
767,2644,2345410,6212,2345410
767,2644,2346410,6212,2346410
767,2644,2346730,6212,2346730
767,2644,2347200,6212,2347200
767,2644,2349200,6212,2349200
768,2652,2350200,6212,2350200
768,2652,2351200,6212,2351200
768,2652,2351200,6212,2351200
768,2652,2352200,6212,2352200
768,2652,2353200,6212,2353200
768,2652,2353670,6212,2353670
768,2652,2353670,6212,2353670
768,2652,2354260,6212,2354260
768,2652,2355260,6212,2355260
768,2652,2356260,6212,2356260
769,2660,2357260,6212,2357260
769,2660,2357720,6212,2357720
769,2660,2358530,6212,2358530
769,2660,2359340,6212,2359340
769,2660,2360340,6212,2360340
769,2660,2360340,6212,2360340
769,2660,2361340,6212,2361340
769,2660,2362340,6212,2362340
769,2660,2362660,6212,2362660
769,2660,2362660,6212,2362660
769,2660,2363310,6212,2363310
769,2660,2364310,6212,2364310
769,2660,2364310,6212,2364310
770,2668,2365310,6212,2365310
770,2668,2366310,6212,2366310
770,2668,2367310,6212,2367310
770,2668,2368310,6212,2368310
770,2668,2368960,6212,2368960
770,2668,2369420,6212,2369420
770,2668,2369890,6212,2369890
770,2668,2370210,6212,2370210
770,2668,2371210,6212,2371210
771,2676,2372210,6212,2372210
771,2676,2373210,6212,2373210
771,2676,2374020,6212,2374020
771,2676,2374020,6212,2374020
771,2676,2374670,6212,2374670
771,2676,2375670,6212,2375670
771,2676,2376670,6212,2376670
771,2676,2377480,6212,2377480
771,2676,2378480,6212,2378480
771,2676,2379480,6212,2379480
771,2676,2379480,6212,2379480
772,2684,2380480,6212,2380480
772,2684,2381480,6212,2381480
772,2684,2382130,6212,2382130
772,2684,2383130,6212,2383130
772,2684,2384130,6212,2384130
772,2684,2385130,6212,2385130
772,2684,2386130,6212,2386130
773,2692,2387130,6212,2387130
773,2692,2388130,6212,2388130
773,2692,2389130,6212,2389130
773,2692,2390130,6212,2390130
773,2692,2390940,6212,2390940
773,2692,2391750,6212,2391750
773,2692,2392750,6212,2392750
773,2692,2392980,6212,2392980
773,2692,2392980,6212,2392980
773,2692,2392980,6212,2392980
773,2692,2393300,6212,2393300
773,2692,2393300,6212,2393300
773,2692,2393300,6212,2393300
773,2692,2393780,6212,2393780
773,2692,2394590,6212,2394590
773,2692,2395590,6212,2395590
773,2692,2395590,6212,2395590
774,2700,2396240,6212,2396240
774,2700,2397240,6212,2397240
774,2700,2398050,6212,2398050
774,2700,2399050,6212,2399050
774,2700,2399210,6212,2399210
774,2700,2399320,6212,2399320
774,2700,2399320,6212,2399320
774,2700,2400130,6212,2400130
774,2700,2401130,6212,2401130
774,2700,2401360,6212,2401360
774,2700,2402360,6212,2402360
774,2700,2403360,6212,2403360
775,2708,2404360,6212,2404360
775,2708,2404830,6212,2404830
775,2708,2405830,6212,2405830
775,2708,2406830,6212,2406830
775,2708,2407300,6212,2407300
775,2708,2408300,6212,2408300
775,2708,2409300,6212,2409300
775,2708,2410110,6212,2410110
776,2716,2418110,6212,2418110
776,2716,2419110,6212,2419110
777,2724,2419920,6212,2419920
777,2724,2420920,6212,2420920
777,2724,2421390,6212,2421390
777,2724,2421850,6212,2421850
777,2724,2422850,6212,2422850
777,2724,2423850,6212,2423850
777,2724,2424850,6212,2424850
777,2724,2425330,6212,2425330
777,2724,2426330,6212,2426330
777,2724,2426650,6212,2426650
777,2724,2427460,6212,2427460
778,2732,2428460,6212,2428460
778,2732,2428460,6212,2428460
778,2732,2429460,6212,2429460
778,2732,2430460,6212,2430460
778,2732,2431460,6212,2431460
778,2732,2432460,6212,2432460
778,2732,2432780,6212,2432780
778,2732,2433100,6212,2433100
778,2732,2433100,6212,2433100
778,2732,2433650,6212,2433650
778,2732,2433970,6212,2433970
779,2740,2434970,6212,2434970
779,2740,2434970,6212,2434970
779,2740,2435290,6212,2435290
779,2740,2435610,6212,2435610
779,2740,2436610,6212,2436610
779,2740,2437080,6212,2437080
779,2740,2437730,6212,2437730
779,2740,2438730,6212,2438730
779,2740,2439730,6212,2439730
780,2748,2440730,6212,2440730
780,2748,2441730,6212,2441730
780,2748,2441730,6212,2441730
780,2748,2441730,6212,2441730
780,2748,2442540,6212,2442540
780,2748,2443350,6212,2443350
780,2748,2444160,6212,2444160
780,2748,2444160,6212,2444160
780,2748,2445160,6212,2445160
780,2748,2445160,6212,2445160
780,2748,2446160,6212,2446160
780,2748,2446480,6212,2446480
780,2748,2446950,6212,2446950
780,2748,2447950,6212,2447950
780,2748,2448950,6212,2448950
781,2756,2449500,6212,2449500
781,2756,2450500,6212,2450500
781,2756,2451310,6212,2451310
781,2756,2452310,6212,2452310
781,2756,2453310,6212,2453310
781,2756,2454310,6212,2454310
781,2756,2455120,6212,2455120
781,2756,2455930,6212,2455930
782,2764,2456930,6212,2456930
782,2764,2457930,6212,2457930
782,2764,2458930,6212,2458930
782,2764,2459930,6212,2459930
782,2764,2460930,6212,2460930
782,2764,2461930,6212,2461930
782,2764,2462480,6212,2462480
782,2764,2463480,6212,2463480
783,2772,2464290,6212,2464290
783,2772,2464940,6212,2464940
783,2772,2465260,6212,2465260
783,2772,2466260,6212,2466260
783,2772,2467260,6212,2467260
783,2772,2468260,6212,2468260
783,2772,2469260,6212,2469260
784,2780,2477260,6212,2477260
784,2780,2477730,6212,2477730
784,2780,2478200,6212,2478200
785,2788,2479200,6212,2479200
785,2788,2480200,6212,2480200
785,2788,2481200,6212,2481200
785,2788,2482200,6212,2482200
785,2788,2483200,6212,2483200
785,2788,2484200,6212,2484200
785,2788,2485200,6212,2485200
785,2788,2485670,6212,2485670
785,2788,2485670,6212,2485670
785,2788,2486480,6212,2486480
785,2788,2486480,6212,2486480
786,2796,2487480,6212,2487480
786,2796,2488030,6212,2488030
786,2796,2489030,6212,2489030
786,2796,2490030,6212,2490030
786,2796,2490400,6212,2490400
786,2796,2491400,6212,2491400
786,2796,2491400,6212,2491400
786,2796,2492210,6212,2492210
786,2796,2492530,6212,2492530
786,2796,2493530,6212,2493530
786,2796,2493760,6212,2493760
786,2796,2494760,6212,2494760
786,2796,2495760,6212,2495760
787,2804,2496760,6212,2496760
787,2804,2496760,6212,2496760
787,2804,2497760,6212,2497760
787,2804,2498760,6212,2498760
787,2804,2499760,6212,2499760
787,2804,2500570,6212,2500570
787,2804,2501040,6212,2501040
787,2804,2502040,6212,2502040
787,2804,2503040,6212,2503040
787,2804,2503850,6212,2503850
788,2812,2504850,6212,2504850
788,2812,2505850,6212,2505850
788,2812,2506500,6212,2506500
788,2812,2507310,6212,2507310
788,2812,2507310,6212,2507310
788,2812,2508310,6212,2508310
788,2812,2509310,6212,2509310
788,2812,2510120,6212,2510120
788,2812,2511120,6212,2511120
789,2820,2512120,6212,2512120
789,2820,2512590,6212,2512590
789,2820,2513590,6212,2513590
789,2820,2514400,6212,2514400
789,2820,2515400,6212,2515400
789,2820,2516400,6212,2516400
789,2820,2517400,6212,2517400
789,2820,2518400,6212,2518400
789,2820,2518720,6212,2518720
790,2828,2519720,6212,2519720
791,2836,2527720,6212,2527720
791,2836,2528720,6212,2528720
791,2836,2529720,6212,2529720
791,2836,2530530,6212,2530530
791,2836,2531340,6212,2531340
791,2836,2531660,6212,2531660
791,2836,2532210,6212,2532210
791,2836,2533210,6212,2533210
791,2836,2533530,6212,2533530
791,2836,2534340,6212,2534340
791,2836,2534340,6212,2534340
792,2844,2535340,6212,2535340
792,2844,2535810,6212,2535810
792,2844,2536810,6212,2536810
792,2844,2537620,6212,2537620
792,2844,2538430,6212,2538430
792,2844,2539430,6212,2539430
792,2844,2540080,6212,2540080
792,2844,2540550,6212,2540550
792,2844,2541360,6212,2541360
793,2852,2545360,6212,2545360
793,2852,2546360,6212,2546360
793,2852,2547360,6212,2547360
793,2852,2547680,6212,2547680
793,2852,2548000,6212,2548000
793,2852,2548320,6212,2548320
793,2852,2549320,6212,2549320
794,2860,2550130,6212,2550130
794,2860,2551130,6212,2551130
794,2860,2552130,6212,2552130
794,2860,2552130,6212,2552130
794,2860,2553130,6212,2553130
794,2860,2554130,6212,2554130
794,2860,2555130,6212,2555130
794,2860,2556130,6212,2556130
794,2860,2556940,6212,2556940
794,2860,2556940,6212,2556940
795,2868,2557940,6212,2557940
795,2868,2559940,6212,2559940
795,2868,2560940,6212,2560940
795,2868,2561940,6212,2561940
795,2868,2562410,6212,2562410
795,2868,2562880,6212,2562880
795,2868,2563880,6212,2563880
796,2876,2564530,6212,2564530
796,2876,2565530,6212,2565530
796,2876,2566340,6212,2566340
796,2876,2566800,6212,2566800
796,2876,2567800,6212,2567800
796,2876,2568610,6212,2568610
796,2876,2569080,6212,2569080
796,2876,2570080,6212,2570080
796,2876,2571080,6212,2571080
797,2884,2571890,6212,2571890
797,2884,2572890,6212,2572890
797,2884,2573890,6212,2573890
797,2884,2573890,6212,2573890
797,2884,2574890,6212,2574890
797,2884,2575890,6212,2575890
797,2884,2576890,6212,2576890
797,2884,2576890,6212,2576890
797,2884,2577890,6212,2577890
797,2884,2578700,6212,2578700
798,2892,2579700,6212,2579700
798,2892,2580700,6212,2580700
798,2892,2581170,6212,2581170
798,2892,2581720,6212,2581720
798,2892,2582720,6212,2582720
798,2892,2583190,6212,2583190
798,2892,2584190,6212,2584190
798,2892,2584650,6212,2584650
798,2892,2585120,6212,2585120
799,2900,2586120,6212,2586120
799,2900,2587120,6212,2587120
799,2900,2588120,6212,2588120
799,2900,2588350,6212,2588350
799,2900,2588350,6212,2588350
799,2900,2589350,6212,2589350
799,2900,2589820,6212,2589820
799,2900,2590820,6212,2590820
799,2900,2591820,6212,2591820
799,2900,2592820,6212,2592820
800,2908,2593820,6212,2593820
800,2908,2594140,6212,2594140
800,2908,2594140,6212,2594140
800,2908,2594140,6212,2594140
800,2908,2595140,6212,2595140
800,2908,2596140,6212,2596140
800,2908,2596790,6212,2596790
800,2908,2597010,6212,2597010
800,2908,2597380,6212,2597380
800,2908,2597850,6212,2597850
800,2908,2598660,6212,2598660
800,2908,2599660,6212,2599660
800,2908,2600660,6212,2600660
800,2908,2600980,6212,2600980
801,2916,2601450,6212,2601450
801,2916,2602260,6212,2602260
801,2916,2602730,6212,2602730
801,2916,2602730,6212,2602730
801,2916,2603730,6212,2603730
801,2916,2604540,6212,2604540
801,2916,2605540,6212,2605540
801,2916,2606540,6212,2606540
801,2916,2607350,6212,2607350
801,2916,2608350,6212,2608350
801,2916,2609160,6212,2609160
802,2924,2610160,6212,2610160
802,2924,2610970,6212,2610970
802,2924,2611440,6212,2611440
802,2924,2612440,6212,2612440
802,2924,2613440,6212,2613440
802,2924,2614440,6212,2614440
802,2924,2615440,6212,2615440
802,2924,2616440,6212,2616440
803,2932,2617440,6212,2617440
803,2932,2617760,6212,2617760
803,2932,2618080,6212,2618080
