ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
388,1654,1419820,6212,1451820
388,1654,1420820,6212,1452820
388,1654,1420820,6212,1452820
388,1654,1421630,6212,1453630
389,1662,1422630,6212,1454630
389,1662,1423630,6212,1455630
389,1662,1424630,6212,1456630
389,1662,1425440,6212,1457440
389,1662,1426250,6212,1458250
389,1662,1426250,6212,1458250
389,1662,1426720,6212,1458720
389,1662,1427720,6212,1459720
389,1662,1427720,6212,1459720
389,1662,1428720,6212,1460720
389,1662,1429720,6212,1461720
390,1664,1430190,6212,1462190
390,1664,1431190,6212,1463190
391,1672,1432190,6212,1464190
391,1672,1432190,6212,1464190
391,1672,1433000,6212,1465000
391,1672,1434000,6212,1466000
391,1672,1434810,6212,1466810
392,1680,1435810,6212,1467810
392,1680,1436280,6212,1468280
392,1680,1437280,6212,1469280
392,1680,1438280,6212,1470280
393,1682,1439280,6212,1471280
393,1682,1440280,6212,1472280
393,1682,1441280,6212,1473280
393,1682,1441750,6212,1473750
393,1682,1442750,6212,1474750
393,1682,1443750,6212,1475750
393,1682,1443750,6212,1475750
393,1682,1444750,6212,1476750
393,1682,1444750,6212,1476750
393,1682,1444750,6212,1476750
393,1682,1445220,6212,1477220
394,1684,1446220,6212,1478220
394,1684,1447220,6212,1479220
394,1684,1448220,6212,1480220
394,1684,1449220,6212,1481220
394,1684,1449380,6212,1481380
394,1684,1449970,6212,1481970
395,1686,1450970,6212,1482970
395,1686,1451290,6212,1483290
395,1686,1451760,6212,1483760
395,1686,1451760,6212,1483760
395,1686,1452760,6212,1484760
396,1688,1453570,6212,1485570
396,1688,1453570,6212,1485570
396,1688,1454380,6212,1486380
396,1688,1454850,6212,1486850
397,1690,1455850,6212,1487850
397,1690,1456310,6212,1488310
397,1690,1456310,6212,1488310
397,1690,1457310,6212,1489310
398,1692,1458310,6212,1490310
398,1692,1459120,6212,1491120
398,1692,1459590,6212,1491590
399,1700,1460590,6212,1492590
400,1708,1461590,6212,1493590
400,1708,1462590,6212,1494590
400,1708,1462590,6212,1494590
400,1708,1463590,6212,1495590
400,1708,1464590,6212,1496590
400,1708,1465400,6212,1497400
400,1708,1466400,6212,1498400
400,1708,1466950,6212,1498950
400,1708,1467420,6212,1499420
400,1708,1467890,6212,1499890
400,1708,1467890,6212,1499890
401,1710,1468210,6212,1500210
401,1710,1468210,6212,1500210
401,1710,1469210,6212,1501210
401,1710,1470210,6212,1502210
401,1710,1471210,6212,1503210
402,1712,1471860,6212,1503860
402,1712,1472180,6212,1504180
402,1712,1472180,6212,1504180
402,1712,1472180,6212,1505180
402,1712,1473180,6212,1506180
402,1712,1474180,6212,1507180
403,1714,1474990,6212,1507990
403,1714,1474990,6212,1507990
403,1714,1475990,6212,1508990
403,1714,1476640,6212,1509640
403,1714,1477190,6212,1510190
403,1714,1478190,6212,1511190
404,1716,1479190,6212,1512190
404,1716,1479190,6212,1512190
404,1716,1479190,6212,1512190
404,1716,1480190,6212,1513190
404,1716,1480190,6212,1513190
404,1716,1480660,6212,1513660
404,1716,1481660,6212,1514660
404,1716,1481980,6212,1514980
404,1716,1482450,6212,1515450
405,1724,1483450,6212,1516450
405,1724,1483920,6212,1516920
405,1724,1484390,6212,1517390
406,1726,1484860,6212,1517860
406,1726,1485670,6212,1518670
406,1726,1486670,6212,1519670
407,1728,1487670,6212,1520670
407,1728,1487670,6212,1520670
407,1728,1488670,6212,1521670
407,1728,1489670,6212,1522670
408,1730,1490220,6212,1523220
408,1730,1491220,6212,1524220
408,1730,1492220,6212,1525220
408,1730,1492680,6212,1525680
408,1730,1492680,6212,1525680
408,1730,1492680,6212,1525680
408,1730,1493680,6212,1526680
409,1738,1494680,6212,1527680
409,1738,1495490,6212,1528490
409,1738,1495960,6212,1528960
409,1738,1496960,6212,1529960
409,1738,1497330,6212,1530330
409,1738,1498330,6212,1531330
409,1738,1498330,6212,1531330
410,1740,1499330,6212,1532330
410,1740,1499800,6212,1532800
410,1740,1500390,6212,1533390
410,1740,1501390,6212,1534390
410,1740,1502200,6212,1535200
410,1740,1502200,6212,1535200
410,1740,1503200,6212,1536200
411,1742,1503420,6212,1536420
411,1742,1504420,6212,1537420
411,1742,1504650,6212,1537650
411,1742,1505120,6212,1538120
412,1750,1506120,6212,1539120
412,1750,1506440,6212,1539440
412,1750,1507440,6212,1540440
413,1752,1508440,6212,1541440
413,1752,1509440,6212,1542440
413,1752,1509440,6212,1542440
414,1760,1510440,6212,1543440
414,1760,1511440,6212,1544440
414,1760,1512250,6212,1545250
414,1760,1512300,6212,1545300
414,1760,1513300,6212,1546300
415,1762,1513620,6212,1546620
415,1762,1514620,6212,1547620
415,1762,1515620,6212,1548620
415,1762,1516620,6212,1549620
415,1762,1517620,6212,1550620
415,1762,1518620,6212,1551620
415,1762,1519620,6212,1552620
415,1762,1519620,6212,1552620
415,1762,1520620,6212,1553620
415,1762,1521620,6212,1554620
415,1762,1522090,6212,1555090
415,1762,1522310,6212,1555310
415,1762,1524310,6212,1557310
415,1762,1524310,6212,1557310
416,1770,1525310,6212,1558310
416,1770,1526310,6212,1559310
416,1770,1527120,6212,1560120
416,1770,1528120,6212,1561120
416,1770,1528120,6212,1561120
416,1770,1528440,6212,1561440
416,1770,1529440,6212,1562440
417,1772,1530250,6212,1563250
417,1772,1530250,6212,1563250
417,1772,1530250,6212,1563250
417,1772,1530720,6212,1563720
417,1772,1531190,6212,1564190
417,1772,1531190,6212,1564190
417,1772,1532190,6212,1565190
417,1772,1533190,6212,1566190
417,1772,1534000,6212,1567000
417,1772,1534810,6212,1567810
418,1774,1535810,6212,1568810
418,1774,1536810,6212,1569810
419,1782,1537810,6212,1570810
419,1782,1538810,6212,1571810
419,1782,1539810,6212,1572810
419,1782,1540270,6212,1573270
419,1782,1541270,6212,1574270
419,1782,1541740,6212,1574740
420,1790,1542210,6212,1575210
420,1790,1543210,6212,1576210
420,1790,1544020,6212,1577020
420,1790,1545020,6212,1578020
420,1790,1545020,6212,1578020
421,1792,1545830,6212,1578830
421,1792,1546830,6212,1579830
421,1792,1547830,6212,1580830
421,1792,1548640,6212,1581640
422,1800,1549640,6212,1582640
422,1800,1550290,6212,1583290
422,1800,1551290,6212,1584290
422,1800,1551880,6212,1584880
422,1800,1552880,6212,1585880
423,1802,1553690,6212,1586690
423,1802,1554690,6212,1587690
423,1802,1554690,6212,1587690
423,1802,1554690,6212,1587690
423,1802,1554690,6212,1587690
423,1802,1555160,6212,1588160
423,1802,1555710,6212,1588710
423,1802,1556300,6212,1589300
424,1804,1557300,6212,1590300
424,1804,1557300,6212,1590300
424,1804,1557300,6212,1590300
424,1804,1557770,6212,1590770
424,1804,1558580,6212,1591580
424,1804,1559580,6212,1592580
424,1804,1560580,6212,1593580
424,1804,1560810,6212,1593810
424,1804,1561810,6212,1594810
424,1804,1561810,6212,1594810
424,1804,1561970,6212,1594970
424,1804,1562440,6212,1595440
424,1804,1562660,6212,1595660
425,1806,1563660,6212,1596660
426,1808,1564470,6212,1597470
426,1808,1565280,6212,1598280
427,1816,1566280,6212,1599280
427,1816,1566930,6212,1599930
427,1816,1566930,6212,1599930
427,1816,1567930,6212,1600930
427,1816,1567930,6212,1600930
427,1816,1568930,6212,1601930
427,1816,1569930,6212,1602930
427,1816,1570930,6212,1603930
427,1816,1570930,6212,1603930
427,1816,1571930,6212,1604930
428,1824,1572930,6212,1605930
428,1824,1572930,6212,1605930
428,1824,1573930,6212,1606930
428,1824,1573930,6212,1607930
428,1824,1574250,6212,1608250
428,1824,1575250,6212,1609250
428,1824,1576060,6212,1610060
428,1824,1576870,6212,1610870
428,1824,1577330,6212,1611330
428,1824,1581330,6212,1615330
428,1824,1582330,6212,1616330
428,1824,1582330,6212,1616330
428,1824,1582980,6212,1616980
428,1824,1583980,6212,1617980
428,1824,1583980,6212,1617980
428,1824,1583980,6212,1617980
428,1824,1584530,6212,1618530
428,1824,1585530,6212,1619530
428,1824,1585530,6212,1619530
428,1824,1586180,6212,1620180
429,1832,1587180,6212,1621180
429,1832,1587660,6212,1621660
429,1832,1588660,6212,1622660
429,1832,1589660,6212,1623660
429,1832,1590130,6212,1624130
429,1832,1591130,6212,1625130
430,1840,1592130,6212,1626130
431,1842,1592600,6212,1626600
431,1842,1592820,6212,1626820
431,1842,1593630,6212,1627630
431,1842,1594630,6212,1628630
431,1842,1595100,6212,1629100
431,1842,1595570,6212,1629570
431,1842,1596570,6212,1630570
431,1842,1596570,6212,1630570
431,1842,1596890,6212,1630890
431,1842,1597700,6212,1631700
431,1842,1597860,6212,1631860
431,1842,1598670,6212,1632670
431,1842,1599670,6212,1633670
431,1842,1600130,6212,1634130
431,1842,1600130,6212,1634130
431,1842,1601130,6212,1635130
431,1842,1601780,6212,1635780
431,1842,1602780,6212,1636780
431,1842,1603590,6212,1637590
431,1842,1604590,6212,1638590
431,1842,1604590,6212,1638590
432,1844,1605590,6212,1639590
432,1844,1605590,6212,1639590
432,1844,1605590,6212,1639590
432,1844,1606590,6212,1640590
433,1852,1607240,6212,1641240
433,1852,1608240,6212,1642240
433,1852,1609240,6212,1643240
433,1852,1610240,6212,1644240
433,1852,1611240,6212,1645240
433,1852,1612240,6212,1646240
433,1852,1612240,6212,1646240
433,1852,1612710,6212,1646710
433,1852,1613710,6212,1647710
434,1860,1621710,6212,1655710
434,1860,1622710,6212,1656710
434,1860,1622710,6212,1656710
434,1860,1622710,6212,1656710
435,1862,1623030,6212,1657030
436,1870,1624030,6212,1658030
436,1870,1624030,6212,1658030
436,1870,1625030,6212,1659030
436,1870,1625030,6212,1659030
436,1870,1626030,6212,1660030
436,1870,1627030,6212,1661030
436,1870,1627350,6212,1661350
436,1870,1627460,6212,1661460
436,1870,1628460,6212,1662460
436,1870,1628780,6212,1662780
437,1878,1629780,6212,1663780
438,1880,1630250,6212,1664250
438,1880,1631060,6212,1665060
438,1880,1631060,6212,1665060
438,1880,1632060,6212,1666060
438,1880,1633060,6212,1667060
438,1880,1633060,6212,1667060
438,1880,1634060,6212,1668060
438,1880,1635060,6212,1669060
438,1880,1636060,6212,1670060
438,1880,1636280,6212,1670280
438,1880,1637280,6212,1671280
438,1880,1638090,6212,1672090
438,1880,1638560,6212,1672560
438,1880,1639030,6212,1673030
438,1880,1640030,6212,1674030
439,1882,1641030,6212,1675030
439,1882,1641680,6212,1675680
439,1882,1642680,6212,1676680
440,1890,1643680,6212,1677680
441,1892,1644490,6212,1678490
441,1892,1645490,6212,1679490
441,1892,1645810,6212,1679810
441,1892,1646130,6212,1680130
441,1892,1647130,6212,1681130
441,1892,1648130,6212,1682130
441,1892,1649130,6212,1683130
441,1892,1650130,6212,1684130
442,1894,1650780,6212,1684780
442,1894,1651250,6212,1685250
442,1894,1652250,6212,1686250
443,1902,1653250,6212,1687250
443,1902,1654060,6212,1688060
444,1904,1655060,6212,1689060
444,1904,1656060,6212,1690060
444,1904,1656870,6212,1690870
444,1904,1657330,6212,1691330
444,1904,1658330,6212,1692330
444,1904,1659330,6212,1693330
444,1904,1659800,6212,1693800
444,1904,1660800,6212,1694800
444,1904,1661610,6212,1695610
444,1904,1662420,6212,1696420
444,1904,1663420,6212,1697420
444,1904,1663420,6212,1697420
444,1904,1664420,6212,1698420
444,1904,1665230,6212,1699230
445,1912,1666230,6212,1700230
445,1912,1666230,6212,1700230
446,1914,1667230,6212,1701230
446,1914,1668230,6212,1702230
446,1914,1669230,6212,1703230
446,1914,1669700,6212,1703700
446,1914,1670700,6212,1704700
447,1916,1671510,6212,1705510
447,1916,1672160,6212,1706160
447,1916,1672630,6212,1706630
447,1916,1672950,6212,1706950
448,1924,1673950,6212,1707950
448,1924,1674950,6212,1708950
448,1924,1675950,6212,1709950
448,1924,1675950,6212,1709950
448,1924,1676420,6212,1710420
448,1924,1676420,6212,1710420
448,1924,1677420,6212,1711420
448,1924,1678420,6212,1712420
448,1924,1679230,6212,1713230
448,1924,1680230,6212,1714230
448,1924,1681230,6212,1715230
448,1924,1682230,6212,1716230
448,1924,1682700,6212,1716700
448,1924,1683700,6212,1717700
448,1924,1684020,6212,1718020
449,1932,1685020,6212,1719020
449,1932,1686020,6212,1720020
449,1932,1686020,6212,1720020
449,1932,1686490,6212,1720490
449,1932,1687300,6212,1721300
449,1932,1687300,6212,1721300
449,1932,1688300,6212,1722300
449,1932,1688770,6212,1722770
449,1932,1689000,6212,1723000
449,1932,1689470,6212,1723470
449,1932,1689470,6212,1723470
449,1932,1690470,6212,1724470
449,1932,1690930,6212,1724930
449,1932,1691400,6212,1725400
449,1932,1692400,6212,1726400
449,1932,1692860,6212,1726860
449,1932,1693670,6212,1727670
449,1932,1693670,6212,1727670
449,1932,1694670,6212,1728670
450,1940,1695670,6212,1729670
451,1942,1696670,6212,1730670
451,1942,1697670,6212,1731670
451,1942,1698670,6212,1732670
451,1942,1698670,6212,1732670
451,1942,1698670,6212,1732670
451,1942,1699140,6212,1733140
451,1942,1699140,6212,1733140
451,1942,1699950,6212,1733950
451,1942,1700950,6212,1734950
451,1942,1701950,6212,1735950
451,1942,1702760,6212,1736760
451,1942,1703230,6212,1737230
451,1942,1704040,6212,1738040
451,1942,1705040,6212,1739040
451,1942,1706040,6212,1740040
451,1942,1706690,6212,1740690
451,1942,1707690,6212,1741690
451,1942,1707690,6212,1741690
451,1942,1708690,6212,1742690
452,1950,1709690,6212,1743690
453,1952,1710690,6212,1744690
453,1952,1711010,6212,1745010
453,1952,1711330,6212,1745330
453,1952,1712330,6212,1746330
453,1952,1713330,6212,1747330
453,1952,1714330,6212,1748330
453,1952,1715330,6212,1749330
453,1952,1716140,6212,1750140
453,1952,1716140,6212,1750140
453,1952,1716610,6212,1750610
453,1952,1717610,6212,1751610
453,1952,1718610,6212,1752610
453,1952,1718930,6212,1752930
453,1952,1719930,6212,1753930
454,1960,1720400,6212,1754400
454,1960,1721210,6212,1755210
454,1960,1721530,6212,1755530
454,1960,1721530,6212,1755530
454,1960,1721530,6212,1755530
454,1960,1721530,6212,1755530
454,1960,1722530,6212,1756530
454,1960,1723530,6212,1757530
454,1960,1724340,6212,1758340
454,1960,1724340,6212,1758340
455,1962,1725150,6212,1759150
455,1962,1725150,6212,1759150
455,1962,1725620,6212,1759620
455,1962,1725620,6212,1759620
455,1962,1726620,6212,1760620
455,1962,1727620,6212,1761620
455,1962,1727620,6212,1761620
455,1962,1728430,6212,1762430
455,1962,1728900,6212,1762900
455,1962,1729900,6212,1763900
455,1962,1730490,6212,1764490
455,1962,1730810,6212,1764810
455,1962,1730810,6212,1764810
456,1964,1731810,6212,1765810
456,1964,1732810,6212,1766810
456,1964,1733810,6212,1767810
456,1964,1734810,6212,1768810
456,1964,1735360,6212,1769360
456,1964,1735360,6212,1769360
456,1964,1736360,6212,1770360
456,1964,1737360,6212,1771360
456,1964,1737360,6212,1771360
456,1964,1737360,6212,1771360
456,1964,1737910,6212,1771910
457,1972,1738910,6212,1772910
457,1972,1739910,6212,1773910
457,1972,1740910,6212,1774910
457,1972,1741130,6212,1775130
457,1972,1741590,6212,1775590
457,1972,1742590,6212,1776590
457,1972,1743180,6212,1777180
457,1972,1744180,6212,1778180
457,1972,1745180,6212,1779180
457,1972,1746180,6212,1780180
457,1972,1747180,6212,1781180
457,1972,1748180,6212,1782180
457,1972,1748500,6212,1782500
457,1972,1748500,6212,1782500
458,1974,1749090,6212,1783090
458,1974,1749090,6212,1783090
458,1974,1749090,6212,1783090
458,1974,1749090,6212,1783090
458,1974,1749560,6212,1783560
458,1974,1750560,6212,1784560
458,1974,1751370,6212,1785370
458,1974,1751370,6212,1785370
458,1974,1751690,6212,1785690
458,1974,1752690,6212,1786690
459,1982,1753690,6212,1787690
459,1982,1754690,6212,1788690
459,1982,1755690,6212,1789690
460,1984,1756500,6212,1790500
460,1984,1757500,6212,1791500
460,1984,1758500,6212,1792500
460,1984,1759500,6212,1793500
460,1984,1760500,6212,1794500
460,1984,1761500,6212,1795500
460,1984,1762050,6212,1796050
460,1984,1762860,6212,1796860
460,1984,1762860,6212,1796860
460,1984,1763860,6212,1797860
460,1984,1763860,6212,1797860
461,1992,1764860,6212,1798860
461,1992,1765860,6212,1799860
461,1992,1766510,6212,1800510
461,1992,1766510,6212,1800510
461,1992,1767510,6212,1801510
461,1992,1768510,6212,1802510
461,1992,1768510,6212,1802510
461,1992,1769320,6212,1803320
461,1992,1769320,6212,1803320
461,1992,1770320,6212,1804320
461,1992,1770640,6212,1804640
461,1992,1771640,6212,1805640
461,1992,1772640,6212,1806640
462,2000,1780640,6212,1814640
462,2000,1781640,6212,1815640
463,2008,1782290,6212,1816290
463,2008,1783290,6212,1817290
463,2008,1783290,6212,1817290
463,2008,1784290,6212,1818290
463,2008,1785290,6212,1819290
463,2008,1786290,6212,1820290
464,2010,1787290,6212,1821290
464,2010,1787290,6212,1821290
464,2010,1788100,6212,1822100
465,2012,1789100,6212,1823100
465,2012,1790100,6212,1824100
465,2012,1791100,6212,1825100
465,2012,1791450,6212,1825450
465,2012,1791920,6212,1825920
466,2020,1792920,6212,1826920
466,2020,1793240,6212,1827240
466,2020,1793890,6212,1827890
466,2020,1794210,6212,1828210
466,2020,1795210,6212,1829210
467,2022,1796210,6212,1830210
467,2022,1796580,6212,1830580
467,2022,1797050,6212,1831050
467,2022,1798050,6212,1832050
467,2022,1798640,6212,1832640
467,2022,1799450,6212,1833450
467,2022,1799450,6212,1833450
467,2022,1800450,6212,1834450
467,2022,1801450,6212,1835450
468,2024,1802450,6212,1836450
468,2024,1803260,6212,1837260
468,2024,1804260,6212,1838260
469,2026,1805260,6212,1839260
469,2026,1806260,6212,1840260
469,2026,1806910,6212,1840910
470,2034,1807910,6212,1841910
470,2034,1808910,6212,1842910
470,2034,1809910,6212,1843910
470,2034,1810380,6212,1844380
470,2034,1811380,6212,1845380
470,2034,1812380,6212,1846380
470,2034,1813380,6212,1847380
470,2034,1813380,6212,1847380
470,2034,1814380,6212,1848380
470,2034,1815190,6212,1849190
470,2034,1816190,6212,1850190
470,2034,1817000,6212,1851000
470,2034,1817810,6212,1851810
470,2034,1817810,6212,1851810
470,2034,1818810,6212,1852810
471,2036,1819810,6212,1853810
471,2036,1820460,6212,1854460
472,2044,1821460,6212,1855460
473,2046,1822270,6212,1856270
474,2048,1822740,6212,1856740
474,2048,1823060,6212,1857060
474,2048,1823290,6212,1857290
474,2048,1824290,6212,1858290
474,2048,1825290,6212,1859290
474,2048,1826100,6212,1860100
474,2048,1827100,6212,1861100
474,2048,1827910,6212,1861910
474,2048,1827910,6212,1861910
474,2048,1828910,6212,1862910
474,2048,1829560,6212,1863560
474,2048,1829560,6212,1863560
474,2048,1829560,6212,1863560
474,2048,1830030,6212,1864030
474,2048,1830490,6212,1864490
474,2048,1830810,6212,1864810
474,2048,1831810,6212,1865810
475,2050,1832620,6212,1866620
475,2050,1833620,6212,1867620
476,2058,1834090,6212,1868090
476,2058,1835090,6212,1869090
476,2058,1835740,6212,1869740
477,2060,1836740,6212,1870740
477,2060,1837740,6212,1871740
477,2060,1838740,6212,1872740
477,2060,1839550,6212,1873550
477,2060,1840360,6212,1874360
477,2060,1841360,6212,1875360
477,2060,1842360,6212,1876360
477,2060,1842690,6212,1876690
477,2060,1843690,6212,1877690
478,2068,1844690,6212,1878690
478,2068,1845690,6212,1879690
478,2068,1845690,6212,1879690
478,2068,1846690,6212,1880690
478,2068,1847690,6212,1881690
478,2068,1848500,6212,1882500
478,2068,1849500,6212,1883500
478,2068,1850500,6212,1884500
478,2068,1850660,6212,1884660
478,2068,1851660,6212,1885660
478,2068,1852470,6212,1886470
479,2076,1853470,6212,1887470
479,2076,1853470,6212,1887470
479,2076,1854470,6212,1888470
479,2076,1855470,6212,1889470
480,2078,1856470,6212,1890470
480,2078,1857470,6212,1891470
480,2078,1857470,6212,1891470
480,2078,1857790,6212,1891790
480,2078,1858110,6212,1892110
480,2078,1859110,6212,1893110
480,2078,1859110,6212,1893110
480,2078,1859110,6212,1893110
480,2078,1859330,6212,1893330
480,2078,1859920,6212,1893920
480,2078,1860920,6212,1894920
480,2078,1861920,6212,1895920
480,2078,1862730,6212,1896730
480,2078,1863380,6212,1897380
481,2086,1864030,6212,1898030
481,2086,1864840,6212,1898840
481,2086,1864840,6212,1898840
481,2086,1865840,6212,1899840
481,2086,1866840,6212,1900840
481,2086,1867310,6212,1901310
481,2086,1868120,6212,1902120
481,2086,1868120,6212,1902120
481,2086,1868350,6212,1902350
481,2086,1869350,6212,1903350
481,2086,1869350,6212,1903350
481,2086,1870160,6212,1904160
481,2086,1871160,6212,1905160
482,2088,1871640,6212,1905640
483,2090,1872100,6212,1906100
483,2090,1872910,6212,1906910
483,2090,1873720,6212,1907720
484,2092,1874530,6212,1908530
484,2092,1875530,6212,1909530
484,2092,1876530,6212,1910530
485,2100,1877530,6212,1911530
485,2100,1878530,6212,1912530
485,2100,1879530,6212,1913530
485,2100,1880530,6212,1914530
485,2100,1880690,6212,1914690
485,2100,1881500,6212,1915500
485,2100,1882500,6212,1916500
485,2100,1882960,6212,1916960
485,2100,1883960,6212,1917960
485,2100,1884960,6212,1918960
485,2100,1884960,6212,1919960
485,2100,1885550,6212,1920550
486,2108,1886550,6212,1921550
486,2108,1887360,6212,1922360
486,2108,1888360,6212,1923360
486,2108,1888590,6212,1923590
486,2108,1888590,6212,1923590
486,2108,1888910,6212,1923910
486,2108,1889720,6212,1924720
486,2108,1890720,6212,1925720
486,2108,1891040,6212,1926040
486,2108,1891410,6212,1926410
486,2108,1891730,6212,1926730
486,2108,1891730,6212,1926730
486,2108,1891730,6212,1926730
486,2108,1892200,6212,1927200
486,2108,1892200,6212,1927200
486,2108,1893200,6212,1928200
487,2110,1894200,6212,1929200
488,2112,1895200,6212,1930200
488,2112,1895670,6212,1930670
488,2112,1896670,6212,1931670
488,2112,1897140,6212,1932140
488,2112,1898140,6212,1933140
488,2112,1899140,6212,1934140
488,2112,1899610,6212,1934610
489,2120,1900610,6212,1935610
489,2120,1901610,6212,1936610
489,2120,1902610,6212,1937610
489,2120,1903610,6212,1938610
489,2120,1903610,6212,1938610
489,2120,1903610,6212,1938610
489,2120,1904610,6212,1939610
489,2120,1905260,6212,1940260
489,2120,1906260,6212,1941260
489,2120,1907260,6212,1942260
489,2120,1908260,6212,1943260
489,2120,1908260,6212,1943260
489,2120,1908260,6212,1943260
489,2120,1908260,6212,1943260
490,2122,1909070,6212,1944070
490,2122,1909530,6212,1944530
491,2124,1910340,6212,1945340
491,2124,1910340,6212,1946340
491,2124,1911340,6212,1947340
492,2126,1911930,6212,1947930
492,2126,1912400,6212,1948400
492,2126,1912400,6212,1948400
492,2126,1912860,6212,1948860
493,2128,1913670,6212,1949670
493,2128,1914670,6212,1950670
494,2136,1915140,6212,1951140
494,2136,1915950,6212,1951950
494,2136,1916950,6212,1952950
494,2136,1917950,6212,1953950
494,2136,1918950,6212,1954950
495,2138,1919420,6212,1955420
495,2138,1920420,6212,1956420
495,2138,1921420,6212,1957420
495,2138,1922070,6212,1958070
495,2138,1923070,6212,1959070
496,2146,1924070,6212,1960070
496,2146,1924530,6212,1960530
496,2146,1925530,6212,1961530
496,2146,1926000,6212,1962000
496,2146,1926230,6212,1962230
496,2146,1926880,6212,1962880
496,2146,1927880,6212,1963880
496,2146,1928880,6212,1964880
497,2154,1929530,6212,1965530
497,2154,1930340,6212,1966340
497,2154,1931340,6212,1967340
498,2162,1939340,6212,1975340
498,2162,1940150,6212,1976150
499,2164,1940800,6212,1976800
499,2164,1941800,6212,1977800
499,2164,1942800,6212,1978800
499,2164,1943610,6212,1979610
499,2164,1943840,6212,1979840
499,2164,1944840,6212,1980840
500,2166,1945650,6212,1981650
501,2174,1953650,6212,1989650
501,2174,1954650,6212,1990650
501,2174,1955460,6212,1991460
501,2174,1956460,6212,1992460
501,2174,1956930,6212,1992930
501,2174,1957740,6212,1993740
501,2174,1958550,6212,1994550
501,2174,1959200,6212,1995200
501,2174,1960200,6212,1996200
502,2182,1961200,6212,1997200
502,2182,1962200,6212,1998200
502,2182,1962430,6212,1998430
502,2182,1963430,6212,1999430
502,2182,1964430,6212,2000430
502,2182,1964890,6212,2000890
502,2182,1965360,6212,2001360
502,2182,1966360,6212,2002360
503,2190,1967360,6212,2003360
503,2190,1967630,6212,2003630
503,2190,1967630,6212,2003630
503,2190,1968630,6212,2004630
503,2190,1968740,6212,2004740
503,2190,1968740,6212,2004740
503,2190,1969740,6212,2005740
503,2190,1970740,6212,2006740
503,2190,1971740,6212,2007740
503,2190,1972210,6212,2008210
503,2190,1973210,6212,2009210
503,2190,1974020,6212,2010020
503,2190,1975020,6212,2011020
503,2190,1975830,6212,2011830
504,2192,1976640,6212,2012640
504,2192,1977640,6212,2013640
504,2192,1978640,6212,2014640
504,2192,1978960,6212,2014960
504,2192,1978960,6212,2014960
505,2200,1979960,6212,2015960
505,2200,1980430,6212,2016430
505,2200,1981430,6212,2017430
505,2200,1982430,6212,2018430
505,2200,1983240,6212,2019240
505,2200,1983240,6212,2019240
505,2200,1984240,6212,2020240
505,2200,1985240,6212,2021240
505,2200,1985240,6212,2021240
505,2200,1986240,6212,2022240
505,2200,1987240,6212,2023240
505,2200,1988240,6212,2024240
505,2200,1988240,6212,2024240
505,2200,1989050,6212,2025050
506,2208,1990050,6212,2026050
506,2208,1991050,6212,2027050
506,2208,1992050,6212,2028050
506,2208,1993050,6212,2029050
506,2208,1993700,6212,2029700
506,2208,1994700,6212,2030700
507,2210,1995700,6212,2031700
508,2218,1996700,6212,2032700
508,2218,1997700,6212,2033700
508,2218,1997700,6212,2033700
508,2218,1998510,6212,2034510
508,2218,1999100,6212,2035100
508,2218,2000100,6212,2036100
508,2218,2001100,6212,2037100
509,2220,2002100,6212,2038100
509,2220,2002650,6212,2038650
509,2220,2003650,6212,2039650
509,2220,2003650,6212,2040650
509,2220,2004650,6212,2041650
509,2220,2004650,6212,2041650
509,2220,2005460,6212,2042460
509,2220,2006270,6212,2043270
510,2222,2006740,6212,2043740
511,2230,2007740,6212,2044740
511,2230,2008740,6212,2045740
511,2230,2009210,6212,2046210
511,2230,2009670,6212,2046670
511,2230,2010480,6212,2047480
511,2230,2010950,6212,2047950
511,2230,2011420,6212,2048420
511,2230,2012420,6212,2049420
511,2230,2012890,6212,2049890
511,2230,2013890,6212,2050890
511,2230,2014360,6212,2051360
511,2230,2014360,6212,2051360
511,2230,2015360,6212,2052360
511,2230,2015360,6212,2052360
512,2238,2016360,6212,2053360
513,2240,2017360,6212,2054360
514,2242,2018170,6212,2055170
514,2242,2019170,6212,2056170
514,2242,2019650,6212,2056650
514,2242,2020120,6212,2057120
514,2242,2020120,6212,2057120
514,2242,2021120,6212,2058120
514,2242,2021120,6212,2058120
514,2242,2025120,6212,2062120
514,2242,2025120,6212,2062120
514,2242,2025580,6212,2062580
514,2242,2026580,6212,2063580
515,2250,2027580,6212,2064580
515,2250,2028050,6212,2065050
515,2250,2028700,6212,2065700
