ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
1032,4764,4302970,6212,4482230
1032,4764,4302970,6212,4482230
1032,4764,4303780,6212,4483040
1032,4764,4303780,6212,4483040
1032,4764,4304780,6212,4484040
1032,4764,4304780,6212,4484040
1032,4764,4305590,6212,4484850
1032,4764,4306590,6212,4485850
1032,4764,4307590,6212,4486850
1032,4764,4308060,6212,4487320
1033,4772,4309060,6212,4488320
1033,4772,4310060,6212,4489320
1033,4772,4310060,6212,4489320
1033,4772,4311060,6212,4490320
1033,4772,4311060,6212,4490320
1034,4780,4312060,6212,4491320
1034,4780,4312060,6212,4492320
1034,4780,4313060,6212,4493320
1034,4780,4313710,6212,4493970
1035,4788,4314520,6212,4494780
1035,4788,4315520,6212,4495780
1035,4788,4315520,6212,4495780
1035,4788,4315990,6212,4496250
1035,4788,4316800,6212,4497060
1035,4788,4317800,6212,4498060
1035,4788,4317800,6212,4498060
1035,4788,4317800,6212,4498060
1035,4788,4318800,6212,4499060
1035,4788,4319610,6212,4499870
1035,4788,4320610,6212,4500870
1035,4788,4321610,6212,4501870
1036,4796,4322610,6212,4502870
1036,4796,4323610,6212,4503870
1036,4796,4324420,6212,4504680
1037,4804,4332420,6212,4512680
1037,4804,4333420,6212,4513680
1037,4804,4334420,6212,4514680
1037,4804,4335420,6212,4515680
1037,4804,4336230,6212,4516490
1037,4804,4337230,6212,4517490
1037,4804,4338230,6212,4518490
1037,4804,4338230,6212,4519300
1037,4804,4338230,6212,4519300
1037,4804,4338230,6212,4519300
1037,4804,4338780,6212,4519850
1037,4804,4338780,6212,4519850
1037,4804,4339780,6212,4520850
1037,4804,4339890,6212,4520960
1037,4804,4339890,6212,4521960
1037,4804,4340890,6212,4522960
1037,4804,4340890,6212,4523960
1037,4804,4340890,6212,4523960
1037,4804,4341700,6212,4524770
1038,4812,4342290,6212,4525360
1038,4812,4343290,6212,4526360
1038,4812,4343940,6212,4527010
1038,4812,4344940,6212,4528010
1038,4812,4345940,6212,4529010
1038,4812,4346940,6212,4530010
1038,4812,4347940,6212,4531010
1038,4812,4348940,6212,4532010
1039,4820,4349940,6212,4533010
1039,4820,4350750,6212,4533820
1039,4820,4351750,6212,4534820
1039,4820,4352750,6212,4535820
1039,4820,4353400,6212,4536470
1039,4820,4353400,6212,4536470
1039,4820,4354400,6212,4537470
1039,4820,4354400,6212,4538020
1039,4820,4355400,6212,4539020
1039,4820,4356400,6212,4540020
1039,4820,4356400,6212,4540670
1039,4820,4357210,6212,4541480
1040,4828,4358210,6212,4542480
1040,4828,4358210,6212,4542480
1040,4828,4359210,6212,4543480
1040,4828,4360210,6212,4544480
1040,4828,4360680,6212,4544950
1040,4828,4361330,6212,4545600
1040,4828,4362140,6212,4546410
1040,4828,4362140,6212,4547410
1040,4828,4362610,6212,4547880
1040,4828,4362610,6212,4547880
1041,4836,4363260,6212,4548530
1041,4836,4364260,6212,4549530
1041,4836,4364260,6212,4549530
1041,4836,4364260,6212,4550530
1041,4836,4365070,6212,4551340
1041,4836,4365880,6212,4552150
1041,4836,4366200,6212,4552470
1041,4836,4367200,6212,4553470
1041,4836,4368010,6212,4554280
1041,4836,4368010,6212,4555280
1041,4836,4368010,6212,4555280
1041,4836,4369010,6212,4556280
1041,4836,4370010,6212,4557280
1041,4836,4371010,6212,4558280
1041,4836,4371470,6212,4558740
1042,4844,4372470,6212,4559740
1042,4844,4373470,6212,4560740
1042,4844,4374020,6212,4561290
1042,4844,4374670,6212,4561940
1042,4844,4374990,6212,4562260
1042,4844,4374990,6212,4563260
1042,4844,4374990,6212,4563260
1042,4844,4374990,6212,4563260
1042,4844,4375990,6212,4564260
1042,4844,4376990,6212,4565260
1042,4844,4377990,6212,4566260
1042,4844,4378990,6212,4567260
1042,4844,4378990,6212,4567260
1042,4844,4379460,6212,4567730
1042,4844,4379780,6212,4568050
1042,4844,4380430,6212,4568700
1042,4844,4381430,6212,4569700
1042,4844,4382430,6212,4570700
1042,4844,4382900,6212,4571170
1043,4852,4390900,6212,4579170
1043,4852,4390900,6212,4579170
1043,4852,4390900,6212,4580170
1043,4852,4391900,6212,4581170
1043,4852,4392220,6212,4581490
1043,4852,4393220,6212,4582490
1044,4860,4394030,6212,4583300
1045,4868,4395030,6212,4584300
1045,4868,4395030,6212,4584300
1045,4868,4395030,6212,4584300
1045,4868,4395030,6212,4584300
1045,4868,4396030,6212,4585300
1045,4868,4396030,6212,4585300
1045,4868,4397030,6212,4586300
1045,4868,4398030,6212,4587300
1045,4868,4398500,6212,4587770
1045,4868,4398500,6212,4587770
1045,4868,4398500,6212,4587770
1045,4868,4399310,6212,4588580
1045,4868,4399310,6212,4588580
1045,4868,4400310,6212,4589580
1045,4868,4401310,6212,4590580
1045,4868,4401780,6212,4591050
1045,4868,4401780,6212,4592050
1045,4868,4402780,6212,4593050
1045,4868,4403780,6212,4594050
1045,4868,4404050,6212,4594320
1045,4868,4404860,6212,4595130
1045,4868,4404860,6212,4595130
1046,4876,4405860,6212,4596130
1046,4876,4406860,6212,4597130
1046,4876,4407860,6212,4598130
1046,4876,4408860,6212,4599130
1046,4876,4409860,6212,4600130
1046,4876,4410330,6212,4600600
1046,4876,4411140,6212,4601410
1046,4876,4411140,6212,4601410
1046,4876,4411950,6212,4602220
1046,4876,4412950,6212,4603220
1046,4876,4412950,6212,4603220
1046,4876,4413950,6212,4604220
1046,4876,4413950,6212,4605030
1047,4884,4414950,6212,4606030
1047,4884,4415950,6212,4607030
1047,4884,4416950,6212,4608030
1047,4884,4417950,6212,4609030
1047,4884,4418760,6212,4609840
1048,4892,4419570,6212,4610650
1048,4892,4420380,6212,4611460
1048,4892,4421380,6212,4612460
1048,4892,4421380,6212,4612460
1048,4892,4421380,6212,4612460
1048,4892,4422380,6212,4613460
1048,4892,4422380,6212,4613460
1048,4892,4423380,6212,4614460
1048,4892,4423610,6212,4614690
1048,4892,4423610,6212,4615690
1048,4892,4424200,6212,4616280
1048,4892,4424850,6212,4616930
1048,4892,4425850,6212,4617930
1048,4892,4426310,6212,4618390
1048,4892,4427120,6212,4619200
1048,4892,4427120,6212,4620200
1049,4900,4428120,6212,4621200
1049,4900,4429120,6212,4622200
1049,4900,4429120,6212,4623200
1049,4900,4429350,6212,4623430
1049,4900,4430160,6212,4624240
1049,4900,4430390,6212,4624470
1049,4900,4431390,6212,4625470
1049,4900,4431390,6212,4625470
1049,4900,4431390,6212,4625470
1049,4900,4432390,6212,4626470
1049,4900,4432390,6212,4626470
1049,4900,4433200,6212,4627280
1049,4900,4434200,6212,4628280
1049,4900,4435200,6212,4629280
1049,4900,4435520,6212,4629600
1049,4900,4436520,6212,4630600
1049,4900,4437520,6212,4631600
1050,4908,4438520,6212,4632600
1050,4908,4438520,6212,4633600
1050,4908,4439520,6212,4634600
1050,4908,4440520,6212,4635600
1050,4908,4441330,6212,4636410
1050,4908,4442330,6212,4637410
1051,4916,4443140,6212,4638220
1051,4916,4443300,6212,4638380
1051,4916,4444300,6212,4639380
1051,4916,4444770,6212,4639850
1051,4916,4445770,6212,4640850
1051,4916,4446770,6212,4641850
1051,4916,4447770,6212,4642850
1052,4924,4448770,6212,4643850
1052,4924,4449240,6212,4644320
1052,4924,4449720,6212,4644800
1052,4924,4450720,6212,4645800
1052,4924,4451720,6212,4646800
1052,4924,4452720,6212,4647800
1052,4924,4453040,6212,4648120
1052,4924,4454040,6212,4649120
1052,4924,4454040,6212,4649580
1052,4924,4454040,6212,4649580
1052,4924,4454040,6212,4649580
1052,4924,4455040,6212,4650580
1052,4924,4456040,6212,4651580
1052,4924,4456510,6212,4652050
1052,4924,4457510,6212,4653050
1052,4924,4458320,6212,4653860
1052,4924,4458320,6212,4653860
1053,4932,4459320,6212,4654860
1053,4932,4460320,6212,4655860
1053,4932,4461320,6212,4656860
1053,4932,4461970,6212,4657510
1053,4932,4462970,6212,4658510
1053,4932,4462970,6212,4658510
1053,4932,4462970,6212,4659510
1053,4932,4463970,6212,4660510
1053,4932,4464970,6212,4661510
1053,4932,4465970,6212,4662510
1054,4940,4466970,6212,4663510
1054,4940,4466970,6212,4663510
1054,4940,4467970,6212,4664510
1054,4940,4468970,6212,4665510
1054,4940,4469620,6212,4666160
1054,4940,4469620,6212,4666160
1054,4940,4469620,6212,4666810
1054,4940,4470430,6212,4667620
1054,4940,4471240,6212,4668430
1054,4940,4472240,6212,4669430
1054,4940,4472240,6212,4669430
1054,4940,4472560,6212,4669750
1054,4940,4473560,6212,4670750
1054,4940,4473560,6212,4671750
1054,4940,4473560,6212,4671750
1055,4948,4474210,6212,4672400
1055,4948,4475210,6212,4673400
1055,4948,4475210,6212,4673400
1055,4948,4475210,6212,4673400
1055,4948,4476210,6212,4674400
1055,4948,4476860,6212,4675050
1055,4948,4477860,6212,4676050
1055,4948,4478860,6212,4677050
1056,4956,4479860,6212,4678050
1056,4956,4480330,6212,4678520
1056,4956,4480700,6212,4678890
1056,4956,4481700,6212,4679890
1056,4956,4482700,6212,4680890
1056,4956,4483170,6212,4681360
1056,4956,4483170,6212,4681360
1056,4956,4483640,6212,4681830
1056,4956,4484640,6212,4682830
1056,4956,4485640,6212,4683830
1056,4956,4486290,6212,4684480
1056,4956,4487100,6212,4685290
1056,4956,4487100,6212,4685290
1056,4956,4487100,6212,4685290
1056,4956,4488100,6212,4686290
1056,4956,4489100,6212,4687290
1056,4956,4490100,6212,4688290
1056,4956,4490100,6212,4688290
1056,4956,4490100,6212,4696290
1057,4964,4491100,6212,4697290
1057,4964,4492100,6212,4698290
1057,4964,4492100,6212,4698290
1057,4964,4492100,6212,4698290
1057,4964,4492100,6212,4698290
1057,4964,4493100,6212,4699290
1057,4964,4494100,6212,4700290
1057,4964,4494100,6212,4700290
1057,4964,4494570,6212,4700760
1057,4964,4494890,6212,4701080
1057,4964,4494890,6212,4702080
1057,4964,4495890,6212,4703080
1057,4964,4496700,6212,4703890
1057,4964,4497170,6212,4704360
1058,4972,4505170,6212,4712360
1058,4972,4506170,6212,4713360
1058,4972,4506170,6212,4713360
1058,4972,4507170,6212,4714360
1058,4972,4507640,6212,4714830
1059,4980,4508640,6212,4715830
1060,4988,4509450,6212,4716640
1060,4988,4510450,6212,4717640
1060,4988,4511450,6212,4718640
1060,4988,4512450,6212,4719640
1060,4988,4513450,6212,4720640
1060,4988,4513450,6212,4720640
1060,4988,4514450,6212,4721640
1060,4988,4515450,6212,4722640
1061,4996,4516450,6212,4723640
1061,4996,4517450,6212,4724640
1061,4996,4517450,6212,4724640
1061,4996,4518260,6212,4725450
1061,4996,4519070,6212,4726260
1061,4996,4520070,6212,4727260
1061,4996,4521070,6212,4728260
1061,4996,4521540,6212,4728730
1061,4996,4521540,6212,4729730
1061,4996,4522010,6212,4730200
1061,4996,4523010,6212,4731200
1061,4996,4523240,6212,4731430
1061,4996,4524240,6212,4732430
1061,4996,4524890,6212,4733080
1061,4996,4525890,6212,4734080
1061,4996,4526700,6212,4734890
1061,4996,4527700,6212,4735890
1061,4996,4528170,6212,4736360
1062,5004,4529170,6212,4737360
1062,5004,4530170,6212,4738360
1062,5004,4530490,6212,4738680
1062,5004,4531490,6212,4739680
1062,5004,4531960,6212,4740150
1062,5004,4532430,6212,4740620
1062,5004,4533430,6212,4741620
1063,5012,4534430,6212,4742620
1063,5012,4535430,6212,4743620
1063,5012,4536430,6212,4744620
1063,5012,4537430,6212,4745620
1063,5012,4537430,6212,4745620
1063,5012,4538430,6212,4746620
1063,5012,4539430,6212,4747620
1063,5012,4539430,6212,4747620
1064,5020,4540430,6212,4748620
1064,5020,4540900,6212,4749090
1064,5020,4541900,6212,4750090
1064,5020,4542900,6212,4751090
1065,5028,4543710,6212,4751900
1065,5028,4544180,6212,4752370
1065,5028,4545180,6212,4753370
1065,5028,4545180,6212,4753370
1065,5028,4545500,6212,4753690
1065,5028,4545820,6212,4754010
1065,5028,4546820,6212,4755010
1065,5028,4547630,6212,4755820
1065,5028,4548630,6212,4756820
1065,5028,4548860,6212,4757050
1065,5028,4549860,6212,4758050
1065,5028,4549860,6212,4758520
1065,5028,4550860,6212,4759520
1065,5028,4551860,6212,4760520
1065,5028,4552020,6212,4760680
1065,5028,4553020,6212,4761680
1065,5028,4554020,6212,4762680
1065,5028,4555020,6212,4763680
1065,5028,4556020,6212,4764680
1065,5028,4557020,6212,4765680
1065,5028,4557020,6212,4766680
1065,5028,4557830,6212,4767490
1065,5028,4558150,6212,4767810
1065,5028,4558620,6212,4768280
1065,5028,4559620,6212,4769280
1066,5036,4560620,6212,4770280
1066,5036,4561620,6212,4771280
1066,5036,4562620,6212,4772280
1066,5036,4562620,6212,4772280
1066,5036,4562620,6212,4772510
1066,5036,4562620,6212,4773510
1066,5036,4563620,6212,4774510
1066,5036,4564620,6212,4775510
1066,5036,4565620,6212,4776510
1066,5036,4565620,6212,4776830
1066,5036,4566210,6212,4777420
1066,5036,4566680,6212,4777890
1066,5036,4567680,6212,4778890
1066,5036,4568680,6212,4779890
1066,5036,4569150,6212,4780360
1067,5044,4570150,6212,4781360
1067,5044,4570470,6212,4781680
1067,5044,4570470,6212,4781680
1067,5044,4571470,6212,4782680
1067,5044,4572470,6212,4783680
1067,5044,4573470,6212,4784680
1067,5044,4574470,6212,4785680
1067,5044,4574940,6212,4786150
1067,5044,4575490,6212,4786700
1067,5044,4576490,6212,4787700
1068,5052,4577300,6212,4788510
1068,5052,4577950,6212,4789160
1068,5052,4578950,6212,4790160
1068,5052,4579170,6212,4790380
1068,5052,4579170,6212,4790380
1068,5052,4579170,6212,4790380
1068,5052,4579170,6212,4790380
1068,5052,4580170,6212,4791380
1068,5052,4580170,6212,4791380
1068,5052,4580170,6212,4791380
1069,5060,4581170,6212,4792380
1069,5060,4582170,6212,4793380
1070,5068,4586170,6212,4797380
1070,5068,4587170,6212,4798380
1070,5068,4587640,6212,4798850
1070,5068,4587640,6212,4799660
1070,5068,4588640,6212,4800660
1070,5068,4588640,6212,4801660
1070,5068,4589640,6212,4802660
1070,5068,4590640,6212,4803660
1070,5068,4591640,6212,4804660
1070,5068,4591640,6212,4804660
1070,5068,4591640,6212,4804660
1070,5068,4592640,6212,4805660
1071,5076,4593640,6212,4806660
1071,5076,4594450,6212,4807470
1071,5076,4594450,6212,4807470
1071,5076,4595450,6212,4808470
1071,5076,4596450,6212,4809470
1071,5076,4597260,6212,4810280
1071,5076,4597260,6212,4810280
1071,5076,4597260,6212,4811280
1071,5076,4597260,6212,4812090
1071,5076,4597580,6212,4812410
1071,5076,4598580,6212,4813410
1071,5076,4599580,6212,4814410
1071,5076,4600390,6212,4815220
1071,5076,4600860,6212,4815690
1071,5076,4601860,6212,4816690
1071,5076,4602450,6212,4817280
1071,5076,4602920,6212,4817750
1072,5084,4603730,6212,4818560
1072,5084,4604730,6212,4819560
1072,5084,4605200,6212,4820030
1072,5084,4606200,6212,4821030
1073,5092,4607200,6212,4822030
1073,5092,4607360,6212,4822190
1073,5092,4608360,6212,4823190
1073,5092,4609170,6212,4824000
1073,5092,4610170,6212,4825000
1073,5092,4610170,6212,4825000
1073,5092,4610980,6212,4825810
1073,5092,4611450,6212,4826280
1073,5092,4611770,6212,4826600
1073,5092,4612580,6212,4827410
1073,5092,4612580,6212,4827640
1073,5092,4613580,6212,4828640
1073,5092,4614580,6212,4829640
1073,5092,4614900,6212,4829960
1073,5092,4615710,6212,4830770
1073,5092,4616710,6212,4831770
1073,5092,4617520,6212,4832580
1073,5092,4618520,6212,4833580
1073,5092,4618520,6212,4833580
1073,5092,4619170,6212,4834230
1073,5092,4619400,6212,4834460
1073,5092,4620400,6212,4835460
1074,5100,4621400,6212,4836460
1074,5100,4622400,6212,4837460
1074,5100,4622400,6212,4837460
1075,5108,4623210,6212,4838270
1075,5108,4624210,6212,4839270
1075,5108,4624210,6212,4839270
1075,5108,4625210,6212,4840270
1075,5108,4626210,6212,4841270
1075,5108,4627020,6212,4842080
1075,5108,4627240,6212,4842300
1075,5108,4627830,6212,4842890
1075,5108,4628830,6212,4843890
1075,5108,4629830,6212,4844890
1076,5116,4630830,6212,4845890
1076,5116,4631830,6212,4846890
1076,5116,4632180,6212,4847240
1076,5116,4632830,6212,4847890
1076,5116,4633830,6212,4848890
1076,5116,4634830,6212,4849890
1076,5116,4634830,6212,4849890
1076,5116,4635640,6212,4850700
1076,5116,4635640,6212,4850700
1076,5116,4636450,6212,4851510
1076,5116,4637450,6212,4852510
1076,5116,4638260,6212,4853320
1076,5116,4639260,6212,4854320
1076,5116,4640260,6212,4855320
1077,5124,4641260,6212,4856320
1077,5124,4642260,6212,4857320
1077,5124,4642580,6212,4857640
1077,5124,4643580,6212,4858640
1077,5124,4644580,6212,4859640
1077,5124,4645580,6212,4860640
1077,5124,4646580,6212,4861640
1077,5124,4646810,6212,4861870
1077,5124,4647810,6212,4862870
1078,5132,4648810,6212,4863870
1078,5132,4648810,6212,4863870
1078,5132,4649130,6212,4864190
1078,5132,4649130,6212,4864780
1078,5132,4649780,6212,4865430
1078,5132,4650780,6212,4866430
1078,5132,4651780,6212,4867430
1078,5132,4651780,6212,4867430
1078,5132,4652780,6212,4868430
1078,5132,4653780,6212,4869430
1079,5140,4654150,6212,4869800
1079,5140,4654470,6212,4870120
1079,5140,4655470,6212,4871120
1079,5140,4655930,6212,4871580
1079,5140,4656930,6212,4872580
1079,5140,4657930,6212,4873580
1079,5140,4658930,6212,4874580
1079,5140,4659740,6212,4875390
1080,5148,4660740,6212,4876390
1080,5148,4661740,6212,4877390
1080,5148,4662550,6212,4878200
1080,5148,4663550,6212,4879200
1080,5148,4664550,6212,4880200
1080,5148,4665550,6212,4881200
1080,5148,4666360,6212,4882010
1080,5148,4666360,6212,4882820
1080,5148,4667360,6212,4883820
1080,5148,4667360,6212,4883820
1080,5148,4667590,6212,4884050
1080,5148,4668060,6212,4884520
1080,5148,4669060,6212,4885520
1080,5148,4669060,6212,4885520
1080,5148,4670060,6212,4886520
1081,5156,4671060,6212,4887520
1081,5156,4672060,6212,4888520
1081,5156,4673060,6212,4889520
1081,5156,4673610,6212,4890070
1081,5156,4673930,6212,4890390
1081,5156,4674740,6212,4891200
1081,5156,4674850,6212,4891310
1081,5156,4675500,6212,4891960
1081,5156,4676500,6212,4892960
1081,5156,4677500,6212,4893960
1081,5156,4678500,6212,4894960
1082,5164,4679310,6212,4895770
1082,5164,4679680,6212,4896140
1082,5164,4679680,6212,4896610
1082,5164,4680150,6212,4897080
1082,5164,4681150,6212,4898080
1083,5172,4682150,6212,4899080
1083,5172,4683150,6212,4900080
1083,5172,4684150,6212,4901080
1083,5172,4684150,6212,4901080
1083,5172,4685150,6212,4902080
1083,5172,4685960,6212,4902890
1083,5172,4686510,6212,4903440
1083,5172,4686510,6212,4903440
1083,5172,4687510,6212,4904440
1083,5172,4687510,6212,4904440
1083,5172,4688510,6212,4905440
1083,5172,4689320,6212,4906250
1083,5172,4689790,6212,4906720
1083,5172,4689790,6212,4907190
1083,5172,4690790,6212,4908190
1083,5172,4691790,6212,4909190
1084,5180,4692790,6212,4910190
1084,5180,4693790,6212,4911190
1084,5180,4694790,6212,4912190
1084,5180,4695600,6212,4913000
1084,5180,4696600,6212,4914000
1084,5180,4697070,6212,4914470
1084,5180,4698070,6212,4915470
1084,5180,4699070,6212,4916470
1084,5180,4700070,6212,4917470
1084,5180,4701070,6212,4918470
1084,5180,4701070,6212,4918470
1084,5180,4701880,6212,4919280
1084,5180,4702880,6212,4920280
1085,5188,4703880,6212,4921280
1085,5188,4703880,6212,4921280
1085,5188,4704880,6212,4922280
1085,5188,4705880,6212,4923280
1085,5188,4705880,6212,4923750
1085,5188,4706040,6212,4923910
1086,5196,4706850,6212,4924720
1086,5196,4707070,6212,4924940
1086,5196,4707880,6212,4925750
1086,5196,4708350,6212,4926220
1086,5196,4708350,6212,4926220
1086,5196,4709350,6212,4927220
1086,5196,4710350,6212,4928220
1086,5196,4711350,6212,4929220
1086,5196,4712350,6212,4930220
1086,5196,4712820,6212,4930690
1086,5196,4713820,6212,4931690
1086,5196,4713820,6212,4932690
1087,5204,4714820,6212,4933690
1087,5204,4715290,6212,4934160
1087,5204,4716290,6212,4935160
1087,5204,4716290,6212,4935970
1087,5204,4716760,6212,4936440
1087,5204,4717230,6212,4936910
1087,5204,4718230,6212,4937910
1087,5204,4718550,6212,4938230
1087,5204,4719020,6212,4938700
1087,5204,4720020,6212,4939700
1087,5204,4720020,6212,4940700
1087,5204,4720340,6212,4941020
1087,5204,4721340,6212,4942020
1087,5204,4721450,6212,4942130
1087,5204,4722450,6212,4943130
1087,5204,4723450,6212,4944130
1087,5204,4723770,6212,4944450
1087,5204,4723770,6212,4944450
1087,5204,4724420,6212,4945100
1087,5204,4725420,6212,4946100
1087,5204,4726230,6212,4946910
1088,5212,4727230,6212,4947910
1088,5212,4727230,6212,4947910
1088,5212,4728230,6212,4948910
1088,5212,4728230,6212,4948910
1088,5212,4729230,6212,4949910
1088,5212,4730230,6212,4950910
1088,5212,4731230,6212,4951910
1088,5212,4732230,6212,4952910
1088,5212,4732230,6212,4952910
1088,5212,4732230,6212,4952910
1089,5220,4732700,6212,4953380
1090,5228,4733700,6212,4954380
1090,5228,4734050,6212,4954730
1090,5228,4734210,6212,4954890
1090,5228,4735210,6212,4955890
1090,5228,4736210,6212,4956890
1090,5228,4737210,6212,4957890
1090,5228,4738020,6212,4958700
1090,5228,4739020,6212,4959700
1090,5228,4739020,6212,4959700
1090,5228,4740020,6212,4960700
1090,5228,4740490,6212,4961170
1090,5228,4741300,6212,4961980
1090,5228,4741850,6212,4962530
1090,5228,4742660,6212,4963340
1090,5228,4743660,6212,4964340
1090,5228,4744660,6212,4965340
1090,5228,4744660,6212,4965340
1091,5236,4745660,6212,4966340
1091,5236,4746660,6212,4967340
1091,5236,4747660,6212,4968340
1091,5236,4747660,6212,4969150
1091,5236,4748660,6212,4970150
1091,5236,4749470,6212,4970960
1091,5236,4749950,6212,4971440
1091,5236,4750180,6212,4971670
1091,5236,4751180,6212,4972670
1091,5236,4751830,6212,4973320
1091,5236,4752830,6212,4974320
1091,5236,4753830,6212,4975320
1091,5236,4754830,6212,4976320
1091,5236,4755830,6212,4977320
1092,5244,4756830,6212,4978320
1092,5244,4756830,6212,4979320
1092,5244,4757060,6212,4979550
1093,5252,4757710,6212,4980200
1093,5252,4758520,6212,4981010
1093,5252,4758840,6212,4981330
1093,5252,4758840,6212,4981330
1093,5252,4759840,6212,4982330
1093,5252,4760310,6212,4982800
1093,5252,4761310,6212,4983800
1093,5252,4762310,6212,4984800
1093,5252,4762310,6212,4984800
1093,5252,4762780,6212,4985270
1093,5252,4763780,6212,4986270
1093,5252,4763780,6212,4986270
1093,5252,4764250,6212,4986740
1093,5252,4765250,6212,4987740
1093,5252,4765250,6212,4987740
1093,5252,4765840,6212,4988330
1093,5252,4766840,6212,4989330
1093,5252,4766840,6212,4989330
1093,5252,4767840,6212,4990330
1093,5252,4767840,6212,4990980
1093,5252,4768650,6212,4991790
1093,5252,4768650,6212,4992790
1094,5260,4769650,6212,4993790
1094,5260,4770650,6212,4994790
1094,5260,4771110,6212,4995250
1094,5260,4771920,6212,4996060
1094,5260,4772920,6212,4997060
1094,5260,4773920,6212,4998060
1094,5260,4773920,6212,4999060
1094,5260,4774920,6212,5000060
1094,5260,4775920,6212,5001060
1094,5260,4776730,6212,5001870
1094,5260,4776730,6212,5001870
1094,5260,4776960,6212,5002100
1095,5268,4777510,6212,5002650
1095,5268,4778510,6212,5003650
1095,5268,4778510,6212,5003650
1095,5268,4778510,6212,5004650
1095,5268,4779510,6212,5005650
1096,5276,4780510,6212,5006650
1096,5276,4781160,6212,5007300
1096,5276,4782160,6212,5008300
1096,5276,4783160,6212,5009300
1096,5276,4783970,6212,5010110
1096,5276,4784780,6212,5010920
1096,5276,4784780,6212,5010920
1096,5276,4785780,6212,5011920
1096,5276,4786250,6212,5012390
1096,5276,4787250,6212,5013390
1096,5276,4787720,6212,5013860
1096,5276,4788370,6212,5014510
1096,5276,4789370,6212,5015510
1096,5276,4790370,6212,5016510
1096,5276,4790830,6212,5016970
1097,5284,4791830,6212,5017970
1097,5284,4792640,6212,5018780
1097,5284,4793640,6212,5019780
1097,5284,4794110,6212,5020250
1098,5292,4794920,6212,5021060
1098,5292,4794920,6212,5021060
1098,5292,4795730,6212,5021870
1098,5292,4796540,6212,5022680
1098,5292,4796540,6212,5022680
1098,5292,4797010,6212,5023150
1098,5292,4797010,6212,5023150
1098,5292,4797820,6212,5023960
1098,5292,4798630,6212,5024770
1098,5292,4799440,6212,5025580
1098,5292,4800250,6212,5026390
1098,5292,4801250,6212,5027390
1098,5292,4802250,6212,5028390
1098,5292,4803250,6212,5029390
1099,5300,4804060,6212,5030200
1099,5300,4805060,6212,5031200
1099,5300,4805870,6212,5032010
1099,5300,4806870,6212,5033010
1099,5300,4807870,6212,5034010
1099,5300,4808870,6212,5035010
1099,5300,4809340,6212,5035480
1100,5308,4817340,6212,5043480
1100,5308,4817340,6212,5043950
1100,5308,4818340,6212,5044950
1100,5308,4818450,6212,5045060
1101,5316,4819450,6212,5046060
1101,5316,4819910,6212,5046520
1101,5316,4820720,6212,5047330
1101,5316,4821720,6212,5048330
1101,5316,4822720,6212,5049330
1101,5316,4823720,6212,5050330
1101,5316,4824370,6212,5050980
1101,5316,4825370,6212,5051980
1101,5316,4826180,6212,5052790
1101,5316,4827180,6212,5053790
1101,5316,4827640,6212,5054250
1101,5316,4828110,6212,5054720
1102,5324,4829110,6212,5055720
1102,5324,4829920,6212,5056530
1102,5324,4830920,6212,5057530
1102,5324,4831920,6212,5058530
1102,5324,4832920,6212,5059530
1102,5324,4833380,6212,5059990
1102,5324,4834380,6212,5060990
1102,5324,4834380,6212,5060990
1102,5324,4834380,6212,5060990
1102,5324,4835380,6212,5061990
1102,5324,4836380,6212,5062990
1102,5324,4836700,6212,5063310
1103,5332,4837510,6212,5064120
1103,5332,4838510,6212,5065120
1103,5332,4839320,6212,5065930
1103,5332,4839640,6212,5066250
1103,5332,4839640,6212,5066250
1103,5332,4840640,6212,5067250
1103,5332,4840640,6212,5067730
1103,5332,4841640,6212,5068730
1103,5332,4841640,6212,5068730
1103,5332,4842100,6212,5069190
1104,5340,4843100,6212,5070190
1104,5340,4844100,6212,5071190
1104,5340,4845100,6212,5072190
1104,5340,4845750,6212,5072840
1104,5340,4846750,6212,5073840
1104,5340,4847750,6212,5074840
1104,5340,4847910,6212,5075000
1104,5340,4848500,6212,5075590
1104,5340,4848500,6212,5075590
1104,5340,4849500,6212,5076590
1104,5340,4850500,6212,5077590
1104,5340,4850820,6212,5077910
1104,5340,4851630,6212,5078720
1104,5340,4852440,6212,5079530
1104,5340,4853440,6212,5080530
1104,5340,4853760,6212,5080850
1105,5348,4854760,6212,5081850
1105,5348,4855760,6212,5082850
1105,5348,4856080,6212,5083170
1105,5348,4857080,6212,5084170
1105,5348,4857080,6212,5085170
