ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-arrived_gpu_milli
766,2636,2292860,6212,2338260
766,2636,2293510,6212,2338910
767,2644,2294320,6212,2339720
767,2644,2295320,6212,2340720
767,2644,2296320,6212,2341720
767,2644,2297320,6212,2342720
767,2644,2298320,6212,2343720
768,2652,2299320,6212,2344720
768,2652,2299790,6212,2345190
768,2652,2300440,6212,2345840
769,2660,2304440,6212,2349840
769,2660,2304440,6212,2349840
769,2660,2304670,6212,2350070
769,2660,2305140,6212,2350540
769,2660,2306140,6212,2351540
769,2660,2306140,6212,2352540
769,2660,2306300,6212,2352700
769,2660,2307110,6212,2353510
769,2660,2308110,6212,2354510
769,2660,2308110,6212,2354980
769,2660,2308920,6212,2355790
769,2660,2309920,6212,2356790
769,2660,2309920,6212,2356790
769,2660,2310920,6212,2357790
770,2668,2311920,6212,2358790
770,2668,2311920,6212,2359250
770,2668,2312920,6212,2360250
770,2668,2313380,6212,2360710
770,2668,2314380,6212,2361710
770,2668,2314380,6212,2361710
770,2668,2315380,6212,2362710
770,2668,2316190,6212,2363520
770,2668,2316190,6212,2363520
770,2668,2317190,6212,2364520
770,2668,2318190,6212,2365520
770,2668,2319190,6212,2366520
770,2668,2320190,6212,2367520
770,2668,2321190,6212,2368520
770,2668,2321190,6212,2368520
770,2668,2322190,6212,2369520
770,2668,2322190,6212,2369520
770,2668,2322190,6212,2369520
770,2668,2323000,6212,2370330
770,2668,2323470,6212,2370800
771,2676,2324280,6212,2371610
771,2676,2325280,6212,2372610
771,2676,2325510,6212,2372840
771,2676,2325980,6212,2373310
771,2676,2325980,6212,2373310
771,2676,2325980,6212,2373780
771,2676,2326980,6212,2374780
772,2684,2327980,6212,2375780
772,2684,2328790,6212,2376590
772,2684,2329790,6212,2377590
772,2684,2330790,6212,2378590
772,2684,2331790,6212,2379590
772,2684,2332790,6212,2380590
772,2684,2332790,6212,2380590
772,2684,2333110,6212,2380910
772,2684,2333580,6212,2381380
772,2684,2334050,6212,2381850
772,2684,2335050,6212,2382850
772,2684,2335050,6212,2382850
772,2684,2336050,6212,2383850
772,2684,2336520,6212,2384320
772,2684,2336520,6212,2384320
772,2684,2337170,6212,2384970
773,2692,2338170,6212,2385970
773,2692,2339170,6212,2386970
773,2692,2340170,6212,2387970
773,2692,2341170,6212,2388970
773,2692,2342170,6212,2389970
773,2692,2343170,6212,2390970
773,2692,2343170,6212,2390970
773,2692,2344170,6212,2391970
773,2692,2344170,6212,2391970
773,2692,2344980,6212,2392780
773,2692,2345790,6212,2393590
774,2700,2346790,6212,2394590
774,2700,2347790,6212,2395590
774,2700,2348260,6212,2396060
774,2700,2348480,6212,2396280
774,2700,2349480,6212,2397280
775,2708,2350290,6212,2398090
775,2708,2350290,6212,2398090
775,2708,2350290,6212,2398320
775,2708,2351290,6212,2399320
775,2708,2352290,6212,2400320
775,2708,2353290,6212,2401320
775,2708,2354290,6212,2402320
776,2716,2355290,6212,2403320
776,2716,2356290,6212,2404320
776,2716,2357290,6212,2405320
776,2716,2357290,6212,2406130
776,2716,2358290,6212,2407130
776,2716,2358290,6212,2407600
776,2716,2358760,6212,2408070
776,2716,2359760,6212,2409070
776,2716,2359760,6212,2409070
776,2716,2359760,6212,2409070
776,2716,2360410,6212,2409720
776,2716,2361410,6212,2410720
776,2716,2361880,6212,2411190
776,2716,2362880,6212,2412190
776,2716,2363880,6212,2413190
776,2716,2364200,6212,2413510
776,2716,2364430,6212,2413740
776,2716,2365430,6212,2414740
777,2724,2366430,6212,2415740
777,2724,2366430,6212,2415740
777,2724,2367430,6212,2416740
777,2724,2368430,6212,2417740
777,2724,2369240,6212,2418550
777,2724,2370240,6212,2419550
777,2724,2371240,6212,2420550
777,2724,2372240,6212,2421550
777,2724,2373240,6212,2422550
777,2724,2373790,6212,2423100
778,2732,2374790,6212,2424100
778,2732,2375790,6212,2425100
778,2732,2376260,6212,2425570
778,2732,2376260,6212,2425570
778,2732,2377260,6212,2426570
778,2732,2378260,6212,2427570
778,2732,2378260,6212,2427570
778,2732,2378490,6212,2427800
778,2732,2379490,6212,2428800
778,2732,2379490,6212,2428800
778,2732,2379490,6212,2428800
778,2732,2380300,6212,2429610
778,2732,2381300,6212,2430610
778,2732,2382300,6212,2431610
778,2732,2382950,6212,2432260
778,2732,2383270,6212,2432580
778,2732,2383270,6212,2432580
778,2732,2383920,6212,2433230
779,2740,2384730,6212,2434040
779,2740,2384730,6212,2434040
779,2740,2385730,6212,2435040
779,2740,2385730,6212,2435040
779,2740,2385890,6212,2435200
780,2748,2386890,6212,2436200
780,2748,2386890,6212,2436200
780,2748,2387260,6212,2436570
780,2748,2387260,6212,2436570
780,2748,2388070,6212,2437380
780,2748,2388070,6212,2437380
780,2748,2388230,6212,2437540
780,2748,2389230,6212,2438540
780,2748,2389700,6212,2439010
780,2748,2390180,6212,2439490
780,2748,2391180,6212,2440490
780,2748,2391500,6212,2440810
781,2756,2392500,6212,2441810
781,2756,2392820,6212,2442130
781,2756,2392820,6212,2442940
781,2756,2393820,6212,2443940
781,2756,2393820,6212,2444940
781,2756,2394820,6212,2445940
781,2756,2395630,6212,2446750
781,2756,2396630,6212,2447750
781,2756,2397630,6212,2448750
781,2756,2398440,6212,2449560
781,2756,2398440,6212,2450370
781,2756,2399250,6212,2451180
781,2756,2400250,6212,2452180
781,2756,2400250,6212,2452770
781,2756,2401250,6212,2453770
781,2756,2402250,6212,2454770
781,2756,2402480,6212,2455000
782,2764,2403480,6212,2456000
782,2764,2403480,6212,2456000
782,2764,2403480,6212,2456000
782,2764,2404290,6212,2456810
782,2764,2405290,6212,2457810
783,2772,2405940,6212,2458460
783,2772,2406410,6212,2458930
783,2772,2406780,6212,2459300
783,2772,2407590,6212,2460110
783,2772,2407590,6212,2460430
783,2772,2408590,6212,2461430
783,2772,2409400,6212,2462240
783,2772,2410400,6212,2463240
783,2772,2411210,6212,2464050
783,2772,2412210,6212,2465050
783,2772,2413020,6212,2465860
783,2772,2413340,6212,2466180
783,2772,2414340,6212,2467180
783,2772,2414660,6212,2467500
783,2772,2415660,6212,2468500
783,2772,2415660,6212,2468500
783,2772,2415660,6212,2468500
783,2772,2415980,6212,2468820
783,2772,2416790,6212,2469630
783,2772,2417110,6212,2469950
783,2772,2418110,6212,2470950
783,2772,2419110,6212,2471950
784,2780,2419580,6212,2472420
784,2780,2419580,6212,2472420
785,2788,2420580,6212,2473420
785,2788,2420580,6212,2473890
785,2788,2421580,6212,2474890
785,2788,2422580,6212,2475890
785,2788,2423050,6212,2476360
785,2788,2424050,6212,2477360
785,2788,2424520,6212,2477830
785,2788,2425520,6212,2478830
785,2788,2426170,6212,2479480
785,2788,2426640,6212,2479950
785,2788,2426960,6212,2480270
785,2788,2427960,6212,2481270
785,2788,2428960,6212,2482270
785,2788,2429120,6212,2482430
785,2788,2430120,6212,2483430
785,2788,2431120,6212,2484430
786,2796,2432120,6212,2485430
786,2796,2432930,6212,2486240
786,2796,2433480,6212,2486790
786,2796,2434480,6212,2487790
786,2796,2435480,6212,2488790
786,2796,2435480,6212,2488790
786,2796,2436480,6212,2489790
786,2796,2437480,6212,2490790
786,2796,2437950,6212,2491260
786,2796,2438760,6212,2492070
786,2796,2439230,6212,2492540
786,2796,2440040,6212,2493350
786,2796,2440040,6212,2493350
786,2796,2441040,6212,2494350
787,2804,2441690,6212,2495000
787,2804,2442500,6212,2495810
787,2804,2443500,6212,2496810
787,2804,2444310,6212,2497620
788,2812,2445310,6212,2498620
788,2812,2445630,6212,2498940
788,2812,2446630,6212,2499940
788,2812,2446630,6212,2499940
788,2812,2446630,6212,2500940
788,2812,2447630,6212,2501940
788,2812,2448440,6212,2502750
788,2812,2448760,6212,2503070
788,2812,2449760,6212,2504070
788,2812,2450570,6212,2504880
788,2812,2451040,6212,2505350
788,2812,2451510,6212,2505820
788,2812,2451980,6212,2506290
788,2812,2451980,6212,2506290
788,2812,2452980,6212,2507290
788,2812,2453450,6212,2507760
788,2812,2454450,6212,2508760
788,2812,2454920,6212,2509230
788,2812,2455920,6212,2510230
789,2820,2456390,6212,2510700
789,2820,2456390,6212,2510700
789,2820,2456390,6212,2511250
789,2820,2457390,6212,2512250
790,2828,2458390,6212,2513250
790,2828,2459390,6212,2514250
790,2828,2460390,6212,2515250
790,2828,2460710,6212,2515570
790,2828,2461710,6212,2516570
790,2828,2461710,6212,2516570
790,2828,2462170,6212,2517030
790,2828,2462820,6212,2517680
790,2828,2463820,6212,2518680
790,2828,2464630,6212,2519490
790,2828,2465440,6212,2520300
790,2828,2465440,6212,2520300
790,2828,2466440,6212,2521300
790,2828,2467250,6212,2522110
790,2828,2468250,6212,2523110
791,2836,2469250,6212,2524110
791,2836,2470060,6212,2524920
791,2836,2470650,6212,2525510
791,2836,2471650,6212,2526510
791,2836,2472650,6212,2527510
792,2844,2473460,6212,2528320
792,2844,2474460,6212,2529320
792,2844,2475460,6212,2530320
792,2844,2476460,6212,2531320
792,2844,2477270,6212,2532130
793,2852,2478270,6212,2533130
793,2852,2478730,6212,2533590
793,2852,2479730,6212,2534590
793,2852,2480540,6212,2535400
793,2852,2481350,6212,2536210
793,2852,2482350,6212,2537210
793,2852,2482350,6212,2537210
793,2852,2482350,6212,2537210
793,2852,2483350,6212,2538210
794,2860,2484350,6212,2539210
794,2860,2485350,6212,2540210
794,2860,2485820,6212,2540680
794,2860,2486820,6212,2541680
794,2860,2487820,6212,2542680
794,2860,2487930,6212,2542790
794,2860,2488930,6212,2543790
794,2860,2489930,6212,2544790
794,2860,2490930,6212,2545790
794,2860,2491930,6212,2546790
794,2860,2491930,6212,2547790
794,2860,2492400,6212,2548260
794,2860,2493400,6212,2549260
794,2860,2494210,6212,2550070
794,2860,2494210,6212,2550440
794,2860,2494210,6212,2550910
794,2860,2494670,6212,2551370
794,2860,2494990,6212,2551690
794,2860,2494990,6212,2551690
794,2860,2494990,6212,2551690
794,2860,2495150,6212,2551850
794,2860,2495150,6212,2551850
794,2860,2496150,6212,2552850
794,2860,2496150,6212,2553660
794,2860,2497150,6212,2554660
794,2860,2498150,6212,2555660
794,2860,2498150,6212,2555660
794,2860,2498150,6212,2556660
794,2860,2498620,6212,2557130
794,2860,2499620,6212,2558130
794,2860,2500090,6212,2558600
794,2860,2500090,6212,2558600
794,2860,2500090,6212,2558600
795,2868,2501090,6212,2559600
795,2868,2501560,6212,2560070
795,2868,2501560,6212,2560070
795,2868,2501790,6212,2560300
795,2868,2502790,6212,2561300
795,2868,2502790,6212,2561300
796,2876,2503600,6212,2562110
796,2876,2504600,6212,2563110
796,2876,2504600,6212,2563430
796,2876,2505070,6212,2563900
796,2876,2506070,6212,2564900
796,2876,2506070,6212,2564900
796,2876,2507070,6212,2565900
796,2876,2507620,6212,2566450
796,2876,2507620,6212,2566450
796,2876,2507620,6212,2566450
796,2876,2508090,6212,2566920
796,2876,2508090,6212,2567920
796,2876,2508090,6212,2567920
796,2876,2509090,6212,2568920
796,2876,2509900,6212,2569730
796,2876,2509900,6212,2570540
796,2876,2509900,6212,2570540
796,2876,2510900,6212,2571540
796,2876,2511900,6212,2572540
796,2876,2512370,6212,2573010
796,2876,2513370,6212,2574010
796,2876,2514370,6212,2575010
796,2876,2514840,6212,2575480
796,2876,2514840,6212,2575480
796,2876,2515160,6212,2575800
796,2876,2515160,6212,2575800
796,2876,2515160,6212,2575800
796,2876,2515970,6212,2576610
796,2876,2516450,6212,2577090
796,2876,2516450,6212,2577320
797,2884,2517450,6212,2578320
797,2884,2517450,6212,2578320
797,2884,2518450,6212,2579320
797,2884,2519450,6212,2580320
797,2884,2519610,6212,2580480
797,2884,2519610,6212,2581480
797,2884,2519610,6212,2581480
797,2884,2520070,6212,2581940
797,2884,2520070,6212,2582590
797,2884,2520070,6212,2583590
797,2884,2520530,6212,2584050
798,2892,2521340,6212,2584860
798,2892,2522150,6212,2585670
798,2892,2522150,6212,2585670
798,2892,2523150,6212,2586670
798,2892,2524150,6212,2587670
798,2892,2525150,6212,2588670
798,2892,2526150,6212,2589670
798,2892,2527150,6212,2590670
799,2900,2528150,6212,2591670
799,2900,2528620,6212,2592140
799,2900,2529430,6212,2592950
799,2900,2530430,6212,2593950
799,2900,2531430,6212,2594950
799,2900,2532430,6212,2595950
799,2900,2532430,6212,2595950
799,2900,2532750,6212,2596270
799,2900,2532910,6212,2596430
799,2900,2533910,6212,2597430
799,2900,2534910,6212,2598430
799,2900,2534910,6212,2598430
799,2900,2535560,6212,2599080
799,2900,2535560,6212,2599080
799,2900,2536560,6212,2600080
799,2900,2537030,6212,2600550
799,2900,2538030,6212,2601550
800,2908,2539030,6212,2602550
800,2908,2539840,6212,2603360
800,2908,2540840,6212,2604360
800,2908,2541490,6212,2605010
801,2916,2549490,6212,2613010
801,2916,2550490,6212,2614010
801,2916,2551490,6212,2615010
801,2916,2551490,6212,2615010
801,2916,2552490,6212,2616010
801,2916,2552490,6212,2616010
801,2916,2553490,6212,2617010
801,2916,2553810,6212,2617330
801,2916,2554810,6212,2618330
801,2916,2554810,6212,2618330
801,2916,2555810,6212,2619330
801,2916,2555810,6212,2619330
802,2924,2556810,6212,2620330
802,2924,2557810,6212,2621330
802,2924,2558810,6212,2622330
802,2924,2558810,6212,2622330
802,2924,2558810,6212,2622330
802,2924,2558810,6212,2622330
802,2924,2559810,6212,2623330
802,2924,2559810,6212,2623330
802,2924,2559810,6212,2623330
802,2924,2560620,6212,2624140
802,2924,2561620,6212,2625140
802,2924,2561940,6212,2625460
803,2932,2562750,6212,2626270
803,2932,2563070,6212,2626590
803,2932,2563880,6212,2627400
803,2932,2564880,6212,2628400
803,2932,2565880,6212,2629400
803,2932,2565880,6212,2629870
803,2932,2566880,6212,2630870
803,2932,2567350,6212,2631340
803,2932,2567350,6212,2631340
803,2932,2567460,6212,2631450
804,2940,2568460,6212,2632450
804,2940,2569270,6212,2633260
804,2940,2570080,6212,2634070
804,2940,2570080,6212,2634660
804,2940,2571080,6212,2635660
804,2940,2571080,6212,2635660
804,2940,2572080,6212,2636660
804,2940,2572890,6212,2637470
804,2940,2572890,6212,2637470
804,2940,2573890,6212,2638470
805,2948,2581890,6212,2646470
805,2948,2582890,6212,2647470
805,2948,2583700,6212,2648280
805,2948,2584700,6212,2649280
805,2948,2584700,6212,2649280
805,2948,2584700,6212,2649280
805,2948,2585350,6212,2649930
805,2948,2585510,6212,2650090
806,2956,2585980,6212,2650560
806,2956,2586980,6212,2651560
806,2956,2587630,6212,2652210
806,2956,2588630,6212,2653210
806,2956,2588630,6212,2653210
807,2964,2589630,6212,2654210
807,2964,2590100,6212,2654680
807,2964,2590420,6212,2655000
807,2964,2591420,6212,2656000
807,2964,2592420,6212,2657000
807,2964,2593420,6212,2658000
807,2964,2594420,6212,2659000
807,2964,2594740,6212,2659320
807,2964,2595740,6212,2660320
807,2964,2596390,6212,2660970
807,2964,2597200,6212,2661780
807,2964,2598200,6212,2662780
807,2964,2598200,6212,2663240
807,2964,2598200,6212,2663240
807,2964,2599200,6212,2664240
807,2964,2599250,6212,2664290
808,2972,2600250,6212,2665290
808,2972,2601250,6212,2666290
808,2972,2601720,6212,2666760
808,2972,2602720,6212,2667760
808,2972,2603720,6212,2668760
808,2972,2604720,6212,2669760
808,2972,2605040,6212,2670080
808,2972,2606040,6212,2671080
808,2972,2607040,6212,2672080
808,2972,2607510,6212,2672550
808,2972,2607980,6212,2673020
808,2972,2608980,6212,2674020
809,2980,2609980,6212,2675020
809,2980,2610790,6212,2675830
809,2980,2611790,6212,2676830
810,2988,2612260,6212,2677300
810,2988,2613260,6212,2678300
810,2988,2613490,6212,2678530
810,2988,2614490,6212,2679530
810,2988,2615490,6212,2680530
810,2988,2616490,6212,2681530
810,2988,2616810,6212,2681850
810,2988,2616810,6212,2681850
810,2988,2617810,6212,2682850
810,2988,2618810,6212,2683850
811,2996,2619810,6212,2684850
811,2996,2620810,6212,2685850
811,2996,2620810,6212,2686850
811,2996,2621810,6212,2687850
811,2996,2622810,6212,2688850
811,2996,2623620,6212,2689660
811,2996,2624620,6212,2690660
811,2996,2625620,6212,2691660
811,2996,2626270,6212,2692310
811,2996,2626270,6212,2693310
811,2996,2626740,6212,2693780
811,2996,2627210,6212,2694250
811,2996,2627210,6212,2694570
811,2996,2628210,6212,2695570
811,2996,2629020,6212,2696380
811,2996,2630020,6212,2697380
812,3004,2631020,6212,2698380
812,3004,2631830,6212,2699190
812,3004,2632830,6212,2700190
812,3004,2633300,6212,2700660
812,3004,2633620,6212,2700980
812,3004,2634620,6212,2701980
812,3004,2634620,6212,2701980
812,3004,2634620,6212,2701980
812,3004,2635620,6212,2702980
812,3004,2636090,6212,2703450
812,3004,2637090,6212,2704450
812,3004,2638090,6212,2705450
812,3004,2639090,6212,2706450
812,3004,2639560,6212,2706920
812,3004,2640560,6212,2707920
812,3004,2640560,6212,2708920
813,3012,2641560,6212,2709920
813,3012,2642560,6212,2710920
813,3012,2642560,6212,2711920
813,3012,2643560,6212,2712920
814,3020,2644370,6212,2713730
814,3020,2644830,6212,2714190
814,3020,2644830,6212,2714840
814,3020,2645830,6212,2715840
814,3020,2646830,6212,2716840
814,3020,2646830,6212,2716840
814,3020,2646990,6212,2717000
814,3020,2646990,6212,2717320
814,3020,2646990,6212,2717320
814,3020,2647990,6212,2718320
814,3020,2648990,6212,2719320
814,3020,2649360,6212,2719690
814,3020,2650360,6212,2720690
814,3020,2651170,6212,2721500
814,3020,2651640,6212,2721970
815,3028,2652640,6212,2722970
815,3028,2653290,6212,2723620
815,3028,2654100,6212,2724430
815,3028,2654570,6212,2724900
815,3028,2655570,6212,2725900
815,3028,2655800,6212,2726130
815,3028,2656610,6212,2726940
815,3028,2657080,6212,2727410
816,3036,2657890,6212,2728220
816,3036,2658700,6212,2729030
816,3036,2659510,6212,2729840
816,3036,2660510,6212,2730840
816,3036,2660510,6212,2730840
816,3036,2661160,6212,2731490
816,3036,2662160,6212,2732490
816,3036,2663160,6212,2733490
816,3036,2663970,6212,2734300
816,3036,2664970,6212,2735300
816,3036,2665970,6212,2736300
816,3036,2666970,6212,2737300
817,3044,2667970,6212,2738300
817,3044,2668970,6212,2739300
817,3044,2669290,6212,2739620
817,3044,2670290,6212,2740620
817,3044,2670760,6212,2741090
817,3044,2671760,6212,2742090
817,3044,2672760,6212,2743090
817,3044,2673570,6212,2743900
817,3044,2674570,6212,2744900
817,3044,2675040,6212,2745370
817,3044,2676040,6212,2746370
817,3044,2676040,6212,2747370
817,3044,2676850,6212,2748180
818,3052,2677850,6212,2749180
818,3052,2678310,6212,2749640
818,3052,2678310,6212,2750450
819,3060,2679120,6212,2751260
819,3060,2679440,6212,2751580
819,3060,2680440,6212,2752580
819,3060,2681250,6212,2753390
819,3060,2682060,6212,2754200
819,3060,2682870,6212,2755010
819,3060,2683870,6212,2756010
819,3060,2684340,6212,2756480
819,3060,2685340,6212,2757480
819,3060,2686150,6212,2758290
819,3060,2686620,6212,2758760
819,3060,2687430,6212,2759570
819,3060,2688240,6212,2760380
819,3060,2689240,6212,2761380
819,3060,2689400,6212,2761540
819,3060,2690400,6212,2762540
820,3068,2690870,6212,2763010
820,3068,2691680,6212,2763820
820,3068,2692680,6212,2764820
820,3068,2693330,6212,2765470
820,3068,2693980,6212,2766120
820,3068,2694790,6212,2766930
820,3068,2694790,6212,2766930
820,3068,2695790,6212,2767930
820,3068,2696790,6212,2768930
821,3076,2697790,6212,2769930
821,3076,2698790,6212,2770930
821,3076,2699600,6212,2771740
821,3076,2699830,6212,2771970
821,3076,2700830,6212,2772970
821,3076,2701830,6212,2773970
821,3076,2702830,6212,2774970
821,3076,2703830,6212,2775970
821,3076,2704640,6212,2776780
821,3076,2704960,6212,2777100
821,3076,2705960,6212,2778100
821,3076,2706770,6212,2778910
821,3076,2707770,6212,2779910
822,3084,2708580,6212,2780720
823,3092,2709580,6212,2781720
823,3092,2710390,6212,2782530
823,3092,2710390,6212,2783340
823,3092,2711390,6212,2784340
823,3092,2712390,6212,2785340
823,3092,2713390,6212,2786340
823,3092,2714390,6212,2787340
823,3092,2714850,6212,2787800
823,3092,2715320,6212,2788270
823,3092,2716130,6212,2789080
823,3092,2716600,6212,2789550
823,3092,2717060,6212,2790010
823,3092,2717060,6212,2790010
823,3092,2717380,6212,2790330
823,3092,2717850,6212,2790800
823,3092,2718850,6212,2791800
823,3092,2719850,6212,2792800
823,3092,2720320,6212,2793270
823,3092,2721320,6212,2794270
824,3100,2722320,6212,2795270
824,3100,2722320,6212,2795270
824,3100,2722320,6212,2796080
824,3100,2723320,6212,2797080
824,3100,2723550,6212,2797310
824,3100,2723550,6212,2797960
824,3100,2724010,6212,2798420
824,3100,2725010,6212,2799420
824,3100,2725010,6212,2800420
824,3100,2726010,6212,2801420
825,3108,2727010,6212,2802420
825,3108,2727010,6212,2802420
825,3108,2727480,6212,2802890
825,3108,2728290,6212,2803700
825,3108,2729290,6212,2804700
826,3116,2730100,6212,2805510
826,3116,2731100,6212,2806510
826,3116,2732100,6212,2807510
826,3116,2733100,6212,2808510
826,3116,2733910,6212,2809320
826,3116,2734910,6212,2810320
826,3116,2735720,6212,2811130
826,3116,2736720,6212,2812130
826,3116,2737720,6212,2813130
826,3116,2738370,6212,2813780
826,3116,2738370,6212,2813780
826,3116,2739180,6212,2814590
826,3116,2739990,6212,2815400
826,3116,2739990,6212,2815400
826,3116,2740310,6212,2815720
826,3116,2740540,6212,2815950
826,3116,2740540,6212,2815950
826,3116,2741540,6212,2816950
826,3116,2741540,6212,2816950
827,3124,2742540,6212,2817950
827,3124,2743540,6212,2818950
827,3124,2744540,6212,2819950
827,3124,2745010,6212,2820420
827,3124,2745820,6212,2821230
827,3124,2746050,6212,2821460
828,3132,2746700,6212,2822110
828,3132,2747700,6212,2823110
828,3132,2748700,6212,2824110
828,3132,2749510,6212,2824920
828,3132,2750320,6212,2825730
828,3132,2751320,6212,2826730
828,3132,2752130,6212,2827540
828,3132,2752600,6212,2828010
828,3132,2752740,6212,2828150
828,3132,2753550,6212,2828960
828,3132,2754360,6212,2829770
828,3132,2755360,6212,2830770
828,3132,2756360,6212,2831770
828,3132,2756820,6212,2832230
828,3132,2757820,6212,2833230
829,3140,2758820,6212,2834230
829,3140,2759140,6212,2834550
829,3140,2759140,6212,2835550
829,3140,2759620,6212,2836030
829,3140,2760620,6212,2837030
829,3140,2761620,6212,2838030
829,3140,2762620,6212,2839030
829,3140,2763620,6212,2840030
830,3148,2764430,6212,2840840
830,3148,2765240,6212,2841650
830,3148,2766050,6212,2842460
830,3148,2767050,6212,2843460
830,3148,2767050,6212,2843460
830,3148,2768050,6212,2844460
830,3148,2768050,6212,2844930
831,3156,2769050,6212,2845930
831,3156,2769860,6212,2846740
831,3156,2770230,6212,2847110
831,3156,2771230,6212,2848110
831,3156,2772040,6212,2848920
831,3156,2772040,6212,2848920
831,3156,2772040,6212,2848920
831,3156,2772040,6212,2848920
831,3156,2772360,6212,2849240
831,3156,2772360,6212,2849240
831,3156,2773360,6212,2850240
831,3156,2773590,6212,2850470
831,3156,2774060,6212,2850940
831,3156,2774870,6212,2851750
831,3156,2775870,6212,2852750
831,3156,2776870,6212,2853750
831,3156,2776870,6212,2853750
831,3156,2776870,6212,2853750
831,3156,2777520,6212,2854400
831,3156,2777520,6212,2854720
831,3156,2778520,6212,2855720
832,3164,2778990,6212,2856190
833,3172,2779990,6212,2857190
833,3172,2780990,6212,2858190
833,3172,2781990,6212,2859190
833,3172,2781990,6212,2859190
833,3172,2782990,6212,2860190
833,3172,2783990,6212,2861190
833,3172,2784460,6212,2861660
833,3172,2784780,6212,2861980
833,3172,2785240,6212,2862440
833,3172,2785710,6212,2862910
833,3172,2786710,6212,2863910
833,3172,2787710,6212,2864910
834,3180,2788710,6212,2865910
834,3180,2789710,6212,2866910
834,3180,2790710,6212,2867910
834,3180,2791360,6212,2868560
834,3180,2791910,6212,2869110
834,3180,2792910,6212,2870110
834,3180,2793910,6212,2871110
834,3180,2794380,6212,2871580
834,3180,2795380,6212,2872580
834,3180,2796380,6212,2873580
834,3180,2797380,6212,2874580
834,3180,2798380,6212,2875580
834,3180,2798610,6212,2875810
834,3180,2799420,6212,2876620
835,3188,2800420,6212,2877620
835,3188,2801420,6212,2878620
835,3188,2802230,6212,2879430
835,3188,2803230,6212,2880430
835,3188,2804230,6212,2881430
835,3188,2805230,6212,2882430
835,3188,2806230,6212,2883430
835,3188,2807230,6212,2884430
835,3188,2808230,6212,2885430
835,3188,2808700,6212,2885900
835,3188,2809700,6212,2886900
836,3196,2810170,6212,2887370
836,3196,2810490,6212,2887690
837,3204,2811490,6212,2888690
837,3204,2811960,6212,2889160
837,3204,2812770,6212,2889970
837,3204,2813240,6212,2890440
837,3204,2813710,6212,2890910
837,3204,2814710,6212,2891910
837,3204,2815180,6212,2892380
837,3204,2816180,6212,2893380
837,3204,2817180,6212,2894380
837,3204,2817990,6212,2895190
837,3204,2818990,6212,2896190
837,3204,2819990,6212,2897190
837,3204,2820990,6212,2898190
837,3204,2821310,6212,2898510
837,3204,2821310,6212,2898510
837,3204,2822310,6212,2899510
838,3212,2823310,6212,2900510
838,3212,2824310,6212,2901510
838,3212,2825120,6212,2902320
838,3212,2825930,6212,2903130
838,3212,2826740,6212,2903940
839,3220,2827210,6212,2904410
839,3220,2828210,6212,2905410
839,3220,2829210,6212,2906410
839,3220,2830020,6212,2907220
839,3220,2831020,6212,2908220
839,3220,2831020,6212,2908220
839,3220,2831020,6212,2909220
839,3220,2832020,6212,2910220
839,3220,2832670,6212,2910870
839,3220,2832900,6212,2911100
839,3220,2833900,6212,2912100
839,3220,2834710,6212,2912910
839,3220,2835710,6212,2913910
839,3220,2836180,6212,2914380
839,3220,2836990,6212,2915190
839,3220,2837460,6212,2915660
839,3220,2837460,6212,2915660
839,3220,2838270,6212,2916470
840,3228,2839270,6212,2917470
840,3228,2839750,6212,2917950
840,3228,2840750,6212,2918950
840,3228,2840750,6212,2919420
841,3236,2848750,6212,2927420
842,3244,2849750,6212,2928420
842,3244,2850220,6212,2928890
842,3244,2851220,6212,2929890
842,3244,2851220,6212,2930360
842,3244,2852220,6212,2931360
842,3244,2852220,6212,2931360
842,3244,2852220,6212,2931360
842,3244,2853220,6212,2932360
842,3244,2853540,6212,2932680
842,3244,2854540,6212,2933680
843,3252,2855350,6212,2934490
843,3252,2856350,6212,2935490
843,3252,2857000,6212,2936140
843,3252,2857470,6212,2936610
843,3252,2858280,6212,2937420
843,3252,2859280,6212,2938420
843,3252,2860280,6212,2939420
843,3252,2860280,6212,2939420
843,3252,2860750,6212,2939890
843,3252,2861220,6212,2940360
843,3252,2862030,6212,2941170
843,3252,2863030,6212,2942170
843,3252,2864030,6212,2943170
843,3252,2864500,6212,2943640
843,3252,2865310,6212,2944450
843,3252,2865540,6212,2944680
843,3252,2865540,6212,2945680
843,3252,2866540,6212,2946680
843,3252,2867540,6212,2947680
843,3252,2868540,6212,2948680
