ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
798770.6,32.75,13.86,430054.8,17.63
798611.06,32.76,13.87,430055.13,17.64
798418.47,32.77,13.87,430031.85,17.65
798193.5,32.76,13.87,430255.87,17.66
798221.92,32.77,13.88,430265.72,17.67
798029.33,32.78,13.89,430288.99,17.67
797836.74,32.78,13.89,430267.93,17.68
798076.86,32.8,13.91,430240.91,17.68
797884.27,32.81,13.91,430233.39,17.69
797691.68,32.81,13.92,430366.73,17.7
797499.09,32.82,13.93,430208.41,17.7
797306.5,32.82,13.93,430200.51,17.71
797146.95,32.83,13.94,430205.92,17.72
796954.36,32.83,13.94,430179.3,17.72
796949.74,32.85,13.95,430160.33,17.73
796945.11,32.86,13.96,430205.16,17.74
796752.52,32.86,13.97,430186.37,17.74
796559.93,32.87,13.98,430281.24,17.75
796367.34,32.87,13.98,430307.64,17.76
795994.62,32.86,13.97,430273.28,17.76
795820.88,32.87,13.98,430232.84,17.77
798279.64,32.97,14.08,433342.14,17.9
798527.93,32.99,14.1,433323.9,17.9
798747.11,33.01,14.12,433800.08,17.93
798587.56,33.02,14.13,433790.31,17.94
798394.97,33.02,14.13,433767.85,17.94
798394.97,33.02,14.13,433767.85,17.94
798526.86,33.04,14.15,434214.52,17.97
798334.26,33.04,14.15,434232.91,17.97
798329.64,33.06,14.16,433780.64,17.96
797706.43,33.04,14.15,433202.48,17.94
797335.55,33.03,14.14,433360.89,17.95
797142.96,33.04,14.15,433358.63,17.96
797138.33,33.05,14.16,434364.05,18.01
797138.33,33.05,14.16,434364.05,18.01
796945.74,33.06,14.16,434358.52,18.02
796701.27,33.05,14.16,434336.41,18.02
796974.44,33.07,14.18,434341.11,18.02
796969.81,33.08,14.19,434319.24,18.03
796969.81,33.08,14.19,434319.24,18.03
796777.22,33.08,14.19,434589.52,18.05
796594.05,33.09,14.2,434335.84,18.04
796594.05,33.09,14.2,434381.17,18.04
796221.34,33.08,14.19,434363.63,18.05
796019.32,33.09,14.19,434307.51,18.05
795859.78,33.09,14.2,434312.92,18.06
795667.19,33.1,14.21,434288.14,18.07
795907.31,33.12,14.22,434377.67,18.07
795714.72,33.12,14.23,434357.04,18.08
795342.01,33.11,14.22,434282.96,18.08
795342.01,33.11,14.22,434282.96,18.08
795149.42,33.12,14.23,434445.63,18.1
794956.82,33.12,14.23,434290.22,18.1
794764.23,33.13,14.24,434360.79,18.11
795096.28,33.15,14.26,434648.41,18.12
795046.28,33.15,14.25,434598.41,18.12
794737.61,33.14,14.25,434446.11,18.12
794869.49,33.16,14.26,434430.18,18.12
795128.47,33.17,14.28,436289.03,18.2
795337.17,33.19,14.3,435167.67,18.16
795088.18,33.18,14.29,436072.99,18.2
794934.57,33.19,14.3,436267.37,18.22
794702.99,33.2,14.3,435974.02,18.21
794739.24,33.2,14.31,435716.39,18.2
795012.41,33.22,14.33,435721.08,18.21
794649.69,33.21,14.32,435685.15,18.21
794649.69,33.21,14.32,435685.15,18.21
794366.43,33.21,14.32,435537.77,18.21
794366.43,33.21,14.32,435537.77,18.21
794606.56,33.23,14.33,435622.78,18.22
794606.56,33.23,14.33,435622.78,18.22
794447.01,33.23,14.34,435618.78,18.22
794192.37,33.23,14.33,435635.52,18.23
794187.74,33.24,14.35,435577.58,18.23
794137.74,33.24,14.34,435527.58,18.23
793945.15,33.24,14.35,435496.12,18.23
793752.56,33.25,14.36,435571.73,18.25
793559.97,33.25,14.36,436045.47,18.27
793174.79,33.27,14.37,436099.04,18.29
793414.91,33.28,14.39,436054.93,18.29
793222.32,33.29,14.4,435799.83,18.29
793217.69,33.3,14.41,435787.4,18.29
793213.07,33.31,14.42,436357.11,18.32
793208.44,33.32,14.43,436595.3,18.34
793203.82,33.33,14.44,437365.5,18.38
793030.07,33.34,14.45,437873.17,18.41
793030.07,33.34,14.45,437832.45,18.41
793058.49,33.35,14.46,437842.31,18.41
793058.49,33.35,14.46,437890.26,18.42
793353.31,33.38,14.49,437788.67,18.42
793485.2,33.39,14.5,437754.48,18.42
793342.06,33.39,14.5,437458.98,18.41
793182.52,33.4,14.51,437464.39,18.42
793186.59,33.4,14.51,437468.93,18.42
792977.01,33.39,14.5,437438.17,18.42
792972.38,33.4,14.51,437425.6,18.43
792779.79,33.41,14.52,437387.56,18.43
792587.2,33.42,14.52,437490.5,18.44
792582.57,33.43,14.53,437547.87,18.45
792389.98,33.43,14.54,437433.29,18.46
792630.11,33.45,14.56,437390.96,18.46
792437.52,33.46,14.56,437386.65,18.47
792622.85,33.47,14.58,437941.76,18.49
792622.85,33.47,14.58,437941.76,18.49
792508.23,33.48,14.59,438539.42,18.53
792503.6,33.49,14.6,438973.53,18.55
792503.6,33.49,14.6,438973.53,18.55
792756.09,33.52,14.62,439097.76,18.56
792751.46,33.53,14.64,439825.6,18.6
792366.28,33.54,14.65,440029.72,18.63
792206.73,33.55,14.65,440025.04,18.63
792014.14,33.55,14.66,439995.31,18.64
792014.14,33.55,14.66,439995.31,18.64
791821.55,33.56,14.67,440072.95,18.65
791122.7,33.54,14.65,439346.95,18.63
791122.7,33.54,14.65,439346.95,18.63
790930.11,33.55,14.66,439394.62,18.64
790737.52,33.56,14.66,439386.11,18.65
790443.05,33.55,14.66,439376.24,18.65
790070.33,33.54,14.65,438929.3,18.63
789896.59,33.55,14.65,438960.21,18.64
789925.0,33.56,14.67,438970.06,18.65
789925.0,33.56,14.67,438970.06,18.65
789920.38,33.57,14.68,438947.69,18.65
790160.5,33.59,14.69,438924.06,18.66
789787.79,33.58,14.69,438974.17,18.66
789587.93,33.57,14.68,438882.82,18.66
789828.06,33.59,14.7,438850.39,18.66
789828.06,33.59,14.7,438850.39,18.66
790122.88,33.62,14.72,439446.44,18.7
788615.2,33.67,14.77,439385.3,18.76
788615.2,33.67,14.77,439385.3,18.76
788455.65,33.67,14.78,439390.71,18.77
788455.65,33.67,14.78,439390.71,18.77
788451.03,33.69,14.79,439365.23,18.77
788258.44,33.69,14.8,439338.61,18.78
788100.47,33.69,14.79,439187.22,18.77
788095.85,33.7,14.81,439188.05,18.78
788091.22,33.71,14.82,440272.26,18.83
788091.22,33.71,14.82,440272.26,18.83
787718.5,33.7,14.81,439947.61,18.82
787718.5,33.7,14.81,439947.61,18.82
787713.88,33.71,14.82,440240.72,18.84
787713.88,33.71,14.82,440240.72,18.84
787521.29,33.72,14.83,440221.93,18.85
787886.38,33.74,14.85,440225.04,18.85
787693.79,33.75,14.85,440261.37,18.86
787501.2,33.75,14.86,440262.99,18.87
787184.31,33.75,14.85,440229.23,18.87
786991.72,33.75,14.86,440609.15,18.9
786991.72,33.75,14.86,440609.15,18.9
786858.51,33.76,14.87,440303.98,18.89
786142.87,33.74,14.85,439569.53,18.87
785890.91,33.75,14.85,439435.68,18.87
785731.36,33.76,14.86,439438.21,18.88
785953.57,33.77,14.88,439487.85,18.89
785783.96,33.78,14.89,439487.73,18.89
785783.96,33.78,14.89,439487.73,18.89
785488.91,33.77,14.88,439497.18,18.9
785296.32,33.78,14.89,439462.03,18.9
785296.32,33.78,14.89,439462.03,18.9
785628.36,33.8,14.9,439418.9,18.9
785628.36,33.8,14.9,439418.9,18.9
785311.48,33.79,14.9,439395.34,18.91
785559.77,33.81,14.91,439681.29,18.92
784860.92,33.79,14.9,438910.79,18.9
784668.32,33.8,14.91,438954.39,18.91
784526.68,33.8,14.9,438716.31,18.9
784334.09,33.8,14.91,438694.9,18.91
784141.5,33.81,14.92,438697.34,18.91
784381.62,33.83,14.93,438644.68,18.92
784189.03,33.83,14.94,438599.79,18.92
784005.87,33.84,14.95,438771.67,18.94
783780.9,33.83,14.94,439651.44,18.98
783578.89,33.84,14.95,439471.3,18.98
783376.23,33.85,14.95,439440.38,18.99
783173.57,33.85,14.96,439468.92,19.0
782970.91,33.86,14.96,439450.02,19.0
782970.91,33.86,14.96,439450.02,19.0
782768.25,33.86,14.97,439704.3,19.02
782584.44,33.87,14.98,439654.76,19.03
782454.32,33.88,14.99,439630.39,19.04
782160.27,33.88,14.99,439415.59,19.03
782000.73,33.89,15.0,439410.91,19.04
781808.14,33.89,15.0,439383.36,19.05
781808.14,33.89,15.0,439383.36,19.05
781615.55,33.9,15.01,439452.53,19.06
781615.55,33.9,15.01,439452.53,19.06
781615.55,33.9,15.01,439452.53,19.06
781422.95,33.91,15.02,439398.47,19.07
781418.33,33.92,15.03,439014.86,19.06
781667.88,33.94,15.05,439013.67,19.06
781475.29,33.94,15.05,438985.05,19.07
781195.96,33.94,15.05,440131.47,19.12
781195.96,33.94,15.05,440131.47,19.12
781195.96,33.94,15.05,440131.47,19.12
781458.85,33.96,15.07,440316.74,19.13
781266.26,33.96,15.07,440637.16,19.16
781112.65,33.97,15.08,440446.09,19.16
780342.29,34.0,15.11,440401.11,19.19
780110.71,34.0,15.11,440256.35,19.19
779951.17,34.01,15.12,440261.77,19.2
779758.58,34.02,15.12,440235.15,19.2
779565.99,34.02,15.13,440216.36,19.21
779565.99,34.02,15.13,440216.36,19.21
779456.26,34.02,15.13,440110.13,19.21
779263.66,34.03,15.13,440111.46,19.22
779071.07,34.03,15.14,440105.34,19.22
779344.24,34.05,15.16,440109.99,19.23
779186.28,34.05,15.15,439970.35,19.22
778823.56,34.04,15.15,439934.46,19.23
778823.56,34.04,15.15,439934.46,19.23
778630.97,34.04,15.15,440178.85,19.25
778473.01,34.04,15.15,440038.88,19.24
778289.84,34.05,15.15,439829.12,19.24
778289.84,34.05,15.15,439829.12,19.24
778289.84,34.05,15.15,439829.12,19.24
778087.83,34.05,15.16,439778.14,19.25
777928.28,34.06,15.17,439780.66,19.25
777735.69,34.07,15.17,439742.73,19.26
777731.06,34.08,15.19,439787.17,19.27
777726.44,34.09,15.2,439764.52,19.28
777533.85,34.1,15.21,439766.67,19.28
777533.85,34.1,15.21,439766.67,19.28
777529.22,34.11,15.22,439748.09,19.29
777529.22,34.11,15.22,439748.09,19.29
777930.7,34.13,15.24,439816.9,19.3
777738.11,34.14,15.24,439805.9,19.3
777733.49,34.15,15.26,439905.46,19.32
777540.9,34.15,15.26,439937.26,19.32
777348.31,34.16,15.27,440179.18,19.34
777169.03,34.16,15.27,439992.62,19.34
777059.05,34.17,15.28,439875.71,19.34
777190.94,34.18,15.29,441272.94,19.41
777190.94,34.18,15.29,441272.94,19.41
776915.73,34.19,15.3,441099.24,19.41
776756.19,34.19,15.3,441093.37,19.42
776563.6,34.2,15.31,441062.88,19.43
776563.6,34.2,15.31,441062.88,19.43
776558.97,34.21,15.32,441345.8,19.44
776366.38,34.22,15.33,441358.46,19.45
776531.31,34.24,15.35,441357.38,19.46
776338.72,34.24,15.35,441336.45,19.47
776470.6,34.26,15.37,441304.73,19.47
776470.6,34.26,15.37,441304.73,19.47
776278.01,34.27,15.37,441971.47,19.51
776518.14,34.28,15.39,442088.49,19.52
776518.14,34.28,15.39,442088.49,19.52
776403.51,34.29,15.4,441650.33,19.51
776656.0,34.32,15.43,442183.84,19.54
776496.45,34.33,15.44,442189.25,19.55
776161.65,34.32,15.43,441891.57,19.54
775969.06,34.33,15.43,441853.54,19.55
775776.47,34.33,15.44,441846.16,19.55
775583.88,34.34,15.45,441902.21,19.57
775391.29,34.35,15.45,441934.99,19.58
775196.55,34.34,15.45,441582.8,19.56
775003.96,34.35,15.46,441775.47,19.58
775003.96,34.35,15.46,441775.47,19.58
774820.79,34.35,15.46,441525.04,19.58
774820.79,34.35,15.46,441525.04,19.58
775006.12,34.37,15.48,441425.51,19.58
774804.11,34.38,15.49,441373.29,19.58
774088.48,34.36,15.47,440594.68,19.56
773928.93,34.37,15.48,440597.21,19.57
773736.34,34.38,15.48,440558.41,19.57
773543.75,34.38,15.49,440614.63,19.58
773351.16,34.39,15.5,440582.86,19.59
773351.16,34.39,15.5,440582.86,19.59
773158.57,34.4,15.5,440662.78,19.6
772965.98,34.4,15.51,440616.78,19.61
772773.39,34.41,15.52,440717.24,19.62
772580.8,34.42,15.52,440533.54,19.62
772421.25,34.42,15.53,440528.72,19.63
772228.66,34.43,15.54,440503.2,19.64
772036.07,34.44,15.55,440644.02,19.66
771663.36,34.43,15.54,440619.55,19.66
771470.77,34.44,15.54,440524.11,19.66
771602.65,34.45,15.56,441286.86,19.7
771787.99,34.47,15.58,440742.77,19.68
772037.53,34.49,15.59,440679.17,19.69
771844.94,34.49,15.6,440743.53,19.7
771830.89,34.51,15.61,443087.94,19.81
771803.53,34.52,15.63,444059.95,19.86
771675.09,34.53,15.64,443376.5,19.84
771515.55,34.54,15.65,443367.91,19.85
771543.97,34.55,15.66,443377.77,19.86
771122.0,34.55,15.66,442948.65,19.85
771122.0,34.55,15.66,442948.65,19.85
770929.4,34.56,15.66,442921.48,19.85
770929.4,34.56,15.66,442921.48,19.85
770736.81,34.56,15.67,443051.05,19.87
770736.81,34.56,15.67,443051.05,19.87
770544.22,34.57,15.68,442913.78,19.87
770351.63,34.58,15.68,443045.12,19.89
770107.16,34.57,15.68,442799.0,19.88
769933.41,34.58,15.68,442862.24,19.89
769933.41,34.58,15.68,442862.24,19.89
769933.41,34.58,15.68,442862.24,19.89
770125.1,34.6,15.71,443199.1,19.91
770125.1,34.6,15.71,443199.1,19.91
769965.56,34.61,15.72,443195.1,19.92
769369.84,34.6,15.71,442645.98,19.91
769369.84,34.6,15.71,442645.98,19.91
769177.25,34.61,15.71,442614.74,19.91
768984.66,34.61,15.72,442809.87,19.93
768792.07,34.62,15.73,442776.74,19.94
768599.48,34.63,15.73,442762.41,19.95
768425.73,34.63,15.74,443331.9,19.98
768145.89,34.63,15.73,443044.66,19.97
768360.42,34.65,15.76,442977.16,19.98
768200.88,34.66,15.77,442982.57,19.99
767582.32,34.65,15.75,442307.03,19.97
767582.32,34.65,15.75,442307.03,19.97
767389.73,34.65,15.76,442268.99,19.97
767080.76,34.65,15.76,441857.03,19.96
767080.76,34.65,15.76,441902.36,19.96
766888.17,34.66,15.76,441894.98,19.97
766695.58,34.66,15.77,441929.52,19.98
766695.58,34.66,15.77,441929.52,19.98
766935.71,34.68,15.79,441902.5,19.98
766562.99,34.67,15.78,441884.96,19.99
766562.99,34.67,15.78,441839.64,19.98
766803.12,34.69,15.8,441972.82,19.99
766798.49,34.7,15.81,441863.47,20.0
766425.77,34.69,15.8,441839.1,20.0
766665.9,34.71,15.82,442427.63,20.03
766473.31,34.72,15.82,442384.68,20.04
766468.68,34.73,15.84,442225.63,20.04
766468.68,34.73,15.84,442278.02,20.04
766114.81,34.72,15.83,441976.18,20.03
765922.22,34.73,15.83,442156.07,20.05
766244.84,34.75,15.85,443434.54,20.11
766052.25,34.75,15.86,443285.47,20.11
766232.2,34.77,15.88,443472.38,20.12
766039.61,34.78,15.88,443428.83,20.13
766312.78,34.8,15.9,443433.53,20.14
766153.24,34.81,15.91,443438.94,20.15
765780.52,34.8,15.9,443409.51,20.15
765857.84,34.8,15.91,443515.67,20.16
765665.25,34.81,15.92,443477.12,20.16
765673.64,34.81,15.92,443515.29,20.16
765481.05,34.82,15.92,443568.38,20.18
765288.46,34.83,15.93,443509.76,20.18
765095.87,34.83,15.94,443499.68,20.19
765095.87,34.83,15.94,443499.68,20.19
764903.28,34.84,15.95,443693.18,20.21
765235.32,34.86,15.97,443762.23,20.22
765230.7,34.87,15.98,443688.43,20.22
765230.7,34.87,15.98,443688.43,20.22
764913.81,34.87,15.97,443936.27,20.23
764721.22,34.87,15.98,443869.73,20.24
764528.63,34.88,15.99,443730.37,20.24
764528.63,34.88,15.99,443731.01,20.24
764768.76,34.9,16.0,443567.04,20.24
764396.04,34.89,15.99,443470.19,20.24
764396.04,34.89,15.99,443470.19,20.24
764391.41,34.9,16.01,444618.64,20.3
764386.79,34.91,16.02,444083.51,20.28
764719.72,34.94,16.04,444040.54,20.29
764719.72,34.94,16.04,444040.54,20.29
764560.18,34.95,16.05,444035.86,20.3
764560.18,34.95,16.05,444035.86,20.3
764619.71,34.96,16.06,445185.74,20.35
764427.12,34.96,16.07,445155.13,20.36
764427.12,34.96,16.07,445155.13,20.36
764427.12,34.96,16.07,445155.13,20.36
763907.83,34.95,16.06,444566.22,20.34
764072.75,34.97,16.08,444565.14,20.35
763880.16,34.98,16.08,444630.26,20.36
763687.57,34.98,16.09,444603.48,20.37
763927.7,35.0,16.11,444572.51,20.37
763735.11,35.01,16.12,444521.44,20.38
763542.52,35.02,16.12,444816.52,20.4
763542.52,35.02,16.12,444816.52,20.4
763169.8,35.01,16.11,444904.13,20.41
763165.17,35.02,16.13,444843.42,20.41
762972.58,35.03,16.13,444596.17,20.41
762972.58,35.03,16.13,444596.17,20.41
762779.99,35.03,16.14,444535.23,20.42
762620.45,35.04,16.15,444530.84,20.43
762427.86,35.05,16.16,444499.83,20.43
762427.86,35.05,16.16,444499.83,20.43
762235.27,35.06,16.16,444780.16,20.46
762042.68,35.07,16.17,444868.86,20.47
761748.2,35.06,16.16,444834.93,20.47
761583.88,35.07,16.17,444827.55,20.48
761583.88,35.07,16.17,444827.55,20.48
761548.64,35.08,16.19,445650.43,20.53
761544.01,35.09,16.2,445647.09,20.54
761544.01,35.09,16.2,445609.01,20.53
761568.93,35.11,16.22,445020.97,20.52
761568.93,35.11,16.22,445020.97,20.52
761409.38,35.12,16.23,445016.96,20.53
761409.38,35.12,16.23,445016.96,20.53
761216.79,35.13,16.23,444990.63,20.53
761216.79,35.13,16.23,444990.63,20.53
761229.0,35.13,16.23,445045.27,20.54
761036.41,35.13,16.24,445035.62,20.55
761168.3,35.15,16.26,445534.88,20.57
760572.58,35.14,16.25,444912.64,20.56
760572.58,35.14,16.25,444912.64,20.56
760812.71,35.16,16.26,444533.9,20.54
760620.12,35.17,16.27,444716.47,20.56
760615.49,35.18,16.28,444859.24,20.57
760747.37,35.2,16.3,446367.54,20.65
760577.26,35.19,16.3,446022.87,20.64
760384.67,35.2,16.3,445831.54,20.64
760192.08,35.21,16.31,445905.11,20.65
760192.08,35.21,16.31,445905.11,20.65
760034.12,35.2,16.31,445751.9,20.65
759841.52,35.21,16.31,445865.36,20.66
760006.45,35.23,16.33,445864.28,20.67
760006.45,35.23,16.33,445864.28,20.67
760001.83,35.24,16.35,445841.03,20.67
759635.39,35.23,16.34,445591.98,20.67
759442.8,35.24,16.34,445392.55,20.67
759283.25,35.25,16.35,445397.97,20.68
759090.66,35.25,16.36,445362.21,20.68
758898.07,35.26,16.37,445352.56,20.69
758603.6,35.25,16.36,445396.14,20.7
758411.01,35.26,16.37,445590.99,20.72
758406.38,35.27,16.38,445579.01,20.72
758213.79,35.28,16.39,445383.74,20.72
758827.45,35.33,16.43,446894.51,20.8
758667.9,35.34,16.44,446897.03,20.81
758908.03,35.35,16.46,446854.94,20.82
758715.44,35.36,16.47,446831.21,20.83
758522.84,35.37,16.47,446837.76,20.84
758389.36,35.37,16.47,446830.94,20.84
758629.49,35.39,16.49,447075.97,20.85
758256.77,35.38,16.48,447019.72,20.86
758505.06,35.4,16.5,446949.43,20.86
758505.06,35.4,16.5,446994.75,20.86
758312.47,35.4,16.51,447246.29,20.88
757819.9,35.4,16.5,446395.45,20.85
757819.9,35.4,16.5,446354.74,20.85
758042.1,35.42,16.52,447724.71,20.92
758173.99,35.43,16.54,448076.23,20.94
758202.41,35.45,16.55,448086.08,20.95
758038.08,35.46,16.56,448184.9,20.96
757677.2,35.45,16.55,447956.98,20.96
758308.29,35.49,16.6,449164.71,21.02
758148.74,35.5,16.61,449167.23,21.03
757990.78,35.5,16.6,449015.84,21.03
757990.78,35.5,16.6,449015.84,21.03
757986.15,35.51,16.62,448993.46,21.03
757287.3,35.49,16.6,448312.81,21.01
757535.59,35.51,16.62,448289.22,21.02
757530.96,35.53,16.63,448319.43,21.03
757289.58,35.53,16.64,447710.6,21.01
757096.99,35.54,16.64,447673.61,21.01
757092.36,35.55,16.66,447655.23,21.02
756899.77,35.56,16.67,447731.41,21.04
756899.77,35.56,16.67,447731.41,21.04
756707.18,35.57,16.67,447692.7,21.04
756514.59,35.58,16.68,447650.67,21.05
756646.47,35.59,16.7,447637.61,21.06
756453.88,35.6,16.71,447656.57,21.07
756453.88,35.6,16.71,447656.57,21.07
756294.34,35.61,16.72,447659.09,21.08
756294.34,35.61,16.72,447659.09,21.08
755923.46,35.6,16.71,447648.41,21.08
755918.83,35.61,16.72,448812.57,21.15
755914.2,35.63,16.73,449091.61,21.17
755942.62,35.64,16.75,449101.47,21.18
755938.0,35.66,16.76,449079.09,21.18
755942.07,35.66,16.76,449131.58,21.18
755737.35,35.65,16.75,448805.42,21.17
755544.76,35.66,16.76,448781.69,21.18
755784.88,35.68,16.78,448758.06,21.18
755784.88,35.68,16.78,448758.06,21.18
755601.71,35.69,16.79,448816.96,21.2
755399.7,35.69,16.8,448717.0,21.2
755531.58,35.71,16.81,448742.94,21.21
755285.87,35.7,16.81,448447.57,21.2
755281.24,35.72,16.82,448416.4,21.21
755088.65,35.73,16.83,448457.55,21.22
755088.65,35.73,16.83,448457.55,21.22
754896.06,35.73,16.84,448398.94,21.22
754891.43,35.75,16.85,448764.5,21.25
754698.84,35.75,16.86,448762.01,21.26
754698.84,35.75,16.86,448762.01,21.26
754698.84,35.75,16.86,448762.01,21.26
754506.25,35.76,16.87,448961.59,21.28
754323.08,35.77,16.87,448823.46,21.28
754121.07,35.78,16.88,448742.02,21.29
753961.52,35.79,16.89,448736.45,21.3
753667.05,35.78,16.88,448379.44,21.29
753662.42,35.79,16.9,448361.49,21.29
753437.46,35.79,16.89,449516.29,21.35
753437.46,35.79,16.89,449516.29,21.35
753244.87,35.79,16.9,449489.5,21.36
753240.24,35.81,16.91,449691.88,21.38
753513.41,35.83,16.93,449696.57,21.38
753320.82,35.84,16.94,449736.04,21.39
753128.23,35.84,16.95,449712.91,21.4
752903.26,35.84,16.94,449677.56,21.41
752710.67,35.85,16.95,449645.62,21.41
752950.8,35.87,16.97,449715.67,21.42
752758.21,35.88,16.98,449910.91,21.44
752658.43,35.89,16.99,449871.45,21.45
752373.03,35.89,16.99,449702.49,21.45
752377.1,35.89,17.0,449706.56,21.45
752217.55,35.9,17.0,449701.74,21.46
752024.96,35.91,17.01,449670.8,21.47
751652.25,35.9,17.0,449632.1,21.47
751459.66,35.91,17.01,449736.79,21.49
751591.54,35.92,17.03,449698.16,21.49
751586.91,35.94,17.04,450243.67,21.53
751394.32,35.95,17.05,450167.48,21.54
751394.32,35.95,17.05,450167.48,21.54
751394.32,35.95,17.05,450167.48,21.54
751201.73,35.95,17.06,450128.41,21.54
751197.1,35.97,17.07,449856.11,21.54
751192.48,35.98,17.09,449766.37,21.54
750873.47,35.97,17.08,449449.77,21.53
750680.88,35.98,17.08,449625.34,21.55
750680.88,35.98,17.08,449625.34,21.55
750929.17,36.0,17.1,450859.01,21.61
750929.17,36.0,17.1,450943.87,21.62
750736.58,36.01,17.11,450844.5,21.62
750404.68,36.0,17.1,450629.72,21.62
750361.07,36.01,17.12,450638.91,21.63
750168.48,36.02,17.12,450547.9,21.63
750196.9,36.03,17.14,450557.76,21.64
750037.36,36.04,17.15,450560.28,21.65
749844.77,36.05,17.16,450535.63,21.66
749855.16,36.05,17.16,450539.95,21.66
749662.57,36.06,17.16,450522.09,21.67
749469.98,36.07,17.17,450517.9,21.68
749482.4,36.07,17.17,450520.25,21.68
749289.81,36.08,17.18,450562.64,21.69
749097.22,36.09,17.19,450770.58,21.71
748914.06,36.09,17.2,450626.46,21.72
748914.06,36.09,17.2,450626.46,21.72
748914.06,36.09,17.2,450626.46,21.72
748712.04,36.1,17.21,450503.29,21.72
747716.3,36.07,17.18,449507.55,21.69
747716.3,36.07,17.18,449507.55,21.69
747556.76,36.08,17.18,449512.97,21.7
747556.76,36.08,17.18,449512.97,21.7
747364.17,36.09,17.19,449477.21,21.7
747171.57,36.1,17.2,449467.56,21.71
746978.98,36.11,17.21,449530.04,21.73
746786.39,36.11,17.22,449461.54,21.74
746798.71,36.11,17.22,449650.86,21.74
746606.12,36.12,17.23,449857.06,21.77
746422.96,36.13,17.23,449686.71,21.77
746220.94,36.14,17.24,449635.73,21.78
746216.32,36.15,17.26,449613.35,21.78
746216.32,36.15,17.26,449613.35,21.78
746056.77,36.16,17.27,449609.08,21.79
746052.14,36.18,17.28,449586.79,21.8
745859.55,36.18,17.29,449555.85,21.81
745666.96,36.19,17.3,449640.33,21.82
745474.37,36.2,17.3,449558.18,21.83
745281.78,36.21,17.31,449546.17,21.84
744987.31,36.2,17.3,449439.74,21.84
744987.31,36.2,17.3,449439.74,21.84
744982.68,36.22,17.32,449433.54,21.85
744808.94,36.22,17.33,449831.16,21.88
744897.87,36.25,17.35,449879.66,21.89
744728.26,36.26,17.36,449885.93,21.9
744525.6,36.26,17.37,449861.0,21.91
744032.64,36.26,17.36,449398.62,21.9
743829.98,36.26,17.37,449382.11,21.91
744162.02,36.29,17.39,449401.28,21.91
742654.34,36.35,17.46,449340.13,22.0
742337.46,36.35,17.45,449329.3,22.0
742746.65,36.37,17.48,449743.81,22.02
742544.0,36.38,17.48,449755.38,22.03
741036.31,36.45,17.55,449694.23,22.12
740833.66,36.46,17.56,449674.41,22.13
739325.98,36.53,17.63,449613.26,22.21
739123.32,36.53,17.64,449609.53,22.22
739123.32,36.53,17.64,449609.53,22.22
738939.01,36.53,17.64,449195.61,22.21
738939.01,36.53,17.64,449195.61,22.21
738939.01,36.53,17.64,449240.94,22.21
738736.35,36.54,17.64,449361.34,22.23
738976.48,36.56,17.66,449344.51,22.23
738603.76,36.55,17.65,450624.36,22.3
738843.89,36.57,17.68,451069.14,22.33
738872.31,36.59,17.69,451078.99,22.34
738669.65,36.59,17.7,450949.94,22.34
738510.1,36.6,17.71,450952.46,22.35
738127.39,36.59,17.7,450693.02,22.34
738122.76,36.61,17.71,450670.65,22.35
737930.17,36.62,17.72,450632.48,22.36
737737.58,36.63,17.73,450628.13,22.37
737544.99,36.63,17.74,450672.17,22.39
737540.36,36.65,17.75,450649.88,22.39
737347.77,36.66,17.76,450682.76,22.41
737479.65,36.68,17.78,450738.03,22.42
737611.54,36.69,17.8,450691.7,22.42
737418.95,36.7,17.81,450709.58,22.43
737226.36,36.71,17.82,450770.54,22.45
737033.77,36.72,17.83,450593.64,22.45
736874.22,36.73,17.84,450596.16,22.46
737114.34,36.75,17.86,450576.57,22.46
736921.75,36.76,17.87,450538.41,22.47
736729.16,36.77,17.87,450554.77,22.49
736724.54,36.78,17.89,451982.14,22.57
736724.54,36.78,17.89,451941.42,22.56
736446.76,36.78,17.88,451599.2,22.55
736152.29,36.77,17.87,450851.9,22.52
736337.63,36.79,17.89,452062.38,22.58
736142.88,36.78,17.89,451397.42,22.55
735950.29,36.79,17.9,451413.04,22.57
735750.44,36.78,17.89,451683.66,22.58
735557.85,36.79,17.9,451685.28,22.59
735365.25,36.8,17.91,451731.88,22.61
735365.25,36.8,17.91,451779.84,22.61
735211.65,36.81,17.92,451967.19,22.63
734980.07,36.82,17.92,451674.14,22.63
