ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2c5a-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1097822.2,23.92,5.02,316950.82,6.91
1097987.13,23.93,5.02,316949.74,6.91
1098076.07,23.94,5.03,316848.13,6.91
1098071.44,23.94,5.04,316824.87,6.91
1097578.47,23.93,5.03,316290.68,6.9
1097578.47,23.93,5.03,316290.68,6.9
1097380.2,23.94,5.03,317619.44,6.93
1098544.01,23.96,5.06,318173.89,6.94
1098544.01,23.96,5.06,318173.89,6.94
1098345.74,23.96,5.06,317306.33,6.92
1098477.62,23.97,5.06,317357.48,6.92
1098392.04,23.97,5.07,317129.15,6.92
1099087.15,23.99,5.09,318602.31,6.95
1098888.88,23.99,5.09,318575.66,6.96
1098690.61,23.99,5.09,318685.68,6.96
1098492.34,23.99,5.09,318593.46,6.96
1098492.34,23.99,5.09,318593.46,6.96
1098732.46,24.0,5.1,318557.1,6.96
1098534.19,24.0,5.1,319228.35,6.98
1097026.51,24.01,5.11,319167.2,6.99
1096903.37,24.01,5.11,319101.38,6.99
1096903.37,24.01,5.11,319101.38,6.99
1096903.37,24.01,5.11,319101.38,6.99
1096615.44,24.01,5.11,318756.86,6.98
1096953.51,24.02,5.12,318933.38,6.98
1096953.51,24.02,5.12,318933.38,6.98
1096793.96,24.02,5.12,318938.8,6.99
1096796.46,24.02,5.12,318981.57,6.99
1096603.87,24.03,5.12,318954.95,6.99
1096411.28,24.03,5.12,318936.16,6.99
1096116.81,24.02,5.12,318538.24,6.98
1096007.06,24.02,5.12,318431.93,6.98
1095814.47,24.02,5.12,318559.12,6.98
1095519.99,24.02,5.11,318352.83,6.98
1095327.4,24.02,5.11,318329.19,6.98
1094954.69,24.01,5.11,318298.97,6.98
1094950.06,24.02,5.11,318555.56,6.99
1094964.31,24.02,5.11,318570.45,6.99
1094790.56,24.02,5.11,319189.45,7.0
1095005.1,24.03,5.12,319121.3,7.0
1095005.1,24.03,5.12,319121.3,7.0
1094386.54,24.02,5.12,318445.76,6.99
1094226.99,24.02,5.12,318448.28,6.99
1093820.12,24.02,5.11,317711.99,6.98
1093625.38,24.01,5.11,317450.23,6.97
1093432.79,24.02,5.11,317411.43,6.97
1093428.16,24.02,5.12,318173.93,6.99
1093668.29,24.03,5.12,318331.8,6.99
1093378.19,24.02,5.12,317734.45,6.98
1093185.6,24.02,5.12,317787.27,6.98
1092993.01,24.03,5.12,317760.41,6.98
1093051.4,24.03,5.13,318924.31,7.01
1092241.67,24.02,5.11,318099.71,6.99
1092049.08,24.02,5.12,318069.44,7.0
1092077.5,24.02,5.12,318079.3,7.0
1091884.91,24.02,5.12,318407.24,7.01
1091612.21,24.02,5.12,318100.72,7.0
1091944.26,24.03,5.13,318069.94,7.0
1091751.67,24.03,5.13,317832.09,7.0
1091559.08,24.03,5.13,317721.44,6.99
1091399.53,24.03,5.13,317716.18,7.0
1091206.94,24.03,5.13,317688.82,7.0
1090712.31,24.03,5.12,317719.48,7.0
1090952.43,24.03,5.13,317695.55,7.0
1090759.84,24.04,5.13,317798.49,7.0
1090567.25,24.04,5.13,317703.25,7.0
1090562.62,24.04,5.14,317686.84,7.0
1090370.03,24.04,5.14,317775.31,7.01
1090255.41,24.04,5.14,318553.76,7.03
1090255.41,24.04,5.14,318553.76,7.03
1089892.69,24.04,5.14,318541.73,7.03
1090128.4,24.05,5.15,318319.24,7.02
1089968.85,24.05,5.15,318314.41,7.02
1090208.98,24.06,5.16,318568.18,7.03
1090016.38,24.06,5.16,318542.66,7.03
1090011.76,24.06,5.16,318467.49,7.03
1090007.13,24.07,5.17,318719.67,7.04
1089814.54,24.07,5.17,318710.02,7.04
1089814.54,24.07,5.17,318710.02,7.04
1089621.95,24.07,5.17,318899.08,7.04
1089617.32,24.08,5.17,319897.34,7.07
1089424.73,24.08,5.17,319874.63,7.07
1089424.73,24.08,5.17,319874.63,7.07
1089310.11,24.08,5.18,319856.61,7.07
1089465.52,24.09,5.18,320402.71,7.08
1089305.98,24.09,5.19,320408.13,7.09
1088933.26,24.08,5.18,320015.39,7.08
1088740.67,24.08,5.18,319990.61,7.08
1088769.09,24.09,5.19,319975.38,7.08
1088900.97,24.1,5.19,320006.39,7.08
1089141.1,24.1,5.2,319979.53,7.08
1088846.62,24.1,5.2,319953.22,7.08
1088654.03,24.1,5.2,320014.24,7.08
1088461.44,24.1,5.2,320027.46,7.09
1088268.85,24.1,5.2,320017.01,7.09
1088268.85,24.1,5.2,320017.01,7.09
1087896.14,24.1,5.19,320160.33,7.09
1087896.14,24.1,5.19,320160.33,7.09
1087703.55,24.1,5.19,320201.73,7.09
1087603.77,24.1,5.2,320434.4,7.1
1087599.14,24.11,5.2,320355.33,7.1
1087313.74,24.1,5.2,319975.71,7.09
1087154.19,24.11,5.2,319981.12,7.1
1086455.34,24.1,5.19,319300.47,7.08
1086695.47,24.1,5.2,319233.06,7.08
1086076.9,24.1,5.19,318517.49,7.07
1085851.94,24.09,5.19,319029.39,7.08
1085659.35,24.09,5.19,318993.63,7.08
1085466.76,24.09,5.19,319352.39,7.09
1085466.76,24.09,5.19,319352.39,7.09
1085706.88,24.1,5.2,319165.52,7.09
1085702.26,24.11,5.2,319070.66,7.08
1085702.26,24.11,5.2,319070.66,7.08
1085509.67,24.11,5.2,319025.27,7.09
1085509.67,24.11,5.2,319025.27,7.09
1085375.96,24.11,5.2,320066.37,7.11
1085631.29,24.11,5.21,320326.97,7.12
1085631.29,24.11,5.21,320326.97,7.12
1085438.7,24.11,5.21,320018.74,7.11
1085070.13,24.11,5.2,319706.28,7.1
1085343.3,24.12,5.21,319710.93,7.1
1085228.67,24.12,5.22,320550.48,7.12
1084865.95,24.11,5.21,320514.59,7.12
1084861.33,24.12,5.21,320559.03,7.13
1084861.33,24.12,5.21,320511.46,7.13
1085016.74,24.13,5.22,320209.47,7.12
1084857.2,24.13,5.23,320214.88,7.12
1084664.61,24.13,5.23,320190.1,7.12
1084472.02,24.13,5.23,320169.47,7.12
1083853.45,24.12,5.22,319595.96,7.11
1083853.45,24.12,5.22,319595.96,7.11
1083853.45,24.12,5.22,319644.09,7.11
1084093.58,24.13,5.23,319616.57,7.11
1084093.58,24.13,5.23,319568.44,7.11
1084088.95,24.14,5.23,319551.86,7.11
1083896.36,24.14,5.23,319587.36,7.12
1083703.77,24.14,5.23,319554.64,7.12
1083699.15,24.14,5.24,319541.63,7.12
1083326.43,24.14,5.23,319690.0,7.12
1083326.43,24.14,5.23,319690.0,7.12
1083128.16,24.14,5.23,319598.0,7.12
1082954.41,24.14,5.23,320085.2,7.13
1083086.3,24.15,5.24,320044.01,7.13
1082967.67,24.15,5.24,319748.88,7.13
1082967.67,24.15,5.24,319800.57,7.13
1082682.27,24.15,5.24,319584.56,7.13
1082484.0,24.15,5.24,319524.14,7.13
1082285.73,24.15,5.24,321862.46,7.18
1081991.26,24.14,5.24,321750.4,7.18
1082323.3,24.15,5.25,322774.64,7.2
1082162.72,24.16,5.25,321809.18,7.18
1082039.45,24.16,5.25,320660.92,7.16
1082768.12,24.18,5.28,322187.63,7.19
1082608.57,24.18,5.28,322182.81,7.2
1082603.95,24.19,5.28,322514.61,7.21
1082603.95,24.19,5.28,322477.9,7.2
1082287.06,24.18,5.28,322112.03,7.2
1082094.47,24.18,5.28,322084.11,7.2
1081901.88,24.18,5.28,322145.2,7.2
1082266.97,24.19,5.29,322148.31,7.2
1082074.38,24.19,5.29,322105.56,7.2
1081757.49,24.19,5.29,322071.81,7.2
1081752.87,24.19,5.29,322118.5,7.2
1082084.91,24.2,5.3,322088.36,7.2
1082089.2,24.2,5.3,322133.49,7.21
1082089.2,24.2,5.3,322133.49,7.21
1082093.27,24.2,5.3,322146.63,7.21
1081652.84,24.2,5.3,321366.27,7.19
1081460.25,24.2,5.3,321341.06,7.19
1081455.62,24.2,5.3,321320.22,7.19
1081455.62,24.2,5.3,321320.22,7.19
1081451.0,24.21,5.3,321312.44,7.19
1081451.0,24.21,5.3,321304.01,7.19
1081134.11,24.2,5.3,321454.22,7.2
1081134.11,24.2,5.3,321454.22,7.2
1080941.52,24.2,5.3,321788.68,7.21
1081152.05,24.22,5.31,321981.81,7.21
1081152.05,24.22,5.31,321981.81,7.21
1081147.43,24.22,5.32,321992.42,7.21
1081387.55,24.23,5.32,321995.24,7.21
1081228.01,24.23,5.33,322000.66,7.22
1081413.34,24.24,5.33,323771.11,7.26
1081413.34,24.24,5.33,323771.11,7.26
1081413.34,24.24,5.33,323771.11,7.26
1080817.63,24.23,5.32,323221.99,7.25
1080625.04,24.23,5.33,323184.22,7.25
1080432.45,24.23,5.33,323223.69,7.25
1080239.86,24.23,5.33,323185.8,7.25
1080495.11,24.24,5.34,323177.08,7.25
1080495.11,24.24,5.34,323177.08,7.25
1080302.52,24.24,5.34,323161.6,7.25
1080109.93,24.24,5.34,323154.98,7.25
1080120.62,24.24,5.34,323170.51,7.25
1080120.62,24.24,5.34,323170.51,7.25
1080342.83,24.25,5.35,323197.7,7.26
1080342.83,24.25,5.35,323197.7,7.26
1080150.24,24.25,5.35,323363.97,7.26
1079957.65,24.25,5.35,323189.44,7.26
1079767.69,24.25,5.35,322576.02,7.24
1079404.97,24.24,5.34,322671.26,7.25
1079245.43,24.25,5.34,322665.68,7.25
1079430.76,24.25,5.35,322629.4,7.25
1079238.17,24.26,5.35,322599.62,7.25
1079045.58,24.26,5.35,322641.33,7.25
1078880.36,24.26,5.35,322637.77,7.25
1078687.77,24.26,5.36,322589.91,7.25
1078495.18,24.26,5.36,322582.66,7.26
1078495.18,24.26,5.36,322582.66,7.26
1078495.18,24.26,5.36,322582.66,7.26
1078495.18,24.26,5.36,322582.66,7.26
1078495.18,24.26,5.36,322536.76,7.26
1078495.18,24.26,5.36,322662.11,7.26
1078495.18,24.26,5.36,322662.11,7.26
1078735.3,24.27,5.36,322642.9,7.26
1078542.71,24.27,5.37,322836.4,7.26
1078538.08,24.27,5.37,322959.69,7.27
1078538.08,24.27,5.37,322959.69,7.27
1078250.16,24.27,5.36,322842.76,7.27
1078057.57,24.27,5.37,322776.22,7.27
1077864.97,24.27,5.37,322636.87,7.27
1077666.7,24.27,5.37,322609.6,7.27
1077468.43,24.27,5.37,322658.64,7.27
1077463.81,24.28,5.37,322644.27,7.27
1077265.54,24.28,5.37,322615.99,7.27
1077067.27,24.28,5.38,322579.62,7.27
1076869.0,24.28,5.38,323040.55,7.28
1076869.0,24.28,5.38,323040.55,7.28
1076680.15,24.28,5.38,322710.41,7.28
1076902.36,24.29,5.39,324360.77,7.32
1076897.73,24.29,5.39,324905.48,7.33
1076907.91,24.29,5.39,324907.61,7.33
1076700.22,24.3,5.39,324764.43,7.33
1076706.32,24.3,5.39,324766.09,7.33
1076546.78,24.3,5.39,324771.5,7.33
1076354.19,24.3,5.39,324730.39,7.33
1076519.12,24.31,5.4,324729.31,7.33
1076519.12,24.31,5.4,324729.31,7.33
1076326.53,24.31,5.4,324783.53,7.33
1076133.93,24.31,5.4,324734.83,7.34
1076133.93,24.31,5.4,325314.63,7.35
1076129.31,24.31,5.41,325291.37,7.35
1076167.0,24.31,5.41,327027.82,7.39
1075974.41,24.31,5.41,327009.24,7.39
1075689.34,24.31,5.41,326279.59,7.37
1075689.34,24.31,5.41,326279.59,7.37
1075496.75,24.31,5.41,326381.69,7.38
1073989.07,24.32,5.42,326320.55,7.39
1073796.48,24.32,5.42,326210.19,7.39
1073928.36,24.33,5.42,326261.33,7.39
1073735.77,24.33,5.43,326257.2,7.39
1076910.68,24.4,5.5,327826.02,7.43
1076751.13,24.4,5.5,327821.2,7.43
1076558.54,24.4,5.5,327793.28,7.43
1076365.95,24.41,5.5,327851.12,7.43
1076173.36,24.41,5.5,327801.3,7.43
1076173.36,24.41,5.5,327801.3,7.43
1076168.73,24.41,5.51,327765.96,7.43
1075976.14,24.41,5.51,327744.82,7.44
1075783.55,24.41,5.51,327968.57,7.44
1075590.96,24.41,5.51,327869.81,7.44
1075276.16,24.41,5.51,328087.76,7.45
1074903.45,24.4,5.5,327641.29,7.44
1074710.86,24.4,5.5,327501.01,7.44
1074391.85,24.4,5.5,327184.42,7.43
1074523.73,24.41,5.5,327154.75,7.43
1074238.67,24.4,5.5,326859.9,7.42
1074079.12,24.4,5.5,326854.02,7.43
1073886.53,24.4,5.5,326823.54,7.43
1074197.73,24.41,5.51,327573.58,7.44
1073852.23,24.41,5.5,326981.44,7.43
1073659.63,24.41,5.51,327060.34,7.44
1073844.97,24.42,5.51,326891.89,7.43
1073840.35,24.42,5.52,329002.18,7.48
1073840.35,24.42,5.52,329002.18,7.48
1073647.76,24.42,5.52,328915.02,7.48
1073455.16,24.42,5.52,329118.4,7.49
1073448.19,24.43,5.53,329236.42,7.49
1073476.61,24.43,5.53,329246.28,7.49
1073621.44,24.44,5.54,329687.25,7.51
1072905.81,24.43,5.53,328908.35,7.49
1072746.27,24.43,5.53,328910.88,7.49
1072878.15,24.44,5.54,328876.68,7.49
1072685.56,24.44,5.54,328837.89,7.49
1072492.97,24.44,5.54,328944.29,7.5
1072300.38,24.44,5.54,328854.0,7.5
1072540.5,24.45,5.55,328900.41,7.5
1072347.91,24.45,5.55,328872.85,7.5
1072155.32,24.45,5.55,329120.17,7.51
1071972.15,24.46,5.55,328910.42,7.5
1071972.15,24.46,5.55,328910.42,7.5
1071770.14,24.46,5.55,328859.43,7.5
1071765.51,24.46,5.56,328827.15,7.51
1071605.97,24.46,5.56,328829.67,7.51
1071601.34,24.47,5.56,328798.5,7.51
1071596.71,24.47,5.57,329164.06,7.52
1071596.71,24.47,5.57,329164.06,7.52
1071404.12,24.47,5.57,329140.33,7.52
1071211.53,24.47,5.57,329121.54,7.52
1071343.42,24.48,5.58,329537.27,7.53
1071150.83,24.48,5.58,329604.55,7.53
1071146.2,24.49,5.58,330319.29,7.55
1070773.48,24.48,5.58,330452.49,7.56
1070479.01,24.48,5.57,330000.05,7.55
1070274.29,24.47,5.57,329956.84,7.54
1070081.7,24.47,5.57,329930.8,7.55
1069889.11,24.48,5.57,329878.11,7.55
1069917.53,24.48,5.58,329887.96,7.55
1069917.53,24.48,5.58,329887.96,7.55
1069912.9,24.48,5.58,329865.59,7.55
1069912.9,24.48,5.58,329865.59,7.55
1069720.31,24.49,5.58,330018.38,7.55
1069852.19,24.49,5.59,329993.99,7.55
1069852.19,24.49,5.59,329948.84,7.55
1069852.19,24.49,5.59,329993.99,7.55
1070092.32,24.5,5.6,330020.7,7.56
1069729.6,24.49,5.59,330013.48,7.56
1069411.93,24.49,5.59,329693.79,7.55
1069219.34,24.49,5.59,329531.3,7.55
1069214.71,24.5,5.59,329508.13,7.55
1069055.17,24.5,5.59,329490.66,7.55
1069295.29,24.51,5.6,330061.69,7.56
1069102.7,24.51,5.6,330109.51,7.57
1069234.59,24.51,5.61,330317.62,7.57
1069041.99,24.51,5.61,330293.71,7.57
1068849.4,24.52,5.61,330248.62,7.57
1068656.81,24.52,5.61,330419.19,7.58
1068652.19,24.52,5.62,330994.25,7.59
1068652.19,24.52,5.62,330994.25,7.59
1068459.6,24.52,5.62,330917.16,7.59
1068276.43,24.52,5.62,330852.17,7.6
1067971.95,24.52,5.61,330528.97,7.59
1067812.41,24.52,5.62,330520.38,7.59
1067610.39,24.52,5.62,330469.39,7.59
1067417.8,24.52,5.62,330442.21,7.59
1067417.8,24.52,5.62,330442.75,7.59
1067225.21,24.52,5.62,330656.57,7.6
1067032.62,24.53,5.62,330433.89,7.59
1067061.04,24.53,5.63,330443.75,7.6
1066868.45,24.53,5.63,330551.92,7.6
1066861.48,24.54,5.63,331643.0,7.63
1066703.52,24.53,5.63,331491.6,7.62
1067128.45,24.55,5.65,331271.57,7.62
1067123.83,24.55,5.65,331249.2,7.62
1066964.28,24.56,5.65,331240.61,7.62
1066964.28,24.56,5.65,331194.93,7.62
1066771.69,24.56,5.65,331167.75,7.62
1066579.1,24.56,5.65,331376.57,7.63
1066579.1,24.56,5.65,331376.57,7.63
1066386.51,24.56,5.66,331317.26,7.63
1066387.49,24.56,5.66,331372.6,7.63
1066093.02,24.56,5.65,330892.42,7.62
1065798.54,24.55,5.65,330752.54,7.62
1065605.95,24.55,5.65,330590.05,7.62
1065605.95,24.55,5.65,330590.05,7.62
1065605.95,24.55,5.65,330590.05,7.62
1065415.99,24.55,5.64,330297.82,7.61
1065601.33,24.56,5.65,330314.66,7.61
1065408.74,24.56,5.65,330762.55,7.62
1065225.57,24.56,5.65,330368.65,7.62
1065220.94,24.56,5.66,330349.58,7.62
1065352.83,24.57,5.67,330371.43,7.62
1065484.71,24.58,5.67,331057.85,7.64
1065480.08,24.58,5.68,331533.3,7.65
1065480.08,24.58,5.68,331533.3,7.65
1065278.07,24.58,5.68,331466.91,7.65
1065118.52,24.58,5.68,331467.23,7.65
1064745.81,24.58,5.67,331635.59,7.66
1064741.18,24.58,5.68,332149.6,7.67
1064741.18,24.58,5.68,332149.6,7.67
1064536.46,24.58,5.67,331724.4,7.66
1064343.87,24.58,5.68,331701.12,7.66
1064343.87,24.58,5.68,331701.12,7.66
1064372.29,24.59,5.68,331710.98,7.66
1064179.7,24.59,5.68,331752.45,7.66
1064411.66,24.59,5.69,331758.85,7.67
1064047.11,24.59,5.68,331728.02,7.67
1064042.48,24.59,5.69,331706.5,7.67
1064042.48,24.59,5.69,331706.5,7.67
1064037.85,24.6,5.69,331700.58,7.67
1063845.26,24.6,5.69,331676.92,7.67
1063652.67,24.6,5.7,331643.54,7.67
1063460.08,24.6,5.7,331975.8,7.68
1063306.47,24.6,5.7,331818.97,7.68
1063108.2,24.6,5.7,331717.76,7.68
1062876.63,24.61,5.7,331519.7,7.67
1062718.17,24.6,5.7,331361.25,7.67
1062713.55,24.61,5.7,331412.32,7.67
1062515.28,24.61,5.7,331369.02,7.67
1062763.57,24.62,5.71,331324.97,7.67
1062565.3,24.62,5.71,331733.27,7.69
1062367.03,24.62,5.71,331776.51,7.69
1062168.76,24.62,5.72,331661.07,7.69
1062354.09,24.63,5.72,332856.66,7.72
1062271.74,24.63,5.73,332723.06,7.71
1062267.11,24.64,5.73,333195.43,7.73
1062472.74,24.65,5.74,333739.14,7.74
1062268.02,24.64,5.74,333749.09,7.74
1062272.09,24.64,5.74,333762.24,7.74
1062272.09,24.64,5.74,333762.24,7.74
1062300.51,24.65,5.74,333772.09,7.74
1062140.96,24.65,5.75,333777.51,7.75
1061846.49,24.65,5.74,333701.89,7.75
1061508.56,24.64,5.74,333108.24,7.73
1061214.09,24.63,5.73,333070.15,7.73
1061214.09,24.63,5.73,333070.15,7.73
1061214.09,24.63,5.73,333070.15,7.73
1060843.21,24.63,5.72,332537.15,7.72
1060843.21,24.63,5.72,332537.15,7.72
1060650.62,24.63,5.73,332499.11,7.72
1060458.03,24.63,5.73,332491.74,7.72
1059739.94,24.62,5.72,331712.84,7.71
1059980.07,24.63,5.72,331685.82,7.71
1059980.07,24.63,5.72,331685.82,7.71
1059607.35,24.62,5.72,331668.28,7.71
1059414.76,24.62,5.72,331820.56,7.71
1059222.17,24.62,5.72,331817.04,7.71
1059462.3,24.63,5.73,331906.56,7.72
1059269.7,24.63,5.73,331863.95,7.72
1059119.32,24.64,5.73,332041.76,7.72
1058884.52,24.64,5.73,331736.66,7.72
1058884.52,24.64,5.73,331736.66,7.72
1058884.52,24.64,5.73,331736.66,7.72
1058884.52,24.64,5.73,331736.66,7.72
1058724.98,24.64,5.73,331739.18,7.72
1058856.86,24.65,5.74,331647.45,7.72
1058664.27,24.65,5.74,331609.16,7.72
1058471.68,24.65,5.74,331705.9,7.72
1058279.09,24.65,5.75,331610.59,7.72
1058279.09,24.65,5.75,331610.59,7.72
1058279.09,24.65,5.75,331610.59,7.72
1058279.09,24.65,5.75,331610.59,7.72
1058274.46,24.65,5.75,331604.56,7.73
1057911.75,24.65,5.74,332003.66,7.74
1057907.12,24.65,5.75,331766.15,7.73
1057714.53,24.65,5.75,331864.04,7.74
1057599.9,24.66,5.75,332653.69,7.76
1057785.24,24.66,5.76,332484.06,7.75
1057785.24,24.66,5.76,332484.06,7.75
1057785.24,24.66,5.76,332484.06,7.75
1057785.24,24.66,5.76,332484.06,7.75
1057780.62,24.67,5.77,334064.23,7.79
1057780.62,24.67,5.77,334064.23,7.79
1057780.62,24.67,5.77,334064.23,7.79
1057809.03,24.67,5.77,334074.09,7.79
1058061.52,24.69,5.78,333902.91,7.79
1057901.97,24.69,5.78,333893.14,7.79
1057709.38,24.69,5.79,333870.29,7.79
1057949.51,24.7,5.79,333843.26,7.79
1057756.92,24.7,5.8,333835.89,7.8
1057564.33,24.7,5.8,333871.39,7.8
1056916.26,24.69,5.78,333223.52,7.78
1056723.67,24.69,5.79,333190.78,7.79
1056723.67,24.69,5.79,333190.78,7.79
1056360.95,24.68,5.78,333231.74,7.79
1056168.36,24.69,5.78,333631.75,7.8
1056408.49,24.69,5.79,333595.96,7.8
1056208.63,24.69,5.79,333681.49,7.8
1056340.51,24.7,5.79,333656.58,7.8
1056226.4,24.7,5.8,333384.84,7.8
1056066.86,24.7,5.8,333380.46,7.8
1056198.74,24.71,5.81,333374.77,7.8
1056194.12,24.71,5.81,334123.9,7.82
1056001.52,24.72,5.81,334096.31,7.82
1054493.84,24.73,5.82,334035.17,7.83
1054489.22,24.73,5.83,334067.18,7.83
1054621.1,24.74,5.83,334832.12,7.85
1054428.51,24.74,5.83,334947.57,7.86
1054235.92,24.74,5.84,334883.33,7.86
1054264.34,24.75,5.84,334893.18,7.86
1054059.62,24.74,5.84,334462.57,7.85
1053788.54,24.74,5.84,334310.38,7.85
1053783.92,24.75,5.84,334288.01,7.85
1052276.24,24.76,5.85,334226.87,7.86
1051560.61,24.75,5.84,333483.7,7.85
1051555.98,24.75,5.85,333461.41,7.85
1051363.39,24.75,5.85,333470.26,7.85
1050990.67,24.75,5.84,333616.46,7.86
1050986.05,24.75,5.85,333610.26,7.86
1050981.42,24.76,5.85,333659.18,7.86
1051113.3,24.76,5.86,333613.3,7.86
1050948.08,24.76,5.86,333616.56,7.86
1050948.08,24.76,5.86,333616.56,7.86
1050774.33,24.77,5.86,333696.24,7.87
1050574.48,24.76,5.86,333722.38,7.87
1050592.42,24.77,5.86,333914.91,7.87
1050592.42,24.77,5.86,333914.91,7.87
1050840.71,24.78,5.87,333903.47,7.87
1050469.83,24.77,5.87,335084.04,7.9
1050271.56,24.77,5.87,335059.11,7.9
1050073.29,24.77,5.87,335178.6,7.91
1049828.81,24.77,5.87,334916.95,7.9
1049828.81,24.77,5.87,334916.95,7.9
1049630.54,24.77,5.87,334907.41,7.9
1049520.79,24.77,5.86,334800.12,7.9
1049520.79,24.77,5.86,334853.18,7.9
1049098.82,24.76,5.86,334491.75,7.9
1048900.55,24.77,5.86,334487.6,7.9
1048702.28,24.77,5.86,334759.99,7.91
1048702.28,24.77,5.86,334759.99,7.91
1048544.8,24.77,5.87,334601.43,7.9
1048540.17,24.77,5.87,334868.8,7.91
1048301.11,24.77,5.87,334612.01,7.91
1048329.53,24.78,5.88,334621.87,7.91
1048324.91,24.78,5.88,334599.5,7.91
1048165.36,24.79,5.88,334604.91,7.91
1047972.77,24.79,5.88,334580.13,7.91
1047678.3,24.78,5.88,334175.21,7.9
1047680.75,24.78,5.88,334168.31,7.9
1047488.16,24.78,5.88,334147.68,7.91
1047728.28,24.79,5.89,334124.05,7.91
1047535.69,24.79,5.89,334147.06,7.91
1047343.1,24.79,5.89,334303.2,7.91
1047338.48,24.8,5.9,334343.67,7.92
1047338.48,24.8,5.9,334311.38,7.92
1047145.88,24.8,5.9,334194.21,7.92
1046992.28,24.8,5.9,334309.14,7.92
1046992.28,24.8,5.9,334309.14,7.92
1046760.7,24.8,5.9,334111.08,7.92
1046601.16,24.81,5.9,334138.41,7.92
1046408.57,24.81,5.9,334113.78,7.92
1046408.57,24.81,5.9,334157.78,7.92
1046403.94,24.81,5.91,334113.64,7.92
1046211.35,24.81,5.91,334104.74,7.92
1046018.76,24.81,5.91,334128.64,7.93
1045826.17,24.82,5.91,334274.32,7.93
1045633.58,24.82,5.91,334222.13,7.93
1045765.46,24.82,5.92,334727.88,7.95
1045611.85,24.83,5.92,334638.69,7.95
1045380.28,24.83,5.92,334555.56,7.95
1045220.73,24.83,5.92,334551.56,7.95
1045028.14,24.83,5.93,334525.22,7.95
1045028.14,24.83,5.93,334494.32,7.95
1045023.52,24.83,5.93,334891.47,7.96
1045208.86,24.84,5.94,335462.11,7.97
1045016.26,24.84,5.94,335477.8,7.98
1044823.67,24.85,5.94,335579.65,7.98
1044631.08,24.85,5.94,335701.23,7.98
1044886.34,24.86,5.95,335692.51,7.99
1044858.97,24.86,5.96,336541.48,8.01
1045115.84,24.87,5.97,336241.66,8.0
1044308.56,24.86,5.96,335422.59,7.98
1044308.56,24.86,5.96,335422.59,7.98
1044303.94,24.86,5.96,335398.25,7.99
1044299.31,24.87,5.96,335436.01,7.99
1043926.6,24.86,5.96,335642.44,7.99
1043767.05,24.87,5.96,335638.43,8.0
1043574.46,24.87,5.96,335606.67,8.0
1043814.59,24.88,5.97,335592.73,8.0
1043451.87,24.87,5.96,335561.63,8.0
1043447.24,24.87,5.97,335653.19,8.0
1043687.37,24.88,5.98,335626.22,8.0
1043314.65,24.88,5.97,335571.57,8.0
1043122.06,24.88,5.97,335935.76,8.01
1043362.19,24.89,5.98,335916.09,8.01
1043169.6,24.89,5.98,335757.95,8.01
1042796.88,24.88,5.98,336952.03,8.04
1042796.88,24.88,5.98,336987.46,8.04
1042632.56,24.88,5.98,338255.76,8.07
1042632.56,24.88,5.98,338255.76,8.07
1044026.52,24.92,6.02,338756.03,8.09
1043866.97,24.92,6.02,338758.55,8.09
1043862.35,24.93,6.02,338872.41,8.09
1043669.75,24.93,6.03,338834.24,8.09
1043934.76,24.94,6.04,338812.22,8.09
1043560.21,24.93,6.03,338857.11,8.1
1043560.21,24.93,6.03,338849.06,8.1
1043367.62,24.94,6.03,338921.39,8.1
1043371.37,24.94,6.03,338933.5,8.1
1042634.05,24.94,6.04,338970.26,8.11
1042634.05,24.94,6.04,338970.26,8.11
1042882.34,24.95,6.05,338935.49,8.11
1042882.34,24.95,6.05,338935.49,8.11
1042689.75,24.95,6.05,338888.49,8.11
1042318.87,24.95,6.04,338864.53,8.11
1042450.75,24.95,6.05,339094.04,8.12
1042258.16,24.95,6.05,339055.6,8.12
1042065.57,24.96,6.05,339446.67,8.13
1042305.7,24.96,6.06,339289.97,8.13
1042301.07,24.97,6.06,339244.0,8.13
1042301.07,24.97,6.06,339244.0,8.13
1042296.44,24.97,6.07,339205.84,8.13
1042296.44,24.97,6.07,339205.84,8.13
1041923.73,24.97,6.06,340026.47,8.15
1041919.1,24.97,6.07,340057.74,8.15
1041768.72,24.97,6.07,339913.19,8.15
1041764.09,24.98,6.07,340107.7,8.15
1042037.26,24.99,6.08,340112.35,8.16
1041664.55,24.98,6.08,340082.97,8.16
1041429.75,24.98,6.08,339824.06,8.15
