ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
577,1206,929960,6212,929960
577,1206,930280,6212,930280
577,1206,931090,6212,931090
577,1206,931550,6212,931550
578,1207,931780,6212,931780
578,1207,932430,6212,932430
578,1207,932430,6212,932430
579,1208,932980,6212,932980
580,1212,933790,6212,933790
580,1212,933790,6212,933790
580,1212,934440,6212,934440
580,1212,935250,6212,935250
580,1212,936060,6212,936060
580,1212,936290,6212,936290
581,1216,936760,6212,936760
581,1216,937230,6212,937230
581,1216,937700,6212,937700
581,1216,938510,6212,938510
581,1216,938830,6212,938830
581,1216,938830,6212,938830
581,1216,939300,6212,939300
581,1216,939300,6212,939300
581,1216,939300,6212,939300
582,1220,939950,6212,939950
582,1220,939950,6212,939950
582,1220,940270,6212,940270
582,1220,940430,6212,940430
582,1220,940660,6212,940660
582,1220,940980,6212,940980
582,1220,941440,6212,941440
582,1220,942090,6212,942090
582,1220,942410,6212,942410
582,1220,942730,6212,942730
582,1220,943540,6212,943540
583,1224,944350,6212,944350
583,1224,945160,6212,945160
583,1224,945750,6212,945750
583,1224,946070,6212,946070
583,1224,946390,6212,946390
583,1224,946860,6212,946860
583,1224,947330,6212,947330
584,1228,948140,6212,948140
584,1228,948610,6212,948610
584,1228,948930,6212,948930
584,1228,949740,6212,949740
584,1228,950210,6212,950210
584,1228,950680,6212,950680
585,1232,951490,6212,951490
585,1232,952040,6212,952040
585,1232,952360,6212,952360
585,1232,952360,6212,952360
585,1232,952830,6212,952830
585,1232,953640,6212,953640
585,1232,953960,6212,953960
585,1232,953960,6212,953960
586,1236,954550,6212,954550
586,1236,955020,6212,955020
586,1236,955490,6212,955490
586,1236,955960,6212,955960
586,1236,956430,6212,956430
586,1236,956750,6212,956750
586,1236,957220,6212,957220
586,1236,957220,6212,957220
586,1236,957690,6212,957690
587,1240,958500,6212,958500
587,1240,958970,6212,958970
587,1240,959780,6212,959780
587,1240,960100,6212,960100
587,1240,960100,6212,960100
587,1240,960260,6212,960260
587,1240,961070,6212,961070
588,1244,961300,6212,961300
588,1244,961300,6212,961300
588,1244,961850,6212,961850
588,1244,961850,6212,961850
588,1244,962660,6212,962660
588,1244,962980,6212,962980
588,1244,963630,6212,963630
588,1244,964440,6212,964440
589,1248,964670,6212,964670
589,1248,964670,6212,964670
589,1248,965480,6212,965480
589,1248,965700,6212,965700
589,1248,965930,6212,965930
589,1248,966400,6212,966400
589,1248,966400,6212,966400
589,1248,967050,6212,967050
589,1248,967700,6212,967700
590,1252,968510,6212,968510
590,1252,968830,6212,968830
590,1252,968830,6212,968830
590,1252,969300,6212,969300
590,1252,969770,6212,969770
590,1252,970240,6212,970240
590,1252,970240,6212,970240
590,1252,970700,6212,970700
590,1252,971170,6212,971170
590,1252,971170,6212,971170
591,1256,971720,6212,971720
591,1256,971720,6212,971720
591,1256,972370,6212,972370
591,1256,972370,6212,972370
591,1256,973180,6212,973180
591,1256,973180,6212,973180
591,1256,973290,6212,973290
591,1256,973290,6212,973290
591,1256,974100,6212,974100
592,1260,974910,6212,974910
592,1260,975380,6212,975380
592,1260,975380,6212,975380
592,1260,975850,6212,975850
592,1260,976660,6212,976660
592,1260,977470,6212,977470
592,1260,977700,6212,977700
593,1264,978350,6212,978350
593,1264,978670,6212,978670
593,1264,979480,6212,979480
593,1264,979800,6212,979800
593,1264,980390,6212,980390
593,1264,981200,6212,981200
594,1268,981670,6212,981670
594,1268,982140,6212,982140
594,1268,982950,6212,982950
594,1268,983420,6212,983420
594,1268,983740,6212,983740
594,1268,984550,6212,984550
595,1272,985360,6212,985360
595,1272,985830,6212,985830
595,1272,986300,6212,986300
595,1272,987110,6212,987110
595,1272,987570,6212,987570
595,1272,988040,6212,988040
596,1276,988630,6212,988630
596,1276,989220,6212,989220
596,1276,990030,6212,990030
596,1276,990030,6212,990030
596,1276,990840,6212,990840
596,1276,990840,6212,990840
597,1284,991650,6212,991650
597,1284,992120,6212,992120
597,1284,992120,6212,992120
597,1284,992930,6212,992930
597,1284,992930,6212,992930
597,1284,993740,6212,993740
597,1284,994060,6212,994060
597,1284,994290,6212,994290
597,1284,995100,6212,995100
597,1284,995910,6212,995910
597,1284,996070,6212,996070
597,1284,996530,6212,996530
597,1284,997000,6212,997000
597,1284,997000,6212,997000
597,1284,997320,6212,997320
597,1284,998130,6212,998130
597,1284,998780,6212,998780
598,1292,999250,6212,999250
598,1292,999620,6212,999620
598,1292,1000430,6212,1000430
598,1292,1000750,6212,1000750
598,1292,1000750,6212,1000750
598,1292,1001560,6212,1001560
598,1292,1002370,6212,1002370
598,1292,1003020,6212,1003020
598,1292,1003340,6212,1003340
598,1292,1003340,6212,1003340
598,1292,1003890,6212,1003890
598,1292,1004360,6212,1004360
599,1300,1004680,6212,1004680
599,1300,1004680,6212,1004680
599,1300,1005140,6212,1005140
599,1300,1005140,6212,1005140
599,1300,1005610,6212,1005610
599,1300,1006200,6212,1006200
599,1300,1006520,6212,1006520
599,1300,1006630,6212,1006630
599,1300,1007100,6212,1007100
599,1300,1007100,6212,1007100
599,1300,1007580,6212,1007580
599,1300,1007580,6212,1007580
599,1300,1007740,6212,1007740
599,1300,1008200,6212,1008200
600,1308,1008660,6212,1008660
600,1308,1009470,6212,1009470
600,1308,1009790,6212,1009790
600,1308,1009790,6212,1009790
600,1308,1010260,6212,1010260
600,1308,1010730,6212,1010730
600,1308,1011050,6212,1011050
600,1308,1011600,6212,1011600
600,1308,1012070,6212,1012070
601,1316,1012720,6212,1012720
601,1316,1013530,6212,1013530
601,1316,1014000,6212,1014000
601,1316,1014550,6212,1014550
601,1316,1014780,6212,1014780
601,1316,1015590,6212,1015590
601,1316,1016240,6212,1016240
601,1316,1017050,6212,1017050
601,1316,1017860,6212,1017860
601,1316,1018670,6212,1018670
601,1316,1019320,6212,1019320
602,1324,1019790,6212,1019790
602,1324,1020600,6212,1020600
602,1324,1021070,6212,1021070
602,1324,1021530,6212,1021530
602,1324,1022000,6212,1022000
602,1324,1022000,6212,1022000
602,1324,1022810,6212,1022810
602,1324,1023620,6212,1023620
602,1324,1024090,6212,1024090
603,1332,1024740,6212,1024740
603,1332,1025550,6212,1025550
603,1332,1026360,6212,1026360
603,1332,1026830,6212,1026830
603,1332,1027060,6212,1027060
603,1332,1027530,6212,1027530
603,1332,1028340,6212,1028340
603,1332,1028660,6212,1028660
603,1332,1028980,6212,1028980
603,1332,1029790,6212,1029790
603,1332,1029790,6212,1029790
603,1332,1030380,6212,1030380
603,1332,1030700,6212,1030700
603,1332,1031510,6212,1031510
603,1332,1032320,6212,1032320
604,1340,1033130,6212,1033130
604,1340,1033290,6212,1033290
604,1340,1033760,6212,1033760
604,1340,1034230,6212,1034230
604,1340,1035040,6212,1035040
604,1340,1035510,6212,1035510
604,1340,1035830,6212,1035830
604,1340,1036050,6212,1036050
604,1340,1036520,6212,1036520
604,1340,1037330,6212,1037330
604,1340,1038140,6212,1038140
604,1340,1038950,6212,1038950
604,1340,1039760,6212,1039760
605,1348,1040080,6212,1040080
605,1348,1040400,6212,1040400
605,1348,1040870,6212,1040870
605,1348,1041680,6212,1041680
605,1348,1042330,6212,1042330
605,1348,1042330,6212,1042330
605,1348,1042980,6212,1042980
605,1348,1043210,6212,1043210
605,1348,1044020,6212,1044020
605,1348,1044490,6212,1044490
605,1348,1044860,6212,1044860
605,1348,1045670,6212,1045670
605,1348,1046480,6212,1046480
605,1348,1046480,6212,1046480
606,1356,1046950,6212,1046950
606,1356,1047180,6212,1047180
606,1356,1047650,6212,1047650
606,1356,1048460,6212,1048460
606,1356,1049270,6212,1049270
606,1356,1049490,6212,1049490
606,1356,1049950,6212,1049950
606,1356,1049950,6212,1049950
606,1356,1050420,6212,1050420
606,1356,1050420,6212,1050420
606,1356,1051070,6212,1051070
606,1356,1051880,6212,1051880
606,1356,1052350,6212,1052350
606,1356,1052940,6212,1052940
606,1356,1053160,6212,1053160
607,1364,1053970,6212,1053970
607,1364,1054620,6212,1054620
607,1364,1055210,6212,1055210
607,1364,1055440,6212,1055440
607,1364,1055910,6212,1055910
607,1364,1056720,6212,1056720
607,1364,1057370,6212,1057370
607,1364,1057840,6212,1057840
607,1364,1058310,6212,1058310
607,1364,1058470,6212,1058470
607,1364,1059280,6212,1059280
607,1364,1060090,6212,1060090
608,1372,1060900,6212,1060900
608,1372,1061710,6212,1061710
608,1372,1062520,6212,1062520
608,1372,1063330,6212,1063330
608,1372,1063800,6212,1063800
608,1372,1064270,6212,1064270
608,1372,1064590,6212,1064590
608,1372,1065400,6212,1065400
608,1372,1066210,6212,1066210
608,1372,1066210,6212,1066210
608,1372,1066530,6212,1066530
608,1372,1067340,6212,1067340
608,1372,1067340,6212,1067340
608,1372,1067560,6212,1067560
609,1380,1067880,6212,1067880
609,1380,1068340,6212,1068340
609,1380,1068810,6212,1068810
609,1380,1068810,6212,1068810
609,1380,1069620,6212,1069620
609,1380,1070430,6212,1070430
609,1380,1071080,6212,1071080
609,1380,1071080,6212,1071080
609,1380,1071890,6212,1071890
609,1380,1071890,6212,1071890
609,1380,1072360,6212,1072360
609,1380,1073170,6212,1073170
609,1380,1073980,6212,1073980
609,1380,1074210,6212,1074210
610,1388,1074680,6212,1074680
610,1388,1074680,6212,1074680
610,1388,1075150,6212,1075150
610,1388,1075610,6212,1075610
610,1388,1076420,6212,1076420
610,1388,1077230,6212,1077230
610,1388,1078040,6212,1078040
610,1388,1078510,6212,1078510
610,1388,1079100,6212,1079100
610,1388,1079420,6212,1079420
610,1388,1079790,6212,1079790
610,1388,1080600,6212,1080600
610,1388,1080920,6212,1080920
611,1396,1081510,6212,1081510
611,1396,1081830,6212,1081830
611,1396,1082290,6212,1082290
611,1396,1082610,6212,1082610
611,1396,1083080,6212,1083080
611,1396,1083550,6212,1083550
611,1396,1083870,6212,1083870
611,1396,1084680,6212,1084680
611,1396,1085330,6212,1085330
611,1396,1086140,6212,1086140
611,1396,1086950,6212,1086950
611,1396,1087600,6212,1087600
612,1404,1088070,6212,1088070
612,1404,1088720,6212,1088720
612,1404,1089040,6212,1089040
612,1404,1089690,6212,1089690
612,1404,1090160,6212,1090160
612,1404,1090970,6212,1090970
612,1404,1091130,6212,1091130
612,1404,1091600,6212,1091600
612,1404,1092410,6212,1092410
612,1404,1092410,6212,1092410
612,1404,1092880,6212,1092880
612,1404,1093350,6212,1093350
612,1404,1093820,6212,1093820
612,1404,1094630,6212,1094630
613,1412,1095440,6212,1095440
613,1412,1095440,6212,1095440
613,1412,1095910,6212,1095910
613,1412,1096380,6212,1096380
613,1412,1097030,6212,1097030
613,1412,1097350,6212,1097350
613,1412,1097820,6212,1097820
613,1412,1098290,6212,1098290
613,1412,1098760,6212,1098760
613,1412,1099080,6212,1099080
613,1412,1099080,6212,1099080
613,1412,1099890,6212,1099890
613,1412,1100700,6212,1100700
613,1412,1101510,6212,1101510
613,1412,1101740,6212,1101740
614,1420,1102210,6212,1102210
614,1420,1103020,6212,1103020
614,1420,1103830,6212,1103830
614,1420,1104640,6212,1104640
614,1420,1104960,6212,1104960
614,1420,1104960,6212,1104960
614,1420,1104960,6212,1104960
614,1420,1105420,6212,1105420
614,1420,1105580,6212,1105580
614,1420,1106050,6212,1106050
614,1420,1106050,6212,1106050
614,1420,1106700,6212,1106700
614,1420,1107020,6212,1107020
614,1420,1107340,6212,1107340
614,1420,1107810,6212,1107810
614,1420,1108130,6212,1108130
614,1420,1108940,6212,1108940
615,1428,1109750,6212,1109750
615,1428,1110220,6212,1110220
615,1428,1110690,6212,1110690
615,1428,1111500,6212,1111500
615,1428,1112310,6212,1112310
615,1428,1112770,6212,1112770
615,1428,1113420,6212,1113420
615,1428,1113420,6212,1113420
615,1428,1114230,6212,1114230
615,1428,1115040,6212,1115040
615,1428,1115040,6212,1115040
616,1436,1115850,6212,1115850
616,1436,1116660,6212,1116660
616,1436,1117470,6212,1117470
616,1436,1118280,6212,1118280
616,1436,1118510,6212,1118510
616,1436,1119320,6212,1119320
616,1436,1119320,6212,1119320
616,1436,1119320,6212,1119320
616,1436,1119790,6212,1119790
616,1436,1120260,6212,1120260
616,1436,1120730,6212,1120730
616,1436,1121540,6212,1121540
617,1444,1122350,6212,1122350
617,1444,1123160,6212,1123160
617,1444,1123630,6212,1123630
617,1444,1124440,6212,1124440
617,1444,1124910,6212,1124910
617,1444,1125720,6212,1125720
617,1444,1126530,6212,1126530
617,1444,1126760,6212,1126760
617,1444,1127570,6212,1127570
617,1444,1127900,6212,1127900
617,1444,1128130,6212,1128130
617,1444,1128450,6212,1128450
618,1452,1128820,6212,1128820
618,1452,1129290,6212,1129290
618,1452,1129760,6212,1129760
618,1452,1129990,6212,1129990
618,1452,1130460,6212,1130460
618,1452,1131110,6212,1131110
618,1452,1131430,6212,1131430
618,1452,1131750,6212,1131750
618,1452,1132560,6212,1132560
618,1452,1132560,6212,1132560
618,1452,1133370,6212,1133370
618,1452,1134020,6212,1134020
618,1452,1134020,6212,1134020
618,1452,1134020,6212,1134020
618,1452,1134250,6212,1134250
618,1452,1134720,6212,1134720
618,1452,1135530,6212,1135530
619,1460,1136340,6212,1136340
619,1460,1136990,6212,1136990
619,1460,1137640,6212,1137640
619,1460,1138190,6212,1138190
619,1460,1139000,6212,1139000
619,1460,1139810,6212,1139810
619,1460,1140620,6212,1140620
619,1460,1140620,6212,1140620
619,1460,1140620,6212,1140620
619,1460,1141170,6212,1141170
619,1460,1141400,6212,1141400
620,1468,1142210,6212,1142210
620,1468,1142440,6212,1142440
620,1468,1143250,6212,1143250
620,1468,1143250,6212,1143250
620,1468,1143840,6212,1143840
620,1468,1144650,6212,1144650
620,1468,1145460,6212,1145460
620,1468,1145930,6212,1145930
620,1468,1146090,6212,1146090
620,1468,1146560,6212,1146560
620,1468,1147210,6212,1147210
620,1468,1147680,6212,1147680
620,1468,1148150,6212,1148150
620,1468,1148480,6212,1148480
620,1468,1148800,6212,1148800
621,1476,1149270,6212,1149270
621,1476,1150080,6212,1150080
621,1476,1150240,6212,1150240
621,1476,1150240,6212,1150240
621,1476,1151050,6212,1151050
621,1476,1151520,6212,1151520
621,1476,1151840,6212,1151840
621,1476,1152070,6212,1152070
621,1476,1152880,6212,1152880
621,1476,1153530,6212,1153530
621,1476,1153530,6212,1153530
621,1476,1153900,6212,1153900
621,1476,1153900,6212,1153900
621,1476,1154370,6212,1154370
621,1476,1154600,6212,1154600
621,1476,1155410,6212,1155410
621,1476,1156220,6212,1156220
622,1484,1156570,6212,1156570
622,1484,1157040,6212,1157040
622,1484,1157360,6212,1157360
622,1484,1157680,6212,1157680
622,1484,1158490,6212,1158490
622,1484,1159300,6212,1159300
622,1484,1160110,6212,1160110
622,1484,1160340,6212,1160340
622,1484,1160570,6212,1160570
622,1484,1161380,6212,1161380
622,1484,1161380,6212,1161380
622,1484,1162190,6212,1162190
622,1484,1162660,6212,1162660
623,1492,1162980,6212,1162980
623,1492,1163450,6212,1163450
623,1492,1163910,6212,1163910
623,1492,1164720,6212,1164720
623,1492,1165180,6212,1165180
623,1492,1165500,6212,1165500
623,1492,1165500,6212,1165500
623,1492,1165500,6212,1165500
623,1492,1165970,6212,1165970
623,1492,1165970,6212,1165970
623,1492,1166780,6212,1166780
623,1492,1166780,6212,1166780
623,1492,1167250,6212,1167250
623,1492,1168060,6212,1168060
623,1492,1168870,6212,1168870
623,1492,1169340,6212,1169340
624,1500,1169810,6212,1169810
624,1500,1170620,6212,1170620
624,1500,1171080,6212,1171080
624,1500,1171540,6212,1171540
624,1500,1171860,6212,1171860
624,1500,1172330,6212,1172330
624,1500,1172800,6212,1172800
624,1500,1172800,6212,1172800
624,1500,1173610,6212,1173610
624,1500,1173660,6212,1173660
624,1500,1174120,6212,1174120
624,1500,1174710,6212,1174710
624,1500,1175520,6212,1175520
624,1500,1175520,6212,1175520
624,1500,1175520,6212,1175520
625,1508,1176330,6212,1176330
625,1508,1177140,6212,1177140
625,1508,1177370,6212,1177370
625,1508,1177480,6212,1177480
625,1508,1177850,6212,1177850
625,1508,1178660,6212,1178660
625,1508,1178980,6212,1178980
625,1508,1178980,6212,1178980
625,1508,1179450,6212,1179450
625,1508,1179820,6212,1179820
625,1508,1180370,6212,1180370
625,1508,1180370,6212,1180370
625,1508,1180840,6212,1180840
625,1508,1180840,6212,1180840
625,1508,1181310,6212,1181310
625,1508,1182120,6212,1182120
625,1508,1182590,6212,1182590
626,1516,1183400,6212,1183400
626,1516,1183400,6212,1183400
626,1516,1184210,6212,1184210
626,1516,1184860,6212,1184860
626,1516,1185510,6212,1185510
626,1516,1185830,6212,1185830
626,1516,1186380,6212,1186380
626,1516,1186610,6212,1186610
626,1516,1186840,6212,1186840
626,1516,1187210,6212,1187210
626,1516,1187210,6212,1187210
626,1516,1187680,6212,1187680
626,1516,1188490,6212,1188490
626,1516,1188960,6212,1188960
626,1516,1189280,6212,1189280
626,1516,1190090,6212,1190090
626,1516,1190090,6212,1190090
627,1524,1190560,6212,1190560
627,1524,1190880,6212,1190880
627,1524,1191350,6212,1191350
627,1524,1191820,6212,1191820
627,1524,1191820,6212,1191820
627,1524,1191980,6212,1191980
627,1524,1192450,6212,1192450
627,1524,1193260,6212,1193260
627,1524,1193730,6212,1193730
627,1524,1193950,6212,1193950
627,1524,1194760,6212,1194760
627,1524,1194760,6212,1194760
627,1524,1195310,6212,1195310
627,1524,1196120,6212,1196120
627,1524,1196710,6212,1196710
628,1532,1197520,6212,1197520
628,1532,1197990,6212,1197990
628,1532,1198460,6212,1198460
628,1532,1199270,6212,1199270
628,1532,1199270,6212,1199270
628,1532,1200080,6212,1200080
628,1532,1200550,6212,1200550
628,1532,1201360,6212,1201360
628,1532,1201830,6212,1201830
628,1532,1202150,6212,1202150
628,1532,1202470,6212,1202470
628,1532,1203060,6212,1203060
628,1532,1203530,6212,1203530
628,1532,1203990,6212,1203990
628,1532,1204100,6212,1204100
628,1532,1204570,6212,1204570
628,1532,1204940,6212,1204940
629,1540,1205590,6212,1205590
629,1540,1205590,6212,1205590
629,1540,1206060,6212,1206060
629,1540,1206380,6212,1206380
629,1540,1206700,6212,1206700
629,1540,1207510,6212,1207510
629,1540,1207730,6212,1207730
629,1540,1208050,6212,1208050
629,1540,1208520,6212,1208520
629,1540,1208990,6212,1208990
629,1540,1208990,6212,1208990
629,1540,1209800,6212,1209800
629,1540,1210270,6212,1210270
630,1548,1210740,6212,1210740
630,1548,1211290,6212,1211290
630,1548,1211760,6212,1211760
630,1548,1212230,6212,1212230
630,1548,1213040,6212,1213040
630,1548,1213200,6212,1213200
630,1548,1214010,6212,1214010
630,1548,1214010,6212,1214010
630,1548,1214480,6212,1214480
630,1548,1215290,6212,1215290
630,1548,1215290,6212,1215290
630,1548,1215290,6212,1215290
630,1548,1215610,6212,1215610
630,1548,1216070,6212,1216070
630,1548,1216880,6212,1216880
630,1548,1217690,6212,1217690
630,1548,1218340,6212,1218340
631,1556,1218990,6212,1218990
631,1556,1219800,6212,1219800
631,1556,1219800,6212,1219800
631,1556,1219960,6212,1219960
631,1556,1220430,6212,1220430
631,1556,1221240,6212,1221240
631,1556,1221560,6212,1221560
631,1556,1222040,6212,1222040
631,1556,1222040,6212,1222040
631,1556,1222410,6212,1222410
631,1556,1222410,6212,1222410
631,1556,1222780,6212,1222780
631,1556,1223010,6212,1223010
631,1556,1223820,6212,1223820
631,1556,1223820,6212,1223820
631,1556,1224630,6212,1224630
631,1556,1224950,6212,1224950
631,1556,1225420,6212,1225420
631,1556,1225890,6212,1225890
632,1564,1226700,6212,1226700
632,1564,1227510,6212,1227510
632,1564,1228320,6212,1228320
632,1564,1228790,6212,1228790
632,1564,1229600,6212,1229600
632,1564,1230070,6212,1230070
632,1564,1230880,6212,1230880
632,1564,1231690,6212,1231690
632,1564,1232500,6212,1232500
633,1572,1232970,6212,1232970
633,1572,1233200,6212,1233200
633,1572,1233850,6212,1233850
633,1572,1234660,6212,1234660
633,1572,1235120,6212,1235120
633,1572,1235590,6212,1235590
633,1572,1236400,6212,1236400
633,1572,1236870,6212,1236870
633,1572,1236870,6212,1236870
633,1572,1237330,6212,1237330
633,1572,1237650,6212,1237650
633,1572,1238120,6212,1238120
633,1572,1238580,6212,1238580
633,1572,1239050,6212,1239050
634,1580,1239520,6212,1239520
634,1580,1240330,6212,1240330
634,1580,1240330,6212,1240330
634,1580,1241140,6212,1241140
634,1580,1241950,6212,1241950
634,1580,1241950,6212,1241950
634,1580,1242420,6212,1242420
634,1580,1243230,6212,1243230
634,1580,1243880,6212,1243880
634,1580,1244690,6212,1244690
634,1580,1244690,6212,1244690
634,1580,1244690,6212,1244690
634,1580,1245500,6212,1245500
634,1580,1245730,6212,1245730
635,1588,1246200,6212,1246200
635,1588,1246670,6212,1246670
635,1588,1247220,6212,1247220
635,1588,1248030,6212,1248030
635,1588,1248510,6212,1248510
635,1588,1248970,6212,1248970
635,1588,1249780,6212,1249780
635,1588,1250010,6212,1250010
635,1588,1250480,6212,1250480
635,1588,1251130,6212,1251130
635,1588,1251600,6212,1251600
635,1588,1252410,6212,1252410
636,1596,1253060,6212,1253060
636,1596,1253870,6212,1253870
636,1596,1254190,6212,1254190
636,1596,1254510,6212,1254510
636,1596,1254510,6212,1254510
636,1596,1254980,6212,1254980
636,1596,1255300,6212,1255300
636,1596,1255770,6212,1255770
636,1596,1256420,6212,1256420
636,1596,1257230,6212,1257230
636,1596,1258040,6212,1258040
636,1596,1258850,6212,1258850
636,1596,1259320,6212,1259320
636,1596,1259640,6212,1259640
637,1604,1259870,6212,1259870
637,1604,1260680,6212,1260680
637,1604,1261490,6212,1261490
637,1604,1261960,6212,1261960
637,1604,1262430,6212,1262430
637,1604,1263240,6212,1263240
637,1604,1264050,6212,1264050
637,1604,1264280,6212,1264280
637,1604,1265090,6212,1265090
637,1604,1265740,6212,1265740
637,1604,1266210,6212,1266210
638,1612,1267020,6212,1267020
638,1612,1267490,6212,1267490
638,1612,1268300,6212,1268300
638,1612,1268770,6212,1268770
638,1612,1269090,6212,1269090
638,1612,1269090,6212,1269090
638,1612,1269560,6212,1269560
638,1612,1269880,6212,1269880
638,1612,1270690,6212,1270690
638,1612,1271010,6212,1271010
638,1612,1271480,6212,1271480
638,1612,1272290,6212,1272290
638,1612,1272940,6212,1272940
638,1612,1273170,6212,1273170
639,1620,1273980,6212,1273980
639,1620,1274450,6212,1274450
639,1620,1275260,6212,1275260
639,1620,1276070,6212,1276070
639,1620,1276880,6212,1276880
639,1620,1277200,6212,1277200
639,1620,1278010,6212,1278010
639,1620,1278230,6212,1278230
639,1620,1278550,6212,1278550
639,1620,1278920,6212,1278920
639,1620,1279390,6212,1279390
639,1620,1279390,6212,1279390
640,1628,1280200,6212,1280200
640,1628,1280520,6212,1280520
640,1628,1281330,6212,1281330
640,1628,1281490,6212,1281490
640,1628,1281960,6212,1281960
640,1628,1282430,6212,1282430
640,1628,1283240,6212,1283240
640,1628,1283710,6212,1283710
640,1628,1284180,6212,1284180
640,1628,1284340,6212,1284340
640,1628,1285150,6212,1285150
640,1628,1285800,6212,1285800
640,1628,1286390,6212,1286390
640,1628,1286740,6212,1286740
641,1636,1287550,6212,1287550
641,1636,1288100,6212,1288100
641,1636,1288910,6212,1288910
641,1636,1289380,6212,1289380
641,1636,1289380,6212,1289380
641,1636,1289970,6212,1289970
641,1636,1289970,6212,1289970
641,1636,1290440,6212,1290440
641,1636,1290910,6212,1290910
641,1636,1291230,6212,1291230
641,1636,1291700,6212,1291700
641,1636,1292510,6212,1292510
641,1636,1293320,6212,1293320
641,1636,1293320,6212,1293320
641,1636,1293640,6212,1293640
642,1644,1294110,6212,1294110
642,1644,1294110,6212,1294110
642,1644,1294760,6212,1294760
642,1644,1295230,6212,1295230
642,1644,1295550,6212,1295550
642,1644,1295870,6212,1295870
642,1644,1296340,6212,1296340
642,1644,1296810,6212,1296810
642,1644,1297140,6212,1297140
642,1644,1297580,6212,1297580
642,1644,1298390,6212,1298390
642,1644,1299200,6212,1299200
642,1644,1299670,6212,1299670
642,1644,1299990,6212,1299990
642,1644,1300540,6212,1300540
643,1652,1301010,6212,1301010
643,1652,1301170,6212,1301170
643,1652,1301170,6212,1301170
643,1652,1301640,6212,1301640
643,1652,1301960,6212,1301960
643,1652,1302550,6212,1302550
643,1652,1303360,6212,1303360
643,1652,1303360,6212,1303360
643,1652,1303590,6212,1303590
643,1652,1303820,6212,1303820
643,1652,1304140,6212,1304140
643,1652,1304370,6212,1304370
643,1652,1304840,6212,1304840
643,1652,1304840,6212,1304840
643,1652,1305650,6212,1305650
643,1652,1305970,6212,1305970
643,1652,1306440,6212,1306440
643,1652,1307250,6212,1307250
644,1660,1308060,6212,1308060
644,1660,1308650,6212,1308650
644,1660,1309460,6212,1309460
644,1660,1310270,6212,1310270
644,1660,1310740,6212,1310740
644,1660,1311210,6212,1311210
644,1660,1311530,6212,1311530
644,1660,1311760,6212,1311760
644,1660,1312350,6212,1312350
644,1660,1312820,6212,1312820
644,1660,1313050,6212,1313050
644,1660,1313860,6212,1313860
645,1668,1314670,6212,1314670
645,1668,1315480,6212,1315480
645,1668,1316290,6212,1316290
645,1668,1316290,6212,1316290
645,1668,1317100,6212,1317100
645,1668,1317910,6212,1317910
645,1668,1318230,6212,1318230
645,1668,1318230,6212,1318230
645,1668,1318700,6212,1318700
645,1668,1319510,6212,1319510
645,1668,1320320,6212,1320320
645,1668,1320480,6212,1320480
645,1668,1320950,6212,1320950
645,1668,1321420,6212,1321420
646,1676,1322230,6212,1322230
646,1676,1322880,6212,1322880
646,1676,1323200,6212,1323200
646,1676,1323750,6212,1323750
646,1676,1323750,6212,1323750
646,1676,1324560,6212,1324560
646,1676,1324910,6212,1324910
646,1676,1325380,6212,1325380
646,1676,1325850,6212,1325850
646,1676,1326660,6212,1326660
646,1676,1326980,6212,1326980
646,1676,1327450,6212,1327450
646,1676,1327920,6212,1327920
646,1676,1328240,6212,1328240
647,1684,1328710,6212,1328710
647,1684,1329180,6212,1329180
647,1684,1329650,6212,1329650
647,1684,1330120,6212,1330120
647,1684,1330930,6212,1330930
647,1684,1330930,6212,1330930
647,1684,1331740,6212,1331740
647,1684,1332210,6212,1332210
647,1684,1332680,6212,1332680
647,1684,1333150,6212,1333150
647,1684,1333370,6212,1333370
647,1684,1334180,6212,1334180
647,1684,1334500,6212,1334500
647,1684,1334730,6212,1334730
648,1692,1335540,6212,1335540
648,1692,1335590,6212,1335590
648,1692,1336060,6212,1336060
648,1692,1336530,6212,1336530
648,1692,1337000,6212,1337000
648,1692,1337000,6212,1337000
648,1692,1337810,6212,1337810
648,1692,1337810,6212,1337810
648,1692,1338620,6212,1338620
648,1692,1338620,6212,1338620
648,1692,1339090,6212,1339090
648,1692,1339740,6212,1339740
648,1692,1340220,6212,1340220
648,1692,1340680,6212,1340680
648,1692,1341150,6212,1341150
649,1700,1341960,6212,1341960
649,1700,1342610,6212,1342610
649,1700,1342930,6212,1342930
649,1700,1343740,6212,1343740
649,1700,1344210,6212,1344210
