ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_9c90-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
1107,5364,4498870,6212,4498870
1108,5372,4499520,6212,4499520
1108,5372,4499990,6212,4499990
1108,5372,4500800,6212,4500800
1108,5372,4501120,6212,4501120
1108,5372,4501930,6212,4501930
1108,5372,4501930,6212,4501930
1108,5372,4502390,6212,4502390
1108,5372,4502390,6212,4502390
1108,5372,4503200,6212,4503200
1108,5372,4503200,6212,4503200
1108,5372,4503200,6212,4503200
1108,5372,4504010,6212,4504010
1108,5372,4504230,6212,4504230
1108,5372,4505040,6212,4505040
1109,5380,4505850,6212,4505850
1109,5380,4506310,6212,4506310
1109,5380,4506420,6212,4506420
1109,5380,4506890,6212,4506890
1109,5380,4507210,6212,4507210
1109,5380,4507680,6212,4507680
1109,5380,4508150,6212,4508150
1109,5380,4508150,6212,4508150
1109,5380,4508960,6212,4508960
1109,5380,4509420,6212,4509420
1109,5380,4510230,6212,4510230
1109,5380,4510700,6212,4510700
1109,5380,4511290,6212,4511290
1109,5380,4511750,6212,4511750
1109,5380,4512210,6212,4512210
1110,5388,4513020,6212,4513020
1110,5388,4513830,6212,4513830
1110,5388,4514640,6212,4514640
1110,5388,4515450,6212,4515450
1110,5388,4515920,6212,4515920
1110,5388,4516730,6212,4516730
1110,5388,4517200,6212,4517200
1110,5388,4518010,6212,4518010
1110,5388,4518820,6212,4518820
1110,5388,4518980,6212,4518980
1110,5388,4519300,6212,4519300
1111,5396,4520110,6212,4520110
1111,5396,4520480,6212,4520480
1111,5396,4520480,6212,4520480
1111,5396,4520710,6212,4520710
1111,5396,4521520,6212,4521520
1111,5396,4522170,6212,4522170
1111,5396,4522330,6212,4522330
1111,5396,4522920,6212,4522920
1111,5396,4523140,6212,4523140
1111,5396,4523610,6212,4523610
1111,5396,4524420,6212,4524420
1111,5396,4524970,6212,4524970
1111,5396,4525440,6212,4525440
1111,5396,4525910,6212,4525910
1111,5396,4526380,6212,4526380
1112,5404,4527030,6212,4527030
1112,5404,4527490,6212,4527490
1112,5404,4527810,6212,4527810
1112,5404,4528620,6212,4528620
1112,5404,4528940,6212,4528940
1112,5404,4528940,6212,4528940
1112,5404,4528940,6212,4528940
1112,5404,4528940,6212,4528940
1112,5404,4529410,6212,4529410
1112,5404,4529870,6212,4529870
1112,5404,4529870,6212,4529870
1112,5404,4529870,6212,4529870
1112,5404,4530680,6212,4530680
1112,5404,4531490,6212,4531490
1112,5404,4532300,6212,4532300
1112,5404,4532770,6212,4532770
1112,5404,4533580,6212,4533580
1113,5412,4534390,6212,4534390
1113,5412,4535200,6212,4535200
1113,5412,4535520,6212,4535520
1113,5412,4535520,6212,4535520
1113,5412,4535840,6212,4535840
1113,5412,4536650,6212,4536650
1113,5412,4537460,6212,4537460
1113,5412,4537930,6212,4537930
1113,5412,4538580,6212,4538580
1113,5412,4539390,6212,4539390
1113,5412,4539860,6212,4539860
1114,5420,4540510,6212,4540510
1114,5420,4540510,6212,4540510
1114,5420,4540970,6212,4540970
1114,5420,4541780,6212,4541780
1114,5420,4542590,6212,4542590
1114,5420,4543400,6212,4543400
1114,5420,4544050,6212,4544050
1114,5420,4544860,6212,4544860
1114,5420,4545330,6212,4545330
1114,5420,4545330,6212,4545330
1114,5420,4545920,6212,4545920
1115,5428,4546570,6212,4546570
1115,5428,4546570,6212,4546570
1115,5428,4547380,6212,4547380
1115,5428,4547700,6212,4547700
1115,5428,4548350,6212,4548350
1115,5428,4549160,6212,4549160
1115,5428,4549160,6212,4549160
1115,5428,4549480,6212,4549480
1115,5428,4549710,6212,4549710
1115,5428,4550170,6212,4550170
1115,5428,4550980,6212,4550980
1115,5428,4551200,6212,4551200
1115,5428,4551670,6212,4551670
1115,5428,4552140,6212,4552140
1115,5428,4552950,6212,4552950
1115,5428,4553420,6212,4553420
1116,5436,4554230,6212,4554230
1116,5436,4554230,6212,4554230
1116,5436,4554780,6212,4554780
1116,5436,4555250,6212,4555250
1116,5436,4556060,6212,4556060
1116,5436,4556870,6212,4556870
1116,5436,4557100,6212,4557100
1116,5436,4557650,6212,4557650
1116,5436,4557650,6212,4557650
1116,5436,4558120,6212,4558120
1116,5436,4558120,6212,4558120
1116,5436,4558930,6212,4558930
1116,5436,4559400,6212,4559400
1117,5444,4560210,6212,4560210
1117,5444,4561020,6212,4561020
1117,5444,4561670,6212,4561670
1117,5444,4562140,6212,4562140
1117,5444,4562190,6212,4562190
1117,5444,4563000,6212,4563000
1117,5444,4563810,6212,4563810
1117,5444,4564130,6212,4564130
1117,5444,4564940,6212,4564940
1117,5444,4565590,6212,4565590
1117,5444,4566400,6212,4566400
1117,5444,4566400,6212,4566400
1117,5444,4566630,6212,4566630
1118,5452,4567440,6212,4567440
1118,5452,4568250,6212,4568250
1118,5452,4569060,6212,4569060
1118,5452,4569530,6212,4569530
1118,5452,4570340,6212,4570340
1118,5452,4571150,6212,4571150
1118,5452,4571620,6212,4571620
1118,5452,4572090,6212,4572090
1118,5452,4572560,6212,4572560
1118,5452,4573030,6212,4573030
1119,5460,4573840,6212,4573840
1119,5460,4574650,6212,4574650
1119,5460,4575120,6212,4575120
1119,5460,4575710,6212,4575710
1119,5460,4575710,6212,4575710
1119,5460,4576170,6212,4576170
1119,5460,4576640,6212,4576640
1119,5460,4576640,6212,4576640
1119,5460,4576640,6212,4576640
1119,5460,4576640,6212,4576640
1119,5460,4577110,6212,4577110
1119,5460,4577760,6212,4577760
1119,5460,4578080,6212,4578080
1119,5460,4578080,6212,4578080
1119,5460,4578190,6212,4578190
1119,5460,4578840,6212,4578840
1119,5460,4578950,6212,4578950
1119,5460,4579270,6212,4579270
1119,5460,4580080,6212,4580080
1120,5468,4580890,6212,4580890
1120,5468,4581700,6212,4581700
1120,5468,4582250,6212,4582250
1120,5468,4582720,6212,4582720
1120,5468,4583530,6212,4583530
1120,5468,4583760,6212,4583760
1120,5468,4584230,6212,4584230
1120,5468,4584460,6212,4584460
1120,5468,4585270,6212,4585270
1120,5468,4585740,6212,4585740
1120,5468,4586110,6212,4586110
1120,5468,4586430,6212,4586430
1120,5468,4586900,6212,4586900
1120,5468,4587550,6212,4587550
1121,5476,4588140,6212,4588140
1121,5476,4588140,6212,4588140
1121,5476,4588610,6212,4588610
1121,5476,4589080,6212,4589080
1121,5476,4589080,6212,4589080
1121,5476,4589240,6212,4589240
1121,5476,4590050,6212,4590050
1121,5476,4590860,6212,4590860
1121,5476,4591090,6212,4591090
1121,5476,4591900,6212,4591900
1121,5476,4592710,6212,4592710
1121,5476,4592940,6212,4592940
1121,5476,4593750,6212,4593750
1121,5476,4594560,6212,4594560
1121,5476,4595030,6212,4595030
1121,5476,4595190,6212,4595190
1122,5484,4596000,6212,4596000
1122,5484,4596810,6212,4596810
1122,5484,4597040,6212,4597040
1122,5484,4597360,6212,4597360
1122,5484,4597910,6212,4597910
1122,5484,4598380,6212,4598380
1122,5484,4599190,6212,4599190
1122,5484,4600000,6212,4600000
1122,5484,4600650,6212,4600650
1122,5484,4601120,6212,4601120
1122,5484,4601930,6212,4601930
1123,5492,4602580,6212,4602580
1123,5492,4603050,6212,4603050
1123,5492,4603050,6212,4603050
1123,5492,4603520,6212,4603520
1123,5492,4603520,6212,4603520
1123,5492,4603840,6212,4603840
1123,5492,4604210,6212,4604210
1123,5492,4604530,6212,4604530
1123,5492,4605340,6212,4605340
1123,5492,4605660,6212,4605660
1123,5492,4606130,6212,4606130
1123,5492,4606600,6212,4606600
1123,5492,4607410,6212,4607410
1123,5492,4607960,6212,4607960
1123,5492,4607960,6212,4607960
1123,5492,4608770,6212,4608770
1124,5500,4609240,6212,4609240
1124,5500,4610050,6212,4610050
1124,5500,4610860,6212,4610860
1124,5500,4611670,6212,4611670
1124,5500,4612480,6212,4612480
1124,5500,4612480,6212,4612480
1124,5500,4612950,6212,4612950
1124,5500,4613420,6212,4613420
1124,5500,4613890,6212,4613890
1124,5500,4614210,6212,4614210
1124,5500,4615020,6212,4615020
1124,5500,4615490,6212,4615490
1125,5508,4616300,6212,4616300
1125,5508,4616530,6212,4616530
1125,5508,4617000,6212,4617000
1125,5508,4617220,6212,4617220
1125,5508,4617690,6212,4617690
1125,5508,4618500,6212,4618500
1125,5508,4619310,6212,4619310
1125,5508,4619780,6212,4619780
1125,5508,4620430,6212,4620430
1125,5508,4621240,6212,4621240
1125,5508,4621710,6212,4621710
1125,5508,4621710,6212,4621710
1125,5508,4622260,6212,4622260
1125,5508,4622490,6212,4622490
1125,5508,4622720,6212,4622720
1126,5516,4623530,6212,4623530
1126,5516,4623530,6212,4623530
1126,5516,4624340,6212,4624340
1126,5516,4625150,6212,4625150
1126,5516,4625150,6212,4625150
1126,5516,4625960,6212,4625960
1126,5516,4626770,6212,4626770
1126,5516,4626770,6212,4626770
1126,5516,4627090,6212,4627090
1126,5516,4627900,6212,4627900
1126,5516,4628710,6212,4628710
1126,5516,4629030,6212,4629030
1126,5516,4629620,6212,4629620
1126,5516,4629620,6212,4629620
1127,5524,4630090,6212,4630090
1127,5524,4630740,6212,4630740
1127,5524,4631210,6212,4631210
1127,5524,4631680,6212,4631680
1127,5524,4632150,6212,4632150
1127,5524,4632740,6212,4632740
1127,5524,4633210,6212,4633210
1127,5524,4633680,6212,4633680
1127,5524,4634150,6212,4634150
1127,5524,4634960,6212,4634960
1128,5532,4635430,6212,4635430
1128,5532,4636240,6212,4636240
1128,5532,4636560,6212,4636560
1128,5532,4637370,6212,4637370
1128,5532,4638180,6212,4638180
1128,5532,4638990,6212,4638990
1128,5532,4639210,6212,4639210
1128,5532,4640020,6212,4640020
1128,5532,4640490,6212,4640490
1128,5532,4640810,6212,4640810
1128,5532,4641270,6212,4641270
1128,5532,4641590,6212,4641590
1129,5540,4642400,6212,4642400
1129,5540,4643210,6212,4643210
1129,5540,4644020,6212,4644020
1129,5540,4644340,6212,4644340
1129,5540,4644810,6212,4644810
1129,5540,4645280,6212,4645280
1129,5540,4645280,6212,4645280
1129,5540,4645870,6212,4645870
1129,5540,4645870,6212,4645870
1129,5540,4646680,6212,4646680
1129,5540,4647490,6212,4647490
1130,5548,4648140,6212,4648140
1130,5548,4648370,6212,4648370
1130,5548,4649180,6212,4649180
1130,5548,4649730,6212,4649730
1130,5548,4649730,6212,4649730
1130,5548,4650200,6212,4650200
1130,5548,4650200,6212,4650200
1130,5548,4650670,6212,4650670
1130,5548,4651140,6212,4651140
1130,5548,4651610,6212,4651610
1130,5548,4652080,6212,4652080
1130,5548,4652400,6212,4652400
1130,5548,4652870,6212,4652870
1130,5548,4653340,6212,4653340
1130,5548,4653500,6212,4653500
1130,5548,4654310,6212,4654310
1130,5548,4655120,6212,4655120
1131,5556,4655930,6212,4655930
1131,5556,4656250,6212,4656250
1131,5556,4656840,6212,4656840
1131,5556,4657490,6212,4657490
1131,5556,4657490,6212,4657490
1131,5556,4657810,6212,4657810
1131,5556,4658280,6212,4658280
1131,5556,4658500,6212,4658500
1131,5556,4658970,6212,4658970
1131,5556,4659560,6212,4659560
1131,5556,4659790,6212,4659790
1131,5556,4660110,6212,4660110
1131,5556,4660110,6212,4660110
1131,5556,4660580,6212,4660580
1131,5556,4661390,6212,4661390
1131,5556,4662200,6212,4662200
1132,5564,4663010,6212,4663010
1132,5564,4663470,6212,4663470
1132,5564,4663940,6212,4663940
1132,5564,4663940,6212,4663940
1132,5564,4664750,6212,4664750
1132,5564,4665070,6212,4665070
1132,5564,4665880,6212,4665880
1132,5564,4666350,6212,4666350
1132,5564,4666820,6212,4666820
1132,5564,4667290,6212,4667290
1132,5564,4668100,6212,4668100
1132,5564,4668570,6212,4668570
1132,5564,4668890,6212,4668890
1133,5572,4669700,6212,4669700
1133,5572,4670510,6212,4670510
1133,5572,4670510,6212,4670510
1133,5572,4670980,6212,4670980
1133,5572,4671440,6212,4671440
1133,5572,4672250,6212,4672250
1133,5572,4672730,6212,4672730
1133,5572,4672960,6212,4672960
1133,5572,4672960,6212,4672960
1133,5572,4673510,6212,4673510
1133,5572,4673510,6212,4673510
1133,5572,4673980,6212,4673980
1133,5572,4674790,6212,4674790
1133,5572,4674950,6212,4674950
1134,5580,4675600,6212,4675600
1134,5580,4676070,6212,4676070
1134,5580,4676880,6212,4676880
1134,5580,4677200,6212,4677200
1134,5580,4677570,6212,4677570
1134,5580,4678040,6212,4678040
1134,5580,4678510,6212,4678510
1134,5580,4678740,6212,4678740
1134,5580,4678740,6212,4678740
1134,5580,4679390,6212,4679390
1134,5580,4679710,6212,4679710
1134,5580,4679710,6212,4679710
1134,5580,4680180,6212,4680180
1134,5580,4680990,6212,4680990
1134,5580,4681800,6212,4681800
1134,5580,4682270,6212,4682270
1135,5588,4683080,6212,4683080
1135,5588,4683890,6212,4683890
1135,5588,4684360,6212,4684360
1135,5588,4685010,6212,4685010
1135,5588,4685230,6212,4685230
1135,5588,4686040,6212,4686040
1135,5588,4686510,6212,4686510
1135,5588,4686510,6212,4686510
1135,5588,4686980,6212,4686980
1135,5588,4687440,6212,4687440
1135,5588,4688090,6212,4688090
1135,5588,4688560,6212,4688560
1135,5588,4688880,6212,4688880
1135,5588,4688880,6212,4688880
1135,5588,4689690,6212,4689690
1136,5596,4689920,6212,4689920
1136,5596,4690240,6212,4690240
1136,5596,4690470,6212,4690470
1136,5596,4690790,6212,4690790
1136,5596,4691010,6212,4691010
1136,5596,4691820,6212,4691820
1136,5596,4692630,6212,4692630
1136,5596,4693280,6212,4693280
1136,5596,4693600,6212,4693600
1136,5596,4693600,6212,4693600
1136,5596,4694410,6212,4694410
1136,5596,4694570,6212,4694570
1136,5596,4694730,6212,4694730
1136,5596,4695050,6212,4695050
1136,5596,4695860,6212,4695860
1136,5596,4696080,6212,4696080
1136,5596,4696890,6212,4696890
1137,5604,4697700,6212,4697700
1137,5604,4698170,6212,4698170
1137,5604,4698980,6212,4698980
1137,5604,4699450,6212,4699450
1137,5604,4699610,6212,4699610
1137,5604,4699610,6212,4699610
1137,5604,4700080,6212,4700080
1137,5604,4700730,6212,4700730
1137,5604,4700890,6212,4700890
1137,5604,4700890,6212,4700890
1137,5604,4701210,6212,4701210
1137,5604,4701530,6212,4701530
1137,5604,4702000,6212,4702000
1137,5604,4702650,6212,4702650
1137,5604,4703460,6212,4703460
1137,5604,4703780,6212,4703780
1137,5604,4704250,6212,4704250
1138,5612,4704480,6212,4704480
1138,5612,4704850,6212,4704850
1138,5612,4705330,6212,4705330
1138,5612,4705330,6212,4705330
1138,5612,4705980,6212,4705980
1138,5612,4706790,6212,4706790
1138,5612,4707260,6212,4707260
1138,5612,4708070,6212,4708070
1138,5612,4708300,6212,4708300
1138,5612,4708410,6212,4708410
1138,5612,4708410,6212,4708410
1138,5612,4708730,6212,4708730
1138,5612,4709380,6212,4709380
1138,5612,4710190,6212,4710190
1138,5612,4710190,6212,4710190
1138,5612,4710410,6212,4710410
1138,5612,4710880,6212,4710880
1138,5612,4710880,6212,4710880
1139,5620,4711530,6212,4711530
1139,5620,4712000,6212,4712000
1139,5620,4712810,6212,4712810
1139,5620,4713360,6212,4713360
1139,5620,4714170,6212,4714170
1139,5620,4714490,6212,4714490
1139,5620,4714810,6212,4714810
1139,5620,4715030,6212,4715030
1139,5620,4715250,6212,4715250
1139,5620,4715720,6212,4715720
1139,5620,4716530,6212,4716530
1139,5620,4716530,6212,4716530
1139,5620,4717340,6212,4717340
1139,5620,4717340,6212,4717340
1139,5620,4718150,6212,4718150
1140,5628,4718960,6212,4718960
1140,5628,4719280,6212,4719280
1140,5628,4719280,6212,4719280
1140,5628,4720090,6212,4720090
1140,5628,4720560,6212,4720560
1140,5628,4721030,6212,4721030
1140,5628,4721620,6212,4721620
1140,5628,4722080,6212,4722080
1140,5628,4722550,6212,4722550
1140,5628,4723020,6212,4723020
1140,5628,4723490,6212,4723490
1140,5628,4724140,6212,4724140
1140,5628,4724460,6212,4724460
1140,5628,4724680,6212,4724680
1140,5628,4724680,6212,4724680
1141,5636,4725150,6212,4725150
1141,5636,4725470,6212,4725470
1141,5636,4725840,6212,4725840
1141,5636,4726060,6212,4726060
1141,5636,4726870,6212,4726870
1141,5636,4727190,6212,4727190
1141,5636,4728000,6212,4728000
1141,5636,4728000,6212,4728000
1141,5636,4728000,6212,4728000
1141,5636,4728230,6212,4728230
1141,5636,4729040,6212,4729040
1141,5636,4729510,6212,4729510
1141,5636,4730320,6212,4730320
1141,5636,4730780,6212,4730780
1141,5636,4731250,6212,4731250
1141,5636,4731570,6212,4731570
1142,5644,4732040,6212,4732040
1142,5644,4732510,6212,4732510
1142,5644,4732830,6212,4732830
1142,5644,4733200,6212,4733200
1142,5644,4733520,6212,4733520
1142,5644,4734330,6212,4734330
1142,5644,4734330,6212,4734330
1142,5644,4734550,6212,4734550
1142,5644,4734710,6212,4734710
1142,5644,4735030,6212,4735030
1142,5644,4735680,6212,4735680
1142,5644,4736150,6212,4736150
1142,5644,4736800,6212,4736800
1142,5644,4737270,6212,4737270
1142,5644,4737860,6212,4737860
1143,5652,4738180,6212,4738180
1143,5652,4738830,6212,4738830
1143,5652,4739300,6212,4739300
1143,5652,4739300,6212,4739300
1143,5652,4740110,6212,4740110
1143,5652,4740580,6212,4740580
1143,5652,4741230,6212,4741230
1143,5652,4741230,6212,4741230
1143,5652,4742040,6212,4742040
1143,5652,4742040,6212,4742040
1143,5652,4742510,6212,4742510
1143,5652,4743160,6212,4743160
1143,5652,4743810,6212,4743810
1144,5660,4744620,6212,4744620
1144,5660,4744940,6212,4744940
1144,5660,4745530,6212,4745530
1144,5660,4745530,6212,4745530
1144,5660,4746180,6212,4746180
1144,5660,4746650,6212,4746650
1144,5660,4747120,6212,4747120
1144,5660,4747590,6212,4747590
1144,5660,4747750,6212,4747750
1144,5660,4748220,6212,4748220
1144,5660,4748440,6212,4748440
1144,5660,4748910,6212,4748910
1144,5660,4749370,6212,4749370
1144,5660,4750020,6212,4750020
1144,5660,4750490,6212,4750490
1145,5668,4750960,6212,4750960
1145,5668,4751120,6212,4751120
1145,5668,4751930,6212,4751930
1145,5668,4752580,6212,4752580
1145,5668,4752580,6212,4752580
1145,5668,4753390,6212,4753390
1145,5668,4754200,6212,4754200
1145,5668,4754670,6212,4754670
1145,5668,4754830,6212,4754830
1145,5668,4755480,6212,4755480
1145,5668,4755950,6212,4755950
1145,5668,4756420,6212,4756420
1145,5668,4756420,6212,4756420
1145,5668,4756890,6212,4756890
1145,5668,4756890,6212,4756890
1146,5676,4757700,6212,4757700
1146,5676,4757930,6212,4757930
1146,5676,4758480,6212,4758480
1146,5676,4759290,6212,4759290
1146,5676,4759880,6212,4759880
1146,5676,4759880,6212,4759880
1146,5676,4760690,6212,4760690
1146,5676,4761010,6212,4761010
1146,5676,4761480,6212,4761480
1146,5676,4762290,6212,4762290
1146,5676,4762520,6212,4762520
1146,5676,4763170,6212,4763170
1147,5684,4763980,6212,4763980
1147,5684,4764790,6212,4764790
1147,5684,4765600,6212,4765600
1147,5684,4766410,6212,4766410
1147,5684,4766730,6212,4766730
1147,5684,4767540,6212,4767540
1147,5684,4768350,6212,4768350
1147,5684,4768900,6212,4768900
1147,5684,4769550,6212,4769550
1147,5684,4769550,6212,4769550
1147,5684,4769550,6212,4769550
1148,5692,4770360,6212,4770360
1148,5692,4771010,6212,4771010
1148,5692,4771240,6212,4771240
1148,5692,4771890,6212,4771890
1148,5692,4772210,6212,4772210
1148,5692,4772680,6212,4772680
1148,5692,4773490,6212,4773490
1148,5692,4773960,6212,4773960
1148,5692,4774770,6212,4774770
1148,5692,4775580,6212,4775580
1148,5692,4776390,6212,4776390
1148,5692,4776760,6212,4776760
1148,5692,4777080,6212,4777080
1148,5692,4777080,6212,4777080
1149,5700,4777540,6212,4777540
1149,5700,4778010,6212,4778010
1149,5700,4778480,6212,4778480
1149,5700,4778700,6212,4778700
1149,5700,4779170,6212,4779170
1149,5700,4779980,6212,4779980
1149,5700,4780450,6212,4780450
1149,5700,4780800,6212,4780800
1149,5700,4781450,6212,4781450
1149,5700,4781450,6212,4781450
1149,5700,4781450,6212,4781450
1149,5700,4782260,6212,4782260
1149,5700,4783070,6212,4783070
1149,5700,4783530,6212,4783530
1149,5700,4783530,6212,4783530
1149,5700,4783850,6212,4783850
1149,5700,4784320,6212,4784320
1150,5708,4785130,6212,4785130
1150,5708,4785450,6212,4785450
1150,5708,4785450,6212,4785450
1150,5708,4785910,6212,4785910
1150,5708,4786560,6212,4786560
1150,5708,4787030,6212,4787030
1150,5708,4787680,6212,4787680
1150,5708,4788490,6212,4788490
1150,5708,4788960,6212,4788960
1150,5708,4789610,6212,4789610
1150,5708,4790080,6212,4790080
1150,5708,4790550,6212,4790550
1151,5716,4790920,6212,4790920
1151,5716,4791570,6212,4791570
1151,5716,4792040,6212,4792040
1151,5716,4792590,6212,4792590
1151,5716,4793400,6212,4793400
1151,5716,4793400,6212,4793400
1151,5716,4794050,6212,4794050
1151,5716,4794280,6212,4794280
1151,5716,4794750,6212,4794750
1151,5716,4795560,6212,4795560
1151,5716,4796210,6212,4796210
1151,5716,4796680,6212,4796680
1151,5716,4796840,6212,4796840
1152,5724,4797300,6212,4797300
1152,5724,4797770,6212,4797770
1152,5724,4797770,6212,4797770
1152,5724,4798090,6212,4798090
1152,5724,4798560,6212,4798560
1152,5724,4799030,6212,4799030
1152,5724,4799620,6212,4799620
1152,5724,4800090,6212,4800090
1152,5724,4800320,6212,4800320
1152,5724,4800320,6212,4800320
1152,5724,4800780,6212,4800780
1152,5724,4801430,6212,4801430
1152,5724,4801430,6212,4801430
1152,5724,4801430,6212,4801430
1152,5724,4802240,6212,4802240
1152,5724,4802710,6212,4802710
1152,5724,4802710,6212,4802710
1152,5724,4802710,6212,4802710
1152,5724,4803180,6212,4803180
1152,5724,4803340,6212,4803340
1153,5732,4803810,6212,4803810
1153,5732,4804460,6212,4804460
1153,5732,4805270,6212,4805270
1153,5732,4805500,6212,4805500
1153,5732,4806150,6212,4806150
1153,5732,4806610,6212,4806610
1153,5732,4807420,6212,4807420
1153,5732,4807890,6212,4807890
1153,5732,4808050,6212,4808050
1153,5732,4808860,6212,4808860
1153,5732,4808860,6212,4808860
1153,5732,4809180,6212,4809180
1153,5732,4809990,6212,4809990
1153,5732,4810220,6212,4810220
1153,5732,4810870,6212,4810870
1154,5740,4811680,6212,4811680
1154,5740,4812490,6212,4812490
1154,5740,4812650,6212,4812650
1154,5740,4813120,6212,4813120
1154,5740,4813120,6212,4813120
1154,5740,4813930,6212,4813930
1154,5740,4814400,6212,4814400
1154,5740,4814730,6212,4814730
1154,5740,4815200,6212,4815200
1154,5740,4815200,6212,4815200
1154,5740,4815520,6212,4815520
1154,5740,4815840,6212,4815840
1154,5740,4816650,6212,4816650
1154,5740,4816650,6212,4816650
1154,5740,4816650,6212,4816650
1154,5740,4817240,6212,4817240
1154,5740,4817560,6212,4817560
1154,5740,4818030,6212,4818030
1154,5740,4818500,6212,4818500
1155,5748,4818820,6212,4818820
1155,5748,4819630,6212,4819630
1155,5748,4819950,6212,4819950
1155,5748,4820300,6212,4820300
1155,5748,4820770,6212,4820770
1155,5748,4821580,6212,4821580
1155,5748,4822050,6212,4822050
1155,5748,4822520,6212,4822520
1155,5748,4822520,6212,4822520
1155,5748,4822990,6212,4822990
1155,5748,4823310,6212,4823310
1155,5748,4823780,6212,4823780
1155,5748,4824100,6212,4824100
1155,5748,4824750,6212,4824750
1155,5748,4825070,6212,4825070
1155,5748,4825070,6212,4825070
1156,5756,4825540,6212,4825540
1156,5756,4826350,6212,4826350
1156,5756,4826350,6212,4826350
1156,5756,4826700,6212,4826700
1156,5756,4826700,6212,4826700
1156,5756,4827170,6212,4827170
1156,5756,4827820,6212,4827820
1156,5756,4828140,6212,4828140
1156,5756,4828950,6212,4828950
1156,5756,4829420,6212,4829420
1156,5756,4829420,6212,4829420
1156,5756,4829740,6212,4829740
1156,5756,4829740,6212,4829740
1156,5756,4830290,6212,4830290
1156,5756,4830760,6212,4830760
1156,5756,4830920,6212,4830920
1156,5756,4831730,6212,4831730
1157,5764,4832280,6212,4832280
1157,5764,4833090,6212,4833090
1157,5764,4833460,6212,4833460
1157,5764,4834270,6212,4834270
1157,5764,4834740,6212,4834740
1157,5764,4835390,6212,4835390
1157,5764,4835390,6212,4835390
1157,5764,4836200,6212,4836200
1157,5764,4837010,6212,4837010
1157,5764,4837660,6212,4837660
1157,5764,4837660,6212,4837660
1157,5764,4837660,6212,4837660
1157,5764,4837660,6212,4837660
1158,5772,4838470,6212,4838470
1158,5772,4839280,6212,4839280
1158,5772,4839280,6212,4839280
1158,5772,4840090,6212,4840090
1158,5772,4840090,6212,4840090
1158,5772,4840090,6212,4840090
1158,5772,4840900,6212,4840900
1158,5772,4841550,6212,4841550
1158,5772,4842360,6212,4842360
1158,5772,4843170,6212,4843170
1158,5772,4843980,6212,4843980
1158,5772,4844450,6212,4844450
1159,5780,4844920,6212,4844920
1159,5780,4845390,6212,4845390
1159,5780,4845710,6212,4845710
1159,5780,4846360,6212,4846360
1159,5780,4846580,6212,4846580
1159,5780,4847390,6212,4847390
1159,5780,4847390,6212,4847390
1159,5780,4848200,6212,4848200
1159,5780,4848670,6212,4848670
1159,5780,4848990,6212,4848990
1159,5780,4849800,6212,4849800
1159,5780,4849800,6212,4849800
1159,5780,4849960,6212,4849960
1159,5780,4850770,6212,4850770
1159,5780,4851360,6212,4851360
1159,5780,4852010,6212,4852010
1160,5788,4852660,6212,4852660
1160,5788,4852660,6212,4852660
1160,5788,4853470,6212,4853470
1160,5788,4854280,6212,4854280
1160,5788,4854600,6212,4854600
1160,5788,4854820,6212,4854820
1160,5788,4855290,6212,4855290
1160,5788,4855940,6212,4855940
1160,5788,4856530,6212,4856530
1160,5788,4857000,6212,4857000
1160,5788,4857810,6212,4857810
1160,5788,4858130,6212,4858130
1160,5788,4858940,6212,4858940
1161,5796,4859490,6212,4859490
1161,5796,4860300,6212,4860300
1161,5796,4860620,6212,4860620
1161,5796,4861090,6212,4861090
1161,5796,4861900,6212,4861900
1161,5796,4862710,6212,4862710
1161,5796,4863520,6212,4863520
1161,5796,4863990,6212,4863990
1161,5796,4864220,6212,4864220
1161,5796,4865030,6212,4865030
1161,5796,4865840,6212,4865840
1162,5804,4866650,6212,4866650
1162,5804,4866970,6212,4866970
1162,5804,4867780,6212,4867780
1162,5804,4868590,6212,4868590
1162,5804,4869060,6212,4869060
1162,5804,4869530,6212,4869530
1162,5804,4870120,6212,4870120
1162,5804,4870580,6212,4870580
1162,5804,4870580,6212,4870580
1162,5804,4871170,6212,4871170
1162,5804,4871720,6212,4871720
1162,5804,4872190,6212,4872190
1162,5804,4872660,6212,4872660
1163,5812,4873470,6212,4873470
1163,5812,4874280,6212,4874280
1163,5812,4874750,6212,4874750
1163,5812,4874750,6212,4874750
1163,5812,4875560,6212,4875560
1163,5812,4875560,6212,4875560
1163,5812,4875790,6212,4875790
1163,5812,4876600,6212,4876600
1163,5812,4876920,6212,4876920
1163,5812,4877390,6212,4877390
1163,5812,4877620,6212,4877620
