ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_0fad-policy_GpuClustering1000desharemddbc8-de_share-gs_best-scmd_dbc8-bellman_ratio
1317412.08,27.02,6.52,414650.1,8.5
1317207.1,27.02,6.52,414549.54,8.5
1317207.1,27.02,6.52,415348.45,8.52
1317190.9,27.02,6.53,415348.45,8.52
1317005.93,27.02,6.53,415013.83,8.52
1316800.95,27.03,6.53,415013.83,8.52
1317199.16,27.04,6.54,415058.07,8.52
1316994.19,27.04,6.54,415058.07,8.52
1317374.74,27.05,6.55,415431.62,8.53
1317169.76,27.05,6.55,415432.33,8.53
1316858.75,27.05,6.55,415413.41,8.53
1316653.78,27.05,6.55,415412.7,8.53
1316448.8,27.05,6.55,415412.7,8.54
1316243.83,27.05,6.55,415484.55,8.54
1316031.65,27.05,6.55,415824.66,8.55
1315826.67,27.05,6.55,415755.84,8.55
1316154.38,27.06,6.56,415425.57,8.54
1315949.4,27.06,6.56,415422.54,8.54
1315744.43,27.06,6.56,415425.94,8.54
1315539.45,27.06,6.57,415423.06,8.55
1315334.48,27.06,6.57,415413.29,8.55
1315318.28,27.07,6.57,415378.13,8.55
1315113.31,27.07,6.57,415831.09,8.56
1314908.33,27.07,6.57,415723.88,8.56
1314713.23,27.07,6.57,416294.29,8.57
1314697.04,27.07,6.58,416089.15,8.57
1314680.84,27.08,6.58,416305.7,8.57
1315313.66,27.09,6.59,417555.6,8.6
1314693.16,27.08,6.58,417173.88,8.59
1314693.16,27.08,6.58,417180.54,8.59
1316091.47,27.12,6.62,417550.29,8.6
1316325.9,27.12,6.63,417532.52,8.6
1316095.14,27.12,6.62,417525.92,8.6
1316329.58,27.13,6.63,417582.15,8.61
1316329.58,27.13,6.63,417909.25,8.61
1316452.81,27.13,6.64,417875.42,8.61
1316267.83,27.14,6.64,417747.82,8.61
1316251.64,27.14,6.64,417741.39,8.61
1316235.44,27.14,6.65,417725.42,8.61
1316102.84,27.15,6.65,417911.2,8.62
1316086.64,27.15,6.65,418577.45,8.64
1315276.14,27.14,6.64,417739.61,8.62
1314896.73,27.13,6.64,417310.17,8.61
1314624.94,27.13,6.63,417038.38,8.61
1314608.75,27.13,6.64,416944.95,8.61
1314608.75,27.13,6.64,416936.72,8.61
1314403.77,27.14,6.64,416918.62,8.61
1314198.8,27.14,6.64,416913.71,8.61
1314198.8,27.14,6.64,416913.71,8.61
1314258.79,27.14,6.64,416949.82,8.61
1318968.94,27.24,6.74,422559.86,8.73
1318671.6,27.24,6.74,422140.81,8.72
1318906.03,27.24,6.75,423780.71,8.75
1318701.05,27.24,6.75,423784.7,8.76
1319987.95,27.28,6.78,423170.12,8.74
1319782.97,27.28,6.78,423630.63,8.76
1320708.98,27.3,6.8,424556.64,8.78
1320500.77,27.3,6.8,424011.07,8.76
1320484.57,27.3,6.8,423993.2,8.77
1320105.17,27.3,6.8,423963.87,8.77
1320339.6,27.3,6.81,423959.31,8.77
1320134.62,27.3,6.81,423834.16,8.77
1320010.35,27.31,6.81,423721.05,8.77
1319994.15,27.31,6.81,423719.11,8.77
1319977.96,27.32,6.82,423750.9,8.77
1320225.19,27.33,6.83,424327.89,8.78
1320020.21,27.33,6.83,424331.29,8.78
1319815.24,27.33,6.83,424321.72,8.79
1319610.26,27.33,6.83,424308.64,8.79
1319594.06,27.34,6.84,424337.94,8.79
1319363.31,27.33,6.83,424276.85,8.79
1319347.11,27.34,6.84,424817.46,8.8
1319142.14,27.34,6.84,425502.06,8.82
1319540.35,27.35,6.85,425425.41,8.82
1319229.34,27.34,6.85,424961.45,8.81
1319024.36,27.35,6.85,424998.7,8.81
1318900.09,27.35,6.85,424469.86,8.8
1319119.12,27.36,6.86,425063.04,8.82
1319119.12,27.36,6.86,425063.04,8.82
1319102.92,27.36,6.87,426686.74,8.85
1318897.94,27.36,6.87,426690.14,8.85
1318692.97,27.37,6.87,426680.58,8.85
1318692.97,27.37,6.87,426680.58,8.85
1318676.77,27.37,6.87,426662.7,8.86
1318660.57,27.37,6.88,426657.27,8.86
1318660.57,27.37,6.88,426657.27,8.86
1318455.6,27.38,6.88,426644.19,8.86
1318250.62,27.38,6.88,426639.06,8.86
1318038.44,27.37,6.88,426433.03,8.86
1318272.87,27.38,6.88,426431.97,8.86
1317893.47,27.38,6.88,426518.57,8.86
1317688.49,27.38,6.88,426683.55,8.87
1317811.73,27.38,6.89,426614.07,8.86
1317795.53,27.39,6.89,426596.95,8.87
1317497.32,27.38,6.89,426971.28,8.87
1317825.03,27.39,6.89,426790.92,8.87
1317700.76,27.4,6.9,427625.77,8.89
1317700.76,27.4,6.9,427625.77,8.89
1317495.78,27.4,6.9,427626.0,8.89
1317479.58,27.4,6.9,427432.02,8.89
1317988.93,27.42,6.92,427432.19,8.89
1317783.95,27.42,6.92,427407.59,8.89
1317578.98,27.42,6.92,427878.57,8.9
1317562.78,27.42,6.93,429440.28,8.94
1317452.42,27.42,6.93,429329.73,8.94
1316714.54,27.41,6.92,428525.15,8.92
1316714.54,27.41,6.92,428525.15,8.92
1316509.56,27.42,6.92,428299.48,8.92
1316304.59,27.42,6.92,428219.15,8.92
1316288.39,27.42,6.92,428201.28,8.92
1316090.06,27.42,6.92,427881.64,8.91
1316047.69,27.42,6.93,428986.32,8.94
1315637.74,27.43,6.93,428962.52,8.94
1316065.19,27.44,6.94,428692.86,8.94
1316065.19,27.44,6.94,428692.86,8.94
1315860.21,27.44,6.94,428674.11,8.94
1315655.24,27.44,6.95,428688.65,8.94
1315450.26,27.44,6.95,428775.54,8.95
1315434.06,27.45,6.95,428770.1,8.95
1315761.77,27.46,6.96,428784.02,8.95
1315437.74,27.45,6.96,428771.93,8.95
1315421.54,27.46,6.96,428769.04,8.95
1315216.56,27.46,6.96,428788.68,8.95
1315216.56,27.46,6.96,428788.68,8.95
1315011.59,27.46,6.96,428826.97,8.96
1314995.39,27.47,6.97,428826.97,8.96
1314790.42,27.47,6.97,428823.65,8.96
1314585.44,27.47,6.97,428827.48,8.96
1314380.47,27.47,6.97,428817.72,8.96
1314364.27,27.47,6.98,429353.46,8.97
1314541.57,27.48,6.98,429103.86,8.97
1313831.9,27.47,6.97,428312.54,8.96
1313815.7,27.48,6.98,429306.65,8.98
1313610.72,27.48,6.98,429746.1,8.99
1313405.75,27.48,6.98,429734.25,8.99
1313640.18,27.49,6.99,429716.48,8.99
1313435.2,27.49,6.99,430053.93,9.0
1313250.22,27.49,6.99,429843.2,9.0
1313045.25,27.49,6.99,429820.58,9.0
1312840.27,27.49,7.0,429818.83,9.0
1312547.99,27.49,6.99,429964.41,9.0
1312547.99,27.49,6.99,429964.41,9.0
1312343.02,27.49,6.99,430177.89,9.01
1312119.01,27.49,6.99,430084.85,9.01
1312296.32,27.49,7.0,430078.24,9.01
1312296.32,27.49,7.0,430078.24,9.01
1312091.34,27.5,7.0,430062.47,9.01
1311978.74,27.5,7.0,429745.07,9.01
1311599.33,27.49,7.0,429793.91,9.01
1311599.33,27.49,7.0,429793.91,9.01
1311599.33,27.49,7.0,429793.91,9.01
1311599.33,27.49,7.0,429793.91,9.01
1311394.35,27.5,7.0,429613.21,9.01
1311394.35,27.5,7.0,429613.21,9.01
1311102.07,27.49,6.99,429564.36,9.01
1310917.1,27.49,7.0,430233.62,9.02
1310784.49,27.5,7.0,429918.92,9.02
1310907.73,27.5,7.0,429918.92,9.02
1310702.75,27.5,7.01,429922.32,9.02
1310686.56,27.51,7.01,430199.43,9.03
1310481.58,27.51,7.01,430196.54,9.03
1310276.61,27.51,7.01,430177.01,9.03
1310071.63,27.51,7.01,430189.12,9.03
1309866.65,27.51,7.02,430336.64,9.04
1309658.44,27.51,7.01,430088.69,9.03
1309658.44,27.51,7.01,430088.69,9.03
1309616.07,27.52,7.02,430480.52,9.04
1309616.07,27.52,7.02,430483.66,9.04
1309599.87,27.52,7.02,430454.5,9.05
1309599.87,27.52,7.02,430454.5,9.05
1309583.67,27.52,7.03,431099.71,9.06
1310011.12,27.54,7.04,431542.9,9.07
1310245.55,27.55,7.05,431633.38,9.07
1310040.58,27.55,7.05,431615.28,9.08
1310024.38,27.55,7.05,431938.96,9.08
1310147.62,27.56,7.06,431922.77,9.09
1309942.64,27.56,7.06,431934.64,9.09
1309645.29,27.56,7.06,431563.08,9.08
1309645.29,27.56,7.06,431563.08,9.08
1309629.1,27.56,7.07,431556.78,9.08
1309424.12,27.57,7.07,432022.29,9.09
1309219.15,27.57,7.07,431769.62,9.09
1309014.17,27.57,7.07,432253.94,9.1
1308829.19,27.57,7.07,431714.25,9.09
1308696.59,27.57,7.08,431957.69,9.1
1308399.24,27.57,7.08,431538.64,9.09
1308194.27,27.57,7.08,431538.86,9.1
1307979.29,27.58,7.08,431683.06,9.1
1307774.32,27.58,7.08,431849.62,9.11
1307569.34,27.58,7.08,431866.55,9.11
1307575.58,27.58,7.08,431868.17,9.11
1307196.17,27.57,7.08,431895.77,9.11
1307179.98,27.58,7.08,431893.88,9.11
1306975.0,27.58,7.08,431704.04,9.11
1306958.8,27.58,7.09,431734.28,9.11
1306753.83,27.59,7.09,431881.01,9.12
1306548.85,27.59,7.09,431877.69,9.12
1306250.64,27.58,7.09,431847.45,9.12
1306234.44,27.59,7.09,431847.45,9.12
1306468.87,27.59,7.1,432288.56,9.13
1306263.9,27.6,7.1,432275.14,9.13
1306058.92,27.6,7.1,432284.4,9.13
1306058.92,27.6,7.1,432284.4,9.13
1306042.73,27.6,7.1,432575.28,9.14
1306026.53,27.61,7.11,433085.53,9.15
1305647.12,27.6,7.1,433062.09,9.15
1306053.17,27.61,7.11,433046.98,9.15
1305053.17,27.6,7.1,432046.98,9.14
1304848.19,27.6,7.1,432727.36,9.15
1304832.0,27.6,7.1,432719.51,9.15
1304617.02,27.6,7.11,432445.33,9.15
1304617.02,27.6,7.11,432445.33,9.15
1304623.13,27.6,7.11,432446.85,9.15
1304418.15,27.6,7.11,432144.84,9.15
1303937.13,27.6,7.1,432143.44,9.15
1302297.33,27.61,7.11,432119.07,9.16
1302531.76,27.62,7.12,432227.52,9.16
1302407.49,27.62,7.12,432022.94,9.16
1302640.79,27.63,7.13,432630.13,9.18
1302640.79,27.63,7.13,432630.13,9.18
1302598.42,27.64,7.14,433734.82,9.2
1302393.44,27.64,7.14,433738.22,9.2
1301669.48,27.63,7.13,432940.33,9.19
1301464.5,27.63,7.13,432914.29,9.19
1301464.5,27.63,7.13,432914.29,9.19
1301464.5,27.63,7.13,432914.29,9.19
1301259.53,27.63,7.13,432912.56,9.19
1301054.55,27.63,7.14,433032.93,9.2
1301038.35,27.64,7.14,432963.99,9.2
1300807.6,27.63,7.14,432924.48,9.2
1300602.62,27.64,7.14,432920.17,9.2
1300725.86,27.64,7.15,433418.78,9.21
1300709.66,27.65,7.15,433285.97,9.21
1300550.88,27.64,7.15,433137.48,9.21
1300342.67,27.64,7.14,432771.68,9.2
1300465.91,27.65,7.15,434212.62,9.23
1300260.93,27.65,7.15,434200.37,9.23
1300260.93,27.65,7.15,434200.37,9.23
1300055.96,27.65,7.15,434317.23,9.24
1299850.98,27.65,7.16,434096.56,9.23
1299646.01,27.65,7.16,434075.31,9.24
1299441.03,27.66,7.16,434073.92,9.24
1299424.83,27.66,7.16,434139.5,9.24
1299219.86,27.66,7.16,434137.77,9.24
1299454.29,27.67,7.17,434120.0,9.24
1299249.31,27.67,7.17,434274.75,9.25
1299372.55,27.68,7.18,434268.14,9.25
1299167.57,27.68,7.18,434190.8,9.25
1299151.37,27.68,7.19,434236.11,9.25
1298946.4,27.68,7.19,434171.8,9.25
1299069.63,27.69,7.19,434142.88,9.25
1299246.94,27.7,7.2,434126.48,9.26
1298867.53,27.69,7.2,434534.14,9.26
1298672.56,27.7,7.2,434788.54,9.27
1298457.58,27.7,7.2,434521.05,9.27
1298457.58,27.7,7.2,434521.05,9.27
1298457.58,27.7,7.2,434521.05,9.27
1298252.61,27.7,7.2,434524.45,9.27
1298047.63,27.7,7.2,434527.95,9.27
1298031.43,27.7,7.21,434483.11,9.27
1298031.43,27.7,7.21,434483.11,9.27
1298015.24,27.71,7.21,434847.84,9.28
1297810.26,27.71,7.21,435133.81,9.29
1298052.98,27.72,7.22,436525.88,9.32
1298176.22,27.72,7.23,436509.68,9.32
1297798.52,27.72,7.22,436054.3,9.31
1297798.52,27.72,7.22,436054.3,9.31
1297639.74,27.72,7.22,435905.8,9.31
1297434.77,27.72,7.22,435866.11,9.31
1297434.77,27.72,7.22,435866.11,9.31
1297229.79,27.72,7.22,435793.13,9.31
1297024.81,27.72,7.22,436196.89,9.32
1297248.72,27.73,7.23,436185.04,9.32
1297043.74,27.73,7.24,436188.44,9.33
1297043.74,27.73,7.24,436060.96,9.32
1296409.89,27.73,7.23,435464.49,9.31
1296204.91,27.73,7.23,435439.86,9.31
1295996.7,27.72,7.23,435063.75,9.31
1296231.13,27.73,7.23,435055.57,9.31
1296231.13,27.73,7.23,435191.48,9.31
1295851.73,27.73,7.23,435317.37,9.31
1295646.75,27.73,7.23,435314.22,9.32
1295881.18,27.74,7.24,435226.92,9.32
1295881.18,27.74,7.24,435223.06,9.32
1295864.98,27.74,7.24,435184.48,9.32
1295485.58,27.74,7.24,435184.48,9.32
1295280.6,27.74,7.24,435505.65,9.33
1294982.39,27.73,7.23,435007.22,9.32
1294777.42,27.73,7.24,435033.69,9.32
1294777.42,27.73,7.24,435038.32,9.32
1294761.22,27.74,7.24,435600.91,9.33
1294745.02,27.74,7.25,435397.25,9.33
1299515.17,27.85,7.35,441392.04,9.46
1300319.6,27.87,7.37,442803.18,9.49
1300554.03,27.88,7.38,442734.53,9.49
1300537.83,27.88,7.38,443639.44,9.51
1300158.42,27.88,7.38,443713.72,9.51
1299953.45,27.88,7.38,443695.62,9.51
1299962.13,27.88,7.38,443705.22,9.52
1299962.13,27.88,7.38,443705.22,9.52
1299757.15,27.88,7.38,443700.31,9.52
1299757.15,27.88,7.38,443700.31,9.52
1299148.29,27.87,7.37,442775.71,9.5
1298943.32,27.87,7.38,442779.7,9.5
1298927.12,27.88,7.38,442761.83,9.5
1298722.15,27.88,7.38,442926.32,9.51
1298722.15,27.88,7.38,442922.34,9.51
1298517.17,27.88,7.38,443695.03,9.53
1298312.19,27.88,7.38,443734.41,9.53
1298312.19,27.88,7.38,443734.41,9.53
1298187.92,27.89,7.39,443434.58,9.53
1298187.92,27.89,7.39,443434.58,9.53
1298187.92,27.89,7.39,443434.58,9.53
1297377.43,27.87,7.38,442600.41,9.51
1297596.45,27.88,7.39,442667.38,9.51
1297388.24,27.88,7.38,442725.3,9.51
1295748.43,27.89,7.4,442700.93,9.53
1295748.43,27.89,7.4,442700.93,9.53
1295982.86,27.9,7.4,442696.37,9.53
1295777.89,27.9,7.41,442632.62,9.53
1295901.12,27.91,7.41,442693.61,9.53
1295696.15,27.91,7.41,442742.5,9.54
1295679.95,27.92,7.42,442713.44,9.54
1295300.54,27.91,7.41,442696.69,9.54
1295300.54,27.91,7.41,442696.69,9.54
1295300.54,27.91,7.41,442696.69,9.54
1295284.35,27.92,7.42,442679.57,9.54
1295268.15,27.92,7.42,443369.95,9.56
1295063.17,27.92,7.42,443845.34,9.57
1294858.2,27.92,7.43,443353.54,9.56
1294837.96,27.93,7.43,444596.26,9.59
1294821.77,27.93,7.44,444813.87,9.6
1294805.57,27.94,7.44,445229.22,9.61
1294600.59,27.94,7.44,445217.13,9.61
1293890.92,27.93,7.43,444507.46,9.6
1294296.22,27.95,7.45,444232.25,9.59
1294280.03,27.95,7.45,444214.38,9.59
1294263.83,27.95,7.46,444208.94,9.59
1294058.85,27.96,7.46,444196.66,9.6
1294293.29,27.96,7.47,444195.59,9.6
1294088.31,27.97,7.47,444246.2,9.6
1293883.33,27.97,7.47,444207.72,9.6
1293503.93,27.96,7.46,444245.74,9.6
1293503.93,27.96,7.46,444245.74,9.6
1293487.73,27.97,7.47,444226.14,9.6
1293282.76,27.97,7.47,444214.06,9.61
1293282.76,27.97,7.47,444214.06,9.61
1293282.76,27.97,7.47,444214.06,9.61
1293517.19,27.98,7.48,444195.64,9.61
1293312.21,27.98,7.48,444560.66,9.62
1293107.23,27.98,7.48,444274.75,9.61
1293091.04,27.98,7.49,444274.75,9.61
1292886.06,27.99,7.49,444195.59,9.61
1292886.06,27.99,7.49,444263.13,9.62
1292869.87,27.99,7.49,445340.99,9.64
1292664.89,27.99,7.49,445337.67,9.64
1292372.61,27.99,7.49,444948.11,9.64
1292167.63,27.99,7.49,444934.69,9.64
1291962.66,27.99,7.49,445387.75,9.65
1291962.66,27.99,7.49,445320.22,9.65
1290322.85,28.0,7.51,445295.85,9.66
1290117.88,28.01,7.51,444960.75,9.66
1289912.9,28.01,7.51,444874.85,9.66
1289707.93,28.01,7.51,445453.27,9.67
1289512.95,28.01,7.51,445048.84,9.67
1289133.54,28.0,7.51,444647.69,9.66
1289133.54,28.0,7.51,444719.58,9.66
1288918.57,28.01,7.51,444505.9,9.66
1288713.59,28.01,7.51,444506.12,9.66
1288948.03,28.02,7.52,444915.95,9.67
1288743.05,28.02,7.52,444891.35,9.67
1288538.07,28.02,7.52,445124.16,9.68
1288333.1,28.02,7.52,445018.04,9.68
1288128.12,28.02,7.52,444900.87,9.68
1288003.85,28.03,7.53,445895.19,9.7
1287845.07,28.02,7.53,445736.41,9.7
1288078.38,28.03,7.54,445510.17,9.7
1287873.4,28.04,7.54,445513.57,9.7
1287668.43,28.04,7.54,445512.07,9.7
1287463.45,28.04,7.54,445677.57,9.71
1287447.26,28.04,7.55,445659.69,9.71
1287447.26,28.04,7.55,445633.7,9.71
1287067.85,28.04,7.54,445674.66,9.71
1287067.85,28.04,7.54,445674.66,9.71
1287051.65,28.04,7.55,445669.22,9.71
1286846.68,28.04,7.55,445502.78,9.71
1286641.7,28.05,7.55,445594.54,9.71
1285917.74,28.04,7.54,444816.94,9.7
1285917.74,28.04,7.54,444850.35,9.7
1285712.76,28.04,7.54,444837.08,9.7
1285712.76,28.04,7.54,444837.08,9.7
1285712.76,28.04,7.54,444837.08,9.7
1285712.76,28.04,7.54,444837.08,9.7
1285712.76,28.04,7.54,444837.08,9.7
1285947.19,28.05,7.55,444836.01,9.7
1285648.98,28.04,7.54,444530.3,9.7
1285444.01,28.04,7.55,444481.49,9.7
1285239.03,28.05,7.55,444426.5,9.7
1285222.84,28.05,7.55,444458.29,9.7
1285017.86,28.05,7.55,444461.69,9.7
1284812.88,28.05,7.56,444460.18,9.7
1284817.77,28.05,7.56,444467.19,9.7
1284612.79,28.05,7.56,444456.04,9.71
1284612.79,28.05,7.56,444456.04,9.71
1284612.79,28.05,7.56,444459.34,9.71
1284407.82,28.06,7.56,444699.48,9.71
1284109.61,28.05,7.55,444597.41,9.71
1283904.63,28.05,7.56,444604.57,9.71
1283699.66,28.06,7.56,444470.19,9.71
1283320.25,28.05,7.55,444455.28,9.71
1283207.64,28.05,7.56,444746.3,9.72
1283002.67,28.06,7.56,444749.7,9.73
1282797.69,28.06,7.56,444748.19,9.73
1282797.69,28.06,7.56,444748.19,9.73
1283125.4,28.07,7.57,444731.31,9.73
1282920.43,28.07,7.57,444720.17,9.73
1282715.45,28.07,7.57,444960.31,9.74
1282418.1,28.07,7.57,444541.25,9.73
1282213.13,28.07,7.57,444555.16,9.73
1282008.15,28.07,7.57,444395.98,9.73
1281813.18,28.07,7.58,444569.56,9.74
1281813.18,28.07,7.58,444569.56,9.74
1281598.2,28.08,7.58,444285.99,9.73
1281598.2,28.08,7.58,444285.99,9.73
1281393.23,28.08,7.58,444265.22,9.73
1281188.25,28.08,7.58,444261.62,9.74
1280983.28,28.08,7.58,444364.2,9.74
1280580.59,28.07,7.58,444565.65,9.75
1280375.62,28.08,7.58,444555.75,9.75
1280610.05,28.08,7.59,444547.99,9.75
1280405.07,28.09,7.59,444481.02,9.75
1280200.1,28.09,7.59,444743.19,9.76
1279995.12,28.09,7.59,444584.92,9.76
1279790.14,28.09,7.59,444455.31,9.76
1279585.17,28.09,7.6,444434.06,9.76
1279380.19,28.09,7.6,444430.94,9.76
1279387.52,28.09,7.6,444438.85,9.76
1279387.52,28.09,7.6,444438.85,9.76
1279182.54,28.1,7.6,444546.0,9.76
1279182.54,28.1,7.6,444546.0,9.76
1278977.57,28.1,7.6,444538.36,9.77
1278772.59,28.1,7.6,444665.05,9.77
1278895.83,28.11,7.61,444616.54,9.77
1278895.83,28.11,7.61,444616.54,9.77
1278690.85,28.11,7.61,444756.42,9.78
1278690.85,28.11,7.61,444756.42,9.78
1278495.88,28.11,7.61,444619.22,9.78
1278280.9,28.11,7.61,444390.34,9.77
1278075.93,28.11,7.62,444393.74,9.78
1278059.73,28.12,7.62,445954.22,9.81
1278043.53,28.12,7.62,445809.51,9.81
1278258.13,28.13,7.63,445729.14,9.81
1278258.13,28.13,7.63,445729.14,9.81
1278258.13,28.13,7.63,445729.14,9.81
1278258.13,28.13,7.63,445729.14,9.81
1278053.16,28.13,7.63,445703.1,9.81
1278036.96,28.14,7.64,446132.23,9.82
1278036.96,28.14,7.64,446132.23,9.82
1277831.98,28.14,7.64,446130.5,9.82
1277452.58,28.13,7.64,445712.98,9.82
1277247.6,28.13,7.64,445791.46,9.82
1277042.63,28.14,7.64,445749.8,9.82
1276834.42,28.13,7.64,445590.57,9.82
1276818.22,28.14,7.64,445388.67,9.82
1276818.22,28.14,7.64,445388.67,9.82
1277052.65,28.15,7.65,445410.44,9.82
1276847.67,28.15,7.65,445483.61,9.82
1276468.27,28.14,7.64,445458.99,9.82
1276665.57,28.15,7.65,447196.38,9.86
1276665.57,28.15,7.65,447196.38,9.86
1277134.81,28.16,7.67,447562.88,9.87
1276939.83,28.17,7.67,447750.7,9.88
1276724.86,28.17,7.67,447452.89,9.87
1276671.83,28.17,7.67,447160.67,9.87
1276671.83,28.17,7.67,447160.67,9.87
1276466.86,28.17,7.67,447139.9,9.87
1276450.66,28.18,7.68,447122.02,9.87
1276450.66,28.18,7.68,447122.02,9.87
1276200.58,28.17,7.67,447179.67,9.87
1275995.6,28.17,7.68,447176.07,9.87
1275979.4,28.18,7.68,447181.51,9.88
1275845.13,28.18,7.68,446977.82,9.87
1276172.84,28.19,7.69,446965.96,9.87
1275967.87,28.19,7.69,447083.59,9.88
1275967.87,28.19,7.69,447083.59,9.88
1275643.83,28.18,7.69,447083.52,9.88
1275643.83,28.18,7.69,447083.52,9.88
1275438.86,28.19,7.69,446982.15,9.88
1275233.88,28.19,7.69,446970.3,9.88
1275468.31,28.2,7.7,447051.42,9.88
1275263.34,28.2,7.7,447416.8,9.89
1275068.36,28.2,7.7,447153.04,9.89
1275068.36,28.2,7.7,447153.04,9.89
1275191.6,28.21,7.71,447087.89,9.89
1274802.19,28.2,7.7,447431.57,9.9
1274802.19,28.2,7.7,447431.57,9.9
1274802.19,28.2,7.7,447431.57,9.9
1274587.21,28.2,7.7,447325.54,9.9
1274587.21,28.2,7.7,447534.1,9.9
1274829.94,28.21,7.71,447351.13,9.9
1274953.17,28.22,7.72,448735.42,9.93
1274748.2,28.22,7.72,448723.33,9.93
1274543.22,28.22,7.72,448711.05,9.94
1274338.24,28.22,7.72,448857.24,9.94
1274338.24,28.22,7.72,448857.24,9.94
1274179.47,28.22,7.72,448707.37,9.94
1273974.49,28.22,7.72,448608.37,9.94
1273974.49,28.22,7.72,448608.37,9.94
1273974.49,28.22,7.72,448608.37,9.94
1273769.51,28.22,7.73,448561.17,9.94
1273892.75,28.23,7.73,448965.61,9.95
1273684.54,28.23,7.73,448897.42,9.95
1273684.54,28.23,7.73,448897.42,9.95
1273312.84,28.22,7.72,448481.48,9.94
1273107.87,28.22,7.73,448763.75,9.95
1273111.53,28.22,7.73,448869.6,9.95
1273111.53,28.22,7.73,448869.6,9.95
1272906.55,28.22,7.73,448716.17,9.95
1272701.58,28.23,7.73,448587.33,9.95
1272592.8,28.22,7.73,448479.38,9.95
1272835.52,28.23,7.74,448473.36,9.95
1272819.32,28.24,7.74,448458.01,9.95
1272673.55,28.24,7.74,448503.91,9.95
1272673.55,28.24,7.74,448503.91,9.95
1272657.35,28.24,7.74,448480.07,9.95
1272641.15,28.25,7.75,448455.01,9.95
1272436.18,28.25,7.75,448455.24,9.96
1272207.55,28.24,7.75,448233.96,9.95
1272002.57,28.25,7.75,448209.36,9.95
1272002.57,28.25,7.75,448209.36,9.95
1271843.79,28.24,7.75,448060.87,9.95
1271843.79,28.24,7.75,448060.87,9.95
1271827.6,28.25,7.75,448060.87,9.95
1271622.62,28.25,7.75,448668.49,9.97
1271417.65,28.25,7.75,448351.79,9.96
1271652.08,28.26,7.76,448966.87,9.98
1271652.08,28.26,7.76,448966.87,9.98
1271652.08,28.26,7.76,448966.87,9.98
1271652.08,28.26,7.76,448966.87,9.98
1271635.88,28.26,7.77,449240.33,9.98
1271460.9,28.27,7.77,450531.27,10.02
1271444.7,28.27,7.77,451191.74,10.03
1271290.44,28.27,7.78,450414.05,10.02
1271509.46,28.28,7.79,450319.55,10.02
1271493.26,28.29,7.79,450301.68,10.02
1271288.28,28.29,7.79,450305.08,10.02
1271083.31,28.29,7.8,450303.57,10.02
1270878.33,28.29,7.8,450292.43,10.03
1270168.66,28.29,7.79,449582.75,10.01
1270291.89,28.29,7.79,449596.41,10.01
1270275.69,28.3,7.8,449581.08,10.01
1270070.72,28.3,7.8,449725.86,10.02
1269865.74,28.3,7.8,449658.93,10.02
1269849.55,28.31,7.81,449654.37,10.02
1269644.57,28.31,7.81,449571.49,10.02
1269644.57,28.31,7.81,449571.49,10.02
1269439.6,28.31,7.81,449725.27,10.03
1269439.6,28.31,7.81,449725.27,10.03
1269423.4,28.31,7.82,449725.51,10.03
1269218.42,28.32,7.82,449561.64,10.03
1268839.02,28.31,7.81,449173.76,10.02
1268634.04,28.31,7.81,449151.92,10.02
1268868.47,28.32,7.82,449594.21,10.03
1268663.5,28.32,7.82,449591.68,10.04
1268663.5,28.32,7.82,449591.68,10.04
1268458.52,28.32,7.83,449623.6,10.04
1268160.31,28.32,7.82,449191.76,10.03
1267955.33,28.32,7.82,449444.1,10.04
1267750.36,28.32,7.82,449374.85,10.04
1267734.16,28.33,7.83,449363.9,10.04
1267529.19,28.33,7.83,449280.7,10.04
1267298.43,28.33,7.83,450401.83,10.07
1267103.45,28.33,7.83,450534.47,10.07
1267337.88,28.34,7.84,450833.76,10.08
1267125.96,28.33,7.83,450953.52,10.08
1266910.99,28.33,7.84,450689.06,10.08
1266531.58,28.33,7.83,450254.39,10.07
1266859.29,28.34,7.84,450231.52,10.07
1266843.1,28.34,7.84,450230.01,10.07
1266826.9,28.35,7.85,450245.0,10.07
1266826.9,28.35,7.85,450245.0,10.07
1266621.92,28.35,7.85,450241.68,10.08
1266416.95,28.35,7.85,450220.63,10.08
1266211.97,28.35,7.85,450545.38,10.09
1266211.97,28.35,7.85,450545.38,10.09
1266195.78,28.36,7.86,450533.25,10.09
1266203.1,28.36,7.86,450541.99,10.09
1265998.13,28.36,7.86,450436.15,10.09
1265885.02,28.36,7.86,450433.29,10.09
1265680.04,28.36,7.86,450379.36,10.09
