ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_183a-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
678,1932,1699420,6212,1699420
678,1932,1700230,6212,1700230
678,1932,1700230,6212,1700230
679,1940,1701230,6212,1701230
679,1940,1701700,6212,1701700
679,1940,1702170,6212,1702170
679,1940,1702640,6212,1702640
679,1940,1703450,6212,1703450
679,1940,1703450,6212,1703450
679,1940,1703920,6212,1703920
679,1940,1704730,6212,1704730
679,1940,1705730,6212,1705730
679,1940,1706380,6212,1706380
679,1940,1706380,6212,1706380
679,1940,1707380,6212,1707380
680,1948,1708380,6212,1708380
680,1948,1709380,6212,1709380
680,1948,1709850,6212,1709850
680,1948,1710850,6212,1710850
680,1948,1711310,6212,1711310
680,1948,1711310,6212,1711310
680,1948,1712310,6212,1712310
680,1948,1713120,6212,1713120
680,1948,1714120,6212,1714120
681,1956,1714590,6212,1714590
681,1956,1715590,6212,1715590
681,1956,1716060,6212,1716060
681,1956,1717060,6212,1717060
681,1956,1717060,6212,1717060
681,1956,1717530,6212,1717530
681,1956,1718180,6212,1718180
681,1956,1719180,6212,1719180
681,1956,1720180,6212,1720180
682,1964,1720650,6212,1720650
682,1964,1721650,6212,1721650
682,1964,1722650,6212,1722650
682,1964,1723460,6212,1723460
683,1972,1731460,6212,1731460
683,1972,1732460,6212,1732460
683,1972,1733460,6212,1733460
683,1972,1734270,6212,1734270
683,1972,1735270,6212,1735270
683,1972,1735270,6212,1735270
683,1972,1736270,6212,1736270
683,1972,1736430,6212,1736430
684,1980,1737020,6212,1737020
684,1980,1738020,6212,1738020
684,1980,1738830,6212,1738830
684,1980,1739480,6212,1739480
684,1980,1740290,6212,1740290
684,1980,1741100,6212,1741100
684,1980,1741100,6212,1741100
684,1980,1741570,6212,1741570
684,1980,1742570,6212,1742570
684,1980,1743040,6212,1743040
685,1988,1743850,6212,1743850
685,1988,1744310,6212,1744310
685,1988,1745120,6212,1745120
685,1988,1746120,6212,1746120
685,1988,1746590,6212,1746590
685,1988,1747590,6212,1747590
685,1988,1747590,6212,1747590
685,1988,1748400,6212,1748400
685,1988,1749210,6212,1749210
685,1988,1749210,6212,1749210
685,1988,1749210,6212,1749210
685,1988,1750210,6212,1750210
685,1988,1750670,6212,1750670
686,1996,1751670,6212,1751670
686,1996,1752670,6212,1752670
686,1996,1753670,6212,1753670
686,1996,1754480,6212,1754480
686,1996,1754950,6212,1754950
686,1996,1754950,6212,1754950
686,1996,1755600,6212,1755600
686,1996,1756250,6212,1756250
686,1996,1756900,6212,1756900
687,2004,1757370,6212,1757370
687,2004,1758370,6212,1758370
687,2004,1758370,6212,1758370
687,2004,1759370,6212,1759370
687,2004,1759370,6212,1759370
687,2004,1759690,6212,1759690
687,2004,1760340,6212,1760340
687,2004,1760500,6212,1760500
687,2004,1760500,6212,1760500
687,2004,1761310,6212,1761310
687,2004,1762310,6212,1762310
687,2004,1763310,6212,1763310
687,2004,1763780,6212,1763780
687,2004,1764430,6212,1764430
688,2012,1765430,6212,1765430
688,2012,1765890,6212,1765890
688,2012,1765940,6212,1765940
688,2012,1766400,6212,1766400
688,2012,1767210,6212,1767210
688,2012,1768210,6212,1768210
688,2012,1768680,6212,1768680
688,2012,1769270,6212,1769270
688,2012,1769590,6212,1769590
688,2012,1770060,6212,1770060
688,2012,1770380,6212,1770380
688,2012,1771030,6212,1771030
688,2012,1771840,6212,1771840
689,2020,1772840,6212,1772840
689,2020,1773840,6212,1773840
689,2020,1774650,6212,1774650
689,2020,1774650,6212,1774650
689,2020,1775460,6212,1775460
689,2020,1776270,6212,1776270
689,2020,1776740,6212,1776740
689,2020,1777550,6212,1777550
689,2020,1778360,6212,1778360
689,2020,1779360,6212,1779360
690,2028,1780360,6212,1780360
690,2028,1780360,6212,1780360
690,2028,1780830,6212,1780830
690,2028,1781640,6212,1781640
690,2028,1781640,6212,1781640
690,2028,1782290,6212,1782290
690,2028,1782770,6212,1782770
690,2028,1783770,6212,1783770
690,2028,1784240,6212,1784240
690,2028,1784240,6212,1784240
690,2028,1784240,6212,1784240
690,2028,1785240,6212,1785240
690,2028,1786050,6212,1786050
691,2036,1786700,6212,1786700
691,2036,1787510,6212,1787510
691,2036,1788510,6212,1788510
691,2036,1789510,6212,1789510
691,2036,1790160,6212,1790160
691,2036,1790810,6212,1790810
691,2036,1791810,6212,1791810
691,2036,1792810,6212,1792810
691,2036,1793130,6212,1793130
692,2044,1794130,6212,1794130
692,2044,1795130,6212,1795130
692,2044,1795940,6212,1795940
692,2044,1796940,6212,1796940
692,2044,1797750,6212,1797750
692,2044,1798560,6212,1798560
692,2044,1799030,6212,1799030
692,2044,1799030,6212,1799030
692,2044,1800030,6212,1800030
692,2044,1801030,6212,1801030
692,2044,1801260,6212,1801260
693,2052,1801730,6212,1801730
693,2052,1802380,6212,1802380
693,2052,1803190,6212,1803190
693,2052,1804000,6212,1804000
693,2052,1805000,6212,1805000
693,2052,1806000,6212,1806000
693,2052,1806650,6212,1806650
693,2052,1806880,6212,1806880
693,2052,1807340,6212,1807340
693,2052,1808340,6212,1808340
694,2060,1809150,6212,1809150
694,2060,1810150,6212,1810150
694,2060,1810960,6212,1810960
694,2060,1811190,6212,1811190
694,2060,1811560,6212,1811560
694,2060,1812560,6212,1812560
694,2060,1813560,6212,1813560
694,2060,1814150,6212,1814150
694,2060,1815150,6212,1815150
694,2060,1816150,6212,1816150
695,2068,1817150,6212,1817150
695,2068,1817960,6212,1817960
695,2068,1817960,6212,1817960
695,2068,1818430,6212,1818430
695,2068,1819430,6212,1819430
695,2068,1820430,6212,1820430
695,2068,1820900,6212,1820900
695,2068,1821490,6212,1821490
695,2068,1822490,6212,1822490
695,2068,1822960,6212,1822960
696,2076,1823770,6212,1823770
696,2076,1823930,6212,1823930
696,2076,1824930,6212,1824930
696,2076,1825930,6212,1825930
696,2076,1826300,6212,1826300
696,2076,1827300,6212,1827300
696,2076,1828300,6212,1828300
696,2076,1829300,6212,1829300
696,2076,1829850,6212,1829850
696,2076,1830660,6212,1830660
696,2076,1831130,6212,1831130
697,2084,1832130,6212,1832130
697,2084,1832130,6212,1832130
697,2084,1832360,6212,1832360
697,2084,1833170,6212,1833170
697,2084,1833980,6212,1833980
697,2084,1834790,6212,1834790
697,2084,1835790,6212,1835790
697,2084,1836790,6212,1836790
697,2084,1837790,6212,1837790
697,2084,1837950,6212,1837950
697,2084,1838950,6212,1838950
698,2092,1839950,6212,1839950
698,2092,1840760,6212,1840760
698,2092,1841760,6212,1841760
698,2092,1842760,6212,1842760
698,2092,1843760,6212,1843760
698,2092,1844570,6212,1844570
698,2092,1845570,6212,1845570
698,2092,1846570,6212,1846570
698,2092,1846800,6212,1846800
698,2092,1846800,6212,1846800
699,2100,1847610,6212,1847610
699,2100,1847610,6212,1847610
699,2100,1848200,6212,1848200
699,2100,1849010,6212,1849010
699,2100,1850010,6212,1850010
699,2100,1850480,6212,1850480
699,2100,1851480,6212,1851480
699,2100,1852480,6212,1852480
699,2100,1852480,6212,1852480
699,2100,1853480,6212,1853480
700,2108,1854480,6212,1854480
700,2108,1854480,6212,1854480
700,2108,1855480,6212,1855480
700,2108,1855950,6212,1855950
700,2108,1856950,6212,1856950
700,2108,1857760,6212,1857760
700,2108,1858760,6212,1858760
700,2108,1859760,6212,1859760
700,2108,1860410,6212,1860410
700,2108,1861410,6212,1861410
701,2116,1862410,6212,1862410
701,2116,1862870,6212,1862870
701,2116,1863680,6212,1863680
701,2116,1864150,6212,1864150
701,2116,1864960,6212,1864960
701,2116,1865960,6212,1865960
701,2116,1866430,6212,1866430
701,2116,1866430,6212,1866430
701,2116,1867080,6212,1867080
701,2116,1868080,6212,1868080
702,2124,1868890,6212,1868890
702,2124,1869890,6212,1869890
702,2124,1869890,6212,1869890
702,2124,1870110,6212,1870110
702,2124,1871110,6212,1871110
702,2124,1871580,6212,1871580
702,2124,1872390,6212,1872390
702,2124,1872550,6212,1872550
702,2124,1872550,6212,1872550
702,2124,1873550,6212,1873550
702,2124,1874550,6212,1874550
702,2124,1875020,6212,1875020
702,2124,1875490,6212,1875490
702,2124,1876300,6212,1876300
703,2132,1877110,6212,1877110
703,2132,1878110,6212,1878110
703,2132,1878920,6212,1878920
703,2132,1879730,6212,1879730
703,2132,1880730,6212,1880730
703,2132,1881730,6212,1881730
703,2132,1882730,6212,1882730
703,2132,1883380,6212,1883380
704,2140,1884380,6212,1884380
704,2140,1884840,6212,1884840
704,2140,1885490,6212,1885490
704,2140,1886490,6212,1886490
704,2140,1886960,6212,1886960
704,2140,1887770,6212,1887770
704,2140,1887770,6212,1887770
704,2140,1888770,6212,1888770
704,2140,1889770,6212,1889770
704,2140,1890090,6212,1890090
704,2140,1890090,6212,1890090
704,2140,1891090,6212,1891090
705,2148,1892090,6212,1892090
705,2148,1892560,6212,1892560
705,2148,1893150,6212,1893150
705,2148,1893960,6212,1893960
705,2148,1894610,6212,1894610
705,2148,1895070,6212,1895070
705,2148,1895540,6212,1895540
705,2148,1896540,6212,1896540
705,2148,1897010,6212,1897010
705,2148,1897010,6212,1897010
705,2148,1898010,6212,1898010
706,2156,1899010,6212,1899010
706,2156,1899470,6212,1899470
706,2156,1900470,6212,1900470
706,2156,1901470,6212,1901470
706,2156,1902280,6212,1902280
706,2156,1902750,6212,1902750
706,2156,1902970,6212,1902970
706,2156,1903970,6212,1903970
706,2156,1904970,6212,1904970
707,2164,1905520,6212,1905520
707,2164,1905630,6212,1905630
707,2164,1906440,6212,1906440
707,2164,1907250,6212,1907250
707,2164,1907250,6212,1907250
707,2164,1907720,6212,1907720
707,2164,1908190,6212,1908190
707,2164,1908660,6212,1908660
707,2164,1909660,6212,1909660
707,2164,1909980,6212,1909980
707,2164,1910980,6212,1910980
707,2164,1911980,6212,1911980
707,2164,1912300,6212,1912300
707,2164,1913110,6212,1913110
708,2172,1913920,6212,1913920
708,2172,1914920,6212,1914920
708,2172,1915920,6212,1915920
708,2172,1916570,6212,1916570
708,2172,1916570,6212,1916570
708,2172,1917380,6212,1917380
708,2172,1917380,6212,1917380
708,2172,1918030,6212,1918030
708,2172,1918030,6212,1918030
708,2172,1919030,6212,1919030
708,2172,1919400,6212,1919400
708,2172,1919720,6212,1919720
708,2172,1919830,6212,1919830
708,2172,1920640,6212,1920640
709,2180,1921190,6212,1921190
709,2180,1922190,6212,1922190
709,2180,1922840,6212,1922840
709,2180,1923000,6212,1923000
709,2180,1924000,6212,1924000
709,2180,1925000,6212,1925000
709,2180,1925290,6212,1925290
709,2180,1926290,6212,1926290
709,2180,1926940,6212,1926940
709,2180,1927940,6212,1927940
710,2188,1928940,6212,1928940
710,2188,1929940,6212,1929940
710,2188,1930400,6212,1930400
710,2188,1930720,6212,1930720
710,2188,1931190,6212,1931190
710,2188,1931660,6212,1931660
710,2188,1932130,6212,1932130
710,2188,1932590,6212,1932590
710,2188,1933590,6212,1933590
710,2188,1934400,6212,1934400
710,2188,1935400,6212,1935400
711,2196,1936400,6212,1936400
711,2196,1937400,6212,1937400
711,2196,1938400,6212,1938400
711,2196,1939210,6212,1939210
711,2196,1939440,6212,1939440
711,2196,1939910,6212,1939910
711,2196,1940910,6212,1940910
711,2196,1940910,6212,1940910
711,2196,1941910,6212,1941910
711,2196,1942910,6212,1942910
712,2204,1943910,6212,1943910
712,2204,1944910,6212,1944910
712,2204,1945020,6212,1945020
712,2204,1945490,6212,1945490
712,2204,1946490,6212,1946490
712,2204,1946490,6212,1946490
712,2204,1946490,6212,1946490
712,2204,1946490,6212,1946490
712,2204,1947490,6212,1947490
712,2204,1947810,6212,1947810
712,2204,1948130,6212,1948130
712,2204,1949130,6212,1949130
712,2204,1949130,6212,1949130
712,2204,1950130,6212,1950130
712,2204,1951130,6212,1951130
712,2204,1951130,6212,1951130
712,2204,1951450,6212,1951450
713,2212,1952450,6212,1952450
713,2212,1952450,6212,1952450
713,2212,1953260,6212,1953260
713,2212,1954070,6212,1954070
713,2212,1954720,6212,1954720
713,2212,1955720,6212,1955720
713,2212,1955950,6212,1955950
713,2212,1955950,6212,1955950
713,2212,1955950,6212,1955950
713,2212,1956950,6212,1956950
714,2220,1964950,6212,1964950
714,2220,1965760,6212,1965760
714,2220,1966760,6212,1966760
714,2220,1967760,6212,1967760
714,2220,1967760,6212,1967760
715,2228,1968760,6212,1968760
715,2228,1969080,6212,1969080
715,2228,1969890,6212,1969890
715,2228,1970050,6212,1970050
715,2228,1970280,6212,1970280
715,2228,1970930,6212,1970930
715,2228,1971930,6212,1971930
715,2228,1972740,6212,1972740
715,2228,1972740,6212,1972740
715,2228,1973740,6212,1973740
715,2228,1974210,6212,1974210
715,2228,1974210,6212,1974210
716,2236,1982210,6212,1982210
716,2236,1982680,6212,1982680
717,2244,1983680,6212,1983680
717,2244,1984490,6212,1984490
717,2244,1984960,6212,1984960
717,2244,1985960,6212,1985960
717,2244,1986960,6212,1986960
717,2244,1987120,6212,1987120
717,2244,1987930,6212,1987930
717,2244,1987930,6212,1987930
717,2244,1988930,6212,1988930
717,2244,1989250,6212,1989250
717,2244,1990250,6212,1990250
717,2244,1991250,6212,1991250
718,2252,1991720,6212,1991720
718,2252,1991720,6212,1991720
718,2252,1991720,6212,1991720
718,2252,1991940,6212,1991940
718,2252,1992260,6212,1992260
718,2252,1992260,6212,1992260
718,2252,1993260,6212,1993260
718,2252,1994260,6212,1994260
718,2252,1994260,6212,1994260
718,2252,1994730,6212,1994730
718,2252,1995730,6212,1995730
718,2252,1996730,6212,1996730
718,2252,1997730,6212,1997730
718,2252,1998100,6212,1998100
718,2252,1998910,6212,1998910
719,2260,1999560,6212,1999560
719,2260,1999560,6212,1999560
719,2260,2000560,6212,2000560
719,2260,2001030,6212,2001030
719,2260,2002030,6212,2002030
719,2260,2003030,6212,2003030
719,2260,2003840,6212,2003840
719,2260,2004160,6212,2004160
719,2260,2004970,6212,2004970
719,2260,2005440,6212,2005440
719,2260,2006090,6212,2006090
719,2260,2006090,6212,2006090
720,2268,2007090,6212,2007090
720,2268,2007410,6212,2007410
720,2268,2008220,6212,2008220
720,2268,2009220,6212,2009220
720,2268,2009870,6212,2009870
720,2268,2010870,6212,2010870
720,2268,2011680,6212,2011680
720,2268,2011910,6212,2011910
720,2268,2011910,6212,2011910
720,2268,2012020,6212,2012020
720,2268,2012570,6212,2012570
720,2268,2013570,6212,2013570
721,2276,2014220,6212,2014220
721,2276,2014690,6212,2014690
721,2276,2014690,6212,2014690
721,2276,2014690,6212,2014690
721,2276,2015690,6212,2015690
721,2276,2016040,6212,2016040
721,2276,2017040,6212,2017040
721,2276,2017040,6212,2017040
721,2276,2017500,6212,2017500
721,2276,2017500,6212,2017500
721,2276,2018310,6212,2018310
721,2276,2019310,6212,2019310
721,2276,2019310,6212,2019310
721,2276,2019630,6212,2019630
721,2276,2020220,6212,2020220
721,2276,2020220,6212,2020220
722,2284,2021220,6212,2021220
722,2284,2021770,6212,2021770
722,2284,2022770,6212,2022770
722,2284,2022770,6212,2022770
722,2284,2023770,6212,2023770
722,2284,2024770,6212,2024770
722,2284,2024770,6212,2024770
722,2284,2024770,6212,2024770
722,2284,2025090,6212,2025090
722,2284,2026090,6212,2026090
722,2284,2026740,6212,2026740
722,2284,2027550,6212,2027550
722,2284,2028200,6212,2028200
723,2292,2029200,6212,2029200
723,2292,2029200,6212,2029200
723,2292,2029670,6212,2029670
723,2292,2030670,6212,2030670
723,2292,2031670,6212,2031670
723,2292,2032670,6212,2032670
723,2292,2032990,6212,2032990
723,2292,2033990,6212,2033990
723,2292,2034990,6212,2034990
723,2292,2035310,6212,2035310
723,2292,2035470,6212,2035470
723,2292,2036120,6212,2036120
724,2300,2037120,6212,2037120
724,2300,2038120,6212,2038120
724,2300,2038120,6212,2038120
724,2300,2038930,6212,2038930
724,2300,2039930,6212,2039930
724,2300,2040930,6212,2040930
724,2300,2041930,6212,2041930
724,2300,2042930,6212,2042930
724,2300,2043930,6212,2043930
725,2308,2044930,6212,2044930
725,2308,2045740,6212,2045740
725,2308,2046740,6212,2046740
725,2308,2047550,6212,2047550
725,2308,2048550,6212,2048550
725,2308,2049200,6212,2049200
725,2308,2050200,6212,2050200
725,2308,2050670,6212,2050670
726,2316,2051480,6212,2051480
726,2316,2052480,6212,2052480
726,2316,2052940,6212,2052940
726,2316,2053400,6212,2053400
726,2316,2053400,6212,2053400
726,2316,2053870,6212,2053870
726,2316,2054680,6212,2054680
726,2316,2054680,6212,2054680
726,2316,2055680,6212,2055680
726,2316,2056680,6212,2056680
726,2316,2056910,6212,2056910
726,2316,2057140,6212,2057140
726,2316,2058140,6212,2058140
726,2316,2058140,6212,2058140
727,2324,2058790,6212,2058790
727,2324,2058790,6212,2058790
727,2324,2059260,6212,2059260
727,2324,2060070,6212,2060070
727,2324,2060070,6212,2060070
727,2324,2060390,6212,2060390
727,2324,2061390,6212,2061390
727,2324,2061860,6212,2061860
727,2324,2062450,6212,2062450
727,2324,2063040,6212,2063040
727,2324,2064040,6212,2064040
727,2324,2065040,6212,2065040
727,2324,2065040,6212,2065040
728,2332,2065510,6212,2065510
728,2332,2065980,6212,2065980
728,2332,2066980,6212,2066980
728,2332,2067210,6212,2067210
728,2332,2067210,6212,2067210
728,2332,2068020,6212,2068020
728,2332,2068830,6212,2068830
728,2332,2068830,6212,2068830
728,2332,2069640,6212,2069640
728,2332,2070450,6212,2070450
728,2332,2071450,6212,2071450
728,2332,2071450,6212,2071450
728,2332,2071920,6212,2071920
729,2340,2072920,6212,2072920
729,2340,2073920,6212,2073920
729,2340,2074920,6212,2074920
729,2340,2075920,6212,2075920
729,2340,2076570,6212,2076570
729,2340,2077570,6212,2077570
729,2340,2078570,6212,2078570
729,2340,2079570,6212,2079570
729,2340,2079890,6212,2079890
730,2348,2080440,6212,2080440
730,2348,2081250,6212,2081250
730,2348,2082250,6212,2082250
730,2348,2083060,6212,2083060
730,2348,2083530,6212,2083530
730,2348,2083990,6212,2083990
730,2348,2084640,6212,2084640
730,2348,2085640,6212,2085640
730,2348,2085640,6212,2085640
730,2348,2086640,6212,2086640
730,2348,2086640,6212,2086640
730,2348,2086640,6212,2086640
730,2348,2086640,6212,2086640
730,2348,2086640,6212,2086640
731,2356,2087640,6212,2087640
731,2356,2088640,6212,2088640
731,2356,2089450,6212,2089450
731,2356,2089920,6212,2089920
731,2356,2090240,6212,2090240
731,2356,2091240,6212,2091240
731,2356,2092240,6212,2092240
731,2356,2092400,6212,2092400
731,2356,2093400,6212,2093400
731,2356,2094050,6212,2094050
732,2364,2095050,6212,2095050
732,2364,2095510,6212,2095510
732,2364,2095510,6212,2095510
732,2364,2096320,6212,2096320
732,2364,2097130,6212,2097130
732,2364,2098130,6212,2098130
732,2364,2099130,6212,2099130
732,2364,2099600,6212,2099600
732,2364,2100190,6212,2100190
732,2364,2101190,6212,2101190
733,2372,2102190,6212,2102190
733,2372,2103190,6212,2103190
733,2372,2104190,6212,2104190
733,2372,2105190,6212,2105190
733,2372,2106190,6212,2106190
733,2372,2106190,6212,2106190
733,2372,2107190,6212,2107190
733,2372,2108190,6212,2108190
733,2372,2109190,6212,2109190
734,2380,2110190,6212,2110190
734,2380,2110660,6212,2110660
734,2380,2111470,6212,2111470
734,2380,2111690,6212,2111690
734,2380,2111690,6212,2111690
734,2380,2111800,6212,2111800
734,2380,2111800,6212,2111800
734,2380,2112800,6212,2112800
734,2380,2113610,6212,2113610
734,2380,2114420,6212,2114420
734,2380,2115230,6212,2115230
734,2380,2116230,6212,2116230
734,2380,2117230,6212,2117230
735,2388,2117700,6212,2117700
735,2388,2118700,6212,2118700
735,2388,2119700,6212,2119700
735,2388,2120700,6212,2120700
735,2388,2121700,6212,2121700
735,2388,2122700,6212,2122700
735,2388,2123170,6212,2123170
735,2388,2123980,6212,2123980
736,2396,2124980,6212,2124980
736,2396,2125790,6212,2125790
736,2396,2126260,6212,2126260
736,2396,2127260,6212,2127260
736,2396,2128070,6212,2128070
736,2396,2128070,6212,2128070
736,2396,2129070,6212,2129070
736,2396,2130070,6212,2130070
736,2396,2130880,6212,2130880
736,2396,2131880,6212,2131880
737,2404,2132880,6212,2132880
737,2404,2133880,6212,2133880
737,2404,2134690,6212,2134690
737,2404,2135160,6212,2135160
737,2404,2136160,6212,2136160
737,2404,2137160,6212,2137160
737,2404,2138160,6212,2138160
737,2404,2139160,6212,2139160
738,2412,2140160,6212,2140160
738,2412,2140970,6212,2140970
738,2412,2141970,6212,2141970
738,2412,2142970,6212,2142970
738,2412,2143620,6212,2143620
738,2412,2143670,6212,2143670
738,2412,2143670,6212,2143670
738,2412,2144480,6212,2144480
738,2412,2145130,6212,2145130
738,2412,2145130,6212,2145130
738,2412,2146130,6212,2146130
738,2412,2147130,6212,2147130
738,2412,2147130,6212,2147130
739,2420,2147600,6212,2147600
739,2420,2148070,6212,2148070
739,2420,2149070,6212,2149070
739,2420,2149880,6212,2149880
739,2420,2150880,6212,2150880
739,2420,2150880,6212,2150880
739,2420,2151880,6212,2151880
739,2420,2152690,6212,2152690
739,2420,2152690,6212,2152690
739,2420,2153690,6212,2153690
739,2420,2153690,6212,2153690
739,2420,2154160,6212,2154160
740,2428,2155160,6212,2155160
740,2428,2156160,6212,2156160
740,2428,2156970,6212,2156970
740,2428,2157970,6212,2157970
740,2428,2158130,6212,2158130
740,2428,2159130,6212,2159130
740,2428,2160130,6212,2160130
740,2428,2161130,6212,2161130
741,2436,2169130,6212,2169130
742,2444,2170130,6212,2170130
742,2444,2170130,6212,2170130
742,2444,2170360,6212,2170360
742,2444,2171360,6212,2171360
742,2444,2171360,6212,2171360
742,2444,2172360,6212,2172360
742,2444,2173360,6212,2173360
742,2444,2174360,6212,2174360
742,2444,2174830,6212,2174830
742,2444,2175830,6212,2175830
742,2444,2175830,6212,2175830
742,2444,2176640,6212,2176640
742,2444,2176800,6212,2176800
742,2444,2177800,6212,2177800
742,2444,2178120,6212,2178120
743,2452,2178930,6212,2178930
743,2452,2179930,6212,2179930
743,2452,2180740,6212,2180740
743,2452,2181740,6212,2181740
743,2452,2182740,6212,2182740
743,2452,2183740,6212,2183740
743,2452,2184090,6212,2184090
743,2452,2185090,6212,2185090
743,2452,2185560,6212,2185560
744,2460,2186370,6212,2186370
744,2460,2187180,6212,2187180
744,2460,2189180,6212,2189180
744,2460,2190180,6212,2190180
744,2460,2190650,6212,2190650
744,2460,2191120,6212,2191120
744,2460,2191590,6212,2191590
744,2460,2192590,6212,2192590
744,2460,2193590,6212,2193590
745,2468,2194590,6212,2194590
745,2468,2194910,6212,2194910
745,2468,2195910,6212,2195910
745,2468,2196910,6212,2196910
745,2468,2197910,6212,2197910
745,2468,2198910,6212,2198910
745,2468,2198910,6212,2198910
745,2468,2199380,6212,2199380
745,2468,2200380,6212,2200380
745,2468,2200850,6212,2200850
746,2476,2201500,6212,2201500
746,2476,2202500,6212,2202500
746,2476,2202500,6212,2202500
746,2476,2202500,6212,2202500
746,2476,2203500,6212,2203500
746,2476,2203820,6212,2203820
746,2476,2204410,6212,2204410
746,2476,2204870,6212,2204870
746,2476,2205190,6212,2205190
746,2476,2206190,6212,2206190
746,2476,2207000,6212,2207000
746,2476,2207470,6212,2207470
746,2476,2208470,6212,2208470
747,2484,2208940,6212,2208940
747,2484,2209940,6212,2209940
747,2484,2210940,6212,2210940
747,2484,2211750,6212,2211750
747,2484,2212300,6212,2212300
747,2484,2212950,6212,2212950
747,2484,2213420,6212,2213420
747,2484,2214420,6212,2214420
747,2484,2215420,6212,2215420
748,2492,2215890,6212,2215890
748,2492,2216210,6212,2216210
748,2492,2217210,6212,2217210
748,2492,2217530,6212,2217530
748,2492,2218530,6212,2218530
748,2492,2219530,6212,2219530
748,2492,2220000,6212,2220000
748,2492,2221000,6212,2221000
748,2492,2221810,6212,2221810
748,2492,2222620,6212,2222620
748,2492,2222940,6212,2222940
748,2492,2223940,6212,2223940
749,2500,2224260,6212,2224260
749,2500,2225260,6212,2225260
749,2500,2226260,6212,2226260
749,2500,2226260,6212,2226260
749,2500,2227260,6212,2227260
749,2500,2227730,6212,2227730
749,2500,2228200,6212,2228200
749,2500,2228790,6212,2228790
749,2500,2229790,6212,2229790
749,2500,2230600,6212,2230600
750,2508,2231410,6212,2231410
750,2508,2232220,6212,2232220
750,2508,2233220,6212,2233220
750,2508,2233870,6212,2233870
750,2508,2234870,6212,2234870
750,2508,2235870,6212,2235870
750,2508,2236190,6212,2236190
750,2508,2237190,6212,2237190
750,2508,2237660,6212,2237660
750,2508,2237890,6212,2237890
750,2508,2238210,6212,2238210
750,2508,2238530,6212,2238530
751,2516,2239530,6212,2239530
751,2516,2240530,6212,2240530
751,2516,2240850,6212,2240850
751,2516,2240850,6212,2240850
751,2516,2240850,6212,2240850
751,2516,2241310,6212,2241310
751,2516,2242120,6212,2242120
751,2516,2242770,6212,2242770
751,2516,2242770,6212,2242770
751,2516,2243580,6212,2243580
751,2516,2244390,6212,2244390
751,2516,2244860,6212,2244860
751,2516,2245320,6212,2245320
752,2524,2245970,6212,2245970
752,2524,2246970,6212,2246970
752,2524,2246970,6212,2246970
752,2524,2247780,6212,2247780
752,2524,2248780,6212,2248780
752,2524,2249780,6212,2249780
752,2524,2250780,6212,2250780
752,2524,2250780,6212,2250780
752,2524,2251780,6212,2251780
752,2524,2252780,6212,2252780
753,2532,2253430,6212,2253430
753,2532,2254430,6212,2254430
753,2532,2254750,6212,2254750
753,2532,2255750,6212,2255750
753,2532,2256560,6212,2256560
753,2532,2256910,6212,2256910
753,2532,2257910,6212,2257910
753,2532,2257910,6212,2257910
753,2532,2257910,6212,2257910
753,2532,2258910,6212,2258910
753,2532,2259560,6212,2259560
753,2532,2260560,6212,2260560
753,2532,2261370,6212,2261370
754,2540,2262180,6212,2262180
754,2540,2263180,6212,2263180
754,2540,2263180,6212,2263180
754,2540,2263410,6212,2263410
754,2540,2264060,6212,2264060
754,2540,2264870,6212,2264870
754,2540,2265870,6212,2265870
754,2540,2266190,6212,2266190
754,2540,2267190,6212,2267190
754,2540,2267350,6212,2267350
754,2540,2267820,6212,2267820
754,2540,2268820,6212,2268820
754,2540,2268820,6212,2268820
755,2548,2269630,6212,2269630
755,2548,2270280,6212,2270280
755,2548,2271090,6212,2271090
755,2548,2272090,6212,2272090
755,2548,2272090,6212,2272090
755,2548,2272560,6212,2272560
755,2548,2273030,6212,2273030
755,2548,2273490,6212,2273490
755,2548,2274490,6212,2274490
755,2548,2274490,6212,2274490
755,2548,2274760,6212,2274760
755,2548,2275760,6212,2275760
756,2556,2276760,6212,2276760
756,2556,2277080,6212,2277080
756,2556,2278080,6212,2278080
756,2556,2278890,6212,2278890
756,2556,2279890,6212,2279890
756,2556,2280890,6212,2280890
756,2556,2281360,6212,2281360
756,2556,2282360,6212,2282360
756,2556,2283170,6212,2283170
756,2556,2283980,6212,2283980
757,2564,2284980,6212,2284980
757,2564,2285450,6212,2285450
757,2564,2286260,6212,2286260
757,2564,2287260,6212,2287260
757,2564,2288260,6212,2288260
757,2564,2288910,6212,2288910
757,2564,2289140,6212,2289140
